Orthogroup	Syao	Pras
OG0000581	Syao.g_01059	Pras.g_01481
OG0000582	Syao.g_01204	Pras.g_01484
OG0000583	Syao.g_01205	Pras.g_01485
OG0000584	Syao.g_01206	Pras.g_01486
OG0000585	Syao.g_01054	Pras.g_01488
OG0000586	Syao.g_01055	Pras.g_01489
OG0000587	Syao.g_01057	Pras.g_01490
OG0000588	Syao.g_00406	Pras.g_01494
OG0000589	Syao.g_01342	Pras.g_01497
OG0000590	Syao.g_01341	Pras.g_01498
OG0000591	Syao.g_01330	Pras.g_01501
OG0000592	Syao.g_01329	Pras.g_01502
OG0000593	Syao.g_00890	Pras.g_01508
OG0000594	Syao.g_00891	Pras.g_01509
OG0000595	Syao.g_00892	Pras.g_01510
OG0000596	Syao.g_00897	Pras.g_01514
OG0000597	Syao.g_00900	Pras.g_01516
OG0000598	Syao.g_00901	Pras.g_01517
OG0000599	Syao.g_00908	Pras.g_01520
OG0000600	Syao.g_00909	Pras.g_01521
OG0000601	Syao.g_00910	Pras.g_01522
OG0000602	Syao.g_00914	Pras.g_01524
OG0000603	Syao.g_00915	Pras.g_01525
OG0000604	Syao.g_00918	Pras.g_01526
OG0000606	Syao.g_00924	Pras.g_01530
OG0000607	Syao.g_00927	Pras.g_01533
OG0000608	Syao.g_00928	Pras.g_01534
OG0000609	Syao.g_00930	Pras.g_01535
OG0000610	Syao.g_00940	Pras.g_01540
OG0000611	Syao.g_00943	Pras.g_01543
OG0000612	Syao.g_00944	Pras.g_01544
OG0000613	Syao.g_01979	Pras.g_01549
OG0000614	Syao.g_00375	Pras.g_01568
OG0000615	Syao.g_00978	Pras.g_01576
OG0000616	Syao.g_02342	Pras.g_01580
OG0000617	Syao.g_00486	Pras.g_01612
OG0000618	Syao.g_00485	Pras.g_01613
OG0000619	Syao.g_00484	Pras.g_01614
OG0000620	Syao.g_00479	Pras.g_01617
OG0000621	Syao.g_00478	Pras.g_01618
OG0000622	Syao.g_00476	Pras.g_01619
OG0000623	Syao.g_00475	Pras.g_01620
OG0000624	Syao.g_00473	Pras.g_01621
OG0000625	Syao.g_00472	Pras.g_01622
OG0000626	Syao.g_00471	Pras.g_01623
OG0000627	Syao.g_00567	Pras.g_01624
OG0000628	Syao.g_00566	Pras.g_01625
OG0000629	Syao.g_00590	Pras.g_01626
OG0000630	Syao.g_00585	Pras.g_01629
OG0000631	Syao.g_00644	Pras.g_01692
OG0000632	Syao.g_00643	Pras.g_01693
OG0000633	Syao.g_00642	Pras.g_01694
OG0000634	Syao.g_00752	Pras.g_01697
OG0000635	Syao.g_00753	Pras.g_01698
OG0000636	Syao.g_00755	Pras.g_01700
OG0000637	Syao.g_00757	Pras.g_01702
OG0000638	Syao.g_00758	Pras.g_01703
OG0000639	Syao.g_00759	Pras.g_01704
OG0000640	Syao.g_00760	Pras.g_01705
OG0000641	Syao.g_00764	Pras.g_01709
OG0000642	Syao.g_00765	Pras.g_01710
OG0000643	Syao.g_00767	Pras.g_01711
OG0000644	Syao.g_00768	Pras.g_01712
OG0000645	Syao.g_00770	Pras.g_01713
OG0000646	Syao.g_00773	Pras.g_01715
OG0000647	Syao.g_00775	Pras.g_01716
OG0000648	Syao.g_00777	Pras.g_01718
OG0000649	Syao.g_00778	Pras.g_01719
OG0000650	Syao.g_00779	Pras.g_01720
OG0000651	Syao.g_00780	Pras.g_01721
OG0000652	Syao.g_00781	Pras.g_01722
OG0000653	Syao.g_00783	Pras.g_01724
OG0000654	Syao.g_00784	Pras.g_01725
OG0000655	Syao.g_00785	Pras.g_01726
OG0000656	Syao.g_00789	Pras.g_01729
OG0000657	Syao.g_00435	Pras.g_01736
OG0000658	Syao.g_00560	Pras.g_01737
OG0000659	Syao.g_00559	Pras.g_01738
OG0000660	Syao.g_00555	Pras.g_01742
OG0000661	Syao.g_00553	Pras.g_01744
OG0000662	Syao.g_00535	Pras.g_01746
OG0000663	Syao.g_00532	Pras.g_01748
OG0000664	Syao.g_00530	Pras.g_01749
OG0000665	Syao.g_01436	Pras.g_01753
OG0000666	Syao.g_02120	Pras.g_01754
OG0000667	Syao.g_01375	Pras.g_01758
OG0000668	Syao.g_02678	Pras.g_01788
OG0000669	Syao.g_00955	Pras.g_01792
OG0000670	Syao.g_00958	Pras.g_01794
OG0000671	Syao.g_00960	Pras.g_01796
OG0000672	Syao.g_00963	Pras.g_01799
OG0000673	Syao.g_00966	Pras.g_01802
OG0000674	Syao.g_00968	Pras.g_01804
OG0000675	Syao.g_00969	Pras.g_01805
OG0000676	Syao.g_00971	Pras.g_01807
OG0000677	Syao.g_00972	Pras.g_01808
OG0000678	Syao.g_00974	Pras.g_01810
OG0000679	Syao.g_00981	Pras.g_01814
OG0000680	Syao.g_00982	Pras.g_01815
OG0000681	Syao.g_00985	Pras.g_01818
OG0000682	Syao.g_00986	Pras.g_01819
OG0000683	Syao.g_00987	Pras.g_01820
OG0000684	Syao.g_00990	Pras.g_01821
OG0000685	Syao.g_00733	Pras.g_01823
OG0000686	Syao.g_00734	Pras.g_01824
OG0000687	Syao.g_00735	Pras.g_01825
OG0000688	Syao.g_00741	Pras.g_01828
OG0000689	Syao.g_00743	Pras.g_01829
OG0000690	Syao.g_00744	Pras.g_01830
OG0000691	Syao.g_00745	Pras.g_01831
OG0000692	Syao.g_00747	Pras.g_01833
OG0000693	Syao.g_00748	Pras.g_01834
OG0000694	Syao.g_00749	Pras.g_01835
OG0000695	Syao.g_00639	Pras.g_01837
OG0000696	Syao.g_00638	Pras.g_01838
OG0000697	Syao.g_00636	Pras.g_01839
OG0000698	Syao.g_00633	Pras.g_01842
OG0000699	Syao.g_00631	Pras.g_01843
OG0000700	Syao.g_00630	Pras.g_01844
OG0000701	Syao.g_00629	Pras.g_01845
OG0000702	Syao.g_00705	Pras.g_01847
OG0000703	Syao.g_00693	Pras.g_01848
OG0000704	Syao.g_00689	Pras.g_01849
OG0000705	Syao.g_00682	Pras.g_01853
OG0000706	Syao.g_00681	Pras.g_01854
OG0000707	Syao.g_00680	Pras.g_01855
OG0000708	Syao.g_00677	Pras.g_01856
OG0000709	Syao.g_00670	Pras.g_01860
OG0000710	Syao.g_00666	Pras.g_01863
OG0000711	Syao.g_00815	Pras.g_01881
OG0000712	Syao.g_00813	Pras.g_01883
OG0000713	Syao.g_00812	Pras.g_01884
OG0000714	Syao.g_00810	Pras.g_01885
OG0000715	Syao.g_00808	Pras.g_01887
OG0000716	Syao.g_00804	Pras.g_01889
OG0000717	Syao.g_00803	Pras.g_01890
OG0000718	Syao.g_00794	Pras.g_01903
OG0000719	Syao.g_00444	Pras.g_01905
OG0000720	Syao.g_00457	Pras.g_01914
OG0000721	Syao.g_00459	Pras.g_01916
OG0000722	Syao.g_00460	Pras.g_01917
OG0000723	Syao.g_00469	Pras.g_01920
OG0000724	Syao.g_00513	Pras.g_01929
OG0000725	Syao.g_00385	Pras.g_01935
OG0000726	Syao.g_00384	Pras.g_01936
OG0000727	Syao.g_00383	Pras.g_01937
OG0000728	Syao.g_00381	Pras.g_01939
OG0000729	Syao.g_02190	Pras.g_01984
OG0000730	Syao.g_01880	Pras.g_01988
OG0000731	Syao.g_01868	Pras.g_01992
OG0000732	Syao.g_02218	Pras.g_00003
OG0000733	Syao.g_01427	Pras.g_00024
OG0000734	Syao.g_02592	Pras.g_00041
OG0000735	Syao.g_00140	Pras.g_00043
OG0000736	Syao.g_00139	Pras.g_00044
OG0000737	Syao.g_00138	Pras.g_00045
OG0000738	Syao.g_00132	Pras.g_00049
OG0000739	Syao.g_00131	Pras.g_00050
OG0000740	Syao.g_00130	Pras.g_00051
OG0000741	Syao.g_00127	Pras.g_00052
OG0000742	Syao.g_00124	Pras.g_00055
OG0000743	Syao.g_00217	Pras.g_00057
OG0000744	Syao.g_00216	Pras.g_00058
OG0000745	Syao.g_00213	Pras.g_00059
OG0000746	Syao.g_00210	Pras.g_00061
OG0000747	Syao.g_00208	Pras.g_00062
OG0000748	Syao.g_00193	Pras.g_00065
OG0000749	Syao.g_00192	Pras.g_00066
OG0000750	Syao.g_00191	Pras.g_00067
OG0000751	Syao.g_00185	Pras.g_00069
OG0000752	Syao.g_00183	Pras.g_00071
OG0000753	Syao.g_00180	Pras.g_00074
OG0000754	Syao.g_00175	Pras.g_00077
OG0000755	Syao.g_00021	Pras.g_00080
OG0000756	Syao.g_00229	Pras.g_00081
OG0000757	Syao.g_00252	Pras.g_00087
OG0000758	Syao.g_00251	Pras.g_00088
OG0000759	Syao.g_00250	Pras.g_00089
OG0000760	Syao.g_00249	Pras.g_00090
OG0000761	Syao.g_00248	Pras.g_00091
OG0000762	Syao.g_00246	Pras.g_00092
OG0000763	Syao.g_00242	Pras.g_00094
OG0000764	Syao.g_00241	Pras.g_00095
OG0000765	Syao.g_00267	Pras.g_00105
OG0000766	Syao.g_00266	Pras.g_00106
OG0000767	Syao.g_00264	Pras.g_00108
OG0000768	Syao.g_00263	Pras.g_00109
OG0000769	Syao.g_00261	Pras.g_00111
OG0000770	Syao.g_00257	Pras.g_00113
OG0000771	Syao.g_00506	Pras.g_00122
OG0000772	Syao.g_01523	Pras.g_00178
OG0000773	Syao.g_01447	Pras.g_00199
OG0000774	Syao.g_01442	Pras.g_00201
OG0000775	Syao.g_01440	Pras.g_00204
OG0000776	Syao.g_01439	Pras.g_00205
OG0000777	Syao.g_01438	Pras.g_00206
OG0000778	Syao.g_01437	Pras.g_00207
OG0000779	Syao.g_01469	Pras.g_00211
OG0000780	Syao.g_01456	Pras.g_00212
OG0000781	Syao.g_01452	Pras.g_00214
OG0000782	Syao.g_01451	Pras.g_00216
OG0000783	Syao.g_01450	Pras.g_00217
OG0000784	Syao.g_01449	Pras.g_00218
OG0000785	Syao.g_01481	Pras.g_00220
OG0000786	Syao.g_01473	Pras.g_00223
OG0000787	Syao.g_01472	Pras.g_00224
OG0000788	Syao.g_00870	Pras.g_00237
OG0000789	Syao.g_00623	Pras.g_00240
OG0000790	Syao.g_00041, Syao.g_00315	Pras.g_00255
OG0000791	Syao.g_00043	Pras.g_00257
OG0000792	Syao.g_00044	Pras.g_00258
OG0000793	Syao.g_02700	Pras.g_00261
OG0000794	Syao.g_02703	Pras.g_00262
OG0000795	Syao.g_02704	Pras.g_00263
OG0000796	Syao.g_02708	Pras.g_00267
OG0000797	Syao.g_02709	Pras.g_00268
OG0000798	Syao.g_02066	Pras.g_00286
OG0000799	Syao.g_01525	Pras.g_00332
OG0000800	Syao.g_01526	Pras.g_00333
OG0000801	Syao.g_01527	Pras.g_00334
OG0000802	Syao.g_01531	Pras.g_00336
OG0000803	Syao.g_01534	Pras.g_00338
OG0000804	Syao.g_01537	Pras.g_00339
OG0000805	Syao.g_01502	Pras.g_00341
OG0000806	Syao.g_01504	Pras.g_00343
OG0000807	Syao.g_01506	Pras.g_00344
OG0000808	Syao.g_01507	Pras.g_00345
OG0000809	Syao.g_01511	Pras.g_00348
OG0000810	Syao.g_01482	Pras.g_00349
OG0000811	Syao.g_01490	Pras.g_00353
OG0000812	Syao.g_01492	Pras.g_00355
OG0000813	Syao.g_01493	Pras.g_00356
OG0000814	Syao.g_01495	Pras.g_00358
OG0000815	Syao.g_01499	Pras.g_00359
OG0000816	Syao.g_01471	Pras.g_00361
OG0000817	Syao.g_01519	Pras.g_00362
OG0000818	Syao.g_00062	Pras.g_00367
OG0000819	Syao.g_00063	Pras.g_00368
OG0000820	Syao.g_00064	Pras.g_00369
OG0000821	Syao.g_00070	Pras.g_00373
OG0000822	Syao.g_00072	Pras.g_00374
OG0000823	Syao.g_00073	Pras.g_00375
OG0000824	Syao.g_00079	Pras.g_00378
OG0000825	Syao.g_00080	Pras.g_00379
OG0000826	Syao.g_00081	Pras.g_00380
OG0000827	Syao.g_00082	Pras.g_00381
OG0000828	Syao.g_00085	Pras.g_00385
OG0000829	Syao.g_00086	Pras.g_00386
OG0000830	Syao.g_00087	Pras.g_00387
OG0000831	Syao.g_00089	Pras.g_00389
OG0000832	Syao.g_01696	Pras.g_00395
OG0000833	Syao.g_01612	Pras.g_00405
OG0000834	Syao.g_01610	Pras.g_00406
OG0000835	Syao.g_01609	Pras.g_00407
OG0000836	Syao.g_01606	Pras.g_00408
OG0000837	Syao.g_01605	Pras.g_00409
OG0000838	Syao.g_01601	Pras.g_00411
OG0000839	Syao.g_01600	Pras.g_00412
OG0000840	Syao.g_01599	Pras.g_00413
OG0000841	Syao.g_01598	Pras.g_00414
OG0000842	Syao.g_01597	Pras.g_00415
OG0000843	Syao.g_01596	Pras.g_00416
OG0000844	Syao.g_01594	Pras.g_00417
OG0000845	Syao.g_01593	Pras.g_00418
OG0000846	Syao.g_01592	Pras.g_00419
OG0000847	Syao.g_01591	Pras.g_00420
OG0000848	Syao.g_01589	Pras.g_00421
OG0000849	Syao.g_01588	Pras.g_00422
OG0000850	Syao.g_01585	Pras.g_00424
OG0000851	Syao.g_01582	Pras.g_00425
OG0000852	Syao.g_01581	Pras.g_00426
OG0000853	Syao.g_01577	Pras.g_00430
OG0000854	Syao.g_01575	Pras.g_00432
OG0000855	Syao.g_01574	Pras.g_00433
OG0000856	Syao.g_01327	Pras.g_00448
OG0000857	Syao.g_00774	Pras.g_00473
OG0000858	Syao.g_01567	Pras.g_00544
OG0000859	Syao.g_01566	Pras.g_00545
OG0000860	Syao.g_01552	Pras.g_00552
OG0000861	Syao.g_01551	Pras.g_00553
OG0000862	Syao.g_01542	Pras.g_00554
OG0000863	Syao.g_01540	Pras.g_00556
OG0000864	Syao.g_01017	Pras.g_00557
OG0000866	Syao.g_01686	Pras.g_00559
OG0000867	Syao.g_01685	Pras.g_00560
OG0000868	Syao.g_01682	Pras.g_00561
OG0000869	Syao.g_01677	Pras.g_00565
OG0000870	Syao.g_01672	Pras.g_00570
OG0000871	Syao.g_01671	Pras.g_00571
OG0000872	Syao.g_01665	Pras.g_00572
OG0000873	Syao.g_01662	Pras.g_00575
OG0000874	Syao.g_01660	Pras.g_00578
OG0000875	Syao.g_01658	Pras.g_00579
OG0000876	Syao.g_00536	Pras.g_00580
OG0000877	Syao.g_01654	Pras.g_00582
OG0000878	Syao.g_01653	Pras.g_00583
OG0000879	Syao.g_01652	Pras.g_00584
OG0000880	Syao.g_01651	Pras.g_00585
OG0000881	Syao.g_01647	Pras.g_00589
OG0000882	Syao.g_01642	Pras.g_00594
OG0000883	Syao.g_01638	Pras.g_00596
OG0000884	Syao.g_01636	Pras.g_00598
OG0000885	Syao.g_01635	Pras.g_00599
OG0000886	Syao.g_01634	Pras.g_00600
OG0000887	Syao.g_01633	Pras.g_00601
OG0000888	Syao.g_01631	Pras.g_00603
OG0000889	Syao.g_01629	Pras.g_00605
OG0000890	Syao.g_01626	Pras.g_00606
OG0000891	Syao.g_01625	Pras.g_00607
OG0000892	Syao.g_01695	Pras.g_00609
OG0000893	Syao.g_01934	Pras.g_00613
OG0000894	Syao.g_01937	Pras.g_00615
OG0000895	Syao.g_01916	Pras.g_00618
OG0000896	Syao.g_01917	Pras.g_00619
OG0000897	Syao.g_01919	Pras.g_00621
OG0000898	Syao.g_01920	Pras.g_00622
OG0000899	Syao.g_01921	Pras.g_00623
OG0000900	Syao.g_01922	Pras.g_00624
OG0000901	Syao.g_01927	Pras.g_00627
OG0000902	Syao.g_01929	Pras.g_00629
OG0000903	Syao.g_01798	Pras.g_00632
OG0000904	Syao.g_01804	Pras.g_00634
OG0000905	Syao.g_01862	Pras.g_00639
OG0000906	Syao.g_01931	Pras.g_00640
OG0000907	Syao.g_01796	Pras.g_00645
OG0000908	Syao.g_01793	Pras.g_00648
OG0000909	Syao.g_01792	Pras.g_00649
OG0000910	Syao.g_01791	Pras.g_00650
OG0000911	Syao.g_01789	Pras.g_00652
OG0000912	Syao.g_01788	Pras.g_00653
OG0000913	Syao.g_01787	Pras.g_00654
OG0000914	Syao.g_01786	Pras.g_00655
OG0000915	Syao.g_01784	Pras.g_00656
OG0000916	Syao.g_01783	Pras.g_00657
OG0000917	Syao.g_01782	Pras.g_00658
OG0000918	Syao.g_01781	Pras.g_00659
OG0000919	Syao.g_01780	Pras.g_00660
OG0000920	Syao.g_01779	Pras.g_00661
OG0000921	Syao.g_01778	Pras.g_00662
OG0000922	Syao.g_01777	Pras.g_00663
OG0000923	Syao.g_01772	Pras.g_00667
OG0000924	Syao.g_01771	Pras.g_00668
OG0000925	Syao.g_01770	Pras.g_00669
OG0000926	Syao.g_01769	Pras.g_00670
OG0000927	Syao.g_01767	Pras.g_00672
OG0000928	Syao.g_01766	Pras.g_00673
OG0000929	Syao.g_01765	Pras.g_00674
OG0000930	Syao.g_01764	Pras.g_00675
OG0000931	Syao.g_01763	Pras.g_00676
OG0000932	Syao.g_01762	Pras.g_00677
OG0000933	Syao.g_01811	Pras.g_00681
OG0000934	Syao.g_01809	Pras.g_00683
OG0000935	Syao.g_01808	Pras.g_00684
OG0000936	Syao.g_01843	Pras.g_00685
OG0000937	Syao.g_01842	Pras.g_00686
OG0000938	Syao.g_01839	Pras.g_00688
OG0000939	Syao.g_01838	Pras.g_00689
OG0000940	Syao.g_01830	Pras.g_00696
OG0000941	Syao.g_01828	Pras.g_00698
OG0000942	Syao.g_01826	Pras.g_00700
OG0000943	Syao.g_01824	Pras.g_00701
OG0000944	Syao.g_01822	Pras.g_00702
OG0000945	Syao.g_01821	Pras.g_00703
OG0000946	Syao.g_01852	Pras.g_00707
OG0000947	Syao.g_01849	Pras.g_00709
OG0000948	Syao.g_01848	Pras.g_00710
OG0000949	Syao.g_01970	Pras.g_00713
OG0000950	Syao.g_01957	Pras.g_00718
OG0000951	Syao.g_02262	Pras.g_00722
OG0000952	Syao.g_02266	Pras.g_00726
OG0000953	Syao.g_02130	Pras.g_00729
OG0000954	Syao.g_02135	Pras.g_00733
OG0000955	Syao.g_02136	Pras.g_00734
OG0000956	Syao.g_02138	Pras.g_00736
OG0000957	Syao.g_01951	Pras.g_00741
OG0000958	Syao.g_01950	Pras.g_00742
OG0000959	Syao.g_01947	Pras.g_00746
OG0000960	Syao.g_01946	Pras.g_00747
OG0000961	Syao.g_02496	Pras.g_00749
OG0000962	Syao.g_02191	Pras.g_00751
OG0000963	Syao.g_02186	Pras.g_00755
OG0000964	Syao.g_02185	Pras.g_00756
OG0000965	Syao.g_02184	Pras.g_00757
OG0000966	Syao.g_02172	Pras.g_00765
OG0000967	Syao.g_02167	Pras.g_00770
OG0000968	Syao.g_02199	Pras.g_00772
OG0000969	Syao.g_02200	Pras.g_00773
OG0000970	Syao.g_02201	Pras.g_00774
OG0000971	Syao.g_02203	Pras.g_00775
OG0000972	Syao.g_02204	Pras.g_00776
OG0000973	Syao.g_02205	Pras.g_00777
OG0000974	Syao.g_02206	Pras.g_00778
OG0000975	Syao.g_02207	Pras.g_00779
OG0000976	Syao.g_02208	Pras.g_00780
OG0000977	Syao.g_02210	Pras.g_00781
OG0000978	Syao.g_02211	Pras.g_00782
OG0000979	Syao.g_02214	Pras.g_00785
OG0000980	Syao.g_02217	Pras.g_00787
OG0000981	Syao.g_02220	Pras.g_00789
OG0000982	Syao.g_02437	Pras.g_00791
OG0000983	Syao.g_02438	Pras.g_00792
OG0000984	Syao.g_02439	Pras.g_00793
OG0000985	Syao.g_02443	Pras.g_00796
OG0000986	Syao.g_02445	Pras.g_00798
OG0000987	Syao.g_02447	Pras.g_00799
OG0000988	Syao.g_02452	Pras.g_00802
OG0000989	Syao.g_02368	Pras.g_00805
OG0000990	Syao.g_02362	Pras.g_00808
OG0000991	Syao.g_02354	Pras.g_00809
OG0000992	Syao.g_02279	Pras.g_00812
OG0000993	Syao.g_02280	Pras.g_00813
OG0000994	Syao.g_02283	Pras.g_00814
OG0000995	Syao.g_02287	Pras.g_00818
OG0000996	Syao.g_02305	Pras.g_00819
OG0000997	Syao.g_02326	Pras.g_00820
OG0000998	Syao.g_02328	Pras.g_00822
OG0000999	Syao.g_02329	Pras.g_00823
OG0001000	Syao.g_02333	Pras.g_00826
OG0001001	Syao.g_02338	Pras.g_00828
OG0001002	Syao.g_02345	Pras.g_00832
OG0001003	Syao.g_02347	Pras.g_00834
OG0001004	Syao.g_02348	Pras.g_00835
OG0001005	Syao.g_02194	Pras.g_00836
OG0001006	Syao.g_02159	Pras.g_00840
OG0001007	Syao.g_02161	Pras.g_00842
OG0001008	Syao.g_01737	Pras.g_01315
OG0001009	Syao.g_02239	Pras.g_00869
OG0001010	Syao.g_02238	Pras.g_00870
OG0001011	Syao.g_02236	Pras.g_00871
OG0001012	Syao.g_00322	Pras.g_00896
OG0001013	Syao.g_02413	Pras.g_00901
OG0001014	Syao.g_02407	Pras.g_00904
OG0001015	Syao.g_02406	Pras.g_00905
OG0001016	Syao.g_02622	Pras.g_00924
OG0001017	Syao.g_02628	Pras.g_00928
OG0001018	Syao.g_02630	Pras.g_00931
OG0001019	Syao.g_02654	Pras.g_00940
OG0001020	Syao.g_02663	Pras.g_00941
OG0001021	Syao.g_02666	Pras.g_00942
OG0001022	Syao.g_02670	Pras.g_00945
OG0001023	Syao.g_02671	Pras.g_00946
OG0001024	Syao.g_01018	Pras.g_00949
OG0001025	Syao.g_02597	Pras.g_00955
OG0001026	Syao.g_02594	Pras.g_00962
OG0001027	Syao.g_02564	Pras.g_00963
OG0001028	Syao.g_02568	Pras.g_00965
OG0001029	Syao.g_02570	Pras.g_00966
OG0001030	Syao.g_02545	Pras.g_00981
OG0001031	Syao.g_02528	Pras.g_01037
OG0001032	Syao.g_02530	Pras.g_01038
OG0001033	Syao.g_01016	Pras.g_01060
OG0001034	Syao.g_01704	Pras.g_01088
OG0001035	Syao.g_02101	Pras.g_01106
OG0001036	Syao.g_02096	Pras.g_01111
OG0001037	Syao.g_02094	Pras.g_01112
OG0001038	Syao.g_02065	Pras.g_01130
OG0001039	Syao.g_02062	Pras.g_01133
OG0001040	Syao.g_02059	Pras.g_01135
OG0001041	Syao.g_02055	Pras.g_01139
OG0001042	Syao.g_02032	Pras.g_01156
OG0001043	Syao.g_02028	Pras.g_01157
OG0001044	Syao.g_01878	Pras.g_01186
OG0001045	Syao.g_01865	Pras.g_01195
OG0001046	Syao.g_00827	Pras.g_01232
OG0001047	Syao.g_01739	Pras.g_01317
OG0001048	Syao.g_01740	Pras.g_01318
OG0001049	Syao.g_01616	Pras.g_01320
OG0001050	Syao.g_01618	Pras.g_01321
OG0001051	Syao.g_01619	Pras.g_01322
OG0001052	Syao.g_02686	Pras.g_01349
OG0001053	Syao.g_00025	Pras.g_01361
OG0001054	Syao.g_00104	Pras.g_01376
OG0001055	Syao.g_00156	Pras.g_01395
OG0001056	Syao.g_01417	Pras.g_01413
OG0001057	Syao.g_00879	Pras.g_01418
OG0001058	Syao.g_00862	Pras.g_01426
OG0001059	Syao.g_00858	Pras.g_01430
OG0001060	Syao.g_00852	Pras.g_01437
OG0001062	Syao.g_01050	Pras.g_01452
OG0001063	Syao.g_01042	Pras.g_01454
OG0001064	Syao.g_01041	Pras.g_01455
OG0001065	Syao.g_01040	Pras.g_01456
OG0001066	Syao.g_01039	Pras.g_01457
OG0001067	Syao.g_01038	Pras.g_01459
OG0001068	Syao.g_01037	Pras.g_01460
OG0001069	Syao.g_01036	Pras.g_01461
OG0001070	Syao.g_01032	Pras.g_01464
OG0001071	Syao.g_01031	Pras.g_01465
OG0001072	Syao.g_01027	Pras.g_01466
OG0001073	Syao.g_00991	Pras.g_01480
OG0001074	Syao.g_00392	Pras.g_01491
OG0001075	Syao.g_00391	Pras.g_01492
OG0001076	Syao.g_01339	Pras.g_01500
OG0001077	Syao.g_01323	Pras.g_01504
OG0001078	Syao.g_00895	Pras.g_01512
OG0001079	Syao.g_00911	Pras.g_01523
OG0001081	Syao.g_00925	Pras.g_01531
OG0001082	Syao.g_00926	Pras.g_01532
OG0001083	Syao.g_00934	Pras.g_01537
OG0001084	Syao.g_00935	Pras.g_01538
OG0001085	Syao.g_00947	Pras.g_01546
OG0001086	Syao.g_00949	Pras.g_01547
OG0001087	Syao.g_01419	Pras.g_01564
OG0001088	Syao.g_00211	Pras.g_01565
OG0001089	Syao.g_00376	Pras.g_01573
OG0001090	Syao.g_00494	Pras.g_01607
OG0001091	Syao.g_00491	Pras.g_01609
OG0001092	Syao.g_00489	Pras.g_01610
OG0001093	Syao.g_00482	Pras.g_01615
OG0001094	Syao.g_00750	Pras.g_01695
OG0001095	Syao.g_00771	Pras.g_01714
OG0001096	Syao.g_00786	Pras.g_01727
OG0001097	Syao.g_00552	Pras.g_01745
OG0001098	Syao.g_00731	Pras.g_01760
OG0001099	Syao.g_02569	Pras.g_01791
OG0001100	Syao.g_00957	Pras.g_01793
OG0001101	Syao.g_00959	Pras.g_01795
OG0001102	Syao.g_00962	Pras.g_01798
OG0001103	Syao.g_00964	Pras.g_01800
OG0001105	Syao.g_00736	Pras.g_01826
OG0001106	Syao.g_00688	Pras.g_01850
OG0001107	Syao.g_00676	Pras.g_01857
OG0001108	Syao.g_00669	Pras.g_01861
OG0001109	Syao.g_00667	Pras.g_01862
OG0001110	Syao.g_00665	Pras.g_01864
OG0001111	Syao.g_00663	Pras.g_01865
OG0001112	Syao.g_00661	Pras.g_01866
OG0001113	Syao.g_00660	Pras.g_01867
OG0001114	Syao.g_00659	Pras.g_01868
OG0001115	Syao.g_00832	Pras.g_01870
OG0001116	Syao.g_00830	Pras.g_01871
OG0001117	Syao.g_00829	Pras.g_01872
OG0001118	Syao.g_00828	Pras.g_01873
OG0001119	Syao.g_00826	Pras.g_01874
OG0001120	Syao.g_00822	Pras.g_01876
OG0001121	Syao.g_01294	Pras.g_00021, Pras.g_01880
OG0001122	Syao.g_00445	Pras.g_01906
OG0001123	Syao.g_00451	Pras.g_01910
OG0001124	Syao.g_00453	Pras.g_01912
OG0001125	Syao.g_00456	Pras.g_01913
OG0001126	Syao.g_00504	Pras.g_01923
OG0001127	Syao.g_00505	Pras.g_01924
OG0001128	Syao.g_00508	Pras.g_01926
OG0001129	Syao.g_00510	Pras.g_01927
OG0001130	Syao.g_00511	Pras.g_01928
OG0001131	Syao.g_01387	Pras.g_01964
OG0001132	Syao.g_01221	Pras.g_01973
OG0001133	Syao.g_01333	Pras.g_00009
OG0001134	Syao.g_01428	Pras.g_00023
OG0001135	Syao.g_01424	Pras.g_00026
OG0001136	Syao.g_00126	Pras.g_00053
OG0001137	Syao.g_00194	Pras.g_00064
OG0001138	Syao.g_00227	Pras.g_00082
OG0001139	Syao.g_00225	Pras.g_00083
OG0001140	Syao.g_00224	Pras.g_00084
OG0001141	Syao.g_00254	Pras.g_00085
OG0001142	Syao.g_00253	Pras.g_00086
OG0001143	Syao.g_00243	Pras.g_00093
OG0001144	Syao.g_00276	Pras.g_00099
OG0001145	Syao.g_01446	Pras.g_00200
OG0001146	Syao.g_01455	Pras.g_00213
OG0001147	Syao.g_00095	Pras.g_00236
OG0001148	Syao.g_00038	Pras.g_00252
OG0001149	Syao.g_00039	Pras.g_00253
OG0001150	Syao.g_00040	Pras.g_00254
OG0001151	Syao.g_02706	Pras.g_00265
OG0001152	Syao.g_02707	Pras.g_00266
OG0001153	Syao.g_00083	Pras.g_00382
OG0001154	Syao.g_00084	Pras.g_00384
OG0001155	Syao.g_01747	Pras.g_00396, Pras.g_00397
OG0001156	Syao.g_01744	Pras.g_00400
OG0001157	Syao.g_01743	Pras.g_00401
OG0001158	Syao.g_01742	Pras.g_00402
OG0001160	Syao.g_01579	Pras.g_00428
OG0001161	Syao.g_02373	Pras.g_00441
OG0001162	Syao.g_02650	Pras.g_00452
OG0001163	Syao.g_01571	Pras.g_00542
OG0001164	Syao.g_01564	Pras.g_00546
OG0001165	Syao.g_01559	Pras.g_00549
OG0001166	Syao.g_01673	Pras.g_00569
OG0001167	Syao.g_01006	Pras.g_00586
