Orthogroup	Syao	Prat
OG0000585	Syao.g_01054	Prat.g_00575
OG0000586	Syao.g_01055	Prat.g_00576
OG0000587	Syao.g_01057	Prat.g_00577
OG0000588	Syao.g_00406	Prat.g_00582
OG0000589	Syao.g_01342	Prat.g_00584
OG0000590	Syao.g_01341	Prat.g_00585
OG0000591	Syao.g_01330	Prat.g_00589
OG0000592	Syao.g_01329	Prat.g_00590
OG0000593	Syao.g_00890	Prat.g_01094
OG0000594	Syao.g_00891	Prat.g_01093
OG0000595	Syao.g_00892	Prat.g_01091
OG0000596	Syao.g_00897	Prat.g_01087
OG0000597	Syao.g_00900	Prat.g_01084
OG0000598	Syao.g_00901	Prat.g_01083
OG0000599	Syao.g_00908	Prat.g_01080
OG0000600	Syao.g_00909	Prat.g_01079
OG0000601	Syao.g_00910	Prat.g_01078
OG0000602	Syao.g_00914	Prat.g_01076
OG0000603	Syao.g_00915	Prat.g_01075
OG0000604	Syao.g_00918	Prat.g_01074
OG0000606	Syao.g_00924	Prat.g_01070
OG0000607	Syao.g_00927	Prat.g_01067
OG0000608	Syao.g_00928	Prat.g_01066
OG0000609	Syao.g_00930	Prat.g_01065
OG0000610	Syao.g_00940	Prat.g_01059
OG0000611	Syao.g_00943	Prat.g_01056
OG0000612	Syao.g_00944	Prat.g_01055
OG0000613	Syao.g_01979	Prat.g_00747
OG0000614	Syao.g_00375	Prat.g_00767
OG0000615	Syao.g_00978	Prat.g_00777
OG0000616	Syao.g_02342	Prat.g_01882
OG0000617	Syao.g_00486	Prat.g_00797
OG0000618	Syao.g_00485	Prat.g_00798
OG0000619	Syao.g_00484	Prat.g_00799
OG0000620	Syao.g_00479	Prat.g_00802
OG0000621	Syao.g_00478	Prat.g_00803
OG0000622	Syao.g_00476	Prat.g_00804
OG0000623	Syao.g_00475	Prat.g_00805
OG0000624	Syao.g_00473	Prat.g_00807
OG0000625	Syao.g_00472	Prat.g_00808
OG0000626	Syao.g_00471	Prat.g_00809
OG0000627	Syao.g_00567	Prat.g_00811
OG0000628	Syao.g_00566	Prat.g_00812
OG0000629	Syao.g_00590	Prat.g_00813
OG0000630	Syao.g_00585	Prat.g_00816
OG0000631	Syao.g_00644	Prat.g_00865
OG0000632	Syao.g_00643	Prat.g_00866
OG0000633	Syao.g_00642	Prat.g_00867
OG0000634	Syao.g_00752	Prat.g_01041
OG0000635	Syao.g_00753	Prat.g_01040
OG0000636	Syao.g_00755	Prat.g_01038
OG0000637	Syao.g_00757	Prat.g_01036
OG0000638	Syao.g_00758	Prat.g_01035
OG0000639	Syao.g_00759	Prat.g_01034
OG0000640	Syao.g_00760	Prat.g_01033
OG0000641	Syao.g_00764	Prat.g_01029
OG0000642	Syao.g_00765	Prat.g_01028
OG0000643	Syao.g_00767	Prat.g_01027
OG0000644	Syao.g_00768	Prat.g_01026
OG0000645	Syao.g_00770	Prat.g_01025
OG0000646	Syao.g_00773	Prat.g_01023
OG0000647	Syao.g_00775	Prat.g_01021
OG0000648	Syao.g_00777	Prat.g_01019
OG0000649	Syao.g_00778	Prat.g_01018
OG0000650	Syao.g_00779	Prat.g_01017
OG0000651	Syao.g_00780	Prat.g_01016
OG0000652	Syao.g_00781	Prat.g_01015
OG0000653	Syao.g_00783	Prat.g_01013
OG0000654	Syao.g_00784	Prat.g_01012
OG0000655	Syao.g_00785	Prat.g_01011
OG0000656	Syao.g_00789	Prat.g_01008
OG0000657	Syao.g_00435	Prat.g_01002
OG0000658	Syao.g_00560	Prat.g_01001
OG0000659	Syao.g_00559	Prat.g_01000
OG0000660	Syao.g_00555	Prat.g_00996
OG0000661	Syao.g_00553	Prat.g_00994
OG0000662	Syao.g_00535	Prat.g_00992
OG0000663	Syao.g_00532	Prat.g_00990
OG0000664	Syao.g_00530	Prat.g_00989
OG0000665	Syao.g_01436	Prat.g_00983
OG0000666	Syao.g_02120	Prat.g_00982
OG0000667	Syao.g_01375	Prat.g_00978
OG0000668	Syao.g_02678	Prat.g_00694
OG0000669	Syao.g_00955	Prat.g_00705
OG0000670	Syao.g_00958	Prat.g_00708
OG0000671	Syao.g_00960	Prat.g_00710
OG0000672	Syao.g_00963	Prat.g_00713
OG0000673	Syao.g_00966	Prat.g_00717
OG0000674	Syao.g_00968	Prat.g_00719
OG0000675	Syao.g_00969	Prat.g_00720
OG0000676	Syao.g_00971	Prat.g_00722
OG0000677	Syao.g_00972	Prat.g_00723
OG0000678	Syao.g_00974	Prat.g_00725
OG0000679	Syao.g_00981	Prat.g_00730
OG0000680	Syao.g_00982	Prat.g_00731
OG0000681	Syao.g_00985	Prat.g_00734
OG0000682	Syao.g_00986	Prat.g_00735
OG0000683	Syao.g_00987	Prat.g_00736
OG0000684	Syao.g_00990	Prat.g_00738
OG0000685	Syao.g_00733	Prat.g_00740
OG0000686	Syao.g_00734	Prat.g_00741
OG0000687	Syao.g_00735	Prat.g_00742
OG0000688	Syao.g_00741	Prat.g_01051
OG0000689	Syao.g_00743	Prat.g_01050
OG0000690	Syao.g_00744	Prat.g_01049
OG0000691	Syao.g_00745	Prat.g_01048
OG0000692	Syao.g_00747	Prat.g_01046
OG0000693	Syao.g_00748	Prat.g_01045
OG0000694	Syao.g_00749	Prat.g_01044
OG0000695	Syao.g_00639	Prat.g_00869
OG0000696	Syao.g_00638	Prat.g_00870
OG0000697	Syao.g_00636	Prat.g_00871
OG0000698	Syao.g_00633	Prat.g_00874
OG0000699	Syao.g_00631	Prat.g_00876
OG0000700	Syao.g_00630	Prat.g_00877
OG0000701	Syao.g_00629	Prat.g_00878
OG0000702	Syao.g_00705	Prat.g_00880
OG0000703	Syao.g_00693	Prat.g_00881
OG0000704	Syao.g_00689	Prat.g_00883
OG0000705	Syao.g_00682	Prat.g_00889
OG0000706	Syao.g_00681	Prat.g_00890
OG0000707	Syao.g_00680	Prat.g_00891
OG0000708	Syao.g_00677	Prat.g_00893
OG0000709	Syao.g_00670	Prat.g_00897
OG0000710	Syao.g_00666	Prat.g_00900
OG0000711	Syao.g_00815	Prat.g_00916
OG0000712	Syao.g_00813	Prat.g_00917
OG0000713	Syao.g_00812	Prat.g_00918
OG0000714	Syao.g_00810	Prat.g_00919
OG0000715	Syao.g_00808	Prat.g_00921
OG0000716	Syao.g_00804	Prat.g_00923
OG0000717	Syao.g_00803	Prat.g_00924
OG0000718	Syao.g_00794	Prat.g_00929
OG0000719	Syao.g_00444	Prat.g_00931
OG0000720	Syao.g_00457	Prat.g_00942
OG0000721	Syao.g_00459	Prat.g_00946
OG0000722	Syao.g_00460	Prat.g_00947
OG0000723	Syao.g_00469	Prat.g_00951
OG0000724	Syao.g_00513	Prat.g_00960
OG0000725	Syao.g_00385	Prat.g_00966
OG0000726	Syao.g_00384	Prat.g_00967
OG0000727	Syao.g_00383	Prat.g_00968
OG0000728	Syao.g_00381	Prat.g_00970
OG0000729	Syao.g_02190	Prat.g_01214
OG0000730	Syao.g_01880	Prat.g_01199
OG0000731	Syao.g_01868	Prat.g_00354
OG0000732	Syao.g_02218	Prat.g_01831
OG0000733	Syao.g_01427	Prat.g_01560
OG0000734	Syao.g_02592	Prat.g_01171
OG0000735	Syao.g_00140	Prat.g_01169
OG0000736	Syao.g_00139	Prat.g_01168
OG0000737	Syao.g_00138	Prat.g_01167
OG0000738	Syao.g_00132	Prat.g_01163
OG0000739	Syao.g_00131	Prat.g_01162
OG0000740	Syao.g_00130	Prat.g_01161
OG0000741	Syao.g_00127	Prat.g_01159
OG0000742	Syao.g_00124	Prat.g_01157
OG0000743	Syao.g_00217	Prat.g_01155
OG0000744	Syao.g_00216	Prat.g_01154
OG0000745	Syao.g_00213	Prat.g_01153
OG0000746	Syao.g_00210	Prat.g_01151
OG0000747	Syao.g_00208	Prat.g_01150
OG0000748	Syao.g_00193	Prat.g_01146
OG0000749	Syao.g_00192	Prat.g_01145
OG0000750	Syao.g_00191	Prat.g_01144
OG0000751	Syao.g_00185	Prat.g_01141
OG0000752	Syao.g_00183	Prat.g_01139
OG0000753	Syao.g_00180	Prat.g_01136
OG0000754	Syao.g_00175	Prat.g_01134
OG0000755	Syao.g_00021	Prat.g_01128
OG0000756	Syao.g_00229	Prat.g_01127
OG0000757	Syao.g_00252	Prat.g_01121
OG0000758	Syao.g_00251	Prat.g_01120
OG0000759	Syao.g_00250	Prat.g_01119
OG0000760	Syao.g_00249	Prat.g_01118
OG0000761	Syao.g_00248	Prat.g_01117
OG0000762	Syao.g_00246	Prat.g_01116
OG0000763	Syao.g_00242	Prat.g_01114
OG0000764	Syao.g_00241	Prat.g_01113
OG0000765	Syao.g_00267	Prat.g_01104
OG0000766	Syao.g_00266	Prat.g_01103
OG0000767	Syao.g_00264	Prat.g_01101
OG0000768	Syao.g_00263	Prat.g_01100
OG0000769	Syao.g_00261	Prat.g_01098
OG0000770	Syao.g_00257	Prat.g_00594
OG0000771	Syao.g_00506	Prat.g_01509
OG0000772	Syao.g_01523	Prat.g_00626
OG0000773	Syao.g_01447	Prat.g_01240
OG0000774	Syao.g_01442	Prat.g_01242
OG0000775	Syao.g_01440	Prat.g_01244
OG0000776	Syao.g_01439	Prat.g_01245
OG0000777	Syao.g_01438	Prat.g_01246
OG0000778	Syao.g_01437	Prat.g_01247
OG0000779	Syao.g_01469	Prat.g_01251
OG0000780	Syao.g_01456	Prat.g_01252
OG0000781	Syao.g_01452	Prat.g_01255
OG0000782	Syao.g_01451	Prat.g_01256
OG0000783	Syao.g_01450	Prat.g_01257
OG0000784	Syao.g_01449	Prat.g_01258
OG0000785	Syao.g_01481	Prat.g_01260
OG0000786	Syao.g_01473	Prat.g_01263
OG0000787	Syao.g_01472	Prat.g_01264
OG0000788	Syao.g_00870	Prat.g_01471
OG0000789	Syao.g_00623	Prat.g_01455
OG0000790	Syao.g_00041, Syao.g_00315	Prat.g_01296
OG0000791	Syao.g_00043	Prat.g_01298
OG0000792	Syao.g_00044	Prat.g_01299
OG0000793	Syao.g_02700	Prat.g_01302
OG0000794	Syao.g_02703	Prat.g_01303
OG0000795	Syao.g_02704	Prat.g_01304
OG0000796	Syao.g_02708	Prat.g_01308
OG0000797	Syao.g_02709	Prat.g_01309
OG0000799	Syao.g_01525	Prat.g_01333
OG0000800	Syao.g_01526	Prat.g_01334
OG0000801	Syao.g_01527	Prat.g_01335
OG0000802	Syao.g_01531	Prat.g_01337
OG0000803	Syao.g_01534	Prat.g_01339
OG0000804	Syao.g_01537	Prat.g_01340
OG0000805	Syao.g_01502	Prat.g_01342
OG0000806	Syao.g_01504	Prat.g_01344
OG0000807	Syao.g_01506	Prat.g_01345
OG0000808	Syao.g_01507	Prat.g_01346
OG0000809	Syao.g_01511	Prat.g_01350
OG0000810	Syao.g_01482	Prat.g_01351
OG0000811	Syao.g_01490	Prat.g_01356
OG0000812	Syao.g_01492	Prat.g_01358
OG0000813	Syao.g_01493	Prat.g_01359
OG0000814	Syao.g_01495	Prat.g_01361
OG0000815	Syao.g_01499	Prat.g_01362
OG0000816	Syao.g_01471	Prat.g_01364
OG0000817	Syao.g_01519	Prat.g_01365
OG0000818	Syao.g_00062	Prat.g_01370
OG0000819	Syao.g_00063	Prat.g_01371
OG0000820	Syao.g_00064	Prat.g_01372
OG0000821	Syao.g_00070	Prat.g_01378
OG0000822	Syao.g_00072	Prat.g_01379
OG0000823	Syao.g_00073	Prat.g_01380
OG0000824	Syao.g_00079	Prat.g_01383
OG0000825	Syao.g_00080	Prat.g_01384
OG0000826	Syao.g_00081	Prat.g_01385
OG0000827	Syao.g_00082	Prat.g_01386
OG0000828	Syao.g_00085	Prat.g_01389
OG0000829	Syao.g_00086	Prat.g_01390
OG0000830	Syao.g_00087	Prat.g_01391
OG0000831	Syao.g_00089	Prat.g_01393
OG0000832	Syao.g_01696	Prat.g_01405
OG0000833	Syao.g_01612	Prat.g_01414
OG0000834	Syao.g_01610	Prat.g_01415
OG0000835	Syao.g_01609	Prat.g_01416
OG0000836	Syao.g_01606	Prat.g_01417
OG0000837	Syao.g_01605	Prat.g_01418
OG0000838	Syao.g_01601	Prat.g_01421
OG0000839	Syao.g_01600	Prat.g_01422
OG0000840	Syao.g_01599	Prat.g_01423
OG0000841	Syao.g_01598	Prat.g_01424
OG0000842	Syao.g_01597	Prat.g_01425
OG0000843	Syao.g_01596	Prat.g_01426
OG0000844	Syao.g_01594	Prat.g_01427
OG0000845	Syao.g_01593	Prat.g_01428
OG0000846	Syao.g_01592	Prat.g_01429
OG0000847	Syao.g_01591	Prat.g_01430
OG0000848	Syao.g_01589	Prat.g_01431
OG0000849	Syao.g_01588	Prat.g_01432
OG0000850	Syao.g_01585	Prat.g_01434
OG0000851	Syao.g_01582	Prat.g_01435
OG0000852	Syao.g_01581	Prat.g_01436
OG0000853	Syao.g_01577	Prat.g_01441
OG0000854	Syao.g_01575	Prat.g_01443
OG0000855	Syao.g_01574	Prat.g_01444
OG0000856	Syao.g_01327	Prat.g_01457
OG0000857	Syao.g_00774	Prat.g_01022
OG0000858	Syao.g_01567	Prat.g_01585
OG0000859	Syao.g_01566	Prat.g_01586
OG0000860	Syao.g_01552	Prat.g_01594
OG0000861	Syao.g_01551	Prat.g_01595
OG0000862	Syao.g_01542	Prat.g_01596
OG0000863	Syao.g_01540	Prat.g_01598
OG0000864	Syao.g_01017	Prat.g_01599
OG0000866	Syao.g_01686	Prat.g_01601
OG0000867	Syao.g_01685	Prat.g_01602
OG0000868	Syao.g_01682	Prat.g_01603
OG0000869	Syao.g_01677	Prat.g_01606
OG0000870	Syao.g_01672	Prat.g_01611
OG0000871	Syao.g_01671	Prat.g_01612
OG0000872	Syao.g_01665	Prat.g_01613
OG0000873	Syao.g_01662	Prat.g_01616
OG0000874	Syao.g_01660	Prat.g_01619
OG0000875	Syao.g_01658	Prat.g_01621
OG0000876	Syao.g_00536	Prat.g_01622
OG0000877	Syao.g_01654	Prat.g_01624
OG0000878	Syao.g_01653	Prat.g_01625
OG0000879	Syao.g_01652	Prat.g_01626
OG0000880	Syao.g_01651	Prat.g_01627
OG0000881	Syao.g_01647	Prat.g_01631
OG0000882	Syao.g_01642	Prat.g_01636
OG0000883	Syao.g_01638	Prat.g_01639
OG0000884	Syao.g_01636	Prat.g_01641
OG0000885	Syao.g_01635	Prat.g_01642
OG0000886	Syao.g_01634	Prat.g_01643
OG0000887	Syao.g_01633	Prat.g_01644
OG0000888	Syao.g_01631	Prat.g_01646
OG0000889	Syao.g_01629	Prat.g_01648
OG0000890	Syao.g_01626	Prat.g_01649
OG0000891	Syao.g_01625	Prat.g_01650
OG0000892	Syao.g_01695	Prat.g_01652
OG0000893	Syao.g_01934	Prat.g_01655
OG0000894	Syao.g_01937	Prat.g_01658
OG0000895	Syao.g_01916	Prat.g_01662
OG0000896	Syao.g_01917	Prat.g_01663
OG0000897	Syao.g_01919	Prat.g_01665
OG0000898	Syao.g_01920	Prat.g_01666
OG0000899	Syao.g_01921	Prat.g_01667
OG0000900	Syao.g_01922	Prat.g_01668
OG0000901	Syao.g_01927	Prat.g_01671
OG0000902	Syao.g_01929	Prat.g_01673
OG0000903	Syao.g_01798	Prat.g_01677
OG0000904	Syao.g_01804	Prat.g_01682
OG0000905	Syao.g_01862	Prat.g_01675
OG0000906	Syao.g_01931	Prat.g_01674
OG0000907	Syao.g_01796	Prat.g_01684
OG0000908	Syao.g_01793	Prat.g_01687
OG0000909	Syao.g_01792	Prat.g_01688
OG0000910	Syao.g_01791	Prat.g_01689
OG0000911	Syao.g_01789	Prat.g_01691
OG0000912	Syao.g_01788	Prat.g_01692
OG0000913	Syao.g_01787	Prat.g_01693
OG0000914	Syao.g_01786	Prat.g_01694
OG0000915	Syao.g_01784	Prat.g_01695
OG0000916	Syao.g_01783	Prat.g_01696
OG0000917	Syao.g_01782	Prat.g_01697
OG0000918	Syao.g_01781	Prat.g_01698
OG0000919	Syao.g_01780	Prat.g_01699
OG0000920	Syao.g_01779	Prat.g_01700
OG0000921	Syao.g_01778	Prat.g_01701
OG0000922	Syao.g_01777	Prat.g_01702
OG0000923	Syao.g_01772	Prat.g_01706
OG0000924	Syao.g_01771	Prat.g_01707
OG0000925	Syao.g_01770	Prat.g_01708
OG0000926	Syao.g_01769	Prat.g_01709
OG0000927	Syao.g_01767	Prat.g_01711
OG0000928	Syao.g_01766	Prat.g_01712
OG0000929	Syao.g_01765	Prat.g_01713
OG0000930	Syao.g_01764	Prat.g_01714
OG0000931	Syao.g_01763	Prat.g_01715
OG0000932	Syao.g_01762	Prat.g_01327
OG0000933	Syao.g_01811	Prat.g_01719
OG0000934	Syao.g_01809	Prat.g_01721
OG0000935	Syao.g_01808	Prat.g_01722
OG0000936	Syao.g_01843	Prat.g_01723
OG0000937	Syao.g_01842	Prat.g_01724
OG0000938	Syao.g_01839	Prat.g_01727
OG0000939	Syao.g_01838	Prat.g_01728
OG0000940	Syao.g_01830	Prat.g_01735
OG0000941	Syao.g_01828	Prat.g_01737
OG0000942	Syao.g_01826	Prat.g_01739
OG0000943	Syao.g_01824	Prat.g_01740
OG0000944	Syao.g_01822	Prat.g_01742
OG0000945	Syao.g_01821	Prat.g_01744
OG0000946	Syao.g_01852	Prat.g_01748
OG0000947	Syao.g_01849	Prat.g_01750
OG0000948	Syao.g_01848	Prat.g_01751
OG0000949	Syao.g_01970	Prat.g_01754
OG0000950	Syao.g_01957	Prat.g_01760
OG0000951	Syao.g_02262	Prat.g_01764
OG0000952	Syao.g_02266	Prat.g_01768
OG0000953	Syao.g_02130	Prat.g_01772
OG0000954	Syao.g_02135	Prat.g_01777
OG0000955	Syao.g_02136	Prat.g_01778
OG0000956	Syao.g_02138	Prat.g_01780
OG0000957	Syao.g_01951	Prat.g_01786
OG0000958	Syao.g_01950	Prat.g_01787
OG0000959	Syao.g_01947	Prat.g_01791
OG0000960	Syao.g_01946	Prat.g_01792
OG0000961	Syao.g_02496	Prat.g_01795
OG0000962	Syao.g_02191	Prat.g_01797
OG0000963	Syao.g_02186	Prat.g_01801
OG0000964	Syao.g_02185	Prat.g_01802
OG0000965	Syao.g_02184	Prat.g_01803
OG0000966	Syao.g_02172	Prat.g_01809
OG0000967	Syao.g_02167	Prat.g_01813
OG0000968	Syao.g_02199	Prat.g_01815
OG0000969	Syao.g_02200	Prat.g_01816
OG0000970	Syao.g_02201	Prat.g_01817
OG0000971	Syao.g_02203	Prat.g_01818
OG0000972	Syao.g_02204	Prat.g_01819
OG0000973	Syao.g_02205	Prat.g_01820
OG0000974	Syao.g_02206	Prat.g_01821
OG0000975	Syao.g_02207	Prat.g_01822
OG0000976	Syao.g_02208	Prat.g_01823
OG0000977	Syao.g_02210	Prat.g_01824
OG0000978	Syao.g_02211	Prat.g_01825
OG0000979	Syao.g_02214	Prat.g_01828
OG0000980	Syao.g_02217	Prat.g_01830
OG0000981	Syao.g_02220	Prat.g_01833
OG0000982	Syao.g_02437	Prat.g_01835
OG0000983	Syao.g_02438	Prat.g_01836
OG0000984	Syao.g_02439	Prat.g_01837
OG0000985	Syao.g_02443	Prat.g_01840
OG0000986	Syao.g_02445	Prat.g_01842
OG0000987	Syao.g_02447	Prat.g_01843
OG0000988	Syao.g_02452	Prat.g_01846
OG0000989	Syao.g_02368	Prat.g_01850
OG0000990	Syao.g_02362	Prat.g_01856
OG0000991	Syao.g_02354	Prat.g_01857
OG0000992	Syao.g_02279	Prat.g_01860
OG0000993	Syao.g_02280	Prat.g_01861
OG0000994	Syao.g_02283	Prat.g_01862
OG0000995	Syao.g_02287	Prat.g_01866
OG0000996	Syao.g_02305	Prat.g_01867
OG0000997	Syao.g_02326	Prat.g_01869
OG0000998	Syao.g_02328	Prat.g_01871
OG0000999	Syao.g_02329	Prat.g_01872
OG0001000	Syao.g_02333	Prat.g_01875
OG0001001	Syao.g_02338	Prat.g_01879
OG0001002	Syao.g_02345	Prat.g_01884
OG0001003	Syao.g_02347	Prat.g_01885
OG0001004	Syao.g_02348	Prat.g_01886
OG0001005	Syao.g_02194	Prat.g_01887
OG0001006	Syao.g_02159	Prat.g_01891
OG0001007	Syao.g_02161	Prat.g_01893
OG0001008	Syao.g_01737	Prat.g_00397
OG0001009	Syao.g_02239	Prat.g_00028
OG0001010	Syao.g_02238	Prat.g_00029
OG0001011	Syao.g_02236	Prat.g_00031
OG0001012	Syao.g_00322	Prat.g_00046
OG0001013	Syao.g_02413	Prat.g_00053
OG0001014	Syao.g_02407	Prat.g_00056
OG0001015	Syao.g_02406	Prat.g_00057
OG0001016	Syao.g_02622	Prat.g_00070
OG0001017	Syao.g_02628	Prat.g_00074
OG0001018	Syao.g_02630	Prat.g_00076
OG0001019	Syao.g_02654	Prat.g_00087
OG0001020	Syao.g_02663	Prat.g_00088
OG0001021	Syao.g_02666	Prat.g_00089
OG0001022	Syao.g_02670	Prat.g_00091
OG0001023	Syao.g_02671	Prat.g_00092
OG0001024	Syao.g_01018	Prat.g_00095
OG0001025	Syao.g_02597	Prat.g_00102
OG0001026	Syao.g_02594	Prat.g_00110
OG0001027	Syao.g_02564	Prat.g_00111
OG0001028	Syao.g_02568	Prat.g_00113
OG0001029	Syao.g_02570	Prat.g_00114
OG0001030	Syao.g_02545	Prat.g_00130
OG0001031	Syao.g_02528	Prat.g_00188
OG0001032	Syao.g_02530	Prat.g_00189
OG0001033	Syao.g_01016	Prat.g_00210
OG0001034	Syao.g_01704	Prat.g_00241
OG0001035	Syao.g_02101	Prat.g_00261
OG0001036	Syao.g_02096	Prat.g_00266
OG0001037	Syao.g_02094	Prat.g_00267
OG0001038	Syao.g_02065	Prat.g_00285
OG0001039	Syao.g_02062	Prat.g_00288
OG0001040	Syao.g_02059	Prat.g_00291
OG0001041	Syao.g_02055	Prat.g_00295
OG0001042	Syao.g_02032	Prat.g_00312
OG0001043	Syao.g_02028	Prat.g_00313
OG0001044	Syao.g_01878	Prat.g_00347
OG0001045	Syao.g_01865	Prat.g_00356
OG0001046	Syao.g_00827	Prat.g_01469
OG0001047	Syao.g_01739	Prat.g_00399
OG0001048	Syao.g_01740	Prat.g_00400
OG0001049	Syao.g_01616	Prat.g_00403
OG0001050	Syao.g_01618	Prat.g_00404
OG0001051	Syao.g_01619	Prat.g_00405
OG0001052	Syao.g_02686	Prat.g_00430
OG0001053	Syao.g_00025	Prat.g_00443
OG0001054	Syao.g_00104	Prat.g_00459
OG0001055	Syao.g_00156	Prat.g_00480
OG0001056	Syao.g_01417	Prat.g_00498
OG0001057	Syao.g_00879	Prat.g_00502
OG0001058	Syao.g_00862	Prat.g_00510
OG0001059	Syao.g_00858	Prat.g_00515
OG0001060	Syao.g_00852	Prat.g_00522
OG0001062	Syao.g_01050	Prat.g_00540
OG0001063	Syao.g_01042	Prat.g_00542
OG0001064	Syao.g_01041	Prat.g_00543
OG0001065	Syao.g_01040	Prat.g_00544
OG0001066	Syao.g_01039	Prat.g_00545
OG0001067	Syao.g_01038	Prat.g_00546
OG0001068	Syao.g_01037	Prat.g_00547
OG0001069	Syao.g_01036	Prat.g_00548
OG0001070	Syao.g_01032	Prat.g_00550
OG0001071	Syao.g_01031	Prat.g_00551
OG0001072	Syao.g_01027	Prat.g_00552
OG0001073	Syao.g_00991	Prat.g_00566
OG0001074	Syao.g_00392	Prat.g_00579
OG0001075	Syao.g_00391	Prat.g_00580
OG0001076	Syao.g_01339	Prat.g_00587
OG0001077	Syao.g_01323	Prat.g_00592
OG0001078	Syao.g_00895	Prat.g_01089
OG0001079	Syao.g_00911	Prat.g_01077
OG0001081	Syao.g_00925	Prat.g_01069
OG0001082	Syao.g_00926	Prat.g_01068
OG0001083	Syao.g_00934	Prat.g_01063
OG0001084	Syao.g_00935	Prat.g_01062
OG0001085	Syao.g_00947	Prat.g_00744
OG0001086	Syao.g_00949	Prat.g_00745
OG0001087	Syao.g_01419	Prat.g_00762
OG0001088	Syao.g_00211	Prat.g_00763
OG0001089	Syao.g_00376	Prat.g_00774
OG0001090	Syao.g_00494	Prat.g_00789
OG0001091	Syao.g_00491	Prat.g_00791
OG0001092	Syao.g_00489	Prat.g_00792
OG0001093	Syao.g_00482	Prat.g_00800
OG0001094	Syao.g_00750	Prat.g_01043
OG0001095	Syao.g_00771	Prat.g_01024
OG0001096	Syao.g_00786	Prat.g_01010
OG0001097	Syao.g_00552	Prat.g_00993
OG0001098	Syao.g_00731	Prat.g_00974
OG0001099	Syao.g_02569	Prat.g_00699
OG0001100	Syao.g_00957	Prat.g_00707
OG0001101	Syao.g_00959	Prat.g_00709
OG0001102	Syao.g_00962	Prat.g_00712
OG0001103	Syao.g_00964	Prat.g_00715
OG0001105	Syao.g_00736	Prat.g_00743
OG0001106	Syao.g_00688	Prat.g_00884
OG0001107	Syao.g_00676	Prat.g_00894
OG0001108	Syao.g_00669	Prat.g_00898
OG0001109	Syao.g_00667	Prat.g_00899
OG0001110	Syao.g_00665	Prat.g_00901
OG0001111	Syao.g_00663	Prat.g_00902
OG0001112	Syao.g_00661	Prat.g_00903
OG0001113	Syao.g_00660	Prat.g_00904
OG0001114	Syao.g_00659	Prat.g_00905
OG0001115	Syao.g_00832	Prat.g_00907
OG0001116	Syao.g_00830	Prat.g_00908
OG0001117	Syao.g_00829	Prat.g_00909
OG0001118	Syao.g_00828	Prat.g_00910
OG0001119	Syao.g_00826	Prat.g_00911
OG0001120	Syao.g_00822	Prat.g_00913
OG0001122	Syao.g_00445	Prat.g_00932
OG0001123	Syao.g_00451	Prat.g_00937
OG0001124	Syao.g_00453	Prat.g_00939
OG0001125	Syao.g_00456	Prat.g_00941
OG0001126	Syao.g_00504	Prat.g_00955
OG0001127	Syao.g_00505	Prat.g_00956
OG0001128	Syao.g_00508	Prat.g_00957
OG0001129	Syao.g_00510	Prat.g_00958
OG0001130	Syao.g_00511	Prat.g_00959
OG0001131	Syao.g_01387	Prat.g_01204
OG0001132	Syao.g_01221	Prat.g_01479
OG0001133	Syao.g_01333	Prat.g_01211
OG0001134	Syao.g_01428	Prat.g_01495, Prat.g_01561
OG0001135	Syao.g_01424	Prat.g_01557
OG0001136	Syao.g_00126	Prat.g_01158
OG0001137	Syao.g_00194	Prat.g_01147
OG0001138	Syao.g_00227	Prat.g_01126
OG0001139	Syao.g_00225	Prat.g_01124
OG0001141	Syao.g_00254	Prat.g_01123
OG0001142	Syao.g_00253	Prat.g_01122
OG0001143	Syao.g_00243	Prat.g_01115
OG0001144	Syao.g_00276	Prat.g_01110
OG0001145	Syao.g_01446	Prat.g_01241
OG0001146	Syao.g_01455	Prat.g_01253
OG0001147	Syao.g_00095	Prat.g_01287
OG0001148	Syao.g_00038	Prat.g_01293
OG0001149	Syao.g_00039	Prat.g_01294
OG0001150	Syao.g_00040	Prat.g_01295
OG0001151	Syao.g_02706	Prat.g_01306
OG0001152	Syao.g_02707	Prat.g_01307
OG0001153	Syao.g_00083	Prat.g_01387
OG0001154	Syao.g_00084	Prat.g_01388
OG0001155	Syao.g_01747	Prat.g_01407
OG0001156	Syao.g_01744	Prat.g_01410
OG0001157	Syao.g_01743	Prat.g_01411
OG0001158	Syao.g_01742	Prat.g_01412
OG0001159	Syao.g_01741	Prat.g_01413
OG0001160	Syao.g_01579	Prat.g_01439
OG0001161	Syao.g_02373	Prat.g_01502
OG0001162	Syao.g_02650	Prat.g_01500
OG0001163	Syao.g_01571	Prat.g_01583
OG0001164	Syao.g_01564	Prat.g_01587
OG0001165	Syao.g_01559	Prat.g_01590
OG0001166	Syao.g_01673	Prat.g_01610
OG0001167	Syao.g_01006	Prat.g_01628
OG0001168	Syao.g_01648	Prat.g_01630
OG0001169	Syao.g_01646	Prat.g_01632
OG0001170	Syao.g_01644	Prat.g_01634
OG0001171	Syao.g_01632	Prat.g_01645
OG0001172	Syao.g_01914	Prat.g_01660
OG0001173	Syao.g_01915	Prat.g_01661
