Orthogroup	Syao	Prav
OG0000585	Syao.g_01054	Prav.g_01208
OG0000586	Syao.g_01055	Prav.g_01209
OG0000587	Syao.g_01057	Prav.g_01210
OG0000588	Syao.g_00406	Prav.g_01214
OG0000589	Syao.g_01342	Prav.g_01219
OG0000590	Syao.g_01341	Prav.g_01220
OG0000591	Syao.g_01330	Prav.g_01223
OG0000592	Syao.g_01329	Prav.g_01224
OG0000593	Syao.g_00890	Prav.g_01230
OG0000594	Syao.g_00891	Prav.g_01231
OG0000595	Syao.g_00892	Prav.g_01232
OG0000596	Syao.g_00897	Prav.g_01236
OG0000597	Syao.g_00900	Prav.g_01238
OG0000598	Syao.g_00901	Prav.g_01239
OG0000599	Syao.g_00908	Prav.g_01242
OG0000600	Syao.g_00909	Prav.g_01243
OG0000601	Syao.g_00910	Prav.g_01244
OG0000602	Syao.g_00914	Prav.g_01246
OG0000603	Syao.g_00915	Prav.g_01247
OG0000604	Syao.g_00918	Prav.g_01248
OG0000606	Syao.g_00924	Prav.g_01252
OG0000607	Syao.g_00927	Prav.g_01255
OG0000608	Syao.g_00928	Prav.g_01256
OG0000609	Syao.g_00930	Prav.g_01257
OG0000610	Syao.g_00940	Prav.g_01262
OG0000611	Syao.g_00943	Prav.g_01265
OG0000612	Syao.g_00944	Prav.g_01266
OG0000613	Syao.g_01979	Prav.g_01271
OG0000614	Syao.g_00375	Prav.g_01290
OG0000615	Syao.g_00978	Prav.g_01298
OG0000616	Syao.g_02342	Prav.g_01312
OG0000617	Syao.g_00486	Prav.g_00312
OG0000618	Syao.g_00485	Prav.g_00313
OG0000619	Syao.g_00484	Prav.g_00314
OG0000620	Syao.g_00479	Prav.g_00317
OG0000621	Syao.g_00478	Prav.g_00318
OG0000622	Syao.g_00476	Prav.g_00319
OG0000623	Syao.g_00475	Prav.g_00320
OG0000624	Syao.g_00473	Prav.g_00321
OG0000625	Syao.g_00472	Prav.g_00322
OG0000626	Syao.g_00471	Prav.g_00323
OG0000627	Syao.g_00567	Prav.g_00324
OG0000628	Syao.g_00566	Prav.g_00325
OG0000629	Syao.g_00590	Prav.g_00326
OG0000630	Syao.g_00585	Prav.g_00329
OG0000631	Syao.g_00644	Prav.g_00388
OG0000632	Syao.g_00643	Prav.g_00389
OG0000633	Syao.g_00642	Prav.g_00390
OG0000634	Syao.g_00752	Prav.g_00393
OG0000635	Syao.g_00753	Prav.g_00394
OG0000636	Syao.g_00755	Prav.g_00396
OG0000637	Syao.g_00757	Prav.g_00398
OG0000638	Syao.g_00758	Prav.g_00399
OG0000639	Syao.g_00759	Prav.g_00400
OG0000640	Syao.g_00760	Prav.g_00401
OG0000641	Syao.g_00764	Prav.g_00405
OG0000642	Syao.g_00765	Prav.g_00406
OG0000643	Syao.g_00767	Prav.g_00407
OG0000644	Syao.g_00768	Prav.g_00408
OG0000645	Syao.g_00770	Prav.g_00409
OG0000646	Syao.g_00773	Prav.g_00411
OG0000647	Syao.g_00775	Prav.g_00412
OG0000648	Syao.g_00777	Prav.g_00414
OG0000649	Syao.g_00778	Prav.g_00415
OG0000650	Syao.g_00779	Prav.g_00416
OG0000651	Syao.g_00780	Prav.g_00417
OG0000652	Syao.g_00781	Prav.g_00418
OG0000653	Syao.g_00783	Prav.g_00420
OG0000654	Syao.g_00784	Prav.g_00421
OG0000655	Syao.g_00785	Prav.g_00422
OG0000656	Syao.g_00789	Prav.g_00425
OG0000657	Syao.g_00435	Prav.g_00432
OG0000658	Syao.g_00560	Prav.g_00433
OG0000659	Syao.g_00559	Prav.g_00434
OG0000660	Syao.g_00555	Prav.g_00438
OG0000661	Syao.g_00553	Prav.g_00440
OG0000662	Syao.g_00535	Prav.g_00442
OG0000663	Syao.g_00532	Prav.g_00444
OG0000664	Syao.g_00530	Prav.g_00445
OG0000665	Syao.g_01436	Prav.g_00449
OG0000666	Syao.g_02120	Prav.g_00450
OG0000667	Syao.g_01375	Prav.g_00454
OG0000668	Syao.g_02678	Prav.g_00483
OG0000669	Syao.g_00955	Prav.g_00490
OG0000670	Syao.g_00958	Prav.g_00492
OG0000671	Syao.g_00960	Prav.g_00494
OG0000672	Syao.g_00963	Prav.g_00497
OG0000673	Syao.g_00966	Prav.g_00500
OG0000674	Syao.g_00968	Prav.g_00502
OG0000675	Syao.g_00969	Prav.g_00503
OG0000676	Syao.g_00971	Prav.g_00505
OG0000677	Syao.g_00972	Prav.g_00506
OG0000678	Syao.g_00974	Prav.g_00508
OG0000679	Syao.g_00981	Prav.g_00512
OG0000680	Syao.g_00982	Prav.g_00513
OG0000681	Syao.g_00985	Prav.g_00515
OG0000682	Syao.g_00986	Prav.g_00516
OG0000683	Syao.g_00987	Prav.g_00517
OG0000684	Syao.g_00990	Prav.g_00519
OG0000685	Syao.g_00733	Prav.g_00521
OG0000686	Syao.g_00734	Prav.g_00522
OG0000687	Syao.g_00735	Prav.g_00523
OG0000688	Syao.g_00741	Prav.g_00526
OG0000689	Syao.g_00743	Prav.g_00527
OG0000690	Syao.g_00744	Prav.g_00528
OG0000691	Syao.g_00745	Prav.g_00529
OG0000692	Syao.g_00747	Prav.g_00530
OG0000693	Syao.g_00748	Prav.g_00531
OG0000694	Syao.g_00749	Prav.g_00532
OG0000695	Syao.g_00639	Prav.g_00534
OG0000696	Syao.g_00638	Prav.g_00535
OG0000697	Syao.g_00636	Prav.g_00536
OG0000698	Syao.g_00633	Prav.g_00539
OG0000699	Syao.g_00631	Prav.g_00540
OG0000700	Syao.g_00630	Prav.g_00541
OG0000701	Syao.g_00629	Prav.g_00542
OG0000702	Syao.g_00705	Prav.g_00544
OG0000703	Syao.g_00693	Prav.g_00545
OG0000704	Syao.g_00689	Prav.g_00546
OG0000705	Syao.g_00682	Prav.g_00550
OG0000706	Syao.g_00681	Prav.g_00551
OG0000707	Syao.g_00680	Prav.g_00552
OG0000708	Syao.g_00677	Prav.g_00553
OG0000709	Syao.g_00670	Prav.g_00557
OG0000710	Syao.g_00666	Prav.g_00560
OG0000711	Syao.g_00815	Prav.g_00577
OG0000712	Syao.g_00813	Prav.g_00579
OG0000713	Syao.g_00812	Prav.g_00580
OG0000714	Syao.g_00810	Prav.g_00581
OG0000715	Syao.g_00808	Prav.g_00583
OG0000716	Syao.g_00804	Prav.g_00585
OG0000717	Syao.g_00803	Prav.g_00586
OG0000718	Syao.g_00794	Prav.g_00902
OG0000719	Syao.g_00444	Prav.g_00904
OG0000720	Syao.g_00457	Prav.g_00913
OG0000721	Syao.g_00459	Prav.g_00915
OG0000722	Syao.g_00460	Prav.g_00916
OG0000723	Syao.g_00469	Prav.g_00919
OG0000724	Syao.g_00513	Prav.g_00928
OG0000725	Syao.g_00385	Prav.g_00934
OG0000726	Syao.g_00384	Prav.g_00935
OG0000727	Syao.g_00383	Prav.g_00936
OG0000728	Syao.g_00381	Prav.g_00938
OG0000729	Syao.g_02190	Prav.g_00263
OG0000730	Syao.g_01880	Prav.g_00004
OG0000731	Syao.g_01868	Prav.g_00008
OG0000732	Syao.g_02218	Prav.g_00016
OG0000733	Syao.g_01427	Prav.g_00034
OG0000734	Syao.g_02592	Prav.g_00050
OG0000735	Syao.g_00140	Prav.g_00052
OG0000736	Syao.g_00139	Prav.g_00053
OG0000737	Syao.g_00138	Prav.g_00054
OG0000738	Syao.g_00132	Prav.g_00058
OG0000739	Syao.g_00131	Prav.g_00059
OG0000740	Syao.g_00130	Prav.g_00060
OG0000741	Syao.g_00127	Prav.g_00061
OG0000742	Syao.g_00124	Prav.g_00064
OG0000743	Syao.g_00217	Prav.g_00066
OG0000744	Syao.g_00216	Prav.g_00067
OG0000745	Syao.g_00213	Prav.g_00068
OG0000746	Syao.g_00210	Prav.g_00070
OG0000747	Syao.g_00208	Prav.g_00071
OG0000748	Syao.g_00193	Prav.g_00074
OG0000749	Syao.g_00192	Prav.g_00075
OG0000750	Syao.g_00191	Prav.g_00076
OG0000751	Syao.g_00185	Prav.g_01868
OG0000752	Syao.g_00183	Prav.g_01866
OG0000753	Syao.g_00180	Prav.g_01863
OG0000754	Syao.g_00175	Prav.g_01860
OG0000755	Syao.g_00021	Prav.g_01857
OG0000756	Syao.g_00229	Prav.g_01856
OG0000757	Syao.g_00252	Prav.g_01850
OG0000758	Syao.g_00251	Prav.g_01849
OG0000759	Syao.g_00250	Prav.g_01848
OG0000760	Syao.g_00249	Prav.g_01847
OG0000761	Syao.g_00248	Prav.g_01846
OG0000762	Syao.g_00246	Prav.g_01845
OG0000763	Syao.g_00242	Prav.g_01843
OG0000764	Syao.g_00241	Prav.g_01842
OG0000765	Syao.g_00267	Prav.g_01833
OG0000766	Syao.g_00266	Prav.g_01832
OG0000767	Syao.g_00264	Prav.g_01830
OG0000768	Syao.g_00263	Prav.g_01829
OG0000769	Syao.g_00261	Prav.g_01827
OG0000770	Syao.g_00257	Prav.g_01825
OG0000771	Syao.g_00506	Prav.g_02003
OG0000772	Syao.g_01523	Prav.g_01409
OG0000773	Syao.g_01447	Prav.g_01429
OG0000774	Syao.g_01442	Prav.g_01431
OG0000775	Syao.g_01440	Prav.g_01433
OG0000776	Syao.g_01439	Prav.g_01434
OG0000777	Syao.g_01438	Prav.g_01435
OG0000778	Syao.g_01437	Prav.g_01436
OG0000779	Syao.g_01469	Prav.g_01440
OG0000780	Syao.g_01456	Prav.g_01441
OG0000781	Syao.g_01452	Prav.g_01444
OG0000782	Syao.g_01451	Prav.g_01445
OG0000783	Syao.g_01450	Prav.g_01446
OG0000784	Syao.g_01449	Prav.g_01447
OG0000785	Syao.g_01481	Prav.g_01449
OG0000786	Syao.g_01473	Prav.g_01451
OG0000787	Syao.g_01472	Prav.g_01452
OG0000788	Syao.g_00870	Prav.g_01460
OG0000789	Syao.g_00623	Prav.g_01463
OG0000790	Syao.g_00041, Syao.g_00315	Prav.g_01478
OG0000791	Syao.g_00043	Prav.g_01480
OG0000792	Syao.g_00044	Prav.g_01481
OG0000793	Syao.g_02700	Prav.g_01484
OG0000794	Syao.g_02703	Prav.g_01485
OG0000795	Syao.g_02704	Prav.g_01486
OG0000796	Syao.g_02708	Prav.g_01490
OG0000797	Syao.g_02709	Prav.g_01491
OG0000799	Syao.g_01525	Prav.g_01560
OG0000800	Syao.g_01526	Prav.g_01561
OG0000801	Syao.g_01527	Prav.g_01562
OG0000802	Syao.g_01531	Prav.g_01564
OG0000803	Syao.g_01534	Prav.g_01566
OG0000804	Syao.g_01537	Prav.g_01567
OG0000805	Syao.g_01502	Prav.g_01569
OG0000806	Syao.g_01504	Prav.g_01571
OG0000807	Syao.g_01506	Prav.g_01572
OG0000808	Syao.g_01507	Prav.g_01573
OG0000809	Syao.g_01511	Prav.g_01576
OG0000810	Syao.g_01482	Prav.g_01577
OG0000811	Syao.g_01490	Prav.g_01581
OG0000812	Syao.g_01492	Prav.g_01583
OG0000813	Syao.g_01493	Prav.g_01584
OG0000814	Syao.g_01495	Prav.g_01586
OG0000815	Syao.g_01499	Prav.g_01587
OG0000816	Syao.g_01471	Prav.g_01589
OG0000817	Syao.g_01519	Prav.g_01590
OG0000818	Syao.g_00062	Prav.g_01595
OG0000819	Syao.g_00063	Prav.g_01596
OG0000820	Syao.g_00064	Prav.g_01597
OG0000821	Syao.g_00070	Prav.g_01601
OG0000822	Syao.g_00072	Prav.g_01602
OG0000823	Syao.g_00073	Prav.g_01603
OG0000824	Syao.g_00079	Prav.g_01606
OG0000825	Syao.g_00080	Prav.g_01607
OG0000826	Syao.g_00081	Prav.g_01608
OG0000827	Syao.g_00082	Prav.g_01609
OG0000828	Syao.g_00085	Prav.g_01612
OG0000829	Syao.g_00086	Prav.g_01613
OG0000830	Syao.g_00087	Prav.g_01614
OG0000831	Syao.g_00089	Prav.g_01616
OG0000832	Syao.g_01696	Prav.g_01622
OG0000833	Syao.g_01612	Prav.g_01630
OG0000834	Syao.g_01610	Prav.g_01631
OG0000835	Syao.g_01609	Prav.g_01632
OG0000836	Syao.g_01606	Prav.g_01633
OG0000837	Syao.g_01605	Prav.g_01634
OG0000838	Syao.g_01601	Prav.g_01636
OG0000839	Syao.g_01600	Prav.g_01637
OG0000840	Syao.g_01599	Prav.g_01638
OG0000841	Syao.g_01598	Prav.g_01639
OG0000842	Syao.g_01597	Prav.g_01640
OG0000843	Syao.g_01596	Prav.g_01641
OG0000844	Syao.g_01594	Prav.g_01642
OG0000845	Syao.g_01593	Prav.g_01643
OG0000846	Syao.g_01592	Prav.g_01644
OG0000847	Syao.g_01591	Prav.g_01645
OG0000848	Syao.g_01589	Prav.g_01646
OG0000849	Syao.g_01588	Prav.g_01647
OG0000850	Syao.g_01585	Prav.g_01649
OG0000851	Syao.g_01582	Prav.g_01650
OG0000852	Syao.g_01581	Prav.g_01651
OG0000853	Syao.g_01577	Prav.g_01655
OG0000854	Syao.g_01575	Prav.g_01657
OG0000855	Syao.g_01574	Prav.g_01658
OG0000856	Syao.g_01327	Prav.g_01671
OG0000857	Syao.g_00774	Prav.g_01699
OG0000858	Syao.g_01567	Prav.g_01755
OG0000859	Syao.g_01566	Prav.g_01756
OG0000860	Syao.g_01552	Prav.g_01763
OG0000861	Syao.g_01551	Prav.g_01764
OG0000862	Syao.g_01542	Prav.g_01765
OG0000863	Syao.g_01540	Prav.g_01767
OG0000864	Syao.g_01017	Prav.g_01768
OG0000866	Syao.g_01686	Prav.g_01770
OG0000867	Syao.g_01685	Prav.g_01771
OG0000868	Syao.g_01682	Prav.g_01772
OG0000869	Syao.g_01677	Prav.g_01776
OG0000870	Syao.g_01672	Prav.g_01781
OG0000871	Syao.g_01671	Prav.g_01782
OG0000872	Syao.g_01665	Prav.g_01783
OG0000873	Syao.g_01662	Prav.g_01786
OG0000874	Syao.g_01660	Prav.g_01789
OG0000875	Syao.g_01658	Prav.g_01790
OG0000876	Syao.g_00536	Prav.g_01791
OG0000877	Syao.g_01654	Prav.g_01793
OG0000878	Syao.g_01653	Prav.g_01794
OG0000879	Syao.g_01652	Prav.g_01795
OG0000880	Syao.g_01651	Prav.g_01796
OG0000881	Syao.g_01647	Prav.g_01800
OG0000882	Syao.g_01642	Prav.g_01805
OG0000883	Syao.g_01638	Prav.g_01807
OG0000884	Syao.g_01636	Prav.g_01809
OG0000885	Syao.g_01635	Prav.g_01810
OG0000886	Syao.g_01634	Prav.g_01811
OG0000887	Syao.g_01633	Prav.g_01812
OG0000888	Syao.g_01631	Prav.g_01814
OG0000889	Syao.g_01629	Prav.g_01816
OG0000890	Syao.g_01626	Prav.g_01817
OG0000891	Syao.g_01625	Prav.g_01818
OG0000892	Syao.g_01695	Prav.g_00264
OG0000893	Syao.g_01934	Prav.g_00268
OG0000894	Syao.g_01937	Prav.g_00270
OG0000895	Syao.g_01916	Prav.g_00273
OG0000896	Syao.g_01917	Prav.g_00274
OG0000897	Syao.g_01919	Prav.g_00276
OG0000898	Syao.g_01920	Prav.g_00277
OG0000899	Syao.g_01921	Prav.g_00278
OG0000900	Syao.g_01922	Prav.g_00279
OG0000901	Syao.g_01927	Prav.g_00282
OG0000902	Syao.g_01929	Prav.g_00284
OG0000903	Syao.g_01798	Prav.g_00287
OG0000904	Syao.g_01804	Prav.g_00289
OG0000905	Syao.g_01862	Prav.g_00294
OG0000906	Syao.g_01931	Prav.g_00295
OG0000907	Syao.g_01796	Prav.g_00590
OG0000908	Syao.g_01793	Prav.g_00593
OG0000909	Syao.g_01792	Prav.g_00594
OG0000910	Syao.g_01791	Prav.g_00595
OG0000911	Syao.g_01789	Prav.g_00597
OG0000912	Syao.g_01788	Prav.g_00598
OG0000913	Syao.g_01787	Prav.g_00599
OG0000914	Syao.g_01786	Prav.g_00600
OG0000915	Syao.g_01784	Prav.g_00601
OG0000916	Syao.g_01783	Prav.g_00602
OG0000917	Syao.g_01782	Prav.g_00603
OG0000918	Syao.g_01781	Prav.g_00604
OG0000919	Syao.g_01780	Prav.g_00605
OG0000920	Syao.g_01779	Prav.g_00606
OG0000921	Syao.g_01778	Prav.g_00607
OG0000922	Syao.g_01777	Prav.g_00608
OG0000923	Syao.g_01772	Prav.g_00612
OG0000924	Syao.g_01771	Prav.g_00613
OG0000925	Syao.g_01770	Prav.g_00614
OG0000926	Syao.g_01769	Prav.g_00615
OG0000927	Syao.g_01767	Prav.g_00617
OG0000928	Syao.g_01766	Prav.g_00618
OG0000929	Syao.g_01765	Prav.g_00619
OG0000930	Syao.g_01764	Prav.g_00620
OG0000931	Syao.g_01763	Prav.g_00621
OG0000932	Syao.g_01762	Prav.g_00622
OG0000933	Syao.g_01811	Prav.g_00626
OG0000934	Syao.g_01809	Prav.g_00628
OG0000935	Syao.g_01808	Prav.g_00629
OG0000936	Syao.g_01843	Prav.g_00630
OG0000937	Syao.g_01842	Prav.g_00631
OG0000938	Syao.g_01839	Prav.g_00633
OG0000939	Syao.g_01838	Prav.g_00634
OG0000940	Syao.g_01830	Prav.g_00641
OG0000941	Syao.g_01828	Prav.g_00643
OG0000942	Syao.g_01826	Prav.g_00645
OG0000943	Syao.g_01824	Prav.g_00646
OG0000944	Syao.g_01822	Prav.g_00647
OG0000945	Syao.g_01821	Prav.g_00648
OG0000946	Syao.g_01852	Prav.g_00653
OG0000947	Syao.g_01849	Prav.g_00655
OG0000948	Syao.g_01848	Prav.g_00656
OG0000949	Syao.g_01970	Prav.g_00659
OG0000950	Syao.g_01957	Prav.g_00664
OG0000951	Syao.g_02262	Prav.g_00668
OG0000952	Syao.g_02266	Prav.g_00672
OG0000953	Syao.g_02130	Prav.g_00675
OG0000954	Syao.g_02135	Prav.g_00679
OG0000955	Syao.g_02136	Prav.g_00680
OG0000956	Syao.g_02138	Prav.g_00682
OG0000957	Syao.g_01951	Prav.g_00687
OG0000958	Syao.g_01950	Prav.g_00688
OG0000959	Syao.g_01947	Prav.g_00692
OG0000960	Syao.g_01946	Prav.g_00693
OG0000961	Syao.g_02496	Prav.g_00695
OG0000962	Syao.g_02191	Prav.g_00697
OG0000963	Syao.g_02186	Prav.g_00701
OG0000964	Syao.g_02185	Prav.g_00702
OG0000965	Syao.g_02184	Prav.g_00703
OG0000966	Syao.g_02172	Prav.g_00710
OG0000967	Syao.g_02167	Prav.g_00714
OG0000968	Syao.g_02199	Prav.g_00716
OG0000969	Syao.g_02200	Prav.g_00717
OG0000970	Syao.g_02201	Prav.g_00718
OG0000971	Syao.g_02203	Prav.g_00719
OG0000972	Syao.g_02204	Prav.g_00720
OG0000973	Syao.g_02205	Prav.g_00721
OG0000974	Syao.g_02206	Prav.g_00722
OG0000975	Syao.g_02207	Prav.g_00723
OG0000976	Syao.g_02208	Prav.g_00724
OG0000977	Syao.g_02210	Prav.g_00725
OG0000978	Syao.g_02211	Prav.g_00726
OG0000979	Syao.g_02214	Prav.g_00729
OG0000980	Syao.g_02217	Prav.g_00731
OG0000981	Syao.g_02220	Prav.g_00733
OG0000982	Syao.g_02437	Prav.g_00735
OG0000983	Syao.g_02438	Prav.g_00736
OG0000984	Syao.g_02439	Prav.g_00737
OG0000985	Syao.g_02443	Prav.g_00740
OG0000986	Syao.g_02445	Prav.g_00742
OG0000987	Syao.g_02447	Prav.g_00743
OG0000988	Syao.g_02452	Prav.g_00746
OG0000989	Syao.g_02368	Prav.g_00750
OG0000990	Syao.g_02362	Prav.g_00753
OG0000991	Syao.g_02354	Prav.g_00754
OG0000992	Syao.g_02279	Prav.g_00756
OG0000993	Syao.g_02280	Prav.g_00757
OG0000994	Syao.g_02283	Prav.g_00758
OG0000995	Syao.g_02287	Prav.g_00762
OG0000996	Syao.g_02305	Prav.g_00763
OG0000997	Syao.g_02326	Prav.g_00764
OG0000998	Syao.g_02328	Prav.g_00766
OG0000999	Syao.g_02329	Prav.g_00767
OG0001000	Syao.g_02333	Prav.g_00770
OG0001001	Syao.g_02338	Prav.g_00772
OG0001002	Syao.g_02345	Prav.g_00776
OG0001003	Syao.g_02347	Prav.g_00778
OG0001004	Syao.g_02348	Prav.g_00779
OG0001005	Syao.g_02194	Prav.g_00780
OG0001006	Syao.g_02159	Prav.g_00784
OG0001007	Syao.g_02161	Prav.g_00786
OG0001008	Syao.g_01737	Prav.g_01036
OG0001009	Syao.g_02239	Prav.g_00095
OG0001010	Syao.g_02238	Prav.g_00096
OG0001011	Syao.g_02236	Prav.g_00097
OG0001012	Syao.g_00322	Prav.g_00114
OG0001013	Syao.g_02413	Prav.g_00119
OG0001014	Syao.g_02407	Prav.g_00122
OG0001015	Syao.g_02406	Prav.g_00123
OG0001016	Syao.g_02622	Prav.g_00138
OG0001017	Syao.g_02628	Prav.g_00142
OG0001018	Syao.g_02630	Prav.g_00145
OG0001019	Syao.g_02654	Prav.g_00154
OG0001020	Syao.g_02663	Prav.g_00155
OG0001021	Syao.g_02666	Prav.g_00156
OG0001022	Syao.g_02670	Prav.g_00159
OG0001023	Syao.g_02671	Prav.g_00160
OG0001024	Syao.g_01018	Prav.g_00163
OG0001025	Syao.g_02597	Prav.g_00169
OG0001026	Syao.g_02594	Prav.g_00176
OG0001027	Syao.g_02564	Prav.g_00177
OG0001028	Syao.g_02568	Prav.g_00179
OG0001029	Syao.g_02570	Prav.g_00180
OG0001030	Syao.g_02545	Prav.g_00195
OG0001031	Syao.g_02528	Prav.g_00852
OG0001032	Syao.g_02530	Prav.g_00851
OG0001033	Syao.g_01016	Prav.g_00830
OG0001034	Syao.g_01704	Prav.g_00802
OG0001035	Syao.g_02101	Prav.g_01901
OG0001036	Syao.g_02096	Prav.g_01906
OG0001037	Syao.g_02094	Prav.g_01907
OG0001038	Syao.g_02065	Prav.g_01924
OG0001039	Syao.g_02062	Prav.g_01927
OG0001040	Syao.g_02059	Prav.g_01929
OG0001041	Syao.g_02055	Prav.g_01933
OG0001042	Syao.g_02032	Prav.g_01950
OG0001043	Syao.g_02028	Prav.g_01951
OG0001044	Syao.g_01878	Prav.g_01979
OG0001045	Syao.g_01865	Prav.g_01988
OG0001046	Syao.g_00827	Prav.g_00996
OG0001047	Syao.g_01739	Prav.g_01038
OG0001048	Syao.g_01740	Prav.g_01039
OG0001049	Syao.g_01616	Prav.g_01041
OG0001050	Syao.g_01618	Prav.g_01042
OG0001051	Syao.g_01619	Prav.g_01043
OG0001052	Syao.g_02686	Prav.g_01069
OG0001053	Syao.g_00025	Prav.g_01081
OG0001054	Syao.g_00104	Prav.g_01096
OG0001055	Syao.g_00156	Prav.g_01115
OG0001056	Syao.g_01417	Prav.g_01134
OG0001057	Syao.g_00879	Prav.g_01139
OG0001058	Syao.g_00862	Prav.g_01147
OG0001059	Syao.g_00858	Prav.g_01151
OG0001060	Syao.g_00852	Prav.g_01158
OG0001062	Syao.g_01050	Prav.g_01173
OG0001063	Syao.g_01042	Prav.g_01175
OG0001064	Syao.g_01041	Prav.g_01176
OG0001065	Syao.g_01040	Prav.g_01177
OG0001066	Syao.g_01039	Prav.g_01178
OG0001067	Syao.g_01038	Prav.g_01179
OG0001068	Syao.g_01037	Prav.g_01180
OG0001069	Syao.g_01036	Prav.g_01181
OG0001070	Syao.g_01032	Prav.g_01184
OG0001071	Syao.g_01031	Prav.g_01185
OG0001072	Syao.g_01027	Prav.g_01186
OG0001073	Syao.g_00991	Prav.g_01200
OG0001074	Syao.g_00392	Prav.g_01211
OG0001075	Syao.g_00391	Prav.g_01212
OG0001076	Syao.g_01339	Prav.g_01222
OG0001077	Syao.g_01323	Prav.g_01226
OG0001078	Syao.g_00895	Prav.g_01234
OG0001079	Syao.g_00911	Prav.g_01245
OG0001081	Syao.g_00925	Prav.g_01253
OG0001082	Syao.g_00926	Prav.g_01254
OG0001083	Syao.g_00934	Prav.g_01259
OG0001084	Syao.g_00935	Prav.g_01260
OG0001085	Syao.g_00947	Prav.g_01268
OG0001086	Syao.g_00949	Prav.g_01269
OG0001087	Syao.g_01419	Prav.g_01286
OG0001088	Syao.g_00211	Prav.g_01287
OG0001089	Syao.g_00376	Prav.g_01295
OG0001090	Syao.g_00494	Prav.g_00307
OG0001091	Syao.g_00491	Prav.g_00309
OG0001092	Syao.g_00489	Prav.g_00310
OG0001093	Syao.g_00482	Prav.g_00315
OG0001094	Syao.g_00750	Prav.g_00391
OG0001095	Syao.g_00771	Prav.g_00410
OG0001096	Syao.g_00786	Prav.g_00423
OG0001097	Syao.g_00552	Prav.g_00441
OG0001098	Syao.g_00731	Prav.g_00456
OG0001099	Syao.g_02569	Prav.g_00487
OG0001100	Syao.g_00957	Prav.g_00491
OG0001101	Syao.g_00959	Prav.g_00493
OG0001102	Syao.g_00962	Prav.g_00496
OG0001103	Syao.g_00964	Prav.g_00498
OG0001105	Syao.g_00736	Prav.g_00524
OG0001106	Syao.g_00688	Prav.g_00547
OG0001107	Syao.g_00676	Prav.g_00554
OG0001108	Syao.g_00669	Prav.g_00558
OG0001109	Syao.g_00667	Prav.g_00559
OG0001110	Syao.g_00665	Prav.g_00561
OG0001111	Syao.g_00663	Prav.g_00562
OG0001112	Syao.g_00661	Prav.g_00563
OG0001113	Syao.g_00660	Prav.g_00564
OG0001114	Syao.g_00659	Prav.g_00565
OG0001115	Syao.g_00832	Prav.g_00567
OG0001116	Syao.g_00830	Prav.g_00568
OG0001117	Syao.g_00829	Prav.g_00569
OG0001118	Syao.g_00828	Prav.g_00570
OG0001119	Syao.g_00826	Prav.g_00571
OG0001120	Syao.g_00822	Prav.g_00573
OG0001121	Syao.g_01294	Prav.g_00031, Prav.g_00576
OG0001122	Syao.g_00445	Prav.g_00905
OG0001123	Syao.g_00451	Prav.g_00909
OG0001124	Syao.g_00453	Prav.g_00911
OG0001125	Syao.g_00456	Prav.g_00912
OG0001126	Syao.g_00504	Prav.g_00922
OG0001127	Syao.g_00505	Prav.g_00923
OG0001128	Syao.g_00508	Prav.g_00925
OG0001129	Syao.g_00510	Prav.g_00926
OG0001130	Syao.g_00511	Prav.g_00927
OG0001131	Syao.g_01387	Prav.g_00242
OG0001132	Syao.g_01221	Prav.g_00252
OG0001133	Syao.g_01333	Prav.g_00019
OG0001134	Syao.g_01428	Prav.g_00033
OG0001135	Syao.g_01424	Prav.g_00036
OG0001136	Syao.g_00126	Prav.g_00062
OG0001137	Syao.g_00194	Prav.g_00073
OG0001138	Syao.g_00227	Prav.g_01855
OG0001139	Syao.g_00225	Prav.g_01854
OG0001140	Syao.g_00224	Prav.g_01853
OG0001141	Syao.g_00254	Prav.g_01852
OG0001142	Syao.g_00253	Prav.g_01851
OG0001143	Syao.g_00243	Prav.g_01844
OG0001144	Syao.g_00276	Prav.g_01839
OG0001145	Syao.g_01446	Prav.g_01430
OG0001146	Syao.g_01455	Prav.g_01442
OG0001147	Syao.g_00095	Prav.g_01459
OG0001148	Syao.g_00038	Prav.g_01475
OG0001149	Syao.g_00039	Prav.g_01476
OG0001150	Syao.g_00040	Prav.g_01477
OG0001151	Syao.g_02706	Prav.g_01488
OG0001152	Syao.g_02707	Prav.g_01489
OG0001153	Syao.g_00083	Prav.g_01610
OG0001154	Syao.g_00084	Prav.g_01611
OG0001155	Syao.g_01747	Prav.g_01623
OG0001156	Syao.g_01744	Prav.g_01626
OG0001157	Syao.g_01743	Prav.g_01627
OG0001158	Syao.g_01742	Prav.g_01628
OG0001159	Syao.g_01741	Prav.g_01629
OG0001160	Syao.g_01579	Prav.g_01653
OG0001161	Syao.g_02373	Prav.g_01664
OG0001162	Syao.g_02650	Prav.g_01675
OG0001163	Syao.g_01571	Prav.g_01753
OG0001164	Syao.g_01564	Prav.g_01757
OG0001165	Syao.g_01559	Prav.g_01760
OG0001166	Syao.g_01673	Prav.g_01780
OG0001167	Syao.g_01006	Prav.g_01797
OG0001168	Syao.g_01648	Prav.g_01799
OG0001169	Syao.g_01646	Prav.g_01801
OG0001170	Syao.g_01644	Prav.g_01803
OG0001171	Syao.g_01632	Prav.g_01813
