Orthogroup	Syao	Praa
OG0000587	Syao.g_01057	Praa.g_00614
OG0000588	Syao.g_00406	Praa.g_00618
OG0000589	Syao.g_01342	Praa.g_00621
OG0000590	Syao.g_01341	Praa.g_00622
OG0000591	Syao.g_01330	Praa.g_00625
OG0000592	Syao.g_01329	Praa.g_00626
OG0000593	Syao.g_00890	Praa.g_00632
OG0000594	Syao.g_00891	Praa.g_00633
OG0000595	Syao.g_00892	Praa.g_00634
OG0000596	Syao.g_00897	Praa.g_00638
OG0000597	Syao.g_00900	Praa.g_00640
OG0000598	Syao.g_00901	Praa.g_00641
OG0000599	Syao.g_00908	Praa.g_00644
OG0000600	Syao.g_00909	Praa.g_00645
OG0000601	Syao.g_00910	Praa.g_00646
OG0000602	Syao.g_00914	Praa.g_00648
OG0000603	Syao.g_00915	Praa.g_00649
OG0000604	Syao.g_00918	Praa.g_00650
OG0000606	Syao.g_00924	Praa.g_00654
OG0000607	Syao.g_00927	Praa.g_00657
OG0000608	Syao.g_00928	Praa.g_00658
OG0000609	Syao.g_00930	Praa.g_00659
OG0000610	Syao.g_00940	Praa.g_00664
OG0000611	Syao.g_00943	Praa.g_00667
OG0000612	Syao.g_00944	Praa.g_00668
OG0000613	Syao.g_01979	Praa.g_00673
OG0000614	Syao.g_00375	Praa.g_00692
OG0000615	Syao.g_00978	Praa.g_00700
OG0000616	Syao.g_02342	Praa.g_00704
OG0000617	Syao.g_00486	Praa.g_00717
OG0000618	Syao.g_00485	Praa.g_00718
OG0000619	Syao.g_00484	Praa.g_00719
OG0000620	Syao.g_00479	Praa.g_00722
OG0000621	Syao.g_00478	Praa.g_00723
OG0000622	Syao.g_00476	Praa.g_00724
OG0000623	Syao.g_00475	Praa.g_00725
OG0000624	Syao.g_00473	Praa.g_00726
OG0000625	Syao.g_00472	Praa.g_00727
OG0000626	Syao.g_00471	Praa.g_00728
OG0000627	Syao.g_00567	Praa.g_00729
OG0000628	Syao.g_00566	Praa.g_00730
OG0000629	Syao.g_00590	Praa.g_00731
OG0000630	Syao.g_00585	Praa.g_00734
OG0000631	Syao.g_00644	Praa.g_00794
OG0000632	Syao.g_00643	Praa.g_00795
OG0000633	Syao.g_00642	Praa.g_00796
OG0000634	Syao.g_00752	Praa.g_00799
OG0000635	Syao.g_00753	Praa.g_00800
OG0000636	Syao.g_00755	Praa.g_00802
OG0000637	Syao.g_00757	Praa.g_00804
OG0000638	Syao.g_00758	Praa.g_00805
OG0000639	Syao.g_00759	Praa.g_00806
OG0000640	Syao.g_00760	Praa.g_00807
OG0000641	Syao.g_00764	Praa.g_00812
OG0000642	Syao.g_00765	Praa.g_00813
OG0000643	Syao.g_00767	Praa.g_00814
OG0000644	Syao.g_00768	Praa.g_00815
OG0000645	Syao.g_00770	Praa.g_00816
OG0000646	Syao.g_00773	Praa.g_00818
OG0000647	Syao.g_00775	Praa.g_00819
OG0000648	Syao.g_00777	Praa.g_00821
OG0000649	Syao.g_00778	Praa.g_00822
OG0000650	Syao.g_00779	Praa.g_00823
OG0000651	Syao.g_00780	Praa.g_00824
OG0000652	Syao.g_00781	Praa.g_00825
OG0000653	Syao.g_00783	Praa.g_00827
OG0000654	Syao.g_00784	Praa.g_00828
OG0000655	Syao.g_00785	Praa.g_00829
OG0000656	Syao.g_00789	Praa.g_00832
OG0000657	Syao.g_00435	Praa.g_00840
OG0000658	Syao.g_00560	Praa.g_00841
OG0000659	Syao.g_00559	Praa.g_00842
OG0000660	Syao.g_00555	Praa.g_00846
OG0000661	Syao.g_00553	Praa.g_00848
OG0000662	Syao.g_00535	Praa.g_00850
OG0000663	Syao.g_00532	Praa.g_00852
OG0000664	Syao.g_00530	Praa.g_00853
OG0000665	Syao.g_01436	Praa.g_00857
OG0000666	Syao.g_02120	Praa.g_00858
OG0000667	Syao.g_01375	Praa.g_00862
OG0000668	Syao.g_02678	Praa.g_00892
OG0000669	Syao.g_00955	Praa.g_00899
OG0000670	Syao.g_00958	Praa.g_00901
OG0000671	Syao.g_00960	Praa.g_00903
OG0000672	Syao.g_00963	Praa.g_00905
OG0000673	Syao.g_00966	Praa.g_00908
OG0000674	Syao.g_00968	Praa.g_00910
OG0000675	Syao.g_00969	Praa.g_00911
OG0000676	Syao.g_00971	Praa.g_00913
OG0000677	Syao.g_00972	Praa.g_00914
OG0000678	Syao.g_00974	Praa.g_00916
OG0000679	Syao.g_00981	Praa.g_00920
OG0000680	Syao.g_00982	Praa.g_00921
OG0000681	Syao.g_00985	Praa.g_00923
OG0000682	Syao.g_00986	Praa.g_00924
OG0000683	Syao.g_00987	Praa.g_00925
OG0000684	Syao.g_00990	Praa.g_00926
OG0000685	Syao.g_00733	Praa.g_00928
OG0000686	Syao.g_00734	Praa.g_00929
OG0000687	Syao.g_00735	Praa.g_00930
OG0000688	Syao.g_00741	Praa.g_00933
OG0000689	Syao.g_00743	Praa.g_00934
OG0000690	Syao.g_00744	Praa.g_00935
OG0000691	Syao.g_00745	Praa.g_00936
OG0000692	Syao.g_00747	Praa.g_00938
OG0000693	Syao.g_00748	Praa.g_00939
OG0000694	Syao.g_00749	Praa.g_00940
OG0000695	Syao.g_00639	Praa.g_00942
OG0000696	Syao.g_00638	Praa.g_00943
OG0000697	Syao.g_00636	Praa.g_00944
OG0000698	Syao.g_00633	Praa.g_00947
OG0000699	Syao.g_00631	Praa.g_00948
OG0000700	Syao.g_00630	Praa.g_00949
OG0000701	Syao.g_00629	Praa.g_00950
OG0000702	Syao.g_00705	Praa.g_00952
OG0000703	Syao.g_00693	Praa.g_00953
OG0000704	Syao.g_00689	Praa.g_00954
OG0000705	Syao.g_00682	Praa.g_00958
OG0000706	Syao.g_00681	Praa.g_00959
OG0000707	Syao.g_00680	Praa.g_00960
OG0000708	Syao.g_00677	Praa.g_00961
OG0000709	Syao.g_00670	Praa.g_00965
OG0000710	Syao.g_00666	Praa.g_00968
OG0000711	Syao.g_00815	Praa.g_00985
OG0000712	Syao.g_00813	Praa.g_00987
OG0000713	Syao.g_00812	Praa.g_00988
OG0000714	Syao.g_00810	Praa.g_00989
OG0000715	Syao.g_00808	Praa.g_00991
OG0000716	Syao.g_00804	Praa.g_00993
OG0000717	Syao.g_00803	Praa.g_00994
OG0000718	Syao.g_00794	Praa.g_01008
OG0000719	Syao.g_00444	Praa.g_01010
OG0000720	Syao.g_00457	Praa.g_01019
OG0000721	Syao.g_00459	Praa.g_01021
OG0000722	Syao.g_00460	Praa.g_01022
OG0000723	Syao.g_00469	Praa.g_01025
OG0000724	Syao.g_00513	Praa.g_01034
OG0000725	Syao.g_00385	Praa.g_01040
OG0000726	Syao.g_00384	Praa.g_01041
OG0000727	Syao.g_00383	Praa.g_01042
OG0000728	Syao.g_00381	Praa.g_01044
OG0000729	Syao.g_02190	Praa.g_01091
OG0000730	Syao.g_01880	Praa.g_01095
OG0000731	Syao.g_01868	Praa.g_01099
OG0000732	Syao.g_02218	Praa.g_01109
OG0000733	Syao.g_01427	Praa.g_01128
OG0000734	Syao.g_02592	Praa.g_01145
OG0000735	Syao.g_00140	Praa.g_01147
OG0000736	Syao.g_00139	Praa.g_01148
OG0000737	Syao.g_00138	Praa.g_01149
OG0000738	Syao.g_00132	Praa.g_01153
OG0000739	Syao.g_00131	Praa.g_01154
OG0000740	Syao.g_00130	Praa.g_01155
OG0000741	Syao.g_00127	Praa.g_01156
OG0000742	Syao.g_00124	Praa.g_01158
OG0000743	Syao.g_00217	Praa.g_01160
OG0000744	Syao.g_00216	Praa.g_01161
OG0000745	Syao.g_00213	Praa.g_01162
OG0000746	Syao.g_00210	Praa.g_01164
OG0000747	Syao.g_00208	Praa.g_01165
OG0000748	Syao.g_00193	Praa.g_01168
OG0000749	Syao.g_00192	Praa.g_01169
OG0000750	Syao.g_00191	Praa.g_01170
OG0000751	Syao.g_00185	Praa.g_01172
OG0000752	Syao.g_00183	Praa.g_01174
OG0000753	Syao.g_00180	Praa.g_01177
OG0000754	Syao.g_00175	Praa.g_01180
OG0000755	Syao.g_00021	Praa.g_01183
OG0000756	Syao.g_00229	Praa.g_01184
OG0000757	Syao.g_00252	Praa.g_01190
OG0000758	Syao.g_00251	Praa.g_01191
OG0000759	Syao.g_00250	Praa.g_01192
OG0000760	Syao.g_00249	Praa.g_01193
OG0000761	Syao.g_00248	Praa.g_01194
OG0000762	Syao.g_00246	Praa.g_01195
OG0000763	Syao.g_00242	Praa.g_01197
OG0000764	Syao.g_00241	Praa.g_01198
OG0000765	Syao.g_00267	Praa.g_01207
OG0000766	Syao.g_00266	Praa.g_01208
OG0000767	Syao.g_00264	Praa.g_01210
OG0000768	Syao.g_00263	Praa.g_01211
OG0000769	Syao.g_00261	Praa.g_01213
OG0000770	Syao.g_00257	Praa.g_01215
OG0000771	Syao.g_00506	Praa.g_01224
OG0000772	Syao.g_01523	Praa.g_01290
OG0000773	Syao.g_01447	Praa.g_01309
OG0000774	Syao.g_01442	Praa.g_01311
OG0000775	Syao.g_01440	Praa.g_01313
OG0000776	Syao.g_01439	Praa.g_01314
OG0000777	Syao.g_01438	Praa.g_01315
OG0000778	Syao.g_01437	Praa.g_01316
OG0000779	Syao.g_01469	Praa.g_01320
OG0000780	Syao.g_01456	Praa.g_01321
OG0000781	Syao.g_01452	Praa.g_01324
OG0000782	Syao.g_01451	Praa.g_01325
OG0000783	Syao.g_01450	Praa.g_01326
OG0000784	Syao.g_01449	Praa.g_01327
OG0000785	Syao.g_01481	Praa.g_01329
OG0000786	Syao.g_01473	Praa.g_01331
OG0000787	Syao.g_01472	Praa.g_01332
OG0000788	Syao.g_00870	Praa.g_01353
OG0000789	Syao.g_00623	Praa.g_01356
OG0000790	Syao.g_00041, Syao.g_00315	Praa.g_01371
OG0000791	Syao.g_00043	Praa.g_01373
OG0000792	Syao.g_00044	Praa.g_01374
OG0000793	Syao.g_02700	Praa.g_01377
OG0000794	Syao.g_02703	Praa.g_01378
OG0000795	Syao.g_02704	Praa.g_01379
OG0000796	Syao.g_02708	Praa.g_01383
OG0000797	Syao.g_02709	Praa.g_01384
OG0000798	Syao.g_02066	Praa.g_01393
OG0000799	Syao.g_01525	Praa.g_01458
OG0000800	Syao.g_01526	Praa.g_01459
OG0000801	Syao.g_01527	Praa.g_01460
OG0000802	Syao.g_01531	Praa.g_01462
OG0000803	Syao.g_01534	Praa.g_01464
OG0000804	Syao.g_01537	Praa.g_01465
OG0000805	Syao.g_01502	Praa.g_01467
OG0000806	Syao.g_01504	Praa.g_01469
OG0000807	Syao.g_01506	Praa.g_01470
OG0000808	Syao.g_01507	Praa.g_01471
OG0000809	Syao.g_01511	Praa.g_01474
OG0000810	Syao.g_01482	Praa.g_01475
OG0000811	Syao.g_01490	Praa.g_01479
OG0000812	Syao.g_01492	Praa.g_01481
OG0000813	Syao.g_01493	Praa.g_01482
OG0000814	Syao.g_01495	Praa.g_01484
OG0000815	Syao.g_01499	Praa.g_01485
OG0000816	Syao.g_01471	Praa.g_01487
OG0000817	Syao.g_01519	Praa.g_01488
OG0000818	Syao.g_00062	Praa.g_01493
OG0000819	Syao.g_00063	Praa.g_01494
OG0000820	Syao.g_00064	Praa.g_01495
OG0000821	Syao.g_00070	Praa.g_01499
OG0000822	Syao.g_00072	Praa.g_01500
OG0000823	Syao.g_00073	Praa.g_01501
OG0000824	Syao.g_00079	Praa.g_01504
OG0000825	Syao.g_00080	Praa.g_01505
OG0000826	Syao.g_00081	Praa.g_01506
OG0000827	Syao.g_00082	Praa.g_01507
OG0000828	Syao.g_00085	Praa.g_01510
OG0000829	Syao.g_00086	Praa.g_01511
OG0000830	Syao.g_00087	Praa.g_01512
OG0000831	Syao.g_00089	Praa.g_01514
OG0000832	Syao.g_01696	Praa.g_01520
OG0000833	Syao.g_01612	Praa.g_01528
OG0000834	Syao.g_01610	Praa.g_01529
OG0000835	Syao.g_01609	Praa.g_01530
OG0000836	Syao.g_01606	Praa.g_01531
OG0000837	Syao.g_01605	Praa.g_01532
OG0000838	Syao.g_01601	Praa.g_01534
OG0000839	Syao.g_01600	Praa.g_01535
OG0000840	Syao.g_01599	Praa.g_01536
OG0000841	Syao.g_01598	Praa.g_01537
OG0000842	Syao.g_01597	Praa.g_01538
OG0000843	Syao.g_01596	Praa.g_01539
OG0000844	Syao.g_01594	Praa.g_01541
OG0000845	Syao.g_01593	Praa.g_01542
OG0000846	Syao.g_01592	Praa.g_01543
OG0000847	Syao.g_01591	Praa.g_01544
OG0000848	Syao.g_01589	Praa.g_01545
OG0000849	Syao.g_01588	Praa.g_01546
OG0000850	Syao.g_01585	Praa.g_01548
OG0000851	Syao.g_01582	Praa.g_01549
OG0000852	Syao.g_01581	Praa.g_01550
OG0000853	Syao.g_01577	Praa.g_01554
OG0000854	Syao.g_01575	Praa.g_01556
OG0000855	Syao.g_01574	Praa.g_01557
OG0000856	Syao.g_01327	Praa.g_01572
OG0000857	Syao.g_00774	Praa.g_01600
OG0000858	Syao.g_01567	Praa.g_01629
OG0000859	Syao.g_01566	Praa.g_01630
OG0000860	Syao.g_01552	Praa.g_01637
OG0000861	Syao.g_01551	Praa.g_01638
OG0000862	Syao.g_01542	Praa.g_01639
OG0000863	Syao.g_01540	Praa.g_01641
OG0000864	Syao.g_01017	Praa.g_01642
OG0000866	Syao.g_01686	Praa.g_01644
OG0000867	Syao.g_01685	Praa.g_01645
OG0000868	Syao.g_01682	Praa.g_01646
OG0000869	Syao.g_01677	Praa.g_01650
OG0000870	Syao.g_01672	Praa.g_01655
OG0000871	Syao.g_01671	Praa.g_01656
OG0000872	Syao.g_01665	Praa.g_01657
OG0000873	Syao.g_01662	Praa.g_01660
OG0000874	Syao.g_01660	Praa.g_01663
OG0000875	Syao.g_01658	Praa.g_01665
OG0000876	Syao.g_00536	Praa.g_01666
OG0000877	Syao.g_01654	Praa.g_01668
OG0000878	Syao.g_01653	Praa.g_01669
OG0000879	Syao.g_01652	Praa.g_01670
OG0000880	Syao.g_01651	Praa.g_01671
OG0000881	Syao.g_01647	Praa.g_01675
OG0000882	Syao.g_01642	Praa.g_01680
OG0000883	Syao.g_01638	Praa.g_01682
OG0000884	Syao.g_01636	Praa.g_01684
OG0000885	Syao.g_01635	Praa.g_01685
OG0000886	Syao.g_01634	Praa.g_01686
OG0000887	Syao.g_01633	Praa.g_01687
OG0000888	Syao.g_01631	Praa.g_01689
OG0000889	Syao.g_01629	Praa.g_01691
OG0000890	Syao.g_01626	Praa.g_01692
OG0000891	Syao.g_01625	Praa.g_01693
OG0000892	Syao.g_01695	Praa.g_01695
OG0000893	Syao.g_01934	Praa.g_01699
OG0000894	Syao.g_01937	Praa.g_01701
OG0000895	Syao.g_01916	Praa.g_01704
OG0000896	Syao.g_01917	Praa.g_01705
OG0000897	Syao.g_01919	Praa.g_01707
OG0000898	Syao.g_01920	Praa.g_01708
OG0000899	Syao.g_01921	Praa.g_01709
OG0000900	Syao.g_01922	Praa.g_01710
OG0000901	Syao.g_01927	Praa.g_01713
OG0000902	Syao.g_01929	Praa.g_01715
OG0000903	Syao.g_01798	Praa.g_01718
OG0000904	Syao.g_01804	Praa.g_01720
OG0000905	Syao.g_01862	Praa.g_01725
OG0000906	Syao.g_01931	Praa.g_01726
OG0000907	Syao.g_01796	Praa.g_01733
OG0000908	Syao.g_01793	Praa.g_01736
OG0000909	Syao.g_01792	Praa.g_01737
OG0000910	Syao.g_01791	Praa.g_01738
OG0000911	Syao.g_01789	Praa.g_01740
OG0000912	Syao.g_01788	Praa.g_01741
OG0000913	Syao.g_01787	Praa.g_01742
OG0000914	Syao.g_01786	Praa.g_01743
OG0000915	Syao.g_01784	Praa.g_01744
OG0000916	Syao.g_01783	Praa.g_01745
OG0000917	Syao.g_01782	Praa.g_01746
OG0000918	Syao.g_01781	Praa.g_01747
OG0000919	Syao.g_01780	Praa.g_01748
OG0000920	Syao.g_01779	Praa.g_01749
OG0000921	Syao.g_01778	Praa.g_01750
OG0000922	Syao.g_01777	Praa.g_01751
OG0000923	Syao.g_01772	Praa.g_01755
OG0000924	Syao.g_01771	Praa.g_01756
OG0000925	Syao.g_01770	Praa.g_01757
OG0000926	Syao.g_01769	Praa.g_01758
OG0000927	Syao.g_01767	Praa.g_01760
OG0000928	Syao.g_01766	Praa.g_01761
OG0000929	Syao.g_01765	Praa.g_01762
OG0000930	Syao.g_01764	Praa.g_01763
OG0000931	Syao.g_01763	Praa.g_01764
OG0000932	Syao.g_01762	Praa.g_01765
OG0000933	Syao.g_01811	Praa.g_01769
OG0000934	Syao.g_01809	Praa.g_01771
OG0000935	Syao.g_01808	Praa.g_01772
OG0000936	Syao.g_01843	Praa.g_01773
OG0000937	Syao.g_01842	Praa.g_01774
OG0000938	Syao.g_01839	Praa.g_01776
OG0000939	Syao.g_01838	Praa.g_01777
OG0000940	Syao.g_01830	Praa.g_01784
OG0000941	Syao.g_01828	Praa.g_01786
OG0000942	Syao.g_01826	Praa.g_01788
OG0000943	Syao.g_01824	Praa.g_01789
OG0000944	Syao.g_01822	Praa.g_01790
OG0000945	Syao.g_01821	Praa.g_01791
OG0000946	Syao.g_01852	Praa.g_01796
OG0000947	Syao.g_01849	Praa.g_01798
OG0000948	Syao.g_01848	Praa.g_01799
OG0000949	Syao.g_01970	Praa.g_01802
OG0000950	Syao.g_01957	Praa.g_01807
OG0000951	Syao.g_02262	Praa.g_01811
OG0000952	Syao.g_02266	Praa.g_01815
OG0000953	Syao.g_02130	Praa.g_01818
OG0000954	Syao.g_02135	Praa.g_01822
OG0000955	Syao.g_02136	Praa.g_01823
OG0000956	Syao.g_02138	Praa.g_01825
OG0000957	Syao.g_01951	Praa.g_01830
OG0000958	Syao.g_01950	Praa.g_01831
OG0000959	Syao.g_01947	Praa.g_01835
OG0000960	Syao.g_01946	Praa.g_01836
OG0000961	Syao.g_02496	Praa.g_01838
OG0000962	Syao.g_02191	Praa.g_01840
OG0000963	Syao.g_02186	Praa.g_01844
OG0000964	Syao.g_02185	Praa.g_01845
OG0000965	Syao.g_02184	Praa.g_01846
OG0000966	Syao.g_02172	Praa.g_01853
OG0000967	Syao.g_02167	Praa.g_01858
OG0000968	Syao.g_02199	Praa.g_01860
OG0000969	Syao.g_02200	Praa.g_01861
OG0000970	Syao.g_02201	Praa.g_01862
OG0000971	Syao.g_02203	Praa.g_01863
OG0000972	Syao.g_02204	Praa.g_01864
OG0000973	Syao.g_02205	Praa.g_01865
OG0000974	Syao.g_02206	Praa.g_01866
OG0000975	Syao.g_02207	Praa.g_01867
OG0000976	Syao.g_02208	Praa.g_01868
OG0000977	Syao.g_02210	Praa.g_01869
OG0000978	Syao.g_02211	Praa.g_01870
OG0000979	Syao.g_02214	Praa.g_01873
OG0000980	Syao.g_02217	Praa.g_01875
OG0000981	Syao.g_02220	Praa.g_01877
OG0000982	Syao.g_02437	Praa.g_01879
OG0000983	Syao.g_02438	Praa.g_01880
OG0000984	Syao.g_02439	Praa.g_01881
OG0000985	Syao.g_02443	Praa.g_01884
OG0000986	Syao.g_02445	Praa.g_01886
OG0000987	Syao.g_02447	Praa.g_01887
OG0000988	Syao.g_02452	Praa.g_01890
OG0000989	Syao.g_02368	Praa.g_01893
OG0000990	Syao.g_02362	Praa.g_01896
OG0000991	Syao.g_02354	Praa.g_01897
OG0000992	Syao.g_02279	Praa.g_01899
OG0000993	Syao.g_02280	Praa.g_01900
OG0000994	Syao.g_02283	Praa.g_01901
OG0000995	Syao.g_02287	Praa.g_01905
OG0000996	Syao.g_02305	Praa.g_01906
OG0000997	Syao.g_02326	Praa.g_01907
OG0000998	Syao.g_02328	Praa.g_01909
OG0000999	Syao.g_02329	Praa.g_01910
OG0001000	Syao.g_02333	Praa.g_01913
OG0001001	Syao.g_02338	Praa.g_01915
OG0001002	Syao.g_02345	Praa.g_01919
OG0001003	Syao.g_02347	Praa.g_01920
OG0001004	Syao.g_02348	Praa.g_01921
OG0001005	Syao.g_02194	Praa.g_01922
OG0001006	Syao.g_02159	Praa.g_01926
OG0001007	Syao.g_02161	Praa.g_01928
OG0001009	Syao.g_02239	Praa.g_00027
OG0001010	Syao.g_02238	Praa.g_00028
OG0001011	Syao.g_02236	Praa.g_00029
OG0001012	Syao.g_00322	Praa.g_00043
OG0001013	Syao.g_02413	Praa.g_00048
OG0001014	Syao.g_02407	Praa.g_00051
OG0001015	Syao.g_02406	Praa.g_00052
OG0001016	Syao.g_02622	Praa.g_00073
OG0001017	Syao.g_02628	Praa.g_00077
OG0001018	Syao.g_02630	Praa.g_00080
OG0001019	Syao.g_02654	Praa.g_00089
OG0001020	Syao.g_02663	Praa.g_00090
OG0001021	Syao.g_02666	Praa.g_00091
OG0001022	Syao.g_02670	Praa.g_00094
OG0001023	Syao.g_02671	Praa.g_00095
OG0001024	Syao.g_01018	Praa.g_00098
OG0001025	Syao.g_02597	Praa.g_00104
OG0001026	Syao.g_02594	Praa.g_00111
OG0001027	Syao.g_02564	Praa.g_00112
OG0001028	Syao.g_02568	Praa.g_00114
OG0001029	Syao.g_02570	Praa.g_00115
OG0001030	Syao.g_02545	Praa.g_00130
OG0001031	Syao.g_02528	Praa.g_00186
OG0001032	Syao.g_02530	Praa.g_00187
OG0001033	Syao.g_01016	Praa.g_00208
OG0001034	Syao.g_01704	Praa.g_00236
OG0001035	Syao.g_02101	Praa.g_00254
OG0001036	Syao.g_02096	Praa.g_00259
OG0001037	Syao.g_02094	Praa.g_00260
OG0001038	Syao.g_02065	Praa.g_00278
OG0001039	Syao.g_02062	Praa.g_00281
OG0001040	Syao.g_02059	Praa.g_00283
OG0001041	Syao.g_02055	Praa.g_00287
OG0001042	Syao.g_02032	Praa.g_00304
OG0001043	Syao.g_02028	Praa.g_00305
OG0001044	Syao.g_01878	Praa.g_00333
OG0001045	Syao.g_01865	Praa.g_00341
OG0001046	Syao.g_00827	Praa.g_00378
OG0001047	Syao.g_01739	Praa.g_00438
OG0001048	Syao.g_01740	Praa.g_00439
OG0001049	Syao.g_01616	Praa.g_00441
OG0001050	Syao.g_01618	Praa.g_00442
OG0001051	Syao.g_01619	Praa.g_00443
OG0001052	Syao.g_02686	Praa.g_00471
OG0001053	Syao.g_00025	Praa.g_00483
OG0001054	Syao.g_00104	Praa.g_00498
OG0001055	Syao.g_00156	Praa.g_00517
OG0001056	Syao.g_01417	Praa.g_00536
OG0001057	Syao.g_00879	Praa.g_00541
OG0001058	Syao.g_00862	Praa.g_00550
OG0001059	Syao.g_00858	Praa.g_00554
OG0001060	Syao.g_00852	Praa.g_00561
OG0001062	Syao.g_01050	Praa.g_00576
OG0001063	Syao.g_01042	Praa.g_00578
OG0001064	Syao.g_01041	Praa.g_00579
OG0001065	Syao.g_01040	Praa.g_00580
OG0001066	Syao.g_01039	Praa.g_00581
OG0001067	Syao.g_01038	Praa.g_00582
OG0001068	Syao.g_01037	Praa.g_00583
OG0001069	Syao.g_01036	Praa.g_00584
OG0001070	Syao.g_01032	Praa.g_00587
OG0001071	Syao.g_01031	Praa.g_00588
OG0001072	Syao.g_01027	Praa.g_00590
OG0001073	Syao.g_00991	Praa.g_00604
OG0001074	Syao.g_00392	Praa.g_00615
OG0001075	Syao.g_00391	Praa.g_00616
OG0001076	Syao.g_01339	Praa.g_00624
OG0001077	Syao.g_01323	Praa.g_00628
OG0001078	Syao.g_00895	Praa.g_00636
OG0001079	Syao.g_00911	Praa.g_00647
OG0001081	Syao.g_00925	Praa.g_00655
OG0001082	Syao.g_00926	Praa.g_00656
OG0001083	Syao.g_00934	Praa.g_00661
OG0001084	Syao.g_00935	Praa.g_00662
OG0001085	Syao.g_00947	Praa.g_00670
OG0001086	Syao.g_00949	Praa.g_00671
OG0001087	Syao.g_01419	Praa.g_00688
OG0001088	Syao.g_00211	Praa.g_00689
OG0001089	Syao.g_00376	Praa.g_00697
OG0001090	Syao.g_00494	Praa.g_00712
OG0001091	Syao.g_00491	Praa.g_00714
OG0001092	Syao.g_00489	Praa.g_00715
OG0001093	Syao.g_00482	Praa.g_00720
OG0001094	Syao.g_00750	Praa.g_00797
OG0001095	Syao.g_00771	Praa.g_00817
OG0001096	Syao.g_00786	Praa.g_00830
OG0001097	Syao.g_00552	Praa.g_00849
OG0001098	Syao.g_00731	Praa.g_00864
OG0001099	Syao.g_02569	Praa.g_00896
OG0001100	Syao.g_00957	Praa.g_00900
OG0001101	Syao.g_00959	Praa.g_00902
OG0001102	Syao.g_00962	Praa.g_00904
OG0001103	Syao.g_00964	Praa.g_00906
OG0001105	Syao.g_00736	Praa.g_00931
OG0001106	Syao.g_00688	Praa.g_00955
OG0001107	Syao.g_00676	Praa.g_00962
OG0001108	Syao.g_00669	Praa.g_00966
OG0001109	Syao.g_00667	Praa.g_00967
OG0001110	Syao.g_00665	Praa.g_00969
OG0001111	Syao.g_00663	Praa.g_00970
OG0001112	Syao.g_00661	Praa.g_00971
OG0001113	Syao.g_00660	Praa.g_00972
OG0001114	Syao.g_00659	Praa.g_00973
OG0001115	Syao.g_00832	Praa.g_00975
OG0001116	Syao.g_00830	Praa.g_00976
OG0001117	Syao.g_00829	Praa.g_00977
OG0001118	Syao.g_00828	Praa.g_00978
OG0001119	Syao.g_00826	Praa.g_00979
OG0001120	Syao.g_00822	Praa.g_00981
OG0001121	Syao.g_01294	Praa.g_01125, Praa.g_00984
OG0001122	Syao.g_00445	Praa.g_01011
OG0001123	Syao.g_00451	Praa.g_01015
OG0001124	Syao.g_00453	Praa.g_01017
OG0001125	Syao.g_00456	Praa.g_01018
OG0001126	Syao.g_00504	Praa.g_01028
OG0001127	Syao.g_00505	Praa.g_01029
OG0001128	Syao.g_00508	Praa.g_01031
OG0001129	Syao.g_00510	Praa.g_01032
OG0001130	Syao.g_00511	Praa.g_01033
OG0001131	Syao.g_01387	Praa.g_01070
OG0001132	Syao.g_01221	Praa.g_01080
OG0001133	Syao.g_01333	Praa.g_01115
OG0001134	Syao.g_01428	Praa.g_01127
OG0001135	Syao.g_01424	Praa.g_01130
OG0001136	Syao.g_00126	Praa.g_01157
OG0001137	Syao.g_00194	Praa.g_01167
OG0001138	Syao.g_00227	Praa.g_01185
OG0001139	Syao.g_00225	Praa.g_01186
OG0001140	Syao.g_00224	Praa.g_01187
OG0001141	Syao.g_00254	Praa.g_01188
OG0001142	Syao.g_00253	Praa.g_01189
OG0001143	Syao.g_00243	Praa.g_01196
OG0001144	Syao.g_00276	Praa.g_01201
OG0001145	Syao.g_01446	Praa.g_01310
OG0001146	Syao.g_01455	Praa.g_01322
OG0001147	Syao.g_00095	Praa.g_01352
OG0001148	Syao.g_00038	Praa.g_01368
OG0001149	Syao.g_00039	Praa.g_01369
OG0001150	Syao.g_00040	Praa.g_01370
OG0001151	Syao.g_02706	Praa.g_01381
OG0001152	Syao.g_02707	Praa.g_01382
OG0001153	Syao.g_00083	Praa.g_01508
OG0001154	Syao.g_00084	Praa.g_01509
OG0001155	Syao.g_01747	Praa.g_01521
OG0001156	Syao.g_01744	Praa.g_01524
OG0001157	Syao.g_01743	Praa.g_01525
OG0001158	Syao.g_01742	Praa.g_01526
OG0001159	Syao.g_01741	Praa.g_01527
OG0001160	Syao.g_01579	Praa.g_01552
OG0001161	Syao.g_02373	Praa.g_01565
OG0001162	Syao.g_02650	Praa.g_01576
OG0001163	Syao.g_01571	Praa.g_01627
OG0001164	Syao.g_01564	Praa.g_01631
OG0001165	Syao.g_01559	Praa.g_01634
OG0001166	Syao.g_01673	Praa.g_01654
OG0001167	Syao.g_01006	Praa.g_01672
OG0001168	Syao.g_01648	Praa.g_01674
OG0001169	Syao.g_01646	Praa.g_01676
OG0001170	Syao.g_01644	Praa.g_01678
OG0001171	Syao.g_01632	Praa.g_01688
OG0001172	Syao.g_01914	Praa.g_01702
OG0001173	Syao.g_01915	Praa.g_01703
