Orthogroup	Syao	Prbe
OG0000562	Syao.g_00855	Prbe.g_00579
OG0000563	Syao.g_00854	Prbe.g_00578
OG0000564	Syao.g_00853	Prbe.g_00577
OG0000565	Syao.g_00849	Prbe.g_00575
OG0000566	Syao.g_00845	Prbe.g_00571
OG0000567	Syao.g_00841	Prbe.g_00567
OG0000568	Syao.g_00839	Prbe.g_00566
OG0000569	Syao.g_00838	Prbe.g_00565
OG0000570	Syao.g_00837	Prbe.g_00564
OG0000571	Syao.g_00834	Prbe.g_00562
OG0000572	Syao.g_01033	Prbe.g_00548
OG0000573	Syao.g_01022	Prbe.g_00542
OG0000574	Syao.g_01021	Prbe.g_00541
OG0000575	Syao.g_01000	Prbe.g_00537
OG0000576	Syao.g_00996	Prbe.g_00535
OG0000577	Syao.g_00995	Prbe.g_00534
OG0000578	Syao.g_00994	Prbe.g_00533
OG0000579	Syao.g_00993	Prbe.g_00532
OG0000580	Syao.g_00992	Prbe.g_00531
OG0000581	Syao.g_01059	Prbe.g_00528
OG0000582	Syao.g_01204	Prbe.g_00525
OG0000583	Syao.g_01205	Prbe.g_00524
OG0000584	Syao.g_01206	Prbe.g_00523
OG0000585	Syao.g_01054	Prbe.g_00521
OG0000586	Syao.g_01055	Prbe.g_00520
OG0000587	Syao.g_01057	Prbe.g_00519
OG0000588	Syao.g_00406	Prbe.g_00515
OG0000589	Syao.g_01342	Prbe.g_00513
OG0000590	Syao.g_01341	Prbe.g_00512
OG0000591	Syao.g_01330	Prbe.g_00508
OG0000592	Syao.g_01329	Prbe.g_00507
OG0000593	Syao.g_00890	Prbe.g_01488
OG0000594	Syao.g_00891	Prbe.g_01487
OG0000595	Syao.g_00892	Prbe.g_01486
OG0000596	Syao.g_00897	Prbe.g_01482
OG0000597	Syao.g_00900	Prbe.g_01479
OG0000598	Syao.g_00901	Prbe.g_01478
OG0000599	Syao.g_00908	Prbe.g_01475
OG0000600	Syao.g_00909	Prbe.g_01474
OG0000601	Syao.g_00910	Prbe.g_01473
OG0000602	Syao.g_00914	Prbe.g_01471
OG0000603	Syao.g_00915	Prbe.g_01470
OG0000604	Syao.g_00918	Prbe.g_01469
OG0000606	Syao.g_00924	Prbe.g_01465
OG0000607	Syao.g_00927	Prbe.g_01462
OG0000608	Syao.g_00928	Prbe.g_01461
OG0000609	Syao.g_00930	Prbe.g_01460
OG0000610	Syao.g_00940	Prbe.g_01454
OG0000611	Syao.g_00943	Prbe.g_01451
OG0000612	Syao.g_00944	Prbe.g_01450
OG0000613	Syao.g_01979	Prbe.g_00447
OG0000614	Syao.g_00375	Prbe.g_00468
OG0000615	Syao.g_00978	Prbe.g_01209
OG0000616	Syao.g_02342	Prbe.g_01197
OG0000617	Syao.g_00486	Prbe.g_01434
OG0000618	Syao.g_00485	Prbe.g_01433
OG0000619	Syao.g_00484	Prbe.g_01432
OG0000620	Syao.g_00479	Prbe.g_01429
OG0000621	Syao.g_00478	Prbe.g_01428
OG0000622	Syao.g_00476	Prbe.g_01427
OG0000623	Syao.g_00475	Prbe.g_01426
OG0000624	Syao.g_00473	Prbe.g_01424
OG0000625	Syao.g_00472	Prbe.g_01423
OG0000626	Syao.g_00471	Prbe.g_01422
OG0000627	Syao.g_00567	Prbe.g_01421
OG0000628	Syao.g_00566	Prbe.g_01420
OG0000629	Syao.g_00590	Prbe.g_01419
OG0000630	Syao.g_00585	Prbe.g_01416
OG0000631	Syao.g_00644	Prbe.g_01323
OG0000632	Syao.g_00643	Prbe.g_01324
OG0000633	Syao.g_00642	Prbe.g_01325
OG0000634	Syao.g_00752	Prbe.g_01218
OG0000635	Syao.g_00753	Prbe.g_01219
OG0000636	Syao.g_00755	Prbe.g_01221
OG0000637	Syao.g_00757	Prbe.g_01223
OG0000638	Syao.g_00758	Prbe.g_01224
OG0000639	Syao.g_00759	Prbe.g_01225
OG0000640	Syao.g_00760	Prbe.g_01226
OG0000641	Syao.g_00764	Prbe.g_01230
OG0000642	Syao.g_00765	Prbe.g_01231
OG0000643	Syao.g_00767	Prbe.g_01232
OG0000644	Syao.g_00768	Prbe.g_01233
OG0000645	Syao.g_00770	Prbe.g_01234
OG0000646	Syao.g_00773	Prbe.g_01236
OG0000647	Syao.g_00775	Prbe.g_01238
OG0000648	Syao.g_00777	Prbe.g_01240
OG0000649	Syao.g_00778	Prbe.g_01241
OG0000650	Syao.g_00779	Prbe.g_01242
OG0000651	Syao.g_00780	Prbe.g_01243
OG0000652	Syao.g_00781	Prbe.g_01244
OG0000653	Syao.g_00783	Prbe.g_01246
OG0000654	Syao.g_00784	Prbe.g_01247
OG0000655	Syao.g_00785	Prbe.g_01248
OG0000656	Syao.g_00789	Prbe.g_01251
OG0000657	Syao.g_00435	Prbe.g_01259
OG0000658	Syao.g_00560	Prbe.g_01261
OG0000659	Syao.g_00559	Prbe.g_01262
OG0000660	Syao.g_00555	Prbe.g_01266
OG0000661	Syao.g_00553	Prbe.g_01268
OG0000662	Syao.g_00535	Prbe.g_01270
OG0000663	Syao.g_00532	Prbe.g_01272
OG0000664	Syao.g_00530	Prbe.g_01273
OG0000665	Syao.g_01436	Prbe.g_01279
OG0000666	Syao.g_02120	Prbe.g_01280
OG0000667	Syao.g_01375	Prbe.g_01284
OG0000668	Syao.g_02678	Prbe.g_00105
OG0000669	Syao.g_00955	Prbe.g_00406
OG0000670	Syao.g_00958	Prbe.g_00409
OG0000671	Syao.g_00960	Prbe.g_00412
OG0000672	Syao.g_00963	Prbe.g_00415
OG0000673	Syao.g_00966	Prbe.g_00418
OG0000674	Syao.g_00968	Prbe.g_00420
OG0000675	Syao.g_00969	Prbe.g_00421
OG0000676	Syao.g_00971	Prbe.g_00423
OG0000677	Syao.g_00972	Prbe.g_00424
OG0000678	Syao.g_00974	Prbe.g_00426
OG0000679	Syao.g_00981	Prbe.g_00430
OG0000680	Syao.g_00982	Prbe.g_00431
OG0000681	Syao.g_00985	Prbe.g_00434
OG0000682	Syao.g_00986	Prbe.g_00435
OG0000683	Syao.g_00987	Prbe.g_00436
OG0000684	Syao.g_00990	Prbe.g_00438
OG0000685	Syao.g_00733	Prbe.g_00440
OG0000686	Syao.g_00734	Prbe.g_00441
OG0000687	Syao.g_00735	Prbe.g_00442
OG0000688	Syao.g_00741	Prbe.g_01446
OG0000689	Syao.g_00743	Prbe.g_01445
OG0000690	Syao.g_00744	Prbe.g_01444
OG0000691	Syao.g_00745	Prbe.g_01443
OG0000692	Syao.g_00747	Prbe.g_01441
OG0000693	Syao.g_00748	Prbe.g_01440
OG0000694	Syao.g_00749	Prbe.g_01439
OG0000695	Syao.g_00639	Prbe.g_01327
OG0000696	Syao.g_00638	Prbe.g_01328
OG0000697	Syao.g_00636	Prbe.g_01329
OG0000698	Syao.g_00633	Prbe.g_01332
OG0000699	Syao.g_00631	Prbe.g_01333
OG0000700	Syao.g_00630	Prbe.g_01334
OG0000701	Syao.g_00629	Prbe.g_01335
OG0000702	Syao.g_00705	Prbe.g_01337
OG0000703	Syao.g_00693	Prbe.g_01338
OG0000704	Syao.g_00689	Prbe.g_01340
OG0000705	Syao.g_00682	Prbe.g_01343
OG0000706	Syao.g_00681	Prbe.g_01344
OG0000707	Syao.g_00680	Prbe.g_01345
OG0000708	Syao.g_00677	Prbe.g_01347
OG0000709	Syao.g_00670	Prbe.g_01351
OG0000710	Syao.g_00666	Prbe.g_01354
OG0000711	Syao.g_00815	Prbe.g_01372
OG0000712	Syao.g_00813	Prbe.g_01373
OG0000713	Syao.g_00812	Prbe.g_01374
OG0000714	Syao.g_00810	Prbe.g_01375
OG0000715	Syao.g_00808	Prbe.g_01377
OG0000716	Syao.g_00804	Prbe.g_01379
OG0000717	Syao.g_00803	Prbe.g_01380
OG0000718	Syao.g_00794	Prbe.g_01384
OG0000719	Syao.g_00444	Prbe.g_01386
OG0000720	Syao.g_00457	Prbe.g_01398
OG0000721	Syao.g_00459	Prbe.g_01402
OG0000722	Syao.g_00460	Prbe.g_01403
OG0000723	Syao.g_00469	Prbe.g_01407
OG0000724	Syao.g_00513	Prbe.g_01302
OG0000725	Syao.g_00385	Prbe.g_01296
OG0000726	Syao.g_00384	Prbe.g_01295
OG0000727	Syao.g_00383	Prbe.g_01294
OG0000728	Syao.g_00381	Prbe.g_01292
OG0000729	Syao.g_02190	Prbe.g_00915
OG0000730	Syao.g_01880	Prbe.g_01591
OG0000731	Syao.g_01868	Prbe.g_01898
OG0000732	Syao.g_02218	Prbe.g_01148
OG0000733	Syao.g_01427	Prbe.g_00042
OG0000734	Syao.g_02592	Prbe.g_01565
OG0000735	Syao.g_00140	Prbe.g_01563
OG0000736	Syao.g_00139	Prbe.g_01562
OG0000737	Syao.g_00138	Prbe.g_01561
OG0000738	Syao.g_00132	Prbe.g_01557
OG0000739	Syao.g_00131	Prbe.g_01556
OG0000740	Syao.g_00130	Prbe.g_01555
OG0000741	Syao.g_00127	Prbe.g_01553
OG0000742	Syao.g_00124	Prbe.g_01550
OG0000743	Syao.g_00217	Prbe.g_01548
OG0000744	Syao.g_00216	Prbe.g_01547
OG0000745	Syao.g_00213	Prbe.g_01546
OG0000746	Syao.g_00210	Prbe.g_01544
OG0000747	Syao.g_00208	Prbe.g_01543
OG0000748	Syao.g_00193	Prbe.g_01539
OG0000749	Syao.g_00192	Prbe.g_01538
OG0000750	Syao.g_00191	Prbe.g_01537
OG0000751	Syao.g_00185	Prbe.g_01534
OG0000752	Syao.g_00183	Prbe.g_01532
OG0000753	Syao.g_00180	Prbe.g_01530
OG0000754	Syao.g_00175	Prbe.g_01527
OG0000755	Syao.g_00021	Prbe.g_01521
OG0000756	Syao.g_00229	Prbe.g_01520
OG0000757	Syao.g_00252	Prbe.g_01513
OG0000758	Syao.g_00251	Prbe.g_01512
OG0000759	Syao.g_00250	Prbe.g_01511
OG0000760	Syao.g_00249	Prbe.g_01510
OG0000761	Syao.g_00248	Prbe.g_01509
OG0000762	Syao.g_00246	Prbe.g_01508
OG0000763	Syao.g_00242	Prbe.g_01506
OG0000764	Syao.g_00241	Prbe.g_01505
OG0000765	Syao.g_00267	Prbe.g_01497
OG0000766	Syao.g_00266	Prbe.g_01496
OG0000767	Syao.g_00264	Prbe.g_01494
OG0000768	Syao.g_00263	Prbe.g_01493
OG0000769	Syao.g_00261	Prbe.g_01491
OG0000770	Syao.g_00257	Prbe.g_00502
OG0000771	Syao.g_00506	Prbe.g_00215
OG0000772	Syao.g_01523	Prbe.g_01128
OG0000773	Syao.g_01447	Prbe.g_00902
OG0000774	Syao.g_01442	Prbe.g_00900
OG0000775	Syao.g_01440	Prbe.g_00898
OG0000776	Syao.g_01439	Prbe.g_00897
OG0000777	Syao.g_01438	Prbe.g_00896
OG0000778	Syao.g_01437	Prbe.g_00895
OG0000779	Syao.g_01469	Prbe.g_00891
OG0000780	Syao.g_01456	Prbe.g_00890
OG0000781	Syao.g_01452	Prbe.g_00886
OG0000782	Syao.g_01451	Prbe.g_00885
OG0000783	Syao.g_01450	Prbe.g_00884
OG0000784	Syao.g_01449	Prbe.g_00883
OG0000785	Syao.g_01481	Prbe.g_00881
OG0000786	Syao.g_01473	Prbe.g_00878
OG0000787	Syao.g_01472	Prbe.g_00877
OG0000788	Syao.g_00870	Prbe.g_00634
OG0000789	Syao.g_00623	Prbe.g_00212
OG0000790	Syao.g_00041, Syao.g_00315	Prbe.g_00368
OG0000791	Syao.g_00043	Prbe.g_00366
OG0000792	Syao.g_00044	Prbe.g_00365
OG0000793	Syao.g_02700	Prbe.g_00362
OG0000794	Syao.g_02703	Prbe.g_00361
OG0000795	Syao.g_02704	Prbe.g_00360
OG0000796	Syao.g_02708	Prbe.g_00356
OG0000797	Syao.g_02709	Prbe.g_00355
OG0000799	Syao.g_01525	Prbe.g_00328
OG0000800	Syao.g_01526	Prbe.g_00327
OG0000801	Syao.g_01527	Prbe.g_00326
OG0000802	Syao.g_01531	Prbe.g_00324
OG0000803	Syao.g_01534	Prbe.g_00322
OG0000804	Syao.g_01537	Prbe.g_00321
OG0000805	Syao.g_01502	Prbe.g_00319
OG0000806	Syao.g_01504	Prbe.g_00317
OG0000807	Syao.g_01506	Prbe.g_00316
OG0000808	Syao.g_01507	Prbe.g_00315
OG0000809	Syao.g_01511	Prbe.g_00313
OG0000810	Syao.g_01482	Prbe.g_00312
OG0000811	Syao.g_01490	Prbe.g_00308
OG0000812	Syao.g_01492	Prbe.g_00306
OG0000813	Syao.g_01493	Prbe.g_00305
OG0000814	Syao.g_01495	Prbe.g_00303
OG0000815	Syao.g_01499	Prbe.g_00302
OG0000816	Syao.g_01471	Prbe.g_00300
OG0000817	Syao.g_01519	Prbe.g_00299
OG0000818	Syao.g_00062	Prbe.g_00294
OG0000819	Syao.g_00063	Prbe.g_00293
OG0000820	Syao.g_00064	Prbe.g_00292
OG0000821	Syao.g_00070	Prbe.g_00288
OG0000822	Syao.g_00072	Prbe.g_00287
OG0000823	Syao.g_00073	Prbe.g_00286
OG0000824	Syao.g_00079	Prbe.g_00283
OG0000825	Syao.g_00080	Prbe.g_00282
OG0000826	Syao.g_00081	Prbe.g_00281
OG0000827	Syao.g_00082	Prbe.g_00280
OG0000828	Syao.g_00085	Prbe.g_00277
OG0000829	Syao.g_00086	Prbe.g_00276
OG0000830	Syao.g_00087	Prbe.g_00275
OG0000831	Syao.g_00089	Prbe.g_00273
OG0000832	Syao.g_01696	Prbe.g_00263
OG0000833	Syao.g_01612	Prbe.g_00254
OG0000834	Syao.g_01610	Prbe.g_00253
OG0000835	Syao.g_01609	Prbe.g_00252
OG0000836	Syao.g_01606	Prbe.g_00251
OG0000837	Syao.g_01605	Prbe.g_00250
OG0000838	Syao.g_01601	Prbe.g_00248
OG0000839	Syao.g_01600	Prbe.g_00247
OG0000840	Syao.g_01599	Prbe.g_00246
OG0000841	Syao.g_01598	Prbe.g_00245
OG0000842	Syao.g_01597	Prbe.g_00244
OG0000843	Syao.g_01596	Prbe.g_00243
OG0000844	Syao.g_01594	Prbe.g_00242
OG0000845	Syao.g_01593	Prbe.g_00241
OG0000846	Syao.g_01592	Prbe.g_00240
OG0000847	Syao.g_01591	Prbe.g_00239
OG0000848	Syao.g_01589	Prbe.g_00238
OG0000849	Syao.g_01588	Prbe.g_00237
OG0000850	Syao.g_01585	Prbe.g_00235
OG0000851	Syao.g_01582	Prbe.g_00234
OG0000852	Syao.g_01581	Prbe.g_00233
OG0000853	Syao.g_01577	Prbe.g_00227
OG0000854	Syao.g_01575	Prbe.g_00225
OG0000855	Syao.g_01574	Prbe.g_00224
OG0000856	Syao.g_01327	Prbe.g_00505
OG0000857	Syao.g_00774	Prbe.g_01237
OG0000858	Syao.g_01567	Prbe.g_00992
OG0000859	Syao.g_01566	Prbe.g_00991
OG0000860	Syao.g_01552	Prbe.g_00983
OG0000861	Syao.g_01551	Prbe.g_00982
OG0000862	Syao.g_01542	Prbe.g_00981
OG0000863	Syao.g_01540	Prbe.g_00979
OG0000864	Syao.g_01017	Prbe.g_00978
OG0000866	Syao.g_01686	Prbe.g_00976
OG0000867	Syao.g_01685	Prbe.g_00975
OG0000868	Syao.g_01682	Prbe.g_00973
OG0000869	Syao.g_01677	Prbe.g_00970
OG0000870	Syao.g_01672	Prbe.g_00965
OG0000871	Syao.g_01671	Prbe.g_00964
OG0000872	Syao.g_01665	Prbe.g_00963
OG0000873	Syao.g_01662	Prbe.g_00960
OG0000874	Syao.g_01660	Prbe.g_00957
OG0000875	Syao.g_01658	Prbe.g_00956
OG0000876	Syao.g_00536	Prbe.g_00955
OG0000877	Syao.g_01654	Prbe.g_00953
OG0000878	Syao.g_01653	Prbe.g_00952
OG0000879	Syao.g_01652	Prbe.g_00951
OG0000880	Syao.g_01651	Prbe.g_00950
OG0000881	Syao.g_01647	Prbe.g_00946
OG0000882	Syao.g_01642	Prbe.g_00941
OG0000883	Syao.g_01638	Prbe.g_00939
OG0000884	Syao.g_01636	Prbe.g_00937
OG0000885	Syao.g_01635	Prbe.g_00936
OG0000886	Syao.g_01634	Prbe.g_00935
OG0000887	Syao.g_01633	Prbe.g_00934
OG0000888	Syao.g_01631	Prbe.g_00932
OG0000889	Syao.g_01629	Prbe.g_00930
OG0000890	Syao.g_01626	Prbe.g_00929
OG0000891	Syao.g_01625	Prbe.g_00928
OG0000892	Syao.g_01695	Prbe.g_00926
OG0000893	Syao.g_01934	Prbe.g_00922
OG0000894	Syao.g_01937	Prbe.g_00919
OG0000895	Syao.g_01916	Prbe.g_01111
OG0000896	Syao.g_01917	Prbe.g_01110
OG0000897	Syao.g_01919	Prbe.g_01108
OG0000898	Syao.g_01920	Prbe.g_01107
OG0000899	Syao.g_01921	Prbe.g_01106
OG0000900	Syao.g_01922	Prbe.g_01105
OG0000901	Syao.g_01927	Prbe.g_01102
OG0000902	Syao.g_01929	Prbe.g_01100
OG0000903	Syao.g_01798	Prbe.g_01096
OG0000904	Syao.g_01804	Prbe.g_01092
OG0000905	Syao.g_01862	Prbe.g_01098
OG0000906	Syao.g_01931	Prbe.g_01099
OG0000907	Syao.g_01796	Prbe.g_01089
OG0000908	Syao.g_01793	Prbe.g_01086
OG0000909	Syao.g_01792	Prbe.g_01085
OG0000910	Syao.g_01791	Prbe.g_01084
OG0000911	Syao.g_01789	Prbe.g_01082
OG0000912	Syao.g_01788	Prbe.g_01081
OG0000913	Syao.g_01787	Prbe.g_01080
OG0000914	Syao.g_01786	Prbe.g_01079
OG0000915	Syao.g_01784	Prbe.g_01078
OG0000916	Syao.g_01783	Prbe.g_00867
OG0000917	Syao.g_01782	Prbe.g_00866
OG0000918	Syao.g_01781	Prbe.g_00865
OG0000919	Syao.g_01780	Prbe.g_00864
OG0000920	Syao.g_01779	Prbe.g_00863
OG0000921	Syao.g_01778	Prbe.g_00862
OG0000922	Syao.g_01777	Prbe.g_00861
OG0000923	Syao.g_01772	Prbe.g_00857
OG0000924	Syao.g_01771	Prbe.g_00856
OG0000925	Syao.g_01770	Prbe.g_00855
OG0000926	Syao.g_01769	Prbe.g_00854
OG0000927	Syao.g_01767	Prbe.g_00852
OG0000928	Syao.g_01766	Prbe.g_00851
OG0000929	Syao.g_01765	Prbe.g_00850
OG0000930	Syao.g_01764	Prbe.g_00849
OG0000931	Syao.g_01763	Prbe.g_00848
OG0000932	Syao.g_01762	Prbe.g_00847
OG0000933	Syao.g_01811	Prbe.g_00843
OG0000934	Syao.g_01809	Prbe.g_00841
OG0000935	Syao.g_01808	Prbe.g_00840
OG0000936	Syao.g_01843	Prbe.g_00839
OG0000937	Syao.g_01842	Prbe.g_00838
OG0000938	Syao.g_01839	Prbe.g_00835
OG0000939	Syao.g_01838	Prbe.g_00834
OG0000940	Syao.g_01830	Prbe.g_00827
OG0000941	Syao.g_01828	Prbe.g_00825
OG0000942	Syao.g_01826	Prbe.g_00823
OG0000943	Syao.g_01824	Prbe.g_00822
OG0000944	Syao.g_01822	Prbe.g_00820
OG0000945	Syao.g_01821	Prbe.g_00819
OG0000946	Syao.g_01852	Prbe.g_00814
OG0000947	Syao.g_01849	Prbe.g_00812
OG0000948	Syao.g_01848	Prbe.g_00811
OG0000949	Syao.g_01970	Prbe.g_00808
OG0000950	Syao.g_01957	Prbe.g_00801
OG0000951	Syao.g_02262	Prbe.g_00797
OG0000952	Syao.g_02266	Prbe.g_00793
OG0000953	Syao.g_02130	Prbe.g_00789
OG0000954	Syao.g_02135	Prbe.g_00785
OG0000955	Syao.g_02136	Prbe.g_00784
OG0000956	Syao.g_02138	Prbe.g_00782
OG0000957	Syao.g_01951	Prbe.g_00776
OG0000958	Syao.g_01950	Prbe.g_00775
OG0000959	Syao.g_01947	Prbe.g_00771
OG0000960	Syao.g_01946	Prbe.g_00770
OG0000961	Syao.g_02496	Prbe.g_00767
OG0000962	Syao.g_02191	Prbe.g_00765
OG0000963	Syao.g_02186	Prbe.g_00761
OG0000964	Syao.g_02185	Prbe.g_00760
OG0000965	Syao.g_02184	Prbe.g_00759
OG0000966	Syao.g_02172	Prbe.g_00749
OG0000967	Syao.g_02167	Prbe.g_00753
OG0000968	Syao.g_02199	Prbe.g_00755
OG0000969	Syao.g_02200	Prbe.g_00756
OG0000970	Syao.g_02201	Prbe.g_01134
OG0000971	Syao.g_02203	Prbe.g_01135
OG0000972	Syao.g_02204	Prbe.g_01136
OG0000973	Syao.g_02205	Prbe.g_01137
OG0000974	Syao.g_02206	Prbe.g_01138
OG0000975	Syao.g_02207	Prbe.g_01139
OG0000976	Syao.g_02208	Prbe.g_01140
OG0000977	Syao.g_02210	Prbe.g_01141
OG0000978	Syao.g_02211	Prbe.g_01142
OG0000979	Syao.g_02214	Prbe.g_01145
OG0000980	Syao.g_02217	Prbe.g_01147
OG0000981	Syao.g_02220	Prbe.g_01150
OG0000982	Syao.g_02437	Prbe.g_01152
OG0000983	Syao.g_02438	Prbe.g_01153
OG0000984	Syao.g_02439	Prbe.g_01154
OG0000985	Syao.g_02443	Prbe.g_01157
OG0000986	Syao.g_02445	Prbe.g_01159
OG0000987	Syao.g_02447	Prbe.g_01160
OG0000988	Syao.g_02452	Prbe.g_01163
OG0000989	Syao.g_02368	Prbe.g_01167
OG0000990	Syao.g_02362	Prbe.g_01171
OG0000991	Syao.g_02354	Prbe.g_01172
OG0000992	Syao.g_02279	Prbe.g_01175
OG0000993	Syao.g_02280	Prbe.g_01176
OG0000994	Syao.g_02283	Prbe.g_01177
OG0000995	Syao.g_02287	Prbe.g_01181
OG0000996	Syao.g_02305	Prbe.g_01182
OG0000997	Syao.g_02326	Prbe.g_01185
OG0000998	Syao.g_02328	Prbe.g_01187
OG0000999	Syao.g_02329	Prbe.g_01188
OG0001000	Syao.g_02333	Prbe.g_01191
OG0001001	Syao.g_02338	Prbe.g_01194
OG0001002	Syao.g_02345	Prbe.g_01056
OG0001003	Syao.g_02347	Prbe.g_01057
OG0001004	Syao.g_02348	Prbe.g_01058
OG0001005	Syao.g_02194	Prbe.g_01059
OG0001006	Syao.g_02159	Prbe.g_01063
OG0001007	Syao.g_02161	Prbe.g_01065
OG0001008	Syao.g_01737	Prbe.g_01935
OG0001009	Syao.g_02239	Prbe.g_00127
OG0001010	Syao.g_02238	Prbe.g_00128
OG0001011	Syao.g_02236	Prbe.g_00130
OG0001012	Syao.g_00322	Prbe.g_00144
OG0001013	Syao.g_02413	Prbe.g_00151
OG0001014	Syao.g_02407	Prbe.g_00154
OG0001015	Syao.g_02406	Prbe.g_00156
OG0001016	Syao.g_02622	Prbe.g_00178
OG0001017	Syao.g_02628	Prbe.g_00182
OG0001018	Syao.g_02630	Prbe.g_00184
OG0001019	Syao.g_02654	Prbe.g_00193
OG0001020	Syao.g_02663	Prbe.g_01630
OG0001021	Syao.g_02666	Prbe.g_01631
OG0001022	Syao.g_02670	Prbe.g_01634
OG0001023	Syao.g_02671	Prbe.g_01635
OG0001024	Syao.g_01018	Prbe.g_01639
OG0001025	Syao.g_02597	Prbe.g_01646
OG0001026	Syao.g_02594	Prbe.g_01655
OG0001027	Syao.g_02564	Prbe.g_01656
OG0001028	Syao.g_02568	Prbe.g_01658
OG0001029	Syao.g_02570	Prbe.g_01659
OG0001030	Syao.g_02545	Prbe.g_01675
OG0001031	Syao.g_02528	Prbe.g_01735
OG0001032	Syao.g_02530	Prbe.g_01736
OG0001033	Syao.g_01016	Prbe.g_01757
OG0001034	Syao.g_01704	Prbe.g_01788
OG0001035	Syao.g_02101	Prbe.g_01808
OG0001036	Syao.g_02096	Prbe.g_01812
OG0001037	Syao.g_02094	Prbe.g_01813
OG0001038	Syao.g_02065	Prbe.g_01832
OG0001039	Syao.g_02062	Prbe.g_01835
OG0001040	Syao.g_02059	Prbe.g_01837
OG0001041	Syao.g_02055	Prbe.g_01842
OG0001042	Syao.g_02032	Prbe.g_01859
OG0001043	Syao.g_02028	Prbe.g_01860
OG0001044	Syao.g_01878	Prbe.g_01891
OG0001045	Syao.g_01865	Prbe.g_01900
OG0001046	Syao.g_00827	Prbe.g_01033
OG0001047	Syao.g_01739	Prbe.g_01937
OG0001048	Syao.g_01740	Prbe.g_01938
OG0001049	Syao.g_01616	Prbe.g_01940
OG0001050	Syao.g_01618	Prbe.g_01941
OG0001051	Syao.g_01619	Prbe.g_01942
OG0001052	Syao.g_02686	Prbe.g_00662
OG0001053	Syao.g_00025	Prbe.g_00650
OG0001054	Syao.g_00104	Prbe.g_00635
OG0001055	Syao.g_00156	Prbe.g_00616
OG0001056	Syao.g_01417	Prbe.g_00599
OG0001057	Syao.g_00879	Prbe.g_00594
OG0001058	Syao.g_00862	Prbe.g_00586
OG0001059	Syao.g_00858	Prbe.g_00582
OG0001060	Syao.g_00852	Prbe.g_00576
OG0001062	Syao.g_01050	Prbe.g_00559
OG0001063	Syao.g_01042	Prbe.g_00557
OG0001064	Syao.g_01041	Prbe.g_00556
OG0001065	Syao.g_01040	Prbe.g_00555
OG0001066	Syao.g_01039	Prbe.g_00554
OG0001067	Syao.g_01038	Prbe.g_00553
OG0001068	Syao.g_01037	Prbe.g_00552
OG0001069	Syao.g_01036	Prbe.g_00551
OG0001070	Syao.g_01032	Prbe.g_00547
OG0001071	Syao.g_01031	Prbe.g_00546
OG0001072	Syao.g_01027	Prbe.g_00544
OG0001073	Syao.g_00991	Prbe.g_00530
OG0001074	Syao.g_00392	Prbe.g_00518
OG0001075	Syao.g_00391	Prbe.g_00517
OG0001076	Syao.g_01339	Prbe.g_00510
OG0001077	Syao.g_01323	Prbe.g_00504
OG0001078	Syao.g_00895	Prbe.g_01484
OG0001079	Syao.g_00911	Prbe.g_01472
OG0001081	Syao.g_00925	Prbe.g_01464
OG0001082	Syao.g_00926	Prbe.g_01463
OG0001083	Syao.g_00934	Prbe.g_01458
OG0001084	Syao.g_00935	Prbe.g_01457
OG0001085	Syao.g_00947	Prbe.g_00444
OG0001086	Syao.g_00949	Prbe.g_00445
OG0001087	Syao.g_01419	Prbe.g_00463
OG0001088	Syao.g_00211	Prbe.g_00464
OG0001089	Syao.g_00376	Prbe.g_01205
OG0001090	Syao.g_00494	Prbe.g_01215
OG0001091	Syao.g_00491	Prbe.g_01437
OG0001092	Syao.g_00489	Prbe.g_01436
OG0001093	Syao.g_00482	Prbe.g_01431
OG0001094	Syao.g_00750	Prbe.g_01438
OG0001095	Syao.g_00771	Prbe.g_01235
OG0001096	Syao.g_00786	Prbe.g_01249
OG0001097	Syao.g_00552	Prbe.g_01269
OG0001098	Syao.g_00731	Prbe.g_01288
OG0001099	Syao.g_02569	Prbe.g_00110
OG0001100	Syao.g_00957	Prbe.g_00408
OG0001101	Syao.g_00959	Prbe.g_00411
OG0001102	Syao.g_00962	Prbe.g_00414
OG0001103	Syao.g_00964	Prbe.g_00416
OG0001105	Syao.g_00736	Prbe.g_00443
OG0001106	Syao.g_00688	Prbe.g_01341
OG0001107	Syao.g_00676	Prbe.g_01348
OG0001108	Syao.g_00669	Prbe.g_01352
OG0001109	Syao.g_00667	Prbe.g_01353
OG0001110	Syao.g_00665	Prbe.g_01355
OG0001111	Syao.g_00663	Prbe.g_01356
OG0001112	Syao.g_00661	Prbe.g_01357
OG0001113	Syao.g_00660	Prbe.g_01358
OG0001114	Syao.g_00659	Prbe.g_01359
OG0001115	Syao.g_00832	Prbe.g_01361
OG0001116	Syao.g_00830	Prbe.g_01362
OG0001117	Syao.g_00829	Prbe.g_01363
OG0001118	Syao.g_00828	Prbe.g_01364
OG0001119	Syao.g_00826	Prbe.g_01365
OG0001120	Syao.g_00822	Prbe.g_01367
OG0001122	Syao.g_00445	Prbe.g_01387
OG0001123	Syao.g_00451	Prbe.g_01393
OG0001124	Syao.g_00453	Prbe.g_01395
OG0001125	Syao.g_00456	Prbe.g_01397
OG0001126	Syao.g_00504	Prbe.g_01308
OG0001127	Syao.g_00505	Prbe.g_01307
