Orthogroup	Syao	Prad
OG0000585	Syao.g_01054	Prad.g_01401
OG0000586	Syao.g_01055	Prad.g_01402
OG0000587	Syao.g_01057	Prad.g_01403
OG0000588	Syao.g_00406	Prad.g_01407
OG0000589	Syao.g_01342	Prad.g_01410
OG0000590	Syao.g_01341	Prad.g_01411
OG0000591	Syao.g_01330	Prad.g_01414
OG0000592	Syao.g_01329	Prad.g_01415
OG0000593	Syao.g_00890	Prad.g_01421
OG0000594	Syao.g_00891	Prad.g_01422
OG0000595	Syao.g_00892	Prad.g_01423
OG0000596	Syao.g_00897	Prad.g_01427
OG0000597	Syao.g_00900	Prad.g_01429
OG0000598	Syao.g_00901	Prad.g_01430
OG0000599	Syao.g_00908	Prad.g_01433
OG0000600	Syao.g_00909	Prad.g_01219
OG0000601	Syao.g_00910	Prad.g_01220
OG0000602	Syao.g_00914	Prad.g_01222
OG0000603	Syao.g_00915	Prad.g_01223
OG0000604	Syao.g_00918	Prad.g_01224
OG0000606	Syao.g_00924	Prad.g_01228
OG0000607	Syao.g_00927	Prad.g_01231
OG0000608	Syao.g_00928	Prad.g_01232
OG0000609	Syao.g_00930	Prad.g_01233
OG0000610	Syao.g_00940	Prad.g_01238
OG0000611	Syao.g_00943	Prad.g_01241
OG0000612	Syao.g_00944	Prad.g_01242
OG0000613	Syao.g_01979	Prad.g_01247
OG0000614	Syao.g_00375	Prad.g_01266
OG0000615	Syao.g_00978	Prad.g_01274
OG0000616	Syao.g_02342	Prad.g_01278
OG0000617	Syao.g_00486	Prad.g_01055
OG0000618	Syao.g_00485	Prad.g_01056
OG0000619	Syao.g_00484	Prad.g_01057
OG0000620	Syao.g_00479	Prad.g_01060
OG0000621	Syao.g_00478	Prad.g_01061
OG0000622	Syao.g_00476	Prad.g_01062
OG0000623	Syao.g_00475	Prad.g_01063
OG0000624	Syao.g_00473	Prad.g_01064
OG0000625	Syao.g_00472	Prad.g_01065
OG0000626	Syao.g_00471	Prad.g_01066
OG0000627	Syao.g_00567	Prad.g_01067
OG0000628	Syao.g_00566	Prad.g_01068
OG0000629	Syao.g_00590	Prad.g_01069
OG0000630	Syao.g_00585	Prad.g_01072
OG0000631	Syao.g_00644	Prad.g_01137
OG0000632	Syao.g_00643	Prad.g_01138
OG0000633	Syao.g_00642	Prad.g_01139
OG0000634	Syao.g_00752	Prad.g_01142
OG0000635	Syao.g_00753	Prad.g_01143
OG0000636	Syao.g_00755	Prad.g_01145
OG0000637	Syao.g_00757	Prad.g_01147
OG0000638	Syao.g_00758	Prad.g_01148
OG0000639	Syao.g_00759	Prad.g_01149
OG0000640	Syao.g_00760	Prad.g_01150
OG0000641	Syao.g_00764	Prad.g_01154
OG0000642	Syao.g_00765	Prad.g_01155
OG0000643	Syao.g_00767	Prad.g_01156
OG0000644	Syao.g_00768	Prad.g_01157
OG0000645	Syao.g_00770	Prad.g_01158
OG0000646	Syao.g_00773	Prad.g_01160
OG0000647	Syao.g_00775	Prad.g_01161
OG0000648	Syao.g_00777	Prad.g_01163
OG0000649	Syao.g_00778	Prad.g_01164
OG0000650	Syao.g_00779	Prad.g_01165
OG0000651	Syao.g_00780	Prad.g_01166
OG0000652	Syao.g_00781	Prad.g_01167
OG0000653	Syao.g_00783	Prad.g_01169
OG0000654	Syao.g_00784	Prad.g_01170
OG0000655	Syao.g_00785	Prad.g_01171
OG0000656	Syao.g_00789	Prad.g_01174
OG0000657	Syao.g_00435	Prad.g_01182
OG0000658	Syao.g_00560	Prad.g_01183
OG0000659	Syao.g_00559	Prad.g_01184
OG0000660	Syao.g_00555	Prad.g_00306
OG0000661	Syao.g_00553	Prad.g_00304
OG0000662	Syao.g_00535	Prad.g_00302
OG0000663	Syao.g_00532	Prad.g_00300
OG0000664	Syao.g_00530	Prad.g_00299
OG0000665	Syao.g_01436	Prad.g_00295
OG0000666	Syao.g_02120	Prad.g_00294
OG0000667	Syao.g_01375	Prad.g_00290
OG0000668	Syao.g_02678	Prad.g_00260
OG0000669	Syao.g_00955	Prad.g_00253
OG0000670	Syao.g_00958	Prad.g_00251
OG0000671	Syao.g_00960	Prad.g_00249
OG0000672	Syao.g_00963	Prad.g_00247
OG0000673	Syao.g_00966	Prad.g_00244
OG0000674	Syao.g_00968	Prad.g_00242
OG0000675	Syao.g_00969	Prad.g_00241
OG0000676	Syao.g_00971	Prad.g_00239
OG0000677	Syao.g_00972	Prad.g_00238
OG0000678	Syao.g_00974	Prad.g_00236
OG0000679	Syao.g_00981	Prad.g_00232
OG0000680	Syao.g_00982	Prad.g_00231
OG0000681	Syao.g_00985	Prad.g_00228
OG0000682	Syao.g_00986	Prad.g_00227
OG0000683	Syao.g_00987	Prad.g_00226
OG0000684	Syao.g_00990	Prad.g_00224
OG0000685	Syao.g_00733	Prad.g_00222
OG0000686	Syao.g_00734	Prad.g_00221
OG0000687	Syao.g_00735	Prad.g_00220
OG0000688	Syao.g_00741	Prad.g_00217
OG0000689	Syao.g_00743	Prad.g_00216
OG0000690	Syao.g_00744	Prad.g_00215
OG0000691	Syao.g_00745	Prad.g_00214
OG0000692	Syao.g_00747	Prad.g_00212
OG0000693	Syao.g_00748	Prad.g_00211
OG0000694	Syao.g_00749	Prad.g_00210
OG0000695	Syao.g_00639	Prad.g_00208
OG0000696	Syao.g_00638	Prad.g_00207
OG0000697	Syao.g_00636	Prad.g_00206
OG0000698	Syao.g_00633	Prad.g_00203
OG0000699	Syao.g_00631	Prad.g_00202
OG0000700	Syao.g_00630	Prad.g_00201
OG0000701	Syao.g_00629	Prad.g_00200
OG0000702	Syao.g_00705	Prad.g_00198
OG0000703	Syao.g_00693	Prad.g_00197
OG0000704	Syao.g_00689	Prad.g_00196
OG0000705	Syao.g_00682	Prad.g_00192
OG0000706	Syao.g_00681	Prad.g_00191
OG0000707	Syao.g_00680	Prad.g_00190
OG0000708	Syao.g_00677	Prad.g_00189
OG0000709	Syao.g_00670	Prad.g_00185
OG0000710	Syao.g_00666	Prad.g_00182
OG0000711	Syao.g_00815	Prad.g_00165
OG0000712	Syao.g_00813	Prad.g_00163
OG0000713	Syao.g_00812	Prad.g_00162
OG0000714	Syao.g_00810	Prad.g_00161
OG0000715	Syao.g_00808	Prad.g_00159
OG0000716	Syao.g_00804	Prad.g_00157
OG0000717	Syao.g_00803	Prad.g_00156
OG0000718	Syao.g_00794	Prad.g_00144
OG0000719	Syao.g_00444	Prad.g_00142
OG0000720	Syao.g_00457	Prad.g_01039
OG0000721	Syao.g_00459	Prad.g_01037
OG0000722	Syao.g_00460	Prad.g_01036
OG0000723	Syao.g_00469	Prad.g_01033
OG0000724	Syao.g_00513	Prad.g_01023
OG0000725	Syao.g_00385	Prad.g_01017
OG0000726	Syao.g_00384	Prad.g_01016
OG0000727	Syao.g_00383	Prad.g_01015
OG0000728	Syao.g_00381	Prad.g_01013
OG0000729	Syao.g_02190	Prad.g_00970
OG0000730	Syao.g_01880	Prad.g_00635
OG0000731	Syao.g_01868	Prad.g_00639
OG0000732	Syao.g_02218	Prad.g_00649
OG0000733	Syao.g_01427	Prad.g_01988
OG0000734	Syao.g_02592	Prad.g_01511
OG0000735	Syao.g_00140	Prad.g_01509
OG0000736	Syao.g_00139	Prad.g_01508
OG0000737	Syao.g_00138	Prad.g_01507
OG0000738	Syao.g_00132	Prad.g_01503
OG0000739	Syao.g_00131	Prad.g_01502
OG0000740	Syao.g_00130	Prad.g_01501
OG0000741	Syao.g_00127	Prad.g_01500
OG0000742	Syao.g_00124	Prad.g_01497
OG0000743	Syao.g_00217	Prad.g_01495
OG0000744	Syao.g_00216	Prad.g_01494
OG0000745	Syao.g_00213	Prad.g_01493
OG0000746	Syao.g_00210	Prad.g_01491
OG0000747	Syao.g_00208	Prad.g_01490
OG0000748	Syao.g_00193	Prad.g_01487
OG0000749	Syao.g_00192	Prad.g_01486
OG0000750	Syao.g_00191	Prad.g_01485
OG0000751	Syao.g_00185	Prad.g_01483
OG0000752	Syao.g_00183	Prad.g_01481
OG0000753	Syao.g_00180	Prad.g_01478
OG0000754	Syao.g_00175	Prad.g_01475
OG0000755	Syao.g_00021	Prad.g_01472
OG0000756	Syao.g_00229	Prad.g_01470, Prad.g_01471
OG0000757	Syao.g_00252	Prad.g_01464
OG0000758	Syao.g_00251	Prad.g_01463
OG0000759	Syao.g_00250	Prad.g_01462
OG0000760	Syao.g_00249	Prad.g_01461
OG0000761	Syao.g_00248	Prad.g_01460
OG0000762	Syao.g_00246	Prad.g_01459
OG0000763	Syao.g_00242	Prad.g_01457
OG0000764	Syao.g_00241	Prad.g_01456
OG0000765	Syao.g_00267	Prad.g_01447
OG0000766	Syao.g_00266	Prad.g_01446
OG0000767	Syao.g_00264	Prad.g_01444
OG0000768	Syao.g_00263	Prad.g_01443
OG0000769	Syao.g_00261	Prad.g_01441
OG0000770	Syao.g_00257	Prad.g_01439
OG0000771	Syao.g_00506	Prad.g_00076
OG0000772	Syao.g_01523	Prad.g_00341
OG0000773	Syao.g_01447	Prad.g_00361
OG0000774	Syao.g_01442	Prad.g_00363
OG0000775	Syao.g_01440	Prad.g_00365
OG0000776	Syao.g_01439	Prad.g_00366
OG0000777	Syao.g_01438	Prad.g_00631
OG0000778	Syao.g_01437	Prad.g_00630
OG0000779	Syao.g_01469	Prad.g_00626
OG0000780	Syao.g_01456	Prad.g_00625
OG0000781	Syao.g_01452	Prad.g_00622
OG0000782	Syao.g_01451	Prad.g_00621
OG0000783	Syao.g_01450	Prad.g_00620
OG0000784	Syao.g_01449	Prad.g_00619
OG0000785	Syao.g_01481	Prad.g_00617
OG0000786	Syao.g_01473	Prad.g_00615
OG0000787	Syao.g_01472	Prad.g_00614
OG0000788	Syao.g_00870	Prad.g_00607
OG0000789	Syao.g_00623	Prad.g_00604
OG0000790	Syao.g_00041, Syao.g_00315	Prad.g_00589
OG0000791	Syao.g_00043	Prad.g_00587
OG0000792	Syao.g_00044	Prad.g_00586
OG0000793	Syao.g_02700	Prad.g_00583
OG0000794	Syao.g_02703	Prad.g_00582
OG0000795	Syao.g_02704	Prad.g_00581
OG0000796	Syao.g_02708	Prad.g_00577
OG0000797	Syao.g_02709	Prad.g_00576
OG0000799	Syao.g_01525	Prad.g_00533
OG0000800	Syao.g_01526	Prad.g_00532
OG0000801	Syao.g_01527	Prad.g_00531
OG0000802	Syao.g_01531	Prad.g_00529
OG0000803	Syao.g_01534	Prad.g_00527
OG0000804	Syao.g_01537	Prad.g_00526
OG0000805	Syao.g_01502	Prad.g_00524
OG0000806	Syao.g_01504	Prad.g_00522
OG0000807	Syao.g_01506	Prad.g_00521
OG0000808	Syao.g_01507	Prad.g_00520
OG0000809	Syao.g_01511	Prad.g_00517
OG0000810	Syao.g_01482	Prad.g_00516
OG0000811	Syao.g_01490	Prad.g_00512
OG0000812	Syao.g_01492	Prad.g_00510
OG0000813	Syao.g_01493	Prad.g_00509
OG0000814	Syao.g_01495	Prad.g_00507
OG0000815	Syao.g_01499	Prad.g_00506
OG0000816	Syao.g_01471	Prad.g_00504
OG0000817	Syao.g_01519	Prad.g_00503
OG0000818	Syao.g_00062	Prad.g_00498
OG0000819	Syao.g_00063	Prad.g_00497
OG0000820	Syao.g_00064	Prad.g_00496
OG0000821	Syao.g_00070	Prad.g_00491
OG0000822	Syao.g_00072	Prad.g_00490
OG0000823	Syao.g_00073	Prad.g_00489
OG0000824	Syao.g_00079	Prad.g_00486
OG0000825	Syao.g_00080	Prad.g_00485
OG0000826	Syao.g_00081	Prad.g_00484
OG0000827	Syao.g_00082	Prad.g_00483
OG0000828	Syao.g_00085	Prad.g_00480
OG0000829	Syao.g_00086	Prad.g_00479
OG0000830	Syao.g_00087	Prad.g_00478
OG0000831	Syao.g_00089	Prad.g_00476
OG0000832	Syao.g_01696	Prad.g_00470
OG0000833	Syao.g_01612	Prad.g_00462
OG0000834	Syao.g_01610	Prad.g_00461
OG0000835	Syao.g_01609	Prad.g_00460
OG0000836	Syao.g_01606	Prad.g_00459
OG0000837	Syao.g_01605	Prad.g_00458
OG0000838	Syao.g_01601	Prad.g_00456
OG0000839	Syao.g_01600	Prad.g_00455
OG0000840	Syao.g_01599	Prad.g_00454
OG0000841	Syao.g_01598	Prad.g_00453
OG0000842	Syao.g_01597	Prad.g_00452
OG0000843	Syao.g_01596	Prad.g_00451
OG0000844	Syao.g_01594	Prad.g_00450
OG0000845	Syao.g_01593	Prad.g_00449
OG0000846	Syao.g_01592	Prad.g_00448
OG0000847	Syao.g_01591	Prad.g_00447
OG0000848	Syao.g_01589	Prad.g_00446
OG0000849	Syao.g_01588	Prad.g_00445
OG0000850	Syao.g_01585	Prad.g_00443
OG0000851	Syao.g_01582	Prad.g_00442
OG0000852	Syao.g_01581	Prad.g_00441
OG0000853	Syao.g_01577	Prad.g_00437
OG0000854	Syao.g_01575	Prad.g_00435
OG0000855	Syao.g_01574	Prad.g_00434
OG0000856	Syao.g_01327	Prad.g_00419
OG0000857	Syao.g_00774	Prad.g_00388
OG0000858	Syao.g_01567	Prad.g_00947
OG0000859	Syao.g_01566	Prad.g_00946
OG0000860	Syao.g_01552	Prad.g_00939
OG0000861	Syao.g_01551	Prad.g_00938
OG0000862	Syao.g_01542	Prad.g_00937
OG0000863	Syao.g_01540	Prad.g_00935
OG0000864	Syao.g_01017	Prad.g_00934
OG0000866	Syao.g_01686	Prad.g_00932
OG0000867	Syao.g_01685	Prad.g_00931
OG0000868	Syao.g_01682	Prad.g_00930
OG0000869	Syao.g_01677	Prad.g_00926
OG0000870	Syao.g_01672	Prad.g_00921
OG0000871	Syao.g_01671	Prad.g_00920
OG0000872	Syao.g_01665	Prad.g_00919
OG0000873	Syao.g_01662	Prad.g_00916
OG0000874	Syao.g_01660	Prad.g_00913
OG0000875	Syao.g_01658	Prad.g_00912
OG0000876	Syao.g_00536	Prad.g_00911
OG0000877	Syao.g_01654	Prad.g_00909
OG0000878	Syao.g_01653	Prad.g_00908
OG0000879	Syao.g_01652	Prad.g_00907
OG0000880	Syao.g_01651	Prad.g_00906
OG0000881	Syao.g_01647	Prad.g_00902
OG0000882	Syao.g_01642	Prad.g_00897
OG0000883	Syao.g_01638	Prad.g_00895
OG0000884	Syao.g_01636	Prad.g_00893
OG0000885	Syao.g_01635	Prad.g_00892
OG0000886	Syao.g_01634	Prad.g_00891
OG0000887	Syao.g_01633	Prad.g_00890
OG0000888	Syao.g_01631	Prad.g_00888
OG0000889	Syao.g_01629	Prad.g_00886
OG0000890	Syao.g_01626	Prad.g_00885
OG0000891	Syao.g_01625	Prad.g_00884
OG0000892	Syao.g_01695	Prad.g_00882
OG0000893	Syao.g_01934	Prad.g_00879
OG0000894	Syao.g_01937	Prad.g_00877
OG0000895	Syao.g_01916	Prad.g_00874
OG0000896	Syao.g_01917	Prad.g_00873
OG0000897	Syao.g_01919	Prad.g_00871
OG0000898	Syao.g_01920	Prad.g_00870
OG0000899	Syao.g_01921	Prad.g_00869
OG0000900	Syao.g_01922	Prad.g_00868
OG0000901	Syao.g_01927	Prad.g_00865
OG0000902	Syao.g_01929	Prad.g_00863
OG0000903	Syao.g_01798	Prad.g_00860
OG0000904	Syao.g_01804	Prad.g_00858
OG0000905	Syao.g_01862	Prad.g_00853
OG0000906	Syao.g_01931	Prad.g_00852
OG0000907	Syao.g_01796	Prad.g_00849
OG0000908	Syao.g_01793	Prad.g_00846
OG0000909	Syao.g_01792	Prad.g_00845
OG0000910	Syao.g_01791	Prad.g_00844
OG0000911	Syao.g_01789	Prad.g_00842
OG0000912	Syao.g_01788	Prad.g_00841
OG0000913	Syao.g_01787	Prad.g_00840
OG0000914	Syao.g_01786	Prad.g_00839
OG0000915	Syao.g_01784	Prad.g_00838
OG0000916	Syao.g_01783	Prad.g_00837
OG0000917	Syao.g_01782	Prad.g_00836
OG0000918	Syao.g_01781	Prad.g_00835
OG0000919	Syao.g_01780	Prad.g_00834
OG0000920	Syao.g_01779	Prad.g_00833
OG0000921	Syao.g_01778	Prad.g_00832
OG0000922	Syao.g_01777	Prad.g_00831
OG0000923	Syao.g_01772	Prad.g_00827
OG0000924	Syao.g_01771	Prad.g_00826
OG0000925	Syao.g_01770	Prad.g_00825
OG0000926	Syao.g_01769	Prad.g_00824
OG0000927	Syao.g_01767	Prad.g_00822
OG0000928	Syao.g_01766	Prad.g_00821
OG0000929	Syao.g_01765	Prad.g_00820
OG0000930	Syao.g_01764	Prad.g_00819
OG0000931	Syao.g_01763	Prad.g_00818
OG0000932	Syao.g_01762	Prad.g_00817
OG0000933	Syao.g_01811	Prad.g_00813
OG0000934	Syao.g_01809	Prad.g_00811
OG0000935	Syao.g_01808	Prad.g_00810
OG0000936	Syao.g_01843	Prad.g_00809
OG0000937	Syao.g_01842	Prad.g_00808
OG0000938	Syao.g_01839	Prad.g_00806
OG0000939	Syao.g_01838	Prad.g_00805
OG0000940	Syao.g_01830	Prad.g_00798
OG0000941	Syao.g_01828	Prad.g_00796
OG0000942	Syao.g_01826	Prad.g_00794
OG0000943	Syao.g_01824	Prad.g_00793
OG0000944	Syao.g_01822	Prad.g_00792
OG0000945	Syao.g_01821	Prad.g_00791
OG0000946	Syao.g_01852	Prad.g_00787
OG0000947	Syao.g_01849	Prad.g_00785
OG0000948	Syao.g_01848	Prad.g_00784
OG0000949	Syao.g_01970	Prad.g_00781
OG0000950	Syao.g_01957	Prad.g_00776
OG0000951	Syao.g_02262	Prad.g_00772
OG0000952	Syao.g_02266	Prad.g_00768
OG0000953	Syao.g_02130	Prad.g_00765
OG0000954	Syao.g_02135	Prad.g_01641
OG0000955	Syao.g_02136	Prad.g_01640
OG0000956	Syao.g_02138	Prad.g_01638
OG0000957	Syao.g_01951	Prad.g_01633
OG0000958	Syao.g_01950	Prad.g_01632
OG0000959	Syao.g_01947	Prad.g_01628
OG0000960	Syao.g_01946	Prad.g_01627
OG0000961	Syao.g_02496	Prad.g_01625
OG0000962	Syao.g_02191	Prad.g_01623
OG0000963	Syao.g_02186	Prad.g_01620
OG0000964	Syao.g_02185	Prad.g_01619
OG0000965	Syao.g_02184	Prad.g_01618
OG0000966	Syao.g_02172	Prad.g_01611
OG0000967	Syao.g_02167	Prad.g_01607
OG0000968	Syao.g_02199	Prad.g_01605
OG0000969	Syao.g_02200	Prad.g_01604
OG0000970	Syao.g_02201	Prad.g_01603
OG0000971	Syao.g_02203	Prad.g_01602
OG0000972	Syao.g_02204	Prad.g_01601
OG0000973	Syao.g_02205	Prad.g_01600
OG0000974	Syao.g_02206	Prad.g_01599
OG0000975	Syao.g_02207	Prad.g_01598
OG0000976	Syao.g_02208	Prad.g_01597
OG0000977	Syao.g_02210	Prad.g_01596
OG0000978	Syao.g_02211	Prad.g_01595
OG0000979	Syao.g_02214	Prad.g_01592
OG0000980	Syao.g_02217	Prad.g_01590
OG0000981	Syao.g_02220	Prad.g_01588
OG0000982	Syao.g_02437	Prad.g_01586
OG0000983	Syao.g_02438	Prad.g_01585
OG0000984	Syao.g_02439	Prad.g_01584
OG0000985	Syao.g_02443	Prad.g_01581
OG0000986	Syao.g_02445	Prad.g_01579
OG0000987	Syao.g_02447	Prad.g_01578
OG0000988	Syao.g_02452	Prad.g_01575
OG0000989	Syao.g_02368	Prad.g_01571
OG0000990	Syao.g_02362	Prad.g_01568
OG0000991	Syao.g_02354	Prad.g_01567
OG0000992	Syao.g_02279	Prad.g_01565
OG0000993	Syao.g_02280	Prad.g_01564
OG0000994	Syao.g_02283	Prad.g_01563
OG0000995	Syao.g_02287	Prad.g_01559
OG0000996	Syao.g_02305	Prad.g_01558
OG0000997	Syao.g_02326	Prad.g_01557
OG0000998	Syao.g_02328	Prad.g_01555
OG0000999	Syao.g_02329	Prad.g_01554
OG0001000	Syao.g_02333	Prad.g_01551
OG0001001	Syao.g_02338	Prad.g_01549
OG0001002	Syao.g_02345	Prad.g_01545
OG0001003	Syao.g_02347	Prad.g_01544
OG0001004	Syao.g_02348	Prad.g_01543
OG0001005	Syao.g_02194	Prad.g_01542
OG0001006	Syao.g_02159	Prad.g_01538
OG0001007	Syao.g_02161	Prad.g_01536
OG0001008	Syao.g_01737	Prad.g_00070
OG0001009	Syao.g_02239	Prad.g_01959
OG0001010	Syao.g_02238	Prad.g_01958
OG0001011	Syao.g_02236	Prad.g_01957
OG0001012	Syao.g_00322	Prad.g_01944
OG0001013	Syao.g_02413	Prad.g_01938
OG0001014	Syao.g_02407	Prad.g_01935
OG0001015	Syao.g_02406	Prad.g_01934
OG0001016	Syao.g_02622	Prad.g_01920
OG0001017	Syao.g_02628	Prad.g_01916
OG0001018	Syao.g_02630	Prad.g_01913
OG0001019	Syao.g_02654	Prad.g_01904
OG0001020	Syao.g_02663	Prad.g_01903
OG0001021	Syao.g_02666	Prad.g_01902
OG0001022	Syao.g_02670	Prad.g_01899
OG0001023	Syao.g_02671	Prad.g_01898
OG0001024	Syao.g_01018	Prad.g_01895
OG0001025	Syao.g_02597	Prad.g_01889
OG0001026	Syao.g_02594	Prad.g_01882
OG0001027	Syao.g_02564	Prad.g_01881
OG0001028	Syao.g_02568	Prad.g_01879
OG0001029	Syao.g_02570	Prad.g_01878
OG0001030	Syao.g_02545	Prad.g_01863
OG0001031	Syao.g_02528	Prad.g_01805
OG0001032	Syao.g_02530	Prad.g_01804
OG0001033	Syao.g_01016	Prad.g_01783
OG0001034	Syao.g_01704	Prad.g_01755
OG0001035	Syao.g_02101	Prad.g_01737
OG0001036	Syao.g_02096	Prad.g_01732
OG0001037	Syao.g_02094	Prad.g_01731
OG0001038	Syao.g_02065	Prad.g_01713
OG0001039	Syao.g_02062	Prad.g_01710
OG0001040	Syao.g_02059	Prad.g_01708
OG0001041	Syao.g_02055	Prad.g_01704
OG0001042	Syao.g_02032	Prad.g_01687
OG0001043	Syao.g_02028	Prad.g_01686
OG0001044	Syao.g_01878	Prad.g_01658
OG0001045	Syao.g_01865	Prad.g_01649
OG0001046	Syao.g_00827	Prad.g_00730
OG0001047	Syao.g_01739	Prad.g_00068
OG0001048	Syao.g_01740	Prad.g_00067
OG0001049	Syao.g_01616	Prad.g_00065
OG0001050	Syao.g_01618	Prad.g_00064
OG0001051	Syao.g_01619	Prad.g_00063
OG0001052	Syao.g_02686	Prad.g_00036
OG0001053	Syao.g_00025	Prad.g_00024
OG0001054	Syao.g_00104	Prad.g_00131
OG0001055	Syao.g_00156	Prad.g_00112
OG0001056	Syao.g_01417	Prad.g_00093
OG0001057	Syao.g_00879	Prad.g_01331
OG0001058	Syao.g_00862	Prad.g_01339
OG0001059	Syao.g_00858	Prad.g_01343
OG0001060	Syao.g_00852	Prad.g_01350
OG0001062	Syao.g_01050	Prad.g_01365
OG0001063	Syao.g_01042	Prad.g_01367
OG0001064	Syao.g_01041	Prad.g_01368
OG0001065	Syao.g_01040	Prad.g_01369
OG0001066	Syao.g_01039	Prad.g_01370
OG0001067	Syao.g_01038	Prad.g_01371
OG0001068	Syao.g_01037	Prad.g_01372
OG0001069	Syao.g_01036	Prad.g_01373
OG0001070	Syao.g_01032	Prad.g_01376
OG0001071	Syao.g_01031	Prad.g_01377
OG0001072	Syao.g_01027	Prad.g_01379
OG0001073	Syao.g_00991	Prad.g_01393
OG0001074	Syao.g_00392	Prad.g_01404
OG0001075	Syao.g_00391	Prad.g_01405
OG0001076	Syao.g_01339	Prad.g_01413
OG0001077	Syao.g_01323	Prad.g_01417
OG0001078	Syao.g_00895	Prad.g_01425
OG0001079	Syao.g_00911	Prad.g_01221
OG0001081	Syao.g_00925	Prad.g_01229
OG0001082	Syao.g_00926	Prad.g_01230
OG0001083	Syao.g_00934	Prad.g_01235
OG0001084	Syao.g_00935	Prad.g_01236
OG0001085	Syao.g_00947	Prad.g_01244
OG0001086	Syao.g_00949	Prad.g_01245
OG0001087	Syao.g_01419	Prad.g_01262
OG0001088	Syao.g_00211	Prad.g_01263
OG0001089	Syao.g_00376	Prad.g_01271
OG0001090	Syao.g_00494	Prad.g_01050
OG0001091	Syao.g_00491	Prad.g_01052
OG0001092	Syao.g_00489	Prad.g_01053
OG0001093	Syao.g_00482	Prad.g_01058
OG0001094	Syao.g_00750	Prad.g_01140
OG0001095	Syao.g_00771	Prad.g_01159
OG0001096	Syao.g_00786	Prad.g_01172
OG0001097	Syao.g_00552	Prad.g_00303
OG0001098	Syao.g_00731	Prad.g_00288
OG0001099	Syao.g_02569	Prad.g_00256
OG0001100	Syao.g_00957	Prad.g_00252
OG0001101	Syao.g_00959	Prad.g_00250
OG0001102	Syao.g_00962	Prad.g_00248
OG0001103	Syao.g_00964	Prad.g_00246
OG0001105	Syao.g_00736	Prad.g_00219
OG0001106	Syao.g_00688	Prad.g_00195
OG0001107	Syao.g_00676	Prad.g_00188
OG0001108	Syao.g_00669	Prad.g_00184
OG0001109	Syao.g_00667	Prad.g_00183
OG0001110	Syao.g_00665	Prad.g_00181
OG0001111	Syao.g_00663	Prad.g_00180
OG0001112	Syao.g_00661	Prad.g_00179
OG0001113	Syao.g_00660	Prad.g_00178
OG0001114	Syao.g_00659	Prad.g_00177
OG0001115	Syao.g_00832	Prad.g_00175
OG0001116	Syao.g_00830	Prad.g_00174
OG0001117	Syao.g_00829	Prad.g_00173
OG0001118	Syao.g_00828	Prad.g_00172
OG0001119	Syao.g_00826	Prad.g_00171
OG0001120	Syao.g_00822	Prad.g_00169
OG0001121	Syao.g_01294	Prad.g_01991, Prad.g_00166
OG0001122	Syao.g_00445	Prad.g_00141
OG0001123	Syao.g_00451	Prad.g_00137
OG0001124	Syao.g_00453	Prad.g_00135
OG0001125	Syao.g_00456	Prad.g_00134
OG0001126	Syao.g_00504	Prad.g_01030
OG0001127	Syao.g_00505	Prad.g_01029
OG0001128	Syao.g_00508	Prad.g_01026
OG0001129	Syao.g_00510	Prad.g_01025
OG0001130	Syao.g_00511	Prad.g_01024
OG0001131	Syao.g_01387	Prad.g_00990
OG0001132	Syao.g_01221	Prad.g_00981
OG0001133	Syao.g_01333	Prad.g_00655
OG0001134	Syao.g_01428	Prad.g_01989
OG0001135	Syao.g_01424	Prad.g_01526
OG0001136	Syao.g_00126	Prad.g_01499
OG0001137	Syao.g_00194	Prad.g_01488
OG0001138	Syao.g_00227	Prad.g_01469
OG0001139	Syao.g_00225	Prad.g_01468
OG0001140	Syao.g_00224	Prad.g_01467
OG0001141	Syao.g_00254	Prad.g_01466
OG0001142	Syao.g_00253	Prad.g_01465
OG0001143	Syao.g_00243	Prad.g_01458
OG0001144	Syao.g_00276	Prad.g_01453
OG0001145	Syao.g_01446	Prad.g_00362
OG0001146	Syao.g_01455	Prad.g_00624
OG0001147	Syao.g_00095	Prad.g_00608
OG0001148	Syao.g_00038	Prad.g_00592
OG0001149	Syao.g_00039	Prad.g_00591
OG0001150	Syao.g_00040	Prad.g_00590
OG0001151	Syao.g_02706	Prad.g_00579
OG0001152	Syao.g_02707	Prad.g_00578
OG0001153	Syao.g_00083	Prad.g_00482
OG0001154	Syao.g_00084	Prad.g_00481
OG0001155	Syao.g_01747	Prad.g_00469
OG0001156	Syao.g_01744	Prad.g_00466
OG0001157	Syao.g_01743	Prad.g_00465
OG0001158	Syao.g_01742	Prad.g_00464
OG0001159	Syao.g_01741	Prad.g_00463
OG0001160	Syao.g_01579	Prad.g_00439
OG0001161	Syao.g_02373	Prad.g_00426
OG0001162	Syao.g_02650	Prad.g_00415
OG0001163	Syao.g_01571	Prad.g_00949
OG0001164	Syao.g_01564	Prad.g_00945
OG0001165	Syao.g_01559	Prad.g_00942
OG0001166	Syao.g_01673	Prad.g_00922
OG0001167	Syao.g_01006	Prad.g_00905
OG0001168	Syao.g_01648	Prad.g_00903
OG0001169	Syao.g_01646	Prad.g_00901
OG0001170	Syao.g_01644	Prad.g_00899
OG0001171	Syao.g_01632	Prad.g_00889
