Orthogroup	Syao	Prbh
OG0000566	Syao.g_00845	Prbh.g_00265
OG0000567	Syao.g_00841	Prbh.g_00261
OG0000568	Syao.g_00839	Prbh.g_00260
OG0000569	Syao.g_00838	Prbh.g_00259
OG0000570	Syao.g_00837	Prbh.g_00258
OG0000571	Syao.g_00834	Prbh.g_00256
OG0000572	Syao.g_01033	Prbh.g_00244
OG0000573	Syao.g_01022	Prbh.g_00238
OG0000574	Syao.g_01021	Prbh.g_00237
OG0000575	Syao.g_01000	Prbh.g_00233
OG0000576	Syao.g_00996	Prbh.g_00231
OG0000577	Syao.g_00995	Prbh.g_00230
OG0000578	Syao.g_00994	Prbh.g_00229
OG0000579	Syao.g_00993	Prbh.g_00228
OG0000580	Syao.g_00992	Prbh.g_00227
OG0000581	Syao.g_01059	Prbh.g_00224
OG0000582	Syao.g_01204	Prbh.g_00221
OG0000583	Syao.g_01205	Prbh.g_00220
OG0000584	Syao.g_01206	Prbh.g_00219
OG0000585	Syao.g_01054	Prbh.g_00217
OG0000586	Syao.g_01055	Prbh.g_00216
OG0000587	Syao.g_01057	Prbh.g_00215
OG0000588	Syao.g_00406	Prbh.g_01465
OG0000589	Syao.g_01342	Prbh.g_01462
OG0000590	Syao.g_01341	Prbh.g_01461
OG0000591	Syao.g_01330	Prbh.g_01457
OG0000592	Syao.g_01329	Prbh.g_01456
OG0000593	Syao.g_00890	Prbh.g_01221
OG0000594	Syao.g_00891	Prbh.g_01220
OG0000595	Syao.g_00892	Prbh.g_01219
OG0000596	Syao.g_00897	Prbh.g_01216
OG0000597	Syao.g_00900	Prbh.g_01213
OG0000598	Syao.g_00901	Prbh.g_01212
OG0000599	Syao.g_00908	Prbh.g_01209
OG0000600	Syao.g_00909	Prbh.g_01208
OG0000601	Syao.g_00910	Prbh.g_01207
OG0000602	Syao.g_00914	Prbh.g_01205
OG0000603	Syao.g_00915	Prbh.g_01204
OG0000604	Syao.g_00918	Prbh.g_01203
OG0000606	Syao.g_00924	Prbh.g_01199
OG0000607	Syao.g_00927	Prbh.g_01196
OG0000608	Syao.g_00928	Prbh.g_01195
OG0000609	Syao.g_00930	Prbh.g_01194
OG0000610	Syao.g_00940	Prbh.g_01188
OG0000611	Syao.g_00943	Prbh.g_01185
OG0000612	Syao.g_00944	Prbh.g_01184
OG0000613	Syao.g_01979	Prbh.g_00907
OG0000614	Syao.g_00375	Prbh.g_00928
OG0000615	Syao.g_00978	Prbh.g_00939
OG0000616	Syao.g_02342	Prbh.g_01487
OG0000617	Syao.g_00486	Prbh.g_01167
OG0000618	Syao.g_00485	Prbh.g_01166
OG0000619	Syao.g_00484	Prbh.g_01165
OG0000620	Syao.g_00479	Prbh.g_01162
OG0000621	Syao.g_00478	Prbh.g_01161
OG0000622	Syao.g_00476	Prbh.g_01160
OG0000623	Syao.g_00475	Prbh.g_01159
OG0000624	Syao.g_00473	Prbh.g_01157
OG0000625	Syao.g_00472	Prbh.g_01156
OG0000626	Syao.g_00471	Prbh.g_01155
OG0000627	Syao.g_00567	Prbh.g_01154
OG0000628	Syao.g_00566	Prbh.g_01153
OG0000629	Syao.g_00590	Prbh.g_01151
OG0000630	Syao.g_00585	Prbh.g_01148
OG0000631	Syao.g_00644	Prbh.g_01056
OG0000632	Syao.g_00643	Prbh.g_01057
OG0000633	Syao.g_00642	Prbh.g_01058
OG0000634	Syao.g_00752	Prbh.g_00949
OG0000635	Syao.g_00753	Prbh.g_00950
OG0000636	Syao.g_00755	Prbh.g_00952
OG0000637	Syao.g_00757	Prbh.g_00954
OG0000638	Syao.g_00758	Prbh.g_00955
OG0000639	Syao.g_00759	Prbh.g_00956
OG0000640	Syao.g_00760	Prbh.g_00957
OG0000641	Syao.g_00764	Prbh.g_00961
OG0000642	Syao.g_00765	Prbh.g_00962
OG0000643	Syao.g_00767	Prbh.g_00963
OG0000644	Syao.g_00768	Prbh.g_00964
OG0000645	Syao.g_00770	Prbh.g_00965
OG0000646	Syao.g_00773	Prbh.g_00967
OG0000647	Syao.g_00775	Prbh.g_00969
OG0000648	Syao.g_00777	Prbh.g_00971
OG0000649	Syao.g_00778	Prbh.g_00972
OG0000650	Syao.g_00779	Prbh.g_00973
OG0000651	Syao.g_00780	Prbh.g_00974
OG0000652	Syao.g_00781	Prbh.g_00975
OG0000653	Syao.g_00783	Prbh.g_00977
OG0000654	Syao.g_00784	Prbh.g_00978
OG0000655	Syao.g_00785	Prbh.g_00979
OG0000656	Syao.g_00789	Prbh.g_00982
OG0000657	Syao.g_00435	Prbh.g_00989
OG0000658	Syao.g_00560	Prbh.g_00991
OG0000659	Syao.g_00559	Prbh.g_00992
OG0000660	Syao.g_00555	Prbh.g_00996
OG0000661	Syao.g_00553	Prbh.g_00998
OG0000662	Syao.g_00535	Prbh.g_01001
OG0000663	Syao.g_00532	Prbh.g_01003
OG0000664	Syao.g_00530	Prbh.g_01004
OG0000665	Syao.g_01436	Prbh.g_01010
OG0000666	Syao.g_02120	Prbh.g_01011
OG0000667	Syao.g_01375	Prbh.g_01015
OG0000668	Syao.g_02678	Prbh.g_00857
OG0000669	Syao.g_00955	Prbh.g_00868
OG0000670	Syao.g_00958	Prbh.g_00871
OG0000671	Syao.g_00960	Prbh.g_00873
OG0000672	Syao.g_00963	Prbh.g_00876
OG0000673	Syao.g_00966	Prbh.g_00879
OG0000674	Syao.g_00968	Prbh.g_00881
OG0000675	Syao.g_00969	Prbh.g_00882
OG0000676	Syao.g_00971	Prbh.g_00884
OG0000677	Syao.g_00972	Prbh.g_00885
OG0000678	Syao.g_00974	Prbh.g_00887
OG0000679	Syao.g_00981	Prbh.g_00891
OG0000680	Syao.g_00982	Prbh.g_00892
OG0000681	Syao.g_00985	Prbh.g_00895
OG0000682	Syao.g_00986	Prbh.g_00896
OG0000683	Syao.g_00987	Prbh.g_00897
OG0000684	Syao.g_00990	Prbh.g_00898
OG0000685	Syao.g_00733	Prbh.g_00900
OG0000686	Syao.g_00734	Prbh.g_00901
OG0000687	Syao.g_00735	Prbh.g_00902
OG0000688	Syao.g_00741	Prbh.g_01179
OG0000689	Syao.g_00743	Prbh.g_01178
OG0000690	Syao.g_00744	Prbh.g_01177
OG0000691	Syao.g_00745	Prbh.g_01176
OG0000692	Syao.g_00747	Prbh.g_01174
OG0000693	Syao.g_00748	Prbh.g_01173
OG0000694	Syao.g_00749	Prbh.g_01172
OG0000695	Syao.g_00639	Prbh.g_01060
OG0000696	Syao.g_00638	Prbh.g_01061
OG0000697	Syao.g_00636	Prbh.g_01062
OG0000698	Syao.g_00633	Prbh.g_01065
OG0000699	Syao.g_00631	Prbh.g_01066
OG0000700	Syao.g_00630	Prbh.g_01067
OG0000701	Syao.g_00629	Prbh.g_01068
OG0000702	Syao.g_00705	Prbh.g_01070
OG0000703	Syao.g_00693	Prbh.g_01071
OG0000704	Syao.g_00689	Prbh.g_01073
OG0000705	Syao.g_00682	Prbh.g_01079
OG0000706	Syao.g_00681	Prbh.g_01080
OG0000707	Syao.g_00680	Prbh.g_01081
OG0000708	Syao.g_00677	Prbh.g_01083
OG0000709	Syao.g_00670	Prbh.g_01087
OG0000710	Syao.g_00666	Prbh.g_01090
OG0000711	Syao.g_00815	Prbh.g_01106
OG0000712	Syao.g_00813	Prbh.g_01107
OG0000713	Syao.g_00812	Prbh.g_01108
OG0000714	Syao.g_00810	Prbh.g_01109
OG0000715	Syao.g_00808	Prbh.g_01111
OG0000716	Syao.g_00804	Prbh.g_01113
OG0000717	Syao.g_00803	Prbh.g_01114
OG0000718	Syao.g_00794	Prbh.g_01116
OG0000719	Syao.g_00444	Prbh.g_01118
OG0000720	Syao.g_00457	Prbh.g_01129
OG0000721	Syao.g_00459	Prbh.g_01133
OG0000722	Syao.g_00460	Prbh.g_01134
OG0000723	Syao.g_00469	Prbh.g_01138
OG0000724	Syao.g_00513	Prbh.g_01036
OG0000725	Syao.g_00385	Prbh.g_01030
OG0000726	Syao.g_00384	Prbh.g_01029
OG0000727	Syao.g_00383	Prbh.g_01028
OG0000728	Syao.g_00381	Prbh.g_01026
OG0000729	Syao.g_02190	Prbh.g_01351
OG0000730	Syao.g_01880	Prbh.g_01325
OG0000731	Syao.g_01868	Prbh.g_00432
OG0000733	Syao.g_01427	Prbh.g_01867
OG0000734	Syao.g_02592	Prbh.g_01299
OG0000735	Syao.g_00140	Prbh.g_01297
OG0000736	Syao.g_00139	Prbh.g_01296
OG0000737	Syao.g_00138	Prbh.g_01295
OG0000738	Syao.g_00132	Prbh.g_01291
OG0000739	Syao.g_00131	Prbh.g_01290
OG0000740	Syao.g_00130	Prbh.g_01289
OG0000741	Syao.g_00127	Prbh.g_01287
OG0000742	Syao.g_00124	Prbh.g_01284
OG0000743	Syao.g_00217	Prbh.g_01282
OG0000744	Syao.g_00216	Prbh.g_01280
OG0000745	Syao.g_00213	Prbh.g_01279
OG0000746	Syao.g_00210	Prbh.g_01277
OG0000747	Syao.g_00208	Prbh.g_01276
OG0000748	Syao.g_00193	Prbh.g_01272
OG0000749	Syao.g_00192	Prbh.g_01271
OG0000750	Syao.g_00191	Prbh.g_01270
OG0000751	Syao.g_00185	Prbh.g_01267
OG0000752	Syao.g_00183	Prbh.g_01265
OG0000753	Syao.g_00180	Prbh.g_01262
OG0000754	Syao.g_00175	Prbh.g_01260
OG0000755	Syao.g_00021	Prbh.g_01254
OG0000756	Syao.g_00229	Prbh.g_01253
OG0000757	Syao.g_00252	Prbh.g_01246
OG0000758	Syao.g_00251	Prbh.g_01245
OG0000759	Syao.g_00250	Prbh.g_01244
OG0000760	Syao.g_00249	Prbh.g_01243
OG0000761	Syao.g_00248	Prbh.g_01242
OG0000762	Syao.g_00246	Prbh.g_01241
OG0000763	Syao.g_00242	Prbh.g_01239
OG0000764	Syao.g_00241	Prbh.g_01238
OG0000765	Syao.g_00267	Prbh.g_01230
OG0000766	Syao.g_00266	Prbh.g_01229
OG0000767	Syao.g_00264	Prbh.g_01227
OG0000768	Syao.g_00263	Prbh.g_01226
OG0000769	Syao.g_00261	Prbh.g_01224
OG0000770	Syao.g_00257	Prbh.g_01451
OG0000771	Syao.g_00506	Prbh.g_01397
OG0000772	Syao.g_01523	Prbh.g_01845
OG0000773	Syao.g_01447	Prbh.g_01364
OG0000774	Syao.g_01442	Prbh.g_01366
OG0000775	Syao.g_01440	Prbh.g_01368
OG0000776	Syao.g_01439	Prbh.g_01369
OG0000777	Syao.g_01438	Prbh.g_01370
OG0000778	Syao.g_01437	Prbh.g_01371
OG0000779	Syao.g_01469	Prbh.g_01375
OG0000780	Syao.g_01456	Prbh.g_01376
OG0000781	Syao.g_01452	Prbh.g_01379
OG0000782	Syao.g_01451	Prbh.g_01380
OG0000783	Syao.g_01450	Prbh.g_01381
OG0000784	Syao.g_01449	Prbh.g_01382
OG0000785	Syao.g_01481	Prbh.g_01384
OG0000786	Syao.g_01473	Prbh.g_01387
OG0000787	Syao.g_01472	Prbh.g_01388
OG0000788	Syao.g_00870	Prbh.g_00206
OG0000789	Syao.g_00623	Prbh.g_00196
OG0000790	Syao.g_00041, Syao.g_00315	Prbh.g_00014
OG0000791	Syao.g_00043	Prbh.g_00016
OG0000792	Syao.g_00044	Prbh.g_00017
OG0000793	Syao.g_02700	Prbh.g_00021
OG0000794	Syao.g_02703	Prbh.g_00022
OG0000795	Syao.g_02704	Prbh.g_00023
OG0000796	Syao.g_02708	Prbh.g_00027
OG0000797	Syao.g_02709	Prbh.g_00028
OG0000798	Syao.g_02066	Prbh.g_00033
OG0000799	Syao.g_01525	Prbh.g_00079
OG0000800	Syao.g_01526	Prbh.g_00080
OG0000801	Syao.g_01527	Prbh.g_00081
OG0000802	Syao.g_01531	Prbh.g_00083
OG0000803	Syao.g_01534	Prbh.g_00085
OG0000804	Syao.g_01537	Prbh.g_00086
OG0000805	Syao.g_01502	Prbh.g_00088
OG0000806	Syao.g_01504	Prbh.g_00090
OG0000807	Syao.g_01506	Prbh.g_00091
OG0000808	Syao.g_01507	Prbh.g_00092
OG0000809	Syao.g_01511	Prbh.g_00094
OG0000810	Syao.g_01482	Prbh.g_00095
OG0000811	Syao.g_01490	Prbh.g_00102
OG0000812	Syao.g_01492	Prbh.g_00104
OG0000813	Syao.g_01493	Prbh.g_00105
OG0000814	Syao.g_01495	Prbh.g_00107
OG0000815	Syao.g_01499	Prbh.g_00108
OG0000816	Syao.g_01471	Prbh.g_00110
OG0000817	Syao.g_01519	Prbh.g_00111
OG0000818	Syao.g_00062	Prbh.g_00116
OG0000819	Syao.g_00063	Prbh.g_00117
OG0000820	Syao.g_00064	Prbh.g_00118
OG0000821	Syao.g_00070	Prbh.g_00122
OG0000822	Syao.g_00072	Prbh.g_00123
OG0000823	Syao.g_00073	Prbh.g_00124
OG0000824	Syao.g_00079	Prbh.g_00127
OG0000825	Syao.g_00080	Prbh.g_00128
OG0000826	Syao.g_00081	Prbh.g_00129
OG0000827	Syao.g_00082	Prbh.g_00130
OG0000828	Syao.g_00085	Prbh.g_00133
OG0000829	Syao.g_00086	Prbh.g_00134
OG0000830	Syao.g_00087	Prbh.g_00135
OG0000831	Syao.g_00089	Prbh.g_00137
OG0000832	Syao.g_01696	Prbh.g_00147
OG0000833	Syao.g_01612	Prbh.g_00156
OG0000834	Syao.g_01610	Prbh.g_00157
OG0000835	Syao.g_01609	Prbh.g_00158
OG0000836	Syao.g_01606	Prbh.g_00159
OG0000837	Syao.g_01605	Prbh.g_00160
OG0000838	Syao.g_01601	Prbh.g_00163
OG0000839	Syao.g_01600	Prbh.g_00164
OG0000840	Syao.g_01599	Prbh.g_00165
OG0000841	Syao.g_01598	Prbh.g_00166
OG0000842	Syao.g_01597	Prbh.g_00167
OG0000843	Syao.g_01596	Prbh.g_00168
OG0000844	Syao.g_01594	Prbh.g_00169
OG0000845	Syao.g_01593	Prbh.g_00170
OG0000846	Syao.g_01592	Prbh.g_00171
OG0000847	Syao.g_01591	Prbh.g_00172
OG0000848	Syao.g_01589	Prbh.g_00173
OG0000849	Syao.g_01588	Prbh.g_00174
OG0000850	Syao.g_01585	Prbh.g_00176
OG0000851	Syao.g_01582	Prbh.g_00177
OG0000852	Syao.g_01581	Prbh.g_00178
OG0000853	Syao.g_01577	Prbh.g_00183
OG0000854	Syao.g_01575	Prbh.g_00185
OG0000855	Syao.g_01574	Prbh.g_00186
OG0000856	Syao.g_01327	Prbh.g_01454
OG0000857	Syao.g_00774	Prbh.g_00968
OG0000858	Syao.g_01567	Prbh.g_01789
OG0000859	Syao.g_01566	Prbh.g_01788
OG0000860	Syao.g_01552	Prbh.g_01780
OG0000861	Syao.g_01551	Prbh.g_01779
OG0000862	Syao.g_01542	Prbh.g_01778
OG0000863	Syao.g_01540	Prbh.g_01776
OG0000864	Syao.g_01017	Prbh.g_01775
OG0000866	Syao.g_01686	Prbh.g_01773
OG0000867	Syao.g_01685	Prbh.g_01772
OG0000868	Syao.g_01682	Prbh.g_01770
OG0000869	Syao.g_01677	Prbh.g_01767
OG0000870	Syao.g_01672	Prbh.g_01762
OG0000871	Syao.g_01671	Prbh.g_01761
OG0000872	Syao.g_01665	Prbh.g_01760
OG0000873	Syao.g_01662	Prbh.g_01757
OG0000874	Syao.g_01660	Prbh.g_01754
OG0000875	Syao.g_01658	Prbh.g_01752
OG0000876	Syao.g_00536	Prbh.g_01751
OG0000877	Syao.g_01654	Prbh.g_01749
OG0000878	Syao.g_01653	Prbh.g_01748
OG0000879	Syao.g_01652	Prbh.g_01747
OG0000880	Syao.g_01651	Prbh.g_01746
OG0000881	Syao.g_01647	Prbh.g_01742
OG0000882	Syao.g_01642	Prbh.g_01737
OG0000883	Syao.g_01638	Prbh.g_01735
OG0000884	Syao.g_01636	Prbh.g_01733
OG0000885	Syao.g_01635	Prbh.g_01732
OG0000886	Syao.g_01634	Prbh.g_01731
OG0000887	Syao.g_01633	Prbh.g_01730
OG0000888	Syao.g_01631	Prbh.g_01728
OG0000889	Syao.g_01629	Prbh.g_01726
OG0000890	Syao.g_01626	Prbh.g_01725
OG0000891	Syao.g_01625	Prbh.g_01724
OG0000892	Syao.g_01695	Prbh.g_01723
OG0000893	Syao.g_01934	Prbh.g_01719
OG0000894	Syao.g_01937	Prbh.g_01716
OG0000895	Syao.g_01916	Prbh.g_01712
OG0000896	Syao.g_01917	Prbh.g_01711
OG0000897	Syao.g_01919	Prbh.g_01709
OG0000898	Syao.g_01920	Prbh.g_01708
OG0000899	Syao.g_01921	Prbh.g_01707
OG0000900	Syao.g_01922	Prbh.g_01706
OG0000901	Syao.g_01927	Prbh.g_01703
OG0000902	Syao.g_01929	Prbh.g_01701
OG0000903	Syao.g_01798	Prbh.g_01697
OG0000904	Syao.g_01804	Prbh.g_01692
OG0000905	Syao.g_01862	Prbh.g_01699
OG0000906	Syao.g_01931	Prbh.g_01700
OG0000907	Syao.g_01796	Prbh.g_01687
OG0000908	Syao.g_01793	Prbh.g_01684
OG0000909	Syao.g_01792	Prbh.g_01683
OG0000910	Syao.g_01791	Prbh.g_01682
OG0000911	Syao.g_01789	Prbh.g_01680
OG0000912	Syao.g_01788	Prbh.g_01679
OG0000913	Syao.g_01787	Prbh.g_01678
OG0000914	Syao.g_01786	Prbh.g_01677
OG0000915	Syao.g_01784	Prbh.g_01676
OG0000916	Syao.g_01783	Prbh.g_01675
OG0000917	Syao.g_01782	Prbh.g_01674
OG0000918	Syao.g_01781	Prbh.g_01673
OG0000919	Syao.g_01780	Prbh.g_01672
OG0000920	Syao.g_01779	Prbh.g_01671
OG0000921	Syao.g_01778	Prbh.g_01670
OG0000922	Syao.g_01777	Prbh.g_01669
OG0000923	Syao.g_01772	Prbh.g_01665
OG0000924	Syao.g_01771	Prbh.g_01664
OG0000925	Syao.g_01770	Prbh.g_01663
OG0000926	Syao.g_01769	Prbh.g_01662
OG0000927	Syao.g_01767	Prbh.g_01660
OG0000928	Syao.g_01766	Prbh.g_01659
OG0000929	Syao.g_01765	Prbh.g_01658
OG0000930	Syao.g_01764	Prbh.g_01657
OG0000931	Syao.g_01763	Prbh.g_01656
OG0000932	Syao.g_01762	Prbh.g_01655
OG0000933	Syao.g_01811	Prbh.g_01651
OG0000934	Syao.g_01809	Prbh.g_01649
OG0000935	Syao.g_01808	Prbh.g_01648
OG0000936	Syao.g_01843	Prbh.g_01647
OG0000937	Syao.g_01842	Prbh.g_01646
OG0000938	Syao.g_01839	Prbh.g_01643
OG0000939	Syao.g_01838	Prbh.g_01642
OG0000940	Syao.g_01830	Prbh.g_01635
OG0000941	Syao.g_01828	Prbh.g_01633
OG0000942	Syao.g_01826	Prbh.g_01631
OG0000943	Syao.g_01824	Prbh.g_01630
OG0000944	Syao.g_01822	Prbh.g_01628
OG0000945	Syao.g_01821	Prbh.g_01627
OG0000946	Syao.g_01852	Prbh.g_01621
OG0000947	Syao.g_01849	Prbh.g_01619
OG0000948	Syao.g_01848	Prbh.g_01618
OG0000949	Syao.g_01970	Prbh.g_01615
OG0000950	Syao.g_01957	Prbh.g_01608
OG0000951	Syao.g_02262	Prbh.g_01604
OG0000952	Syao.g_02266	Prbh.g_01600
OG0000953	Syao.g_02130	Prbh.g_01596
OG0000954	Syao.g_02135	Prbh.g_01592
OG0000955	Syao.g_02136	Prbh.g_01591
OG0000956	Syao.g_02138	Prbh.g_01589
OG0000957	Syao.g_01951	Prbh.g_01583
OG0000958	Syao.g_01950	Prbh.g_01582
OG0000959	Syao.g_01947	Prbh.g_01578
OG0000960	Syao.g_01946	Prbh.g_01577
OG0000961	Syao.g_02496	Prbh.g_01574
OG0000962	Syao.g_02191	Prbh.g_01572
OG0000963	Syao.g_02186	Prbh.g_01568
OG0000964	Syao.g_02185	Prbh.g_01567
OG0000965	Syao.g_02184	Prbh.g_01566
OG0000966	Syao.g_02172	Prbh.g_01560
OG0000967	Syao.g_02167	Prbh.g_01556
OG0000968	Syao.g_02199	Prbh.g_01554
OG0000969	Syao.g_02200	Prbh.g_01553
OG0000970	Syao.g_02201	Prbh.g_01552
OG0000971	Syao.g_02203	Prbh.g_01551
OG0000972	Syao.g_02204	Prbh.g_01550
OG0000973	Syao.g_02205	Prbh.g_01549
OG0000974	Syao.g_02206	Prbh.g_01548
OG0000975	Syao.g_02207	Prbh.g_01547
OG0000976	Syao.g_02208	Prbh.g_01546
OG0000977	Syao.g_02210	Prbh.g_01545
OG0000978	Syao.g_02211	Prbh.g_01544
OG0000979	Syao.g_02214	Prbh.g_01541
OG0000980	Syao.g_02217	Prbh.g_01539
OG0000981	Syao.g_02220	Prbh.g_01536
OG0000982	Syao.g_02437	Prbh.g_01534
OG0000983	Syao.g_02438	Prbh.g_01533
OG0000984	Syao.g_02439	Prbh.g_01532
OG0000985	Syao.g_02443	Prbh.g_01529
OG0000986	Syao.g_02445	Prbh.g_01527
OG0000987	Syao.g_02447	Prbh.g_01526
OG0000988	Syao.g_02452	Prbh.g_01523
OG0000989	Syao.g_02368	Prbh.g_01519
OG0000990	Syao.g_02362	Prbh.g_01514
OG0000991	Syao.g_02354	Prbh.g_01513
OG0000992	Syao.g_02279	Prbh.g_01510
OG0000993	Syao.g_02280	Prbh.g_01509
OG0000994	Syao.g_02283	Prbh.g_01508
OG0000995	Syao.g_02287	Prbh.g_01504
OG0000996	Syao.g_02305	Prbh.g_01503
OG0000997	Syao.g_02326	Prbh.g_01501
OG0000998	Syao.g_02328	Prbh.g_01499
OG0000999	Syao.g_02329	Prbh.g_01498
OG0001000	Syao.g_02333	Prbh.g_01495
OG0001001	Syao.g_02338	Prbh.g_01490
OG0001002	Syao.g_02345	Prbh.g_01485
OG0001003	Syao.g_02347	Prbh.g_01484
OG0001004	Syao.g_02348	Prbh.g_01483
OG0001005	Syao.g_02194	Prbh.g_01482
OG0001006	Syao.g_02159	Prbh.g_01478
OG0001007	Syao.g_02161	Prbh.g_01476
OG0001008	Syao.g_01737	Prbh.g_00395
OG0001009	Syao.g_02239	Prbh.g_00753
OG0001010	Syao.g_02238	Prbh.g_00752
OG0001011	Syao.g_02236	Prbh.g_00751
OG0001012	Syao.g_00322	Prbh.g_00739
OG0001013	Syao.g_02413	Prbh.g_00732
OG0001014	Syao.g_02407	Prbh.g_00729
OG0001015	Syao.g_02406	Prbh.g_00728
OG0001016	Syao.g_02622	Prbh.g_00709
OG0001017	Syao.g_02628	Prbh.g_00705
OG0001018	Syao.g_02630	Prbh.g_00703
OG0001019	Syao.g_02654	Prbh.g_00694
OG0001020	Syao.g_02663	Prbh.g_00693
OG0001021	Syao.g_02666	Prbh.g_00692
OG0001022	Syao.g_02670	Prbh.g_00689
OG0001023	Syao.g_02671	Prbh.g_00688
OG0001024	Syao.g_01018	Prbh.g_00685
OG0001025	Syao.g_02597	Prbh.g_00678
OG0001026	Syao.g_02594	Prbh.g_00670
OG0001027	Syao.g_02564	Prbh.g_00669
OG0001028	Syao.g_02568	Prbh.g_00667
OG0001029	Syao.g_02570	Prbh.g_00666
OG0001030	Syao.g_02545	Prbh.g_00650
OG0001031	Syao.g_02528	Prbh.g_00596
OG0001032	Syao.g_02530	Prbh.g_00595
OG0001033	Syao.g_01016	Prbh.g_00574
OG0001034	Syao.g_01704	Prbh.g_00544
OG0001035	Syao.g_02101	Prbh.g_00524
OG0001036	Syao.g_02096	Prbh.g_00520
OG0001037	Syao.g_02094	Prbh.g_00519
OG0001038	Syao.g_02065	Prbh.g_00501
OG0001039	Syao.g_02062	Prbh.g_00498
OG0001040	Syao.g_02059	Prbh.g_00496
OG0001041	Syao.g_02055	Prbh.g_00491
OG0001042	Syao.g_02032	Prbh.g_00474
OG0001043	Syao.g_02028	Prbh.g_00473
OG0001044	Syao.g_01878	Prbh.g_00440
OG0001045	Syao.g_01865	Prbh.g_00430
OG0001046	Syao.g_00827	Prbh.g_01877
OG0001047	Syao.g_01739	Prbh.g_00393
OG0001048	Syao.g_01740	Prbh.g_00392
OG0001049	Syao.g_01616	Prbh.g_00390
OG0001050	Syao.g_01618	Prbh.g_00389
OG0001051	Syao.g_01619	Prbh.g_00388
OG0001052	Syao.g_02686	Prbh.g_00360
OG0001053	Syao.g_00025	Prbh.g_00348
OG0001054	Syao.g_00104	Prbh.g_00333
OG0001055	Syao.g_00156	Prbh.g_00313
OG0001056	Syao.g_01417	Prbh.g_00293
OG0001057	Syao.g_00879	Prbh.g_00289
OG0001058	Syao.g_00862	Prbh.g_00281
OG0001059	Syao.g_00858	Prbh.g_00277
OG0001060	Syao.g_00852	Prbh.g_00270
OG0001062	Syao.g_01050	Prbh.g_00253
OG0001063	Syao.g_01042	Prbh.g_00251
OG0001064	Syao.g_01041	Prbh.g_00250
OG0001065	Syao.g_01040	Prbh.g_00249
OG0001066	Syao.g_01039	Prbh.g_00248
OG0001067	Syao.g_01038	Prbh.g_00247
OG0001068	Syao.g_01037	Prbh.g_00246
OG0001069	Syao.g_01036	Prbh.g_00245
OG0001070	Syao.g_01032	Prbh.g_00243
OG0001071	Syao.g_01031	Prbh.g_00242
OG0001072	Syao.g_01027	Prbh.g_00240
OG0001073	Syao.g_00991	Prbh.g_00226
OG0001074	Syao.g_00392	Prbh.g_00214
OG0001075	Syao.g_00391	Prbh.g_00213
OG0001076	Syao.g_01339	Prbh.g_01459
OG0001077	Syao.g_01323	Prbh.g_01453
OG0001078	Syao.g_00895	Prbh.g_01217
OG0001079	Syao.g_00911	Prbh.g_01206
OG0001081	Syao.g_00925	Prbh.g_01198
OG0001082	Syao.g_00926	Prbh.g_01197
OG0001083	Syao.g_00934	Prbh.g_01192
OG0001084	Syao.g_00935	Prbh.g_01191
OG0001085	Syao.g_00947	Prbh.g_00904
OG0001086	Syao.g_00949	Prbh.g_00905
OG0001087	Syao.g_01419	Prbh.g_00923
OG0001088	Syao.g_00211	Prbh.g_00924
OG0001089	Syao.g_00376	Prbh.g_00935
OG0001090	Syao.g_00494	Prbh.g_00946
OG0001091	Syao.g_00491	Prbh.g_01170
OG0001092	Syao.g_00489	Prbh.g_01169
OG0001093	Syao.g_00482	Prbh.g_01164
OG0001094	Syao.g_00750	Prbh.g_01171
OG0001095	Syao.g_00771	Prbh.g_00966
OG0001096	Syao.g_00786	Prbh.g_00980
OG0001097	Syao.g_00552	Prbh.g_00999
OG0001098	Syao.g_00731	Prbh.g_01019
OG0001099	Syao.g_02569	Prbh.g_00861
OG0001100	Syao.g_00957	Prbh.g_00870
OG0001101	Syao.g_00959	Prbh.g_00872
OG0001102	Syao.g_00962	Prbh.g_00875
OG0001103	Syao.g_00964	Prbh.g_00877
OG0001105	Syao.g_00736	Prbh.g_00903
OG0001106	Syao.g_00688	Prbh.g_01074
OG0001107	Syao.g_00676	Prbh.g_01084
OG0001108	Syao.g_00669	Prbh.g_01088
OG0001109	Syao.g_00667	Prbh.g_01089
OG0001110	Syao.g_00665	Prbh.g_01091
OG0001111	Syao.g_00663	Prbh.g_01092
OG0001112	Syao.g_00661	Prbh.g_01093
OG0001113	Syao.g_00660	Prbh.g_01094
OG0001114	Syao.g_00659	Prbh.g_01095
OG0001115	Syao.g_00832	Prbh.g_01097
OG0001116	Syao.g_00830	Prbh.g_01098
OG0001117	Syao.g_00829	Prbh.g_01099
OG0001118	Syao.g_00828	Prbh.g_01100
OG0001119	Syao.g_00826	Prbh.g_01101
OG0001120	Syao.g_00822	Prbh.g_01102
OG0001122	Syao.g_00445	Prbh.g_01119
OG0001123	Syao.g_00451	Prbh.g_01124
OG0001124	Syao.g_00453	Prbh.g_01126
OG0001125	Syao.g_00456	Prbh.g_01128
OG0001126	Syao.g_00504	Prbh.g_01042
OG0001127	Syao.g_00505	Prbh.g_01041
OG0001128	Syao.g_00508	Prbh.g_01039
OG0001129	Syao.g_00510	Prbh.g_01038
OG0001130	Syao.g_00511	Prbh.g_01037
OG0001131	Syao.g_01387	Prbh.g_00411
