Orthogroup	Syao	Pram
OG0000588	Syao.g_00406	Pram.g_00556
OG0000589	Syao.g_01342	Pram.g_00559
OG0000590	Syao.g_01341	Pram.g_00560
OG0000591	Syao.g_01330	Pram.g_00564
OG0000592	Syao.g_01329	Pram.g_00565
OG0000593	Syao.g_00890	Pram.g_01078
OG0000594	Syao.g_00891	Pram.g_01077
OG0000595	Syao.g_00892	Pram.g_01076
OG0000596	Syao.g_00897	Pram.g_01073
OG0000597	Syao.g_00900	Pram.g_01070
OG0000598	Syao.g_00901	Pram.g_01069
OG0000599	Syao.g_00908	Pram.g_01066
OG0000600	Syao.g_00909	Pram.g_01065
OG0000601	Syao.g_00910	Pram.g_01064
OG0000602	Syao.g_00914	Pram.g_01062
OG0000603	Syao.g_00915	Pram.g_01061
OG0000604	Syao.g_00918	Pram.g_01060
OG0000606	Syao.g_00924	Pram.g_01056
OG0000607	Syao.g_00927	Pram.g_01053
OG0000608	Syao.g_00928	Pram.g_01052
OG0000609	Syao.g_00930	Pram.g_01051
OG0000610	Syao.g_00940	Pram.g_01045
OG0000611	Syao.g_00943	Pram.g_01042
OG0000612	Syao.g_00944	Pram.g_01041
OG0000613	Syao.g_01979	Pram.g_00763
OG0000614	Syao.g_00375	Pram.g_00784
OG0000615	Syao.g_00978	Pram.g_00795
OG0000616	Syao.g_02342	Pram.g_01927
OG0000617	Syao.g_00486	Pram.g_01024
OG0000618	Syao.g_00485	Pram.g_01023
OG0000619	Syao.g_00484	Pram.g_01022
OG0000620	Syao.g_00479	Pram.g_01019
OG0000621	Syao.g_00478	Pram.g_01018
OG0000622	Syao.g_00476	Pram.g_01017
OG0000623	Syao.g_00475	Pram.g_01016
OG0000624	Syao.g_00473	Pram.g_01014
OG0000625	Syao.g_00472	Pram.g_01013
OG0000626	Syao.g_00471	Pram.g_01012
OG0000627	Syao.g_00567	Pram.g_01011
OG0000628	Syao.g_00566	Pram.g_01010
OG0000629	Syao.g_00590	Pram.g_01008
OG0000630	Syao.g_00585	Pram.g_01005
OG0000631	Syao.g_00644	Pram.g_00913
OG0000632	Syao.g_00643	Pram.g_00914
OG0000633	Syao.g_00642	Pram.g_00915
OG0000634	Syao.g_00752	Pram.g_00805
OG0000635	Syao.g_00753	Pram.g_00806
OG0000636	Syao.g_00755	Pram.g_00808
OG0000637	Syao.g_00757	Pram.g_00810
OG0000638	Syao.g_00758	Pram.g_00811
OG0000639	Syao.g_00759	Pram.g_00812
OG0000640	Syao.g_00760	Pram.g_00813
OG0000641	Syao.g_00764	Pram.g_00817
OG0000642	Syao.g_00765	Pram.g_00818
OG0000643	Syao.g_00767	Pram.g_00819
OG0000644	Syao.g_00768	Pram.g_00820
OG0000645	Syao.g_00770	Pram.g_00821
OG0000646	Syao.g_00773	Pram.g_00823
OG0000647	Syao.g_00775	Pram.g_00825
OG0000648	Syao.g_00777	Pram.g_00827
OG0000649	Syao.g_00778	Pram.g_00828
OG0000650	Syao.g_00779	Pram.g_00829
OG0000651	Syao.g_00780	Pram.g_00830
OG0000652	Syao.g_00781	Pram.g_00831
OG0000653	Syao.g_00783	Pram.g_00833
OG0000654	Syao.g_00784	Pram.g_00834
OG0000655	Syao.g_00785	Pram.g_00835
OG0000656	Syao.g_00789	Pram.g_00838
OG0000657	Syao.g_00435	Pram.g_00845
OG0000658	Syao.g_00560	Pram.g_00847
OG0000659	Syao.g_00559	Pram.g_00848
OG0000660	Syao.g_00555	Pram.g_00852
OG0000661	Syao.g_00553	Pram.g_00854
OG0000662	Syao.g_00535	Pram.g_00857
OG0000663	Syao.g_00532	Pram.g_00859
OG0000664	Syao.g_00530	Pram.g_00860
OG0000665	Syao.g_01436	Pram.g_00866
OG0000666	Syao.g_02120	Pram.g_00867
OG0000667	Syao.g_01375	Pram.g_00872
OG0000668	Syao.g_02678	Pram.g_00713
OG0000669	Syao.g_00955	Pram.g_00724
OG0000670	Syao.g_00958	Pram.g_00727
OG0000671	Syao.g_00960	Pram.g_00729
OG0000672	Syao.g_00963	Pram.g_00732
OG0000673	Syao.g_00966	Pram.g_00735
OG0000674	Syao.g_00968	Pram.g_00737
OG0000675	Syao.g_00969	Pram.g_00738
OG0000676	Syao.g_00971	Pram.g_00740
OG0000677	Syao.g_00972	Pram.g_00741
OG0000678	Syao.g_00974	Pram.g_00743
OG0000679	Syao.g_00981	Pram.g_00747
OG0000680	Syao.g_00982	Pram.g_00748
OG0000681	Syao.g_00985	Pram.g_00751
OG0000682	Syao.g_00986	Pram.g_00752
OG0000683	Syao.g_00987	Pram.g_00753
OG0000684	Syao.g_00990	Pram.g_00754
OG0000685	Syao.g_00733	Pram.g_00756
OG0000686	Syao.g_00734	Pram.g_00757
OG0000687	Syao.g_00735	Pram.g_00758
OG0000688	Syao.g_00741	Pram.g_01036
OG0000689	Syao.g_00743	Pram.g_01035
OG0000690	Syao.g_00744	Pram.g_01034
OG0000691	Syao.g_00745	Pram.g_01033
OG0000692	Syao.g_00747	Pram.g_01031
OG0000693	Syao.g_00748	Pram.g_01030
OG0000694	Syao.g_00749	Pram.g_01029
OG0000695	Syao.g_00639	Pram.g_00917
OG0000696	Syao.g_00638	Pram.g_00918
OG0000697	Syao.g_00636	Pram.g_00919
OG0000698	Syao.g_00633	Pram.g_00922
OG0000699	Syao.g_00631	Pram.g_00923
OG0000700	Syao.g_00630	Pram.g_00924
OG0000701	Syao.g_00629	Pram.g_00925
OG0000702	Syao.g_00705	Pram.g_00927
OG0000703	Syao.g_00693	Pram.g_00928
OG0000704	Syao.g_00689	Pram.g_00930
OG0000705	Syao.g_00682	Pram.g_00936
OG0000706	Syao.g_00681	Pram.g_00937
OG0000707	Syao.g_00680	Pram.g_00938
OG0000708	Syao.g_00677	Pram.g_00940
OG0000709	Syao.g_00670	Pram.g_00944
OG0000710	Syao.g_00666	Pram.g_00947
OG0000711	Syao.g_00815	Pram.g_00963
OG0000712	Syao.g_00813	Pram.g_00964
OG0000713	Syao.g_00812	Pram.g_00965
OG0000714	Syao.g_00810	Pram.g_00966
OG0000715	Syao.g_00808	Pram.g_00968
OG0000716	Syao.g_00804	Pram.g_00970
OG0000717	Syao.g_00803	Pram.g_00971
OG0000718	Syao.g_00794	Pram.g_00973
OG0000719	Syao.g_00444	Pram.g_00975
OG0000720	Syao.g_00457	Pram.g_00986
OG0000721	Syao.g_00459	Pram.g_00990
OG0000722	Syao.g_00460	Pram.g_00991
OG0000723	Syao.g_00469	Pram.g_00995
OG0000724	Syao.g_00513	Pram.g_00893
OG0000725	Syao.g_00385	Pram.g_00887
OG0000726	Syao.g_00384	Pram.g_00886
OG0000727	Syao.g_00383	Pram.g_00885
OG0000728	Syao.g_00381	Pram.g_00883
OG0000729	Syao.g_02190	Pram.g_01208
OG0000730	Syao.g_01880	Pram.g_01182
OG0000731	Syao.g_01868	Pram.g_00335
OG0000733	Syao.g_01427	Pram.g_01547
OG0000734	Syao.g_02592	Pram.g_01156
OG0000735	Syao.g_00140	Pram.g_01154
OG0000736	Syao.g_00139	Pram.g_01153
OG0000737	Syao.g_00138	Pram.g_01152
OG0000738	Syao.g_00132	Pram.g_01148
OG0000739	Syao.g_00131	Pram.g_01147
OG0000740	Syao.g_00130	Pram.g_01146
OG0000741	Syao.g_00127	Pram.g_01144
OG0000742	Syao.g_00124	Pram.g_01141
OG0000743	Syao.g_00217	Pram.g_01139
OG0000744	Syao.g_00216	Pram.g_01137
OG0000745	Syao.g_00213	Pram.g_01136
OG0000746	Syao.g_00210	Pram.g_01134
OG0000747	Syao.g_00208	Pram.g_01133
OG0000748	Syao.g_00193	Pram.g_01129
OG0000749	Syao.g_00192	Pram.g_01128
OG0000750	Syao.g_00191	Pram.g_01127
OG0000751	Syao.g_00185	Pram.g_01124
OG0000752	Syao.g_00183	Pram.g_01122
OG0000753	Syao.g_00180	Pram.g_01119
OG0000754	Syao.g_00175	Pram.g_01117
OG0000755	Syao.g_00021	Pram.g_01111
OG0000756	Syao.g_00229	Pram.g_01110
OG0000757	Syao.g_00252	Pram.g_01103
OG0000758	Syao.g_00251	Pram.g_01102
OG0000759	Syao.g_00250	Pram.g_01101
OG0000760	Syao.g_00249	Pram.g_01100
OG0000761	Syao.g_00248	Pram.g_01099
OG0000762	Syao.g_00246	Pram.g_01098
OG0000763	Syao.g_00242	Pram.g_01096
OG0000764	Syao.g_00241	Pram.g_01095
OG0000765	Syao.g_00267	Pram.g_01087
OG0000766	Syao.g_00266	Pram.g_01086
OG0000767	Syao.g_00264	Pram.g_01084
OG0000768	Syao.g_00263	Pram.g_01083
OG0000769	Syao.g_00261	Pram.g_01081
OG0000770	Syao.g_00257	Pram.g_00570
OG0000771	Syao.g_00506	Pram.g_01254
OG0000772	Syao.g_01523	Pram.g_01569
OG0000773	Syao.g_01447	Pram.g_01221
OG0000774	Syao.g_01442	Pram.g_01223
OG0000775	Syao.g_01440	Pram.g_01225
OG0000776	Syao.g_01439	Pram.g_01226
OG0000777	Syao.g_01438	Pram.g_01227
OG0000778	Syao.g_01437	Pram.g_01228
OG0000779	Syao.g_01469	Pram.g_01232
OG0000780	Syao.g_01456	Pram.g_01233
OG0000781	Syao.g_01452	Pram.g_01236
OG0000782	Syao.g_01451	Pram.g_01237
OG0000783	Syao.g_01450	Pram.g_01238
OG0000784	Syao.g_01449	Pram.g_01239
OG0000785	Syao.g_01481	Pram.g_01241
OG0000786	Syao.g_01473	Pram.g_01244
OG0000787	Syao.g_01472	Pram.g_01245
OG0000788	Syao.g_00870	Pram.g_01271
OG0000789	Syao.g_00623	Pram.g_01281
OG0000790	Syao.g_00041, Syao.g_00315	Pram.g_01463
OG0000791	Syao.g_00043	Pram.g_01461
OG0000792	Syao.g_00044	Pram.g_01460
OG0000793	Syao.g_02700	Pram.g_01456
OG0000794	Syao.g_02703	Pram.g_01455
OG0000795	Syao.g_02704	Pram.g_01454
OG0000796	Syao.g_02708	Pram.g_01450
OG0000797	Syao.g_02709	Pram.g_01449
OG0000798	Syao.g_02066	Pram.g_01444
OG0000799	Syao.g_01525	Pram.g_01398
OG0000800	Syao.g_01526	Pram.g_01397
OG0000801	Syao.g_01527	Pram.g_01396
OG0000802	Syao.g_01531	Pram.g_01394
OG0000803	Syao.g_01534	Pram.g_01392
OG0000804	Syao.g_01537	Pram.g_01391
OG0000805	Syao.g_01502	Pram.g_01389
OG0000806	Syao.g_01504	Pram.g_01387
OG0000807	Syao.g_01506	Pram.g_01386
OG0000808	Syao.g_01507	Pram.g_01385
OG0000809	Syao.g_01511	Pram.g_01383
OG0000810	Syao.g_01482	Pram.g_01382
OG0000811	Syao.g_01490	Pram.g_01375
OG0000812	Syao.g_01492	Pram.g_01373
OG0000813	Syao.g_01493	Pram.g_01372
OG0000814	Syao.g_01495	Pram.g_01370
OG0000815	Syao.g_01499	Pram.g_01369
OG0000816	Syao.g_01471	Pram.g_01367
OG0000817	Syao.g_01519	Pram.g_01366
OG0000818	Syao.g_00062	Pram.g_01361
OG0000819	Syao.g_00063	Pram.g_01360
OG0000820	Syao.g_00064	Pram.g_01359
OG0000821	Syao.g_00070	Pram.g_01355
OG0000822	Syao.g_00072	Pram.g_01354
OG0000823	Syao.g_00073	Pram.g_01353
OG0000824	Syao.g_00079	Pram.g_01350
OG0000825	Syao.g_00080	Pram.g_01349
OG0000826	Syao.g_00081	Pram.g_01348
OG0000827	Syao.g_00082	Pram.g_01347
OG0000828	Syao.g_00085	Pram.g_01344
OG0000829	Syao.g_00086	Pram.g_01343
OG0000830	Syao.g_00087	Pram.g_01342
OG0000831	Syao.g_00089	Pram.g_01340
OG0000832	Syao.g_01696	Pram.g_01330
OG0000833	Syao.g_01612	Pram.g_01321
OG0000834	Syao.g_01610	Pram.g_01320
OG0000835	Syao.g_01609	Pram.g_01319
OG0000836	Syao.g_01606	Pram.g_01318
OG0000837	Syao.g_01605	Pram.g_01317
OG0000838	Syao.g_01601	Pram.g_01314
OG0000839	Syao.g_01600	Pram.g_01313
OG0000840	Syao.g_01599	Pram.g_01312
OG0000841	Syao.g_01598	Pram.g_01311
OG0000842	Syao.g_01597	Pram.g_01310
OG0000843	Syao.g_01596	Pram.g_01309
OG0000844	Syao.g_01594	Pram.g_01308
OG0000845	Syao.g_01593	Pram.g_01307
OG0000846	Syao.g_01592	Pram.g_01306
OG0000847	Syao.g_01591	Pram.g_01305
OG0000848	Syao.g_01589	Pram.g_01304
OG0000849	Syao.g_01588	Pram.g_01303
OG0000850	Syao.g_01585	Pram.g_01301
OG0000851	Syao.g_01582	Pram.g_01300
OG0000852	Syao.g_01581	Pram.g_01299
OG0000853	Syao.g_01577	Pram.g_01294
OG0000854	Syao.g_01575	Pram.g_01292
OG0000855	Syao.g_01574	Pram.g_01291
OG0000856	Syao.g_01327	Pram.g_00567
OG0000857	Syao.g_00774	Pram.g_00824
OG0000858	Syao.g_01567	Pram.g_01625
OG0000859	Syao.g_01566	Pram.g_01626
OG0000860	Syao.g_01552	Pram.g_01634
OG0000861	Syao.g_01551	Pram.g_01635
OG0000862	Syao.g_01542	Pram.g_01636
OG0000863	Syao.g_01540	Pram.g_01638
OG0000864	Syao.g_01017	Pram.g_01639
OG0000866	Syao.g_01686	Pram.g_01641
OG0000867	Syao.g_01685	Pram.g_01642
OG0000868	Syao.g_01682	Pram.g_01644
OG0000869	Syao.g_01677	Pram.g_01647
OG0000870	Syao.g_01672	Pram.g_01652
OG0000871	Syao.g_01671	Pram.g_01653
OG0000872	Syao.g_01665	Pram.g_01654
OG0000873	Syao.g_01662	Pram.g_01657
OG0000874	Syao.g_01660	Pram.g_01660
OG0000875	Syao.g_01658	Pram.g_01662
OG0000876	Syao.g_00536	Pram.g_01663
OG0000877	Syao.g_01654	Pram.g_01665
OG0000878	Syao.g_01653	Pram.g_01666
OG0000879	Syao.g_01652	Pram.g_01667
OG0000880	Syao.g_01651	Pram.g_01668
OG0000881	Syao.g_01647	Pram.g_01672
OG0000882	Syao.g_01642	Pram.g_01677
OG0000883	Syao.g_01638	Pram.g_01679
OG0000884	Syao.g_01636	Pram.g_01681
OG0000885	Syao.g_01635	Pram.g_01682
OG0000886	Syao.g_01634	Pram.g_01683
OG0000887	Syao.g_01633	Pram.g_01684
OG0000888	Syao.g_01631	Pram.g_01686
OG0000889	Syao.g_01629	Pram.g_01688
OG0000890	Syao.g_01626	Pram.g_01689
OG0000891	Syao.g_01625	Pram.g_01690
OG0000892	Syao.g_01695	Pram.g_01691
OG0000893	Syao.g_01934	Pram.g_01695
OG0000894	Syao.g_01937	Pram.g_01698
OG0000895	Syao.g_01916	Pram.g_01702
OG0000896	Syao.g_01917	Pram.g_01703
OG0000897	Syao.g_01919	Pram.g_01705
OG0000898	Syao.g_01920	Pram.g_01706
OG0000899	Syao.g_01921	Pram.g_01707
OG0000900	Syao.g_01922	Pram.g_01708
OG0000901	Syao.g_01927	Pram.g_01711
OG0000902	Syao.g_01929	Pram.g_01713
OG0000903	Syao.g_01798	Pram.g_01717
OG0000904	Syao.g_01804	Pram.g_01722
OG0000905	Syao.g_01862	Pram.g_01715
OG0000906	Syao.g_01931	Pram.g_01714
OG0000907	Syao.g_01796	Pram.g_01727
OG0000908	Syao.g_01793	Pram.g_01730
OG0000909	Syao.g_01792	Pram.g_01731
OG0000910	Syao.g_01791	Pram.g_01732
OG0000911	Syao.g_01789	Pram.g_01734
OG0000912	Syao.g_01788	Pram.g_01735
OG0000913	Syao.g_01787	Pram.g_01736
OG0000914	Syao.g_01786	Pram.g_01737
OG0000915	Syao.g_01784	Pram.g_01738
OG0000916	Syao.g_01783	Pram.g_01739
OG0000917	Syao.g_01782	Pram.g_01740
OG0000918	Syao.g_01781	Pram.g_01741
OG0000919	Syao.g_01780	Pram.g_01742
OG0000920	Syao.g_01779	Pram.g_01743
OG0000921	Syao.g_01778	Pram.g_01744
OG0000922	Syao.g_01777	Pram.g_01745
OG0000923	Syao.g_01772	Pram.g_01749
OG0000924	Syao.g_01771	Pram.g_01750
OG0000925	Syao.g_01770	Pram.g_01751
OG0000926	Syao.g_01769	Pram.g_01752
OG0000927	Syao.g_01767	Pram.g_01754
OG0000928	Syao.g_01766	Pram.g_01755
OG0000929	Syao.g_01765	Pram.g_01756
OG0000930	Syao.g_01764	Pram.g_01757
OG0000931	Syao.g_01763	Pram.g_01758
OG0000932	Syao.g_01762	Pram.g_01759
OG0000933	Syao.g_01811	Pram.g_01763
OG0000934	Syao.g_01809	Pram.g_01765
OG0000935	Syao.g_01808	Pram.g_01766
OG0000936	Syao.g_01843	Pram.g_01767
OG0000937	Syao.g_01842	Pram.g_01768
OG0000938	Syao.g_01839	Pram.g_01771
OG0000939	Syao.g_01838	Pram.g_01772
OG0000940	Syao.g_01830	Pram.g_01779
OG0000941	Syao.g_01828	Pram.g_01781
OG0000942	Syao.g_01826	Pram.g_01783
OG0000943	Syao.g_01824	Pram.g_01784
OG0000944	Syao.g_01822	Pram.g_01786
OG0000945	Syao.g_01821	Pram.g_01787
OG0000946	Syao.g_01852	Pram.g_01793
OG0000947	Syao.g_01849	Pram.g_01795
OG0000948	Syao.g_01848	Pram.g_01796
OG0000949	Syao.g_01970	Pram.g_01799
OG0000950	Syao.g_01957	Pram.g_01806
OG0000951	Syao.g_02262	Pram.g_01810
OG0000952	Syao.g_02266	Pram.g_01814
OG0000953	Syao.g_02130	Pram.g_01818
OG0000954	Syao.g_02135	Pram.g_01822
OG0000955	Syao.g_02136	Pram.g_01823
OG0000956	Syao.g_02138	Pram.g_01825
OG0000957	Syao.g_01951	Pram.g_01831
OG0000958	Syao.g_01950	Pram.g_01832
OG0000959	Syao.g_01947	Pram.g_01836
OG0000960	Syao.g_01946	Pram.g_01837
OG0000961	Syao.g_02496	Pram.g_01840
OG0000962	Syao.g_02191	Pram.g_01842
OG0000963	Syao.g_02186	Pram.g_01846
OG0000964	Syao.g_02185	Pram.g_01847
OG0000965	Syao.g_02184	Pram.g_01848
OG0000966	Syao.g_02172	Pram.g_01854
OG0000967	Syao.g_02167	Pram.g_01858
OG0000968	Syao.g_02199	Pram.g_01860
OG0000969	Syao.g_02200	Pram.g_01861
OG0000970	Syao.g_02201	Pram.g_01862
OG0000971	Syao.g_02203	Pram.g_01863
OG0000972	Syao.g_02204	Pram.g_01864
OG0000973	Syao.g_02205	Pram.g_01865
OG0000974	Syao.g_02206	Pram.g_01866
OG0000975	Syao.g_02207	Pram.g_01867
OG0000976	Syao.g_02208	Pram.g_01868
OG0000977	Syao.g_02210	Pram.g_01869
OG0000978	Syao.g_02211	Pram.g_01870
OG0000979	Syao.g_02214	Pram.g_01873
OG0000980	Syao.g_02217	Pram.g_01875
OG0000981	Syao.g_02220	Pram.g_01878
OG0000982	Syao.g_02437	Pram.g_01880
OG0000983	Syao.g_02438	Pram.g_01881
OG0000984	Syao.g_02439	Pram.g_01882
OG0000985	Syao.g_02443	Pram.g_01885
OG0000986	Syao.g_02445	Pram.g_01887
OG0000987	Syao.g_02447	Pram.g_01888
OG0000988	Syao.g_02452	Pram.g_01891
OG0000989	Syao.g_02368	Pram.g_01895
OG0000990	Syao.g_02362	Pram.g_01900
OG0000991	Syao.g_02354	Pram.g_01901
OG0000992	Syao.g_02279	Pram.g_01904
OG0000993	Syao.g_02280	Pram.g_01905
OG0000994	Syao.g_02283	Pram.g_01906
OG0000995	Syao.g_02287	Pram.g_01910
OG0000996	Syao.g_02305	Pram.g_01911
OG0000997	Syao.g_02326	Pram.g_01913
OG0000998	Syao.g_02328	Pram.g_01915
OG0000999	Syao.g_02329	Pram.g_01916
OG0001000	Syao.g_02333	Pram.g_01919
OG0001001	Syao.g_02338	Pram.g_01924
OG0001002	Syao.g_02345	Pram.g_01929
OG0001003	Syao.g_02347	Pram.g_01930
OG0001004	Syao.g_02348	Pram.g_01931
OG0001005	Syao.g_02194	Pram.g_01932
OG0001006	Syao.g_02159	Pram.g_01936
OG0001007	Syao.g_02161	Pram.g_01938
OG0001008	Syao.g_01737	Pram.g_00372
OG0001009	Syao.g_02239	Pram.g_00014
OG0001010	Syao.g_02238	Pram.g_00015
OG0001011	Syao.g_02236	Pram.g_00016
OG0001012	Syao.g_00322	Pram.g_00028
OG0001013	Syao.g_02413	Pram.g_00035
OG0001014	Syao.g_02407	Pram.g_00038
OG0001015	Syao.g_02406	Pram.g_00039
OG0001016	Syao.g_02622	Pram.g_00058
OG0001017	Syao.g_02628	Pram.g_00062
OG0001018	Syao.g_02630	Pram.g_00064
OG0001019	Syao.g_02654	Pram.g_00073
OG0001020	Syao.g_02663	Pram.g_00074
OG0001021	Syao.g_02666	Pram.g_00075
OG0001022	Syao.g_02670	Pram.g_00078
OG0001023	Syao.g_02671	Pram.g_00079
OG0001024	Syao.g_01018	Pram.g_00082
OG0001025	Syao.g_02597	Pram.g_00089
OG0001026	Syao.g_02594	Pram.g_00097
OG0001027	Syao.g_02564	Pram.g_00098
OG0001028	Syao.g_02568	Pram.g_00100
OG0001029	Syao.g_02570	Pram.g_00101
OG0001030	Syao.g_02545	Pram.g_00117
OG0001031	Syao.g_02528	Pram.g_00171
OG0001032	Syao.g_02530	Pram.g_00172
OG0001033	Syao.g_01016	Pram.g_00193
OG0001034	Syao.g_01704	Pram.g_00223
OG0001035	Syao.g_02101	Pram.g_00243
OG0001036	Syao.g_02096	Pram.g_00247
OG0001037	Syao.g_02094	Pram.g_00248
OG0001038	Syao.g_02065	Pram.g_00266
OG0001039	Syao.g_02062	Pram.g_00269
OG0001040	Syao.g_02059	Pram.g_00271
OG0001041	Syao.g_02055	Pram.g_00276
OG0001042	Syao.g_02032	Pram.g_00293
OG0001043	Syao.g_02028	Pram.g_00294
OG0001044	Syao.g_01878	Pram.g_00327
OG0001045	Syao.g_01865	Pram.g_00337
OG0001046	Syao.g_00827	Pram.g_01537
OG0001047	Syao.g_01739	Pram.g_00374
OG0001048	Syao.g_01740	Pram.g_00375
OG0001049	Syao.g_01616	Pram.g_00377
OG0001050	Syao.g_01618	Pram.g_00378
OG0001051	Syao.g_01619	Pram.g_00379
OG0001052	Syao.g_02686	Pram.g_00407
OG0001053	Syao.g_00025	Pram.g_00419
OG0001054	Syao.g_00104	Pram.g_00434
OG0001055	Syao.g_00156	Pram.g_00454
OG0001056	Syao.g_01417	Pram.g_00474
OG0001057	Syao.g_00879	Pram.g_00478
OG0001058	Syao.g_00862	Pram.g_00486
OG0001059	Syao.g_00858	Pram.g_00490
OG0001060	Syao.g_00852	Pram.g_00497
OG0001062	Syao.g_01050	Pram.g_00514
OG0001063	Syao.g_01042	Pram.g_00516
OG0001064	Syao.g_01041	Pram.g_00517
OG0001065	Syao.g_01040	Pram.g_00518
OG0001066	Syao.g_01039	Pram.g_00519
OG0001067	Syao.g_01038	Pram.g_00520
OG0001068	Syao.g_01037	Pram.g_00521
OG0001069	Syao.g_01036	Pram.g_00522
OG0001070	Syao.g_01032	Pram.g_00524
OG0001071	Syao.g_01031	Pram.g_00525
OG0001072	Syao.g_01027	Pram.g_00527
OG0001073	Syao.g_00991	Pram.g_00541
OG0001074	Syao.g_00392	Pram.g_00553
OG0001075	Syao.g_00391	Pram.g_00554
OG0001076	Syao.g_01339	Pram.g_00562
OG0001077	Syao.g_01323	Pram.g_00568
OG0001078	Syao.g_00895	Pram.g_01074
OG0001079	Syao.g_00911	Pram.g_01063
OG0001081	Syao.g_00925	Pram.g_01055
OG0001082	Syao.g_00926	Pram.g_01054
OG0001083	Syao.g_00934	Pram.g_01049
OG0001084	Syao.g_00935	Pram.g_01048
OG0001085	Syao.g_00947	Pram.g_00760
OG0001086	Syao.g_00949	Pram.g_00761
OG0001087	Syao.g_01419	Pram.g_00779
OG0001088	Syao.g_00211	Pram.g_00780
OG0001089	Syao.g_00376	Pram.g_00791
OG0001090	Syao.g_00494	Pram.g_00802
OG0001091	Syao.g_00491	Pram.g_01027
OG0001092	Syao.g_00489	Pram.g_01026
OG0001093	Syao.g_00482	Pram.g_01021
OG0001094	Syao.g_00750	Pram.g_01028
OG0001095	Syao.g_00771	Pram.g_00822
OG0001096	Syao.g_00786	Pram.g_00836
OG0001097	Syao.g_00552	Pram.g_00855
OG0001098	Syao.g_00731	Pram.g_00876
OG0001099	Syao.g_02569	Pram.g_00717
OG0001100	Syao.g_00957	Pram.g_00726
OG0001101	Syao.g_00959	Pram.g_00728
OG0001102	Syao.g_00962	Pram.g_00731
OG0001103	Syao.g_00964	Pram.g_00733
OG0001105	Syao.g_00736	Pram.g_00759
OG0001106	Syao.g_00688	Pram.g_00931
OG0001107	Syao.g_00676	Pram.g_00941
OG0001108	Syao.g_00669	Pram.g_00945
OG0001109	Syao.g_00667	Pram.g_00946
OG0001110	Syao.g_00665	Pram.g_00948
OG0001111	Syao.g_00663	Pram.g_00949
OG0001112	Syao.g_00661	Pram.g_00950
OG0001113	Syao.g_00660	Pram.g_00951
OG0001114	Syao.g_00659	Pram.g_00952
OG0001115	Syao.g_00832	Pram.g_00954
OG0001116	Syao.g_00830	Pram.g_00955
OG0001117	Syao.g_00829	Pram.g_00956
OG0001118	Syao.g_00828	Pram.g_00957
OG0001119	Syao.g_00826	Pram.g_00958
OG0001120	Syao.g_00822	Pram.g_00959
OG0001122	Syao.g_00445	Pram.g_00976
OG0001123	Syao.g_00451	Pram.g_00981
OG0001124	Syao.g_00453	Pram.g_00983
OG0001125	Syao.g_00456	Pram.g_00985
OG0001126	Syao.g_00504	Pram.g_00899
OG0001127	Syao.g_00505	Pram.g_00898
OG0001128	Syao.g_00508	Pram.g_00896
OG0001129	Syao.g_00510	Pram.g_00895
OG0001130	Syao.g_00511	Pram.g_00894
OG0001131	Syao.g_01387	Pram.g_00356
OG0001132	Syao.g_01221	Pram.g_00683
OG0001133	Syao.g_01333	Pram.g_01469
OG0001134	Syao.g_01428	Pram.g_01546
OG0001135	Syao.g_01424	Pram.g_01549
OG0001136	Syao.g_00126	Pram.g_01143
OG0001137	Syao.g_00194	Pram.g_01130
OG0001138	Syao.g_00227	Pram.g_01109
OG0001139	Syao.g_00225	Pram.g_01107
OG0001140	Syao.g_00224	Pram.g_01106
OG0001141	Syao.g_00254	Pram.g_01105
OG0001142	Syao.g_00253	Pram.g_01104
OG0001143	Syao.g_00243	Pram.g_01097
OG0001144	Syao.g_00276	Pram.g_01092
OG0001145	Syao.g_01446	Pram.g_01222
OG0001146	Syao.g_01455	Pram.g_01234
OG0001147	Syao.g_00095	Pram.g_01475
OG0001148	Syao.g_00038	Pram.g_01466
OG0001149	Syao.g_00039	Pram.g_01465
OG0001150	Syao.g_00040	Pram.g_01464
OG0001151	Syao.g_02706	Pram.g_01452
OG0001152	Syao.g_02707	Pram.g_01451
OG0001153	Syao.g_00083	Pram.g_01346
OG0001154	Syao.g_00084	Pram.g_01345
OG0001155	Syao.g_01747	Pram.g_01328
OG0001156	Syao.g_01744	Pram.g_01325
OG0001157	Syao.g_01743	Pram.g_01324
OG0001158	Syao.g_01742	Pram.g_01323
OG0001159	Syao.g_01741	Pram.g_01322
OG0001160	Syao.g_01579	Pram.g_01296
OG0001161	Syao.g_02373	Pram.g_01577
OG0001162	Syao.g_02650	Pram.g_01590
OG0001163	Syao.g_01571	Pram.g_01624
OG0001164	Syao.g_01564	Pram.g_01627
OG0001165	Syao.g_01559	Pram.g_01630
OG0001166	Syao.g_01673	Pram.g_01651
OG0001167	Syao.g_01006	Pram.g_01669
OG0001168	Syao.g_01648	Pram.g_01671
OG0001169	Syao.g_01646	Pram.g_01673
OG0001170	Syao.g_01644	Pram.g_01675
OG0001171	Syao.g_01632	Pram.g_01685
OG0001172	Syao.g_01914	Pram.g_01700
OG0001173	Syao.g_01915	Pram.g_01701
OG0001174	Syao.g_01923	Pram.g_01709
OG0001175	Syao.g_01924	Pram.g_01710
OG0001176	Syao.g_01799	Pram.g_01718
