Orthogroup	Syao	Syad
OG0000589	Syao.g_01342	Syad.g_02178
OG0000590	Syao.g_01341	Syad.g_02177
OG0000591	Syao.g_01330	Syad.g_02169
OG0000592	Syao.g_01329	Syad.g_02168
OG0000593	Syao.g_00890	Syad.g_02156
OG0000594	Syao.g_00891	Syad.g_02155
OG0000595	Syao.g_00892	Syad.g_02154
OG0000596	Syao.g_00897	Syad.g_02149
OG0000597	Syao.g_00900	Syad.g_02146
OG0000598	Syao.g_00901	Syad.g_02145
OG0000599	Syao.g_00908	Syad.g_02142
OG0000600	Syao.g_00909	Syad.g_02141
OG0000601	Syao.g_00910	Syad.g_02140
OG0000602	Syao.g_00914	Syad.g_02135
OG0000603	Syao.g_00915	Syad.g_02134
OG0000604	Syao.g_00918	Syad.g_02131
OG0000606	Syao.g_00924	Syad.g_01567
OG0000607	Syao.g_00927	Syad.g_01571
OG0000608	Syao.g_00928	Syad.g_01572
OG0000609	Syao.g_00930	Syad.g_01574
OG0000610	Syao.g_00940	Syad.g_01589
OG0000611	Syao.g_00943	Syad.g_01592
OG0000612	Syao.g_00944	Syad.g_01593
OG0000613	Syao.g_01979	Syad.g_00457
OG0000614	Syao.g_00375	Syad.g_01340
OG0000615	Syao.g_00978	Syad.g_01948
OG0000616	Syao.g_02342	Syad.g_00145
OG0000617	Syao.g_00486	Syad.g_01810
OG0000618	Syao.g_00485	Syad.g_01809
OG0000619	Syao.g_00484	Syad.g_01808
OG0000620	Syao.g_00479	Syad.g_01803
OG0000621	Syao.g_00478	Syad.g_01802
OG0000622	Syao.g_00476	Syad.g_01801
OG0000623	Syao.g_00475	Syad.g_01800
OG0000624	Syao.g_00473	Syad.g_01798
OG0000625	Syao.g_00472	Syad.g_01797
OG0000626	Syao.g_00471	Syad.g_01796
OG0000627	Syao.g_00567	Syad.g_01640
OG0000628	Syao.g_00566	Syad.g_01641
OG0000629	Syao.g_00590	Syad.g_01644
OG0000630	Syao.g_00585	Syad.g_01648
OG0000631	Syao.g_00644	Syad.g_01658
OG0000632	Syao.g_00643	Syad.g_01659
OG0000633	Syao.g_00642	Syad.g_01660
OG0000634	Syao.g_00752	Syad.g_01893
OG0000635	Syao.g_00753	Syad.g_01892
OG0000636	Syao.g_00755	Syad.g_01890
OG0000637	Syao.g_00757	Syad.g_01888
OG0000638	Syao.g_00758	Syad.g_01887
OG0000639	Syao.g_00759	Syad.g_01886
OG0000640	Syao.g_00760	Syad.g_01885
OG0000641	Syao.g_00764	Syad.g_01881
OG0000642	Syao.g_00765	Syad.g_01880
OG0000643	Syao.g_00767	Syad.g_01878
OG0000644	Syao.g_00768	Syad.g_01877
OG0000645	Syao.g_00770	Syad.g_01875
OG0000646	Syao.g_00773	Syad.g_01872
OG0000647	Syao.g_00775	Syad.g_01870
OG0000648	Syao.g_00777	Syad.g_01860
OG0000649	Syao.g_00778	Syad.g_01859
OG0000650	Syao.g_00779	Syad.g_01858
OG0000651	Syao.g_00780	Syad.g_01857
OG0000652	Syao.g_00781	Syad.g_01856
OG0000653	Syao.g_00783	Syad.g_01850
OG0000654	Syao.g_00784	Syad.g_01849
OG0000655	Syao.g_00785	Syad.g_01848
OG0000656	Syao.g_00789	Syad.g_01845
OG0000657	Syao.g_00435	Syad.g_01240
OG0000658	Syao.g_00560	Syad.g_01231
OG0000659	Syao.g_00559	Syad.g_01230
OG0000660	Syao.g_00555	Syad.g_01226
OG0000661	Syao.g_00553	Syad.g_01224
OG0000662	Syao.g_00535	Syad.g_01222
OG0000663	Syao.g_00532	Syad.g_01219
OG0000664	Syao.g_00530	Syad.g_01209
OG0000665	Syao.g_01436	Syad.g_02115
OG0000666	Syao.g_02120	Syad.g_02027
OG0000667	Syao.g_01375	Syad.g_00612
OG0000668	Syao.g_02678	Syad.g_01688
OG0000669	Syao.g_00955	Syad.g_01606
OG0000670	Syao.g_00958	Syad.g_01609
OG0000671	Syao.g_00960	Syad.g_01611
OG0000672	Syao.g_00963	Syad.g_01615
OG0000673	Syao.g_00966	Syad.g_01618
OG0000674	Syao.g_00968	Syad.g_01620
OG0000675	Syao.g_00969	Syad.g_01633
OG0000676	Syao.g_00971	Syad.g_01635
OG0000677	Syao.g_00972	Syad.g_01636
OG0000678	Syao.g_00974	Syad.g_01957
OG0000679	Syao.g_00981	Syad.g_01922
OG0000680	Syao.g_00982	Syad.g_01921
OG0000681	Syao.g_00985	Syad.g_01919
OG0000682	Syao.g_00986	Syad.g_01918
OG0000683	Syao.g_00987	Syad.g_01917
OG0000684	Syao.g_00990	Syad.g_01912
OG0000685	Syao.g_00733	Syad.g_01910
OG0000686	Syao.g_00734	Syad.g_01909
OG0000687	Syao.g_00735	Syad.g_01908
OG0000688	Syao.g_00741	Syad.g_01904
OG0000689	Syao.g_00743	Syad.g_01902
OG0000690	Syao.g_00744	Syad.g_01901
OG0000691	Syao.g_00745	Syad.g_01900
OG0000692	Syao.g_00747	Syad.g_01899
OG0000693	Syao.g_00748	Syad.g_01897
OG0000694	Syao.g_00749	Syad.g_01896
OG0000695	Syao.g_00639	Syad.g_01662
OG0000696	Syao.g_00638	Syad.g_01663
OG0000697	Syao.g_00636	Syad.g_01789
OG0000698	Syao.g_00633	Syad.g_01786
OG0000699	Syao.g_00631	Syad.g_01785
OG0000700	Syao.g_00630	Syad.g_01784
OG0000701	Syao.g_00629	Syad.g_01783
OG0000702	Syao.g_00705	Syad.g_01775
OG0000703	Syao.g_00693	Syad.g_01774
OG0000704	Syao.g_00689	Syad.g_01772
OG0000705	Syao.g_00682	Syad.g_01765
OG0000706	Syao.g_00681	Syad.g_01764
OG0000707	Syao.g_00680	Syad.g_01763
OG0000708	Syao.g_00677	Syad.g_01760
OG0000709	Syao.g_00670	Syad.g_01745
OG0000710	Syao.g_00666	Syad.g_01738
OG0000711	Syao.g_00815	Syad.g_01710
OG0000712	Syao.g_00813	Syad.g_01708
OG0000713	Syao.g_00812	Syad.g_01707
OG0000714	Syao.g_00810	Syad.g_01705
OG0000715	Syao.g_00808	Syad.g_01703
OG0000716	Syao.g_00804	Syad.g_01697
OG0000717	Syao.g_00803	Syad.g_01696
OG0000718	Syao.g_00794	Syad.g_01692
OG0000719	Syao.g_00444	Syad.g_01690
OG0000720	Syao.g_00457	Syad.g_01677
OG0000721	Syao.g_00459	Syad.g_01675
OG0000722	Syao.g_00460	Syad.g_01674
OG0000723	Syao.g_00469	Syad.g_01791
OG0000724	Syao.g_00513	Syad.g_01284
OG0000725	Syao.g_00385	Syad.g_01293
OG0000726	Syao.g_00384	Syad.g_01294
OG0000727	Syao.g_00383	Syad.g_01295
OG0000728	Syao.g_00381	Syad.g_01297
OG0000729	Syao.g_02190	Syad.g_00331
OG0000730	Syao.g_01880	Syad.g_00758
OG0000731	Syao.g_01868	Syad.g_00770
OG0000732	Syao.g_02218	Syad.g_00214
OG0000733	Syao.g_01427	Syad.g_00028
OG0000734	Syao.g_02592	Syad.g_02809
OG0000735	Syao.g_00140	Syad.g_01120
OG0000736	Syao.g_00139	Syad.g_01121
OG0000737	Syao.g_00138	Syad.g_01122
OG0000738	Syao.g_00132	Syad.g_01127
OG0000739	Syao.g_00131	Syad.g_01145
OG0000740	Syao.g_00130	Syad.g_01146
OG0000741	Syao.g_00127	Syad.g_01149
OG0000742	Syao.g_00124	Syad.g_01151
OG0000743	Syao.g_00217	Syad.g_01153
OG0000744	Syao.g_00216	Syad.g_01154
OG0000745	Syao.g_00213	Syad.g_01156
OG0000746	Syao.g_00210	Syad.g_01158
OG0000747	Syao.g_00208	Syad.g_01159
OG0000748	Syao.g_00193	Syad.g_01170
OG0000749	Syao.g_00192	Syad.g_01173
OG0000750	Syao.g_00191	Syad.g_01174
OG0000751	Syao.g_00185	Syad.g_01182
OG0000752	Syao.g_00183	Syad.g_01184
OG0000753	Syao.g_00180	Syad.g_01187
OG0000754	Syao.g_00175	Syad.g_01516
OG0000755	Syao.g_00021	Syad.g_01504
OG0000756	Syao.g_00229	Syad.g_01498
OG0000757	Syao.g_00252	Syad.g_01487
OG0000758	Syao.g_00251	Syad.g_01486
OG0000759	Syao.g_00250	Syad.g_01485
OG0000760	Syao.g_00249	Syad.g_01484
OG0000761	Syao.g_00248	Syad.g_01480
OG0000762	Syao.g_00246	Syad.g_01474
OG0000763	Syao.g_00242	Syad.g_01468
OG0000764	Syao.g_00241	Syad.g_01467
OG0000765	Syao.g_00267	Syad.g_01447
OG0000766	Syao.g_00266	Syad.g_01446
OG0000767	Syao.g_00264	Syad.g_01444
OG0000768	Syao.g_00263	Syad.g_01443
OG0000769	Syao.g_00261	Syad.g_01441
OG0000770	Syao.g_00257	Syad.g_01437
OG0000771	Syao.g_00506	Syad.g_01278
OG0000772	Syao.g_01523	Syad.g_02078
OG0000773	Syao.g_01447	Syad.g_01114
OG0000774	Syao.g_01442	Syad.g_02396
OG0000775	Syao.g_01440	Syad.g_02398
OG0000776	Syao.g_01439	Syad.g_02399
OG0000777	Syao.g_01438	Syad.g_02400
OG0000778	Syao.g_01437	Syad.g_02401
OG0000779	Syao.g_01469	Syad.g_02407
OG0000780	Syao.g_01456	Syad.g_02411
OG0000781	Syao.g_01452	Syad.g_02415
OG0000782	Syao.g_01451	Syad.g_02416
OG0000783	Syao.g_01450	Syad.g_02418
OG0000784	Syao.g_01449	Syad.g_02419
OG0000785	Syao.g_01481	Syad.g_02421
OG0000786	Syao.g_01473	Syad.g_01101
OG0000787	Syao.g_01472	Syad.g_01100
OG0000788	Syao.g_00870	Syad.g_02139
OG0000789	Syao.g_00623	Syad.g_01982
OG0000790	Syao.g_00041, Syao.g_00315	Syad.g_00886
OG0000791	Syao.g_00043	Syad.g_00885
OG0000792	Syao.g_00044	Syad.g_00884
OG0000793	Syao.g_02700	Syad.g_00879
OG0000794	Syao.g_02703	Syad.g_00878
OG0000795	Syao.g_02704	Syad.g_00877
OG0000796	Syao.g_02708	Syad.g_00871
OG0000797	Syao.g_02709	Syad.g_00870
OG0000798	Syao.g_02066	Syad.g_00525
OG0000799	Syao.g_01525	Syad.g_02243
OG0000800	Syao.g_01526	Syad.g_02245
OG0000801	Syao.g_01527	Syad.g_02246
OG0000802	Syao.g_01531	Syad.g_02251
OG0000803	Syao.g_01534	Syad.g_02255
OG0000804	Syao.g_01537	Syad.g_02260
OG0000805	Syao.g_01502	Syad.g_02266
OG0000806	Syao.g_01504	Syad.g_02267
OG0000807	Syao.g_01506	Syad.g_02269
OG0000808	Syao.g_01507	Syad.g_02270
OG0000809	Syao.g_01511	Syad.g_02273
OG0000810	Syao.g_01482	Syad.g_02274
OG0000811	Syao.g_01490	Syad.g_02283
OG0000812	Syao.g_01492	Syad.g_02285
OG0000813	Syao.g_01493	Syad.g_02286
OG0000814	Syao.g_01495	Syad.g_02288
OG0000815	Syao.g_01499	Syad.g_02289
OG0000816	Syao.g_01471	Syad.g_02290
OG0000817	Syao.g_01519	Syad.g_02291
OG0000818	Syao.g_00062	Syad.g_02297
OG0000819	Syao.g_00063	Syad.g_02298
OG0000820	Syao.g_00064	Syad.g_02299
OG0000821	Syao.g_00070	Syad.g_02305
OG0000822	Syao.g_00072	Syad.g_02307
OG0000823	Syao.g_00073	Syad.g_02308
OG0000824	Syao.g_00079	Syad.g_02314
OG0000825	Syao.g_00080	Syad.g_02315
OG0000826	Syao.g_00081	Syad.g_02316
OG0000827	Syao.g_00082	Syad.g_02317
OG0000828	Syao.g_00085	Syad.g_02320
OG0000829	Syao.g_00086	Syad.g_02321
OG0000830	Syao.g_00087	Syad.g_02322
OG0000831	Syao.g_00089	Syad.g_02325
OG0000832	Syao.g_01696	Syad.g_02538
OG0000833	Syao.g_01612	Syad.g_02550
OG0000834	Syao.g_01610	Syad.g_02552
OG0000835	Syao.g_01609	Syad.g_02553
OG0000836	Syao.g_01606	Syad.g_02557
OG0000837	Syao.g_01605	Syad.g_02561
OG0000838	Syao.g_01601	Syad.g_02565
OG0000839	Syao.g_01600	Syad.g_02566
OG0000840	Syao.g_01599	Syad.g_02567
OG0000841	Syao.g_01598	Syad.g_02568
OG0000842	Syao.g_01597	Syad.g_02569
OG0000843	Syao.g_01596	Syad.g_02570
OG0000844	Syao.g_01594	Syad.g_02577
OG0000845	Syao.g_01593	Syad.g_02578
OG0000846	Syao.g_01592	Syad.g_02579
OG0000847	Syao.g_01591	Syad.g_02580
OG0000848	Syao.g_01589	Syad.g_02582
OG0000849	Syao.g_01588	Syad.g_02583
OG0000850	Syao.g_01585	Syad.g_02586
OG0000851	Syao.g_01582	Syad.g_02592
OG0000852	Syao.g_01581	Syad.g_02593
OG0000853	Syao.g_01577	Syad.g_02597
OG0000854	Syao.g_01575	Syad.g_02606
OG0000855	Syao.g_01574	Syad.g_02607
OG0000856	Syao.g_01327	Syad.g_02166
OG0000857	Syao.g_00774	Syad.g_01871
OG0000858	Syao.g_01567	Syad.g_02613
OG0000859	Syao.g_01566	Syad.g_02614
OG0000860	Syao.g_01552	Syad.g_02625
OG0000861	Syao.g_01551	Syad.g_02626
OG0000862	Syao.g_01542	Syad.g_02628
OG0000863	Syao.g_01540	Syad.g_02631
OG0000864	Syao.g_01017	Syad.g_02632
OG0000866	Syao.g_01686	Syad.g_02634
OG0000867	Syao.g_01685	Syad.g_02635
OG0000868	Syao.g_01682	Syad.g_02637
OG0000869	Syao.g_01677	Syad.g_02643
OG0000870	Syao.g_01672	Syad.g_02648
OG0000871	Syao.g_01671	Syad.g_02649
OG0000872	Syao.g_01665	Syad.g_02657
OG0000873	Syao.g_01662	Syad.g_02660
OG0000874	Syao.g_01660	Syad.g_02655
OG0000875	Syao.g_01658	Syad.g_02662
OG0000876	Syao.g_00536	Syad.g_03003
OG0000877	Syao.g_01654	Syad.g_02480
OG0000878	Syao.g_01653	Syad.g_02481
OG0000879	Syao.g_01652	Syad.g_02482
OG0000880	Syao.g_01651	Syad.g_02483
OG0000881	Syao.g_01647	Syad.g_02489
OG0000882	Syao.g_01642	Syad.g_02494
OG0000883	Syao.g_01638	Syad.g_02497
OG0000884	Syao.g_01636	Syad.g_02499
OG0000885	Syao.g_01635	Syad.g_02500
OG0000886	Syao.g_01634	Syad.g_02501
OG0000887	Syao.g_01633	Syad.g_02502
OG0000888	Syao.g_01631	Syad.g_02504
OG0000889	Syao.g_01629	Syad.g_02506
OG0000890	Syao.g_01626	Syad.g_02512
OG0000891	Syao.g_01625	Syad.g_02513
OG0000892	Syao.g_01695	Syad.g_02517
OG0000893	Syao.g_01934	Syad.g_00589
OG0000894	Syao.g_01937	Syad.g_00592
OG0000895	Syao.g_01916	Syad.g_00596
OG0000896	Syao.g_01917	Syad.g_00597
OG0000897	Syao.g_01919	Syad.g_00599
OG0000898	Syao.g_01920	Syad.g_00600
OG0000899	Syao.g_01921	Syad.g_00601
OG0000900	Syao.g_01922	Syad.g_00602
OG0000901	Syao.g_01927	Syad.g_00607
OG0000902	Syao.g_01929	Syad.g_00609
OG0000903	Syao.g_01798	Syad.g_00645
OG0000904	Syao.g_01804	Syad.g_00640
OG0000905	Syao.g_01862	Syad.g_00632
OG0000906	Syao.g_01931	Syad.g_00630
OG0000907	Syao.g_01796	Syad.g_00648
OG0000908	Syao.g_01793	Syad.g_00651
OG0000909	Syao.g_01792	Syad.g_00652
OG0000910	Syao.g_01791	Syad.g_00653
OG0000911	Syao.g_01789	Syad.g_00655
OG0000912	Syao.g_01788	Syad.g_00656
OG0000913	Syao.g_01787	Syad.g_00657
OG0000914	Syao.g_01786	Syad.g_00658
OG0000915	Syao.g_01784	Syad.g_00660
OG0000916	Syao.g_01783	Syad.g_00661
OG0000917	Syao.g_01782	Syad.g_00662
OG0000918	Syao.g_01781	Syad.g_00663
OG0000919	Syao.g_01780	Syad.g_00664
OG0000920	Syao.g_01779	Syad.g_00665
OG0000921	Syao.g_01778	Syad.g_00666
OG0000922	Syao.g_01777	Syad.g_00667
OG0000923	Syao.g_01772	Syad.g_00671
OG0000924	Syao.g_01771	Syad.g_00672
OG0000925	Syao.g_01770	Syad.g_00673
OG0000926	Syao.g_01769	Syad.g_00674
OG0000927	Syao.g_01767	Syad.g_00676
OG0000928	Syao.g_01766	Syad.g_00677
OG0000929	Syao.g_01765	Syad.g_00678
OG0000930	Syao.g_01764	Syad.g_00679
OG0000931	Syao.g_01763	Syad.g_00680
OG0000932	Syao.g_01762	Syad.g_00681
OG0000933	Syao.g_01811	Syad.g_00687
OG0000934	Syao.g_01809	Syad.g_00689
OG0000935	Syao.g_01808	Syad.g_00690
OG0000936	Syao.g_01843	Syad.g_00691
OG0000937	Syao.g_01842	Syad.g_00692
OG0000938	Syao.g_01839	Syad.g_00695
OG0000939	Syao.g_01838	Syad.g_00696
OG0000940	Syao.g_01830	Syad.g_00703
OG0000941	Syao.g_01828	Syad.g_00705
OG0000942	Syao.g_01826	Syad.g_00707
OG0000943	Syao.g_01824	Syad.g_00708
OG0000944	Syao.g_01822	Syad.g_00710
OG0000945	Syao.g_01821	Syad.g_00711
OG0000946	Syao.g_01852	Syad.g_00716
OG0000947	Syao.g_01849	Syad.g_00719
OG0000948	Syao.g_01848	Syad.g_00720
OG0000949	Syao.g_01970	Syad.g_00432
OG0000950	Syao.g_01957	Syad.g_00418
OG0000951	Syao.g_02262	Syad.g_00411
OG0000952	Syao.g_02266	Syad.g_00375
OG0000953	Syao.g_02130	Syad.g_00369
OG0000954	Syao.g_02135	Syad.g_00364
OG0000955	Syao.g_02136	Syad.g_00363
OG0000956	Syao.g_02138	Syad.g_00361
OG0000957	Syao.g_01951	Syad.g_00350
OG0000958	Syao.g_01950	Syad.g_00349
OG0000959	Syao.g_01947	Syad.g_00345
OG0000960	Syao.g_01946	Syad.g_00344
OG0000961	Syao.g_02496	Syad.g_00335
OG0000962	Syao.g_02191	Syad.g_00332
OG0000963	Syao.g_02186	Syad.g_00325
OG0000964	Syao.g_02185	Syad.g_00324
OG0000965	Syao.g_02184	Syad.g_00323
OG0000966	Syao.g_02172	Syad.g_00246
OG0000967	Syao.g_02167	Syad.g_00234
OG0000968	Syao.g_02199	Syad.g_00243
OG0000969	Syao.g_02200	Syad.g_00240
OG0000970	Syao.g_02201	Syad.g_00239
OG0000971	Syao.g_02203	Syad.g_00229
OG0000972	Syao.g_02204	Syad.g_00228
OG0000973	Syao.g_02205	Syad.g_00227
OG0000974	Syao.g_02206	Syad.g_00226
OG0000975	Syao.g_02207	Syad.g_00225
OG0000976	Syao.g_02208	Syad.g_00224
OG0000977	Syao.g_02210	Syad.g_00222
OG0000978	Syao.g_02211	Syad.g_00221
OG0000979	Syao.g_02214	Syad.g_00218
OG0000980	Syao.g_02217	Syad.g_00215
OG0000981	Syao.g_02220	Syad.g_00212
OG0000982	Syao.g_02437	Syad.g_03035
OG0000983	Syao.g_02438	Syad.g_03036
OG0000984	Syao.g_02439	Syad.g_03037
OG0000985	Syao.g_02443	Syad.g_03039
OG0000986	Syao.g_02445	Syad.g_03049
OG0000987	Syao.g_02447	Syad.g_00002
OG0000988	Syao.g_02452	Syad.g_00008
OG0000989	Syao.g_02368	Syad.g_00020
OG0000990	Syao.g_02362	Syad.g_00061
OG0000991	Syao.g_02354	Syad.g_00064
OG0000992	Syao.g_02279	Syad.g_00067
OG0000993	Syao.g_02280	Syad.g_00069
OG0000994	Syao.g_02283	Syad.g_00071
OG0000995	Syao.g_02287	Syad.g_00077
OG0000996	Syao.g_02305	Syad.g_00121
OG0000997	Syao.g_02326	Syad.g_00128
OG0000998	Syao.g_02328	Syad.g_00130
OG0000999	Syao.g_02329	Syad.g_00131
OG0001000	Syao.g_02333	Syad.g_00136
OG0001001	Syao.g_02338	Syad.g_00141
OG0001002	Syao.g_02345	Syad.g_00148
OG0001003	Syao.g_02347	Syad.g_00150
OG0001004	Syao.g_02348	Syad.g_00151
OG0001005	Syao.g_02194	Syad.g_00152
OG0001006	Syao.g_02159	Syad.g_00160
OG0001007	Syao.g_02161	Syad.g_00162
OG0001008	Syao.g_01737	Syad.g_02449
OG0001009	Syao.g_02239	Syad.g_00194
OG0001010	Syao.g_02238	Syad.g_00195
OG0001011	Syao.g_02236	Syad.g_00196
OG0001012	Syao.g_00322	Syad.g_03030
OG0001013	Syao.g_02413	Syad.g_03011
OG0001014	Syao.g_02407	Syad.g_03002
OG0001015	Syao.g_02406	Syad.g_03001
OG0001016	Syao.g_02622	Syad.g_02734
OG0001017	Syao.g_02628	Syad.g_02740
OG0001018	Syao.g_02630	Syad.g_02742
OG0001019	Syao.g_02654	Syad.g_02771
OG0001020	Syao.g_02663	Syad.g_02777
OG0001021	Syao.g_02666	Syad.g_02781
OG0001022	Syao.g_02670	Syad.g_02786
OG0001023	Syao.g_02671	Syad.g_02787
OG0001024	Syao.g_01018	Syad.g_02791
OG0001025	Syao.g_02597	Syad.g_02798
OG0001026	Syao.g_02594	Syad.g_02811
OG0001027	Syao.g_02564	Syad.g_02817
OG0001028	Syao.g_02568	Syad.g_02819
OG0001029	Syao.g_02570	Syad.g_02821
OG0001030	Syao.g_02545	Syad.g_02848
OG0001031	Syao.g_02528	Syad.g_02925
OG0001032	Syao.g_02530	Syad.g_02928
OG0001033	Syao.g_01016	Syad.g_02956
OG0001034	Syao.g_01704	Syad.g_00819
OG0001035	Syao.g_02101	Syad.g_00559
OG0001036	Syao.g_02096	Syad.g_00554
OG0001037	Syao.g_02094	Syad.g_00552
OG0001039	Syao.g_02062	Syad.g_00522
OG0001040	Syao.g_02059	Syad.g_00519
OG0001041	Syao.g_02055	Syad.g_00514
OG0001042	Syao.g_02032	Syad.g_00485
OG0001043	Syao.g_02028	Syad.g_00481
OG0001044	Syao.g_01878	Syad.g_00760
OG0001045	Syao.g_01865	Syad.g_00773
OG0001046	Syao.g_00827	Syad.g_01722
OG0001047	Syao.g_01739	Syad.g_02447
OG0001048	Syao.g_01740	Syad.g_02446
OG0001049	Syao.g_01616	Syad.g_02443
OG0001050	Syao.g_01618	Syad.g_02442
OG0001051	Syao.g_01619	Syad.g_02441
OG0001052	Syao.g_02686	Syad.g_02357
OG0001054	Syao.g_00104	Syad.g_00925
OG0001055	Syao.g_00156	Syad.g_00946
OG0001056	Syao.g_01417	Syad.g_00982
OG0001057	Syao.g_00879	Syad.g_00996
OG0001058	Syao.g_00862	Syad.g_01015
OG0001059	Syao.g_00858	Syad.g_01018
OG0001060	Syao.g_00852	Syad.g_01025
OG0001062	Syao.g_01050	Syad.g_01049
OG0001063	Syao.g_01042	Syad.g_01056
OG0001064	Syao.g_01041	Syad.g_01057
OG0001065	Syao.g_01040	Syad.g_01058
OG0001066	Syao.g_01039	Syad.g_01059
OG0001067	Syao.g_01038	Syad.g_01060
OG0001068	Syao.g_01037	Syad.g_01061
OG0001069	Syao.g_01036	Syad.g_01062
OG0001070	Syao.g_01032	Syad.g_01065
OG0001071	Syao.g_01031	Syad.g_01066
OG0001072	Syao.g_01027	Syad.g_01070
OG0001073	Syao.g_00991	Syad.g_01090
OG0001074	Syao.g_00392	Syad.g_02197
OG0001075	Syao.g_00391	Syad.g_02196
OG0001076	Syao.g_01339	Syad.g_02175
OG0001077	Syao.g_01323	Syad.g_02164
OG0001078	Syao.g_00895	Syad.g_02151
OG0001079	Syao.g_00911	Syad.g_02138
OG0001081	Syao.g_00925	Syad.g_01568
OG0001082	Syao.g_00926	Syad.g_01569
OG0001083	Syao.g_00934	Syad.g_01578
OG0001084	Syao.g_00935	Syad.g_01586
OG0001085	Syao.g_00947	Syad.g_01596
OG0001086	Syao.g_00949	Syad.g_01598
OG0001087	Syao.g_01419	Syad.g_01372
OG0001088	Syao.g_00211	Syad.g_01368
OG0001089	Syao.g_00376	Syad.g_01302
OG0001090	Syao.g_00494	Syad.g_01817
OG0001091	Syao.g_00491	Syad.g_01815
OG0001092	Syao.g_00489	Syad.g_01812
OG0001093	Syao.g_00482	Syad.g_01806
OG0001094	Syao.g_00750	Syad.g_01895
OG0001095	Syao.g_00771	Syad.g_01874
OG0001096	Syao.g_00786	Syad.g_01847
OG0001097	Syao.g_00552	Syad.g_01223
OG0001098	Syao.g_00731	Syad.g_02005, Syad.g_01995
OG0001099	Syao.g_02569	Syad.g_02820
OG0001100	Syao.g_00957	Syad.g_01608
OG0001101	Syao.g_00959	Syad.g_01610
OG0001102	Syao.g_00962	Syad.g_01613
OG0001103	Syao.g_00964	Syad.g_01616
OG0001105	Syao.g_00736	Syad.g_01907
OG0001106	Syao.g_00688	Syad.g_01771
OG0001107	Syao.g_00676	Syad.g_01759
OG0001108	Syao.g_00669	Syad.g_01744
OG0001109	Syao.g_00667	Syad.g_01739
OG0001110	Syao.g_00665	Syad.g_01737
OG0001111	Syao.g_00663	Syad.g_01735
OG0001112	Syao.g_00661	Syad.g_01733
OG0001113	Syao.g_00660	Syad.g_01732
OG0001114	Syao.g_00659	Syad.g_01731
OG0001115	Syao.g_00832	Syad.g_01727
OG0001116	Syao.g_00830	Syad.g_01725
OG0001117	Syao.g_00829	Syad.g_01724
OG0001118	Syao.g_00828	Syad.g_01723
OG0001119	Syao.g_00826	Syad.g_01721
OG0001120	Syao.g_00822	Syad.g_01717
OG0001121	Syao.g_01294	Syad.g_01503
OG0001122	Syao.g_00445	Syad.g_01689
OG0001123	Syao.g_00451	Syad.g_01682
OG0001124	Syao.g_00453	Syad.g_01680
OG0001125	Syao.g_00456	Syad.g_01678
OG0001126	Syao.g_00504	Syad.g_01276
OG0001127	Syao.g_00505	Syad.g_01277
OG0001128	Syao.g_00508	Syad.g_01280
OG0001129	Syao.g_00510	Syad.g_01282
OG0001130	Syao.g_00511	Syad.g_01283
OG0001131	Syao.g_01387	Syad.g_01953
OG0001132	Syao.g_01221	Syad.g_02038
OG0001133	Syao.g_01333	Syad.g_02172
OG0001134	Syao.g_01428	Syad.g_01527
OG0001135	Syao.g_01424	Syad.g_01529
OG0001136	Syao.g_00126	Syad.g_01150
OG0001137	Syao.g_00194	Syad.g_01169
OG0001138	Syao.g_00227	Syad.g_01493
OG0001139	Syao.g_00225	Syad.g_01491
OG0001140	Syao.g_00224	Syad.g_01490
OG0001141	Syao.g_00254	Syad.g_01489
OG0001142	Syao.g_00253	Syad.g_01488
OG0001143	Syao.g_00243	Syad.g_01473
OG0001144	Syao.g_00276	Syad.g_01457
OG0001145	Syao.g_01446	Syad.g_01112
OG0001146	Syao.g_01455	Syad.g_02412
OG0001147	Syao.g_00095	Syad.g_02349
OG0001148	Syao.g_00038	Syad.g_00889
OG0001149	Syao.g_00039	Syad.g_00888
OG0001150	Syao.g_00040	Syad.g_00887
OG0001151	Syao.g_02706	Syad.g_00875
OG0001152	Syao.g_02707	Syad.g_00872
OG0001153	Syao.g_00083	Syad.g_02318
OG0001154	Syao.g_00084	Syad.g_02319
OG0001155	Syao.g_01747	Syad.g_02540
OG0001156	Syao.g_01744	Syad.g_02543
OG0001157	Syao.g_01743	Syad.g_02544
OG0001158	Syao.g_01742	Syad.g_02546
OG0001159	Syao.g_01741	Syad.g_02547
OG0001160	Syao.g_01579	Syad.g_02595
OG0001161	Syao.g_02373	Syad.g_00026
OG0001162	Syao.g_02650	Syad.g_01844
OG0001163	Syao.g_01571	Syad.g_02610
OG0001164	Syao.g_01564	Syad.g_02616
OG0001165	Syao.g_01559	Syad.g_02621
OG0001166	Syao.g_01673	Syad.g_02647
OG0001167	Syao.g_01006	Syad.g_02486
OG0001168	Syao.g_01648	Syad.g_02488
OG0001169	Syao.g_01646	Syad.g_02490
OG0001170	Syao.g_01644	Syad.g_02492
OG0001171	Syao.g_01632	Syad.g_02503
OG0001172	Syao.g_01914	Syad.g_00594
OG0001173	Syao.g_01915	Syad.g_00595
OG0001174	Syao.g_01923	Syad.g_00603
OG0001175	Syao.g_01924	Syad.g_00604
OG0001176	Syao.g_01799	Syad.g_00644
