Orthogroup	Syao	Prbg
OG0000563	Syao.g_00854	Prbg.g_00275
OG0000564	Syao.g_00853	Prbg.g_00276
OG0000565	Syao.g_00849	Prbg.g_00278
OG0000566	Syao.g_00845	Prbg.g_00282
OG0000567	Syao.g_00841	Prbg.g_00286
OG0000568	Syao.g_00839	Prbg.g_00287
OG0000569	Syao.g_00838	Prbg.g_00288
OG0000570	Syao.g_00837	Prbg.g_00289
OG0000571	Syao.g_00834	Prbg.g_00291
OG0000572	Syao.g_01033	Prbg.g_00305
OG0000573	Syao.g_01022	Prbg.g_00311
OG0000574	Syao.g_01021	Prbg.g_00312
OG0000575	Syao.g_01000	Prbg.g_00316
OG0000576	Syao.g_00996	Prbg.g_00318
OG0000577	Syao.g_00995	Prbg.g_00319
OG0000578	Syao.g_00994	Prbg.g_00320
OG0000579	Syao.g_00993	Prbg.g_00321
OG0000580	Syao.g_00992	Prbg.g_00322
OG0000581	Syao.g_01059	Prbg.g_00325
OG0000582	Syao.g_01204	Prbg.g_00328
OG0000583	Syao.g_01205	Prbg.g_00329
OG0000584	Syao.g_01206	Prbg.g_00330
OG0000585	Syao.g_01054	Prbg.g_00332
OG0000586	Syao.g_01055	Prbg.g_00333
OG0000587	Syao.g_01057	Prbg.g_00334
OG0000588	Syao.g_00406	Prbg.g_00338
OG0000589	Syao.g_01342	Prbg.g_00340
OG0000590	Syao.g_01341	Prbg.g_00341
OG0000591	Syao.g_01330	Prbg.g_00345
OG0000592	Syao.g_01329	Prbg.g_00346
OG0000593	Syao.g_00890	Prbg.g_01425
OG0000594	Syao.g_00891	Prbg.g_01424
OG0000595	Syao.g_00892	Prbg.g_01423
OG0000596	Syao.g_00897	Prbg.g_01419
OG0000597	Syao.g_00900	Prbg.g_01416
OG0000598	Syao.g_00901	Prbg.g_01415
OG0000599	Syao.g_00908	Prbg.g_01412
OG0000600	Syao.g_00909	Prbg.g_01411
OG0000601	Syao.g_00910	Prbg.g_01410
OG0000602	Syao.g_00914	Prbg.g_01408
OG0000603	Syao.g_00915	Prbg.g_01407
OG0000604	Syao.g_00918	Prbg.g_01406
OG0000606	Syao.g_00924	Prbg.g_01402
OG0000607	Syao.g_00927	Prbg.g_01399
OG0000608	Syao.g_00928	Prbg.g_01398
OG0000609	Syao.g_00930	Prbg.g_01397
OG0000610	Syao.g_00940	Prbg.g_01391
OG0000611	Syao.g_00943	Prbg.g_01388
OG0000612	Syao.g_00944	Prbg.g_01387
OG0000613	Syao.g_01979	Prbg.g_01114
OG0000614	Syao.g_00375	Prbg.g_01135
OG0000615	Syao.g_00978	Prbg.g_01146
OG0000616	Syao.g_02342	Prbg.g_01939
OG0000617	Syao.g_00486	Prbg.g_01371
OG0000618	Syao.g_00485	Prbg.g_01370
OG0000619	Syao.g_00484	Prbg.g_01369
OG0000620	Syao.g_00479	Prbg.g_01366
OG0000621	Syao.g_00478	Prbg.g_01365
OG0000622	Syao.g_00476	Prbg.g_01364
OG0000623	Syao.g_00475	Prbg.g_01363
OG0000624	Syao.g_00473	Prbg.g_01361
OG0000625	Syao.g_00472	Prbg.g_01360
OG0000626	Syao.g_00471	Prbg.g_01359
OG0000627	Syao.g_00567	Prbg.g_01358
OG0000628	Syao.g_00566	Prbg.g_01357
OG0000629	Syao.g_00590	Prbg.g_01356
OG0000630	Syao.g_00585	Prbg.g_01353
OG0000631	Syao.g_00644	Prbg.g_01260
OG0000632	Syao.g_00643	Prbg.g_01261
OG0000633	Syao.g_00642	Prbg.g_01262
OG0000634	Syao.g_00752	Prbg.g_01155
OG0000635	Syao.g_00753	Prbg.g_01156
OG0000636	Syao.g_00755	Prbg.g_01158
OG0000637	Syao.g_00757	Prbg.g_01160
OG0000638	Syao.g_00758	Prbg.g_01161
OG0000639	Syao.g_00759	Prbg.g_01162
OG0000640	Syao.g_00760	Prbg.g_01163
OG0000641	Syao.g_00764	Prbg.g_01167
OG0000642	Syao.g_00765	Prbg.g_01168
OG0000643	Syao.g_00767	Prbg.g_01169
OG0000644	Syao.g_00768	Prbg.g_01170
OG0000645	Syao.g_00770	Prbg.g_01171
OG0000646	Syao.g_00773	Prbg.g_01173
OG0000647	Syao.g_00775	Prbg.g_01175
OG0000648	Syao.g_00777	Prbg.g_01177
OG0000649	Syao.g_00778	Prbg.g_01178
OG0000650	Syao.g_00779	Prbg.g_01179
OG0000651	Syao.g_00780	Prbg.g_01180
OG0000652	Syao.g_00781	Prbg.g_01181
OG0000653	Syao.g_00783	Prbg.g_01183
OG0000654	Syao.g_00784	Prbg.g_01184
OG0000655	Syao.g_00785	Prbg.g_01185
OG0000656	Syao.g_00789	Prbg.g_01188
OG0000657	Syao.g_00435	Prbg.g_01196
OG0000658	Syao.g_00560	Prbg.g_01198
OG0000659	Syao.g_00559	Prbg.g_01199
OG0000660	Syao.g_00555	Prbg.g_01203
OG0000661	Syao.g_00553	Prbg.g_01205
OG0000662	Syao.g_00535	Prbg.g_01207
OG0000663	Syao.g_00532	Prbg.g_01209
OG0000664	Syao.g_00530	Prbg.g_01210
OG0000665	Syao.g_01436	Prbg.g_01216
OG0000666	Syao.g_02120	Prbg.g_01217
OG0000667	Syao.g_01375	Prbg.g_01221
OG0000668	Syao.g_02678	Prbg.g_01062
OG0000669	Syao.g_00955	Prbg.g_01073
OG0000670	Syao.g_00958	Prbg.g_01076
OG0000671	Syao.g_00960	Prbg.g_01079
OG0000672	Syao.g_00963	Prbg.g_01082
OG0000673	Syao.g_00966	Prbg.g_01085
OG0000674	Syao.g_00968	Prbg.g_01087
OG0000675	Syao.g_00969	Prbg.g_01088
OG0000676	Syao.g_00971	Prbg.g_01090
OG0000677	Syao.g_00972	Prbg.g_01091
OG0000678	Syao.g_00974	Prbg.g_01093
OG0000679	Syao.g_00981	Prbg.g_01097
OG0000680	Syao.g_00982	Prbg.g_01098
OG0000681	Syao.g_00985	Prbg.g_01101
OG0000682	Syao.g_00986	Prbg.g_01102
OG0000683	Syao.g_00987	Prbg.g_01103
OG0000684	Syao.g_00990	Prbg.g_01105
OG0000685	Syao.g_00733	Prbg.g_01107
OG0000686	Syao.g_00734	Prbg.g_01108
OG0000687	Syao.g_00735	Prbg.g_01109
OG0000688	Syao.g_00741	Prbg.g_01383
OG0000689	Syao.g_00743	Prbg.g_01382
OG0000690	Syao.g_00744	Prbg.g_01381
OG0000691	Syao.g_00745	Prbg.g_01380
OG0000692	Syao.g_00747	Prbg.g_01378
OG0000693	Syao.g_00748	Prbg.g_01377
OG0000694	Syao.g_00749	Prbg.g_01376
OG0000695	Syao.g_00639	Prbg.g_01264
OG0000696	Syao.g_00638	Prbg.g_01265
OG0000697	Syao.g_00636	Prbg.g_01266
OG0000698	Syao.g_00633	Prbg.g_01269
OG0000699	Syao.g_00631	Prbg.g_01270
OG0000700	Syao.g_00630	Prbg.g_01271
OG0000701	Syao.g_00629	Prbg.g_01272
OG0000702	Syao.g_00705	Prbg.g_01274
OG0000703	Syao.g_00693	Prbg.g_01275
OG0000704	Syao.g_00689	Prbg.g_01277
OG0000705	Syao.g_00682	Prbg.g_01280
OG0000706	Syao.g_00681	Prbg.g_01281
OG0000707	Syao.g_00680	Prbg.g_01282
OG0000708	Syao.g_00677	Prbg.g_01284
OG0000709	Syao.g_00670	Prbg.g_01288
OG0000710	Syao.g_00666	Prbg.g_01291
OG0000711	Syao.g_00815	Prbg.g_01309
OG0000712	Syao.g_00813	Prbg.g_01310
OG0000713	Syao.g_00812	Prbg.g_01311
OG0000714	Syao.g_00810	Prbg.g_01312
OG0000715	Syao.g_00808	Prbg.g_01314
OG0000716	Syao.g_00804	Prbg.g_01316
OG0000717	Syao.g_00803	Prbg.g_01317
OG0000718	Syao.g_00794	Prbg.g_01321
OG0000719	Syao.g_00444	Prbg.g_01323
OG0000720	Syao.g_00457	Prbg.g_01335
OG0000721	Syao.g_00459	Prbg.g_01339
OG0000722	Syao.g_00460	Prbg.g_01340
OG0000723	Syao.g_00469	Prbg.g_01344
OG0000724	Syao.g_00513	Prbg.g_01239
OG0000725	Syao.g_00385	Prbg.g_01233
OG0000726	Syao.g_00384	Prbg.g_01232
OG0000727	Syao.g_00383	Prbg.g_01231
OG0000728	Syao.g_00381	Prbg.g_01229
OG0000729	Syao.g_02190	Prbg.g_00455
OG0000730	Syao.g_01880	Prbg.g_01528
OG0000731	Syao.g_01868	Prbg.g_00123
OG0000732	Syao.g_02218	Prbg.g_01890
OG0000733	Syao.g_01427	Prbg.g_00750
OG0000734	Syao.g_02592	Prbg.g_01502
OG0000735	Syao.g_00140	Prbg.g_01500
OG0000736	Syao.g_00139	Prbg.g_01499
OG0000737	Syao.g_00138	Prbg.g_01498
OG0000738	Syao.g_00132	Prbg.g_01494
OG0000739	Syao.g_00131	Prbg.g_01493
OG0000740	Syao.g_00130	Prbg.g_01492
OG0000741	Syao.g_00127	Prbg.g_01490
OG0000742	Syao.g_00124	Prbg.g_01487
OG0000743	Syao.g_00217	Prbg.g_01485
OG0000744	Syao.g_00216	Prbg.g_01484
OG0000745	Syao.g_00213	Prbg.g_01483
OG0000746	Syao.g_00210	Prbg.g_01481
OG0000747	Syao.g_00208	Prbg.g_01480
OG0000748	Syao.g_00193	Prbg.g_01476
OG0000749	Syao.g_00192	Prbg.g_01475
OG0000750	Syao.g_00191	Prbg.g_01474
OG0000751	Syao.g_00185	Prbg.g_01471
OG0000752	Syao.g_00183	Prbg.g_01469
OG0000753	Syao.g_00180	Prbg.g_01467
OG0000754	Syao.g_00175	Prbg.g_01464
OG0000755	Syao.g_00021	Prbg.g_01458
OG0000756	Syao.g_00229	Prbg.g_01457
OG0000757	Syao.g_00252	Prbg.g_01450
OG0000758	Syao.g_00251	Prbg.g_01449
OG0000759	Syao.g_00250	Prbg.g_01448
OG0000760	Syao.g_00249	Prbg.g_01447
OG0000761	Syao.g_00248	Prbg.g_01446
OG0000762	Syao.g_00246	Prbg.g_01445
OG0000763	Syao.g_00242	Prbg.g_01443
OG0000764	Syao.g_00241	Prbg.g_01442
OG0000765	Syao.g_00267	Prbg.g_01434
OG0000766	Syao.g_00266	Prbg.g_01433
OG0000767	Syao.g_00264	Prbg.g_01431
OG0000768	Syao.g_00263	Prbg.g_01430
OG0000769	Syao.g_00261	Prbg.g_01428
OG0000770	Syao.g_00257	Prbg.g_00351
OG0000771	Syao.g_00506	Prbg.g_00687
OG0000772	Syao.g_01523	Prbg.g_01576
OG0000773	Syao.g_01447	Prbg.g_00468
OG0000774	Syao.g_01442	Prbg.g_00470
OG0000775	Syao.g_01440	Prbg.g_00472
OG0000776	Syao.g_01439	Prbg.g_00473
OG0000777	Syao.g_01438	Prbg.g_00474
OG0000778	Syao.g_01437	Prbg.g_00475
OG0000779	Syao.g_01469	Prbg.g_00479
OG0000780	Syao.g_01456	Prbg.g_00480
OG0000781	Syao.g_01452	Prbg.g_00484
OG0000782	Syao.g_01451	Prbg.g_00485
OG0000783	Syao.g_01450	Prbg.g_00486
OG0000784	Syao.g_01449	Prbg.g_00487
OG0000785	Syao.g_01481	Prbg.g_00489
OG0000786	Syao.g_01473	Prbg.g_00492
OG0000787	Syao.g_01472	Prbg.g_00493
OG0000788	Syao.g_00870	Prbg.g_00218
OG0000789	Syao.g_00623	Prbg.g_00690
OG0000790	Syao.g_00041, Syao.g_00315	Prbg.g_00534
OG0000791	Syao.g_00043	Prbg.g_00536
OG0000792	Syao.g_00044	Prbg.g_00537
OG0000793	Syao.g_02700	Prbg.g_00540
OG0000794	Syao.g_02703	Prbg.g_00541
OG0000795	Syao.g_02704	Prbg.g_00542
OG0000796	Syao.g_02708	Prbg.g_00546
OG0000797	Syao.g_02709	Prbg.g_00547
OG0000799	Syao.g_01525	Prbg.g_00574
OG0000800	Syao.g_01526	Prbg.g_00575
OG0000801	Syao.g_01527	Prbg.g_00576
OG0000802	Syao.g_01531	Prbg.g_00578
OG0000803	Syao.g_01534	Prbg.g_00580
OG0000804	Syao.g_01537	Prbg.g_00581
OG0000805	Syao.g_01502	Prbg.g_00583
OG0000806	Syao.g_01504	Prbg.g_00585
OG0000807	Syao.g_01506	Prbg.g_00586
OG0000808	Syao.g_01507	Prbg.g_00587
OG0000809	Syao.g_01511	Prbg.g_00589
OG0000810	Syao.g_01482	Prbg.g_00590
OG0000811	Syao.g_01490	Prbg.g_00594
OG0000812	Syao.g_01492	Prbg.g_00596
OG0000813	Syao.g_01493	Prbg.g_00597
OG0000814	Syao.g_01495	Prbg.g_00599
OG0000815	Syao.g_01499	Prbg.g_00600
OG0000816	Syao.g_01471	Prbg.g_00602
OG0000817	Syao.g_01519	Prbg.g_00603
OG0000818	Syao.g_00062	Prbg.g_00608
OG0000819	Syao.g_00063	Prbg.g_00609
OG0000820	Syao.g_00064	Prbg.g_00610
OG0000821	Syao.g_00070	Prbg.g_00614
OG0000822	Syao.g_00072	Prbg.g_00615
OG0000823	Syao.g_00073	Prbg.g_00616
OG0000824	Syao.g_00079	Prbg.g_00619
OG0000825	Syao.g_00080	Prbg.g_00620
OG0000826	Syao.g_00081	Prbg.g_00621
OG0000827	Syao.g_00082	Prbg.g_00622
OG0000828	Syao.g_00085	Prbg.g_00625
OG0000829	Syao.g_00086	Prbg.g_00626
OG0000830	Syao.g_00087	Prbg.g_00627
OG0000831	Syao.g_00089	Prbg.g_00629
OG0000832	Syao.g_01696	Prbg.g_00639
OG0000833	Syao.g_01612	Prbg.g_00648
OG0000834	Syao.g_01610	Prbg.g_00649
OG0000835	Syao.g_01609	Prbg.g_00650
OG0000836	Syao.g_01606	Prbg.g_00651
OG0000837	Syao.g_01605	Prbg.g_00652
OG0000838	Syao.g_01601	Prbg.g_00654
OG0000839	Syao.g_01600	Prbg.g_00655
OG0000840	Syao.g_01599	Prbg.g_00656
OG0000841	Syao.g_01598	Prbg.g_00657
OG0000842	Syao.g_01597	Prbg.g_00658
OG0000843	Syao.g_01596	Prbg.g_00659
OG0000844	Syao.g_01594	Prbg.g_00660
OG0000845	Syao.g_01593	Prbg.g_00661
OG0000846	Syao.g_01592	Prbg.g_00662
OG0000847	Syao.g_01591	Prbg.g_00663
OG0000848	Syao.g_01589	Prbg.g_00664
OG0000849	Syao.g_01588	Prbg.g_00665
OG0000850	Syao.g_01585	Prbg.g_00667
OG0000851	Syao.g_01582	Prbg.g_00668
OG0000852	Syao.g_01581	Prbg.g_00669
OG0000853	Syao.g_01577	Prbg.g_00675
OG0000854	Syao.g_01575	Prbg.g_00677
OG0000855	Syao.g_01574	Prbg.g_00678
OG0000856	Syao.g_01327	Prbg.g_00348
OG0000857	Syao.g_00774	Prbg.g_01174
OG0000858	Syao.g_01567	Prbg.g_01643
OG0000859	Syao.g_01566	Prbg.g_01644
OG0000860	Syao.g_01552	Prbg.g_01652
OG0000861	Syao.g_01551	Prbg.g_01653
OG0000862	Syao.g_01542	Prbg.g_01654
OG0000863	Syao.g_01540	Prbg.g_01656
OG0000864	Syao.g_01017	Prbg.g_01657
OG0000866	Syao.g_01686	Prbg.g_01659
OG0000867	Syao.g_01685	Prbg.g_01660
OG0000868	Syao.g_01682	Prbg.g_01662
OG0000869	Syao.g_01677	Prbg.g_01665
OG0000870	Syao.g_01672	Prbg.g_01670
OG0000871	Syao.g_01671	Prbg.g_01671
OG0000872	Syao.g_01665	Prbg.g_01672
OG0000873	Syao.g_01662	Prbg.g_01675
OG0000874	Syao.g_01660	Prbg.g_01678
OG0000875	Syao.g_01658	Prbg.g_01679
OG0000876	Syao.g_00536	Prbg.g_01680
OG0000877	Syao.g_01654	Prbg.g_01682
OG0000878	Syao.g_01653	Prbg.g_01683
OG0000879	Syao.g_01652	Prbg.g_01684
OG0000880	Syao.g_01651	Prbg.g_01685
OG0000881	Syao.g_01647	Prbg.g_01689
OG0000882	Syao.g_01642	Prbg.g_01694
OG0000883	Syao.g_01638	Prbg.g_01696
OG0000884	Syao.g_01636	Prbg.g_01698
OG0000885	Syao.g_01635	Prbg.g_01699
OG0000886	Syao.g_01634	Prbg.g_01700
OG0000887	Syao.g_01633	Prbg.g_01701
OG0000888	Syao.g_01631	Prbg.g_01703
OG0000889	Syao.g_01629	Prbg.g_01705
OG0000890	Syao.g_01626	Prbg.g_01706
OG0000891	Syao.g_01625	Prbg.g_01707
OG0000892	Syao.g_01695	Prbg.g_01709
OG0000893	Syao.g_01934	Prbg.g_01713
OG0000894	Syao.g_01937	Prbg.g_01716
OG0000895	Syao.g_01916	Prbg.g_01720
OG0000896	Syao.g_01917	Prbg.g_01721
OG0000897	Syao.g_01919	Prbg.g_01723
OG0000898	Syao.g_01920	Prbg.g_01724
OG0000899	Syao.g_01921	Prbg.g_01725
OG0000900	Syao.g_01922	Prbg.g_01726
OG0000901	Syao.g_01927	Prbg.g_01729
OG0000902	Syao.g_01929	Prbg.g_01731
OG0000903	Syao.g_01798	Prbg.g_01735
OG0000904	Syao.g_01804	Prbg.g_01739
OG0000905	Syao.g_01862	Prbg.g_01733
OG0000906	Syao.g_01931	Prbg.g_01732
OG0000907	Syao.g_01796	Prbg.g_01742
OG0000908	Syao.g_01793	Prbg.g_01745
OG0000909	Syao.g_01792	Prbg.g_01746
OG0000910	Syao.g_01791	Prbg.g_01747
OG0000911	Syao.g_01789	Prbg.g_01749
OG0000912	Syao.g_01788	Prbg.g_01750
OG0000913	Syao.g_01787	Prbg.g_01751
OG0000914	Syao.g_01786	Prbg.g_01752
OG0000915	Syao.g_01784	Prbg.g_01753
OG0000916	Syao.g_01783	Prbg.g_01754
OG0000917	Syao.g_01782	Prbg.g_01755
OG0000918	Syao.g_01781	Prbg.g_01756
OG0000919	Syao.g_01780	Prbg.g_01757
OG0000920	Syao.g_01779	Prbg.g_01758
OG0000921	Syao.g_01778	Prbg.g_01759
OG0000922	Syao.g_01777	Prbg.g_01760
OG0000923	Syao.g_01772	Prbg.g_01764
OG0000924	Syao.g_01771	Prbg.g_01765
OG0000925	Syao.g_01770	Prbg.g_01766
OG0000926	Syao.g_01769	Prbg.g_01767
OG0000927	Syao.g_01767	Prbg.g_01769
OG0000928	Syao.g_01766	Prbg.g_01770
OG0000929	Syao.g_01765	Prbg.g_01771
OG0000930	Syao.g_01764	Prbg.g_01772
OG0000931	Syao.g_01763	Prbg.g_01773
OG0000932	Syao.g_01762	Prbg.g_01774
OG0000933	Syao.g_01811	Prbg.g_01778
OG0000934	Syao.g_01809	Prbg.g_01780
OG0000935	Syao.g_01808	Prbg.g_01781
OG0000936	Syao.g_01843	Prbg.g_01782
OG0000937	Syao.g_01842	Prbg.g_01783
OG0000938	Syao.g_01839	Prbg.g_01786
OG0000939	Syao.g_01838	Prbg.g_01787
OG0000940	Syao.g_01830	Prbg.g_01794
OG0000941	Syao.g_01828	Prbg.g_01796
OG0000942	Syao.g_01826	Prbg.g_01798
OG0000943	Syao.g_01824	Prbg.g_01799
OG0000944	Syao.g_01822	Prbg.g_01801
OG0000945	Syao.g_01821	Prbg.g_01802
OG0000946	Syao.g_01852	Prbg.g_01807
OG0000947	Syao.g_01849	Prbg.g_01809
OG0000948	Syao.g_01848	Prbg.g_01810
OG0000949	Syao.g_01970	Prbg.g_01813
OG0000950	Syao.g_01957	Prbg.g_01820
OG0000951	Syao.g_02262	Prbg.g_01824
OG0000952	Syao.g_02266	Prbg.g_01828
OG0000953	Syao.g_02130	Prbg.g_01832
OG0000954	Syao.g_02135	Prbg.g_01836
OG0000955	Syao.g_02136	Prbg.g_01837
OG0000956	Syao.g_02138	Prbg.g_01839
OG0000957	Syao.g_01951	Prbg.g_01845
OG0000958	Syao.g_01950	Prbg.g_01846
OG0000959	Syao.g_01947	Prbg.g_01850
OG0000960	Syao.g_01946	Prbg.g_01851
OG0000961	Syao.g_02496	Prbg.g_01854
OG0000962	Syao.g_02191	Prbg.g_01856
OG0000963	Syao.g_02186	Prbg.g_01860
OG0000964	Syao.g_02185	Prbg.g_01861
OG0000965	Syao.g_02184	Prbg.g_01862
OG0000966	Syao.g_02172	Prbg.g_01868
OG0000967	Syao.g_02167	Prbg.g_01872
OG0000968	Syao.g_02199	Prbg.g_01874
OG0000969	Syao.g_02200	Prbg.g_01875
OG0000970	Syao.g_02201	Prbg.g_01876
OG0000971	Syao.g_02203	Prbg.g_01877
OG0000972	Syao.g_02204	Prbg.g_01878
OG0000973	Syao.g_02205	Prbg.g_01879
OG0000974	Syao.g_02206	Prbg.g_01880
OG0000975	Syao.g_02207	Prbg.g_01881
OG0000976	Syao.g_02208	Prbg.g_01882
OG0000977	Syao.g_02210	Prbg.g_01883
OG0000978	Syao.g_02211	Prbg.g_01884
OG0000979	Syao.g_02214	Prbg.g_01887
OG0000980	Syao.g_02217	Prbg.g_01889
OG0000981	Syao.g_02220	Prbg.g_01892
OG0000982	Syao.g_02437	Prbg.g_01894
OG0000983	Syao.g_02438	Prbg.g_01895
OG0000984	Syao.g_02439	Prbg.g_01896
OG0000985	Syao.g_02443	Prbg.g_01899
OG0000986	Syao.g_02445	Prbg.g_01901
OG0000987	Syao.g_02447	Prbg.g_01902
OG0000988	Syao.g_02452	Prbg.g_01905
OG0000989	Syao.g_02368	Prbg.g_01909
OG0000990	Syao.g_02362	Prbg.g_01913
OG0000991	Syao.g_02354	Prbg.g_01914
OG0000992	Syao.g_02279	Prbg.g_01917
OG0000993	Syao.g_02280	Prbg.g_01918
OG0000994	Syao.g_02283	Prbg.g_01919
OG0000995	Syao.g_02287	Prbg.g_01923
OG0000996	Syao.g_02305	Prbg.g_01924
OG0000997	Syao.g_02326	Prbg.g_01927
OG0000998	Syao.g_02328	Prbg.g_01929
OG0000999	Syao.g_02329	Prbg.g_01930
OG0001000	Syao.g_02333	Prbg.g_01933
OG0001001	Syao.g_02338	Prbg.g_01936
OG0001002	Syao.g_02345	Prbg.g_00758
OG0001003	Syao.g_02347	Prbg.g_00759
OG0001004	Syao.g_02348	Prbg.g_00760
OG0001005	Syao.g_02194	Prbg.g_00761
OG0001006	Syao.g_02159	Prbg.g_00765
OG0001007	Syao.g_02161	Prbg.g_00767
OG0001008	Syao.g_01737	Prbg.g_00157
OG0001009	Syao.g_02239	Prbg.g_00847
OG0001010	Syao.g_02238	Prbg.g_00846
OG0001011	Syao.g_02236	Prbg.g_00844
OG0001012	Syao.g_00322	Prbg.g_00830
OG0001013	Syao.g_02413	Prbg.g_00823
OG0001014	Syao.g_02407	Prbg.g_00820
OG0001015	Syao.g_02406	Prbg.g_00818
OG0001016	Syao.g_02622	Prbg.g_00796
OG0001017	Syao.g_02628	Prbg.g_00792
OG0001018	Syao.g_02630	Prbg.g_00790
OG0001019	Syao.g_02654	Prbg.g_00781
OG0001020	Syao.g_02663	Prbg.g_00780
OG0001021	Syao.g_02666	Prbg.g_00861
OG0001022	Syao.g_02670	Prbg.g_00864
OG0001023	Syao.g_02671	Prbg.g_00865
OG0001024	Syao.g_01018	Prbg.g_00869
OG0001025	Syao.g_02597	Prbg.g_00876
OG0001026	Syao.g_02594	Prbg.g_00885
OG0001027	Syao.g_02564	Prbg.g_00886
OG0001028	Syao.g_02568	Prbg.g_00888
OG0001029	Syao.g_02570	Prbg.g_00889
OG0001030	Syao.g_02545	Prbg.g_00905
OG0001031	Syao.g_02528	Prbg.g_00965
OG0001032	Syao.g_02530	Prbg.g_00966
OG0001033	Syao.g_01016	Prbg.g_00987
OG0001034	Syao.g_01704	Prbg.g_01018
OG0001035	Syao.g_02101	Prbg.g_01038
OG0001036	Syao.g_02096	Prbg.g_01042
OG0001037	Syao.g_02094	Prbg.g_01043
OG0001038	Syao.g_02065	Prbg.g_00057
OG0001039	Syao.g_02062	Prbg.g_00060
OG0001040	Syao.g_02059	Prbg.g_00062
OG0001041	Syao.g_02055	Prbg.g_00067
OG0001042	Syao.g_02032	Prbg.g_00084
OG0001043	Syao.g_02028	Prbg.g_00085
OG0001044	Syao.g_01878	Prbg.g_00116
OG0001045	Syao.g_01865	Prbg.g_00125
OG0001046	Syao.g_00827	Prbg.g_01602
OG0001047	Syao.g_01739	Prbg.g_00159
OG0001048	Syao.g_01740	Prbg.g_00160
OG0001049	Syao.g_01616	Prbg.g_00162
OG0001050	Syao.g_01618	Prbg.g_00163
OG0001051	Syao.g_01619	Prbg.g_00164
OG0001052	Syao.g_02686	Prbg.g_00190
OG0001053	Syao.g_00025	Prbg.g_00202
OG0001054	Syao.g_00104	Prbg.g_00217
OG0001055	Syao.g_00156	Prbg.g_00236
OG0001056	Syao.g_01417	Prbg.g_00253
OG0001057	Syao.g_00879	Prbg.g_00258
OG0001058	Syao.g_00862	Prbg.g_00267
OG0001059	Syao.g_00858	Prbg.g_00271
OG0001060	Syao.g_00852	Prbg.g_00277
OG0001062	Syao.g_01050	Prbg.g_00294
OG0001063	Syao.g_01042	Prbg.g_00296
OG0001064	Syao.g_01041	Prbg.g_00297
OG0001065	Syao.g_01040	Prbg.g_00298
OG0001066	Syao.g_01039	Prbg.g_00299
OG0001067	Syao.g_01038	Prbg.g_00300
OG0001068	Syao.g_01037	Prbg.g_00301
OG0001069	Syao.g_01036	Prbg.g_00302
OG0001070	Syao.g_01032	Prbg.g_00306
OG0001071	Syao.g_01031	Prbg.g_00307
OG0001072	Syao.g_01027	Prbg.g_00309
OG0001073	Syao.g_00991	Prbg.g_00323
OG0001074	Syao.g_00392	Prbg.g_00335
OG0001075	Syao.g_00391	Prbg.g_00336
OG0001076	Syao.g_01339	Prbg.g_00343
OG0001077	Syao.g_01323	Prbg.g_00349
OG0001078	Syao.g_00895	Prbg.g_01421
OG0001079	Syao.g_00911	Prbg.g_01409
OG0001081	Syao.g_00925	Prbg.g_01401
OG0001082	Syao.g_00926	Prbg.g_01400
OG0001083	Syao.g_00934	Prbg.g_01395
OG0001084	Syao.g_00935	Prbg.g_01394
OG0001085	Syao.g_00947	Prbg.g_01111
OG0001086	Syao.g_00949	Prbg.g_01112
OG0001087	Syao.g_01419	Prbg.g_01130
OG0001088	Syao.g_00211	Prbg.g_01131
OG0001089	Syao.g_00376	Prbg.g_01142
OG0001090	Syao.g_00494	Prbg.g_01152
OG0001091	Syao.g_00491	Prbg.g_01374
OG0001092	Syao.g_00489	Prbg.g_01373
OG0001093	Syao.g_00482	Prbg.g_01368
OG0001094	Syao.g_00750	Prbg.g_01375
OG0001095	Syao.g_00771	Prbg.g_01172
OG0001096	Syao.g_00786	Prbg.g_01186
OG0001097	Syao.g_00552	Prbg.g_01206
OG0001098	Syao.g_00731	Prbg.g_01225
OG0001099	Syao.g_02569	Prbg.g_01067
OG0001100	Syao.g_00957	Prbg.g_01075
OG0001101	Syao.g_00959	Prbg.g_01078
OG0001102	Syao.g_00962	Prbg.g_01081
OG0001103	Syao.g_00964	Prbg.g_01083
OG0001105	Syao.g_00736	Prbg.g_01110
OG0001106	Syao.g_00688	Prbg.g_01278
OG0001107	Syao.g_00676	Prbg.g_01285
OG0001108	Syao.g_00669	Prbg.g_01289
OG0001109	Syao.g_00667	Prbg.g_01290
OG0001110	Syao.g_00665	Prbg.g_01292
OG0001111	Syao.g_00663	Prbg.g_01293
OG0001112	Syao.g_00661	Prbg.g_01294
OG0001113	Syao.g_00660	Prbg.g_01295
OG0001114	Syao.g_00659	Prbg.g_01296
OG0001115	Syao.g_00832	Prbg.g_01298
OG0001116	Syao.g_00830	Prbg.g_01299
OG0001117	Syao.g_00829	Prbg.g_01300
OG0001118	Syao.g_00828	Prbg.g_01301
OG0001119	Syao.g_00826	Prbg.g_01302
OG0001120	Syao.g_00822	Prbg.g_01304
OG0001122	Syao.g_00445	Prbg.g_01324
OG0001123	Syao.g_00451	Prbg.g_01330
OG0001124	Syao.g_00453	Prbg.g_01332
OG0001125	Syao.g_00456	Prbg.g_01334
OG0001126	Syao.g_00504	Prbg.g_01245
OG0001127	Syao.g_00505	Prbg.g_01244
OG0001128	Syao.g_00508	Prbg.g_01242
