Orthogroup	Pran	Pral
OG0000581	Pran.g_01573	Pral.g_00483
OG0000582	Pran.g_01570	Pral.g_00480
OG0000583	Pran.g_01569	Pral.g_00479
OG0000584	Pran.g_01568	Pral.g_00478
OG0000585	Pran.g_01566	Pral.g_00476
OG0000586	Pran.g_01565	Pral.g_00475
OG0000587	Pran.g_01564	Pral.g_00474
OG0000588	Pran.g_01560	Pral.g_00469
OG0000589	Pran.g_01557	Pral.g_00466
OG0000590	Pran.g_01556	Pral.g_00465
OG0000591	Pran.g_01553	Pral.g_00462
OG0000592	Pran.g_01552	Pral.g_00461
OG0000593	Pran.g_01546	Pral.g_01433
OG0000594	Pran.g_01545	Pral.g_01434
OG0000595	Pran.g_01544	Pral.g_01435
OG0000596	Pran.g_01540	Pral.g_01439
OG0000597	Pran.g_01538	Pral.g_01441
OG0000598	Pran.g_01537	Pral.g_01442
OG0000599	Pran.g_01534	Pral.g_01445
OG0000600	Pran.g_01533	Pral.g_01446
OG0000601	Pran.g_01532	Pral.g_01447
OG0000602	Pran.g_01530	Pral.g_01449
OG0000603	Pran.g_01529	Pral.g_01450
OG0000604	Pran.g_01528	Pral.g_01451
OG0000605	Pran.g_01527	Pral.g_01452
OG0000606	Pran.g_01524	Pral.g_01455
OG0000607	Pran.g_01521	Pral.g_01458
OG0000608	Pran.g_01520	Pral.g_01459
OG0000609	Pran.g_01519	Pral.g_01460
OG0000610	Pran.g_01514	Pral.g_01466
OG0000611	Pran.g_01511	Pral.g_01469
OG0000612	Pran.g_01510	Pral.g_01470
OG0000613	Pran.g_01505	Pral.g_01769
OG0000614	Pran.g_01486	Pral.g_01748
OG0000615	Pran.g_01478	Pral.g_01737
OG0000616	Pran.g_01472	Pral.g_00399
OG0000617	Pran.g_01454	Pral.g_01723
OG0000618	Pran.g_01453	Pral.g_01722
OG0000619	Pran.g_01452	Pral.g_01721
OG0000620	Pran.g_01449	Pral.g_01718
OG0000621	Pran.g_01448	Pral.g_01717
OG0000622	Pran.g_01447	Pral.g_01716
OG0000623	Pran.g_01446	Pral.g_01715
OG0000624	Pran.g_01445	Pral.g_01713
OG0000625	Pran.g_01444	Pral.g_01712
OG0000626	Pran.g_01443	Pral.g_01711
OG0000627	Pran.g_01442	Pral.g_01709
OG0000628	Pran.g_01441	Pral.g_01708
OG0000629	Pran.g_01440	Pral.g_01707
OG0000630	Pran.g_01437	Pral.g_01704
OG0000631	Pran.g_01352	Pral.g_01658
OG0000632	Pran.g_01351	Pral.g_01657
OG0000633	Pran.g_01350	Pral.g_01656
OG0000634	Pran.g_01347	Pral.g_01484
OG0000635	Pran.g_01346	Pral.g_01485
OG0000636	Pran.g_01344	Pral.g_01487
OG0000637	Pran.g_01342	Pral.g_01489
OG0000638	Pran.g_01341	Pral.g_01490
OG0000639	Pran.g_01340	Pral.g_01491
OG0000640	Pran.g_01339	Pral.g_01492
OG0000641	Pran.g_01335	Pral.g_01496
OG0000642	Pran.g_01334	Pral.g_01497
OG0000643	Pran.g_01333	Pral.g_01498
OG0000644	Pran.g_01332	Pral.g_01499
OG0000645	Pran.g_01331	Pral.g_01500
OG0000646	Pran.g_01329	Pral.g_01502
OG0000647	Pran.g_01328	Pral.g_01504
OG0000648	Pran.g_01326	Pral.g_01506
OG0000649	Pran.g_01325	Pral.g_01507
OG0000650	Pran.g_01324	Pral.g_01508
OG0000651	Pran.g_01323	Pral.g_01509
OG0000652	Pran.g_01322	Pral.g_01510
OG0000653	Pran.g_01320	Pral.g_01512
OG0000654	Pran.g_01319	Pral.g_01513
OG0000655	Pran.g_01318	Pral.g_01514
OG0000656	Pran.g_01315	Pral.g_01517
OG0000657	Pran.g_01308	Pral.g_01524
OG0000658	Pran.g_01307	Pral.g_01525
OG0000659	Pran.g_01306	Pral.g_01526
OG0000660	Pran.g_01302	Pral.g_01530
OG0000661	Pran.g_01300	Pral.g_01532
OG0000662	Pran.g_01298	Pral.g_01534
OG0000663	Pran.g_01296	Pral.g_01536
OG0000664	Pran.g_01295	Pral.g_01537
OG0000665	Pran.g_01291	Pral.g_01543
OG0000666	Pran.g_01290	Pral.g_01544
OG0000667	Pran.g_01285	Pral.g_01548
OG0000668	Pran.g_00413	Pral.g_01820
OG0000669	Pran.g_00421	Pral.g_01809
OG0000670	Pran.g_00423	Pral.g_01806
OG0000671	Pran.g_00425	Pral.g_01804
OG0000672	Pran.g_00427	Pral.g_01801
OG0000673	Pran.g_00430	Pral.g_01798
OG0000674	Pran.g_00432	Pral.g_01796
OG0000675	Pran.g_00433	Pral.g_01795
OG0000676	Pran.g_00435	Pral.g_01793
OG0000677	Pran.g_00436	Pral.g_01792
OG0000678	Pran.g_00438	Pral.g_01790
OG0000679	Pran.g_00442	Pral.g_01786
OG0000680	Pran.g_00443	Pral.g_01785
OG0000681	Pran.g_00445	Pral.g_01782
OG0000682	Pran.g_00446	Pral.g_01781
OG0000683	Pran.g_00447	Pral.g_01780
OG0000684	Pran.g_00449	Pral.g_01778
OG0000685	Pran.g_00451	Pral.g_01776
OG0000686	Pran.g_00452	Pral.g_01775
OG0000687	Pran.g_00453	Pral.g_01774
OG0000688	Pran.g_00456	Pral.g_01474
OG0000689	Pran.g_00457	Pral.g_01475
OG0000690	Pran.g_00458	Pral.g_01476
OG0000691	Pran.g_00459	Pral.g_01477
OG0000692	Pran.g_00461	Pral.g_01479
OG0000693	Pran.g_00462	Pral.g_01480
OG0000694	Pran.g_00463	Pral.g_01481
OG0000695	Pran.g_00465	Pral.g_01654
OG0000696	Pran.g_00466	Pral.g_01653
OG0000697	Pran.g_00467	Pral.g_01652
OG0000698	Pran.g_00470	Pral.g_01649
OG0000699	Pran.g_00471	Pral.g_01647
OG0000700	Pran.g_00472	Pral.g_01646
OG0000701	Pran.g_00473	Pral.g_01645
OG0000702	Pran.g_00475	Pral.g_01643
OG0000703	Pran.g_00476	Pral.g_01642
OG0000704	Pran.g_00477	Pral.g_01640
OG0000705	Pran.g_00481	Pral.g_01634
OG0000706	Pran.g_00482	Pral.g_01633
OG0000707	Pran.g_00483	Pral.g_01632
OG0000708	Pran.g_00484	Pral.g_01630
OG0000709	Pran.g_00488	Pral.g_01626
OG0000710	Pran.g_00491	Pral.g_01623
OG0000711	Pran.g_00508	Pral.g_01579
OG0000712	Pran.g_00510	Pral.g_01580
OG0000713	Pran.g_00511	Pral.g_01581
OG0000714	Pran.g_00512	Pral.g_01582
OG0000715	Pran.g_00514	Pral.g_01584
OG0000716	Pran.g_00516	Pral.g_01586
OG0000717	Pran.g_00517	Pral.g_01587
OG0000718	Pran.g_00537	Pral.g_01590
OG0000719	Pran.g_00539	Pral.g_01592
OG0000720	Pran.g_00548	Pral.g_01603
OG0000721	Pran.g_00550	Pral.g_01607
OG0000722	Pran.g_00551	Pral.g_01608
OG0000723	Pran.g_00554	Pral.g_01575
OG0000724	Pran.g_00563	Pral.g_01566
OG0000725	Pran.g_00569	Pral.g_01560
OG0000726	Pran.g_00570	Pral.g_01559
OG0000727	Pran.g_00571	Pral.g_01558
OG0000728	Pran.g_00573	Pral.g_01556
OG0000729	Pran.g_00133	Pral.g_01311
OG0000730	Pran.g_00129	Pral.g_01324
OG0000731	Pran.g_00125	Pral.g_00692
OG0000732	Pran.g_00115	Pral.g_00348
OG0000733	Pran.g_00092	Pral.g_00077
OG0000734	Pran.g_00075	Pral.g_01351
OG0000735	Pran.g_00073	Pral.g_01353
OG0000736	Pran.g_00072	Pral.g_01354
OG0000737	Pran.g_00071	Pral.g_01355
OG0000738	Pran.g_00067	Pral.g_01359
OG0000739	Pran.g_00066	Pral.g_01360
OG0000740	Pran.g_00065	Pral.g_01361
OG0000741	Pran.g_00064	Pral.g_01363
OG0000742	Pran.g_00061	Pral.g_01366
OG0000743	Pran.g_00059	Pral.g_01368
OG0000744	Pran.g_00058	Pral.g_01369
OG0000745	Pran.g_00057	Pral.g_01370
OG0000746	Pran.g_00055	Pral.g_01372
OG0000747	Pran.g_00054	Pral.g_01373
OG0000748	Pran.g_00051	Pral.g_01378
OG0000749	Pran.g_00050	Pral.g_01379
OG0000750	Pran.g_00049	Pral.g_01380
OG0000751	Pran.g_00047	Pral.g_01383
OG0000752	Pran.g_00045	Pral.g_01385
OG0000753	Pran.g_00042	Pral.g_01388
OG0000754	Pran.g_00039	Pral.g_01391
OG0000755	Pran.g_00036	Pral.g_01399
OG0000756	Pran.g_00035	Pral.g_01400
OG0000757	Pran.g_00029	Pral.g_01406
OG0000758	Pran.g_00028	Pral.g_01407
OG0000759	Pran.g_00027	Pral.g_01408
OG0000760	Pran.g_00026	Pral.g_01409
OG0000761	Pran.g_00025	Pral.g_01410
OG0000762	Pran.g_00024	Pral.g_01411
OG0000763	Pran.g_00022	Pral.g_01413
OG0000764	Pran.g_00021	Pral.g_01414
OG0000765	Pran.g_00012	Pral.g_01423
OG0000766	Pran.g_00011	Pral.g_01424
OG0000767	Pran.g_00009	Pral.g_01426
OG0000768	Pran.g_00008	Pral.g_01427
OG0000769	Pran.g_00006	Pral.g_01429
OG0000770	Pran.g_00004	Pral.g_00456
OG0000771	Pran.g_00918	Pral.g_01064
OG0000772	Pran.g_00899	Pral.g_01893
OG0000773	Pran.g_00885	Pral.g_01290
OG0000774	Pran.g_00883	Pral.g_01288
OG0000775	Pran.g_00881	Pral.g_01286
OG0000776	Pran.g_00880	Pral.g_01285
OG0000777	Pran.g_00879	Pral.g_01284
OG0000778	Pran.g_00878	Pral.g_01283
OG0000779	Pran.g_00874	Pral.g_01279
OG0000780	Pran.g_00873	Pral.g_01278
OG0000781	Pran.g_00870	Pral.g_01275
OG0000782	Pran.g_00869	Pral.g_01274
OG0000783	Pran.g_00868	Pral.g_01273
OG0000784	Pran.g_00867	Pral.g_01272
OG0000785	Pran.g_00865	Pral.g_01270
OG0000786	Pran.g_00863	Pral.g_01267
OG0000787	Pran.g_00862	Pral.g_01266
OG0000788	Pran.g_00853	Pral.g_00440
OG0000789	Pran.g_00850	Pral.g_01060
OG0000790	Pran.g_00836	Pral.g_01217
OG0000791	Pran.g_00834	Pral.g_01215
OG0000792	Pran.g_00833	Pral.g_01214
OG0000793	Pran.g_00830	Pral.g_01211
OG0000794	Pran.g_00829	Pral.g_01210
OG0000795	Pran.g_00828	Pral.g_01209
OG0000796	Pran.g_00824	Pral.g_01205
OG0000797	Pran.g_00823	Pral.g_01204
OG0000799	Pran.g_00751	Pral.g_01184
OG0000800	Pran.g_00750	Pral.g_01183
OG0000801	Pran.g_00749	Pral.g_01182
OG0000802	Pran.g_00747	Pral.g_01180
OG0000803	Pran.g_00745	Pral.g_01178
OG0000804	Pran.g_00744	Pral.g_01177
OG0000805	Pran.g_00742	Pral.g_01175
OG0000806	Pran.g_00740	Pral.g_01173
OG0000807	Pran.g_00739	Pral.g_01172
OG0000808	Pran.g_00738	Pral.g_01171
OG0000809	Pran.g_00735	Pral.g_01167
OG0000810	Pran.g_00734	Pral.g_01166
OG0000811	Pran.g_00730	Pral.g_01158
OG0000812	Pran.g_00728	Pral.g_01156
OG0000813	Pran.g_00727	Pral.g_01155
OG0000814	Pran.g_00725	Pral.g_01153
OG0000815	Pran.g_00724	Pral.g_01152
OG0000816	Pran.g_00722	Pral.g_01150
OG0000817	Pran.g_00721	Pral.g_01149
OG0000818	Pran.g_00716	Pral.g_01144
OG0000819	Pran.g_00715	Pral.g_01143
OG0000820	Pran.g_00714	Pral.g_01142
OG0000821	Pran.g_00710	Pral.g_01137
OG0000822	Pran.g_00709	Pral.g_01136
OG0000823	Pran.g_00708	Pral.g_01135
OG0000824	Pran.g_00705	Pral.g_01132
OG0000825	Pran.g_00704	Pral.g_01131
OG0000826	Pran.g_00703	Pral.g_01130
OG0000827	Pran.g_00702	Pral.g_01129
OG0000828	Pran.g_00699	Pral.g_01126
OG0000829	Pran.g_00698	Pral.g_01125
OG0000830	Pran.g_00697	Pral.g_01124
OG0000831	Pran.g_00695	Pral.g_01122
OG0000832	Pran.g_00689	Pral.g_01110
OG0000833	Pran.g_00681	Pral.g_01101
OG0000834	Pran.g_00680	Pral.g_01100
OG0000835	Pran.g_00679	Pral.g_01099
OG0000836	Pran.g_00678	Pral.g_01098
OG0000837	Pran.g_00677	Pral.g_01097
OG0000838	Pran.g_00675	Pral.g_01094
OG0000839	Pran.g_00674	Pral.g_01093
OG0000840	Pran.g_00673	Pral.g_01092
OG0000841	Pran.g_00672	Pral.g_01091
OG0000842	Pran.g_00671	Pral.g_01090
OG0000843	Pran.g_00670	Pral.g_01089
OG0000844	Pran.g_00669	Pral.g_01088
OG0000845	Pran.g_00668	Pral.g_01087
OG0000846	Pran.g_00667	Pral.g_01086
OG0000847	Pran.g_00666	Pral.g_01085
OG0000848	Pran.g_00665	Pral.g_01084
OG0000849	Pran.g_00664	Pral.g_01083
OG0000850	Pran.g_00662	Pral.g_01081
OG0000851	Pran.g_00661	Pral.g_01080
OG0000852	Pran.g_00660	Pral.g_01079
OG0000853	Pran.g_00656	Pral.g_01074
OG0000854	Pran.g_00654	Pral.g_01072
OG0000855	Pran.g_00653	Pral.g_01071
OG0000856	Pran.g_00636	Pral.g_01058
OG0000857	Pran.g_00598	Pral.g_01503
OG0000858	Pran.g_00964	Pral.g_00100
OG0000859	Pran.g_00965	Pral.g_00101
OG0000860	Pran.g_00972	Pral.g_00109
OG0000861	Pran.g_00973	Pral.g_00110
OG0000862	Pran.g_00974	Pral.g_00111
OG0000863	Pran.g_00976	Pral.g_00113
OG0000864	Pran.g_00977	Pral.g_00114
OG0000865	Pran.g_00978	Pral.g_00115
OG0000866	Pran.g_00979	Pral.g_00116
OG0000867	Pran.g_00980	Pral.g_00117
OG0000868	Pran.g_00981	Pral.g_00119
OG0000869	Pran.g_00985	Pral.g_00122
OG0000870	Pran.g_00990	Pral.g_00127
OG0000871	Pran.g_00991	Pral.g_00128
OG0000872	Pran.g_00992	Pral.g_00129
OG0000873	Pran.g_00995	Pral.g_00132
OG0000874	Pran.g_00998	Pral.g_00135
OG0000875	Pran.g_00999	Pral.g_00136
OG0000876	Pran.g_01000	Pral.g_00137
OG0000877	Pran.g_01002	Pral.g_00139
OG0000878	Pran.g_01003	Pral.g_00140
OG0000879	Pran.g_01004	Pral.g_00141
OG0000880	Pran.g_01005	Pral.g_00142
OG0000881	Pran.g_01009	Pral.g_00146
OG0000882	Pran.g_01014	Pral.g_00151
OG0000883	Pran.g_01015	Pral.g_00154
OG0000884	Pran.g_01017	Pral.g_00156
OG0000885	Pran.g_01018	Pral.g_00157
OG0000886	Pran.g_01019	Pral.g_00158
OG0000887	Pran.g_01020	Pral.g_00159
OG0000888	Pran.g_01022	Pral.g_00161
OG0000889	Pran.g_01024	Pral.g_00163
OG0000890	Pran.g_01025	Pral.g_00164
OG0000891	Pran.g_01026	Pral.g_00165
OG0000892	Pran.g_01028	Pral.g_00167
OG0000893	Pran.g_01032	Pral.g_00170
OG0000894	Pran.g_01034	Pral.g_00173
OG0000895	Pran.g_01037	Pral.g_00177
OG0000896	Pran.g_01038	Pral.g_00178
OG0000897	Pran.g_01040	Pral.g_00180
OG0000898	Pran.g_01041	Pral.g_00181
OG0000899	Pran.g_01042	Pral.g_00182
OG0000900	Pran.g_01044	Pral.g_00183
OG0000901	Pran.g_01047	Pral.g_00187
OG0000902	Pran.g_01049	Pral.g_00189
OG0000903	Pran.g_01052	Pral.g_00193
OG0000904	Pran.g_01054	Pral.g_00198
OG0000905	Pran.g_01058	Pral.g_00191
OG0000906	Pran.g_01059	Pral.g_00190
OG0000907	Pran.g_01062	Pral.g_00200
OG0000908	Pran.g_01065	Pral.g_00203
OG0000909	Pran.g_01066	Pral.g_00204
OG0000910	Pran.g_01067	Pral.g_00205
OG0000911	Pran.g_01070	Pral.g_00207
OG0000912	Pran.g_01071	Pral.g_00208
OG0000913	Pran.g_01072	Pral.g_00209
OG0000914	Pran.g_01073	Pral.g_00210
OG0000915	Pran.g_01074	Pral.g_00211
OG0000916	Pran.g_01075	Pral.g_00212
OG0000917	Pran.g_01076	Pral.g_00213
OG0000918	Pran.g_01077	Pral.g_00214
OG0000919	Pran.g_01078	Pral.g_00215
OG0000920	Pran.g_01079	Pral.g_00216
OG0000921	Pran.g_01080	Pral.g_00217
OG0000922	Pran.g_01081	Pral.g_00218
OG0000923	Pran.g_01085	Pral.g_00222
OG0000924	Pran.g_01086	Pral.g_00223
OG0000925	Pran.g_01087	Pral.g_00224
OG0000926	Pran.g_01088	Pral.g_00225
OG0000927	Pran.g_01090	Pral.g_00227
OG0000928	Pran.g_01091	Pral.g_00228
OG0000929	Pran.g_01092	Pral.g_00229
OG0000930	Pran.g_01093	Pral.g_00230
OG0000931	Pran.g_01094	Pral.g_00232
OG0000932	Pran.g_01095	Pral.g_01190
OG0000933	Pran.g_01099	Pral.g_00236
OG0000934	Pran.g_01101	Pral.g_00238
OG0000935	Pran.g_01102	Pral.g_00239
OG0000936	Pran.g_01103	Pral.g_00240
OG0000937	Pran.g_01104	Pral.g_00241
OG0000938	Pran.g_01106	Pral.g_00244
OG0000939	Pran.g_01107	Pral.g_00245
OG0000940	Pran.g_01114	Pral.g_00252
OG0000941	Pran.g_01116	Pral.g_00254
OG0000942	Pran.g_01118	Pral.g_00256
OG0000943	Pran.g_01119	Pral.g_00257
OG0000944	Pran.g_01120	Pral.g_00259
OG0000945	Pran.g_01121	Pral.g_00260
OG0000946	Pran.g_01125	Pral.g_00266
OG0000947	Pran.g_01127	Pral.g_00268
OG0000948	Pran.g_01128	Pral.g_00269
OG0000949	Pran.g_01131	Pral.g_00272
OG0000950	Pran.g_01136	Pral.g_00278
OG0000951	Pran.g_01139	Pral.g_00282
OG0000952	Pran.g_01143	Pral.g_00286
OG0000953	Pran.g_01146	Pral.g_00290
OG0000954	Pran.g_01150	Pral.g_00294
OG0000955	Pran.g_01151	Pral.g_00295
OG0000956	Pran.g_01153	Pral.g_00297
OG0000957	Pran.g_01158	Pral.g_00303
OG0000958	Pran.g_01159	Pral.g_00304
OG0000959	Pran.g_01163	Pral.g_00308
OG0000960	Pran.g_01164	Pral.g_00309
OG0000961	Pran.g_01166	Pral.g_00312
OG0000962	Pran.g_01168	Pral.g_00314
OG0000963	Pran.g_01172	Pral.g_00318
OG0000964	Pran.g_01173	Pral.g_00319
OG0000965	Pran.g_01174	Pral.g_00320
OG0000966	Pran.g_01182	Pral.g_00326
OG0000967	Pran.g_01186	Pral.g_00330
OG0000968	Pran.g_01188	Pral.g_00332
OG0000969	Pran.g_01189	Pral.g_00333
OG0000970	Pran.g_01190	Pral.g_00334
OG0000971	Pran.g_01191	Pral.g_00335
OG0000972	Pran.g_01192	Pral.g_00336
OG0000973	Pran.g_01193	Pral.g_00337
OG0000974	Pran.g_01194	Pral.g_00338
OG0000975	Pran.g_01195	Pral.g_00339
OG0000976	Pran.g_01196	Pral.g_00340
OG0000977	Pran.g_01197	Pral.g_00341
OG0000978	Pran.g_01198	Pral.g_00342
OG0000979	Pran.g_01201	Pral.g_00345
OG0000980	Pran.g_01202	Pral.g_00347
OG0000981	Pran.g_01204	Pral.g_00350
OG0000982	Pran.g_01206	Pral.g_00352
OG0000983	Pran.g_01207	Pral.g_00353
OG0000984	Pran.g_01208	Pral.g_00354
OG0000985	Pran.g_01211	Pral.g_00357
OG0000986	Pran.g_01213	Pral.g_00359
OG0000987	Pran.g_01214	Pral.g_00360
OG0000988	Pran.g_01217	Pral.g_00363
OG0000989	Pran.g_01221	Pral.g_00367
OG0000990	Pran.g_01224	Pral.g_00373
OG0000991	Pran.g_01225	Pral.g_00374
OG0000992	Pran.g_01227	Pral.g_00377
OG0000993	Pran.g_01228	Pral.g_00378
OG0000994	Pran.g_01229	Pral.g_00379
OG0000995	Pran.g_01233	Pral.g_00383
OG0000996	Pran.g_01234	Pral.g_00384
OG0000997	Pran.g_01235	Pral.g_00386
OG0000998	Pran.g_01237	Pral.g_00388
OG0000999	Pran.g_01238	Pral.g_00389
OG0001000	Pran.g_01241	Pral.g_00392
OG0001001	Pran.g_01243	Pral.g_00396
OG0001002	Pran.g_01247	Pral.g_00401
OG0001003	Pran.g_01249	Pral.g_00402
OG0001004	Pran.g_01250	Pral.g_00403
OG0001005	Pran.g_01251	Pral.g_00404
OG0001006	Pran.g_01255	Pral.g_00408
OG0001007	Pran.g_01257	Pral.g_00410
OG0001008	Pran.g_01743	Pral.g_00657
OG0001009	Pran.g_00397	Pral.g_01017
OG0001010	Pran.g_00396	Pral.g_01016
OG0001011	Pran.g_00395	Pral.g_01014
OG0001012	Pran.g_00382	Pral.g_01001
OG0001013	Pran.g_00377	Pral.g_00994
OG0001014	Pran.g_00374	Pral.g_00991
OG0001015	Pran.g_00373	Pral.g_00990
OG0001016	Pran.g_00359	Pral.g_00974
OG0001017	Pran.g_00355	Pral.g_00970
OG0001018	Pran.g_00352	Pral.g_00968
OG0001019	Pran.g_00343	Pral.g_00958
OG0001020	Pran.g_00342	Pral.g_00957
OG0001021	Pran.g_00341	Pral.g_00956
OG0001022	Pran.g_00339	Pral.g_00953
OG0001023	Pran.g_00338	Pral.g_00952
OG0001024	Pran.g_00335	Pral.g_00949
OG0001025	Pran.g_00329	Pral.g_00942
OG0001026	Pran.g_00322	Pral.g_00934
OG0001027	Pran.g_00321	Pral.g_00933
OG0001028	Pran.g_00319	Pral.g_00931
OG0001029	Pran.g_00318	Pral.g_00930
OG0001030	Pran.g_00304	Pral.g_00914
OG0001031	Pran.g_00246	Pral.g_00857
OG0001032	Pran.g_00245	Pral.g_00856
OG0001033	Pran.g_00224	Pral.g_00836
OG0001034	Pran.g_00196	Pral.g_00804
OG0001035	Pran.g_01938	Pral.g_00784
OG0001036	Pran.g_01934	Pral.g_00780
OG0001037	Pran.g_01933	Pral.g_00779
OG0001038	Pran.g_01916	Pral.g_00761
OG0001039	Pran.g_01913	Pral.g_00758
OG0001040	Pran.g_01911	Pral.g_00755
OG0001041	Pran.g_01907	Pral.g_00751
OG0001042	Pran.g_01890	Pral.g_00734
OG0001043	Pran.g_01889	Pral.g_00733
OG0001044	Pran.g_01861	Pral.g_00699
OG0001045	Pran.g_01853	Pral.g_00690
OG0001046	Pran.g_01816	Pral.g_01039
OG0001047	Pran.g_01741	Pral.g_00655
OG0001048	Pran.g_01740	Pral.g_00654
OG0001049	Pran.g_01738	Pral.g_00651
OG0001050	Pran.g_01737	Pral.g_00650
OG0001051	Pran.g_01736	Pral.g_00649
OG0001052	Pran.g_01707	Pral.g_00621
OG0001053	Pran.g_01695	Pral.g_00608
OG0001055	Pran.g_01661	Pral.g_00573
OG0001056	Pran.g_01642	Pral.g_00554
OG0001057	Pran.g_01637	Pral.g_00549
OG0001058	Pran.g_01629	Pral.g_00541
OG0001059	Pran.g_01625	Pral.g_00537
OG0001060	Pran.g_01618	Pral.g_00530
OG0001061	Pran.g_01604	Pral.g_00514
OG0001062	Pran.g_01602	Pral.g_00512
OG0001063	Pran.g_01600	Pral.g_00510
OG0001064	Pran.g_01599	Pral.g_00509
OG0001065	Pran.g_01598	Pral.g_00508
OG0001066	Pran.g_01597	Pral.g_00507
OG0001067	Pran.g_01596	Pral.g_00506
OG0001068	Pran.g_01595	Pral.g_00505
OG0001069	Pran.g_01594	Pral.g_00504
OG0001070	Pran.g_01591	Pral.g_00502
OG0001071	Pran.g_01590	Pral.g_00501
OG0001072	Pran.g_01588	Pral.g_00499
OG0001073	Pran.g_01574	Pral.g_00485
OG0001074	Pran.g_01563	Pral.g_00472
OG0001075	Pran.g_01562	Pral.g_00471
OG0001076	Pran.g_01554	Pral.g_00464
OG0001077	Pran.g_01550	Pral.g_00459
OG0001078	Pran.g_01542	Pral.g_01437
OG0001079	Pran.g_01531	Pral.g_01448
OG0001080	Pran.g_01525	Pral.g_01454
OG0001081	Pran.g_01523	Pral.g_01456
OG0001082	Pran.g_01522	Pral.g_01457
OG0001083	Pran.g_01517	Pral.g_01462
OG0001084	Pran.g_01516	Pral.g_01463
OG0001085	Pran.g_01508	Pral.g_01772
OG0001086	Pran.g_01507	Pral.g_01771
OG0001087	Pran.g_01490	Pral.g_01753
OG0001088	Pran.g_01489	Pral.g_01752
OG0001089	Pran.g_01481	Pral.g_01741
OG0001090	Pran.g_01459	Pral.g_01728
OG0001091	Pran.g_01457	Pral.g_01726
OG0001092	Pran.g_01456	Pral.g_01725
OG0001093	Pran.g_01451	Pral.g_01720
OG0001094	Pran.g_01349	Pral.g_01482
OG0001095	Pran.g_01330	Pral.g_01501
OG0001096	Pran.g_01317	Pral.g_01515
OG0001097	Pran.g_01299	Pral.g_01533
OG0001098	Pran.g_01283	Pral.g_01552
OG0001099	Pran.g_00418	Pral.g_01815
OG0001100	Pran.g_00422	Pral.g_01807
OG0001101	Pran.g_00424	Pral.g_01805
OG0001102	Pran.g_00426	Pral.g_01802
OG0001103	Pran.g_00428	Pral.g_01800
OG0001104	Pran.g_00450	Pral.g_01777
OG0001105	Pran.g_00454	Pral.g_01773
OG0001106	Pran.g_00478	Pral.g_01639
OG0001107	Pran.g_00485	Pral.g_01629
OG0001108	Pran.g_00489	Pral.g_01625
OG0001109	Pran.g_00490	Pral.g_01624
OG0001110	Pran.g_00492	Pral.g_01622
OG0001111	Pran.g_00493	Pral.g_01621
OG0001112	Pran.g_00494	Pral.g_01620
OG0001113	Pran.g_00495	Pral.g_01619
OG0001114	Pran.g_00496	Pral.g_01618
OG0001115	Pran.g_00498	Pral.g_01616
OG0001116	Pran.g_00499	Pral.g_01615
OG0001117	Pran.g_00500	Pral.g_01614
OG0001118	Pran.g_00501	Pral.g_01613
OG0001119	Pran.g_00502	Pral.g_01612
OG0001120	Pran.g_00504	Pral.g_01611
OG0001122	Pran.g_00540	Pral.g_01593
OG0001123	Pran.g_00544	Pral.g_01598
OG0001124	Pran.g_00546	Pral.g_01600
OG0001125	Pran.g_00547	Pral.g_01602
OG0001126	Pran.g_00557	Pral.g_01571
OG0001127	Pran.g_00558	Pral.g_01570
OG0001128	Pran.g_00560	Pral.g_01569
OG0001129	Pran.g_00561	Pral.g_01568
OG0001130	Pran.g_00562	Pral.g_01567
OG0001131	Pran.g_00154	Pral.g_01321
OG0001132	Pran.g_00144	Pral.g_01033
OG0001133	Pran.g_00110	Pral.g_01314
OG0001134	Pran.g_00093	Pral.g_00056, Pral.g_00078
OG0001135	Pran.g_00090	Pral.g_00075
OG0001136	Pran.g_00063	Pral.g_01364
OG0001137	Pran.g_00052	Pral.g_01377
OG0001138	Pran.g_00034	Pral.g_01401
OG0001139	Pran.g_00033	Pral.g_01403
OG0001141	Pran.g_00031	Pral.g_01404
OG0001142	Pran.g_00030	Pral.g_01405
OG0001143	Pran.g_00023	Pral.g_01412
OG0001144	Pran.g_00018	Pral.g_01417
OG0001145	Pran.g_00884	Pral.g_01289
OG0001146	Pran.g_00872	Pral.g_01277
OG0001147	Pran.g_00854	Pral.g_01235
OG0001148	Pran.g_00839	Pral.g_01220
OG0001149	Pran.g_00838	Pral.g_01219
OG0001150	Pran.g_00837	Pral.g_01218
OG0001151	Pran.g_00826	Pral.g_01207
OG0001152	Pran.g_00825	Pral.g_01206
OG0001153	Pran.g_00701	Pral.g_01128
OG0001154	Pran.g_00700	Pral.g_01127
OG0001155	Pran.g_00688	Pral.g_01108
OG0001156	Pran.g_00685	Pral.g_01105
OG0001157	Pran.g_00684	Pral.g_01104
OG0001158	Pran.g_00683	Pral.g_01103
OG0001159	Pran.g_00682	Pral.g_01102
OG0001160	Pran.g_00658	Pral.g_01076
OG0001161	Pran.g_00646	Pral.g_00045
OG0001163	Pran.g_00962	Pral.g_00098
OG0001164	Pran.g_00966	Pral.g_00102
OG0001165	Pran.g_00969	Pral.g_00105
OG0001166	Pran.g_00989	Pral.g_00126
OG0001167	Pran.g_01006	Pral.g_00143
