Orthogroup	Pran	Syaa
OG0000572	Pran.g_01592	Syaa.g_01904
OG0000573	Pran.g_01586	Syaa.g_01896
OG0000574	Pran.g_01585	Syaa.g_01895
OG0000575	Pran.g_01581	Syaa.g_01891
OG0000576	Pran.g_01579	Syaa.g_01889
OG0000577	Pran.g_01578	Syaa.g_01888
OG0000578	Pran.g_01577	Syaa.g_01887
OG0000579	Pran.g_01576	Syaa.g_01886
OG0000580	Pran.g_01575	Syaa.g_01885
OG0000581	Pran.g_01573	Syaa.g_01879
OG0000582	Pran.g_01570	Syaa.g_01687
OG0000583	Pran.g_01569	Syaa.g_01686
OG0000584	Pran.g_01568	Syaa.g_01685
OG0000585	Pran.g_01566	Syaa.g_01683
OG0000586	Pran.g_01565	Syaa.g_01682
OG0000587	Pran.g_01564	Syaa.g_01680
OG0000588	Pran.g_01560	Syaa.g_01666
OG0000589	Pran.g_01557	Syaa.g_01662
OG0000590	Pran.g_01556	Syaa.g_01661
OG0000591	Pran.g_01553	Syaa.g_01653
OG0000592	Pran.g_01552	Syaa.g_01652
OG0000593	Pran.g_01546	Syaa.g_01638
OG0000594	Pran.g_01545	Syaa.g_01637
OG0000595	Pran.g_01544	Syaa.g_01636
OG0000596	Pran.g_01540	Syaa.g_01630
OG0000597	Pran.g_01538	Syaa.g_01627
OG0000598	Pran.g_01537	Syaa.g_01626
OG0000599	Pran.g_01534	Syaa.g_01623
OG0000600	Pran.g_01533	Syaa.g_01622
OG0000601	Pran.g_01532	Syaa.g_01621
OG0000602	Pran.g_01530	Syaa.g_01616
OG0000603	Pran.g_01529	Syaa.g_01615
OG0000604	Pran.g_01528	Syaa.g_01612
OG0000605	Pran.g_01527	Syaa.g_01447
OG0000606	Pran.g_01524	Syaa.g_01055
OG0000607	Pran.g_01521	Syaa.g_01058
OG0000608	Pran.g_01520	Syaa.g_01059
OG0000609	Pran.g_01519	Syaa.g_01061
OG0000610	Pran.g_01514	Syaa.g_01068
OG0000611	Pran.g_01511	Syaa.g_01071
OG0000612	Pran.g_01510	Syaa.g_01072
OG0000613	Pran.g_01505	Syaa.g_00199
OG0000614	Pran.g_01486	Syaa.g_00906
OG0000615	Pran.g_01478	Syaa.g_01113
OG0000616	Pran.g_01472	Syaa.g_02742
OG0000617	Pran.g_01454	Syaa.g_01244
OG0000618	Pran.g_01453	Syaa.g_01245
OG0000619	Pran.g_01452	Syaa.g_01246
OG0000620	Pran.g_01449	Syaa.g_01259
OG0000621	Pran.g_01448	Syaa.g_01260
OG0000622	Pran.g_01447	Syaa.g_01261
OG0000623	Pran.g_01446	Syaa.g_01262
OG0000624	Pran.g_01445	Syaa.g_01264
OG0000625	Pran.g_01444	Syaa.g_01265
OG0000626	Pran.g_01443	Syaa.g_01266
OG0000627	Pran.g_01442	Syaa.g_01414
OG0000628	Pran.g_01441	Syaa.g_01413
OG0000629	Pran.g_01440	Syaa.g_01410
OG0000630	Pran.g_01437	Syaa.g_01406
OG0000631	Pran.g_01352	Syaa.g_01400
OG0000632	Pran.g_01351	Syaa.g_01399
OG0000633	Pran.g_01350	Syaa.g_01397
OG0000634	Pran.g_01347	Syaa.g_01150
OG0000635	Pran.g_01346	Syaa.g_01151
OG0000636	Pran.g_01344	Syaa.g_01153
OG0000637	Pran.g_01342	Syaa.g_01155
OG0000638	Pran.g_01341	Syaa.g_01156
OG0000639	Pran.g_01340	Syaa.g_01157
OG0000640	Pran.g_01339	Syaa.g_01158
OG0000641	Pran.g_01335	Syaa.g_01162
OG0000642	Pran.g_01334	Syaa.g_01163
OG0000643	Pran.g_01333	Syaa.g_01165
OG0000644	Pran.g_01332	Syaa.g_01166
OG0000645	Pran.g_01331	Syaa.g_01184
OG0000646	Pran.g_01329	Syaa.g_01187
OG0000647	Pran.g_01328	Syaa.g_01189
OG0000648	Pran.g_01326	Syaa.g_01191
OG0000649	Pran.g_01325	Syaa.g_01192
OG0000650	Pran.g_01324	Syaa.g_01193
OG0000651	Pran.g_01323	Syaa.g_01194
OG0000652	Pran.g_01322	Syaa.g_01195
OG0000653	Pran.g_01320	Syaa.g_01197
OG0000654	Pran.g_01319	Syaa.g_01198
OG0000655	Pran.g_01318	Syaa.g_01199
OG0000656	Pran.g_01315	Syaa.g_01202
OG0000657	Pran.g_01308	Syaa.g_00838
OG0000658	Pran.g_01307	Syaa.g_00836
OG0000659	Pran.g_01306	Syaa.g_00835
OG0000660	Pran.g_01302	Syaa.g_00831
OG0000661	Pran.g_01300	Syaa.g_00829
OG0000662	Pran.g_01298	Syaa.g_00827
OG0000663	Pran.g_01296	Syaa.g_00824
OG0000664	Pran.g_01295	Syaa.g_00823
OG0000665	Pran.g_01291	Syaa.g_01442
OG0000666	Pran.g_01290	Syaa.g_01448
OG0000668	Pran.g_00413	Syaa.g_01300
OG0000669	Pran.g_00421	Syaa.g_01084
OG0000670	Pran.g_00423	Syaa.g_01087
OG0000671	Pran.g_00425	Syaa.g_01089
OG0000672	Pran.g_00427	Syaa.g_01092
OG0000673	Pran.g_00430	Syaa.g_01095
OG0000674	Pran.g_00432	Syaa.g_01097
OG0000675	Pran.g_00433	Syaa.g_01098
OG0000676	Pran.g_00435	Syaa.g_01100
OG0000677	Pran.g_00436	Syaa.g_01101
OG0000678	Pran.g_00438	Syaa.g_01106
OG0000679	Pran.g_00442	Syaa.g_01116
OG0000680	Pran.g_00443	Syaa.g_01117
OG0000681	Pran.g_00445	Syaa.g_01120
OG0000682	Pran.g_00446	Syaa.g_01121
OG0000683	Pran.g_00447	Syaa.g_01122
OG0000684	Pran.g_00449	Syaa.g_01132
OG0000685	Pran.g_00451	Syaa.g_01134
OG0000686	Pran.g_00452	Syaa.g_01135
OG0000687	Pran.g_00453	Syaa.g_01136
OG0000688	Pran.g_00456	Syaa.g_01140
OG0000689	Pran.g_00457	Syaa.g_01142
OG0000690	Pran.g_00458	Syaa.g_01143
OG0000691	Pran.g_00459	Syaa.g_01144
OG0000692	Pran.g_00461	Syaa.g_01145
OG0000693	Pran.g_00462	Syaa.g_01146
OG0000694	Pran.g_00463	Syaa.g_01147
OG0000695	Pran.g_00465	Syaa.g_01395
OG0000696	Pran.g_00466	Syaa.g_01394
OG0000697	Pran.g_00467	Syaa.g_01392
OG0000698	Pran.g_00470	Syaa.g_01389
OG0000699	Pran.g_00471	Syaa.g_01387
OG0000700	Pran.g_00472	Syaa.g_01386
OG0000701	Pran.g_00473	Syaa.g_01385
OG0000702	Pran.g_00475	Syaa.g_01376
OG0000703	Pran.g_00476	Syaa.g_01375
OG0000704	Pran.g_00477	Syaa.g_01373
OG0000705	Pran.g_00481	Syaa.g_01365
OG0000706	Pran.g_00482	Syaa.g_01364
OG0000707	Pran.g_00483	Syaa.g_01363
OG0000708	Pran.g_00484	Syaa.g_01360
OG0000709	Pran.g_00488	Syaa.g_01351
OG0000710	Pran.g_00491	Syaa.g_01348
OG0000711	Pran.g_00508	Syaa.g_01320
OG0000712	Pran.g_00510	Syaa.g_01318
OG0000713	Pran.g_00511	Syaa.g_01317
OG0000714	Pran.g_00512	Syaa.g_01315
OG0000715	Pran.g_00514	Syaa.g_01313
OG0000716	Pran.g_00516	Syaa.g_01309
OG0000717	Pran.g_00517	Syaa.g_01308
OG0000718	Pran.g_00537	Syaa.g_01304
OG0000719	Pran.g_00539	Syaa.g_01302
OG0000720	Pran.g_00548	Syaa.g_01289
OG0000721	Pran.g_00550	Syaa.g_01287
OG0000722	Pran.g_00551	Syaa.g_01286
OG0000723	Pran.g_00554	Syaa.g_01268
OG0000724	Pran.g_00563	Syaa.g_00872
OG0000725	Pran.g_00569	Syaa.g_00882
OG0000726	Pran.g_00570	Syaa.g_00883
OG0000727	Pran.g_00571	Syaa.g_00884
OG0000728	Pran.g_00573	Syaa.g_00886
OG0000729	Pran.g_00133	Syaa.g_00100
OG0000730	Pran.g_00129	Syaa.g_02185
OG0000731	Pran.g_00125	Syaa.g_02173
OG0000732	Pran.g_00115	Syaa.g_00054
OG0000733	Pran.g_00092	Syaa.g_02621
OG0000734	Pran.g_00075	Syaa.g_02388
OG0000735	Pran.g_00073	Syaa.g_00754
OG0000736	Pran.g_00072	Syaa.g_00755
OG0000737	Pran.g_00071	Syaa.g_00756
OG0000738	Pran.g_00067	Syaa.g_00761
OG0000739	Pran.g_00066	Syaa.g_00762
OG0000740	Pran.g_00065	Syaa.g_00763
OG0000741	Pran.g_00064	Syaa.g_00766
OG0000742	Pran.g_00061	Syaa.g_00769
OG0000743	Pran.g_00059	Syaa.g_00771
OG0000744	Pran.g_00058	Syaa.g_00772
OG0000745	Pran.g_00057	Syaa.g_00774
OG0000746	Pran.g_00055	Syaa.g_00776
OG0000747	Pran.g_00054	Syaa.g_00777
OG0000748	Pran.g_00051	Syaa.g_00787
OG0000749	Pran.g_00050	Syaa.g_00789
OG0000750	Pran.g_00049	Syaa.g_00790
OG0000751	Pran.g_00047	Syaa.g_00797
OG0000752	Pran.g_00045	Syaa.g_00799
OG0000753	Pran.g_00042	Syaa.g_00802
OG0000754	Pran.g_00039	Syaa.g_01025
OG0000755	Pran.g_00036	Syaa.g_01005
OG0000756	Pran.g_00035	Syaa.g_01004
OG0000757	Pran.g_00029	Syaa.g_00996
OG0000758	Pran.g_00028	Syaa.g_00995
OG0000759	Pran.g_00027	Syaa.g_00994
OG0000760	Pran.g_00026	Syaa.g_00993
OG0000761	Pran.g_00025	Syaa.g_00992
OG0000762	Pran.g_00024	Syaa.g_00988
OG0000763	Pran.g_00022	Syaa.g_00986
OG0000764	Pran.g_00021	Syaa.g_00985
OG0000765	Pran.g_00012	Syaa.g_00968
OG0000766	Pran.g_00011	Syaa.g_00967
OG0000767	Pran.g_00009	Syaa.g_00965
OG0000768	Pran.g_00008	Syaa.g_00964
OG0000769	Pran.g_00006	Syaa.g_00962
OG0000770	Pran.g_00004	Syaa.g_00959
OG0000771	Pran.g_00918	Syaa.g_00866
OG0000772	Pran.g_00899	Syaa.g_01526
OG0000773	Pran.g_00885	Syaa.g_00749
OG0000774	Pran.g_00883	Syaa.g_00745
OG0000775	Pran.g_00881	Syaa.g_00742
OG0000776	Pran.g_00880	Syaa.g_00741
OG0000777	Pran.g_00879	Syaa.g_00740
OG0000778	Pran.g_00878	Syaa.g_00739
OG0000779	Pran.g_00874	Syaa.g_00733
OG0000780	Pran.g_00873	Syaa.g_00730
OG0000781	Pran.g_00870	Syaa.g_00726
OG0000782	Pran.g_00869	Syaa.g_00725
OG0000783	Pran.g_00868	Syaa.g_00724
OG0000784	Pran.g_00867	Syaa.g_00723
OG0000785	Pran.g_00865	Syaa.g_00721
OG0000786	Pran.g_00863	Syaa.g_01875
OG0000787	Pran.g_00862	Syaa.g_01876
OG0000788	Pran.g_00853	Syaa.g_01620
OG0000789	Pran.g_00850	Syaa.g_01434
OG0000790	Pran.g_00836	Syaa.g_02064
OG0000791	Pran.g_00834	Syaa.g_02066
OG0000792	Pran.g_00833	Syaa.g_02067
OG0000793	Pran.g_00830	Syaa.g_02072
OG0000794	Pran.g_00829	Syaa.g_02073
OG0000795	Pran.g_00828	Syaa.g_02074
OG0000796	Pran.g_00824	Syaa.g_02078
OG0000797	Pran.g_00823	Syaa.g_02079
OG0000798	Pran.g_00789	Syaa.g_00265, Syaa.g_00494
OG0000799	Pran.g_00751	Syaa.g_01743
OG0000800	Pran.g_00750	Syaa.g_01747
OG0000801	Pran.g_00749	Syaa.g_01748
OG0000802	Pran.g_00747	Syaa.g_01753
OG0000803	Pran.g_00745	Syaa.g_01758
OG0000804	Pran.g_00744	Syaa.g_01761
OG0000805	Pran.g_00742	Syaa.g_01763
OG0000806	Pran.g_00740	Syaa.g_01765
OG0000807	Pran.g_00739	Syaa.g_01767
OG0000808	Pran.g_00738	Syaa.g_01768
OG0000809	Pran.g_00735	Syaa.g_01771
OG0000810	Pran.g_00734	Syaa.g_01772
OG0000811	Pran.g_00730	Syaa.g_01778
OG0000812	Pran.g_00728	Syaa.g_01780
OG0000813	Pran.g_00727	Syaa.g_01781
OG0000814	Pran.g_00725	Syaa.g_01783
OG0000815	Pran.g_00724	Syaa.g_01784
OG0000816	Pran.g_00722	Syaa.g_01785
OG0000817	Pran.g_00721	Syaa.g_01786
OG0000818	Pran.g_00716	Syaa.g_01792
OG0000819	Pran.g_00715	Syaa.g_01793
OG0000820	Pran.g_00714	Syaa.g_01794
OG0000821	Pran.g_00710	Syaa.g_01800
OG0000822	Pran.g_00709	Syaa.g_01802
OG0000823	Pran.g_00708	Syaa.g_01803
OG0000824	Pran.g_00705	Syaa.g_01807
OG0000825	Pran.g_00704	Syaa.g_01808
OG0000826	Pran.g_00703	Syaa.g_01809
OG0000827	Pran.g_00702	Syaa.g_01810
OG0000828	Pran.g_00699	Syaa.g_01813
OG0000829	Pran.g_00698	Syaa.g_01814
OG0000830	Pran.g_00697	Syaa.g_01815
OG0000831	Pran.g_00695	Syaa.g_01817
OG0000832	Pran.g_00689	Syaa.g_00627
OG0000833	Pran.g_00681	Syaa.g_00611
OG0000834	Pran.g_00680	Syaa.g_00608
OG0000835	Pran.g_00679	Syaa.g_00607
OG0000836	Pran.g_00678	Syaa.g_00603
OG0000837	Pran.g_00677	Syaa.g_00601
OG0000838	Pran.g_00675	Syaa.g_00597
OG0000839	Pran.g_00674	Syaa.g_00596
OG0000840	Pran.g_00673	Syaa.g_00595
OG0000841	Pran.g_00672	Syaa.g_00594
OG0000842	Pran.g_00671	Syaa.g_00593
OG0000843	Pran.g_00670	Syaa.g_00592
OG0000844	Pran.g_00669	Syaa.g_00590
OG0000845	Pran.g_00668	Syaa.g_00589
OG0000846	Pran.g_00667	Syaa.g_00588
OG0000847	Pran.g_00666	Syaa.g_00587
OG0000848	Pran.g_00665	Syaa.g_00585
OG0000849	Pran.g_00664	Syaa.g_00584
OG0000850	Pran.g_00662	Syaa.g_00582
OG0000851	Pran.g_00661	Syaa.g_00577
OG0000852	Pran.g_00660	Syaa.g_00576
OG0000853	Pran.g_00656	Syaa.g_00572
OG0000854	Pran.g_00654	Syaa.g_00570
OG0000855	Pran.g_00653	Syaa.g_00569
OG0000856	Pran.g_00636	Syaa.g_01650
OG0000857	Pran.g_00598	Syaa.g_01188
OG0000858	Pran.g_00964	Syaa.g_00563
OG0000859	Pran.g_00965	Syaa.g_00562
OG0000860	Pran.g_00972	Syaa.g_00549
OG0000861	Pran.g_00973	Syaa.g_00548
OG0000862	Pran.g_00974	Syaa.g_00547
OG0000863	Pran.g_00976	Syaa.g_00543
OG0000864	Pran.g_00977	Syaa.g_00542
OG0000865	Pran.g_00978	Syaa.g_00541
OG0000866	Pran.g_00979	Syaa.g_00540
OG0000867	Pran.g_00980	Syaa.g_00539
OG0000868	Pran.g_00981	Syaa.g_00536
OG0000869	Pran.g_00985	Syaa.g_00531
OG0000870	Pran.g_00990	Syaa.g_00526
OG0000871	Pran.g_00991	Syaa.g_00525
OG0000872	Pran.g_00992	Syaa.g_00511
OG0000873	Pran.g_00995	Syaa.g_00497
OG0000874	Pran.g_00998	Syaa.g_00519
OG0000875	Pran.g_00999	Syaa.g_00438
OG0000876	Pran.g_01000	Syaa.g_00682
OG0000877	Pran.g_01002	Syaa.g_00679
OG0000878	Pran.g_01003	Syaa.g_00678
OG0000879	Pran.g_01004	Syaa.g_00677
OG0000880	Pran.g_01005	Syaa.g_00676
OG0000881	Pran.g_01009	Syaa.g_00671
OG0000882	Pran.g_01014	Syaa.g_00666
OG0000883	Pran.g_01015	Syaa.g_00661
OG0000884	Pran.g_01017	Syaa.g_00659
OG0000885	Pran.g_01018	Syaa.g_00658
OG0000886	Pran.g_01019	Syaa.g_00657
OG0000887	Pran.g_01020	Syaa.g_00656
OG0000888	Pran.g_01022	Syaa.g_00654
OG0000889	Pran.g_01024	Syaa.g_00652
OG0000890	Pran.g_01025	Syaa.g_00644
OG0000891	Pran.g_01026	Syaa.g_00643
OG0000892	Pran.g_01028	Syaa.g_00640
OG0000893	Pran.g_01032	Syaa.g_02352
OG0000894	Pran.g_01034	Syaa.g_02349
OG0000895	Pran.g_01037	Syaa.g_02345
OG0000896	Pran.g_01038	Syaa.g_02344
OG0000897	Pran.g_01040	Syaa.g_02342
OG0000898	Pran.g_01041	Syaa.g_02341
OG0000899	Pran.g_01042	Syaa.g_02340
OG0000900	Pran.g_01044	Syaa.g_02339
OG0000901	Pran.g_01047	Syaa.g_02334
OG0000902	Pran.g_01049	Syaa.g_02332
OG0000903	Pran.g_01052	Syaa.g_02313
OG0000904	Pran.g_01054	Syaa.g_02318
OG0000905	Pran.g_01058	Syaa.g_02324
OG0000906	Pran.g_01059	Syaa.g_02327
OG0000907	Pran.g_01062	Syaa.g_02295
OG0000908	Pran.g_01065	Syaa.g_02292
OG0000909	Pran.g_01066	Syaa.g_02291
OG0000910	Pran.g_01067	Syaa.g_02290
OG0000911	Pran.g_01070	Syaa.g_02288
OG0000912	Pran.g_01071	Syaa.g_02287
OG0000913	Pran.g_01072	Syaa.g_02286
OG0000914	Pran.g_01073	Syaa.g_02285
OG0000915	Pran.g_01074	Syaa.g_02283
OG0000916	Pran.g_01075	Syaa.g_02282
OG0000917	Pran.g_01076	Syaa.g_02281
OG0000918	Pran.g_01077	Syaa.g_02280
OG0000919	Pran.g_01078	Syaa.g_02279
OG0000920	Pran.g_01079	Syaa.g_02278
OG0000921	Pran.g_01080	Syaa.g_02277
OG0000922	Pran.g_01081	Syaa.g_02276
OG0000923	Pran.g_01085	Syaa.g_02272
OG0000924	Pran.g_01086	Syaa.g_02271
OG0000925	Pran.g_01087	Syaa.g_02270
OG0000926	Pran.g_01088	Syaa.g_02269
OG0000927	Pran.g_01090	Syaa.g_02267
OG0000928	Pran.g_01091	Syaa.g_02266
OG0000929	Pran.g_01092	Syaa.g_02265
OG0000930	Pran.g_01093	Syaa.g_02264
OG0000931	Pran.g_01094	Syaa.g_02263
OG0000932	Pran.g_01095	Syaa.g_02262
OG0000933	Pran.g_01099	Syaa.g_02256
OG0000934	Pran.g_01101	Syaa.g_02254
OG0000935	Pran.g_01102	Syaa.g_02253
OG0000936	Pran.g_01103	Syaa.g_02252
OG0000937	Pran.g_01104	Syaa.g_02251
OG0000938	Pran.g_01106	Syaa.g_02248
OG0000939	Pran.g_01107	Syaa.g_02247
OG0000940	Pran.g_01114	Syaa.g_02240
OG0000941	Pran.g_01116	Syaa.g_02238
OG0000942	Pran.g_01118	Syaa.g_02236
OG0000943	Pran.g_01119	Syaa.g_02235
OG0000944	Pran.g_01120	Syaa.g_02233
OG0000945	Pran.g_01121	Syaa.g_02231
OG0000946	Pran.g_01125	Syaa.g_02225
OG0000947	Pran.g_01127	Syaa.g_02222
OG0000948	Pran.g_01128	Syaa.g_02221
OG0000949	Pran.g_01131	Syaa.g_00172
OG0000950	Pran.g_01136	Syaa.g_00159
OG0000951	Pran.g_01139	Syaa.g_00153
OG0000952	Pran.g_01143	Syaa.g_00149
OG0000953	Pran.g_01146	Syaa.g_00143
OG0000954	Pran.g_01150	Syaa.g_00138
OG0000955	Pran.g_01151	Syaa.g_00137
OG0000956	Pran.g_01153	Syaa.g_00135
OG0000957	Pran.g_01158	Syaa.g_00125
OG0000958	Pran.g_01159	Syaa.g_00124
OG0000959	Pran.g_01163	Syaa.g_00120
OG0000960	Pran.g_01164	Syaa.g_00119
OG0000961	Pran.g_01166	Syaa.g_00106
OG0000962	Pran.g_01168	Syaa.g_00102
OG0000963	Pran.g_01172	Syaa.g_00097
OG0000964	Pran.g_01173	Syaa.g_00096
OG0000965	Pran.g_01174	Syaa.g_00095
OG0000966	Pran.g_01182	Syaa.g_00083
OG0000967	Pran.g_01186	Syaa.g_00074
OG0000968	Pran.g_01188	Syaa.g_00078
OG0000969	Pran.g_01189	Syaa.g_00077
OG0000970	Pran.g_01190	Syaa.g_00076
OG0000971	Pran.g_01191	Syaa.g_00069
OG0000972	Pran.g_01192	Syaa.g_00068
OG0000973	Pran.g_01193	Syaa.g_00067
OG0000974	Pran.g_01194	Syaa.g_00066
OG0000975	Pran.g_01195	Syaa.g_00065
OG0000976	Pran.g_01196	Syaa.g_00064
OG0000977	Pran.g_01197	Syaa.g_00062
OG0000978	Pran.g_01198	Syaa.g_00061
OG0000979	Pran.g_01201	Syaa.g_00058
OG0000980	Pran.g_01202	Syaa.g_00055
OG0000981	Pran.g_01204	Syaa.g_00052
OG0000982	Pran.g_01206	Syaa.g_02593
OG0000983	Pran.g_01207	Syaa.g_02594
OG0000984	Pran.g_01208	Syaa.g_02595
OG0000985	Pran.g_01211	Syaa.g_02597
OG0000986	Pran.g_01213	Syaa.g_02601
OG0000987	Pran.g_01214	Syaa.g_02603
OG0000988	Pran.g_01217	Syaa.g_02608
OG0000989	Pran.g_01221	Syaa.g_02616
OG0000990	Pran.g_01224	Syaa.g_02647
OG0000991	Pran.g_01225	Syaa.g_02650
OG0000992	Pran.g_01227	Syaa.g_02653
OG0000993	Pran.g_01228	Syaa.g_02654
OG0000994	Pran.g_01229	Syaa.g_02657
OG0000995	Pran.g_01233	Syaa.g_02662
OG0000996	Pran.g_01234	Syaa.g_02705
OG0000997	Pran.g_01235	Syaa.g_02725
OG0000998	Pran.g_01237	Syaa.g_02727
OG0000999	Pran.g_01238	Syaa.g_02728
OG0001000	Pran.g_01241	Syaa.g_02732
OG0001001	Pran.g_01243	Syaa.g_02738
OG0001002	Pran.g_01247	Syaa.g_02745
OG0001003	Pran.g_01249	Syaa.g_02747
OG0001004	Pran.g_01250	Syaa.g_02748
OG0001005	Pran.g_01251	Syaa.g_02749
OG0001006	Pran.g_01255	Syaa.g_02756
OG0001007	Pran.g_01257	Syaa.g_02758
OG0001008	Pran.g_01743	Syaa.g_00704
OG0001009	Pran.g_00397	Syaa.g_00034
OG0001010	Pran.g_00396	Syaa.g_00035
OG0001011	Pran.g_00395	Syaa.g_00037
OG0001012	Pran.g_00382	Syaa.g_02589
OG0001013	Pran.g_00377	Syaa.g_02576
OG0001014	Pran.g_00374	Syaa.g_02572
OG0001015	Pran.g_00373	Syaa.g_02571
OG0001016	Pran.g_00359	Syaa.g_00348
OG0001017	Pran.g_00355	Syaa.g_00342
OG0001018	Pran.g_00352	Syaa.g_00340
OG0001019	Pran.g_00343	Syaa.g_00323
OG0001020	Pran.g_00342	Syaa.g_02355
OG0001021	Pran.g_00341	Syaa.g_02359
OG0001022	Pran.g_00339	Syaa.g_02365
OG0001023	Pran.g_00338	Syaa.g_02366
OG0001024	Pran.g_00335	Syaa.g_02370
OG0001025	Pran.g_00329	Syaa.g_02377
OG0001026	Pran.g_00322	Syaa.g_02390
OG0001027	Pran.g_00321	Syaa.g_02397
OG0001028	Pran.g_00319	Syaa.g_02399
OG0001029	Pran.g_00318	Syaa.g_02401
OG0001030	Pran.g_00304	Syaa.g_02422
OG0001031	Pran.g_00246	Syaa.g_02500
OG0001032	Pran.g_00245	Syaa.g_02502
OG0001033	Pran.g_00224	Syaa.g_02539
OG0001034	Pran.g_00196	Syaa.g_02108
OG0001035	Pran.g_01938	Syaa.g_00298
OG0001036	Pran.g_01934	Syaa.g_00293
OG0001037	Pran.g_01933	Syaa.g_00291
OG0001038	Pran.g_01916	Syaa.g_00264
OG0001039	Pran.g_01913	Syaa.g_00261
OG0001040	Pran.g_01911	Syaa.g_00258
OG0001041	Pran.g_01907	Syaa.g_00253
OG0001042	Pran.g_01890	Syaa.g_00227
OG0001043	Pran.g_01889	Syaa.g_00223
OG0001044	Pran.g_01861	Syaa.g_02183
OG0001045	Pran.g_01853	Syaa.g_02170
OG0001046	Pran.g_01816	Syaa.g_01332
OG0001047	Pran.g_01741	Syaa.g_00706
OG0001048	Pran.g_01740	Syaa.g_00707
OG0001049	Pran.g_01738	Syaa.g_00710
OG0001050	Pran.g_01737	Syaa.g_00711
OG0001051	Pran.g_01736	Syaa.g_00712
OG0001052	Pran.g_01707	Syaa.g_01846
OG0001053	Pran.g_01695	Syaa.g_02048
OG0001054	Pran.g_01680	Syaa.g_02031
OG0001055	Pran.g_01661	Syaa.g_02010
OG0001056	Pran.g_01642	Syaa.g_01975
OG0001057	Pran.g_01637	Syaa.g_01966
OG0001058	Pran.g_01629	Syaa.g_01951
OG0001059	Pran.g_01625	Syaa.g_01947
OG0001060	Pran.g_01618	Syaa.g_01941
OG0001061	Pran.g_01604	Syaa.g_01919
OG0001062	Pran.g_01602	Syaa.g_01917
OG0001063	Pran.g_01600	Syaa.g_01912
OG0001064	Pran.g_01599	Syaa.g_01911
OG0001065	Pran.g_01598	Syaa.g_01910
OG0001066	Pran.g_01597	Syaa.g_01909
OG0001067	Pran.g_01596	Syaa.g_01908
OG0001068	Pran.g_01595	Syaa.g_01907
OG0001069	Pran.g_01594	Syaa.g_01906
OG0001070	Pran.g_01591	Syaa.g_01903
OG0001071	Pran.g_01590	Syaa.g_01902
OG0001072	Pran.g_01588	Syaa.g_01898
OG0001073	Pran.g_01574	Syaa.g_01884
OG0001074	Pran.g_01563	Syaa.g_01678
OG0001075	Pran.g_01562	Syaa.g_01676
OG0001076	Pran.g_01554	Syaa.g_01659
OG0001077	Pran.g_01550	Syaa.g_01647
OG0001078	Pran.g_01542	Syaa.g_01632
OG0001079	Pran.g_01531	Syaa.g_01619
OG0001080	Pran.g_01525	Syaa.g_01443
OG0001081	Pran.g_01523	Syaa.g_01056
OG0001082	Pran.g_01522	Syaa.g_01057
OG0001083	Pran.g_01517	Syaa.g_01064
OG0001084	Pran.g_01516	Syaa.g_01065
OG0001085	Pran.g_01508	Syaa.g_01075
OG0001086	Pran.g_01507	Syaa.g_01077
OG0001087	Pran.g_01490	Syaa.g_00920
OG0001088	Pran.g_01489	Syaa.g_00916
OG0001089	Pran.g_01481	Syaa.g_00890
OG0001090	Pran.g_01459	Syaa.g_01237
OG0001091	Pran.g_01457	Syaa.g_01239
OG0001092	Pran.g_01456	Syaa.g_01242
OG0001093	Pran.g_01451	Syaa.g_01248
OG0001094	Pran.g_01349	Syaa.g_01148
OG0001095	Pran.g_01330	Syaa.g_01185
OG0001096	Pran.g_01317	Syaa.g_01200
OG0001097	Pran.g_01299	Syaa.g_00828
OG0001098	Pran.g_01283	Syaa.g_01441
OG0001099	Pran.g_00418	Syaa.g_02400
OG0001100	Pran.g_00422	Syaa.g_01086
OG0001101	Pran.g_00424	Syaa.g_01088
OG0001102	Pran.g_00426	Syaa.g_01091
OG0001103	Pran.g_00428	Syaa.g_01093
OG0001104	Pran.g_00450	Syaa.g_01133
OG0001105	Pran.g_00454	Syaa.g_01137
OG0001106	Pran.g_00478	Syaa.g_01372
OG0001107	Pran.g_00485	Syaa.g_01359
OG0001108	Pran.g_00489	Syaa.g_01350
OG0001109	Pran.g_00490	Syaa.g_01349
OG0001110	Pran.g_00492	Syaa.g_01347
OG0001111	Pran.g_00493	Syaa.g_01345
OG0001112	Pran.g_00494	Syaa.g_01343
OG0001113	Pran.g_00495	Syaa.g_01342
OG0001114	Pran.g_00496	Syaa.g_01341
OG0001115	Pran.g_00498	Syaa.g_01337
OG0001116	Pran.g_00499	Syaa.g_01335
OG0001117	Pran.g_00500	Syaa.g_01334
OG0001118	Pran.g_00501	Syaa.g_01333
OG0001119	Pran.g_00502	Syaa.g_01331
OG0001120	Pran.g_00504	Syaa.g_01328
OG0001121	Pran.g_00095, Pran.g_00507	Syaa.g_01125
OG0001122	Pran.g_00540	Syaa.g_01301
OG0001123	Pran.g_00544	Syaa.g_01294
OG0001124	Pran.g_00546	Syaa.g_01292
OG0001125	Pran.g_00547	Syaa.g_01290
OG0001126	Pran.g_00557	Syaa.g_00864
OG0001127	Pran.g_00558	Syaa.g_00865
OG0001128	Pran.g_00560	Syaa.g_00868
OG0001129	Pran.g_00561	Syaa.g_00870
OG0001130	Pran.g_00562	Syaa.g_00871
