Orthogroup	Pran	Syat
OG0000611	Pran.g_01511	Syat.g_00402
OG0000612	Pran.g_01510	Syat.g_00403
OG0000613	Pran.g_01505	Syat.g_02129
OG0000614	Pran.g_01486	Syat.g_01084
OG0000615	Pran.g_01478	Syat.g_00442
OG0000616	Pran.g_01472	Syat.g_02397
OG0000617	Pran.g_01454	Syat.g_00665
OG0000618	Pran.g_01453	Syat.g_00666
OG0000619	Pran.g_01452	Syat.g_00667
OG0000620	Pran.g_01449	Syat.g_02591
OG0000621	Pran.g_01448	Syat.g_02590
OG0000622	Pran.g_01447	Syat.g_02572
OG0000623	Pran.g_01446	Syat.g_00672
OG0000624	Pran.g_01445	Syat.g_00673
OG0000625	Pran.g_01444	Syat.g_00674
OG0000626	Pran.g_01443	Syat.g_00675
OG0000627	Pran.g_01442	Syat.g_00641
OG0000628	Pran.g_01441	Syat.g_00640
OG0000629	Pran.g_01440	Syat.g_00637
OG0000630	Pran.g_01437	Syat.g_00631
OG0000631	Pran.g_01352	Syat.g_00624
OG0000632	Pran.g_01351	Syat.g_00623
OG0000633	Pran.g_01350	Syat.g_00622
OG0000634	Pran.g_01347	Syat.g_00475
OG0000635	Pran.g_01346	Syat.g_00476
OG0000636	Pran.g_01344	Syat.g_00478
OG0000637	Pran.g_01342	Syat.g_00480
OG0000638	Pran.g_01341	Syat.g_00481
OG0000639	Pran.g_01340	Syat.g_00482
OG0000640	Pran.g_01339	Syat.g_00483
OG0000641	Pran.g_01335	Syat.g_00488
OG0000642	Pran.g_01334	Syat.g_00489
OG0000643	Pran.g_01333	Syat.g_00494
OG0000644	Pran.g_01332	Syat.g_00495
OG0000645	Pran.g_01331	Syat.g_00496
OG0000646	Pran.g_01329	Syat.g_00499
OG0000647	Pran.g_01328	Syat.g_00501
OG0000648	Pran.g_01326	Syat.g_00504
OG0000649	Pran.g_01325	Syat.g_00505
OG0000650	Pran.g_01324	Syat.g_00506
OG0000651	Pran.g_01323	Syat.g_00507
OG0000652	Pran.g_01322	Syat.g_00508
OG0000653	Pran.g_01320	Syat.g_00510
OG0000654	Pran.g_01319	Syat.g_00514
OG0000655	Pran.g_01318	Syat.g_00515
OG0000656	Pran.g_01315	Syat.g_00518
OG0000657	Pran.g_01308	Syat.g_00720
OG0000658	Pran.g_01307	Syat.g_00723
OG0000659	Pran.g_01306	Syat.g_00724
OG0000660	Pran.g_01302	Syat.g_00740
OG0000661	Pran.g_01300	Syat.g_00742
OG0000662	Pran.g_01298	Syat.g_00746
OG0000663	Pran.g_01296	Syat.g_00749
OG0000664	Pran.g_01295	Syat.g_00752
OG0000665	Pran.g_01291	Syat.g_03302
OG0000666	Pran.g_01290	Syat.g_01415
OG0000667	Pran.g_01285	Syat.g_00958, Syat.g_03278
OG0000668	Pran.g_00413	Syat.g_00710
OG0000669	Pran.g_00421	Syat.g_00416
OG0000670	Pran.g_00423	Syat.g_00419
OG0000671	Pran.g_00425	Syat.g_00421
OG0000672	Pran.g_00427	Syat.g_00424
OG0000673	Pran.g_00430	Syat.g_00430
OG0000674	Pran.g_00432	Syat.g_00432
OG0000675	Pran.g_00433	Syat.g_00433
OG0000676	Pran.g_00435	Syat.g_00436
OG0000677	Pran.g_00436	Syat.g_00437
OG0000678	Pran.g_00438	Syat.g_00439
OG0000679	Pran.g_00442	Syat.g_00448
OG0000680	Pran.g_00443	Syat.g_00449
OG0000681	Pran.g_00445	Syat.g_00452
OG0000682	Pran.g_00446	Syat.g_00453
OG0000683	Pran.g_00447	Syat.g_00454
OG0000684	Pran.g_00449	Syat.g_00457
OG0000685	Pran.g_00451	Syat.g_02571
OG0000686	Pran.g_00452	Syat.g_00459
OG0000687	Pran.g_00453	Syat.g_00460
OG0000688	Pran.g_00456	Syat.g_00463
OG0000689	Pran.g_00457	Syat.g_00465
OG0000690	Pran.g_00458	Syat.g_00466
OG0000691	Pran.g_00459	Syat.g_00467
OG0000692	Pran.g_00461	Syat.g_00469
OG0000693	Pran.g_00462	Syat.g_00471
OG0000694	Pran.g_00463	Syat.g_00472
OG0000695	Pran.g_00465	Syat.g_00619
OG0000696	Pran.g_00466	Syat.g_00618
OG0000697	Pran.g_00467	Syat.g_00616
OG0000698	Pran.g_00470	Syat.g_00613
OG0000699	Pran.g_00471	Syat.g_00611
OG0000700	Pran.g_00472	Syat.g_00610
OG0000701	Pran.g_00473	Syat.g_00609
OG0000702	Pran.g_00475	Syat.g_00606
OG0000703	Pran.g_00476	Syat.g_00601
OG0000704	Pran.g_00477	Syat.g_00599
OG0000705	Pran.g_00481	Syat.g_00592
OG0000706	Pran.g_00482	Syat.g_00591
OG0000707	Pran.g_00483	Syat.g_00590
OG0000708	Pran.g_00484	Syat.g_00587
OG0000709	Pran.g_00488	Syat.g_00573
OG0000710	Pran.g_00491	Syat.g_00567
OG0000711	Pran.g_00508	Syat.g_00539
OG0000712	Pran.g_00510	Syat.g_00537
OG0000713	Pran.g_00511	Syat.g_00536
OG0000714	Pran.g_00512	Syat.g_00532
OG0000715	Pran.g_00514	Syat.g_00530
OG0000716	Pran.g_00516	Syat.g_00527
OG0000717	Pran.g_00517	Syat.g_00526
OG0000718	Pran.g_00537	Syat.g_00522
OG0000719	Pran.g_00539	Syat.g_00712
OG0000720	Pran.g_00548	Syat.g_00699
OG0000721	Pran.g_00550	Syat.g_00697
OG0000722	Pran.g_00551	Syat.g_00696
OG0000723	Pran.g_00554	Syat.g_00686
OG0000724	Pran.g_00563	Syat.g_00782
OG0000725	Pran.g_00569	Syat.g_00810
OG0000726	Pran.g_00570	Syat.g_00811
OG0000727	Pran.g_00571	Syat.g_00812
OG0000728	Pran.g_00573	Syat.g_00814
OG0000729	Pran.g_00133	Syat.g_02224
OG0000730	Pran.g_00129	Syat.g_01617
OG0000731	Pran.g_00125	Syat.g_01605
OG0000732	Pran.g_00115	Syat.g_02290
OG0000733	Pran.g_00092	Syat.g_03285
OG0000734	Pran.g_00075	Syat.g_01579
OG0000735	Pran.g_00073	Syat.g_03235
OG0000736	Pran.g_00072	Syat.g_03236
OG0000737	Pran.g_00071	Syat.g_03237
OG0000738	Pran.g_00067	Syat.g_03251
OG0000739	Pran.g_00066	Syat.g_03252
OG0000740	Pran.g_00065	Syat.g_03253
OG0000741	Pran.g_00064	Syat.g_03256
OG0000742	Pran.g_00061	Syat.g_03259
OG0000743	Pran.g_00059	Syat.g_03262
OG0000744	Pran.g_00058	Syat.g_03263
OG0000745	Pran.g_00057	Syat.g_03266
OG0000746	Pran.g_00055	Syat.g_00314
OG0000747	Pran.g_00054	Syat.g_00313
OG0000748	Pran.g_00051	Syat.g_00305
OG0000749	Pran.g_00050	Syat.g_00303
OG0000750	Pran.g_00049	Syat.g_00302
OG0000751	Pran.g_00047	Syat.g_00296
OG0000752	Pran.g_00045	Syat.g_00294
OG0000753	Pran.g_00042	Syat.g_00291
OG0000754	Pran.g_00039	Syat.g_00250
OG0000755	Pran.g_00036	Syat.g_00217
OG0000756	Pran.g_00035	Syat.g_00216
OG0000757	Pran.g_00029	Syat.g_00205
OG0000758	Pran.g_00028	Syat.g_00204
OG0000759	Pran.g_00027	Syat.g_00203
OG0000760	Pran.g_00026	Syat.g_00202
OG0000761	Pran.g_00025	Syat.g_00201
OG0000762	Pran.g_00024	Syat.g_00199
OG0000763	Pran.g_00022	Syat.g_00924
OG0000764	Pran.g_00021	Syat.g_00923
OG0000765	Pran.g_00012	Syat.g_00897
OG0000766	Pran.g_00011	Syat.g_00896
OG0000767	Pran.g_00009	Syat.g_00894
OG0000768	Pran.g_00008	Syat.g_00893
OG0000769	Pran.g_00006	Syat.g_00891
OG0000770	Pran.g_00004	Syat.g_00886
OG0000771	Pran.g_00918	Syat.g_00788
OG0000772	Pran.g_00899	Syat.g_01768
OG0000773	Pran.g_00885	Syat.g_01114
OG0000774	Pran.g_00883	Syat.g_01146
OG0000775	Pran.g_00881	Syat.g_01148
OG0000776	Pran.g_00880	Syat.g_01149
OG0000777	Pran.g_00879	Syat.g_01150
OG0000778	Pran.g_00878	Syat.g_01151
OG0000779	Pran.g_00874	Syat.g_01154
OG0000780	Pran.g_00873	Syat.g_01157
OG0000781	Pran.g_00870	Syat.g_01161
OG0000782	Pran.g_00869	Syat.g_01162
OG0000783	Pran.g_00868	Syat.g_01163
OG0000784	Pran.g_00867	Syat.g_01164
OG0000785	Pran.g_00865	Syat.g_01166
OG0000786	Pran.g_00863	Syat.g_01170
OG0000787	Pran.g_00862	Syat.g_01171
OG0000788	Pran.g_00853	Syat.g_00087
OG0000789	Pran.g_00850	Syat.g_00845
OG0000790	Pran.g_00836	Syat.g_01300
OG0000791	Pran.g_00834	Syat.g_01302
OG0000792	Pran.g_00833	Syat.g_01303
OG0000793	Pran.g_00830	Syat.g_01412
OG0000794	Pran.g_00829	Syat.g_01414
OG0000795	Pran.g_00828	Syat.g_01416
OG0000796	Pran.g_00824	Syat.g_01422
OG0000797	Pran.g_00823	Syat.g_01423
OG0000798	Pran.g_00789	Syat.g_02057, Syat.g_01214
OG0000799	Pran.g_00751	Syat.g_01256
OG0000800	Pran.g_00750	Syat.g_01255
OG0000801	Pran.g_00749	Syat.g_01253
OG0000802	Pran.g_00747	Syat.g_01245
OG0000803	Pran.g_00745	Syat.g_01241
OG0000804	Pran.g_00744	Syat.g_01238
OG0000805	Pran.g_00742	Syat.g_01236
OG0000806	Pran.g_00740	Syat.g_01234
OG0000807	Pran.g_00739	Syat.g_01233
OG0000808	Pran.g_00738	Syat.g_01232
OG0000809	Pran.g_00735	Syat.g_01229
OG0000810	Pran.g_00734	Syat.g_01228
OG0000811	Pran.g_00730	Syat.g_01186
OG0000812	Pran.g_00728	Syat.g_01182
OG0000813	Pran.g_00727	Syat.g_01181
OG0000814	Pran.g_00725	Syat.g_01179
OG0000815	Pran.g_00724	Syat.g_01177
OG0000816	Pran.g_00722	Syat.g_01175
OG0000817	Pran.g_00721	Syat.g_01279
OG0000818	Pran.g_00716	Syat.g_01325
OG0000819	Pran.g_00715	Syat.g_01326
OG0000820	Pran.g_00714	Syat.g_01327
OG0000821	Pran.g_00710	Syat.g_01333
OG0000822	Pran.g_00709	Syat.g_01335
OG0000823	Pran.g_00708	Syat.g_01336
OG0000824	Pran.g_00705	Syat.g_01342
OG0000825	Pran.g_00704	Syat.g_01343
OG0000826	Pran.g_00703	Syat.g_01344
OG0000827	Pran.g_00702	Syat.g_01345
OG0000828	Pran.g_00699	Syat.g_01348
OG0000829	Pran.g_00698	Syat.g_01349
OG0000830	Pran.g_00697	Syat.g_01350
OG0000831	Pran.g_00695	Syat.g_01353
OG0000832	Pran.g_00689	Syat.g_02982
OG0000833	Pran.g_00681	Syat.g_03072
OG0000834	Pran.g_00680	Syat.g_03073
OG0000835	Pran.g_00679	Syat.g_03075
OG0000836	Pran.g_00678	Syat.g_03078
OG0000837	Pran.g_00677	Syat.g_03079
OG0000838	Pran.g_00675	Syat.g_03083
OG0000839	Pran.g_00674	Syat.g_03084
OG0000840	Pran.g_00673	Syat.g_03085
OG0000841	Pran.g_00672	Syat.g_03086
OG0000842	Pran.g_00671	Syat.g_03087
OG0000843	Pran.g_00670	Syat.g_03088
OG0000844	Pran.g_00669	Syat.g_03090
OG0000845	Pran.g_00668	Syat.g_03091
OG0000846	Pran.g_00667	Syat.g_03092
OG0000847	Pran.g_00666	Syat.g_03093
OG0000848	Pran.g_00665	Syat.g_03095
OG0000849	Pran.g_00664	Syat.g_03096
OG0000850	Pran.g_00662	Syat.g_03098
OG0000851	Pran.g_00661	Syat.g_03101
OG0000852	Pran.g_00660	Syat.g_03102
OG0000853	Pran.g_00656	Syat.g_03106
OG0000854	Pran.g_00654	Syat.g_03108
OG0000855	Pran.g_00653	Syat.g_03109
OG0000856	Pran.g_00636	Syat.g_03305
OG0000857	Pran.g_00598	Syat.g_00500
OG0000858	Pran.g_00964	Syat.g_03114
OG0000859	Pran.g_00965	Syat.g_03115
OG0000860	Pran.g_00972	Syat.g_03126
OG0000861	Pran.g_00973	Syat.g_03127
OG0000862	Pran.g_00974	Syat.g_03136
OG0000863	Pran.g_00976	Syat.g_03138
OG0000864	Pran.g_00977	Syat.g_03139
OG0000865	Pran.g_00978	Syat.g_03140
OG0000866	Pran.g_00979	Syat.g_03141
OG0000867	Pran.g_00980	Syat.g_03142
OG0000868	Pran.g_00981	Syat.g_03067
OG0000869	Pran.g_00985	Syat.g_03054
OG0000870	Pran.g_00990	Syat.g_03049
OG0000871	Pran.g_00991	Syat.g_03048
OG0000872	Pran.g_00992	Syat.g_03042
OG0000873	Pran.g_00995	Syat.g_03039
OG0000874	Pran.g_00998	Syat.g_03037
OG0000875	Pran.g_00999	Syat.g_03035
OG0000876	Pran.g_01000	Syat.g_00745
OG0000877	Pran.g_01002	Syat.g_03024
OG0000878	Pran.g_01003	Syat.g_03023
OG0000879	Pran.g_01004	Syat.g_03022
OG0000880	Pran.g_01005	Syat.g_03021
OG0000881	Pran.g_01009	Syat.g_03016
OG0000882	Pran.g_01014	Syat.g_03011
OG0000883	Pran.g_01015	Syat.g_03007
OG0000884	Pran.g_01017	Syat.g_03005
OG0000885	Pran.g_01018	Syat.g_03004
OG0000886	Pran.g_01019	Syat.g_03003
OG0000887	Pran.g_01020	Syat.g_03002
OG0000888	Pran.g_01022	Syat.g_03000
OG0000889	Pran.g_01024	Syat.g_02997
OG0000890	Pran.g_01025	Syat.g_02994
OG0000891	Pran.g_01026	Syat.g_02993
OG0000892	Pran.g_01028	Syat.g_02992
OG0000893	Pran.g_01032	Syat.g_01864
OG0000894	Pran.g_01034	Syat.g_01860
OG0000895	Pran.g_01037	Syat.g_01856
OG0000896	Pran.g_01038	Syat.g_01855
OG0000897	Pran.g_01040	Syat.g_01853
OG0000898	Pran.g_01041	Syat.g_01852
OG0000899	Pran.g_01042	Syat.g_01851
OG0000900	Pran.g_01044	Syat.g_01850
OG0000901	Pran.g_01047	Syat.g_01845
OG0000902	Pran.g_01049	Syat.g_01843
OG0000903	Pran.g_01052	Syat.g_01830
OG0000904	Pran.g_01054	Syat.g_01834
OG0000905	Pran.g_01058	Syat.g_01839
OG0000906	Pran.g_01059	Syat.g_01841
OG0000907	Pran.g_01062	Syat.g_01828
OG0000908	Pran.g_01065	Syat.g_01825
OG0000909	Pran.g_01066	Syat.g_01824
OG0000910	Pran.g_01067	Syat.g_01823
OG0000911	Pran.g_01070	Syat.g_01821
OG0000912	Pran.g_01071	Syat.g_01820
OG0000913	Pran.g_01072	Syat.g_01819
OG0000914	Pran.g_01073	Syat.g_01818
OG0000915	Pran.g_01074	Syat.g_01816
OG0000916	Pran.g_01075	Syat.g_01815
OG0000917	Pran.g_01076	Syat.g_01814
OG0000918	Pran.g_01077	Syat.g_01813
OG0000919	Pran.g_01078	Syat.g_01812
OG0000920	Pran.g_01079	Syat.g_01811
OG0000921	Pran.g_01080	Syat.g_01810
OG0000922	Pran.g_01081	Syat.g_01809
OG0000923	Pran.g_01085	Syat.g_01805
OG0000924	Pran.g_01086	Syat.g_01804
OG0000925	Pran.g_01087	Syat.g_01803
OG0000926	Pran.g_01088	Syat.g_01802
OG0000927	Pran.g_01090	Syat.g_01800
OG0000928	Pran.g_01091	Syat.g_01799
OG0000929	Pran.g_01092	Syat.g_01798
OG0000930	Pran.g_01093	Syat.g_01797
OG0000931	Pran.g_01094	Syat.g_01796
OG0000932	Pran.g_01095	Syat.g_01794
OG0000933	Pran.g_01099	Syat.g_01788
OG0000934	Pran.g_01101	Syat.g_01786
OG0000935	Pran.g_01102	Syat.g_01665
OG0000936	Pran.g_01103	Syat.g_01664
OG0000937	Pran.g_01104	Syat.g_01663
OG0000938	Pran.g_01106	Syat.g_01659
OG0000939	Pran.g_01107	Syat.g_01658
OG0000940	Pran.g_01114	Syat.g_01651
OG0000941	Pran.g_01116	Syat.g_01649
OG0000942	Pran.g_01118	Syat.g_01647
OG0000943	Pran.g_01119	Syat.g_01646
OG0000944	Pran.g_01120	Syat.g_01644
OG0000945	Pran.g_01121	Syat.g_01643
OG0000946	Pran.g_01125	Syat.g_01633
OG0000947	Pran.g_01127	Syat.g_01630
OG0000948	Pran.g_01128	Syat.g_01629
OG0000949	Pran.g_01131	Syat.g_02142
OG0000950	Pran.g_01136	Syat.g_02152
OG0000951	Pran.g_01139	Syat.g_02157
OG0000952	Pran.g_01143	Syat.g_02162
OG0000953	Pran.g_01146	Syat.g_02166
OG0000954	Pran.g_01150	Syat.g_02187
OG0000955	Pran.g_01151	Syat.g_02188
OG0000956	Pran.g_01153	Syat.g_02191
OG0000957	Pran.g_01158	Syat.g_02204
OG0000958	Pran.g_01159	Syat.g_02205
OG0000959	Pran.g_01163	Syat.g_02212
OG0000960	Pran.g_01164	Syat.g_02213
OG0000961	Pran.g_01166	Syat.g_02873
OG0000962	Pran.g_01168	Syat.g_02223
OG0000963	Pran.g_01172	Syat.g_02226
OG0000964	Pran.g_01173	Syat.g_02227
OG0000965	Pran.g_01174	Syat.g_02228
OG0000966	Pran.g_01182	Syat.g_02259
OG0000967	Pran.g_01186	Syat.g_02263
OG0000968	Pran.g_01188	Syat.g_02269
OG0000969	Pran.g_01189	Syat.g_02271
OG0000970	Pran.g_01190	Syat.g_02272
OG0000971	Pran.g_01191	Syat.g_02274
OG0000972	Pran.g_01192	Syat.g_02275
OG0000973	Pran.g_01193	Syat.g_02276
OG0000974	Pran.g_01194	Syat.g_02277
OG0000975	Pran.g_01195	Syat.g_02278
OG0000976	Pran.g_01196	Syat.g_02279
OG0000977	Pran.g_01197	Syat.g_02281
OG0000978	Pran.g_01198	Syat.g_02283
OG0000979	Pran.g_01201	Syat.g_02286
OG0000980	Pran.g_01202	Syat.g_02289
OG0000981	Pran.g_01204	Syat.g_02292
OG0000982	Pran.g_01206	Syat.g_02691
OG0000983	Pran.g_01207	Syat.g_02690
OG0000984	Pran.g_01208	Syat.g_02689
OG0000985	Pran.g_01211	Syat.g_02685
OG0000986	Pran.g_01213	Syat.g_02680
OG0000987	Pran.g_01214	Syat.g_02678
OG0000988	Pran.g_01217	Syat.g_02672
OG0000989	Pran.g_01221	Syat.g_02657
OG0000990	Pran.g_01224	Syat.g_02500
OG0000991	Pran.g_01225	Syat.g_02503
OG0000992	Pran.g_01227	Syat.g_02507
OG0000993	Pran.g_01228	Syat.g_02508
OG0000994	Pran.g_01229	Syat.g_02512
OG0000995	Pran.g_01233	Syat.g_02517
OG0000996	Pran.g_01234	Syat.g_02446
OG0000997	Pran.g_01235	Syat.g_02417
OG0000998	Pran.g_01237	Syat.g_02415
OG0000999	Pran.g_01238	Syat.g_02414
OG0001001	Pran.g_01243	Syat.g_02400
OG0001002	Pran.g_01247	Syat.g_02394
OG0001003	Pran.g_01249	Syat.g_02392
OG0001004	Pran.g_01250	Syat.g_02391
OG0001005	Pran.g_01251	Syat.g_02390
OG0001006	Pran.g_01255	Syat.g_02378
OG0001007	Pran.g_01257	Syat.g_02376
OG0001008	Pran.g_01743	Syat.g_02971
OG0001009	Pran.g_00397	Syat.g_02311
OG0001010	Pran.g_00396	Syat.g_02310
OG0001011	Pran.g_00395	Syat.g_02308
OG0001012	Pran.g_00382	Syat.g_01004
OG0001013	Pran.g_00377	Syat.g_02716
OG0001014	Pran.g_00374	Syat.g_02721
OG0001015	Pran.g_00373	Syat.g_02722
OG0001016	Pran.g_00359	Syat.g_01474
OG0001017	Pran.g_00355	Syat.g_01480
OG0001018	Pran.g_00352	Syat.g_01482
OG0001019	Pran.g_00343	Syat.g_01532
OG0001020	Pran.g_00342	Syat.g_01539
OG0001021	Pran.g_00341	Syat.g_01552
OG0001022	Pran.g_00339	Syat.g_01555
OG0001023	Pran.g_00338	Syat.g_01556
OG0001024	Pran.g_00335	Syat.g_01560
OG0001025	Pran.g_00329	Syat.g_01566
OG0001026	Pran.g_00322	Syat.g_01582
OG0001027	Pran.g_00321	Syat.g_02947
OG0001028	Pran.g_00319	Syat.g_02944
OG0001029	Pran.g_00318	Syat.g_02942
OG0001030	Pran.g_00304	Syat.g_02922
OG0001031	Pran.g_00246	Syat.g_02836
OG0001032	Pran.g_00245	Syat.g_02834
OG0001033	Pran.g_00224	Syat.g_02784
OG0001034	Pran.g_00196	Syat.g_01448
OG0001035	Pran.g_01938	Syat.g_01885
OG0001036	Pran.g_01934	Syat.g_01939
OG0001037	Pran.g_01933	Syat.g_01941
OG0001038	Pran.g_01916	Syat.g_02058
OG0001039	Pran.g_01913	Syat.g_02061
OG0001040	Pran.g_01911	Syat.g_02064
OG0001041	Pran.g_01907	Syat.g_02070
OG0001042	Pran.g_01890	Syat.g_02100
OG0001043	Pran.g_01889	Syat.g_02103
OG0001044	Pran.g_01861	Syat.g_01615
OG0001045	Pran.g_01853	Syat.g_01602
OG0001046	Pran.g_01816	Syat.g_00552
OG0001047	Pran.g_01741	Syat.g_02973
OG0001048	Pran.g_01740	Syat.g_02974
OG0001049	Pran.g_01738	Syat.g_01290
OG0001050	Pran.g_01737	Syat.g_01289
OG0001051	Pran.g_01736	Syat.g_01288
OG0001052	Pran.g_01707	Syat.g_01375
OG0001053	Pran.g_01695	Syat.g_03173
OG0001054	Pran.g_01680	Syat.g_03192
OG0001055	Pran.g_01661	Syat.g_03224
OG0001056	Pran.g_01642	Syat.g_03275
OG0001057	Pran.g_01637	Syat.g_00102
OG0001058	Pran.g_01629	Syat.g_00079
OG0001059	Pran.g_01625	Syat.g_00075
OG0001061	Pran.g_01604	Syat.g_00051
OG0001062	Pran.g_01602	Syat.g_00048
OG0001063	Pran.g_01600	Syat.g_00042
OG0001064	Pran.g_01599	Syat.g_00041
OG0001065	Pran.g_01598	Syat.g_00040
OG0001066	Pran.g_01597	Syat.g_00039
OG0001067	Pran.g_01596	Syat.g_00038
OG0001068	Pran.g_01595	Syat.g_00037
OG0001069	Pran.g_01594	Syat.g_00036
OG0001070	Pran.g_01591	Syat.g_00032
OG0001071	Pran.g_01590	Syat.g_00031
OG0001072	Pran.g_01588	Syat.g_00028
OG0001073	Pran.g_01574	Syat.g_00009
OG0001074	Pran.g_01563	Syat.g_01015
OG0001075	Pran.g_01562	Syat.g_01037
OG0001076	Pran.g_01554	Syat.g_03315
OG0001077	Pran.g_01550	Syat.g_03290
OG0001078	Pran.g_01542	Syat.g_00118
OG0001079	Pran.g_01531	Syat.g_00378
OG0001080	Pran.g_01525	Syat.g_00368
OG0001081	Pran.g_01523	Syat.g_00366
OG0001082	Pran.g_01522	Syat.g_00365
OG0001083	Pran.g_01517	Syat.g_00390
OG0001084	Pran.g_01516	Syat.g_00391
OG0001085	Pran.g_01508	Syat.g_00408
OG0001086	Pran.g_01507	Syat.g_00410
OG0001087	Pran.g_01490	Syat.g_03277
OG0001088	Pran.g_01489	Syat.g_02496
OG0001089	Pran.g_01481	Syat.g_00818
OG0001090	Pran.g_01459	Syat.g_00659
OG0001091	Pran.g_01457	Syat.g_00661
OG0001092	Pran.g_01456	Syat.g_00663
OG0001093	Pran.g_01451	Syat.g_00669
OG0001094	Pran.g_01349	Syat.g_00473
OG0001095	Pran.g_01330	Syat.g_00497
OG0001096	Pran.g_01317	Syat.g_00516
OG0001097	Pran.g_01299	Syat.g_00743
OG0001098	Pran.g_01283	Syat.g_01672
OG0001099	Pran.g_00418	Syat.g_02943
OG0001100	Pran.g_00422	Syat.g_00418
OG0001101	Pran.g_00424	Syat.g_00420
OG0001102	Pran.g_00426	Syat.g_00423
OG0001103	Pran.g_00428	Syat.g_00425
OG0001104	Pran.g_00450	Syat.g_00458
OG0001105	Pran.g_00454	Syat.g_00461
OG0001106	Pran.g_00478	Syat.g_00598
OG0001107	Pran.g_00485	Syat.g_00580
OG0001108	Pran.g_00489	Syat.g_00570
OG0001109	Pran.g_00490	Syat.g_00568
OG0001110	Pran.g_00492	Syat.g_00566
OG0001111	Pran.g_00493	Syat.g_00564
OG0001112	Pran.g_00494	Syat.g_00562
OG0001113	Pran.g_00495	Syat.g_00561
OG0001114	Pran.g_00496	Syat.g_00560
OG0001115	Pran.g_00498	Syat.g_00557
OG0001116	Pran.g_00499	Syat.g_00555
OG0001117	Pran.g_00500	Syat.g_00554
OG0001118	Pran.g_00501	Syat.g_00553
OG0001119	Pran.g_00502	Syat.g_00551
OG0001120	Pran.g_00504	Syat.g_00546
OG0001122	Pran.g_00540	Syat.g_00711
OG0001123	Pran.g_00544	Syat.g_00704
OG0001124	Pran.g_00546	Syat.g_00702
OG0001125	Pran.g_00547	Syat.g_00700
OG0001126	Pran.g_00557	Syat.g_00790
OG0001127	Pran.g_00558	Syat.g_00789
OG0001128	Pran.g_00560	Syat.g_00786
OG0001129	Pran.g_00561	Syat.g_00784
OG0001130	Pran.g_00562	Syat.g_00783
OG0001131	Pran.g_00154	Syat.g_01674
OG0001132	Pran.g_00144	Syat.g_00965
OG0001133	Pran.g_00110	Syat.g_03311
OG0001136	Pran.g_00063	Syat.g_03257
OG0001137	Pran.g_00052	Syat.g_00306
OG0001138	Pran.g_00034	Syat.g_00214
OG0001139	Pran.g_00033	Syat.g_00209
OG0001140	Pran.g_00032	Syat.g_00208
OG0001141	Pran.g_00031	Syat.g_00207
OG0001142	Pran.g_00030	Syat.g_00206
OG0001143	Pran.g_00023	Syat.g_00925
OG0001144	Pran.g_00018	Syat.g_00906
OG0001145	Pran.g_00884	Syat.g_01117
OG0001146	Pran.g_00872	Syat.g_01158
OG0001147	Pran.g_00854	Syat.g_01368
OG0001148	Pran.g_00839	Syat.g_01297
OG0001149	Pran.g_00838	Syat.g_01298
OG0001150	Pran.g_00837	Syat.g_01299
OG0001151	Pran.g_00826	Syat.g_01420
OG0001152	Pran.g_00825	Syat.g_01421
OG0001153	Pran.g_00701	Syat.g_01346
OG0001154	Pran.g_00700	Syat.g_01347
OG0001155	Pran.g_00688	Syat.g_02774
OG0001156	Pran.g_00685	Syat.g_02978
OG0001157	Pran.g_00684	Syat.g_02977
OG0001158	Pran.g_00683	Syat.g_02976
OG0001159	Pran.g_00682	Syat.g_02975
OG0001160	Pran.g_00658	Syat.g_03104
OG0001161	Pran.g_00646	Syat.g_02384
OG0001162	Pran.g_00632	Syat.g_01528
OG0001163	Pran.g_00962	Syat.g_03112
OG0001164	Pran.g_00966	Syat.g_03116
OG0001165	Pran.g_00969	Syat.g_03121
OG0001166	Pran.g_00989	Syat.g_03050
OG0001167	Pran.g_01006	Syat.g_03019
OG0001168	Pran.g_01008	Syat.g_03017
OG0001169	Pran.g_01010	Syat.g_03015
OG0001170	Pran.g_01012	Syat.g_03013
OG0001171	Pran.g_01021	Syat.g_03001
OG0001172	Pran.g_01035	Syat.g_01858
OG0001173	Pran.g_01036	Syat.g_01857
OG0001174	Pran.g_01045	Syat.g_01849
OG0001175	Pran.g_01046	Syat.g_01848
OG0001176	Pran.g_01053	Syat.g_01831
OG0001178	Pran.g_01060	Syat.g_03137
OG0001180	Pran.g_01111	Syat.g_01654
OG0001181	Pran.g_01115	Syat.g_01650
OG0001182	Pran.g_01122	Syat.g_01642
OG0001183	Pran.g_01126	Syat.g_01632
OG0001184	Pran.g_01141	Syat.g_02160
OG0001185	Pran.g_01155	Syat.g_02200
OG0001186	Pran.g_01178	Syat.g_02235
OG0001187	Pran.g_01183	Syat.g_02256
OG0001188	Pran.g_01185	Syat.g_02261
OG0001190	Pran.g_01205	Syat.g_02692
OG0001191	Pran.g_01215	Syat.g_02675
OG0001192	Pran.g_01220	Syat.g_02663
OG0001193	Pran.g_01230	Syat.g_02513
OG0001194	Pran.g_01231	Syat.g_02515
OG0001195	Pran.g_01232	Syat.g_02516
OG0001196	Pran.g_01245	Syat.g_02398
OG0001197	Pran.g_01246	Syat.g_02396
OG0001199	Pran.g_00358	Syat.g_01475
OG0001200	Pran.g_00356	Syat.g_01477
