Orthogroup	Pran	Syan
OG0000602	Pran.g_01530	Syan.g_00796
OG0000603	Pran.g_01529	Syan.g_00795
OG0000604	Pran.g_01528	Syan.g_00792
OG0000605	Pran.g_01527	Syan.g_00783
OG0000606	Pran.g_01524	Syan.g_00780
OG0000607	Pran.g_01521	Syan.g_00777
OG0000608	Pran.g_01520	Syan.g_00776
OG0000609	Pran.g_01519	Syan.g_00774
OG0000610	Pran.g_01514	Syan.g_00766
OG0000611	Pran.g_01511	Syan.g_00763
OG0000612	Pran.g_01510	Syan.g_00762
OG0000613	Pran.g_01505	Syan.g_01965
OG0000614	Pran.g_01486	Syan.g_00184
OG0000615	Pran.g_01478	Syan.g_00728
OG0000616	Pran.g_01472	Syan.g_01694
OG0000617	Pran.g_01454	Syan.g_00324
OG0000618	Pran.g_01453	Syan.g_00325
OG0000619	Pran.g_01452	Syan.g_00326
OG0000620	Pran.g_01449	Syan.g_00331
OG0000621	Pran.g_01448	Syan.g_00332
OG0000622	Pran.g_01447	Syan.g_00334
OG0000623	Pran.g_01446	Syan.g_00335
OG0000624	Pran.g_01445	Syan.g_00337
OG0000625	Pran.g_01444	Syan.g_00338
OG0000626	Pran.g_01443	Syan.g_00339
OG0000627	Pran.g_01442	Syan.g_00465
OG0000628	Pran.g_01441	Syan.g_00466
OG0000629	Pran.g_01440	Syan.g_00469
OG0000630	Pran.g_01437	Syan.g_00474
OG0000631	Pran.g_01352	Syan.g_00484
OG0000632	Pran.g_01351	Syan.g_00485
OG0000633	Pran.g_01350	Syan.g_00489
OG0000634	Pran.g_01347	Syan.g_00694
OG0000635	Pran.g_01346	Syan.g_00693
OG0000636	Pran.g_01344	Syan.g_00691
OG0000637	Pran.g_01342	Syan.g_00689
OG0000638	Pran.g_01341	Syan.g_00688
OG0000639	Pran.g_01340	Syan.g_00687
OG0000640	Pran.g_01339	Syan.g_00686
OG0000641	Pran.g_01335	Syan.g_00682
OG0000642	Pran.g_01334	Syan.g_00681
OG0000643	Pran.g_01333	Syan.g_00679
OG0000644	Pran.g_01332	Syan.g_00678
OG0000645	Pran.g_01331	Syan.g_00676
OG0000646	Pran.g_01329	Syan.g_00673
OG0000647	Pran.g_01328	Syan.g_00671
OG0000648	Pran.g_01326	Syan.g_00669
OG0000649	Pran.g_01325	Syan.g_00668
OG0000650	Pran.g_01324	Syan.g_00667
OG0000651	Pran.g_01323	Syan.g_00666
OG0000652	Pran.g_01322	Syan.g_00665
OG0000653	Pran.g_01320	Syan.g_00663
OG0000654	Pran.g_01319	Syan.g_00661
OG0000655	Pran.g_01318	Syan.g_00660
OG0000656	Pran.g_01315	Syan.g_00656
OG0000657	Pran.g_01308	Syan.g_00375
OG0000658	Pran.g_01307	Syan.g_00378
OG0000659	Pran.g_01306	Syan.g_00379
OG0000660	Pran.g_01302	Syan.g_00383
OG0000661	Pran.g_01300	Syan.g_00385
OG0000662	Pran.g_01298	Syan.g_00392
OG0000663	Pran.g_01296	Syan.g_00395
OG0000664	Pran.g_01295	Syan.g_00397
OG0000665	Pran.g_01291	Syan.g_00788
OG0000666	Pran.g_01290	Syan.g_02100
OG0000667	Pran.g_01285	Syan.g_00044
OG0000668	Pran.g_00413	Syan.g_00365
OG0000669	Pran.g_00421	Syan.g_00751
OG0000670	Pran.g_00423	Syan.g_00748
OG0000671	Pran.g_00425	Syan.g_00746
OG0000672	Pran.g_00427	Syan.g_00743
OG0000673	Pran.g_00430	Syan.g_00740
OG0000674	Pran.g_00432	Syan.g_00738
OG0000675	Pran.g_00433	Syan.g_00737
OG0000676	Pran.g_00435	Syan.g_00735
OG0000677	Pran.g_00436	Syan.g_00734
OG0000678	Pran.g_00438	Syan.g_00732
OG0000679	Pran.g_00442	Syan.g_00724
OG0000680	Pran.g_00443	Syan.g_00723
OG0000681	Pran.g_00445	Syan.g_00720
OG0000682	Pran.g_00446	Syan.g_00719
OG0000683	Pran.g_00447	Syan.g_00718
OG0000684	Pran.g_00449	Syan.g_00715
OG0000685	Pran.g_00451	Syan.g_00713
OG0000686	Pran.g_00452	Syan.g_00712
OG0000687	Pran.g_00453	Syan.g_00711
OG0000688	Pran.g_00456	Syan.g_00706
OG0000689	Pran.g_00457	Syan.g_00704
OG0000690	Pran.g_00458	Syan.g_00703
OG0000691	Pran.g_00459	Syan.g_00702
OG0000692	Pran.g_00461	Syan.g_00700
OG0000693	Pran.g_00462	Syan.g_00698
OG0000694	Pran.g_00463	Syan.g_00697
OG0000695	Pran.g_00465	Syan.g_00492
OG0000696	Pran.g_00466	Syan.g_00493
OG0000697	Pran.g_00467	Syan.g_00495
OG0000698	Pran.g_00470	Syan.g_00498
OG0000699	Pran.g_00471	Syan.g_00500
OG0000700	Pran.g_00472	Syan.g_00501
OG0000701	Pran.g_00473	Syan.g_00502
OG0000702	Pran.g_00475	Syan.g_00534
OG0000703	Pran.g_00476	Syan.g_00546
OG0000704	Pran.g_00477	Syan.g_00550
OG0000705	Pran.g_00481	Syan.g_00557
OG0000706	Pran.g_00482	Syan.g_00558
OG0000707	Pran.g_00483	Syan.g_00559
OG0000708	Pran.g_00484	Syan.g_00562
OG0000709	Pran.g_00488	Syan.g_00570
OG0000710	Pran.g_00491	Syan.g_00574
OG0000711	Pran.g_00508	Syan.g_00607
OG0000712	Pran.g_00510	Syan.g_00609
OG0000713	Pran.g_00511	Syan.g_00610
OG0000714	Pran.g_00512	Syan.g_00624
OG0000715	Pran.g_00514	Syan.g_00626
OG0000716	Pran.g_00516	Syan.g_00630
OG0000717	Pran.g_00517	Syan.g_00631
OG0000718	Pran.g_00537	Syan.g_00651
OG0000719	Pran.g_00539	Syan.g_00367
OG0000720	Pran.g_00548	Syan.g_00354
OG0000721	Pran.g_00550	Syan.g_00352
OG0000722	Pran.g_00551	Syan.g_00351
OG0000723	Pran.g_00554	Syan.g_00341
OG0000724	Pran.g_00563	Syan.g_00299
OG0000725	Pran.g_00569	Syan.g_00194
OG0000726	Pran.g_00570	Syan.g_00193
OG0000727	Pran.g_00571	Syan.g_00192
OG0000728	Pran.g_00573	Syan.g_00190
OG0000729	Pran.g_00133	Syan.g_01885
OG0000730	Pran.g_00129	Syan.g_02147
OG0000731	Pran.g_00125	Syan.g_02135
OG0000732	Pran.g_00115	Syan.g_01726
OG0000733	Pran.g_00092	Syan.g_01147
OG0000734	Pran.g_00075	Syan.g_02982
OG0000735	Pran.g_00073	Syan.g_02713
OG0000736	Pran.g_00072	Syan.g_02712
OG0000737	Pran.g_00071	Syan.g_02711
OG0000738	Pran.g_00067	Syan.g_02705
OG0000739	Pran.g_00066	Syan.g_02704
OG0000740	Pran.g_00065	Syan.g_02703
OG0000741	Pran.g_00064	Syan.g_02700
OG0000742	Pran.g_00061	Syan.g_02697
OG0000743	Pran.g_00059	Syan.g_02694
OG0000744	Pran.g_00058	Syan.g_02693
OG0000745	Pran.g_00057	Syan.g_02690
OG0000746	Pran.g_00055	Syan.g_02687
OG0000747	Pran.g_00054	Syan.g_02685
OG0000748	Pran.g_00051	Syan.g_02669
OG0000749	Pran.g_00050	Syan.g_02668
OG0000750	Pran.g_00049	Syan.g_02667
OG0000751	Pran.g_00047	Syan.g_02661
OG0000752	Pran.g_00045	Syan.g_02659
OG0000753	Pran.g_00042	Syan.g_02656
OG0000754	Pran.g_00039	Syan.g_02650
OG0000755	Pran.g_00036	Syan.g_02641
OG0000756	Pran.g_00035	Syan.g_02640
OG0000757	Pran.g_00029	Syan.g_02623
OG0000758	Pran.g_00028	Syan.g_02622
OG0000759	Pran.g_00027	Syan.g_02621
OG0000760	Pran.g_00026	Syan.g_02620
OG0000761	Pran.g_00025	Syan.g_02619
OG0000762	Pran.g_00024	Syan.g_02617
OG0000763	Pran.g_00022	Syan.g_02615
OG0000764	Pran.g_00021	Syan.g_02614
OG0000765	Pran.g_00012	Syan.g_02587
OG0000766	Pran.g_00011	Syan.g_02586
OG0000767	Pran.g_00009	Syan.g_02584
OG0000768	Pran.g_00008	Syan.g_02583
OG0000769	Pran.g_00006	Syan.g_02581
OG0000770	Pran.g_00004	Syan.g_02561
OG0000771	Pran.g_00918	Syan.g_00305
OG0000772	Pran.g_00899	Syan.g_00436
OG0000773	Pran.g_00885	Syan.g_01199
OG0000774	Pran.g_00883	Syan.g_01205
OG0000775	Pran.g_00881	Syan.g_01207
OG0000776	Pran.g_00880	Syan.g_01208
OG0000777	Pran.g_00879	Syan.g_01209
OG0000778	Pran.g_00878	Syan.g_01210
OG0000779	Pran.g_00874	Syan.g_01215
OG0000780	Pran.g_00873	Syan.g_01218
OG0000781	Pran.g_00870	Syan.g_01222
OG0000782	Pran.g_00869	Syan.g_01223
OG0000783	Pran.g_00868	Syan.g_01224
OG0000784	Pran.g_00867	Syan.g_01225
OG0000785	Pran.g_00865	Syan.g_01228
OG0000786	Pran.g_00863	Syan.g_01243
OG0000787	Pran.g_00862	Syan.g_01244
OG0000788	Pran.g_00853	Syan.g_00843
OG0000789	Pran.g_00850	Syan.g_00075
OG0000790	Pran.g_00836	Syan.g_02778
OG0000791	Pran.g_00834	Syan.g_02780
OG0000792	Pran.g_00833	Syan.g_02781
OG0000793	Pran.g_00830	Syan.g_02879
OG0000794	Pran.g_00829	Syan.g_02881
OG0000795	Pran.g_00828	Syan.g_02882
OG0000796	Pran.g_00824	Syan.g_02886
OG0000797	Pran.g_00823	Syan.g_02888
OG0000798	Pran.g_00789	Syan.g_02026
OG0000799	Pran.g_00751	Syan.g_01310
OG0000800	Pran.g_00750	Syan.g_01308
OG0000801	Pran.g_00749	Syan.g_01307
OG0000802	Pran.g_00747	Syan.g_01303
OG0000803	Pran.g_00745	Syan.g_01294
OG0000804	Pran.g_00744	Syan.g_01291
OG0000805	Pran.g_00742	Syan.g_01289
OG0000806	Pran.g_00740	Syan.g_01287
OG0000807	Pran.g_00739	Syan.g_01286
OG0000808	Pran.g_00738	Syan.g_01285
OG0000809	Pran.g_00735	Syan.g_01281
OG0000810	Pran.g_00734	Syan.g_01280
OG0000811	Pran.g_00730	Syan.g_01272
OG0000812	Pran.g_00728	Syan.g_01270
OG0000813	Pran.g_00727	Syan.g_01269
OG0000814	Pran.g_00725	Syan.g_01267
OG0000815	Pran.g_00724	Syan.g_01249
OG0000816	Pran.g_00722	Syan.g_01247
OG0000817	Pran.g_00721	Syan.g_01328
OG0000818	Pran.g_00716	Syan.g_02807
OG0000819	Pran.g_00715	Syan.g_02808
OG0000820	Pran.g_00714	Syan.g_02809
OG0000821	Pran.g_00710	Syan.g_02815
OG0000822	Pran.g_00709	Syan.g_02817
OG0000823	Pran.g_00708	Syan.g_02818
OG0000824	Pran.g_00705	Syan.g_02824
OG0000825	Pran.g_00704	Syan.g_02825
OG0000826	Pran.g_00703	Syan.g_02826
OG0000827	Pran.g_00702	Syan.g_02827
OG0000828	Pran.g_00699	Syan.g_02830
OG0000829	Pran.g_00698	Syan.g_02831
OG0000830	Pran.g_00697	Syan.g_02832
OG0000831	Pran.g_00695	Syan.g_02834
OG0000832	Pran.g_00689	Syan.g_02408
OG0000833	Pran.g_00681	Syan.g_01343
OG0000834	Pran.g_00680	Syan.g_01345
OG0000835	Pran.g_00679	Syan.g_01346
OG0000836	Pran.g_00678	Syan.g_01349
OG0000837	Pran.g_00677	Syan.g_01351
OG0000838	Pran.g_00675	Syan.g_01355
OG0000839	Pran.g_00674	Syan.g_01356
OG0000840	Pran.g_00673	Syan.g_01357
OG0000841	Pran.g_00672	Syan.g_01358
OG0000842	Pran.g_00671	Syan.g_01359
OG0000843	Pran.g_00670	Syan.g_01360
OG0000844	Pran.g_00669	Syan.g_01362
OG0000845	Pran.g_00668	Syan.g_01363
OG0000846	Pran.g_00667	Syan.g_01364
OG0000847	Pran.g_00666	Syan.g_01365
OG0000848	Pran.g_00665	Syan.g_01367
OG0000849	Pran.g_00664	Syan.g_01368
OG0000850	Pran.g_00662	Syan.g_01371
OG0000851	Pran.g_00661	Syan.g_01374
OG0000852	Pran.g_00660	Syan.g_01375
OG0000853	Pran.g_00656	Syan.g_01379
OG0000854	Pran.g_00654	Syan.g_01381
OG0000855	Pran.g_00653	Syan.g_01382
OG0000856	Pran.g_00636	Syan.g_01136
OG0000857	Pran.g_00598	Syan.g_00672
OG0000858	Pran.g_00964	Syan.g_01389
OG0000859	Pran.g_00965	Syan.g_01390
OG0000860	Pran.g_00972	Syan.g_01402
OG0000861	Pran.g_00973	Syan.g_01403
OG0000862	Pran.g_00974	Syan.g_01412
OG0000863	Pran.g_00976	Syan.g_01414
OG0000864	Pran.g_00977	Syan.g_00969
OG0000865	Pran.g_00978	Syan.g_01415
OG0000866	Pran.g_00979	Syan.g_01416
OG0000867	Pran.g_00980	Syan.g_01417
OG0000868	Pran.g_00981	Syan.g_01421
OG0000869	Pran.g_00985	Syan.g_01426
OG0000870	Pran.g_00990	Syan.g_01431
OG0000871	Pran.g_00991	Syan.g_01432
OG0000872	Pran.g_00992	Syan.g_01438
OG0000873	Pran.g_00995	Syan.g_01441
OG0000874	Pran.g_00998	Syan.g_01443
OG0000875	Pran.g_00999	Syan.g_01445
OG0000876	Pran.g_01000	Syan.g_00391
OG0000877	Pran.g_01002	Syan.g_01449
OG0000878	Pran.g_01003	Syan.g_01450
OG0000879	Pran.g_01004	Syan.g_01451
OG0000880	Pran.g_01005	Syan.g_01452
OG0000881	Pran.g_01009	Syan.g_01457
OG0000882	Pran.g_01014	Syan.g_01462
OG0000883	Pran.g_01015	Syan.g_01464
OG0000884	Pran.g_01017	Syan.g_01466
OG0000885	Pran.g_01018	Syan.g_01467
OG0000886	Pran.g_01019	Syan.g_01468
OG0000887	Pran.g_01020	Syan.g_01469
OG0000888	Pran.g_01022	Syan.g_01471
OG0000889	Pran.g_01024	Syan.g_01473
OG0000890	Pran.g_01025	Syan.g_01476
OG0000891	Pran.g_01026	Syan.g_01477
OG0000892	Pran.g_01028	Syan.g_01480
OG0000893	Pran.g_01032	Syan.g_02103
OG0000894	Pran.g_01034	Syan.g_02108
OG0000895	Pran.g_01037	Syan.g_02112
OG0000896	Pran.g_01038	Syan.g_02113
OG0000897	Pran.g_01040	Syan.g_02115
OG0000898	Pran.g_01041	Syan.g_02116
OG0000899	Pran.g_01042	Syan.g_02117
OG0000900	Pran.g_01044	Syan.g_02118
OG0000901	Pran.g_01047	Syan.g_02123
OG0000902	Pran.g_01049	Syan.g_02125
OG0000903	Pran.g_01052	Syan.g_02252
OG0000904	Pran.g_01054	Syan.g_02258
OG0000905	Pran.g_01058	Syan.g_02129
OG0000906	Pran.g_01059	Syan.g_02127
OG0000907	Pran.g_01062	Syan.g_02245
OG0000908	Pran.g_01065	Syan.g_02242
OG0000909	Pran.g_01066	Syan.g_02241
OG0000910	Pran.g_01067	Syan.g_02240
OG0000911	Pran.g_01070	Syan.g_02238
OG0000912	Pran.g_01071	Syan.g_02237
OG0000913	Pran.g_01072	Syan.g_02236
OG0000914	Pran.g_01073	Syan.g_02235
OG0000915	Pran.g_01074	Syan.g_02233
OG0000916	Pran.g_01075	Syan.g_02232
OG0000917	Pran.g_01076	Syan.g_02231
OG0000918	Pran.g_01077	Syan.g_02230
OG0000919	Pran.g_01078	Syan.g_02229
OG0000920	Pran.g_01079	Syan.g_02228
OG0000921	Pran.g_01080	Syan.g_02227
OG0000922	Pran.g_01081	Syan.g_02226
OG0000923	Pran.g_01085	Syan.g_02222
OG0000924	Pran.g_01086	Syan.g_02221
OG0000925	Pran.g_01087	Syan.g_02220
OG0000926	Pran.g_01088	Syan.g_02219
OG0000927	Pran.g_01090	Syan.g_02217
OG0000928	Pran.g_01091	Syan.g_02216
OG0000929	Pran.g_01092	Syan.g_02215
OG0000930	Pran.g_01093	Syan.g_02214
OG0000931	Pran.g_01094	Syan.g_02213
OG0000932	Pran.g_01095	Syan.g_02212
OG0000933	Pran.g_01099	Syan.g_02206
OG0000934	Pran.g_01101	Syan.g_02204
OG0000935	Pran.g_01102	Syan.g_02203
OG0000936	Pran.g_01103	Syan.g_02202
OG0000937	Pran.g_01104	Syan.g_02201
OG0000938	Pran.g_01106	Syan.g_02198
OG0000939	Pran.g_01107	Syan.g_02197
OG0000940	Pran.g_01114	Syan.g_02188
OG0000941	Pran.g_01116	Syan.g_02186
OG0000942	Pran.g_01118	Syan.g_02184
OG0000943	Pran.g_01119	Syan.g_02183
OG0000944	Pran.g_01120	Syan.g_02181
OG0000945	Pran.g_01121	Syan.g_02180
OG0000946	Pran.g_01125	Syan.g_02167
OG0000947	Pran.g_01127	Syan.g_02164
OG0000948	Pran.g_01128	Syan.g_02163
OG0000949	Pran.g_01131	Syan.g_01951
OG0000950	Pran.g_01136	Syan.g_01940
OG0000951	Pran.g_01139	Syan.g_01932
OG0000952	Pran.g_01143	Syan.g_01927
OG0000953	Pran.g_01146	Syan.g_01922
OG0000954	Pran.g_01150	Syan.g_01916
OG0000955	Pran.g_01151	Syan.g_01915
OG0000956	Pran.g_01153	Syan.g_01913
OG0000957	Pran.g_01158	Syan.g_01898
OG0000958	Pran.g_01159	Syan.g_01897
OG0000959	Pran.g_01163	Syan.g_01893
OG0000960	Pran.g_01164	Syan.g_01892
OG0000961	Pran.g_01166	Syan.g_03024
OG0000962	Pran.g_01168	Syan.g_01887
OG0000963	Pran.g_01172	Syan.g_01881
OG0000964	Pran.g_01173	Syan.g_01880
OG0000965	Pran.g_01174	Syan.g_01879
OG0000966	Pran.g_01182	Syan.g_01812
OG0000967	Pran.g_01186	Syan.g_01804
OG0000968	Pran.g_01188	Syan.g_01706
OG0000969	Pran.g_01189	Syan.g_01708
OG0000970	Pran.g_01190	Syan.g_01709
OG0000971	Pran.g_01191	Syan.g_01711
OG0000972	Pran.g_01192	Syan.g_01712
OG0000973	Pran.g_01193	Syan.g_01713
OG0000974	Pran.g_01194	Syan.g_01714
OG0000975	Pran.g_01195	Syan.g_01715
OG0000976	Pran.g_01196	Syan.g_01716
OG0000977	Pran.g_01197	Syan.g_01718
OG0000978	Pran.g_01198	Syan.g_01719
OG0000979	Pran.g_01201	Syan.g_01722
OG0000980	Pran.g_01202	Syan.g_01725
OG0000981	Pran.g_01204	Syan.g_01728
OG0000982	Pran.g_01206	Syan.g_01566
OG0000983	Pran.g_01207	Syan.g_01567
OG0000984	Pran.g_01208	Syan.g_01568
OG0000985	Pran.g_01211	Syan.g_01572
OG0000986	Pran.g_01213	Syan.g_01574
OG0000987	Pran.g_01214	Syan.g_01576
OG0000988	Pran.g_01217	Syan.g_01581
OG0000989	Pran.g_01221	Syan.g_01587
OG0000990	Pran.g_01224	Syan.g_01615
OG0000991	Pran.g_01225	Syan.g_01618
OG0000992	Pran.g_01227	Syan.g_01622
OG0000993	Pran.g_01228	Syan.g_01623
OG0000994	Pran.g_01229	Syan.g_01625
OG0000995	Pran.g_01233	Syan.g_01629
OG0000996	Pran.g_01234	Syan.g_01653
OG0000997	Pran.g_01235	Syan.g_01677
OG0000998	Pran.g_01237	Syan.g_01679
OG0000999	Pran.g_01238	Syan.g_01680
OG0001000	Pran.g_01241	Syan.g_01684
OG0001001	Pran.g_01243	Syan.g_01690
OG0001002	Pran.g_01247	Syan.g_01697
OG0001003	Pran.g_01249	Syan.g_01699
OG0001004	Pran.g_01250	Syan.g_01700
OG0001005	Pran.g_01251	Syan.g_01701
OG0001006	Pran.g_01255	Syan.g_01794
OG0001007	Pran.g_01257	Syan.g_01796
OG0001008	Pran.g_01743	Syan.g_02397
OG0001009	Pran.g_00397	Syan.g_01748
OG0001010	Pran.g_00396	Syan.g_01747
OG0001011	Pran.g_00395	Syan.g_01745
OG0001012	Pran.g_00382	Syan.g_00281
OG0001013	Pran.g_00377	Syan.g_01542
OG0001014	Pran.g_00374	Syan.g_01535
OG0001015	Pran.g_00373	Syan.g_01534
OG0001016	Pran.g_00359	Syan.g_02912
OG0001017	Pran.g_00355	Syan.g_02918
OG0001018	Pran.g_00352	Syan.g_02920
OG0001019	Pran.g_00343	Syan.g_02947
OG0001020	Pran.g_00342	Syan.g_02951
OG0001021	Pran.g_00341	Syan.g_02958
OG0001022	Pran.g_00339	Syan.g_02964
OG0001023	Pran.g_00338	Syan.g_02965
OG0001024	Pran.g_00335	Syan.g_00968
OG0001025	Pran.g_00329	Syan.g_02971
OG0001026	Pran.g_00322	Syan.g_02984
OG0001027	Pran.g_00321	Syan.g_02308
OG0001028	Pran.g_00319	Syan.g_02305
OG0001029	Pran.g_00318	Syan.g_02303
OG0001030	Pran.g_00304	Syan.g_02281
OG0001031	Pran.g_00246	Syan.g_03060
OG0001032	Pran.g_00245	Syan.g_03063
OG0001033	Pran.g_00224	Syan.g_00970
OG0001034	Pran.g_00196	Syan.g_02425
OG0001035	Pran.g_01938	Syan.g_02062
OG0001036	Pran.g_01934	Syan.g_02056
OG0001037	Pran.g_01933	Syan.g_02054
OG0001038	Pran.g_01916	Syan.g_02025
OG0001039	Pran.g_01913	Syan.g_02022
OG0001040	Pran.g_01911	Syan.g_02019
OG0001041	Pran.g_01907	Syan.g_02015
OG0001042	Pran.g_01890	Syan.g_01992
OG0001043	Pran.g_01889	Syan.g_01988
OG0001044	Pran.g_01861	Syan.g_02145
OG0001045	Pran.g_01853	Syan.g_02132
OG0001046	Pran.g_01816	Syan.g_00591
OG0001047	Pran.g_01741	Syan.g_02399
OG0001048	Pran.g_01740	Syan.g_02400
OG0001049	Pran.g_01738	Syan.g_01340
OG0001050	Pran.g_01737	Syan.g_01339
OG0001051	Pran.g_01736	Syan.g_01338
OG0001052	Pran.g_01707	Syan.g_02850
OG0001053	Pran.g_01695	Syan.g_02761
OG0001054	Pran.g_01680	Syan.g_02742
OG0001055	Pran.g_01661	Syan.g_02721
OG0001056	Pran.g_01642	Syan.g_01161
OG0001057	Pran.g_01637	Syan.g_00832
OG0001058	Pran.g_01629	Syan.g_00851
OG0001059	Pran.g_01625	Syan.g_00855
OG0001060	Pran.g_01618	Syan.g_00861
OG0001061	Pran.g_01604	Syan.g_00880
OG0001063	Pran.g_01600	Syan.g_00945
OG0001064	Pran.g_01599	Syan.g_00946
OG0001065	Pran.g_01598	Syan.g_00947
OG0001066	Pran.g_01597	Syan.g_00948
OG0001067	Pran.g_01596	Syan.g_00949
OG0001068	Pran.g_01595	Syan.g_00950
OG0001069	Pran.g_01594	Syan.g_00951
OG0001070	Pran.g_01591	Syan.g_00955
OG0001071	Pran.g_01590	Syan.g_00956
OG0001072	Pran.g_01588	Syan.g_00960
OG0001073	Pran.g_01574	Syan.g_01012
OG0001074	Pran.g_01563	Syan.g_00202
OG0001075	Pran.g_01562	Syan.g_00200
OG0001076	Pran.g_01554	Syan.g_00012
OG0001077	Pran.g_01550	Syan.g_01140
OG0001078	Pran.g_01542	Syan.g_00815
OG0001079	Pran.g_01531	Syan.g_00799
OG0001080	Pran.g_01525	Syan.g_00781
OG0001081	Pran.g_01523	Syan.g_00779
OG0001082	Pran.g_01522	Syan.g_00778
OG0001083	Pran.g_01517	Syan.g_00771
OG0001084	Pran.g_01516	Syan.g_00770
OG0001086	Pran.g_01507	Syan.g_00757
OG0001087	Pran.g_01490	Syan.g_01159
OG0001088	Pran.g_01489	Syan.g_02688
OG0001089	Pran.g_01481	Syan.g_00185
OG0001090	Pran.g_01459	Syan.g_00317
OG0001091	Pran.g_01457	Syan.g_00320
OG0001092	Pran.g_01456	Syan.g_00322
OG0001093	Pran.g_01451	Syan.g_00328
OG0001094	Pran.g_01349	Syan.g_00696
OG0001095	Pran.g_01330	Syan.g_00675
OG0001096	Pran.g_01317	Syan.g_00659
OG0001097	Pran.g_01299	Syan.g_00386
OG0001099	Pran.g_00418	Syan.g_02304
OG0001100	Pran.g_00422	Syan.g_00749
OG0001101	Pran.g_00424	Syan.g_00747
OG0001102	Pran.g_00426	Syan.g_00744
OG0001103	Pran.g_00428	Syan.g_00742
OG0001104	Pran.g_00450	Syan.g_00714
OG0001106	Pran.g_00478	Syan.g_00551
OG0001107	Pran.g_00485	Syan.g_00563
OG0001108	Pran.g_00489	Syan.g_00571
OG0001109	Pran.g_00490	Syan.g_00573
OG0001110	Pran.g_00492	Syan.g_00575
OG0001111	Pran.g_00493	Syan.g_00577
OG0001112	Pran.g_00494	Syan.g_00579
OG0001113	Pran.g_00495	Syan.g_00580
OG0001114	Pran.g_00496	Syan.g_00581
OG0001115	Pran.g_00498	Syan.g_00586
OG0001116	Pran.g_00499	Syan.g_00588
OG0001117	Pran.g_00500	Syan.g_00589
OG0001118	Pran.g_00501	Syan.g_00590
OG0001119	Pran.g_00502	Syan.g_00592
OG0001120	Pran.g_00504	Syan.g_00597
OG0001122	Pran.g_00540	Syan.g_00366
OG0001123	Pran.g_00544	Syan.g_00359
OG0001124	Pran.g_00546	Syan.g_00357
OG0001125	Pran.g_00547	Syan.g_00355
OG0001126	Pran.g_00557	Syan.g_00307
OG0001127	Pran.g_00558	Syan.g_00306
OG0001128	Pran.g_00560	Syan.g_00303
OG0001129	Pran.g_00561	Syan.g_00301
OG0001130	Pran.g_00562	Syan.g_00300
OG0001131	Pran.g_00154	Syan.g_00079
OG0001132	Pran.g_00144	Syan.g_00100
OG0001133	Pran.g_00110	Syan.g_00006
OG0001134	Pran.g_00093	Syan.g_01146
OG0001135	Pran.g_00090	Syan.g_01150
OG0001136	Pran.g_00063	Syan.g_02699
OG0001137	Pran.g_00052	Syan.g_02670
OG0001138	Pran.g_00034	Syan.g_02638
OG0001139	Pran.g_00033	Syan.g_02636
OG0001140	Pran.g_00032	Syan.g_02635
OG0001141	Pran.g_00031	Syan.g_02625
OG0001142	Pran.g_00030	Syan.g_02624
OG0001143	Pran.g_00023	Syan.g_02616
OG0001144	Pran.g_00018	Syan.g_02596
OG0001145	Pran.g_00884	Syan.g_01200
OG0001146	Pran.g_00872	Syan.g_01219
OG0001147	Pran.g_00854	Syan.g_02842
OG0001148	Pran.g_00839	Syan.g_02775
OG0001149	Pran.g_00838	Syan.g_02776
OG0001150	Pran.g_00837	Syan.g_02777
OG0001151	Pran.g_00826	Syan.g_02884
OG0001152	Pran.g_00825	Syan.g_02885
OG0001153	Pran.g_00701	Syan.g_02828
OG0001154	Pran.g_00700	Syan.g_02829
OG0001156	Pran.g_00685	Syan.g_02404
OG0001157	Pran.g_00684	Syan.g_02403
OG0001158	Pran.g_00683	Syan.g_02402
OG0001159	Pran.g_00682	Syan.g_02401
OG0001160	Pran.g_00658	Syan.g_01377
OG0001161	Pran.g_00646	Syan.g_01594
OG0001162	Pran.g_00632	Syan.g_02943
OG0001163	Pran.g_00962	Syan.g_01385
OG0001164	Pran.g_00966	Syan.g_01392
OG0001165	Pran.g_00969	Syan.g_01397
OG0001166	Pran.g_00989	Syan.g_01430
OG0001167	Pran.g_01006	Syan.g_00992
OG0001168	Pran.g_01008	Syan.g_01456
OG0001169	Pran.g_01010	Syan.g_01458
OG0001170	Pran.g_01012	Syan.g_01460
OG0001171	Pran.g_01021	Syan.g_01470
OG0001172	Pran.g_01035	Syan.g_02110
OG0001173	Pran.g_01036	Syan.g_02111
OG0001174	Pran.g_01045	Syan.g_02119
OG0001175	Pran.g_01046	Syan.g_02120
OG0001176	Pran.g_01053	Syan.g_02253
OG0001177	Pran.g_01055	Syan.g_02256
OG0001179	Pran.g_01089	Syan.g_02218
OG0001180	Pran.g_01111	Syan.g_02191
OG0001181	Pran.g_01115	Syan.g_02187
OG0001182	Pran.g_01122	Syan.g_02179
OG0001183	Pran.g_01126	Syan.g_02166
OG0001184	Pran.g_01141	Syan.g_01929
OG0001185	Pran.g_01155	Syan.g_01902
OG0001186	Pran.g_01178	Syan.g_01864
OG0001187	Pran.g_01183	Syan.g_01811
OG0001188	Pran.g_01185	Syan.g_01806
OG0001190	Pran.g_01205	Syan.g_01565
OG0001191	Pran.g_01215	Syan.g_01578
