Orthogroup	Pran	Prbf
OG0000560	Pran.g_01624	Prbf.g_01835
OG0000561	Pran.g_01623	Prbf.g_01836
OG0000562	Pran.g_01622	Prbf.g_01837
OG0000563	Pran.g_01621	Prbf.g_01838
OG0000564	Pran.g_01620	Prbf.g_01839
OG0000565	Pran.g_01617	Prbf.g_01841
OG0000566	Pran.g_01614	Prbf.g_01845
OG0000567	Pran.g_01610	Prbf.g_01849
OG0000568	Pran.g_01609	Prbf.g_01850
OG0000569	Pran.g_01608	Prbf.g_01851
OG0000570	Pran.g_01607	Prbf.g_01852
OG0000571	Pran.g_01605	Prbf.g_01854
OG0000572	Pran.g_01592	Prbf.g_01868
OG0000573	Pran.g_01586	Prbf.g_01874
OG0000574	Pran.g_01585	Prbf.g_01875
OG0000575	Pran.g_01581	Prbf.g_01879
OG0000576	Pran.g_01579	Prbf.g_01881
OG0000577	Pran.g_01578	Prbf.g_01882
OG0000578	Pran.g_01577	Prbf.g_01883
OG0000579	Pran.g_01576	Prbf.g_01884
OG0000580	Pran.g_01575	Prbf.g_01885
OG0000581	Pran.g_01573	Prbf.g_01888
OG0000582	Pran.g_01570	Prbf.g_01891
OG0000583	Pran.g_01569	Prbf.g_01892
OG0000584	Pran.g_01568	Prbf.g_01893
OG0000585	Pran.g_01566	Prbf.g_01895
OG0000586	Pran.g_01565	Prbf.g_01896
OG0000587	Pran.g_01564	Prbf.g_01897
OG0000588	Pran.g_01560	Prbf.g_01901
OG0000589	Pran.g_01557	Prbf.g_01903
OG0000590	Pran.g_01556	Prbf.g_01904
OG0000591	Pran.g_01553	Prbf.g_01908
OG0000592	Pran.g_01552	Prbf.g_01909
OG0000593	Pran.g_01546	Prbf.g_00979
OG0000594	Pran.g_01545	Prbf.g_00980
OG0000595	Pran.g_01544	Prbf.g_00981
OG0000596	Pran.g_01540	Prbf.g_00985
OG0000597	Pran.g_01538	Prbf.g_00988
OG0000598	Pran.g_01537	Prbf.g_00989
OG0000599	Pran.g_01534	Prbf.g_00992
OG0000600	Pran.g_01533	Prbf.g_00993
OG0000601	Pran.g_01532	Prbf.g_00994
OG0000602	Pran.g_01530	Prbf.g_00996
OG0000603	Pran.g_01529	Prbf.g_00997
OG0000604	Pran.g_01528	Prbf.g_00998
OG0000605	Pran.g_01527	Prbf.g_00999
OG0000606	Pran.g_01524	Prbf.g_01002
OG0000607	Pran.g_01521	Prbf.g_01005
OG0000608	Pran.g_01520	Prbf.g_01006
OG0000609	Pran.g_01519	Prbf.g_01007
OG0000610	Pran.g_01514	Prbf.g_01013
OG0000611	Pran.g_01511	Prbf.g_01016
OG0000612	Pran.g_01510	Prbf.g_01017
OG0000613	Pran.g_01505	Prbf.g_01290
OG0000614	Pran.g_01486	Prbf.g_01269
OG0000615	Pran.g_01478	Prbf.g_01258
OG0000616	Pran.g_01472	Prbf.g_00404
OG0000617	Pran.g_01454	Prbf.g_01033
OG0000618	Pran.g_01453	Prbf.g_01034
OG0000619	Pran.g_01452	Prbf.g_01035
OG0000620	Pran.g_01449	Prbf.g_01038
OG0000621	Pran.g_01448	Prbf.g_01039
OG0000622	Pran.g_01447	Prbf.g_01040
OG0000623	Pran.g_01446	Prbf.g_01041
OG0000624	Pran.g_01445	Prbf.g_01043
OG0000625	Pran.g_01444	Prbf.g_01044
OG0000626	Pran.g_01443	Prbf.g_01045
OG0000627	Pran.g_01442	Prbf.g_01046
OG0000628	Pran.g_01441	Prbf.g_01047
OG0000629	Pran.g_01440	Prbf.g_01048
OG0000630	Pran.g_01437	Prbf.g_01051
OG0000631	Pran.g_01352	Prbf.g_01144
OG0000632	Pran.g_01351	Prbf.g_01143
OG0000633	Pran.g_01350	Prbf.g_01142
OG0000634	Pran.g_01347	Prbf.g_01249
OG0000635	Pran.g_01346	Prbf.g_01248
OG0000636	Pran.g_01344	Prbf.g_01246
OG0000637	Pran.g_01342	Prbf.g_01244
OG0000638	Pran.g_01341	Prbf.g_01243
OG0000639	Pran.g_01340	Prbf.g_01242
OG0000640	Pran.g_01339	Prbf.g_01241
OG0000641	Pran.g_01335	Prbf.g_01237
OG0000642	Pran.g_01334	Prbf.g_01236
OG0000643	Pran.g_01333	Prbf.g_01235
OG0000644	Pran.g_01332	Prbf.g_01234
OG0000645	Pran.g_01331	Prbf.g_01233
OG0000646	Pran.g_01329	Prbf.g_01231
OG0000647	Pran.g_01328	Prbf.g_01229
OG0000648	Pran.g_01326	Prbf.g_01227
OG0000649	Pran.g_01325	Prbf.g_01226
OG0000650	Pran.g_01324	Prbf.g_01225
OG0000651	Pran.g_01323	Prbf.g_01224
OG0000652	Pran.g_01322	Prbf.g_01223
OG0000653	Pran.g_01320	Prbf.g_01221
OG0000654	Pran.g_01319	Prbf.g_01220
OG0000655	Pran.g_01318	Prbf.g_01219
OG0000656	Pran.g_01315	Prbf.g_01216
OG0000657	Pran.g_01308	Prbf.g_01208
OG0000658	Pran.g_01307	Prbf.g_01206
OG0000659	Pran.g_01306	Prbf.g_01205
OG0000660	Pran.g_01302	Prbf.g_01201
OG0000661	Pran.g_01300	Prbf.g_01199
OG0000662	Pran.g_01298	Prbf.g_01197
OG0000663	Pran.g_01296	Prbf.g_01195
OG0000664	Pran.g_01295	Prbf.g_01194
OG0000665	Pran.g_01291	Prbf.g_01188
OG0000666	Pran.g_01290	Prbf.g_01187
OG0000667	Pran.g_01285	Prbf.g_01183
OG0000668	Pran.g_00413	Prbf.g_00838
OG0000669	Pran.g_00421	Prbf.g_01331
OG0000670	Pran.g_00423	Prbf.g_01328
OG0000671	Pran.g_00425	Prbf.g_01325
OG0000672	Pran.g_00427	Prbf.g_01322
OG0000673	Pran.g_00430	Prbf.g_01319
OG0000674	Pran.g_00432	Prbf.g_01317
OG0000675	Pran.g_00433	Prbf.g_01316
OG0000676	Pran.g_00435	Prbf.g_01314
OG0000677	Pran.g_00436	Prbf.g_01313
OG0000678	Pran.g_00438	Prbf.g_01311
OG0000679	Pran.g_00442	Prbf.g_01307
OG0000680	Pran.g_00443	Prbf.g_01306
OG0000681	Pran.g_00445	Prbf.g_01303
OG0000682	Pran.g_00446	Prbf.g_01302
OG0000683	Pran.g_00447	Prbf.g_01301
OG0000684	Pran.g_00449	Prbf.g_01299
OG0000685	Pran.g_00451	Prbf.g_01297
OG0000686	Pran.g_00452	Prbf.g_01296
OG0000687	Pran.g_00453	Prbf.g_01295
OG0000688	Pran.g_00456	Prbf.g_01021
OG0000689	Pran.g_00457	Prbf.g_01022
OG0000690	Pran.g_00458	Prbf.g_01023
OG0000691	Pran.g_00459	Prbf.g_01024
OG0000692	Pran.g_00461	Prbf.g_01026
OG0000693	Pran.g_00462	Prbf.g_01027
OG0000694	Pran.g_00463	Prbf.g_01028
OG0000695	Pran.g_00465	Prbf.g_01140
OG0000696	Pran.g_00466	Prbf.g_01139
OG0000697	Pran.g_00467	Prbf.g_01138
OG0000698	Pran.g_00470	Prbf.g_01135
OG0000699	Pran.g_00471	Prbf.g_01134
OG0000700	Pran.g_00472	Prbf.g_01133
OG0000701	Pran.g_00473	Prbf.g_01132
OG0000702	Pran.g_00475	Prbf.g_01130
OG0000703	Pran.g_00476	Prbf.g_01129
OG0000704	Pran.g_00477	Prbf.g_01127
OG0000705	Pran.g_00481	Prbf.g_01124
OG0000706	Pran.g_00482	Prbf.g_01123
OG0000707	Pran.g_00483	Prbf.g_01122
OG0000708	Pran.g_00484	Prbf.g_01120
OG0000709	Pran.g_00488	Prbf.g_01116
OG0000710	Pran.g_00491	Prbf.g_01113
OG0000711	Pran.g_00508	Prbf.g_01095
OG0000712	Pran.g_00510	Prbf.g_01094
OG0000713	Pran.g_00511	Prbf.g_01093
OG0000714	Pran.g_00512	Prbf.g_01092
OG0000715	Pran.g_00514	Prbf.g_01090
OG0000716	Pran.g_00516	Prbf.g_01088
OG0000717	Pran.g_00517	Prbf.g_01087
OG0000718	Pran.g_00537	Prbf.g_01083
OG0000719	Pran.g_00539	Prbf.g_01081
OG0000720	Pran.g_00548	Prbf.g_01069
OG0000721	Pran.g_00550	Prbf.g_01065
OG0000722	Pran.g_00551	Prbf.g_01064
OG0000723	Pran.g_00554	Prbf.g_01060
OG0000724	Pran.g_00563	Prbf.g_01165
OG0000725	Pran.g_00569	Prbf.g_01171
OG0000726	Pran.g_00570	Prbf.g_01172
OG0000727	Pran.g_00571	Prbf.g_01173
OG0000728	Pran.g_00573	Prbf.g_01175
OG0000729	Pran.g_00133	Prbf.g_00048
OG0000730	Pran.g_00129	Prbf.g_00876
OG0000731	Pran.g_00125	Prbf.g_01684
OG0000732	Pran.g_00115	Prbf.g_00453
OG0000733	Pran.g_00092	Prbf.g_00787
OG0000734	Pran.g_00075	Prbf.g_00902
OG0000735	Pran.g_00073	Prbf.g_00904
OG0000736	Pran.g_00072	Prbf.g_00905
OG0000737	Pran.g_00071	Prbf.g_00906
OG0000738	Pran.g_00067	Prbf.g_00910
OG0000739	Pran.g_00066	Prbf.g_00911
OG0000740	Pran.g_00065	Prbf.g_00912
OG0000741	Pran.g_00064	Prbf.g_00914
OG0000742	Pran.g_00061	Prbf.g_00917
OG0000743	Pran.g_00059	Prbf.g_00919
OG0000744	Pran.g_00058	Prbf.g_00920
OG0000745	Pran.g_00057	Prbf.g_00921
OG0000746	Pran.g_00055	Prbf.g_00923
OG0000747	Pran.g_00054	Prbf.g_00924
OG0000748	Pran.g_00051	Prbf.g_00928
OG0000749	Pran.g_00050	Prbf.g_00929
OG0000750	Pran.g_00049	Prbf.g_00930
OG0000751	Pran.g_00047	Prbf.g_00933
OG0000752	Pran.g_00045	Prbf.g_00935
OG0000753	Pran.g_00042	Prbf.g_00937
OG0000754	Pran.g_00039	Prbf.g_00940
OG0000755	Pran.g_00036	Prbf.g_00946
OG0000756	Pran.g_00035	Prbf.g_00947
OG0000757	Pran.g_00029	Prbf.g_00954
OG0000758	Pran.g_00028	Prbf.g_00955
OG0000759	Pran.g_00027	Prbf.g_00956
OG0000760	Pran.g_00026	Prbf.g_00957
OG0000761	Pran.g_00025	Prbf.g_00958
OG0000762	Pran.g_00024	Prbf.g_00959
OG0000763	Pran.g_00022	Prbf.g_00961
OG0000764	Pran.g_00021	Prbf.g_00962
OG0000765	Pran.g_00012	Prbf.g_00970
OG0000766	Pran.g_00011	Prbf.g_00971
OG0000767	Pran.g_00009	Prbf.g_00973
OG0000768	Pran.g_00008	Prbf.g_00974
OG0000769	Pran.g_00006	Prbf.g_00976
OG0000770	Pran.g_00004	Prbf.g_01914
OG0000771	Pran.g_00918	Prbf.g_00253
OG0000772	Pran.g_00899	Prbf.g_00767
OG0000773	Pran.g_00885	Prbf.g_00035
OG0000774	Pran.g_00883	Prbf.g_00033
OG0000775	Pran.g_00881	Prbf.g_00031
OG0000776	Pran.g_00880	Prbf.g_00030
OG0000777	Pran.g_00879	Prbf.g_00029
OG0000778	Pran.g_00878	Prbf.g_00028
OG0000779	Pran.g_00874	Prbf.g_00024
OG0000780	Pran.g_00873	Prbf.g_00023
OG0000781	Pran.g_00870	Prbf.g_00019
OG0000782	Pran.g_00869	Prbf.g_00018
OG0000783	Pran.g_00868	Prbf.g_00017
OG0000784	Pran.g_00867	Prbf.g_00016
OG0000785	Pran.g_00865	Prbf.g_00014
OG0000786	Pran.g_00863	Prbf.g_00011
OG0000787	Pran.g_00862	Prbf.g_00010
OG0000788	Pran.g_00853	Prbf.g_01782
OG0000789	Pran.g_00850	Prbf.g_00256
OG0000790	Pran.g_00836	Prbf.g_00100
OG0000791	Pran.g_00834	Prbf.g_00102
OG0000792	Pran.g_00833	Prbf.g_00103
OG0000793	Pran.g_00830	Prbf.g_00106
OG0000794	Pran.g_00829	Prbf.g_00107
OG0000795	Pran.g_00828	Prbf.g_00108
OG0000796	Pran.g_00824	Prbf.g_00112
OG0000797	Pran.g_00823	Prbf.g_00113
OG0000798	Pran.g_00789	Prbf.g_00312
OG0000799	Pran.g_00751	Prbf.g_00140
OG0000800	Pran.g_00750	Prbf.g_00141
OG0000801	Pran.g_00749	Prbf.g_00142
OG0000802	Pran.g_00747	Prbf.g_00144
OG0000803	Pran.g_00745	Prbf.g_00146
OG0000804	Pran.g_00744	Prbf.g_00147
OG0000805	Pran.g_00742	Prbf.g_00149
OG0000806	Pran.g_00740	Prbf.g_00151
OG0000807	Pran.g_00739	Prbf.g_00152
OG0000808	Pran.g_00738	Prbf.g_00153
OG0000809	Pran.g_00735	Prbf.g_00155
OG0000810	Pran.g_00734	Prbf.g_00156
OG0000811	Pran.g_00730	Prbf.g_00160
OG0000812	Pran.g_00728	Prbf.g_00162
OG0000813	Pran.g_00727	Prbf.g_00163
OG0000814	Pran.g_00725	Prbf.g_00165
OG0000815	Pran.g_00724	Prbf.g_00166
OG0000816	Pran.g_00722	Prbf.g_00168
OG0000817	Pran.g_00721	Prbf.g_00169
OG0000818	Pran.g_00716	Prbf.g_00174
OG0000819	Pran.g_00715	Prbf.g_00175
OG0000820	Pran.g_00714	Prbf.g_00176
OG0000821	Pran.g_00710	Prbf.g_00180
OG0000822	Pran.g_00709	Prbf.g_00181
OG0000823	Pran.g_00708	Prbf.g_00182
OG0000824	Pran.g_00705	Prbf.g_00185
OG0000825	Pran.g_00704	Prbf.g_00186
OG0000826	Pran.g_00703	Prbf.g_00187
OG0000827	Pran.g_00702	Prbf.g_00188
OG0000828	Pran.g_00699	Prbf.g_00191
OG0000829	Pran.g_00698	Prbf.g_00192
OG0000830	Pran.g_00697	Prbf.g_00193
OG0000831	Pran.g_00695	Prbf.g_00195
OG0000832	Pran.g_00689	Prbf.g_00205
OG0000833	Pran.g_00681	Prbf.g_00214
OG0000834	Pran.g_00680	Prbf.g_00215
OG0000835	Pran.g_00679	Prbf.g_00216
OG0000836	Pran.g_00678	Prbf.g_00217
OG0000837	Pran.g_00677	Prbf.g_00218
OG0000838	Pran.g_00675	Prbf.g_00220
OG0000839	Pran.g_00674	Prbf.g_00221
OG0000840	Pran.g_00673	Prbf.g_00222
OG0000841	Pran.g_00672	Prbf.g_00223
OG0000842	Pran.g_00671	Prbf.g_00224
OG0000843	Pran.g_00670	Prbf.g_00225
OG0000844	Pran.g_00669	Prbf.g_00226
OG0000845	Pran.g_00668	Prbf.g_00227
OG0000846	Pran.g_00667	Prbf.g_00228
OG0000847	Pran.g_00666	Prbf.g_00229
OG0000848	Pran.g_00665	Prbf.g_00230
OG0000849	Pran.g_00664	Prbf.g_00231
OG0000850	Pran.g_00662	Prbf.g_00233
OG0000851	Pran.g_00661	Prbf.g_00234
OG0000852	Pran.g_00660	Prbf.g_00235
OG0000853	Pran.g_00656	Prbf.g_00241
OG0000854	Pran.g_00654	Prbf.g_00243
OG0000855	Pran.g_00653	Prbf.g_00244
OG0000856	Pran.g_00636	Prbf.g_01911
OG0000857	Pran.g_00598	Prbf.g_01230
OG0000858	Pran.g_00964	Prbf.g_00700
OG0000859	Pran.g_00965	Prbf.g_00699
OG0000860	Pran.g_00972	Prbf.g_00691
OG0000861	Pran.g_00973	Prbf.g_00690
OG0000862	Pran.g_00974	Prbf.g_00689
OG0000863	Pran.g_00976	Prbf.g_00687
OG0000864	Pran.g_00977	Prbf.g_00686
OG0000865	Pran.g_00978	Prbf.g_00685
OG0000866	Pran.g_00979	Prbf.g_00684
OG0000867	Pran.g_00980	Prbf.g_00683
OG0000868	Pran.g_00981	Prbf.g_00681
OG0000869	Pran.g_00985	Prbf.g_00678
OG0000870	Pran.g_00990	Prbf.g_00673
OG0000871	Pran.g_00991	Prbf.g_00672
OG0000872	Pran.g_00992	Prbf.g_00671
OG0000873	Pran.g_00995	Prbf.g_00668
OG0000874	Pran.g_00998	Prbf.g_00665
OG0000875	Pran.g_00999	Prbf.g_00664
OG0000876	Pran.g_01000	Prbf.g_00663
OG0000877	Pran.g_01002	Prbf.g_00661
OG0000878	Pran.g_01003	Prbf.g_00660
OG0000879	Pran.g_01004	Prbf.g_00659
OG0000880	Pran.g_01005	Prbf.g_00658
OG0000881	Pran.g_01009	Prbf.g_00654
OG0000882	Pran.g_01014	Prbf.g_00649
OG0000883	Pran.g_01015	Prbf.g_00647
OG0000884	Pran.g_01017	Prbf.g_00645
OG0000885	Pran.g_01018	Prbf.g_00644
OG0000886	Pran.g_01019	Prbf.g_00643
OG0000887	Pran.g_01020	Prbf.g_00642
OG0000888	Pran.g_01022	Prbf.g_00640
OG0000889	Pran.g_01024	Prbf.g_00638
OG0000890	Pran.g_01025	Prbf.g_00637
OG0000891	Pran.g_01026	Prbf.g_00636
OG0000892	Pran.g_01028	Prbf.g_00634
OG0000893	Pran.g_01032	Prbf.g_00630
OG0000894	Pran.g_01034	Prbf.g_00627
OG0000895	Pran.g_01037	Prbf.g_00623
OG0000896	Pran.g_01038	Prbf.g_00622
OG0000897	Pran.g_01040	Prbf.g_00620
OG0000898	Pran.g_01041	Prbf.g_00619
OG0000899	Pran.g_01042	Prbf.g_00618
OG0000900	Pran.g_01044	Prbf.g_00617
OG0000901	Pran.g_01047	Prbf.g_00614
OG0000902	Pran.g_01049	Prbf.g_00612
OG0000903	Pran.g_01052	Prbf.g_00608
OG0000904	Pran.g_01054	Prbf.g_00604
OG0000905	Pran.g_01058	Prbf.g_00610
OG0000906	Pran.g_01059	Prbf.g_00611
OG0000907	Pran.g_01062	Prbf.g_00601
OG0000908	Pran.g_01065	Prbf.g_00598
OG0000909	Pran.g_01066	Prbf.g_00597
OG0000910	Pran.g_01067	Prbf.g_00596
OG0000911	Pran.g_01070	Prbf.g_00594
OG0000912	Pran.g_01071	Prbf.g_00593
OG0000913	Pran.g_01072	Prbf.g_00592
OG0000914	Pran.g_01073	Prbf.g_00591
OG0000915	Pran.g_01074	Prbf.g_00590
OG0000916	Pran.g_01075	Prbf.g_00589
OG0000917	Pran.g_01076	Prbf.g_00588
OG0000918	Pran.g_01077	Prbf.g_00587
OG0000919	Pran.g_01078	Prbf.g_00586
OG0000920	Pran.g_01079	Prbf.g_00585
OG0000921	Pran.g_01080	Prbf.g_00584
OG0000922	Pran.g_01081	Prbf.g_00583
OG0000923	Pran.g_01085	Prbf.g_00579
OG0000924	Pran.g_01086	Prbf.g_00578
OG0000925	Pran.g_01087	Prbf.g_00577
OG0000926	Pran.g_01088	Prbf.g_00576
OG0000927	Pran.g_01090	Prbf.g_00574
OG0000928	Pran.g_01091	Prbf.g_00573
OG0000929	Pran.g_01092	Prbf.g_00572
OG0000930	Pran.g_01093	Prbf.g_00571
OG0000931	Pran.g_01094	Prbf.g_00570
OG0000932	Pran.g_01095	Prbf.g_00569
OG0000933	Pran.g_01099	Prbf.g_00565
OG0000934	Pran.g_01101	Prbf.g_00563
OG0000935	Pran.g_01102	Prbf.g_00562
OG0000936	Pran.g_01103	Prbf.g_00561
OG0000937	Pran.g_01104	Prbf.g_00560
OG0000938	Pran.g_01106	Prbf.g_00557
OG0000939	Pran.g_01107	Prbf.g_00556
OG0000940	Pran.g_01114	Prbf.g_00549
OG0000941	Pran.g_01116	Prbf.g_00547
OG0000942	Pran.g_01118	Prbf.g_00545
OG0000943	Pran.g_01119	Prbf.g_00544
OG0000944	Pran.g_01120	Prbf.g_00542
OG0000945	Pran.g_01121	Prbf.g_00541
OG0000946	Pran.g_01125	Prbf.g_00536
OG0000947	Pran.g_01127	Prbf.g_00534
OG0000948	Pran.g_01128	Prbf.g_00533
OG0000949	Pran.g_01131	Prbf.g_00530
OG0000950	Pran.g_01136	Prbf.g_00523
OG0000951	Pran.g_01139	Prbf.g_00519
OG0000952	Pran.g_01143	Prbf.g_00515
OG0000953	Pran.g_01146	Prbf.g_00511
OG0000954	Pran.g_01150	Prbf.g_00507
OG0000955	Pran.g_01151	Prbf.g_00506
OG0000956	Pran.g_01153	Prbf.g_00504
OG0000957	Pran.g_01158	Prbf.g_00498
OG0000958	Pran.g_01159	Prbf.g_00497
OG0000959	Pran.g_01163	Prbf.g_00493
OG0000960	Pran.g_01164	Prbf.g_00492
OG0000961	Pran.g_01166	Prbf.g_00488
OG0000962	Pran.g_01168	Prbf.g_00486
OG0000963	Pran.g_01172	Prbf.g_00482
OG0000964	Pran.g_01173	Prbf.g_00481
OG0000965	Pran.g_01174	Prbf.g_00480
OG0000966	Pran.g_01182	Prbf.g_00474
OG0000967	Pran.g_01186	Prbf.g_00470
OG0000968	Pran.g_01188	Prbf.g_00468
OG0000969	Pran.g_01189	Prbf.g_00467
OG0000970	Pran.g_01190	Prbf.g_00466
OG0000971	Pran.g_01191	Prbf.g_00465
OG0000972	Pran.g_01192	Prbf.g_00464
OG0000973	Pran.g_01193	Prbf.g_00463
OG0000974	Pran.g_01194	Prbf.g_00462
OG0000975	Pran.g_01195	Prbf.g_00461
OG0000976	Pran.g_01196	Prbf.g_00460
OG0000977	Pran.g_01197	Prbf.g_00459
OG0000978	Pran.g_01198	Prbf.g_00458
OG0000979	Pran.g_01201	Prbf.g_00456
OG0000980	Pran.g_01202	Prbf.g_00454
OG0000981	Pran.g_01204	Prbf.g_00451
OG0000982	Pran.g_01206	Prbf.g_00449
OG0000983	Pran.g_01207	Prbf.g_00448
OG0000984	Pran.g_01208	Prbf.g_00447
OG0000985	Pran.g_01211	Prbf.g_00444
OG0000986	Pran.g_01213	Prbf.g_00442
OG0000987	Pran.g_01214	Prbf.g_00441
OG0000988	Pran.g_01217	Prbf.g_00438
OG0000989	Pran.g_01221	Prbf.g_00434
OG0000990	Pran.g_01224	Prbf.g_00430
OG0000991	Pran.g_01225	Prbf.g_00429
OG0000992	Pran.g_01227	Prbf.g_00426
OG0000993	Pran.g_01228	Prbf.g_00425
OG0000994	Pran.g_01229	Prbf.g_00424
OG0000995	Pran.g_01233	Prbf.g_00420
OG0000996	Pran.g_01234	Prbf.g_00419
OG0000997	Pran.g_01235	Prbf.g_00416
OG0000998	Pran.g_01237	Prbf.g_00414
OG0000999	Pran.g_01238	Prbf.g_00413
OG0001000	Pran.g_01241	Prbf.g_00410
OG0001001	Pran.g_01243	Prbf.g_00407
OG0001002	Pran.g_01247	Prbf.g_00402
OG0001003	Pran.g_01249	Prbf.g_00401
OG0001004	Pran.g_01250	Prbf.g_00400
OG0001005	Pran.g_01251	Prbf.g_00399
OG0001006	Pran.g_01255	Prbf.g_00395
OG0001007	Pran.g_01257	Prbf.g_00393
OG0001008	Pran.g_01743	Prbf.g_01721
OG0001009	Pran.g_00397	Prbf.g_01349
OG0001010	Pran.g_00396	Prbf.g_01350
OG0001011	Pran.g_00395	Prbf.g_01352
OG0001012	Pran.g_00382	Prbf.g_01366
OG0001013	Pran.g_00377	Prbf.g_01373
OG0001014	Pran.g_00374	Prbf.g_01376
OG0001015	Pran.g_00373	Prbf.g_01378
OG0001016	Pran.g_00359	Prbf.g_01400
OG0001017	Pran.g_00355	Prbf.g_01404
OG0001018	Pran.g_00352	Prbf.g_01406
OG0001019	Pran.g_00343	Prbf.g_01415
OG0001020	Pran.g_00342	Prbf.g_01416
OG0001021	Pran.g_00341	Prbf.g_01417
OG0001022	Pran.g_00339	Prbf.g_01420
OG0001023	Pran.g_00338	Prbf.g_01421
OG0001024	Pran.g_00335	Prbf.g_01425
OG0001025	Pran.g_00329	Prbf.g_01432
OG0001026	Pran.g_00322	Prbf.g_01441
OG0001027	Pran.g_00321	Prbf.g_01442
OG0001028	Pran.g_00319	Prbf.g_01444
OG0001029	Pran.g_00318	Prbf.g_01445
OG0001030	Pran.g_00304	Prbf.g_01461
OG0001031	Pran.g_00246	Prbf.g_01521
OG0001032	Pran.g_00245	Prbf.g_01522
OG0001033	Pran.g_00224	Prbf.g_01543
OG0001034	Pran.g_00196	Prbf.g_01574
OG0001035	Pran.g_01938	Prbf.g_01594
OG0001036	Pran.g_01934	Prbf.g_01598
OG0001037	Pran.g_01933	Prbf.g_01599
OG0001038	Pran.g_01916	Prbf.g_01618
OG0001039	Pran.g_01913	Prbf.g_01621
OG0001040	Pran.g_01911	Prbf.g_01623
OG0001041	Pran.g_01907	Prbf.g_01628
OG0001042	Pran.g_01890	Prbf.g_01645
OG0001043	Pran.g_01889	Prbf.g_01646
OG0001044	Pran.g_01861	Prbf.g_01677
OG0001045	Pran.g_01853	Prbf.g_01686
OG0001046	Pran.g_01816	Prbf.g_00741
OG0001047	Pran.g_01741	Prbf.g_01723
OG0001048	Pran.g_01740	Prbf.g_01724
OG0001049	Pran.g_01738	Prbf.g_01726
OG0001050	Pran.g_01737	Prbf.g_01727
OG0001051	Pran.g_01736	Prbf.g_01728
OG0001052	Pran.g_01707	Prbf.g_01754
OG0001053	Pran.g_01695	Prbf.g_01766
OG0001054	Pran.g_01680	Prbf.g_01781
OG0001055	Pran.g_01661	Prbf.g_01800
OG0001056	Pran.g_01642	Prbf.g_01817
OG0001057	Pran.g_01637	Prbf.g_01822
OG0001058	Pran.g_01629	Prbf.g_01830
OG0001059	Pran.g_01625	Prbf.g_01834
OG0001060	Pran.g_01618	Prbf.g_01840
OG0001061	Pran.g_01604	Prbf.g_01855
OG0001062	Pran.g_01602	Prbf.g_01857
OG0001063	Pran.g_01600	Prbf.g_01859
OG0001064	Pran.g_01599	Prbf.g_01860
OG0001065	Pran.g_01598	Prbf.g_01861
OG0001066	Pran.g_01597	Prbf.g_01862
OG0001067	Pran.g_01596	Prbf.g_01863
OG0001068	Pran.g_01595	Prbf.g_01864
OG0001069	Pran.g_01594	Prbf.g_01865
OG0001070	Pran.g_01591	Prbf.g_01869
OG0001071	Pran.g_01590	Prbf.g_01870
OG0001072	Pran.g_01588	Prbf.g_01872
OG0001073	Pran.g_01574	Prbf.g_01886
OG0001074	Pran.g_01563	Prbf.g_01898
OG0001075	Pran.g_01562	Prbf.g_01899
OG0001076	Pran.g_01554	Prbf.g_01906
OG0001077	Pran.g_01550	Prbf.g_01912
OG0001078	Pran.g_01542	Prbf.g_00983
OG0001079	Pran.g_01531	Prbf.g_00995
OG0001080	Pran.g_01525	Prbf.g_01001
OG0001081	Pran.g_01523	Prbf.g_01003
OG0001082	Pran.g_01522	Prbf.g_01004
OG0001083	Pran.g_01517	Prbf.g_01009
OG0001084	Pran.g_01516	Prbf.g_01010
OG0001085	Pran.g_01508	Prbf.g_01293
OG0001086	Pran.g_01507	Prbf.g_01292
OG0001087	Pran.g_01490	Prbf.g_01274
OG0001088	Pran.g_01489	Prbf.g_01273
OG0001089	Pran.g_01481	Prbf.g_01262
OG0001090	Pran.g_01459	Prbf.g_01252
OG0001091	Pran.g_01457	Prbf.g_01030
OG0001092	Pran.g_01456	Prbf.g_01031
OG0001093	Pran.g_01451	Prbf.g_01036
OG0001094	Pran.g_01349	Prbf.g_01029
OG0001095	Pran.g_01330	Prbf.g_01232
OG0001096	Pran.g_01317	Prbf.g_01218
OG0001097	Pran.g_01299	Prbf.g_01198
OG0001098	Pran.g_01283	Prbf.g_01179
OG0001099	Pran.g_00418	Prbf.g_00833
OG0001100	Pran.g_00422	Prbf.g_01329
OG0001101	Pran.g_00424	Prbf.g_01326
OG0001102	Pran.g_00426	Prbf.g_01323
OG0001103	Pran.g_00428	Prbf.g_01321
OG0001104	Pran.g_00450	Prbf.g_01298
OG0001105	Pran.g_00454	Prbf.g_01294
OG0001106	Pran.g_00478	Prbf.g_01126
OG0001107	Pran.g_00485	Prbf.g_01119
OG0001108	Pran.g_00489	Prbf.g_01115
OG0001109	Pran.g_00490	Prbf.g_01114
OG0001110	Pran.g_00492	Prbf.g_01112
OG0001111	Pran.g_00493	Prbf.g_01111
OG0001112	Pran.g_00494	Prbf.g_01110
OG0001113	Pran.g_00495	Prbf.g_01109
OG0001114	Pran.g_00496	Prbf.g_01108
OG0001115	Pran.g_00498	Prbf.g_01106
OG0001116	Pran.g_00499	Prbf.g_01105
OG0001117	Pran.g_00500	Prbf.g_01104
OG0001118	Pran.g_00501	Prbf.g_01103
