Orthogroup	Pran	Syal
OG0000590	Pran.g_01556	Syal.g_02713
OG0000591	Pran.g_01553	Syal.g_02707
OG0000592	Pran.g_01552	Syal.g_02706
OG0000593	Pran.g_01546	Syal.g_02640
OG0000594	Pran.g_01545	Syal.g_02639
OG0000595	Pran.g_01544	Syal.g_02638
OG0000596	Pran.g_01540	Syal.g_02633
OG0000597	Pran.g_01538	Syal.g_02630
OG0000598	Pran.g_01537	Syal.g_02629
OG0000599	Pran.g_01534	Syal.g_02622
OG0000600	Pran.g_01533	Syal.g_02621
OG0000601	Pran.g_01532	Syal.g_02620
OG0000602	Pran.g_01530	Syal.g_02615
OG0000603	Pran.g_01529	Syal.g_02614
OG0000604	Pran.g_01528	Syal.g_02612
OG0000605	Pran.g_01527	Syal.g_02516
OG0000606	Pran.g_01524	Syal.g_02174
OG0000607	Pran.g_01521	Syal.g_02177
OG0000608	Pran.g_01520	Syal.g_02178
OG0000609	Pran.g_01519	Syal.g_02180
OG0000610	Pran.g_01514	Syal.g_02198
OG0000611	Pran.g_01511	Syal.g_02201
OG0000612	Pran.g_01510	Syal.g_02202
OG0000613	Pran.g_01505	Syal.g_01325
OG0000614	Pran.g_01486	Syal.g_01794
OG0000615	Pran.g_01478	Syal.g_02256
OG0000616	Pran.g_01472	Syal.g_00079
OG0000617	Pran.g_01454	Syal.g_01866
OG0000618	Pran.g_01453	Syal.g_01867
OG0000619	Pran.g_01452	Syal.g_02417
OG0000620	Pran.g_01449	Syal.g_02422
OG0000621	Pran.g_01448	Syal.g_02423
OG0000622	Pran.g_01447	Syal.g_02424
OG0000623	Pran.g_01446	Syal.g_02425
OG0000624	Pran.g_01445	Syal.g_02427
OG0000625	Pran.g_01444	Syal.g_02428
OG0000626	Pran.g_01443	Syal.g_02429
OG0000627	Pran.g_01442	Syal.g_02048
OG0000628	Pran.g_01441	Syal.g_02047
OG0000629	Pran.g_01440	Syal.g_02044
OG0000630	Pran.g_01437	Syal.g_02040
OG0000631	Pran.g_01352	Syal.g_02031
OG0000632	Pran.g_01351	Syal.g_02030
OG0000633	Pran.g_01350	Syal.g_02029
OG0000634	Pran.g_01347	Syal.g_02410
OG0000635	Pran.g_01346	Syal.g_02411
OG0000636	Pran.g_01344	Syal.g_02413
OG0000637	Pran.g_01342	Syal.g_02415
OG0000638	Pran.g_01341	Syal.g_02416
OG0000639	Pran.g_01340	Syal.g_01868
OG0000640	Pran.g_01339	Syal.g_01869
OG0000641	Pran.g_01335	Syal.g_01873
OG0000642	Pran.g_01334	Syal.g_01874
OG0000643	Pran.g_01333	Syal.g_01875
OG0000644	Pran.g_01332	Syal.g_01876
OG0000645	Pran.g_01331	Syal.g_01878
OG0000646	Pran.g_01329	Syal.g_01881
OG0000647	Pran.g_01328	Syal.g_01883
OG0000648	Pran.g_01326	Syal.g_02438
OG0000649	Pran.g_01325	Syal.g_02439
OG0000650	Pran.g_01324	Syal.g_02440
OG0000651	Pran.g_01323	Syal.g_02441
OG0000652	Pran.g_01322	Syal.g_02442
OG0000653	Pran.g_01320	Syal.g_02444
OG0000654	Pran.g_01319	Syal.g_02445
OG0000655	Pran.g_01318	Syal.g_02446
OG0000656	Pran.g_01315	Syal.g_02449
OG0000657	Pran.g_01308	Syal.g_02460
OG0000658	Pran.g_01307	Syal.g_02465
OG0000659	Pran.g_01306	Syal.g_02466
OG0000660	Pran.g_01302	Syal.g_02470
OG0000661	Pran.g_01300	Syal.g_02472
OG0000662	Pran.g_01298	Syal.g_02474
OG0000663	Pran.g_01296	Syal.g_02477
OG0000664	Pran.g_01295	Syal.g_02478
OG0000665	Pran.g_01291	Syal.g_02593
OG0000666	Pran.g_01290	Syal.g_02605
OG0000667	Pran.g_01285	Syal.g_02192
OG0000668	Pran.g_00413	Syal.g_01920
OG0000669	Pran.g_00421	Syal.g_02295
OG0000670	Pran.g_00423	Syal.g_02956
OG0000671	Pran.g_00425	Syal.g_02291
OG0000672	Pran.g_00427	Syal.g_02288
OG0000673	Pran.g_00430	Syal.g_02285
OG0000674	Pran.g_00432	Syal.g_02283
OG0000675	Pran.g_00433	Syal.g_02282
OG0000676	Pran.g_00435	Syal.g_02272
OG0000677	Pran.g_00436	Syal.g_02271
OG0000678	Pran.g_00438	Syal.g_02264
OG0000679	Pran.g_00442	Syal.g_02252
OG0000680	Pran.g_00443	Syal.g_02251
OG0000681	Pran.g_00445	Syal.g_02248
OG0000682	Pran.g_00446	Syal.g_02247
OG0000683	Pran.g_00447	Syal.g_02246
OG0000684	Pran.g_00449	Syal.g_02242
OG0000685	Pran.g_00451	Syal.g_02240
OG0000686	Pran.g_00452	Syal.g_02239
OG0000687	Pran.g_00453	Syal.g_02237
OG0000688	Pran.g_00456	Syal.g_02225
OG0000689	Pran.g_00457	Syal.g_02223
OG0000690	Pran.g_00458	Syal.g_02222
OG0000691	Pran.g_00459	Syal.g_02221
OG0000692	Pran.g_00461	Syal.g_02220
OG0000693	Pran.g_00462	Syal.g_02218
OG0000694	Pran.g_00463	Syal.g_02217
OG0000695	Pran.g_00465	Syal.g_02027
OG0000696	Pran.g_00466	Syal.g_02026
OG0000697	Pran.g_00467	Syal.g_02025
OG0000698	Pran.g_00470	Syal.g_02022
OG0000699	Pran.g_00471	Syal.g_02021
OG0000700	Pran.g_00472	Syal.g_02020
OG0000701	Pran.g_00473	Syal.g_02019
OG0000702	Pran.g_00475	Syal.g_02011
OG0000703	Pran.g_00476	Syal.g_02010
OG0000704	Pran.g_00477	Syal.g_02008
OG0000705	Pran.g_00481	Syal.g_01999
OG0000706	Pran.g_00482	Syal.g_01998
OG0000707	Pran.g_00483	Syal.g_01997
OG0000708	Pran.g_00484	Syal.g_01994
OG0000709	Pran.g_00488	Syal.g_01986
OG0000710	Pran.g_00491	Syal.g_01982
OG0000711	Pran.g_00508	Syal.g_01954
OG0000712	Pran.g_00510	Syal.g_01952
OG0000713	Pran.g_00511	Syal.g_01951
OG0000714	Pran.g_00512	Syal.g_01948
OG0000715	Pran.g_00514	Syal.g_01934
OG0000716	Pran.g_00516	Syal.g_01930
OG0000717	Pran.g_00517	Syal.g_01929
OG0000718	Pran.g_00537	Syal.g_01925
OG0000719	Pran.g_00539	Syal.g_01922
OG0000720	Pran.g_00548	Syal.g_01908
OG0000721	Pran.g_00550	Syal.g_01906
OG0000722	Pran.g_00551	Syal.g_01905
OG0000723	Pran.g_00554	Syal.g_02433
OG0000724	Pran.g_00563	Syal.g_01829
OG0000725	Pran.g_00569	Syal.g_01820
OG0000726	Pran.g_00570	Syal.g_01819
OG0000727	Pran.g_00571	Syal.g_01818
OG0000728	Pran.g_00573	Syal.g_01816
OG0000729	Pran.g_00133	Syal.g_01510
OG0000730	Pran.g_00129	Syal.g_00345
OG0000731	Pran.g_00125	Syal.g_00356
OG0000732	Pran.g_00115	Syal.g_00149
OG0000733	Pran.g_00092	Syal.g_01105
OG0000734	Pran.g_00075	Syal.g_00828
OG0000735	Pran.g_00073	Syal.g_01627
OG0000736	Pran.g_00072	Syal.g_01628
OG0000737	Pran.g_00071	Syal.g_01629
OG0000738	Pran.g_00067	Syal.g_01634
OG0000739	Pran.g_00066	Syal.g_01645
OG0000740	Pran.g_00065	Syal.g_01646
OG0000741	Pran.g_00064	Syal.g_01649
OG0000742	Pran.g_00061	Syal.g_01652
OG0000743	Pran.g_00059	Syal.g_01654
OG0000744	Pran.g_00058	Syal.g_01655
OG0000745	Pran.g_00057	Syal.g_01657
OG0000746	Pran.g_00055	Syal.g_01659
OG0000747	Pran.g_00054	Syal.g_01660
OG0000748	Pran.g_00051	Syal.g_01674
OG0000749	Pran.g_00050	Syal.g_01675
OG0000750	Pran.g_00049	Syal.g_01676
OG0000751	Pran.g_00047	Syal.g_01688
OG0000752	Pran.g_00045	Syal.g_01690
OG0000753	Pran.g_00042	Syal.g_01693
OG0000754	Pran.g_00039	Syal.g_01698
OG0000755	Pran.g_00036	Syal.g_01707
OG0000756	Pran.g_00035	Syal.g_01708
OG0000757	Pran.g_00029	Syal.g_01715
OG0000758	Pran.g_00028	Syal.g_01716
OG0000759	Pran.g_00027	Syal.g_01717
OG0000760	Pran.g_00026	Syal.g_01718
OG0000761	Pran.g_00025	Syal.g_01719
OG0000762	Pran.g_00024	Syal.g_01721
OG0000763	Pran.g_00022	Syal.g_01723
OG0000764	Pran.g_00021	Syal.g_01724
OG0000765	Pran.g_00012	Syal.g_01768
OG0000766	Pran.g_00011	Syal.g_01767
OG0000767	Pran.g_00009	Syal.g_01765
OG0000768	Pran.g_00008	Syal.g_01764
OG0000769	Pran.g_00006	Syal.g_01762
OG0000770	Pran.g_00004	Syal.g_01758
OG0000771	Pran.g_00918	Syal.g_01835
OG0000772	Pran.g_00899	Syal.g_01641
OG0000773	Pran.g_00885	Syal.g_01618
OG0000774	Pran.g_00883	Syal.g_01610
OG0000775	Pran.g_00881	Syal.g_01608
OG0000776	Pran.g_00880	Syal.g_01607
OG0000777	Pran.g_00879	Syal.g_01606
OG0000778	Pran.g_00878	Syal.g_01605
OG0000779	Pran.g_00874	Syal.g_01599
OG0000780	Pran.g_00873	Syal.g_01594
OG0000781	Pran.g_00870	Syal.g_01590
OG0000782	Pran.g_00869	Syal.g_01589
OG0000783	Pran.g_00868	Syal.g_01588
OG0000784	Pran.g_00867	Syal.g_01587
OG0000785	Pran.g_00865	Syal.g_01585
OG0000786	Pran.g_00863	Syal.g_01579
OG0000787	Pran.g_00862	Syal.g_01578
OG0000788	Pran.g_00853	Syal.g_02619
OG0000789	Pran.g_00850	Syal.g_02598
OG0000790	Pran.g_00836	Syal.g_02883
OG0000791	Pran.g_00834	Syal.g_02882
OG0000792	Pran.g_00833	Syal.g_02881
OG0000793	Pran.g_00830	Syal.g_02876
OG0000794	Pran.g_00829	Syal.g_02875
OG0000795	Pran.g_00828	Syal.g_02874
OG0000796	Pran.g_00824	Syal.g_02870
OG0000797	Pran.g_00823	Syal.g_02869
OG0000798	Pran.g_00789	Syal.g_01260, Syal.g_01372
OG0000799	Pran.g_00751	Syal.g_01547
OG0000800	Pran.g_00750	Syal.g_01542
OG0000801	Pran.g_00749	Syal.g_01541
OG0000802	Pran.g_00747	Syal.g_01536
OG0000803	Pran.g_00745	Syal.g_00040
OG0000804	Pran.g_00744	Syal.g_00036
OG0000805	Pran.g_00742	Syal.g_00030
OG0000806	Pran.g_00740	Syal.g_00028
OG0000807	Pran.g_00739	Syal.g_00026
OG0000808	Pran.g_00738	Syal.g_00025
OG0000809	Pran.g_00735	Syal.g_00022
OG0000810	Pran.g_00734	Syal.g_00021
OG0000811	Pran.g_00730	Syal.g_00380
OG0000812	Pran.g_00728	Syal.g_00382
OG0000813	Pran.g_00727	Syal.g_00383
OG0000814	Pran.g_00725	Syal.g_00385
OG0000815	Pran.g_00724	Syal.g_00391
OG0000816	Pran.g_00722	Syal.g_00393
OG0000817	Pran.g_00721	Syal.g_00394
OG0000818	Pran.g_00716	Syal.g_00401
OG0000819	Pran.g_00715	Syal.g_00402
OG0000820	Pran.g_00714	Syal.g_00403
OG0000821	Pran.g_00710	Syal.g_00409
OG0000822	Pran.g_00709	Syal.g_00411
OG0000823	Pran.g_00708	Syal.g_00412
OG0000824	Pran.g_00705	Syal.g_00417
OG0000825	Pran.g_00704	Syal.g_00418
OG0000826	Pran.g_00703	Syal.g_00419
OG0000827	Pran.g_00702	Syal.g_00420
OG0000828	Pran.g_00699	Syal.g_00423
OG0000829	Pran.g_00698	Syal.g_00424
OG0000830	Pran.g_00697	Syal.g_00425
OG0000831	Pran.g_00695	Syal.g_00427
OG0000832	Pran.g_00689	Syal.g_02967
OG0000833	Pran.g_00681	Syal.g_02976
OG0000834	Pran.g_00680	Syal.g_02979
OG0000835	Pran.g_00679	Syal.g_02980
OG0000836	Pran.g_00678	Syal.g_02983
OG0000837	Pran.g_00677	Syal.g_02984
OG0000838	Pran.g_00675	Syal.g_02988
OG0000839	Pran.g_00674	Syal.g_02989
OG0000840	Pran.g_00673	Syal.g_02990
OG0000841	Pran.g_00672	Syal.g_02991
OG0000842	Pran.g_00671	Syal.g_02992
OG0000843	Pran.g_00670	Syal.g_02993
OG0000844	Pran.g_00669	Syal.g_02995
OG0000845	Pran.g_00668	Syal.g_02996
OG0000846	Pran.g_00667	Syal.g_02997
OG0000847	Pran.g_00666	Syal.g_02998
OG0000848	Pran.g_00665	Syal.g_03000
OG0000849	Pran.g_00664	Syal.g_03001
OG0000850	Pran.g_00662	Syal.g_03008
OG0000851	Pran.g_00661	Syal.g_00561
OG0000852	Pran.g_00660	Syal.g_00562
OG0000853	Pran.g_00656	Syal.g_00566
OG0000854	Pran.g_00654	Syal.g_00568
OG0000855	Pran.g_00653	Syal.g_00569
OG0000856	Pran.g_00636	Syal.g_02704
OG0000857	Pran.g_00598	Syal.g_01882
OG0000858	Pran.g_00964	Syal.g_00576
OG0000859	Pran.g_00965	Syal.g_00577
OG0000860	Pran.g_00972	Syal.g_00589
OG0000861	Pran.g_00973	Syal.g_00590
OG0000862	Pran.g_00974	Syal.g_00591
OG0000863	Pran.g_00976	Syal.g_00594
OG0000864	Pran.g_00977	Syal.g_00595
OG0000865	Pran.g_00978	Syal.g_00596
OG0000866	Pran.g_00979	Syal.g_00597
OG0000867	Pran.g_00980	Syal.g_00598
OG0000868	Pran.g_00981	Syal.g_00604
OG0000869	Pran.g_00985	Syal.g_00609
OG0000870	Pran.g_00990	Syal.g_00614
OG0000871	Pran.g_00991	Syal.g_00615
OG0000872	Pran.g_00992	Syal.g_00621
OG0000873	Pran.g_00995	Syal.g_00624
OG0000874	Pran.g_00998	Syal.g_00627
OG0000875	Pran.g_00999	Syal.g_00629
OG0000876	Pran.g_01000	Syal.g_00631
OG0000877	Pran.g_01002	Syal.g_00633
OG0000878	Pran.g_01003	Syal.g_00634
OG0000879	Pran.g_01004	Syal.g_00635
OG0000880	Pran.g_01005	Syal.g_00636
OG0000881	Pran.g_01009	Syal.g_00641
OG0000882	Pran.g_01014	Syal.g_00646
OG0000883	Pran.g_01015	Syal.g_00648
OG0000884	Pran.g_01017	Syal.g_00650
OG0000885	Pran.g_01018	Syal.g_00651
OG0000886	Pran.g_01019	Syal.g_00652
OG0000887	Pran.g_01020	Syal.g_00653
OG0000888	Pran.g_01022	Syal.g_00655
OG0000889	Pran.g_01024	Syal.g_00657
OG0000890	Pran.g_01025	Syal.g_00663
OG0000891	Pran.g_01026	Syal.g_00664
OG0000892	Pran.g_01028	Syal.g_00668
OG0000893	Pran.g_01032	Syal.g_00193
OG0000894	Pran.g_01034	Syal.g_00196
OG0000895	Pran.g_01037	Syal.g_00200
OG0000896	Pran.g_01038	Syal.g_00201
OG0000897	Pran.g_01040	Syal.g_00203
OG0000898	Pran.g_01041	Syal.g_00204
OG0000899	Pran.g_01042	Syal.g_00205
OG0000900	Pran.g_01044	Syal.g_00206
OG0000901	Pran.g_01047	Syal.g_00211
OG0000902	Pran.g_01049	Syal.g_00213
OG0000903	Pran.g_01052	Syal.g_00227
OG0000904	Pran.g_01054	Syal.g_00222
OG0000905	Pran.g_01058	Syal.g_00217
OG0000906	Pran.g_01059	Syal.g_00215
OG0000907	Pran.g_01062	Syal.g_00229
OG0000908	Pran.g_01065	Syal.g_00232
OG0000909	Pran.g_01066	Syal.g_00233
OG0000910	Pran.g_01067	Syal.g_00234
OG0000911	Pran.g_01070	Syal.g_00237
OG0000912	Pran.g_01071	Syal.g_00238
OG0000913	Pran.g_01072	Syal.g_00239
OG0000914	Pran.g_01073	Syal.g_00240
OG0000915	Pran.g_01074	Syal.g_00241
OG0000916	Pran.g_01075	Syal.g_00242
OG0000917	Pran.g_01076	Syal.g_00243
OG0000918	Pran.g_01077	Syal.g_00244
OG0000919	Pran.g_01078	Syal.g_00245
OG0000920	Pran.g_01079	Syal.g_00246
OG0000921	Pran.g_01080	Syal.g_00247
OG0000922	Pran.g_01081	Syal.g_00248
OG0000923	Pran.g_01085	Syal.g_00252
OG0000924	Pran.g_01086	Syal.g_00253
OG0000925	Pran.g_01087	Syal.g_00254
OG0000926	Pran.g_01088	Syal.g_00255
OG0000927	Pran.g_01090	Syal.g_00257
OG0000928	Pran.g_01091	Syal.g_00258
OG0000929	Pran.g_01092	Syal.g_00259
OG0000930	Pran.g_01093	Syal.g_00260
OG0000931	Pran.g_01094	Syal.g_00261
OG0000932	Pran.g_01095	Syal.g_00262
OG0000933	Pran.g_01099	Syal.g_00268
OG0000934	Pran.g_01101	Syal.g_00270
OG0000935	Pran.g_01102	Syal.g_00271
OG0000936	Pran.g_01103	Syal.g_00272
OG0000937	Pran.g_01104	Syal.g_00273
OG0000938	Pran.g_01106	Syal.g_00276
OG0000939	Pran.g_01107	Syal.g_00277
OG0000940	Pran.g_01114	Syal.g_00285
OG0000941	Pran.g_01116	Syal.g_00287
OG0000942	Pran.g_01118	Syal.g_00289
OG0000943	Pran.g_01119	Syal.g_00290
OG0000944	Pran.g_01120	Syal.g_00292
OG0000945	Pran.g_01121	Syal.g_00294
OG0000946	Pran.g_01125	Syal.g_00301
OG0000947	Pran.g_01127	Syal.g_00304
OG0000948	Pran.g_01128	Syal.g_00305
OG0000949	Pran.g_01131	Syal.g_01341
OG0000950	Pran.g_01136	Syal.g_01348
OG0000951	Pran.g_01139	Syal.g_01353
OG0000952	Pran.g_01143	Syal.g_01363
OG0000953	Pran.g_01146	Syal.g_01435
OG0000954	Pran.g_01150	Syal.g_01443
OG0000955	Pran.g_01151	Syal.g_01444
OG0000956	Pran.g_01153	Syal.g_01446
OG0000957	Pran.g_01158	Syal.g_01457
OG0000958	Pran.g_01159	Syal.g_01458
OG0000959	Pran.g_01163	Syal.g_01482
OG0000960	Pran.g_01164	Syal.g_01483
OG0000961	Pran.g_01166	Syal.g_01507
OG0000962	Pran.g_01168	Syal.g_01509
OG0000963	Pran.g_01172	Syal.g_01514
OG0000964	Pran.g_01173	Syal.g_01515
OG0000965	Pran.g_01174	Syal.g_01516
OG0000966	Pran.g_01182	Syal.g_00176
OG0000967	Pran.g_01186	Syal.g_00171
OG0000968	Pran.g_01188	Syal.g_00169
OG0000969	Pran.g_01189	Syal.g_00167
OG0000970	Pran.g_01190	Syal.g_00166
OG0000971	Pran.g_01191	Syal.g_00164
OG0000972	Pran.g_01192	Syal.g_00163
OG0000973	Pran.g_01193	Syal.g_00162
OG0000974	Pran.g_01194	Syal.g_00161
OG0000975	Pran.g_01195	Syal.g_00160
OG0000976	Pran.g_01196	Syal.g_00159
OG0000977	Pran.g_01197	Syal.g_00157
OG0000978	Pran.g_01198	Syal.g_00156
OG0000979	Pran.g_01201	Syal.g_00153
OG0000980	Pran.g_01202	Syal.g_00150
OG0000981	Pran.g_01204	Syal.g_00147
OG0000982	Pran.g_01206	Syal.g_01068
OG0000983	Pran.g_01207	Syal.g_01069
OG0000984	Pran.g_01208	Syal.g_01070
OG0000985	Pran.g_01211	Syal.g_01074
OG0000986	Pran.g_01213	Syal.g_01076
OG0000987	Pran.g_01214	Syal.g_01080
OG0000988	Pran.g_01217	Syal.g_01086
OG0000989	Pran.g_01221	Syal.g_01098
OG0000990	Pran.g_01224	Syal.g_01118
OG0000991	Pran.g_01225	Syal.g_01120
OG0000992	Pran.g_01227	Syal.g_01122
OG0000993	Pran.g_01228	Syal.g_01123
OG0000994	Pran.g_01229	Syal.g_01127
OG0000995	Pran.g_01233	Syal.g_01132
OG0000996	Pran.g_01234	Syal.g_01162
OG0000997	Pran.g_01235	Syal.g_01171
OG0000998	Pran.g_01237	Syal.g_01173
OG0000999	Pran.g_01238	Syal.g_01174
OG0001000	Pran.g_01241	Syal.g_01177
OG0001001	Pran.g_01243	Syal.g_01182
OG0001002	Pran.g_01247	Syal.g_00082
OG0001003	Pran.g_01249	Syal.g_00084
OG0001004	Pran.g_01250	Syal.g_00085
OG0001005	Pran.g_01251	Syal.g_00087
OG0001006	Pran.g_01255	Syal.g_00094
OG0001007	Pran.g_01257	Syal.g_00096
OG0001008	Pran.g_01743	Syal.g_00524
OG0001009	Pran.g_00397	Syal.g_00129
OG0001010	Pran.g_00396	Syal.g_00130
OG0001011	Pran.g_00395	Syal.g_00131
OG0001012	Pran.g_00382	Syal.g_01064
OG0001013	Pran.g_00377	Syal.g_01026
OG0001014	Pran.g_00374	Syal.g_01022
OG0001015	Pran.g_00373	Syal.g_01021
OG0001016	Pran.g_00359	Syal.g_00756
OG0001017	Pran.g_00355	Syal.g_00762
OG0001018	Pran.g_00352	Syal.g_00764
OG0001019	Pran.g_00343	Syal.g_00785
OG0001020	Pran.g_00342	Syal.g_00796
OG0001021	Pran.g_00341	Syal.g_00800
OG0001022	Pran.g_00339	Syal.g_00805
OG0001023	Pran.g_00338	Syal.g_00806
OG0001024	Pran.g_00335	Syal.g_00810
OG0001025	Pran.g_00329	Syal.g_00817
OG0001026	Pran.g_00322	Syal.g_00830
OG0001027	Pran.g_00321	Syal.g_00834
OG0001028	Pran.g_00319	Syal.g_00836
OG0001029	Pran.g_00318	Syal.g_00838
OG0001030	Pran.g_00304	Syal.g_00860
OG0001031	Pran.g_00246	Syal.g_00936
OG0001032	Pran.g_00245	Syal.g_00938
OG0001033	Pran.g_00224	Syal.g_00972
OG0001034	Pran.g_00196	Syal.g_00684
OG0001035	Pran.g_01938	Syal.g_01226
OG0001036	Pran.g_01934	Syal.g_01231
OG0001037	Pran.g_01933	Syal.g_01233
OG0001038	Pran.g_01916	Syal.g_01261
OG0001039	Pran.g_01913	Syal.g_01264
OG0001040	Pran.g_01911	Syal.g_01267
OG0001041	Pran.g_01907	Syal.g_01272
OG0001042	Pran.g_01890	Syal.g_01300
OG0001043	Pran.g_01889	Syal.g_01304
OG0001044	Pran.g_01861	Syal.g_00346
OG0001045	Pran.g_01853	Syal.g_00359
OG0001046	Pran.g_01816	Syal.g_01967
OG0001047	Pran.g_01741	Syal.g_00522
OG0001048	Pran.g_01740	Syal.g_00521
OG0001049	Pran.g_01738	Syal.g_00518
OG0001050	Pran.g_01737	Syal.g_00517
OG0001051	Pran.g_01736	Syal.g_00516
OG0001052	Pran.g_01707	Syal.g_00467
OG0001053	Pran.g_01695	Syal.g_02900
OG0001054	Pran.g_01680	Syal.g_02919
OG0001055	Pran.g_01661	Syal.g_02940
OG0001056	Pran.g_01642	Syal.g_02833
OG0001057	Pran.g_01637	Syal.g_01574
OG0001058	Pran.g_01629	Syal.g_02812
OG0001059	Pran.g_01625	Syal.g_02808
OG0001060	Pran.g_01618	Syal.g_02801
OG0001061	Pran.g_01604	Syal.g_02783
OG0001062	Pran.g_01602	Syal.g_02781
OG0001063	Pran.g_01600	Syal.g_02776
OG0001064	Pran.g_01599	Syal.g_02775
OG0001065	Pran.g_01598	Syal.g_02774
OG0001066	Pran.g_01597	Syal.g_02773
OG0001067	Pran.g_01596	Syal.g_02772
OG0001068	Pran.g_01595	Syal.g_02771
OG0001069	Pran.g_01594	Syal.g_02770
OG0001070	Pran.g_01591	Syal.g_02766
OG0001071	Pran.g_01590	Syal.g_02765
OG0001072	Pran.g_01588	Syal.g_02761
OG0001073	Pran.g_01574	Syal.g_02746
OG0001074	Pran.g_01563	Syal.g_02575
OG0001075	Pran.g_01562	Syal.g_02726
OG0001076	Pran.g_01554	Syal.g_02712
OG0001077	Pran.g_01550	Syal.g_02702
OG0001078	Pran.g_01542	Syal.g_02635
OG0001079	Pran.g_01531	Syal.g_02618
OG0001080	Pran.g_01525	Syal.g_02514
OG0001081	Pran.g_01523	Syal.g_02175
OG0001082	Pran.g_01522	Syal.g_02176
OG0001083	Pran.g_01517	Syal.g_02184
OG0001084	Pran.g_01516	Syal.g_02187
OG0001085	Pran.g_01508	Syal.g_02206
OG0001086	Pran.g_01507	Syal.g_02208
OG0001087	Pran.g_01490	Syal.g_01782
OG0001088	Pran.g_01489	Syal.g_01785
OG0001089	Pran.g_01481	Syal.g_01811
OG0001090	Pran.g_01459	Syal.g_01859
OG0001091	Pran.g_01457	Syal.g_01862
OG0001092	Pran.g_01456	Syal.g_01864
OG0001093	Pran.g_01451	Syal.g_02419
OG0001094	Pran.g_01349	Syal.g_02216
OG0001095	Pran.g_01330	Syal.g_01879
OG0001096	Pran.g_01317	Syal.g_02447
OG0001097	Pran.g_01299	Syal.g_02473
OG0001098	Pran.g_01283	Syal.g_02083
OG0001099	Pran.g_00418	Syal.g_00837
OG0001100	Pran.g_00422	Syal.g_02293
OG0001101	Pran.g_00424	Syal.g_02292
OG0001102	Pran.g_00426	Syal.g_02289
OG0001103	Pran.g_00428	Syal.g_02287
OG0001104	Pran.g_00450	Syal.g_02241
OG0001105	Pran.g_00454	Syal.g_02236
OG0001106	Pran.g_00478	Syal.g_02007
OG0001107	Pran.g_00485	Syal.g_01993
OG0001108	Pran.g_00489	Syal.g_01985
OG0001109	Pran.g_00490	Syal.g_01983
OG0001110	Pran.g_00492	Syal.g_01981
OG0001111	Pran.g_00493	Syal.g_01979
OG0001112	Pran.g_00494	Syal.g_01977
OG0001113	Pran.g_00495	Syal.g_02244
OG0001114	Pran.g_00496	Syal.g_01976
OG0001115	Pran.g_00498	Syal.g_01972
OG0001116	Pran.g_00499	Syal.g_01970
OG0001117	Pran.g_00500	Syal.g_01969
OG0001118	Pran.g_00501	Syal.g_01968
OG0001119	Pran.g_00502	Syal.g_01966
OG0001120	Pran.g_00504	Syal.g_01962
OG0001121	Pran.g_00095, Pran.g_00507	Syal.g_02960
OG0001122	Pran.g_00540	Syal.g_01921
OG0001123	Pran.g_00544	Syal.g_01913
OG0001124	Pran.g_00546	Syal.g_01911
OG0001125	Pran.g_00547	Syal.g_01909
OG0001126	Pran.g_00557	Syal.g_01837
OG0001127	Pran.g_00558	Syal.g_01836
OG0001128	Pran.g_00560	Syal.g_01833
OG0001129	Pran.g_00561	Syal.g_01831
OG0001130	Pran.g_00562	Syal.g_01830
OG0001131	Pran.g_00154	Syal.g_02260
OG0001132	Pran.g_00144	Syal.g_02553
OG0001133	Pran.g_00110	Syal.g_02710
OG0001134	Pran.g_00093	Syal.g_02506
OG0001136	Pran.g_00063	Syal.g_01650
OG0001137	Pran.g_00052	Syal.g_01673
OG0001138	Pran.g_00034	Syal.g_01709
OG0001139	Pran.g_00033	Syal.g_01711
OG0001140	Pran.g_00032	Syal.g_01712
OG0001141	Pran.g_00031	Syal.g_01713
OG0001142	Pran.g_00030	Syal.g_01714
OG0001143	Pran.g_00023	Syal.g_01722
OG0001144	Pran.g_00018	Syal.g_01736
OG0001145	Pran.g_00884	Syal.g_01614
OG0001146	Pran.g_00872	Syal.g_01593
OG0001147	Pran.g_00854	Syal.g_00458
OG0001148	Pran.g_00839	Syal.g_02886
OG0001149	Pran.g_00838	Syal.g_02885
OG0001150	Pran.g_00837	Syal.g_02884
OG0001151	Pran.g_00826	Syal.g_02872
OG0001152	Pran.g_00825	Syal.g_02871
OG0001153	Pran.g_00701	Syal.g_00421
OG0001154	Pran.g_00700	Syal.g_00422
OG0001155	Pran.g_00688	Syal.g_02969
OG0001156	Pran.g_00685	Syal.g_02972
OG0001157	Pran.g_00684	Syal.g_02973
OG0001158	Pran.g_00683	Syal.g_02974
OG0001159	Pran.g_00682	Syal.g_02975
OG0001160	Pran.g_00658	Syal.g_00564
OG0001161	Pran.g_00646	Syal.g_01104
OG0001162	Pran.g_00632	Syal.g_01577
OG0001163	Pran.g_00962	Syal.g_00573
OG0001164	Pran.g_00966	Syal.g_00579
OG0001165	Pran.g_00969	Syal.g_00584
OG0001166	Pran.g_00989	Syal.g_00613
OG0001167	Pran.g_01006	Syal.g_00638
OG0001168	Pran.g_01008	Syal.g_00640
OG0001169	Pran.g_01010	Syal.g_00642
OG0001170	Pran.g_01012	Syal.g_00644
OG0001172	Pran.g_01035	Syal.g_00198
