Orthogroup	Pran	Syai
OG0000592	Pran.g_01552	Syai.g_01076
OG0000593	Pran.g_01546	Syai.g_01100
OG0000594	Pran.g_01545	Syai.g_01101
OG0000595	Pran.g_01544	Syai.g_01102
OG0000596	Pran.g_01540	Syai.g_01107
OG0000597	Pran.g_01538	Syai.g_01110
OG0000598	Pran.g_01537	Syai.g_01111
OG0000599	Pran.g_01534	Syai.g_01114
OG0000600	Pran.g_01533	Syai.g_01115
OG0000601	Pran.g_01532	Syai.g_01116
OG0000602	Pran.g_01530	Syai.g_01121
OG0000603	Pran.g_01529	Syai.g_01122
OG0000604	Pran.g_01528	Syai.g_01125
OG0000605	Pran.g_01527	Syai.g_01609
OG0000606	Pran.g_01524	Syai.g_01221
OG0000607	Pran.g_01521	Syai.g_01224
OG0000608	Pran.g_01520	Syai.g_01225
OG0000609	Pran.g_01519	Syai.g_01227
OG0000610	Pran.g_01514	Syai.g_01234
OG0000611	Pran.g_01511	Syai.g_01237
OG0000612	Pran.g_01510	Syai.g_01238
OG0000613	Pran.g_01505	Syai.g_00196
OG0000614	Pran.g_01486	Syai.g_01981
OG0000615	Pran.g_01478	Syai.g_01286
OG0000616	Pran.g_01472	Syai.g_02914
OG0000617	Pran.g_01454	Syai.g_01393
OG0000618	Pran.g_01453	Syai.g_01394
OG0000619	Pran.g_01452	Syai.g_01395
OG0000620	Pran.g_01449	Syai.g_01402
OG0000621	Pran.g_01448	Syai.g_01403
OG0000622	Pran.g_01447	Syai.g_01404
OG0000623	Pran.g_01446	Syai.g_01405
OG0000624	Pran.g_01445	Syai.g_01407
OG0000625	Pran.g_01444	Syai.g_01408
OG0000626	Pran.g_01443	Syai.g_01409
OG0000627	Pran.g_01442	Syai.g_01575
OG0000628	Pran.g_01441	Syai.g_01573
OG0000629	Pran.g_01440	Syai.g_01570
OG0000630	Pran.g_01437	Syai.g_01566
OG0000631	Pran.g_01352	Syai.g_01557
OG0000632	Pran.g_01351	Syai.g_01556
OG0000633	Pran.g_01350	Syai.g_01555
OG0000634	Pran.g_01347	Syai.g_01317
OG0000635	Pran.g_01346	Syai.g_01318
OG0000636	Pran.g_01344	Syai.g_01320
OG0000637	Pran.g_01342	Syai.g_01322
OG0000638	Pran.g_01341	Syai.g_01323
OG0000639	Pran.g_01340	Syai.g_01324
OG0000640	Pran.g_01339	Syai.g_01325
OG0000641	Pran.g_01335	Syai.g_01329
OG0000642	Pran.g_01334	Syai.g_01330
OG0000643	Pran.g_01333	Syai.g_01349
OG0000644	Pran.g_01332	Syai.g_01350
OG0000645	Pran.g_01331	Syai.g_01352
OG0000646	Pran.g_01329	Syai.g_01355
OG0000647	Pran.g_01328	Syai.g_01357
OG0000648	Pran.g_01326	Syai.g_01362
OG0000649	Pran.g_01325	Syai.g_01363
OG0000650	Pran.g_01324	Syai.g_01364
OG0000651	Pran.g_01323	Syai.g_01365
OG0000652	Pran.g_01322	Syai.g_01366
OG0000653	Pran.g_01320	Syai.g_01368
OG0000654	Pran.g_01319	Syai.g_01369
OG0000655	Pran.g_01318	Syai.g_01370
OG0000656	Pran.g_01315	Syai.g_01373
OG0000657	Pran.g_01308	Syai.g_02045
OG0000658	Pran.g_01307	Syai.g_02049
OG0000659	Pran.g_01306	Syai.g_02050
OG0000660	Pran.g_01302	Syai.g_02054
OG0000661	Pran.g_01300	Syai.g_02056
OG0000662	Pran.g_01298	Syai.g_02058
OG0000663	Pran.g_01296	Syai.g_02061
OG0000664	Pran.g_01295	Syai.g_02062
OG0000665	Pran.g_01291	Syai.g_02431
OG0000666	Pran.g_01290	Syai.g_01610
OG0000667	Pran.g_01285	Syai.g_01724
OG0000668	Pran.g_00413	Syai.g_01436
OG0000669	Pran.g_00421	Syai.g_01251
OG0000670	Pran.g_00423	Syai.g_00561
OG0000671	Pran.g_00425	Syai.g_01255
OG0000672	Pran.g_00427	Syai.g_01259
OG0000673	Pran.g_00430	Syai.g_01262
OG0000674	Pran.g_00432	Syai.g_01264
OG0000675	Pran.g_00433	Syai.g_01265
OG0000676	Pran.g_00435	Syai.g_01275
OG0000677	Pran.g_00436	Syai.g_01276
OG0000678	Pran.g_00438	Syai.g_01279
OG0000679	Pran.g_00442	Syai.g_01288
OG0000680	Pran.g_00443	Syai.g_01289
OG0000681	Pran.g_00445	Syai.g_01292
OG0000682	Pran.g_00446	Syai.g_01293
OG0000683	Pran.g_00447	Syai.g_01294
OG0000684	Pran.g_00449	Syai.g_01299
OG0000685	Pran.g_00451	Syai.g_01301
OG0000686	Pran.g_00452	Syai.g_01302
OG0000687	Pran.g_00453	Syai.g_01303
OG0000688	Pran.g_00456	Syai.g_01307
OG0000689	Pran.g_00457	Syai.g_01309
OG0000690	Pran.g_00458	Syai.g_01310
OG0000691	Pran.g_00459	Syai.g_01311
OG0000692	Pran.g_00461	Syai.g_01312
OG0000693	Pran.g_00462	Syai.g_01313
OG0000694	Pran.g_00463	Syai.g_01314
OG0000695	Pran.g_00465	Syai.g_01553
OG0000696	Pran.g_00466	Syai.g_01552
OG0000697	Pran.g_00467	Syai.g_01550
OG0000698	Pran.g_00470	Syai.g_01547
OG0000699	Pran.g_00471	Syai.g_01545
OG0000700	Pran.g_00472	Syai.g_01544
OG0000701	Pran.g_00473	Syai.g_01543
OG0000702	Pran.g_00475	Syai.g_01521
OG0000703	Pran.g_00476	Syai.g_01520
OG0000704	Pran.g_00477	Syai.g_01518
OG0000705	Pran.g_00481	Syai.g_01511
OG0000706	Pran.g_00482	Syai.g_01510
OG0000707	Pran.g_00483	Syai.g_01509
OG0000708	Pran.g_00484	Syai.g_01506
OG0000709	Pran.g_00488	Syai.g_01497
OG0000710	Pran.g_00491	Syai.g_01487
OG0000711	Pran.g_00508	Syai.g_01456
OG0000712	Pran.g_00510	Syai.g_01454
OG0000713	Pran.g_00511	Syai.g_01453
OG0000714	Pran.g_00512	Syai.g_01451
OG0000715	Pran.g_00514	Syai.g_01449
OG0000716	Pran.g_00516	Syai.g_01445
OG0000717	Pran.g_00517	Syai.g_01444
OG0000718	Pran.g_00537	Syai.g_01440
OG0000719	Pran.g_00539	Syai.g_01438
OG0000720	Pran.g_00548	Syai.g_01425
OG0000721	Pran.g_00550	Syai.g_01423
OG0000722	Pran.g_00551	Syai.g_01422
OG0000723	Pran.g_00554	Syai.g_01411
OG0000724	Pran.g_00563	Syai.g_02013
OG0000725	Pran.g_00569	Syai.g_02004
OG0000726	Pran.g_00570	Syai.g_02003
OG0000727	Pran.g_00571	Syai.g_02002
OG0000728	Pran.g_00573	Syai.g_02000
OG0000729	Pran.g_00133	Syai.g_00097
OG0000730	Pran.g_00129	Syai.g_00483
OG0000731	Pran.g_00125	Syai.g_00495
OG0000732	Pran.g_00115	Syai.g_00058
OG0000733	Pran.g_00092	Syai.g_02805
OG0000734	Pran.g_00075	Syai.g_02548
OG0000735	Pran.g_00073	Syai.g_02159
OG0000736	Pran.g_00072	Syai.g_02158
OG0000737	Pran.g_00071	Syai.g_02157
OG0000738	Pran.g_00067	Syai.g_02152
OG0000739	Pran.g_00066	Syai.g_02151
OG0000740	Pran.g_00065	Syai.g_02150
OG0000741	Pran.g_00064	Syai.g_02147
OG0000742	Pran.g_00061	Syai.g_02145
OG0000743	Pran.g_00059	Syai.g_02143
OG0000744	Pran.g_00058	Syai.g_02142
OG0000745	Pran.g_00057	Syai.g_02140
OG0000746	Pran.g_00055	Syai.g_02138
OG0000747	Pran.g_00054	Syai.g_02137
OG0000748	Pran.g_00051	Syai.g_02125
OG0000749	Pran.g_00050	Syai.g_02123
OG0000750	Pran.g_00049	Syai.g_02122
OG0000751	Pran.g_00047	Syai.g_02116
OG0000752	Pran.g_00045	Syai.g_02114
OG0000753	Pran.g_00042	Syai.g_02111
OG0000754	Pran.g_00039	Syai.g_01750
OG0000755	Pran.g_00036	Syai.g_01760
OG0000756	Pran.g_00035	Syai.g_01761
OG0000757	Pran.g_00029	Syai.g_01769
OG0000758	Pran.g_00028	Syai.g_01770
OG0000759	Pran.g_00027	Syai.g_01771
OG0000760	Pran.g_00026	Syai.g_01772
OG0000761	Pran.g_00025	Syai.g_01775
OG0000762	Pran.g_00024	Syai.g_01777
OG0000763	Pran.g_00022	Syai.g_01779
OG0000764	Pran.g_00021	Syai.g_01780
OG0000765	Pran.g_00012	Syai.g_01797
OG0000766	Pran.g_00011	Syai.g_01798
OG0000767	Pran.g_00009	Syai.g_01800
OG0000768	Pran.g_00008	Syai.g_01801
OG0000769	Pran.g_00006	Syai.g_01803
OG0000770	Pran.g_00004	Syai.g_01822
OG0000771	Pran.g_00918	Syai.g_02019
OG0000772	Pran.g_00899	Syai.g_01639
OG0000773	Pran.g_00885	Syai.g_02164
OG0000774	Pran.g_00883	Syai.g_02168
OG0000775	Pran.g_00881	Syai.g_02172
OG0000776	Pran.g_00880	Syai.g_02173
OG0000777	Pran.g_00879	Syai.g_02174
OG0000778	Pran.g_00878	Syai.g_02175
OG0000779	Pran.g_00874	Syai.g_02181
OG0000780	Pran.g_00873	Syai.g_02184
OG0000781	Pran.g_00870	Syai.g_02188
OG0000782	Pran.g_00869	Syai.g_02189
OG0000783	Pran.g_00868	Syai.g_02190
OG0000784	Pran.g_00867	Syai.g_02191
OG0000785	Pran.g_00865	Syai.g_02193
OG0000786	Pran.g_00863	Syai.g_00816
OG0000787	Pran.g_00862	Syai.g_00815
OG0000788	Pran.g_00853	Syai.g_01117
OG0000789	Pran.g_00850	Syai.g_01596
OG0000790	Pran.g_00836	Syai.g_00623
OG0000791	Pran.g_00834	Syai.g_00621
OG0000792	Pran.g_00833	Syai.g_00620
OG0000793	Pran.g_00830	Syai.g_00615
OG0000794	Pran.g_00829	Syai.g_00614
OG0000795	Pran.g_00828	Syai.g_00613
OG0000796	Pran.g_00824	Syai.g_00609
OG0000797	Pran.g_00823	Syai.g_00608
OG0000798	Pran.g_00789	Syai.g_00262
OG0000799	Pran.g_00751	Syai.g_00996
OG0000800	Pran.g_00750	Syai.g_00993
OG0000801	Pran.g_00749	Syai.g_00992
OG0000802	Pran.g_00747	Syai.g_00988
OG0000803	Pran.g_00745	Syai.g_00983
OG0000804	Pran.g_00744	Syai.g_00980
OG0000805	Pran.g_00742	Syai.g_00965
OG0000806	Pran.g_00740	Syai.g_00963
OG0000807	Pran.g_00739	Syai.g_00961
OG0000808	Pran.g_00738	Syai.g_00960
OG0000809	Pran.g_00735	Syai.g_00957
OG0000810	Pran.g_00734	Syai.g_00956
OG0000811	Pran.g_00730	Syai.g_00950
OG0000812	Pran.g_00728	Syai.g_00948
OG0000813	Pran.g_00727	Syai.g_00947
OG0000814	Pran.g_00725	Syai.g_00945
OG0000815	Pran.g_00724	Syai.g_00944
OG0000816	Pran.g_00722	Syai.g_00942
OG0000817	Pran.g_00721	Syai.g_00941
OG0000818	Pran.g_00716	Syai.g_00935
OG0000819	Pran.g_00715	Syai.g_00934
OG0000820	Pran.g_00714	Syai.g_00933
OG0000821	Pran.g_00710	Syai.g_00916
OG0000822	Pran.g_00709	Syai.g_00914
OG0000823	Pran.g_00708	Syai.g_00913
OG0000824	Pran.g_00705	Syai.g_00907
OG0000825	Pran.g_00704	Syai.g_00906
OG0000826	Pran.g_00703	Syai.g_00905
OG0000827	Pran.g_00702	Syai.g_00904
OG0000828	Pran.g_00699	Syai.g_00900
OG0000829	Pran.g_00698	Syai.g_00899
OG0000830	Pran.g_00697	Syai.g_00898
OG0000831	Pran.g_00695	Syai.g_00896
OG0000832	Pran.g_00689	Syai.g_02296
OG0000833	Pran.g_00681	Syai.g_02305
OG0000834	Pran.g_00680	Syai.g_02307
OG0000835	Pran.g_00679	Syai.g_02308
OG0000836	Pran.g_00678	Syai.g_02312
OG0000837	Pran.g_00677	Syai.g_02313
OG0000838	Pran.g_00675	Syai.g_02323
OG0000839	Pran.g_00674	Syai.g_02324
OG0000840	Pran.g_00673	Syai.g_02325
OG0000841	Pran.g_00672	Syai.g_02326
OG0000842	Pran.g_00671	Syai.g_02327
OG0000843	Pran.g_00670	Syai.g_02328
OG0000844	Pran.g_00669	Syai.g_02330
OG0000845	Pran.g_00668	Syai.g_02331
OG0000846	Pran.g_00667	Syai.g_02332
OG0000847	Pran.g_00666	Syai.g_02333
OG0000848	Pran.g_00665	Syai.g_02335
OG0000849	Pran.g_00664	Syai.g_02336
OG0000850	Pran.g_00662	Syai.g_02339
OG0000851	Pran.g_00661	Syai.g_02352
OG0000852	Pran.g_00660	Syai.g_02353
OG0000853	Pran.g_00656	Syai.g_02357
OG0000854	Pran.g_00654	Syai.g_02359
OG0000855	Pran.g_00653	Syai.g_02360
OG0000856	Pran.g_00636	Syai.g_01078
OG0000857	Pran.g_00598	Syai.g_01356
OG0000858	Pran.g_00964	Syai.g_02366
OG0000859	Pran.g_00965	Syai.g_02367
OG0000860	Pran.g_00972	Syai.g_02380
OG0000861	Pran.g_00973	Syai.g_02381
OG0000862	Pran.g_00974	Syai.g_02382
OG0000863	Pran.g_00976	Syai.g_02385
OG0000864	Pran.g_00977	Syai.g_02386
OG0000865	Pran.g_00978	Syai.g_02387
OG0000866	Pran.g_00979	Syai.g_02388
OG0000867	Pran.g_00980	Syai.g_02389
OG0000868	Pran.g_00981	Syai.g_02392
OG0000869	Pran.g_00985	Syai.g_02396
OG0000870	Pran.g_00990	Syai.g_02401
OG0000871	Pran.g_00991	Syai.g_02402
OG0000872	Pran.g_00992	Syai.g_02409
OG0000873	Pran.g_00995	Syai.g_02412
OG0000874	Pran.g_00998	Syai.g_02408
OG0000875	Pran.g_00999	Syai.g_02416
OG0000876	Pran.g_01000	Syai.g_02243
OG0000877	Pran.g_01002	Syai.g_02250
OG0000878	Pran.g_01003	Syai.g_02251
OG0000879	Pran.g_01004	Syai.g_02252
OG0000880	Pran.g_01005	Syai.g_02253
OG0000881	Pran.g_01009	Syai.g_02257
OG0000882	Pran.g_01014	Syai.g_02262
OG0000883	Pran.g_01015	Syai.g_02264
OG0000884	Pran.g_01017	Syai.g_02266
OG0000885	Pran.g_01018	Syai.g_02267
OG0000886	Pran.g_01019	Syai.g_02268
OG0000887	Pran.g_01020	Syai.g_02269
OG0000888	Pran.g_01022	Syai.g_02271
OG0000889	Pran.g_01024	Syai.g_02273
OG0000890	Pran.g_01025	Syai.g_02279
OG0000891	Pran.g_01026	Syai.g_02280
OG0000892	Pran.g_01028	Syai.g_02282
OG0000893	Pran.g_01032	Syai.g_00318
OG0000894	Pran.g_01034	Syai.g_00321
OG0000895	Pran.g_01037	Syai.g_00325
OG0000896	Pran.g_01038	Syai.g_00326
OG0000897	Pran.g_01040	Syai.g_00328
OG0000898	Pran.g_01041	Syai.g_00329
OG0000899	Pran.g_01042	Syai.g_00330
OG0000900	Pran.g_01044	Syai.g_00331
OG0000901	Pran.g_01047	Syai.g_00336
OG0000902	Pran.g_01049	Syai.g_00338
OG0000903	Pran.g_01052	Syai.g_00353
OG0000904	Pran.g_01054	Syai.g_00348
OG0000905	Pran.g_01058	Syai.g_00342
OG0000906	Pran.g_01059	Syai.g_00340
OG0000907	Pran.g_01062	Syai.g_00358
OG0000908	Pran.g_01065	Syai.g_00361
OG0000909	Pran.g_01066	Syai.g_00362
OG0000910	Pran.g_01067	Syai.g_00363
OG0000911	Pran.g_01070	Syai.g_00365
OG0000912	Pran.g_01071	Syai.g_00366
OG0000913	Pran.g_01072	Syai.g_00367
OG0000914	Pran.g_01073	Syai.g_00368
OG0000915	Pran.g_01074	Syai.g_00370
OG0000916	Pran.g_01075	Syai.g_00371
OG0000917	Pran.g_01076	Syai.g_00372
OG0000918	Pran.g_01077	Syai.g_00373
OG0000919	Pran.g_01078	Syai.g_00374
OG0000920	Pran.g_01079	Syai.g_00375
OG0000921	Pran.g_01080	Syai.g_00376
OG0000922	Pran.g_01081	Syai.g_00377
OG0000923	Pran.g_01085	Syai.g_00381
OG0000924	Pran.g_01086	Syai.g_00382
OG0000925	Pran.g_01087	Syai.g_00383
OG0000926	Pran.g_01088	Syai.g_00384
OG0000927	Pran.g_01090	Syai.g_00386
OG0000928	Pran.g_01091	Syai.g_00387
OG0000929	Pran.g_01092	Syai.g_00388
OG0000930	Pran.g_01093	Syai.g_00389
OG0000931	Pran.g_01094	Syai.g_00390
OG0000932	Pran.g_01095	Syai.g_00391
OG0000933	Pran.g_01099	Syai.g_00397
OG0000934	Pran.g_01101	Syai.g_00399
OG0000935	Pran.g_01102	Syai.g_00400
OG0000936	Pran.g_01103	Syai.g_00401
OG0000937	Pran.g_01104	Syai.g_00402
OG0000938	Pran.g_01106	Syai.g_00405
OG0000939	Pran.g_01107	Syai.g_00406
OG0000940	Pran.g_01114	Syai.g_00413
OG0000941	Pran.g_01116	Syai.g_00415
OG0000942	Pran.g_01118	Syai.g_00417
OG0000943	Pran.g_01119	Syai.g_00418
OG0000944	Pran.g_01120	Syai.g_00420
OG0000945	Pran.g_01121	Syai.g_00422
OG0000946	Pran.g_01125	Syai.g_00428
OG0000947	Pran.g_01127	Syai.g_00431
OG0000948	Pran.g_01128	Syai.g_00432
OG0000949	Pran.g_01131	Syai.g_00174
OG0000950	Pran.g_01136	Syai.g_00163
OG0000951	Pran.g_01139	Syai.g_00158
OG0000952	Pran.g_01143	Syai.g_00136
OG0000953	Pran.g_01146	Syai.g_00132
OG0000954	Pran.g_01150	Syai.g_00127
OG0000955	Pran.g_01151	Syai.g_00126
OG0000956	Pran.g_01153	Syai.g_00124
OG0000957	Pran.g_01158	Syai.g_00113
OG0000958	Pran.g_01159	Syai.g_00112
OG0000959	Pran.g_01163	Syai.g_00108
OG0000960	Pran.g_01164	Syai.g_00107
OG0000961	Pran.g_01166	Syai.g_00100
OG0000962	Pran.g_01168	Syai.g_00098
OG0000963	Pran.g_01172	Syai.g_00094
OG0000964	Pran.g_01173	Syai.g_00093
OG0000965	Pran.g_01174	Syai.g_00092
OG0000966	Pran.g_01182	Syai.g_00082
OG0000967	Pran.g_01186	Syai.g_00077
OG0000968	Pran.g_01188	Syai.g_00085
OG0000969	Pran.g_01189	Syai.g_00080
OG0000970	Pran.g_01190	Syai.g_00079
OG0000971	Pran.g_01191	Syai.g_00074
OG0000972	Pran.g_01192	Syai.g_00073
OG0000973	Pran.g_01193	Syai.g_00072
OG0000974	Pran.g_01194	Syai.g_00071
OG0000975	Pran.g_01195	Syai.g_00070
OG0000976	Pran.g_01196	Syai.g_00069
OG0000977	Pran.g_01197	Syai.g_00067
OG0000978	Pran.g_01198	Syai.g_00065
OG0000979	Pran.g_01201	Syai.g_00062
OG0000980	Pran.g_01202	Syai.g_00059
OG0000981	Pran.g_01204	Syai.g_00056
OG0000982	Pran.g_01206	Syai.g_02777
OG0000983	Pran.g_01207	Syai.g_02778
OG0000984	Pran.g_01208	Syai.g_02779
OG0000985	Pran.g_01211	Syai.g_02781
OG0000986	Pran.g_01213	Syai.g_02784
OG0000987	Pran.g_01214	Syai.g_02786
OG0000988	Pran.g_01217	Syai.g_02790
OG0000989	Pran.g_01221	Syai.g_02797
OG0000990	Pran.g_01224	Syai.g_02825
OG0000991	Pran.g_01225	Syai.g_02827
OG0000992	Pran.g_01227	Syai.g_02830
OG0000993	Pran.g_01228	Syai.g_02831
OG0000994	Pran.g_01229	Syai.g_02834
OG0000995	Pran.g_01233	Syai.g_02840
OG0000996	Pran.g_01234	Syai.g_02891
OG0000997	Pran.g_01235	Syai.g_02900
OG0000998	Pran.g_01237	Syai.g_02902
OG0000999	Pran.g_01238	Syai.g_02903
OG0001000	Pran.g_01241	Syai.g_02906
OG0001001	Pran.g_01243	Syai.g_02911
OG0001002	Pran.g_01247	Syai.g_02918
OG0001003	Pran.g_01249	Syai.g_02919
OG0001004	Pran.g_01250	Syai.g_02920
OG0001005	Pran.g_01251	Syai.g_02921
OG0001006	Pran.g_01255	Syai.g_02931
OG0001007	Pran.g_01257	Syai.g_02933
OG0001008	Pran.g_01743	Syai.g_02227
OG0001009	Pran.g_00397	Syai.g_00034
OG0001010	Pran.g_00396	Syai.g_00035
OG0001011	Pran.g_00395	Syai.g_00037
OG0001012	Pran.g_00382	Syai.g_02773
OG0001013	Pran.g_00377	Syai.g_02750
OG0001014	Pran.g_00374	Syai.g_02726
OG0001015	Pran.g_00373	Syai.g_02725
OG0001016	Pran.g_00359	Syai.g_02479
OG0001017	Pran.g_00355	Syai.g_02485
OG0001018	Pran.g_00352	Syai.g_02487
OG0001019	Pran.g_00343	Syai.g_02508
OG0001020	Pran.g_00342	Syai.g_02516
OG0001021	Pran.g_00341	Syai.g_02523
OG0001022	Pran.g_00339	Syai.g_02528
OG0001023	Pran.g_00338	Syai.g_02529
OG0001024	Pran.g_00335	Syai.g_02533
OG0001025	Pran.g_00329	Syai.g_02540
OG0001026	Pran.g_00322	Syai.g_02550
OG0001027	Pran.g_00321	Syai.g_02555
OG0001028	Pran.g_00319	Syai.g_02557
OG0001029	Pran.g_00318	Syai.g_02559
OG0001030	Pran.g_00304	Syai.g_02580
OG0001031	Pran.g_00246	Syai.g_02656
OG0001032	Pran.g_00245	Syai.g_02658
OG0001033	Pran.g_00224	Syai.g_02685
OG0001034	Pran.g_00196	Syai.g_00537
OG0001035	Pran.g_01938	Syai.g_00295
OG0001036	Pran.g_01934	Syai.g_00290
OG0001037	Pran.g_01933	Syai.g_00288
OG0001038	Pran.g_01916	Syai.g_00261
OG0001039	Pran.g_01913	Syai.g_00258
OG0001040	Pran.g_01911	Syai.g_00255
OG0001041	Pran.g_01907	Syai.g_00250
OG0001042	Pran.g_01890	Syai.g_00225
OG0001043	Pran.g_01889	Syai.g_00221
OG0001044	Pran.g_01861	Syai.g_00485
OG0001045	Pran.g_01853	Syai.g_00498
OG0001046	Pran.g_01816	Syai.g_01471
OG0001047	Pran.g_01741	Syai.g_02225
OG0001048	Pran.g_01740	Syai.g_02224
OG0001049	Pran.g_01738	Syai.g_02215
OG0001050	Pran.g_01737	Syai.g_02214
OG0001051	Pran.g_01736	Syai.g_02213
OG0001052	Pran.g_01707	Syai.g_00861
OG0001053	Pran.g_01695	Syai.g_00641
OG0001054	Pran.g_01680	Syai.g_00658
OG0001055	Pran.g_01661	Syai.g_00679
OG0001056	Pran.g_01642	Syai.g_00713
OG0001057	Pran.g_01637	Syai.g_00721
OG0001058	Pran.g_01629	Syai.g_00734
OG0001059	Pran.g_01625	Syai.g_00738
OG0001060	Pran.g_01618	Syai.g_00744
OG0001061	Pran.g_01604	Syai.g_00765
OG0001062	Pran.g_01602	Syai.g_00767
OG0001063	Pran.g_01600	Syai.g_00774
OG0001064	Pran.g_01599	Syai.g_00775
OG0001065	Pran.g_01598	Syai.g_00776
OG0001066	Pran.g_01597	Syai.g_00777
OG0001067	Pran.g_01596	Syai.g_00778
OG0001068	Pran.g_01595	Syai.g_00779
OG0001069	Pran.g_01594	Syai.g_00780
OG0001070	Pran.g_01591	Syai.g_00783
OG0001071	Pran.g_01590	Syai.g_00784
OG0001072	Pran.g_01588	Syai.g_00788
OG0001073	Pran.g_01574	Syai.g_00807
OG0001074	Pran.g_01563	Syai.g_01051
OG0001075	Pran.g_01562	Syai.g_01053
OG0001076	Pran.g_01554	Syai.g_01069
OG0001077	Pran.g_01550	Syai.g_01081
OG0001078	Pran.g_01542	Syai.g_01105
OG0001079	Pran.g_01531	Syai.g_01118
OG0001080	Pran.g_01525	Syai.g_01606
OG0001081	Pran.g_01523	Syai.g_01222
OG0001082	Pran.g_01522	Syai.g_01223
OG0001083	Pran.g_01517	Syai.g_01230
OG0001084	Pran.g_01516	Syai.g_01231
OG0001085	Pran.g_01508	Syai.g_01241
OG0001086	Pran.g_01507	Syai.g_01243
OG0001087	Pran.g_01490	Syai.g_01953
OG0001088	Pran.g_01489	Syai.g_01957
OG0001089	Pran.g_01481	Syai.g_01996
OG0001090	Pran.g_01459	Syai.g_01387
OG0001091	Pran.g_01457	Syai.g_01389
OG0001092	Pran.g_01456	Syai.g_01391
OG0001093	Pran.g_01451	Syai.g_01397
OG0001094	Pran.g_01349	Syai.g_01315
OG0001096	Pran.g_01317	Syai.g_01371
OG0001097	Pran.g_01299	Syai.g_02057
OG0001098	Pran.g_01283	Syai.g_01603
OG0001099	Pran.g_00418	Syai.g_02558
OG0001100	Pran.g_00422	Syai.g_01253
OG0001101	Pran.g_00424	Syai.g_01254
OG0001102	Pran.g_00426	Syai.g_01257
OG0001103	Pran.g_00428	Syai.g_01260
OG0001104	Pran.g_00450	Syai.g_01300
OG0001105	Pran.g_00454	Syai.g_01304
OG0001106	Pran.g_00478	Syai.g_01517
OG0001107	Pran.g_00485	Syai.g_01505
OG0001108	Pran.g_00489	Syai.g_01496
OG0001109	Pran.g_00490	Syai.g_01488
OG0001110	Pran.g_00492	Syai.g_01486
OG0001111	Pran.g_00493	Syai.g_01484
OG0001112	Pran.g_00494	Syai.g_01482
OG0001113	Pran.g_00495	Syai.g_01481
OG0001114	Pran.g_00496	Syai.g_01480
OG0001115	Pran.g_00498	Syai.g_01476
OG0001116	Pran.g_00499	Syai.g_01474
OG0001117	Pran.g_00500	Syai.g_01473
OG0001118	Pran.g_00501	Syai.g_01472
OG0001119	Pran.g_00502	Syai.g_01470
OG0001120	Pran.g_00504	Syai.g_01466
OG0001121	Pran.g_00095, Pran.g_00507	Syai.g_01676
OG0001122	Pran.g_00540	Syai.g_01437
OG0001123	Pran.g_00544	Syai.g_01430
OG0001124	Pran.g_00546	Syai.g_01428
OG0001125	Pran.g_00547	Syai.g_01426
OG0001126	Pran.g_00557	Syai.g_02021
OG0001127	Pran.g_00558	Syai.g_02020
OG0001128	Pran.g_00560	Syai.g_02017
OG0001129	Pran.g_00561	Syai.g_02015
OG0001130	Pran.g_00562	Syai.g_02014
OG0001131	Pran.g_00154	Syai.g_01281
OG0001132	Pran.g_00144	Syai.g_01620
OG0001133	Pran.g_00110	Syai.g_01072
OG0001134	Pran.g_00093	Syai.g_01745
OG0001136	Pran.g_00063	Syai.g_02146
OG0001137	Pran.g_00052	Syai.g_02126
OG0001138	Pran.g_00034	Syai.g_01763
OG0001139	Pran.g_00033	Syai.g_01765
OG0001140	Pran.g_00032	Syai.g_01766
OG0001141	Pran.g_00031	Syai.g_01767
OG0001142	Pran.g_00030	Syai.g_01768
OG0001143	Pran.g_00023	Syai.g_01778
OG0001144	Pran.g_00018	Syai.g_01788
OG0001145	Pran.g_00884	Syai.g_02165
OG0001146	Pran.g_00872	Syai.g_02185
OG0001147	Pran.g_00854	Syai.g_00869
OG0001148	Pran.g_00839	Syai.g_00626
OG0001149	Pran.g_00838	Syai.g_00625
OG0001150	Pran.g_00837	Syai.g_00624
OG0001151	Pran.g_00826	Syai.g_00611
OG0001152	Pran.g_00825	Syai.g_00610
OG0001153	Pran.g_00701	Syai.g_00903
OG0001154	Pran.g_00700	Syai.g_00901
OG0001155	Pran.g_00688	Syai.g_02298
OG0001156	Pran.g_00685	Syai.g_02301
OG0001157	Pran.g_00684	Syai.g_02302
OG0001158	Pran.g_00683	Syai.g_02303
OG0001159	Pran.g_00682	Syai.g_02304
OG0001160	Pran.g_00658	Syai.g_02355
OG0001161	Pran.g_00646	Syai.g_02803
OG0001162	Pran.g_00632	Syai.g_01374
OG0001163	Pran.g_00962	Syai.g_02363
OG0001164	Pran.g_00966	Syai.g_02369
OG0001165	Pran.g_00969	Syai.g_02374
OG0001166	Pran.g_00989	Syai.g_02400
OG0001167	Pran.g_01006	Syai.g_02254
OG0001168	Pran.g_01008	Syai.g_02256
OG0001169	Pran.g_01010	Syai.g_02258
OG0001170	Pran.g_01012	Syai.g_02260
OG0001171	Pran.g_01021	Syai.g_02270
OG0001172	Pran.g_01035	Syai.g_00323
OG0001173	Pran.g_01036	Syai.g_00324
OG0001174	Pran.g_01045	Syai.g_00332
OG0001175	Pran.g_01046	Syai.g_00333
