Orthogroup	Pran	Syak
OG0000595	Pran.g_01544	Syak.g_00033
OG0000596	Pran.g_01540	Syak.g_00038
OG0000597	Pran.g_01538	Syak.g_00041
OG0000598	Pran.g_01537	Syak.g_00042
OG0000599	Pran.g_01534	Syak.g_00045
OG0000600	Pran.g_01533	Syak.g_00046
OG0000601	Pran.g_01532	Syak.g_00047
OG0000602	Pran.g_01530	Syak.g_00053
OG0000603	Pran.g_01529	Syak.g_00054
OG0000604	Pran.g_01528	Syak.g_00056
OG0000605	Pran.g_01527	Syak.g_00259
OG0000606	Pran.g_01524	Syak.g_00326
OG0000607	Pran.g_01521	Syak.g_00329
OG0000608	Pran.g_01520	Syak.g_00330
OG0000609	Pran.g_01519	Syak.g_00332
OG0000610	Pran.g_01514	Syak.g_00347
OG0000611	Pran.g_01511	Syak.g_00350
OG0000612	Pran.g_01510	Syak.g_00351
OG0000613	Pran.g_01505	Syak.g_01525
OG0000614	Pran.g_01486	Syak.g_00705
OG0000615	Pran.g_01478	Syak.g_00393
OG0000616	Pran.g_01472	Syak.g_01810
OG0000617	Pran.g_01454	Syak.g_00799
OG0000618	Pran.g_01453	Syak.g_00798
OG0000619	Pran.g_01452	Syak.g_00797
OG0000620	Pran.g_01449	Syak.g_00779
OG0000621	Pran.g_01448	Syak.g_00780
OG0000622	Pran.g_01447	Syak.g_00781
OG0000623	Pran.g_01446	Syak.g_00782
OG0000624	Pran.g_01445	Syak.g_00784
OG0000625	Pran.g_01444	Syak.g_00785
OG0000626	Pran.g_01443	Syak.g_00786
OG0000627	Pran.g_01442	Syak.g_00561
OG0000628	Pran.g_01441	Syak.g_00560
OG0000629	Pran.g_01440	Syak.g_00556
OG0000630	Pran.g_01437	Syak.g_00552
OG0000631	Pran.g_01352	Syak.g_00545
OG0000632	Pran.g_01351	Syak.g_00544
OG0000633	Pran.g_01350	Syak.g_00542
OG0000634	Pran.g_01347	Syak.g_00430
OG0000635	Pran.g_01346	Syak.g_00431
OG0000636	Pran.g_01344	Syak.g_00433
OG0000637	Pran.g_01342	Syak.g_00435
OG0000638	Pran.g_01341	Syak.g_00436
OG0000639	Pran.g_01340	Syak.g_00437
OG0000640	Pran.g_01339	Syak.g_00438
OG0000641	Pran.g_01335	Syak.g_00442
OG0000642	Pran.g_01334	Syak.g_00443
OG0000643	Pran.g_01333	Syak.g_00444
OG0000644	Pran.g_01332	Syak.g_00445
OG0000645	Pran.g_01331	Syak.g_00447
OG0000646	Pran.g_01329	Syak.g_00450
OG0000647	Pran.g_01328	Syak.g_00452
OG0000648	Pran.g_01326	Syak.g_00456
OG0000649	Pran.g_01325	Syak.g_00457
OG0000650	Pran.g_01324	Syak.g_00458
OG0000651	Pran.g_01323	Syak.g_00459
OG0000652	Pran.g_01322	Syak.g_00460
OG0000653	Pran.g_01320	Syak.g_00462
OG0000654	Pran.g_01319	Syak.g_00625
OG0000655	Pran.g_01318	Syak.g_00624
OG0000656	Pran.g_01315	Syak.g_00621
OG0000657	Pran.g_01308	Syak.g_00609
OG0000658	Pran.g_01307	Syak.g_00606
OG0000659	Pran.g_01306	Syak.g_00605
OG0000660	Pran.g_01302	Syak.g_00601
OG0000661	Pran.g_01300	Syak.g_00599
OG0000662	Pran.g_01298	Syak.g_00597
OG0000663	Pran.g_01296	Syak.g_00594
OG0000664	Pran.g_01295	Syak.g_00593
OG0000665	Pran.g_01291	Syak.g_00086
OG0000666	Pran.g_01290	Syak.g_00078
OG0000667	Pran.g_01285	Syak.g_00340
OG0000668	Pran.g_00413	Syak.g_00643
OG0000669	Pran.g_00421	Syak.g_00363
OG0000670	Pran.g_00423	Syak.g_00366
OG0000671	Pran.g_00425	Syak.g_00368
OG0000672	Pran.g_00427	Syak.g_00371
OG0000673	Pran.g_00430	Syak.g_00374
OG0000674	Pran.g_00432	Syak.g_00376
OG0000675	Pran.g_00433	Syak.g_00377
OG0000676	Pran.g_00435	Syak.g_00379
OG0000677	Pran.g_00436	Syak.g_00380
OG0000678	Pran.g_00438	Syak.g_00386
OG0000679	Pran.g_00442	Syak.g_00397
OG0000680	Pran.g_00443	Syak.g_00398
OG0000681	Pran.g_00445	Syak.g_00401
OG0000682	Pran.g_00446	Syak.g_00402
OG0000683	Pran.g_00447	Syak.g_00403
OG0000684	Pran.g_00449	Syak.g_00409
OG0000685	Pran.g_00451	Syak.g_00411
OG0000686	Pran.g_00452	Syak.g_00412
OG0000687	Pran.g_00453	Syak.g_00413
OG0000688	Pran.g_00456	Syak.g_00418
OG0000689	Pran.g_00457	Syak.g_00421
OG0000690	Pran.g_00458	Syak.g_00422
OG0000691	Pran.g_00459	Syak.g_00423
OG0000692	Pran.g_00461	Syak.g_00424
OG0000693	Pran.g_00462	Syak.g_00426
OG0000694	Pran.g_00463	Syak.g_00427
OG0000695	Pran.g_00465	Syak.g_00540
OG0000696	Pran.g_00466	Syak.g_00539
OG0000697	Pran.g_00467	Syak.g_00538
OG0000698	Pran.g_00470	Syak.g_00535
OG0000699	Pran.g_00471	Syak.g_00534
OG0000700	Pran.g_00472	Syak.g_00533
OG0000701	Pran.g_00473	Syak.g_00532
OG0000702	Pran.g_00475	Syak.g_00522
OG0000703	Pran.g_00476	Syak.g_00521
OG0000704	Pran.g_00477	Syak.g_00519
OG0000705	Pran.g_00481	Syak.g_00511
OG0000706	Pran.g_00482	Syak.g_00510
OG0000707	Pran.g_00483	Syak.g_00509
OG0000708	Pran.g_00484	Syak.g_00506
OG0000709	Pran.g_00488	Syak.g_00498
OG0000710	Pran.g_00491	Syak.g_00494
OG0000711	Pran.g_00508	Syak.g_00466
OG0000712	Pran.g_00510	Syak.g_00464
OG0000713	Pran.g_00511	Syak.g_00463
OG0000714	Pran.g_00512	Syak.g_00629
OG0000715	Pran.g_00514	Syak.g_00631
OG0000716	Pran.g_00516	Syak.g_00635
OG0000717	Pran.g_00517	Syak.g_00636
OG0000718	Pran.g_00537	Syak.g_00640
OG0000719	Pran.g_00539	Syak.g_00642
OG0000720	Pran.g_00548	Syak.g_00655
OG0000721	Pran.g_00550	Syak.g_00657
OG0000722	Pran.g_00551	Syak.g_00658
OG0000723	Pran.g_00554	Syak.g_00790
OG0000724	Pran.g_00563	Syak.g_00749
OG0000725	Pran.g_00569	Syak.g_00731
OG0000726	Pran.g_00570	Syak.g_00730
OG0000727	Pran.g_00571	Syak.g_00729
OG0000728	Pran.g_00573	Syak.g_00727
OG0000729	Pran.g_00133	Syak.g_01683
OG0000730	Pran.g_00129	Syak.g_01248
OG0000731	Pran.g_00125	Syak.g_01237
OG0000732	Pran.g_00115	Syak.g_01739
OG0000733	Pran.g_00092	Syak.g_01905
OG0000734	Pran.g_00075	Syak.g_02184
OG0000735	Pran.g_00073	Syak.g_00914
OG0000736	Pran.g_00072	Syak.g_00913
OG0000737	Pran.g_00071	Syak.g_00912
OG0000738	Pran.g_00067	Syak.g_00907
OG0000739	Pran.g_00066	Syak.g_00906
OG0000740	Pran.g_00065	Syak.g_00905
OG0000741	Pran.g_00064	Syak.g_00902
OG0000742	Pran.g_00061	Syak.g_00899
OG0000743	Pran.g_00059	Syak.g_00897
OG0000744	Pran.g_00058	Syak.g_00896
OG0000745	Pran.g_00057	Syak.g_00894
OG0000746	Pran.g_00055	Syak.g_00892
OG0000747	Pran.g_00054	Syak.g_00891
OG0000748	Pran.g_00051	Syak.g_00875
OG0000749	Pran.g_00050	Syak.g_00874
OG0000750	Pran.g_00049	Syak.g_00873
OG0000751	Pran.g_00047	Syak.g_00862
OG0000752	Pran.g_00045	Syak.g_00860
OG0000753	Pran.g_00042	Syak.g_00857
OG0000754	Pran.g_00039	Syak.g_00852
OG0000755	Pran.g_00036	Syak.g_00841
OG0000756	Pran.g_00035	Syak.g_00840
OG0000757	Pran.g_00029	Syak.g_00833
OG0000758	Pran.g_00028	Syak.g_00832
OG0000759	Pran.g_00027	Syak.g_00831
OG0000760	Pran.g_00026	Syak.g_00830
OG0000761	Pran.g_00025	Syak.g_00829
OG0000762	Pran.g_00024	Syak.g_00827
OG0000763	Pran.g_00022	Syak.g_00825
OG0000764	Pran.g_00021	Syak.g_00824
OG0000765	Pran.g_00012	Syak.g_00669
OG0000766	Pran.g_00011	Syak.g_00670
OG0000767	Pran.g_00009	Syak.g_00672
OG0000768	Pran.g_00008	Syak.g_00673
OG0000769	Pran.g_00006	Syak.g_00675
OG0000770	Pran.g_00004	Syak.g_00678
OG0000771	Pran.g_00918	Syak.g_00755
OG0000772	Pran.g_00899	Syak.g_02048
OG0000773	Pran.g_00885	Syak.g_00921
OG0000774	Pran.g_00883	Syak.g_00926
OG0000775	Pran.g_00881	Syak.g_00929
OG0000776	Pran.g_00880	Syak.g_00930
OG0000777	Pran.g_00879	Syak.g_00931
OG0000778	Pran.g_00878	Syak.g_00932
OG0000779	Pran.g_00874	Syak.g_00938
OG0000780	Pran.g_00873	Syak.g_00942
OG0000781	Pran.g_00870	Syak.g_00946
OG0000782	Pran.g_00869	Syak.g_00947
OG0000783	Pran.g_00868	Syak.g_00948
OG0000784	Pran.g_00867	Syak.g_00949
OG0000785	Pran.g_00865	Syak.g_00951
OG0000786	Pran.g_00863	Syak.g_00956
OG0000787	Pran.g_00862	Syak.g_00957
OG0000788	Pran.g_00853	Syak.g_00048
OG0000789	Pran.g_00850	Syak.g_00085
OG0000790	Pran.g_00836	Syak.g_02560
OG0000791	Pran.g_00834	Syak.g_02558
OG0000792	Pran.g_00833	Syak.g_02557
OG0000793	Pran.g_00830	Syak.g_02552
OG0000794	Pran.g_00829	Syak.g_02551
OG0000795	Pran.g_00828	Syak.g_02550
OG0000796	Pran.g_00824	Syak.g_02547
OG0000797	Pran.g_00823	Syak.g_02546
OG0000798	Pran.g_00789	Syak.g_01456
OG0000799	Pran.g_00751	Syak.g_00981
OG0000800	Pran.g_00750	Syak.g_00989
OG0000801	Pran.g_00749	Syak.g_00990
OG0000802	Pran.g_00747	Syak.g_00995
OG0000803	Pran.g_00745	Syak.g_01021
OG0000804	Pran.g_00744	Syak.g_01026
OG0000805	Pran.g_00742	Syak.g_01029
OG0000806	Pran.g_00740	Syak.g_01031
OG0000807	Pran.g_00739	Syak.g_01033
OG0000808	Pran.g_00738	Syak.g_01034
OG0000809	Pran.g_00735	Syak.g_01038
OG0000810	Pran.g_00734	Syak.g_01039
OG0000811	Pran.g_00730	Syak.g_01045
OG0000812	Pran.g_00728	Syak.g_01047
OG0000813	Pran.g_00727	Syak.g_01048
OG0000814	Pran.g_00725	Syak.g_01051
OG0000815	Pran.g_00724	Syak.g_01053
OG0000816	Pran.g_00722	Syak.g_01055
OG0000817	Pran.g_00721	Syak.g_01056
OG0000818	Pran.g_00716	Syak.g_01060
OG0000819	Pran.g_00715	Syak.g_01064
OG0000820	Pran.g_00714	Syak.g_01065
OG0000821	Pran.g_00710	Syak.g_01071
OG0000822	Pran.g_00709	Syak.g_01073
OG0000823	Pran.g_00708	Syak.g_01074
OG0000824	Pran.g_00705	Syak.g_01080
OG0000825	Pran.g_00704	Syak.g_01081
OG0000826	Pran.g_00703	Syak.g_01082
OG0000827	Pran.g_00702	Syak.g_01083
OG0000828	Pran.g_00699	Syak.g_01086
OG0000829	Pran.g_00698	Syak.g_01087
OG0000830	Pran.g_00697	Syak.g_01088
OG0000831	Pran.g_00695	Syak.g_01091
OG0000832	Pran.g_00689	Syak.g_02482
OG0000833	Pran.g_00681	Syak.g_02473
OG0000834	Pran.g_00680	Syak.g_02470
OG0000835	Pran.g_00679	Syak.g_02469
OG0000836	Pran.g_00678	Syak.g_02466
OG0000837	Pran.g_00677	Syak.g_02465
OG0000838	Pran.g_00675	Syak.g_02461
OG0000839	Pran.g_00674	Syak.g_02460
OG0000840	Pran.g_00673	Syak.g_02459
OG0000841	Pran.g_00672	Syak.g_02458
OG0000842	Pran.g_00671	Syak.g_02457
OG0000843	Pran.g_00670	Syak.g_02456
OG0000844	Pran.g_00669	Syak.g_02454
OG0000845	Pran.g_00668	Syak.g_02453
OG0000846	Pran.g_00667	Syak.g_02452
OG0000847	Pran.g_00666	Syak.g_02451
OG0000848	Pran.g_00665	Syak.g_02449
OG0000849	Pran.g_00664	Syak.g_02448
OG0000850	Pran.g_00662	Syak.g_02445
OG0000851	Pran.g_00661	Syak.g_02440
OG0000852	Pran.g_00660	Syak.g_02439
OG0000853	Pran.g_00656	Syak.g_02435
OG0000854	Pran.g_00654	Syak.g_02433
OG0000855	Pran.g_00653	Syak.g_02432
OG0000856	Pran.g_00636	Syak.g_00021
OG0000857	Pran.g_00598	Syak.g_00451
OG0000858	Pran.g_00964	Syak.g_02426
OG0000859	Pran.g_00965	Syak.g_02425
OG0000860	Pran.g_00972	Syak.g_02414
OG0000861	Pran.g_00973	Syak.g_02413
OG0000862	Pran.g_00974	Syak.g_02412
OG0000863	Pran.g_00976	Syak.g_02409
OG0000864	Pran.g_00977	Syak.g_02408
OG0000865	Pran.g_00978	Syak.g_02407
OG0000866	Pran.g_00979	Syak.g_02406
OG0000867	Pran.g_00980	Syak.g_02405
OG0000868	Pran.g_00981	Syak.g_02402
OG0000869	Pran.g_00985	Syak.g_02398
OG0000870	Pran.g_00990	Syak.g_02393
OG0000871	Pran.g_00991	Syak.g_02392
OG0000872	Pran.g_00992	Syak.g_02386
OG0000873	Pran.g_00995	Syak.g_02383
OG0000874	Pran.g_00998	Syak.g_02379
OG0000875	Pran.g_00999	Syak.g_02377
OG0000876	Pran.g_01000	Syak.g_02375
OG0000877	Pran.g_01002	Syak.g_02372
OG0000878	Pran.g_01003	Syak.g_02371
OG0000879	Pran.g_01004	Syak.g_02370
OG0000880	Pran.g_01005	Syak.g_02369
OG0000881	Pran.g_01009	Syak.g_02363
OG0000882	Pran.g_01014	Syak.g_02358
OG0000883	Pran.g_01015	Syak.g_02355
OG0000884	Pran.g_01017	Syak.g_02353
OG0000885	Pran.g_01018	Syak.g_02352
OG0000886	Pran.g_01019	Syak.g_02351
OG0000887	Pran.g_01020	Syak.g_02350
OG0000888	Pran.g_01022	Syak.g_02348
OG0000889	Pran.g_01024	Syak.g_02346
OG0000890	Pran.g_01025	Syak.g_02334
OG0000891	Pran.g_01026	Syak.g_02333
OG0000892	Pran.g_01028	Syak.g_02329
OG0000893	Pran.g_01032	Syak.g_01393
OG0000894	Pran.g_01034	Syak.g_01390
OG0000895	Pran.g_01037	Syak.g_01386
OG0000896	Pran.g_01038	Syak.g_01385
OG0000897	Pran.g_01040	Syak.g_01383
OG0000898	Pran.g_01041	Syak.g_01382
OG0000899	Pran.g_01042	Syak.g_01381
OG0000900	Pran.g_01044	Syak.g_01380
OG0000901	Pran.g_01047	Syak.g_01375
OG0000902	Pran.g_01049	Syak.g_01368
OG0000903	Pran.g_01052	Syak.g_01353
OG0000904	Pran.g_01054	Syak.g_01358
OG0000905	Pran.g_01058	Syak.g_01363
OG0000906	Pran.g_01059	Syak.g_01366
OG0000907	Pran.g_01062	Syak.g_01351
OG0000908	Pran.g_01065	Syak.g_01348
OG0000909	Pran.g_01066	Syak.g_01347
OG0000910	Pran.g_01067	Syak.g_01346
OG0000911	Pran.g_01070	Syak.g_01344
OG0000912	Pran.g_01071	Syak.g_01343
OG0000913	Pran.g_01072	Syak.g_01342
OG0000914	Pran.g_01073	Syak.g_01341
OG0000915	Pran.g_01074	Syak.g_01339
OG0000916	Pran.g_01075	Syak.g_01338
OG0000917	Pran.g_01076	Syak.g_01337
OG0000918	Pran.g_01077	Syak.g_01336
OG0000919	Pran.g_01078	Syak.g_01335
OG0000920	Pran.g_01079	Syak.g_01334
OG0000921	Pran.g_01080	Syak.g_01333
OG0000922	Pran.g_01081	Syak.g_01332
OG0000923	Pran.g_01085	Syak.g_01328
OG0000924	Pran.g_01086	Syak.g_01327
OG0000925	Pran.g_01087	Syak.g_01326
OG0000926	Pran.g_01088	Syak.g_01325
OG0000927	Pran.g_01090	Syak.g_01323
OG0000928	Pran.g_01091	Syak.g_01322
OG0000929	Pran.g_01092	Syak.g_01321
OG0000930	Pran.g_01093	Syak.g_01320
OG0000931	Pran.g_01094	Syak.g_01319
OG0000932	Pran.g_01095	Syak.g_01318
OG0000933	Pran.g_01099	Syak.g_01312
OG0000934	Pran.g_01101	Syak.g_01310
OG0000935	Pran.g_01102	Syak.g_01309
OG0000936	Pran.g_01103	Syak.g_01308
OG0000937	Pran.g_01104	Syak.g_01307
OG0000938	Pran.g_01106	Syak.g_01304
OG0000939	Pran.g_01107	Syak.g_01303
OG0000940	Pran.g_01114	Syak.g_01297
OG0000941	Pran.g_01116	Syak.g_01295
OG0000942	Pran.g_01118	Syak.g_01293
OG0000943	Pran.g_01119	Syak.g_01292
OG0000944	Pran.g_01120	Syak.g_01290
OG0000945	Pran.g_01121	Syak.g_01288
OG0000946	Pran.g_01125	Syak.g_01283
OG0000947	Pran.g_01127	Syak.g_01280
OG0000948	Pran.g_01128	Syak.g_01279
OG0000949	Pran.g_01131	Syak.g_01551
OG0000950	Pran.g_01136	Syak.g_01562
OG0000951	Pran.g_01139	Syak.g_01569
OG0000952	Pran.g_01143	Syak.g_01574
OG0000953	Pran.g_01146	Syak.g_01627
OG0000954	Pran.g_01150	Syak.g_01633
OG0000955	Pran.g_01151	Syak.g_01634
OG0000956	Pran.g_01153	Syak.g_01636
OG0000957	Pran.g_01158	Syak.g_01648
OG0000958	Pran.g_01159	Syak.g_01649
OG0000959	Pran.g_01163	Syak.g_01653
OG0000960	Pran.g_01164	Syak.g_01654
OG0000961	Pran.g_01166	Syak.g_01679
OG0000962	Pran.g_01168	Syak.g_01682
OG0000963	Pran.g_01172	Syak.g_01687
OG0000964	Pran.g_01173	Syak.g_01688
OG0000965	Pran.g_01174	Syak.g_01689
OG0000966	Pran.g_01182	Syak.g_01711
OG0000967	Pran.g_01186	Syak.g_01715
OG0000968	Pran.g_01188	Syak.g_01719
OG0000969	Pran.g_01189	Syak.g_01721
OG0000970	Pran.g_01190	Syak.g_01722
OG0000971	Pran.g_01191	Syak.g_01724
OG0000972	Pran.g_01192	Syak.g_01725
OG0000973	Pran.g_01193	Syak.g_01726
OG0000974	Pran.g_01194	Syak.g_01727
OG0000975	Pran.g_01195	Syak.g_01728
OG0000976	Pran.g_01196	Syak.g_01729
OG0000977	Pran.g_01197	Syak.g_01731
OG0000978	Pran.g_01198	Syak.g_01732
OG0000979	Pran.g_01201	Syak.g_01735
OG0000980	Pran.g_01202	Syak.g_01738
OG0000981	Pran.g_01204	Syak.g_01741
OG0000982	Pran.g_01206	Syak.g_01941
OG0000983	Pran.g_01207	Syak.g_01940
OG0000984	Pran.g_01208	Syak.g_01939
OG0000985	Pran.g_01211	Syak.g_01935
OG0000986	Pran.g_01213	Syak.g_01933
OG0000987	Pran.g_01214	Syak.g_01931
OG0000988	Pran.g_01217	Syak.g_01925
OG0000989	Pran.g_01221	Syak.g_01912
OG0000990	Pran.g_01224	Syak.g_01900
OG0000991	Pran.g_01225	Syak.g_01896
OG0000992	Pran.g_01227	Syak.g_01893
OG0000993	Pran.g_01228	Syak.g_01892
OG0000994	Pran.g_01229	Syak.g_01889
OG0000995	Pran.g_01233	Syak.g_01880
OG0000996	Pran.g_01234	Syak.g_01839
OG0000997	Pran.g_01235	Syak.g_01828
OG0000998	Pran.g_01237	Syak.g_01826
OG0000999	Pran.g_01238	Syak.g_01825
OG0001000	Pran.g_01241	Syak.g_01821
OG0001001	Pran.g_01243	Syak.g_01814
OG0001002	Pran.g_01247	Syak.g_01807
OG0001003	Pran.g_01249	Syak.g_01806
OG0001004	Pran.g_01250	Syak.g_01805
OG0001005	Pran.g_01251	Syak.g_01804
OG0001006	Pran.g_01255	Syak.g_01797
OG0001007	Pran.g_01257	Syak.g_01795
OG0001008	Pran.g_01743	Syak.g_01190
OG0001009	Pran.g_00397	Syak.g_01762
OG0001010	Pran.g_00396	Syak.g_01761
OG0001011	Pran.g_00395	Syak.g_01759
OG0001012	Pran.g_00382	Syak.g_01946
OG0001013	Pran.g_00377	Syak.g_01969
OG0001014	Pran.g_00374	Syak.g_01975
OG0001015	Pran.g_00373	Syak.g_01976
OG0001016	Pran.g_00359	Syak.g_02250
OG0001017	Pran.g_00355	Syak.g_02244
OG0001018	Pran.g_00352	Syak.g_02242
OG0001019	Pran.g_00343	Syak.g_02218
OG0001020	Pran.g_00342	Syak.g_02214
OG0001021	Pran.g_00341	Syak.g_02210
OG0001022	Pran.g_00339	Syak.g_02205
OG0001023	Pran.g_00338	Syak.g_02204
OG0001024	Pran.g_00335	Syak.g_02201
OG0001025	Pran.g_00329	Syak.g_02195
OG0001026	Pran.g_00322	Syak.g_02182
OG0001027	Pran.g_00321	Syak.g_02178
OG0001028	Pran.g_00319	Syak.g_02176
OG0001029	Pran.g_00318	Syak.g_02174
OG0001030	Pran.g_00304	Syak.g_02153
OG0001031	Pran.g_00246	Syak.g_02079
OG0001032	Pran.g_00245	Syak.g_02077
OG0001033	Pran.g_00224	Syak.g_02037
OG0001034	Pran.g_00196	Syak.g_02305
OG0001035	Pran.g_01938	Syak.g_01422
OG0001036	Pran.g_01934	Syak.g_01427
OG0001037	Pran.g_01933	Syak.g_01429
OG0001038	Pran.g_01916	Syak.g_01457
OG0001039	Pran.g_01913	Syak.g_01460
OG0001040	Pran.g_01911	Syak.g_01463
OG0001041	Pran.g_01907	Syak.g_01468
OG0001042	Pran.g_01890	Syak.g_01500
OG0001043	Pran.g_01889	Syak.g_01504
OG0001044	Pran.g_01861	Syak.g_01247
OG0001045	Pran.g_01853	Syak.g_01234
OG0001046	Pran.g_01816	Syak.g_00479
OG0001047	Pran.g_01741	Syak.g_01188
OG0001048	Pran.g_01740	Syak.g_01187
OG0001049	Pran.g_01738	Syak.g_01184
OG0001050	Pran.g_01737	Syak.g_01183
OG0001051	Pran.g_01736	Syak.g_01182
OG0001052	Pran.g_01707	Syak.g_01122
OG0001053	Pran.g_01695	Syak.g_02577
OG0001054	Pran.g_01680	Syak.g_02596
OG0001055	Pran.g_01661	Syak.g_02617
OG0001056	Pran.g_01642	Syak.g_02645
OG0001057	Pran.g_01637	Syak.g_00964
OG0001058	Pran.g_01629	Syak.g_02668
OG0001060	Pran.g_01618	Syak.g_02677
OG0001061	Pran.g_01604	Syak.g_02697
OG0001062	Pran.g_01602	Syak.g_02699
OG0001063	Pran.g_01600	Syak.g_02704
OG0001064	Pran.g_01599	Syak.g_02705
OG0001065	Pran.g_01598	Syak.g_02706
OG0001066	Pran.g_01597	Syak.g_02707
OG0001067	Pran.g_01596	Syak.g_02708
OG0001068	Pran.g_01595	Syak.g_02709
OG0001069	Pran.g_01594	Syak.g_02710
OG0001070	Pran.g_01591	Syak.g_02714
OG0001071	Pran.g_01590	Syak.g_02715
OG0001072	Pran.g_01588	Syak.g_02721
OG0001073	Pran.g_01574	Syak.g_02736
OG0001074	Pran.g_01563	Syak.g_00098
OG0001075	Pran.g_01562	Syak.g_02760
OG0001076	Pran.g_01554	Syak.g_00011
OG0001077	Pran.g_01550	Syak.g_00024
OG0001078	Pran.g_01542	Syak.g_00036
OG0001079	Pran.g_01531	Syak.g_00049
OG0001080	Pran.g_01525	Syak.g_00264
OG0001081	Pran.g_01523	Syak.g_00327
OG0001082	Pran.g_01522	Syak.g_00328
OG0001083	Pran.g_01517	Syak.g_00336
OG0001084	Pran.g_01516	Syak.g_00337
OG0001085	Pran.g_01508	Syak.g_00354
OG0001086	Pran.g_01507	Syak.g_00356
OG0001087	Pran.g_01490	Syak.g_00691
OG0001088	Pran.g_01489	Syak.g_00694
OG0001089	Pran.g_01481	Syak.g_00722
OG0001090	Pran.g_01459	Syak.g_00806
OG0001091	Pran.g_01457	Syak.g_00804
OG0001092	Pran.g_01456	Syak.g_00801
OG0001093	Pran.g_01451	Syak.g_00794
OG0001094	Pran.g_01349	Syak.g_00428
OG0001095	Pran.g_01330	Syak.g_00448
OG0001096	Pran.g_01317	Syak.g_00623
OG0001097	Pran.g_01299	Syak.g_00598
OG0001098	Pran.g_01283	Syak.g_00578
OG0001099	Pran.g_00418	Syak.g_02175
OG0001100	Pran.g_00422	Syak.g_00365
OG0001101	Pran.g_00424	Syak.g_00367
OG0001102	Pran.g_00426	Syak.g_00370
OG0001103	Pran.g_00428	Syak.g_00372
OG0001104	Pran.g_00450	Syak.g_00410
OG0001105	Pran.g_00454	Syak.g_00414
OG0001106	Pran.g_00478	Syak.g_00518
OG0001107	Pran.g_00485	Syak.g_00505
OG0001108	Pran.g_00489	Syak.g_00497
OG0001109	Pran.g_00490	Syak.g_00495
OG0001110	Pran.g_00492	Syak.g_00493
OG0001111	Pran.g_00493	Syak.g_00491
OG0001112	Pran.g_00494	Syak.g_00489
OG0001113	Pran.g_00495	Syak.g_00406
OG0001114	Pran.g_00496	Syak.g_00488
OG0001115	Pran.g_00498	Syak.g_00484
OG0001116	Pran.g_00499	Syak.g_00482
OG0001117	Pran.g_00500	Syak.g_00481
OG0001118	Pran.g_00501	Syak.g_00480
OG0001119	Pran.g_00502	Syak.g_00478
OG0001120	Pran.g_00504	Syak.g_00474
OG0001121	Pran.g_00095, Pran.g_00507	Syak.g_00114
OG0001123	Pran.g_00544	Syak.g_00650
OG0001124	Pran.g_00546	Syak.g_00652
OG0001125	Pran.g_00547	Syak.g_00654
OG0001126	Pran.g_00557	Syak.g_00757
OG0001127	Pran.g_00558	Syak.g_00756
OG0001128	Pran.g_00560	Syak.g_00753
OG0001129	Pran.g_00561	Syak.g_00751
OG0001130	Pran.g_00562	Syak.g_00750
OG0001131	Pran.g_00154	Syak.g_00389
OG0001132	Pran.g_00144	Syak.g_00120
OG0001133	Pran.g_00110	Syak.g_00014
OG0001134	Pran.g_00093	Syak.g_00273
OG0001136	Pran.g_00063	Syak.g_00901
OG0001137	Pran.g_00052	Syak.g_00876
OG0001138	Pran.g_00034	Syak.g_00839
OG0001139	Pran.g_00033	Syak.g_00837
OG0001140	Pran.g_00032	Syak.g_00836
OG0001141	Pran.g_00031	Syak.g_00835
OG0001142	Pran.g_00030	Syak.g_00834
OG0001143	Pran.g_00023	Syak.g_00826
OG0001144	Pran.g_00018	Syak.g_00815
OG0001145	Pran.g_00884	Syak.g_00922
OG0001146	Pran.g_00872	Syak.g_00943
OG0001147	Pran.g_00854	Syak.g_01113
OG0001148	Pran.g_00839	Syak.g_02563
OG0001149	Pran.g_00838	Syak.g_02562
OG0001150	Pran.g_00837	Syak.g_02561
OG0001151	Pran.g_00826	Syak.g_02548
OG0001153	Pran.g_00701	Syak.g_01084
OG0001154	Pran.g_00700	Syak.g_01085
OG0001155	Pran.g_00688	Syak.g_02480
OG0001156	Pran.g_00685	Syak.g_02477
OG0001157	Pran.g_00684	Syak.g_02476
OG0001158	Pran.g_00683	Syak.g_02475
OG0001159	Pran.g_00682	Syak.g_02474
OG0001160	Pran.g_00658	Syak.g_02437
OG0001161	Pran.g_00646	Syak.g_01906
OG0001162	Pran.g_00632	Syak.g_00959
OG0001163	Pran.g_00962	Syak.g_02429
OG0001164	Pran.g_00966	Syak.g_02423
OG0001165	Pran.g_00969	Syak.g_02418
OG0001166	Pran.g_00989	Syak.g_02394
OG0001167	Pran.g_01006	Syak.g_02366
OG0001168	Pran.g_01008	Syak.g_02364
OG0001169	Pran.g_01010	Syak.g_02362
OG0001170	Pran.g_01012	Syak.g_02360
OG0001171	Pran.g_01021	Syak.g_02349
OG0001172	Pran.g_01035	Syak.g_01388
OG0001173	Pran.g_01036	Syak.g_01387
OG0001174	Pran.g_01045	Syak.g_01379
OG0001175	Pran.g_01046	Syak.g_01378
OG0001176	Pran.g_01053	Syak.g_01354
OG0001177	Pran.g_01055	Syak.g_01356
OG0001178	Pran.g_01060	Syak.g_02411
OG0001179	Pran.g_01089	Syak.g_01324
OG0001181	Pran.g_01115	Syak.g_01296
