Orthogroup	Syas	Pray
OG0000591	Syas.g_00106	Pray.g_01138
OG0000592	Syas.g_00105	Pray.g_01137
OG0000593	Syas.g_00750	Pray.g_01131
OG0000594	Syas.g_00749	Pray.g_01130
OG0000595	Syas.g_00748	Pray.g_01129
OG0000596	Syas.g_00743	Pray.g_01125
OG0000597	Syas.g_00740	Pray.g_01123
OG0000598	Syas.g_00739	Pray.g_01122
OG0000599	Syas.g_00732	Pray.g_01119
OG0000600	Syas.g_00731	Pray.g_01118
OG0000601	Syas.g_00730	Pray.g_01117
OG0000602	Syas.g_00725	Pray.g_01115
OG0000603	Syas.g_00724	Pray.g_01114
OG0000604	Syas.g_00721	Pray.g_01113
OG0000605	Syas.g_00719	Pray.g_01112
OG0000606	Syas.g_00716	Pray.g_01109
OG0000607	Syas.g_00713	Pray.g_01106
OG0000608	Syas.g_00712	Pray.g_01105
OG0000609	Syas.g_00710	Pray.g_01104
OG0000610	Syas.g_00702	Pray.g_01099
OG0000611	Syas.g_00699	Pray.g_01096
OG0000612	Syas.g_00698	Pray.g_01095
OG0000613	Syas.g_01825	Pray.g_01090
OG0000614	Syas.g_01044	Pray.g_01071
OG0000615	Syas.g_00650	Pray.g_01063
OG0000616	Syas.g_02011	Pray.g_01059
OG0000617	Syas.g_00180	Pray.g_01034
OG0000618	Syas.g_00181	Pray.g_01033
OG0000619	Syas.g_00182	Pray.g_01032
OG0000620	Syas.g_00188	Pray.g_01029
OG0000621	Syas.g_00189	Pray.g_01028
OG0000622	Syas.g_00190	Pray.g_01027
OG0000623	Syas.g_00191	Pray.g_01026
OG0000624	Syas.g_00192	Pray.g_01025
OG0000625	Syas.g_00193	Pray.g_00269
OG0000626	Syas.g_00194	Pray.g_00270
OG0000627	Syas.g_00372	Pray.g_00271
OG0000628	Syas.g_00373	Pray.g_00272
OG0000629	Syas.g_00376	Pray.g_00273
OG0000630	Syas.g_00397	Pray.g_00276
OG0000631	Syas.g_00405	Pray.g_00339
OG0000632	Syas.g_00406	Pray.g_00340
OG0000633	Syas.g_00407	Pray.g_00341
OG0000634	Syas.g_00600	Pray.g_00344
OG0000635	Syas.g_00599	Pray.g_00345
OG0000636	Syas.g_00597	Pray.g_00347
OG0000637	Syas.g_00595	Pray.g_00349
OG0000638	Syas.g_00594	Pray.g_00350
OG0000639	Syas.g_00593	Pray.g_00351
OG0000640	Syas.g_00592	Pray.g_00352
OG0000641	Syas.g_00587	Pray.g_00356
OG0000642	Syas.g_00586	Pray.g_00357
OG0000643	Syas.g_00585	Pray.g_00358
OG0000644	Syas.g_00584	Pray.g_00359
OG0000645	Syas.g_00583	Pray.g_00360
OG0000646	Syas.g_00580	Pray.g_00362
OG0000647	Syas.g_00578	Pray.g_00363
OG0000648	Syas.g_00576	Pray.g_00365
OG0000649	Syas.g_00575	Pray.g_00366
OG0000650	Syas.g_00574	Pray.g_00367
OG0000651	Syas.g_00573	Pray.g_00368
OG0000652	Syas.g_00572	Pray.g_00369
OG0000653	Syas.g_00570	Pray.g_00371
OG0000654	Syas.g_00569	Pray.g_00372
OG0000655	Syas.g_00568	Pray.g_00373
OG0000656	Syas.g_00565	Pray.g_00376
OG0000657	Syas.g_00232	Pray.g_00384
OG0000658	Syas.g_00235	Pray.g_00385
OG0000659	Syas.g_00236	Pray.g_00386
OG0000660	Syas.g_00240	Pray.g_00390
OG0000661	Syas.g_00242	Pray.g_00392
OG0000662	Syas.g_00281	Pray.g_00394
OG0000663	Syas.g_00284	Pray.g_00396
OG0000664	Syas.g_00287	Pray.g_00397
OG0000665	Syas.g_00385	Pray.g_00401
OG0000666	Syas.g_01362	Pray.g_00402
OG0000667	Syas.g_00088	Pray.g_00406
OG0000668	Syas.g_00221	Pray.g_00436
OG0000669	Syas.g_00684	Pray.g_00443
OG0000670	Syas.g_00681	Pray.g_00445
OG0000671	Syas.g_00679	Pray.g_00447
OG0000672	Syas.g_00676	Pray.g_00450
OG0000673	Syas.g_00673	Pray.g_00453
OG0000674	Syas.g_00671	Pray.g_00455
OG0000675	Syas.g_00670	Pray.g_00456
OG0000676	Syas.g_00668	Pray.g_00458
OG0000677	Syas.g_00667	Pray.g_00459
OG0000678	Syas.g_00660	Pray.g_00461
OG0000679	Syas.g_00629	Pray.g_00465
OG0000680	Syas.g_00628	Pray.g_00466
OG0000681	Syas.g_00625	Pray.g_00469
OG0000682	Syas.g_00624	Pray.g_00470
OG0000683	Syas.g_00623	Pray.g_00471
OG0000684	Syas.g_00621	Pray.g_00473
OG0000685	Syas.g_00187	Pray.g_00475
OG0000686	Syas.g_00619	Pray.g_00476
OG0000687	Syas.g_00618	Pray.g_00477
OG0000688	Syas.g_00612	Pray.g_00480
OG0000689	Syas.g_00610	Pray.g_00481
OG0000690	Syas.g_00609	Pray.g_00482
OG0000691	Syas.g_00608	Pray.g_00483
OG0000692	Syas.g_00606	Pray.g_00485
OG0000693	Syas.g_00604	Pray.g_00486
OG0000694	Syas.g_00603	Pray.g_00487
OG0000695	Syas.g_00410	Pray.g_00489
OG0000696	Syas.g_00411	Pray.g_00490
OG0000697	Syas.g_00413	Pray.g_00491
OG0000698	Syas.g_00417	Pray.g_00494
OG0000699	Syas.g_00419	Pray.g_00495
OG0000700	Syas.g_00420	Pray.g_00496
OG0000701	Syas.g_00421	Pray.g_00497
OG0000702	Syas.g_00437	Pray.g_00499
OG0000703	Syas.g_00438	Pray.g_00500
OG0000704	Syas.g_00446	Pray.g_00501
OG0000705	Syas.g_00453	Pray.g_00505
OG0000706	Syas.g_00454	Pray.g_00506
OG0000707	Syas.g_00455	Pray.g_00507
OG0000708	Syas.g_00458	Pray.g_00508
OG0000709	Syas.g_00466	Pray.g_00512
OG0000710	Syas.g_00497	Pray.g_00515
OG0000711	Syas.g_00546	Pray.g_00532
OG0000712	Syas.g_00548	Pray.g_00534
OG0000713	Syas.g_00549	Pray.g_00535
OG0000714	Syas.g_00551	Pray.g_00536
OG0000715	Syas.g_00553	Pray.g_00538
OG0000716	Syas.g_00556	Pray.g_00540
OG0000717	Syas.g_00557	Pray.g_00541
OG0000718	Syas.g_00561	Pray.g_00553
OG0000719	Syas.g_00223	Pray.g_00555
OG0000720	Syas.g_00209	Pray.g_00564
OG0000721	Syas.g_00207	Pray.g_00566
OG0000722	Syas.g_00206	Pray.g_00567
OG0000723	Syas.g_00196	Pray.g_00570
OG0000724	Syas.g_00999	Pray.g_00579
OG0000725	Syas.g_01024	Pray.g_00585
OG0000726	Syas.g_01025	Pray.g_00586
OG0000727	Syas.g_01026	Pray.g_00587
OG0000728	Syas.g_01028	Pray.g_00589
OG0000729	Syas.g_02145	Pray.g_00634
OG0000730	Syas.g_01544	Pray.g_00132
OG0000731	Syas.g_01532	Pray.g_00128
OG0000732	Syas.g_02086	Pray.g_00118
OG0000733	Syas.g_00096	Pray.g_00096
OG0000734	Syas.g_02414	Pray.g_00079
OG0000735	Syas.g_01201	Pray.g_00077
OG0000736	Syas.g_01200	Pray.g_00076
OG0000737	Syas.g_01199	Pray.g_00075
OG0000738	Syas.g_01193	Pray.g_00071
OG0000739	Syas.g_01192	Pray.g_00070
OG0000740	Syas.g_01191	Pray.g_00069
OG0000741	Syas.g_01188	Pray.g_00068
OG0000742	Syas.g_01185	Pray.g_00065
OG0000743	Syas.g_01182	Pray.g_00063
OG0000744	Syas.g_01181	Pray.g_00062
OG0000745	Syas.g_01178	Pray.g_00060
OG0000746	Syas.g_01176	Pray.g_00058
OG0000747	Syas.g_01174	Pray.g_00057
OG0000748	Syas.g_01146	Pray.g_00054
OG0000749	Syas.g_01144	Pray.g_00053
OG0000750	Syas.g_01143	Pray.g_00052
OG0000751	Syas.g_01138	Pray.g_00050
OG0000752	Syas.g_01136	Pray.g_00048
OG0000753	Syas.g_01133	Pray.g_00045
OG0000754	Syas.g_01128	Pray.g_00042
OG0000755	Syas.g_01117	Pray.g_00039
OG0000756	Syas.g_01116	Pray.g_00038
OG0000757	Syas.g_01108	Pray.g_00032
OG0000758	Syas.g_01107	Pray.g_00031
OG0000759	Syas.g_01106	Pray.g_00030
OG0000760	Syas.g_01105	Pray.g_00029
OG0000761	Syas.g_01104	Pray.g_00028
OG0000762	Syas.g_01102	Pray.g_00027
OG0000763	Syas.g_01091	Pray.g_00025
OG0000764	Syas.g_01090	Pray.g_00024
OG0000765	Syas.g_01076	Pray.g_00015
OG0000766	Syas.g_01075	Pray.g_00014
OG0000767	Syas.g_01073	Pray.g_00012
OG0000768	Syas.g_01072	Pray.g_00011
OG0000769	Syas.g_01070	Pray.g_00009
OG0000770	Syas.g_01067	Pray.g_00007
OG0000771	Syas.g_00993	Pray.g_00250
OG0000772	Syas.g_01461	Pray.g_01895
OG0000773	Syas.g_00002	Pray.g_01879
OG0000774	Syas.g_02862	Pray.g_01877
OG0000775	Syas.g_02860	Pray.g_01875
OG0000776	Syas.g_02859	Pray.g_01874
OG0000777	Syas.g_02858	Pray.g_01873
OG0000778	Syas.g_02857	Pray.g_01872
OG0000779	Syas.g_02852	Pray.g_01868
OG0000780	Syas.g_02847	Pray.g_01867
OG0000781	Syas.g_02842	Pray.g_01864
OG0000782	Syas.g_02841	Pray.g_01863
OG0000783	Syas.g_02840	Pray.g_01862
OG0000784	Syas.g_02839	Pray.g_01861
OG0000785	Syas.g_02837	Pray.g_01859
OG0000786	Syas.g_02833	Pray.g_01857
OG0000787	Syas.g_02832	Pray.g_01856
OG0000788	Syas.g_00782	Pray.g_01842
OG0000789	Syas.g_01507	Pray.g_01839
OG0000790	Syas.g_01266	Pray.g_01824
OG0000791	Syas.g_01268	Pray.g_01822
OG0000792	Syas.g_01269	Pray.g_01821
OG0000793	Syas.g_01359	Pray.g_01818
OG0000794	Syas.g_01361	Pray.g_01817
OG0000795	Syas.g_01363	Pray.g_01816
OG0000796	Syas.g_01368	Pray.g_01812
OG0000797	Syas.g_01369	Pray.g_01811
OG0000798	Syas.g_02134	Pray.g_01799
OG0000799	Syas.g_02789	Pray.g_01740
OG0000800	Syas.g_02790	Pray.g_01739
OG0000801	Syas.g_02791	Pray.g_01738
OG0000802	Syas.g_02797	Pray.g_01736
OG0000803	Syas.g_02800	Pray.g_01734
OG0000804	Syas.g_02803	Pray.g_01733
OG0000805	Syas.g_02805	Pray.g_01731
OG0000806	Syas.g_02807	Pray.g_01729
OG0000807	Syas.g_02808	Pray.g_01728
OG0000808	Syas.g_02809	Pray.g_01727
OG0000809	Syas.g_02811	Pray.g_01724
OG0000810	Syas.g_02813	Pray.g_01723
OG0000811	Syas.g_02822	Pray.g_01719
OG0000812	Syas.g_02824	Pray.g_01717
OG0000813	Syas.g_02825	Pray.g_01716
OG0000814	Syas.g_02827	Pray.g_01714
OG0000815	Syas.g_02829	Pray.g_01713
OG0000816	Syas.g_02831	Pray.g_01711
OG0000817	Syas.g_02753	Pray.g_01710
OG0000818	Syas.g_01282	Pray.g_01705
OG0000819	Syas.g_01283	Pray.g_01704
OG0000820	Syas.g_01284	Pray.g_01703
OG0000821	Syas.g_01289	Pray.g_01699
OG0000822	Syas.g_01291	Pray.g_01698
OG0000823	Syas.g_01292	Pray.g_01697
OG0000824	Syas.g_01297	Pray.g_01694
OG0000825	Syas.g_01298	Pray.g_01693
OG0000826	Syas.g_01299	Pray.g_01692
OG0000827	Syas.g_01300	Pray.g_01691
OG0000828	Syas.g_01303	Pray.g_01688
OG0000829	Syas.g_01304	Pray.g_01687
OG0000830	Syas.g_01305	Pray.g_01686
OG0000831	Syas.g_01308	Pray.g_01684
OG0000832	Syas.g_01476	Pray.g_01678
OG0000833	Syas.g_02738	Pray.g_01670
OG0000834	Syas.g_02737	Pray.g_01669
OG0000835	Syas.g_02736	Pray.g_01668
OG0000836	Syas.g_02732	Pray.g_01667
OG0000837	Syas.g_02731	Pray.g_01666
OG0000838	Syas.g_02727	Pray.g_01664
OG0000839	Syas.g_02726	Pray.g_01663
OG0000840	Syas.g_02725	Pray.g_01662
OG0000841	Syas.g_02724	Pray.g_01661
OG0000842	Syas.g_02723	Pray.g_01660
OG0000843	Syas.g_02722	Pray.g_01659
OG0000844	Syas.g_02720	Pray.g_01658
OG0000845	Syas.g_02719	Pray.g_01657
OG0000846	Syas.g_02718	Pray.g_01656
OG0000847	Syas.g_02717	Pray.g_01655
OG0000848	Syas.g_02715	Pray.g_01654
OG0000849	Syas.g_02714	Pray.g_01653
OG0000850	Syas.g_02711	Pray.g_01651
OG0000851	Syas.g_02708	Pray.g_01650
OG0000852	Syas.g_02707	Pray.g_01649
OG0000853	Syas.g_02703	Pray.g_01645
OG0000854	Syas.g_02701	Pray.g_01643
OG0000855	Syas.g_02700	Pray.g_01642
OG0000856	Syas.g_00103	Pray.g_01627
OG0000857	Syas.g_00579	Pray.g_01600
OG0000858	Syas.g_02693	Pray.g_01565
OG0000859	Syas.g_02692	Pray.g_01564
OG0000860	Syas.g_02679	Pray.g_01557
OG0000861	Syas.g_02678	Pray.g_01556
OG0000862	Syas.g_02677	Pray.g_01555
OG0000863	Syas.g_02675	Pray.g_01553
OG0000864	Syas.g_02674	Pray.g_01552
OG0000865	Syas.g_02673	Pray.g_01551
OG0000866	Syas.g_02672	Pray.g_01550
OG0000867	Syas.g_02671	Pray.g_01549
OG0000868	Syas.g_02667	Pray.g_01548
OG0000869	Syas.g_02662	Pray.g_01544
OG0000870	Syas.g_02657	Pray.g_01539
OG0000871	Syas.g_02656	Pray.g_01538
OG0000872	Syas.g_02650	Pray.g_01537
OG0000873	Syas.g_02647	Pray.g_01534
OG0000874	Syas.g_02645	Pray.g_01531
OG0000875	Syas.g_02644	Pray.g_01530
OG0000876	Syas.g_00280	Pray.g_01529
OG0000877	Syas.g_02603	Pray.g_01527
OG0000878	Syas.g_02602	Pray.g_01526
OG0000879	Syas.g_02601	Pray.g_01525
OG0000880	Syas.g_02600	Pray.g_01524
OG0000881	Syas.g_02596	Pray.g_01520
OG0000882	Syas.g_02591	Pray.g_01515
OG0000883	Syas.g_02586	Pray.g_01513
OG0000884	Syas.g_02584	Pray.g_01512
OG0000885	Syas.g_02583	Pray.g_01511
OG0000886	Syas.g_02582	Pray.g_01510
OG0000887	Syas.g_02581	Pray.g_01509
OG0000888	Syas.g_02579	Pray.g_01507
OG0000889	Syas.g_02577	Pray.g_01505
OG0000890	Syas.g_02574	Pray.g_01504
OG0000891	Syas.g_02573	Pray.g_01503
OG0000892	Syas.g_02571	Pray.g_01229
OG0000893	Syas.g_01677	Pray.g_01234
OG0000894	Syas.g_01667	Pray.g_01236
OG0000895	Syas.g_01663	Pray.g_01239
OG0000896	Syas.g_01662	Pray.g_01240
OG0000897	Syas.g_01660	Pray.g_01242
OG0000898	Syas.g_01659	Pray.g_01243
OG0000899	Syas.g_01658	Pray.g_01244
OG0000900	Syas.g_01657	Pray.g_01245
OG0000901	Syas.g_01652	Pray.g_01248
OG0000902	Syas.g_01651	Pray.g_01250
OG0000903	Syas.g_01637	Pray.g_01253
OG0000904	Syas.g_01642	Pray.g_01255
OG0000905	Syas.g_01647	Pray.g_01260
OG0000906	Syas.g_01649	Pray.g_01261
OG0000907	Syas.g_01635	Pray.g_01264
OG0000908	Syas.g_01632	Pray.g_01267
OG0000909	Syas.g_01631	Pray.g_01268
OG0000910	Syas.g_01630	Pray.g_01269
OG0000911	Syas.g_01628	Pray.g_01271
OG0000912	Syas.g_01627	Pray.g_01272
OG0000913	Syas.g_01626	Pray.g_01273
OG0000914	Syas.g_01625	Pray.g_01274
OG0000915	Syas.g_01623	Pray.g_01275
OG0000916	Syas.g_01622	Pray.g_01276
OG0000917	Syas.g_01621	Pray.g_01277
OG0000918	Syas.g_01620	Pray.g_01278
OG0000919	Syas.g_01619	Pray.g_01279
OG0000920	Syas.g_01618	Pray.g_01280
OG0000921	Syas.g_01617	Pray.g_01281
OG0000922	Syas.g_01616	Pray.g_01282
OG0000923	Syas.g_01612	Pray.g_01286
OG0000924	Syas.g_01611	Pray.g_01287
OG0000925	Syas.g_01610	Pray.g_01288
OG0000926	Syas.g_01609	Pray.g_01289
OG0000927	Syas.g_01607	Pray.g_01291
OG0000928	Syas.g_01606	Pray.g_01292
OG0000929	Syas.g_01605	Pray.g_01293
OG0000930	Syas.g_01604	Pray.g_01294
OG0000931	Syas.g_01603	Pray.g_01295
OG0000932	Syas.g_01602	Pray.g_01296
OG0000933	Syas.g_01596	Pray.g_01300
OG0000934	Syas.g_01594	Pray.g_01302
OG0000935	Syas.g_01593	Pray.g_01303
OG0000936	Syas.g_01592	Pray.g_01304
OG0000937	Syas.g_01591	Pray.g_01305
OG0000938	Syas.g_01588	Pray.g_01307
OG0000939	Syas.g_01587	Pray.g_01308
OG0000940	Syas.g_01580	Pray.g_01315
OG0000941	Syas.g_01578	Pray.g_01317
OG0000942	Syas.g_01576	Pray.g_01319
OG0000943	Syas.g_01575	Pray.g_01320
OG0000944	Syas.g_01573	Pray.g_01321
OG0000945	Syas.g_01572	Pray.g_01322
OG0000946	Syas.g_01565	Pray.g_01327
OG0000947	Syas.g_01562	Pray.g_01329
OG0000948	Syas.g_01561	Pray.g_01330
OG0000949	Syas.g_02213	Pray.g_01333
OG0000950	Syas.g_02197	Pray.g_01338
OG0000951	Syas.g_02190	Pray.g_01342
OG0000952	Syas.g_02186	Pray.g_01346
OG0000953	Syas.g_02182	Pray.g_01349
OG0000954	Syas.g_02174	Pray.g_01353
OG0000955	Syas.g_02173	Pray.g_01354
OG0000956	Syas.g_02171	Pray.g_01356
OG0000957	Syas.g_02158	Pray.g_01362
OG0000958	Syas.g_02157	Pray.g_01363
OG0000959	Syas.g_02154	Pray.g_01367
OG0000960	Syas.g_02153	Pray.g_01368
OG0000961	Syas.g_02345	Pray.g_01370
OG0000962	Syas.g_02146	Pray.g_01372
OG0000963	Syas.g_02143	Pray.g_01376
OG0000964	Syas.g_02142	Pray.g_01377
OG0000965	Syas.g_02141	Pray.g_01378
OG0000966	Syas.g_02112	Pray.g_01385
OG0000967	Syas.g_02108	Pray.g_01390
OG0000968	Syas.g_02106	Pray.g_01392
OG0000969	Syas.g_02104	Pray.g_01393
OG0000970	Syas.g_02103	Pray.g_01394
OG0000971	Syas.g_02101	Pray.g_01395
OG0000972	Syas.g_02100	Pray.g_01396
OG0000973	Syas.g_02099	Pray.g_01397
OG0000974	Syas.g_02098	Pray.g_01398
OG0000975	Syas.g_02097	Pray.g_01399
OG0000976	Syas.g_02096	Pray.g_01400
OG0000977	Syas.g_02094	Pray.g_01401
OG0000978	Syas.g_02093	Pray.g_01402
OG0000979	Syas.g_02090	Pray.g_01405
OG0000980	Syas.g_02087	Pray.g_01407
OG0000981	Syas.g_02084	Pray.g_01409
OG0000982	Syas.g_01882	Pray.g_01411
OG0000983	Syas.g_01883	Pray.g_01412
OG0000984	Syas.g_01884	Pray.g_01413
OG0000985	Syas.g_01888	Pray.g_01416
OG0000986	Syas.g_01891	Pray.g_01418
OG0000987	Syas.g_01897	Pray.g_01419
OG0000988	Syas.g_01902	Pray.g_01422
OG0000989	Syas.g_01908	Pray.g_01426
OG0000990	Syas.g_01937	Pray.g_01429
OG0000991	Syas.g_01939	Pray.g_01430
OG0000992	Syas.g_01943	Pray.g_01432
OG0000993	Syas.g_01945	Pray.g_01433
OG0000994	Syas.g_01948	Pray.g_01434
OG0000995	Syas.g_01955	Pray.g_01438
OG0000996	Syas.g_01977	Pray.g_01439
OG0000997	Syas.g_01993	Pray.g_01440
OG0000998	Syas.g_01995	Pray.g_01442
OG0000999	Syas.g_01996	Pray.g_01443
OG0001000	Syas.g_02000	Pray.g_01446
OG0001001	Syas.g_02006	Pray.g_01448
OG0001002	Syas.g_02014	Pray.g_01452
OG0001003	Syas.g_02016	Pray.g_01453
OG0001004	Syas.g_02017	Pray.g_01454
OG0001005	Syas.g_02018	Pray.g_01455
OG0001006	Syas.g_02032	Pray.g_01459
OG0001007	Syas.g_02034	Pray.g_01461
OG0001008	Syas.g_01496	Pray.g_00927
OG0001009	Syas.g_02065	Pray.g_01489
OG0001010	Syas.g_02066	Pray.g_01490
OG0001011	Syas.g_02068	Pray.g_01491
OG0001012	Syas.g_00152	Pray.g_00240
OG0001013	Syas.g_01866	Pray.g_00235
OG0001014	Syas.g_01857	Pray.g_00232
OG0001015	Syas.g_01856	Pray.g_00231
OG0001016	Syas.g_02517	Pray.g_00216
OG0001017	Syas.g_02511	Pray.g_00212
OG0001018	Syas.g_02509	Pray.g_00209
OG0001019	Syas.g_02469	Pray.g_00200
OG0001020	Syas.g_02443	Pray.g_00199
OG0001021	Syas.g_02437	Pray.g_00198
OG0001022	Syas.g_02434	Pray.g_00195
OG0001023	Syas.g_02433	Pray.g_00194
OG0001024	Syas.g_00135	Pray.g_00191
OG0001025	Syas.g_02424	Pray.g_00185
OG0001026	Syas.g_02412	Pray.g_00178
OG0001027	Syas.g_02408	Pray.g_00177
OG0001028	Syas.g_02405	Pray.g_00175
OG0001029	Syas.g_02403	Pray.g_00174
OG0001030	Syas.g_02384	Pray.g_00159
OG0001031	Syas.g_02293	Pray.g_00667
OG0001032	Syas.g_02290	Pray.g_00668
OG0001033	Syas.g_02239	Pray.g_00689
OG0001034	Syas.g_02556	Pray.g_00717
OG0001035	Syas.g_01704	Pray.g_00735
OG0001036	Syas.g_01709	Pray.g_00739
OG0001037	Syas.g_01711	Pray.g_00740
OG0001038	Syas.g_01751	Pray.g_00757
OG0001039	Syas.g_01754	Pray.g_00760
OG0001041	Syas.g_01761	Pray.g_00766
OG0001042	Syas.g_01821	Pray.g_00782
OG0001043	Syas.g_01817	Pray.g_00783
OG0001044	Syas.g_01542	Pray.g_00811
OG0001045	Syas.g_01529	Pray.g_00820
OG0001046	Syas.g_00532	Pray.g_00857
OG0001047	Syas.g_01494	Pray.g_00929
OG0001048	Syas.g_01493	Pray.g_00930
OG0001049	Syas.g_02742	Pray.g_00932
OG0001050	Syas.g_02743	Pray.g_00933
OG0001051	Syas.g_02744	Pray.g_00934
OG0001052	Syas.g_01337	Pray.g_00961
OG0001053	Syas.g_01250	Pray.g_00973
OG0001054	Syas.g_01231	Pray.g_00989
OG0001055	Syas.g_01210	Pray.g_01008
OG0001056	Syas.g_00068	Pray.g_01225
OG0001057	Syas.g_00763	Pray.g_01220
OG0001058	Syas.g_00787	Pray.g_01212
OG0001059	Syas.g_00791	Pray.g_01208
OG0001060	Syas.g_00797	Pray.g_01201
OG0001061	Syas.g_00816	Pray.g_01188
OG0001062	Syas.g_00819	Pray.g_01186
OG0001063	Syas.g_00830	Pray.g_01184
OG0001064	Syas.g_00831	Pray.g_01183
OG0001065	Syas.g_00832	Pray.g_01182
OG0001066	Syas.g_00833	Pray.g_01181
OG0001067	Syas.g_00834	Pray.g_01180
OG0001068	Syas.g_00835	Pray.g_01179
OG0001069	Syas.g_00836	Pray.g_01178
OG0001070	Syas.g_00840	Pray.g_01175
OG0001071	Syas.g_00841	Pray.g_01174
OG0001072	Syas.g_00844	Pray.g_01173
OG0001073	Syas.g_00855	Pray.g_01159
OG0001074	Syas.g_00157	Pray.g_01148
OG0001075	Syas.g_00163	Pray.g_01147
OG0001076	Syas.g_00113	Pray.g_01139
OG0001077	Syas.g_00101	Pray.g_01135
OG0001078	Syas.g_00745	Pray.g_01127
OG0001079	Syas.g_00729	Pray.g_01116
OG0001080	Syas.g_00717	Pray.g_01110
OG0001081	Syas.g_00715	Pray.g_01108
OG0001082	Syas.g_00714	Pray.g_01107
OG0001083	Syas.g_00707	Pray.g_01102
OG0001084	Syas.g_00706	Pray.g_01101
OG0001085	Syas.g_00693	Pray.g_01093
OG0001086	Syas.g_00691	Pray.g_01092
OG0001087	Syas.g_00071	Pray.g_01075
OG0001088	Syas.g_01060	Pray.g_01074
OG0001089	Syas.g_01039	Pray.g_01066
OG0001090	Syas.g_00980	Pray.g_01039
OG0001091	Syas.g_00979	Pray.g_01037
OG0001092	Syas.g_00178	Pray.g_01036
OG0001093	Syas.g_00184	Pray.g_01031
OG0001095	Syas.g_00582	Pray.g_00361
OG0001097	Syas.g_00243	Pray.g_00393
OG0001098	Syas.g_00880	Pray.g_00408
OG0001099	Syas.g_02404	Pray.g_00440
OG0001100	Syas.g_00682	Pray.g_00444
OG0001101	Syas.g_00680	Pray.g_00446
OG0001102	Syas.g_00677	Pray.g_00449
OG0001103	Syas.g_00675	Pray.g_00451
OG0001104	Syas.g_00620	Pray.g_00474
OG0001105	Syas.g_00617	Pray.g_00478
OG0001106	Syas.g_00447	Pray.g_00502
OG0001107	Syas.g_00459	Pray.g_00509
OG0001108	Syas.g_00494	Pray.g_00513
OG0001109	Syas.g_00496	Pray.g_00514
OG0001110	Syas.g_00498	Pray.g_00516
OG0001111	Syas.g_00500	Pray.g_00517
OG0001112	Syas.g_00503	Pray.g_00518
OG0001113	Syas.g_00504	Pray.g_00519
OG0001114	Syas.g_00505	Pray.g_00520
OG0001115	Syas.g_00527	Pray.g_00522
OG0001116	Syas.g_00529	Pray.g_00523
OG0001117	Syas.g_00530	Pray.g_00524
OG0001118	Syas.g_00531	Pray.g_00525
OG0001119	Syas.g_00533	Pray.g_00526
OG0001120	Syas.g_00539	Pray.g_00528
OG0001122	Syas.g_00222	Pray.g_00556
OG0001123	Syas.g_00214	Pray.g_00560
OG0001124	Syas.g_00212	Pray.g_00562
OG0001125	Syas.g_00210	Pray.g_00563
OG0001126	Syas.g_00991	Pray.g_00573
OG0001127	Syas.g_00992	Pray.g_00574
OG0001128	Syas.g_00995	Pray.g_00576
OG0001129	Syas.g_00997	Pray.g_00577
OG0001130	Syas.g_00998	Pray.g_00578
OG0001131	Syas.g_01401	Pray.g_00614
OG0001132	Syas.g_00525	Pray.g_00623
OG0001133	Syas.g_00109	Pray.g_00112
OG0001136	Syas.g_01187	Pray.g_00067
OG0001138	Syas.g_01114	Pray.g_00037
OG0001139	Syas.g_01112	Pray.g_00036
OG0001140	Syas.g_01111	Pray.g_00035
OG0001141	Syas.g_01110	Pray.g_00034
OG0001142	Syas.g_01109	Pray.g_00033
OG0001143	Syas.g_01092	Pray.g_00026
OG0001144	Syas.g_01084	Pray.g_00021
OG0001145	Syas.g_02867	Pray.g_01878
OG0001146	Syas.g_02846	Pray.g_01866
OG0001147	Syas.g_01329	Pray.g_01843
OG0001148	Syas.g_01263	Pray.g_01827
OG0001149	Syas.g_01264	Pray.g_01826
OG0001150	Syas.g_01265	Pray.g_01825
OG0001151	Syas.g_01366	Pray.g_01814
OG0001152	Syas.g_01367	Pray.g_01813
OG0001153	Syas.g_01301	Pray.g_01690
OG0001154	Syas.g_01302	Pray.g_01689
OG0001155	Syas.g_01478	Pray.g_01677
OG0001156	Syas.g_01489	Pray.g_01674
OG0001157	Syas.g_01490	Pray.g_01673
OG0001158	Syas.g_01491	Pray.g_01672
OG0001159	Syas.g_01492	Pray.g_01671
OG0001160	Syas.g_02705	Pray.g_01647
OG0001161	Syas.g_02030	Pray.g_01634
OG0001162	Syas.g_02473	Pray.g_01623
OG0001163	Syas.g_02697	Pray.g_01567
OG0001164	Syas.g_02691	Pray.g_01563
OG0001165	Syas.g_02686	Pray.g_01560
OG0001166	Syas.g_02658	Pray.g_01540
OG0001167	Syas.g_01046	Pray.g_01523
OG0001168	Syas.g_02597	Pray.g_01521
OG0001169	Syas.g_02595	Pray.g_01519
OG0001170	Syas.g_02593	Pray.g_01517
OG0001171	Syas.g_02580	Pray.g_01508
OG0001172	Syas.g_01665	Pray.g_01237
OG0001173	Syas.g_01664	Pray.g_01238
OG0001174	Syas.g_01656	Pray.g_01246
OG0001175	Syas.g_01655	Pray.g_01247
OG0001176	Syas.g_01638	Pray.g_01254
OG0001177	Syas.g_01640	Pray.g_01257
OG0001178	Syas.g_02676	Pray.g_01262
OG0001179	Syas.g_01608	Pray.g_01290
