Orthogroup	Syas	Syan
OG0000569	Syas.g_00811	Syan.g_00875
OG0000570	Syas.g_00812	Syan.g_00876
OG0000571	Syas.g_00815	Syan.g_00879
OG0000572	Syas.g_00839	Syan.g_00954
OG0000573	Syas.g_00952	Syan.g_00963
OG0000574	Syas.g_00951	Syan.g_00965
OG0000575	Syas.g_00848	Syan.g_01003
OG0000576	Syas.g_00850	Syan.g_01007
OG0000577	Syas.g_00851	Syan.g_01008
OG0000578	Syas.g_00852	Syan.g_01009
OG0000579	Syas.g_00853	Syan.g_01010
OG0000580	Syas.g_00854	Syan.g_01011
OG0000581	Syas.g_00861	Syan.g_01018
OG0000582	Syas.g_00873	Syan.g_01030
OG0000583	Syas.g_00872	Syan.g_01029
OG0000584	Syas.g_00871	Syan.g_01028
OG0000585	Syas.g_00868	Syan.g_01024
OG0000586	Syas.g_00867	Syan.g_01022
OG0000587	Syas.g_00865	Syan.g_01020
OG0000588	Syas.g_00960	Syan.g_00215
OG0000589	Syas.g_00121	Syan.g_00016
OG0000590	Syas.g_00120	Syan.g_00015
OG0000591	Syas.g_00106	Syan.g_00003
OG0000592	Syas.g_00105	Syan.g_00002
OG0000593	Syas.g_00750	Syan.g_00820
OG0000594	Syas.g_00749	Syan.g_00819
OG0000595	Syas.g_00748	Syan.g_00818
OG0000596	Syas.g_00743	Syan.g_00813
OG0000597	Syas.g_00740	Syan.g_00810
OG0000598	Syas.g_00739	Syan.g_00809
OG0000599	Syas.g_00732	Syan.g_00802
OG0000600	Syas.g_00731	Syan.g_00801
OG0000601	Syas.g_00730	Syan.g_00800
OG0000602	Syas.g_00725	Syan.g_00796
OG0000603	Syas.g_00724	Syan.g_00795
OG0000604	Syas.g_00721	Syan.g_00792
OG0000605	Syas.g_00719	Syan.g_00783
OG0000606	Syas.g_00716	Syan.g_00780
OG0000607	Syas.g_00713	Syan.g_00777
OG0000608	Syas.g_00712	Syan.g_00776
OG0000609	Syas.g_00710	Syan.g_00774
OG0000610	Syas.g_00702	Syan.g_00766
OG0000611	Syas.g_00699	Syan.g_00763
OG0000612	Syas.g_00698	Syan.g_00762
OG0000613	Syas.g_01825	Syan.g_01965
OG0000614	Syas.g_01044	Syan.g_00184
OG0000615	Syas.g_00650	Syan.g_00728
OG0000616	Syas.g_02011	Syan.g_01694
OG0000617	Syas.g_00180	Syan.g_00324
OG0000618	Syas.g_00181	Syan.g_00325
OG0000619	Syas.g_00182	Syan.g_00326
OG0000620	Syas.g_00188	Syan.g_00331
OG0000621	Syas.g_00189	Syan.g_00332
OG0000622	Syas.g_00190	Syan.g_00334
OG0000623	Syas.g_00191	Syan.g_00335
OG0000624	Syas.g_00192	Syan.g_00337
OG0000625	Syas.g_00193	Syan.g_00338
OG0000626	Syas.g_00194	Syan.g_00339
OG0000627	Syas.g_00372	Syan.g_00465
OG0000628	Syas.g_00373	Syan.g_00466
OG0000629	Syas.g_00376	Syan.g_00469
OG0000630	Syas.g_00397	Syan.g_00474
OG0000631	Syas.g_00405	Syan.g_00484
OG0000632	Syas.g_00406	Syan.g_00485
OG0000633	Syas.g_00407	Syan.g_00489
OG0000634	Syas.g_00600	Syan.g_00694
OG0000635	Syas.g_00599	Syan.g_00693
OG0000636	Syas.g_00597	Syan.g_00691
OG0000637	Syas.g_00595	Syan.g_00689
OG0000638	Syas.g_00594	Syan.g_00688
OG0000639	Syas.g_00593	Syan.g_00687
OG0000640	Syas.g_00592	Syan.g_00686
OG0000641	Syas.g_00587	Syan.g_00682
OG0000642	Syas.g_00586	Syan.g_00681
OG0000643	Syas.g_00585	Syan.g_00679
OG0000644	Syas.g_00584	Syan.g_00678
OG0000645	Syas.g_00583	Syan.g_00676
OG0000646	Syas.g_00580	Syan.g_00673
OG0000647	Syas.g_00578	Syan.g_00671
OG0000648	Syas.g_00576	Syan.g_00669
OG0000649	Syas.g_00575	Syan.g_00668
OG0000650	Syas.g_00574	Syan.g_00667
OG0000651	Syas.g_00573	Syan.g_00666
OG0000652	Syas.g_00572	Syan.g_00665
OG0000653	Syas.g_00570	Syan.g_00663
OG0000654	Syas.g_00569	Syan.g_00661
OG0000655	Syas.g_00568	Syan.g_00660
OG0000656	Syas.g_00565	Syan.g_00656
OG0000657	Syas.g_00232	Syan.g_00375
OG0000658	Syas.g_00235	Syan.g_00378
OG0000659	Syas.g_00236	Syan.g_00379
OG0000660	Syas.g_00240	Syan.g_00383
OG0000661	Syas.g_00242	Syan.g_00385
OG0000662	Syas.g_00281	Syan.g_00392
OG0000663	Syas.g_00284	Syan.g_00395
OG0000664	Syas.g_00287	Syan.g_00397
OG0000665	Syas.g_00385	Syan.g_00788
OG0000666	Syas.g_01362	Syan.g_02100
OG0000667	Syas.g_00088	Syan.g_00044
OG0000668	Syas.g_00221	Syan.g_00365
OG0000669	Syas.g_00684	Syan.g_00751
OG0000670	Syas.g_00681	Syan.g_00748
OG0000671	Syas.g_00679	Syan.g_00746
OG0000672	Syas.g_00676	Syan.g_00743
OG0000673	Syas.g_00673	Syan.g_00740
OG0000674	Syas.g_00671	Syan.g_00738
OG0000675	Syas.g_00670	Syan.g_00737
OG0000676	Syas.g_00668	Syan.g_00735
OG0000677	Syas.g_00667	Syan.g_00734
OG0000678	Syas.g_00660	Syan.g_00732
OG0000679	Syas.g_00629	Syan.g_00724
OG0000680	Syas.g_00628	Syan.g_00723
OG0000681	Syas.g_00625	Syan.g_00720
OG0000682	Syas.g_00624	Syan.g_00719
OG0000683	Syas.g_00623	Syan.g_00718
OG0000684	Syas.g_00621	Syan.g_00715
OG0000685	Syas.g_00187	Syan.g_00713
OG0000686	Syas.g_00619	Syan.g_00712
OG0000687	Syas.g_00618	Syan.g_00711
OG0000688	Syas.g_00612	Syan.g_00706
OG0000689	Syas.g_00610	Syan.g_00704
OG0000690	Syas.g_00609	Syan.g_00703
OG0000691	Syas.g_00608	Syan.g_00702
OG0000692	Syas.g_00606	Syan.g_00700
OG0000693	Syas.g_00604	Syan.g_00698
OG0000694	Syas.g_00603	Syan.g_00697
OG0000695	Syas.g_00410	Syan.g_00492
OG0000696	Syas.g_00411	Syan.g_00493
OG0000697	Syas.g_00413	Syan.g_00495
OG0000698	Syas.g_00417	Syan.g_00498
OG0000699	Syas.g_00419	Syan.g_00500
OG0000700	Syas.g_00420	Syan.g_00501
OG0000701	Syas.g_00421	Syan.g_00502
OG0000702	Syas.g_00437	Syan.g_00534
OG0000703	Syas.g_00438	Syan.g_00546
OG0000704	Syas.g_00446	Syan.g_00550
OG0000705	Syas.g_00453	Syan.g_00557
OG0000706	Syas.g_00454	Syan.g_00558
OG0000707	Syas.g_00455	Syan.g_00559
OG0000708	Syas.g_00458	Syan.g_00562
OG0000709	Syas.g_00466	Syan.g_00570
OG0000710	Syas.g_00497	Syan.g_00574
OG0000711	Syas.g_00546	Syan.g_00607
OG0000712	Syas.g_00548	Syan.g_00609
OG0000713	Syas.g_00549	Syan.g_00610
OG0000714	Syas.g_00551	Syan.g_00624
OG0000715	Syas.g_00553	Syan.g_00626
OG0000716	Syas.g_00556	Syan.g_00630
OG0000717	Syas.g_00557	Syan.g_00631
OG0000718	Syas.g_00561	Syan.g_00651
OG0000719	Syas.g_00223	Syan.g_00367
OG0000720	Syas.g_00209	Syan.g_00354
OG0000721	Syas.g_00207	Syan.g_00352
OG0000722	Syas.g_00206	Syan.g_00351
OG0000723	Syas.g_00196	Syan.g_00341
OG0000724	Syas.g_00999	Syan.g_00299
OG0000725	Syas.g_01024	Syan.g_00194
OG0000726	Syas.g_01025	Syan.g_00193
OG0000727	Syas.g_01026	Syan.g_00192
OG0000728	Syas.g_01028	Syan.g_00190
OG0000729	Syas.g_02145	Syan.g_01885
OG0000730	Syas.g_01544	Syan.g_02147
OG0000731	Syas.g_01532	Syan.g_02135
OG0000732	Syas.g_02086	Syan.g_01726
OG0000733	Syas.g_00096	Syan.g_01147
OG0000734	Syas.g_02414	Syan.g_02982
OG0000735	Syas.g_01201	Syan.g_02713
OG0000736	Syas.g_01200	Syan.g_02712
OG0000737	Syas.g_01199	Syan.g_02711
OG0000738	Syas.g_01193	Syan.g_02705
OG0000739	Syas.g_01192	Syan.g_02704
OG0000740	Syas.g_01191	Syan.g_02703
OG0000741	Syas.g_01188	Syan.g_02700
OG0000742	Syas.g_01185	Syan.g_02697
OG0000743	Syas.g_01182	Syan.g_02694
OG0000744	Syas.g_01181	Syan.g_02693
OG0000745	Syas.g_01178	Syan.g_02690
OG0000746	Syas.g_01176	Syan.g_02687
OG0000747	Syas.g_01174	Syan.g_02685
OG0000748	Syas.g_01146	Syan.g_02669
OG0000749	Syas.g_01144	Syan.g_02668
OG0000750	Syas.g_01143	Syan.g_02667
OG0000751	Syas.g_01138	Syan.g_02661
OG0000752	Syas.g_01136	Syan.g_02659
OG0000753	Syas.g_01133	Syan.g_02656
OG0000754	Syas.g_01128	Syan.g_02650
OG0000755	Syas.g_01117	Syan.g_02641
OG0000756	Syas.g_01116	Syan.g_02640
OG0000757	Syas.g_01108	Syan.g_02623
OG0000758	Syas.g_01107	Syan.g_02622
OG0000759	Syas.g_01106	Syan.g_02621
OG0000760	Syas.g_01105	Syan.g_02620
OG0000761	Syas.g_01104	Syan.g_02619
OG0000762	Syas.g_01102	Syan.g_02617
OG0000763	Syas.g_01091	Syan.g_02615
OG0000764	Syas.g_01090	Syan.g_02614
OG0000765	Syas.g_01076	Syan.g_02587
OG0000766	Syas.g_01075	Syan.g_02586
OG0000767	Syas.g_01073	Syan.g_02584
OG0000768	Syas.g_01072	Syan.g_02583
OG0000769	Syas.g_01070	Syan.g_02581
OG0000770	Syas.g_01067	Syan.g_02561
OG0000771	Syas.g_00993	Syan.g_00305
OG0000772	Syas.g_01461	Syan.g_00436
OG0000773	Syas.g_00002	Syan.g_01199
OG0000774	Syas.g_02862	Syan.g_01205
OG0000775	Syas.g_02860	Syan.g_01207
OG0000776	Syas.g_02859	Syan.g_01208
OG0000777	Syas.g_02858	Syan.g_01209
OG0000778	Syas.g_02857	Syan.g_01210
OG0000779	Syas.g_02852	Syan.g_01215
OG0000780	Syas.g_02847	Syan.g_01218
OG0000781	Syas.g_02842	Syan.g_01222
OG0000782	Syas.g_02841	Syan.g_01223
OG0000783	Syas.g_02840	Syan.g_01224
OG0000784	Syas.g_02839	Syan.g_01225
OG0000785	Syas.g_02837	Syan.g_01228
OG0000786	Syas.g_02833	Syan.g_01243
OG0000787	Syas.g_02832	Syan.g_01244
OG0000788	Syas.g_00782	Syan.g_00843
OG0000789	Syas.g_01507	Syan.g_00075
OG0000790	Syas.g_01266	Syan.g_02778
OG0000791	Syas.g_01268	Syan.g_02780
OG0000792	Syas.g_01269	Syan.g_02781
OG0000793	Syas.g_01359	Syan.g_02879
OG0000794	Syas.g_01361	Syan.g_02881
OG0000795	Syas.g_01363	Syan.g_02882
OG0000796	Syas.g_01368	Syan.g_02886
OG0000797	Syas.g_01369	Syan.g_02888
OG0000798	Syas.g_01750	Syan.g_02026
OG0000799	Syas.g_02789	Syan.g_01310
OG0000800	Syas.g_02790	Syan.g_01308
OG0000801	Syas.g_02791	Syan.g_01307
OG0000802	Syas.g_02797	Syan.g_01303
OG0000803	Syas.g_02800	Syan.g_01294
OG0000804	Syas.g_02803	Syan.g_01291
OG0000805	Syas.g_02805	Syan.g_01289
OG0000806	Syas.g_02807	Syan.g_01287
OG0000807	Syas.g_02808	Syan.g_01286
OG0000808	Syas.g_02809	Syan.g_01285
OG0000809	Syas.g_02811	Syan.g_01281
OG0000810	Syas.g_02813	Syan.g_01280
OG0000811	Syas.g_02822	Syan.g_01272
OG0000812	Syas.g_02824	Syan.g_01270
OG0000813	Syas.g_02825	Syan.g_01269
OG0000814	Syas.g_02827	Syan.g_01267
OG0000815	Syas.g_02829	Syan.g_01249
OG0000816	Syas.g_02831	Syan.g_01247
OG0000817	Syas.g_02753	Syan.g_01328
OG0000818	Syas.g_01282	Syan.g_02807
OG0000819	Syas.g_01283	Syan.g_02808
OG0000820	Syas.g_01284	Syan.g_02809
OG0000821	Syas.g_01289	Syan.g_02815
OG0000822	Syas.g_01291	Syan.g_02817
OG0000823	Syas.g_01292	Syan.g_02818
OG0000824	Syas.g_01297	Syan.g_02824
OG0000825	Syas.g_01298	Syan.g_02825
OG0000826	Syas.g_01299	Syan.g_02826
OG0000827	Syas.g_01300	Syan.g_02827
OG0000828	Syas.g_01303	Syan.g_02830
OG0000829	Syas.g_01304	Syan.g_02831
OG0000830	Syas.g_01305	Syan.g_02832
OG0000831	Syas.g_01308	Syan.g_02834
OG0000832	Syas.g_01476	Syan.g_02408
OG0000833	Syas.g_02738	Syan.g_01343
OG0000834	Syas.g_02737	Syan.g_01345
OG0000835	Syas.g_02736	Syan.g_01346
OG0000836	Syas.g_02732	Syan.g_01349
OG0000837	Syas.g_02731	Syan.g_01351
OG0000838	Syas.g_02727	Syan.g_01355
OG0000839	Syas.g_02726	Syan.g_01356
OG0000840	Syas.g_02725	Syan.g_01357
OG0000841	Syas.g_02724	Syan.g_01358
OG0000842	Syas.g_02723	Syan.g_01359
OG0000843	Syas.g_02722	Syan.g_01360
OG0000844	Syas.g_02720	Syan.g_01362
OG0000845	Syas.g_02719	Syan.g_01363
OG0000846	Syas.g_02718	Syan.g_01364
OG0000847	Syas.g_02717	Syan.g_01365
OG0000848	Syas.g_02715	Syan.g_01367
OG0000849	Syas.g_02714	Syan.g_01368
OG0000850	Syas.g_02711	Syan.g_01371
OG0000851	Syas.g_02708	Syan.g_01374
OG0000852	Syas.g_02707	Syan.g_01375
OG0000853	Syas.g_02703	Syan.g_01379
OG0000854	Syas.g_02701	Syan.g_01381
OG0000855	Syas.g_02700	Syan.g_01382
OG0000856	Syas.g_00103	Syan.g_01136
OG0000857	Syas.g_00579	Syan.g_00672
OG0000858	Syas.g_02693	Syan.g_01389
OG0000859	Syas.g_02692	Syan.g_01390
OG0000860	Syas.g_02679	Syan.g_01402
OG0000861	Syas.g_02678	Syan.g_01403
OG0000862	Syas.g_02677	Syan.g_01412
OG0000863	Syas.g_02675	Syan.g_01414
OG0000864	Syas.g_02674	Syan.g_00969
OG0000865	Syas.g_02673	Syan.g_01415
OG0000866	Syas.g_02672	Syan.g_01416
OG0000867	Syas.g_02671	Syan.g_01417
OG0000868	Syas.g_02667	Syan.g_01421
OG0000869	Syas.g_02662	Syan.g_01426
OG0000870	Syas.g_02657	Syan.g_01431
OG0000871	Syas.g_02656	Syan.g_01432
OG0000872	Syas.g_02650	Syan.g_01438
OG0000873	Syas.g_02647	Syan.g_01441
OG0000874	Syas.g_02645	Syan.g_01443
OG0000875	Syas.g_02644	Syan.g_01445
OG0000876	Syas.g_00280	Syan.g_00391
OG0000877	Syas.g_02603	Syan.g_01449
OG0000878	Syas.g_02602	Syan.g_01450
OG0000879	Syas.g_02601	Syan.g_01451
OG0000880	Syas.g_02600	Syan.g_01452
OG0000881	Syas.g_02596	Syan.g_01457
OG0000882	Syas.g_02591	Syan.g_01462
OG0000883	Syas.g_02586	Syan.g_01464
OG0000884	Syas.g_02584	Syan.g_01466
OG0000885	Syas.g_02583	Syan.g_01467
OG0000886	Syas.g_02582	Syan.g_01468
OG0000887	Syas.g_02581	Syan.g_01469
OG0000888	Syas.g_02579	Syan.g_01471
OG0000889	Syas.g_02577	Syan.g_01473
OG0000890	Syas.g_02574	Syan.g_01476
OG0000891	Syas.g_02573	Syan.g_01477
OG0000892	Syas.g_02571	Syan.g_01480
OG0000893	Syas.g_01677	Syan.g_02103
OG0000894	Syas.g_01667	Syan.g_02108
OG0000895	Syas.g_01663	Syan.g_02112
OG0000896	Syas.g_01662	Syan.g_02113
OG0000897	Syas.g_01660	Syan.g_02115
OG0000898	Syas.g_01659	Syan.g_02116
OG0000899	Syas.g_01658	Syan.g_02117
OG0000900	Syas.g_01657	Syan.g_02118
OG0000901	Syas.g_01652	Syan.g_02123
OG0000902	Syas.g_01651	Syan.g_02125
OG0000903	Syas.g_01637	Syan.g_02252
OG0000904	Syas.g_01642	Syan.g_02258
OG0000905	Syas.g_01647	Syan.g_02129
OG0000906	Syas.g_01649	Syan.g_02127
OG0000907	Syas.g_01635	Syan.g_02245
OG0000908	Syas.g_01632	Syan.g_02242
OG0000909	Syas.g_01631	Syan.g_02241
OG0000910	Syas.g_01630	Syan.g_02240
OG0000911	Syas.g_01628	Syan.g_02238
OG0000912	Syas.g_01627	Syan.g_02237
OG0000913	Syas.g_01626	Syan.g_02236
OG0000914	Syas.g_01625	Syan.g_02235
OG0000915	Syas.g_01623	Syan.g_02233
OG0000916	Syas.g_01622	Syan.g_02232
OG0000917	Syas.g_01621	Syan.g_02231
OG0000918	Syas.g_01620	Syan.g_02230
OG0000919	Syas.g_01619	Syan.g_02229
OG0000920	Syas.g_01618	Syan.g_02228
OG0000921	Syas.g_01617	Syan.g_02227
OG0000922	Syas.g_01616	Syan.g_02226
OG0000923	Syas.g_01612	Syan.g_02222
OG0000924	Syas.g_01611	Syan.g_02221
OG0000925	Syas.g_01610	Syan.g_02220
OG0000926	Syas.g_01609	Syan.g_02219
OG0000927	Syas.g_01607	Syan.g_02217
OG0000928	Syas.g_01606	Syan.g_02216
OG0000929	Syas.g_01605	Syan.g_02215
OG0000930	Syas.g_01604	Syan.g_02214
OG0000931	Syas.g_01603	Syan.g_02213
OG0000932	Syas.g_01602	Syan.g_02212
OG0000933	Syas.g_01596	Syan.g_02206
OG0000934	Syas.g_01594	Syan.g_02204
OG0000935	Syas.g_01593	Syan.g_02203
OG0000936	Syas.g_01592	Syan.g_02202
OG0000937	Syas.g_01591	Syan.g_02201
OG0000938	Syas.g_01588	Syan.g_02198
OG0000939	Syas.g_01587	Syan.g_02197
OG0000940	Syas.g_01580	Syan.g_02188
OG0000941	Syas.g_01578	Syan.g_02186
OG0000942	Syas.g_01576	Syan.g_02184
OG0000943	Syas.g_01575	Syan.g_02183
OG0000944	Syas.g_01573	Syan.g_02181
OG0000945	Syas.g_01572	Syan.g_02180
OG0000946	Syas.g_01565	Syan.g_02167
OG0000947	Syas.g_01562	Syan.g_02164
OG0000948	Syas.g_01561	Syan.g_02163
OG0000949	Syas.g_02213	Syan.g_01951
OG0000950	Syas.g_02197	Syan.g_01940
OG0000951	Syas.g_02190	Syan.g_01932
OG0000952	Syas.g_02186	Syan.g_01927
OG0000953	Syas.g_02182	Syan.g_01922
OG0000954	Syas.g_02174	Syan.g_01916
OG0000955	Syas.g_02173	Syan.g_01915
OG0000956	Syas.g_02171	Syan.g_01913
OG0000957	Syas.g_02158	Syan.g_01898
OG0000958	Syas.g_02157	Syan.g_01897
OG0000959	Syas.g_02154	Syan.g_01893
OG0000960	Syas.g_02153	Syan.g_01892
OG0000961	Syas.g_02345	Syan.g_03024
OG0000962	Syas.g_02146	Syan.g_01887
OG0000963	Syas.g_02143	Syan.g_01881
OG0000964	Syas.g_02142	Syan.g_01880
OG0000965	Syas.g_02141	Syan.g_01879
OG0000966	Syas.g_02112	Syan.g_01812
OG0000967	Syas.g_02108	Syan.g_01804
OG0000968	Syas.g_02106	Syan.g_01706
OG0000969	Syas.g_02104	Syan.g_01708
OG0000970	Syas.g_02103	Syan.g_01709
OG0000971	Syas.g_02101	Syan.g_01711
OG0000972	Syas.g_02100	Syan.g_01712
OG0000973	Syas.g_02099	Syan.g_01713
OG0000974	Syas.g_02098	Syan.g_01714
OG0000975	Syas.g_02097	Syan.g_01715
OG0000976	Syas.g_02096	Syan.g_01716
OG0000977	Syas.g_02094	Syan.g_01718
OG0000978	Syas.g_02093	Syan.g_01719
OG0000979	Syas.g_02090	Syan.g_01722
OG0000980	Syas.g_02087	Syan.g_01725
OG0000981	Syas.g_02084	Syan.g_01728
OG0000982	Syas.g_01882	Syan.g_01566
OG0000983	Syas.g_01883	Syan.g_01567
OG0000984	Syas.g_01884	Syan.g_01568
OG0000985	Syas.g_01888	Syan.g_01572
OG0000986	Syas.g_01891	Syan.g_01574
OG0000987	Syas.g_01897	Syan.g_01576
OG0000988	Syas.g_01902	Syan.g_01581
OG0000989	Syas.g_01908	Syan.g_01587
OG0000990	Syas.g_01937	Syan.g_01615
OG0000991	Syas.g_01939	Syan.g_01618
OG0000992	Syas.g_01943	Syan.g_01622
OG0000993	Syas.g_01945	Syan.g_01623
OG0000994	Syas.g_01948	Syan.g_01625
OG0000995	Syas.g_01955	Syan.g_01629
OG0000996	Syas.g_01977	Syan.g_01653
OG0000997	Syas.g_01993	Syan.g_01677
OG0000998	Syas.g_01995	Syan.g_01679
OG0000999	Syas.g_01996	Syan.g_01680
OG0001000	Syas.g_02000	Syan.g_01684
OG0001001	Syas.g_02006	Syan.g_01690
OG0001002	Syas.g_02014	Syan.g_01697
OG0001003	Syas.g_02016	Syan.g_01699
OG0001004	Syas.g_02017	Syan.g_01700
OG0001005	Syas.g_02018	Syan.g_01701
OG0001006	Syas.g_02032	Syan.g_01794
OG0001007	Syas.g_02034	Syan.g_01796
OG0001008	Syas.g_01496	Syan.g_02397
OG0001009	Syas.g_02065	Syan.g_01748
OG0001010	Syas.g_02066	Syan.g_01747
OG0001011	Syas.g_02068	Syan.g_01745
OG0001012	Syas.g_00152	Syan.g_00281
OG0001013	Syas.g_01866	Syan.g_01542
OG0001014	Syas.g_01857	Syan.g_01535
OG0001015	Syas.g_01856	Syan.g_01534
OG0001016	Syas.g_02517	Syan.g_02912
OG0001017	Syas.g_02511	Syan.g_02918
OG0001018	Syas.g_02509	Syan.g_02920
OG0001019	Syas.g_02469	Syan.g_02947
OG0001020	Syas.g_02443	Syan.g_02951
OG0001021	Syas.g_02437	Syan.g_02958
OG0001022	Syas.g_02434	Syan.g_02964
OG0001023	Syas.g_02433	Syan.g_02965
OG0001024	Syas.g_00135	Syan.g_00968
OG0001025	Syas.g_02424	Syan.g_02971
OG0001026	Syas.g_02412	Syan.g_02984
OG0001027	Syas.g_02408	Syan.g_02308
OG0001028	Syas.g_02405	Syan.g_02305
OG0001029	Syas.g_02403	Syan.g_02303
OG0001030	Syas.g_02384	Syan.g_02281
OG0001031	Syas.g_02293	Syan.g_03060
OG0001032	Syas.g_02290	Syan.g_03063
OG0001033	Syas.g_02239	Syan.g_00970
OG0001034	Syas.g_02556	Syan.g_02425
OG0001035	Syas.g_01704	Syan.g_02062
OG0001036	Syas.g_01709	Syan.g_02056
OG0001037	Syas.g_01711	Syan.g_02054
OG0001038	Syas.g_01751	Syan.g_02025
OG0001039	Syas.g_01754	Syan.g_02022
OG0001041	Syas.g_01761	Syan.g_02015
OG0001042	Syas.g_01821	Syan.g_01992
OG0001043	Syas.g_01817	Syan.g_01988
OG0001044	Syas.g_01542	Syan.g_02145
OG0001045	Syas.g_01529	Syan.g_02132
OG0001046	Syas.g_00532	Syan.g_00591
OG0001047	Syas.g_01494	Syan.g_02399
OG0001048	Syas.g_01493	Syan.g_02400
OG0001049	Syas.g_02742	Syan.g_01340
OG0001050	Syas.g_02743	Syan.g_01339
OG0001051	Syas.g_02744	Syan.g_01338
OG0001052	Syas.g_01337	Syan.g_02850
OG0001053	Syas.g_01250	Syan.g_02761
OG0001054	Syas.g_01231	Syan.g_02742
OG0001055	Syas.g_01210	Syan.g_02721
OG0001056	Syas.g_00068	Syan.g_01161
OG0001057	Syas.g_00763	Syan.g_00832
OG0001058	Syas.g_00787	Syan.g_00851
OG0001059	Syas.g_00791	Syan.g_00855
OG0001060	Syas.g_00797	Syan.g_00861
OG0001061	Syas.g_00816	Syan.g_00880
OG0001063	Syas.g_00830	Syan.g_00945
OG0001064	Syas.g_00831	Syan.g_00946
OG0001065	Syas.g_00832	Syan.g_00947
OG0001066	Syas.g_00833	Syan.g_00948
OG0001067	Syas.g_00834	Syan.g_00949
OG0001068	Syas.g_00835	Syan.g_00950
OG0001069	Syas.g_00836	Syan.g_00951
OG0001070	Syas.g_00840	Syan.g_00955
OG0001071	Syas.g_00841	Syan.g_00956
OG0001072	Syas.g_00844	Syan.g_00960
OG0001073	Syas.g_00855	Syan.g_01012
OG0001074	Syas.g_00157	Syan.g_00202
OG0001075	Syas.g_00163	Syan.g_00200
OG0001076	Syas.g_00113	Syan.g_00012
OG0001077	Syas.g_00101	Syan.g_01140
OG0001078	Syas.g_00745	Syan.g_00815
OG0001079	Syas.g_00729	Syan.g_00799
OG0001080	Syas.g_00717	Syan.g_00781
OG0001081	Syas.g_00715	Syan.g_00779
OG0001082	Syas.g_00714	Syan.g_00778
OG0001083	Syas.g_00707	Syan.g_00771
OG0001084	Syas.g_00706	Syan.g_00770
OG0001086	Syas.g_00691	Syan.g_00757
OG0001087	Syas.g_00071	Syan.g_01159
OG0001088	Syas.g_01060	Syan.g_02688
OG0001089	Syas.g_01039	Syan.g_00185
OG0001090	Syas.g_00980	Syan.g_00317
OG0001091	Syas.g_00979	Syan.g_00320
OG0001092	Syas.g_00178	Syan.g_00322
OG0001093	Syas.g_00184	Syan.g_00328
OG0001095	Syas.g_00582	Syan.g_00675
OG0001097	Syas.g_00243	Syan.g_00386
OG0001099	Syas.g_02404	Syan.g_02304
OG0001100	Syas.g_00682	Syan.g_00749
OG0001101	Syas.g_00680	Syan.g_00747
OG0001102	Syas.g_00677	Syan.g_00744
OG0001103	Syas.g_00675	Syan.g_00742
OG0001104	Syas.g_00620	Syan.g_00714
OG0001106	Syas.g_00447	Syan.g_00551
OG0001107	Syas.g_00459	Syan.g_00563
OG0001108	Syas.g_00494	Syan.g_00571
OG0001109	Syas.g_00496	Syan.g_00573
OG0001110	Syas.g_00498	Syan.g_00575
OG0001111	Syas.g_00500	Syan.g_00577
OG0001112	Syas.g_00503	Syan.g_00579
OG0001113	Syas.g_00504	Syan.g_00580
OG0001114	Syas.g_00505	Syan.g_00581
OG0001115	Syas.g_00527	Syan.g_00586
OG0001116	Syas.g_00529	Syan.g_00588
OG0001117	Syas.g_00530	Syan.g_00589
OG0001118	Syas.g_00531	Syan.g_00590
OG0001119	Syas.g_00533	Syan.g_00592
OG0001120	Syas.g_00539	Syan.g_00597
OG0001122	Syas.g_00222	Syan.g_00366
OG0001123	Syas.g_00214	Syan.g_00359
OG0001124	Syas.g_00212	Syan.g_00357
OG0001125	Syas.g_00210	Syan.g_00355
OG0001126	Syas.g_00991	Syan.g_00307
OG0001127	Syas.g_00992	Syan.g_00306
OG0001128	Syas.g_00995	Syan.g_00303
OG0001129	Syas.g_00997	Syan.g_00301
OG0001130	Syas.g_00998	Syan.g_00300
OG0001131	Syas.g_01401	Syan.g_00079
OG0001132	Syas.g_00525	Syan.g_00100
OG0001133	Syas.g_00109	Syan.g_00006
OG0001136	Syas.g_01187	Syan.g_02699
OG0001138	Syas.g_01114	Syan.g_02638
OG0001139	Syas.g_01112	Syan.g_02636
OG0001140	Syas.g_01111	Syan.g_02635
OG0001141	Syas.g_01110	Syan.g_02625
OG0001142	Syas.g_01109	Syan.g_02624
OG0001143	Syas.g_01092	Syan.g_02616
OG0001144	Syas.g_01084	Syan.g_02596
OG0001145	Syas.g_02867	Syan.g_01200
OG0001146	Syas.g_02846	Syan.g_01219
OG0001147	Syas.g_01329	Syan.g_02842
OG0001148	Syas.g_01263	Syan.g_02775
OG0001149	Syas.g_01264	Syan.g_02776
OG0001150	Syas.g_01265	Syan.g_02777
OG0001151	Syas.g_01366	Syan.g_02884
OG0001152	Syas.g_01367	Syan.g_02885
OG0001153	Syas.g_01301	Syan.g_02828
OG0001154	Syas.g_01302	Syan.g_02829
OG0001156	Syas.g_01489	Syan.g_02404
OG0001157	Syas.g_01490	Syan.g_02403
OG0001158	Syas.g_01491	Syan.g_02402
OG0001159	Syas.g_01492	Syan.g_02401
OG0001160	Syas.g_02705	Syan.g_01377
OG0001161	Syas.g_02030	Syan.g_01594
OG0001162	Syas.g_02473	Syan.g_02943
