Orthogroup	Syas	Prbd
OG0000569	Syas.g_00811	Prbd.g_00673
OG0000570	Syas.g_00812	Prbd.g_00672
OG0000571	Syas.g_00815	Prbd.g_00670
OG0000572	Syas.g_00839	Prbd.g_00657
OG0000573	Syas.g_00952	Prbd.g_00652
OG0000574	Syas.g_00951	Prbd.g_00651
OG0000575	Syas.g_00848	Prbd.g_00647
OG0000576	Syas.g_00850	Prbd.g_00645
OG0000577	Syas.g_00851	Prbd.g_00644
OG0000578	Syas.g_00852	Prbd.g_00643
OG0000579	Syas.g_00853	Prbd.g_00642
OG0000580	Syas.g_00854	Prbd.g_00641
OG0000581	Syas.g_00861	Prbd.g_00639
OG0000582	Syas.g_00873	Prbd.g_00636
OG0000583	Syas.g_00872	Prbd.g_00635
OG0000584	Syas.g_00871	Prbd.g_00634
OG0000585	Syas.g_00868	Prbd.g_00632
OG0000586	Syas.g_00867	Prbd.g_00631
OG0000587	Syas.g_00865	Prbd.g_00630
OG0000588	Syas.g_00960	Prbd.g_00626
OG0000589	Syas.g_00121	Prbd.g_00623
OG0000590	Syas.g_00120	Prbd.g_00622
OG0000591	Syas.g_00106	Prbd.g_00619
OG0000592	Syas.g_00105	Prbd.g_00618
OG0000593	Syas.g_00750	Prbd.g_00612
OG0000594	Syas.g_00749	Prbd.g_00611
OG0000595	Syas.g_00748	Prbd.g_00610
OG0000596	Syas.g_00743	Prbd.g_00606
OG0000597	Syas.g_00740	Prbd.g_00604
OG0000598	Syas.g_00739	Prbd.g_00603
OG0000599	Syas.g_00732	Prbd.g_00600
OG0000600	Syas.g_00731	Prbd.g_00599
OG0000601	Syas.g_00730	Prbd.g_00598
OG0000602	Syas.g_00725	Prbd.g_00596
OG0000603	Syas.g_00724	Prbd.g_00595
OG0000604	Syas.g_00721	Prbd.g_00594
OG0000605	Syas.g_00719	Prbd.g_00593
OG0000606	Syas.g_00716	Prbd.g_00590
OG0000607	Syas.g_00713	Prbd.g_00587
OG0000608	Syas.g_00712	Prbd.g_00586
OG0000609	Syas.g_00710	Prbd.g_00585
OG0000610	Syas.g_00702	Prbd.g_00580
OG0000611	Syas.g_00699	Prbd.g_00577
OG0000612	Syas.g_00698	Prbd.g_00576
OG0000613	Syas.g_01825	Prbd.g_00571
OG0000614	Syas.g_01044	Prbd.g_00552
OG0000615	Syas.g_00650	Prbd.g_00544
OG0000616	Syas.g_02011	Prbd.g_00540
OG0000617	Syas.g_00180	Prbd.g_00013
OG0000618	Syas.g_00181	Prbd.g_00014
OG0000619	Syas.g_00182	Prbd.g_00015
OG0000620	Syas.g_00188	Prbd.g_00018
OG0000621	Syas.g_00189	Prbd.g_00019
OG0000622	Syas.g_00190	Prbd.g_00020
OG0000623	Syas.g_00191	Prbd.g_00021
OG0000624	Syas.g_00192	Prbd.g_00022
OG0000625	Syas.g_00193	Prbd.g_00023
OG0000626	Syas.g_00194	Prbd.g_00024
OG0000627	Syas.g_00372	Prbd.g_00025
OG0000628	Syas.g_00373	Prbd.g_00026
OG0000629	Syas.g_00376	Prbd.g_00027
OG0000630	Syas.g_00397	Prbd.g_00030
OG0000631	Syas.g_00405	Prbd.g_00093
OG0000632	Syas.g_00406	Prbd.g_00094
OG0000633	Syas.g_00407	Prbd.g_00095
OG0000634	Syas.g_00600	Prbd.g_00098
OG0000635	Syas.g_00599	Prbd.g_00099
OG0000636	Syas.g_00597	Prbd.g_00101
OG0000637	Syas.g_00595	Prbd.g_00103
OG0000638	Syas.g_00594	Prbd.g_00104
OG0000639	Syas.g_00593	Prbd.g_00105
OG0000640	Syas.g_00592	Prbd.g_00106
OG0000641	Syas.g_00587	Prbd.g_00110
OG0000642	Syas.g_00586	Prbd.g_00111
OG0000643	Syas.g_00585	Prbd.g_00112
OG0000644	Syas.g_00584	Prbd.g_00113
OG0000645	Syas.g_00583	Prbd.g_00114
OG0000646	Syas.g_00580	Prbd.g_00116
OG0000647	Syas.g_00578	Prbd.g_00117
OG0000648	Syas.g_00576	Prbd.g_00119
OG0000649	Syas.g_00575	Prbd.g_00120
OG0000650	Syas.g_00574	Prbd.g_00121
OG0000651	Syas.g_00573	Prbd.g_00122
OG0000652	Syas.g_00572	Prbd.g_00123
OG0000653	Syas.g_00570	Prbd.g_00125
OG0000654	Syas.g_00569	Prbd.g_00126
OG0000655	Syas.g_00568	Prbd.g_00127
OG0000656	Syas.g_00565	Prbd.g_00130
OG0000657	Syas.g_00232	Prbd.g_00138
OG0000658	Syas.g_00235	Prbd.g_00139
OG0000659	Syas.g_00236	Prbd.g_00140
OG0000660	Syas.g_00240	Prbd.g_00144
OG0000661	Syas.g_00242	Prbd.g_00146
OG0000662	Syas.g_00281	Prbd.g_00148
OG0000663	Syas.g_00284	Prbd.g_00150
OG0000664	Syas.g_00287	Prbd.g_00151
OG0000665	Syas.g_00385	Prbd.g_00155
OG0000666	Syas.g_01362	Prbd.g_00156
OG0000667	Syas.g_00088	Prbd.g_00160
OG0000668	Syas.g_00221	Prbd.g_00190
OG0000669	Syas.g_00684	Prbd.g_00197
OG0000670	Syas.g_00681	Prbd.g_00199
OG0000671	Syas.g_00679	Prbd.g_00201
OG0000672	Syas.g_00676	Prbd.g_00204
OG0000673	Syas.g_00673	Prbd.g_00207
OG0000674	Syas.g_00671	Prbd.g_00209
OG0000675	Syas.g_00670	Prbd.g_00210
OG0000676	Syas.g_00668	Prbd.g_00212
OG0000677	Syas.g_00667	Prbd.g_00213
OG0000678	Syas.g_00660	Prbd.g_00215
OG0000679	Syas.g_00629	Prbd.g_00219
OG0000680	Syas.g_00628	Prbd.g_00220
OG0000681	Syas.g_00625	Prbd.g_00222
OG0000682	Syas.g_00624	Prbd.g_00223
OG0000683	Syas.g_00623	Prbd.g_00224
OG0000684	Syas.g_00621	Prbd.g_00226
OG0000685	Syas.g_00187	Prbd.g_00228
OG0000686	Syas.g_00619	Prbd.g_00229
OG0000687	Syas.g_00618	Prbd.g_00230
OG0000688	Syas.g_00612	Prbd.g_00233
OG0000689	Syas.g_00610	Prbd.g_00234
OG0000690	Syas.g_00609	Prbd.g_00235
OG0000691	Syas.g_00608	Prbd.g_00236
OG0000692	Syas.g_00606	Prbd.g_00238
OG0000693	Syas.g_00604	Prbd.g_00239
OG0000694	Syas.g_00603	Prbd.g_00240
OG0000695	Syas.g_00410	Prbd.g_00242
OG0000696	Syas.g_00411	Prbd.g_00243
OG0000697	Syas.g_00413	Prbd.g_00244
OG0000698	Syas.g_00417	Prbd.g_00247
OG0000699	Syas.g_00419	Prbd.g_00248
OG0000700	Syas.g_00420	Prbd.g_00249
OG0000701	Syas.g_00421	Prbd.g_00250
OG0000702	Syas.g_00437	Prbd.g_00252
OG0000703	Syas.g_00438	Prbd.g_00253
OG0000704	Syas.g_00446	Prbd.g_00254
OG0000705	Syas.g_00453	Prbd.g_00258
OG0000706	Syas.g_00454	Prbd.g_00259
OG0000707	Syas.g_00455	Prbd.g_00260
OG0000708	Syas.g_00458	Prbd.g_00261
OG0000709	Syas.g_00466	Prbd.g_00265
OG0000710	Syas.g_00497	Prbd.g_00268
OG0000711	Syas.g_00546	Prbd.g_00285
OG0000712	Syas.g_00548	Prbd.g_00287
OG0000713	Syas.g_00549	Prbd.g_00288
OG0000714	Syas.g_00551	Prbd.g_00289
OG0000715	Syas.g_00553	Prbd.g_00291
OG0000716	Syas.g_00556	Prbd.g_00293
OG0000717	Syas.g_00557	Prbd.g_00294
OG0000718	Syas.g_00561	Prbd.g_00309
OG0000719	Syas.g_00223	Prbd.g_00311
OG0000720	Syas.g_00209	Prbd.g_00320
OG0000721	Syas.g_00207	Prbd.g_00322
OG0000722	Syas.g_00206	Prbd.g_00323
OG0000723	Syas.g_00196	Prbd.g_00326
OG0000724	Syas.g_00999	Prbd.g_00335
OG0000725	Syas.g_01024	Prbd.g_00341
OG0000726	Syas.g_01025	Prbd.g_00342
OG0000727	Syas.g_01026	Prbd.g_00343
OG0000728	Syas.g_01028	Prbd.g_00345
OG0000729	Syas.g_02145	Prbd.g_00391
OG0000730	Syas.g_01544	Prbd.g_00395
OG0000731	Syas.g_01532	Prbd.g_00399
OG0000732	Syas.g_02086	Prbd.g_00408
OG0000733	Syas.g_00096	Prbd.g_00428
OG0000734	Syas.g_02414	Prbd.g_00453
OG0000735	Syas.g_01201	Prbd.g_00455
OG0000736	Syas.g_01200	Prbd.g_00456
OG0000737	Syas.g_01199	Prbd.g_00457
OG0000738	Syas.g_01193	Prbd.g_00461
OG0000739	Syas.g_01192	Prbd.g_00462
OG0000740	Syas.g_01191	Prbd.g_00463
OG0000741	Syas.g_01188	Prbd.g_00464
OG0000742	Syas.g_01185	Prbd.g_00467
OG0000743	Syas.g_01182	Prbd.g_00469
OG0000744	Syas.g_01181	Prbd.g_00470
OG0000745	Syas.g_01178	Prbd.g_00471
OG0000746	Syas.g_01176	Prbd.g_00473
OG0000747	Syas.g_01174	Prbd.g_00474
OG0000748	Syas.g_01146	Prbd.g_00477
OG0000749	Syas.g_01144	Prbd.g_00478
OG0000750	Syas.g_01143	Prbd.g_00479
OG0000751	Syas.g_01138	Prbd.g_00481
OG0000752	Syas.g_01136	Prbd.g_00483
OG0000753	Syas.g_01133	Prbd.g_00486
OG0000754	Syas.g_01128	Prbd.g_00489
OG0000755	Syas.g_01117	Prbd.g_00492
OG0000756	Syas.g_01116	Prbd.g_00493
OG0000757	Syas.g_01108	Prbd.g_00499
OG0000758	Syas.g_01107	Prbd.g_00500
OG0000759	Syas.g_01106	Prbd.g_00501
OG0000760	Syas.g_01105	Prbd.g_00502
OG0000761	Syas.g_01104	Prbd.g_00503
OG0000762	Syas.g_01102	Prbd.g_00504
OG0000763	Syas.g_01091	Prbd.g_00506
OG0000764	Syas.g_01090	Prbd.g_00507
OG0000765	Syas.g_01076	Prbd.g_00516
OG0000766	Syas.g_01075	Prbd.g_00517
OG0000767	Syas.g_01073	Prbd.g_00519
OG0000768	Syas.g_01072	Prbd.g_00520
OG0000769	Syas.g_01070	Prbd.g_00522
OG0000770	Syas.g_01067	Prbd.g_00524
OG0000771	Syas.g_00993	Prbd.g_01921
OG0000772	Syas.g_01461	Prbd.g_01858
OG0000773	Syas.g_00002	Prbd.g_01810
OG0000774	Syas.g_02862	Prbd.g_01808
OG0000775	Syas.g_02860	Prbd.g_01806
OG0000776	Syas.g_02859	Prbd.g_01805
OG0000777	Syas.g_02858	Prbd.g_01804
OG0000778	Syas.g_02857	Prbd.g_01803
OG0000779	Syas.g_02852	Prbd.g_01799
OG0000780	Syas.g_02847	Prbd.g_01798
OG0000781	Syas.g_02842	Prbd.g_01795
OG0000782	Syas.g_02841	Prbd.g_01794
OG0000783	Syas.g_02840	Prbd.g_01793
OG0000784	Syas.g_02839	Prbd.g_01792
OG0000785	Syas.g_02837	Prbd.g_01790
OG0000786	Syas.g_02833	Prbd.g_01788
OG0000787	Syas.g_02832	Prbd.g_01787
OG0000788	Syas.g_00782	Prbd.g_01777
OG0000789	Syas.g_01507	Prbd.g_01774
OG0000790	Syas.g_01266	Prbd.g_01759
OG0000791	Syas.g_01268	Prbd.g_01757
OG0000792	Syas.g_01269	Prbd.g_01756
OG0000793	Syas.g_01359	Prbd.g_01753
OG0000794	Syas.g_01361	Prbd.g_01752
OG0000795	Syas.g_01363	Prbd.g_01751
OG0000796	Syas.g_01368	Prbd.g_01747
OG0000797	Syas.g_01369	Prbd.g_01746
OG0000799	Syas.g_02789	Prbd.g_01707
OG0000800	Syas.g_02790	Prbd.g_01706
OG0000801	Syas.g_02791	Prbd.g_01705
OG0000802	Syas.g_02797	Prbd.g_01703
OG0000803	Syas.g_02800	Prbd.g_01701
OG0000804	Syas.g_02803	Prbd.g_01700
OG0000805	Syas.g_02805	Prbd.g_01698
OG0000806	Syas.g_02807	Prbd.g_01696
OG0000807	Syas.g_02808	Prbd.g_01695
OG0000808	Syas.g_02809	Prbd.g_01694
OG0000809	Syas.g_02811	Prbd.g_01691
OG0000810	Syas.g_02813	Prbd.g_01690
OG0000811	Syas.g_02822	Prbd.g_01686
OG0000812	Syas.g_02824	Prbd.g_01684
OG0000813	Syas.g_02825	Prbd.g_01683
OG0000814	Syas.g_02827	Prbd.g_01681
OG0000815	Syas.g_02829	Prbd.g_01680
OG0000816	Syas.g_02831	Prbd.g_01678
OG0000817	Syas.g_02753	Prbd.g_01677
OG0000818	Syas.g_01282	Prbd.g_01672
OG0000819	Syas.g_01283	Prbd.g_01671
OG0000820	Syas.g_01284	Prbd.g_01670
OG0000821	Syas.g_01289	Prbd.g_01666
OG0000822	Syas.g_01291	Prbd.g_01665
OG0000823	Syas.g_01292	Prbd.g_01664
OG0000824	Syas.g_01297	Prbd.g_01661
OG0000825	Syas.g_01298	Prbd.g_01660
OG0000826	Syas.g_01299	Prbd.g_01659
OG0000827	Syas.g_01300	Prbd.g_01658
OG0000828	Syas.g_01303	Prbd.g_01655
OG0000829	Syas.g_01304	Prbd.g_01654
OG0000830	Syas.g_01305	Prbd.g_01653
OG0000831	Syas.g_01308	Prbd.g_01651
OG0000832	Syas.g_01476	Prbd.g_01645
OG0000833	Syas.g_02738	Prbd.g_01637
OG0000834	Syas.g_02737	Prbd.g_01636
OG0000835	Syas.g_02736	Prbd.g_01635
OG0000836	Syas.g_02732	Prbd.g_01634
OG0000837	Syas.g_02731	Prbd.g_01633
OG0000838	Syas.g_02727	Prbd.g_01631
OG0000839	Syas.g_02726	Prbd.g_01630
OG0000840	Syas.g_02725	Prbd.g_01629
OG0000841	Syas.g_02724	Prbd.g_01628
OG0000842	Syas.g_02723	Prbd.g_01627
OG0000843	Syas.g_02722	Prbd.g_01626
OG0000844	Syas.g_02720	Prbd.g_01625
OG0000845	Syas.g_02719	Prbd.g_01624
OG0000846	Syas.g_02718	Prbd.g_01623
OG0000847	Syas.g_02717	Prbd.g_01622
OG0000848	Syas.g_02715	Prbd.g_01621
OG0000849	Syas.g_02714	Prbd.g_01620
OG0000850	Syas.g_02711	Prbd.g_01617
OG0000851	Syas.g_02708	Prbd.g_01616
OG0000852	Syas.g_02707	Prbd.g_01615
OG0000853	Syas.g_02703	Prbd.g_01611
OG0000854	Syas.g_02701	Prbd.g_01609
OG0000855	Syas.g_02700	Prbd.g_01608
OG0000856	Syas.g_00103	Prbd.g_01593
OG0000857	Syas.g_00579	Prbd.g_01566
OG0000858	Syas.g_02693	Prbd.g_01531
OG0000859	Syas.g_02692	Prbd.g_01530
OG0000860	Syas.g_02679	Prbd.g_01523
OG0000861	Syas.g_02678	Prbd.g_01522
OG0000862	Syas.g_02677	Prbd.g_01521
OG0000863	Syas.g_02675	Prbd.g_01519
OG0000864	Syas.g_02674	Prbd.g_01518
OG0000865	Syas.g_02673	Prbd.g_01517
OG0000866	Syas.g_02672	Prbd.g_01516
OG0000867	Syas.g_02671	Prbd.g_01515
OG0000868	Syas.g_02667	Prbd.g_01514
OG0000869	Syas.g_02662	Prbd.g_01510
OG0000870	Syas.g_02657	Prbd.g_01505
OG0000871	Syas.g_02656	Prbd.g_01504
OG0000872	Syas.g_02650	Prbd.g_01503
OG0000873	Syas.g_02647	Prbd.g_01500
OG0000874	Syas.g_02645	Prbd.g_01497
OG0000875	Syas.g_02644	Prbd.g_01496
OG0000876	Syas.g_00280	Prbd.g_01495
OG0000877	Syas.g_02603	Prbd.g_01493
OG0000878	Syas.g_02602	Prbd.g_01492
OG0000879	Syas.g_02601	Prbd.g_01491
OG0000880	Syas.g_02600	Prbd.g_01490
OG0000881	Syas.g_02596	Prbd.g_01486
OG0000882	Syas.g_02591	Prbd.g_01481
OG0000883	Syas.g_02586	Prbd.g_01479
OG0000884	Syas.g_02584	Prbd.g_01477
OG0000885	Syas.g_02583	Prbd.g_01476
OG0000886	Syas.g_02582	Prbd.g_01475
OG0000887	Syas.g_02581	Prbd.g_01474
OG0000888	Syas.g_02579	Prbd.g_01472
OG0000889	Syas.g_02577	Prbd.g_01470
OG0000890	Syas.g_02574	Prbd.g_01469
OG0000891	Syas.g_02573	Prbd.g_01468
OG0000892	Syas.g_02571	Prbd.g_01466
OG0000893	Syas.g_01677	Prbd.g_01463
OG0000894	Syas.g_01667	Prbd.g_01461
OG0000895	Syas.g_01663	Prbd.g_01458
OG0000896	Syas.g_01662	Prbd.g_01457
OG0000897	Syas.g_01660	Prbd.g_01455
OG0000898	Syas.g_01659	Prbd.g_01454
OG0000899	Syas.g_01658	Prbd.g_01453
OG0000900	Syas.g_01657	Prbd.g_01452
OG0000901	Syas.g_01652	Prbd.g_01449
OG0000902	Syas.g_01651	Prbd.g_01447
OG0000903	Syas.g_01637	Prbd.g_01444
OG0000904	Syas.g_01642	Prbd.g_01442
OG0000905	Syas.g_01647	Prbd.g_01437
OG0000906	Syas.g_01649	Prbd.g_01436
OG0000907	Syas.g_01635	Prbd.g_01433
OG0000908	Syas.g_01632	Prbd.g_01430
OG0000909	Syas.g_01631	Prbd.g_01429
OG0000910	Syas.g_01630	Prbd.g_01428
OG0000911	Syas.g_01628	Prbd.g_01426
OG0000912	Syas.g_01627	Prbd.g_01425
OG0000913	Syas.g_01626	Prbd.g_01424
OG0000914	Syas.g_01625	Prbd.g_01423
OG0000915	Syas.g_01623	Prbd.g_01422
OG0000916	Syas.g_01622	Prbd.g_01421
OG0000917	Syas.g_01621	Prbd.g_01420
OG0000918	Syas.g_01620	Prbd.g_01419
OG0000919	Syas.g_01619	Prbd.g_01418
OG0000920	Syas.g_01618	Prbd.g_01417
OG0000921	Syas.g_01617	Prbd.g_01416
OG0000922	Syas.g_01616	Prbd.g_01415
OG0000923	Syas.g_01612	Prbd.g_01411
OG0000924	Syas.g_01611	Prbd.g_01410
OG0000925	Syas.g_01610	Prbd.g_01409
OG0000926	Syas.g_01609	Prbd.g_01408
OG0000927	Syas.g_01607	Prbd.g_01406
OG0000928	Syas.g_01606	Prbd.g_01405
OG0000929	Syas.g_01605	Prbd.g_01404
OG0000930	Syas.g_01604	Prbd.g_01403
OG0000931	Syas.g_01603	Prbd.g_01402
OG0000932	Syas.g_01602	Prbd.g_01401
OG0000933	Syas.g_01596	Prbd.g_01397
OG0000934	Syas.g_01594	Prbd.g_01395
OG0000935	Syas.g_01593	Prbd.g_01394
OG0000936	Syas.g_01592	Prbd.g_01393
OG0000937	Syas.g_01591	Prbd.g_01392
OG0000938	Syas.g_01588	Prbd.g_01390
OG0000939	Syas.g_01587	Prbd.g_01389
OG0000940	Syas.g_01580	Prbd.g_01382
OG0000941	Syas.g_01578	Prbd.g_01380
OG0000942	Syas.g_01576	Prbd.g_01378
OG0000943	Syas.g_01575	Prbd.g_01377
OG0000944	Syas.g_01573	Prbd.g_01376
OG0000945	Syas.g_01572	Prbd.g_01375
OG0000946	Syas.g_01565	Prbd.g_01371
OG0000947	Syas.g_01562	Prbd.g_01369
OG0000948	Syas.g_01561	Prbd.g_01368
OG0000949	Syas.g_02213	Prbd.g_01365
OG0000950	Syas.g_02197	Prbd.g_01360
OG0000951	Syas.g_02190	Prbd.g_01356
OG0000952	Syas.g_02186	Prbd.g_01352
OG0000953	Syas.g_02182	Prbd.g_01349
OG0000954	Syas.g_02174	Prbd.g_01345
OG0000955	Syas.g_02173	Prbd.g_01344
OG0000956	Syas.g_02171	Prbd.g_01342
OG0000957	Syas.g_02158	Prbd.g_01337
OG0000958	Syas.g_02157	Prbd.g_01336
OG0000959	Syas.g_02154	Prbd.g_01332
OG0000960	Syas.g_02153	Prbd.g_01331
OG0000961	Syas.g_02345	Prbd.g_01329
OG0000962	Syas.g_02146	Prbd.g_01327
OG0000963	Syas.g_02143	Prbd.g_01323
OG0000964	Syas.g_02142	Prbd.g_01321
OG0000965	Syas.g_02141	Prbd.g_01320
OG0000966	Syas.g_02112	Prbd.g_01312
OG0000967	Syas.g_02108	Prbd.g_01308
OG0000968	Syas.g_02106	Prbd.g_01306
OG0000969	Syas.g_02104	Prbd.g_01305
OG0000970	Syas.g_02103	Prbd.g_01304
OG0000971	Syas.g_02101	Prbd.g_01303
OG0000972	Syas.g_02100	Prbd.g_01302
OG0000973	Syas.g_02099	Prbd.g_01301
OG0000974	Syas.g_02098	Prbd.g_01300
OG0000975	Syas.g_02097	Prbd.g_01299
OG0000976	Syas.g_02096	Prbd.g_01298
OG0000977	Syas.g_02094	Prbd.g_01297
OG0000978	Syas.g_02093	Prbd.g_01296
OG0000979	Syas.g_02090	Prbd.g_01293
OG0000980	Syas.g_02087	Prbd.g_01291
OG0000981	Syas.g_02084	Prbd.g_01289
OG0000982	Syas.g_01882	Prbd.g_01287
OG0000983	Syas.g_01883	Prbd.g_01286
OG0000984	Syas.g_01884	Prbd.g_01285
OG0000985	Syas.g_01888	Prbd.g_01282
OG0000986	Syas.g_01891	Prbd.g_01280
OG0000987	Syas.g_01897	Prbd.g_01279
OG0000988	Syas.g_01902	Prbd.g_01276
OG0000989	Syas.g_01908	Prbd.g_01273
OG0000990	Syas.g_01937	Prbd.g_01270
OG0000991	Syas.g_01939	Prbd.g_01269
OG0000992	Syas.g_01943	Prbd.g_01267
OG0000993	Syas.g_01945	Prbd.g_01266
OG0000994	Syas.g_01948	Prbd.g_01265
OG0000995	Syas.g_01955	Prbd.g_01261
OG0000996	Syas.g_01977	Prbd.g_01260
OG0000997	Syas.g_01993	Prbd.g_01259
OG0000998	Syas.g_01995	Prbd.g_01257
OG0000999	Syas.g_01996	Prbd.g_01256
OG0001000	Syas.g_02000	Prbd.g_01253
OG0001001	Syas.g_02006	Prbd.g_01251
OG0001002	Syas.g_02014	Prbd.g_01247
OG0001003	Syas.g_02016	Prbd.g_01245
OG0001004	Syas.g_02017	Prbd.g_01244
OG0001005	Syas.g_02018	Prbd.g_01243
OG0001006	Syas.g_02032	Prbd.g_01239
OG0001007	Syas.g_02034	Prbd.g_01237
OG0001008	Syas.g_01496	Prbd.g_00805
OG0001009	Syas.g_02065	Prbd.g_01210
OG0001010	Syas.g_02066	Prbd.g_01209
OG0001011	Syas.g_02068	Prbd.g_01208
OG0001012	Syas.g_00152	Prbd.g_01195
OG0001013	Syas.g_01866	Prbd.g_01189
OG0001014	Syas.g_01857	Prbd.g_01186
OG0001015	Syas.g_01856	Prbd.g_01185
OG0001016	Syas.g_02517	Prbd.g_01171
OG0001017	Syas.g_02511	Prbd.g_01167
OG0001018	Syas.g_02509	Prbd.g_01164
OG0001019	Syas.g_02469	Prbd.g_01155
OG0001020	Syas.g_02443	Prbd.g_01154
OG0001021	Syas.g_02437	Prbd.g_01153
OG0001022	Syas.g_02434	Prbd.g_01150
OG0001023	Syas.g_02433	Prbd.g_01149
OG0001024	Syas.g_00135	Prbd.g_01146
OG0001025	Syas.g_02424	Prbd.g_01140
OG0001026	Syas.g_02412	Prbd.g_01133
OG0001027	Syas.g_02408	Prbd.g_01132
OG0001028	Syas.g_02405	Prbd.g_01130
OG0001029	Syas.g_02403	Prbd.g_01128
OG0001030	Syas.g_02384	Prbd.g_01113
OG0001031	Syas.g_02293	Prbd.g_01054
OG0001032	Syas.g_02290	Prbd.g_01053
OG0001033	Syas.g_02239	Prbd.g_01032
OG0001034	Syas.g_02556	Prbd.g_01003
OG0001035	Syas.g_01704	Prbd.g_00985
OG0001036	Syas.g_01709	Prbd.g_00980
OG0001037	Syas.g_01711	Prbd.g_00979
OG0001038	Syas.g_01751	Prbd.g_00961
OG0001039	Syas.g_01754	Prbd.g_00958
OG0001041	Syas.g_01761	Prbd.g_00952
OG0001042	Syas.g_01821	Prbd.g_00935
OG0001043	Syas.g_01817	Prbd.g_00934
OG0001044	Syas.g_01542	Prbd.g_00906
OG0001045	Syas.g_01529	Prbd.g_00897
OG0001046	Syas.g_00532	Prbd.g_00859
OG0001047	Syas.g_01494	Prbd.g_00803
OG0001048	Syas.g_01493	Prbd.g_00802
OG0001049	Syas.g_02742	Prbd.g_00800
OG0001050	Syas.g_02743	Prbd.g_00799
OG0001051	Syas.g_02744	Prbd.g_00798
OG0001052	Syas.g_01337	Prbd.g_00771
OG0001053	Syas.g_01250	Prbd.g_00759
OG0001054	Syas.g_01231	Prbd.g_00744
OG0001055	Syas.g_01210	Prbd.g_00725
OG0001056	Syas.g_00068	Prbd.g_00706
OG0001057	Syas.g_00763	Prbd.g_00701
OG0001058	Syas.g_00787	Prbd.g_00693
OG0001059	Syas.g_00791	Prbd.g_00689
OG0001060	Syas.g_00797	Prbd.g_00682
OG0001061	Syas.g_00816	Prbd.g_00669
OG0001062	Syas.g_00819	Prbd.g_00667
OG0001063	Syas.g_00830	Prbd.g_00665
OG0001064	Syas.g_00831	Prbd.g_00664
OG0001065	Syas.g_00832	Prbd.g_00663
OG0001066	Syas.g_00833	Prbd.g_00662
OG0001067	Syas.g_00834	Prbd.g_00661
OG0001068	Syas.g_00835	Prbd.g_00660
OG0001069	Syas.g_00836	Prbd.g_00659
OG0001070	Syas.g_00840	Prbd.g_00656
OG0001071	Syas.g_00841	Prbd.g_00655
OG0001072	Syas.g_00844	Prbd.g_00654
OG0001073	Syas.g_00855	Prbd.g_00640
OG0001074	Syas.g_00157	Prbd.g_00629
OG0001075	Syas.g_00163	Prbd.g_00628
OG0001076	Syas.g_00113	Prbd.g_00620
OG0001077	Syas.g_00101	Prbd.g_00616
OG0001078	Syas.g_00745	Prbd.g_00608
OG0001079	Syas.g_00729	Prbd.g_00597
OG0001080	Syas.g_00717	Prbd.g_00591
OG0001081	Syas.g_00715	Prbd.g_00589
OG0001082	Syas.g_00714	Prbd.g_00588
OG0001083	Syas.g_00707	Prbd.g_00583
OG0001084	Syas.g_00706	Prbd.g_00582
OG0001085	Syas.g_00693	Prbd.g_00574
OG0001086	Syas.g_00691	Prbd.g_00573
OG0001087	Syas.g_00071	Prbd.g_00556
OG0001088	Syas.g_01060	Prbd.g_00555
OG0001089	Syas.g_01039	Prbd.g_00547
OG0001090	Syas.g_00980	Prbd.g_00008
OG0001091	Syas.g_00979	Prbd.g_00010
OG0001092	Syas.g_00178	Prbd.g_00011
OG0001093	Syas.g_00184	Prbd.g_00016
OG0001095	Syas.g_00582	Prbd.g_00115
OG0001097	Syas.g_00243	Prbd.g_00147
OG0001098	Syas.g_00880	Prbd.g_00162
OG0001099	Syas.g_02404	Prbd.g_00194
OG0001100	Syas.g_00682	Prbd.g_00198
OG0001101	Syas.g_00680	Prbd.g_00200
OG0001102	Syas.g_00677	Prbd.g_00203
OG0001103	Syas.g_00675	Prbd.g_00205
OG0001104	Syas.g_00620	Prbd.g_00227
OG0001105	Syas.g_00617	Prbd.g_00231
OG0001106	Syas.g_00447	Prbd.g_00255
OG0001107	Syas.g_00459	Prbd.g_00262
OG0001108	Syas.g_00494	Prbd.g_00266
OG0001109	Syas.g_00496	Prbd.g_00267
OG0001110	Syas.g_00498	Prbd.g_00269
OG0001111	Syas.g_00500	Prbd.g_00270
OG0001112	Syas.g_00503	Prbd.g_00271
OG0001113	Syas.g_00504	Prbd.g_00272
OG0001114	Syas.g_00505	Prbd.g_00273
OG0001115	Syas.g_00527	Prbd.g_00275
OG0001116	Syas.g_00529	Prbd.g_00276
OG0001117	Syas.g_00530	Prbd.g_00277
OG0001118	Syas.g_00531	Prbd.g_00278
OG0001119	Syas.g_00533	Prbd.g_00279
OG0001120	Syas.g_00539	Prbd.g_00281
OG0001122	Syas.g_00222	Prbd.g_00312
OG0001123	Syas.g_00214	Prbd.g_00316
OG0001124	Syas.g_00212	Prbd.g_00318
OG0001125	Syas.g_00210	Prbd.g_00319
OG0001126	Syas.g_00991	Prbd.g_00329
OG0001127	Syas.g_00992	Prbd.g_00330
OG0001128	Syas.g_00995	Prbd.g_00332
OG0001129	Syas.g_00997	Prbd.g_00333
OG0001130	Syas.g_00998	Prbd.g_00334
OG0001131	Syas.g_01401	Prbd.g_00370
OG0001132	Syas.g_00525	Prbd.g_00380
