Orthogroup	Syas	Syak
OG0000596	Syas.g_00743	Syak.g_00038
OG0000597	Syas.g_00740	Syak.g_00041
OG0000598	Syas.g_00739	Syak.g_00042
OG0000599	Syas.g_00732	Syak.g_00045
OG0000600	Syas.g_00731	Syak.g_00046
OG0000601	Syas.g_00730	Syak.g_00047
OG0000602	Syas.g_00725	Syak.g_00053
OG0000603	Syas.g_00724	Syak.g_00054
OG0000604	Syas.g_00721	Syak.g_00056
OG0000605	Syas.g_00719	Syak.g_00259
OG0000606	Syas.g_00716	Syak.g_00326
OG0000607	Syas.g_00713	Syak.g_00329
OG0000608	Syas.g_00712	Syak.g_00330
OG0000609	Syas.g_00710	Syak.g_00332
OG0000610	Syas.g_00702	Syak.g_00347
OG0000611	Syas.g_00699	Syak.g_00350
OG0000612	Syas.g_00698	Syak.g_00351
OG0000613	Syas.g_01825	Syak.g_01525
OG0000614	Syas.g_01044	Syak.g_00705
OG0000615	Syas.g_00650	Syak.g_00393
OG0000616	Syas.g_02011	Syak.g_01810
OG0000617	Syas.g_00180	Syak.g_00799
OG0000618	Syas.g_00181	Syak.g_00798
OG0000619	Syas.g_00182	Syak.g_00797
OG0000620	Syas.g_00188	Syak.g_00779
OG0000621	Syas.g_00189	Syak.g_00780
OG0000622	Syas.g_00190	Syak.g_00781
OG0000623	Syas.g_00191	Syak.g_00782
OG0000624	Syas.g_00192	Syak.g_00784
OG0000625	Syas.g_00193	Syak.g_00785
OG0000626	Syas.g_00194	Syak.g_00786
OG0000627	Syas.g_00372	Syak.g_00561
OG0000628	Syas.g_00373	Syak.g_00560
OG0000629	Syas.g_00376	Syak.g_00556
OG0000630	Syas.g_00397	Syak.g_00552
OG0000631	Syas.g_00405	Syak.g_00545
OG0000632	Syas.g_00406	Syak.g_00544
OG0000633	Syas.g_00407	Syak.g_00542
OG0000634	Syas.g_00600	Syak.g_00430
OG0000635	Syas.g_00599	Syak.g_00431
OG0000636	Syas.g_00597	Syak.g_00433
OG0000637	Syas.g_00595	Syak.g_00435
OG0000638	Syas.g_00594	Syak.g_00436
OG0000639	Syas.g_00593	Syak.g_00437
OG0000640	Syas.g_00592	Syak.g_00438
OG0000641	Syas.g_00587	Syak.g_00442
OG0000642	Syas.g_00586	Syak.g_00443
OG0000643	Syas.g_00585	Syak.g_00444
OG0000644	Syas.g_00584	Syak.g_00445
OG0000645	Syas.g_00583	Syak.g_00447
OG0000646	Syas.g_00580	Syak.g_00450
OG0000647	Syas.g_00578	Syak.g_00452
OG0000648	Syas.g_00576	Syak.g_00456
OG0000649	Syas.g_00575	Syak.g_00457
OG0000650	Syas.g_00574	Syak.g_00458
OG0000651	Syas.g_00573	Syak.g_00459
OG0000652	Syas.g_00572	Syak.g_00460
OG0000653	Syas.g_00570	Syak.g_00462
OG0000654	Syas.g_00569	Syak.g_00625
OG0000655	Syas.g_00568	Syak.g_00624
OG0000656	Syas.g_00565	Syak.g_00621
OG0000657	Syas.g_00232	Syak.g_00609
OG0000658	Syas.g_00235	Syak.g_00606
OG0000659	Syas.g_00236	Syak.g_00605
OG0000660	Syas.g_00240	Syak.g_00601
OG0000661	Syas.g_00242	Syak.g_00599
OG0000662	Syas.g_00281	Syak.g_00597
OG0000663	Syas.g_00284	Syak.g_00594
OG0000664	Syas.g_00287	Syak.g_00593
OG0000665	Syas.g_00385	Syak.g_00086
OG0000666	Syas.g_01362	Syak.g_00078
OG0000667	Syas.g_00088	Syak.g_00340
OG0000668	Syas.g_00221	Syak.g_00643
OG0000669	Syas.g_00684	Syak.g_00363
OG0000670	Syas.g_00681	Syak.g_00366
OG0000671	Syas.g_00679	Syak.g_00368
OG0000672	Syas.g_00676	Syak.g_00371
OG0000673	Syas.g_00673	Syak.g_00374
OG0000674	Syas.g_00671	Syak.g_00376
OG0000675	Syas.g_00670	Syak.g_00377
OG0000676	Syas.g_00668	Syak.g_00379
OG0000677	Syas.g_00667	Syak.g_00380
OG0000678	Syas.g_00660	Syak.g_00386
OG0000679	Syas.g_00629	Syak.g_00397
OG0000680	Syas.g_00628	Syak.g_00398
OG0000681	Syas.g_00625	Syak.g_00401
OG0000682	Syas.g_00624	Syak.g_00402
OG0000683	Syas.g_00623	Syak.g_00403
OG0000684	Syas.g_00621	Syak.g_00409
OG0000685	Syas.g_00187	Syak.g_00411
OG0000686	Syas.g_00619	Syak.g_00412
OG0000687	Syas.g_00618	Syak.g_00413
OG0000688	Syas.g_00612	Syak.g_00418
OG0000689	Syas.g_00610	Syak.g_00421
OG0000690	Syas.g_00609	Syak.g_00422
OG0000691	Syas.g_00608	Syak.g_00423
OG0000692	Syas.g_00606	Syak.g_00424
OG0000693	Syas.g_00604	Syak.g_00426
OG0000694	Syas.g_00603	Syak.g_00427
OG0000695	Syas.g_00410	Syak.g_00540
OG0000696	Syas.g_00411	Syak.g_00539
OG0000697	Syas.g_00413	Syak.g_00538
OG0000698	Syas.g_00417	Syak.g_00535
OG0000699	Syas.g_00419	Syak.g_00534
OG0000700	Syas.g_00420	Syak.g_00533
OG0000701	Syas.g_00421	Syak.g_00532
OG0000702	Syas.g_00437	Syak.g_00522
OG0000703	Syas.g_00438	Syak.g_00521
OG0000704	Syas.g_00446	Syak.g_00519
OG0000705	Syas.g_00453	Syak.g_00511
OG0000706	Syas.g_00454	Syak.g_00510
OG0000707	Syas.g_00455	Syak.g_00509
OG0000708	Syas.g_00458	Syak.g_00506
OG0000709	Syas.g_00466	Syak.g_00498
OG0000710	Syas.g_00497	Syak.g_00494
OG0000711	Syas.g_00546	Syak.g_00466
OG0000712	Syas.g_00548	Syak.g_00464
OG0000713	Syas.g_00549	Syak.g_00463
OG0000714	Syas.g_00551	Syak.g_00629
OG0000715	Syas.g_00553	Syak.g_00631
OG0000716	Syas.g_00556	Syak.g_00635
OG0000717	Syas.g_00557	Syak.g_00636
OG0000718	Syas.g_00561	Syak.g_00640
OG0000719	Syas.g_00223	Syak.g_00642
OG0000720	Syas.g_00209	Syak.g_00655
OG0000721	Syas.g_00207	Syak.g_00657
OG0000722	Syas.g_00206	Syak.g_00658
OG0000723	Syas.g_00196	Syak.g_00790
OG0000724	Syas.g_00999	Syak.g_00749
OG0000725	Syas.g_01024	Syak.g_00731
OG0000726	Syas.g_01025	Syak.g_00730
OG0000727	Syas.g_01026	Syak.g_00729
OG0000728	Syas.g_01028	Syak.g_00727
OG0000729	Syas.g_02145	Syak.g_01683
OG0000730	Syas.g_01544	Syak.g_01248
OG0000731	Syas.g_01532	Syak.g_01237
OG0000732	Syas.g_02086	Syak.g_01739
OG0000733	Syas.g_00096	Syak.g_01905
OG0000734	Syas.g_02414	Syak.g_02184
OG0000735	Syas.g_01201	Syak.g_00914
OG0000736	Syas.g_01200	Syak.g_00913
OG0000737	Syas.g_01199	Syak.g_00912
OG0000738	Syas.g_01193	Syak.g_00907
OG0000739	Syas.g_01192	Syak.g_00906
OG0000740	Syas.g_01191	Syak.g_00905
OG0000741	Syas.g_01188	Syak.g_00902
OG0000742	Syas.g_01185	Syak.g_00899
OG0000743	Syas.g_01182	Syak.g_00897
OG0000744	Syas.g_01181	Syak.g_00896
OG0000745	Syas.g_01178	Syak.g_00894
OG0000746	Syas.g_01176	Syak.g_00892
OG0000747	Syas.g_01174	Syak.g_00891
OG0000748	Syas.g_01146	Syak.g_00875
OG0000749	Syas.g_01144	Syak.g_00874
OG0000750	Syas.g_01143	Syak.g_00873
OG0000751	Syas.g_01138	Syak.g_00862
OG0000752	Syas.g_01136	Syak.g_00860
OG0000753	Syas.g_01133	Syak.g_00857
OG0000754	Syas.g_01128	Syak.g_00852
OG0000755	Syas.g_01117	Syak.g_00841
OG0000756	Syas.g_01116	Syak.g_00840
OG0000757	Syas.g_01108	Syak.g_00833
OG0000758	Syas.g_01107	Syak.g_00832
OG0000759	Syas.g_01106	Syak.g_00831
OG0000760	Syas.g_01105	Syak.g_00830
OG0000761	Syas.g_01104	Syak.g_00829
OG0000762	Syas.g_01102	Syak.g_00827
OG0000763	Syas.g_01091	Syak.g_00825
OG0000764	Syas.g_01090	Syak.g_00824
OG0000765	Syas.g_01076	Syak.g_00669
OG0000766	Syas.g_01075	Syak.g_00670
OG0000767	Syas.g_01073	Syak.g_00672
OG0000768	Syas.g_01072	Syak.g_00673
OG0000769	Syas.g_01070	Syak.g_00675
OG0000770	Syas.g_01067	Syak.g_00678
OG0000771	Syas.g_00993	Syak.g_00755
OG0000772	Syas.g_01461	Syak.g_02048
OG0000773	Syas.g_00002	Syak.g_00921
OG0000774	Syas.g_02862	Syak.g_00926
OG0000775	Syas.g_02860	Syak.g_00929
OG0000776	Syas.g_02859	Syak.g_00930
OG0000777	Syas.g_02858	Syak.g_00931
OG0000778	Syas.g_02857	Syak.g_00932
OG0000779	Syas.g_02852	Syak.g_00938
OG0000780	Syas.g_02847	Syak.g_00942
OG0000781	Syas.g_02842	Syak.g_00946
OG0000782	Syas.g_02841	Syak.g_00947
OG0000783	Syas.g_02840	Syak.g_00948
OG0000784	Syas.g_02839	Syak.g_00949
OG0000785	Syas.g_02837	Syak.g_00951
OG0000786	Syas.g_02833	Syak.g_00956
OG0000787	Syas.g_02832	Syak.g_00957
OG0000788	Syas.g_00782	Syak.g_00048
OG0000789	Syas.g_01507	Syak.g_00085
OG0000790	Syas.g_01266	Syak.g_02560
OG0000791	Syas.g_01268	Syak.g_02558
OG0000792	Syas.g_01269	Syak.g_02557
OG0000793	Syas.g_01359	Syak.g_02552
OG0000794	Syas.g_01361	Syak.g_02551
OG0000795	Syas.g_01363	Syak.g_02550
OG0000796	Syas.g_01368	Syak.g_02547
OG0000797	Syas.g_01369	Syak.g_02546
OG0000798	Syas.g_01750	Syak.g_01456
OG0000799	Syas.g_02789	Syak.g_00981
OG0000800	Syas.g_02790	Syak.g_00989
OG0000801	Syas.g_02791	Syak.g_00990
OG0000802	Syas.g_02797	Syak.g_00995
OG0000803	Syas.g_02800	Syak.g_01021
OG0000804	Syas.g_02803	Syak.g_01026
OG0000805	Syas.g_02805	Syak.g_01029
OG0000806	Syas.g_02807	Syak.g_01031
OG0000807	Syas.g_02808	Syak.g_01033
OG0000808	Syas.g_02809	Syak.g_01034
OG0000809	Syas.g_02811	Syak.g_01038
OG0000810	Syas.g_02813	Syak.g_01039
OG0000811	Syas.g_02822	Syak.g_01045
OG0000812	Syas.g_02824	Syak.g_01047
OG0000813	Syas.g_02825	Syak.g_01048
OG0000814	Syas.g_02827	Syak.g_01051
OG0000815	Syas.g_02829	Syak.g_01053
OG0000816	Syas.g_02831	Syak.g_01055
OG0000817	Syas.g_02753	Syak.g_01056
OG0000818	Syas.g_01282	Syak.g_01060
OG0000819	Syas.g_01283	Syak.g_01064
OG0000820	Syas.g_01284	Syak.g_01065
OG0000821	Syas.g_01289	Syak.g_01071
OG0000822	Syas.g_01291	Syak.g_01073
OG0000823	Syas.g_01292	Syak.g_01074
OG0000824	Syas.g_01297	Syak.g_01080
OG0000825	Syas.g_01298	Syak.g_01081
OG0000826	Syas.g_01299	Syak.g_01082
OG0000827	Syas.g_01300	Syak.g_01083
OG0000828	Syas.g_01303	Syak.g_01086
OG0000829	Syas.g_01304	Syak.g_01087
OG0000830	Syas.g_01305	Syak.g_01088
OG0000831	Syas.g_01308	Syak.g_01091
OG0000832	Syas.g_01476	Syak.g_02482
OG0000833	Syas.g_02738	Syak.g_02473
OG0000834	Syas.g_02737	Syak.g_02470
OG0000835	Syas.g_02736	Syak.g_02469
OG0000836	Syas.g_02732	Syak.g_02466
OG0000837	Syas.g_02731	Syak.g_02465
OG0000838	Syas.g_02727	Syak.g_02461
OG0000839	Syas.g_02726	Syak.g_02460
OG0000840	Syas.g_02725	Syak.g_02459
OG0000841	Syas.g_02724	Syak.g_02458
OG0000842	Syas.g_02723	Syak.g_02457
OG0000843	Syas.g_02722	Syak.g_02456
OG0000844	Syas.g_02720	Syak.g_02454
OG0000845	Syas.g_02719	Syak.g_02453
OG0000846	Syas.g_02718	Syak.g_02452
OG0000847	Syas.g_02717	Syak.g_02451
OG0000848	Syas.g_02715	Syak.g_02449
OG0000849	Syas.g_02714	Syak.g_02448
OG0000850	Syas.g_02711	Syak.g_02445
OG0000851	Syas.g_02708	Syak.g_02440
OG0000852	Syas.g_02707	Syak.g_02439
OG0000853	Syas.g_02703	Syak.g_02435
OG0000854	Syas.g_02701	Syak.g_02433
OG0000855	Syas.g_02700	Syak.g_02432
OG0000856	Syas.g_00103	Syak.g_00021
OG0000857	Syas.g_00579	Syak.g_00451
OG0000858	Syas.g_02693	Syak.g_02426
OG0000859	Syas.g_02692	Syak.g_02425
OG0000860	Syas.g_02679	Syak.g_02414
OG0000861	Syas.g_02678	Syak.g_02413
OG0000862	Syas.g_02677	Syak.g_02412
OG0000863	Syas.g_02675	Syak.g_02409
OG0000864	Syas.g_02674	Syak.g_02408
OG0000865	Syas.g_02673	Syak.g_02407
OG0000866	Syas.g_02672	Syak.g_02406
OG0000867	Syas.g_02671	Syak.g_02405
OG0000868	Syas.g_02667	Syak.g_02402
OG0000869	Syas.g_02662	Syak.g_02398
OG0000870	Syas.g_02657	Syak.g_02393
OG0000871	Syas.g_02656	Syak.g_02392
OG0000872	Syas.g_02650	Syak.g_02386
OG0000873	Syas.g_02647	Syak.g_02383
OG0000874	Syas.g_02645	Syak.g_02379
OG0000875	Syas.g_02644	Syak.g_02377
OG0000876	Syas.g_00280	Syak.g_02375
OG0000877	Syas.g_02603	Syak.g_02372
OG0000878	Syas.g_02602	Syak.g_02371
OG0000879	Syas.g_02601	Syak.g_02370
OG0000880	Syas.g_02600	Syak.g_02369
OG0000881	Syas.g_02596	Syak.g_02363
OG0000882	Syas.g_02591	Syak.g_02358
OG0000883	Syas.g_02586	Syak.g_02355
OG0000884	Syas.g_02584	Syak.g_02353
OG0000885	Syas.g_02583	Syak.g_02352
OG0000886	Syas.g_02582	Syak.g_02351
OG0000887	Syas.g_02581	Syak.g_02350
OG0000888	Syas.g_02579	Syak.g_02348
OG0000889	Syas.g_02577	Syak.g_02346
OG0000890	Syas.g_02574	Syak.g_02334
OG0000891	Syas.g_02573	Syak.g_02333
OG0000892	Syas.g_02571	Syak.g_02329
OG0000893	Syas.g_01677	Syak.g_01393
OG0000894	Syas.g_01667	Syak.g_01390
OG0000895	Syas.g_01663	Syak.g_01386
OG0000896	Syas.g_01662	Syak.g_01385
OG0000897	Syas.g_01660	Syak.g_01383
OG0000898	Syas.g_01659	Syak.g_01382
OG0000899	Syas.g_01658	Syak.g_01381
OG0000900	Syas.g_01657	Syak.g_01380
OG0000901	Syas.g_01652	Syak.g_01375
OG0000902	Syas.g_01651	Syak.g_01368
OG0000903	Syas.g_01637	Syak.g_01353
OG0000904	Syas.g_01642	Syak.g_01358
OG0000905	Syas.g_01647	Syak.g_01363
OG0000906	Syas.g_01649	Syak.g_01366
OG0000907	Syas.g_01635	Syak.g_01351
OG0000908	Syas.g_01632	Syak.g_01348
OG0000909	Syas.g_01631	Syak.g_01347
OG0000910	Syas.g_01630	Syak.g_01346
OG0000911	Syas.g_01628	Syak.g_01344
OG0000912	Syas.g_01627	Syak.g_01343
OG0000913	Syas.g_01626	Syak.g_01342
OG0000914	Syas.g_01625	Syak.g_01341
OG0000915	Syas.g_01623	Syak.g_01339
OG0000916	Syas.g_01622	Syak.g_01338
OG0000917	Syas.g_01621	Syak.g_01337
OG0000918	Syas.g_01620	Syak.g_01336
OG0000919	Syas.g_01619	Syak.g_01335
OG0000920	Syas.g_01618	Syak.g_01334
OG0000921	Syas.g_01617	Syak.g_01333
OG0000922	Syas.g_01616	Syak.g_01332
OG0000923	Syas.g_01612	Syak.g_01328
OG0000924	Syas.g_01611	Syak.g_01327
OG0000925	Syas.g_01610	Syak.g_01326
OG0000926	Syas.g_01609	Syak.g_01325
OG0000927	Syas.g_01607	Syak.g_01323
OG0000928	Syas.g_01606	Syak.g_01322
OG0000929	Syas.g_01605	Syak.g_01321
OG0000930	Syas.g_01604	Syak.g_01320
OG0000931	Syas.g_01603	Syak.g_01319
OG0000932	Syas.g_01602	Syak.g_01318
OG0000933	Syas.g_01596	Syak.g_01312
OG0000934	Syas.g_01594	Syak.g_01310
OG0000935	Syas.g_01593	Syak.g_01309
OG0000936	Syas.g_01592	Syak.g_01308
OG0000937	Syas.g_01591	Syak.g_01307
OG0000938	Syas.g_01588	Syak.g_01304
OG0000939	Syas.g_01587	Syak.g_01303
OG0000940	Syas.g_01580	Syak.g_01297
OG0000941	Syas.g_01578	Syak.g_01295
OG0000942	Syas.g_01576	Syak.g_01293
OG0000943	Syas.g_01575	Syak.g_01292
OG0000944	Syas.g_01573	Syak.g_01290
OG0000945	Syas.g_01572	Syak.g_01288
OG0000946	Syas.g_01565	Syak.g_01283
OG0000947	Syas.g_01562	Syak.g_01280
OG0000948	Syas.g_01561	Syak.g_01279
OG0000949	Syas.g_02213	Syak.g_01551
OG0000950	Syas.g_02197	Syak.g_01562
OG0000951	Syas.g_02190	Syak.g_01569
OG0000952	Syas.g_02186	Syak.g_01574
OG0000953	Syas.g_02182	Syak.g_01627
OG0000954	Syas.g_02174	Syak.g_01633
OG0000955	Syas.g_02173	Syak.g_01634
OG0000956	Syas.g_02171	Syak.g_01636
OG0000957	Syas.g_02158	Syak.g_01648
OG0000958	Syas.g_02157	Syak.g_01649
OG0000959	Syas.g_02154	Syak.g_01653
OG0000960	Syas.g_02153	Syak.g_01654
OG0000961	Syas.g_02345	Syak.g_01679
OG0000962	Syas.g_02146	Syak.g_01682
OG0000963	Syas.g_02143	Syak.g_01687
OG0000964	Syas.g_02142	Syak.g_01688
OG0000965	Syas.g_02141	Syak.g_01689
OG0000966	Syas.g_02112	Syak.g_01711
OG0000967	Syas.g_02108	Syak.g_01715
OG0000968	Syas.g_02106	Syak.g_01719
OG0000969	Syas.g_02104	Syak.g_01721
OG0000970	Syas.g_02103	Syak.g_01722
OG0000971	Syas.g_02101	Syak.g_01724
OG0000972	Syas.g_02100	Syak.g_01725
OG0000973	Syas.g_02099	Syak.g_01726
OG0000974	Syas.g_02098	Syak.g_01727
OG0000975	Syas.g_02097	Syak.g_01728
OG0000976	Syas.g_02096	Syak.g_01729
OG0000977	Syas.g_02094	Syak.g_01731
OG0000978	Syas.g_02093	Syak.g_01732
OG0000979	Syas.g_02090	Syak.g_01735
OG0000980	Syas.g_02087	Syak.g_01738
OG0000981	Syas.g_02084	Syak.g_01741
OG0000982	Syas.g_01882	Syak.g_01941
OG0000983	Syas.g_01883	Syak.g_01940
OG0000984	Syas.g_01884	Syak.g_01939
OG0000985	Syas.g_01888	Syak.g_01935
OG0000986	Syas.g_01891	Syak.g_01933
OG0000987	Syas.g_01897	Syak.g_01931
OG0000988	Syas.g_01902	Syak.g_01925
OG0000989	Syas.g_01908	Syak.g_01912
OG0000990	Syas.g_01937	Syak.g_01900
OG0000991	Syas.g_01939	Syak.g_01896
OG0000992	Syas.g_01943	Syak.g_01893
OG0000993	Syas.g_01945	Syak.g_01892
OG0000994	Syas.g_01948	Syak.g_01889
OG0000995	Syas.g_01955	Syak.g_01880
OG0000996	Syas.g_01977	Syak.g_01839
OG0000997	Syas.g_01993	Syak.g_01828
OG0000998	Syas.g_01995	Syak.g_01826
OG0000999	Syas.g_01996	Syak.g_01825
OG0001000	Syas.g_02000	Syak.g_01821
OG0001001	Syas.g_02006	Syak.g_01814
OG0001002	Syas.g_02014	Syak.g_01807
OG0001003	Syas.g_02016	Syak.g_01806
OG0001004	Syas.g_02017	Syak.g_01805
OG0001005	Syas.g_02018	Syak.g_01804
OG0001006	Syas.g_02032	Syak.g_01797
OG0001007	Syas.g_02034	Syak.g_01795
OG0001008	Syas.g_01496	Syak.g_01190
OG0001009	Syas.g_02065	Syak.g_01762
OG0001010	Syas.g_02066	Syak.g_01761
OG0001011	Syas.g_02068	Syak.g_01759
OG0001012	Syas.g_00152	Syak.g_01946
OG0001013	Syas.g_01866	Syak.g_01969
OG0001014	Syas.g_01857	Syak.g_01975
OG0001015	Syas.g_01856	Syak.g_01976
OG0001016	Syas.g_02517	Syak.g_02250
OG0001017	Syas.g_02511	Syak.g_02244
OG0001018	Syas.g_02509	Syak.g_02242
OG0001019	Syas.g_02469	Syak.g_02218
OG0001020	Syas.g_02443	Syak.g_02214
OG0001021	Syas.g_02437	Syak.g_02210
OG0001022	Syas.g_02434	Syak.g_02205
OG0001023	Syas.g_02433	Syak.g_02204
OG0001024	Syas.g_00135	Syak.g_02201
OG0001025	Syas.g_02424	Syak.g_02195
OG0001026	Syas.g_02412	Syak.g_02182
OG0001027	Syas.g_02408	Syak.g_02178
OG0001028	Syas.g_02405	Syak.g_02176
OG0001029	Syas.g_02403	Syak.g_02174
OG0001030	Syas.g_02384	Syak.g_02153
OG0001031	Syas.g_02293	Syak.g_02079
OG0001032	Syas.g_02290	Syak.g_02077
OG0001033	Syas.g_02239	Syak.g_02037
OG0001034	Syas.g_02556	Syak.g_02305
OG0001035	Syas.g_01704	Syak.g_01422
OG0001036	Syas.g_01709	Syak.g_01427
OG0001037	Syas.g_01711	Syak.g_01429
OG0001038	Syas.g_01751	Syak.g_01457
OG0001039	Syas.g_01754	Syak.g_01460
OG0001041	Syas.g_01761	Syak.g_01468
OG0001042	Syas.g_01821	Syak.g_01500
OG0001043	Syas.g_01817	Syak.g_01504
OG0001044	Syas.g_01542	Syak.g_01247
OG0001045	Syas.g_01529	Syak.g_01234
OG0001046	Syas.g_00532	Syak.g_00479
OG0001047	Syas.g_01494	Syak.g_01188
OG0001048	Syas.g_01493	Syak.g_01187
OG0001049	Syas.g_02742	Syak.g_01184
OG0001050	Syas.g_02743	Syak.g_01183
OG0001051	Syas.g_02744	Syak.g_01182
OG0001052	Syas.g_01337	Syak.g_01122
OG0001053	Syas.g_01250	Syak.g_02577
OG0001054	Syas.g_01231	Syak.g_02596
OG0001055	Syas.g_01210	Syak.g_02617
OG0001056	Syas.g_00068	Syak.g_02645
OG0001057	Syas.g_00763	Syak.g_00964
OG0001058	Syas.g_00787	Syak.g_02668
OG0001060	Syas.g_00797	Syak.g_02677
OG0001061	Syas.g_00816	Syak.g_02697
OG0001062	Syas.g_00819	Syak.g_02699
OG0001063	Syas.g_00830	Syak.g_02704
OG0001064	Syas.g_00831	Syak.g_02705
OG0001065	Syas.g_00832	Syak.g_02706
OG0001066	Syas.g_00833	Syak.g_02707
OG0001067	Syas.g_00834	Syak.g_02708
OG0001068	Syas.g_00835	Syak.g_02709
OG0001069	Syas.g_00836	Syak.g_02710
OG0001070	Syas.g_00840	Syak.g_02714
OG0001071	Syas.g_00841	Syak.g_02715
OG0001072	Syas.g_00844	Syak.g_02721
OG0001073	Syas.g_00855	Syak.g_02736
OG0001074	Syas.g_00157	Syak.g_00098
OG0001075	Syas.g_00163	Syak.g_02760
OG0001076	Syas.g_00113	Syak.g_00011
OG0001077	Syas.g_00101	Syak.g_00024
OG0001078	Syas.g_00745	Syak.g_00036
OG0001079	Syas.g_00729	Syak.g_00049
OG0001080	Syas.g_00717	Syak.g_00264
OG0001081	Syas.g_00715	Syak.g_00327
OG0001082	Syas.g_00714	Syak.g_00328
OG0001083	Syas.g_00707	Syak.g_00336
OG0001084	Syas.g_00706	Syak.g_00337
OG0001085	Syas.g_00693	Syak.g_00354
OG0001086	Syas.g_00691	Syak.g_00356
OG0001087	Syas.g_00071	Syak.g_00691
OG0001088	Syas.g_01060	Syak.g_00694
OG0001089	Syas.g_01039	Syak.g_00722
OG0001090	Syas.g_00980	Syak.g_00806
OG0001091	Syas.g_00979	Syak.g_00804
OG0001092	Syas.g_00178	Syak.g_00801
OG0001093	Syas.g_00184	Syak.g_00794
OG0001095	Syas.g_00582	Syak.g_00448
OG0001097	Syas.g_00243	Syak.g_00598
OG0001098	Syas.g_00880	Syak.g_00578
OG0001099	Syas.g_02404	Syak.g_02175
OG0001100	Syas.g_00682	Syak.g_00365
OG0001101	Syas.g_00680	Syak.g_00367
OG0001102	Syas.g_00677	Syak.g_00370
OG0001103	Syas.g_00675	Syak.g_00372
OG0001104	Syas.g_00620	Syak.g_00410
OG0001105	Syas.g_00617	Syak.g_00414
OG0001106	Syas.g_00447	Syak.g_00518
OG0001107	Syas.g_00459	Syak.g_00505
OG0001108	Syas.g_00494	Syak.g_00497
OG0001109	Syas.g_00496	Syak.g_00495
OG0001110	Syas.g_00498	Syak.g_00493
OG0001111	Syas.g_00500	Syak.g_00491
OG0001112	Syas.g_00503	Syak.g_00489
OG0001113	Syas.g_00504	Syak.g_00406
OG0001114	Syas.g_00505	Syak.g_00488
OG0001115	Syas.g_00527	Syak.g_00484
OG0001116	Syas.g_00529	Syak.g_00482
OG0001117	Syas.g_00530	Syak.g_00481
OG0001118	Syas.g_00531	Syak.g_00480
OG0001119	Syas.g_00533	Syak.g_00478
OG0001120	Syas.g_00539	Syak.g_00474
OG0001123	Syas.g_00214	Syak.g_00650
OG0001124	Syas.g_00212	Syak.g_00652
OG0001125	Syas.g_00210	Syak.g_00654
OG0001126	Syas.g_00991	Syak.g_00757
OG0001127	Syas.g_00992	Syak.g_00756
OG0001128	Syas.g_00995	Syak.g_00753
OG0001129	Syas.g_00997	Syak.g_00751
OG0001130	Syas.g_00998	Syak.g_00750
OG0001131	Syas.g_01401	Syak.g_00389
OG0001132	Syas.g_00525	Syak.g_00120
OG0001133	Syas.g_00109	Syak.g_00014
OG0001136	Syas.g_01187	Syak.g_00901
OG0001138	Syas.g_01114	Syak.g_00839
OG0001139	Syas.g_01112	Syak.g_00837
OG0001140	Syas.g_01111	Syak.g_00836
OG0001141	Syas.g_01110	Syak.g_00835
OG0001142	Syas.g_01109	Syak.g_00834
OG0001143	Syas.g_01092	Syak.g_00826
OG0001144	Syas.g_01084	Syak.g_00815
OG0001145	Syas.g_02867	Syak.g_00922
OG0001146	Syas.g_02846	Syak.g_00943
OG0001147	Syas.g_01329	Syak.g_01113
OG0001148	Syas.g_01263	Syak.g_02563
OG0001149	Syas.g_01264	Syak.g_02562
OG0001150	Syas.g_01265	Syak.g_02561
OG0001151	Syas.g_01366	Syak.g_02548
OG0001153	Syas.g_01301	Syak.g_01084
OG0001154	Syas.g_01302	Syak.g_01085
OG0001155	Syas.g_01478	Syak.g_02480
OG0001156	Syas.g_01489	Syak.g_02477
OG0001157	Syas.g_01490	Syak.g_02476
OG0001158	Syas.g_01491	Syak.g_02475
OG0001159	Syas.g_01492	Syak.g_02474
OG0001160	Syas.g_02705	Syak.g_02437
OG0001161	Syas.g_02030	Syak.g_01906
OG0001162	Syas.g_02473	Syak.g_00959
OG0001163	Syas.g_02697	Syak.g_02429
OG0001164	Syas.g_02691	Syak.g_02423
OG0001165	Syas.g_02686	Syak.g_02418
OG0001166	Syas.g_02658	Syak.g_02394
OG0001167	Syas.g_01046	Syak.g_02366
OG0001168	Syas.g_02597	Syak.g_02364
OG0001169	Syas.g_02595	Syak.g_02362
OG0001170	Syas.g_02593	Syak.g_02360
OG0001171	Syas.g_02580	Syak.g_02349
OG0001172	Syas.g_01665	Syak.g_01388
OG0001173	Syas.g_01664	Syak.g_01387
OG0001174	Syas.g_01656	Syak.g_01379
OG0001175	Syas.g_01655	Syak.g_01378
OG0001176	Syas.g_01638	Syak.g_01354
OG0001177	Syas.g_01640	Syak.g_01356
OG0001178	Syas.g_02676	Syak.g_02411
OG0001179	Syas.g_01608	Syak.g_01324
OG0001181	Syas.g_01579	Syak.g_01296
OG0001182	Syas.g_01571	Syak.g_01287
OG0001183	Syas.g_01564	Syak.g_01282
OG0001184	Syas.g_02188	Syak.g_01571
OG0001185	Syas.g_02162	Syak.g_01643
OG0001186	Syas.g_02113	Syak.g_01709
OG0001187	Syas.g_02111	Syak.g_01712
OG0001189	Syas.g_02089	Syak.g_01736
