Orthogroup	Syas	Prbe
OG0000568	Syas.g_00810	Prbe.g_00566
OG0000569	Syas.g_00811	Prbe.g_00565
OG0000570	Syas.g_00812	Prbe.g_00564
OG0000571	Syas.g_00815	Prbe.g_00562
OG0000572	Syas.g_00839	Prbe.g_00548
OG0000573	Syas.g_00952	Prbe.g_00542
OG0000574	Syas.g_00951	Prbe.g_00541
OG0000575	Syas.g_00848	Prbe.g_00537
OG0000576	Syas.g_00850	Prbe.g_00535
OG0000577	Syas.g_00851	Prbe.g_00534
OG0000578	Syas.g_00852	Prbe.g_00533
OG0000579	Syas.g_00853	Prbe.g_00532
OG0000580	Syas.g_00854	Prbe.g_00531
OG0000581	Syas.g_00861	Prbe.g_00528
OG0000582	Syas.g_00873	Prbe.g_00525
OG0000583	Syas.g_00872	Prbe.g_00524
OG0000584	Syas.g_00871	Prbe.g_00523
OG0000585	Syas.g_00868	Prbe.g_00521
OG0000586	Syas.g_00867	Prbe.g_00520
OG0000587	Syas.g_00865	Prbe.g_00519
OG0000588	Syas.g_00960	Prbe.g_00515
OG0000589	Syas.g_00121	Prbe.g_00513
OG0000590	Syas.g_00120	Prbe.g_00512
OG0000591	Syas.g_00106	Prbe.g_00508
OG0000592	Syas.g_00105	Prbe.g_00507
OG0000593	Syas.g_00750	Prbe.g_01488
OG0000594	Syas.g_00749	Prbe.g_01487
OG0000595	Syas.g_00748	Prbe.g_01486
OG0000596	Syas.g_00743	Prbe.g_01482
OG0000597	Syas.g_00740	Prbe.g_01479
OG0000598	Syas.g_00739	Prbe.g_01478
OG0000599	Syas.g_00732	Prbe.g_01475
OG0000600	Syas.g_00731	Prbe.g_01474
OG0000601	Syas.g_00730	Prbe.g_01473
OG0000602	Syas.g_00725	Prbe.g_01471
OG0000603	Syas.g_00724	Prbe.g_01470
OG0000604	Syas.g_00721	Prbe.g_01469
OG0000605	Syas.g_00719	Prbe.g_01468
OG0000606	Syas.g_00716	Prbe.g_01465
OG0000607	Syas.g_00713	Prbe.g_01462
OG0000608	Syas.g_00712	Prbe.g_01461
OG0000609	Syas.g_00710	Prbe.g_01460
OG0000610	Syas.g_00702	Prbe.g_01454
OG0000611	Syas.g_00699	Prbe.g_01451
OG0000612	Syas.g_00698	Prbe.g_01450
OG0000613	Syas.g_01825	Prbe.g_00447
OG0000614	Syas.g_01044	Prbe.g_00468
OG0000615	Syas.g_00650	Prbe.g_01209
OG0000616	Syas.g_02011	Prbe.g_01197
OG0000617	Syas.g_00180	Prbe.g_01434
OG0000618	Syas.g_00181	Prbe.g_01433
OG0000619	Syas.g_00182	Prbe.g_01432
OG0000620	Syas.g_00188	Prbe.g_01429
OG0000621	Syas.g_00189	Prbe.g_01428
OG0000622	Syas.g_00190	Prbe.g_01427
OG0000623	Syas.g_00191	Prbe.g_01426
OG0000624	Syas.g_00192	Prbe.g_01424
OG0000625	Syas.g_00193	Prbe.g_01423
OG0000626	Syas.g_00194	Prbe.g_01422
OG0000627	Syas.g_00372	Prbe.g_01421
OG0000628	Syas.g_00373	Prbe.g_01420
OG0000629	Syas.g_00376	Prbe.g_01419
OG0000630	Syas.g_00397	Prbe.g_01416
OG0000631	Syas.g_00405	Prbe.g_01323
OG0000632	Syas.g_00406	Prbe.g_01324
OG0000633	Syas.g_00407	Prbe.g_01325
OG0000634	Syas.g_00600	Prbe.g_01218
OG0000635	Syas.g_00599	Prbe.g_01219
OG0000636	Syas.g_00597	Prbe.g_01221
OG0000637	Syas.g_00595	Prbe.g_01223
OG0000638	Syas.g_00594	Prbe.g_01224
OG0000639	Syas.g_00593	Prbe.g_01225
OG0000640	Syas.g_00592	Prbe.g_01226
OG0000641	Syas.g_00587	Prbe.g_01230
OG0000642	Syas.g_00586	Prbe.g_01231
OG0000643	Syas.g_00585	Prbe.g_01232
OG0000644	Syas.g_00584	Prbe.g_01233
OG0000645	Syas.g_00583	Prbe.g_01234
OG0000646	Syas.g_00580	Prbe.g_01236
OG0000647	Syas.g_00578	Prbe.g_01238
OG0000648	Syas.g_00576	Prbe.g_01240
OG0000649	Syas.g_00575	Prbe.g_01241
OG0000650	Syas.g_00574	Prbe.g_01242
OG0000651	Syas.g_00573	Prbe.g_01243
OG0000652	Syas.g_00572	Prbe.g_01244
OG0000653	Syas.g_00570	Prbe.g_01246
OG0000654	Syas.g_00569	Prbe.g_01247
OG0000655	Syas.g_00568	Prbe.g_01248
OG0000656	Syas.g_00565	Prbe.g_01251
OG0000657	Syas.g_00232	Prbe.g_01259
OG0000658	Syas.g_00235	Prbe.g_01261
OG0000659	Syas.g_00236	Prbe.g_01262
OG0000660	Syas.g_00240	Prbe.g_01266
OG0000661	Syas.g_00242	Prbe.g_01268
OG0000662	Syas.g_00281	Prbe.g_01270
OG0000663	Syas.g_00284	Prbe.g_01272
OG0000664	Syas.g_00287	Prbe.g_01273
OG0000665	Syas.g_00385	Prbe.g_01279
OG0000666	Syas.g_01362	Prbe.g_01280
OG0000667	Syas.g_00088	Prbe.g_01284
OG0000668	Syas.g_00221	Prbe.g_00105
OG0000669	Syas.g_00684	Prbe.g_00406
OG0000670	Syas.g_00681	Prbe.g_00409
OG0000671	Syas.g_00679	Prbe.g_00412
OG0000672	Syas.g_00676	Prbe.g_00415
OG0000673	Syas.g_00673	Prbe.g_00418
OG0000674	Syas.g_00671	Prbe.g_00420
OG0000675	Syas.g_00670	Prbe.g_00421
OG0000676	Syas.g_00668	Prbe.g_00423
OG0000677	Syas.g_00667	Prbe.g_00424
OG0000678	Syas.g_00660	Prbe.g_00426
OG0000679	Syas.g_00629	Prbe.g_00430
OG0000680	Syas.g_00628	Prbe.g_00431
OG0000681	Syas.g_00625	Prbe.g_00434
OG0000682	Syas.g_00624	Prbe.g_00435
OG0000683	Syas.g_00623	Prbe.g_00436
OG0000684	Syas.g_00621	Prbe.g_00438
OG0000685	Syas.g_00187	Prbe.g_00440
OG0000686	Syas.g_00619	Prbe.g_00441
OG0000687	Syas.g_00618	Prbe.g_00442
OG0000688	Syas.g_00612	Prbe.g_01446
OG0000689	Syas.g_00610	Prbe.g_01445
OG0000690	Syas.g_00609	Prbe.g_01444
OG0000691	Syas.g_00608	Prbe.g_01443
OG0000692	Syas.g_00606	Prbe.g_01441
OG0000693	Syas.g_00604	Prbe.g_01440
OG0000694	Syas.g_00603	Prbe.g_01439
OG0000695	Syas.g_00410	Prbe.g_01327
OG0000696	Syas.g_00411	Prbe.g_01328
OG0000697	Syas.g_00413	Prbe.g_01329
OG0000698	Syas.g_00417	Prbe.g_01332
OG0000699	Syas.g_00419	Prbe.g_01333
OG0000700	Syas.g_00420	Prbe.g_01334
OG0000701	Syas.g_00421	Prbe.g_01335
OG0000702	Syas.g_00437	Prbe.g_01337
OG0000703	Syas.g_00438	Prbe.g_01338
OG0000704	Syas.g_00446	Prbe.g_01340
OG0000705	Syas.g_00453	Prbe.g_01343
OG0000706	Syas.g_00454	Prbe.g_01344
OG0000707	Syas.g_00455	Prbe.g_01345
OG0000708	Syas.g_00458	Prbe.g_01347
OG0000709	Syas.g_00466	Prbe.g_01351
OG0000710	Syas.g_00497	Prbe.g_01354
OG0000711	Syas.g_00546	Prbe.g_01372
OG0000712	Syas.g_00548	Prbe.g_01373
OG0000713	Syas.g_00549	Prbe.g_01374
OG0000714	Syas.g_00551	Prbe.g_01375
OG0000715	Syas.g_00553	Prbe.g_01377
OG0000716	Syas.g_00556	Prbe.g_01379
OG0000717	Syas.g_00557	Prbe.g_01380
OG0000718	Syas.g_00561	Prbe.g_01384
OG0000719	Syas.g_00223	Prbe.g_01386
OG0000720	Syas.g_00209	Prbe.g_01398
OG0000721	Syas.g_00207	Prbe.g_01402
OG0000722	Syas.g_00206	Prbe.g_01403
OG0000723	Syas.g_00196	Prbe.g_01407
OG0000724	Syas.g_00999	Prbe.g_01302
OG0000725	Syas.g_01024	Prbe.g_01296
OG0000726	Syas.g_01025	Prbe.g_01295
OG0000727	Syas.g_01026	Prbe.g_01294
OG0000728	Syas.g_01028	Prbe.g_01292
OG0000729	Syas.g_02145	Prbe.g_00915
OG0000730	Syas.g_01544	Prbe.g_01591
OG0000731	Syas.g_01532	Prbe.g_01898
OG0000732	Syas.g_02086	Prbe.g_01148
OG0000733	Syas.g_00096	Prbe.g_00042
OG0000734	Syas.g_02414	Prbe.g_01565
OG0000735	Syas.g_01201	Prbe.g_01563
OG0000736	Syas.g_01200	Prbe.g_01562
OG0000737	Syas.g_01199	Prbe.g_01561
OG0000738	Syas.g_01193	Prbe.g_01557
OG0000739	Syas.g_01192	Prbe.g_01556
OG0000740	Syas.g_01191	Prbe.g_01555
OG0000741	Syas.g_01188	Prbe.g_01553
OG0000742	Syas.g_01185	Prbe.g_01550
OG0000743	Syas.g_01182	Prbe.g_01548
OG0000744	Syas.g_01181	Prbe.g_01547
OG0000745	Syas.g_01178	Prbe.g_01546
OG0000746	Syas.g_01176	Prbe.g_01544
OG0000747	Syas.g_01174	Prbe.g_01543
OG0000748	Syas.g_01146	Prbe.g_01539
OG0000749	Syas.g_01144	Prbe.g_01538
OG0000750	Syas.g_01143	Prbe.g_01537
OG0000751	Syas.g_01138	Prbe.g_01534
OG0000752	Syas.g_01136	Prbe.g_01532
OG0000753	Syas.g_01133	Prbe.g_01530
OG0000754	Syas.g_01128	Prbe.g_01527
OG0000755	Syas.g_01117	Prbe.g_01521
OG0000756	Syas.g_01116	Prbe.g_01520
OG0000757	Syas.g_01108	Prbe.g_01513
OG0000758	Syas.g_01107	Prbe.g_01512
OG0000759	Syas.g_01106	Prbe.g_01511
OG0000760	Syas.g_01105	Prbe.g_01510
OG0000761	Syas.g_01104	Prbe.g_01509
OG0000762	Syas.g_01102	Prbe.g_01508
OG0000763	Syas.g_01091	Prbe.g_01506
OG0000764	Syas.g_01090	Prbe.g_01505
OG0000765	Syas.g_01076	Prbe.g_01497
OG0000766	Syas.g_01075	Prbe.g_01496
OG0000767	Syas.g_01073	Prbe.g_01494
OG0000768	Syas.g_01072	Prbe.g_01493
OG0000769	Syas.g_01070	Prbe.g_01491
OG0000770	Syas.g_01067	Prbe.g_00502
OG0000771	Syas.g_00993	Prbe.g_00215
OG0000772	Syas.g_01461	Prbe.g_01128
OG0000773	Syas.g_00002	Prbe.g_00902
OG0000774	Syas.g_02862	Prbe.g_00900
OG0000775	Syas.g_02860	Prbe.g_00898
OG0000776	Syas.g_02859	Prbe.g_00897
OG0000777	Syas.g_02858	Prbe.g_00896
OG0000778	Syas.g_02857	Prbe.g_00895
OG0000779	Syas.g_02852	Prbe.g_00891
OG0000780	Syas.g_02847	Prbe.g_00890
OG0000781	Syas.g_02842	Prbe.g_00886
OG0000782	Syas.g_02841	Prbe.g_00885
OG0000783	Syas.g_02840	Prbe.g_00884
OG0000784	Syas.g_02839	Prbe.g_00883
OG0000785	Syas.g_02837	Prbe.g_00881
OG0000786	Syas.g_02833	Prbe.g_00878
OG0000787	Syas.g_02832	Prbe.g_00877
OG0000788	Syas.g_00782	Prbe.g_00634
OG0000789	Syas.g_01507	Prbe.g_00212
OG0000790	Syas.g_01266	Prbe.g_00368
OG0000791	Syas.g_01268	Prbe.g_00366
OG0000792	Syas.g_01269	Prbe.g_00365
OG0000793	Syas.g_01359	Prbe.g_00362
OG0000794	Syas.g_01361	Prbe.g_00361
OG0000795	Syas.g_01363	Prbe.g_00360
OG0000796	Syas.g_01368	Prbe.g_00356
OG0000797	Syas.g_01369	Prbe.g_00355
OG0000798	Syas.g_02134	Prbe.g_00087
OG0000799	Syas.g_02789	Prbe.g_00328
OG0000800	Syas.g_02790	Prbe.g_00327
OG0000801	Syas.g_02791	Prbe.g_00326
OG0000802	Syas.g_02797	Prbe.g_00324
OG0000803	Syas.g_02800	Prbe.g_00322
OG0000804	Syas.g_02803	Prbe.g_00321
OG0000805	Syas.g_02805	Prbe.g_00319
OG0000806	Syas.g_02807	Prbe.g_00317
OG0000807	Syas.g_02808	Prbe.g_00316
OG0000808	Syas.g_02809	Prbe.g_00315
OG0000809	Syas.g_02811	Prbe.g_00313
OG0000810	Syas.g_02813	Prbe.g_00312
OG0000811	Syas.g_02822	Prbe.g_00308
OG0000812	Syas.g_02824	Prbe.g_00306
OG0000813	Syas.g_02825	Prbe.g_00305
OG0000814	Syas.g_02827	Prbe.g_00303
OG0000815	Syas.g_02829	Prbe.g_00302
OG0000816	Syas.g_02831	Prbe.g_00300
OG0000817	Syas.g_02753	Prbe.g_00299
OG0000818	Syas.g_01282	Prbe.g_00294
OG0000819	Syas.g_01283	Prbe.g_00293
OG0000820	Syas.g_01284	Prbe.g_00292
OG0000821	Syas.g_01289	Prbe.g_00288
OG0000822	Syas.g_01291	Prbe.g_00287
OG0000823	Syas.g_01292	Prbe.g_00286
OG0000824	Syas.g_01297	Prbe.g_00283
OG0000825	Syas.g_01298	Prbe.g_00282
OG0000826	Syas.g_01299	Prbe.g_00281
OG0000827	Syas.g_01300	Prbe.g_00280
OG0000828	Syas.g_01303	Prbe.g_00277
OG0000829	Syas.g_01304	Prbe.g_00276
OG0000830	Syas.g_01305	Prbe.g_00275
OG0000831	Syas.g_01308	Prbe.g_00273
OG0000832	Syas.g_01476	Prbe.g_00263
OG0000833	Syas.g_02738	Prbe.g_00254
OG0000834	Syas.g_02737	Prbe.g_00253
OG0000835	Syas.g_02736	Prbe.g_00252
OG0000836	Syas.g_02732	Prbe.g_00251
OG0000837	Syas.g_02731	Prbe.g_00250
OG0000838	Syas.g_02727	Prbe.g_00248
OG0000839	Syas.g_02726	Prbe.g_00247
OG0000840	Syas.g_02725	Prbe.g_00246
OG0000841	Syas.g_02724	Prbe.g_00245
OG0000842	Syas.g_02723	Prbe.g_00244
OG0000843	Syas.g_02722	Prbe.g_00243
OG0000844	Syas.g_02720	Prbe.g_00242
OG0000845	Syas.g_02719	Prbe.g_00241
OG0000846	Syas.g_02718	Prbe.g_00240
OG0000847	Syas.g_02717	Prbe.g_00239
OG0000848	Syas.g_02715	Prbe.g_00238
OG0000849	Syas.g_02714	Prbe.g_00237
OG0000850	Syas.g_02711	Prbe.g_00235
OG0000851	Syas.g_02708	Prbe.g_00234
OG0000852	Syas.g_02707	Prbe.g_00233
OG0000853	Syas.g_02703	Prbe.g_00227
OG0000854	Syas.g_02701	Prbe.g_00225
OG0000855	Syas.g_02700	Prbe.g_00224
OG0000856	Syas.g_00103	Prbe.g_00505
OG0000857	Syas.g_00579	Prbe.g_01237
OG0000858	Syas.g_02693	Prbe.g_00992
OG0000859	Syas.g_02692	Prbe.g_00991
OG0000860	Syas.g_02679	Prbe.g_00983
OG0000861	Syas.g_02678	Prbe.g_00982
OG0000862	Syas.g_02677	Prbe.g_00981
OG0000863	Syas.g_02675	Prbe.g_00979
OG0000864	Syas.g_02674	Prbe.g_00978
OG0000865	Syas.g_02673	Prbe.g_00977
OG0000866	Syas.g_02672	Prbe.g_00976
OG0000867	Syas.g_02671	Prbe.g_00975
OG0000868	Syas.g_02667	Prbe.g_00973
OG0000869	Syas.g_02662	Prbe.g_00970
OG0000870	Syas.g_02657	Prbe.g_00965
OG0000871	Syas.g_02656	Prbe.g_00964
OG0000872	Syas.g_02650	Prbe.g_00963
OG0000873	Syas.g_02647	Prbe.g_00960
OG0000874	Syas.g_02645	Prbe.g_00957
OG0000875	Syas.g_02644	Prbe.g_00956
OG0000876	Syas.g_00280	Prbe.g_00955
OG0000877	Syas.g_02603	Prbe.g_00953
OG0000878	Syas.g_02602	Prbe.g_00952
OG0000879	Syas.g_02601	Prbe.g_00951
OG0000880	Syas.g_02600	Prbe.g_00950
OG0000881	Syas.g_02596	Prbe.g_00946
OG0000882	Syas.g_02591	Prbe.g_00941
OG0000883	Syas.g_02586	Prbe.g_00939
OG0000884	Syas.g_02584	Prbe.g_00937
OG0000885	Syas.g_02583	Prbe.g_00936
OG0000886	Syas.g_02582	Prbe.g_00935
OG0000887	Syas.g_02581	Prbe.g_00934
OG0000888	Syas.g_02579	Prbe.g_00932
OG0000889	Syas.g_02577	Prbe.g_00930
OG0000890	Syas.g_02574	Prbe.g_00929
OG0000891	Syas.g_02573	Prbe.g_00928
OG0000892	Syas.g_02571	Prbe.g_00926
OG0000893	Syas.g_01677	Prbe.g_00922
OG0000894	Syas.g_01667	Prbe.g_00919
OG0000895	Syas.g_01663	Prbe.g_01111
OG0000896	Syas.g_01662	Prbe.g_01110
OG0000897	Syas.g_01660	Prbe.g_01108
OG0000898	Syas.g_01659	Prbe.g_01107
OG0000899	Syas.g_01658	Prbe.g_01106
OG0000900	Syas.g_01657	Prbe.g_01105
OG0000901	Syas.g_01652	Prbe.g_01102
OG0000902	Syas.g_01651	Prbe.g_01100
OG0000903	Syas.g_01637	Prbe.g_01096
OG0000904	Syas.g_01642	Prbe.g_01092
OG0000905	Syas.g_01647	Prbe.g_01098
OG0000906	Syas.g_01649	Prbe.g_01099
OG0000907	Syas.g_01635	Prbe.g_01089
OG0000908	Syas.g_01632	Prbe.g_01086
OG0000909	Syas.g_01631	Prbe.g_01085
OG0000910	Syas.g_01630	Prbe.g_01084
OG0000911	Syas.g_01628	Prbe.g_01082
OG0000912	Syas.g_01627	Prbe.g_01081
OG0000913	Syas.g_01626	Prbe.g_01080
OG0000914	Syas.g_01625	Prbe.g_01079
OG0000915	Syas.g_01623	Prbe.g_01078
OG0000916	Syas.g_01622	Prbe.g_00867
OG0000917	Syas.g_01621	Prbe.g_00866
OG0000918	Syas.g_01620	Prbe.g_00865
OG0000919	Syas.g_01619	Prbe.g_00864
OG0000920	Syas.g_01618	Prbe.g_00863
OG0000921	Syas.g_01617	Prbe.g_00862
OG0000922	Syas.g_01616	Prbe.g_00861
OG0000923	Syas.g_01612	Prbe.g_00857
OG0000924	Syas.g_01611	Prbe.g_00856
OG0000925	Syas.g_01610	Prbe.g_00855
OG0000926	Syas.g_01609	Prbe.g_00854
OG0000927	Syas.g_01607	Prbe.g_00852
OG0000928	Syas.g_01606	Prbe.g_00851
OG0000929	Syas.g_01605	Prbe.g_00850
OG0000930	Syas.g_01604	Prbe.g_00849
OG0000931	Syas.g_01603	Prbe.g_00848
OG0000932	Syas.g_01602	Prbe.g_00847
OG0000933	Syas.g_01596	Prbe.g_00843
OG0000934	Syas.g_01594	Prbe.g_00841
OG0000935	Syas.g_01593	Prbe.g_00840
OG0000936	Syas.g_01592	Prbe.g_00839
OG0000937	Syas.g_01591	Prbe.g_00838
OG0000938	Syas.g_01588	Prbe.g_00835
OG0000939	Syas.g_01587	Prbe.g_00834
OG0000940	Syas.g_01580	Prbe.g_00827
OG0000941	Syas.g_01578	Prbe.g_00825
OG0000942	Syas.g_01576	Prbe.g_00823
OG0000943	Syas.g_01575	Prbe.g_00822
OG0000944	Syas.g_01573	Prbe.g_00820
OG0000945	Syas.g_01572	Prbe.g_00819
OG0000946	Syas.g_01565	Prbe.g_00814
OG0000947	Syas.g_01562	Prbe.g_00812
OG0000948	Syas.g_01561	Prbe.g_00811
OG0000949	Syas.g_02213	Prbe.g_00808
OG0000950	Syas.g_02197	Prbe.g_00801
OG0000951	Syas.g_02190	Prbe.g_00797
OG0000952	Syas.g_02186	Prbe.g_00793
OG0000953	Syas.g_02182	Prbe.g_00789
OG0000954	Syas.g_02174	Prbe.g_00785
OG0000955	Syas.g_02173	Prbe.g_00784
OG0000956	Syas.g_02171	Prbe.g_00782
OG0000957	Syas.g_02158	Prbe.g_00776
OG0000958	Syas.g_02157	Prbe.g_00775
OG0000959	Syas.g_02154	Prbe.g_00771
OG0000960	Syas.g_02153	Prbe.g_00770
OG0000961	Syas.g_02345	Prbe.g_00767
OG0000962	Syas.g_02146	Prbe.g_00765
OG0000963	Syas.g_02143	Prbe.g_00761
OG0000964	Syas.g_02142	Prbe.g_00760
OG0000965	Syas.g_02141	Prbe.g_00759
OG0000966	Syas.g_02112	Prbe.g_00749
OG0000967	Syas.g_02108	Prbe.g_00753
OG0000968	Syas.g_02106	Prbe.g_00755
OG0000969	Syas.g_02104	Prbe.g_00756
OG0000970	Syas.g_02103	Prbe.g_01134
OG0000971	Syas.g_02101	Prbe.g_01135
OG0000972	Syas.g_02100	Prbe.g_01136
OG0000973	Syas.g_02099	Prbe.g_01137
OG0000974	Syas.g_02098	Prbe.g_01138
OG0000975	Syas.g_02097	Prbe.g_01139
OG0000976	Syas.g_02096	Prbe.g_01140
OG0000977	Syas.g_02094	Prbe.g_01141
OG0000978	Syas.g_02093	Prbe.g_01142
OG0000979	Syas.g_02090	Prbe.g_01145
OG0000980	Syas.g_02087	Prbe.g_01147
OG0000981	Syas.g_02084	Prbe.g_01150
OG0000982	Syas.g_01882	Prbe.g_01152
OG0000983	Syas.g_01883	Prbe.g_01153
OG0000984	Syas.g_01884	Prbe.g_01154
OG0000985	Syas.g_01888	Prbe.g_01157
OG0000986	Syas.g_01891	Prbe.g_01159
OG0000987	Syas.g_01897	Prbe.g_01160
OG0000988	Syas.g_01902	Prbe.g_01163
OG0000989	Syas.g_01908	Prbe.g_01167
OG0000990	Syas.g_01937	Prbe.g_01171
OG0000991	Syas.g_01939	Prbe.g_01172
OG0000992	Syas.g_01943	Prbe.g_01175
OG0000993	Syas.g_01945	Prbe.g_01176
OG0000994	Syas.g_01948	Prbe.g_01177
OG0000995	Syas.g_01955	Prbe.g_01181
OG0000996	Syas.g_01977	Prbe.g_01182
OG0000997	Syas.g_01993	Prbe.g_01185
OG0000998	Syas.g_01995	Prbe.g_01187
OG0000999	Syas.g_01996	Prbe.g_01188
OG0001000	Syas.g_02000	Prbe.g_01191
OG0001001	Syas.g_02006	Prbe.g_01194
OG0001002	Syas.g_02014	Prbe.g_01056
OG0001003	Syas.g_02016	Prbe.g_01057
OG0001004	Syas.g_02017	Prbe.g_01058
OG0001005	Syas.g_02018	Prbe.g_01059
OG0001006	Syas.g_02032	Prbe.g_01063
OG0001007	Syas.g_02034	Prbe.g_01065
OG0001008	Syas.g_01496	Prbe.g_01935
OG0001009	Syas.g_02065	Prbe.g_00127
OG0001010	Syas.g_02066	Prbe.g_00128
OG0001011	Syas.g_02068	Prbe.g_00130
OG0001012	Syas.g_00152	Prbe.g_00144
OG0001013	Syas.g_01866	Prbe.g_00151
OG0001014	Syas.g_01857	Prbe.g_00154
OG0001015	Syas.g_01856	Prbe.g_00156
OG0001016	Syas.g_02517	Prbe.g_00178
OG0001017	Syas.g_02511	Prbe.g_00182
OG0001018	Syas.g_02509	Prbe.g_00184
OG0001019	Syas.g_02469	Prbe.g_00193
OG0001020	Syas.g_02443	Prbe.g_01630
OG0001021	Syas.g_02437	Prbe.g_01631
OG0001022	Syas.g_02434	Prbe.g_01634
OG0001023	Syas.g_02433	Prbe.g_01635
OG0001024	Syas.g_00135	Prbe.g_01639
OG0001025	Syas.g_02424	Prbe.g_01646
OG0001026	Syas.g_02412	Prbe.g_01655
OG0001027	Syas.g_02408	Prbe.g_01656
OG0001028	Syas.g_02405	Prbe.g_01658
OG0001029	Syas.g_02403	Prbe.g_01659
OG0001030	Syas.g_02384	Prbe.g_01675
OG0001031	Syas.g_02293	Prbe.g_01735
OG0001032	Syas.g_02290	Prbe.g_01736
OG0001033	Syas.g_02239	Prbe.g_01757
OG0001034	Syas.g_02556	Prbe.g_01788
OG0001035	Syas.g_01704	Prbe.g_01808
OG0001036	Syas.g_01709	Prbe.g_01812
OG0001037	Syas.g_01711	Prbe.g_01813
OG0001038	Syas.g_01751	Prbe.g_01832
OG0001039	Syas.g_01754	Prbe.g_01835
OG0001041	Syas.g_01761	Prbe.g_01842
OG0001042	Syas.g_01821	Prbe.g_01859
OG0001043	Syas.g_01817	Prbe.g_01860
OG0001044	Syas.g_01542	Prbe.g_01891
OG0001045	Syas.g_01529	Prbe.g_01900
OG0001046	Syas.g_00532	Prbe.g_01033
OG0001047	Syas.g_01494	Prbe.g_01937
OG0001048	Syas.g_01493	Prbe.g_01938
OG0001049	Syas.g_02742	Prbe.g_01940
OG0001050	Syas.g_02743	Prbe.g_01941
OG0001051	Syas.g_02744	Prbe.g_01942
OG0001052	Syas.g_01337	Prbe.g_00662
OG0001053	Syas.g_01250	Prbe.g_00650
OG0001054	Syas.g_01231	Prbe.g_00635
OG0001055	Syas.g_01210	Prbe.g_00616
OG0001056	Syas.g_00068	Prbe.g_00599
OG0001057	Syas.g_00763	Prbe.g_00594
OG0001058	Syas.g_00787	Prbe.g_00586
OG0001059	Syas.g_00791	Prbe.g_00582
OG0001060	Syas.g_00797	Prbe.g_00576
OG0001061	Syas.g_00816	Prbe.g_00561
OG0001062	Syas.g_00819	Prbe.g_00559
OG0001063	Syas.g_00830	Prbe.g_00557
OG0001064	Syas.g_00831	Prbe.g_00556
OG0001065	Syas.g_00832	Prbe.g_00555
OG0001066	Syas.g_00833	Prbe.g_00554
OG0001067	Syas.g_00834	Prbe.g_00553
OG0001068	Syas.g_00835	Prbe.g_00552
OG0001069	Syas.g_00836	Prbe.g_00551
OG0001070	Syas.g_00840	Prbe.g_00547
OG0001071	Syas.g_00841	Prbe.g_00546
OG0001072	Syas.g_00844	Prbe.g_00544
OG0001073	Syas.g_00855	Prbe.g_00530
OG0001074	Syas.g_00157	Prbe.g_00518
OG0001075	Syas.g_00163	Prbe.g_00517
OG0001076	Syas.g_00113	Prbe.g_00510
OG0001077	Syas.g_00101	Prbe.g_00504
OG0001078	Syas.g_00745	Prbe.g_01484
OG0001079	Syas.g_00729	Prbe.g_01472
OG0001080	Syas.g_00717	Prbe.g_01466
OG0001081	Syas.g_00715	Prbe.g_01464
OG0001082	Syas.g_00714	Prbe.g_01463
OG0001083	Syas.g_00707	Prbe.g_01458
OG0001084	Syas.g_00706	Prbe.g_01457
OG0001085	Syas.g_00693	Prbe.g_00444
OG0001086	Syas.g_00691	Prbe.g_00445
OG0001087	Syas.g_00071	Prbe.g_00463
OG0001088	Syas.g_01060	Prbe.g_00464
OG0001089	Syas.g_01039	Prbe.g_01205
OG0001090	Syas.g_00980	Prbe.g_01215
OG0001091	Syas.g_00979	Prbe.g_01437
OG0001092	Syas.g_00178	Prbe.g_01436
OG0001093	Syas.g_00184	Prbe.g_01431
OG0001095	Syas.g_00582	Prbe.g_01235
OG0001097	Syas.g_00243	Prbe.g_01269
OG0001098	Syas.g_00880	Prbe.g_01288
OG0001099	Syas.g_02404	Prbe.g_00110
OG0001100	Syas.g_00682	Prbe.g_00408
OG0001101	Syas.g_00680	Prbe.g_00411
OG0001102	Syas.g_00677	Prbe.g_00414
OG0001103	Syas.g_00675	Prbe.g_00416
OG0001104	Syas.g_00620	Prbe.g_00439
OG0001105	Syas.g_00617	Prbe.g_00443
OG0001106	Syas.g_00447	Prbe.g_01341
OG0001107	Syas.g_00459	Prbe.g_01348
OG0001108	Syas.g_00494	Prbe.g_01352
OG0001109	Syas.g_00496	Prbe.g_01353
OG0001110	Syas.g_00498	Prbe.g_01355
OG0001111	Syas.g_00500	Prbe.g_01356
OG0001112	Syas.g_00503	Prbe.g_01357
OG0001113	Syas.g_00504	Prbe.g_01358
OG0001114	Syas.g_00505	Prbe.g_01359
OG0001115	Syas.g_00527	Prbe.g_01361
OG0001116	Syas.g_00529	Prbe.g_01362
OG0001117	Syas.g_00530	Prbe.g_01363
OG0001118	Syas.g_00531	Prbe.g_01364
OG0001119	Syas.g_00533	Prbe.g_01365
OG0001120	Syas.g_00539	Prbe.g_01367
OG0001122	Syas.g_00222	Prbe.g_01387
OG0001123	Syas.g_00214	Prbe.g_01393
OG0001124	Syas.g_00212	Prbe.g_01395
OG0001125	Syas.g_00210	Prbe.g_01397
OG0001126	Syas.g_00991	Prbe.g_01308
OG0001127	Syas.g_00992	Prbe.g_01307
OG0001128	Syas.g_00995	Prbe.g_01305
OG0001129	Syas.g_00997	Prbe.g_01304
OG0001130	Syas.g_00998	Prbe.g_01303
