Orthogroup	Syas	Praq
OG0000593	Syas.g_00750	Praq.g_00970
OG0000594	Syas.g_00749	Praq.g_00969
OG0000595	Syas.g_00748	Praq.g_00968
OG0000596	Syas.g_00743	Praq.g_00964
OG0000597	Syas.g_00740	Praq.g_00962
OG0000598	Syas.g_00739	Praq.g_00961
OG0000599	Syas.g_00732	Praq.g_00958
OG0000600	Syas.g_00731	Praq.g_00957
OG0000601	Syas.g_00730	Praq.g_00775
OG0000602	Syas.g_00725	Praq.g_00777
OG0000603	Syas.g_00724	Praq.g_00778
OG0000604	Syas.g_00721	Praq.g_00779
OG0000605	Syas.g_00719	Praq.g_00780
OG0000606	Syas.g_00716	Praq.g_00783
OG0000607	Syas.g_00713	Praq.g_00786
OG0000608	Syas.g_00712	Praq.g_00787
OG0000609	Syas.g_00710	Praq.g_00788
OG0000610	Syas.g_00702	Praq.g_00793
OG0000611	Syas.g_00699	Praq.g_00796
OG0000612	Syas.g_00698	Praq.g_00797
OG0000613	Syas.g_01825	Praq.g_00802
OG0000614	Syas.g_01044	Praq.g_00821
OG0000615	Syas.g_00650	Praq.g_00829
OG0000616	Syas.g_02011	Praq.g_00833
OG0000617	Syas.g_00180	Praq.g_00589
OG0000618	Syas.g_00181	Praq.g_00590
OG0000619	Syas.g_00182	Praq.g_00591
OG0000620	Syas.g_00188	Praq.g_00594
OG0000621	Syas.g_00189	Praq.g_00595
OG0000622	Syas.g_00190	Praq.g_00596
OG0000623	Syas.g_00191	Praq.g_00597
OG0000624	Syas.g_00192	Praq.g_00598
OG0000625	Syas.g_00193	Praq.g_00599
OG0000626	Syas.g_00194	Praq.g_00600
OG0000627	Syas.g_00372	Praq.g_00601
OG0000628	Syas.g_00373	Praq.g_00602
OG0000629	Syas.g_00376	Praq.g_00603
OG0000630	Syas.g_00397	Praq.g_00606
OG0000631	Syas.g_00405	Praq.g_00661
OG0000632	Syas.g_00406	Praq.g_00662
OG0000633	Syas.g_00407	Praq.g_00663
OG0000634	Syas.g_00600	Praq.g_00666
OG0000635	Syas.g_00599	Praq.g_00667
OG0000636	Syas.g_00597	Praq.g_00669
OG0000637	Syas.g_00595	Praq.g_00671
OG0000638	Syas.g_00594	Praq.g_00672
OG0000639	Syas.g_00593	Praq.g_00673
OG0000640	Syas.g_00592	Praq.g_00674
OG0000641	Syas.g_00587	Praq.g_00678
OG0000642	Syas.g_00586	Praq.g_01407
OG0000643	Syas.g_00585	Praq.g_01408
OG0000644	Syas.g_00584	Praq.g_01409
OG0000645	Syas.g_00583	Praq.g_01410
OG0000646	Syas.g_00580	Praq.g_01412
OG0000647	Syas.g_00578	Praq.g_01413
OG0000648	Syas.g_00576	Praq.g_01415
OG0000649	Syas.g_00575	Praq.g_01416
OG0000650	Syas.g_00574	Praq.g_01417
OG0000651	Syas.g_00573	Praq.g_01418
OG0000652	Syas.g_00572	Praq.g_01419
OG0000653	Syas.g_00570	Praq.g_01421
OG0000654	Syas.g_00569	Praq.g_01422
OG0000655	Syas.g_00568	Praq.g_01423
OG0000656	Syas.g_00565	Praq.g_01426
OG0000657	Syas.g_00232	Praq.g_01433
OG0000658	Syas.g_00235	Praq.g_01434
OG0000659	Syas.g_00236	Praq.g_01435
OG0000660	Syas.g_00240	Praq.g_01439
OG0000661	Syas.g_00242	Praq.g_01441
OG0000662	Syas.g_00281	Praq.g_01443
OG0000663	Syas.g_00284	Praq.g_01445
OG0000664	Syas.g_00287	Praq.g_01446
OG0000665	Syas.g_00385	Praq.g_01450
OG0000666	Syas.g_01362	Praq.g_01451
OG0000667	Syas.g_00088	Praq.g_01456
OG0000668	Syas.g_00221	Praq.g_01473
OG0000669	Syas.g_00684	Praq.g_01481
OG0000670	Syas.g_00681	Praq.g_01483
OG0000671	Syas.g_00679	Praq.g_01485
OG0000672	Syas.g_00676	Praq.g_01488
OG0000673	Syas.g_00673	Praq.g_01491
OG0000674	Syas.g_00671	Praq.g_01493
OG0000675	Syas.g_00670	Praq.g_01494
OG0000676	Syas.g_00668	Praq.g_01496
OG0000677	Syas.g_00667	Praq.g_01497
OG0000678	Syas.g_00660	Praq.g_01499
OG0000679	Syas.g_00629	Praq.g_01503
OG0000680	Syas.g_00628	Praq.g_01504
OG0000681	Syas.g_00625	Praq.g_01506
OG0000682	Syas.g_00624	Praq.g_01507
OG0000683	Syas.g_00623	Praq.g_01508
OG0000684	Syas.g_00621	Praq.g_01510
OG0000685	Syas.g_00187	Praq.g_01512
OG0000686	Syas.g_00619	Praq.g_01513
OG0000687	Syas.g_00618	Praq.g_01514
OG0000688	Syas.g_00612	Praq.g_01517
OG0000689	Syas.g_00610	Praq.g_01518
OG0000690	Syas.g_00609	Praq.g_01519
OG0000691	Syas.g_00608	Praq.g_01520
OG0000692	Syas.g_00606	Praq.g_01522
OG0000693	Syas.g_00604	Praq.g_01523
OG0000694	Syas.g_00603	Praq.g_01524
OG0000695	Syas.g_00410	Praq.g_01526
OG0000696	Syas.g_00411	Praq.g_01527
OG0000697	Syas.g_00413	Praq.g_01528
OG0000698	Syas.g_00417	Praq.g_01531
OG0000699	Syas.g_00419	Praq.g_01532
OG0000700	Syas.g_00420	Praq.g_01533
OG0000701	Syas.g_00421	Praq.g_01534
OG0000702	Syas.g_00437	Praq.g_01536
OG0000703	Syas.g_00438	Praq.g_01537
OG0000704	Syas.g_00446	Praq.g_01538
OG0000705	Syas.g_00453	Praq.g_01542
OG0000706	Syas.g_00454	Praq.g_01543
OG0000707	Syas.g_00455	Praq.g_01544
OG0000708	Syas.g_00458	Praq.g_01545
OG0000709	Syas.g_00466	Praq.g_01549
OG0000710	Syas.g_00497	Praq.g_01552
OG0000711	Syas.g_00546	Praq.g_01568
OG0000712	Syas.g_00548	Praq.g_01570
OG0000713	Syas.g_00549	Praq.g_01571
OG0000714	Syas.g_00551	Praq.g_01572
OG0000715	Syas.g_00553	Praq.g_01574
OG0000716	Syas.g_00556	Praq.g_01576
OG0000717	Syas.g_00557	Praq.g_01577
OG0000718	Syas.g_00561	Praq.g_01588
OG0000719	Syas.g_00223	Praq.g_01590
OG0000720	Syas.g_00209	Praq.g_01599
OG0000721	Syas.g_00207	Praq.g_01601
OG0000722	Syas.g_00206	Praq.g_01602
OG0000723	Syas.g_00196	Praq.g_01605
OG0000724	Syas.g_00999	Praq.g_01614
OG0000725	Syas.g_01024	Praq.g_01620
OG0000726	Syas.g_01025	Praq.g_01621
OG0000727	Syas.g_01026	Praq.g_01622
OG0000728	Syas.g_01028	Praq.g_01624
OG0000729	Syas.g_02145	Praq.g_01669
OG0000730	Syas.g_01544	Praq.g_01273
OG0000731	Syas.g_01532	Praq.g_01276
OG0000732	Syas.g_02086	Praq.g_01282
OG0000733	Syas.g_00096	Praq.g_01301
OG0000734	Syas.g_02414	Praq.g_01318
OG0000735	Syas.g_01201	Praq.g_01320
OG0000736	Syas.g_01200	Praq.g_01321
OG0000737	Syas.g_01199	Praq.g_01322
OG0000738	Syas.g_01193	Praq.g_01326
OG0000739	Syas.g_01192	Praq.g_01327
OG0000740	Syas.g_01191	Praq.g_01328
OG0000741	Syas.g_01188	Praq.g_01329
OG0000742	Syas.g_01185	Praq.g_01332
OG0000743	Syas.g_01182	Praq.g_01334
OG0000744	Syas.g_01181	Praq.g_01335
OG0000745	Syas.g_01178	Praq.g_01336
OG0000746	Syas.g_01176	Praq.g_01338
OG0000747	Syas.g_01174	Praq.g_01339
OG0000748	Syas.g_01146	Praq.g_01342
OG0000749	Syas.g_01144	Praq.g_01343
OG0000750	Syas.g_01143	Praq.g_01344
OG0000751	Syas.g_01138	Praq.g_01346
OG0000752	Syas.g_01136	Praq.g_01348
OG0000753	Syas.g_01133	Praq.g_01351
OG0000754	Syas.g_01128	Praq.g_01354
OG0000755	Syas.g_01117	Praq.g_01357
OG0000756	Syas.g_01116	Praq.g_01358
OG0000757	Syas.g_01108	Praq.g_01364
OG0000758	Syas.g_01107	Praq.g_01365
OG0000759	Syas.g_01106	Praq.g_01366
OG0000760	Syas.g_01105	Praq.g_01367
OG0000761	Syas.g_01104	Praq.g_01368
OG0000762	Syas.g_01102	Praq.g_01369
OG0000763	Syas.g_01091	Praq.g_01371
OG0000764	Syas.g_01090	Praq.g_01372
OG0000765	Syas.g_01076	Praq.g_01381
OG0000766	Syas.g_01075	Praq.g_01382
OG0000767	Syas.g_01073	Praq.g_01384
OG0000768	Syas.g_01072	Praq.g_01385
OG0000769	Syas.g_01070	Praq.g_01387
OG0000770	Syas.g_01067	Praq.g_01389
OG0000771	Syas.g_00993	Praq.g_00257
OG0000772	Syas.g_01461	Praq.g_00112
OG0000773	Syas.g_00002	Praq.g_00124
OG0000774	Syas.g_02862	Praq.g_00126
OG0000775	Syas.g_02860	Praq.g_00128
OG0000776	Syas.g_02859	Praq.g_00129
OG0000777	Syas.g_02858	Praq.g_00130
OG0000778	Syas.g_02857	Praq.g_00131
OG0000779	Syas.g_02852	Praq.g_00135
OG0000780	Syas.g_02847	Praq.g_00136
OG0000781	Syas.g_02842	Praq.g_00139
OG0000782	Syas.g_02841	Praq.g_00140
OG0000783	Syas.g_02840	Praq.g_00141
OG0000784	Syas.g_02839	Praq.g_00142
OG0000785	Syas.g_02837	Praq.g_00144
OG0000786	Syas.g_02833	Praq.g_00146
OG0000787	Syas.g_02832	Praq.g_00147
OG0000788	Syas.g_00782	Praq.g_00162
OG0000789	Syas.g_01507	Praq.g_00165
OG0000790	Syas.g_01266	Praq.g_00182
OG0000791	Syas.g_01268	Praq.g_00184
OG0000792	Syas.g_01269	Praq.g_00185
OG0000793	Syas.g_01359	Praq.g_00188
OG0000794	Syas.g_01361	Praq.g_00189
OG0000795	Syas.g_01363	Praq.g_00190
OG0000796	Syas.g_01368	Praq.g_00194
OG0000797	Syas.g_01369	Praq.g_00195
OG0000798	Syas.g_01750, Syas.g_02134	Praq.g_00222
OG0000799	Syas.g_02789	Praq.g_00276
OG0000800	Syas.g_02790	Praq.g_00277
OG0000801	Syas.g_02791	Praq.g_00278
OG0000802	Syas.g_02797	Praq.g_00280
OG0000803	Syas.g_02800	Praq.g_00282
OG0000804	Syas.g_02803	Praq.g_00283
OG0000805	Syas.g_02805	Praq.g_00285
OG0000806	Syas.g_02807	Praq.g_00287
OG0000807	Syas.g_02808	Praq.g_00288
OG0000808	Syas.g_02809	Praq.g_00289
OG0000809	Syas.g_02811	Praq.g_00292
OG0000810	Syas.g_02813	Praq.g_00293
OG0000811	Syas.g_02822	Praq.g_00297
OG0000812	Syas.g_02824	Praq.g_00299
OG0000813	Syas.g_02825	Praq.g_00300
OG0000814	Syas.g_02827	Praq.g_00302
OG0000815	Syas.g_02829	Praq.g_00303
OG0000816	Syas.g_02831	Praq.g_00305
OG0000817	Syas.g_02753	Praq.g_00306
OG0000818	Syas.g_01282	Praq.g_00311
OG0000819	Syas.g_01283	Praq.g_00312
OG0000820	Syas.g_01284	Praq.g_00313
OG0000821	Syas.g_01289	Praq.g_00317
OG0000822	Syas.g_01291	Praq.g_00318
OG0000823	Syas.g_01292	Praq.g_00319
OG0000824	Syas.g_01297	Praq.g_00322
OG0000825	Syas.g_01298	Praq.g_00323
OG0000826	Syas.g_01299	Praq.g_00324
OG0000827	Syas.g_01300	Praq.g_00325
OG0000828	Syas.g_01303	Praq.g_00328
OG0000829	Syas.g_01304	Praq.g_00329
OG0000830	Syas.g_01305	Praq.g_00330
OG0000831	Syas.g_01308	Praq.g_00332
OG0000832	Syas.g_01476	Praq.g_00338
OG0000833	Syas.g_02738	Praq.g_00346
OG0000834	Syas.g_02737	Praq.g_00347
OG0000835	Syas.g_02736	Praq.g_00348
OG0000836	Syas.g_02732	Praq.g_00349
OG0000837	Syas.g_02731	Praq.g_00350
OG0000838	Syas.g_02727	Praq.g_00352
OG0000839	Syas.g_02726	Praq.g_00353
OG0000840	Syas.g_02725	Praq.g_00354
OG0000841	Syas.g_02724	Praq.g_00355
OG0000842	Syas.g_02723	Praq.g_00356
OG0000843	Syas.g_02722	Praq.g_00357
OG0000844	Syas.g_02720	Praq.g_00358
OG0000845	Syas.g_02719	Praq.g_00359
OG0000846	Syas.g_02718	Praq.g_00360
OG0000847	Syas.g_02717	Praq.g_00361
OG0000848	Syas.g_02715	Praq.g_00362
OG0000849	Syas.g_02714	Praq.g_00363
OG0000850	Syas.g_02711	Praq.g_00365
OG0000851	Syas.g_02708	Praq.g_00366
OG0000852	Syas.g_02707	Praq.g_00367
OG0000853	Syas.g_02703	Praq.g_00371
OG0000854	Syas.g_02701	Praq.g_00373
OG0000855	Syas.g_02700	Praq.g_00374
OG0000856	Syas.g_00103	Praq.g_00001
OG0000857	Syas.g_00579	Praq.g_00030
OG0000858	Syas.g_02693	Praq.g_01953
OG0000859	Syas.g_02692	Praq.g_01952
OG0000860	Syas.g_02679	Praq.g_00495
OG0000861	Syas.g_02678	Praq.g_00494
OG0000862	Syas.g_02677	Praq.g_00493
OG0000863	Syas.g_02675	Praq.g_00491
OG0000864	Syas.g_02674	Praq.g_00490
OG0000865	Syas.g_02673	Praq.g_00489
OG0000866	Syas.g_02672	Praq.g_00488
OG0000867	Syas.g_02671	Praq.g_00487
OG0000868	Syas.g_02667	Praq.g_00486
OG0000869	Syas.g_02662	Praq.g_00482
OG0000870	Syas.g_02657	Praq.g_00477
OG0000871	Syas.g_02656	Praq.g_00476
OG0000872	Syas.g_02650	Praq.g_00475
OG0000873	Syas.g_02647	Praq.g_00472
OG0000874	Syas.g_02645	Praq.g_00469
OG0000875	Syas.g_02644	Praq.g_00468
OG0000876	Syas.g_00280	Praq.g_00467
OG0000877	Syas.g_02603	Praq.g_00465
OG0000878	Syas.g_02602	Praq.g_00464
OG0000879	Syas.g_02601	Praq.g_00463
OG0000880	Syas.g_02600	Praq.g_00462
OG0000881	Syas.g_02596	Praq.g_00458
OG0000882	Syas.g_02591	Praq.g_00453
OG0000883	Syas.g_02586	Praq.g_00452
OG0000884	Syas.g_02584	Praq.g_00450
OG0000885	Syas.g_02583	Praq.g_00449
OG0000886	Syas.g_02582	Praq.g_00448
OG0000887	Syas.g_02581	Praq.g_00447
OG0000888	Syas.g_02579	Praq.g_00445
OG0000889	Syas.g_02577	Praq.g_00443
OG0000890	Syas.g_02574	Praq.g_00442
OG0000891	Syas.g_02573	Praq.g_00441
OG0000892	Syas.g_02571	Praq.g_00956
OG0000893	Syas.g_01677	Praq.g_00951
OG0000894	Syas.g_01667	Praq.g_00949
OG0000895	Syas.g_01663	Praq.g_00946
OG0000896	Syas.g_01662	Praq.g_00945
OG0000897	Syas.g_01660	Praq.g_00943
OG0000898	Syas.g_01659	Praq.g_00942
OG0000899	Syas.g_01658	Praq.g_00941
OG0000900	Syas.g_01657	Praq.g_00940
OG0000901	Syas.g_01652	Praq.g_00937
OG0000902	Syas.g_01651	Praq.g_00935
OG0000903	Syas.g_01637	Praq.g_00932
OG0000904	Syas.g_01642	Praq.g_00930
OG0000905	Syas.g_01647	Praq.g_00925
OG0000906	Syas.g_01649	Praq.g_00924
OG0000907	Syas.g_01635	Praq.g_00921
OG0000908	Syas.g_01632	Praq.g_00918
OG0000909	Syas.g_01631	Praq.g_00917
OG0000910	Syas.g_01630	Praq.g_00916
OG0000911	Syas.g_01628	Praq.g_00914
OG0000912	Syas.g_01627	Praq.g_00913
OG0000913	Syas.g_01626	Praq.g_00912
OG0000914	Syas.g_01625	Praq.g_00911
OG0000915	Syas.g_01623	Praq.g_00910
OG0000916	Syas.g_01622	Praq.g_00909
OG0000917	Syas.g_01621	Praq.g_00908
OG0000918	Syas.g_01620	Praq.g_00907
OG0000919	Syas.g_01619	Praq.g_00906
OG0000920	Syas.g_01618	Praq.g_00905
OG0000921	Syas.g_01617	Praq.g_00904
OG0000922	Syas.g_01616	Praq.g_00903
OG0000923	Syas.g_01612	Praq.g_00899
OG0000924	Syas.g_01611	Praq.g_00898
OG0000925	Syas.g_01610	Praq.g_00897
OG0000926	Syas.g_01609	Praq.g_00896
OG0000927	Syas.g_01607	Praq.g_00894
OG0000928	Syas.g_01606	Praq.g_00893
OG0000929	Syas.g_01605	Praq.g_00892
OG0000930	Syas.g_01604	Praq.g_00891
OG0000931	Syas.g_01603	Praq.g_00890
OG0000932	Syas.g_01602	Praq.g_00889
OG0000933	Syas.g_01596	Praq.g_00885
OG0000934	Syas.g_01594	Praq.g_00883
OG0000935	Syas.g_01593	Praq.g_00882
OG0000936	Syas.g_01592	Praq.g_00881
OG0000937	Syas.g_01591	Praq.g_00880
OG0000938	Syas.g_01588	Praq.g_00878
OG0000939	Syas.g_01587	Praq.g_00877
OG0000940	Syas.g_01580	Praq.g_00871
OG0000941	Syas.g_01578	Praq.g_00869
OG0000942	Syas.g_01576	Praq.g_00867
OG0000943	Syas.g_01575	Praq.g_00866
OG0000944	Syas.g_01573	Praq.g_00865
OG0000945	Syas.g_01572	Praq.g_00864
OG0000946	Syas.g_01565	Praq.g_00727
OG0000947	Syas.g_01562	Praq.g_00729
OG0000948	Syas.g_01561	Praq.g_00730
OG0000949	Syas.g_02213	Praq.g_00733
OG0000950	Syas.g_02197	Praq.g_00738
OG0000951	Syas.g_02190	Praq.g_00742
OG0000952	Syas.g_02186	Praq.g_00746
OG0000953	Syas.g_02182	Praq.g_00749
OG0000954	Syas.g_02174	Praq.g_00753
OG0000955	Syas.g_02173	Praq.g_00754
OG0000956	Syas.g_02171	Praq.g_00756
OG0000957	Syas.g_02158	Praq.g_00761
OG0000958	Syas.g_02157	Praq.g_00762
OG0000959	Syas.g_02154	Praq.g_00766
OG0000960	Syas.g_02153	Praq.g_00767
OG0000961	Syas.g_02345	Praq.g_00769
OG0000962	Syas.g_02146	Praq.g_00771
OG0000963	Syas.g_02143	Praq.g_00774
OG0000964	Syas.g_02142	Praq.g_00679
OG0000965	Syas.g_02141	Praq.g_00680
OG0000966	Syas.g_02112	Praq.g_00687
OG0000967	Syas.g_02108	Praq.g_00691
OG0000968	Syas.g_02106	Praq.g_00693
OG0000969	Syas.g_02104	Praq.g_00694
OG0000970	Syas.g_02103	Praq.g_00695
OG0000971	Syas.g_02101	Praq.g_00696
OG0000972	Syas.g_02100	Praq.g_00697
OG0000973	Syas.g_02099	Praq.g_00698
OG0000974	Syas.g_02098	Praq.g_00699
OG0000975	Syas.g_02097	Praq.g_00700
OG0000976	Syas.g_02096	Praq.g_00701
OG0000977	Syas.g_02094	Praq.g_00702
OG0000978	Syas.g_02093	Praq.g_00703
OG0000979	Syas.g_02090	Praq.g_00706
OG0000980	Syas.g_02087	Praq.g_00708
OG0000981	Syas.g_02084	Praq.g_00710
OG0000982	Syas.g_01882	Praq.g_00712
OG0000983	Syas.g_01883	Praq.g_00713
OG0000984	Syas.g_01884	Praq.g_00714
OG0000985	Syas.g_01888	Praq.g_00717
OG0000986	Syas.g_01891	Praq.g_00719
OG0000987	Syas.g_01897	Praq.g_00720
OG0000988	Syas.g_01902	Praq.g_00723
OG0000989	Syas.g_01908	Praq.g_00391
OG0000990	Syas.g_01937	Praq.g_00394
OG0000991	Syas.g_01939	Praq.g_00395
OG0000992	Syas.g_01943	Praq.g_00397
OG0000993	Syas.g_01945	Praq.g_00398
OG0000994	Syas.g_01948	Praq.g_00399
OG0000995	Syas.g_01955	Praq.g_00403
OG0000996	Syas.g_01977	Praq.g_00404
OG0000997	Syas.g_01993	Praq.g_00405
OG0000998	Syas.g_01995	Praq.g_00407
OG0000999	Syas.g_01996	Praq.g_00408
OG0001000	Syas.g_02000	Praq.g_00411
OG0001001	Syas.g_02006	Praq.g_00413
OG0001002	Syas.g_02014	Praq.g_00417
OG0001003	Syas.g_02016	Praq.g_00418
OG0001004	Syas.g_02017	Praq.g_00419
OG0001005	Syas.g_02018	Praq.g_00420
OG0001006	Syas.g_02032	Praq.g_00424
OG0001007	Syas.g_02034	Praq.g_00426
OG0001008	Syas.g_01496	Praq.g_01120
OG0001009	Syas.g_02065	Praq.g_01230
OG0001010	Syas.g_02066	Praq.g_01231
OG0001011	Syas.g_02068	Praq.g_01232
OG0001012	Syas.g_00152	Praq.g_01258
OG0001013	Syas.g_01866	Praq.g_01264
OG0001014	Syas.g_01857	Praq.g_01267
OG0001015	Syas.g_01856	Praq.g_01268
OG0001016	Syas.g_02517	Praq.g_01930
OG0001017	Syas.g_02511	Praq.g_01926
OG0001018	Syas.g_02509	Praq.g_01923
OG0001019	Syas.g_02469	Praq.g_01914
OG0001020	Syas.g_02443	Praq.g_01913
OG0001021	Syas.g_02437	Praq.g_01912
OG0001022	Syas.g_02434	Praq.g_01909
OG0001023	Syas.g_02433	Praq.g_01908
OG0001024	Syas.g_00135	Praq.g_01905
OG0001025	Syas.g_02424	Praq.g_01899
OG0001026	Syas.g_02412	Praq.g_01892
OG0001027	Syas.g_02408	Praq.g_01891
OG0001028	Syas.g_02405	Praq.g_01889
OG0001029	Syas.g_02403	Praq.g_01888
OG0001030	Syas.g_02384	Praq.g_01873
OG0001031	Syas.g_02293	Praq.g_01816
OG0001032	Syas.g_02290	Praq.g_01815
OG0001033	Syas.g_02239	Praq.g_01794
OG0001034	Syas.g_02556	Praq.g_01766
OG0001035	Syas.g_01704	Praq.g_01749
OG0001036	Syas.g_01709	Praq.g_01744
OG0001037	Syas.g_01711	Praq.g_01743
OG0001038	Syas.g_01751	Praq.g_01725
OG0001039	Syas.g_01754	Praq.g_01722
OG0001041	Syas.g_01761	Praq.g_01715
OG0001042	Syas.g_01821	Praq.g_01698
OG0001043	Syas.g_01817	Praq.g_01697
OG0001044	Syas.g_01542	Praq.g_01212
OG0001045	Syas.g_01529	Praq.g_01203
OG0001046	Syas.g_00532	Praq.g_01164
OG0001047	Syas.g_01494	Praq.g_01118
OG0001048	Syas.g_01493	Praq.g_01117
OG0001049	Syas.g_02742	Praq.g_01115
OG0001050	Syas.g_02743	Praq.g_01114
OG0001051	Syas.g_02744	Praq.g_01113
OG0001052	Syas.g_01337	Praq.g_00522
OG0001053	Syas.g_01250	Praq.g_00534
OG0001054	Syas.g_01231	Praq.g_01104
OG0001055	Syas.g_01210	Praq.g_01085
OG0001056	Syas.g_00068	Praq.g_01066
OG0001057	Syas.g_00763	Praq.g_01061
OG0001058	Syas.g_00787	Praq.g_01053
OG0001059	Syas.g_00791	Praq.g_01049
OG0001060	Syas.g_00797	Praq.g_01042
OG0001061	Syas.g_00816	Praq.g_01029
OG0001062	Syas.g_00819	Praq.g_01027
OG0001063	Syas.g_00830	Praq.g_01025
OG0001064	Syas.g_00831	Praq.g_01024
OG0001065	Syas.g_00832	Praq.g_01023
OG0001066	Syas.g_00833	Praq.g_01022
OG0001067	Syas.g_00834	Praq.g_01021
OG0001068	Syas.g_00835	Praq.g_01020
OG0001069	Syas.g_00836	Praq.g_01019
OG0001070	Syas.g_00840	Praq.g_01016
OG0001071	Syas.g_00841	Praq.g_01015
OG0001072	Syas.g_00844	Praq.g_01013
OG0001073	Syas.g_00855	Praq.g_00998
OG0001074	Syas.g_00157	Praq.g_00987
OG0001075	Syas.g_00163	Praq.g_00986
OG0001076	Syas.g_00113	Praq.g_00978
OG0001077	Syas.g_00101	Praq.g_00974
OG0001078	Syas.g_00745	Praq.g_00966
OG0001079	Syas.g_00729	Praq.g_00776
OG0001080	Syas.g_00717	Praq.g_00782
OG0001081	Syas.g_00715	Praq.g_00784
OG0001082	Syas.g_00714	Praq.g_00785
OG0001083	Syas.g_00707	Praq.g_00790
OG0001084	Syas.g_00706	Praq.g_00791
OG0001085	Syas.g_00693	Praq.g_00799
OG0001086	Syas.g_00691	Praq.g_00800
OG0001087	Syas.g_00071	Praq.g_00817
OG0001088	Syas.g_01060	Praq.g_00818
OG0001089	Syas.g_01039	Praq.g_00826
OG0001090	Syas.g_00980	Praq.g_00584
OG0001091	Syas.g_00979	Praq.g_00586
OG0001092	Syas.g_00178	Praq.g_00587
OG0001093	Syas.g_00184	Praq.g_00592
OG0001095	Syas.g_00582	Praq.g_01411
OG0001097	Syas.g_00243	Praq.g_01442
OG0001098	Syas.g_00880	Praq.g_01458
OG0001099	Syas.g_02404	Praq.g_01478
OG0001100	Syas.g_00682	Praq.g_01482
OG0001101	Syas.g_00680	Praq.g_01484
OG0001102	Syas.g_00677	Praq.g_01487
OG0001103	Syas.g_00675	Praq.g_01489
OG0001104	Syas.g_00620	Praq.g_01511
OG0001105	Syas.g_00617	Praq.g_01515
OG0001106	Syas.g_00447	Praq.g_01539
OG0001107	Syas.g_00459	Praq.g_01546
OG0001108	Syas.g_00494	Praq.g_01550
OG0001109	Syas.g_00496	Praq.g_01551
OG0001110	Syas.g_00498	Praq.g_01553
OG0001111	Syas.g_00500	Praq.g_01554
OG0001112	Syas.g_00503	Praq.g_01555
OG0001113	Syas.g_00504	Praq.g_01556
OG0001114	Syas.g_00505	Praq.g_01557
OG0001115	Syas.g_00527	Praq.g_01559
OG0001116	Syas.g_00529	Praq.g_01560
OG0001117	Syas.g_00530	Praq.g_01561
OG0001118	Syas.g_00531	Praq.g_01562
OG0001119	Syas.g_00533	Praq.g_01563
OG0001120	Syas.g_00539	Praq.g_01565
OG0001122	Syas.g_00222	Praq.g_01591
OG0001123	Syas.g_00214	Praq.g_01595
OG0001124	Syas.g_00212	Praq.g_01597
OG0001125	Syas.g_00210	Praq.g_01598
OG0001126	Syas.g_00991	Praq.g_01608
OG0001127	Syas.g_00992	Praq.g_01609
OG0001128	Syas.g_00995	Praq.g_01611
OG0001129	Syas.g_00997	Praq.g_01612
OG0001130	Syas.g_00998	Praq.g_01613
OG0001131	Syas.g_01401	Praq.g_01649
OG0001132	Syas.g_00525	Praq.g_01658
OG0001133	Syas.g_00109	Praq.g_01287
OG0001136	Syas.g_01187	Praq.g_01330
OG0001138	Syas.g_01114	Praq.g_01359
OG0001139	Syas.g_01112	Praq.g_01360
OG0001140	Syas.g_01111	Praq.g_01361
OG0001141	Syas.g_01110	Praq.g_01362
OG0001142	Syas.g_01109	Praq.g_01363
OG0001143	Syas.g_01092	Praq.g_01370
OG0001144	Syas.g_01084	Praq.g_01375
OG0001145	Syas.g_02867	Praq.g_00125
OG0001146	Syas.g_02846	Praq.g_00137
OG0001147	Syas.g_01329	Praq.g_00161
OG0001148	Syas.g_01263	Praq.g_00179
OG0001149	Syas.g_01264	Praq.g_00180
OG0001150	Syas.g_01265	Praq.g_00181
OG0001151	Syas.g_01366	Praq.g_00192
OG0001152	Syas.g_01367	Praq.g_00193
OG0001153	Syas.g_01301	Praq.g_00326
OG0001154	Syas.g_01302	Praq.g_00327
OG0001155	Syas.g_01478	Praq.g_00339
OG0001156	Syas.g_01489	Praq.g_00342
OG0001157	Syas.g_01490	Praq.g_00343
OG0001158	Syas.g_01491	Praq.g_00344
OG0001159	Syas.g_01492	Praq.g_00345
OG0001160	Syas.g_02705	Praq.g_00369
OG0001161	Syas.g_02030	Praq.g_00382
OG0001162	Syas.g_02473	Praq.g_00005
OG0001165	Syas.g_02686	Praq.g_00498
OG0001166	Syas.g_02658	Praq.g_00478
OG0001167	Syas.g_01046	Praq.g_00461
OG0001168	Syas.g_02597	Praq.g_00459
OG0001169	Syas.g_02595	Praq.g_00457
OG0001170	Syas.g_02593	Praq.g_00455
OG0001171	Syas.g_02580	Praq.g_00446
OG0001172	Syas.g_01665	Praq.g_00948
OG0001173	Syas.g_01664	Praq.g_00947
OG0001174	Syas.g_01656	Praq.g_00939
OG0001175	Syas.g_01655	Praq.g_00938
OG0001176	Syas.g_01638	Praq.g_00931
OG0001177	Syas.g_01640	Praq.g_00928
OG0001178	Syas.g_02676	Praq.g_00923
OG0001179	Syas.g_01608	Praq.g_00895
OG0001180	Syas.g_01583	Praq.g_00874
OG0001181	Syas.g_01579	Praq.g_00870
OG0001182	Syas.g_01571	Praq.g_00863
OG0001183	Syas.g_01564	Praq.g_00728
