Orthogroup	Syas	Prar
OG0000591	Syas.g_00106	Prar.g_01455
OG0000592	Syas.g_00105	Prar.g_01456
OG0000593	Syas.g_00750	Prar.g_01462
OG0000594	Syas.g_00749	Prar.g_01463
OG0000595	Syas.g_00748	Prar.g_01464
OG0000596	Syas.g_00743	Prar.g_01468
OG0000597	Syas.g_00740	Prar.g_01470
OG0000598	Syas.g_00739	Prar.g_01471
OG0000599	Syas.g_00732	Prar.g_01474
OG0000600	Syas.g_00731	Prar.g_01475
OG0000601	Syas.g_00730	Prar.g_01476
OG0000602	Syas.g_00725	Prar.g_01478
OG0000603	Syas.g_00724	Prar.g_01479
OG0000604	Syas.g_00721	Prar.g_01480
OG0000605	Syas.g_00719	Prar.g_01481
OG0000606	Syas.g_00716	Prar.g_01484
OG0000607	Syas.g_00713	Prar.g_01487
OG0000608	Syas.g_00712	Prar.g_01488
OG0000609	Syas.g_00710	Prar.g_01489
OG0000610	Syas.g_00702	Prar.g_01494
OG0000611	Syas.g_00699	Prar.g_01497
OG0000612	Syas.g_00698	Prar.g_01498
OG0000613	Syas.g_01825	Prar.g_01503
OG0000614	Syas.g_01044	Prar.g_01522
OG0000615	Syas.g_00650	Prar.g_01530
OG0000616	Syas.g_02011	Prar.g_01534
OG0000617	Syas.g_00180	Prar.g_01605
OG0000618	Syas.g_00181	Prar.g_01606
OG0000619	Syas.g_00182	Prar.g_01607
OG0000620	Syas.g_00188	Prar.g_01610
OG0000621	Syas.g_00189	Prar.g_01611
OG0000622	Syas.g_00190	Prar.g_01612
OG0000623	Syas.g_00191	Prar.g_01613
OG0000624	Syas.g_00192	Prar.g_01614
OG0000625	Syas.g_00193	Prar.g_01615
OG0000626	Syas.g_00194	Prar.g_01616
OG0000627	Syas.g_00372	Prar.g_01617
OG0000628	Syas.g_00373	Prar.g_01618
OG0000629	Syas.g_00376	Prar.g_01619
OG0000630	Syas.g_00397	Prar.g_01622
OG0000631	Syas.g_00405	Prar.g_01675
OG0000632	Syas.g_00406	Prar.g_01676
OG0000633	Syas.g_00407	Prar.g_01677
OG0000634	Syas.g_00600	Prar.g_01680
OG0000635	Syas.g_00599	Prar.g_01681
OG0000636	Syas.g_00597	Prar.g_01683
OG0000637	Syas.g_00595	Prar.g_01685
OG0000638	Syas.g_00594	Prar.g_01686
OG0000639	Syas.g_00593	Prar.g_01687
OG0000640	Syas.g_00592	Prar.g_01688
OG0000641	Syas.g_00587	Prar.g_01692
OG0000642	Syas.g_00586	Prar.g_01693
OG0000643	Syas.g_00585	Prar.g_01694
OG0000644	Syas.g_00584	Prar.g_01695
OG0000645	Syas.g_00583	Prar.g_01696
OG0000646	Syas.g_00580	Prar.g_01698
OG0000647	Syas.g_00578	Prar.g_01699
OG0000648	Syas.g_00576	Prar.g_01701
OG0000649	Syas.g_00575	Prar.g_01702
OG0000650	Syas.g_00574	Prar.g_01703
OG0000651	Syas.g_00573	Prar.g_01704
OG0000652	Syas.g_00572	Prar.g_01705
OG0000653	Syas.g_00570	Prar.g_01707
OG0000654	Syas.g_00569	Prar.g_01708
OG0000655	Syas.g_00568	Prar.g_01709
OG0000656	Syas.g_00565	Prar.g_01712
OG0000657	Syas.g_00232	Prar.g_01719
OG0000658	Syas.g_00235	Prar.g_01720
OG0000659	Syas.g_00236	Prar.g_01721
OG0000660	Syas.g_00240	Prar.g_01725
OG0000661	Syas.g_00242	Prar.g_01727
OG0000662	Syas.g_00281	Prar.g_01729
OG0000663	Syas.g_00284	Prar.g_01731
OG0000664	Syas.g_00287	Prar.g_01732
OG0000665	Syas.g_00385	Prar.g_01736
OG0000666	Syas.g_01362	Prar.g_01737
OG0000667	Syas.g_00088	Prar.g_01742
OG0000668	Syas.g_00221	Prar.g_01759
OG0000669	Syas.g_00684	Prar.g_01767
OG0000670	Syas.g_00681	Prar.g_01769
OG0000671	Syas.g_00679	Prar.g_01771
OG0000672	Syas.g_00676	Prar.g_01774
OG0000673	Syas.g_00673	Prar.g_01777
OG0000674	Syas.g_00671	Prar.g_01779
OG0000675	Syas.g_00670	Prar.g_01780
OG0000676	Syas.g_00668	Prar.g_01782
OG0000677	Syas.g_00667	Prar.g_01783
OG0000678	Syas.g_00660	Prar.g_01785
OG0000679	Syas.g_00629	Prar.g_01789
OG0000680	Syas.g_00628	Prar.g_01790
OG0000681	Syas.g_00625	Prar.g_01792
OG0000682	Syas.g_00624	Prar.g_01793
OG0000683	Syas.g_00623	Prar.g_01794
OG0000684	Syas.g_00621	Prar.g_01795
OG0000685	Syas.g_00187	Prar.g_01797
OG0000686	Syas.g_00619	Prar.g_01798
OG0000687	Syas.g_00618	Prar.g_01799
OG0000688	Syas.g_00612	Prar.g_01802
OG0000689	Syas.g_00610	Prar.g_01803
OG0000690	Syas.g_00609	Prar.g_01804
OG0000691	Syas.g_00608	Prar.g_01805
OG0000692	Syas.g_00606	Prar.g_01807
OG0000693	Syas.g_00604	Prar.g_01808
OG0000694	Syas.g_00603	Prar.g_01809
OG0000695	Syas.g_00410	Prar.g_01811
OG0000696	Syas.g_00411	Prar.g_01812
OG0000697	Syas.g_00413	Prar.g_01813
OG0000698	Syas.g_00417	Prar.g_01816
OG0000699	Syas.g_00419	Prar.g_01817
OG0000700	Syas.g_00420	Prar.g_01818
OG0000701	Syas.g_00421	Prar.g_01819
OG0000702	Syas.g_00437	Prar.g_01821
OG0000703	Syas.g_00438	Prar.g_01822
OG0000704	Syas.g_00446	Prar.g_01823
OG0000705	Syas.g_00453	Prar.g_01827
OG0000706	Syas.g_00454	Prar.g_01828
OG0000707	Syas.g_00455	Prar.g_01829
OG0000708	Syas.g_00458	Prar.g_01830
OG0000709	Syas.g_00466	Prar.g_01834
OG0000710	Syas.g_00497	Prar.g_01837
OG0000711	Syas.g_00546	Prar.g_01853
OG0000712	Syas.g_00548	Prar.g_01855
OG0000713	Syas.g_00549	Prar.g_01856
OG0000714	Syas.g_00551	Prar.g_01857
OG0000715	Syas.g_00553	Prar.g_01859
OG0000716	Syas.g_00556	Prar.g_01861
OG0000717	Syas.g_00557	Prar.g_01862
OG0000718	Syas.g_00561	Prar.g_01873
OG0000719	Syas.g_00223	Prar.g_01875
OG0000720	Syas.g_00209	Prar.g_01884
OG0000721	Syas.g_00207	Prar.g_01886
OG0000722	Syas.g_00206	Prar.g_01887
OG0000723	Syas.g_00196	Prar.g_01890
OG0000724	Syas.g_00999	Prar.g_01899
OG0000725	Syas.g_01024	Prar.g_01905
OG0000726	Syas.g_01025	Prar.g_01906
OG0000727	Syas.g_01026	Prar.g_01907
OG0000728	Syas.g_01028	Prar.g_01909
OG0000729	Syas.g_02145	Prar.g_01955
OG0000730	Syas.g_01544	Prar.g_01324
OG0000731	Syas.g_01532	Prar.g_01320
OG0000732	Syas.g_02086	Prar.g_01314
OG0000733	Syas.g_00096	Prar.g_01295
OG0000734	Syas.g_02414	Prar.g_01278
OG0000735	Syas.g_01201	Prar.g_01276
OG0000736	Syas.g_01200	Prar.g_01275
OG0000737	Syas.g_01199	Prar.g_01274
OG0000738	Syas.g_01193	Prar.g_01270
OG0000739	Syas.g_01192	Prar.g_01269
OG0000740	Syas.g_01191	Prar.g_01268
OG0000741	Syas.g_01188	Prar.g_01267
OG0000742	Syas.g_01185	Prar.g_01264
OG0000743	Syas.g_01182	Prar.g_01262
OG0000744	Syas.g_01181	Prar.g_01261
OG0000745	Syas.g_01178	Prar.g_01260
OG0000746	Syas.g_01176	Prar.g_01258
OG0000747	Syas.g_01174	Prar.g_01257
OG0000748	Syas.g_01146	Prar.g_01254
OG0000749	Syas.g_01144	Prar.g_01253
OG0000750	Syas.g_01143	Prar.g_01252
OG0000751	Syas.g_01138	Prar.g_01250
OG0000752	Syas.g_01136	Prar.g_01248
OG0000753	Syas.g_01133	Prar.g_01245
OG0000754	Syas.g_01128	Prar.g_01242
OG0000755	Syas.g_01117	Prar.g_01239
OG0000756	Syas.g_01116	Prar.g_01238
OG0000757	Syas.g_01108	Prar.g_01232
OG0000758	Syas.g_01107	Prar.g_01231
OG0000759	Syas.g_01106	Prar.g_01230
OG0000760	Syas.g_01105	Prar.g_01229
OG0000761	Syas.g_01104	Prar.g_01228
OG0000762	Syas.g_01102	Prar.g_01227
OG0000763	Syas.g_01091	Prar.g_01225
OG0000764	Syas.g_01090	Prar.g_01224
OG0000765	Syas.g_01076	Prar.g_01215
OG0000766	Syas.g_01075	Prar.g_01214
OG0000767	Syas.g_01073	Prar.g_01212
OG0000768	Syas.g_01072	Prar.g_01211
OG0000769	Syas.g_01070	Prar.g_01209
OG0000770	Syas.g_01067	Prar.g_01207
OG0000771	Syas.g_00993	Prar.g_00376
OG0000772	Syas.g_01461	Prar.g_00976
OG0000773	Syas.g_00002	Prar.g_00964
OG0000774	Syas.g_02862	Prar.g_00962
OG0000775	Syas.g_02860	Prar.g_00960
OG0000776	Syas.g_02859	Prar.g_00959
OG0000777	Syas.g_02858	Prar.g_00958
OG0000778	Syas.g_02857	Prar.g_00957
OG0000779	Syas.g_02852	Prar.g_00953
OG0000780	Syas.g_02847	Prar.g_00952
OG0000781	Syas.g_02842	Prar.g_00949
OG0000782	Syas.g_02841	Prar.g_00948
OG0000783	Syas.g_02840	Prar.g_00947
OG0000784	Syas.g_02839	Prar.g_00946
OG0000785	Syas.g_02837	Prar.g_00944
OG0000786	Syas.g_02833	Prar.g_00942
OG0000787	Syas.g_02832	Prar.g_00941
OG0000788	Syas.g_00782	Prar.g_00924
OG0000789	Syas.g_01507	Prar.g_00921
OG0000790	Syas.g_01266	Prar.g_00906
OG0000791	Syas.g_01268	Prar.g_00904
OG0000792	Syas.g_01269	Prar.g_00903
OG0000793	Syas.g_01359	Prar.g_00900
OG0000794	Syas.g_01361	Prar.g_00899
OG0000795	Syas.g_01363	Prar.g_00898
OG0000796	Syas.g_01368	Prar.g_00894
OG0000797	Syas.g_01369	Prar.g_00893
OG0000798	Syas.g_01750, Syas.g_02134	Prar.g_00866
OG0000799	Syas.g_02789	Prar.g_00357
OG0000800	Syas.g_02790	Prar.g_00356
OG0000801	Syas.g_02791	Prar.g_00355
OG0000802	Syas.g_02797	Prar.g_00353
OG0000803	Syas.g_02800	Prar.g_00351
OG0000804	Syas.g_02803	Prar.g_00350
OG0000805	Syas.g_02805	Prar.g_00348
OG0000806	Syas.g_02807	Prar.g_00346
OG0000807	Syas.g_02808	Prar.g_00345
OG0000808	Syas.g_02809	Prar.g_00344
OG0000809	Syas.g_02811	Prar.g_00341
OG0000810	Syas.g_02813	Prar.g_00340
OG0000811	Syas.g_02822	Prar.g_00336
OG0000812	Syas.g_02824	Prar.g_00842
OG0000813	Syas.g_02825	Prar.g_00841
OG0000814	Syas.g_02827	Prar.g_00839
OG0000815	Syas.g_02829	Prar.g_00838
OG0000816	Syas.g_02831	Prar.g_00836
OG0000817	Syas.g_02753	Prar.g_00835
OG0000818	Syas.g_01282	Prar.g_00830
OG0000819	Syas.g_01283	Prar.g_00829
OG0000820	Syas.g_01284	Prar.g_00828
OG0000821	Syas.g_01289	Prar.g_00824
OG0000822	Syas.g_01291	Prar.g_00823
OG0000823	Syas.g_01292	Prar.g_00822
OG0000824	Syas.g_01297	Prar.g_00819
OG0000825	Syas.g_01298	Prar.g_00818
OG0000826	Syas.g_01299	Prar.g_00817
OG0000827	Syas.g_01300	Prar.g_00816
OG0000828	Syas.g_01303	Prar.g_00813
OG0000829	Syas.g_01304	Prar.g_00812
OG0000830	Syas.g_01305	Prar.g_00811
OG0000831	Syas.g_01308	Prar.g_00809
OG0000832	Syas.g_01476	Prar.g_00803
OG0000833	Syas.g_02738	Prar.g_00795
OG0000834	Syas.g_02737	Prar.g_00794
OG0000835	Syas.g_02736	Prar.g_00793
OG0000836	Syas.g_02732	Prar.g_00792
OG0000837	Syas.g_02731	Prar.g_00791
OG0000838	Syas.g_02727	Prar.g_00789
OG0000839	Syas.g_02726	Prar.g_00788
OG0000840	Syas.g_02725	Prar.g_00787
OG0000841	Syas.g_02724	Prar.g_00786
OG0000842	Syas.g_02723	Prar.g_00785
OG0000843	Syas.g_02722	Prar.g_00784
OG0000844	Syas.g_02720	Prar.g_00783
OG0000845	Syas.g_02719	Prar.g_00782
OG0000846	Syas.g_02718	Prar.g_00781
OG0000847	Syas.g_02717	Prar.g_00780
OG0000848	Syas.g_02715	Prar.g_00779
OG0000849	Syas.g_02714	Prar.g_00778
OG0000850	Syas.g_02711	Prar.g_00776
OG0000851	Syas.g_02708	Prar.g_00775
OG0000852	Syas.g_02707	Prar.g_00774
OG0000853	Syas.g_02703	Prar.g_00770
OG0000854	Syas.g_02701	Prar.g_00768
OG0000855	Syas.g_02700	Prar.g_00767
OG0000856	Syas.g_00103	Prar.g_00753
OG0000857	Syas.g_00579	Prar.g_00725
OG0000858	Syas.g_02693	Prar.g_01149
OG0000859	Syas.g_02692	Prar.g_01148
OG0000860	Syas.g_02679	Prar.g_01141
OG0000861	Syas.g_02678	Prar.g_01140
OG0000862	Syas.g_02677	Prar.g_01139
OG0000863	Syas.g_02675	Prar.g_01137
OG0000864	Syas.g_02674	Prar.g_01136
OG0000865	Syas.g_02673	Prar.g_01135
OG0000866	Syas.g_02672	Prar.g_01134
OG0000867	Syas.g_02671	Prar.g_01133
OG0000868	Syas.g_02667	Prar.g_01132
OG0000869	Syas.g_02662	Prar.g_01128
OG0000870	Syas.g_02657	Prar.g_01123
OG0000871	Syas.g_02656	Prar.g_01122
OG0000872	Syas.g_02650	Prar.g_01121
OG0000873	Syas.g_02647	Prar.g_01965
OG0000874	Syas.g_02645	Prar.g_01968
OG0000875	Syas.g_02644	Prar.g_01969
OG0000876	Syas.g_00280	Prar.g_01970
OG0000877	Syas.g_02603	Prar.g_01963
OG0000878	Syas.g_02602	Prar.g_01962
OG0000879	Syas.g_02601	Prar.g_01961
OG0000880	Syas.g_02600	Prar.g_01960
OG0000881	Syas.g_02596	Prar.g_00595, Prar.g_01956
OG0000882	Syas.g_02591	Prar.g_00600
OG0000883	Syas.g_02586	Prar.g_00601
OG0000884	Syas.g_02584	Prar.g_00603
OG0000885	Syas.g_02583	Prar.g_00604
OG0000886	Syas.g_02582	Prar.g_00605
OG0000887	Syas.g_02581	Prar.g_00606
OG0000888	Syas.g_02579	Prar.g_00608
OG0000889	Syas.g_02577	Prar.g_00610
OG0000890	Syas.g_02574	Prar.g_00611
OG0000891	Syas.g_02573	Prar.g_00612
OG0000892	Syas.g_02571	Prar.g_01119
OG0000893	Syas.g_01677	Prar.g_01114
OG0000894	Syas.g_01667	Prar.g_01112
OG0000895	Syas.g_01663	Prar.g_01109
OG0000896	Syas.g_01662	Prar.g_01108
OG0000897	Syas.g_01660	Prar.g_01106
OG0000898	Syas.g_01659	Prar.g_01105
OG0000899	Syas.g_01658	Prar.g_01104
OG0000900	Syas.g_01657	Prar.g_01103
OG0000901	Syas.g_01652	Prar.g_01100
OG0000902	Syas.g_01651	Prar.g_01098
OG0000903	Syas.g_01637	Prar.g_01095
OG0000904	Syas.g_01642	Prar.g_01093
OG0000905	Syas.g_01647	Prar.g_01088
OG0000906	Syas.g_01649	Prar.g_01087
OG0000907	Syas.g_01635	Prar.g_01069
OG0000908	Syas.g_01632	Prar.g_01066
OG0000909	Syas.g_01631	Prar.g_01065
OG0000910	Syas.g_01630	Prar.g_01064
OG0000911	Syas.g_01628	Prar.g_01062
OG0000912	Syas.g_01627	Prar.g_01061
OG0000913	Syas.g_01626	Prar.g_01060
OG0000914	Syas.g_01625	Prar.g_01059
OG0000915	Syas.g_01623	Prar.g_01058
OG0000916	Syas.g_01622	Prar.g_01057
OG0000917	Syas.g_01621	Prar.g_01056
OG0000918	Syas.g_01620	Prar.g_01055
OG0000919	Syas.g_01619	Prar.g_01054
OG0000920	Syas.g_01618	Prar.g_01053
OG0000921	Syas.g_01617	Prar.g_01052
OG0000922	Syas.g_01616	Prar.g_01051
OG0000923	Syas.g_01612	Prar.g_01047
OG0000924	Syas.g_01611	Prar.g_01046
OG0000925	Syas.g_01610	Prar.g_01045
OG0000926	Syas.g_01609	Prar.g_01044
OG0000927	Syas.g_01607	Prar.g_01042
OG0000928	Syas.g_01606	Prar.g_01041
OG0000929	Syas.g_01605	Prar.g_01040
OG0000930	Syas.g_01604	Prar.g_01039
OG0000931	Syas.g_01603	Prar.g_01038
OG0000932	Syas.g_01602	Prar.g_01037
OG0000933	Syas.g_01596	Prar.g_01033
OG0000934	Syas.g_01594	Prar.g_01031
OG0000935	Syas.g_01593	Prar.g_01030
OG0000936	Syas.g_01592	Prar.g_01029
OG0000937	Syas.g_01591	Prar.g_01028
OG0000938	Syas.g_01588	Prar.g_01026
OG0000939	Syas.g_01587	Prar.g_01025
OG0000940	Syas.g_01580	Prar.g_01019
OG0000941	Syas.g_01578	Prar.g_01017
OG0000942	Syas.g_01576	Prar.g_01015
OG0000943	Syas.g_01575	Prar.g_01014
OG0000944	Syas.g_01573	Prar.g_01013
OG0000945	Syas.g_01572	Prar.g_01012
OG0000946	Syas.g_01565	Prar.g_00617
OG0000947	Syas.g_01562	Prar.g_00619
OG0000948	Syas.g_01561	Prar.g_00620
OG0000949	Syas.g_02213	Prar.g_00623
OG0000950	Syas.g_02197	Prar.g_00628
OG0000951	Syas.g_02190	Prar.g_00632
OG0000952	Syas.g_02186	Prar.g_00636
OG0000953	Syas.g_02182	Prar.g_00639
OG0000954	Syas.g_02174	Prar.g_00643
OG0000955	Syas.g_02173	Prar.g_00644
OG0000956	Syas.g_02171	Prar.g_00646
OG0000957	Syas.g_02158	Prar.g_00651
OG0000958	Syas.g_02157	Prar.g_00652
OG0000959	Syas.g_02154	Prar.g_00656
OG0000960	Syas.g_02153	Prar.g_00657
OG0000961	Syas.g_02345	Prar.g_00659
OG0000962	Syas.g_02146	Prar.g_00661
OG0000963	Syas.g_02143	Prar.g_00664
OG0000964	Syas.g_02142	Prar.g_00665
OG0000965	Syas.g_02141	Prar.g_00666
OG0000966	Syas.g_02112	Prar.g_00673
OG0000967	Syas.g_02108	Prar.g_00677
OG0000968	Syas.g_02106	Prar.g_00679
OG0000969	Syas.g_02104	Prar.g_00680
OG0000970	Syas.g_02103	Prar.g_00681
OG0000971	Syas.g_02101	Prar.g_00682
OG0000972	Syas.g_02100	Prar.g_00683
OG0000973	Syas.g_02099	Prar.g_00684
OG0000974	Syas.g_02098	Prar.g_00685
OG0000975	Syas.g_02097	Prar.g_00686
OG0000976	Syas.g_02096	Prar.g_00687
OG0000977	Syas.g_02094	Prar.g_00688
OG0000978	Syas.g_02093	Prar.g_00689
OG0000979	Syas.g_02090	Prar.g_00692
OG0000980	Syas.g_02087	Prar.g_00694
OG0000981	Syas.g_02084	Prar.g_00696
OG0000982	Syas.g_01882	Prar.g_00698
OG0000983	Syas.g_01883	Prar.g_00699
OG0000984	Syas.g_01884	Prar.g_00700
OG0000985	Syas.g_01888	Prar.g_00703
OG0000986	Syas.g_01891	Prar.g_00705
OG0000987	Syas.g_01897	Prar.g_00706
OG0000988	Syas.g_01902	Prar.g_00709
OG0000989	Syas.g_01908	Prar.g_00073
OG0000990	Syas.g_01937	Prar.g_00070
OG0000991	Syas.g_01939	Prar.g_00069
OG0000992	Syas.g_01943	Prar.g_00067
OG0000993	Syas.g_01945	Prar.g_00066
OG0000994	Syas.g_01948	Prar.g_00065
OG0000995	Syas.g_01955	Prar.g_00061
OG0000996	Syas.g_01977	Prar.g_00060
OG0000997	Syas.g_01993	Prar.g_00059
OG0000998	Syas.g_01995	Prar.g_00057
OG0000999	Syas.g_01996	Prar.g_00056
OG0001000	Syas.g_02000	Prar.g_00053
OG0001001	Syas.g_02006	Prar.g_00051
OG0001002	Syas.g_02014	Prar.g_00047
OG0001003	Syas.g_02016	Prar.g_00046
OG0001004	Syas.g_02017	Prar.g_00045
OG0001005	Syas.g_02018	Prar.g_00044
OG0001006	Syas.g_02032	Prar.g_00040
OG0001007	Syas.g_02034	Prar.g_00038
OG0001008	Syas.g_01496	Prar.g_00485
OG0001009	Syas.g_02065	Prar.g_00011
OG0001010	Syas.g_02066	Prar.g_00010
OG0001011	Syas.g_02068	Prar.g_00009
OG0001012	Syas.g_00152	Prar.g_00577
OG0001013	Syas.g_01866	Prar.g_00571
OG0001014	Syas.g_01857	Prar.g_00568
OG0001015	Syas.g_01856	Prar.g_00567
OG0001016	Syas.g_02517	Prar.g_00255
OG0001017	Syas.g_02511	Prar.g_00251
OG0001018	Syas.g_02509	Prar.g_00248
OG0001019	Syas.g_02469	Prar.g_00239
OG0001020	Syas.g_02443	Prar.g_00238
OG0001021	Syas.g_02437	Prar.g_00237
OG0001022	Syas.g_02434	Prar.g_00234
OG0001023	Syas.g_02433	Prar.g_00233
OG0001024	Syas.g_00135	Prar.g_00230
OG0001025	Syas.g_02424	Prar.g_00224
OG0001026	Syas.g_02412	Prar.g_00217
OG0001027	Syas.g_02408	Prar.g_00216
OG0001028	Syas.g_02405	Prar.g_00214
OG0001029	Syas.g_02403	Prar.g_00213
OG0001030	Syas.g_02384	Prar.g_00198
OG0001031	Syas.g_02293	Prar.g_00141
OG0001032	Syas.g_02290	Prar.g_00140
OG0001033	Syas.g_02239	Prar.g_00119
OG0001034	Syas.g_02556	Prar.g_00091
OG0001035	Syas.g_01704	Prar.g_00333
OG0001036	Syas.g_01709	Prar.g_00328
OG0001037	Syas.g_01711	Prar.g_00327
OG0001038	Syas.g_01751	Prar.g_00309
OG0001039	Syas.g_01754	Prar.g_00306
OG0001041	Syas.g_01761	Prar.g_00300
OG0001042	Syas.g_01821	Prar.g_00283
OG0001043	Syas.g_01817	Prar.g_00282
OG0001044	Syas.g_01542	Prar.g_00393
OG0001045	Syas.g_01529	Prar.g_00402
OG0001046	Syas.g_00532	Prar.g_00440
OG0001047	Syas.g_01494	Prar.g_00487
OG0001048	Syas.g_01493	Prar.g_00488
OG0001049	Syas.g_02742	Prar.g_00490
OG0001050	Syas.g_02743	Prar.g_00491
OG0001051	Syas.g_02744	Prar.g_00492
OG0001052	Syas.g_01337	Prar.g_00521
OG0001053	Syas.g_01250	Prar.g_00533
OG0001054	Syas.g_01231	Prar.g_01329
OG0001055	Syas.g_01210	Prar.g_01347
OG0001056	Syas.g_00068	Prar.g_01366
OG0001057	Syas.g_00763	Prar.g_01371
OG0001058	Syas.g_00787	Prar.g_01379
OG0001059	Syas.g_00791	Prar.g_01383
OG0001060	Syas.g_00797	Prar.g_01390
OG0001061	Syas.g_00816	Prar.g_01403
OG0001062	Syas.g_00819	Prar.g_01405
OG0001063	Syas.g_00830	Prar.g_01407
OG0001064	Syas.g_00831	Prar.g_01408
OG0001065	Syas.g_00832	Prar.g_01409
OG0001066	Syas.g_00833	Prar.g_01410
OG0001067	Syas.g_00834	Prar.g_01411
OG0001068	Syas.g_00835	Prar.g_01412
OG0001069	Syas.g_00836	Prar.g_01413
OG0001070	Syas.g_00840	Prar.g_01416
OG0001071	Syas.g_00841	Prar.g_01417
OG0001072	Syas.g_00844	Prar.g_01419
OG0001073	Syas.g_00855	Prar.g_01434
OG0001074	Syas.g_00157	Prar.g_01445
OG0001075	Syas.g_00163	Prar.g_01446
OG0001076	Syas.g_00113	Prar.g_01454
OG0001077	Syas.g_00101	Prar.g_01458
OG0001078	Syas.g_00745	Prar.g_01466
OG0001079	Syas.g_00729	Prar.g_01477
OG0001080	Syas.g_00717	Prar.g_01483
OG0001081	Syas.g_00715	Prar.g_01485
OG0001082	Syas.g_00714	Prar.g_01486
OG0001083	Syas.g_00707	Prar.g_01491
OG0001084	Syas.g_00706	Prar.g_01492
OG0001085	Syas.g_00693	Prar.g_01500
OG0001086	Syas.g_00691	Prar.g_01501
OG0001087	Syas.g_00071	Prar.g_01518
OG0001088	Syas.g_01060	Prar.g_01519
OG0001089	Syas.g_01039	Prar.g_01527
OG0001090	Syas.g_00980	Prar.g_01600
OG0001091	Syas.g_00979	Prar.g_01602
OG0001092	Syas.g_00178	Prar.g_01603
OG0001093	Syas.g_00184	Prar.g_01608
OG0001095	Syas.g_00582	Prar.g_01697
OG0001097	Syas.g_00243	Prar.g_01728
OG0001098	Syas.g_00880	Prar.g_01744
OG0001099	Syas.g_02404	Prar.g_01764
OG0001100	Syas.g_00682	Prar.g_01768
OG0001101	Syas.g_00680	Prar.g_01770
OG0001102	Syas.g_00677	Prar.g_01773
OG0001103	Syas.g_00675	Prar.g_01775
OG0001104	Syas.g_00620	Prar.g_01796
OG0001105	Syas.g_00617	Prar.g_01800
OG0001106	Syas.g_00447	Prar.g_01824
OG0001107	Syas.g_00459	Prar.g_01831
OG0001108	Syas.g_00494	Prar.g_01835
OG0001109	Syas.g_00496	Prar.g_01836
OG0001110	Syas.g_00498	Prar.g_01838
OG0001111	Syas.g_00500	Prar.g_01839
OG0001112	Syas.g_00503	Prar.g_01840
OG0001113	Syas.g_00504	Prar.g_01841
OG0001114	Syas.g_00505	Prar.g_01842
OG0001115	Syas.g_00527	Prar.g_01844
OG0001116	Syas.g_00529	Prar.g_01845
OG0001117	Syas.g_00530	Prar.g_01846
OG0001118	Syas.g_00531	Prar.g_01847
OG0001119	Syas.g_00533	Prar.g_01848
OG0001120	Syas.g_00539	Prar.g_01850
OG0001122	Syas.g_00222	Prar.g_01876
OG0001123	Syas.g_00214	Prar.g_01880
OG0001124	Syas.g_00212	Prar.g_01882
OG0001125	Syas.g_00210	Prar.g_01883
OG0001126	Syas.g_00991	Prar.g_01893
OG0001127	Syas.g_00992	Prar.g_01894
OG0001128	Syas.g_00995	Prar.g_01896
OG0001129	Syas.g_00997	Prar.g_01897
OG0001130	Syas.g_00998	Prar.g_01898
OG0001131	Syas.g_01401	Prar.g_01935
OG0001132	Syas.g_00525	Prar.g_01944
OG0001133	Syas.g_00109	Prar.g_01309
OG0001136	Syas.g_01187	Prar.g_01266
OG0001138	Syas.g_01114	Prar.g_01237
OG0001139	Syas.g_01112	Prar.g_01236
OG0001140	Syas.g_01111	Prar.g_01235
OG0001141	Syas.g_01110	Prar.g_01234
OG0001142	Syas.g_01109	Prar.g_01233
OG0001143	Syas.g_01092	Prar.g_01226
OG0001144	Syas.g_01084	Prar.g_01221
OG0001145	Syas.g_02867	Prar.g_00963
OG0001146	Syas.g_02846	Prar.g_00951
OG0001147	Syas.g_01329	Prar.g_00925
OG0001148	Syas.g_01263	Prar.g_00909
OG0001149	Syas.g_01264	Prar.g_00908
OG0001150	Syas.g_01265	Prar.g_00907
OG0001151	Syas.g_01366	Prar.g_00896
OG0001152	Syas.g_01367	Prar.g_00895
OG0001153	Syas.g_01301	Prar.g_00815
OG0001154	Syas.g_01302	Prar.g_00814
OG0001155	Syas.g_01478	Prar.g_00802
OG0001156	Syas.g_01489	Prar.g_00799
OG0001157	Syas.g_01490	Prar.g_00798
OG0001158	Syas.g_01491	Prar.g_00797
OG0001159	Syas.g_01492	Prar.g_00796
OG0001160	Syas.g_02705	Prar.g_00772
OG0001161	Syas.g_02030	Prar.g_00760
OG0001162	Syas.g_02473	Prar.g_00749
OG0001163	Syas.g_02697	Prar.g_01151
OG0001164	Syas.g_02691	Prar.g_01147
OG0001165	Syas.g_02686	Prar.g_01144
OG0001166	Syas.g_02658	Prar.g_01124
OG0001167	Syas.g_01046	Prar.g_01959
OG0001168	Syas.g_02597	Prar.g_01957
OG0001169	Syas.g_02595	Prar.g_00596
OG0001170	Syas.g_02593	Prar.g_00598
OG0001171	Syas.g_02580	Prar.g_00607
OG0001172	Syas.g_01665	Prar.g_01111
OG0001173	Syas.g_01664	Prar.g_01110
OG0001174	Syas.g_01656	Prar.g_01102
OG0001175	Syas.g_01655	Prar.g_01101
OG0001176	Syas.g_01638	Prar.g_01094
OG0001177	Syas.g_01640	Prar.g_01091
OG0001178	Syas.g_02676	Prar.g_01086
