Orthogroup	Syas	Prbn
OG0000567	Syas.g_00808	Prbn.g_00548
OG0000568	Syas.g_00810	Prbn.g_00547
OG0000569	Syas.g_00811	Prbn.g_00546
OG0000570	Syas.g_00812	Prbn.g_00545
OG0000571	Syas.g_00815	Prbn.g_00543
OG0000572	Syas.g_00839	Prbn.g_00529
OG0000573	Syas.g_00952	Prbn.g_00523
OG0000574	Syas.g_00951	Prbn.g_00522
OG0000575	Syas.g_00848	Prbn.g_00518
OG0000576	Syas.g_00850	Prbn.g_00516
OG0000577	Syas.g_00851	Prbn.g_00515
OG0000578	Syas.g_00852	Prbn.g_00514
OG0000579	Syas.g_00853	Prbn.g_00513
OG0000580	Syas.g_00854	Prbn.g_00512
OG0000581	Syas.g_00861	Prbn.g_00509
OG0000582	Syas.g_00873	Prbn.g_00506
OG0000583	Syas.g_00872	Prbn.g_00505
OG0000584	Syas.g_00871	Prbn.g_00504
OG0000585	Syas.g_00868	Prbn.g_00502
OG0000586	Syas.g_00867	Prbn.g_00501
OG0000587	Syas.g_00865	Prbn.g_00500
OG0000588	Syas.g_00960	Prbn.g_00496
OG0000589	Syas.g_00121	Prbn.g_00494
OG0000590	Syas.g_00120	Prbn.g_00493
OG0000591	Syas.g_00106	Prbn.g_00489
OG0000592	Syas.g_00105	Prbn.g_00488
OG0000593	Syas.g_00750	Prbn.g_00423
OG0000594	Syas.g_00749	Prbn.g_00424
OG0000595	Syas.g_00748	Prbn.g_00425
OG0000596	Syas.g_00743	Prbn.g_00429
OG0000597	Syas.g_00740	Prbn.g_00432
OG0000598	Syas.g_00739	Prbn.g_00433
OG0000599	Syas.g_00732	Prbn.g_00436
OG0000600	Syas.g_00731	Prbn.g_00437
OG0000601	Syas.g_00730	Prbn.g_00438
OG0000602	Syas.g_00725	Prbn.g_00440
OG0000603	Syas.g_00724	Prbn.g_00441
OG0000604	Syas.g_00721	Prbn.g_00442
OG0000605	Syas.g_00719	Prbn.g_00443
OG0000606	Syas.g_00716	Prbn.g_00446
OG0000607	Syas.g_00713	Prbn.g_00449
OG0000608	Syas.g_00712	Prbn.g_00450
OG0000609	Syas.g_00710	Prbn.g_00834
OG0000610	Syas.g_00702	Prbn.g_00840
OG0000611	Syas.g_00699	Prbn.g_00843
OG0000612	Syas.g_00698	Prbn.g_00844
OG0000613	Syas.g_01825	Prbn.g_01591
OG0000614	Syas.g_01044	Prbn.g_01570
OG0000615	Syas.g_00650	Prbn.g_01559
OG0000616	Syas.g_02011	Prbn.g_00905
OG0000617	Syas.g_00180	Prbn.g_00860
OG0000618	Syas.g_00181	Prbn.g_00861
OG0000619	Syas.g_00182	Prbn.g_00862
OG0000620	Syas.g_00188	Prbn.g_01947
OG0000621	Syas.g_00189	Prbn.g_01948
OG0000622	Syas.g_00190	Prbn.g_01949
OG0000623	Syas.g_00191	Prbn.g_01950
OG0000624	Syas.g_00192	Prbn.g_01952
OG0000625	Syas.g_00193	Prbn.g_01345
OG0000626	Syas.g_00194	Prbn.g_01346
OG0000627	Syas.g_00372	Prbn.g_01347
OG0000628	Syas.g_00373	Prbn.g_01348
OG0000629	Syas.g_00376	Prbn.g_01349
OG0000630	Syas.g_00397	Prbn.g_01352
OG0000631	Syas.g_00405	Prbn.g_01445
OG0000632	Syas.g_00406	Prbn.g_01444
OG0000633	Syas.g_00407	Prbn.g_01443
OG0000634	Syas.g_00600	Prbn.g_01550
OG0000635	Syas.g_00599	Prbn.g_01549
OG0000636	Syas.g_00597	Prbn.g_01547
OG0000637	Syas.g_00595	Prbn.g_01545
OG0000638	Syas.g_00594	Prbn.g_01544
OG0000639	Syas.g_00593	Prbn.g_01543
OG0000640	Syas.g_00592	Prbn.g_01542
OG0000641	Syas.g_00587	Prbn.g_01538
OG0000642	Syas.g_00586	Prbn.g_01537
OG0000643	Syas.g_00585	Prbn.g_01536
OG0000644	Syas.g_00584	Prbn.g_01535
OG0000645	Syas.g_00583	Prbn.g_01534
OG0000646	Syas.g_00580	Prbn.g_01532
OG0000647	Syas.g_00578	Prbn.g_01530
OG0000648	Syas.g_00576	Prbn.g_01528
OG0000649	Syas.g_00575	Prbn.g_01527
OG0000650	Syas.g_00574	Prbn.g_01526
OG0000651	Syas.g_00573	Prbn.g_01525
OG0000652	Syas.g_00572	Prbn.g_01524
OG0000653	Syas.g_00570	Prbn.g_01522
OG0000654	Syas.g_00569	Prbn.g_01521
OG0000655	Syas.g_00568	Prbn.g_01520
OG0000656	Syas.g_00565	Prbn.g_01517
OG0000657	Syas.g_00232	Prbn.g_01509
OG0000658	Syas.g_00235	Prbn.g_01507
OG0000659	Syas.g_00236	Prbn.g_01506
OG0000660	Syas.g_00240	Prbn.g_01502
OG0000661	Syas.g_00242	Prbn.g_01500
OG0000662	Syas.g_00281	Prbn.g_01498
OG0000663	Syas.g_00284	Prbn.g_01496
OG0000664	Syas.g_00287	Prbn.g_01495
OG0000665	Syas.g_00385	Prbn.g_01489
OG0000666	Syas.g_01362	Prbn.g_01488
OG0000667	Syas.g_00088	Prbn.g_01484
OG0000668	Syas.g_00221	Prbn.g_01930
OG0000669	Syas.g_00684	Prbn.g_01632
OG0000670	Syas.g_00681	Prbn.g_01629
OG0000671	Syas.g_00679	Prbn.g_01626
OG0000672	Syas.g_00676	Prbn.g_01623
OG0000673	Syas.g_00673	Prbn.g_01620
OG0000674	Syas.g_00671	Prbn.g_01618
OG0000675	Syas.g_00670	Prbn.g_01617
OG0000676	Syas.g_00668	Prbn.g_01615
OG0000677	Syas.g_00667	Prbn.g_01614
OG0000678	Syas.g_00660	Prbn.g_01612
OG0000679	Syas.g_00629	Prbn.g_01608
OG0000680	Syas.g_00628	Prbn.g_01607
OG0000681	Syas.g_00625	Prbn.g_01604
OG0000682	Syas.g_00624	Prbn.g_01603
OG0000683	Syas.g_00623	Prbn.g_01602
OG0000684	Syas.g_00621	Prbn.g_01600
OG0000685	Syas.g_00187	Prbn.g_01598
OG0000686	Syas.g_00619	Prbn.g_01597
OG0000687	Syas.g_00618	Prbn.g_01596
OG0000688	Syas.g_00612	Prbn.g_00848
OG0000689	Syas.g_00610	Prbn.g_00849
OG0000690	Syas.g_00609	Prbn.g_00850
OG0000691	Syas.g_00608	Prbn.g_00851
OG0000692	Syas.g_00606	Prbn.g_00853
OG0000693	Syas.g_00604	Prbn.g_00854
OG0000694	Syas.g_00603	Prbn.g_00855
OG0000695	Syas.g_00410	Prbn.g_01441
OG0000696	Syas.g_00411	Prbn.g_01440
OG0000697	Syas.g_00413	Prbn.g_01439
OG0000698	Syas.g_00417	Prbn.g_01436
OG0000699	Syas.g_00419	Prbn.g_01435
OG0000700	Syas.g_00420	Prbn.g_01434
OG0000701	Syas.g_00421	Prbn.g_01433
OG0000702	Syas.g_00437	Prbn.g_01431
OG0000703	Syas.g_00438	Prbn.g_01430
OG0000704	Syas.g_00446	Prbn.g_01428
OG0000705	Syas.g_00453	Prbn.g_01425
OG0000706	Syas.g_00454	Prbn.g_01424
OG0000707	Syas.g_00455	Prbn.g_01423
OG0000708	Syas.g_00458	Prbn.g_01421
OG0000709	Syas.g_00466	Prbn.g_01417
OG0000710	Syas.g_00497	Prbn.g_01414
OG0000711	Syas.g_00546	Prbn.g_01396
OG0000712	Syas.g_00548	Prbn.g_01395
OG0000713	Syas.g_00549	Prbn.g_01394
OG0000714	Syas.g_00551	Prbn.g_01393
OG0000715	Syas.g_00553	Prbn.g_01391
OG0000716	Syas.g_00556	Prbn.g_01389
OG0000717	Syas.g_00557	Prbn.g_01388
OG0000718	Syas.g_00561	Prbn.g_01384
OG0000719	Syas.g_00223	Prbn.g_01382
OG0000720	Syas.g_00209	Prbn.g_01370
OG0000721	Syas.g_00207	Prbn.g_01366
OG0000722	Syas.g_00206	Prbn.g_01365
OG0000723	Syas.g_00196	Prbn.g_01361
OG0000724	Syas.g_00999	Prbn.g_01466
OG0000725	Syas.g_01024	Prbn.g_01472
OG0000726	Syas.g_01025	Prbn.g_01473
OG0000727	Syas.g_01026	Prbn.g_01474
OG0000728	Syas.g_01028	Prbn.g_01476
OG0000729	Syas.g_02145	Prbn.g_01106
OG0000730	Syas.g_01544	Prbn.g_01147
OG0000731	Syas.g_01532	Prbn.g_00111
OG0000732	Syas.g_02086	Prbn.g_00954
OG0000733	Syas.g_00096	Prbn.g_01651
OG0000734	Syas.g_02414	Prbn.g_01173
OG0000735	Syas.g_01201	Prbn.g_01175
OG0000736	Syas.g_01200	Prbn.g_01176
OG0000737	Syas.g_01199	Prbn.g_01177
OG0000738	Syas.g_01193	Prbn.g_01181
OG0000739	Syas.g_01192	Prbn.g_01182
OG0000740	Syas.g_01191	Prbn.g_01183
OG0000741	Syas.g_01188	Prbn.g_01185
OG0000742	Syas.g_01185	Prbn.g_01188
OG0000743	Syas.g_01182	Prbn.g_01190
OG0000744	Syas.g_01181	Prbn.g_01191
OG0000745	Syas.g_01178	Prbn.g_01192
OG0000746	Syas.g_01176	Prbn.g_01194
OG0000747	Syas.g_01174	Prbn.g_01195
OG0000748	Syas.g_01146	Prbn.g_01199
OG0000749	Syas.g_01144	Prbn.g_01200
OG0000750	Syas.g_01143	Prbn.g_01201
OG0000751	Syas.g_01138	Prbn.g_01204
OG0000752	Syas.g_01136	Prbn.g_01206
OG0000753	Syas.g_01133	Prbn.g_01208
OG0000754	Syas.g_01128	Prbn.g_01211
OG0000755	Syas.g_01117	Prbn.g_00390
OG0000756	Syas.g_01116	Prbn.g_00391
OG0000757	Syas.g_01108	Prbn.g_00398
OG0000758	Syas.g_01107	Prbn.g_00399
OG0000759	Syas.g_01106	Prbn.g_00400
OG0000760	Syas.g_01105	Prbn.g_00401
OG0000761	Syas.g_01104	Prbn.g_00402
OG0000762	Syas.g_01102	Prbn.g_00403
OG0000763	Syas.g_01091	Prbn.g_00405
OG0000764	Syas.g_01090	Prbn.g_00406
OG0000765	Syas.g_01076	Prbn.g_00414
OG0000766	Syas.g_01075	Prbn.g_00415
OG0000767	Syas.g_01073	Prbn.g_00417
OG0000768	Syas.g_01072	Prbn.g_00418
OG0000769	Syas.g_01070	Prbn.g_00420
OG0000770	Syas.g_01067	Prbn.g_00483
OG0000771	Syas.g_00993	Prbn.g_00886
OG0000772	Syas.g_01461	Prbn.g_01671
OG0000773	Syas.g_00002	Prbn.g_01093
OG0000774	Syas.g_02862	Prbn.g_01091
OG0000775	Syas.g_02860	Prbn.g_01089
OG0000776	Syas.g_02859	Prbn.g_01088
OG0000777	Syas.g_02858	Prbn.g_01087
OG0000778	Syas.g_02857	Prbn.g_01086
OG0000779	Syas.g_02852	Prbn.g_01082
OG0000780	Syas.g_02847	Prbn.g_01081
OG0000781	Syas.g_02842	Prbn.g_01077
OG0000782	Syas.g_02841	Prbn.g_01076
OG0000783	Syas.g_02840	Prbn.g_01075
OG0000784	Syas.g_02839	Prbn.g_01074
OG0000785	Syas.g_02837	Prbn.g_01072
OG0000786	Syas.g_02833	Prbn.g_01069
OG0000787	Syas.g_02832	Prbn.g_01068
OG0000788	Syas.g_00782	Prbn.g_00615
OG0000789	Syas.g_01507	Prbn.g_00883
OG0000790	Syas.g_01266	Prbn.g_00155
OG0000791	Syas.g_01268	Prbn.g_00157
OG0000792	Syas.g_01269	Prbn.g_00158
OG0000793	Syas.g_01359	Prbn.g_00161
OG0000794	Syas.g_01361	Prbn.g_00162
OG0000795	Syas.g_01363	Prbn.g_00163
OG0000796	Syas.g_01368	Prbn.g_00167
OG0000797	Syas.g_01369	Prbn.g_00168
OG0000798	Syas.g_02134	Prbn.g_01055
OG0000799	Syas.g_02789	Prbn.g_00195
OG0000800	Syas.g_02790	Prbn.g_00196
OG0000801	Syas.g_02791	Prbn.g_00197
OG0000802	Syas.g_02797	Prbn.g_00199
OG0000803	Syas.g_02800	Prbn.g_00201
OG0000804	Syas.g_02803	Prbn.g_00202
OG0000805	Syas.g_02805	Prbn.g_00204
OG0000806	Syas.g_02807	Prbn.g_00206
OG0000807	Syas.g_02808	Prbn.g_00207
OG0000808	Syas.g_02809	Prbn.g_00208
OG0000809	Syas.g_02811	Prbn.g_00210
OG0000810	Syas.g_02813	Prbn.g_00211
OG0000811	Syas.g_02822	Prbn.g_00215
OG0000812	Syas.g_02824	Prbn.g_00217
OG0000813	Syas.g_02825	Prbn.g_00218
OG0000814	Syas.g_02827	Prbn.g_00220
OG0000815	Syas.g_02829	Prbn.g_00221
OG0000816	Syas.g_02831	Prbn.g_00223
OG0000817	Syas.g_02753	Prbn.g_00224
OG0000818	Syas.g_01282	Prbn.g_00229
OG0000819	Syas.g_01283	Prbn.g_00230
OG0000820	Syas.g_01284	Prbn.g_00231
OG0000821	Syas.g_01289	Prbn.g_00235
OG0000822	Syas.g_01291	Prbn.g_00236
OG0000823	Syas.g_01292	Prbn.g_00237
OG0000824	Syas.g_01297	Prbn.g_00240
OG0000825	Syas.g_01298	Prbn.g_00241
OG0000826	Syas.g_01299	Prbn.g_00242
OG0000827	Syas.g_01300	Prbn.g_00243
OG0000828	Syas.g_01303	Prbn.g_00246
OG0000829	Syas.g_01304	Prbn.g_00247
OG0000830	Syas.g_01305	Prbn.g_00248
OG0000831	Syas.g_01308	Prbn.g_00250
OG0000832	Syas.g_01476	Prbn.g_00260
OG0000833	Syas.g_02738	Prbn.g_00269
OG0000834	Syas.g_02737	Prbn.g_00270
OG0000835	Syas.g_02736	Prbn.g_00271
OG0000836	Syas.g_02732	Prbn.g_00272
OG0000837	Syas.g_02731	Prbn.g_00273
OG0000838	Syas.g_02727	Prbn.g_00275
OG0000839	Syas.g_02726	Prbn.g_00276
OG0000840	Syas.g_02725	Prbn.g_00277
OG0000841	Syas.g_02724	Prbn.g_00278
OG0000842	Syas.g_02723	Prbn.g_00279
OG0000843	Syas.g_02722	Prbn.g_00280
OG0000844	Syas.g_02720	Prbn.g_00281
OG0000845	Syas.g_02719	Prbn.g_00282
OG0000846	Syas.g_02718	Prbn.g_00283
OG0000847	Syas.g_02717	Prbn.g_00284
OG0000848	Syas.g_02715	Prbn.g_00285
OG0000849	Syas.g_02714	Prbn.g_00286
OG0000850	Syas.g_02711	Prbn.g_00288
OG0000851	Syas.g_02708	Prbn.g_00289
OG0000852	Syas.g_02707	Prbn.g_00904
OG0000853	Syas.g_02703	Prbn.g_00898
OG0000854	Syas.g_02701	Prbn.g_00896
OG0000855	Syas.g_02700	Prbn.g_00895
OG0000856	Syas.g_00103	Prbn.g_00486
OG0000857	Syas.g_00579	Prbn.g_01531
OG0000858	Syas.g_02693	Prbn.g_01738
OG0000859	Syas.g_02692	Prbn.g_01739
OG0000860	Syas.g_02679	Prbn.g_01747
OG0000861	Syas.g_02678	Prbn.g_01748
OG0000862	Syas.g_02677	Prbn.g_01749
OG0000863	Syas.g_02675	Prbn.g_01751
OG0000864	Syas.g_02674	Prbn.g_01752
OG0000865	Syas.g_02673	Prbn.g_01753
OG0000866	Syas.g_02672	Prbn.g_01754
OG0000867	Syas.g_02671	Prbn.g_01755
OG0000868	Syas.g_02667	Prbn.g_01757
OG0000869	Syas.g_02662	Prbn.g_01760
OG0000870	Syas.g_02657	Prbn.g_01765
OG0000871	Syas.g_02656	Prbn.g_01766
OG0000872	Syas.g_02650	Prbn.g_01767
OG0000873	Syas.g_02647	Prbn.g_01771
OG0000874	Syas.g_02645	Prbn.g_01774
OG0000875	Syas.g_02644	Prbn.g_01775
OG0000876	Syas.g_00280	Prbn.g_01776
OG0000877	Syas.g_02603	Prbn.g_01778
OG0000878	Syas.g_02602	Prbn.g_01779
OG0000879	Syas.g_02601	Prbn.g_01780
OG0000880	Syas.g_02600	Prbn.g_01781
OG0000881	Syas.g_02596	Prbn.g_01785
OG0000882	Syas.g_02591	Prbn.g_01790
OG0000883	Syas.g_02586	Prbn.g_01792
OG0000884	Syas.g_02584	Prbn.g_01794
OG0000885	Syas.g_02583	Prbn.g_01795
OG0000886	Syas.g_02582	Prbn.g_01796
OG0000887	Syas.g_02581	Prbn.g_01797
OG0000888	Syas.g_02579	Prbn.g_01799
OG0000889	Syas.g_02577	Prbn.g_01801
OG0000890	Syas.g_02574	Prbn.g_01802
OG0000891	Syas.g_02573	Prbn.g_01803
OG0000892	Syas.g_02571	Prbn.g_01805
OG0000893	Syas.g_01677	Prbn.g_01809
OG0000894	Syas.g_01667	Prbn.g_01812
OG0000895	Syas.g_01663	Prbn.g_01816
OG0000896	Syas.g_01662	Prbn.g_01817
OG0000897	Syas.g_01660	Prbn.g_01819
OG0000898	Syas.g_01659	Prbn.g_01820
OG0000899	Syas.g_01658	Prbn.g_01821
OG0000900	Syas.g_01657	Prbn.g_01822
OG0000901	Syas.g_01652	Prbn.g_01825
OG0000902	Syas.g_01651	Prbn.g_01827
OG0000903	Syas.g_01637	Prbn.g_01831
OG0000904	Syas.g_01642	Prbn.g_01835
OG0000905	Syas.g_01647	Prbn.g_01829
OG0000906	Syas.g_01649	Prbn.g_01828
OG0000907	Syas.g_01635	Prbn.g_01838
OG0000908	Syas.g_01632	Prbn.g_01841
OG0000909	Syas.g_01631	Prbn.g_01842
OG0000910	Syas.g_01630	Prbn.g_01843
OG0000911	Syas.g_01628	Prbn.g_01845
OG0000912	Syas.g_01627	Prbn.g_01846
OG0000913	Syas.g_01626	Prbn.g_01847
OG0000914	Syas.g_01625	Prbn.g_01848
OG0000915	Syas.g_01623	Prbn.g_01849
OG0000916	Syas.g_01622	Prbn.g_01850
OG0000917	Syas.g_01621	Prbn.g_01851
OG0000918	Syas.g_01620	Prbn.g_01852
OG0000919	Syas.g_01619	Prbn.g_01853
OG0000920	Syas.g_01618	Prbn.g_01854
OG0000921	Syas.g_01617	Prbn.g_01855
OG0000922	Syas.g_01616	Prbn.g_01856
OG0000923	Syas.g_01612	Prbn.g_01860
OG0000924	Syas.g_01611	Prbn.g_01861
OG0000925	Syas.g_01610	Prbn.g_01862
OG0000926	Syas.g_01609	Prbn.g_01863
OG0000927	Syas.g_01607	Prbn.g_01865
OG0000928	Syas.g_01606	Prbn.g_01866
OG0000929	Syas.g_01605	Prbn.g_01867
OG0000930	Syas.g_01604	Prbn.g_01868
OG0000931	Syas.g_01603	Prbn.g_01869
OG0000932	Syas.g_01602	Prbn.g_01870
OG0000933	Syas.g_01596	Prbn.g_01874
OG0000934	Syas.g_01594	Prbn.g_01876
OG0000935	Syas.g_01593	Prbn.g_01877
OG0000936	Syas.g_01592	Prbn.g_01878
OG0000937	Syas.g_01591	Prbn.g_01879
OG0000938	Syas.g_01588	Prbn.g_01882
OG0000939	Syas.g_01587	Prbn.g_01883
OG0000940	Syas.g_01580	Prbn.g_01890
OG0000941	Syas.g_01578	Prbn.g_01892
OG0000942	Syas.g_01576	Prbn.g_01894
OG0000943	Syas.g_01575	Prbn.g_01895
OG0000944	Syas.g_01573	Prbn.g_01897
OG0000945	Syas.g_01572	Prbn.g_01898
OG0000946	Syas.g_01565	Prbn.g_01903
OG0000947	Syas.g_01562	Prbn.g_01905
OG0000948	Syas.g_01561	Prbn.g_01906
OG0000949	Syas.g_02213	Prbn.g_01909
OG0000950	Syas.g_02197	Prbn.g_01916
OG0000951	Syas.g_02190	Prbn.g_01920
OG0000952	Syas.g_02186	Prbn.g_01015
OG0000953	Syas.g_02182	Prbn.g_01011
OG0000954	Syas.g_02174	Prbn.g_01007
OG0000955	Syas.g_02173	Prbn.g_01006
OG0000956	Syas.g_02171	Prbn.g_01004
OG0000957	Syas.g_02158	Prbn.g_00998
OG0000958	Syas.g_02157	Prbn.g_00997
OG0000959	Syas.g_02154	Prbn.g_00993
OG0000960	Syas.g_02153	Prbn.g_00992
OG0000961	Syas.g_02345	Prbn.g_00989
OG0000962	Syas.g_02146	Prbn.g_00987
OG0000963	Syas.g_02143	Prbn.g_00983
OG0000964	Syas.g_02142	Prbn.g_00982
OG0000965	Syas.g_02141	Prbn.g_00981
OG0000966	Syas.g_02112	Prbn.g_00975
OG0000967	Syas.g_02108	Prbn.g_00971
OG0000968	Syas.g_02106	Prbn.g_00969
OG0000969	Syas.g_02104	Prbn.g_00968
OG0000970	Syas.g_02103	Prbn.g_00967
OG0000971	Syas.g_02101	Prbn.g_00966
OG0000972	Syas.g_02100	Prbn.g_00965
OG0000973	Syas.g_02099	Prbn.g_00964
OG0000974	Syas.g_02098	Prbn.g_00963
OG0000975	Syas.g_02097	Prbn.g_00962
OG0000976	Syas.g_02096	Prbn.g_00961
OG0000977	Syas.g_02094	Prbn.g_00960
OG0000978	Syas.g_02093	Prbn.g_00959
OG0000979	Syas.g_02090	Prbn.g_00957
OG0000980	Syas.g_02087	Prbn.g_00955
OG0000981	Syas.g_02084	Prbn.g_00952
OG0000982	Syas.g_01882	Prbn.g_00950
OG0000983	Syas.g_01883	Prbn.g_00949
OG0000984	Syas.g_01884	Prbn.g_00948
OG0000985	Syas.g_01888	Prbn.g_00945
OG0000986	Syas.g_01891	Prbn.g_00943
OG0000987	Syas.g_01897	Prbn.g_00942
OG0000988	Syas.g_01902	Prbn.g_00939
OG0000989	Syas.g_01908	Prbn.g_00935
OG0000990	Syas.g_01937	Prbn.g_00931
OG0000991	Syas.g_01939	Prbn.g_00930
OG0000992	Syas.g_01943	Prbn.g_00927
OG0000993	Syas.g_01945	Prbn.g_00926
OG0000994	Syas.g_01948	Prbn.g_00925
OG0000995	Syas.g_01955	Prbn.g_00921
OG0000996	Syas.g_01977	Prbn.g_00920
OG0000997	Syas.g_01993	Prbn.g_00917
OG0000998	Syas.g_01995	Prbn.g_00915
OG0000999	Syas.g_01996	Prbn.g_00914
OG0001000	Syas.g_02000	Prbn.g_00911
OG0001001	Syas.g_02006	Prbn.g_00908
OG0001002	Syas.g_02014	Prbn.g_00291
OG0001003	Syas.g_02016	Prbn.g_00292
OG0001004	Syas.g_02017	Prbn.g_00293
OG0001005	Syas.g_02018	Prbn.g_00294
OG0001006	Syas.g_02032	Prbn.g_00298
OG0001007	Syas.g_02034	Prbn.g_00300
OG0001008	Syas.g_01496	Prbn.g_00676
OG0001009	Syas.g_02065	Prbn.g_00755
OG0001010	Syas.g_02066	Prbn.g_00754
OG0001011	Syas.g_02068	Prbn.g_00752
OG0001012	Syas.g_00152	Prbn.g_00738
OG0001013	Syas.g_01866	Prbn.g_00731
OG0001014	Syas.g_01857	Prbn.g_00728
OG0001015	Syas.g_01856	Prbn.g_00726
OG0001016	Syas.g_02517	Prbn.g_00704
OG0001017	Syas.g_02511	Prbn.g_01343
OG0001018	Syas.g_02509	Prbn.g_01341
OG0001019	Syas.g_02469	Prbn.g_01332
OG0001020	Syas.g_02443	Prbn.g_01331
OG0001021	Syas.g_02437	Prbn.g_01330
OG0001022	Syas.g_02434	Prbn.g_01327
OG0001023	Syas.g_02433	Prbn.g_01326
OG0001024	Syas.g_00135	Prbn.g_01322
OG0001025	Syas.g_02424	Prbn.g_01315
OG0001026	Syas.g_02412	Prbn.g_01306
OG0001027	Syas.g_02408	Prbn.g_01305
OG0001028	Syas.g_02405	Prbn.g_01303
OG0001029	Syas.g_02403	Prbn.g_01302
OG0001030	Syas.g_02384	Prbn.g_01286
OG0001031	Syas.g_02293	Prbn.g_00367
OG0001032	Syas.g_02290	Prbn.g_00366
OG0001033	Syas.g_02239	Prbn.g_00345
OG0001034	Syas.g_02556	Prbn.g_00314
OG0001035	Syas.g_01704	Prbn.g_00021
OG0001036	Syas.g_01709	Prbn.g_00025
OG0001037	Syas.g_01711	Prbn.g_00026
OG0001038	Syas.g_01751	Prbn.g_00045
OG0001039	Syas.g_01754	Prbn.g_00048
OG0001041	Syas.g_01761	Prbn.g_00055
OG0001042	Syas.g_01821	Prbn.g_00072
OG0001043	Syas.g_01817	Prbn.g_00073
OG0001044	Syas.g_01542	Prbn.g_00104
OG0001045	Syas.g_01529	Prbn.g_00113
OG0001046	Syas.g_00532	Prbn.g_01697
OG0001047	Syas.g_01494	Prbn.g_00674
OG0001048	Syas.g_01493	Prbn.g_00673
OG0001049	Syas.g_02742	Prbn.g_00671
OG0001050	Syas.g_02743	Prbn.g_00670
OG0001051	Syas.g_02744	Prbn.g_00669
OG0001052	Syas.g_01337	Prbn.g_00643
OG0001053	Syas.g_01250	Prbn.g_00631
OG0001054	Syas.g_01231	Prbn.g_00616
OG0001055	Syas.g_01210	Prbn.g_00597
OG0001056	Syas.g_00068	Prbn.g_00580
OG0001057	Syas.g_00763	Prbn.g_00575
OG0001058	Syas.g_00787	Prbn.g_00567
OG0001059	Syas.g_00791	Prbn.g_00563
OG0001060	Syas.g_00797	Prbn.g_00557
OG0001061	Syas.g_00816	Prbn.g_00542
OG0001062	Syas.g_00819	Prbn.g_00540
OG0001063	Syas.g_00830	Prbn.g_00538
OG0001064	Syas.g_00831	Prbn.g_00537
OG0001065	Syas.g_00832	Prbn.g_00536
OG0001066	Syas.g_00833	Prbn.g_00535
OG0001067	Syas.g_00834	Prbn.g_00534
OG0001068	Syas.g_00835	Prbn.g_00533
OG0001069	Syas.g_00836	Prbn.g_00532
OG0001070	Syas.g_00840	Prbn.g_00528
OG0001071	Syas.g_00841	Prbn.g_00527
OG0001072	Syas.g_00844	Prbn.g_00525
OG0001073	Syas.g_00855	Prbn.g_00511
OG0001074	Syas.g_00157	Prbn.g_00499
OG0001075	Syas.g_00163	Prbn.g_00498
OG0001076	Syas.g_00113	Prbn.g_00491
OG0001077	Syas.g_00101	Prbn.g_00485
OG0001078	Syas.g_00745	Prbn.g_00427
OG0001079	Syas.g_00729	Prbn.g_00439
OG0001080	Syas.g_00717	Prbn.g_00445
OG0001081	Syas.g_00715	Prbn.g_00447
OG0001082	Syas.g_00714	Prbn.g_00448
OG0001083	Syas.g_00707	Prbn.g_00836
OG0001084	Syas.g_00706	Prbn.g_00837
OG0001085	Syas.g_00693	Prbn.g_01594
OG0001086	Syas.g_00691	Prbn.g_01593
OG0001087	Syas.g_00071	Prbn.g_01575
OG0001088	Syas.g_01060	Prbn.g_01574
OG0001089	Syas.g_01039	Prbn.g_01563
OG0001090	Syas.g_00980	Prbn.g_01553
OG0001091	Syas.g_00979	Prbn.g_00857
OG0001092	Syas.g_00178	Prbn.g_00858
OG0001093	Syas.g_00184	Prbn.g_00863
OG0001095	Syas.g_00582	Prbn.g_01533
OG0001097	Syas.g_00243	Prbn.g_01499
OG0001098	Syas.g_00880	Prbn.g_01480
OG0001099	Syas.g_02404	Prbn.g_01925
OG0001100	Syas.g_00682	Prbn.g_01630
OG0001101	Syas.g_00680	Prbn.g_01627
OG0001102	Syas.g_00677	Prbn.g_01624
OG0001103	Syas.g_00675	Prbn.g_01622
OG0001104	Syas.g_00620	Prbn.g_01599
OG0001105	Syas.g_00617	Prbn.g_01595
OG0001106	Syas.g_00447	Prbn.g_01427
OG0001107	Syas.g_00459	Prbn.g_01420
OG0001108	Syas.g_00494	Prbn.g_01416
OG0001109	Syas.g_00496	Prbn.g_01415
OG0001110	Syas.g_00498	Prbn.g_01413
OG0001111	Syas.g_00500	Prbn.g_01412
OG0001112	Syas.g_00503	Prbn.g_01411
OG0001113	Syas.g_00504	Prbn.g_01410
OG0001114	Syas.g_00505	Prbn.g_01409
OG0001115	Syas.g_00527	Prbn.g_01407
OG0001116	Syas.g_00529	Prbn.g_01406
OG0001117	Syas.g_00530	Prbn.g_01405
OG0001118	Syas.g_00531	Prbn.g_01404
OG0001119	Syas.g_00533	Prbn.g_01403
OG0001120	Syas.g_00539	Prbn.g_01401
OG0001122	Syas.g_00222	Prbn.g_01381
OG0001123	Syas.g_00214	Prbn.g_01375
OG0001124	Syas.g_00212	Prbn.g_01373
OG0001125	Syas.g_00210	Prbn.g_01371
OG0001126	Syas.g_00991	Prbn.g_01460
OG0001127	Syas.g_00992	Prbn.g_01461
OG0001128	Syas.g_00995	Prbn.g_01463
OG0001129	Syas.g_00997	Prbn.g_01464
