Orthogroup	Syas	Prba
OG0000590	Syas.g_00120	Prba.g_01695
OG0000591	Syas.g_00106	Prba.g_01692
OG0000592	Syas.g_00105	Prba.g_01691
OG0000593	Syas.g_00750	Prba.g_01685
OG0000594	Syas.g_00749	Prba.g_01684
OG0000595	Syas.g_00748	Prba.g_01683
OG0000596	Syas.g_00743	Prba.g_01679
OG0000597	Syas.g_00740	Prba.g_01677
OG0000598	Syas.g_00739	Prba.g_01676
OG0000599	Syas.g_00732	Prba.g_01673
OG0000600	Syas.g_00731	Prba.g_01672
OG0000601	Syas.g_00730	Prba.g_01671
OG0000602	Syas.g_00725	Prba.g_01669
OG0000603	Syas.g_00724	Prba.g_01668
OG0000604	Syas.g_00721	Prba.g_01667
OG0000605	Syas.g_00719	Prba.g_01666
OG0000606	Syas.g_00716	Prba.g_01663
OG0000607	Syas.g_00713	Prba.g_01660
OG0000608	Syas.g_00712	Prba.g_01659
OG0000609	Syas.g_00710	Prba.g_01658
OG0000610	Syas.g_00702	Prba.g_01653
OG0000611	Syas.g_00699	Prba.g_01650
OG0000612	Syas.g_00698	Prba.g_01649
OG0000613	Syas.g_01825	Prba.g_01644
OG0000614	Syas.g_01044	Prba.g_01625
OG0000615	Syas.g_00650	Prba.g_01617
OG0000616	Syas.g_02011	Prba.g_01613
OG0000617	Syas.g_00180	Prba.g_01588
OG0000618	Syas.g_00181	Prba.g_01587
OG0000619	Syas.g_00182	Prba.g_01586
OG0000620	Syas.g_00188	Prba.g_01583
OG0000621	Syas.g_00189	Prba.g_01582
OG0000622	Syas.g_00190	Prba.g_01581
OG0000623	Syas.g_00191	Prba.g_01580
OG0000624	Syas.g_00192	Prba.g_01579
OG0000625	Syas.g_00193	Prba.g_01578
OG0000626	Syas.g_00194	Prba.g_01577
OG0000627	Syas.g_00372	Prba.g_01576
OG0000628	Syas.g_00373	Prba.g_01575
OG0000629	Syas.g_00376	Prba.g_01574
OG0000630	Syas.g_00397	Prba.g_01571
OG0000631	Syas.g_00405	Prba.g_01508
OG0000632	Syas.g_00406	Prba.g_01507
OG0000633	Syas.g_00407	Prba.g_01506
OG0000634	Syas.g_00600	Prba.g_01503
OG0000635	Syas.g_00599	Prba.g_01502
OG0000636	Syas.g_00597	Prba.g_01500
OG0000637	Syas.g_00595	Prba.g_01498
OG0000638	Syas.g_00594	Prba.g_01497
OG0000639	Syas.g_00593	Prba.g_01496
OG0000640	Syas.g_00592	Prba.g_01495
OG0000641	Syas.g_00587	Prba.g_01491
OG0000642	Syas.g_00586	Prba.g_01490
OG0000643	Syas.g_00585	Prba.g_01489
OG0000644	Syas.g_00584	Prba.g_01488
OG0000645	Syas.g_00583	Prba.g_01487
OG0000646	Syas.g_00580	Prba.g_01485
OG0000647	Syas.g_00578	Prba.g_01484
OG0000648	Syas.g_00576	Prba.g_01482
OG0000649	Syas.g_00575	Prba.g_01481
OG0000650	Syas.g_00574	Prba.g_01480
OG0000651	Syas.g_00573	Prba.g_01479
OG0000652	Syas.g_00572	Prba.g_01478
OG0000653	Syas.g_00570	Prba.g_01476
OG0000654	Syas.g_00569	Prba.g_01475
OG0000655	Syas.g_00568	Prba.g_01474
OG0000656	Syas.g_00565	Prba.g_01471
OG0000657	Syas.g_00232	Prba.g_01463
OG0000658	Syas.g_00235	Prba.g_01462
OG0000659	Syas.g_00236	Prba.g_01461
OG0000660	Syas.g_00240	Prba.g_01457
OG0000661	Syas.g_00242	Prba.g_01455
OG0000662	Syas.g_00281	Prba.g_01453
OG0000663	Syas.g_00284	Prba.g_01451
OG0000664	Syas.g_00287	Prba.g_01450
OG0000665	Syas.g_00385	Prba.g_01446
OG0000666	Syas.g_01362	Prba.g_01445
OG0000667	Syas.g_00088	Prba.g_01441
OG0000668	Syas.g_00221	Prba.g_01411
OG0000669	Syas.g_00684	Prba.g_01404
OG0000670	Syas.g_00681	Prba.g_01402
OG0000671	Syas.g_00679	Prba.g_01400
OG0000672	Syas.g_00676	Prba.g_01397
OG0000673	Syas.g_00673	Prba.g_01394
OG0000674	Syas.g_00671	Prba.g_01392
OG0000675	Syas.g_00670	Prba.g_01391
OG0000676	Syas.g_00668	Prba.g_01389
OG0000677	Syas.g_00667	Prba.g_01388
OG0000678	Syas.g_00660	Prba.g_01386
OG0000679	Syas.g_00629	Prba.g_01382
OG0000680	Syas.g_00628	Prba.g_01381
OG0000681	Syas.g_00625	Prba.g_01379
OG0000682	Syas.g_00624	Prba.g_01378
OG0000683	Syas.g_00623	Prba.g_01377
OG0000684	Syas.g_00621	Prba.g_01375
OG0000685	Syas.g_00187	Prba.g_01373
OG0000686	Syas.g_00619	Prba.g_01372
OG0000687	Syas.g_00618	Prba.g_01371
OG0000688	Syas.g_00612	Prba.g_01368
OG0000689	Syas.g_00610	Prba.g_01367
OG0000690	Syas.g_00609	Prba.g_01366
OG0000691	Syas.g_00608	Prba.g_01365
OG0000692	Syas.g_00606	Prba.g_01363
OG0000693	Syas.g_00604	Prba.g_01362
OG0000694	Syas.g_00603	Prba.g_01361
OG0000695	Syas.g_00410	Prba.g_01359
OG0000696	Syas.g_00411	Prba.g_01358
OG0000697	Syas.g_00413	Prba.g_01357
OG0000698	Syas.g_00417	Prba.g_01354
OG0000699	Syas.g_00419	Prba.g_01353
OG0000700	Syas.g_00420	Prba.g_01352
OG0000701	Syas.g_00421	Prba.g_01351
OG0000702	Syas.g_00437	Prba.g_01349
OG0000703	Syas.g_00438	Prba.g_01348
OG0000704	Syas.g_00446	Prba.g_01347
OG0000705	Syas.g_00453	Prba.g_01343
OG0000706	Syas.g_00454	Prba.g_01342
OG0000707	Syas.g_00455	Prba.g_01341
OG0000708	Syas.g_00458	Prba.g_01340
OG0000709	Syas.g_00466	Prba.g_01336
OG0000710	Syas.g_00497	Prba.g_01333
OG0000711	Syas.g_00546	Prba.g_01316
OG0000712	Syas.g_00548	Prba.g_01314
OG0000713	Syas.g_00549	Prba.g_01313
OG0000714	Syas.g_00551	Prba.g_01312
OG0000715	Syas.g_00553	Prba.g_01310
OG0000716	Syas.g_00556	Prba.g_01308
OG0000717	Syas.g_00557	Prba.g_01307
OG0000718	Syas.g_00561	Prba.g_01295
OG0000719	Syas.g_00223	Prba.g_01293
OG0000720	Syas.g_00209	Prba.g_01284
OG0000721	Syas.g_00207	Prba.g_01282
OG0000722	Syas.g_00206	Prba.g_01281
OG0000723	Syas.g_00196	Prba.g_01278
OG0000724	Syas.g_00999	Prba.g_01269
OG0000725	Syas.g_01024	Prba.g_01263
OG0000726	Syas.g_01025	Prba.g_01262
OG0000727	Syas.g_01026	Prba.g_01261
OG0000728	Syas.g_01028	Prba.g_01259
OG0000729	Syas.g_02145	Prba.g_01214
OG0000730	Syas.g_01544	Prba.g_00749
OG0000731	Syas.g_01532	Prba.g_00745
OG0000732	Syas.g_02086	Prba.g_00735
OG0000733	Syas.g_00096	Prba.g_00096
OG0000734	Syas.g_02414	Prba.g_00079
OG0000735	Syas.g_01201	Prba.g_00077
OG0000736	Syas.g_01200	Prba.g_00076
OG0000737	Syas.g_01199	Prba.g_00075
OG0000738	Syas.g_01193	Prba.g_00071
OG0000739	Syas.g_01192	Prba.g_00070
OG0000740	Syas.g_01191	Prba.g_00069
OG0000741	Syas.g_01188	Prba.g_00068
OG0000742	Syas.g_01185	Prba.g_00065
OG0000743	Syas.g_01182	Prba.g_00063
OG0000744	Syas.g_01181	Prba.g_00062
OG0000745	Syas.g_01178	Prba.g_00060
OG0000746	Syas.g_01176	Prba.g_00058
OG0000747	Syas.g_01174	Prba.g_00057
OG0000748	Syas.g_01146	Prba.g_00054
OG0000749	Syas.g_01144	Prba.g_00053
OG0000750	Syas.g_01143	Prba.g_00052
OG0000751	Syas.g_01138	Prba.g_00050
OG0000752	Syas.g_01136	Prba.g_00048
OG0000753	Syas.g_01133	Prba.g_00045
OG0000754	Syas.g_01128	Prba.g_00042
OG0000755	Syas.g_01117	Prba.g_00039
OG0000756	Syas.g_01116	Prba.g_00038
OG0000757	Syas.g_01108	Prba.g_00032
OG0000758	Syas.g_01107	Prba.g_00031
OG0000759	Syas.g_01106	Prba.g_00030
OG0000760	Syas.g_01105	Prba.g_00029
OG0000761	Syas.g_01104	Prba.g_00028
OG0000762	Syas.g_01102	Prba.g_00027
OG0000763	Syas.g_01091	Prba.g_00025
OG0000764	Syas.g_01090	Prba.g_00024
OG0000765	Syas.g_01076	Prba.g_00015
OG0000766	Syas.g_01075	Prba.g_00014
OG0000767	Syas.g_01073	Prba.g_00012
OG0000768	Syas.g_01072	Prba.g_00011
OG0000769	Syas.g_01070	Prba.g_00009
OG0000770	Syas.g_01067	Prba.g_00007
OG0000771	Syas.g_00993	Prba.g_01084
OG0000772	Syas.g_01461	Prba.g_01167
OG0000773	Syas.g_00002	Prba.g_01183
OG0000774	Syas.g_02862	Prba.g_01185
OG0000775	Syas.g_02860	Prba.g_01187
OG0000776	Syas.g_02859	Prba.g_01188
OG0000777	Syas.g_02858	Prba.g_01189
OG0000778	Syas.g_02857	Prba.g_01190
OG0000779	Syas.g_02852	Prba.g_01194
OG0000780	Syas.g_02847	Prba.g_01195
OG0000781	Syas.g_02842	Prba.g_01198
OG0000782	Syas.g_02841	Prba.g_01199
OG0000783	Syas.g_02840	Prba.g_01200
OG0000784	Syas.g_02839	Prba.g_01201
OG0000785	Syas.g_02837	Prba.g_01203
OG0000786	Syas.g_02833	Prba.g_01205
OG0000787	Syas.g_02832	Prba.g_01206
OG0000788	Syas.g_00782	Prba.g_00209
OG0000789	Syas.g_01507	Prba.g_00206
OG0000790	Syas.g_01266	Prba.g_00191
OG0000791	Syas.g_01268	Prba.g_00189
OG0000792	Syas.g_01269	Prba.g_00188
OG0000793	Syas.g_01359	Prba.g_00185
OG0000794	Syas.g_01361	Prba.g_00184
OG0000795	Syas.g_01363	Prba.g_00183
OG0000796	Syas.g_01368	Prba.g_00179
OG0000797	Syas.g_01369	Prba.g_00178
OG0000798	Syas.g_02134	Prba.g_00166
OG0000799	Syas.g_02789	Prba.g_00115
OG0000800	Syas.g_02790	Prba.g_00114
OG0000801	Syas.g_02791	Prba.g_00113
OG0000802	Syas.g_02797	Prba.g_00111
OG0000803	Syas.g_02800	Prba.g_00109
OG0000804	Syas.g_02803	Prba.g_00108
OG0000805	Syas.g_02805	Prba.g_00106
OG0000806	Syas.g_02807	Prba.g_00720
OG0000807	Syas.g_02808	Prba.g_00719
OG0000808	Syas.g_02809	Prba.g_00718
OG0000809	Syas.g_02811	Prba.g_00715
OG0000810	Syas.g_02813	Prba.g_00714
OG0000811	Syas.g_02822	Prba.g_00710
OG0000812	Syas.g_02824	Prba.g_00708
OG0000813	Syas.g_02825	Prba.g_00707
OG0000814	Syas.g_02827	Prba.g_00705
OG0000815	Syas.g_02829	Prba.g_00704
OG0000816	Syas.g_02831	Prba.g_00702
OG0000817	Syas.g_02753	Prba.g_00701
OG0000818	Syas.g_01282	Prba.g_00696
OG0000819	Syas.g_01283	Prba.g_00695
OG0000820	Syas.g_01284	Prba.g_00694
OG0000821	Syas.g_01289	Prba.g_00690
OG0000822	Syas.g_01291	Prba.g_00689
OG0000823	Syas.g_01292	Prba.g_00688
OG0000824	Syas.g_01297	Prba.g_00685
OG0000825	Syas.g_01298	Prba.g_00684
OG0000826	Syas.g_01299	Prba.g_00683
OG0000827	Syas.g_01300	Prba.g_00682
OG0000828	Syas.g_01303	Prba.g_00679
OG0000829	Syas.g_01304	Prba.g_00678
OG0000830	Syas.g_01305	Prba.g_00677
OG0000831	Syas.g_01308	Prba.g_00350
OG0000832	Syas.g_01476	Prba.g_00344
OG0000833	Syas.g_02738	Prba.g_00336
OG0000834	Syas.g_02737	Prba.g_00335
OG0000835	Syas.g_02736	Prba.g_00334
OG0000836	Syas.g_02732	Prba.g_00333
OG0000837	Syas.g_02731	Prba.g_00332
OG0000838	Syas.g_02727	Prba.g_00330
OG0000839	Syas.g_02726	Prba.g_00329
OG0000840	Syas.g_02725	Prba.g_00328
OG0000841	Syas.g_02724	Prba.g_00327
OG0000842	Syas.g_02723	Prba.g_00326
OG0000843	Syas.g_02722	Prba.g_00325
OG0000844	Syas.g_02720	Prba.g_00324
OG0000845	Syas.g_02719	Prba.g_00323
OG0000846	Syas.g_02718	Prba.g_00322
OG0000847	Syas.g_02717	Prba.g_00321
OG0000848	Syas.g_02715	Prba.g_00320
OG0000849	Syas.g_02714	Prba.g_00319
OG0000850	Syas.g_02711	Prba.g_00317
OG0000851	Syas.g_02708	Prba.g_00316
OG0000852	Syas.g_02707	Prba.g_00315
OG0000853	Syas.g_02703	Prba.g_00311
OG0000854	Syas.g_02701	Prba.g_00309
OG0000855	Syas.g_02700	Prba.g_00308
OG0000856	Syas.g_00103	Prba.g_00293
OG0000857	Syas.g_00579	Prba.g_00266
OG0000858	Syas.g_02693	Prba.g_00232
OG0000859	Syas.g_02692	Prba.g_00231
OG0000860	Syas.g_02679	Prba.g_00618
OG0000861	Syas.g_02678	Prba.g_00617
OG0000862	Syas.g_02677	Prba.g_00616
OG0000863	Syas.g_02675	Prba.g_00614
OG0000864	Syas.g_02674	Prba.g_00613
OG0000865	Syas.g_02673	Prba.g_00612
OG0000866	Syas.g_02672	Prba.g_00611
OG0000867	Syas.g_02671	Prba.g_00610
OG0000868	Syas.g_02667	Prba.g_00609
OG0000869	Syas.g_02662	Prba.g_00605
OG0000870	Syas.g_02657	Prba.g_00600
OG0000871	Syas.g_02656	Prba.g_00599
OG0000872	Syas.g_02650	Prba.g_00598
OG0000873	Syas.g_02647	Prba.g_00595
OG0000874	Syas.g_02645	Prba.g_00592
OG0000875	Syas.g_02644	Prba.g_00591
OG0000876	Syas.g_00280	Prba.g_00590
OG0000877	Syas.g_02603	Prba.g_00588
OG0000878	Syas.g_02602	Prba.g_00587
OG0000879	Syas.g_02601	Prba.g_00586
OG0000880	Syas.g_02600	Prba.g_00585
OG0000881	Syas.g_02596	Prba.g_00581
OG0000882	Syas.g_02591	Prba.g_00576
OG0000883	Syas.g_02586	Prba.g_00574
OG0000884	Syas.g_02584	Prba.g_00573
OG0000885	Syas.g_02583	Prba.g_00572
OG0000886	Syas.g_02582	Prba.g_00571
OG0000887	Syas.g_02581	Prba.g_00570
OG0000888	Syas.g_02579	Prba.g_00568
OG0000889	Syas.g_02577	Prba.g_00566
OG0000890	Syas.g_02574	Prba.g_00565
OG0000891	Syas.g_02573	Prba.g_00564
OG0000892	Syas.g_02571	Prba.g_00352
OG0000893	Syas.g_01677	Prba.g_00357
OG0000894	Syas.g_01667	Prba.g_00359
OG0000895	Syas.g_01663	Prba.g_00362
OG0000896	Syas.g_01662	Prba.g_00363
OG0000897	Syas.g_01660	Prba.g_00365
OG0000898	Syas.g_01659	Prba.g_00366
OG0000899	Syas.g_01658	Prba.g_00367
OG0000900	Syas.g_01657	Prba.g_00368
OG0000901	Syas.g_01652	Prba.g_00371
OG0000902	Syas.g_01651	Prba.g_00373
OG0000903	Syas.g_01637	Prba.g_00376
OG0000904	Syas.g_01642	Prba.g_00378
OG0000905	Syas.g_01647	Prba.g_00383
OG0000906	Syas.g_01649	Prba.g_00384
OG0000907	Syas.g_01635	Prba.g_00387
OG0000908	Syas.g_01632	Prba.g_00390
OG0000909	Syas.g_01631	Prba.g_00391
OG0000910	Syas.g_01630	Prba.g_00392
OG0000911	Syas.g_01628	Prba.g_00394
OG0000912	Syas.g_01627	Prba.g_00395
OG0000913	Syas.g_01626	Prba.g_00396
OG0000914	Syas.g_01625	Prba.g_00397
OG0000915	Syas.g_01623	Prba.g_00398
OG0000916	Syas.g_01622	Prba.g_00399
OG0000917	Syas.g_01621	Prba.g_00400
OG0000918	Syas.g_01620	Prba.g_00401
OG0000919	Syas.g_01619	Prba.g_00402
OG0000920	Syas.g_01618	Prba.g_00403
OG0000921	Syas.g_01617	Prba.g_00404
OG0000922	Syas.g_01616	Prba.g_00405
OG0000923	Syas.g_01612	Prba.g_00409
OG0000924	Syas.g_01611	Prba.g_00410
OG0000925	Syas.g_01610	Prba.g_00411
OG0000926	Syas.g_01609	Prba.g_00412
OG0000927	Syas.g_01607	Prba.g_00414
OG0000928	Syas.g_01606	Prba.g_00415
OG0000929	Syas.g_01605	Prba.g_00416
OG0000930	Syas.g_01604	Prba.g_00417
OG0000931	Syas.g_01603	Prba.g_00418
OG0000932	Syas.g_01602	Prba.g_00419
OG0000933	Syas.g_01596	Prba.g_00423
OG0000934	Syas.g_01594	Prba.g_00425
OG0000935	Syas.g_01593	Prba.g_00426
OG0000936	Syas.g_01592	Prba.g_00427
OG0000937	Syas.g_01591	Prba.g_00428
OG0000938	Syas.g_01588	Prba.g_00430
OG0000939	Syas.g_01587	Prba.g_00431
OG0000940	Syas.g_01580	Prba.g_00438
OG0000941	Syas.g_01578	Prba.g_01049
OG0000942	Syas.g_01576	Prba.g_01051
OG0000943	Syas.g_01575	Prba.g_01052
OG0000944	Syas.g_01573	Prba.g_01053
OG0000945	Syas.g_01572	Prba.g_01054
OG0000946	Syas.g_01565	Prba.g_01059
OG0000947	Syas.g_01562	Prba.g_01061
OG0000948	Syas.g_01561	Prba.g_01062
OG0000949	Syas.g_02213	Prba.g_01065
OG0000950	Syas.g_02197	Prba.g_01070
OG0000951	Syas.g_02190	Prba.g_01074
OG0000952	Syas.g_02186	Prba.g_01078
OG0000953	Syas.g_02182	Prba.g_00753
OG0000954	Syas.g_02174	Prba.g_00757
OG0000955	Syas.g_02173	Prba.g_00758
OG0000956	Syas.g_02171	Prba.g_00760
OG0000957	Syas.g_02158	Prba.g_00766
OG0000958	Syas.g_02157	Prba.g_00767
OG0000959	Syas.g_02154	Prba.g_00771
OG0000960	Syas.g_02153	Prba.g_00772
OG0000961	Syas.g_02345	Prba.g_00774
OG0000962	Syas.g_02146	Prba.g_00776
OG0000963	Syas.g_02143	Prba.g_00780
OG0000964	Syas.g_02142	Prba.g_00781
OG0000965	Syas.g_02141	Prba.g_00782
OG0000966	Syas.g_02112	Prba.g_00789
OG0000967	Syas.g_02108	Prba.g_00794
OG0000968	Syas.g_02106	Prba.g_00796
OG0000969	Syas.g_02104	Prba.g_00797
OG0000970	Syas.g_02103	Prba.g_00798
OG0000971	Syas.g_02101	Prba.g_00799
OG0000972	Syas.g_02100	Prba.g_00800
OG0000973	Syas.g_02099	Prba.g_00801
OG0000974	Syas.g_02098	Prba.g_00802
OG0000975	Syas.g_02097	Prba.g_00803
OG0000976	Syas.g_02096	Prba.g_00804
OG0000977	Syas.g_02094	Prba.g_00805
OG0000978	Syas.g_02093	Prba.g_00806
OG0000979	Syas.g_02090	Prba.g_00809
OG0000980	Syas.g_02087	Prba.g_00811
OG0000981	Syas.g_02084	Prba.g_00813
OG0000982	Syas.g_01882	Prba.g_00815
OG0000983	Syas.g_01883	Prba.g_00816
OG0000984	Syas.g_01884	Prba.g_00817
OG0000985	Syas.g_01888	Prba.g_00820
OG0000986	Syas.g_01891	Prba.g_00822
OG0000987	Syas.g_01897	Prba.g_00823
OG0000988	Syas.g_01902	Prba.g_00826
OG0000989	Syas.g_01908	Prba.g_00830
OG0000990	Syas.g_01937	Prba.g_00833
OG0000991	Syas.g_01939	Prba.g_00834
OG0000992	Syas.g_01943	Prba.g_00836
OG0000993	Syas.g_01945	Prba.g_00837
OG0000994	Syas.g_01948	Prba.g_00838
OG0000995	Syas.g_01955	Prba.g_00842
OG0000996	Syas.g_01977	Prba.g_00843
OG0000997	Syas.g_01993	Prba.g_00844
OG0000998	Syas.g_01995	Prba.g_00846
OG0000999	Syas.g_01996	Prba.g_00847
OG0001000	Syas.g_02000	Prba.g_01778
OG0001001	Syas.g_02006	Prba.g_01780
OG0001002	Syas.g_02014	Prba.g_01784
OG0001003	Syas.g_02016	Prba.g_01785
OG0001004	Syas.g_02017	Prba.g_01786
OG0001005	Syas.g_02018	Prba.g_01787
OG0001006	Syas.g_02032	Prba.g_01791
OG0001007	Syas.g_02034	Prba.g_01793
OG0001008	Syas.g_01496	Prba.g_01024
OG0001009	Syas.g_02065	Prba.g_01820
OG0001010	Syas.g_02066	Prba.g_01821
OG0001011	Syas.g_02068	Prba.g_01822
OG0001012	Syas.g_00152	Prba.g_01837
OG0001013	Syas.g_01866	Prba.g_01842
OG0001014	Syas.g_01857	Prba.g_01845
OG0001015	Syas.g_01856	Prba.g_01846
OG0001016	Syas.g_02517	Prba.g_01861
OG0001017	Syas.g_02511	Prba.g_01865
OG0001018	Syas.g_02509	Prba.g_01868
OG0001019	Syas.g_02469	Prba.g_01877
OG0001020	Syas.g_02443	Prba.g_01878
OG0001021	Syas.g_02437	Prba.g_01879
OG0001022	Syas.g_02434	Prba.g_01882
OG0001023	Syas.g_02433	Prba.g_01883
OG0001024	Syas.g_00135	Prba.g_01886
OG0001025	Syas.g_02424	Prba.g_01892
OG0001026	Syas.g_02412	Prba.g_01899
OG0001027	Syas.g_02408	Prba.g_01900
OG0001028	Syas.g_02405	Prba.g_01902
OG0001029	Syas.g_02403	Prba.g_01903
OG0001030	Syas.g_02384	Prba.g_01918
OG0001031	Syas.g_02293	Prba.g_00642
OG0001032	Syas.g_02290	Prba.g_00643
OG0001033	Syas.g_02239	Prba.g_00664
OG0001034	Syas.g_02556	Prba.g_00455
OG0001035	Syas.g_01704	Prba.g_00473
OG0001036	Syas.g_01709	Prba.g_00477
OG0001037	Syas.g_01711	Prba.g_00478
OG0001038	Syas.g_01751	Prba.g_00495
OG0001039	Syas.g_01754	Prba.g_00498
OG0001041	Syas.g_01761	Prba.g_00504
OG0001042	Syas.g_01821	Prba.g_00520
OG0001043	Syas.g_01817	Prba.g_00521
OG0001044	Syas.g_01542	Prba.g_00549
OG0001045	Syas.g_01529	Prba.g_00558
OG0001046	Syas.g_00532	Prba.g_00873
OG0001047	Syas.g_01494	Prba.g_01022
OG0001048	Syas.g_01493	Prba.g_01021
OG0001049	Syas.g_02742	Prba.g_01019
OG0001050	Syas.g_02743	Prba.g_01018
OG0001051	Syas.g_02744	Prba.g_01017
OG0001052	Syas.g_01337	Prba.g_00990
OG0001053	Syas.g_01250	Prba.g_00978
OG0001054	Syas.g_01231	Prba.g_00963
OG0001055	Syas.g_01210	Prba.g_00944
OG0001056	Syas.g_00068	Prba.g_00925
OG0001057	Syas.g_00763	Prba.g_01774
OG0001058	Syas.g_00787	Prba.g_01766
OG0001059	Syas.g_00791	Prba.g_01762
OG0001060	Syas.g_00797	Prba.g_01755
OG0001061	Syas.g_00816	Prba.g_01742
OG0001062	Syas.g_00819	Prba.g_01740
OG0001063	Syas.g_00830	Prba.g_01738
OG0001064	Syas.g_00831	Prba.g_01737
OG0001065	Syas.g_00832	Prba.g_01736
OG0001066	Syas.g_00833	Prba.g_01735
OG0001067	Syas.g_00834	Prba.g_01734
OG0001068	Syas.g_00835	Prba.g_01733
OG0001069	Syas.g_00836	Prba.g_01732
OG0001070	Syas.g_00840	Prba.g_01729
OG0001071	Syas.g_00841	Prba.g_01728
OG0001072	Syas.g_00844	Prba.g_01727
OG0001073	Syas.g_00855	Prba.g_01713
OG0001074	Syas.g_00157	Prba.g_01702
OG0001075	Syas.g_00163	Prba.g_01701
OG0001076	Syas.g_00113	Prba.g_01693
OG0001077	Syas.g_00101	Prba.g_01689
OG0001078	Syas.g_00745	Prba.g_01681
OG0001079	Syas.g_00729	Prba.g_01670
OG0001080	Syas.g_00717	Prba.g_01664
OG0001081	Syas.g_00715	Prba.g_01662
OG0001082	Syas.g_00714	Prba.g_01661
OG0001083	Syas.g_00707	Prba.g_01656
OG0001084	Syas.g_00706	Prba.g_01655
OG0001085	Syas.g_00693	Prba.g_01647
OG0001086	Syas.g_00691	Prba.g_01646
OG0001087	Syas.g_00071	Prba.g_01629
OG0001088	Syas.g_01060	Prba.g_01628
OG0001089	Syas.g_01039	Prba.g_01620
OG0001090	Syas.g_00980	Prba.g_01593
OG0001091	Syas.g_00979	Prba.g_01591
OG0001092	Syas.g_00178	Prba.g_01590
OG0001093	Syas.g_00184	Prba.g_01585
OG0001095	Syas.g_00582	Prba.g_01486
OG0001097	Syas.g_00243	Prba.g_01454
OG0001098	Syas.g_00880	Prba.g_01439
OG0001099	Syas.g_02404	Prba.g_01407
OG0001100	Syas.g_00682	Prba.g_01403
OG0001101	Syas.g_00680	Prba.g_01401
OG0001102	Syas.g_00677	Prba.g_01398
OG0001103	Syas.g_00675	Prba.g_01396
OG0001104	Syas.g_00620	Prba.g_01374
OG0001105	Syas.g_00617	Prba.g_01370
OG0001106	Syas.g_00447	Prba.g_01346
OG0001107	Syas.g_00459	Prba.g_01339
OG0001108	Syas.g_00494	Prba.g_01335
OG0001109	Syas.g_00496	Prba.g_01334
OG0001110	Syas.g_00498	Prba.g_01332
OG0001111	Syas.g_00500	Prba.g_01331
OG0001112	Syas.g_00503	Prba.g_01330
OG0001113	Syas.g_00504	Prba.g_01329
OG0001114	Syas.g_00505	Prba.g_01328
OG0001115	Syas.g_00527	Prba.g_01326
OG0001116	Syas.g_00529	Prba.g_01325
OG0001117	Syas.g_00530	Prba.g_01324
OG0001118	Syas.g_00531	Prba.g_01323
OG0001119	Syas.g_00533	Prba.g_01322
OG0001120	Syas.g_00539	Prba.g_01320
OG0001122	Syas.g_00222	Prba.g_01292
OG0001123	Syas.g_00214	Prba.g_01288
OG0001124	Syas.g_00212	Prba.g_01286
OG0001125	Syas.g_00210	Prba.g_01285
OG0001126	Syas.g_00991	Prba.g_01275
OG0001127	Syas.g_00992	Prba.g_01274
OG0001128	Syas.g_00995	Prba.g_01272
OG0001129	Syas.g_00997	Prba.g_01271
OG0001130	Syas.g_00998	Prba.g_01270
OG0001131	Syas.g_01401	Prba.g_01234
OG0001132	Syas.g_00525	Prba.g_01225
OG0001133	Syas.g_00109	Prba.g_00729
OG0001136	Syas.g_01187	Prba.g_00067
OG0001138	Syas.g_01114	Prba.g_00037
OG0001139	Syas.g_01112	Prba.g_00036
OG0001140	Syas.g_01111	Prba.g_00035
OG0001141	Syas.g_01110	Prba.g_00034
OG0001142	Syas.g_01109	Prba.g_00033
OG0001143	Syas.g_01092	Prba.g_00026
OG0001144	Syas.g_01084	Prba.g_00021
OG0001145	Syas.g_02867	Prba.g_01184
OG0001146	Syas.g_02846	Prba.g_01196
OG0001147	Syas.g_01329	Prba.g_00210
OG0001148	Syas.g_01263	Prba.g_00194
OG0001149	Syas.g_01264	Prba.g_00193
OG0001150	Syas.g_01265	Prba.g_00192
OG0001151	Syas.g_01366	Prba.g_00181
OG0001152	Syas.g_01367	Prba.g_00180
OG0001153	Syas.g_01301	Prba.g_00681
OG0001154	Syas.g_01302	Prba.g_00680
OG0001155	Syas.g_01478	Prba.g_00343
OG0001156	Syas.g_01489	Prba.g_00340
OG0001157	Syas.g_01490	Prba.g_00339
OG0001158	Syas.g_01491	Prba.g_00338
OG0001159	Syas.g_01492	Prba.g_00337
OG0001160	Syas.g_02705	Prba.g_00313
OG0001161	Syas.g_02030	Prba.g_00300
OG0001162	Syas.g_02473	Prba.g_00289
OG0001163	Syas.g_02697	Prba.g_00234
OG0001164	Syas.g_02691	Prba.g_00230
OG0001165	Syas.g_02686	Prba.g_00227
OG0001166	Syas.g_02658	Prba.g_00601
OG0001167	Syas.g_01046	Prba.g_00584
OG0001168	Syas.g_02597	Prba.g_00582
OG0001169	Syas.g_02595	Prba.g_00580
OG0001170	Syas.g_02593	Prba.g_00578
OG0001171	Syas.g_02580	Prba.g_00569
OG0001172	Syas.g_01665	Prba.g_00360
OG0001173	Syas.g_01664	Prba.g_00361
OG0001174	Syas.g_01656	Prba.g_00369
OG0001175	Syas.g_01655	Prba.g_00370
OG0001176	Syas.g_01638	Prba.g_00377
OG0001177	Syas.g_01640	Prba.g_00380
OG0001178	Syas.g_02676	Prba.g_00385
