Orthogroup	Syas	Prab
OG0000591	Syas.g_00106	Prab.g_00630
OG0000592	Syas.g_00105	Prab.g_00631
OG0000593	Syas.g_00750	Prab.g_00637
OG0000594	Syas.g_00749	Prab.g_00638
OG0000595	Syas.g_00748	Prab.g_00639
OG0000596	Syas.g_00743	Prab.g_00643
OG0000597	Syas.g_00740	Prab.g_00645
OG0000598	Syas.g_00739	Prab.g_00646
OG0000599	Syas.g_00732	Prab.g_00649
OG0000600	Syas.g_00731	Prab.g_00650
OG0000601	Syas.g_00730	Prab.g_00651
OG0000602	Syas.g_00725	Prab.g_00653
OG0000603	Syas.g_00724	Prab.g_00654
OG0000604	Syas.g_00721	Prab.g_00655
OG0000605	Syas.g_00719	Prab.g_00656
OG0000606	Syas.g_00716	Prab.g_00659
OG0000607	Syas.g_00713	Prab.g_00662
OG0000608	Syas.g_00712	Prab.g_00663
OG0000609	Syas.g_00710	Prab.g_00664
OG0000610	Syas.g_00702	Prab.g_00669
OG0000611	Syas.g_00699	Prab.g_00672
OG0000612	Syas.g_00698	Prab.g_00673
OG0000613	Syas.g_01825	Prab.g_00678
OG0000614	Syas.g_01044	Prab.g_00697
OG0000615	Syas.g_00650	Prab.g_00705
OG0000616	Syas.g_02011	Prab.g_00711
OG0000617	Syas.g_00180	Prab.g_00729
OG0000618	Syas.g_00181	Prab.g_00730
OG0000619	Syas.g_00182	Prab.g_00731
OG0000620	Syas.g_00188	Prab.g_00734
OG0000621	Syas.g_00189	Prab.g_00735
OG0000622	Syas.g_00190	Prab.g_00736
OG0000623	Syas.g_00191	Prab.g_00737
OG0000624	Syas.g_00192	Prab.g_00738
OG0000625	Syas.g_00193	Prab.g_00739
OG0000626	Syas.g_00194	Prab.g_00740
OG0000627	Syas.g_00372	Prab.g_00741
OG0000628	Syas.g_00373	Prab.g_00742
OG0000629	Syas.g_00376	Prab.g_00743
OG0000630	Syas.g_00397	Prab.g_00746
OG0000631	Syas.g_00405	Prab.g_00831
OG0000632	Syas.g_00406	Prab.g_00832
OG0000633	Syas.g_00407	Prab.g_00833
OG0000634	Syas.g_00600	Prab.g_00836
OG0000635	Syas.g_00599	Prab.g_00837
OG0000636	Syas.g_00597	Prab.g_00839
OG0000637	Syas.g_00595	Prab.g_00841
OG0000638	Syas.g_00594	Prab.g_00842
OG0000639	Syas.g_00593	Prab.g_00843
OG0000640	Syas.g_00592	Prab.g_00844
OG0000641	Syas.g_00587	Prab.g_00848
OG0000642	Syas.g_00586	Prab.g_00849
OG0000643	Syas.g_00585	Prab.g_00850
OG0000644	Syas.g_00584	Prab.g_00851
OG0000645	Syas.g_00583	Prab.g_00852
OG0000646	Syas.g_00580	Prab.g_00854
OG0000647	Syas.g_00578	Prab.g_00855
OG0000648	Syas.g_00576	Prab.g_00857
OG0000649	Syas.g_00575	Prab.g_00858
OG0000650	Syas.g_00574	Prab.g_00859
OG0000651	Syas.g_00573	Prab.g_00860
OG0000652	Syas.g_00572	Prab.g_00861
OG0000653	Syas.g_00570	Prab.g_00863
OG0000654	Syas.g_00569	Prab.g_00864
OG0000655	Syas.g_00568	Prab.g_00865
OG0000656	Syas.g_00565	Prab.g_00868
OG0000657	Syas.g_00232	Prab.g_00875
OG0000658	Syas.g_00235	Prab.g_00876
OG0000659	Syas.g_00236	Prab.g_00877
OG0000660	Syas.g_00240	Prab.g_00881
OG0000661	Syas.g_00242	Prab.g_00883
OG0000662	Syas.g_00281	Prab.g_00885
OG0000663	Syas.g_00284	Prab.g_00887
OG0000664	Syas.g_00287	Prab.g_00888
OG0000665	Syas.g_00385	Prab.g_00892
OG0000666	Syas.g_01362	Prab.g_00893
OG0000667	Syas.g_00088	Prab.g_00898
OG0000668	Syas.g_00221	Prab.g_01084
OG0000669	Syas.g_00684	Prab.g_01076
OG0000670	Syas.g_00681	Prab.g_01074
OG0000671	Syas.g_00679	Prab.g_01072
OG0000672	Syas.g_00676	Prab.g_01070
OG0000673	Syas.g_00673	Prab.g_01067
OG0000674	Syas.g_00671	Prab.g_01065
OG0000675	Syas.g_00670	Prab.g_01064
OG0000676	Syas.g_00668	Prab.g_01062
OG0000677	Syas.g_00667	Prab.g_01061
OG0000678	Syas.g_00660	Prab.g_01059
OG0000679	Syas.g_00629	Prab.g_01055
OG0000680	Syas.g_00628	Prab.g_01054
OG0000681	Syas.g_00625	Prab.g_01052
OG0000682	Syas.g_00624	Prab.g_01051
OG0000683	Syas.g_00623	Prab.g_01050
OG0000684	Syas.g_00621	Prab.g_01048
OG0000685	Syas.g_00187	Prab.g_01046
OG0000686	Syas.g_00619	Prab.g_01045
OG0000687	Syas.g_00618	Prab.g_01044
OG0000688	Syas.g_00612	Prab.g_01041
OG0000689	Syas.g_00610	Prab.g_01040
OG0000690	Syas.g_00609	Prab.g_01039
OG0000691	Syas.g_00608	Prab.g_01038
OG0000692	Syas.g_00606	Prab.g_01036
OG0000693	Syas.g_00604	Prab.g_01035
OG0000694	Syas.g_00603	Prab.g_01034
OG0000695	Syas.g_00410	Prab.g_01032
OG0000696	Syas.g_00411	Prab.g_01031
OG0000697	Syas.g_00413	Prab.g_01030
OG0000698	Syas.g_00417	Prab.g_01027
OG0000699	Syas.g_00419	Prab.g_01026
OG0000700	Syas.g_00420	Prab.g_01025
OG0000701	Syas.g_00421	Prab.g_01024
OG0000702	Syas.g_00437	Prab.g_01022
OG0000703	Syas.g_00438	Prab.g_01021
OG0000704	Syas.g_00446	Prab.g_01020
OG0000705	Syas.g_00453	Prab.g_01016
OG0000706	Syas.g_00454	Prab.g_01015
OG0000707	Syas.g_00455	Prab.g_01014
OG0000708	Syas.g_00458	Prab.g_01013
OG0000709	Syas.g_00466	Prab.g_01009
OG0000710	Syas.g_00497	Prab.g_01006
OG0000711	Syas.g_00546	Prab.g_00989
OG0000712	Syas.g_00548	Prab.g_00987
OG0000713	Syas.g_00549	Prab.g_00986
OG0000714	Syas.g_00551	Prab.g_00985
OG0000715	Syas.g_00553	Prab.g_00983
OG0000716	Syas.g_00556	Prab.g_00981
OG0000717	Syas.g_00557	Prab.g_00980
OG0000718	Syas.g_00561	Prab.g_00960
OG0000719	Syas.g_00223	Prab.g_00958
OG0000720	Syas.g_00209	Prab.g_00949
OG0000721	Syas.g_00207	Prab.g_00947
OG0000722	Syas.g_00206	Prab.g_00946
OG0000723	Syas.g_00196	Prab.g_00943
OG0000724	Syas.g_00999	Prab.g_00934
OG0000725	Syas.g_01024	Prab.g_00928
OG0000726	Syas.g_01025	Prab.g_00927
OG0000727	Syas.g_01026	Prab.g_00926
OG0000728	Syas.g_01028	Prab.g_00924
OG0000729	Syas.g_02145	Prab.g_01146
OG0000730	Syas.g_01544	Prab.g_01150
OG0000731	Syas.g_01532	Prab.g_01154
OG0000732	Syas.g_02086	Prab.g_01164
OG0000733	Syas.g_00096	Prab.g_01187
OG0000734	Syas.g_02414	Prab.g_01204
OG0000735	Syas.g_01201	Prab.g_01206
OG0000736	Syas.g_01200	Prab.g_01207
OG0000737	Syas.g_01199	Prab.g_01208
OG0000738	Syas.g_01193	Prab.g_01212
OG0000739	Syas.g_01192	Prab.g_01213
OG0000740	Syas.g_01191	Prab.g_01214
OG0000741	Syas.g_01188	Prab.g_01215
OG0000742	Syas.g_01185	Prab.g_01218
OG0000743	Syas.g_01182	Prab.g_01220
OG0000744	Syas.g_01181	Prab.g_01221
OG0000745	Syas.g_01178	Prab.g_01222
OG0000746	Syas.g_01176	Prab.g_01224
OG0000747	Syas.g_01174	Prab.g_01225
OG0000748	Syas.g_01146	Prab.g_01228
OG0000749	Syas.g_01144	Prab.g_01229
OG0000750	Syas.g_01143	Prab.g_01230
OG0000751	Syas.g_01138	Prab.g_01232
OG0000752	Syas.g_01136	Prab.g_01234
OG0000753	Syas.g_01133	Prab.g_01237
OG0000754	Syas.g_01128	Prab.g_01240
OG0000755	Syas.g_01117	Prab.g_01243
OG0000756	Syas.g_01116	Prab.g_01244
OG0000757	Syas.g_01108	Prab.g_01250
OG0000758	Syas.g_01107	Prab.g_01251
OG0000759	Syas.g_01106	Prab.g_01252
OG0000760	Syas.g_01105	Prab.g_01253
OG0000761	Syas.g_01104	Prab.g_01254
OG0000762	Syas.g_01102	Prab.g_01255
OG0000763	Syas.g_01091	Prab.g_01257
OG0000764	Syas.g_01090	Prab.g_01258
OG0000765	Syas.g_01076	Prab.g_01267
OG0000766	Syas.g_01075	Prab.g_01268
OG0000767	Syas.g_01073	Prab.g_01270
OG0000768	Syas.g_01072	Prab.g_01271
OG0000769	Syas.g_01070	Prab.g_01273
OG0000770	Syas.g_01067	Prab.g_01275
OG0000771	Syas.g_00993	Prab.g_01284
OG0000772	Syas.g_01461	Prab.g_01303
OG0000773	Syas.g_00002	Prab.g_01317
OG0000774	Syas.g_02862	Prab.g_01319
OG0000775	Syas.g_02860	Prab.g_01321
OG0000776	Syas.g_02859	Prab.g_01322
OG0000777	Syas.g_02858	Prab.g_01323
OG0000778	Syas.g_02857	Prab.g_01324
OG0000779	Syas.g_02852	Prab.g_01328
OG0000780	Syas.g_02847	Prab.g_01329
OG0000781	Syas.g_02842	Prab.g_01332
OG0000782	Syas.g_02841	Prab.g_01333
OG0000783	Syas.g_02840	Prab.g_01334
OG0000784	Syas.g_02839	Prab.g_01335
OG0000785	Syas.g_02837	Prab.g_01337
OG0000786	Syas.g_02833	Prab.g_01339
OG0000787	Syas.g_02832	Prab.g_01340
OG0000788	Syas.g_00782	Prab.g_01348
OG0000789	Syas.g_01507	Prab.g_01351
OG0000790	Syas.g_01266	Prab.g_01365
OG0000791	Syas.g_01268	Prab.g_01367
OG0000792	Syas.g_01269	Prab.g_01368
OG0000793	Syas.g_01359	Prab.g_01371
OG0000794	Syas.g_01361	Prab.g_01372
OG0000795	Syas.g_01363	Prab.g_01373
OG0000796	Syas.g_01368	Prab.g_01377
OG0000797	Syas.g_01369	Prab.g_01378
OG0000798	Syas.g_01750, Syas.g_02134	Prab.g_01411
OG0000799	Syas.g_02789	Prab.g_01448
OG0000800	Syas.g_02790	Prab.g_01449
OG0000801	Syas.g_02791	Prab.g_01450
OG0000802	Syas.g_02797	Prab.g_01452
OG0000803	Syas.g_02800	Prab.g_01454
OG0000804	Syas.g_02803	Prab.g_01455
OG0000805	Syas.g_02805	Prab.g_01457
OG0000806	Syas.g_02807	Prab.g_01459
OG0000807	Syas.g_02808	Prab.g_01460
OG0000808	Syas.g_02809	Prab.g_01461
OG0000809	Syas.g_02811	Prab.g_01464
OG0000810	Syas.g_02813	Prab.g_01465
OG0000811	Syas.g_02822	Prab.g_01469
OG0000812	Syas.g_02824	Prab.g_01471
OG0000813	Syas.g_02825	Prab.g_01472
OG0000814	Syas.g_02827	Prab.g_01474
OG0000815	Syas.g_02829	Prab.g_01475
OG0000816	Syas.g_02831	Prab.g_01477
OG0000817	Syas.g_02753	Prab.g_01478
OG0000818	Syas.g_01282	Prab.g_01483
OG0000819	Syas.g_01283	Prab.g_01484
OG0000820	Syas.g_01284	Prab.g_01485
OG0000821	Syas.g_01289	Prab.g_01489
OG0000822	Syas.g_01291	Prab.g_01490
OG0000823	Syas.g_01292	Prab.g_01491
OG0000824	Syas.g_01297	Prab.g_01494
OG0000825	Syas.g_01298	Prab.g_01495
OG0000826	Syas.g_01299	Prab.g_01496
OG0000827	Syas.g_01300	Prab.g_01497
OG0000828	Syas.g_01303	Prab.g_01500
OG0000829	Syas.g_01304	Prab.g_01501
OG0000830	Syas.g_01305	Prab.g_01502
OG0000831	Syas.g_01308	Prab.g_01504
OG0000832	Syas.g_01476	Prab.g_01510
OG0000833	Syas.g_02738	Prab.g_01518
OG0000834	Syas.g_02737	Prab.g_01519
OG0000835	Syas.g_02736	Prab.g_01520
OG0000836	Syas.g_02732	Prab.g_01521
OG0000837	Syas.g_02731	Prab.g_01522
OG0000838	Syas.g_02727	Prab.g_01524
OG0000839	Syas.g_02726	Prab.g_01525
OG0000840	Syas.g_02725	Prab.g_01526
OG0000841	Syas.g_02724	Prab.g_01527
OG0000842	Syas.g_02723	Prab.g_01528
OG0000843	Syas.g_02722	Prab.g_01529
OG0000844	Syas.g_02720	Prab.g_01530
OG0000845	Syas.g_02719	Prab.g_01531
OG0000846	Syas.g_02718	Prab.g_01532
OG0000847	Syas.g_02717	Prab.g_01533
OG0000848	Syas.g_02715	Prab.g_01534
OG0000849	Syas.g_02714	Prab.g_01535
OG0000850	Syas.g_02711	Prab.g_01537
OG0000851	Syas.g_02708	Prab.g_01538
OG0000852	Syas.g_02707	Prab.g_01539
OG0000853	Syas.g_02703	Prab.g_01543
OG0000854	Syas.g_02701	Prab.g_01545
OG0000855	Syas.g_02700	Prab.g_01546
OG0000856	Syas.g_00103	Prab.g_01563
OG0000857	Syas.g_00579	Prab.g_01601
OG0000858	Syas.g_02693	Prab.g_01663
OG0000859	Syas.g_02692	Prab.g_01664
OG0000860	Syas.g_02679	Prab.g_01671
OG0000861	Syas.g_02678	Prab.g_01672
OG0000862	Syas.g_02677	Prab.g_01673
OG0000863	Syas.g_02675	Prab.g_01675
OG0000864	Syas.g_02674	Prab.g_01676
OG0000865	Syas.g_02673	Prab.g_01677
OG0000866	Syas.g_02672	Prab.g_01678
OG0000867	Syas.g_02671	Prab.g_01679
OG0000868	Syas.g_02667	Prab.g_01680
OG0000869	Syas.g_02662	Prab.g_01684
OG0000870	Syas.g_02657	Prab.g_01689
OG0000871	Syas.g_02656	Prab.g_01690
OG0000872	Syas.g_02650	Prab.g_01691
OG0000873	Syas.g_02647	Prab.g_01694
OG0000874	Syas.g_02645	Prab.g_01697
OG0000875	Syas.g_02644	Prab.g_01698
OG0000876	Syas.g_00280	Prab.g_01699
OG0000877	Syas.g_02603	Prab.g_01701
OG0000878	Syas.g_02602	Prab.g_01702
OG0000879	Syas.g_02601	Prab.g_01703
OG0000880	Syas.g_02600	Prab.g_01704
OG0000881	Syas.g_02596	Prab.g_01708
OG0000882	Syas.g_02591	Prab.g_01713
OG0000883	Syas.g_02586	Prab.g_01714
OG0000884	Syas.g_02584	Prab.g_01716
OG0000885	Syas.g_02583	Prab.g_01717
OG0000886	Syas.g_02582	Prab.g_01718
OG0000887	Syas.g_02581	Prab.g_01719
OG0000888	Syas.g_02579	Prab.g_01721
OG0000889	Syas.g_02577	Prab.g_01723
OG0000890	Syas.g_02574	Prab.g_01724
OG0000891	Syas.g_02573	Prab.g_01725
OG0000892	Syas.g_02571	Prab.g_01727
OG0000893	Syas.g_01677	Prab.g_01731
OG0000894	Syas.g_01667	Prab.g_01733
OG0000895	Syas.g_01663	Prab.g_01736
OG0000896	Syas.g_01662	Prab.g_01737
OG0000897	Syas.g_01660	Prab.g_01739
OG0000898	Syas.g_01659	Prab.g_01740
OG0000899	Syas.g_01658	Prab.g_01741
OG0000900	Syas.g_01657	Prab.g_01742
OG0000901	Syas.g_01652	Prab.g_01745
OG0000902	Syas.g_01651	Prab.g_01747
OG0000903	Syas.g_01637	Prab.g_01750
OG0000904	Syas.g_01642	Prab.g_01752
OG0000905	Syas.g_01647	Prab.g_01756
OG0000906	Syas.g_01649	Prab.g_01757
OG0000907	Syas.g_01635	Prab.g_01760
OG0000908	Syas.g_01632	Prab.g_01763
OG0000909	Syas.g_01631	Prab.g_01764
OG0000910	Syas.g_01630	Prab.g_01765
OG0000911	Syas.g_01628	Prab.g_01767
OG0000912	Syas.g_01627	Prab.g_01768
OG0000913	Syas.g_01626	Prab.g_01769
OG0000914	Syas.g_01625	Prab.g_01770
OG0000915	Syas.g_01623	Prab.g_01771
OG0000916	Syas.g_01622	Prab.g_01772
OG0000917	Syas.g_01621	Prab.g_01773
OG0000918	Syas.g_01620	Prab.g_01774
OG0000919	Syas.g_01619	Prab.g_01775
OG0000920	Syas.g_01618	Prab.g_01776
OG0000921	Syas.g_01617	Prab.g_01777
OG0000922	Syas.g_01616	Prab.g_01778
OG0000923	Syas.g_01612	Prab.g_01782
OG0000924	Syas.g_01611	Prab.g_01783
OG0000925	Syas.g_01610	Prab.g_01784
OG0000926	Syas.g_01609	Prab.g_01785
OG0000927	Syas.g_01607	Prab.g_01787
OG0000928	Syas.g_01606	Prab.g_01788
OG0000929	Syas.g_01605	Prab.g_01789
OG0000930	Syas.g_01604	Prab.g_01790
OG0000931	Syas.g_01603	Prab.g_01791
OG0000932	Syas.g_01602	Prab.g_01792
OG0000933	Syas.g_01596	Prab.g_01796
OG0000934	Syas.g_01594	Prab.g_01798
OG0000935	Syas.g_01593	Prab.g_01799
OG0000936	Syas.g_01592	Prab.g_01800
OG0000937	Syas.g_01591	Prab.g_01801
OG0000938	Syas.g_01588	Prab.g_01803
OG0000939	Syas.g_01587	Prab.g_01804
OG0000940	Syas.g_01580	Prab.g_01811
OG0000941	Syas.g_01578	Prab.g_01813
OG0000942	Syas.g_01576	Prab.g_01815
OG0000943	Syas.g_01575	Prab.g_01816
OG0000944	Syas.g_01573	Prab.g_01817
OG0000945	Syas.g_01572	Prab.g_01818
OG0000946	Syas.g_01565	Prab.g_01822
OG0000947	Syas.g_01562	Prab.g_01824
OG0000948	Syas.g_01561	Prab.g_01825
OG0000949	Syas.g_02213	Prab.g_01828
OG0000950	Syas.g_02197	Prab.g_01833
OG0000951	Syas.g_02190	Prab.g_01836
OG0000952	Syas.g_02186	Prab.g_01840
OG0000953	Syas.g_02182	Prab.g_01843
OG0000954	Syas.g_02174	Prab.g_01847
OG0000955	Syas.g_02173	Prab.g_01848
OG0000956	Syas.g_02171	Prab.g_01850
OG0000957	Syas.g_02158	Prab.g_01855
OG0000958	Syas.g_02157	Prab.g_01856
OG0000959	Syas.g_02154	Prab.g_01860
OG0000960	Syas.g_02153	Prab.g_01861
OG0000961	Syas.g_02345	Prab.g_01863
OG0000962	Syas.g_02146	Prab.g_01865
OG0000963	Syas.g_02143	Prab.g_01869
OG0000964	Syas.g_02142	Prab.g_01870
OG0000965	Syas.g_02141	Prab.g_01871
OG0000966	Syas.g_02112	Prab.g_01879
OG0000967	Syas.g_02108	Prab.g_01883
OG0000968	Syas.g_02106	Prab.g_01885
OG0000969	Syas.g_02104	Prab.g_01886
OG0000970	Syas.g_02103	Prab.g_01887
OG0000971	Syas.g_02101	Prab.g_01888
OG0000972	Syas.g_02100	Prab.g_01889
OG0000973	Syas.g_02099	Prab.g_01890
OG0000974	Syas.g_02098	Prab.g_01891
OG0000975	Syas.g_02097	Prab.g_01892
OG0000976	Syas.g_02096	Prab.g_01893
OG0000977	Syas.g_02094	Prab.g_01894
OG0000978	Syas.g_02093	Prab.g_01895
OG0000979	Syas.g_02090	Prab.g_01898
OG0000980	Syas.g_02087	Prab.g_01900
OG0000981	Syas.g_02084	Prab.g_01902
OG0000982	Syas.g_01882	Prab.g_01904
OG0000983	Syas.g_01883	Prab.g_01905
OG0000984	Syas.g_01884	Prab.g_01906
OG0000985	Syas.g_01888	Prab.g_01909
OG0000986	Syas.g_01891	Prab.g_01911
OG0000987	Syas.g_01897	Prab.g_01912
OG0000988	Syas.g_01902	Prab.g_01915
OG0000989	Syas.g_01908	Prab.g_01919
OG0000990	Syas.g_01937	Prab.g_01922
OG0000991	Syas.g_01939	Prab.g_01923
OG0000992	Syas.g_01943	Prab.g_01925
OG0000993	Syas.g_01945	Prab.g_01926
OG0000994	Syas.g_01948	Prab.g_01927
OG0000995	Syas.g_01955	Prab.g_01931
OG0000996	Syas.g_01977	Prab.g_01932
OG0000997	Syas.g_01993	Prab.g_01933
OG0000998	Syas.g_01995	Prab.g_01935
OG0000999	Syas.g_01996	Prab.g_01936
OG0001000	Syas.g_02000	Prab.g_01939
OG0001001	Syas.g_02006	Prab.g_01941
OG0001002	Syas.g_02014	Prab.g_01945
OG0001003	Syas.g_02016	Prab.g_01947
OG0001004	Syas.g_02017	Prab.g_01948
OG0001005	Syas.g_02018	Prab.g_01949
OG0001006	Syas.g_02032	Prab.g_01953
OG0001007	Syas.g_02034	Prab.g_01955
OG0001008	Syas.g_01496	Prab.g_00440
OG0001009	Syas.g_02065	Prab.g_00027
OG0001010	Syas.g_02066	Prab.g_00028
OG0001011	Syas.g_02068	Prab.g_00029
OG0001012	Syas.g_00152	Prab.g_00042
OG0001013	Syas.g_01866	Prab.g_00047
OG0001014	Syas.g_01857	Prab.g_00050
OG0001015	Syas.g_01856	Prab.g_00051
OG0001016	Syas.g_02517	Prab.g_00065
OG0001017	Syas.g_02511	Prab.g_00069
OG0001018	Syas.g_02509	Prab.g_00072
OG0001019	Syas.g_02469	Prab.g_00081
OG0001020	Syas.g_02443	Prab.g_00082
OG0001021	Syas.g_02437	Prab.g_00083
OG0001022	Syas.g_02434	Prab.g_00085
OG0001023	Syas.g_02433	Prab.g_00086
OG0001024	Syas.g_00135	Prab.g_00089
OG0001025	Syas.g_02424	Prab.g_00095
OG0001026	Syas.g_02412	Prab.g_00102
OG0001027	Syas.g_02408	Prab.g_00103
OG0001028	Syas.g_02405	Prab.g_00105
OG0001029	Syas.g_02403	Prab.g_00106
OG0001030	Syas.g_02384	Prab.g_00120
OG0001031	Syas.g_02293	Prab.g_00177
OG0001032	Syas.g_02290	Prab.g_00178
OG0001033	Syas.g_02239	Prab.g_00199
OG0001034	Syas.g_02556	Prab.g_00227
OG0001035	Syas.g_01704	Prab.g_00244
OG0001036	Syas.g_01709	Prab.g_00248
OG0001037	Syas.g_01711	Prab.g_00249
OG0001038	Syas.g_01751	Prab.g_00266
OG0001039	Syas.g_01754	Prab.g_00269
OG0001041	Syas.g_01761	Prab.g_00275
OG0001042	Syas.g_01821	Prab.g_00292
OG0001043	Syas.g_01817	Prab.g_00293
OG0001044	Syas.g_01542	Prab.g_00321
OG0001045	Syas.g_01529	Prab.g_00329
OG0001046	Syas.g_00532	Prab.g_00367
OG0001047	Syas.g_01494	Prab.g_00442
OG0001048	Syas.g_01493	Prab.g_00443
OG0001049	Syas.g_02742	Prab.g_00445
OG0001050	Syas.g_02743	Prab.g_00446
OG0001051	Syas.g_02744	Prab.g_00447
OG0001052	Syas.g_01337	Prab.g_00475
OG0001053	Syas.g_01250	Prab.g_00487
OG0001054	Syas.g_01231	Prab.g_00502
OG0001055	Syas.g_01210	Prab.g_00521
OG0001056	Syas.g_00068	Prab.g_00540
OG0001057	Syas.g_00763	Prab.g_00545
OG0001058	Syas.g_00787	Prab.g_00553
OG0001059	Syas.g_00791	Prab.g_00557
OG0001060	Syas.g_00797	Prab.g_00564
OG0001061	Syas.g_00816	Prab.g_00578
OG0001062	Syas.g_00819	Prab.g_00580
OG0001063	Syas.g_00830	Prab.g_00582
OG0001064	Syas.g_00831	Prab.g_00583
OG0001065	Syas.g_00832	Prab.g_00584
OG0001066	Syas.g_00833	Prab.g_00585
OG0001067	Syas.g_00834	Prab.g_00586
OG0001068	Syas.g_00835	Prab.g_00587
OG0001069	Syas.g_00836	Prab.g_00588
OG0001070	Syas.g_00840	Prab.g_00591
OG0001071	Syas.g_00841	Prab.g_00592
OG0001072	Syas.g_00844	Prab.g_00594
OG0001073	Syas.g_00855	Prab.g_00608
OG0001074	Syas.g_00157	Prab.g_00619
OG0001075	Syas.g_00163	Prab.g_00620
OG0001076	Syas.g_00113	Prab.g_00629
OG0001077	Syas.g_00101	Prab.g_00633
OG0001078	Syas.g_00745	Prab.g_00641
OG0001079	Syas.g_00729	Prab.g_00652
OG0001080	Syas.g_00717	Prab.g_00658
OG0001081	Syas.g_00715	Prab.g_00660
OG0001082	Syas.g_00714	Prab.g_00661
OG0001083	Syas.g_00707	Prab.g_00666
OG0001084	Syas.g_00706	Prab.g_00667
OG0001085	Syas.g_00693	Prab.g_00675
OG0001086	Syas.g_00691	Prab.g_00676
OG0001087	Syas.g_00071	Prab.g_00693
OG0001088	Syas.g_01060	Prab.g_00694
OG0001089	Syas.g_01039	Prab.g_00702
OG0001090	Syas.g_00980	Prab.g_00724
OG0001091	Syas.g_00979	Prab.g_00726
OG0001092	Syas.g_00178	Prab.g_00727
OG0001093	Syas.g_00184	Prab.g_00732
OG0001095	Syas.g_00582	Prab.g_00853
OG0001097	Syas.g_00243	Prab.g_00884
OG0001098	Syas.g_00880	Prab.g_00900
OG0001099	Syas.g_02404	Prab.g_01079
OG0001100	Syas.g_00682	Prab.g_01075
OG0001101	Syas.g_00680	Prab.g_01073
OG0001102	Syas.g_00677	Prab.g_01071
OG0001103	Syas.g_00675	Prab.g_01069
OG0001104	Syas.g_00620	Prab.g_01047
OG0001105	Syas.g_00617	Prab.g_01043
OG0001106	Syas.g_00447	Prab.g_01019
OG0001107	Syas.g_00459	Prab.g_01012
OG0001108	Syas.g_00494	Prab.g_01008
OG0001109	Syas.g_00496	Prab.g_01007
OG0001110	Syas.g_00498	Prab.g_01005
OG0001111	Syas.g_00500	Prab.g_01004
OG0001112	Syas.g_00503	Prab.g_01003
OG0001113	Syas.g_00504	Prab.g_01002
OG0001114	Syas.g_00505	Prab.g_01001
OG0001115	Syas.g_00527	Prab.g_00999
OG0001116	Syas.g_00529	Prab.g_00998
OG0001117	Syas.g_00530	Prab.g_00997
OG0001118	Syas.g_00531	Prab.g_00996
OG0001119	Syas.g_00533	Prab.g_00995
OG0001120	Syas.g_00539	Prab.g_00993
OG0001122	Syas.g_00222	Prab.g_00957
OG0001123	Syas.g_00214	Prab.g_00953
OG0001124	Syas.g_00212	Prab.g_00951
OG0001125	Syas.g_00210	Prab.g_00950
OG0001126	Syas.g_00991	Prab.g_00940
OG0001127	Syas.g_00992	Prab.g_00939
OG0001128	Syas.g_00995	Prab.g_00937
OG0001129	Syas.g_00997	Prab.g_00936
OG0001130	Syas.g_00998	Prab.g_00935
OG0001131	Syas.g_01401	Prab.g_01125
OG0001132	Syas.g_00525	Prab.g_01135
OG0001133	Syas.g_00109	Prab.g_01169
OG0001136	Syas.g_01187	Prab.g_01216
OG0001138	Syas.g_01114	Prab.g_01245
OG0001139	Syas.g_01112	Prab.g_01246
OG0001140	Syas.g_01111	Prab.g_01247
OG0001141	Syas.g_01110	Prab.g_01248
OG0001142	Syas.g_01109	Prab.g_01249
OG0001143	Syas.g_01092	Prab.g_01256
OG0001144	Syas.g_01084	Prab.g_01261
OG0001145	Syas.g_02867	Prab.g_01318
OG0001146	Syas.g_02846	Prab.g_01330
OG0001147	Syas.g_01329	Prab.g_01347
OG0001148	Syas.g_01263	Prab.g_01362
OG0001149	Syas.g_01264	Prab.g_01363
OG0001150	Syas.g_01265	Prab.g_01364
OG0001151	Syas.g_01366	Prab.g_01375
OG0001152	Syas.g_01367	Prab.g_01376
OG0001153	Syas.g_01301	Prab.g_01498
OG0001154	Syas.g_01302	Prab.g_01499
OG0001155	Syas.g_01478	Prab.g_01511
OG0001156	Syas.g_01489	Prab.g_01514
OG0001157	Syas.g_01490	Prab.g_01515
OG0001158	Syas.g_01491	Prab.g_01516
OG0001159	Syas.g_01492	Prab.g_01517
OG0001160	Syas.g_02705	Prab.g_01541
OG0001161	Syas.g_02030	Prab.g_01553
OG0001162	Syas.g_02473	Prab.g_01567
OG0001163	Syas.g_02697	Prab.g_01661
OG0001164	Syas.g_02691	Prab.g_01665
OG0001165	Syas.g_02686	Prab.g_01668
OG0001166	Syas.g_02658	Prab.g_01688
OG0001167	Syas.g_01046	Prab.g_01705
OG0001168	Syas.g_02597	Prab.g_01707
OG0001169	Syas.g_02595	Prab.g_01709
OG0001170	Syas.g_02593	Prab.g_01711
OG0001171	Syas.g_02580	Prab.g_01720
OG0001172	Syas.g_01665	Prab.g_01734
OG0001173	Syas.g_01664	Prab.g_01735
OG0001174	Syas.g_01656	Prab.g_01743
OG0001175	Syas.g_01655	Prab.g_01744
OG0001176	Syas.g_01638	Prab.g_01751
OG0001177	Syas.g_01640	Prab.g_01753
OG0001178	Syas.g_02676	Prab.g_01758
OG0001179	Syas.g_01608	Prab.g_01786
