Orthogroup	Syas	Syag
OG0000591	Syas.g_00106	Syag.g_00383
OG0000592	Syas.g_00105	Syag.g_00384
OG0000593	Syas.g_00750	Syag.g_00406
OG0000594	Syas.g_00749	Syag.g_00407
OG0000595	Syas.g_00748	Syag.g_00408
OG0000596	Syas.g_00743	Syag.g_00413
OG0000597	Syas.g_00740	Syag.g_00416
OG0000598	Syas.g_00739	Syag.g_00417
OG0000599	Syas.g_00732	Syag.g_00424
OG0000600	Syas.g_00731	Syag.g_00425
OG0000601	Syas.g_00730	Syag.g_00426
OG0000602	Syas.g_00725	Syag.g_00431
OG0000603	Syas.g_00724	Syag.g_00432
OG0000604	Syas.g_00721	Syag.g_00434
OG0000605	Syas.g_00719	Syag.g_00522
OG0000606	Syas.g_00716	Syag.g_00550
OG0000607	Syas.g_00713	Syag.g_00553
OG0000608	Syas.g_00712	Syag.g_00554
OG0000609	Syas.g_00710	Syag.g_00556
OG0000610	Syas.g_00702	Syag.g_00580
OG0000611	Syas.g_00699	Syag.g_00583
OG0000612	Syas.g_00698	Syag.g_00584
OG0000613	Syas.g_01825	Syag.g_02533
OG0000614	Syas.g_01044	Syag.g_01004
OG0000615	Syas.g_00650	Syag.g_00630
OG0000616	Syas.g_02011	Syag.g_02255
OG0000617	Syas.g_00180	Syag.g_00915
OG0000618	Syas.g_00181	Syag.g_00914
OG0000619	Syas.g_00182	Syag.g_00913
OG0000620	Syas.g_00188	Syag.g_00906
OG0000621	Syas.g_00189	Syag.g_00905
OG0000622	Syas.g_00190	Syag.g_00904
OG0000623	Syas.g_00191	Syag.g_00903
OG0000624	Syas.g_00192	Syag.g_00901
OG0000625	Syas.g_00193	Syag.g_00900
OG0000626	Syas.g_00194	Syag.g_00899
OG0000627	Syas.g_00372	Syag.g_00756
OG0000628	Syas.g_00373	Syag.g_00757
OG0000629	Syas.g_00376	Syag.g_00761
OG0000630	Syas.g_00397	Syag.g_00765
OG0000631	Syas.g_00405	Syag.g_00772
OG0000632	Syas.g_00406	Syag.g_00773
OG0000633	Syas.g_00407	Syag.g_00774
OG0000634	Syas.g_00600	Syag.g_00663
OG0000635	Syas.g_00599	Syag.g_00664
OG0000636	Syas.g_00597	Syag.g_00666
OG0000637	Syas.g_00595	Syag.g_00668
OG0000638	Syas.g_00594	Syag.g_00669
OG0000639	Syas.g_00593	Syag.g_00670
OG0000640	Syas.g_00592	Syag.g_00671
OG0000641	Syas.g_00587	Syag.g_00675
OG0000642	Syas.g_00586	Syag.g_00676
OG0000643	Syas.g_00585	Syag.g_00677
OG0000644	Syas.g_00584	Syag.g_00678
OG0000645	Syas.g_00583	Syag.g_00680
OG0000646	Syas.g_00580	Syag.g_00683
OG0000647	Syas.g_00578	Syag.g_00685
OG0000648	Syas.g_00576	Syag.g_00694
OG0000649	Syas.g_00575	Syag.g_00695
OG0000650	Syas.g_00574	Syag.g_00696
OG0000651	Syas.g_00573	Syag.g_00697
OG0000652	Syas.g_00572	Syag.g_00698
OG0000653	Syas.g_00570	Syag.g_00700
OG0000654	Syas.g_00569	Syag.g_00701
OG0000655	Syas.g_00568	Syag.g_00702
OG0000656	Syas.g_00565	Syag.g_00705
OG0000657	Syas.g_00232	Syag.g_00719
OG0000658	Syas.g_00235	Syag.g_00721
OG0000659	Syas.g_00236	Syag.g_00722
OG0000660	Syas.g_00240	Syag.g_00726
OG0000661	Syas.g_00242	Syag.g_00728
OG0000662	Syas.g_00281	Syag.g_00730
OG0000663	Syas.g_00284	Syag.g_00733
OG0000664	Syas.g_00287	Syag.g_00734
OG0000665	Syas.g_00385	Syag.g_00456
OG0000666	Syas.g_01362	Syag.g_00445
OG0000667	Syas.g_00088	Syag.g_00574
OG0000668	Syas.g_00221	Syag.g_00868
OG0000669	Syas.g_00684	Syag.g_00600
OG0000670	Syas.g_00681	Syag.g_00399
OG0000671	Syas.g_00679	Syag.g_00604
OG0000672	Syas.g_00676	Syag.g_00607
OG0000673	Syas.g_00673	Syag.g_00610
OG0000674	Syas.g_00671	Syag.g_00612
OG0000675	Syas.g_00670	Syag.g_00613
OG0000676	Syas.g_00668	Syag.g_00615
OG0000677	Syas.g_00667	Syag.g_00616
OG0000678	Syas.g_00660	Syag.g_00622
OG0000679	Syas.g_00629	Syag.g_00633
OG0000680	Syas.g_00628	Syag.g_00634
OG0000681	Syas.g_00625	Syag.g_00637
OG0000682	Syas.g_00624	Syag.g_00638
OG0000683	Syas.g_00623	Syag.g_00639
OG0000684	Syas.g_00621	Syag.g_00641
OG0000685	Syas.g_00187	Syag.g_00643
OG0000686	Syas.g_00619	Syag.g_00644
OG0000687	Syas.g_00618	Syag.g_00645
OG0000688	Syas.g_00612	Syag.g_00651
OG0000689	Syas.g_00610	Syag.g_00653
OG0000690	Syas.g_00609	Syag.g_00654
OG0000691	Syas.g_00608	Syag.g_00655
OG0000692	Syas.g_00606	Syag.g_00656
OG0000693	Syas.g_00604	Syag.g_00658
OG0000694	Syas.g_00603	Syag.g_00659
OG0000695	Syas.g_00410	Syag.g_00776
OG0000696	Syas.g_00411	Syag.g_00777
OG0000697	Syas.g_00413	Syag.g_00778
OG0000698	Syas.g_00417	Syag.g_00781
OG0000699	Syas.g_00419	Syag.g_00782
OG0000700	Syas.g_00420	Syag.g_00783
OG0000701	Syas.g_00421	Syag.g_00784
OG0000702	Syas.g_00437	Syag.g_00792
OG0000703	Syas.g_00438	Syag.g_00793
OG0000704	Syas.g_00446	Syag.g_00795
OG0000705	Syas.g_00453	Syag.g_00802
OG0000706	Syas.g_00454	Syag.g_00803
OG0000707	Syas.g_00455	Syag.g_00804
OG0000708	Syas.g_00458	Syag.g_00807
OG0000709	Syas.g_00466	Syag.g_00816
OG0000710	Syas.g_00497	Syag.g_00820
OG0000711	Syas.g_00546	Syag.g_00848
OG0000712	Syas.g_00548	Syag.g_00850
OG0000713	Syas.g_00549	Syag.g_00851
OG0000714	Syas.g_00551	Syag.g_00853
OG0000715	Syas.g_00553	Syag.g_00855
OG0000716	Syas.g_00556	Syag.g_00859
OG0000717	Syas.g_00557	Syag.g_00860
OG0000718	Syas.g_00561	Syag.g_00864
OG0000719	Syas.g_00223	Syag.g_00866
OG0000720	Syas.g_00209	Syag.g_00880
OG0000721	Syas.g_00207	Syag.g_00882
OG0000722	Syas.g_00206	Syag.g_00883
OG0000723	Syas.g_00196	Syag.g_00897
OG0000724	Syas.g_00999	Syag.g_00967
OG0000725	Syas.g_01024	Syag.g_00978
OG0000726	Syas.g_01025	Syag.g_00979
OG0000727	Syas.g_01026	Syag.g_00980
OG0000728	Syas.g_01028	Syag.g_00982
OG0000729	Syas.g_02145	Syag.g_02376
OG0000730	Syas.g_01544	Syag.g_02840
OG0000731	Syas.g_01532	Syag.g_02853
OG0000732	Syas.g_02086	Syag.g_02331
OG0000733	Syas.g_00096	Syag.g_00145
OG0000734	Syas.g_02414	Syag.g_01892
OG0000735	Syas.g_01201	Syag.g_01159
OG0000736	Syas.g_01200	Syag.g_01158
OG0000737	Syas.g_01199	Syag.g_01157
OG0000738	Syas.g_01193	Syag.g_01152
OG0000739	Syas.g_01192	Syag.g_01149
OG0000740	Syas.g_01191	Syag.g_01148
OG0000741	Syas.g_01188	Syag.g_01145
OG0000742	Syas.g_01185	Syag.g_01142
OG0000743	Syas.g_01182	Syag.g_01140
OG0000744	Syas.g_01181	Syag.g_01139
OG0000745	Syas.g_01178	Syag.g_01137
OG0000746	Syas.g_01176	Syag.g_01135
OG0000747	Syas.g_01174	Syag.g_01134
OG0000748	Syas.g_01146	Syag.g_01122
OG0000749	Syas.g_01144	Syag.g_01121
OG0000750	Syas.g_01143	Syag.g_01120
OG0000751	Syas.g_01138	Syag.g_01114
OG0000752	Syas.g_01136	Syag.g_01112
OG0000753	Syas.g_01133	Syag.g_01109
OG0000754	Syas.g_01128	Syag.g_01103
OG0000755	Syas.g_01117	Syag.g_01092
OG0000756	Syas.g_01116	Syag.g_01091
OG0000757	Syas.g_01108	Syag.g_01084
OG0000758	Syas.g_01107	Syag.g_01083
OG0000759	Syas.g_01106	Syag.g_01082
OG0000760	Syas.g_01105	Syag.g_01081
OG0000761	Syas.g_01104	Syag.g_01080
OG0000762	Syas.g_01102	Syag.g_01078
OG0000763	Syas.g_01091	Syag.g_01076
OG0000764	Syas.g_01090	Syag.g_01075
OG0000765	Syas.g_01076	Syag.g_01056
OG0000766	Syas.g_01075	Syag.g_01055
OG0000767	Syas.g_01073	Syag.g_01053
OG0000768	Syas.g_01072	Syag.g_01052
OG0000769	Syas.g_01070	Syag.g_01047
OG0000770	Syas.g_01067	Syag.g_01043
OG0000771	Syas.g_00993	Syag.g_00959
OG0000772	Syas.g_01461	Syag.g_02043
OG0000773	Syas.g_00002	Syag.g_01168
OG0000774	Syas.g_02862	Syag.g_01182
OG0000775	Syas.g_02860	Syag.g_01185
OG0000776	Syas.g_02859	Syag.g_01186
OG0000777	Syas.g_02858	Syag.g_01187
OG0000778	Syas.g_02857	Syag.g_01188
OG0000779	Syas.g_02852	Syag.g_01194
OG0000780	Syas.g_02847	Syag.g_01217
OG0000781	Syas.g_02842	Syag.g_01221
OG0000782	Syas.g_02841	Syag.g_01222
OG0000783	Syas.g_02840	Syag.g_01223
OG0000784	Syas.g_02839	Syag.g_01224
OG0000785	Syas.g_02837	Syag.g_01226
OG0000786	Syas.g_02833	Syag.g_01235
OG0000787	Syas.g_02832	Syag.g_01236
OG0000788	Syas.g_00782	Syag.g_00427
OG0000789	Syas.g_01507	Syag.g_00453
OG0000790	Syas.g_01266	Syag.g_01542
OG0000791	Syas.g_01268	Syag.g_01544
OG0000792	Syas.g_01269	Syag.g_01545
OG0000793	Syas.g_01359	Syag.g_01550
OG0000794	Syas.g_01361	Syag.g_01551
OG0000795	Syas.g_01363	Syag.g_01552
OG0000796	Syas.g_01368	Syag.g_01556
OG0000797	Syas.g_01369	Syag.g_01557
OG0000798	Syas.g_01750	Syag.g_02601
OG0000799	Syas.g_02789	Syag.g_01278
OG0000800	Syas.g_02790	Syag.g_01280
OG0000801	Syas.g_02791	Syag.g_01285
OG0000802	Syas.g_02797	Syag.g_01293
OG0000803	Syas.g_02800	Syag.g_01321
OG0000804	Syas.g_02803	Syag.g_01438
OG0000805	Syas.g_02805	Syag.g_01433
OG0000806	Syas.g_02807	Syag.g_01429
OG0000807	Syas.g_02808	Syag.g_01428
OG0000808	Syas.g_02809	Syag.g_01427
OG0000809	Syas.g_02811	Syag.g_01423
OG0000810	Syas.g_02813	Syag.g_01422
OG0000811	Syas.g_02822	Syag.g_01413
OG0000812	Syas.g_02824	Syag.g_01411
OG0000813	Syas.g_02825	Syag.g_01410
OG0000814	Syas.g_02827	Syag.g_01408
OG0000815	Syas.g_02829	Syag.g_01407
OG0000816	Syas.g_02831	Syag.g_01405
OG0000817	Syas.g_02753	Syag.g_01404
OG0000818	Syas.g_01282	Syag.g_01400
OG0000819	Syas.g_01283	Syag.g_01399
OG0000820	Syas.g_01284	Syag.g_01398
OG0000821	Syas.g_01289	Syag.g_01388
OG0000822	Syas.g_01291	Syag.g_01386
OG0000823	Syas.g_01292	Syag.g_01385
OG0000824	Syas.g_01297	Syag.g_01379
OG0000825	Syas.g_01298	Syag.g_01378
OG0000826	Syas.g_01299	Syag.g_01377
OG0000827	Syas.g_01300	Syag.g_01376
OG0000828	Syas.g_01303	Syag.g_01373
OG0000829	Syas.g_01304	Syag.g_01372
OG0000830	Syas.g_01305	Syag.g_01371
OG0000831	Syas.g_01308	Syag.g_01367
OG0000832	Syas.g_01476	Syag.g_01614
OG0000833	Syas.g_02738	Syag.g_01628
OG0000834	Syas.g_02737	Syag.g_01632
OG0000835	Syas.g_02736	Syag.g_01633
OG0000836	Syas.g_02732	Syag.g_01637
OG0000837	Syas.g_02731	Syag.g_01638
OG0000838	Syas.g_02727	Syag.g_01642
OG0000839	Syas.g_02726	Syag.g_01643
OG0000840	Syas.g_02725	Syag.g_01644
OG0000841	Syas.g_02724	Syag.g_01645
OG0000842	Syas.g_02723	Syag.g_01646
OG0000843	Syas.g_02722	Syag.g_01647
OG0000844	Syas.g_02720	Syag.g_01649
OG0000845	Syas.g_02719	Syag.g_01650
OG0000846	Syas.g_02718	Syag.g_01651
OG0000847	Syas.g_02717	Syag.g_01652
OG0000848	Syas.g_02715	Syag.g_01654
OG0000849	Syas.g_02714	Syag.g_01655
OG0000850	Syas.g_02711	Syag.g_01657
OG0000851	Syas.g_02708	Syag.g_01663
OG0000852	Syas.g_02707	Syag.g_01664
OG0000853	Syas.g_02703	Syag.g_01668
OG0000854	Syas.g_02701	Syag.g_01670
OG0000855	Syas.g_02700	Syag.g_01671
OG0000856	Syas.g_00103	Syag.g_00386
OG0000857	Syas.g_00579	Syag.g_00684
OG0000858	Syas.g_02693	Syag.g_01677
OG0000859	Syas.g_02692	Syag.g_01678
OG0000860	Syas.g_02679	Syag.g_01689
OG0000861	Syas.g_02678	Syag.g_01690
OG0000862	Syas.g_02677	Syag.g_01693
OG0000863	Syas.g_02675	Syag.g_01695
OG0000864	Syas.g_02674	Syag.g_01696
OG0000865	Syas.g_02673	Syag.g_01697
OG0000866	Syas.g_02672	Syag.g_01698
OG0000867	Syas.g_02671	Syag.g_01699
OG0000868	Syas.g_02667	Syag.g_01707
OG0000869	Syas.g_02662	Syag.g_01711
OG0000870	Syas.g_02657	Syag.g_01716
OG0000871	Syas.g_02656	Syag.g_01717
OG0000872	Syas.g_02650	Syag.g_01723
OG0000873	Syas.g_02647	Syag.g_01726
OG0000874	Syas.g_02645	Syag.g_01729
OG0000875	Syas.g_02644	Syag.g_01731
OG0000876	Syas.g_00280	Syag.g_01732
OG0000877	Syas.g_02603	Syag.g_01734
OG0000878	Syas.g_02602	Syag.g_01735
OG0000879	Syas.g_02601	Syag.g_02356
OG0000880	Syas.g_02600	Syag.g_01736
OG0000881	Syas.g_02596	Syag.g_01741
OG0000882	Syas.g_02591	Syag.g_01746
OG0000883	Syas.g_02586	Syag.g_01749
OG0000884	Syas.g_02584	Syag.g_01751
OG0000885	Syas.g_02583	Syag.g_01752
OG0000886	Syas.g_02582	Syag.g_01753
OG0000887	Syas.g_02581	Syag.g_01754
OG0000888	Syas.g_02579	Syag.g_01756
OG0000889	Syas.g_02577	Syag.g_01758
OG0000890	Syas.g_02574	Syag.g_01761
OG0000891	Syas.g_02573	Syag.g_01762
OG0000892	Syas.g_02571	Syag.g_01765
OG0000893	Syas.g_01677	Syag.g_02688
OG0000894	Syas.g_01667	Syag.g_02691
OG0000895	Syas.g_01663	Syag.g_02695
OG0000896	Syas.g_01662	Syag.g_02696
OG0000897	Syas.g_01660	Syag.g_02699
OG0000898	Syas.g_01659	Syag.g_02700
OG0000899	Syas.g_01658	Syag.g_02701
OG0000900	Syas.g_01657	Syag.g_02702
OG0000901	Syas.g_01652	Syag.g_02707
OG0000902	Syas.g_01651	Syag.g_02709
OG0000903	Syas.g_01637	Syag.g_02724
OG0000904	Syas.g_01642	Syag.g_02718
OG0000905	Syas.g_01647	Syag.g_02714
OG0000906	Syas.g_01649	Syag.g_02711
OG0000907	Syas.g_01635	Syag.g_02727
OG0000908	Syas.g_01632	Syag.g_02730
OG0000909	Syas.g_01631	Syag.g_02731
OG0000910	Syas.g_01630	Syag.g_02732
OG0000911	Syas.g_01628	Syag.g_02734
OG0000912	Syas.g_01627	Syag.g_02735
OG0000913	Syas.g_01626	Syag.g_02736
OG0000914	Syas.g_01625	Syag.g_02737
OG0000915	Syas.g_01623	Syag.g_02739
OG0000916	Syas.g_01622	Syag.g_02740
OG0000917	Syas.g_01621	Syag.g_02741
OG0000918	Syas.g_01620	Syag.g_02742
OG0000919	Syas.g_01619	Syag.g_02743
OG0000920	Syas.g_01618	Syag.g_02744
OG0000921	Syas.g_01617	Syag.g_02745
OG0000922	Syas.g_01616	Syag.g_02746
OG0000923	Syas.g_01612	Syag.g_02750
OG0000924	Syas.g_01611	Syag.g_02751
OG0000925	Syas.g_01610	Syag.g_02752
OG0000926	Syas.g_01609	Syag.g_02753
OG0000927	Syas.g_01607	Syag.g_02755
OG0000928	Syas.g_01606	Syag.g_02756
OG0000929	Syas.g_01605	Syag.g_02757
OG0000930	Syas.g_01604	Syag.g_02758
OG0000931	Syas.g_01603	Syag.g_02759
OG0000932	Syas.g_01602	Syag.g_02760
OG0000933	Syas.g_01596	Syag.g_02766
OG0000934	Syas.g_01594	Syag.g_02768
OG0000935	Syas.g_01593	Syag.g_02769
OG0000936	Syas.g_01592	Syag.g_02770
OG0000937	Syas.g_01591	Syag.g_02771
OG0000938	Syas.g_01588	Syag.g_02774
OG0000939	Syas.g_01587	Syag.g_02775
OG0000940	Syas.g_01580	Syag.g_02783
OG0000941	Syas.g_01578	Syag.g_02785
OG0000942	Syas.g_01576	Syag.g_02787
OG0000943	Syas.g_01575	Syag.g_02788
OG0000944	Syas.g_01573	Syag.g_02790
OG0000945	Syas.g_01572	Syag.g_02792
OG0000946	Syas.g_01565	Syag.g_02797
OG0000947	Syas.g_01562	Syag.g_02801
OG0000948	Syas.g_01561	Syag.g_02802
OG0000949	Syas.g_02213	Syag.g_02449
OG0000950	Syas.g_02197	Syag.g_02436
OG0000951	Syas.g_02190	Syag.g_02431
OG0000952	Syas.g_02186	Syag.g_02423
OG0000953	Syas.g_02182	Syag.g_02415
OG0000954	Syas.g_02174	Syag.g_02409
OG0000955	Syas.g_02173	Syag.g_02408
OG0000956	Syas.g_02171	Syag.g_02406
OG0000957	Syas.g_02158	Syag.g_02395
OG0000958	Syas.g_02157	Syag.g_02394
OG0000959	Syas.g_02154	Syag.g_02389
OG0000960	Syas.g_02153	Syag.g_02388
OG0000961	Syas.g_02345	Syag.g_02379
OG0000962	Syas.g_02146	Syag.g_02377
OG0000963	Syas.g_02143	Syag.g_02372
OG0000964	Syas.g_02142	Syag.g_02371
OG0000965	Syas.g_02141	Syag.g_02370
OG0000966	Syas.g_02112	Syag.g_02362
OG0000967	Syas.g_02108	Syag.g_02358
OG0000968	Syas.g_02106	Syag.g_02355
OG0000969	Syas.g_02104	Syag.g_02354
OG0000970	Syas.g_02103	Syag.g_02353
OG0000971	Syas.g_02101	Syag.g_02348
OG0000972	Syas.g_02100	Syag.g_02347
OG0000973	Syas.g_02099	Syag.g_02346
OG0000974	Syas.g_02098	Syag.g_02345
OG0000975	Syas.g_02097	Syag.g_02344
OG0000976	Syas.g_02096	Syag.g_02343
OG0000977	Syas.g_02094	Syag.g_02340
OG0000978	Syas.g_02093	Syag.g_02338
OG0000979	Syas.g_02090	Syag.g_02335
OG0000980	Syas.g_02087	Syag.g_02332
OG0000981	Syas.g_02084	Syag.g_02329
OG0000982	Syas.g_01882	Syag.g_02127
OG0000983	Syas.g_01883	Syag.g_02128
OG0000984	Syas.g_01884	Syag.g_02129
OG0000985	Syas.g_01888	Syag.g_02133
OG0000986	Syas.g_01891	Syag.g_02138
OG0000987	Syas.g_01897	Syag.g_02140
OG0000988	Syas.g_01902	Syag.g_02145
OG0000989	Syas.g_01908	Syag.g_02156
OG0000990	Syas.g_01937	Syag.g_02169
OG0000991	Syas.g_01939	Syag.g_02174
OG0000992	Syas.g_01943	Syag.g_02177
OG0000993	Syas.g_01945	Syag.g_02178
OG0000994	Syas.g_01948	Syag.g_02181
OG0000995	Syas.g_01955	Syag.g_02187
OG0000996	Syas.g_01977	Syag.g_02229
OG0000997	Syas.g_01993	Syag.g_02239
OG0000998	Syas.g_01995	Syag.g_02241
OG0000999	Syas.g_01996	Syag.g_02242
OG0001000	Syas.g_02000	Syag.g_02246
OG0001001	Syas.g_02006	Syag.g_02251
OG0001002	Syas.g_02014	Syag.g_02258
OG0001003	Syas.g_02016	Syag.g_02260
OG0001004	Syas.g_02017	Syag.g_02261
OG0001005	Syas.g_02018	Syag.g_02263
OG0001006	Syas.g_02032	Syag.g_02270
OG0001007	Syas.g_02034	Syag.g_02272
OG0001008	Syas.g_01496	Syag.g_00034
OG0001009	Syas.g_02065	Syag.g_02304
OG0001010	Syas.g_02066	Syag.g_02305
OG0001011	Syas.g_02068	Syag.g_02307
OG0001012	Syas.g_00152	Syag.g_02123
OG0001013	Syas.g_01866	Syag.g_02098
OG0001014	Syas.g_01857	Syag.g_02084
OG0001015	Syas.g_01856	Syag.g_02083
OG0001016	Syas.g_02517	Syag.g_01824
OG0001017	Syas.g_02511	Syag.g_01830
OG0001018	Syas.g_02509	Syag.g_01832
OG0001019	Syas.g_02469	Syag.g_01854
OG0001020	Syas.g_02443	Syag.g_01861
OG0001021	Syas.g_02437	Syag.g_01865
OG0001022	Syas.g_02434	Syag.g_01870
OG0001023	Syas.g_02433	Syag.g_01871
OG0001024	Syas.g_00135	Syag.g_01875
OG0001025	Syas.g_02424	Syag.g_01882
OG0001026	Syas.g_02412	Syag.g_01894
OG0001027	Syas.g_02408	Syag.g_01902
OG0001028	Syas.g_02405	Syag.g_01904
OG0001029	Syas.g_02403	Syag.g_01906
OG0001030	Syas.g_02384	Syag.g_01927
OG0001031	Syas.g_02293	Syag.g_02000
OG0001032	Syas.g_02290	Syag.g_02005
OG0001033	Syas.g_02239	Syag.g_02048
OG0001034	Syas.g_02556	Syag.g_01784
OG0001035	Syas.g_01704	Syag.g_02635
OG0001036	Syas.g_01709	Syag.g_02630
OG0001037	Syas.g_01711	Syag.g_02628
OG0001038	Syas.g_01751	Syag.g_02600
OG0001039	Syas.g_01754	Syag.g_02597
OG0001041	Syas.g_01761	Syag.g_02589
OG0001042	Syas.g_01821	Syag.g_02564
OG0001043	Syas.g_01817	Syag.g_02560
OG0001044	Syas.g_01542	Syag.g_02842
OG0001045	Syas.g_01529	Syag.g_02856
OG0001046	Syas.g_00532	Syag.g_00836
OG0001047	Syas.g_01494	Syag.g_00036
OG0001048	Syas.g_01493	Syag.g_00037
OG0001049	Syas.g_02742	Syag.g_00040
OG0001050	Syas.g_02743	Syag.g_00041
OG0001051	Syas.g_02744	Syag.g_00042
OG0001052	Syas.g_01337	Syag.g_01352
OG0001053	Syas.g_01250	Syag.g_01525
OG0001054	Syas.g_01231	Syag.g_01506
OG0001055	Syas.g_01210	Syag.g_01485
OG0001056	Syas.g_00068	Syag.g_01449
OG0001057	Syas.g_00763	Syag.g_01241
OG0001058	Syas.g_00787	Syag.g_00271
OG0001059	Syas.g_00791	Syag.g_00275
OG0001060	Syas.g_00797	Syag.g_00282
OG0001061	Syas.g_00816	Syag.g_00302
OG0001062	Syas.g_00819	Syag.g_00304
OG0001063	Syas.g_00830	Syag.g_00310
OG0001064	Syas.g_00831	Syag.g_00311
OG0001065	Syas.g_00832	Syag.g_00312
OG0001066	Syas.g_00833	Syag.g_00313
OG0001067	Syas.g_00834	Syag.g_00314
OG0001068	Syas.g_00835	Syag.g_00315
OG0001069	Syas.g_00836	Syag.g_00317
OG0001070	Syas.g_00840	Syag.g_00321
OG0001071	Syas.g_00841	Syag.g_00322
OG0001072	Syas.g_00844	Syag.g_00327
OG0001073	Syas.g_00855	Syag.g_00342
OG0001074	Syas.g_00157	Syag.g_00467
OG0001075	Syas.g_00163	Syag.g_00362
OG0001076	Syas.g_00113	Syag.g_00378
OG0001077	Syas.g_00101	Syag.g_00388
OG0001078	Syas.g_00745	Syag.g_00411
OG0001079	Syas.g_00729	Syag.g_00428
OG0001080	Syas.g_00717	Syag.g_00495
OG0001081	Syas.g_00715	Syag.g_00551
OG0001082	Syas.g_00714	Syag.g_00552
OG0001083	Syas.g_00707	Syag.g_00565
OG0001084	Syas.g_00706	Syag.g_00569
OG0001085	Syas.g_00693	Syag.g_00592
OG0001086	Syas.g_00691	Syag.g_00594
OG0001087	Syas.g_00071	Syag.g_01018
OG0001088	Syas.g_01060	Syag.g_01016
OG0001089	Syas.g_01039	Syag.g_00986
OG0001090	Syas.g_00980	Syag.g_00922
OG0001091	Syas.g_00979	Syag.g_00919
OG0001092	Syas.g_00178	Syag.g_00917
OG0001093	Syas.g_00184	Syag.g_00910
OG0001095	Syas.g_00582	Syag.g_00681
OG0001097	Syas.g_00243	Syag.g_00729
OG0001098	Syas.g_00880	Syag.g_00744
OG0001099	Syas.g_02404	Syag.g_01905
OG0001101	Syas.g_00680	Syag.g_00603
OG0001102	Syas.g_00677	Syag.g_00606
OG0001103	Syas.g_00675	Syag.g_00608
OG0001104	Syas.g_00620	Syag.g_00642
OG0001105	Syas.g_00617	Syag.g_00646
OG0001106	Syas.g_00447	Syag.g_00796
OG0001107	Syas.g_00459	Syag.g_00808
OG0001108	Syas.g_00494	Syag.g_00817
OG0001109	Syas.g_00496	Syag.g_00819
OG0001110	Syas.g_00498	Syag.g_00821
OG0001111	Syas.g_00500	Syag.g_00823
OG0001112	Syas.g_00503	Syag.g_00825
OG0001113	Syas.g_00504	Syag.g_00826
OG0001114	Syas.g_00505	Syag.g_00827
OG0001115	Syas.g_00527	Syag.g_00831
OG0001116	Syas.g_00529	Syag.g_00833
OG0001117	Syas.g_00530	Syag.g_00834
OG0001118	Syas.g_00531	Syag.g_00835
OG0001119	Syas.g_00533	Syag.g_00837
OG0001120	Syas.g_00539	Syag.g_00841
OG0001122	Syas.g_00222	Syag.g_00867
OG0001123	Syas.g_00214	Syag.g_00875
OG0001124	Syas.g_00212	Syag.g_00877
OG0001125	Syas.g_00210	Syag.g_00879
OG0001126	Syas.g_00991	Syag.g_00957
OG0001127	Syas.g_00992	Syag.g_00958
OG0001128	Syas.g_00995	Syag.g_00961
OG0001129	Syas.g_00997	Syag.g_00963
OG0001130	Syas.g_00998	Syag.g_00964
OG0001131	Syas.g_01401	Syag.g_00624
OG0001132	Syas.g_00525	Syag.g_00096
OG0001133	Syas.g_00109	Syag.g_00380
OG0001136	Syas.g_01187	Syag.g_01144
OG0001138	Syas.g_01114	Syag.g_01090
OG0001139	Syas.g_01112	Syag.g_01088
OG0001140	Syas.g_01111	Syag.g_01087
OG0001141	Syas.g_01110	Syag.g_01086
OG0001142	Syas.g_01109	Syag.g_01085
OG0001143	Syas.g_01092	Syag.g_01077
OG0001144	Syas.g_01084	Syag.g_01064
OG0001145	Syas.g_02867	Syag.g_01169
OG0001146	Syas.g_02846	Syag.g_01218
OG0001147	Syas.g_01329	Syag.g_01360
OG0001148	Syas.g_01263	Syag.g_01539
OG0001149	Syas.g_01264	Syag.g_01540
OG0001150	Syas.g_01265	Syag.g_01541
OG0001151	Syas.g_01366	Syag.g_01554
OG0001152	Syas.g_01367	Syag.g_01555
OG0001153	Syas.g_01301	Syag.g_01375
OG0001154	Syas.g_01302	Syag.g_01374
OG0001155	Syas.g_01478	Syag.g_01616
OG0001156	Syas.g_01489	Syag.g_01619
OG0001157	Syas.g_01490	Syag.g_01620
OG0001158	Syas.g_01491	Syag.g_01621
OG0001159	Syas.g_01492	Syag.g_01622, Syag.g_01625
OG0001160	Syas.g_02705	Syag.g_01666
OG0001161	Syas.g_02030	Syag.g_02163
OG0001162	Syas.g_02473	Syag.g_01238
OG0001163	Syas.g_02697	Syag.g_01674
OG0001164	Syas.g_02691	Syag.g_01680
OG0001165	Syas.g_02686	Syag.g_01685
OG0001166	Syas.g_02658	Syag.g_01715
OG0001167	Syas.g_01046	Syag.g_02383
OG0001168	Syas.g_02597	Syag.g_01740
OG0001169	Syas.g_02595	Syag.g_01742
OG0001170	Syas.g_02593	Syag.g_01744
OG0001171	Syas.g_02580	Syag.g_01755
OG0001172	Syas.g_01665	Syag.g_02693
OG0001173	Syas.g_01664	Syag.g_02694
OG0001174	Syas.g_01656	Syag.g_02703
OG0001175	Syas.g_01655	Syag.g_02704
OG0001176	Syas.g_01638	Syag.g_02723
OG0001177	Syas.g_01640	Syag.g_02720
OG0001178	Syas.g_02676	Syag.g_01694
OG0001179	Syas.g_01608	Syag.g_02754
OG0001180	Syas.g_01583	Syag.g_02780
