Orthogroup	Syas	Prbj
OG0000575	Syas.g_00848	Prbj.g_01770
OG0000576	Syas.g_00850	Prbj.g_01768
OG0000577	Syas.g_00851	Prbj.g_01767
OG0000578	Syas.g_00852	Prbj.g_01766
OG0000579	Syas.g_00853	Prbj.g_01765
OG0000580	Syas.g_00854	Prbj.g_01764
OG0000581	Syas.g_00861	Prbj.g_01760
OG0000582	Syas.g_00873	Prbj.g_01756
OG0000583	Syas.g_00872	Prbj.g_01755
OG0000584	Syas.g_00871	Prbj.g_01754
OG0000585	Syas.g_00868	Prbj.g_01752
OG0000586	Syas.g_00867	Prbj.g_01750
OG0000587	Syas.g_00865	Prbj.g_01748
OG0000588	Syas.g_00960	Prbj.g_02547
OG0000589	Syas.g_00121	Prbj.g_02550
OG0000590	Syas.g_00120	Prbj.g_02551
OG0000591	Syas.g_00106	Prbj.g_02558
OG0000592	Syas.g_00105	Prbj.g_02559
OG0000593	Syas.g_00750	Prbj.g_02569
OG0000594	Syas.g_00749	Prbj.g_02570
OG0000595	Syas.g_00748	Prbj.g_02571
OG0000596	Syas.g_00743	Prbj.g_02576
OG0000597	Syas.g_00740	Prbj.g_02579
OG0000598	Syas.g_00739	Prbj.g_02580
OG0000599	Syas.g_00732	Prbj.g_02590
OG0000600	Syas.g_00731	Prbj.g_02591
OG0000601	Syas.g_00730	Prbj.g_02592
OG0000602	Syas.g_00725	Prbj.g_02596
OG0000603	Syas.g_00724	Prbj.g_02597
OG0000604	Syas.g_00721	Prbj.g_02598
OG0000605	Syas.g_00719	Prbj.g_00792
OG0000606	Syas.g_00716	Prbj.g_00803
OG0000607	Syas.g_00713	Prbj.g_00806
OG0000608	Syas.g_00712	Prbj.g_00807
OG0000609	Syas.g_00710	Prbj.g_00809
OG0000610	Syas.g_00702	Prbj.g_00818
OG0000611	Syas.g_00699	Prbj.g_00821
OG0000612	Syas.g_00698	Prbj.g_00822
OG0000613	Syas.g_01825	Prbj.g_01466
OG0000614	Syas.g_01044	Prbj.g_00946
OG0000615	Syas.g_00650	Prbj.g_02373
OG0000616	Syas.g_02011	Prbj.g_02057
OG0000617	Syas.g_00180	Prbj.g_02184
OG0000618	Syas.g_00181	Prbj.g_02185
OG0000619	Syas.g_00182	Prbj.g_02186
OG0000620	Syas.g_00188	Prbj.g_02190
OG0000621	Syas.g_00189	Prbj.g_02191
OG0000622	Syas.g_00190	Prbj.g_02192
OG0000623	Syas.g_00191	Prbj.g_02193
OG0000624	Syas.g_00192	Prbj.g_02194
OG0000625	Syas.g_00193	Prbj.g_02195
OG0000626	Syas.g_00194	Prbj.g_02196
OG0000627	Syas.g_00372	Prbj.g_02320
OG0000628	Syas.g_00373	Prbj.g_02319
OG0000629	Syas.g_00376	Prbj.g_02316
OG0000630	Syas.g_00397	Prbj.g_02312
OG0000631	Syas.g_00405	Prbj.g_02306
OG0000632	Syas.g_00406	Prbj.g_02305
OG0000633	Syas.g_00407	Prbj.g_02304
OG0000634	Syas.g_00600	Prbj.g_02408
OG0000635	Syas.g_00599	Prbj.g_02409
OG0000636	Syas.g_00597	Prbj.g_02411
OG0000637	Syas.g_00595	Prbj.g_02413
OG0000638	Syas.g_00594	Prbj.g_02414
OG0000639	Syas.g_00593	Prbj.g_02415
OG0000640	Syas.g_00592	Prbj.g_02416
OG0000641	Syas.g_00587	Prbj.g_02420
OG0000642	Syas.g_00586	Prbj.g_02421
OG0000643	Syas.g_00585	Prbj.g_02422
OG0000644	Syas.g_00584	Prbj.g_02423
OG0000645	Syas.g_00583	Prbj.g_02424
OG0000646	Syas.g_00580	Prbj.g_02427
OG0000647	Syas.g_00578	Prbj.g_02430
OG0000648	Syas.g_00576	Prbj.g_02432
OG0000649	Syas.g_00575	Prbj.g_02433
OG0000650	Syas.g_00574	Prbj.g_02434
OG0000651	Syas.g_00573	Prbj.g_02435
OG0000652	Syas.g_00572	Prbj.g_02436
OG0000653	Syas.g_00570	Prbj.g_02438
OG0000654	Syas.g_00569	Prbj.g_02439
OG0000655	Syas.g_00568	Prbj.g_02440
OG0000656	Syas.g_00565	Prbj.g_02443
OG0000657	Syas.g_00232	Prbj.g_02476
OG0000658	Syas.g_00235	Prbj.g_02478
OG0000659	Syas.g_00236	Prbj.g_02479
OG0000660	Syas.g_00240	Prbj.g_02483
OG0000661	Syas.g_00242	Prbj.g_02485
OG0000662	Syas.g_00281	Prbj.g_02487
OG0000663	Syas.g_00284	Prbj.g_02490
OG0000664	Syas.g_00287	Prbj.g_02491
OG0000665	Syas.g_00385	Prbj.g_02504
OG0000666	Syas.g_01362	Prbj.g_02507
OG0000667	Syas.g_00088	Prbj.g_02514
OG0000668	Syas.g_00221	Prbj.g_02215
OG0000669	Syas.g_00684	Prbj.g_02523
OG0000670	Syas.g_00681	Prbj.g_00044
OG0000671	Syas.g_00679	Prbj.g_02335
OG0000672	Syas.g_00676	Prbj.g_02338
OG0000673	Syas.g_00673	Prbj.g_02341
OG0000674	Syas.g_00671	Prbj.g_02343
OG0000675	Syas.g_00670	Prbj.g_02344
OG0000676	Syas.g_00668	Prbj.g_02352
OG0000677	Syas.g_00667	Prbj.g_02354
OG0000678	Syas.g_00660	Prbj.g_02359
OG0000679	Syas.g_00629	Prbj.g_02379
OG0000680	Syas.g_00628	Prbj.g_02380
OG0000681	Syas.g_00625	Prbj.g_02382
OG0000682	Syas.g_00624	Prbj.g_02383
OG0000683	Syas.g_00623	Prbj.g_02384
OG0000684	Syas.g_00621	Prbj.g_02397
OG0000685	Syas.g_00187	Prbj.g_02395
OG0000686	Syas.g_00619	Prbj.g_02394
OG0000687	Syas.g_00618	Prbj.g_02393
OG0000688	Syas.g_00612	Prbj.g_02399
OG0000689	Syas.g_00610	Prbj.g_02400
OG0000690	Syas.g_00609	Prbj.g_02401
OG0000691	Syas.g_00608	Prbj.g_02402
OG0000692	Syas.g_00606	Prbj.g_02403
OG0000693	Syas.g_00604	Prbj.g_02404
OG0000694	Syas.g_00603	Prbj.g_02405
OG0000695	Syas.g_00410	Prbj.g_02302
OG0000696	Syas.g_00411	Prbj.g_02301
OG0000697	Syas.g_00413	Prbj.g_02299
OG0000698	Syas.g_00417	Prbj.g_02296
OG0000699	Syas.g_00419	Prbj.g_02294
OG0000700	Syas.g_00420	Prbj.g_02293
OG0000701	Syas.g_00421	Prbj.g_02292
OG0000702	Syas.g_00437	Prbj.g_02284
OG0000703	Syas.g_00438	Prbj.g_02283
OG0000704	Syas.g_00446	Prbj.g_02281
OG0000705	Syas.g_00453	Prbj.g_02275
OG0000706	Syas.g_00454	Prbj.g_02274
OG0000707	Syas.g_00455	Prbj.g_02273
OG0000708	Syas.g_00458	Prbj.g_02271
OG0000709	Syas.g_00466	Prbj.g_02264
OG0000710	Syas.g_00497	Prbj.g_02260
OG0000711	Syas.g_00546	Prbj.g_02237
OG0000712	Syas.g_00548	Prbj.g_02236
OG0000713	Syas.g_00549	Prbj.g_02235
OG0000714	Syas.g_00551	Prbj.g_02231
OG0000715	Syas.g_00553	Prbj.g_02229
OG0000716	Syas.g_00556	Prbj.g_02225
OG0000717	Syas.g_00557	Prbj.g_02224
OG0000718	Syas.g_00561	Prbj.g_02219
OG0000719	Syas.g_00223	Prbj.g_02217
OG0000720	Syas.g_00209	Prbj.g_02204
OG0000721	Syas.g_00207	Prbj.g_02203
OG0000722	Syas.g_00206	Prbj.g_02202
OG0000723	Syas.g_00196	Prbj.g_02198
OG0000724	Syas.g_00999	Prbj.g_01843
OG0000725	Syas.g_01024	Prbj.g_01836
OG0000726	Syas.g_01025	Prbj.g_01835
OG0000727	Syas.g_01026	Prbj.g_01834
OG0000728	Syas.g_01028	Prbj.g_01833
OG0000729	Syas.g_02145	Prbj.g_01289
OG0000730	Syas.g_01544	Prbj.g_00343
OG0000731	Syas.g_01532	Prbj.g_00333
OG0000732	Syas.g_02086	Prbj.g_01220
OG0000733	Syas.g_00096	Prbj.g_01997
OG0000734	Syas.g_02414	Prbj.g_00627
OG0000735	Syas.g_01201	Prbj.g_00953
OG0000736	Syas.g_01200	Prbj.g_00954
OG0000737	Syas.g_01199	Prbj.g_00955
OG0000738	Syas.g_01193	Prbj.g_00962
OG0000739	Syas.g_01192	Prbj.g_00964
OG0000740	Syas.g_01191	Prbj.g_00965
OG0000741	Syas.g_01188	Prbj.g_00968
OG0000742	Syas.g_01185	Prbj.g_00970
OG0000743	Syas.g_01182	Prbj.g_00972
OG0000744	Syas.g_01181	Prbj.g_00973
OG0000745	Syas.g_01178	Prbj.g_00846
OG0000746	Syas.g_01176	Prbj.g_00844
OG0000747	Syas.g_01174	Prbj.g_00843
OG0000748	Syas.g_01146	Prbj.g_00831
OG0000749	Syas.g_01144	Prbj.g_00830
OG0000750	Syas.g_01143	Prbj.g_00829
OG0000751	Syas.g_01138	Prbj.g_00305
OG0000752	Syas.g_01136	Prbj.g_00308
OG0000753	Syas.g_01133	Prbj.g_00311
OG0000754	Syas.g_01128	Prbj.g_01910
OG0000755	Syas.g_01117	Prbj.g_00002
OG0000756	Syas.g_01116	Prbj.g_00003
OG0000757	Syas.g_01108	Prbj.g_00010
OG0000758	Syas.g_01107	Prbj.g_00011
OG0000759	Syas.g_01106	Prbj.g_00012
OG0000760	Syas.g_01105	Prbj.g_00013
OG0000761	Syas.g_01104	Prbj.g_00014
OG0000762	Syas.g_01102	Prbj.g_01908
OG0000763	Syas.g_01091	Prbj.g_01906
OG0000764	Syas.g_01090	Prbj.g_01905
OG0000765	Syas.g_01076	Prbj.g_02163
OG0000766	Syas.g_01075	Prbj.g_02164
OG0000767	Syas.g_01073	Prbj.g_02166
OG0000768	Syas.g_01072	Prbj.g_02167
OG0000769	Syas.g_01070	Prbj.g_00313
OG0000770	Syas.g_01067	Prbj.g_00019
OG0000771	Syas.g_00993	Prbj.g_01848
OG0000772	Syas.g_01461	Prbj.g_01679
OG0000773	Syas.g_00002	Prbj.g_00161
OG0000774	Syas.g_02862	Prbj.g_01719
OG0000775	Syas.g_02860	Prbj.g_01721
OG0000776	Syas.g_02859	Prbj.g_01722
OG0000777	Syas.g_02858	Prbj.g_01723
OG0000778	Syas.g_02857	Prbj.g_01724
OG0000779	Syas.g_02852	Prbj.g_01729
OG0000780	Syas.g_02847	Prbj.g_01732
OG0000781	Syas.g_02842	Prbj.g_01736
OG0000782	Syas.g_02841	Prbj.g_01737
OG0000783	Syas.g_02840	Prbj.g_01738
OG0000784	Syas.g_02839	Prbj.g_01739
OG0000785	Syas.g_02837	Prbj.g_01741
OG0000786	Syas.g_02833	Prbj.g_01744
OG0000787	Syas.g_02832	Prbj.g_01745
OG0000788	Syas.g_00782	Prbj.g_00094
OG0000789	Syas.g_01507	Prbj.g_00687
OG0000790	Syas.g_01266	Prbj.g_01643
OG0000791	Syas.g_01268	Prbj.g_01645
OG0000792	Syas.g_01269	Prbj.g_01646
OG0000793	Syas.g_01359	Prbj.g_01650
OG0000794	Syas.g_01361	Prbj.g_01651
OG0000795	Syas.g_01363	Prbj.g_01652
OG0000796	Syas.g_01368	Prbj.g_01656
OG0000797	Syas.g_01369	Prbj.g_01657
OG0000798	Syas.g_01750	Prbj.g_01402
OG0000799	Syas.g_02789	Prbj.g_01304
OG0000800	Syas.g_02790	Prbj.g_01303
OG0000801	Syas.g_02791	Prbj.g_01302
OG0000802	Syas.g_02797	Prbj.g_01293
OG0000803	Syas.g_02800	Prbj.g_01041
OG0000804	Syas.g_02803	Prbj.g_01043
OG0000805	Syas.g_02805	Prbj.g_01045
OG0000806	Syas.g_02807	Prbj.g_01047
OG0000807	Syas.g_02808	Prbj.g_01049
OG0000808	Syas.g_02809	Prbj.g_01050
OG0000809	Syas.g_02811	Prbj.g_01054
OG0000810	Syas.g_02813	Prbj.g_01055
OG0000811	Syas.g_02822	Prbj.g_01067
OG0000812	Syas.g_02824	Prbj.g_01069
OG0000813	Syas.g_02825	Prbj.g_01070
OG0000814	Syas.g_02827	Prbj.g_01072
OG0000815	Syas.g_02829	Prbj.g_01073
OG0000816	Syas.g_02831	Prbj.g_01075
OG0000817	Syas.g_02753	Prbj.g_01076
OG0000818	Syas.g_01282	Prbj.g_00631
OG0000819	Syas.g_01283	Prbj.g_00632
OG0000820	Syas.g_01284	Prbj.g_00633
OG0000821	Syas.g_01289	Prbj.g_00640
OG0000822	Syas.g_01291	Prbj.g_00642
OG0000823	Syas.g_01292	Prbj.g_00643
OG0000824	Syas.g_01297	Prbj.g_00647
OG0000825	Syas.g_01298	Prbj.g_00648
OG0000826	Syas.g_01299	Prbj.g_00649
OG0000827	Syas.g_01300	Prbj.g_00650
OG0000828	Syas.g_01303	Prbj.g_00653
OG0000829	Syas.g_01304	Prbj.g_00654
OG0000830	Syas.g_01305	Prbj.g_00655
OG0000831	Syas.g_01308	Prbj.g_00657
OG0000832	Syas.g_01476	Prbj.g_01684
OG0000833	Syas.g_02738	Prbj.g_01692
OG0000834	Syas.g_02737	Prbj.g_01693
OG0000835	Syas.g_02736	Prbj.g_01694
OG0000836	Syas.g_02732	Prbj.g_01696
OG0000837	Syas.g_02731	Prbj.g_01697
OG0000838	Syas.g_02727	Prbj.g_01700
OG0000839	Syas.g_02726	Prbj.g_01701
OG0000840	Syas.g_02725	Prbj.g_01702
OG0000841	Syas.g_02724	Prbj.g_01703
OG0000842	Syas.g_02723	Prbj.g_01704
OG0000843	Syas.g_02722	Prbj.g_01705
OG0000844	Syas.g_02720	Prbj.g_01707
OG0000845	Syas.g_02719	Prbj.g_01708
OG0000846	Syas.g_02718	Prbj.g_01709
OG0000847	Syas.g_02717	Prbj.g_01710
OG0000848	Syas.g_02715	Prbj.g_01711
OG0000849	Syas.g_02714	Prbj.g_01712
OG0000850	Syas.g_02711	Prbj.g_01713
OG0000851	Syas.g_02708	Prbj.g_00888
OG0000852	Syas.g_02707	Prbj.g_00887
OG0000853	Syas.g_02703	Prbj.g_00882
OG0000854	Syas.g_02701	Prbj.g_00880
OG0000855	Syas.g_02700	Prbj.g_00879
OG0000856	Syas.g_00103	Prbj.g_02561
OG0000857	Syas.g_00579	Prbj.g_02429
OG0000858	Syas.g_02693	Prbj.g_00868
OG0000859	Syas.g_02692	Prbj.g_00867
OG0000860	Syas.g_02679	Prbj.g_00855
OG0000861	Syas.g_02678	Prbj.g_00854
OG0000862	Syas.g_02677	Prbj.g_00852
OG0000863	Syas.g_02675	Prbj.g_00495
OG0000864	Syas.g_02674	Prbj.g_00494
OG0000865	Syas.g_02673	Prbj.g_00493
OG0000866	Syas.g_02672	Prbj.g_00492
OG0000867	Syas.g_02671	Prbj.g_00491
OG0000868	Syas.g_02667	Prbj.g_00489
OG0000869	Syas.g_02662	Prbj.g_00486
OG0000870	Syas.g_02657	Prbj.g_00481
OG0000871	Syas.g_02656	Prbj.g_00480
OG0000872	Syas.g_02650	Prbj.g_00478
OG0000873	Syas.g_02647	Prbj.g_00475
OG0000874	Syas.g_02645	Prbj.g_00471
OG0000875	Syas.g_02644	Prbj.g_00470
OG0000876	Syas.g_00280	Prbj.g_00469
OG0000877	Syas.g_02603	Prbj.g_00466
OG0000878	Syas.g_02602	Prbj.g_00465
OG0000879	Syas.g_02601	Prbj.g_00464
OG0000880	Syas.g_02600	Prbj.g_00463
OG0000881	Syas.g_02596	Prbj.g_00458
OG0000882	Syas.g_02591	Prbj.g_00453
OG0000883	Syas.g_02586	Prbj.g_00451
OG0000884	Syas.g_02584	Prbj.g_00449
OG0000885	Syas.g_02583	Prbj.g_00448
OG0000886	Syas.g_02582	Prbj.g_00447
OG0000887	Syas.g_02581	Prbj.g_00446
OG0000888	Syas.g_02579	Prbj.g_00444
OG0000889	Syas.g_02577	Prbj.g_00442
OG0000890	Syas.g_02574	Prbj.g_00428
OG0000891	Syas.g_02573	Prbj.g_00427
OG0000892	Syas.g_02571	Prbj.g_00425
OG0000893	Syas.g_01677	Prbj.g_02660
OG0000894	Syas.g_01667	Prbj.g_02656
OG0000895	Syas.g_01663	Prbj.g_02651
OG0000896	Syas.g_01662	Prbj.g_02650
OG0000897	Syas.g_01660	Prbj.g_02648
OG0000898	Syas.g_01659	Prbj.g_02647
OG0000899	Syas.g_01658	Prbj.g_02646
OG0000900	Syas.g_01657	Prbj.g_02645
OG0000901	Syas.g_01652	Prbj.g_02641
OG0000902	Syas.g_01651	Prbj.g_02639
OG0000903	Syas.g_01637	Prbj.g_01027
OG0000904	Syas.g_01642	Prbj.g_01032
OG0000905	Syas.g_01647	Prbj.g_01034
OG0000906	Syas.g_01649	Prbj.g_02635
OG0000907	Syas.g_01635	Prbj.g_01025
OG0000908	Syas.g_01632	Prbj.g_01022
OG0000909	Syas.g_01631	Prbj.g_01021
OG0000910	Syas.g_01630	Prbj.g_01020
OG0000911	Syas.g_01628	Prbj.g_01018
OG0000912	Syas.g_01627	Prbj.g_01017
OG0000913	Syas.g_01626	Prbj.g_01016
OG0000914	Syas.g_01625	Prbj.g_01015
OG0000915	Syas.g_01623	Prbj.g_01014
OG0000916	Syas.g_01622	Prbj.g_01013
OG0000917	Syas.g_01621	Prbj.g_01012
OG0000918	Syas.g_01620	Prbj.g_01011
OG0000919	Syas.g_01619	Prbj.g_01010
OG0000920	Syas.g_01618	Prbj.g_01009
OG0000921	Syas.g_01617	Prbj.g_01008
OG0000922	Syas.g_01616	Prbj.g_01007
OG0000923	Syas.g_01612	Prbj.g_01003
OG0000924	Syas.g_01611	Prbj.g_01002
OG0000925	Syas.g_01610	Prbj.g_01001
OG0000926	Syas.g_01609	Prbj.g_01000
OG0000927	Syas.g_01607	Prbj.g_00998
OG0000928	Syas.g_01606	Prbj.g_00997
OG0000929	Syas.g_01605	Prbj.g_00996
OG0000930	Syas.g_01604	Prbj.g_00995
OG0000931	Syas.g_01603	Prbj.g_00994
OG0000932	Syas.g_01602	Prbj.g_00993
OG0000933	Syas.g_01596	Prbj.g_00988
OG0000934	Syas.g_01594	Prbj.g_00986
OG0000935	Syas.g_01593	Prbj.g_00985
OG0000936	Syas.g_01592	Prbj.g_00984
OG0000937	Syas.g_01591	Prbj.g_00983
OG0000938	Syas.g_01588	Prbj.g_00414
OG0000939	Syas.g_01587	Prbj.g_00413
OG0000940	Syas.g_01580	Prbj.g_00404
OG0000941	Syas.g_01578	Prbj.g_00402
OG0000942	Syas.g_01576	Prbj.g_00400
OG0000943	Syas.g_01575	Prbj.g_00399
OG0000944	Syas.g_01573	Prbj.g_00397
OG0000945	Syas.g_01572	Prbj.g_00395
OG0000946	Syas.g_01565	Prbj.g_00368
OG0000947	Syas.g_01562	Prbj.g_00365
OG0000948	Syas.g_01561	Prbj.g_00364
OG0000949	Syas.g_02213	Prbj.g_00361
OG0000950	Syas.g_02197	Prbj.g_01501
OG0000951	Syas.g_02190	Prbj.g_01506
OG0000952	Syas.g_02186	Prbj.g_01513
OG0000953	Syas.g_02182	Prbj.g_01517
OG0000954	Syas.g_02174	Prbj.g_01577
OG0000955	Syas.g_02173	Prbj.g_01578
OG0000956	Syas.g_02171	Prbj.g_01580
OG0000957	Syas.g_02158	Prbj.g_01596
OG0000958	Syas.g_02157	Prbj.g_01597
OG0000959	Syas.g_02154	Prbj.g_01821
OG0000960	Syas.g_02153	Prbj.g_01820
OG0000961	Syas.g_02345	Prbj.g_01809
OG0000962	Syas.g_02146	Prbj.g_01290
OG0000963	Syas.g_02143	Prbj.g_01285
OG0000964	Syas.g_02142	Prbj.g_01284
OG0000965	Syas.g_02141	Prbj.g_01283
OG0000966	Syas.g_02112	Prbj.g_01250
OG0000967	Syas.g_02108	Prbj.g_01244
OG0000968	Syas.g_02106	Prbj.g_01241
OG0000969	Syas.g_02104	Prbj.g_01239
OG0000970	Syas.g_02103	Prbj.g_01238
OG0000971	Syas.g_02101	Prbj.g_01236
OG0000972	Syas.g_02100	Prbj.g_01235
OG0000973	Syas.g_02099	Prbj.g_01234
OG0000974	Syas.g_02098	Prbj.g_01233
OG0000975	Syas.g_02097	Prbj.g_01232
OG0000976	Syas.g_02096	Prbj.g_01231
OG0000977	Syas.g_02094	Prbj.g_01229
OG0000978	Syas.g_02093	Prbj.g_01228
OG0000979	Syas.g_02090	Prbj.g_01225
OG0000980	Syas.g_02087	Prbj.g_01221
OG0000981	Syas.g_02084	Prbj.g_01218
OG0000982	Syas.g_01882	Prbj.g_01956
OG0000983	Syas.g_01883	Prbj.g_01957
OG0000984	Syas.g_01884	Prbj.g_01958
OG0000985	Syas.g_01888	Prbj.g_01962
OG0000986	Syas.g_01891	Prbj.g_01964
OG0000987	Syas.g_01897	Prbj.g_01966
OG0000988	Syas.g_01902	Prbj.g_01970
OG0000989	Syas.g_01908	Prbj.g_01980
OG0000990	Syas.g_01937	Prbj.g_02002
OG0000991	Syas.g_01939	Prbj.g_02005
OG0000992	Syas.g_01943	Prbj.g_02008
OG0000993	Syas.g_01945	Prbj.g_02009
OG0000994	Syas.g_01948	Prbj.g_02012
OG0000995	Syas.g_01955	Prbj.g_02021
OG0000996	Syas.g_01977	Prbj.g_02034
OG0000997	Syas.g_01993	Prbj.g_02043
OG0000998	Syas.g_01995	Prbj.g_02045
OG0000999	Syas.g_01996	Prbj.g_02046
OG0001000	Syas.g_02000	Prbj.g_02049
OG0001001	Syas.g_02006	Prbj.g_02053
OG0001002	Syas.g_02014	Prbj.g_02060
OG0001003	Syas.g_02016	Prbj.g_02062
OG0001004	Syas.g_02017	Prbj.g_02063
OG0001005	Syas.g_02018	Prbj.g_02065
OG0001006	Syas.g_02032	Prbj.g_02071
OG0001007	Syas.g_02034	Prbj.g_02073
OG0001008	Syas.g_01496	Prbj.g_00101
OG0001009	Syas.g_02065	Prbj.g_01199
OG0001010	Syas.g_02066	Prbj.g_01200
OG0001011	Syas.g_02068	Prbj.g_01202
OG0001012	Syas.g_00152	Prbj.g_01953
OG0001013	Syas.g_01866	Prbj.g_01928
OG0001014	Syas.g_01857	Prbj.g_01919
OG0001015	Syas.g_01856	Prbj.g_01918
OG0001016	Syas.g_02517	Prbj.g_00569
OG0001017	Syas.g_02511	Prbj.g_00575
OG0001018	Syas.g_02509	Prbj.g_00577
OG0001019	Syas.g_02469	Prbj.g_00590
OG0001020	Syas.g_02443	Prbj.g_00596
OG0001021	Syas.g_02437	Prbj.g_00600
OG0001022	Syas.g_02434	Prbj.g_00605
OG0001023	Syas.g_02433	Prbj.g_00606
OG0001024	Syas.g_00135	Prbj.g_00610
OG0001025	Syas.g_02424	Prbj.g_00617
OG0001026	Syas.g_02412	Prbj.g_00630
OG0001027	Syas.g_02408	Prbj.g_01550
OG0001028	Syas.g_02405	Prbj.g_01552
OG0001029	Syas.g_02403	Prbj.g_01554
OG0001030	Syas.g_02384	Prbj.g_01535
OG0001031	Syas.g_02293	Prbj.g_01143
OG0001032	Syas.g_02290	Prbj.g_01146
OG0001033	Syas.g_02239	Prbj.g_00287
OG0001034	Syas.g_02556	Prbj.g_02608
OG0001035	Syas.g_01704	Prbj.g_01360
OG0001036	Syas.g_01709	Prbj.g_01364
OG0001037	Syas.g_01711	Prbj.g_01366
OG0001038	Syas.g_01751	Prbj.g_01403
OG0001039	Syas.g_01754	Prbj.g_01406
OG0001041	Syas.g_01761	Prbj.g_01414
OG0001042	Syas.g_01821	Prbj.g_01439
OG0001043	Syas.g_01817	Prbj.g_01441
OG0001044	Syas.g_01542	Prbj.g_00342
OG0001045	Syas.g_01529	Prbj.g_00330
OG0001046	Syas.g_00532	Prbj.g_00874
OG0001047	Syas.g_01494	Prbj.g_00103
OG0001048	Syas.g_01493	Prbj.g_00104
OG0001049	Syas.g_02742	Prbj.g_00107
OG0001050	Syas.g_02743	Prbj.g_00108
OG0001051	Syas.g_02744	Prbj.g_00109
OG0001052	Syas.g_01337	Prbj.g_00132
OG0001053	Syas.g_01250	Prbj.g_01627
OG0001054	Syas.g_01231	Prbj.g_01609
OG0001055	Syas.g_01210	Prbj.g_02103
OG0001056	Syas.g_00068	Prbj.g_02132
OG0001057	Syas.g_00763	Prbj.g_02144
OG0001058	Syas.g_00787	Prbj.g_01863
OG0001059	Syas.g_00791	Prbj.g_01867
OG0001060	Syas.g_00797	Prbj.g_01874
OG0001061	Syas.g_00816	Prbj.g_01802
OG0001062	Syas.g_00819	Prbj.g_01800
OG0001063	Syas.g_00830	Prbj.g_01796
OG0001064	Syas.g_00831	Prbj.g_01795
OG0001065	Syas.g_00832	Prbj.g_01794
OG0001066	Syas.g_00833	Prbj.g_01793
OG0001067	Syas.g_00834	Prbj.g_01792
OG0001068	Syas.g_00835	Prbj.g_01791
OG0001069	Syas.g_00836	Prbj.g_01790
OG0001070	Syas.g_00840	Prbj.g_01786
OG0001071	Syas.g_00841	Prbj.g_01785
OG0001072	Syas.g_00844	Prbj.g_01782
OG0001073	Syas.g_00855	Prbj.g_01763
OG0001074	Syas.g_00157	Prbj.g_02544
OG0001075	Syas.g_00163	Prbj.g_02545
OG0001076	Syas.g_00113	Prbj.g_02553
OG0001077	Syas.g_00101	Prbj.g_02563
OG0001078	Syas.g_00745	Prbj.g_02574
OG0001079	Syas.g_00729	Prbj.g_02593
OG0001080	Syas.g_00717	Prbj.g_00794
OG0001081	Syas.g_00715	Prbj.g_00804
OG0001082	Syas.g_00714	Prbj.g_00805
OG0001083	Syas.g_00707	Prbj.g_00813
OG0001084	Syas.g_00706	Prbj.g_00815
OG0001085	Syas.g_00693	Prbj.g_00825
OG0001086	Syas.g_00691	Prbj.g_02707
OG0001087	Syas.g_00071	Prbj.g_00927
OG0001088	Syas.g_01060	Prbj.g_00931
OG0001089	Syas.g_01039	Prbj.g_00757
OG0001090	Syas.g_00980	Prbj.g_02180
OG0001091	Syas.g_00979	Prbj.g_02182
OG0001092	Syas.g_00178	Prbj.g_02183
OG0001093	Syas.g_00184	Prbj.g_02187
OG0001095	Syas.g_00582	Prbj.g_02425
OG0001097	Syas.g_00243	Prbj.g_02486
OG0001098	Syas.g_00880	Prbj.g_02323
OG0001099	Syas.g_02404	Prbj.g_01553
OG0001100	Syas.g_00682	Prbj.g_02333
OG0001101	Syas.g_00680	Prbj.g_02334
OG0001102	Syas.g_00677	Prbj.g_02337
OG0001103	Syas.g_00675	Prbj.g_02339
OG0001104	Syas.g_00620	Prbj.g_02396
OG0001105	Syas.g_00617	Prbj.g_02391
OG0001106	Syas.g_00447	Prbj.g_02280
OG0001107	Syas.g_00459	Prbj.g_02270
OG0001108	Syas.g_00494	Prbj.g_02263
OG0001109	Syas.g_00496	Prbj.g_02261
OG0001110	Syas.g_00498	Prbj.g_02259
OG0001111	Syas.g_00500	Prbj.g_02257
OG0001112	Syas.g_00503	Prbj.g_02255
OG0001113	Syas.g_00504	Prbj.g_02254
OG0001114	Syas.g_00505	Prbj.g_02253
OG0001115	Syas.g_00527	Prbj.g_02251
OG0001116	Syas.g_00529	Prbj.g_02250
OG0001117	Syas.g_00530	Prbj.g_02249
OG0001118	Syas.g_00531	Prbj.g_02248
OG0001119	Syas.g_00533	Prbj.g_02247
OG0001120	Syas.g_00539	Prbj.g_02245
OG0001122	Syas.g_00222	Prbj.g_02216
OG0001123	Syas.g_00214	Prbj.g_02209
OG0001124	Syas.g_00212	Prbj.g_02207
OG0001125	Syas.g_00210	Prbj.g_02205
OG0001126	Syas.g_00991	Prbj.g_01850
OG0001127	Syas.g_00992	Prbj.g_01849
OG0001128	Syas.g_00995	Prbj.g_01846
OG0001129	Syas.g_00997	Prbj.g_01845
OG0001130	Syas.g_00998	Prbj.g_01844
OG0001131	Syas.g_01401	Prbj.g_02687
OG0001132	Syas.g_00525	Prbj.g_02537
OG0001133	Syas.g_00109	Prbj.g_02555
OG0001136	Syas.g_01187	Prbj.g_00969
OG0001138	Syas.g_01114	Prbj.g_00004
OG0001139	Syas.g_01112	Prbj.g_00006
OG0001140	Syas.g_01111	Prbj.g_00007
