Orthogroup	Syas	Prbm
OG0000562	Syas.g_00794	Prbm.g_00589
OG0000563	Syas.g_00795	Prbm.g_00590
OG0000564	Syas.g_00796	Prbm.g_00591
OG0000565	Syas.g_00800	Prbm.g_00594
OG0000566	Syas.g_00804	Prbm.g_00596
OG0000567	Syas.g_00808	Prbm.g_00600
OG0000568	Syas.g_00810	Prbm.g_00601
OG0000569	Syas.g_00811	Prbm.g_00602
OG0000570	Syas.g_00812	Prbm.g_00603
OG0000571	Syas.g_00815	Prbm.g_00605
OG0000572	Syas.g_00839	Prbm.g_00616
OG0000573	Syas.g_00952	Prbm.g_00621
OG0000574	Syas.g_00951	Prbm.g_00624
OG0000575	Syas.g_00848	Prbm.g_00627
OG0000576	Syas.g_00850	Prbm.g_00629
OG0000577	Syas.g_00851	Prbm.g_00630
OG0000578	Syas.g_00852	Prbm.g_00631
OG0000579	Syas.g_00853	Prbm.g_00632
OG0000580	Syas.g_00854	Prbm.g_00633
OG0000581	Syas.g_00861	Prbm.g_00636
OG0000582	Syas.g_00873	Prbm.g_00639
OG0000583	Syas.g_00872	Prbm.g_00640
OG0000584	Syas.g_00871	Prbm.g_00641
OG0000585	Syas.g_00868	Prbm.g_00643
OG0000586	Syas.g_00867	Prbm.g_00644
OG0000587	Syas.g_00865	Prbm.g_00645
OG0000588	Syas.g_00960	Prbm.g_00649
OG0000589	Syas.g_00121	Prbm.g_00652
OG0000590	Syas.g_00120	Prbm.g_00653
OG0000591	Syas.g_00106	Prbm.g_00656
OG0000592	Syas.g_00105	Prbm.g_00657
OG0000593	Syas.g_00750	Prbm.g_00663
OG0000594	Syas.g_00749	Prbm.g_00664
OG0000595	Syas.g_00748	Prbm.g_00665
OG0000596	Syas.g_00743	Prbm.g_00669
OG0000597	Syas.g_00740	Prbm.g_00671
OG0000598	Syas.g_00739	Prbm.g_00672
OG0000599	Syas.g_00732	Prbm.g_00675
OG0000600	Syas.g_00731	Prbm.g_00676
OG0000601	Syas.g_00730	Prbm.g_00677
OG0000602	Syas.g_00725	Prbm.g_00679
OG0000603	Syas.g_00724	Prbm.g_00680
OG0000604	Syas.g_00721	Prbm.g_00681
OG0000605	Syas.g_00719	Prbm.g_00682
OG0000606	Syas.g_00716	Prbm.g_00685
OG0000607	Syas.g_00713	Prbm.g_00688
OG0000608	Syas.g_00712	Prbm.g_00689
OG0000609	Syas.g_00710	Prbm.g_00690
OG0000610	Syas.g_00702	Prbm.g_00696
OG0000611	Syas.g_00699	Prbm.g_00699
OG0000612	Syas.g_00698	Prbm.g_00700
OG0000613	Syas.g_01825	Prbm.g_00706
OG0000614	Syas.g_01044	Prbm.g_00730
OG0000615	Syas.g_00650	Prbm.g_00737
OG0000616	Syas.g_02011	Prbm.g_02220
OG0000617	Syas.g_00180	Prbm.g_00748
OG0000618	Syas.g_00181	Prbm.g_00749
OG0000619	Syas.g_00182	Prbm.g_00750
OG0000620	Syas.g_00188	Prbm.g_00753
OG0000621	Syas.g_00189	Prbm.g_00754
OG0000622	Syas.g_00190	Prbm.g_00755
OG0000623	Syas.g_00191	Prbm.g_00756
OG0000624	Syas.g_00192	Prbm.g_00758
OG0000625	Syas.g_00193	Prbm.g_00759
OG0000626	Syas.g_00194	Prbm.g_00760
OG0000627	Syas.g_00372	Prbm.g_00762
OG0000628	Syas.g_00373	Prbm.g_00763
OG0000629	Syas.g_00376	Prbm.g_00764
OG0000630	Syas.g_00397	Prbm.g_00767
OG0000631	Syas.g_00405	Prbm.g_00959
OG0000632	Syas.g_00406	Prbm.g_00960
OG0000633	Syas.g_00407	Prbm.g_00961
OG0000634	Syas.g_00600	Prbm.g_00810
OG0000635	Syas.g_00599	Prbm.g_00811
OG0000636	Syas.g_00597	Prbm.g_00813
OG0000637	Syas.g_00595	Prbm.g_00815
OG0000638	Syas.g_00594	Prbm.g_00816
OG0000639	Syas.g_00593	Prbm.g_00817
OG0000640	Syas.g_00592	Prbm.g_00818
OG0000641	Syas.g_00587	Prbm.g_00822
OG0000642	Syas.g_00586	Prbm.g_00823
OG0000643	Syas.g_00585	Prbm.g_00824
OG0000644	Syas.g_00584	Prbm.g_00825
OG0000645	Syas.g_00583	Prbm.g_00826
OG0000646	Syas.g_00580	Prbm.g_00829
OG0000647	Syas.g_00578	Prbm.g_00831
OG0000648	Syas.g_00576	Prbm.g_00833
OG0000649	Syas.g_00575	Prbm.g_00834
OG0000650	Syas.g_00574	Prbm.g_00835
OG0000651	Syas.g_00573	Prbm.g_00836
OG0000652	Syas.g_00572	Prbm.g_00837
OG0000653	Syas.g_00570	Prbm.g_00839
OG0000654	Syas.g_00569	Prbm.g_00840
OG0000655	Syas.g_00568	Prbm.g_00841
OG0000656	Syas.g_00565	Prbm.g_00844
OG0000657	Syas.g_00232	Prbm.g_00850
OG0000658	Syas.g_00235	Prbm.g_00852
OG0000659	Syas.g_00236	Prbm.g_00853
OG0000660	Syas.g_00240	Prbm.g_00857
OG0000661	Syas.g_00242	Prbm.g_00859
OG0000662	Syas.g_00281	Prbm.g_00861
OG0000663	Syas.g_00284	Prbm.g_00863
OG0000664	Syas.g_00287	Prbm.g_00864
OG0000665	Syas.g_00385	Prbm.g_00868
OG0000666	Syas.g_01362	Prbm.g_00869
OG0000667	Syas.g_00088	Prbm.g_00873
OG0000668	Syas.g_00221	Prbm.g_00911
OG0000669	Syas.g_00684	Prbm.g_00919
OG0000670	Syas.g_00681	Prbm.g_00922
OG0000671	Syas.g_00679	Prbm.g_00924
OG0000672	Syas.g_00676	Prbm.g_00927
OG0000673	Syas.g_00673	Prbm.g_00930
OG0000674	Syas.g_00671	Prbm.g_00932
OG0000675	Syas.g_00670	Prbm.g_00933
OG0000676	Syas.g_00668	Prbm.g_00935
OG0000677	Syas.g_00667	Prbm.g_00936
OG0000678	Syas.g_00660	Prbm.g_00939
OG0000679	Syas.g_00629	Prbm.g_00943
OG0000680	Syas.g_00628	Prbm.g_00944
OG0000681	Syas.g_00625	Prbm.g_00946
OG0000682	Syas.g_00624	Prbm.g_00947
OG0000683	Syas.g_00623	Prbm.g_00948
OG0000684	Syas.g_00621	Prbm.g_00793
OG0000685	Syas.g_00187	Prbm.g_00795
OG0000686	Syas.g_00619	Prbm.g_00796
OG0000687	Syas.g_00618	Prbm.g_00797
OG0000688	Syas.g_00612	Prbm.g_00800
OG0000689	Syas.g_00610	Prbm.g_00801
OG0000690	Syas.g_00609	Prbm.g_00802
OG0000691	Syas.g_00608	Prbm.g_00803
OG0000692	Syas.g_00606	Prbm.g_00805
OG0000693	Syas.g_00604	Prbm.g_00806
OG0000694	Syas.g_00603	Prbm.g_00807
OG0000695	Syas.g_00410	Prbm.g_00963
OG0000696	Syas.g_00411	Prbm.g_00964
OG0000697	Syas.g_00413	Prbm.g_00965
OG0000698	Syas.g_00417	Prbm.g_00968
OG0000699	Syas.g_00419	Prbm.g_00969
OG0000700	Syas.g_00420	Prbm.g_00970
OG0000701	Syas.g_00421	Prbm.g_00971
OG0000702	Syas.g_00437	Prbm.g_00973
OG0000703	Syas.g_00438	Prbm.g_00974
OG0000704	Syas.g_00446	Prbm.g_00975
OG0000705	Syas.g_00453	Prbm.g_00981
OG0000706	Syas.g_00454	Prbm.g_00982
OG0000707	Syas.g_00455	Prbm.g_00983
OG0000708	Syas.g_00458	Prbm.g_00985
OG0000709	Syas.g_00466	Prbm.g_00989
OG0000710	Syas.g_00497	Prbm.g_00992
OG0000711	Syas.g_00546	Prbm.g_01007
OG0000712	Syas.g_00548	Prbm.g_01009
OG0000713	Syas.g_00549	Prbm.g_01010
OG0000714	Syas.g_00551	Prbm.g_01011
OG0000715	Syas.g_00553	Prbm.g_01013
OG0000716	Syas.g_00556	Prbm.g_01014
OG0000717	Syas.g_00557	Prbm.g_01015
OG0000718	Syas.g_00561	Prbm.g_01031
OG0000719	Syas.g_00223	Prbm.g_01032
OG0000720	Syas.g_00209	Prbm.g_01042
OG0000721	Syas.g_00207	Prbm.g_01043
OG0000722	Syas.g_00206	Prbm.g_01044
OG0000723	Syas.g_00196	Prbm.g_01048
OG0000724	Syas.g_00999	Prbm.g_01059
OG0000725	Syas.g_01024	Prbm.g_00887
OG0000726	Syas.g_01025	Prbm.g_00886
OG0000727	Syas.g_01026	Prbm.g_00885
OG0000728	Syas.g_01028	Prbm.g_00883
OG0000729	Syas.g_02145	Prbm.g_02104
OG0000730	Syas.g_01544	Prbm.g_00398
OG0000731	Syas.g_01532	Prbm.g_00406
OG0000732	Syas.g_02086	Prbm.g_02166
OG0000733	Syas.g_00096	Prbm.g_01911
OG0000734	Syas.g_02414	Prbm.g_01565
OG0000735	Syas.g_01201	Prbm.g_01563
OG0000736	Syas.g_01200	Prbm.g_01562
OG0000737	Syas.g_01199	Prbm.g_01561
OG0000738	Syas.g_01193	Prbm.g_01557
OG0000739	Syas.g_01192	Prbm.g_01556
OG0000740	Syas.g_01191	Prbm.g_01555
OG0000741	Syas.g_01188	Prbm.g_01553
OG0000742	Syas.g_01185	Prbm.g_01550
OG0000743	Syas.g_01182	Prbm.g_01548
OG0000744	Syas.g_01181	Prbm.g_01547
OG0000745	Syas.g_01178	Prbm.g_01545
OG0000746	Syas.g_01176	Prbm.g_01543
OG0000747	Syas.g_01174	Prbm.g_01542
OG0000748	Syas.g_01146	Prbm.g_01538
OG0000749	Syas.g_01144	Prbm.g_01537
OG0000750	Syas.g_01143	Prbm.g_01536
OG0000751	Syas.g_01138	Prbm.g_01533
OG0000752	Syas.g_01136	Prbm.g_01531
OG0000753	Syas.g_01133	Prbm.g_01529
OG0000754	Syas.g_01128	Prbm.g_01525
OG0000755	Syas.g_01117	Prbm.g_01520
OG0000756	Syas.g_01116	Prbm.g_01519
OG0000757	Syas.g_01108	Prbm.g_01512
OG0000758	Syas.g_01107	Prbm.g_01511
OG0000759	Syas.g_01106	Prbm.g_01510
OG0000760	Syas.g_01105	Prbm.g_01509
OG0000761	Syas.g_01104	Prbm.g_01508
OG0000762	Syas.g_01102	Prbm.g_01507
OG0000763	Syas.g_01091	Prbm.g_01505
OG0000764	Syas.g_01090	Prbm.g_01504
OG0000765	Syas.g_01076	Prbm.g_01496
OG0000766	Syas.g_01075	Prbm.g_01495
OG0000767	Syas.g_01073	Prbm.g_01494
OG0000768	Syas.g_01072	Prbm.g_01493
OG0000769	Syas.g_01070	Prbm.g_01491
OG0000770	Syas.g_01067	Prbm.g_01490
OG0000771	Syas.g_00993	Prbm.g_01054
OG0000772	Syas.g_01461	Prbm.g_01356
OG0000773	Syas.g_00002	Prbm.g_01602
OG0000774	Syas.g_02862	Prbm.g_01605
OG0000775	Syas.g_02860	Prbm.g_01606
OG0000776	Syas.g_02859	Prbm.g_01607
OG0000777	Syas.g_02858	Prbm.g_01608
OG0000778	Syas.g_02857	Prbm.g_01609
OG0000779	Syas.g_02852	Prbm.g_01613
OG0000780	Syas.g_02847	Prbm.g_01614
OG0000781	Syas.g_02842	Prbm.g_01616
OG0000782	Syas.g_02841	Prbm.g_01617
OG0000783	Syas.g_02840	Prbm.g_01618
OG0000784	Syas.g_02839	Prbm.g_01619
OG0000785	Syas.g_02837	Prbm.g_01621
OG0000786	Syas.g_02833	Prbm.g_01624
OG0000787	Syas.g_02832	Prbm.g_01625
OG0000788	Syas.g_00782	Prbm.g_00777
OG0000789	Syas.g_01507	Prbm.g_01051
OG0000790	Syas.g_01266	Prbm.g_01665
OG0000791	Syas.g_01268	Prbm.g_01667
OG0000792	Syas.g_01269	Prbm.g_01668
OG0000793	Syas.g_01359	Prbm.g_01671
OG0000794	Syas.g_01361	Prbm.g_01672
OG0000795	Syas.g_01363	Prbm.g_01673
OG0000796	Syas.g_01368	Prbm.g_01677
OG0000797	Syas.g_01369	Prbm.g_01678
OG0000799	Syas.g_02789	Prbm.g_01691
OG0000800	Syas.g_02790	Prbm.g_01692
OG0000801	Syas.g_02791	Prbm.g_01693
OG0000802	Syas.g_02797	Prbm.g_01695
OG0000803	Syas.g_02800	Prbm.g_01697
OG0000804	Syas.g_02803	Prbm.g_01698
OG0000805	Syas.g_02805	Prbm.g_01700
OG0000806	Syas.g_02807	Prbm.g_01702
OG0000807	Syas.g_02808	Prbm.g_01703
OG0000808	Syas.g_02809	Prbm.g_01704
OG0000809	Syas.g_02811	Prbm.g_01708
OG0000810	Syas.g_02813	Prbm.g_01709
OG0000811	Syas.g_02822	Prbm.g_01713
OG0000812	Syas.g_02824	Prbm.g_01715
OG0000813	Syas.g_02825	Prbm.g_01716
OG0000814	Syas.g_02827	Prbm.g_01718
OG0000815	Syas.g_02829	Prbm.g_01719
OG0000816	Syas.g_02831	Prbm.g_01721
OG0000817	Syas.g_02753	Prbm.g_01722
OG0000818	Syas.g_01282	Prbm.g_01726
OG0000819	Syas.g_01283	Prbm.g_01727
OG0000820	Syas.g_01284	Prbm.g_01728
OG0000821	Syas.g_01289	Prbm.g_01731
OG0000822	Syas.g_01291	Prbm.g_01732
OG0000823	Syas.g_01292	Prbm.g_01733
OG0000824	Syas.g_01297	Prbm.g_01736
OG0000825	Syas.g_01298	Prbm.g_01737
OG0000826	Syas.g_01299	Prbm.g_01738
OG0000827	Syas.g_01300	Prbm.g_01739
OG0000828	Syas.g_01303	Prbm.g_01742
OG0000829	Syas.g_01304	Prbm.g_01743
OG0000830	Syas.g_01305	Prbm.g_01744
OG0000831	Syas.g_01308	Prbm.g_01746
OG0000832	Syas.g_01476	Prbm.g_01756
OG0000833	Syas.g_02738	Prbm.g_01764
OG0000834	Syas.g_02737	Prbm.g_01765
OG0000835	Syas.g_02736	Prbm.g_01766
OG0000836	Syas.g_02732	Prbm.g_01768
OG0000837	Syas.g_02731	Prbm.g_01769
OG0000838	Syas.g_02727	Prbm.g_01771
OG0000839	Syas.g_02726	Prbm.g_01772
OG0000840	Syas.g_02725	Prbm.g_01773
OG0000841	Syas.g_02724	Prbm.g_01774
OG0000842	Syas.g_02723	Prbm.g_01775
OG0000843	Syas.g_02722	Prbm.g_01776
OG0000844	Syas.g_02720	Prbm.g_01777
OG0000845	Syas.g_02719	Prbm.g_01778
OG0000846	Syas.g_02718	Prbm.g_01779
OG0000847	Syas.g_02717	Prbm.g_01780
OG0000848	Syas.g_02715	Prbm.g_01781
OG0000849	Syas.g_02714	Prbm.g_01782
OG0000850	Syas.g_02711	Prbm.g_01784
OG0000851	Syas.g_02708	Prbm.g_01785
OG0000852	Syas.g_02707	Prbm.g_01786
OG0000853	Syas.g_02703	Prbm.g_01791
OG0000854	Syas.g_02701	Prbm.g_01793
OG0000855	Syas.g_02700	Prbm.g_01794
OG0000856	Syas.g_00103	Prbm.g_01685
OG0000857	Syas.g_00579	Prbm.g_00830
OG0000858	Syas.g_02693	Prbm.g_01835
OG0000859	Syas.g_02692	Prbm.g_01836
OG0000860	Syas.g_02679	Prbm.g_01843
OG0000861	Syas.g_02678	Prbm.g_01844
OG0000862	Syas.g_02677	Prbm.g_01845
OG0000863	Syas.g_02675	Prbm.g_01846
OG0000864	Syas.g_02674	Prbm.g_01847
OG0000865	Syas.g_02673	Prbm.g_01848
OG0000866	Syas.g_02672	Prbm.g_01849
OG0000867	Syas.g_02671	Prbm.g_01850
OG0000868	Syas.g_02667	Prbm.g_01851
OG0000869	Syas.g_02662	Prbm.g_01854
OG0000870	Syas.g_02657	Prbm.g_01859
OG0000871	Syas.g_02656	Prbm.g_01860
OG0000872	Syas.g_02650	Prbm.g_01861
OG0000873	Syas.g_02647	Prbm.g_01864
OG0000874	Syas.g_02645	Prbm.g_01867
OG0000875	Syas.g_02644	Prbm.g_01869
OG0000876	Syas.g_00280	Prbm.g_01870
OG0000877	Syas.g_02603	Prbm.g_01872
OG0000878	Syas.g_02602	Prbm.g_01873
OG0000879	Syas.g_02601	Prbm.g_01874
OG0000880	Syas.g_02600	Prbm.g_01875
OG0000881	Syas.g_02596	Prbm.g_01878
OG0000882	Syas.g_02591	Prbm.g_01883
OG0000883	Syas.g_02586	Prbm.g_01885
OG0000884	Syas.g_02584	Prbm.g_01887
OG0000885	Syas.g_02583	Prbm.g_01888
OG0000886	Syas.g_02582	Prbm.g_01889
OG0000887	Syas.g_02581	Prbm.g_01890
OG0000888	Syas.g_02579	Prbm.g_01892
OG0000889	Syas.g_02577	Prbm.g_01894
OG0000890	Syas.g_02574	Prbm.g_01895
OG0000891	Syas.g_02573	Prbm.g_01896
OG0000892	Syas.g_02571	Prbm.g_01898
OG0000893	Syas.g_01677	Prbm.g_01948
OG0000894	Syas.g_01667	Prbm.g_01951
OG0000895	Syas.g_01663	Prbm.g_01954
OG0000896	Syas.g_01662	Prbm.g_01955
OG0000897	Syas.g_01660	Prbm.g_01957
OG0000898	Syas.g_01659	Prbm.g_01958
OG0000899	Syas.g_01658	Prbm.g_01959
OG0000900	Syas.g_01657	Prbm.g_01960
OG0000901	Syas.g_01652	Prbm.g_01963
OG0000902	Syas.g_01651	Prbm.g_01965
OG0000903	Syas.g_01637	Prbm.g_01975
OG0000904	Syas.g_01642	Prbm.g_01970
OG0000905	Syas.g_01647	Prbm.g_01967
OG0000906	Syas.g_01649	Prbm.g_01966
OG0000907	Syas.g_01635	Prbm.g_01990
OG0000908	Syas.g_01632	Prbm.g_01993
OG0000909	Syas.g_01631	Prbm.g_01994
OG0000910	Syas.g_01630	Prbm.g_01995
OG0000911	Syas.g_01628	Prbm.g_01997
OG0000912	Syas.g_01627	Prbm.g_01998
OG0000913	Syas.g_01626	Prbm.g_01999
OG0000914	Syas.g_01625	Prbm.g_02000
OG0000915	Syas.g_01623	Prbm.g_02001
OG0000916	Syas.g_01622	Prbm.g_02002
OG0000917	Syas.g_01621	Prbm.g_02003
OG0000918	Syas.g_01620	Prbm.g_02004
OG0000919	Syas.g_01619	Prbm.g_02005
OG0000920	Syas.g_01618	Prbm.g_02006
OG0000921	Syas.g_01617	Prbm.g_02007
OG0000922	Syas.g_01616	Prbm.g_02008
OG0000923	Syas.g_01612	Prbm.g_02012
OG0000924	Syas.g_01611	Prbm.g_02013
OG0000925	Syas.g_01610	Prbm.g_02014
OG0000926	Syas.g_01609	Prbm.g_02015
OG0000927	Syas.g_01607	Prbm.g_02017
OG0000928	Syas.g_01606	Prbm.g_02018
OG0000929	Syas.g_01605	Prbm.g_02019
OG0000930	Syas.g_01604	Prbm.g_02020
OG0000931	Syas.g_01603	Prbm.g_02021
OG0000932	Syas.g_01602	Prbm.g_02022
OG0000933	Syas.g_01596	Prbm.g_02026
OG0000934	Syas.g_01594	Prbm.g_02028
OG0000935	Syas.g_01593	Prbm.g_02029
OG0000936	Syas.g_01592	Prbm.g_02030
OG0000937	Syas.g_01591	Prbm.g_02031
OG0000938	Syas.g_01588	Prbm.g_02034
OG0000939	Syas.g_01587	Prbm.g_02035
OG0000940	Syas.g_01580	Prbm.g_02042
OG0000941	Syas.g_01578	Prbm.g_02044
OG0000942	Syas.g_01576	Prbm.g_02046
OG0000943	Syas.g_01575	Prbm.g_02048
OG0000944	Syas.g_01573	Prbm.g_02050
OG0000945	Syas.g_01572	Prbm.g_02051
OG0000946	Syas.g_01565	Prbm.g_02057
OG0000947	Syas.g_01562	Prbm.g_02059
OG0000948	Syas.g_01561	Prbm.g_02060
OG0000949	Syas.g_02213	Prbm.g_02063
OG0000950	Syas.g_02197	Prbm.g_02068
OG0000951	Syas.g_02190	Prbm.g_02072
OG0000952	Syas.g_02186	Prbm.g_02076
OG0000953	Syas.g_02182	Prbm.g_02080
OG0000954	Syas.g_02174	Prbm.g_02084
OG0000955	Syas.g_02173	Prbm.g_02085
OG0000956	Syas.g_02171	Prbm.g_02087
OG0000957	Syas.g_02158	Prbm.g_02092
OG0000958	Syas.g_02157	Prbm.g_02093
OG0000959	Syas.g_02154	Prbm.g_02097
OG0000960	Syas.g_02153	Prbm.g_02098
OG0000961	Syas.g_02345	Prbm.g_02101
OG0000962	Syas.g_02146	Prbm.g_02103
OG0000963	Syas.g_02143	Prbm.g_02107
OG0000964	Syas.g_02142	Prbm.g_02108
OG0000965	Syas.g_02141	Prbm.g_02109
OG0000966	Syas.g_02112	Prbm.g_02144
OG0000967	Syas.g_02108	Prbm.g_02148
OG0000968	Syas.g_02106	Prbm.g_02150
OG0000969	Syas.g_02104	Prbm.g_02151
OG0000970	Syas.g_02103	Prbm.g_02152
OG0000971	Syas.g_02101	Prbm.g_02153
OG0000972	Syas.g_02100	Prbm.g_02154
OG0000973	Syas.g_02099	Prbm.g_02155
OG0000974	Syas.g_02098	Prbm.g_02156
OG0000975	Syas.g_02097	Prbm.g_02157
OG0000976	Syas.g_02096	Prbm.g_02158
OG0000977	Syas.g_02094	Prbm.g_02159
OG0000978	Syas.g_02093	Prbm.g_02160
OG0000979	Syas.g_02090	Prbm.g_02163
OG0000980	Syas.g_02087	Prbm.g_02165
OG0000981	Syas.g_02084	Prbm.g_02168
OG0000982	Syas.g_01882	Prbm.g_02170
OG0000983	Syas.g_01883	Prbm.g_02171
OG0000984	Syas.g_01884	Prbm.g_02172
OG0000985	Syas.g_01888	Prbm.g_02175
OG0000986	Syas.g_01891	Prbm.g_02177
OG0000987	Syas.g_01897	Prbm.g_02178
OG0000988	Syas.g_01902	Prbm.g_02181
OG0000989	Syas.g_01908	Prbm.g_02185
OG0000990	Syas.g_01937	Prbm.g_02190
OG0000991	Syas.g_01939	Prbm.g_02191
OG0000992	Syas.g_01943	Prbm.g_02194
OG0000993	Syas.g_01945	Prbm.g_02195
OG0000994	Syas.g_01948	Prbm.g_02196
OG0000995	Syas.g_01955	Prbm.g_02200
OG0000996	Syas.g_01977	Prbm.g_02201
OG0000997	Syas.g_01993	Prbm.g_02208
OG0000998	Syas.g_01995	Prbm.g_02210
OG0000999	Syas.g_01996	Prbm.g_02211
OG0001000	Syas.g_02000	Prbm.g_02214
OG0001001	Syas.g_02006	Prbm.g_02217
OG0001002	Syas.g_02014	Prbm.g_02222
OG0001003	Syas.g_02016	Prbm.g_02225
OG0001004	Syas.g_02017	Prbm.g_02226
OG0001005	Syas.g_02018	Prbm.g_02227
OG0001006	Syas.g_02032	Prbm.g_02231
OG0001007	Syas.g_02034	Prbm.g_02233
OG0001008	Syas.g_01496	Prbm.g_00447
OG0001009	Syas.g_02065	Prbm.g_00027
OG0001010	Syas.g_02066	Prbm.g_00028
OG0001011	Syas.g_02068	Prbm.g_00029
OG0001012	Syas.g_00152	Prbm.g_00052
OG0001013	Syas.g_01866	Prbm.g_00057
OG0001014	Syas.g_01857	Prbm.g_00060
OG0001015	Syas.g_01856	Prbm.g_00061
OG0001016	Syas.g_02517	Prbm.g_00130
OG0001017	Syas.g_02511	Prbm.g_00134
OG0001018	Syas.g_02509	Prbm.g_00137
OG0001019	Syas.g_02469	Prbm.g_00146
OG0001020	Syas.g_02443	Prbm.g_00147
OG0001021	Syas.g_02437	Prbm.g_00148
OG0001022	Syas.g_02434	Prbm.g_00151
OG0001023	Syas.g_02433	Prbm.g_00152
OG0001024	Syas.g_00135	Prbm.g_00155
OG0001025	Syas.g_02424	Prbm.g_00162
OG0001026	Syas.g_02412	Prbm.g_00170
OG0001027	Syas.g_02408	Prbm.g_00171
OG0001028	Syas.g_02405	Prbm.g_00173
OG0001029	Syas.g_02403	Prbm.g_00175
OG0001030	Syas.g_02384	Prbm.g_00191
OG0001031	Syas.g_02293	Prbm.g_00246
OG0001032	Syas.g_02290	Prbm.g_00247
OG0001033	Syas.g_02239	Prbm.g_00267
OG0001034	Syas.g_02556	Prbm.g_00296
OG0001035	Syas.g_01704	Prbm.g_00313
OG0001036	Syas.g_01709	Prbm.g_00318
OG0001037	Syas.g_01711	Prbm.g_00319
OG0001038	Syas.g_01751	Prbm.g_00335
OG0001039	Syas.g_01754	Prbm.g_00337
OG0001041	Syas.g_01761	Prbm.g_00344
OG0001042	Syas.g_01821	Prbm.g_00360
OG0001043	Syas.g_01817	Prbm.g_00361
OG0001044	Syas.g_01542	Prbm.g_00399
OG0001045	Syas.g_01529	Prbm.g_00408
OG0001046	Syas.g_00532	Prbm.g_01121
OG0001047	Syas.g_01494	Prbm.g_00449
OG0001048	Syas.g_01493	Prbm.g_00450
OG0001049	Syas.g_02742	Prbm.g_00452
OG0001050	Syas.g_02743	Prbm.g_00453
OG0001051	Syas.g_02744	Prbm.g_00454
OG0001052	Syas.g_01337	Prbm.g_00497
OG0001053	Syas.g_01250	Prbm.g_00509
OG0001054	Syas.g_01231	Prbm.g_00523
OG0001055	Syas.g_01210	Prbm.g_00551
OG0001056	Syas.g_00068	Prbm.g_00569
OG0001057	Syas.g_00763	Prbm.g_00574
OG0001058	Syas.g_00787	Prbm.g_00582
OG0001059	Syas.g_00791	Prbm.g_00586
OG0001060	Syas.g_00797	Prbm.g_00593
OG0001061	Syas.g_00816	Prbm.g_00606
OG0001062	Syas.g_00819	Prbm.g_00608
OG0001063	Syas.g_00830	Prbm.g_00609
OG0001064	Syas.g_00831	Prbm.g_00610
OG0001065	Syas.g_00832	Prbm.g_00611
OG0001066	Syas.g_00833	Prbm.g_00612
OG0001067	Syas.g_00834	Prbm.g_00613
OG0001068	Syas.g_00835	Prbm.g_00614
OG0001069	Syas.g_00836	Prbm.g_00615
OG0001070	Syas.g_00840	Prbm.g_00617
OG0001071	Syas.g_00841	Prbm.g_00618
OG0001072	Syas.g_00844	Prbm.g_00619
OG0001073	Syas.g_00855	Prbm.g_00634
OG0001074	Syas.g_00157	Prbm.g_00646
OG0001075	Syas.g_00163	Prbm.g_00647
OG0001076	Syas.g_00113	Prbm.g_00654
OG0001077	Syas.g_00101	Prbm.g_00659
OG0001078	Syas.g_00745	Prbm.g_00667
OG0001079	Syas.g_00729	Prbm.g_00678
OG0001080	Syas.g_00717	Prbm.g_00684
OG0001081	Syas.g_00715	Prbm.g_00686
OG0001082	Syas.g_00714	Prbm.g_00687
OG0001083	Syas.g_00707	Prbm.g_00692
OG0001084	Syas.g_00706	Prbm.g_00693
OG0001085	Syas.g_00693	Prbm.g_00703
OG0001086	Syas.g_00691	Prbm.g_00704
OG0001087	Syas.g_00071	Prbm.g_00725
OG0001088	Syas.g_01060	Prbm.g_00726
OG0001089	Syas.g_01039	Prbm.g_00734
OG0001090	Syas.g_00980	Prbm.g_00743
OG0001091	Syas.g_00979	Prbm.g_00745
OG0001092	Syas.g_00178	Prbm.g_00746
OG0001093	Syas.g_00184	Prbm.g_00751
OG0001095	Syas.g_00582	Prbm.g_00827
OG0001097	Syas.g_00243	Prbm.g_00860
OG0001098	Syas.g_00880	Prbm.g_00877
OG0001099	Syas.g_02404	Prbm.g_00914
OG0001100	Syas.g_00682	Prbm.g_00921
OG0001101	Syas.g_00680	Prbm.g_00923
OG0001102	Syas.g_00677	Prbm.g_00926
OG0001103	Syas.g_00675	Prbm.g_00928
OG0001104	Syas.g_00620	Prbm.g_00794
OG0001105	Syas.g_00617	Prbm.g_00798
OG0001106	Syas.g_00447	Prbm.g_00976
OG0001107	Syas.g_00459	Prbm.g_00986
OG0001108	Syas.g_00494	Prbm.g_00990
OG0001109	Syas.g_00496	Prbm.g_00991
OG0001110	Syas.g_00498	Prbm.g_00993
OG0001111	Syas.g_00500	Prbm.g_00994
OG0001112	Syas.g_00503	Prbm.g_00995
OG0001113	Syas.g_00504	Prbm.g_00996
OG0001114	Syas.g_00505	Prbm.g_00997
OG0001115	Syas.g_00527	Prbm.g_00999
OG0001116	Syas.g_00529	Prbm.g_01000
OG0001117	Syas.g_00530	Prbm.g_01001
OG0001118	Syas.g_00531	Prbm.g_01002
OG0001119	Syas.g_00533	Prbm.g_01003
OG0001120	Syas.g_00539	Prbm.g_01004
OG0001122	Syas.g_00222	Prbm.g_01033
OG0001123	Syas.g_00214	Prbm.g_01037
OG0001124	Syas.g_00212	Prbm.g_01039
OG0001125	Syas.g_00210	Prbm.g_01041
