Orthogroup	Prbk	Prba
OG0000573	Prbk.g_00738	Prba.g_01664
OG0000574	Prbk.g_00729	Prba.g_01663
OG0000575	Prbk.g_00728	Prba.g_01662
OG0000576	Prbk.g_00727	Prba.g_01661
OG0000577	Prbk.g_00726	Prba.g_01660
OG0000578	Prbk.g_00725	Prba.g_01659
OG0000579	Prbk.g_00723	Prba.g_01658
OG0000580	Prbk.g_00720	Prba.g_01657
OG0000581	Prbk.g_00719	Prba.g_01656
OG0000582	Prbk.g_00718	Prba.g_01655
OG0000583	Prbk.g_00717	Prba.g_01654
OG0000584	Prbk.g_00715	Prba.g_01653
OG0000585	Prbk.g_00714	Prba.g_01652
OG0000586	Prbk.g_00712	Prba.g_01650
OG0000587	Prbk.g_00711	Prba.g_01649
OG0000588	Prbk.g_00708	Prba.g_01647
OG0000589	Prbk.g_00706	Prba.g_01646
OG0000590	Prbk.g_00478	Prba.g_01644
OG0000591	Prbk.g_01361	Prba.g_01638
OG0000592	Prbk.g_01767	Prba.g_01637
OG0000593	Prbk.g_00672	Prba.g_01636
OG0000594	Prbk.g_02509	Prba.g_01634
OG0000595	Prbk.g_01925	Prba.g_01633
OG0000596	Prbk.g_01805	Prba.g_01632
OG0000597	Prbk.g_01827	Prba.g_01630
OG0000598	Prbk.g_01821	Prba.g_01629
OG0000599	Prbk.g_01817	Prba.g_01628
OG0000600	Prbk.g_01816	Prba.g_01627
OG0000601	Prbk.g_01802	Prba.g_01625
OG0000602	Prbk.g_01801	Prba.g_01624
OG0000603	Prbk.g_01800	Prba.g_01623
OG0000604	Prbk.g_01760	Prba.g_01622
OG0000605	Prbk.g_01761	Prba.g_01621
OG0000606	Prbk.g_01764	Prba.g_01620
OG0000607	Prbk.g_01766	Prba.g_01618
OG0000608	Prbk.g_02429	Prba.g_01617
OG0000609	Prbk.g_02262	Prba.g_01613
OG0000610	Prbk.g_00169	Prba.g_01612
OG0000611	Prbk.g_00617	Prba.g_01593
OG0000612	Prbk.g_00616	Prba.g_01592
OG0000613	Prbk.g_00615	Prba.g_01591
OG0000614	Prbk.g_00614	Prba.g_01590
OG0000615	Prbk.g_00613	Prba.g_01588
OG0000616	Prbk.g_00612	Prba.g_01587
OG0000617	Prbk.g_00611	Prba.g_01586
OG0000618	Prbk.g_00610	Prba.g_01585
OG0000619	Prbk.g_00608	Prba.g_01584
OG0000620	Prbk.g_00607	Prba.g_01583
OG0000621	Prbk.g_00606	Prba.g_01582
OG0000622	Prbk.g_00605	Prba.g_01581
OG0000623	Prbk.g_00604	Prba.g_01580
OG0000624	Prbk.g_00603	Prba.g_01579
OG0000625	Prbk.g_00602	Prba.g_01578
OG0000626	Prbk.g_00601	Prba.g_01577
OG0000627	Prbk.g_02376	Prba.g_01576
OG0000628	Prbk.g_02375	Prba.g_01575
OG0000629	Prbk.g_02372	Prba.g_01574
OG0000630	Prbk.g_02371	Prba.g_01573
OG0000631	Prbk.g_02368	Prba.g_01571
OG0000632	Prbk.g_01780	Prba.g_01558
OG0000633	Prbk.g_01872	Prba.g_01554
OG0000634	Prbk.g_01863	Prba.g_01541
OG0000635	Prbk.g_02332	Prba.g_01534
OG0000636	Prbk.g_02333	Prba.g_01533
OG0000637	Prbk.g_02334	Prba.g_01532
OG0000638	Prbk.g_00865	Prba.g_01521
OG0000639	Prbk.g_01455	Prba.g_01512
OG0000640	Prbk.g_02367	Prba.g_01510
OG0000641	Prbk.g_02362	Prba.g_01508
OG0000642	Prbk.g_02361	Prba.g_01507
OG0000643	Prbk.g_02360	Prba.g_01506
OG0000644	Prbk.g_02462	Prba.g_01505
OG0000645	Prbk.g_02463	Prba.g_01504
OG0000646	Prbk.g_02464	Prba.g_01503
OG0000647	Prbk.g_02465	Prba.g_01502
OG0000648	Prbk.g_02467	Prba.g_01500
OG0000649	Prbk.g_02468	Prba.g_01499
OG0000650	Prbk.g_02469	Prba.g_01498
OG0000651	Prbk.g_02470	Prba.g_01497
OG0000652	Prbk.g_02471	Prba.g_01496
OG0000653	Prbk.g_02472	Prba.g_01495
OG0000654	Prbk.g_02474	Prba.g_01493
OG0000655	Prbk.g_02476	Prba.g_01491
OG0000656	Prbk.g_02477	Prba.g_01490
OG0000657	Prbk.g_02478	Prba.g_01489
OG0000658	Prbk.g_02479	Prba.g_01488
OG0000659	Prbk.g_02480	Prba.g_01487
OG0000660	Prbk.g_02481	Prba.g_01486
OG0000661	Prbk.g_02483	Prba.g_01485
OG0000662	Prbk.g_02486	Prba.g_01484
OG0000663	Prbk.g_02487	Prba.g_01483
OG0000664	Prbk.g_02488	Prba.g_01482
OG0000665	Prbk.g_02489	Prba.g_01481
OG0000666	Prbk.g_02490	Prba.g_01480
OG0000667	Prbk.g_02491	Prba.g_01479
OG0000668	Prbk.g_02492	Prba.g_01478
OG0000669	Prbk.g_02494	Prba.g_01476
OG0000670	Prbk.g_02495	Prba.g_01475
OG0000671	Prbk.g_02496	Prba.g_01474
OG0000672	Prbk.g_02497	Prba.g_01473
OG0000673	Prbk.g_02498	Prba.g_01472
OG0000674	Prbk.g_02499	Prba.g_01471
OG0000675	Prbk.g_02526	Prba.g_01469
OG0000676	Prbk.g_02527	Prba.g_01468
OG0000677	Prbk.g_02530	Prba.g_01465
OG0000678	Prbk.g_02532	Prba.g_01463
OG0000679	Prbk.g_02534	Prba.g_01462
OG0000680	Prbk.g_02535	Prba.g_01461
OG0000681	Prbk.g_02536	Prba.g_01460
OG0000682	Prbk.g_02537	Prba.g_01459
OG0000683	Prbk.g_02539	Prba.g_01457
OG0000684	Prbk.g_02540	Prba.g_01456
OG0000685	Prbk.g_02541	Prba.g_01455
OG0000686	Prbk.g_02542	Prba.g_01454
OG0000687	Prbk.g_02543	Prba.g_01453
OG0000688	Prbk.g_02544	Prba.g_01452
OG0000689	Prbk.g_02546	Prba.g_01451
OG0000690	Prbk.g_02547	Prba.g_01450
OG0000691	Prbk.g_02548	Prba.g_01449
OG0000692	Prbk.g_02559	Prba.g_01447
OG0000693	Prbk.g_02560	Prba.g_01446
OG0000694	Prbk.g_02563	Prba.g_01445
OG0000695	Prbk.g_02567	Prba.g_01444
OG0000696	Prbk.g_02568	Prba.g_01443
OG0000697	Prbk.g_02570	Prba.g_01441
OG0000698	Prbk.g_02379	Prba.g_01439
OG0000699	Prbk.g_00598	Prba.g_01438
OG0000700	Prbk.g_00582	Prba.g_01411
OG0000701	Prbk.g_00193	Prba.g_01407
OG0000702	Prbk.g_02580	Prba.g_01404
OG0000703	Prbk.g_02389	Prba.g_01403
OG0000704	Prbk.g_01662	Prba.g_01402
OG0000705	Prbk.g_02390	Prba.g_01401
OG0000706	Prbk.g_02391	Prba.g_01400
OG0000707	Prbk.g_02393	Prba.g_01398
OG0000708	Prbk.g_02394	Prba.g_01397
OG0000709	Prbk.g_02396	Prba.g_01395
OG0000710	Prbk.g_02397	Prba.g_01394
OG0000711	Prbk.g_02398	Prba.g_01393
OG0000712	Prbk.g_02399	Prba.g_01392
OG0000713	Prbk.g_02400	Prba.g_01391
OG0000714	Prbk.g_02408	Prba.g_01389
OG0000715	Prbk.g_02410	Prba.g_01388
OG0000716	Prbk.g_02415	Prba.g_01386
OG0000717	Prbk.g_02417	Prba.g_01385
OG0000718	Prbk.g_02420	Prba.g_01384
OG0000719	Prbk.g_02435	Prba.g_01382
OG0000720	Prbk.g_02436	Prba.g_01381
OG0000721	Prbk.g_02438	Prba.g_01379
OG0000722	Prbk.g_02439	Prba.g_01378
OG0000723	Prbk.g_02440	Prba.g_01377
OG0000724	Prbk.g_02453	Prba.g_01375
OG0000725	Prbk.g_02452	Prba.g_01374
OG0000726	Prbk.g_02451	Prba.g_01373
OG0000727	Prbk.g_02450	Prba.g_01372
OG0000728	Prbk.g_02449	Prba.g_01371
OG0000729	Prbk.g_02447	Prba.g_01370
OG0000730	Prbk.g_02444	Prba.g_01369
OG0000731	Prbk.g_02455	Prba.g_01368
OG0000732	Prbk.g_02456	Prba.g_01367
OG0000733	Prbk.g_02457	Prba.g_01366
OG0000734	Prbk.g_02458	Prba.g_01365
OG0000735	Prbk.g_02459	Prba.g_01363
OG0000736	Prbk.g_02460	Prba.g_01362
OG0000737	Prbk.g_02461	Prba.g_01361
OG0000738	Prbk.g_02359	Prba.g_01360
OG0000739	Prbk.g_02358	Prba.g_01359
OG0000740	Prbk.g_02357	Prba.g_01358
OG0000741	Prbk.g_02355	Prba.g_01357
OG0000742	Prbk.g_02353	Prba.g_01355
OG0000743	Prbk.g_02352	Prba.g_01354
OG0000744	Prbk.g_02350	Prba.g_01353
OG0000745	Prbk.g_02349	Prba.g_01352
OG0000746	Prbk.g_02348	Prba.g_01351
OG0000747	Prbk.g_01698	Prba.g_01350
OG0000748	Prbk.g_02340	Prba.g_01349
OG0000749	Prbk.g_02339	Prba.g_01348
OG0000750	Prbk.g_02337	Prba.g_01347
OG0000751	Prbk.g_02336	Prba.g_01346
OG0000752	Prbk.g_02189	Prba.g_01345
OG0000753	Prbk.g_02331	Prba.g_01343
OG0000754	Prbk.g_02330	Prba.g_01342
OG0000755	Prbk.g_02329	Prba.g_01341
OG0000756	Prbk.g_02327	Prba.g_01340
OG0000757	Prbk.g_02326	Prba.g_01339
OG0000758	Prbk.g_02325	Prba.g_01338
OG0000759	Prbk.g_02320	Prba.g_01336
OG0000760	Prbk.g_02319	Prba.g_01335
OG0000761	Prbk.g_02317	Prba.g_01334
OG0000762	Prbk.g_02315	Prba.g_01332
OG0000763	Prbk.g_02313	Prba.g_01331
OG0000764	Prbk.g_02311	Prba.g_01330
OG0000765	Prbk.g_02310	Prba.g_01329
OG0000766	Prbk.g_02309	Prba.g_01328
OG0000767	Prbk.g_02307	Prba.g_01326
OG0000768	Prbk.g_02306	Prba.g_01325
OG0000769	Prbk.g_02305	Prba.g_01324
OG0000770	Prbk.g_02304	Prba.g_01323
OG0000771	Prbk.g_02303	Prba.g_01322
OG0000772	Prbk.g_01728	Prba.g_01321
OG0000773	Prbk.g_02301	Prba.g_01320
OG0000774	Prbk.g_02299	Prba.g_01319
OG0000775	Prbk.g_02297	Prba.g_01318
OG0000776	Prbk.g_02293	Prba.g_01316
OG0000777	Prbk.g_02292	Prba.g_01314
OG0000778	Prbk.g_00562	Prba.g_01313
OG0000779	Prbk.g_00566	Prba.g_01312
OG0000780	Prbk.g_00568	Prba.g_01310
OG0000781	Prbk.g_00572	Prba.g_01308
OG0000782	Prbk.g_00573	Prba.g_01307
OG0000783	Prbk.g_00578	Prba.g_01295
OG0000784	Prbk.g_00580	Prba.g_01293
OG0000785	Prbk.g_00581	Prba.g_01292
OG0000786	Prbk.g_00583	Prba.g_01291
OG0000787	Prbk.g_00584	Prba.g_01290
OG0000788	Prbk.g_00590	Prba.g_01286
OG0000789	Prbk.g_00593	Prba.g_01284
OG0000790	Prbk.g_02190	Prba.g_01283
OG0000791	Prbk.g_00594	Prba.g_01282
OG0000792	Prbk.g_00595	Prba.g_01281
OG0000793	Prbk.g_00596	Prba.g_01280
OG0000794	Prbk.g_00599	Prba.g_01278
OG0000795	Prbk.g_00068	Prba.g_01275
OG0000796	Prbk.g_00067	Prba.g_01274
OG0000797	Prbk.g_00064	Prba.g_01272
OG0000798	Prbk.g_00063	Prba.g_01271
OG0000799	Prbk.g_00062	Prba.g_01270
OG0000800	Prbk.g_00061	Prba.g_01269
OG0000801	Prbk.g_00058	Prba.g_01266
OG0000802	Prbk.g_00057	Prba.g_01265
OG0000803	Prbk.g_00054	Prba.g_01263
OG0000804	Prbk.g_00053	Prba.g_01262
OG0000805	Prbk.g_00052	Prba.g_01261
OG0000806	Prbk.g_00051	Prba.g_01259
OG0000807	Prbk.g_00627	Prba.g_01234
OG0000808	Prbk.g_02595	Prba.g_01225
OG0000809	Prbk.g_02022	Prba.g_01222
OG0000810	Prbk.g_01700	Prba.g_01221
OG0000811	Prbk.g_01531	Prba.g_01214
OG0000812	Prbk.g_00869	Prba.g_00749
OG0000813	Prbk.g_00879	Prba.g_00745
OG0000814	Prbk.g_01234	Prba.g_00743
OG0000815	Prbk.g_02613	Prba.g_00729
OG0000816	Prbk.g_02202	Prba.g_00096
OG0000817	Prbk.g_02196	Prba.g_00095
OG0000818	Prbk.g_01456	Prba.g_00090
OG0000819	Prbk.g_01227	Prba.g_00083
OG0000820	Prbk.g_00004	Prba.g_00079
OG0000821	Prbk.g_01037	Prba.g_00077
OG0000822	Prbk.g_01036	Prba.g_00076
OG0000823	Prbk.g_01035	Prba.g_00075
OG0000824	Prbk.g_01034	Prba.g_00074
OG0000825	Prbk.g_01032	Prba.g_00073
OG0000826	Prbk.g_01031	Prba.g_00072
OG0000827	Prbk.g_01028	Prba.g_00071
OG0000828	Prbk.g_01026	Prba.g_00070
OG0000829	Prbk.g_01025	Prba.g_00069
OG0000830	Prbk.g_01022	Prba.g_00068
OG0000831	Prbk.g_01020	Prba.g_00065
OG0000832	Prbk.g_01018	Prba.g_00063
OG0000833	Prbk.g_01017	Prba.g_00062
OG0000834	Prbk.g_00141	Prba.g_00060
OG0000835	Prbk.g_00142	Prba.g_00059
OG0000836	Prbk.g_00143	Prba.g_00058
OG0000837	Prbk.g_00153	Prba.g_00056
OG0000838	Prbk.g_00155	Prba.g_00055
OG0000839	Prbk.g_00156	Prba.g_00054
OG0000840	Prbk.g_00157	Prba.g_00053
OG0000841	Prbk.g_00158	Prba.g_00052
OG0000842	Prbk.g_00106	Prba.g_00051
OG0000843	Prbk.g_00105	Prba.g_00050
OG0000844	Prbk.g_00104	Prba.g_00049
OG0000845	Prbk.g_00103	Prba.g_00048
OG0000846	Prbk.g_00100	Prba.g_00045
OG0000847	Prbk.g_00099	Prba.g_00043
OG0000848	Prbk.g_01501	Prba.g_00042
OG0000849	Prbk.g_01498	Prba.g_00041
OG0000850	Prbk.g_01497	Prba.g_00040
OG0000851	Prbk.g_00139	Prba.g_00039
OG0000852	Prbk.g_00137	Prba.g_00037
OG0000853	Prbk.g_00135	Prba.g_00036
OG0000854	Prbk.g_00133	Prba.g_00034
OG0000855	Prbk.g_00132	Prba.g_00033
OG0000856	Prbk.g_00131	Prba.g_00032
OG0000857	Prbk.g_00130	Prba.g_00031
OG0000858	Prbk.g_00129	Prba.g_00030
OG0000859	Prbk.g_00128	Prba.g_00029
OG0000860	Prbk.g_00127	Prba.g_00028
OG0000861	Prbk.g_01503	Prba.g_00027
OG0000862	Prbk.g_01504	Prba.g_00026
OG0000863	Prbk.g_01505	Prba.g_00025
OG0000864	Prbk.g_01506	Prba.g_00024
OG0000865	Prbk.g_01508	Prba.g_00023
OG0000866	Prbk.g_00189	Prba.g_00022
OG0000867	Prbk.g_00188	Prba.g_00021
OG0000868	Prbk.g_00186	Prba.g_00020
OG0000869	Prbk.g_00183	Prba.g_00018
OG0000870	Prbk.g_00182	Prba.g_00017
OG0000871	Prbk.g_00178	Prba.g_00015
OG0000872	Prbk.g_00177	Prba.g_00014
OG0000873	Prbk.g_00175	Prba.g_00012
OG0000874	Prbk.g_00174	Prba.g_00011
OG0000875	Prbk.g_00097	Prba.g_00010
OG0000876	Prbk.g_00098	Prba.g_00009
OG0000877	Prbk.g_00122	Prba.g_00007
OG0000878	Prbk.g_02011	Prba.g_01167
OG0000879	Prbk.g_00164	Prba.g_01181
OG0000880	Prbk.g_00163	Prba.g_01182
OG0000881	Prbk.g_00162	Prba.g_01183
OG0000882	Prbk.g_01194	Prba.g_01184
OG0000883	Prbk.g_01192	Prba.g_01185
OG0000884	Prbk.g_01190	Prba.g_01187
OG0000885	Prbk.g_01189	Prba.g_01188
OG0000886	Prbk.g_01188	Prba.g_01189
OG0000887	Prbk.g_01187	Prba.g_01190
OG0000888	Prbk.g_01186	Prba.g_01191
OG0000889	Prbk.g_01182	Prba.g_01194
OG0000890	Prbk.g_01179	Prba.g_01195
OG0000891	Prbk.g_01178	Prba.g_01196
OG0000892	Prbk.g_01175	Prba.g_01198
OG0000893	Prbk.g_01174	Prba.g_01199
OG0000894	Prbk.g_01173	Prba.g_01200
OG0000895	Prbk.g_01172	Prba.g_01201
OG0000896	Prbk.g_01171	Prba.g_01202
OG0000897	Prbk.g_01170	Prba.g_01203
OG0000898	Prbk.g_01167	Prba.g_01205
OG0000899	Prbk.g_01166	Prba.g_01206
OG0000900	Prbk.g_01199	Prba.g_00214
OG0000901	Prbk.g_02120	Prba.g_00210
OG0000902	Prbk.g_00334	Prba.g_00209
OG0000903	Prbk.g_02564	Prba.g_00208
OG0000904	Prbk.g_01691	Prba.g_00206
OG0000905	Prbk.g_00055	Prba.g_00204
OG0000906	Prbk.g_00629	Prba.g_00202
OG0000907	Prbk.g_02578	Prba.g_00201
OG0000908	Prbk.g_00923	Prba.g_00198
OG0000909	Prbk.g_02051	Prba.g_00194
OG0000910	Prbk.g_02050	Prba.g_00193
OG0000911	Prbk.g_02049	Prba.g_00192
OG0000912	Prbk.g_02048	Prba.g_00191
OG0000913	Prbk.g_02047	Prba.g_00190
OG0000914	Prbk.g_02046	Prba.g_00189
OG0000915	Prbk.g_02045	Prba.g_00188
OG0000916	Prbk.g_02044	Prba.g_00187
OG0000917	Prbk.g_02042	Prba.g_00186
OG0000918	Prbk.g_02041	Prba.g_00185
OG0000919	Prbk.g_02040	Prba.g_00184
OG0000920	Prbk.g_02039	Prba.g_00183
OG0000921	Prbk.g_02038	Prba.g_00182
OG0000922	Prbk.g_02037	Prba.g_00181
OG0000923	Prbk.g_02036	Prba.g_00180
OG0000924	Prbk.g_02035	Prba.g_00179
OG0000925	Prbk.g_02034	Prba.g_00178
OG0000926	Prbk.g_00526	Prba.g_00154
OG0000927	Prbk.g_01929	Prba.g_00115
OG0000928	Prbk.g_01930	Prba.g_00114
OG0000929	Prbk.g_01931	Prba.g_00113
OG0000930	Prbk.g_01937	Prba.g_00112
OG0000931	Prbk.g_01938	Prba.g_00111
OG0000932	Prbk.g_00244	Prba.g_00109
OG0000933	Prbk.g_00246	Prba.g_00108
OG0000934	Prbk.g_00247	Prba.g_00107
OG0000935	Prbk.g_00248	Prba.g_00106
OG0000936	Prbk.g_00249	Prba.g_00105
OG0000937	Prbk.g_00250	Prba.g_00720
OG0000938	Prbk.g_00252	Prba.g_00719
OG0000939	Prbk.g_00253	Prba.g_00718
OG0000940	Prbk.g_00255	Prba.g_00717
OG0000941	Prbk.g_00257	Prba.g_00715
OG0000942	Prbk.g_00258	Prba.g_00714
OG0000943	Prbk.g_00261	Prba.g_00711
OG0000944	Prbk.g_00270	Prba.g_00710
OG0000945	Prbk.g_00271	Prba.g_00709
OG0000946	Prbk.g_00272	Prba.g_00708
OG0000947	Prbk.g_00273	Prba.g_00707
OG0000948	Prbk.g_00274	Prba.g_00706
OG0000949	Prbk.g_00275	Prba.g_00705
OG0000950	Prbk.g_00276	Prba.g_00704
OG0000951	Prbk.g_00277	Prba.g_00703
OG0000952	Prbk.g_00278	Prba.g_00702
OG0000953	Prbk.g_00279	Prba.g_00701
OG0000954	Prbk.g_00280	Prba.g_00700
OG0000955	Prbk.g_00281	Prba.g_00699
OG0000956	Prbk.g_00282	Prba.g_00698
OG0000957	Prbk.g_00283	Prba.g_00697
OG0000958	Prbk.g_01237	Prba.g_00696
OG0000959	Prbk.g_01236	Prba.g_00695
OG0000960	Prbk.g_01235	Prba.g_00694
OG0000961	Prbk.g_01228	Prba.g_00690
OG0000962	Prbk.g_01226	Prba.g_00689
OG0000963	Prbk.g_01225	Prba.g_00688
OG0000964	Prbk.g_01222	Prba.g_00686
OG0000965	Prbk.g_01221	Prba.g_00685
OG0000966	Prbk.g_01220	Prba.g_00684
OG0000967	Prbk.g_01219	Prba.g_00683
OG0000968	Prbk.g_01218	Prba.g_00682
OG0000969	Prbk.g_01217	Prba.g_00681
OG0000970	Prbk.g_01216	Prba.g_00680
OG0000971	Prbk.g_01215	Prba.g_00679
OG0000972	Prbk.g_01214	Prba.g_00678
OG0000973	Prbk.g_01213	Prba.g_00677
OG0000974	Prbk.g_01211	Prba.g_00350
OG0000975	Prbk.g_01654	Prba.g_00347
OG0000976	Prbk.g_02016	Prba.g_00345
OG0000977	Prbk.g_02006	Prba.g_00344
OG0000978	Prbk.g_02004	Prba.g_00343
OG0000979	Prbk.g_02002	Prba.g_00341
OG0000980	Prbk.g_02001	Prba.g_00340
OG0000981	Prbk.g_02596	Prba.g_00339
OG0000982	Prbk.g_02000	Prba.g_00338
OG0000983	Prbk.g_01998	Prba.g_00336
OG0000984	Prbk.g_01997	Prba.g_00335
OG0000985	Prbk.g_01996	Prba.g_00334
OG0000986	Prbk.g_01994	Prba.g_00333
OG0000987	Prbk.g_01993	Prba.g_00332
OG0000988	Prbk.g_01991	Prba.g_00331
OG0000989	Prbk.g_01990	Prba.g_00330
OG0000990	Prbk.g_01989	Prba.g_00329
OG0000991	Prbk.g_01988	Prba.g_00328
OG0000992	Prbk.g_01987	Prba.g_00327
OG0000993	Prbk.g_01986	Prba.g_00326
OG0000994	Prbk.g_01985	Prba.g_00325
OG0000995	Prbk.g_01983	Prba.g_00324
OG0000996	Prbk.g_01982	Prba.g_00323
OG0000997	Prbk.g_01981	Prba.g_00322
OG0000998	Prbk.g_01980	Prba.g_00321
OG0000999	Prbk.g_01979	Prba.g_00320
OG0001000	Prbk.g_01978	Prba.g_00319
OG0001001	Prbk.g_01977	Prba.g_00317
OG0001002	Prbk.g_00937	Prba.g_00316
OG0001003	Prbk.g_00936	Prba.g_00315
OG0001004	Prbk.g_01360	Prba.g_00314
OG0001005	Prbk.g_00934	Prba.g_00313
OG0001006	Prbk.g_00933	Prba.g_00312
OG0001007	Prbk.g_00932	Prba.g_00311
OG0001008	Prbk.g_00930	Prba.g_00309
OG0001009	Prbk.g_00929	Prba.g_00308
OG0001010	Prbk.g_02593	Prba.g_00300
OG0001011	Prbk.g_02619	Prba.g_00293
OG0001012	Prbk.g_02485	Prba.g_00266
OG0001013	Prbk.g_00918	Prba.g_00232
OG0001014	Prbk.g_00917	Prba.g_00231
OG0001015	Prbk.g_00906	Prba.g_00619
OG0001016	Prbk.g_00905	Prba.g_00618
OG0001017	Prbk.g_00904	Prba.g_00617
OG0001018	Prbk.g_00902	Prba.g_00616
OG0001019	Prbk.g_01451	Prba.g_00614
OG0001020	Prbk.g_01450	Prba.g_00613
OG0001021	Prbk.g_01449	Prba.g_00612
OG0001022	Prbk.g_01448	Prba.g_00611
OG0001023	Prbk.g_01447	Prba.g_00610
OG0001024	Prbk.g_01445	Prba.g_00609
OG0001025	Prbk.g_01444	Prba.g_00608
OG0001026	Prbk.g_01443	Prba.g_00606
OG0001027	Prbk.g_01442	Prba.g_00605
OG0001028	Prbk.g_01441	Prba.g_00604
OG0001029	Prbk.g_01440	Prba.g_00603
OG0001030	Prbk.g_01439	Prba.g_00602
OG0001031	Prbk.g_01438	Prba.g_00601
OG0001032	Prbk.g_01437	Prba.g_00600
OG0001033	Prbk.g_01436	Prba.g_00599
OG0001034	Prbk.g_01434	Prba.g_00598
OG0001035	Prbk.g_01432	Prba.g_00596
OG0001036	Prbk.g_01431	Prba.g_00595
OG0001037	Prbk.g_01429	Prba.g_00594
OG0001038	Prbk.g_01428	Prba.g_00593
OG0001039	Prbk.g_01427	Prba.g_00592
OG0001040	Prbk.g_01426	Prba.g_00591
OG0001041	Prbk.g_01425	Prba.g_00590
OG0001042	Prbk.g_01423	Prba.g_00589
OG0001043	Prbk.g_01422	Prba.g_00588
OG0001044	Prbk.g_01421	Prba.g_00587
OG0001045	Prbk.g_01420	Prba.g_00586
OG0001046	Prbk.g_01419	Prba.g_00585
OG0001047	Prbk.g_01415	Prba.g_00582
OG0001048	Prbk.g_01413	Prba.g_00580
OG0001049	Prbk.g_01412	Prba.g_00579
OG0001050	Prbk.g_01411	Prba.g_00578
OG0001051	Prbk.g_01410	Prba.g_00577
OG0001052	Prbk.g_01409	Prba.g_00576
OG0001053	Prbk.g_01407	Prba.g_00574
OG0001054	Prbk.g_01405	Prba.g_00573
OG0001055	Prbk.g_01404	Prba.g_00572
OG0001056	Prbk.g_01403	Prba.g_00571
OG0001057	Prbk.g_01402	Prba.g_00570
OG0001058	Prbk.g_01401	Prba.g_00569
OG0001059	Prbk.g_01400	Prba.g_00568
OG0001060	Prbk.g_01399	Prba.g_00567
OG0001061	Prbk.g_01398	Prba.g_00566
OG0001062	Prbk.g_01384	Prba.g_00565
OG0001063	Prbk.g_01383	Prba.g_00564
OG0001064	Prbk.g_01381	Prba.g_00352
OG0001065	Prbk.g_01901	Prba.g_00357
OG0001066	Prbk.g_01904	Prba.g_00358
OG0001067	Prbk.g_01905	Prba.g_00359
OG0001068	Prbk.g_01909	Prba.g_00361
OG0001069	Prbk.g_01910	Prba.g_00362
OG0001070	Prbk.g_01911	Prba.g_00363
OG0001071	Prbk.g_01912	Prba.g_00364
OG0001072	Prbk.g_01913	Prba.g_00365
OG0001073	Prbk.g_01914	Prba.g_00366
OG0001074	Prbk.g_01915	Prba.g_00367
OG0001075	Prbk.g_01916	Prba.g_00368
OG0001076	Prbk.g_01917	Prba.g_00369
OG0001077	Prbk.g_01918	Prba.g_00370
OG0001078	Prbk.g_01920	Prba.g_00371
OG0001079	Prbk.g_01921	Prba.g_00372
OG0001080	Prbk.g_01922	Prba.g_00373
OG0001081	Prbk.g_00990	Prba.g_00376
OG0001082	Prbk.g_00991	Prba.g_00377
OG0001083	Prbk.g_00995	Prba.g_00378
OG0001084	Prbk.g_00993	Prba.g_00380
OG0001085	Prbk.g_00992	Prba.g_00381
OG0001086	Prbk.g_00996	Prba.g_00382
OG0001087	Prbk.g_00997	Prba.g_00383
OG0001088	Prbk.g_01926	Prba.g_00384
OG0001089	Prbk.g_00988	Prba.g_00387
OG0001090	Prbk.g_00986	Prba.g_00389
OG0001091	Prbk.g_00985	Prba.g_00390
OG0001092	Prbk.g_00984	Prba.g_00391
OG0001093	Prbk.g_00983	Prba.g_00392
OG0001094	Prbk.g_00982	Prba.g_00393
OG0001095	Prbk.g_00981	Prba.g_00394
OG0001096	Prbk.g_00980	Prba.g_00395
OG0001097	Prbk.g_00979	Prba.g_00396
OG0001098	Prbk.g_00978	Prba.g_00397
OG0001099	Prbk.g_00977	Prba.g_00398
OG0001100	Prbk.g_00976	Prba.g_00399
OG0001101	Prbk.g_00975	Prba.g_00400
OG0001102	Prbk.g_00974	Prba.g_00401
OG0001103	Prbk.g_00973	Prba.g_00402
OG0001104	Prbk.g_00972	Prba.g_00403
OG0001105	Prbk.g_00971	Prba.g_00404
OG0001106	Prbk.g_00970	Prba.g_00405
OG0001107	Prbk.g_00969	Prba.g_00406
OG0001108	Prbk.g_00968	Prba.g_00407
OG0001109	Prbk.g_00967	Prba.g_00408
OG0001110	Prbk.g_00966	Prba.g_00409
OG0001111	Prbk.g_00965	Prba.g_00410
OG0001112	Prbk.g_00964	Prba.g_00411
OG0001113	Prbk.g_00963	Prba.g_00412
OG0001114	Prbk.g_00962	Prba.g_00413
OG0001115	Prbk.g_00961	Prba.g_00414
OG0001116	Prbk.g_00960	Prba.g_00415
OG0001117	Prbk.g_00959	Prba.g_00416
OG0001118	Prbk.g_00958	Prba.g_00417
OG0001119	Prbk.g_00957	Prba.g_00418
OG0001120	Prbk.g_00956	Prba.g_00419
OG0001121	Prbk.g_00953	Prba.g_00421
OG0001122	Prbk.g_00952	Prba.g_00422
OG0001123	Prbk.g_00951	Prba.g_00423
OG0001124	Prbk.g_00949	Prba.g_00425
OG0001125	Prbk.g_00947	Prba.g_00427
OG0001126	Prbk.g_00946	Prba.g_00428
OG0001127	Prbk.g_00797	Prba.g_00430
OG0001128	Prbk.g_00798	Prba.g_00431
OG0001129	Prbk.g_00801	Prba.g_00432
OG0001130	Prbk.g_00804	Prba.g_00435
OG0001131	Prbk.g_00805	Prba.g_00436
