Orthogroup	Prbk	Prab
OG0000580	Prbk.g_00720	Prab.g_00665
OG0000581	Prbk.g_00719	Prab.g_00666
OG0000582	Prbk.g_00718	Prab.g_00667
OG0000583	Prbk.g_00717	Prab.g_00668
OG0000584	Prbk.g_00715	Prab.g_00669
OG0000585	Prbk.g_00714	Prab.g_00670
OG0000586	Prbk.g_00712	Prab.g_00672
OG0000587	Prbk.g_00711	Prab.g_00673
OG0000588	Prbk.g_00708	Prab.g_00675
OG0000589	Prbk.g_00706	Prab.g_00676
OG0000590	Prbk.g_00478	Prab.g_00678
OG0000591	Prbk.g_01361	Prab.g_00684
OG0000592	Prbk.g_01767	Prab.g_00685
OG0000593	Prbk.g_00672	Prab.g_00686
OG0000594	Prbk.g_02509	Prab.g_00688
OG0000595	Prbk.g_01925	Prab.g_00689
OG0000596	Prbk.g_01805	Prab.g_00690
OG0000597	Prbk.g_01827	Prab.g_00692
OG0000598	Prbk.g_01821	Prab.g_00693
OG0000599	Prbk.g_01817	Prab.g_00694
OG0000600	Prbk.g_01816	Prab.g_00695
OG0000601	Prbk.g_01802	Prab.g_00697
OG0000602	Prbk.g_01801	Prab.g_00698
OG0000603	Prbk.g_01800	Prab.g_00699
OG0000604	Prbk.g_01760	Prab.g_00700
OG0000605	Prbk.g_01761	Prab.g_00701
OG0000606	Prbk.g_01764	Prab.g_00702
OG0000607	Prbk.g_01766	Prab.g_00704
OG0000608	Prbk.g_02429	Prab.g_00705
OG0000609	Prbk.g_02262	Prab.g_00711
OG0000610	Prbk.g_00169	Prab.g_00712
OG0000611	Prbk.g_00617	Prab.g_00724
OG0000612	Prbk.g_00616	Prab.g_00725
OG0000613	Prbk.g_00615	Prab.g_00726
OG0000614	Prbk.g_00614	Prab.g_00727
OG0000615	Prbk.g_00613	Prab.g_00729
OG0000616	Prbk.g_00612	Prab.g_00730
OG0000617	Prbk.g_00611	Prab.g_00731
OG0000618	Prbk.g_00610	Prab.g_00732
OG0000619	Prbk.g_00608	Prab.g_00733
OG0000620	Prbk.g_00607	Prab.g_00734
OG0000621	Prbk.g_00606	Prab.g_00735
OG0000622	Prbk.g_00605	Prab.g_00736
OG0000623	Prbk.g_00604	Prab.g_00737
OG0000624	Prbk.g_00603	Prab.g_00738
OG0000625	Prbk.g_00602	Prab.g_00739
OG0000626	Prbk.g_00601	Prab.g_00740
OG0000627	Prbk.g_02376	Prab.g_00741
OG0000628	Prbk.g_02375	Prab.g_00742
OG0000629	Prbk.g_02372	Prab.g_00743
OG0000630	Prbk.g_02371	Prab.g_00744
OG0000631	Prbk.g_02368	Prab.g_00746
OG0000632	Prbk.g_01780	Prab.g_00763
OG0000633	Prbk.g_01872	Prab.g_00768
OG0000634	Prbk.g_01863	Prab.g_00783
OG0000635	Prbk.g_02332	Prab.g_00804
OG0000636	Prbk.g_02333	Prab.g_00805
OG0000637	Prbk.g_02334	Prab.g_00806
OG0000638	Prbk.g_00865	Prab.g_00818
OG0000639	Prbk.g_01455	Prab.g_00827
OG0000640	Prbk.g_02367	Prab.g_00829
OG0000641	Prbk.g_02362	Prab.g_00831
OG0000642	Prbk.g_02361	Prab.g_00832
OG0000643	Prbk.g_02360	Prab.g_00833
OG0000644	Prbk.g_02462	Prab.g_00834
OG0000645	Prbk.g_02463	Prab.g_00835
OG0000646	Prbk.g_02464	Prab.g_00836
OG0000647	Prbk.g_02465	Prab.g_00837
OG0000648	Prbk.g_02467	Prab.g_00839
OG0000649	Prbk.g_02468	Prab.g_00840
OG0000650	Prbk.g_02469	Prab.g_00841
OG0000651	Prbk.g_02470	Prab.g_00842
OG0000652	Prbk.g_02471	Prab.g_00843
OG0000653	Prbk.g_02472	Prab.g_00844
OG0000654	Prbk.g_02474	Prab.g_00846
OG0000655	Prbk.g_02476	Prab.g_00848
OG0000656	Prbk.g_02477	Prab.g_00849
OG0000657	Prbk.g_02478	Prab.g_00850
OG0000658	Prbk.g_02479	Prab.g_00851
OG0000659	Prbk.g_02480	Prab.g_00852
OG0000660	Prbk.g_02481	Prab.g_00853
OG0000661	Prbk.g_02483	Prab.g_00854
OG0000662	Prbk.g_02486	Prab.g_00855
OG0000663	Prbk.g_02487	Prab.g_00856
OG0000664	Prbk.g_02488	Prab.g_00857
OG0000665	Prbk.g_02489	Prab.g_00858
OG0000666	Prbk.g_02490	Prab.g_00859
OG0000667	Prbk.g_02491	Prab.g_00860
OG0000668	Prbk.g_02492	Prab.g_00861
OG0000669	Prbk.g_02494	Prab.g_00863
OG0000670	Prbk.g_02495	Prab.g_00864
OG0000671	Prbk.g_02496	Prab.g_00865
OG0000672	Prbk.g_02497	Prab.g_00866
OG0000673	Prbk.g_02498	Prab.g_00867
OG0000674	Prbk.g_02499	Prab.g_00868
OG0000675	Prbk.g_02526	Prab.g_00870
OG0000676	Prbk.g_02527	Prab.g_00871
OG0000677	Prbk.g_02530	Prab.g_00873
OG0000678	Prbk.g_02532	Prab.g_00875
OG0000679	Prbk.g_02534	Prab.g_00876
OG0000680	Prbk.g_02535	Prab.g_00877
OG0000681	Prbk.g_02536	Prab.g_00878
OG0000682	Prbk.g_02537	Prab.g_00879
OG0000683	Prbk.g_02539	Prab.g_00881
OG0000684	Prbk.g_02540	Prab.g_00882
OG0000685	Prbk.g_02541	Prab.g_00883
OG0000686	Prbk.g_02542	Prab.g_00884
OG0000687	Prbk.g_02543	Prab.g_00885
OG0000688	Prbk.g_02544	Prab.g_00886
OG0000689	Prbk.g_02546	Prab.g_00887
OG0000690	Prbk.g_02547	Prab.g_00888
OG0000691	Prbk.g_02548	Prab.g_00889
OG0000692	Prbk.g_02559	Prab.g_00891
OG0000693	Prbk.g_02560	Prab.g_00892
OG0000694	Prbk.g_02563	Prab.g_00893
OG0000695	Prbk.g_02567	Prab.g_00894
OG0000696	Prbk.g_02568	Prab.g_00896
OG0000697	Prbk.g_02570	Prab.g_00898
OG0000698	Prbk.g_02379	Prab.g_00900
OG0000699	Prbk.g_00598	Prab.g_00901
OG0000700	Prbk.g_00582	Prab.g_01084
OG0000701	Prbk.g_00193	Prab.g_01079
OG0000702	Prbk.g_02580	Prab.g_01076
OG0000703	Prbk.g_02389	Prab.g_01075
OG0000704	Prbk.g_01662	Prab.g_01074
OG0000705	Prbk.g_02390	Prab.g_01073
OG0000706	Prbk.g_02391	Prab.g_01072
OG0000707	Prbk.g_02393	Prab.g_01071
OG0000708	Prbk.g_02394	Prab.g_01070
OG0000709	Prbk.g_02396	Prab.g_01068
OG0000710	Prbk.g_02397	Prab.g_01067
OG0000711	Prbk.g_02398	Prab.g_01066
OG0000712	Prbk.g_02399	Prab.g_01065
OG0000713	Prbk.g_02400	Prab.g_01064
OG0000714	Prbk.g_02408	Prab.g_01062
OG0000715	Prbk.g_02410	Prab.g_01061
OG0000716	Prbk.g_02415	Prab.g_01059
OG0000717	Prbk.g_02417	Prab.g_01058
OG0000718	Prbk.g_02420	Prab.g_01057
OG0000719	Prbk.g_02435	Prab.g_01055
OG0000720	Prbk.g_02436	Prab.g_01054
OG0000721	Prbk.g_02438	Prab.g_01052
OG0000722	Prbk.g_02439	Prab.g_01051
OG0000723	Prbk.g_02440	Prab.g_01050
OG0000724	Prbk.g_02453	Prab.g_01048
OG0000725	Prbk.g_02452	Prab.g_01047
OG0000726	Prbk.g_02451	Prab.g_01046
OG0000727	Prbk.g_02450	Prab.g_01045
OG0000728	Prbk.g_02449	Prab.g_01044
OG0000729	Prbk.g_02447	Prab.g_01043
OG0000730	Prbk.g_02444	Prab.g_01042
OG0000731	Prbk.g_02455	Prab.g_01041
OG0000732	Prbk.g_02456	Prab.g_01040
OG0000733	Prbk.g_02457	Prab.g_01039
OG0000734	Prbk.g_02458	Prab.g_01038
OG0000735	Prbk.g_02459	Prab.g_01036
OG0000736	Prbk.g_02460	Prab.g_01035
OG0000737	Prbk.g_02461	Prab.g_01034
OG0000738	Prbk.g_02359	Prab.g_01033
OG0000739	Prbk.g_02358	Prab.g_01032
OG0000740	Prbk.g_02357	Prab.g_01031
OG0000741	Prbk.g_02355	Prab.g_01030
OG0000742	Prbk.g_02353	Prab.g_01028
OG0000743	Prbk.g_02352	Prab.g_01027
OG0000744	Prbk.g_02350	Prab.g_01026
OG0000745	Prbk.g_02349	Prab.g_01025
OG0000746	Prbk.g_02348	Prab.g_01024
OG0000747	Prbk.g_01698	Prab.g_01023
OG0000748	Prbk.g_02340	Prab.g_01022
OG0000749	Prbk.g_02339	Prab.g_01021
OG0000750	Prbk.g_02337	Prab.g_01020
OG0000751	Prbk.g_02336	Prab.g_01019
OG0000752	Prbk.g_02189	Prab.g_01018
OG0000753	Prbk.g_02331	Prab.g_01016
OG0000754	Prbk.g_02330	Prab.g_01015
OG0000755	Prbk.g_02329	Prab.g_01014
OG0000756	Prbk.g_02327	Prab.g_01013
OG0000757	Prbk.g_02326	Prab.g_01012
OG0000758	Prbk.g_02325	Prab.g_01011
OG0000759	Prbk.g_02320	Prab.g_01009
OG0000760	Prbk.g_02319	Prab.g_01008
OG0000761	Prbk.g_02317	Prab.g_01007
OG0000762	Prbk.g_02315	Prab.g_01005
OG0000763	Prbk.g_02313	Prab.g_01004
OG0000764	Prbk.g_02311	Prab.g_01003
OG0000765	Prbk.g_02310	Prab.g_01002
OG0000766	Prbk.g_02309	Prab.g_01001
OG0000767	Prbk.g_02307	Prab.g_00999
OG0000768	Prbk.g_02306	Prab.g_00998
OG0000769	Prbk.g_02305	Prab.g_00997
OG0000770	Prbk.g_02304	Prab.g_00996
OG0000771	Prbk.g_02303	Prab.g_00995
OG0000772	Prbk.g_01728	Prab.g_00994
OG0000773	Prbk.g_02301	Prab.g_00993
OG0000774	Prbk.g_02299	Prab.g_00992
OG0000775	Prbk.g_02297	Prab.g_00991
OG0000776	Prbk.g_02293	Prab.g_00989
OG0000777	Prbk.g_02292	Prab.g_00987
OG0000778	Prbk.g_00562	Prab.g_00986
OG0000779	Prbk.g_00566	Prab.g_00985
OG0000780	Prbk.g_00568	Prab.g_00983
OG0000781	Prbk.g_00572	Prab.g_00981
OG0000782	Prbk.g_00573	Prab.g_00980
OG0000783	Prbk.g_00578	Prab.g_00960
OG0000784	Prbk.g_00580	Prab.g_00958
OG0000785	Prbk.g_00581	Prab.g_00957
OG0000786	Prbk.g_00583	Prab.g_00956
OG0000787	Prbk.g_00584	Prab.g_00955
OG0000788	Prbk.g_00590	Prab.g_00951
OG0000789	Prbk.g_00593	Prab.g_00949
OG0000790	Prbk.g_02190	Prab.g_00948
OG0000791	Prbk.g_00594	Prab.g_00947
OG0000792	Prbk.g_00595	Prab.g_00946
OG0000793	Prbk.g_00596	Prab.g_00945
OG0000794	Prbk.g_00599	Prab.g_00943
OG0000795	Prbk.g_00068	Prab.g_00940
OG0000796	Prbk.g_00067	Prab.g_00939
OG0000797	Prbk.g_00064	Prab.g_00937
OG0000798	Prbk.g_00063	Prab.g_00936
OG0000799	Prbk.g_00062	Prab.g_00935
OG0000800	Prbk.g_00061	Prab.g_00934
OG0000801	Prbk.g_00058	Prab.g_00931
OG0000802	Prbk.g_00057	Prab.g_00930
OG0000803	Prbk.g_00054	Prab.g_00928
OG0000804	Prbk.g_00053	Prab.g_00927
OG0000805	Prbk.g_00052	Prab.g_00926
OG0000806	Prbk.g_00051	Prab.g_00924
OG0000807	Prbk.g_00627	Prab.g_01125
OG0000808	Prbk.g_02595	Prab.g_01135
OG0000809	Prbk.g_02022	Prab.g_01138
OG0000810	Prbk.g_01700	Prab.g_01139
OG0000811	Prbk.g_01531	Prab.g_01146
OG0000812	Prbk.g_00869	Prab.g_01150
OG0000813	Prbk.g_00879	Prab.g_01154
OG0000814	Prbk.g_01234	Prab.g_01156
OG0000815	Prbk.g_02613	Prab.g_01169
OG0000816	Prbk.g_02202	Prab.g_01187
OG0000817	Prbk.g_02196	Prab.g_01188
OG0000818	Prbk.g_01456	Prab.g_01194
OG0000819	Prbk.g_01227	Prab.g_01201
OG0000820	Prbk.g_00004	Prab.g_01204
OG0000821	Prbk.g_01037	Prab.g_01206
OG0000822	Prbk.g_01036	Prab.g_01207
OG0000823	Prbk.g_01035	Prab.g_01208
OG0000824	Prbk.g_01034	Prab.g_01209
OG0000825	Prbk.g_01032	Prab.g_01210
OG0000826	Prbk.g_01031	Prab.g_01211
OG0000827	Prbk.g_01028	Prab.g_01212
OG0000828	Prbk.g_01026	Prab.g_01213
OG0000829	Prbk.g_01025	Prab.g_01214
OG0000830	Prbk.g_01022	Prab.g_01215
OG0000831	Prbk.g_01020	Prab.g_01218
OG0000832	Prbk.g_01018	Prab.g_01220
OG0000833	Prbk.g_01017	Prab.g_01221
OG0000834	Prbk.g_00141	Prab.g_01222
OG0000835	Prbk.g_00142	Prab.g_01223
OG0000836	Prbk.g_00143	Prab.g_01224
OG0000837	Prbk.g_00153	Prab.g_01226
OG0000838	Prbk.g_00155	Prab.g_01227
OG0000839	Prbk.g_00156	Prab.g_01228
OG0000840	Prbk.g_00157	Prab.g_01229
OG0000841	Prbk.g_00158	Prab.g_01230
OG0000842	Prbk.g_00106	Prab.g_01231
OG0000843	Prbk.g_00105	Prab.g_01232
OG0000844	Prbk.g_00104	Prab.g_01233
OG0000845	Prbk.g_00103	Prab.g_01234
OG0000846	Prbk.g_00100	Prab.g_01237
OG0000847	Prbk.g_00099	Prab.g_01239
OG0000848	Prbk.g_01501	Prab.g_01240
OG0000849	Prbk.g_01498	Prab.g_01241
OG0000850	Prbk.g_01497	Prab.g_01242
OG0000851	Prbk.g_00139	Prab.g_01243
OG0000852	Prbk.g_00137	Prab.g_01245
OG0000853	Prbk.g_00135	Prab.g_01246
OG0000854	Prbk.g_00133	Prab.g_01248
OG0000855	Prbk.g_00132	Prab.g_01249
OG0000856	Prbk.g_00131	Prab.g_01250
OG0000857	Prbk.g_00130	Prab.g_01251
OG0000858	Prbk.g_00129	Prab.g_01252
OG0000859	Prbk.g_00128	Prab.g_01253
OG0000860	Prbk.g_00127	Prab.g_01254
OG0000861	Prbk.g_01503	Prab.g_01255
OG0000862	Prbk.g_01504	Prab.g_01256
OG0000863	Prbk.g_01505	Prab.g_01257
OG0000864	Prbk.g_01506	Prab.g_01258
OG0000865	Prbk.g_01508	Prab.g_01259
OG0000866	Prbk.g_00189	Prab.g_01260
OG0000867	Prbk.g_00188	Prab.g_01261
OG0000868	Prbk.g_00186	Prab.g_01262
OG0000869	Prbk.g_00183	Prab.g_01264
OG0000870	Prbk.g_00182	Prab.g_01265
OG0000871	Prbk.g_00178	Prab.g_01267
OG0000872	Prbk.g_00177	Prab.g_01268
OG0000873	Prbk.g_00175	Prab.g_01270
OG0000874	Prbk.g_00174	Prab.g_01271
OG0000875	Prbk.g_00097	Prab.g_01272
OG0000876	Prbk.g_00098	Prab.g_01273
OG0000877	Prbk.g_00122	Prab.g_01275
OG0000878	Prbk.g_02011	Prab.g_01303
OG0000879	Prbk.g_00164	Prab.g_01315
OG0000880	Prbk.g_00163	Prab.g_01316
OG0000881	Prbk.g_00162	Prab.g_01317
OG0000882	Prbk.g_01194	Prab.g_01318
OG0000883	Prbk.g_01192	Prab.g_01319
OG0000884	Prbk.g_01190	Prab.g_01321
OG0000885	Prbk.g_01189	Prab.g_01322
OG0000886	Prbk.g_01188	Prab.g_01323
OG0000887	Prbk.g_01187	Prab.g_01324
OG0000888	Prbk.g_01186	Prab.g_01325
OG0000889	Prbk.g_01182	Prab.g_01328
OG0000890	Prbk.g_01179	Prab.g_01329
OG0000891	Prbk.g_01178	Prab.g_01330
OG0000892	Prbk.g_01175	Prab.g_01332
OG0000893	Prbk.g_01174	Prab.g_01333
OG0000894	Prbk.g_01173	Prab.g_01334
OG0000895	Prbk.g_01172	Prab.g_01335
OG0000896	Prbk.g_01171	Prab.g_01336
OG0000897	Prbk.g_01170	Prab.g_01337
OG0000898	Prbk.g_01167	Prab.g_01339
OG0000899	Prbk.g_01166	Prab.g_01340
OG0000900	Prbk.g_01199	Prab.g_01346
OG0000901	Prbk.g_02120	Prab.g_01347
OG0000902	Prbk.g_00334	Prab.g_01348
OG0000903	Prbk.g_02564	Prab.g_01349
OG0000904	Prbk.g_01691	Prab.g_01351
OG0000905	Prbk.g_00055	Prab.g_01353
OG0000906	Prbk.g_00629	Prab.g_01354
OG0000907	Prbk.g_02578	Prab.g_01355
OG0000908	Prbk.g_00923	Prab.g_01358
OG0000909	Prbk.g_02051	Prab.g_01362
OG0000910	Prbk.g_02050	Prab.g_01363
OG0000911	Prbk.g_02049	Prab.g_01364
OG0000912	Prbk.g_02048	Prab.g_01365
OG0000913	Prbk.g_02047	Prab.g_01366
OG0000914	Prbk.g_02046	Prab.g_01367
OG0000915	Prbk.g_02045	Prab.g_01368
OG0000916	Prbk.g_02044	Prab.g_01369
OG0000917	Prbk.g_02042	Prab.g_01370
OG0000918	Prbk.g_02041	Prab.g_01371
OG0000919	Prbk.g_02040	Prab.g_01372
OG0000920	Prbk.g_02039	Prab.g_01373
OG0000921	Prbk.g_02038	Prab.g_01374
OG0000922	Prbk.g_02037	Prab.g_01375
OG0000923	Prbk.g_02036	Prab.g_01376
OG0000924	Prbk.g_02035	Prab.g_01377
OG0000925	Prbk.g_02034	Prab.g_01378
OG0000926	Prbk.g_00526	Prab.g_01379
OG0000927	Prbk.g_01929	Prab.g_01448
OG0000928	Prbk.g_01930	Prab.g_01449
OG0000929	Prbk.g_01931	Prab.g_01450
OG0000930	Prbk.g_01937	Prab.g_01451
OG0000931	Prbk.g_01938	Prab.g_01452
OG0000932	Prbk.g_00244	Prab.g_01454
OG0000933	Prbk.g_00246	Prab.g_01455
OG0000934	Prbk.g_00247	Prab.g_01456
OG0000935	Prbk.g_00248	Prab.g_01457
OG0000936	Prbk.g_00249	Prab.g_01458
OG0000937	Prbk.g_00250	Prab.g_01459
OG0000938	Prbk.g_00252	Prab.g_01460
OG0000939	Prbk.g_00253	Prab.g_01461
OG0000940	Prbk.g_00255	Prab.g_01462
OG0000941	Prbk.g_00257	Prab.g_01464
OG0000942	Prbk.g_00258	Prab.g_01465
OG0000943	Prbk.g_00261	Prab.g_01468
OG0000944	Prbk.g_00270	Prab.g_01469
OG0000945	Prbk.g_00271	Prab.g_01470
OG0000946	Prbk.g_00272	Prab.g_01471
OG0000947	Prbk.g_00273	Prab.g_01472
OG0000948	Prbk.g_00274	Prab.g_01473
OG0000949	Prbk.g_00275	Prab.g_01474
OG0000950	Prbk.g_00276	Prab.g_01475
OG0000951	Prbk.g_00277	Prab.g_01476
OG0000952	Prbk.g_00278	Prab.g_01477
OG0000953	Prbk.g_00279	Prab.g_01478
OG0000954	Prbk.g_00280	Prab.g_01479
OG0000955	Prbk.g_00281	Prab.g_01480
OG0000956	Prbk.g_00282	Prab.g_01481
OG0000957	Prbk.g_00283	Prab.g_01482
OG0000958	Prbk.g_01237	Prab.g_01483
OG0000959	Prbk.g_01236	Prab.g_01484
OG0000960	Prbk.g_01235	Prab.g_01485
OG0000961	Prbk.g_01228	Prab.g_01489
OG0000962	Prbk.g_01226	Prab.g_01490
OG0000963	Prbk.g_01225	Prab.g_01491
OG0000964	Prbk.g_01222	Prab.g_01493
OG0000965	Prbk.g_01221	Prab.g_01494
OG0000966	Prbk.g_01220	Prab.g_01495
OG0000967	Prbk.g_01219	Prab.g_01496
OG0000968	Prbk.g_01218	Prab.g_01497
OG0000969	Prbk.g_01217	Prab.g_01498
OG0000970	Prbk.g_01216	Prab.g_01499
OG0000971	Prbk.g_01215	Prab.g_01500
OG0000972	Prbk.g_01214	Prab.g_01501
OG0000973	Prbk.g_01213	Prab.g_01502
OG0000974	Prbk.g_01211	Prab.g_01504
OG0000975	Prbk.g_01654	Prab.g_01507
OG0000976	Prbk.g_02016	Prab.g_01509
OG0000977	Prbk.g_02006	Prab.g_01510
OG0000978	Prbk.g_02004	Prab.g_01511
OG0000979	Prbk.g_02002	Prab.g_01513
OG0000980	Prbk.g_02001	Prab.g_01514
OG0000981	Prbk.g_02596	Prab.g_01515
OG0000982	Prbk.g_02000	Prab.g_01516
OG0000983	Prbk.g_01998	Prab.g_01518
OG0000984	Prbk.g_01997	Prab.g_01519
OG0000985	Prbk.g_01996	Prab.g_01520
OG0000986	Prbk.g_01994	Prab.g_01521
OG0000987	Prbk.g_01993	Prab.g_01522
OG0000988	Prbk.g_01991	Prab.g_01523
OG0000989	Prbk.g_01990	Prab.g_01524
OG0000990	Prbk.g_01989	Prab.g_01525
OG0000991	Prbk.g_01988	Prab.g_01526
OG0000992	Prbk.g_01987	Prab.g_01527
OG0000993	Prbk.g_01986	Prab.g_01528
OG0000994	Prbk.g_01985	Prab.g_01529
OG0000995	Prbk.g_01983	Prab.g_01530
OG0000996	Prbk.g_01982	Prab.g_01531
OG0000997	Prbk.g_01981	Prab.g_01532
OG0000998	Prbk.g_01980	Prab.g_01533
OG0000999	Prbk.g_01979	Prab.g_01534
OG0001000	Prbk.g_01978	Prab.g_01535
OG0001001	Prbk.g_01977	Prab.g_01537
OG0001002	Prbk.g_00937	Prab.g_01538
OG0001003	Prbk.g_00936	Prab.g_01539
OG0001004	Prbk.g_01360	Prab.g_01540
OG0001005	Prbk.g_00934	Prab.g_01541
OG0001006	Prbk.g_00933	Prab.g_01542
OG0001007	Prbk.g_00932	Prab.g_01543
OG0001008	Prbk.g_00930	Prab.g_01545
OG0001009	Prbk.g_00929	Prab.g_01546
OG0001010	Prbk.g_02593	Prab.g_01553
OG0001011	Prbk.g_02619	Prab.g_01563
OG0001012	Prbk.g_02485	Prab.g_01601
OG0001013	Prbk.g_00918	Prab.g_01663
OG0001014	Prbk.g_00917	Prab.g_01664
OG0001015	Prbk.g_00906	Prab.g_01670
OG0001016	Prbk.g_00905	Prab.g_01671
OG0001017	Prbk.g_00904	Prab.g_01672
OG0001018	Prbk.g_00902	Prab.g_01673
OG0001019	Prbk.g_01451	Prab.g_01675
OG0001020	Prbk.g_01450	Prab.g_01676
OG0001021	Prbk.g_01449	Prab.g_01677
OG0001022	Prbk.g_01448	Prab.g_01678
OG0001023	Prbk.g_01447	Prab.g_01679
OG0001024	Prbk.g_01445	Prab.g_01680
OG0001025	Prbk.g_01444	Prab.g_01681
OG0001026	Prbk.g_01443	Prab.g_01683
OG0001027	Prbk.g_01442	Prab.g_01684
OG0001028	Prbk.g_01441	Prab.g_01685
OG0001029	Prbk.g_01440	Prab.g_01686
OG0001030	Prbk.g_01439	Prab.g_01687
OG0001031	Prbk.g_01438	Prab.g_01688
OG0001032	Prbk.g_01437	Prab.g_01689
OG0001033	Prbk.g_01436	Prab.g_01690
OG0001034	Prbk.g_01434	Prab.g_01691
OG0001035	Prbk.g_01432	Prab.g_01693
OG0001036	Prbk.g_01431	Prab.g_01694
OG0001037	Prbk.g_01429	Prab.g_01695
OG0001038	Prbk.g_01428	Prab.g_01696
OG0001039	Prbk.g_01427	Prab.g_01697
OG0001040	Prbk.g_01426	Prab.g_01698
OG0001041	Prbk.g_01425	Prab.g_01699
OG0001042	Prbk.g_01423	Prab.g_01700
OG0001043	Prbk.g_01422	Prab.g_01701
OG0001044	Prbk.g_01421	Prab.g_01702
OG0001045	Prbk.g_01420	Prab.g_01703
OG0001046	Prbk.g_01419	Prab.g_01704
OG0001047	Prbk.g_01415	Prab.g_01707
OG0001048	Prbk.g_01413	Prab.g_01709
OG0001049	Prbk.g_01412	Prab.g_01710
OG0001050	Prbk.g_01411	Prab.g_01711
OG0001051	Prbk.g_01410	Prab.g_01712
OG0001052	Prbk.g_01409	Prab.g_01713
OG0001053	Prbk.g_01407	Prab.g_01714
OG0001054	Prbk.g_01405	Prab.g_01716
OG0001055	Prbk.g_01404	Prab.g_01717
OG0001056	Prbk.g_01403	Prab.g_01718
OG0001057	Prbk.g_01402	Prab.g_01719
OG0001058	Prbk.g_01401	Prab.g_01720
OG0001059	Prbk.g_01400	Prab.g_01721
OG0001060	Prbk.g_01399	Prab.g_01722
OG0001061	Prbk.g_01398	Prab.g_01723
OG0001062	Prbk.g_01384	Prab.g_01724
OG0001063	Prbk.g_01383	Prab.g_01725
OG0001064	Prbk.g_01381	Prab.g_01727
OG0001065	Prbk.g_01901	Prab.g_01731
OG0001066	Prbk.g_01904	Prab.g_01732
OG0001067	Prbk.g_01905	Prab.g_01733
OG0001068	Prbk.g_01909	Prab.g_01735
OG0001069	Prbk.g_01910	Prab.g_01736
OG0001070	Prbk.g_01911	Prab.g_01737
OG0001071	Prbk.g_01912	Prab.g_01738
OG0001072	Prbk.g_01913	Prab.g_01739
OG0001073	Prbk.g_01914	Prab.g_01740
OG0001074	Prbk.g_01915	Prab.g_01741
OG0001075	Prbk.g_01916	Prab.g_01742
OG0001076	Prbk.g_01917	Prab.g_01743
OG0001077	Prbk.g_01918	Prab.g_01744
OG0001078	Prbk.g_01920	Prab.g_01745
OG0001079	Prbk.g_01921	Prab.g_01746
OG0001080	Prbk.g_01922	Prab.g_01747
OG0001081	Prbk.g_00990	Prab.g_01750
OG0001082	Prbk.g_00991	Prab.g_01751
OG0001083	Prbk.g_00995	Prab.g_01752
OG0001084	Prbk.g_00993	Prab.g_01753
OG0001085	Prbk.g_00992	Prab.g_01754
OG0001086	Prbk.g_00996	Prab.g_01755
OG0001087	Prbk.g_00997	Prab.g_01756
OG0001088	Prbk.g_01926	Prab.g_01757
OG0001089	Prbk.g_00988	Prab.g_01760
OG0001090	Prbk.g_00986	Prab.g_01762
OG0001091	Prbk.g_00985	Prab.g_01763
OG0001092	Prbk.g_00984	Prab.g_01764
OG0001093	Prbk.g_00983	Prab.g_01765
OG0001094	Prbk.g_00982	Prab.g_01766
OG0001095	Prbk.g_00981	Prab.g_01767
OG0001096	Prbk.g_00980	Prab.g_01768
OG0001097	Prbk.g_00979	Prab.g_01769
OG0001098	Prbk.g_00978	Prab.g_01770
OG0001099	Prbk.g_00977	Prab.g_01771
OG0001100	Prbk.g_00976	Prab.g_01772
OG0001101	Prbk.g_00975	Prab.g_01773
OG0001102	Prbk.g_00974	Prab.g_01774
OG0001103	Prbk.g_00973	Prab.g_01775
OG0001104	Prbk.g_00972	Prab.g_01776
OG0001105	Prbk.g_00971	Prab.g_01777
OG0001106	Prbk.g_00970	Prab.g_01778
OG0001107	Prbk.g_00969	Prab.g_01779
OG0001108	Prbk.g_00968	Prab.g_01780
OG0001109	Prbk.g_00967	Prab.g_01781
OG0001110	Prbk.g_00966	Prab.g_01782
OG0001111	Prbk.g_00965	Prab.g_01783
OG0001112	Prbk.g_00964	Prab.g_01784
OG0001113	Prbk.g_00963	Prab.g_01785
OG0001114	Prbk.g_00962	Prab.g_01786
OG0001115	Prbk.g_00961	Prab.g_01787
OG0001116	Prbk.g_00960	Prab.g_01788
OG0001117	Prbk.g_00959	Prab.g_01789
OG0001118	Prbk.g_00958	Prab.g_01790
OG0001119	Prbk.g_00957	Prab.g_01791
OG0001120	Prbk.g_00956	Prab.g_01792
OG0001121	Prbk.g_00953	Prab.g_01794
OG0001122	Prbk.g_00952	Prab.g_01795
OG0001123	Prbk.g_00951	Prab.g_01796
OG0001124	Prbk.g_00949	Prab.g_01798
OG0001125	Prbk.g_00947	Prab.g_01800
OG0001126	Prbk.g_00946	Prab.g_01801
OG0001127	Prbk.g_00797	Prab.g_01803
OG0001128	Prbk.g_00798	Prab.g_01804
OG0001129	Prbk.g_00801	Prab.g_01805
OG0001130	Prbk.g_00804	Prab.g_01808
OG0001131	Prbk.g_00805	Prab.g_01809
OG0001132	Prbk.g_00806	Prab.g_01810
OG0001133	Prbk.g_00807	Prab.g_01811
OG0001134	Prbk.g_00808	Prab.g_01812
OG0001135	Prbk.g_00809	Prab.g_01813
OG0001136	Prbk.g_00810	Prab.g_01814
OG0001137	Prbk.g_00811	Prab.g_01815
OG0001138	Prbk.g_00812	Prab.g_01816
