Orthogroup	Prao	Prap
OG0000595	Prao.g_00122	Prap.g_00816
OG0000596	Prao.g_00123	Prap.g_00815
OG0000597	Prao.g_00125	Prap.g_00813
OG0000598	Prao.g_00126	Prap.g_00812
OG0000599	Prao.g_00127	Prap.g_00811
OG0000600	Prao.g_00128	Prap.g_00810
OG0000601	Prao.g_00130	Prap.g_00807
OG0000602	Prao.g_00131	Prap.g_00806
OG0000603	Prao.g_00132	Prap.g_00805
OG0000604	Prao.g_00133	Prap.g_00802
OG0000605	Prao.g_00134	Prap.g_00801
OG0000606	Prao.g_00135	Prap.g_00800
OG0000607	Prao.g_00137	Prap.g_00798
OG0000608	Prao.g_00138	Prap.g_00796
OG0000609	Prao.g_00142	Prap.g_01489
OG0000610	Prao.g_00143	Prap.g_00872
OG0000611	Prao.g_00649	Prap.g_00790
OG0000612	Prao.g_00650	Prap.g_00789
OG0000613	Prao.g_00651	Prap.g_00344
OG0000614	Prao.g_00652	Prap.g_00343
OG0000615	Prao.g_00654	Prap.g_00341
OG0000616	Prao.g_00655	Prap.g_00340
OG0000617	Prao.g_00656	Prap.g_00339
OG0000618	Prao.g_00657	Prap.g_00338
OG0000619	Prao.g_00658	Prap.g_00337
OG0000620	Prao.g_00659	Prap.g_00336
OG0000621	Prao.g_00660	Prap.g_00335
OG0000622	Prao.g_00661	Prap.g_00334
OG0000623	Prao.g_00662	Prap.g_00333
OG0000624	Prao.g_00663	Prap.g_00331
OG0000625	Prao.g_00664	Prap.g_00330
OG0000626	Prao.g_00665	Prap.g_00329
OG0000627	Prao.g_00666	Prap.g_00328
OG0000628	Prao.g_00667	Prap.g_00327
OG0000629	Prao.g_00668	Prap.g_00326
OG0000630	Prao.g_00669	Prap.g_00325
OG0000631	Prao.g_00671	Prap.g_00323
OG0000632	Prao.g_00683	Prap.g_00322
OG0000633	Prao.g_00687	Prap.g_00036
OG0000634	Prao.g_00701	Prap.g_00545
OG0000635	Prao.g_00704	Prap.g_01121
OG0000636	Prao.g_00705	Prap.g_01122
OG0000637	Prao.g_00706	Prap.g_01123
OG0000638	Prao.g_00718	Prap.g_01375
OG0000639	Prao.g_00727	Prap.g_00688
OG0000640	Prao.g_00729	Prap.g_00685
OG0000641	Prao.g_00732	Prap.g_00683
OG0000642	Prao.g_00733	Prap.g_00682
OG0000643	Prao.g_00734	Prap.g_00681
OG0000644	Prao.g_00735	Prap.g_00345
OG0000645	Prao.g_00736	Prap.g_00788
OG0000646	Prao.g_00737	Prap.g_00787
OG0000647	Prao.g_00738	Prap.g_00786
OG0000648	Prao.g_00740	Prap.g_00784
OG0000649	Prao.g_00741	Prap.g_00783
OG0000650	Prao.g_00742	Prap.g_00782
OG0000651	Prao.g_00743	Prap.g_00781
OG0000652	Prao.g_00744	Prap.g_00780
OG0000653	Prao.g_00745	Prap.g_00779
OG0000654	Prao.g_00747	Prap.g_00777
OG0000655	Prao.g_00749	Prap.g_00775
OG0000656	Prao.g_00750	Prap.g_00774
OG0000657	Prao.g_00751	Prap.g_00773
OG0000658	Prao.g_00752	Prap.g_00772
OG0000659	Prao.g_00753	Prap.g_00771
OG0000660	Prao.g_00754	Prap.g_00770
OG0000661	Prao.g_00755	Prap.g_00769
OG0000662	Prao.g_00756	Prap.g_00767
OG0000663	Prao.g_00757	Prap.g_00766
OG0000664	Prao.g_00758	Prap.g_00765
OG0000665	Prao.g_00759	Prap.g_00764
OG0000666	Prao.g_00760	Prap.g_00763
OG0000667	Prao.g_00761	Prap.g_00762
OG0000668	Prao.g_00762	Prap.g_00761
OG0000669	Prao.g_00764	Prap.g_00759
OG0000670	Prao.g_00765	Prap.g_00758
OG0000671	Prao.g_00766	Prap.g_00757
OG0000672	Prao.g_00767	Prap.g_00756
OG0000673	Prao.g_00768	Prap.g_00755
OG0000674	Prao.g_00769	Prap.g_00754
OG0000675	Prao.g_00771	Prap.g_00752
OG0000676	Prao.g_00772	Prap.g_00751
OG0000677	Prao.g_00775	Prap.g_00748
OG0000678	Prao.g_00777	Prap.g_00746
OG0000679	Prao.g_00778	Prap.g_00744
OG0000680	Prao.g_00779	Prap.g_00743
OG0000681	Prao.g_00780	Prap.g_00742
OG0000682	Prao.g_00781	Prap.g_00741
OG0000683	Prao.g_00783	Prap.g_00739
OG0000684	Prao.g_00784	Prap.g_00738
OG0000685	Prao.g_00785	Prap.g_00737
OG0000686	Prao.g_00786	Prap.g_00736
OG0000687	Prao.g_00787	Prap.g_00735
OG0000688	Prao.g_00788	Prap.g_00734
OG0000689	Prao.g_00789	Prap.g_00733
OG0000690	Prao.g_00790	Prap.g_00732
OG0000691	Prao.g_00791	Prap.g_00731
OG0000692	Prao.g_00793	Prap.g_00727
OG0000693	Prao.g_00794	Prap.g_00726
OG0000694	Prao.g_00795	Prap.g_00725
OG0000695	Prao.g_00796	Prap.g_00724
OG0000696	Prao.g_00797	Prap.g_00723
OG0000697	Prao.g_00799	Prap.g_00721
OG0000698	Prao.g_00801	Prap.g_00717
OG0000699	Prao.g_00802	Prap.g_00716
OG0000700	Prao.g_00829	Prap.g_00660
OG0000701	Prao.g_00834	Prap.g_00655
OG0000702	Prao.g_00837	Prap.g_00869
OG0000703	Prao.g_00838	Prap.g_00867
OG0000704	Prao.g_00839	Prap.g_00866
OG0000705	Prao.g_00840	Prap.g_00864
OG0000706	Prao.g_00841	Prap.g_00863
OG0000707	Prao.g_00842	Prap.g_00861
OG0000708	Prao.g_00843	Prap.g_00860
OG0000709	Prao.g_00845	Prap.g_00858
OG0000710	Prao.g_00846	Prap.g_00857
OG0000711	Prao.g_00847	Prap.g_00856
OG0000712	Prao.g_00848	Prap.g_00855
OG0000713	Prao.g_00849	Prap.g_00854
OG0000714	Prao.g_00851	Prap.g_00852
OG0000715	Prao.g_00852	Prap.g_00851
OG0000716	Prao.g_00854	Prap.g_00849
OG0000717	Prao.g_00855	Prap.g_00848
OG0000718	Prao.g_00856	Prap.g_00847
OG0000719	Prao.g_00858	Prap.g_00845
OG0000720	Prao.g_00859	Prap.g_00844
OG0000721	Prao.g_00861	Prap.g_00841
OG0000722	Prao.g_00862	Prap.g_00840
OG0000723	Prao.g_00863	Prap.g_00839
OG0000724	Prao.g_00864	Prap.g_00837
OG0000725	Prao.g_00865	Prap.g_00836
OG0000726	Prao.g_00866	Prap.g_00835
OG0000727	Prao.g_00867	Prap.g_00834
OG0000728	Prao.g_00868	Prap.g_00833
OG0000729	Prao.g_00869	Prap.g_00832
OG0000730	Prao.g_00870	Prap.g_00355
OG0000731	Prao.g_00871	Prap.g_00353
OG0000732	Prao.g_00872	Prap.g_00352
OG0000733	Prao.g_00873	Prap.g_00351
OG0000734	Prao.g_00874	Prap.g_00350
OG0000735	Prao.g_00876	Prap.g_00348
OG0000736	Prao.g_00877	Prap.g_00347
OG0000737	Prao.g_00878	Prap.g_00346
OG0000738	Prao.g_00879	Prap.g_00680
OG0000739	Prao.g_00880	Prap.g_00679
OG0000740	Prao.g_00881	Prap.g_00678
OG0000741	Prao.g_00882	Prap.g_00677
OG0000742	Prao.g_00884	Prap.g_00675
OG0000743	Prao.g_00885	Prap.g_00239
OG0000744	Prao.g_00886	Prap.g_00240
OG0000745	Prao.g_00887	Prap.g_00241
OG0000746	Prao.g_00888	Prap.g_00242
OG0000747	Prao.g_00889	Prap.g_00243
OG0000748	Prao.g_00890	Prap.g_00244
OG0000749	Prao.g_00891	Prap.g_00245
OG0000750	Prao.g_00892	Prap.g_00247
OG0000751	Prao.g_00893	Prap.g_00248
OG0000752	Prao.g_00894	Prap.g_00307
OG0000753	Prao.g_00896	Prap.g_00250
OG0000754	Prao.g_00897	Prap.g_00251
OG0000755	Prao.g_00898	Prap.g_00252
OG0000756	Prao.g_00899	Prap.g_00254
OG0000757	Prao.g_00900	Prap.g_00255
OG0000758	Prao.g_00901	Prap.g_00256
OG0000759	Prao.g_00903	Prap.g_00258
OG0000760	Prao.g_00904	Prap.g_00259
OG0000761	Prao.g_00905	Prap.g_00260
OG0000762	Prao.g_00907	Prap.g_00262
OG0000763	Prao.g_00908	Prap.g_00263
OG0000764	Prao.g_00909	Prap.g_00264
OG0000765	Prao.g_00910	Prap.g_00265
OG0000766	Prao.g_00911	Prap.g_00266
OG0000767	Prao.g_00913	Prap.g_00268
OG0000768	Prao.g_00914	Prap.g_00269
OG0000769	Prao.g_00915	Prap.g_00270
OG0000770	Prao.g_00916	Prap.g_00271
OG0000771	Prao.g_00917	Prap.g_00272
OG0000772	Prao.g_00918	Prap.g_00522
OG0000773	Prao.g_00919	Prap.g_00274
OG0000774	Prao.g_00920	Prap.g_00275
OG0000775	Prao.g_00921	Prap.g_00276
OG0000776	Prao.g_00923	Prap.g_00279
OG0000777	Prao.g_00925	Prap.g_00280
OG0000778	Prao.g_00926	Prap.g_00281
OG0000779	Prao.g_00927	Prap.g_00282
OG0000780	Prao.g_00929	Prap.g_00284
OG0000781	Prao.g_00931	Prap.g_00286
OG0000782	Prao.g_00932	Prap.g_00287
OG0000783	Prao.g_00943	Prap.g_00291
OG0000784	Prao.g_00945	Prap.g_00293
OG0000785	Prao.g_00946	Prap.g_00294
OG0000786	Prao.g_00947	Prap.g_00295
OG0000787	Prao.g_00948	Prap.g_00296
OG0000788	Prao.g_00952	Prap.g_00302
OG0000789	Prao.g_00954	Prap.g_00305
OG0000790	Prao.g_00955	Prap.g_00306
OG0000791	Prao.g_00956	Prap.g_00309
OG0000792	Prao.g_00957	Prap.g_00310
OG0000793	Prao.g_00958	Prap.g_00311
OG0000794	Prao.g_00960	Prap.g_00314
OG0000795	Prao.g_00963	Prap.g_00697
OG0000796	Prao.g_00964	Prap.g_00698
OG0000797	Prao.g_00966	Prap.g_00700
OG0000798	Prao.g_00967	Prap.g_00701
OG0000799	Prao.g_00968	Prap.g_00702
OG0000800	Prao.g_00969	Prap.g_00703
OG0000801	Prao.g_00972	Prap.g_00706
OG0000802	Prao.g_00973	Prap.g_00707
OG0000803	Prao.g_00975	Prap.g_00709
OG0000804	Prao.g_00976	Prap.g_00710
OG0000805	Prao.g_00977	Prap.g_00711
OG0000806	Prao.g_00979	Prap.g_00713
OG0000807	Prao.g_01007	Prap.g_01345
OG0000808	Prao.g_01016	Prap.g_00020
OG0000809	Prao.g_01019	Prap.g_00504
OG0000810	Prao.g_01020	Prap.g_01126
OG0000811	Prao.g_01027	Prap.g_00539
OG0000812	Prao.g_01156	Prap.g_00498
OG0000813	Prao.g_01152	Prap.g_01366
OG0000814	Prao.g_01150	Prap.g_00525
OG0000815	Prao.g_01137	Prap.g_00058
OG0000816	Prao.g_01121	Prap.g_01882
OG0000817	Prao.g_01120	Prap.g_01881
OG0000818	Prao.g_01115	Prap.g_00031
OG0000819	Prao.g_01108	Prap.g_00478
OG0000820	Prao.g_01104	Prap.g_00472
OG0000821	Prao.g_01102	Prap.g_00470
OG0000822	Prao.g_01101	Prap.g_00469
OG0000823	Prao.g_01100	Prap.g_00468
OG0000824	Prao.g_01099	Prap.g_00467
OG0000825	Prao.g_01098	Prap.g_00466
OG0000826	Prao.g_01097	Prap.g_00465
OG0000827	Prao.g_01096	Prap.g_00464
OG0000828	Prao.g_01095	Prap.g_00463
OG0000829	Prao.g_01094	Prap.g_00462
OG0000830	Prao.g_01093	Prap.g_00460
OG0000831	Prao.g_01090	Prap.g_00457
OG0000832	Prao.g_01088	Prap.g_00455
OG0000833	Prao.g_01087	Prap.g_00454
OG0000834	Prao.g_01086	Prap.g_00453
OG0000835	Prao.g_01085	Prap.g_00452
OG0000836	Prao.g_01084	Prap.g_00451
OG0000837	Prao.g_01082	Prap.g_00448
OG0000838	Prao.g_01081	Prap.g_00447
OG0000839	Prao.g_01080	Prap.g_00446
OG0000840	Prao.g_01079	Prap.g_00445
OG0000841	Prao.g_01078	Prap.g_00444
OG0000842	Prao.g_01077	Prap.g_00442
OG0000843	Prao.g_01076	Prap.g_00441
OG0000844	Prao.g_01075	Prap.g_00440
OG0000845	Prao.g_01074	Prap.g_00439
OG0000846	Prao.g_01071	Prap.g_00437
OG0000847	Prao.g_01069	Prap.g_00435
OG0000848	Prao.g_01068	Prap.g_00434
OG0000849	Prao.g_01067	Prap.g_00431
OG0000850	Prao.g_01066	Prap.g_00430
OG0000851	Prao.g_01065	Prap.g_00428
OG0000852	Prao.g_01063	Prap.g_00426
OG0000853	Prao.g_01062	Prap.g_00424
OG0000854	Prao.g_01060	Prap.g_00422
OG0000855	Prao.g_01059	Prap.g_00421
OG0000856	Prao.g_01058	Prap.g_00420
OG0000857	Prao.g_01057	Prap.g_00419
OG0000858	Prao.g_01056	Prap.g_00418
OG0000859	Prao.g_01055	Prap.g_00417
OG0000860	Prao.g_01054	Prap.g_00416
OG0000861	Prao.g_01053	Prap.g_00415
OG0000862	Prao.g_01052	Prap.g_00414
OG0000863	Prao.g_01051	Prap.g_00413
OG0000864	Prao.g_01050	Prap.g_00412
OG0000865	Prao.g_01049	Prap.g_00411
OG0000866	Prao.g_01048	Prap.g_00410
OG0000867	Prao.g_01047	Prap.g_00409
OG0000868	Prao.g_01046	Prap.g_00408
OG0000869	Prao.g_01044	Prap.g_00406
OG0000870	Prao.g_01043	Prap.g_00405
OG0000871	Prao.g_01041	Prap.g_00404
OG0000872	Prao.g_01040	Prap.g_00403
OG0000873	Prao.g_01038	Prap.g_00401
OG0000874	Prao.g_01037	Prap.g_00400
OG0000875	Prao.g_01036	Prap.g_00399
OG0000876	Prao.g_01035	Prap.g_00398
OG0000877	Prao.g_01033	Prap.g_01136
OG0000878	Prao.g_01305	Prap.g_01853
OG0000879	Prao.g_01287	Prap.g_00550
OG0000880	Prao.g_01286	Prap.g_00551
OG0000881	Prao.g_01285	Prap.g_00552
OG0000882	Prao.g_01284	Prap.g_00553
OG0000883	Prao.g_01283	Prap.g_00554
OG0000884	Prao.g_01281	Prap.g_00556
OG0000885	Prao.g_01280	Prap.g_00557
OG0000886	Prao.g_01279	Prap.g_00558
OG0000887	Prao.g_01278	Prap.g_00559
OG0000888	Prao.g_01277	Prap.g_00560
OG0000889	Prao.g_01274	Prap.g_00563
OG0000890	Prao.g_01273	Prap.g_00564
OG0000891	Prao.g_01272	Prap.g_00565
OG0000892	Prao.g_01270	Prap.g_00568
OG0000893	Prao.g_01269	Prap.g_00569
OG0000894	Prao.g_01268	Prap.g_00570
OG0000895	Prao.g_01267	Prap.g_00571
OG0000896	Prao.g_01266	Prap.g_00572
OG0000897	Prao.g_01265	Prap.g_00573
OG0000898	Prao.g_01263	Prap.g_00576
OG0000899	Prao.g_01262	Prap.g_00577
OG0000900	Prao.g_01257	Prap.g_01928
OG0000901	Prao.g_01253	Prap.g_00585
OG0000902	Prao.g_01252	Prap.g_01268
OG0000903	Prao.g_01251	Prap.g_00521
OG0000904	Prao.g_01249	Prap.g_00220
OG0000905	Prao.g_01247	Prap.g_00499
OG0000906	Prao.g_01245	Prap.g_00481
OG0000907	Prao.g_01244	Prap.g_00719
OG0000908	Prao.g_01241	Prap.g_00518
OG0000909	Prao.g_01237	Prap.g_00061
OG0000910	Prao.g_01236	Prap.g_00062
OG0000911	Prao.g_01235	Prap.g_00063
OG0000912	Prao.g_01234	Prap.g_00064
OG0000913	Prao.g_01233	Prap.g_00065
OG0000914	Prao.g_01232	Prap.g_00066
OG0000915	Prao.g_01231	Prap.g_00067
OG0000916	Prao.g_01230	Prap.g_00068
OG0000917	Prao.g_01229	Prap.g_00069
OG0000918	Prao.g_01228	Prap.g_00070
OG0000919	Prao.g_01227	Prap.g_00071
OG0000920	Prao.g_01226	Prap.g_00072
OG0000921	Prao.g_01225	Prap.g_00073
OG0000922	Prao.g_01224	Prap.g_00074
OG0000923	Prao.g_01223	Prap.g_00075
OG0000924	Prao.g_01222	Prap.g_00076
OG0000925	Prao.g_01221	Prap.g_00077
OG0000926	Prao.g_01220	Prap.g_01598
OG0000927	Prao.g_01379	Prap.g_00104
OG0000928	Prao.g_01380	Prap.g_00105
OG0000929	Prao.g_01381	Prap.g_00106
OG0000930	Prao.g_01382	Prap.g_00107
OG0000931	Prao.g_01383	Prap.g_00108
OG0000932	Prao.g_01385	Prap.g_00110
OG0000933	Prao.g_01386	Prap.g_00111
OG0000934	Prao.g_01387	Prap.g_00112
OG0000935	Prao.g_01388	Prap.g_00113
OG0000936	Prao.g_01389	Prap.g_00114
OG0000937	Prao.g_01390	Prap.g_00115
OG0000938	Prao.g_01391	Prap.g_00116
OG0000939	Prao.g_01392	Prap.g_00117
OG0000940	Prao.g_01393	Prap.g_00118
OG0000941	Prao.g_01395	Prap.g_00119
OG0000942	Prao.g_01396	Prap.g_00120
OG0000943	Prao.g_01399	Prap.g_00123
OG0000944	Prao.g_01400	Prap.g_00124
OG0000945	Prao.g_01401	Prap.g_00125
OG0000946	Prao.g_01402	Prap.g_00126
OG0000947	Prao.g_01403	Prap.g_00127
OG0000948	Prao.g_01404	Prap.g_00128
OG0000949	Prao.g_01405	Prap.g_00129
OG0000950	Prao.g_01406	Prap.g_00130
OG0000951	Prao.g_01407	Prap.g_00131
OG0000952	Prao.g_01408	Prap.g_00132
OG0000953	Prao.g_01409	Prap.g_00133
OG0000954	Prao.g_01410	Prap.g_00134
OG0000955	Prao.g_01411	Prap.g_00135
OG0000956	Prao.g_01412	Prap.g_00136
OG0000957	Prao.g_01413	Prap.g_00137
OG0000958	Prao.g_01414	Prap.g_00138
OG0000959	Prao.g_01415	Prap.g_00139
OG0000960	Prao.g_01416	Prap.g_00140
OG0000961	Prao.g_01419	Prap.g_00144
OG0000962	Prao.g_01420	Prap.g_00145
OG0000963	Prao.g_01421	Prap.g_00146
OG0000964	Prao.g_01423	Prap.g_00148
OG0000965	Prao.g_01424	Prap.g_00149
OG0000966	Prao.g_01425	Prap.g_00150
OG0000967	Prao.g_01426	Prap.g_00151
OG0000968	Prao.g_01427	Prap.g_00152
OG0000969	Prao.g_01428	Prap.g_00153
OG0000970	Prao.g_01429	Prap.g_00154
OG0000971	Prao.g_01430	Prap.g_00155
OG0000972	Prao.g_01431	Prap.g_00156
OG0000973	Prao.g_01432	Prap.g_00157
OG0000974	Prao.g_01434	Prap.g_00159
OG0000975	Prao.g_01437	Prap.g_00165
OG0000976	Prao.g_01439	Prap.g_00167
OG0000977	Prao.g_01440	Prap.g_00169
OG0000978	Prao.g_01441	Prap.g_00171
OG0000979	Prao.g_01443	Prap.g_00173
OG0000980	Prao.g_01444	Prap.g_00174
OG0000981	Prao.g_01445	Prap.g_00175
OG0000982	Prao.g_01446	Prap.g_00176
OG0000983	Prao.g_01448	Prap.g_00178
OG0000984	Prao.g_01449	Prap.g_00179
OG0000985	Prao.g_01450	Prap.g_00180
OG0000986	Prao.g_01451	Prap.g_00181
OG0000987	Prao.g_01452	Prap.g_00182
OG0000988	Prao.g_01453	Prap.g_00183
OG0000989	Prao.g_01454	Prap.g_00184
OG0000990	Prao.g_01455	Prap.g_00185
OG0000991	Prao.g_01456	Prap.g_00186
OG0000992	Prao.g_01457	Prap.g_00187
OG0000993	Prao.g_01458	Prap.g_00188
OG0000994	Prao.g_01459	Prap.g_00189
OG0000995	Prao.g_01460	Prap.g_00190
OG0000996	Prao.g_01461	Prap.g_00191
OG0000997	Prao.g_01462	Prap.g_00192
OG0000998	Prao.g_01463	Prap.g_00193
OG0000999	Prao.g_01464	Prap.g_00194
OG0001000	Prao.g_01465	Prap.g_00195
OG0001001	Prao.g_01467	Prap.g_00197
OG0001002	Prao.g_01468	Prap.g_00198
OG0001003	Prao.g_01469	Prap.g_00199
OG0001004	Prao.g_01470	Prap.g_00200
OG0001005	Prao.g_01471	Prap.g_00203
OG0001006	Prao.g_01472	Prap.g_00204
OG0001007	Prao.g_01473	Prap.g_00205
OG0001008	Prao.g_01475	Prap.g_00207
OG0001009	Prao.g_01476	Prap.g_00208
OG0001010	Prao.g_01484	Prap.g_01836
OG0001011	Prao.g_01491	Prap.g_01139
OG0001012	Prao.g_01519	Prap.g_00768
OG0001013	Prao.g_01546	Prap.g_01786
OG0001014	Prao.g_01547	Prap.g_01785
OG0001015	Prao.g_01553	Prap.g_01778
OG0001016	Prao.g_01554	Prap.g_01777
OG0001017	Prao.g_01555	Prap.g_01776
OG0001018	Prao.g_01556	Prap.g_01775
OG0001019	Prao.g_01558	Prap.g_01773
OG0001020	Prao.g_01559	Prap.g_01772
OG0001021	Prao.g_01560	Prap.g_01771
OG0001022	Prao.g_01561	Prap.g_01770
OG0001023	Prao.g_01562	Prap.g_01769
OG0001024	Prao.g_01563	Prap.g_01767
OG0001025	Prao.g_01564	Prap.g_01766
OG0001026	Prao.g_01566	Prap.g_01765
OG0001027	Prao.g_01567	Prap.g_01764
OG0001028	Prao.g_01568	Prap.g_01763
OG0001029	Prao.g_01569	Prap.g_01762
OG0001030	Prao.g_01570	Prap.g_01761
OG0001031	Prao.g_01571	Prap.g_01760
OG0001032	Prao.g_01572	Prap.g_01759
OG0001033	Prao.g_01573	Prap.g_01758
OG0001034	Prao.g_01574	Prap.g_01757
OG0001035	Prao.g_01576	Prap.g_01754
OG0001036	Prao.g_01577	Prap.g_01753
OG0001037	Prao.g_01578	Prap.g_01752
OG0001038	Prao.g_01579	Prap.g_01751
OG0001039	Prao.g_01580	Prap.g_01750
OG0001040	Prao.g_01581	Prap.g_01749
OG0001041	Prao.g_01582	Prap.g_01748
OG0001042	Prao.g_01583	Prap.g_01747
OG0001043	Prao.g_01584	Prap.g_01746
OG0001044	Prao.g_01585	Prap.g_01745
OG0001045	Prao.g_01586	Prap.g_01744
OG0001046	Prao.g_01587	Prap.g_01743
OG0001047	Prao.g_01590	Prap.g_01740
OG0001048	Prao.g_01592	Prap.g_01738
OG0001049	Prao.g_01593	Prap.g_01737
OG0001050	Prao.g_01594	Prap.g_01736
OG0001051	Prao.g_01595	Prap.g_01735
OG0001052	Prao.g_01596	Prap.g_01734
OG0001053	Prao.g_01597	Prap.g_01732
OG0001054	Prao.g_01599	Prap.g_01730
OG0001055	Prao.g_01600	Prap.g_01729
OG0001056	Prao.g_01601	Prap.g_01728
OG0001057	Prao.g_01602	Prap.g_01727
OG0001058	Prao.g_01603	Prap.g_01726
OG0001059	Prao.g_01604	Prap.g_01725
OG0001060	Prao.g_01605	Prap.g_01724
OG0001061	Prao.g_01606	Prap.g_01723
OG0001062	Prao.g_01607	Prap.g_01722
OG0001063	Prao.g_01608	Prap.g_01721
OG0001064	Prao.g_01610	Prap.g_01719
OG0001065	Prao.g_01615	Prap.g_01715
OG0001066	Prao.g_01616	Prap.g_01713
OG0001067	Prao.g_01617	Prap.g_01712
OG0001068	Prao.g_01619	Prap.g_01709
OG0001069	Prao.g_01620	Prap.g_01708
OG0001070	Prao.g_01621	Prap.g_01707
OG0001071	Prao.g_01622	Prap.g_01706
OG0001072	Prao.g_01623	Prap.g_01705
OG0001073	Prao.g_01624	Prap.g_01704
OG0001074	Prao.g_01625	Prap.g_01703
OG0001075	Prao.g_01626	Prap.g_01702
OG0001076	Prao.g_01627	Prap.g_01701
OG0001077	Prao.g_01628	Prap.g_01700
OG0001078	Prao.g_01629	Prap.g_01699
OG0001079	Prao.g_01630	Prap.g_01698
OG0001080	Prao.g_01631	Prap.g_01697
OG0001081	Prao.g_01634	Prap.g_01693
OG0001082	Prao.g_01635	Prap.g_01692
OG0001083	Prao.g_01636	Prap.g_01689
OG0001084	Prao.g_01638	Prap.g_01690
OG0001085	Prao.g_01639	Prap.g_01691
OG0001086	Prao.g_01640	Prap.g_01694
OG0001087	Prao.g_01641	Prap.g_01695
OG0001088	Prao.g_01642	Prap.g_01696
OG0001089	Prao.g_01645	Prap.g_01686
OG0001090	Prao.g_01647	Prap.g_01684
OG0001091	Prao.g_01648	Prap.g_01683
OG0001092	Prao.g_01649	Prap.g_01682
OG0001093	Prao.g_01650	Prap.g_01681
OG0001094	Prao.g_01651	Prap.g_01680
OG0001095	Prao.g_01652	Prap.g_01679
OG0001096	Prao.g_01653	Prap.g_01678
OG0001097	Prao.g_01654	Prap.g_01677
OG0001098	Prao.g_01655	Prap.g_01676
OG0001099	Prao.g_01656	Prap.g_01675
OG0001100	Prao.g_01657	Prap.g_01674
OG0001101	Prao.g_01658	Prap.g_01673
OG0001102	Prao.g_01659	Prap.g_01672
OG0001103	Prao.g_01660	Prap.g_01671
OG0001104	Prao.g_01661	Prap.g_01670
OG0001105	Prao.g_01662	Prap.g_01669
OG0001106	Prao.g_01663	Prap.g_01668
OG0001107	Prao.g_01664	Prap.g_01667
OG0001108	Prao.g_01665	Prap.g_01666
OG0001109	Prao.g_01666	Prap.g_01665
OG0001110	Prao.g_01667	Prap.g_01664
OG0001111	Prao.g_01668	Prap.g_01663
OG0001112	Prao.g_01669	Prap.g_01662
OG0001113	Prao.g_01670	Prap.g_01661
OG0001114	Prao.g_01671	Prap.g_01660
OG0001115	Prao.g_01672	Prap.g_01659
OG0001116	Prao.g_01673	Prap.g_01658
OG0001117	Prao.g_01674	Prap.g_01657
OG0001118	Prao.g_01675	Prap.g_01656
OG0001119	Prao.g_01676	Prap.g_01655
OG0001120	Prao.g_01677	Prap.g_01654
OG0001121	Prao.g_01679	Prap.g_01652
OG0001122	Prao.g_01680	Prap.g_01651
OG0001123	Prao.g_01681	Prap.g_01650
OG0001124	Prao.g_01683	Prap.g_01647
OG0001125	Prao.g_01685	Prap.g_01645
OG0001126	Prao.g_01686	Prap.g_01644
OG0001127	Prao.g_01688	Prap.g_01641
OG0001128	Prao.g_01689	Prap.g_01640
OG0001129	Prao.g_01690	Prap.g_01639
OG0001130	Prao.g_01693	Prap.g_01636
OG0001131	Prao.g_01694	Prap.g_01635
OG0001132	Prao.g_01695	Prap.g_01634
OG0001133	Prao.g_01696	Prap.g_01633
OG0001134	Prao.g_01697	Prap.g_01632
OG0001135	Prao.g_01698	Prap.g_01631
OG0001136	Prao.g_01699	Prap.g_01630
OG0001137	Prao.g_01700	Prap.g_01629
OG0001138	Prao.g_01701	Prap.g_01628
OG0001139	Prao.g_01702	Prap.g_01626
OG0001140	Prao.g_01703	Prap.g_01625
OG0001141	Prao.g_01704	Prap.g_01624
OG0001142	Prao.g_01707	Prap.g_01620
OG0001143	Prao.g_01708	Prap.g_01619
OG0001144	Prao.g_01709	Prap.g_01618
OG0001145	Prao.g_01710	Prap.g_01617
OG0001146	Prao.g_01711	Prap.g_01616
OG0001147	Prao.g_01712	Prap.g_01615
OG0001148	Prao.g_01713	Prap.g_01614
OG0001149	Prao.g_01715	Prap.g_01612
OG0001150	Prao.g_01716	Prap.g_01611
OG0001151	Prao.g_01718	Prap.g_01607
OG0001152	Prao.g_01719	Prap.g_01606
OG0001153	Prao.g_01720	Prap.g_01605
OG0001154	Prao.g_01722	Prap.g_01603
OG0001155	Prao.g_01724	Prap.g_01601
OG0001156	Prao.g_01726	Prap.g_01599
OG0001157	Prao.g_01727	Prap.g_01597
OG0001158	Prao.g_01729	Prap.g_01595
OG0001159	Prao.g_01730	Prap.g_01594
OG0001160	Prao.g_01731	Prap.g_01593
OG0001161	Prao.g_01732	Prap.g_01592
OG0001162	Prao.g_01733	Prap.g_01591
OG0001163	Prao.g_01734	Prap.g_01590
OG0001164	Prao.g_01735	Prap.g_01589
OG0001165	Prao.g_01736	Prap.g_01588
OG0001166	Prao.g_01737	Prap.g_01587
OG0001167	Prao.g_01738	Prap.g_01585
OG0001168	Prao.g_01739	Prap.g_01584
OG0001169	Prao.g_01740	Prap.g_01583
OG0001170	Prao.g_01741	Prap.g_01582
OG0001171	Prao.g_01742	Prap.g_01581
OG0001172	Prao.g_01744	Prap.g_01579
OG0001173	Prao.g_01746	Prap.g_01577
OG0001174	Prao.g_01747	Prap.g_01576
OG0001175	Prao.g_01748	Prap.g_01575
OG0001176	Prao.g_01749	Prap.g_01573
