Orthogroup	Prao	Prbi
OG0000551	Prao.g_00067	Prbi.g_00630
OG0000552	Prao.g_00068	Prbi.g_00631
OG0000553	Prao.g_00069	Prbi.g_00632
OG0000554	Prao.g_00070	Prbi.g_00634
OG0000555	Prao.g_00071	Prbi.g_00635
OG0000556	Prao.g_00072	Prbi.g_00636
OG0000557	Prao.g_00073	Prbi.g_00637
OG0000558	Prao.g_00074	Prbi.g_00638
OG0000559	Prao.g_00075	Prbi.g_00639
OG0000560	Prao.g_00077	Prbi.g_00641
OG0000561	Prao.g_00078	Prbi.g_00642
OG0000562	Prao.g_00079	Prbi.g_00643
OG0000563	Prao.g_00080	Prbi.g_00644
OG0000564	Prao.g_00081	Prbi.g_00645
OG0000565	Prao.g_00082	Prbi.g_00646
OG0000566	Prao.g_00083	Prbi.g_00647
OG0000567	Prao.g_00084	Prbi.g_00648
OG0000568	Prao.g_00085	Prbi.g_00649
OG0000569	Prao.g_00086	Prbi.g_00650
OG0000570	Prao.g_00087	Prbi.g_00651
OG0000571	Prao.g_00088	Prbi.g_00652
OG0000572	Prao.g_00089	Prbi.g_00653
OG0000573	Prao.g_00092	Prbi.g_00656
OG0000574	Prao.g_00093	Prbi.g_00657
OG0000575	Prao.g_00094	Prbi.g_00658
OG0000576	Prao.g_00095	Prbi.g_00659
OG0000577	Prao.g_00096	Prbi.g_00660
OG0000578	Prao.g_00097	Prbi.g_00661
OG0000579	Prao.g_00098	Prbi.g_00662
OG0000580	Prao.g_00099	Prbi.g_00663
OG0000581	Prao.g_00100	Prbi.g_00664
OG0000582	Prao.g_00101	Prbi.g_00665
OG0000583	Prao.g_00102	Prbi.g_00666
OG0000584	Prao.g_00103	Prbi.g_00667
OG0000585	Prao.g_00104	Prbi.g_00668
OG0000586	Prao.g_00106	Prbi.g_00670
OG0000587	Prao.g_00107	Prbi.g_00671
OG0000588	Prao.g_00109	Prbi.g_00673
OG0000589	Prao.g_00110	Prbi.g_00674
OG0000590	Prao.g_00112	Prbi.g_00676
OG0000591	Prao.g_00117	Prbi.g_00682
OG0000592	Prao.g_00118	Prbi.g_00683
OG0000593	Prao.g_00119	Prbi.g_00684
OG0000594	Prao.g_00121	Prbi.g_00686
OG0000595	Prao.g_00122	Prbi.g_00687
OG0000596	Prao.g_00123	Prbi.g_00688
OG0000597	Prao.g_00125	Prbi.g_00690
OG0000598	Prao.g_00126	Prbi.g_00691
OG0000599	Prao.g_00127	Prbi.g_00692
OG0000600	Prao.g_00128	Prbi.g_00693
OG0000601	Prao.g_00130	Prbi.g_00695
OG0000602	Prao.g_00131	Prbi.g_00696
OG0000603	Prao.g_00132	Prbi.g_00697
OG0000604	Prao.g_00133	Prbi.g_00698
OG0000605	Prao.g_00134	Prbi.g_00699
OG0000606	Prao.g_00135	Prbi.g_00700
OG0000607	Prao.g_00137	Prbi.g_00703
OG0000608	Prao.g_00138	Prbi.g_00704
OG0000609	Prao.g_00142	Prbi.g_00708
OG0000610	Prao.g_00143	Prbi.g_00709
OG0000611	Prao.g_00649	Prbi.g_00746
OG0000612	Prao.g_00650	Prbi.g_00747
OG0000613	Prao.g_00651	Prbi.g_00748
OG0000614	Prao.g_00652	Prbi.g_00749
OG0000615	Prao.g_00654	Prbi.g_00751
OG0000616	Prao.g_00655	Prbi.g_00752
OG0000617	Prao.g_00656	Prbi.g_00753
OG0000618	Prao.g_00657	Prbi.g_00754
OG0000619	Prao.g_00658	Prbi.g_00755
OG0000620	Prao.g_00659	Prbi.g_00756
OG0000621	Prao.g_00660	Prbi.g_00757
OG0000622	Prao.g_00661	Prbi.g_00758
OG0000623	Prao.g_00662	Prbi.g_00759
OG0000624	Prao.g_00663	Prbi.g_00760
OG0000625	Prao.g_00664	Prbi.g_00761
OG0000626	Prao.g_00665	Prbi.g_00762
OG0000627	Prao.g_00666	Prbi.g_00763
OG0000628	Prao.g_00667	Prbi.g_00764
OG0000629	Prao.g_00668	Prbi.g_00765
OG0000630	Prao.g_00669	Prbi.g_00766
OG0000631	Prao.g_00671	Prbi.g_00768
OG0000632	Prao.g_00683	Prbi.g_00788
OG0000633	Prao.g_00687	Prbi.g_00792
OG0000634	Prao.g_00701	Prbi.g_00807
OG0000635	Prao.g_00704	Prbi.g_00811
OG0000636	Prao.g_00705	Prbi.g_00812
OG0000637	Prao.g_00706	Prbi.g_00813
OG0000638	Prao.g_00718	Prbi.g_00825
OG0000639	Prao.g_00727	Prbi.g_00834
OG0000640	Prao.g_00729	Prbi.g_00835
OG0000641	Prao.g_00732	Prbi.g_00838
OG0000642	Prao.g_00733	Prbi.g_00839
OG0000643	Prao.g_00734	Prbi.g_00840
OG0000644	Prao.g_00735	Prbi.g_00841
OG0000645	Prao.g_00736	Prbi.g_00842
OG0000646	Prao.g_00737	Prbi.g_00843
OG0000647	Prao.g_00738	Prbi.g_00844
OG0000648	Prao.g_00740	Prbi.g_00846
OG0000649	Prao.g_00741	Prbi.g_00847
OG0000650	Prao.g_00742	Prbi.g_00848
OG0000651	Prao.g_00743	Prbi.g_00849
OG0000652	Prao.g_00744	Prbi.g_00850
OG0000653	Prao.g_00745	Prbi.g_00851
OG0000654	Prao.g_00747	Prbi.g_00853
OG0000655	Prao.g_00749	Prbi.g_00855
OG0000656	Prao.g_00750	Prbi.g_00856
OG0000657	Prao.g_00751	Prbi.g_00857
OG0000658	Prao.g_00752	Prbi.g_00858
OG0000659	Prao.g_00753	Prbi.g_00859
OG0000660	Prao.g_00754	Prbi.g_00860
OG0000661	Prao.g_00755	Prbi.g_00861
OG0000662	Prao.g_00756	Prbi.g_00862
OG0000663	Prao.g_00757	Prbi.g_00863
OG0000664	Prao.g_00758	Prbi.g_00864
OG0000665	Prao.g_00759	Prbi.g_00865
OG0000666	Prao.g_00760	Prbi.g_00866
OG0000667	Prao.g_00761	Prbi.g_00867
OG0000668	Prao.g_00762	Prbi.g_00868
OG0000669	Prao.g_00764	Prbi.g_00870
OG0000670	Prao.g_00765	Prbi.g_00871
OG0000671	Prao.g_00766	Prbi.g_00872
OG0000672	Prao.g_00767	Prbi.g_00873
OG0000673	Prao.g_00768	Prbi.g_00874
OG0000674	Prao.g_00769	Prbi.g_00875
OG0000675	Prao.g_00771	Prbi.g_00877
OG0000676	Prao.g_00772	Prbi.g_00878
OG0000677	Prao.g_00775	Prbi.g_00881
OG0000678	Prao.g_00777	Prbi.g_00883
OG0000679	Prao.g_00778	Prbi.g_00884
OG0000680	Prao.g_00779	Prbi.g_00885
OG0000681	Prao.g_00780	Prbi.g_00886
OG0000682	Prao.g_00781	Prbi.g_00887
OG0000683	Prao.g_00783	Prbi.g_00889
OG0000684	Prao.g_00784	Prbi.g_00890
OG0000685	Prao.g_00785	Prbi.g_00891
OG0000686	Prao.g_00786	Prbi.g_00892
OG0000687	Prao.g_00787	Prbi.g_00893
OG0000688	Prao.g_00788	Prbi.g_00894
OG0000689	Prao.g_00789	Prbi.g_00895
OG0000690	Prao.g_00790	Prbi.g_00896
OG0000691	Prao.g_00791	Prbi.g_00897
OG0000692	Prao.g_00793	Prbi.g_00899
OG0000693	Prao.g_00794	Prbi.g_00900
OG0000694	Prao.g_00795	Prbi.g_00901
OG0000695	Prao.g_00796	Prbi.g_00902
OG0000696	Prao.g_00797	Prbi.g_00903
OG0000697	Prao.g_00799	Prbi.g_00905
OG0000698	Prao.g_00801	Prbi.g_00907
OG0000699	Prao.g_00802	Prbi.g_00908
OG0000700	Prao.g_00829	Prbi.g_00934
OG0000701	Prao.g_00834	Prbi.g_00939
OG0000702	Prao.g_00837	Prbi.g_00942
OG0000703	Prao.g_00838	Prbi.g_00943
OG0000704	Prao.g_00839	Prbi.g_00944
OG0000705	Prao.g_00840	Prbi.g_00945
OG0000706	Prao.g_00841	Prbi.g_00946
OG0000707	Prao.g_00842	Prbi.g_00948
OG0000708	Prao.g_00843	Prbi.g_00949
OG0000709	Prao.g_00845	Prbi.g_00951
OG0000710	Prao.g_00846	Prbi.g_00952
OG0000711	Prao.g_00847	Prbi.g_00953
OG0000712	Prao.g_00848	Prbi.g_00954
OG0000713	Prao.g_00849	Prbi.g_00955
OG0000714	Prao.g_00851	Prbi.g_00957
OG0000715	Prao.g_00852	Prbi.g_00958
OG0000716	Prao.g_00854	Prbi.g_00960
OG0000717	Prao.g_00855	Prbi.g_00961
OG0000718	Prao.g_00856	Prbi.g_00962
OG0000719	Prao.g_00858	Prbi.g_00964
OG0000720	Prao.g_00859	Prbi.g_00965
OG0000721	Prao.g_00861	Prbi.g_00968
OG0000722	Prao.g_00862	Prbi.g_00969
OG0000723	Prao.g_00863	Prbi.g_00970
OG0000724	Prao.g_00864	Prbi.g_00971
OG0000725	Prao.g_00865	Prbi.g_00972
OG0000726	Prao.g_00866	Prbi.g_00973
OG0000727	Prao.g_00867	Prbi.g_00974
OG0000728	Prao.g_00868	Prbi.g_00975
OG0000729	Prao.g_00869	Prbi.g_00976
OG0000730	Prao.g_00870	Prbi.g_00977
OG0000731	Prao.g_00871	Prbi.g_00978
OG0000732	Prao.g_00872	Prbi.g_00979
OG0000733	Prao.g_00873	Prbi.g_00980
OG0000734	Prao.g_00874	Prbi.g_00981
OG0000735	Prao.g_00876	Prbi.g_00983
OG0000736	Prao.g_00877	Prbi.g_00984
OG0000737	Prao.g_00878	Prbi.g_00985
OG0000738	Prao.g_00879	Prbi.g_00986
OG0000739	Prao.g_00880	Prbi.g_00987
OG0000740	Prao.g_00881	Prbi.g_00988
OG0000741	Prao.g_00882	Prbi.g_00989
OG0000742	Prao.g_00884	Prbi.g_00991
OG0000743	Prao.g_00885	Prbi.g_00992
OG0000744	Prao.g_00886	Prbi.g_00993
OG0000745	Prao.g_00887	Prbi.g_00994
OG0000746	Prao.g_00888	Prbi.g_00995
OG0000747	Prao.g_00889	Prbi.g_00996
OG0000748	Prao.g_00890	Prbi.g_00997
OG0000749	Prao.g_00891	Prbi.g_00998
OG0000750	Prao.g_00892	Prbi.g_00999
OG0000751	Prao.g_00893	Prbi.g_01000
OG0000752	Prao.g_00894	Prbi.g_01001
OG0000753	Prao.g_00896	Prbi.g_01003
OG0000754	Prao.g_00897	Prbi.g_01004
OG0000755	Prao.g_00898	Prbi.g_01005
OG0000756	Prao.g_00899	Prbi.g_01006
OG0000757	Prao.g_00900	Prbi.g_01007
OG0000758	Prao.g_00901	Prbi.g_01008
OG0000759	Prao.g_00903	Prbi.g_01010
OG0000760	Prao.g_00904	Prbi.g_01011
OG0000761	Prao.g_00905	Prbi.g_01012
OG0000762	Prao.g_00907	Prbi.g_01014
OG0000763	Prao.g_00908	Prbi.g_01015
OG0000764	Prao.g_00909	Prbi.g_01016
OG0000765	Prao.g_00910	Prbi.g_01017
OG0000766	Prao.g_00911	Prbi.g_01018
OG0000767	Prao.g_00913	Prbi.g_01020
OG0000768	Prao.g_00914	Prbi.g_01021
OG0000769	Prao.g_00915	Prbi.g_01022
OG0000770	Prao.g_00916	Prbi.g_01023
OG0000771	Prao.g_00917	Prbi.g_01024
OG0000772	Prao.g_00918	Prbi.g_01025
OG0000773	Prao.g_00919	Prbi.g_01026
OG0000774	Prao.g_00920	Prbi.g_01027
OG0000775	Prao.g_00921	Prbi.g_01028
OG0000776	Prao.g_00923	Prbi.g_01030
OG0000777	Prao.g_00925	Prbi.g_01032
OG0000778	Prao.g_00926	Prbi.g_01033
OG0000779	Prao.g_00927	Prbi.g_01034
OG0000780	Prao.g_00929	Prbi.g_01036
OG0000781	Prao.g_00931	Prbi.g_01038
OG0000782	Prao.g_00932	Prbi.g_01039
OG0000783	Prao.g_00943	Prbi.g_01055
OG0000784	Prao.g_00945	Prbi.g_01057
OG0000785	Prao.g_00946	Prbi.g_01058
OG0000786	Prao.g_00947	Prbi.g_01059
OG0000787	Prao.g_00948	Prbi.g_01060
OG0000788	Prao.g_00952	Prbi.g_01064
OG0000789	Prao.g_00954	Prbi.g_01066
OG0000790	Prao.g_00955	Prbi.g_01067
OG0000791	Prao.g_00956	Prbi.g_01068
OG0000792	Prao.g_00957	Prbi.g_01069
OG0000793	Prao.g_00958	Prbi.g_01070
OG0000794	Prao.g_00960	Prbi.g_01072
OG0000795	Prao.g_00963	Prbi.g_01075
OG0000796	Prao.g_00964	Prbi.g_01076
OG0000797	Prao.g_00966	Prbi.g_01078
OG0000798	Prao.g_00967	Prbi.g_01079
OG0000799	Prao.g_00968	Prbi.g_01080
OG0000800	Prao.g_00969	Prbi.g_01081
OG0000801	Prao.g_00972	Prbi.g_01084
OG0000802	Prao.g_00973	Prbi.g_01085
OG0000803	Prao.g_00975	Prbi.g_01087
OG0000804	Prao.g_00976	Prbi.g_01088
OG0000805	Prao.g_00977	Prbi.g_01089
OG0000806	Prao.g_00979	Prbi.g_01091
OG0000807	Prao.g_01007	Prbi.g_01117
OG0000808	Prao.g_01016	Prbi.g_01127
OG0000809	Prao.g_01019	Prbi.g_01130
OG0000810	Prao.g_01020	Prbi.g_01131
OG0000811	Prao.g_01027	Prbi.g_01138
OG0000812	Prao.g_01156	Prbi.g_01142
OG0000813	Prao.g_01152	Prbi.g_01146
OG0000814	Prao.g_01150	Prbi.g_01148
OG0000815	Prao.g_01137	Prbi.g_01161
OG0000816	Prao.g_01121	Prbi.g_01175
OG0000817	Prao.g_01120	Prbi.g_01176
OG0000818	Prao.g_01115	Prbi.g_01181
OG0000819	Prao.g_01108	Prbi.g_01188
OG0000820	Prao.g_01104	Prbi.g_01192
OG0000821	Prao.g_01102	Prbi.g_01194
OG0000822	Prao.g_01101	Prbi.g_01195
OG0000823	Prao.g_01100	Prbi.g_01196
OG0000824	Prao.g_01099	Prbi.g_01197
OG0000825	Prao.g_01098	Prbi.g_01198
OG0000826	Prao.g_01097	Prbi.g_01199
OG0000827	Prao.g_01096	Prbi.g_01200
OG0000828	Prao.g_01095	Prbi.g_01201
OG0000829	Prao.g_01094	Prbi.g_01202
OG0000830	Prao.g_01093	Prbi.g_01203
OG0000831	Prao.g_01090	Prbi.g_01206
OG0000832	Prao.g_01088	Prbi.g_01208
OG0000833	Prao.g_01087	Prbi.g_01209
OG0000834	Prao.g_01086	Prbi.g_01210
OG0000835	Prao.g_01085	Prbi.g_01211
OG0000836	Prao.g_01084	Prbi.g_01212
OG0000837	Prao.g_01082	Prbi.g_01214
OG0000838	Prao.g_01081	Prbi.g_01215
OG0000839	Prao.g_01080	Prbi.g_01216
OG0000840	Prao.g_01079	Prbi.g_01217
OG0000841	Prao.g_01078	Prbi.g_01218
OG0000842	Prao.g_01077	Prbi.g_01219
OG0000843	Prao.g_01076	Prbi.g_01220
OG0000844	Prao.g_01075	Prbi.g_01221
OG0000845	Prao.g_01074	Prbi.g_01222
OG0000846	Prao.g_01071	Prbi.g_01225
OG0000847	Prao.g_01069	Prbi.g_01227
OG0000848	Prao.g_01068	Prbi.g_01228
OG0000849	Prao.g_01067	Prbi.g_01229
OG0000850	Prao.g_01066	Prbi.g_01230
OG0000851	Prao.g_01065	Prbi.g_01231
OG0000852	Prao.g_01063	Prbi.g_01233
OG0000853	Prao.g_01062	Prbi.g_01234
OG0000854	Prao.g_01060	Prbi.g_01236
OG0000855	Prao.g_01059	Prbi.g_01237
OG0000856	Prao.g_01058	Prbi.g_01238
OG0000857	Prao.g_01057	Prbi.g_01239
OG0000858	Prao.g_01056	Prbi.g_01240
OG0000859	Prao.g_01055	Prbi.g_01241
OG0000860	Prao.g_01054	Prbi.g_01242
OG0000861	Prao.g_01053	Prbi.g_01243
OG0000862	Prao.g_01052	Prbi.g_01244
OG0000863	Prao.g_01051	Prbi.g_01245
OG0000864	Prao.g_01050	Prbi.g_01246
OG0000865	Prao.g_01049	Prbi.g_01247
OG0000866	Prao.g_01048	Prbi.g_01248
OG0000867	Prao.g_01047	Prbi.g_01249
OG0000868	Prao.g_01046	Prbi.g_01250
OG0000869	Prao.g_01044	Prbi.g_01252
OG0000870	Prao.g_01043	Prbi.g_01253
OG0000871	Prao.g_01041	Prbi.g_01255
OG0000872	Prao.g_01040	Prbi.g_01256
OG0000873	Prao.g_01038	Prbi.g_01258
OG0000874	Prao.g_01037	Prbi.g_01259
OG0000875	Prao.g_01036	Prbi.g_01260
OG0000876	Prao.g_01035	Prbi.g_01261
OG0000877	Prao.g_01033	Prbi.g_01263
OG0000878	Prao.g_01305	Prbi.g_01363
OG0000879	Prao.g_01287	Prbi.g_01380
OG0000880	Prao.g_01286	Prbi.g_01381
OG0000881	Prao.g_01285	Prbi.g_01382
OG0000882	Prao.g_01284	Prbi.g_01383
OG0000883	Prao.g_01283	Prbi.g_01384
OG0000884	Prao.g_01281	Prbi.g_01386
OG0000885	Prao.g_01280	Prbi.g_01387
OG0000886	Prao.g_01279	Prbi.g_01388
OG0000887	Prao.g_01278	Prbi.g_01389
OG0000888	Prao.g_01277	Prbi.g_01390
OG0000889	Prao.g_01274	Prbi.g_01393
OG0000890	Prao.g_01273	Prbi.g_01394
OG0000891	Prao.g_01272	Prbi.g_01395
OG0000892	Prao.g_01270	Prbi.g_01397
OG0000893	Prao.g_01269	Prbi.g_01398
OG0000894	Prao.g_01268	Prbi.g_01399
OG0000895	Prao.g_01267	Prbi.g_01400
OG0000896	Prao.g_01266	Prbi.g_01401
OG0000897	Prao.g_01265	Prbi.g_01402
OG0000898	Prao.g_01263	Prbi.g_01404
OG0000899	Prao.g_01262	Prbi.g_01405
OG0000900	Prao.g_01257	Prbi.g_01421
OG0000901	Prao.g_01253	Prbi.g_01425
OG0000902	Prao.g_01252	Prbi.g_01426
OG0000903	Prao.g_01251	Prbi.g_01427
OG0000904	Prao.g_01249	Prbi.g_01429
OG0000905	Prao.g_01247	Prbi.g_01431
OG0000906	Prao.g_01245	Prbi.g_01433
OG0000907	Prao.g_01244	Prbi.g_01434
OG0000908	Prao.g_01241	Prbi.g_01437
OG0000909	Prao.g_01237	Prbi.g_01441
OG0000910	Prao.g_01236	Prbi.g_01442
OG0000911	Prao.g_01235	Prbi.g_01443
OG0000912	Prao.g_01234	Prbi.g_01444
OG0000913	Prao.g_01233	Prbi.g_01445
OG0000914	Prao.g_01232	Prbi.g_01446
OG0000915	Prao.g_01231	Prbi.g_01447
OG0000916	Prao.g_01230	Prbi.g_01448
OG0000917	Prao.g_01229	Prbi.g_01449
OG0000918	Prao.g_01228	Prbi.g_01450
OG0000919	Prao.g_01227	Prbi.g_01451
OG0000920	Prao.g_01226	Prbi.g_01452
OG0000921	Prao.g_01225	Prbi.g_01453
OG0000922	Prao.g_01224	Prbi.g_01454
OG0000923	Prao.g_01223	Prbi.g_01455
OG0000924	Prao.g_01222	Prbi.g_01456
OG0000925	Prao.g_01221	Prbi.g_01457
OG0000926	Prao.g_01220	Prbi.g_01489
OG0000927	Prao.g_01379	Prbi.g_01571
OG0000928	Prao.g_01380	Prbi.g_01572
OG0000929	Prao.g_01381	Prbi.g_01573
OG0000930	Prao.g_01382	Prbi.g_01574
OG0000931	Prao.g_01383	Prbi.g_01575
OG0000932	Prao.g_01385	Prbi.g_01577
OG0000933	Prao.g_01386	Prbi.g_01578
OG0000934	Prao.g_01387	Prbi.g_01579
OG0000935	Prao.g_01388	Prbi.g_01580
OG0000936	Prao.g_01389	Prbi.g_01581
OG0000937	Prao.g_01390	Prbi.g_01582
OG0000938	Prao.g_01391	Prbi.g_01583
OG0000939	Prao.g_01392	Prbi.g_01584
OG0000940	Prao.g_01393	Prbi.g_01585
OG0000941	Prao.g_01395	Prbi.g_01587
OG0000942	Prao.g_01396	Prbi.g_01588
OG0000943	Prao.g_01399	Prbi.g_01593
OG0000944	Prao.g_01400	Prbi.g_01594
OG0000945	Prao.g_01401	Prbi.g_01595
OG0000946	Prao.g_01402	Prbi.g_01596
OG0000947	Prao.g_01403	Prbi.g_01597
OG0000948	Prao.g_01404	Prbi.g_01598
OG0000949	Prao.g_01405	Prbi.g_01599
OG0000950	Prao.g_01406	Prbi.g_01600
OG0000951	Prao.g_01407	Prbi.g_01601
OG0000952	Prao.g_01408	Prbi.g_01602
OG0000953	Prao.g_01409	Prbi.g_01603
OG0000954	Prao.g_01410	Prbi.g_01604
OG0000955	Prao.g_01411	Prbi.g_01605
OG0000956	Prao.g_01412	Prbi.g_01606
OG0000957	Prao.g_01413	Prbi.g_01607
OG0000958	Prao.g_01414	Prbi.g_01608
OG0000959	Prao.g_01415	Prbi.g_01609
OG0000960	Prao.g_01416	Prbi.g_01610
OG0000961	Prao.g_01419	Prbi.g_01613
OG0000962	Prao.g_01420	Prbi.g_01614
OG0000963	Prao.g_01421	Prbi.g_01615
OG0000964	Prao.g_01423	Prbi.g_01617
OG0000965	Prao.g_01424	Prbi.g_01618
OG0000966	Prao.g_01425	Prbi.g_01619
OG0000967	Prao.g_01426	Prbi.g_01620
OG0000968	Prao.g_01427	Prbi.g_01621
OG0000969	Prao.g_01428	Prbi.g_01622
OG0000970	Prao.g_01429	Prbi.g_01623
OG0000971	Prao.g_01430	Prbi.g_01624
OG0000972	Prao.g_01431	Prbi.g_01625
OG0000973	Prao.g_01432	Prbi.g_01626
OG0000974	Prao.g_01434	Prbi.g_01628
OG0000975	Prao.g_01437	Prbi.g_01631
OG0000976	Prao.g_01439	Prbi.g_01633
OG0000977	Prao.g_01440	Prbi.g_01634
OG0000978	Prao.g_01441	Prbi.g_01635
OG0000979	Prao.g_01443	Prbi.g_01637
OG0000980	Prao.g_01444	Prbi.g_01638
OG0000981	Prao.g_01445	Prbi.g_01639
OG0000982	Prao.g_01446	Prbi.g_01640
OG0000983	Prao.g_01448	Prbi.g_01642
OG0000984	Prao.g_01449	Prbi.g_01643
OG0000985	Prao.g_01450	Prbi.g_01644
OG0000986	Prao.g_01451	Prbi.g_01645
OG0000987	Prao.g_01452	Prbi.g_01646
OG0000988	Prao.g_01453	Prbi.g_01647
OG0000989	Prao.g_01454	Prbi.g_01648
OG0000990	Prao.g_01455	Prbi.g_01649
OG0000991	Prao.g_01456	Prbi.g_01650
OG0000992	Prao.g_01457	Prbi.g_01651
OG0000993	Prao.g_01458	Prbi.g_01652
OG0000994	Prao.g_01459	Prbi.g_01653
OG0000995	Prao.g_01460	Prbi.g_01654
OG0000996	Prao.g_01461	Prbi.g_01655
OG0000997	Prao.g_01462	Prbi.g_01656
OG0000998	Prao.g_01463	Prbi.g_01657
OG0000999	Prao.g_01464	Prbi.g_01658
OG0001000	Prao.g_01465	Prbi.g_01659
OG0001001	Prao.g_01467	Prbi.g_01661
OG0001002	Prao.g_01468	Prbi.g_01662
OG0001003	Prao.g_01469	Prbi.g_01663
OG0001004	Prao.g_01470	Prbi.g_01664
OG0001005	Prao.g_01471	Prbi.g_01665
OG0001006	Prao.g_01472	Prbi.g_01666
OG0001007	Prao.g_01473	Prbi.g_01667
OG0001008	Prao.g_01475	Prbi.g_01669
OG0001009	Prao.g_01476	Prbi.g_01670
OG0001010	Prao.g_01484	Prbi.g_01678
OG0001011	Prao.g_01491	Prbi.g_01685
OG0001012	Prao.g_01519	Prbi.g_01711
OG0001013	Prao.g_01546	Prbi.g_01781
OG0001014	Prao.g_01547	Prbi.g_01782
OG0001015	Prao.g_01553	Prbi.g_01788
OG0001016	Prao.g_01554	Prbi.g_01789
OG0001017	Prao.g_01555	Prbi.g_01790
OG0001018	Prao.g_01556	Prbi.g_01791
OG0001019	Prao.g_01558	Prbi.g_01793
OG0001020	Prao.g_01559	Prbi.g_01794
OG0001021	Prao.g_01560	Prbi.g_01795
OG0001022	Prao.g_01561	Prbi.g_01796
OG0001023	Prao.g_01562	Prbi.g_01797
OG0001024	Prao.g_01563	Prbi.g_01798
OG0001025	Prao.g_01564	Prbi.g_01799
OG0001026	Prao.g_01566	Prbi.g_01801
OG0001027	Prao.g_01567	Prbi.g_01802
OG0001028	Prao.g_01568	Prbi.g_01803
OG0001029	Prao.g_01569	Prbi.g_01804
OG0001030	Prao.g_01570	Prbi.g_01805
OG0001031	Prao.g_01571	Prbi.g_01806
OG0001032	Prao.g_01572	Prbi.g_01807
OG0001033	Prao.g_01573	Prbi.g_01808
OG0001034	Prao.g_01574	Prbi.g_01809
OG0001035	Prao.g_01576	Prbi.g_01811
OG0001036	Prao.g_01577	Prbi.g_01812
OG0001037	Prao.g_01578	Prbi.g_01813
OG0001038	Prao.g_01579	Prbi.g_01814
OG0001039	Prao.g_01580	Prbi.g_01815
OG0001040	Prao.g_01581	Prbi.g_01816
OG0001041	Prao.g_01582	Prbi.g_01817
OG0001042	Prao.g_01583	Prbi.g_01818
OG0001043	Prao.g_01584	Prbi.g_01819
OG0001044	Prao.g_01585	Prbi.g_01820
OG0001045	Prao.g_01586	Prbi.g_01821
OG0001046	Prao.g_01587	Prbi.g_01822
OG0001047	Prao.g_01590	Prbi.g_01825
OG0001048	Prao.g_01592	Prbi.g_01827
OG0001049	Prao.g_01593	Prbi.g_01828
OG0001050	Prao.g_01594	Prbi.g_01829
OG0001051	Prao.g_01595	Prbi.g_01830
OG0001052	Prao.g_01596	Prbi.g_01831
OG0001053	Prao.g_01597	Prbi.g_01832
OG0001054	Prao.g_01599	Prbi.g_01834
OG0001055	Prao.g_01600	Prbi.g_01835
OG0001056	Prao.g_01601	Prbi.g_01836
OG0001057	Prao.g_01602	Prbi.g_01837
OG0001058	Prao.g_01603	Prbi.g_01838
OG0001059	Prao.g_01604	Prbi.g_01839
OG0001060	Prao.g_01605	Prbi.g_01840
OG0001061	Prao.g_01606	Prbi.g_01841
OG0001062	Prao.g_01607	Prbi.g_01842
OG0001063	Prao.g_01608	Prbi.g_01843
OG0001064	Prao.g_01610	Prbi.g_01845
OG0001065	Prao.g_01615	Prbi.g_01848
OG0001066	Prao.g_01616	Prbi.g_01849
OG0001067	Prao.g_01617	Prbi.g_01850
OG0001068	Prao.g_01619	Prbi.g_01852
OG0001069	Prao.g_01620	Prbi.g_01853
OG0001070	Prao.g_01621	Prbi.g_01854
OG0001071	Prao.g_01622	Prbi.g_01855
OG0001072	Prao.g_01623	Prbi.g_01856
OG0001073	Prao.g_01624	Prbi.g_01857
OG0001074	Prao.g_01625	Prbi.g_01858
OG0001075	Prao.g_01626	Prbi.g_01859
OG0001076	Prao.g_01627	Prbi.g_01860
OG0001077	Prao.g_01628	Prbi.g_01861
OG0001078	Prao.g_01629	Prbi.g_01863
OG0001079	Prao.g_01630	Prbi.g_01864
OG0001080	Prao.g_01631	Prbi.g_01865
OG0001081	Prao.g_01634	Prbi.g_01868
OG0001082	Prao.g_01635	Prbi.g_01869
OG0001083	Prao.g_01636	Prbi.g_01870
OG0001084	Prao.g_01638	Prbi.g_01872
OG0001085	Prao.g_01639	Prbi.g_01873
OG0001086	Prao.g_01640	Prbi.g_01874
OG0001087	Prao.g_01641	Prbi.g_01875
OG0001088	Prao.g_01642	Prbi.g_01876
OG0001089	Prao.g_01645	Prbi.g_01896
OG0001090	Prao.g_01647	Prbi.g_01898
OG0001091	Prao.g_01648	Prbi.g_01899
OG0001092	Prao.g_01649	Prbi.g_01900
OG0001093	Prao.g_01650	Prbi.g_01901
OG0001094	Prao.g_01651	Prbi.g_01902
OG0001095	Prao.g_01652	Prbi.g_01903
OG0001096	Prao.g_01653	Prbi.g_01904
OG0001097	Prao.g_01654	Prbi.g_01905
OG0001098	Prao.g_01655	Prbi.g_01906
OG0001099	Prao.g_01656	Prbi.g_01907
OG0001100	Prao.g_01657	Prbi.g_01908
OG0001101	Prao.g_01658	Prbi.g_01909
OG0001102	Prao.g_01659	Prbi.g_01910
OG0001103	Prao.g_01660	Prbi.g_01911
OG0001104	Prao.g_01661	Prbi.g_01912
OG0001105	Prao.g_01662	Prbi.g_01913
OG0001106	Prao.g_01663	Prbi.g_01914
OG0001107	Prao.g_01664	Prbi.g_01915
OG0001108	Prao.g_01665	Prbi.g_01916
OG0001109	Prao.g_01666	Prbi.g_01917
