Orthogroup	Prao	Prar
OG0000573	Prao.g_00092	Prar.g_01483
OG0000574	Prao.g_00093	Prar.g_01484
OG0000575	Prao.g_00094	Prar.g_01485
OG0000576	Prao.g_00095	Prar.g_01486
OG0000577	Prao.g_00096	Prar.g_01487
OG0000578	Prao.g_00097	Prar.g_01488
OG0000579	Prao.g_00098	Prar.g_01489
OG0000580	Prao.g_00099	Prar.g_01490
OG0000581	Prao.g_00100	Prar.g_01491
OG0000582	Prao.g_00101	Prar.g_01492
OG0000583	Prao.g_00102	Prar.g_01493
OG0000584	Prao.g_00103	Prar.g_01494
OG0000585	Prao.g_00104	Prar.g_01495
OG0000586	Prao.g_00106	Prar.g_01497
OG0000587	Prao.g_00107	Prar.g_01498
OG0000588	Prao.g_00109	Prar.g_01500
OG0000589	Prao.g_00110	Prar.g_01501
OG0000590	Prao.g_00112	Prar.g_01503
OG0000591	Prao.g_00117	Prar.g_01509
OG0000592	Prao.g_00118	Prar.g_01510
OG0000593	Prao.g_00119	Prar.g_01511
OG0000594	Prao.g_00121	Prar.g_01513
OG0000595	Prao.g_00122	Prar.g_01514
OG0000596	Prao.g_00123	Prar.g_01515
OG0000597	Prao.g_00125	Prar.g_01517
OG0000598	Prao.g_00126	Prar.g_01518
OG0000599	Prao.g_00127	Prar.g_01519
OG0000600	Prao.g_00128	Prar.g_01520
OG0000601	Prao.g_00130	Prar.g_01522
OG0000602	Prao.g_00131	Prar.g_01523
OG0000603	Prao.g_00132	Prar.g_01524
OG0000604	Prao.g_00133	Prar.g_01525
OG0000605	Prao.g_00134	Prar.g_01526
OG0000606	Prao.g_00135	Prar.g_01527
OG0000607	Prao.g_00137	Prar.g_01529
OG0000608	Prao.g_00138	Prar.g_01530
OG0000609	Prao.g_00142	Prar.g_01534
OG0000610	Prao.g_00143	Prar.g_01535
OG0000611	Prao.g_00649	Prar.g_01600
OG0000612	Prao.g_00650	Prar.g_01601
OG0000613	Prao.g_00651	Prar.g_01602
OG0000614	Prao.g_00652	Prar.g_01603
OG0000615	Prao.g_00654	Prar.g_01605
OG0000616	Prao.g_00655	Prar.g_01606
OG0000617	Prao.g_00656	Prar.g_01607
OG0000618	Prao.g_00657	Prar.g_01608
OG0000619	Prao.g_00658	Prar.g_01609
OG0000620	Prao.g_00659	Prar.g_01610
OG0000621	Prao.g_00660	Prar.g_01611
OG0000622	Prao.g_00661	Prar.g_01612
OG0000623	Prao.g_00662	Prar.g_01613
OG0000624	Prao.g_00663	Prar.g_01614
OG0000625	Prao.g_00664	Prar.g_01615
OG0000626	Prao.g_00665	Prar.g_01616
OG0000627	Prao.g_00666	Prar.g_01617
OG0000628	Prao.g_00667	Prar.g_01618
OG0000629	Prao.g_00668	Prar.g_01619
OG0000630	Prao.g_00669	Prar.g_01620
OG0000631	Prao.g_00671	Prar.g_01622
OG0000632	Prao.g_00683	Prar.g_01634
OG0000633	Prao.g_00687	Prar.g_01638
OG0000634	Prao.g_00701	Prar.g_01651
OG0000635	Prao.g_00704	Prar.g_01652
OG0000636	Prao.g_00705	Prar.g_01653
OG0000637	Prao.g_00706	Prar.g_01654
OG0000638	Prao.g_00718	Prar.g_01661
OG0000639	Prao.g_00727	Prar.g_01670
OG0000640	Prao.g_00729	Prar.g_01672
OG0000641	Prao.g_00732	Prar.g_01675
OG0000642	Prao.g_00733	Prar.g_01676
OG0000643	Prao.g_00734	Prar.g_01677
OG0000644	Prao.g_00735	Prar.g_01678
OG0000645	Prao.g_00736	Prar.g_01679
OG0000646	Prao.g_00737	Prar.g_01680
OG0000647	Prao.g_00738	Prar.g_01681
OG0000648	Prao.g_00740	Prar.g_01683
OG0000649	Prao.g_00741	Prar.g_01684
OG0000650	Prao.g_00742	Prar.g_01685
OG0000651	Prao.g_00743	Prar.g_01686
OG0000652	Prao.g_00744	Prar.g_01687
OG0000653	Prao.g_00745	Prar.g_01688
OG0000654	Prao.g_00747	Prar.g_01690
OG0000655	Prao.g_00749	Prar.g_01692
OG0000656	Prao.g_00750	Prar.g_01693
OG0000657	Prao.g_00751	Prar.g_01694
OG0000658	Prao.g_00752	Prar.g_01695
OG0000659	Prao.g_00753	Prar.g_01696
OG0000660	Prao.g_00754	Prar.g_01697
OG0000661	Prao.g_00755	Prar.g_01698
OG0000662	Prao.g_00756	Prar.g_01699
OG0000663	Prao.g_00757	Prar.g_01700
OG0000664	Prao.g_00758	Prar.g_01701
OG0000665	Prao.g_00759	Prar.g_01702
OG0000666	Prao.g_00760	Prar.g_01703
OG0000667	Prao.g_00761	Prar.g_01704
OG0000668	Prao.g_00762	Prar.g_01705
OG0000669	Prao.g_00764	Prar.g_01707
OG0000670	Prao.g_00765	Prar.g_01708
OG0000671	Prao.g_00766	Prar.g_01709
OG0000672	Prao.g_00767	Prar.g_01710
OG0000673	Prao.g_00768	Prar.g_01711
OG0000674	Prao.g_00769	Prar.g_01712
OG0000675	Prao.g_00771	Prar.g_01714
OG0000676	Prao.g_00772	Prar.g_01715
OG0000677	Prao.g_00775	Prar.g_01717
OG0000678	Prao.g_00777	Prar.g_01719
OG0000679	Prao.g_00778	Prar.g_01720
OG0000680	Prao.g_00779	Prar.g_01721
OG0000681	Prao.g_00780	Prar.g_01722
OG0000682	Prao.g_00781	Prar.g_01723
OG0000683	Prao.g_00783	Prar.g_01725
OG0000684	Prao.g_00784	Prar.g_01726
OG0000685	Prao.g_00785	Prar.g_01727
OG0000686	Prao.g_00786	Prar.g_01728
OG0000687	Prao.g_00787	Prar.g_01729
OG0000688	Prao.g_00788	Prar.g_01730
OG0000689	Prao.g_00789	Prar.g_01731
OG0000690	Prao.g_00790	Prar.g_01732
OG0000691	Prao.g_00791	Prar.g_01733
OG0000692	Prao.g_00793	Prar.g_01735
OG0000693	Prao.g_00794	Prar.g_01736
OG0000694	Prao.g_00795	Prar.g_01737
OG0000695	Prao.g_00796	Prar.g_01738
OG0000696	Prao.g_00797	Prar.g_01740
OG0000697	Prao.g_00799	Prar.g_01742
OG0000698	Prao.g_00801	Prar.g_01744
OG0000699	Prao.g_00802	Prar.g_01745
OG0000700	Prao.g_00829	Prar.g_01759
OG0000701	Prao.g_00834	Prar.g_01764
OG0000702	Prao.g_00837	Prar.g_01767
OG0000703	Prao.g_00838	Prar.g_01768
OG0000704	Prao.g_00839	Prar.g_01769
OG0000705	Prao.g_00840	Prar.g_01770
OG0000706	Prao.g_00841	Prar.g_01771
OG0000707	Prao.g_00842	Prar.g_01773
OG0000708	Prao.g_00843	Prar.g_01774
OG0000709	Prao.g_00845	Prar.g_01776
OG0000710	Prao.g_00846	Prar.g_01777
OG0000711	Prao.g_00847	Prar.g_01778
OG0000712	Prao.g_00848	Prar.g_01779
OG0000713	Prao.g_00849	Prar.g_01780
OG0000714	Prao.g_00851	Prar.g_01782
OG0000715	Prao.g_00852	Prar.g_01783
OG0000716	Prao.g_00854	Prar.g_01785
OG0000717	Prao.g_00855	Prar.g_01786
OG0000718	Prao.g_00856	Prar.g_01787
OG0000719	Prao.g_00858	Prar.g_01789
OG0000720	Prao.g_00859	Prar.g_01790
OG0000721	Prao.g_00861	Prar.g_01792
OG0000722	Prao.g_00862	Prar.g_01793
OG0000723	Prao.g_00863	Prar.g_01794
OG0000724	Prao.g_00864	Prar.g_01795
OG0000725	Prao.g_00865	Prar.g_01796
OG0000726	Prao.g_00866	Prar.g_01797
OG0000727	Prao.g_00867	Prar.g_01798
OG0000728	Prao.g_00868	Prar.g_01799
OG0000729	Prao.g_00869	Prar.g_01800
OG0000730	Prao.g_00870	Prar.g_01801
OG0000731	Prao.g_00871	Prar.g_01802
OG0000732	Prao.g_00872	Prar.g_01803
OG0000733	Prao.g_00873	Prar.g_01804
OG0000734	Prao.g_00874	Prar.g_01805
OG0000735	Prao.g_00876	Prar.g_01807
OG0000736	Prao.g_00877	Prar.g_01808
OG0000737	Prao.g_00878	Prar.g_01809
OG0000738	Prao.g_00879	Prar.g_01810
OG0000739	Prao.g_00880	Prar.g_01811
OG0000740	Prao.g_00881	Prar.g_01812
OG0000741	Prao.g_00882	Prar.g_01813
OG0000742	Prao.g_00884	Prar.g_01815
OG0000743	Prao.g_00885	Prar.g_01816
OG0000744	Prao.g_00886	Prar.g_01817
OG0000745	Prao.g_00887	Prar.g_01818
OG0000746	Prao.g_00888	Prar.g_01819
OG0000747	Prao.g_00889	Prar.g_01820
OG0000748	Prao.g_00890	Prar.g_01821
OG0000749	Prao.g_00891	Prar.g_01822
OG0000750	Prao.g_00892	Prar.g_01823
OG0000751	Prao.g_00893	Prar.g_01824
OG0000752	Prao.g_00894	Prar.g_01825
OG0000753	Prao.g_00896	Prar.g_01827
OG0000754	Prao.g_00897	Prar.g_01828
OG0000755	Prao.g_00898	Prar.g_01829
OG0000756	Prao.g_00899	Prar.g_01830
OG0000757	Prao.g_00900	Prar.g_01831
OG0000758	Prao.g_00901	Prar.g_01832
OG0000759	Prao.g_00903	Prar.g_01834
OG0000760	Prao.g_00904	Prar.g_01835
OG0000761	Prao.g_00905	Prar.g_01836
OG0000762	Prao.g_00907	Prar.g_01838
OG0000763	Prao.g_00908	Prar.g_01839
OG0000764	Prao.g_00909	Prar.g_01840
OG0000765	Prao.g_00910	Prar.g_01841
OG0000766	Prao.g_00911	Prar.g_01842
OG0000767	Prao.g_00913	Prar.g_01844
OG0000768	Prao.g_00914	Prar.g_01845
OG0000769	Prao.g_00915	Prar.g_01846
OG0000770	Prao.g_00916	Prar.g_01847
OG0000771	Prao.g_00917	Prar.g_01848
OG0000772	Prao.g_00918	Prar.g_01849
OG0000773	Prao.g_00919	Prar.g_01850
OG0000774	Prao.g_00920	Prar.g_01851
OG0000775	Prao.g_00921	Prar.g_01852
OG0000776	Prao.g_00923	Prar.g_01853
OG0000777	Prao.g_00925	Prar.g_01855
OG0000778	Prao.g_00926	Prar.g_01856
OG0000779	Prao.g_00927	Prar.g_01857
OG0000780	Prao.g_00929	Prar.g_01859
OG0000781	Prao.g_00931	Prar.g_01861
OG0000782	Prao.g_00932	Prar.g_01862
OG0000783	Prao.g_00943	Prar.g_01873
OG0000784	Prao.g_00945	Prar.g_01875
OG0000785	Prao.g_00946	Prar.g_01876
OG0000786	Prao.g_00947	Prar.g_01877
OG0000787	Prao.g_00948	Prar.g_01878
OG0000788	Prao.g_00952	Prar.g_01882
OG0000789	Prao.g_00954	Prar.g_01884
OG0000790	Prao.g_00955	Prar.g_01885
OG0000791	Prao.g_00956	Prar.g_01886
OG0000792	Prao.g_00957	Prar.g_01887
OG0000793	Prao.g_00958	Prar.g_01888
OG0000794	Prao.g_00960	Prar.g_01890
OG0000795	Prao.g_00963	Prar.g_01893
OG0000796	Prao.g_00964	Prar.g_01894
OG0000797	Prao.g_00966	Prar.g_01896
OG0000798	Prao.g_00967	Prar.g_01897
OG0000799	Prao.g_00968	Prar.g_01898
OG0000800	Prao.g_00969	Prar.g_01899
OG0000801	Prao.g_00972	Prar.g_01902
OG0000802	Prao.g_00973	Prar.g_01903
OG0000803	Prao.g_00975	Prar.g_01905
OG0000804	Prao.g_00976	Prar.g_01906
OG0000805	Prao.g_00977	Prar.g_01907
OG0000806	Prao.g_00979	Prar.g_01909
OG0000807	Prao.g_01007	Prar.g_01935
OG0000808	Prao.g_01016	Prar.g_01944
OG0000809	Prao.g_01019	Prar.g_01947
OG0000810	Prao.g_01020	Prar.g_01948
OG0000811	Prao.g_01027	Prar.g_01955
OG0000812	Prao.g_01156	Prar.g_01324
OG0000813	Prao.g_01152	Prar.g_01320
OG0000814	Prao.g_01150	Prar.g_01318
OG0000815	Prao.g_01137	Prar.g_01309
OG0000816	Prao.g_01121	Prar.g_01295
OG0000817	Prao.g_01120	Prar.g_01294
OG0000818	Prao.g_01115	Prar.g_01289
OG0000819	Prao.g_01108	Prar.g_01282
OG0000820	Prao.g_01104	Prar.g_01278
OG0000821	Prao.g_01102	Prar.g_01276
OG0000822	Prao.g_01101	Prar.g_01275
OG0000823	Prao.g_01100	Prar.g_01274
OG0000824	Prao.g_01099	Prar.g_01273
OG0000825	Prao.g_01098	Prar.g_01272
OG0000826	Prao.g_01097	Prar.g_01271
OG0000827	Prao.g_01096	Prar.g_01270
OG0000828	Prao.g_01095	Prar.g_01269
OG0000829	Prao.g_01094	Prar.g_01268
OG0000830	Prao.g_01093	Prar.g_01267
OG0000831	Prao.g_01090	Prar.g_01264
OG0000832	Prao.g_01088	Prar.g_01262
OG0000833	Prao.g_01087	Prar.g_01261
OG0000834	Prao.g_01086	Prar.g_01260
OG0000835	Prao.g_01085	Prar.g_01259
OG0000836	Prao.g_01084	Prar.g_01258
OG0000837	Prao.g_01082	Prar.g_01256
OG0000838	Prao.g_01081	Prar.g_01255
OG0000839	Prao.g_01080	Prar.g_01254
OG0000840	Prao.g_01079	Prar.g_01253
OG0000841	Prao.g_01078	Prar.g_01252
OG0000842	Prao.g_01077	Prar.g_01251
OG0000843	Prao.g_01076	Prar.g_01250
OG0000844	Prao.g_01075	Prar.g_01249
OG0000845	Prao.g_01074	Prar.g_01248
OG0000846	Prao.g_01071	Prar.g_01245
OG0000847	Prao.g_01069	Prar.g_01243
OG0000848	Prao.g_01068	Prar.g_01242
OG0000849	Prao.g_01067	Prar.g_01241
OG0000850	Prao.g_01066	Prar.g_01240
OG0000851	Prao.g_01065	Prar.g_01239
OG0000852	Prao.g_01063	Prar.g_01237
OG0000853	Prao.g_01062	Prar.g_01236
OG0000854	Prao.g_01060	Prar.g_01234
OG0000855	Prao.g_01059	Prar.g_01233
OG0000856	Prao.g_01058	Prar.g_01232
OG0000857	Prao.g_01057	Prar.g_01231
OG0000858	Prao.g_01056	Prar.g_01230
OG0000859	Prao.g_01055	Prar.g_01229
OG0000860	Prao.g_01054	Prar.g_01228
OG0000861	Prao.g_01053	Prar.g_01227
OG0000862	Prao.g_01052	Prar.g_01226
OG0000863	Prao.g_01051	Prar.g_01225
OG0000864	Prao.g_01050	Prar.g_01224
OG0000865	Prao.g_01049	Prar.g_01223
OG0000866	Prao.g_01048	Prar.g_01222
OG0000867	Prao.g_01047	Prar.g_01221
OG0000868	Prao.g_01046	Prar.g_01220
OG0000869	Prao.g_01044	Prar.g_01218
OG0000870	Prao.g_01043	Prar.g_01217
OG0000871	Prao.g_01041	Prar.g_01215
OG0000872	Prao.g_01040	Prar.g_01214
OG0000873	Prao.g_01038	Prar.g_01212
OG0000874	Prao.g_01037	Prar.g_01211
OG0000875	Prao.g_01036	Prar.g_01210
OG0000876	Prao.g_01035	Prar.g_01209
OG0000877	Prao.g_01033	Prar.g_01207
OG0000878	Prao.g_01305	Prar.g_00976
OG0000879	Prao.g_01287	Prar.g_00966
OG0000880	Prao.g_01286	Prar.g_00965
OG0000881	Prao.g_01285	Prar.g_00964
OG0000882	Prao.g_01284	Prar.g_00963
OG0000883	Prao.g_01283	Prar.g_00962
OG0000884	Prao.g_01281	Prar.g_00960
OG0000885	Prao.g_01280	Prar.g_00959
OG0000886	Prao.g_01279	Prar.g_00958
OG0000887	Prao.g_01278	Prar.g_00957
OG0000888	Prao.g_01277	Prar.g_00956
OG0000889	Prao.g_01274	Prar.g_00953
OG0000890	Prao.g_01273	Prar.g_00952
OG0000891	Prao.g_01272	Prar.g_00951
OG0000892	Prao.g_01270	Prar.g_00949
OG0000893	Prao.g_01269	Prar.g_00948
OG0000894	Prao.g_01268	Prar.g_00947
OG0000895	Prao.g_01267	Prar.g_00946
OG0000896	Prao.g_01266	Prar.g_00945
OG0000897	Prao.g_01265	Prar.g_00944
OG0000898	Prao.g_01263	Prar.g_00942
OG0000899	Prao.g_01262	Prar.g_00941
OG0000900	Prao.g_01257	Prar.g_00929
OG0000901	Prao.g_01253	Prar.g_00925
OG0000902	Prao.g_01252	Prar.g_00924
OG0000903	Prao.g_01251	Prar.g_00923
OG0000904	Prao.g_01249	Prar.g_00921
OG0000905	Prao.g_01247	Prar.g_00919
OG0000906	Prao.g_01245	Prar.g_00917
OG0000907	Prao.g_01244	Prar.g_00916
OG0000908	Prao.g_01241	Prar.g_00913
OG0000909	Prao.g_01237	Prar.g_00909
OG0000910	Prao.g_01236	Prar.g_00908
OG0000911	Prao.g_01235	Prar.g_00907
OG0000912	Prao.g_01234	Prar.g_00906
OG0000913	Prao.g_01233	Prar.g_00905
OG0000914	Prao.g_01232	Prar.g_00904
OG0000915	Prao.g_01231	Prar.g_00903
OG0000916	Prao.g_01230	Prar.g_00902
OG0000917	Prao.g_01229	Prar.g_00901
OG0000918	Prao.g_01228	Prar.g_00900
OG0000919	Prao.g_01227	Prar.g_00899
OG0000920	Prao.g_01226	Prar.g_00898
OG0000921	Prao.g_01225	Prar.g_00897
OG0000922	Prao.g_01224	Prar.g_00896
OG0000923	Prao.g_01223	Prar.g_00895
OG0000924	Prao.g_01222	Prar.g_00894
OG0000925	Prao.g_01221	Prar.g_00893
OG0000926	Prao.g_01220	Prar.g_00375
OG0000927	Prao.g_01379	Prar.g_00357
OG0000928	Prao.g_01380	Prar.g_00356
OG0000929	Prao.g_01381	Prar.g_00355
OG0000930	Prao.g_01382	Prar.g_00354
OG0000931	Prao.g_01383	Prar.g_00353
OG0000932	Prao.g_01385	Prar.g_00351
OG0000933	Prao.g_01386	Prar.g_00350
OG0000934	Prao.g_01387	Prar.g_00349
OG0000935	Prao.g_01388	Prar.g_00348
OG0000936	Prao.g_01389	Prar.g_00347
OG0000937	Prao.g_01390	Prar.g_00346
OG0000938	Prao.g_01391	Prar.g_00345
OG0000939	Prao.g_01392	Prar.g_00344
OG0000940	Prao.g_01393	Prar.g_00343
OG0000941	Prao.g_01395	Prar.g_00341
OG0000942	Prao.g_01396	Prar.g_00340
OG0000943	Prao.g_01399	Prar.g_00337
OG0000944	Prao.g_01400	Prar.g_00336
OG0000945	Prao.g_01401	Prar.g_00335
OG0000946	Prao.g_01402	Prar.g_00842
OG0000947	Prao.g_01403	Prar.g_00841
OG0000948	Prao.g_01404	Prar.g_00840
OG0000949	Prao.g_01405	Prar.g_00839
OG0000950	Prao.g_01406	Prar.g_00838
OG0000951	Prao.g_01407	Prar.g_00837
OG0000952	Prao.g_01408	Prar.g_00836
OG0000953	Prao.g_01409	Prar.g_00835
OG0000954	Prao.g_01410	Prar.g_00834
OG0000955	Prao.g_01411	Prar.g_00833
OG0000956	Prao.g_01412	Prar.g_00832
OG0000957	Prao.g_01413	Prar.g_00831
OG0000958	Prao.g_01414	Prar.g_00830
OG0000959	Prao.g_01415	Prar.g_00829
OG0000960	Prao.g_01416	Prar.g_00828
OG0000961	Prao.g_01419	Prar.g_00824
OG0000962	Prao.g_01420	Prar.g_00823
OG0000963	Prao.g_01421	Prar.g_00822
OG0000964	Prao.g_01423	Prar.g_00820
OG0000965	Prao.g_01424	Prar.g_00819
OG0000966	Prao.g_01425	Prar.g_00818
OG0000967	Prao.g_01426	Prar.g_00817
OG0000968	Prao.g_01427	Prar.g_00816
OG0000969	Prao.g_01428	Prar.g_00815
OG0000970	Prao.g_01429	Prar.g_00814
OG0000971	Prao.g_01430	Prar.g_00813
OG0000972	Prao.g_01431	Prar.g_00812
OG0000973	Prao.g_01432	Prar.g_00811
OG0000974	Prao.g_01434	Prar.g_00809
OG0000975	Prao.g_01437	Prar.g_00806
OG0000976	Prao.g_01439	Prar.g_00804
OG0000977	Prao.g_01440	Prar.g_00803
OG0000978	Prao.g_01441	Prar.g_00802
OG0000979	Prao.g_01443	Prar.g_00800
OG0000980	Prao.g_01444	Prar.g_00799
OG0000981	Prao.g_01445	Prar.g_00798
OG0000982	Prao.g_01446	Prar.g_00797
OG0000983	Prao.g_01448	Prar.g_00795
OG0000984	Prao.g_01449	Prar.g_00794
OG0000985	Prao.g_01450	Prar.g_00793
OG0000986	Prao.g_01451	Prar.g_00792
OG0000987	Prao.g_01452	Prar.g_00791
OG0000988	Prao.g_01453	Prar.g_00790
OG0000989	Prao.g_01454	Prar.g_00789
OG0000990	Prao.g_01455	Prar.g_00788
OG0000991	Prao.g_01456	Prar.g_00787
OG0000992	Prao.g_01457	Prar.g_00786
OG0000993	Prao.g_01458	Prar.g_00785
OG0000994	Prao.g_01459	Prar.g_00784
OG0000995	Prao.g_01460	Prar.g_00783
OG0000996	Prao.g_01461	Prar.g_00782
OG0000997	Prao.g_01462	Prar.g_00781
OG0000998	Prao.g_01463	Prar.g_00780
OG0000999	Prao.g_01464	Prar.g_00779
OG0001000	Prao.g_01465	Prar.g_00778
OG0001001	Prao.g_01467	Prar.g_00776
OG0001002	Prao.g_01468	Prar.g_00775
OG0001003	Prao.g_01469	Prar.g_00774
OG0001004	Prao.g_01470	Prar.g_00773
OG0001005	Prao.g_01471	Prar.g_00772
OG0001006	Prao.g_01472	Prar.g_00771
OG0001007	Prao.g_01473	Prar.g_00770
OG0001008	Prao.g_01475	Prar.g_00768
OG0001009	Prao.g_01476	Prar.g_00767
OG0001010	Prao.g_01484	Prar.g_00760
OG0001011	Prao.g_01491	Prar.g_00753
OG0001012	Prao.g_01519	Prar.g_00725
OG0001013	Prao.g_01546	Prar.g_01149
OG0001014	Prao.g_01547	Prar.g_01148
OG0001015	Prao.g_01553	Prar.g_01142
OG0001016	Prao.g_01554	Prar.g_01141
OG0001017	Prao.g_01555	Prar.g_01140
OG0001018	Prao.g_01556	Prar.g_01139
OG0001019	Prao.g_01558	Prar.g_01137
OG0001020	Prao.g_01559	Prar.g_01136
OG0001021	Prao.g_01560	Prar.g_01135
OG0001022	Prao.g_01561	Prar.g_01134
OG0001023	Prao.g_01562	Prar.g_01133
OG0001024	Prao.g_01563	Prar.g_01132
OG0001025	Prao.g_01564	Prar.g_01131
OG0001026	Prao.g_01566	Prar.g_01129
OG0001027	Prao.g_01567	Prar.g_01128
OG0001028	Prao.g_01568	Prar.g_01127
OG0001029	Prao.g_01569	Prar.g_01126
OG0001030	Prao.g_01570	Prar.g_01125
OG0001031	Prao.g_01571	Prar.g_01124
OG0001032	Prao.g_01572	Prar.g_01123
OG0001033	Prao.g_01573	Prar.g_01122
OG0001034	Prao.g_01574	Prar.g_01121
OG0001035	Prao.g_01576	Prar.g_01964
OG0001036	Prao.g_01577	Prar.g_01965
OG0001037	Prao.g_01578	Prar.g_01966
OG0001038	Prao.g_01579	Prar.g_01967
OG0001039	Prao.g_01580	Prar.g_01968
OG0001040	Prao.g_01581	Prar.g_01969
OG0001041	Prao.g_01582	Prar.g_01970
OG0001042	Prao.g_01583	Prar.g_01971
OG0001043	Prao.g_01584	Prar.g_01963
OG0001044	Prao.g_01585	Prar.g_01962
OG0001045	Prao.g_01586	Prar.g_01961
OG0001046	Prao.g_01587	Prar.g_01960
OG0001047	Prao.g_01590	Prar.g_01957
OG0001048	Prao.g_01592	Prar.g_00596
OG0001049	Prao.g_01593	Prar.g_00597
OG0001050	Prao.g_01594	Prar.g_00598
OG0001051	Prao.g_01595	Prar.g_00599
OG0001052	Prao.g_01596	Prar.g_00600
OG0001053	Prao.g_01597	Prar.g_00601
OG0001054	Prao.g_01599	Prar.g_00603
OG0001055	Prao.g_01600	Prar.g_00604
OG0001056	Prao.g_01601	Prar.g_00605
OG0001057	Prao.g_01602	Prar.g_00606
OG0001058	Prao.g_01603	Prar.g_00607
OG0001059	Prao.g_01604	Prar.g_00608
OG0001060	Prao.g_01605	Prar.g_00609
OG0001061	Prao.g_01606	Prar.g_00610
OG0001062	Prao.g_01607	Prar.g_00611
OG0001063	Prao.g_01608	Prar.g_00612
OG0001064	Prao.g_01610	Prar.g_01119
OG0001065	Prao.g_01615	Prar.g_01114
OG0001066	Prao.g_01616	Prar.g_01113
OG0001067	Prao.g_01617	Prar.g_01112
OG0001068	Prao.g_01619	Prar.g_01110
OG0001069	Prao.g_01620	Prar.g_01109
OG0001070	Prao.g_01621	Prar.g_01108
OG0001071	Prao.g_01622	Prar.g_01107
OG0001072	Prao.g_01623	Prar.g_01106
OG0001073	Prao.g_01624	Prar.g_01105
OG0001074	Prao.g_01625	Prar.g_01104
OG0001075	Prao.g_01626	Prar.g_01103
OG0001076	Prao.g_01627	Prar.g_01102
OG0001077	Prao.g_01628	Prar.g_01101
OG0001078	Prao.g_01629	Prar.g_01100
OG0001079	Prao.g_01630	Prar.g_01099
OG0001080	Prao.g_01631	Prar.g_01098
OG0001081	Prao.g_01634	Prar.g_01095
OG0001082	Prao.g_01635	Prar.g_01094
OG0001083	Prao.g_01636	Prar.g_01093
OG0001084	Prao.g_01638	Prar.g_01091
OG0001085	Prao.g_01639	Prar.g_01090
OG0001086	Prao.g_01640	Prar.g_01089
OG0001087	Prao.g_01641	Prar.g_01088
OG0001088	Prao.g_01642	Prar.g_01087
OG0001089	Prao.g_01645	Prar.g_01069
OG0001090	Prao.g_01647	Prar.g_01067
OG0001091	Prao.g_01648	Prar.g_01066
OG0001092	Prao.g_01649	Prar.g_01065
OG0001093	Prao.g_01650	Prar.g_01064
OG0001094	Prao.g_01651	Prar.g_01063
OG0001095	Prao.g_01652	Prar.g_01062
OG0001096	Prao.g_01653	Prar.g_01061
OG0001097	Prao.g_01654	Prar.g_01060
OG0001098	Prao.g_01655	Prar.g_01059
OG0001099	Prao.g_01656	Prar.g_01058
OG0001100	Prao.g_01657	Prar.g_01057
OG0001101	Prao.g_01658	Prar.g_01056
OG0001102	Prao.g_01659	Prar.g_01055
OG0001103	Prao.g_01660	Prar.g_01054
OG0001104	Prao.g_01661	Prar.g_01053
OG0001105	Prao.g_01662	Prar.g_01052
OG0001106	Prao.g_01663	Prar.g_01051
OG0001107	Prao.g_01664	Prar.g_01050
OG0001108	Prao.g_01665	Prar.g_01049
OG0001109	Prao.g_01666	Prar.g_01048
OG0001110	Prao.g_01667	Prar.g_01047
OG0001111	Prao.g_01668	Prar.g_01046
OG0001112	Prao.g_01669	Prar.g_01045
OG0001113	Prao.g_01670	Prar.g_01044
OG0001114	Prao.g_01671	Prar.g_01043
OG0001115	Prao.g_01672	Prar.g_01042
OG0001116	Prao.g_01673	Prar.g_01041
OG0001117	Prao.g_01674	Prar.g_01040
OG0001118	Prao.g_01675	Prar.g_01039
OG0001119	Prao.g_01676	Prar.g_01038
OG0001120	Prao.g_01677	Prar.g_01037
OG0001121	Prao.g_01679	Prar.g_01035
OG0001122	Prao.g_01680	Prar.g_01034
OG0001123	Prao.g_01681	Prar.g_01033
OG0001124	Prao.g_01683	Prar.g_01031
OG0001125	Prao.g_01685	Prar.g_01029
OG0001126	Prao.g_01686	Prar.g_01028
OG0001127	Prao.g_01688	Prar.g_01026
OG0001128	Prao.g_01689	Prar.g_01025
OG0001129	Prao.g_01690	Prar.g_01024
OG0001130	Prao.g_01693	Prar.g_01022
OG0001131	Prao.g_01694	Prar.g_01021
OG0001132	Prao.g_01695	Prar.g_01020
OG0001133	Prao.g_01696	Prar.g_01019
OG0001134	Prao.g_01697	Prar.g_01018
OG0001135	Prao.g_01698	Prar.g_01017
OG0001136	Prao.g_01699	Prar.g_01016
OG0001137	Prao.g_01700	Prar.g_01015
OG0001138	Prao.g_01701	Prar.g_01014
OG0001139	Prao.g_01702	Prar.g_01013
OG0001140	Prao.g_01703	Prar.g_01012
OG0001141	Prao.g_01704	Prar.g_01011
OG0001142	Prao.g_01707	Prar.g_00617
OG0001143	Prao.g_01708	Prar.g_00618
OG0001144	Prao.g_01709	Prar.g_00619
OG0001145	Prao.g_01710	Prar.g_00620
OG0001146	Prao.g_01711	Prar.g_00621
OG0001147	Prao.g_01712	Prar.g_00622
OG0001148	Prao.g_01713	Prar.g_00623
OG0001149	Prao.g_01715	Prar.g_00625
OG0001150	Prao.g_01716	Prar.g_00626
OG0001151	Prao.g_01718	Prar.g_00628
OG0001152	Prao.g_01719	Prar.g_00629
OG0001153	Prao.g_01720	Prar.g_00630
OG0001154	Prao.g_01722	Prar.g_00632
