Orthogroup	Praj	Prad
OG0000564	Praj.g_00549	Prad.g_01348
OG0000565	Praj.g_00552	Prad.g_01351
OG0000566	Praj.g_00554	Prad.g_01353
OG0000567	Praj.g_00558	Prad.g_01357
OG0000568	Praj.g_00559	Prad.g_01358
OG0000569	Praj.g_00560	Prad.g_01359
OG0000570	Praj.g_00561	Prad.g_01360
OG0000571	Praj.g_00563	Prad.g_01362
OG0000572	Praj.g_00574	Prad.g_01375
OG0000573	Praj.g_00579	Prad.g_01381
OG0000574	Praj.g_00581	Prad.g_01382
OG0000575	Praj.g_00584	Prad.g_01386
OG0000576	Praj.g_00586	Prad.g_01388
OG0000577	Praj.g_00587	Prad.g_01389
OG0000578	Praj.g_00588	Prad.g_01390
OG0000579	Praj.g_00589	Prad.g_01391
OG0000580	Praj.g_00590	Prad.g_01392
OG0000581	Praj.g_00593	Prad.g_01394
OG0000582	Praj.g_00596	Prad.g_01397
OG0000583	Praj.g_00597	Prad.g_01398
OG0000584	Praj.g_00598	Prad.g_01399
OG0000585	Praj.g_00600	Prad.g_01401
OG0000586	Praj.g_00601	Prad.g_01402
OG0000587	Praj.g_00602	Prad.g_01403
OG0000588	Praj.g_00606	Prad.g_01407
OG0000589	Praj.g_00609	Prad.g_01410
OG0000590	Praj.g_00610	Prad.g_01411
OG0000591	Praj.g_00613	Prad.g_01414
OG0000592	Praj.g_00614	Prad.g_01415
OG0000593	Praj.g_00620	Prad.g_01421
OG0000594	Praj.g_00621	Prad.g_01422
OG0000595	Praj.g_00622	Prad.g_01423
OG0000596	Praj.g_00626	Prad.g_01427
OG0000597	Praj.g_00628	Prad.g_01429
OG0000598	Praj.g_00629	Prad.g_01430
OG0000599	Praj.g_00632	Prad.g_01433
OG0000600	Praj.g_00633	Prad.g_01219
OG0000601	Praj.g_00634	Prad.g_01220
OG0000602	Praj.g_00636	Prad.g_01222
OG0000603	Praj.g_00637	Prad.g_01223
OG0000604	Praj.g_00638	Prad.g_01224
OG0000605	Praj.g_00639	Prad.g_01225
OG0000606	Praj.g_00642	Prad.g_01228
OG0000607	Praj.g_00645	Prad.g_01231
OG0000608	Praj.g_00646	Prad.g_01232
OG0000609	Praj.g_00647	Prad.g_01233
OG0000610	Praj.g_00653	Prad.g_01238
OG0000611	Praj.g_00656	Prad.g_01241
OG0000612	Praj.g_00657	Prad.g_01242
OG0000613	Praj.g_00663	Prad.g_01247
OG0000614	Praj.g_00686	Prad.g_01266
OG0000615	Praj.g_00693	Prad.g_01274
OG0000616	Praj.g_02137	Prad.g_01278
OG0000617	Praj.g_00704	Prad.g_01055
OG0000618	Praj.g_00705	Prad.g_01056
OG0000619	Praj.g_00706	Prad.g_01057
OG0000620	Praj.g_00709	Prad.g_01060
OG0000621	Praj.g_00710	Prad.g_01061
OG0000622	Praj.g_00711	Prad.g_01062
OG0000623	Praj.g_00712	Prad.g_01063
OG0000624	Praj.g_00714	Prad.g_01064
OG0000625	Praj.g_00715	Prad.g_01065
OG0000626	Praj.g_00716	Prad.g_01066
OG0000627	Praj.g_00718	Prad.g_01067
OG0000628	Praj.g_00719	Prad.g_01068
OG0000629	Praj.g_00720	Prad.g_01069
OG0000630	Praj.g_00723	Prad.g_01072
OG0000631	Praj.g_00917	Prad.g_01137
OG0000632	Praj.g_00918	Prad.g_01138
OG0000633	Praj.g_00919	Prad.g_01139
OG0000634	Praj.g_00765	Prad.g_01142
OG0000635	Praj.g_00766	Prad.g_01143
OG0000636	Praj.g_00768	Prad.g_01145
OG0000637	Praj.g_00770	Prad.g_01147
OG0000638	Praj.g_00771	Prad.g_01148
OG0000639	Praj.g_00772	Prad.g_01149
OG0000640	Praj.g_00773	Prad.g_01150
OG0000641	Praj.g_00777	Prad.g_01154
OG0000642	Praj.g_00778	Prad.g_01155
OG0000643	Praj.g_00779	Prad.g_01156
OG0000644	Praj.g_00780	Prad.g_01157
OG0000645	Praj.g_00781	Prad.g_01158
OG0000646	Praj.g_00784	Prad.g_01160
OG0000647	Praj.g_00786	Prad.g_01161
OG0000648	Praj.g_00788	Prad.g_01163
OG0000649	Praj.g_00789	Prad.g_01164
OG0000650	Praj.g_00790	Prad.g_01165
OG0000651	Praj.g_00791	Prad.g_01166
OG0000652	Praj.g_00792	Prad.g_01167
OG0000653	Praj.g_00794	Prad.g_01169
OG0000654	Praj.g_00795	Prad.g_01170
OG0000655	Praj.g_00796	Prad.g_01171
OG0000656	Praj.g_00799	Prad.g_01174
OG0000657	Praj.g_00806	Prad.g_01182
OG0000658	Praj.g_00808	Prad.g_01183
OG0000659	Praj.g_00809	Prad.g_01184
OG0000660	Praj.g_00814	Prad.g_00306
OG0000661	Praj.g_00816	Prad.g_00304
OG0000662	Praj.g_00818	Prad.g_00302
OG0000663	Praj.g_00820	Prad.g_00300
OG0000664	Praj.g_00821	Prad.g_00299
OG0000665	Praj.g_00826	Prad.g_00295
OG0000666	Praj.g_00827	Prad.g_00294
OG0000667	Praj.g_00831	Prad.g_00290
OG0000668	Praj.g_00869	Prad.g_00260
OG0000669	Praj.g_00877	Prad.g_00253
OG0000670	Praj.g_00880	Prad.g_00251
OG0000671	Praj.g_00882	Prad.g_00249
OG0000672	Praj.g_00885	Prad.g_00247
OG0000673	Praj.g_00888	Prad.g_00244
OG0000674	Praj.g_00890	Prad.g_00242
OG0000675	Praj.g_00891	Prad.g_00241
OG0000676	Praj.g_00893	Prad.g_00239
OG0000677	Praj.g_00894	Prad.g_00238
OG0000678	Praj.g_00897	Prad.g_00236
OG0000679	Praj.g_00901	Prad.g_00232
OG0000680	Praj.g_00902	Prad.g_00231
OG0000681	Praj.g_00905	Prad.g_00228
OG0000682	Praj.g_00906	Prad.g_00227
OG0000683	Praj.g_00907	Prad.g_00226
OG0000684	Praj.g_00748	Prad.g_00224
OG0000685	Praj.g_00750	Prad.g_00222
OG0000686	Praj.g_00751	Prad.g_00221
OG0000687	Praj.g_00752	Prad.g_00220
OG0000688	Praj.g_00755	Prad.g_00217
OG0000689	Praj.g_00756	Prad.g_00216
OG0000690	Praj.g_00757	Prad.g_00215
OG0000691	Praj.g_00758	Prad.g_00214
OG0000692	Praj.g_00760	Prad.g_00212
OG0000693	Praj.g_00761	Prad.g_00211
OG0000694	Praj.g_00762	Prad.g_00210
OG0000695	Praj.g_00921	Prad.g_00208
OG0000696	Praj.g_00922	Prad.g_00207
OG0000697	Praj.g_00923	Prad.g_00206
OG0000698	Praj.g_00926	Prad.g_00203
OG0000699	Praj.g_00927	Prad.g_00202
OG0000700	Praj.g_00928	Prad.g_00201
OG0000701	Praj.g_00929	Prad.g_00200
OG0000702	Praj.g_00931	Prad.g_00198
OG0000703	Praj.g_00932	Prad.g_00197
OG0000704	Praj.g_00933	Prad.g_00196
OG0000705	Praj.g_00939	Prad.g_00192
OG0000706	Praj.g_00940	Prad.g_00191
OG0000707	Praj.g_00941	Prad.g_00190
OG0000708	Praj.g_00943	Prad.g_00189
OG0000709	Praj.g_00947	Prad.g_00185
OG0000710	Praj.g_00950	Prad.g_00182
OG0000711	Praj.g_00966	Prad.g_00165
OG0000712	Praj.g_00968	Prad.g_00163
OG0000713	Praj.g_00969	Prad.g_00162
OG0000714	Praj.g_00970	Prad.g_00161
OG0000715	Praj.g_00972	Prad.g_00159
OG0000716	Praj.g_00973	Prad.g_00157
OG0000717	Praj.g_00974	Prad.g_00156
OG0000718	Praj.g_00991	Prad.g_00144
OG0000719	Praj.g_00992	Prad.g_00142
OG0000720	Praj.g_01002	Prad.g_01039
OG0000721	Praj.g_01003	Prad.g_01037
OG0000722	Praj.g_01004	Prad.g_01036
OG0000723	Praj.g_01008	Prad.g_01033
OG0000724	Praj.g_01019	Prad.g_01023
OG0000725	Praj.g_00845	Prad.g_01017
OG0000726	Praj.g_00844	Prad.g_01016
OG0000727	Praj.g_00843	Prad.g_01015
OG0000728	Praj.g_00841	Prad.g_01013
OG0000729	Praj.g_02022	Prad.g_00970
OG0000730	Praj.g_00378	Prad.g_00635
OG0000731	Praj.g_00386	Prad.g_00639
OG0000732	Praj.g_02081	Prad.g_00649
OG0000733	Praj.g_01833	Prad.g_01988
OG0000734	Praj.g_01476	Prad.g_01511
OG0000735	Praj.g_01474	Prad.g_01509
OG0000736	Praj.g_01473	Prad.g_01508
OG0000737	Praj.g_01472	Prad.g_01507
OG0000738	Praj.g_01468	Prad.g_01503
OG0000739	Praj.g_01467	Prad.g_01502
OG0000740	Praj.g_01466	Prad.g_01501
OG0000741	Praj.g_01464	Prad.g_01500
OG0000742	Praj.g_01462	Prad.g_01497
OG0000743	Praj.g_01460	Prad.g_01495
OG0000744	Praj.g_01459	Prad.g_01494
OG0000745	Praj.g_01458	Prad.g_01493
OG0000746	Praj.g_01456	Prad.g_01491
OG0000747	Praj.g_01455	Prad.g_01490
OG0000748	Praj.g_01451	Prad.g_01487
OG0000749	Praj.g_01450	Prad.g_01486
OG0000750	Praj.g_01449	Prad.g_01485
OG0000751	Praj.g_01446	Prad.g_01483
OG0000752	Praj.g_01444	Prad.g_01481
OG0000753	Praj.g_01442	Prad.g_01478
OG0000754	Praj.g_01438	Prad.g_01475
OG0000755	Praj.g_01434	Prad.g_01472
OG0000756	Praj.g_01433	Prad.g_01470, Prad.g_01471
OG0000757	Praj.g_01426	Prad.g_01464
OG0000758	Praj.g_01425	Prad.g_01463
OG0000759	Praj.g_01424	Prad.g_01462
OG0000760	Praj.g_01423	Prad.g_01461
OG0000761	Praj.g_01422	Prad.g_01460
OG0000762	Praj.g_01421	Prad.g_01459
OG0000763	Praj.g_01419	Prad.g_01457
OG0000764	Praj.g_01418	Prad.g_01456
OG0000765	Praj.g_01409	Prad.g_01447
OG0000766	Praj.g_01408	Prad.g_01446
OG0000767	Praj.g_01407	Prad.g_01444
OG0000768	Praj.g_01406	Prad.g_01443
OG0000769	Praj.g_01404	Prad.g_01441
OG0000770	Praj.g_01403	Prad.g_01439
OG0000771	Praj.g_01014	Prad.g_00076
OG0000772	Praj.g_01246	Prad.g_00341
OG0000773	Praj.g_01519	Prad.g_00361
OG0000774	Praj.g_01522	Prad.g_00363
OG0000775	Praj.g_01523	Prad.g_00365
OG0000776	Praj.g_01524	Prad.g_00366
OG0000777	Praj.g_01525	Prad.g_00631
OG0000778	Praj.g_01526	Prad.g_00630
OG0000779	Praj.g_01530	Prad.g_00626
OG0000780	Praj.g_01531	Prad.g_00625
OG0000781	Praj.g_01534	Prad.g_00622
OG0000782	Praj.g_01535	Prad.g_00621
OG0000783	Praj.g_01536	Prad.g_00620
OG0000784	Praj.g_01537	Prad.g_00619
OG0000785	Praj.g_01539	Prad.g_00617
OG0000786	Praj.g_01542	Prad.g_00615
OG0000787	Praj.g_01543	Prad.g_00614
OG0000788	Praj.g_00732	Prad.g_00607
OG0000789	Praj.g_01011	Prad.g_00604
OG0000790	Praj.g_01580	Prad.g_00589
OG0000791	Praj.g_01582	Prad.g_00587
OG0000792	Praj.g_01583	Prad.g_00586
OG0000793	Praj.g_01586	Prad.g_00583
OG0000794	Praj.g_01587	Prad.g_00582
OG0000795	Praj.g_01588	Prad.g_00581
OG0000796	Praj.g_01592	Prad.g_00577
OG0000797	Praj.g_01593	Prad.g_00576
OG0000799	Praj.g_01613	Prad.g_00533
OG0000800	Praj.g_01614	Prad.g_00532
OG0000801	Praj.g_01615	Prad.g_00531
OG0000802	Praj.g_01617	Prad.g_00529
OG0000803	Praj.g_01619	Prad.g_00527
OG0000804	Praj.g_01620	Prad.g_00526
OG0000805	Praj.g_01622	Prad.g_00524
OG0000806	Praj.g_01624	Prad.g_00522
OG0000807	Praj.g_01625	Prad.g_00521
OG0000808	Praj.g_01626	Prad.g_00520
OG0000809	Praj.g_01630	Prad.g_00517
OG0000810	Praj.g_01631	Prad.g_00516
OG0000811	Praj.g_01635	Prad.g_00512
OG0000812	Praj.g_01637	Prad.g_00510
OG0000813	Praj.g_01638	Prad.g_00509
OG0000814	Praj.g_01640	Prad.g_00507
OG0000815	Praj.g_01641	Prad.g_00506
OG0000816	Praj.g_01643	Prad.g_00504
OG0000817	Praj.g_01644	Prad.g_00503
OG0000818	Praj.g_01648	Prad.g_00498
OG0000819	Praj.g_01649	Prad.g_00497
OG0000820	Praj.g_01650	Prad.g_00496
OG0000821	Praj.g_01653	Prad.g_00491
OG0000822	Praj.g_01654	Prad.g_00490
OG0000823	Praj.g_01655	Prad.g_00489
OG0000824	Praj.g_01658	Prad.g_00486
OG0000825	Praj.g_01659	Prad.g_00485
OG0000826	Praj.g_01660	Prad.g_00484
OG0000827	Praj.g_01661	Prad.g_00483
OG0000828	Praj.g_01664	Prad.g_00480
OG0000829	Praj.g_01665	Prad.g_00479
OG0000830	Praj.g_01666	Prad.g_00478
OG0000831	Praj.g_01668	Prad.g_00476
OG0000832	Praj.g_01678	Prad.g_00470
OG0000833	Praj.g_01686	Prad.g_00462
OG0000834	Praj.g_01687	Prad.g_00461
OG0000835	Praj.g_01688	Prad.g_00460
OG0000836	Praj.g_01690	Prad.g_00459
OG0000837	Praj.g_01691	Prad.g_00458
OG0000838	Praj.g_01693	Prad.g_00456
OG0000839	Praj.g_01694	Prad.g_00455
OG0000840	Praj.g_01695	Prad.g_00454
OG0000841	Praj.g_01696	Prad.g_00453
OG0000842	Praj.g_01697	Prad.g_00452
OG0000843	Praj.g_01698	Prad.g_00451
OG0000844	Praj.g_01699	Prad.g_00450
OG0000845	Praj.g_01700	Prad.g_00449
OG0000846	Praj.g_01701	Prad.g_00448
OG0000847	Praj.g_01702	Prad.g_00447
OG0000848	Praj.g_01703	Prad.g_00446
OG0000849	Praj.g_01704	Prad.g_00445
OG0000850	Praj.g_01706	Prad.g_00443
OG0000851	Praj.g_01707	Prad.g_00442
OG0000852	Praj.g_01708	Prad.g_00441
OG0000853	Praj.g_01713	Prad.g_00437
OG0000854	Praj.g_01715	Prad.g_00435
OG0000855	Praj.g_01716	Prad.g_00434
OG0000856	Praj.g_01599	Prad.g_00419
OG0000857	Praj.g_00785	Prad.g_00388
OG0000858	Praj.g_01763	Prad.g_00947
OG0000859	Praj.g_01764	Prad.g_00946
OG0000860	Praj.g_01770	Prad.g_00939
OG0000861	Praj.g_01771	Prad.g_00938
OG0000862	Praj.g_01772	Prad.g_00937
OG0000863	Praj.g_01773	Prad.g_00935
OG0000864	Praj.g_01774	Prad.g_00934
OG0000865	Praj.g_01775	Prad.g_00933
OG0000866	Praj.g_01776	Prad.g_00932
OG0000867	Praj.g_01777	Prad.g_00931
OG0000868	Praj.g_01778	Prad.g_00930
OG0000869	Praj.g_01781	Prad.g_00926
OG0000870	Praj.g_01786	Prad.g_00921
OG0000871	Praj.g_01787	Prad.g_00920
OG0000872	Praj.g_01788	Prad.g_00919
OG0000873	Praj.g_01791	Prad.g_00916
OG0000874	Praj.g_01794	Prad.g_00913
OG0000875	Praj.g_01796	Prad.g_00912
OG0000876	Praj.g_01797	Prad.g_00911
OG0000877	Praj.g_01799	Prad.g_00909
OG0000878	Praj.g_01800	Prad.g_00908
OG0000879	Praj.g_01801	Prad.g_00907
OG0000880	Praj.g_01802	Prad.g_00906
OG0000881	Praj.g_01805	Prad.g_00902
OG0000882	Praj.g_01810	Prad.g_00897
OG0000883	Praj.g_01812	Prad.g_00895
OG0000884	Praj.g_01814	Prad.g_00893
OG0000885	Praj.g_01815	Prad.g_00892
OG0000886	Praj.g_01816	Prad.g_00891
OG0000887	Praj.g_01817	Prad.g_00890
OG0000888	Praj.g_01819	Prad.g_00888
OG0000889	Praj.g_01821	Prad.g_00886
OG0000890	Praj.g_01822	Prad.g_00885
OG0000891	Praj.g_01823	Prad.g_00884
OG0000892	Praj.g_01825	Prad.g_00882
OG0000893	Praj.g_01868	Prad.g_00879
OG0000894	Praj.g_01871	Prad.g_00877
OG0000895	Praj.g_01874	Prad.g_00874
OG0000896	Praj.g_01875	Prad.g_00873
OG0000897	Praj.g_01877	Prad.g_00871
OG0000898	Praj.g_01878	Prad.g_00870
OG0000899	Praj.g_01879	Prad.g_00869
OG0000900	Praj.g_01880	Prad.g_00868
OG0000901	Praj.g_01883	Prad.g_00865
OG0000902	Praj.g_01885	Prad.g_00863
OG0000903	Praj.g_01894	Prad.g_00860
OG0000904	Praj.g_01889	Prad.g_00858
OG0000905	Praj.g_01887	Prad.g_00853
OG0000906	Praj.g_01886	Prad.g_00852
OG0000907	Praj.g_01909	Prad.g_00849
OG0000908	Praj.g_01912	Prad.g_00846
OG0000909	Praj.g_01913	Prad.g_00845
OG0000910	Praj.g_01914	Prad.g_00844
OG0000911	Praj.g_01916	Prad.g_00842
OG0000912	Praj.g_01917	Prad.g_00841
OG0000913	Praj.g_01918	Prad.g_00840
OG0000914	Praj.g_01919	Prad.g_00839
OG0000915	Praj.g_01920	Prad.g_00838
OG0000916	Praj.g_01921	Prad.g_00837
OG0000917	Praj.g_01922	Prad.g_00836
OG0000918	Praj.g_01923	Prad.g_00835
OG0000919	Praj.g_01924	Prad.g_00834
OG0000920	Praj.g_01925	Prad.g_00833
OG0000921	Praj.g_01926	Prad.g_00832
OG0000922	Praj.g_01927	Prad.g_00831
OG0000923	Praj.g_01931	Prad.g_00827
OG0000924	Praj.g_01932	Prad.g_00826
OG0000925	Praj.g_01933	Prad.g_00825
OG0000926	Praj.g_01934	Prad.g_00824
OG0000927	Praj.g_01936	Prad.g_00822
OG0000928	Praj.g_01937	Prad.g_00821
OG0000929	Praj.g_01938	Prad.g_00820
OG0000930	Praj.g_01939	Prad.g_00819
OG0000931	Praj.g_01940	Prad.g_00818
OG0000932	Praj.g_01941	Prad.g_00817
OG0000933	Praj.g_01945	Prad.g_00813
OG0000934	Praj.g_01947	Prad.g_00811
OG0000935	Praj.g_01948	Prad.g_00810
OG0000936	Praj.g_01949	Prad.g_00809
OG0000937	Praj.g_01950	Prad.g_00808
OG0000938	Praj.g_01953	Prad.g_00806
OG0000939	Praj.g_01954	Prad.g_00805
OG0000940	Praj.g_01961	Prad.g_00798
OG0000941	Praj.g_01963	Prad.g_00796
OG0000942	Praj.g_01965	Prad.g_00794
OG0000943	Praj.g_01966	Prad.g_00793
OG0000944	Praj.g_01968	Prad.g_00792
OG0000945	Praj.g_01969	Prad.g_00791
OG0000946	Praj.g_01975	Prad.g_00787
OG0000947	Praj.g_01977	Prad.g_00785
OG0000948	Praj.g_01978	Prad.g_00784
OG0000949	Praj.g_01981	Prad.g_00781
OG0000950	Praj.g_01986	Prad.g_00776
OG0000951	Praj.g_01990	Prad.g_00772
OG0000952	Praj.g_01994	Prad.g_00768
OG0000953	Praj.g_01998	Prad.g_00765
OG0000954	Praj.g_02002	Prad.g_01641
OG0000955	Praj.g_02003	Prad.g_01640
OG0000956	Praj.g_02005	Prad.g_01638
OG0000957	Praj.g_02010	Prad.g_01633
OG0000958	Praj.g_02011	Prad.g_01632
OG0000959	Praj.g_02015	Prad.g_01628
OG0000960	Praj.g_02016	Prad.g_01627
OG0000961	Praj.g_02019	Prad.g_01625
OG0000962	Praj.g_02021	Prad.g_01623
OG0000963	Praj.g_02026	Prad.g_01620
OG0000964	Praj.g_02027	Prad.g_01619
OG0000965	Praj.g_02028	Prad.g_01618
OG0000966	Praj.g_02059	Prad.g_01611
OG0000967	Praj.g_02063	Prad.g_01607
OG0000968	Praj.g_02065	Prad.g_01605
OG0000969	Praj.g_02066	Prad.g_01604
OG0000970	Praj.g_02067	Prad.g_01603
OG0000971	Praj.g_02068	Prad.g_01602
OG0000972	Praj.g_02069	Prad.g_01601
OG0000973	Praj.g_02070	Prad.g_01600
OG0000974	Praj.g_02071	Prad.g_01599
OG0000975	Praj.g_02072	Prad.g_01598
OG0000976	Praj.g_02073	Prad.g_01597
OG0000977	Praj.g_02074	Prad.g_01596
OG0000978	Praj.g_02075	Prad.g_01595
OG0000979	Praj.g_02078	Prad.g_01592
OG0000980	Praj.g_02080	Prad.g_01590
OG0000981	Praj.g_02083	Prad.g_01588
OG0000982	Praj.g_02085	Prad.g_01586
OG0000983	Praj.g_02086	Prad.g_01585
OG0000984	Praj.g_02087	Prad.g_01584
OG0000985	Praj.g_02090	Prad.g_01581
OG0000986	Praj.g_02092	Prad.g_01579
OG0000987	Praj.g_02093	Prad.g_01578
OG0000988	Praj.g_02096	Prad.g_01575
OG0000989	Praj.g_02100	Prad.g_01571
OG0000990	Praj.g_02105	Prad.g_01568
OG0000991	Praj.g_02106	Prad.g_01567
OG0000992	Praj.g_02109	Prad.g_01565
OG0000993	Praj.g_02110	Prad.g_01564
OG0000994	Praj.g_02111	Prad.g_01563
OG0000995	Praj.g_02115	Prad.g_01559
OG0000996	Praj.g_02116	Prad.g_01558
OG0000997	Praj.g_02124	Prad.g_01557
OG0000998	Praj.g_02126	Prad.g_01555
OG0000999	Praj.g_02127	Prad.g_01554
OG0001000	Praj.g_02130, Praj.g_02131	Prad.g_01551
OG0001001	Praj.g_02134	Prad.g_01549
OG0001002	Praj.g_02139	Prad.g_01545
OG0001003	Praj.g_02141	Prad.g_01544
OG0001004	Praj.g_02142	Prad.g_01543
OG0001005	Praj.g_02143	Prad.g_01542
OG0001006	Praj.g_02147	Prad.g_01538
OG0001007	Praj.g_02149	Prad.g_01536
OG0001008	Praj.g_00431	Prad.g_00070
OG0001009	Praj.g_00027	Prad.g_01959
OG0001010	Praj.g_00028	Prad.g_01958
OG0001011	Praj.g_00029	Prad.g_01957
OG0001012	Praj.g_00047	Prad.g_01944
OG0001013	Praj.g_00052	Prad.g_01938
OG0001014	Praj.g_00055	Prad.g_01935
OG0001015	Praj.g_00056	Prad.g_01934
OG0001016	Praj.g_00111	Prad.g_01920
OG0001017	Praj.g_00115	Prad.g_01916
OG0001018	Praj.g_00118	Prad.g_01913
OG0001019	Praj.g_00127	Prad.g_01904
OG0001020	Praj.g_00128	Prad.g_01903
OG0001021	Praj.g_00129	Prad.g_01902
OG0001022	Praj.g_00132	Prad.g_01899
OG0001023	Praj.g_00133	Prad.g_01898
OG0001024	Praj.g_00136	Prad.g_01895
OG0001025	Praj.g_00143	Prad.g_01889
OG0001026	Praj.g_00151	Prad.g_01882
OG0001027	Praj.g_00152	Prad.g_01881
OG0001028	Praj.g_00154	Prad.g_01879
OG0001029	Praj.g_00156	Prad.g_01878
OG0001030	Praj.g_00172	Prad.g_01863
OG0001031	Praj.g_00226	Prad.g_01805
OG0001032	Praj.g_00227	Prad.g_01804
OG0001033	Praj.g_00247	Prad.g_01783
OG0001034	Praj.g_00276	Prad.g_01755
OG0001035	Praj.g_00293	Prad.g_01737
OG0001036	Praj.g_00297	Prad.g_01732
OG0001037	Praj.g_00298	Prad.g_01731
OG0001038	Praj.g_00314	Prad.g_01713
OG0001039	Praj.g_00316	Prad.g_01710
OG0001040	Praj.g_00319	Prad.g_01708
OG0001041	Praj.g_00323	Prad.g_01704
OG0001042	Praj.g_00339	Prad.g_01687
OG0001043	Praj.g_00340	Prad.g_01686
OG0001044	Praj.g_00379	Prad.g_01658
OG0001045	Praj.g_00388	Prad.g_01649
OG0001046	Praj.g_01081	Prad.g_00730
OG0001047	Praj.g_00433	Prad.g_00068
OG0001048	Praj.g_00434	Prad.g_00067
OG0001049	Praj.g_00436	Prad.g_00065
OG0001050	Praj.g_00437	Prad.g_00064
OG0001051	Praj.g_00438	Prad.g_00063
OG0001052	Praj.g_00464	Prad.g_00036
OG0001053	Praj.g_00476	Prad.g_00024
OG0001054	Praj.g_00490	Prad.g_00131
OG0001055	Praj.g_00509	Prad.g_00112
OG0001056	Praj.g_00527	Prad.g_00093
OG0001057	Praj.g_00532	Prad.g_01331
OG0001058	Praj.g_00540	Prad.g_01339
OG0001059	Praj.g_00544	Prad.g_01343
OG0001060	Praj.g_00551	Prad.g_01350
OG0001061	Praj.g_00564	Prad.g_01363
OG0001062	Praj.g_00566	Prad.g_01365
OG0001063	Praj.g_00567	Prad.g_01367
OG0001064	Praj.g_00568	Prad.g_01368
OG0001065	Praj.g_00569	Prad.g_01369
OG0001066	Praj.g_00570	Prad.g_01370
OG0001067	Praj.g_00571	Prad.g_01371
OG0001068	Praj.g_00572	Prad.g_01372
OG0001069	Praj.g_00573	Prad.g_01373
OG0001070	Praj.g_00575	Prad.g_01376
OG0001071	Praj.g_00576	Prad.g_01377
OG0001072	Praj.g_00577	Prad.g_01379
OG0001073	Praj.g_00591	Prad.g_01393
OG0001074	Praj.g_00603	Prad.g_01404
OG0001075	Praj.g_00604	Prad.g_01405
OG0001076	Praj.g_00611	Prad.g_01413
OG0001077	Praj.g_00616	Prad.g_01417
OG0001078	Praj.g_00624	Prad.g_01425
OG0001079	Praj.g_00635	Prad.g_01221
OG0001080	Praj.g_00641	Prad.g_01227
OG0001081	Praj.g_00643	Prad.g_01229
OG0001082	Praj.g_00644	Prad.g_01230
OG0001083	Praj.g_00649	Prad.g_01235
OG0001084	Praj.g_00650	Prad.g_01236
OG0001085	Praj.g_00660	Prad.g_01244
OG0001086	Praj.g_00661	Prad.g_01245
OG0001087	Praj.g_00681	Prad.g_01262
OG0001088	Praj.g_00682	Prad.g_01263
OG0001089	Praj.g_00690	Prad.g_01271
OG0001090	Praj.g_00699	Prad.g_01050
OG0001091	Praj.g_00701	Prad.g_01052
OG0001092	Praj.g_00702	Prad.g_01053
OG0001093	Praj.g_00707	Prad.g_01058
OG0001094	Praj.g_00763	Prad.g_01140
OG0001095	Praj.g_00782	Prad.g_01159
OG0001096	Praj.g_00797	Prad.g_01172
OG0001097	Praj.g_00817	Prad.g_00303
OG0001098	Praj.g_00835	Prad.g_00288
OG0001099	Praj.g_00872	Prad.g_00256
OG0001100	Praj.g_00879	Prad.g_00252
OG0001101	Praj.g_00881	Prad.g_00250
OG0001102	Praj.g_00884	Prad.g_00248
OG0001103	Praj.g_00886	Prad.g_00246
OG0001104	Praj.g_00749	Prad.g_00223
OG0001105	Praj.g_00753	Prad.g_00219
OG0001106	Praj.g_00934	Prad.g_00195
OG0001107	Praj.g_00944	Prad.g_00188
OG0001108	Praj.g_00948	Prad.g_00184
OG0001109	Praj.g_00949	Prad.g_00183
OG0001110	Praj.g_00951	Prad.g_00181
OG0001111	Praj.g_00952	Prad.g_00180
OG0001112	Praj.g_00953	Prad.g_00179
OG0001113	Praj.g_00954	Prad.g_00178
OG0001114	Praj.g_00955	Prad.g_00177
OG0001115	Praj.g_00957	Prad.g_00175
OG0001116	Praj.g_00958	Prad.g_00174
OG0001117	Praj.g_00959	Prad.g_00173
OG0001118	Praj.g_00960	Prad.g_00172
OG0001119	Praj.g_00961	Prad.g_00171
OG0001120	Praj.g_00963	Prad.g_00169
OG0001121	Praj.g_01563	Prad.g_01991, Prad.g_00166
OG0001122	Praj.g_00993	Prad.g_00141
OG0001123	Praj.g_00997	Prad.g_00137
OG0001124	Praj.g_00999	Prad.g_00135
OG0001125	Praj.g_01001	Prad.g_00134
OG0001126	Praj.g_01012	Prad.g_01030
OG0001127	Praj.g_01013	Prad.g_01029
OG0001128	Praj.g_01016	Prad.g_01026
OG0001129	Praj.g_01017	Prad.g_01025
OG0001130	Praj.g_01018	Prad.g_01024
OG0001131	Praj.g_00852	Prad.g_00990
OG0001132	Praj.g_01063	Prad.g_00981
OG0001133	Praj.g_01040	Prad.g_00655
OG0001134	Praj.g_01832	Prad.g_01989
OG0001135	Praj.g_01835	Prad.g_01526
OG0001136	Praj.g_01463	Prad.g_01499
OG0001137	Praj.g_01452	Prad.g_01488
OG0001138	Praj.g_01432	Prad.g_01469
OG0001139	Praj.g_01430	Prad.g_01468
OG0001140	Praj.g_01429	Prad.g_01467
OG0001141	Praj.g_01428	Prad.g_01466
OG0001142	Praj.g_01427	Prad.g_01465
OG0001143	Praj.g_01420	Prad.g_01458
OG0001144	Praj.g_01415	Prad.g_01453
OG0001145	Praj.g_01520	Prad.g_00362
