Orthogroup	Praj	Syah
OG0000579	Praj.g_00589	Syah.g_01156
OG0000580	Praj.g_00590	Syah.g_01157
OG0000581	Praj.g_00593	Syah.g_01163
OG0000582	Praj.g_00596	Syah.g_01979
OG0000583	Praj.g_00597	Syah.g_01978
OG0000584	Praj.g_00598	Syah.g_01977
OG0000585	Praj.g_00600	Syah.g_01975
OG0000586	Praj.g_00601	Syah.g_01974
OG0000587	Praj.g_00602	Syah.g_01972
OG0000588	Praj.g_00606	Syah.g_01966
OG0000589	Praj.g_00609	Syah.g_01962
OG0000590	Praj.g_00610	Syah.g_01961
OG0000591	Praj.g_00613	Syah.g_01954
OG0000592	Praj.g_00614	Syah.g_01953
OG0000593	Praj.g_00620	Syah.g_01939
OG0000594	Praj.g_00621	Syah.g_01938
OG0000595	Praj.g_00622	Syah.g_01937
OG0000596	Praj.g_00626	Syah.g_01932
OG0000597	Praj.g_00628	Syah.g_01929
OG0000598	Praj.g_00629	Syah.g_01928
OG0000599	Praj.g_00632	Syah.g_01925
OG0000600	Praj.g_00633	Syah.g_01924
OG0000601	Praj.g_00634	Syah.g_01923
OG0000602	Praj.g_00636	Syah.g_01917
OG0000603	Praj.g_00637	Syah.g_01916
OG0000604	Praj.g_00638	Syah.g_01913
OG0000605	Praj.g_00639	Syah.g_01825
OG0000606	Praj.g_00642	Syah.g_01485
OG0000607	Praj.g_00645	Syah.g_01489
OG0000608	Praj.g_00646	Syah.g_01490
OG0000609	Praj.g_00647	Syah.g_01492
OG0000610	Praj.g_00653	Syah.g_01499
OG0000611	Praj.g_00656	Syah.g_01502
OG0000612	Praj.g_00657	Syah.g_01503
OG0000613	Praj.g_00663	Syah.g_00147
OG0000614	Praj.g_00686	Syah.g_02004
OG0000615	Praj.g_00693	Syah.g_01814
OG0000616	Praj.g_02137	Syah.g_00389
OG0000617	Praj.g_00704	Syah.g_01722
OG0000618	Praj.g_00705	Syah.g_01721
OG0000619	Praj.g_00706	Syah.g_01720
OG0000620	Praj.g_00709	Syah.g_01713
OG0000621	Praj.g_00710	Syah.g_01712
OG0000622	Praj.g_00711	Syah.g_01711
OG0000623	Praj.g_00712	Syah.g_01710
OG0000624	Praj.g_00714	Syah.g_01708
OG0000625	Praj.g_00715	Syah.g_01707
OG0000626	Praj.g_00716	Syah.g_01706
OG0000627	Praj.g_00718	Syah.g_01569
OG0000628	Praj.g_00719	Syah.g_01570
OG0000629	Praj.g_00720	Syah.g_01573
OG0000630	Praj.g_00723	Syah.g_01577
OG0000631	Praj.g_00917	Syah.g_01582
OG0000632	Praj.g_00918	Syah.g_01583
OG0000633	Praj.g_00919	Syah.g_01584
OG0000634	Praj.g_00765	Syah.g_01783
OG0000635	Praj.g_00766	Syah.g_01782
OG0000636	Praj.g_00768	Syah.g_01780
OG0000637	Praj.g_00770	Syah.g_01778
OG0000638	Praj.g_00771	Syah.g_01777
OG0000639	Praj.g_00772	Syah.g_01776
OG0000640	Praj.g_00773	Syah.g_01775
OG0000641	Praj.g_00777	Syah.g_01771
OG0000642	Praj.g_00778	Syah.g_01770
OG0000643	Praj.g_00779	Syah.g_01768
OG0000644	Praj.g_00780	Syah.g_01767
OG0000645	Praj.g_00781	Syah.g_01765
OG0000646	Praj.g_00784	Syah.g_01762
OG0000647	Praj.g_00786	Syah.g_01760
OG0000648	Praj.g_00788	Syah.g_01757
OG0000649	Praj.g_00789	Syah.g_01756
OG0000650	Praj.g_00790	Syah.g_01755
OG0000651	Praj.g_00791	Syah.g_01754
OG0000652	Praj.g_00792	Syah.g_01753
OG0000653	Praj.g_00794	Syah.g_01751
OG0000654	Praj.g_00795	Syah.g_01750
OG0000655	Praj.g_00796	Syah.g_01749
OG0000656	Praj.g_00799	Syah.g_01746
OG0000657	Praj.g_00806	Syah.g_02083
OG0000658	Praj.g_00808	Syah.g_02086
OG0000659	Praj.g_00809	Syah.g_02087
OG0000660	Praj.g_00814	Syah.g_02091
OG0000661	Praj.g_00816	Syah.g_02093
OG0000662	Praj.g_00818	Syah.g_02095
OG0000663	Praj.g_00820	Syah.g_02098
OG0000664	Praj.g_00821	Syah.g_02099
OG0000665	Praj.g_00826	Syah.g_01895
OG0000666	Praj.g_00827	Syah.g_01826
OG0000667	Praj.g_00831	Syah.g_00714
OG0000668	Praj.g_00869	Syah.g_01680
OG0000669	Praj.g_00877	Syah.g_01520
OG0000670	Praj.g_00880	Syah.g_02352
OG0000671	Praj.g_00882	Syah.g_01524
OG0000672	Praj.g_00885	Syah.g_01527
OG0000673	Praj.g_00888	Syah.g_01530
OG0000674	Praj.g_00890	Syah.g_01532
OG0000675	Praj.g_00891	Syah.g_01533
OG0000676	Praj.g_00893	Syah.g_01535
OG0000677	Praj.g_00894	Syah.g_01536
OG0000678	Praj.g_00897	Syah.g_01821
OG0000679	Praj.g_00901	Syah.g_01812
OG0000680	Praj.g_00902	Syah.g_01811
OG0000681	Praj.g_00905	Syah.g_01808
OG0000682	Praj.g_00906	Syah.g_01807
OG0000683	Praj.g_00907	Syah.g_01806
OG0000684	Praj.g_00748	Syah.g_01802
OG0000685	Praj.g_00750	Syah.g_01800
OG0000686	Praj.g_00751	Syah.g_01799
OG0000687	Praj.g_00752	Syah.g_01798
OG0000688	Praj.g_00755	Syah.g_01793
OG0000689	Praj.g_00756	Syah.g_01791
OG0000690	Praj.g_00757	Syah.g_01790
OG0000691	Praj.g_00758	Syah.g_01789
OG0000692	Praj.g_00760	Syah.g_01788
OG0000693	Praj.g_00761	Syah.g_01787
OG0000694	Praj.g_00762	Syah.g_01786
OG0000695	Praj.g_00921	Syah.g_01586
OG0000696	Praj.g_00922	Syah.g_01587
OG0000697	Praj.g_00923	Syah.g_01589
OG0000698	Praj.g_00926	Syah.g_01592
OG0000699	Praj.g_00927	Syah.g_01594
OG0000700	Praj.g_00928	Syah.g_01595
OG0000701	Praj.g_00929	Syah.g_01596
OG0000702	Praj.g_00931	Syah.g_01604
OG0000703	Praj.g_00932	Syah.g_01605
OG0000704	Praj.g_00933	Syah.g_01608
OG0000705	Praj.g_00939	Syah.g_01614
OG0000706	Praj.g_00940	Syah.g_01615
OG0000707	Praj.g_00941	Syah.g_01616
OG0000708	Praj.g_00943	Syah.g_01619
OG0000709	Praj.g_00947	Syah.g_01627
OG0000710	Praj.g_00950	Syah.g_01631
OG0000711	Praj.g_00966	Syah.g_01661
OG0000712	Praj.g_00968	Syah.g_01662
OG0000713	Praj.g_00969	Syah.g_01663
OG0000714	Praj.g_00970	Syah.g_01665
OG0000715	Praj.g_00972	Syah.g_01667
OG0000716	Praj.g_00973	Syah.g_01671
OG0000717	Praj.g_00974	Syah.g_01672
OG0000718	Praj.g_00991	Syah.g_01676
OG0000719	Praj.g_00992	Syah.g_01678
OG0000720	Praj.g_01002	Syah.g_01691
OG0000721	Praj.g_01003	Syah.g_01693
OG0000722	Praj.g_01004	Syah.g_01694
OG0000723	Praj.g_01008	Syah.g_01704
OG0000724	Praj.g_01019	Syah.g_02036
OG0000725	Praj.g_00845	Syah.g_02027
OG0000726	Praj.g_00844	Syah.g_02026
OG0000727	Praj.g_00843	Syah.g_02025
OG0000728	Praj.g_00841	Syah.g_02023
OG0000729	Praj.g_02022	Syah.g_00263
OG0000730	Praj.g_00378	Syah.g_00855
OG0000731	Praj.g_00386	Syah.g_00867
OG0000732	Praj.g_02081	Syah.g_00319
OG0000733	Praj.g_01833	Syah.g_00473
OG0000734	Praj.g_01476	Syah.g_02545
OG0000735	Praj.g_01474	Syah.g_02178
OG0000736	Praj.g_01473	Syah.g_02177
OG0000737	Praj.g_01472	Syah.g_02176
OG0000738	Praj.g_01468	Syah.g_02170
OG0000739	Praj.g_01467	Syah.g_02165
OG0000740	Praj.g_01466	Syah.g_02164
OG0000741	Praj.g_01464	Syah.g_02161
OG0000742	Praj.g_01462	Syah.g_02159
OG0000743	Praj.g_01460	Syah.g_02157
OG0000744	Praj.g_01459	Syah.g_02156
OG0000745	Praj.g_01458	Syah.g_02154
OG0000746	Praj.g_01456	Syah.g_02151
OG0000747	Praj.g_01455	Syah.g_02150
OG0000748	Praj.g_01451	Syah.g_02140
OG0000749	Praj.g_01450	Syah.g_02138
OG0000750	Praj.g_01449	Syah.g_02137
OG0000751	Praj.g_01446	Syah.g_02130
OG0000752	Praj.g_01444	Syah.g_02128
OG0000753	Praj.g_01442	Syah.g_02125
OG0000754	Praj.g_01438	Syah.g_01431
OG0000755	Praj.g_01434	Syah.g_01423
OG0000756	Praj.g_01433	Syah.g_01422
OG0000757	Praj.g_01426	Syah.g_01415
OG0000758	Praj.g_01425	Syah.g_01414
OG0000759	Praj.g_01424	Syah.g_01413
OG0000760	Praj.g_01423	Syah.g_01412
OG0000761	Praj.g_01422	Syah.g_01411
OG0000762	Praj.g_01421	Syah.g_01409
OG0000763	Praj.g_01419	Syah.g_01407
OG0000764	Praj.g_01418	Syah.g_01406
OG0000765	Praj.g_01409	Syah.g_01392
OG0000766	Praj.g_01408	Syah.g_01391
OG0000767	Praj.g_01407	Syah.g_01389
OG0000768	Praj.g_01406	Syah.g_01388
OG0000769	Praj.g_01404	Syah.g_01386
OG0000770	Praj.g_01403	Syah.g_01383
OG0000771	Praj.g_01014	Syah.g_02042
OG0000772	Praj.g_01246	Syah.g_01351
OG0000773	Praj.g_01519	Syah.g_02187
OG0000774	Praj.g_01522	Syah.g_02191
OG0000775	Praj.g_01523	Syah.g_02193
OG0000776	Praj.g_01524	Syah.g_02194
OG0000777	Praj.g_01525	Syah.g_02195
OG0000778	Praj.g_01526	Syah.g_02196
OG0000779	Praj.g_01530	Syah.g_02201
OG0000780	Praj.g_01531	Syah.g_02205
OG0000781	Praj.g_01534	Syah.g_02209
OG0000782	Praj.g_01535	Syah.g_02210
OG0000783	Praj.g_01536	Syah.g_02211
OG0000784	Praj.g_01537	Syah.g_02212
OG0000785	Praj.g_01539	Syah.g_02214
OG0000786	Praj.g_01542	Syah.g_01171
OG0000787	Praj.g_01543	Syah.g_01170
OG0000788	Praj.g_00732	Syah.g_01922
OG0000789	Praj.g_01011	Syah.g_01556
OG0000790	Praj.g_01580	Syah.g_00981
OG0000791	Praj.g_01582	Syah.g_00980
OG0000792	Praj.g_01583	Syah.g_00979
OG0000793	Praj.g_01586	Syah.g_00974
OG0000794	Praj.g_01587	Syah.g_00973
OG0000795	Praj.g_01588	Syah.g_00972
OG0000796	Praj.g_01592	Syah.g_00968
OG0000797	Praj.g_01593	Syah.g_00967
OG0000799	Praj.g_01613	Syah.g_01326
OG0000800	Praj.g_01614	Syah.g_01325
OG0000801	Praj.g_01615	Syah.g_01324
OG0000802	Praj.g_01617	Syah.g_01320
OG0000803	Praj.g_01619	Syah.g_01315
OG0000804	Praj.g_01620	Syah.g_01312
OG0000805	Praj.g_01622	Syah.g_01303
OG0000806	Praj.g_01624	Syah.g_01301
OG0000807	Praj.g_01625	Syah.g_01299
OG0000808	Praj.g_01626	Syah.g_01298
OG0000809	Praj.g_01630	Syah.g_01295
OG0000810	Praj.g_01631	Syah.g_01294
OG0000811	Praj.g_01635	Syah.g_01286
OG0000812	Praj.g_01637	Syah.g_01284
OG0000813	Praj.g_01638	Syah.g_01283
OG0000814	Praj.g_01640	Syah.g_01281
OG0000815	Praj.g_01641	Syah.g_01280
OG0000816	Praj.g_01643	Syah.g_01279
OG0000817	Praj.g_01644	Syah.g_01278
OG0000818	Praj.g_01648	Syah.g_01272
OG0000819	Praj.g_01649	Syah.g_01271
OG0000820	Praj.g_01650	Syah.g_01270
OG0000821	Praj.g_01653	Syah.g_01265
OG0000822	Praj.g_01654	Syah.g_01263
OG0000823	Praj.g_01655	Syah.g_01262
OG0000824	Praj.g_01658	Syah.g_01258
OG0000825	Praj.g_01659	Syah.g_01257
OG0000826	Praj.g_01660	Syah.g_01256
OG0000827	Praj.g_01661	Syah.g_01254
OG0000828	Praj.g_01664	Syah.g_01251
OG0000829	Praj.g_01665	Syah.g_01250
OG0000830	Praj.g_01666	Syah.g_01249
OG0000831	Praj.g_01668	Syah.g_01247
OG0000832	Praj.g_01678	Syah.g_02311
OG0000833	Praj.g_01686	Syah.g_02322
OG0000834	Praj.g_01687	Syah.g_02324
OG0000835	Praj.g_01688	Syah.g_02325
OG0000836	Praj.g_01690	Syah.g_02329
OG0000837	Praj.g_01691	Syah.g_02330
OG0000838	Praj.g_01693	Syah.g_02334
OG0000839	Praj.g_01694	Syah.g_02335
OG0000840	Praj.g_01695	Syah.g_02336
OG0000841	Praj.g_01696	Syah.g_02337
OG0000842	Praj.g_01697	Syah.g_02338
OG0000843	Praj.g_01698	Syah.g_02339
OG0000844	Praj.g_01699	Syah.g_02341
OG0000845	Praj.g_01700	Syah.g_02342
OG0000846	Praj.g_01701	Syah.g_02343
OG0000847	Praj.g_01702	Syah.g_02344
OG0000848	Praj.g_01703	Syah.g_02346
OG0000849	Praj.g_01704	Syah.g_02347
OG0000850	Praj.g_01706	Syah.g_02349
OG0000851	Praj.g_01707	Syah.g_02359
OG0000852	Praj.g_01708	Syah.g_02360
OG0000853	Praj.g_01713	Syah.g_02364
OG0000854	Praj.g_01715	Syah.g_02366
OG0000855	Praj.g_01716	Syah.g_02367
OG0000856	Praj.g_01599	Syah.g_01951
OG0000857	Praj.g_00785	Syah.g_01761
OG0000858	Praj.g_01763	Syah.g_02373
OG0000859	Praj.g_01764	Syah.g_02374
OG0000860	Praj.g_01770	Syah.g_02386
OG0000861	Praj.g_01771	Syah.g_02387
OG0000862	Praj.g_01772	Syah.g_02389
OG0000863	Praj.g_01773	Syah.g_02391
OG0000864	Praj.g_01774	Syah.g_02392
OG0000865	Praj.g_01775	Syah.g_02396
OG0000866	Praj.g_01776	Syah.g_02397
OG0000867	Praj.g_01777	Syah.g_02398
OG0000868	Praj.g_01778	Syah.g_02401
OG0000869	Praj.g_01781	Syah.g_02406
OG0000870	Praj.g_01786	Syah.g_02411
OG0000871	Praj.g_01787	Syah.g_02412
OG0000872	Praj.g_01788	Syah.g_02421
OG0000873	Praj.g_01791	Syah.g_02424
OG0000874	Praj.g_01794	Syah.g_02420
OG0000875	Praj.g_01796	Syah.g_02426
OG0000876	Praj.g_01797	Syah.g_02250
OG0000877	Praj.g_01799	Syah.g_02254
OG0000878	Praj.g_01800	Syah.g_02255
OG0000879	Praj.g_01801	Syah.g_02256
OG0000880	Praj.g_01802	Syah.g_02257
OG0000881	Praj.g_01805	Syah.g_02262
OG0000882	Praj.g_01810	Syah.g_02267
OG0000883	Praj.g_01812	Syah.g_02270
OG0000884	Praj.g_01814	Syah.g_02272
OG0000885	Praj.g_01815	Syah.g_02273
OG0000886	Praj.g_01816	Syah.g_02274
OG0000887	Praj.g_01817	Syah.g_02275
OG0000888	Praj.g_01819	Syah.g_02277
OG0000889	Praj.g_01821	Syah.g_02279
OG0000890	Praj.g_01822	Syah.g_02284
OG0000891	Praj.g_01823	Syah.g_02285
OG0000892	Praj.g_01825	Syah.g_02288
OG0000893	Praj.g_01868	Syah.g_00684
OG0000894	Praj.g_01871	Syah.g_00690
OG0000895	Praj.g_01874	Syah.g_00694
OG0000896	Praj.g_01875	Syah.g_00695
OG0000897	Praj.g_01877	Syah.g_00697
OG0000898	Praj.g_01878	Syah.g_00698
OG0000899	Praj.g_01879	Syah.g_00699
OG0000900	Praj.g_01880	Syah.g_00700
OG0000901	Praj.g_01883	Syah.g_00705
OG0000902	Praj.g_01885	Syah.g_00707
OG0000903	Praj.g_01894	Syah.g_00739
OG0000904	Praj.g_01889	Syah.g_00734
OG0000905	Praj.g_01887	Syah.g_00731
OG0000906	Praj.g_01886	Syah.g_00729
OG0000907	Praj.g_01909	Syah.g_00741
OG0000908	Praj.g_01912	Syah.g_00744
OG0000909	Praj.g_01913	Syah.g_00745
OG0000910	Praj.g_01914	Syah.g_00746
OG0000911	Praj.g_01916	Syah.g_00748
OG0000912	Praj.g_01917	Syah.g_00749
OG0000913	Praj.g_01918	Syah.g_00750
OG0000914	Praj.g_01919	Syah.g_00751
OG0000915	Praj.g_01920	Syah.g_00752
OG0000916	Praj.g_01921	Syah.g_00753
OG0000917	Praj.g_01922	Syah.g_00754
OG0000918	Praj.g_01923	Syah.g_00755
OG0000919	Praj.g_01924	Syah.g_00756
OG0000920	Praj.g_01925	Syah.g_00757
OG0000921	Praj.g_01926	Syah.g_00758
OG0000922	Praj.g_01927	Syah.g_00759
OG0000923	Praj.g_01931	Syah.g_00763
OG0000924	Praj.g_01932	Syah.g_00764
OG0000925	Praj.g_01933	Syah.g_00765
OG0000926	Praj.g_01934	Syah.g_00766
OG0000927	Praj.g_01936	Syah.g_00768
OG0000928	Praj.g_01937	Syah.g_00769
OG0000929	Praj.g_01938	Syah.g_00770
OG0000930	Praj.g_01939	Syah.g_00771
OG0000931	Praj.g_01940	Syah.g_00772
OG0000932	Praj.g_01941	Syah.g_00773
OG0000933	Praj.g_01945	Syah.g_00778
OG0000934	Praj.g_01947	Syah.g_00780
OG0000935	Praj.g_01948	Syah.g_00781
OG0000936	Praj.g_01949	Syah.g_00782
OG0000937	Praj.g_01950	Syah.g_00783
OG0000938	Praj.g_01953	Syah.g_00787
OG0000939	Praj.g_01954	Syah.g_00788
OG0000940	Praj.g_01961	Syah.g_00795
OG0000941	Praj.g_01963	Syah.g_00797
OG0000942	Praj.g_01965	Syah.g_00799
OG0000943	Praj.g_01966	Syah.g_00800
OG0000944	Praj.g_01968	Syah.g_00802
OG0000945	Praj.g_01969	Syah.g_00804
OG0000946	Praj.g_01975	Syah.g_00809
OG0000947	Praj.g_01977	Syah.g_00812
OG0000948	Praj.g_01978	Syah.g_00813
OG0000949	Praj.g_01981	Syah.g_00173
OG0000950	Praj.g_01986	Syah.g_00184
OG0000951	Praj.g_01990	Syah.g_00190
OG0000952	Praj.g_01994	Syah.g_00202
OG0000953	Praj.g_01998	Syah.g_00207
OG0000954	Praj.g_02002	Syah.g_00233
OG0000955	Praj.g_02003	Syah.g_00234
OG0000956	Praj.g_02005	Syah.g_00236
OG0000957	Praj.g_02010	Syah.g_00248
OG0000958	Praj.g_02011	Syah.g_00249
OG0000959	Praj.g_02015	Syah.g_00253
OG0000960	Praj.g_02016	Syah.g_00254
OG0000961	Praj.g_02019	Syah.g_00259
OG0000962	Praj.g_02021	Syah.g_00262
OG0000963	Praj.g_02026	Syah.g_00267
OG0000964	Praj.g_02027	Syah.g_00268
OG0000965	Praj.g_02028	Syah.g_00269
OG0000966	Praj.g_02059	Syah.g_00288
OG0000967	Praj.g_02063	Syah.g_00300
OG0000968	Praj.g_02065	Syah.g_00295
OG0000969	Praj.g_02066	Syah.g_00297
OG0000970	Praj.g_02067	Syah.g_00298
OG0000971	Praj.g_02068	Syah.g_00303
OG0000972	Praj.g_02069	Syah.g_00304
OG0000973	Praj.g_02070	Syah.g_00305
OG0000974	Praj.g_02071	Syah.g_00306
OG0000975	Praj.g_02072	Syah.g_00307
OG0000976	Praj.g_02073	Syah.g_00308
OG0000977	Praj.g_02074	Syah.g_00310
OG0000978	Praj.g_02075	Syah.g_00312
OG0000979	Praj.g_02078	Syah.g_00315
OG0000980	Praj.g_02080	Syah.g_00318
OG0000981	Praj.g_02083	Syah.g_00321
OG0000982	Praj.g_02085	Syah.g_00511
OG0000983	Praj.g_02086	Syah.g_00510
OG0000984	Praj.g_02087	Syah.g_00509
OG0000985	Praj.g_02090	Syah.g_00505
OG0000986	Praj.g_02092	Syah.g_00496
OG0000987	Praj.g_02093	Syah.g_00494
OG0000988	Praj.g_02096	Syah.g_00489
OG0000989	Praj.g_02100	Syah.g_00481
OG0000990	Praj.g_02105	Syah.g_00466
OG0000991	Praj.g_02106	Syah.g_00462
OG0000992	Praj.g_02109	Syah.g_00460
OG0000993	Praj.g_02110	Syah.g_00459
OG0000994	Praj.g_02111	Syah.g_00457
OG0000995	Praj.g_02115	Syah.g_00452
OG0000996	Praj.g_02116	Syah.g_00412
OG0000997	Praj.g_02124	Syah.g_00403
OG0000998	Praj.g_02126	Syah.g_00401
OG0000999	Praj.g_02127	Syah.g_00400
OG0001000	Praj.g_02130, Praj.g_02131	Syah.g_00397
OG0001001	Praj.g_02134	Syah.g_00392
OG0001002	Praj.g_02139	Syah.g_00386
OG0001003	Praj.g_02141	Syah.g_00384
OG0001004	Praj.g_02142	Syah.g_00383
OG0001005	Praj.g_02143	Syah.g_00382
OG0001006	Praj.g_02147	Syah.g_00375
OG0001007	Praj.g_02149	Syah.g_00373
OG0001008	Praj.g_00431	Syah.g_02235
OG0001009	Praj.g_00027	Syah.g_00344
OG0001010	Praj.g_00028	Syah.g_00343
OG0001011	Praj.g_00029	Syah.g_00342
OG0001012	Praj.g_00047	Syah.g_00514
OG0001013	Praj.g_00052	Syah.g_00527
OG0001014	Praj.g_00055	Syah.g_00531
OG0001015	Praj.g_00056	Syah.g_00532
OG0001016	Praj.g_00111	Syah.g_02487
OG0001017	Praj.g_00115	Syah.g_02493
OG0001018	Praj.g_00118	Syah.g_02495
OG0001019	Praj.g_00127	Syah.g_02512
OG0001020	Praj.g_00128	Syah.g_02517
OG0001021	Praj.g_00129	Syah.g_02521
OG0001022	Praj.g_00132	Syah.g_02524
OG0001023	Praj.g_00133	Syah.g_02525
OG0001024	Praj.g_00136	Syah.g_02529
OG0001025	Praj.g_00143	Syah.g_02534
OG0001026	Praj.g_00151	Syah.g_02547
OG0001027	Praj.g_00152	Syah.g_00001
OG0001028	Praj.g_00154	Syah.g_00003
OG0001029	Praj.g_00156	Syah.g_00005
OG0001030	Praj.g_00172	Syah.g_00025
OG0001031	Praj.g_00226	Syah.g_00611
OG0001032	Praj.g_00227	Syah.g_00609
OG0001033	Praj.g_00247	Syah.g_00577
OG0001034	Praj.g_00276	Syah.g_00908
OG0001035	Praj.g_00293	Syah.g_00660
OG0001036	Praj.g_00297	Syah.g_00655
OG0001037	Praj.g_00298	Syah.g_00653
OG0001038	Praj.g_00314	Syah.g_00626
OG0001039	Praj.g_00316	Syah.g_00623
OG0001040	Praj.g_00319	Syah.g_00090
OG0001042	Praj.g_00339	Syah.g_00122
OG0001043	Praj.g_00340	Syah.g_00126
OG0001044	Praj.g_00379	Syah.g_00857
OG0001045	Praj.g_00388	Syah.g_00870
OG0001046	Praj.g_01081	Syah.g_01647
OG0001047	Praj.g_00433	Syah.g_02233
OG0001048	Praj.g_00434	Syah.g_02232
OG0001049	Praj.g_00436	Syah.g_02225
OG0001050	Praj.g_00437	Syah.g_02224
OG0001051	Praj.g_00438	Syah.g_02223
OG0001052	Praj.g_00464	Syah.g_01217
OG0001053	Praj.g_00476	Syah.g_01000
OG0001054	Praj.g_00490	Syah.g_01017
OG0001055	Praj.g_00509	Syah.g_01037
OG0001056	Praj.g_00527	Syah.g_01069
OG0001057	Praj.g_00532	Syah.g_01075
OG0001058	Praj.g_00540	Syah.g_01091
OG0001059	Praj.g_00544	Syah.g_01095
OG0001060	Praj.g_00551	Syah.g_01102
OG0001061	Praj.g_00564	Syah.g_01123
OG0001062	Praj.g_00566	Syah.g_01125
OG0001063	Praj.g_00567	Syah.g_01129
OG0001064	Praj.g_00568	Syah.g_01130
OG0001065	Praj.g_00569	Syah.g_01131
OG0001066	Praj.g_00570	Syah.g_01132
OG0001067	Praj.g_00571	Syah.g_01133
OG0001068	Praj.g_00572	Syah.g_01134
OG0001069	Praj.g_00573	Syah.g_01135
OG0001070	Praj.g_00575	Syah.g_01138
OG0001071	Praj.g_00576	Syah.g_01139
OG0001072	Praj.g_00577	Syah.g_01144
OG0001074	Praj.g_00603	Syah.g_01970
OG0001075	Praj.g_00604	Syah.g_01969
OG0001076	Praj.g_00611	Syah.g_01959
OG0001077	Praj.g_00616	Syah.g_01948
OG0001078	Praj.g_00624	Syah.g_01934
OG0001079	Praj.g_00635	Syah.g_01921
OG0001080	Praj.g_00641	Syah.g_01538
OG0001081	Praj.g_00643	Syah.g_01487
OG0001082	Praj.g_00644	Syah.g_01488
OG0001083	Praj.g_00649	Syah.g_01495
OG0001084	Praj.g_00650	Syah.g_01496
OG0001085	Praj.g_00660	Syah.g_01506
OG0001086	Praj.g_00661	Syah.g_01508
OG0001087	Praj.g_00681	Syah.g_01992
OG0001088	Praj.g_00682	Syah.g_01995
OG0001089	Praj.g_00690	Syah.g_02019
OG0001090	Praj.g_00699	Syah.g_01728
OG0001091	Praj.g_00701	Syah.g_01726
OG0001092	Praj.g_00702	Syah.g_01724
OG0001093	Praj.g_00707	Syah.g_01718
OG0001094	Praj.g_00763	Syah.g_01785
OG0001095	Praj.g_00782	Syah.g_01764
OG0001096	Praj.g_00797	Syah.g_01748
OG0001097	Praj.g_00817	Syah.g_02094
OG0001098	Praj.g_00835	Syah.g_01542
OG0001099	Praj.g_00872	Syah.g_00004
OG0001100	Praj.g_00879	Syah.g_01522
OG0001101	Praj.g_00881	Syah.g_01523
OG0001102	Praj.g_00884	Syah.g_01526
OG0001103	Praj.g_00886	Syah.g_01528
OG0001104	Praj.g_00749	Syah.g_01801
OG0001105	Praj.g_00753	Syah.g_01797
OG0001106	Praj.g_00934	Syah.g_01609
OG0001107	Praj.g_00944	Syah.g_01620
OG0001108	Praj.g_00948	Syah.g_01628
OG0001109	Praj.g_00949	Syah.g_01630
OG0001110	Praj.g_00951	Syah.g_01632
OG0001111	Praj.g_00952	Syah.g_01634
OG0001112	Praj.g_00953	Syah.g_01636
OG0001113	Praj.g_00954	Syah.g_01637
OG0001114	Praj.g_00955	Syah.g_01638
OG0001115	Praj.g_00957	Syah.g_01642
OG0001116	Praj.g_00958	Syah.g_01644
OG0001117	Praj.g_00959	Syah.g_01645
OG0001118	Praj.g_00960	Syah.g_01646
OG0001119	Praj.g_00961	Syah.g_01648
OG0001120	Praj.g_00963	Syah.g_01652
OG0001121	Praj.g_01563	Syah.g_00927, Syah.g_02183
OG0001122	Praj.g_00993	Syah.g_01679
OG0001123	Praj.g_00997	Syah.g_01686
OG0001124	Praj.g_00999	Syah.g_01688
OG0001125	Praj.g_01001	Syah.g_01690
OG0001126	Praj.g_01012	Syah.g_02058
OG0001127	Praj.g_01013	Syah.g_02057
OG0001128	Praj.g_01016	Syah.g_02040
OG0001129	Praj.g_01017	Syah.g_02038
OG0001130	Praj.g_01018	Syah.g_02037
OG0001131	Praj.g_00852	Syah.g_01819
OG0001132	Praj.g_01063	Syah.g_01850
OG0001133	Praj.g_01040	Syah.g_01957
OG0001134	Praj.g_01832	Syah.g_01437
OG0001135	Praj.g_01835	Syah.g_01439
OG0001136	Praj.g_01463	Syah.g_02160
OG0001137	Praj.g_01452	Syah.g_02141
OG0001138	Praj.g_01432	Syah.g_01421
OG0001139	Praj.g_01430	Syah.g_01419
OG0001140	Praj.g_01429	Syah.g_01418
OG0001141	Praj.g_01428	Syah.g_01417
OG0001142	Praj.g_01427	Syah.g_01416
OG0001143	Praj.g_01420	Syah.g_01408
OG0001144	Praj.g_01415	Syah.g_01399
OG0001145	Praj.g_01520	Syah.g_02188
OG0001146	Praj.g_01532	Syah.g_02206
OG0001147	Praj.g_01550	Syah.g_01234
OG0001148	Praj.g_01577	Syah.g_00984
OG0001149	Praj.g_01578	Syah.g_00983
OG0001150	Praj.g_01579	Syah.g_00982
OG0001151	Praj.g_01590	Syah.g_00970
OG0001152	Praj.g_01591	Syah.g_00969
OG0001153	Praj.g_01662	Syah.g_01253
OG0001154	Praj.g_01663	Syah.g_01252
OG0001155	Praj.g_01679	Syah.g_02313
OG0001156	Praj.g_01682	Syah.g_02316
OG0001157	Praj.g_01683	Syah.g_02317
OG0001158	Praj.g_01684	Syah.g_02318
OG0001159	Praj.g_01685	Syah.g_02319
OG0001161	Praj.g_01499	Syah.g_00475
OG0001162	Praj.g_01723	Syah.g_01745
OG0001163	Praj.g_01761	Syah.g_02370
