Orthogroup	Praj	Syar
OG0000556	Praj.g_00535	Syar.g_02332
OG0000557	Praj.g_00536	Syar.g_02328
OG0000558	Praj.g_00538	Syar.g_02326
OG0000559	Praj.g_00542	Syar.g_02322
OG0000560	Praj.g_00545	Syar.g_02320
OG0000561	Praj.g_00546	Syar.g_02319
OG0000562	Praj.g_00547	Syar.g_02318
OG0000563	Praj.g_00548	Syar.g_02317
OG0000564	Praj.g_00549	Syar.g_02316
OG0000565	Praj.g_00552	Syar.g_02312
OG0000566	Praj.g_00554	Syar.g_02308
OG0000567	Praj.g_00558	Syar.g_02304
OG0000568	Praj.g_00559	Syar.g_02302
OG0000569	Praj.g_00560	Syar.g_02301
OG0000570	Praj.g_00561	Syar.g_02300
OG0000571	Praj.g_00563	Syar.g_02298
OG0000572	Praj.g_00574	Syar.g_02201
OG0000573	Praj.g_00579	Syar.g_02191
OG0000574	Praj.g_00581	Syar.g_02190
OG0000575	Praj.g_00584	Syar.g_03180
OG0000576	Praj.g_00586	Syar.g_02187
OG0000577	Praj.g_00587	Syar.g_02186
OG0000578	Praj.g_00588	Syar.g_02185
OG0000579	Praj.g_00589	Syar.g_02184
OG0000580	Praj.g_00590	Syar.g_02183
OG0000581	Praj.g_00593	Syar.g_02175
OG0000582	Praj.g_00596	Syar.g_02131
OG0000583	Praj.g_00597	Syar.g_02132
OG0000584	Praj.g_00598	Syar.g_02133
OG0000585	Praj.g_00600	Syar.g_02170
OG0000586	Praj.g_00601	Syar.g_02171
OG0000587	Praj.g_00602	Syar.g_02173
OG0000588	Praj.g_00606	Syar.g_02275
OG0000589	Praj.g_00609	Syar.g_02261
OG0000590	Praj.g_00610	Syar.g_02260
OG0000591	Praj.g_00613	Syar.g_02246
OG0000592	Praj.g_00614	Syar.g_02245
OG0000593	Praj.g_00620	Syar.g_02414
OG0000594	Praj.g_00621	Syar.g_02415
OG0000595	Praj.g_00622	Syar.g_02416
OG0000596	Praj.g_00626	Syar.g_02421
OG0000597	Praj.g_00628	Syar.g_02424
OG0000598	Praj.g_00629	Syar.g_02425
OG0000599	Praj.g_00632	Syar.g_02428
OG0000600	Praj.g_00633	Syar.g_02429
OG0000601	Praj.g_00634	Syar.g_02430
OG0000602	Praj.g_00636	Syar.g_02435
OG0000603	Praj.g_00637	Syar.g_02436
OG0000604	Praj.g_00638	Syar.g_02438
OG0000605	Praj.g_00639	Syar.g_02440
OG0000606	Praj.g_00642	Syar.g_02443
OG0000607	Praj.g_00645	Syar.g_02446
OG0000608	Praj.g_00646	Syar.g_02447
OG0000609	Praj.g_00647	Syar.g_02470
OG0000610	Praj.g_00653	Syar.g_01917
OG0000611	Praj.g_00656	Syar.g_01914
OG0000612	Praj.g_00657	Syar.g_01913
OG0000613	Praj.g_00663	Syar.g_00712
OG0000614	Praj.g_00686	Syar.g_02012, Syar.g_01344
OG0000615	Praj.g_00693	Syar.g_02603
OG0000616	Praj.g_02137	Syar.g_00454
OG0000617	Praj.g_00704	Syar.g_01576
OG0000618	Praj.g_00705	Syar.g_01575
OG0000619	Praj.g_00706	Syar.g_01574
OG0000620	Praj.g_00709	Syar.g_01569
OG0000621	Praj.g_00710	Syar.g_01568
OG0000622	Praj.g_00711	Syar.g_01566
OG0000623	Praj.g_00712	Syar.g_01565
OG0000624	Praj.g_00714	Syar.g_01564
OG0000625	Praj.g_00715	Syar.g_01563
OG0000626	Praj.g_00716	Syar.g_01562
OG0000627	Praj.g_00718	Syar.g_01868
OG0000628	Praj.g_00719	Syar.g_01869
OG0000629	Praj.g_00720	Syar.g_01872
OG0000630	Praj.g_00723	Syar.g_02586
OG0000631	Praj.g_00917	Syar.g_02579
OG0000632	Praj.g_00918	Syar.g_02578
OG0000633	Praj.g_00919	Syar.g_02576
OG0000634	Praj.g_00765	Syar.g_02635
OG0000635	Praj.g_00766	Syar.g_02636
OG0000636	Praj.g_00768	Syar.g_02638
OG0000637	Praj.g_00770	Syar.g_02640
OG0000638	Praj.g_00771	Syar.g_02641
OG0000639	Praj.g_00772	Syar.g_02642
OG0000640	Praj.g_00773	Syar.g_02643
OG0000641	Praj.g_00777	Syar.g_02648
OG0000642	Praj.g_00778	Syar.g_02649
OG0000643	Praj.g_00779	Syar.g_02650
OG0000644	Praj.g_00780	Syar.g_02651
OG0000645	Praj.g_00781	Syar.g_02652
OG0000646	Praj.g_00784	Syar.g_02655
OG0000647	Praj.g_00786	Syar.g_02657
OG0000648	Praj.g_00788	Syar.g_02659
OG0000649	Praj.g_00789	Syar.g_02660
OG0000650	Praj.g_00790	Syar.g_02661
OG0000651	Praj.g_00791	Syar.g_02662
OG0000652	Praj.g_00792	Syar.g_02663
OG0000653	Praj.g_00794	Syar.g_02665
OG0000654	Praj.g_00795	Syar.g_02666
OG0000655	Praj.g_00796	Syar.g_02667
OG0000656	Praj.g_00799	Syar.g_02479
OG0000657	Praj.g_00806	Syar.g_01812
OG0000658	Praj.g_00808	Syar.g_01815
OG0000659	Praj.g_00809	Syar.g_01816
OG0000660	Praj.g_00814	Syar.g_01820
OG0000661	Praj.g_00816	Syar.g_03175, Syar.g_01822
OG0000662	Praj.g_00818	Syar.g_01829
OG0000663	Praj.g_00820	Syar.g_01832
OG0000664	Praj.g_00821	Syar.g_01837
OG0000665	Praj.g_00826	Syar.g_02774
OG0000666	Praj.g_00827	Syar.g_01241
OG0000667	Praj.g_00831	Syar.g_02346
OG0000668	Praj.g_00869	Syar.g_01802
OG0000669	Praj.g_00877	Syar.g_01627
OG0000670	Praj.g_00880	Syar.g_01624
OG0000671	Praj.g_00882	Syar.g_01622
OG0000672	Praj.g_00885	Syar.g_01619
OG0000673	Praj.g_00888	Syar.g_01615
OG0000674	Praj.g_00890	Syar.g_01613
OG0000675	Praj.g_00891	Syar.g_01612
OG0000676	Praj.g_00893	Syar.g_01608
OG0000677	Praj.g_00894	Syar.g_01607
OG0000678	Praj.g_00897	Syar.g_02037
OG0000679	Praj.g_00901	Syar.g_02606
OG0000680	Praj.g_00902	Syar.g_02607
OG0000681	Praj.g_00905	Syar.g_02610
OG0000682	Praj.g_00906	Syar.g_02611
OG0000683	Praj.g_00907	Syar.g_02612
OG0000684	Praj.g_00748	Syar.g_02615
OG0000685	Praj.g_00750	Syar.g_02617
OG0000686	Praj.g_00751	Syar.g_02618
OG0000687	Praj.g_00752	Syar.g_02619
OG0000688	Praj.g_00755	Syar.g_02624
OG0000689	Praj.g_00756	Syar.g_02626
OG0000690	Praj.g_00757	Syar.g_02627
OG0000691	Praj.g_00758	Syar.g_02628
OG0000692	Praj.g_00760	Syar.g_02629
OG0000693	Praj.g_00761	Syar.g_02631
OG0000694	Praj.g_00762	Syar.g_02632
OG0000695	Praj.g_00921	Syar.g_02573
OG0000696	Praj.g_00922	Syar.g_02572
OG0000697	Praj.g_00923	Syar.g_02570
OG0000698	Praj.g_00926	Syar.g_02567
OG0000699	Praj.g_00927	Syar.g_02566
OG0000700	Praj.g_00928	Syar.g_02565
OG0000701	Praj.g_00929	Syar.g_02564
OG0000702	Praj.g_00931	Syar.g_02559
OG0000703	Praj.g_00932	Syar.g_02557
OG0000704	Praj.g_00933	Syar.g_02555
OG0000705	Praj.g_00939	Syar.g_02547
OG0000706	Praj.g_00940	Syar.g_02546
OG0000707	Praj.g_00941	Syar.g_02545
OG0000708	Praj.g_00943	Syar.g_02542
OG0000709	Praj.g_00947	Syar.g_02534
OG0000710	Praj.g_00950	Syar.g_02528
OG0000711	Praj.g_00966	Syar.g_02499
OG0000712	Praj.g_00968	Syar.g_02497
OG0000713	Praj.g_00969	Syar.g_02496
OG0000714	Praj.g_00970	Syar.g_02494
OG0000715	Praj.g_00972	Syar.g_02492
OG0000716	Praj.g_00973	Syar.g_02488
OG0000717	Praj.g_00974	Syar.g_02487
OG0000718	Praj.g_00991	Syar.g_02483
OG0000719	Praj.g_00992	Syar.g_01804
OG0000720	Praj.g_01002	Syar.g_01790
OG0000721	Praj.g_01003	Syar.g_01788
OG0000722	Praj.g_01004	Syar.g_01787
OG0000723	Praj.g_01008	Syar.g_01560
OG0000724	Praj.g_01019	Syar.g_01367, Syar.g_02120
OG0000725	Praj.g_00845	Syar.g_01934
OG0000726	Praj.g_00844	Syar.g_01935
OG0000727	Praj.g_00843	Syar.g_01936
OG0000728	Praj.g_00841	Syar.g_01938
OG0000729	Praj.g_02022	Syar.g_00593
OG0000730	Praj.g_00378	Syar.g_01115
OG0000731	Praj.g_00386	Syar.g_01127
OG0000732	Praj.g_02081	Syar.g_00522
OG0000733	Praj.g_01833	Syar.g_02234
OG0000734	Praj.g_01476	Syar.g_03128
OG0000735	Praj.g_01474	Syar.g_01522
OG0000736	Praj.g_01473	Syar.g_01523
OG0000737	Praj.g_01472	Syar.g_01524
OG0000738	Praj.g_01468	Syar.g_01530
OG0000739	Praj.g_01467	Syar.g_01531
OG0000740	Praj.g_01466	Syar.g_01532
OG0000741	Praj.g_01464	Syar.g_01535
OG0000742	Praj.g_01462	Syar.g_01538
OG0000743	Praj.g_01460	Syar.g_01541
OG0000744	Praj.g_01459	Syar.g_01542
OG0000745	Praj.g_01458	Syar.g_01545
OG0000746	Praj.g_01456	Syar.g_01549
OG0000747	Praj.g_01455	Syar.g_01551
OG0000748	Praj.g_01451	Syar.g_01945
OG0000749	Praj.g_01450	Syar.g_01946
OG0000750	Praj.g_01449	Syar.g_01947
OG0000751	Praj.g_01446	Syar.g_01952
OG0000752	Praj.g_01444	Syar.g_01954
OG0000753	Praj.g_01442	Syar.g_01957
OG0000754	Praj.g_01438	Syar.g_01963
OG0000755	Praj.g_01434	Syar.g_01974
OG0000756	Praj.g_01433	Syar.g_01975
OG0000757	Praj.g_01426	Syar.g_01984
OG0000758	Praj.g_01425	Syar.g_01985
OG0000759	Praj.g_01424	Syar.g_01986
OG0000760	Praj.g_01423	Syar.g_01987
OG0000761	Praj.g_01422	Syar.g_01988
OG0000762	Praj.g_01421	Syar.g_01992
OG0000763	Praj.g_01419	Syar.g_01699
OG0000764	Praj.g_01418	Syar.g_01700
OG0000765	Praj.g_01409	Syar.g_01718
OG0000766	Praj.g_01408	Syar.g_01719
OG0000767	Praj.g_01407	Syar.g_01721
OG0000768	Praj.g_01406	Syar.g_01722
OG0000769	Praj.g_01404	Syar.g_01724
OG0000770	Praj.g_01403	Syar.g_01727
OG0000771	Praj.g_01014	Syar.g_01373
OG0000772	Praj.g_01246	Syar.g_00746
OG0000773	Praj.g_01519	Syar.g_02694
OG0000774	Praj.g_01522	Syar.g_02771
OG0000775	Praj.g_01523	Syar.g_02773
OG0000776	Praj.g_01524	Syar.g_01755
OG0000777	Praj.g_01525	Syar.g_01754
OG0000778	Praj.g_01526	Syar.g_01753
OG0000779	Praj.g_01530	Syar.g_02779
OG0000780	Praj.g_01531	Syar.g_02781
OG0000781	Praj.g_01534	Syar.g_02785
OG0000782	Praj.g_01535	Syar.g_02786
OG0000783	Praj.g_01536	Syar.g_02787
OG0000784	Praj.g_01537	Syar.g_02788
OG0000785	Praj.g_01539	Syar.g_02791
OG0000786	Praj.g_01542	Syar.g_02795
OG0000787	Praj.g_01543	Syar.g_02796
OG0000788	Praj.g_00732	Syar.g_02331
OG0000789	Praj.g_01011	Syar.g_02040
OG0000790	Praj.g_01580	Syar.g_01456
OG0000791	Praj.g_01582	Syar.g_01454
OG0000792	Praj.g_01583	Syar.g_01453
OG0000793	Praj.g_01586	Syar.g_01243
OG0000794	Praj.g_01587	Syar.g_01242
OG0000795	Praj.g_01588	Syar.g_01240
OG0000796	Praj.g_01592	Syar.g_01236
OG0000797	Praj.g_01593	Syar.g_01235
OG0000799	Praj.g_01613	Syar.g_02844
OG0000800	Praj.g_01614	Syar.g_02843
OG0000801	Praj.g_01615	Syar.g_02842
OG0000802	Praj.g_01617	Syar.g_02825
OG0000803	Praj.g_01619	Syar.g_02822
OG0000804	Praj.g_01620	Syar.g_02819
OG0000805	Praj.g_01622	Syar.g_02817
OG0000806	Praj.g_01624	Syar.g_02815
OG0000807	Praj.g_01625	Syar.g_02814
OG0000808	Praj.g_01626	Syar.g_02813
OG0000809	Praj.g_01630	Syar.g_02811
OG0000810	Praj.g_01631	Syar.g_02810
OG0000811	Praj.g_01635	Syar.g_02805
OG0000812	Praj.g_01637	Syar.g_02803
OG0000813	Praj.g_01638	Syar.g_02802
OG0000814	Praj.g_01640	Syar.g_02800
OG0000815	Praj.g_01641	Syar.g_02799
OG0000816	Praj.g_01643	Syar.g_02797
OG0000817	Praj.g_01644	Syar.g_02861
OG0000818	Praj.g_01648	Syar.g_01418
OG0000819	Praj.g_01649	Syar.g_01417
OG0000820	Praj.g_01650	Syar.g_01416
OG0000821	Praj.g_01653	Syar.g_01410
OG0000822	Praj.g_01654	Syar.g_01408
OG0000823	Praj.g_01655	Syar.g_00017, Syar.g_01407
OG0000824	Praj.g_01658	Syar.g_01402
OG0000825	Praj.g_01659	Syar.g_01401
OG0000826	Praj.g_01660	Syar.g_01400
OG0000827	Praj.g_01661	Syar.g_01399
OG0000828	Praj.g_01664	Syar.g_01396
OG0000829	Praj.g_01665	Syar.g_01395
OG0000830	Praj.g_01666	Syar.g_01394
OG0000831	Praj.g_01668	Syar.g_01391
OG0000832	Praj.g_01678	Syar.g_01213
OG0000833	Praj.g_01686	Syar.g_02877
OG0000834	Praj.g_01687	Syar.g_02878
OG0000835	Praj.g_01688	Syar.g_02879
OG0000836	Praj.g_01690	Syar.g_02881
OG0000837	Praj.g_01691	Syar.g_02882
OG0000838	Praj.g_01693	Syar.g_02886
OG0000839	Praj.g_01694	Syar.g_02887
OG0000840	Praj.g_01695	Syar.g_02888
OG0000841	Praj.g_01696	Syar.g_02889
OG0000842	Praj.g_01697	Syar.g_02890
OG0000843	Praj.g_01698	Syar.g_02891
OG0000844	Praj.g_01699	Syar.g_02893
OG0000845	Praj.g_01700	Syar.g_02894
OG0000846	Praj.g_01701	Syar.g_02895
OG0000847	Praj.g_01702	Syar.g_02896
OG0000848	Praj.g_01703	Syar.g_02898
OG0000849	Praj.g_01704	Syar.g_02899
OG0000850	Praj.g_01706	Syar.g_02902
OG0000851	Praj.g_01707	Syar.g_02905
OG0000852	Praj.g_01708	Syar.g_02906
OG0000853	Praj.g_01713	Syar.g_02910
OG0000854	Praj.g_01715	Syar.g_02912
OG0000855	Praj.g_01716	Syar.g_02913
OG0000856	Praj.g_01599	Syar.g_02243
OG0000857	Praj.g_00785	Syar.g_02656
OG0000858	Praj.g_01763	Syar.g_02920
OG0000859	Praj.g_01764	Syar.g_02921
OG0000860	Praj.g_01770	Syar.g_02931
OG0000861	Praj.g_01771	Syar.g_02932
OG0000862	Praj.g_01772	Syar.g_02942
OG0000863	Praj.g_01773	Syar.g_02944
OG0000864	Praj.g_01774	Syar.g_02945
OG0000865	Praj.g_01775	Syar.g_02946
OG0000866	Praj.g_01776	Syar.g_02947
OG0000867	Praj.g_01777	Syar.g_02948
OG0000868	Praj.g_01778	Syar.g_02950
OG0000869	Praj.g_01781	Syar.g_02955
OG0000870	Praj.g_01786	Syar.g_02960
OG0000871	Praj.g_01787	Syar.g_02961
OG0000872	Praj.g_01788	Syar.g_02967
OG0000873	Praj.g_01791	Syar.g_02970
OG0000874	Praj.g_01794	Syar.g_02974
OG0000875	Praj.g_01796	Syar.g_02975
OG0000876	Praj.g_01797	Syar.g_01828
OG0000877	Praj.g_01799	Syar.g_02977
OG0000878	Praj.g_01800	Syar.g_02978
OG0000879	Praj.g_01801	Syar.g_02979
OG0000880	Praj.g_01802	Syar.g_02980
OG0000881	Praj.g_01805	Syar.g_02984
OG0000882	Praj.g_01810	Syar.g_02989
OG0000883	Praj.g_01812	Syar.g_02992
OG0000884	Praj.g_01814	Syar.g_02994
OG0000885	Praj.g_01815	Syar.g_02995
OG0000886	Praj.g_01816	Syar.g_02996
OG0000887	Praj.g_01817	Syar.g_02998
OG0000888	Praj.g_01819	Syar.g_03000
OG0000889	Praj.g_01821	Syar.g_03002
OG0000890	Praj.g_01822	Syar.g_03005
OG0000891	Praj.g_01823	Syar.g_03006
OG0000892	Praj.g_01825	Syar.g_03008
OG0000893	Praj.g_01868	Syar.g_00150
OG0000894	Praj.g_01871	Syar.g_00145
OG0000895	Praj.g_01874	Syar.g_00141
OG0000896	Praj.g_01875	Syar.g_00140
OG0000897	Praj.g_01877	Syar.g_00138
OG0000898	Praj.g_01878	Syar.g_00137
OG0000899	Praj.g_01879	Syar.g_00136
OG0000900	Praj.g_01880	Syar.g_00135
OG0000901	Praj.g_01883	Syar.g_00130
OG0000902	Praj.g_01885	Syar.g_01013
OG0000903	Praj.g_01894	Syar.g_01026
OG0000904	Praj.g_01889	Syar.g_01021
OG0000905	Praj.g_01887	Syar.g_01018
OG0000906	Praj.g_01886	Syar.g_01015
OG0000907	Praj.g_01909	Syar.g_01028
OG0000908	Praj.g_01912	Syar.g_01031
OG0000909	Praj.g_01913	Syar.g_01032
OG0000910	Praj.g_01914	Syar.g_01033
OG0000911	Praj.g_01916	Syar.g_01035
OG0000912	Praj.g_01917	Syar.g_01036
OG0000913	Praj.g_01918	Syar.g_01037
OG0000914	Praj.g_01919	Syar.g_01038
OG0000915	Praj.g_01920	Syar.g_01040
OG0000916	Praj.g_01921	Syar.g_01041
OG0000917	Praj.g_01922	Syar.g_01042
OG0000918	Praj.g_01923	Syar.g_01043
OG0000919	Praj.g_01924	Syar.g_01044
OG0000920	Praj.g_01925	Syar.g_01045
OG0000921	Praj.g_01926	Syar.g_01046
OG0000922	Praj.g_01927	Syar.g_01047
OG0000923	Praj.g_01931	Syar.g_01051
OG0000924	Praj.g_01932	Syar.g_01052
OG0000925	Praj.g_01933	Syar.g_01053
OG0000926	Praj.g_01934	Syar.g_01054
OG0000927	Praj.g_01936	Syar.g_01056
OG0000928	Praj.g_01937	Syar.g_01057
OG0000929	Praj.g_01938	Syar.g_01058
OG0000930	Praj.g_01939	Syar.g_01059
OG0000931	Praj.g_01940	Syar.g_01060
OG0000932	Praj.g_01941	Syar.g_01061
OG0000933	Praj.g_01945	Syar.g_01066
OG0000934	Praj.g_01947	Syar.g_01068
OG0000935	Praj.g_01948	Syar.g_01069
OG0000936	Praj.g_01949	Syar.g_01070
OG0000937	Praj.g_01950	Syar.g_01071
OG0000938	Praj.g_01953	Syar.g_01074
OG0000939	Praj.g_01954	Syar.g_01075
OG0000940	Praj.g_01961	Syar.g_01081
OG0000941	Praj.g_01963	Syar.g_01083
OG0000942	Praj.g_01965	Syar.g_01085
OG0000943	Praj.g_01966	Syar.g_01086
OG0000944	Praj.g_01968	Syar.g_01088
OG0000945	Praj.g_01969	Syar.g_01089
OG0000946	Praj.g_01975	Syar.g_01095
OG0000947	Praj.g_01977	Syar.g_01098
OG0000948	Praj.g_01978	Syar.g_01099
OG0000949	Praj.g_01981	Syar.g_00283
OG0000950	Praj.g_01986	Syar.g_00661
OG0000951	Praj.g_01990	Syar.g_00656
OG0000952	Praj.g_01994	Syar.g_00651
OG0000953	Praj.g_01998	Syar.g_00248
OG0000954	Praj.g_02002	Syar.g_00258
OG0000955	Praj.g_02003	Syar.g_00259
OG0000956	Praj.g_02005	Syar.g_00261
OG0000957	Praj.g_02010	Syar.g_00610
OG0000958	Praj.g_02011	Syar.g_00609
OG0000959	Praj.g_02015	Syar.g_00605
OG0000960	Praj.g_02016	Syar.g_00604
OG0000961	Praj.g_02019	Syar.g_00094
OG0000962	Praj.g_02021	Syar.g_00594
OG0000963	Praj.g_02026	Syar.g_00590
OG0000964	Praj.g_02027	Syar.g_00589
OG0000965	Praj.g_02028	Syar.g_00588
OG0000966	Praj.g_02059	Syar.g_00549
OG0000967	Praj.g_02063	Syar.g_00545
OG0000968	Praj.g_02065	Syar.g_00542
OG0000969	Praj.g_02066	Syar.g_00540
OG0000970	Praj.g_02067	Syar.g_00539
OG0000971	Praj.g_02068	Syar.g_00537
OG0000972	Praj.g_02069	Syar.g_00536
OG0000973	Praj.g_02070	Syar.g_00535
OG0000974	Praj.g_02071	Syar.g_00534
OG0000975	Praj.g_02072	Syar.g_00533
OG0000976	Praj.g_02073	Syar.g_00532
OG0000977	Praj.g_02074	Syar.g_00530
OG0000978	Praj.g_02075	Syar.g_00529
OG0000979	Praj.g_02078	Syar.g_00526
OG0000980	Praj.g_02080	Syar.g_00523
OG0000981	Praj.g_02083	Syar.g_00520
OG0000982	Praj.g_02085	Syar.g_00331
OG0000983	Praj.g_02086	Syar.g_00332
OG0000984	Praj.g_02087	Syar.g_00333
OG0000985	Praj.g_02090	Syar.g_00337
OG0000986	Praj.g_02092	Syar.g_00344
OG0000987	Praj.g_02093	Syar.g_00346
OG0000988	Praj.g_02096	Syar.g_00352
OG0000989	Praj.g_02100	Syar.g_00377
OG0000990	Praj.g_02105	Syar.g_00697
OG0000991	Praj.g_02106	Syar.g_00700
OG0000992	Praj.g_02109	Syar.g_00704
OG0000993	Praj.g_02110	Syar.g_00705
OG0000994	Praj.g_02111	Syar.g_00708
OG0000995	Praj.g_02115	Syar.g_03212, Syar.g_00624
OG0000996	Praj.g_02116	Syar.g_00861
OG0000997	Praj.g_02124	Syar.g_00437
OG0000998	Praj.g_02126	Syar.g_00439
OG0000999	Praj.g_02127	Syar.g_00440
OG0001000	Praj.g_02130, Praj.g_02131	Syar.g_00955, Syar.g_00444
OG0001001	Praj.g_02134	Syar.g_00450
OG0001002	Praj.g_02139	Syar.g_00457
OG0001003	Praj.g_02141	Syar.g_00459
OG0001004	Praj.g_02142	Syar.g_00460
OG0001005	Praj.g_02143	Syar.g_00461
OG0001006	Praj.g_02147	Syar.g_00468
OG0001007	Praj.g_02149	Syar.g_00470
OG0001008	Praj.g_00431	Syar.g_01178, Syar.g_03274
OG0001009	Praj.g_00027	Syar.g_00500
OG0001010	Praj.g_00028	Syar.g_00501
OG0001011	Praj.g_00029	Syar.g_00503
OG0001013	Praj.g_00052	Syar.g_00906
OG0001014	Praj.g_00055	Syar.g_00914
OG0001015	Praj.g_00056	Syar.g_00915
OG0001017	Praj.g_00115	Syar.g_03050
OG0001018	Praj.g_00118	Syar.g_03052
OG0001019	Praj.g_00127	Syar.g_03086
OG0001020	Praj.g_00128	Syar.g_03092
OG0001021	Praj.g_00129	Syar.g_03098
OG0001022	Praj.g_00132	Syar.g_03102
OG0001023	Praj.g_00133	Syar.g_03103
OG0001024	Praj.g_00136	Syar.g_02276
OG0001025	Praj.g_00143	Syar.g_03115
OG0001026	Praj.g_00151	Syar.g_03131
OG0001027	Praj.g_00152	Syar.g_00031
OG0001028	Praj.g_00154	Syar.g_00034
OG0001029	Praj.g_00156	Syar.g_00036
OG0001030	Praj.g_00172	Syar.g_00058
OG0001031	Praj.g_00226	Syar.g_00129
OG0001032	Praj.g_00227	Syar.g_01011
OG0001033	Praj.g_00247	Syar.g_00962
OG0001034	Praj.g_00276	Syar.g_03022
OG0001035	Praj.g_00293	Syar.g_00171
OG0001036	Praj.g_00297	Syar.g_00193
OG0001037	Praj.g_00298	Syar.g_00195
OG0001038	Praj.g_00314	Syar.g_00223
OG0001039	Praj.g_00316	Syar.g_00226
OG0001040	Praj.g_00319	Syar.g_00229
OG0001041	Praj.g_00323	Syar.g_00234
OG0001042	Praj.g_00339	Syar.g_00831
OG0001043	Praj.g_00340	Syar.g_00826
OG0001044	Praj.g_00379	Syar.g_01117
OG0001045	Praj.g_00388	Syar.g_01130
OG0001046	Praj.g_01081	Syar.g_02514
OG0001047	Praj.g_00433	Syar.g_01180
OG0001048	Praj.g_00434	Syar.g_01181
OG0001049	Praj.g_00436	Syar.g_02872
OG0001050	Praj.g_00437	Syar.g_02871
OG0001051	Praj.g_00438	Syar.g_02870
OG0001052	Praj.g_00464	Syar.g_01269
OG0001053	Praj.g_00476	Syar.g_01472
OG0001054	Praj.g_00490	Syar.g_01492
OG0001055	Praj.g_00509	Syar.g_01513
OG0001056	Praj.g_00527	Syar.g_02349
OG0001057	Praj.g_00532	Syar.g_02341
OG0001058	Praj.g_00540	Syar.g_02324
OG0001059	Praj.g_00544	Syar.g_00422
OG0001060	Praj.g_00551	Syar.g_02315
OG0001061	Praj.g_00564	Syar.g_02297
OG0001062	Praj.g_00566	Syar.g_02294
OG0001063	Praj.g_00567	Syar.g_02209
OG0001064	Praj.g_00568	Syar.g_02208
OG0001065	Praj.g_00569	Syar.g_02207
OG0001066	Praj.g_00570	Syar.g_02206
OG0001067	Praj.g_00571	Syar.g_02205
OG0001068	Praj.g_00572	Syar.g_02204
OG0001069	Praj.g_00573	Syar.g_02203
OG0001070	Praj.g_00575	Syar.g_02200
OG0001071	Praj.g_00576	Syar.g_02199
OG0001072	Praj.g_00577	Syar.g_02195
OG0001073	Praj.g_00591	Syar.g_02182
OG0001074	Praj.g_00603	Syar.g_02031
OG0001075	Praj.g_00604	Syar.g_02215
OG0001076	Praj.g_00611	Syar.g_02253
OG0001077	Praj.g_00616	Syar.g_02240
OG0001078	Praj.g_00624	Syar.g_02419
OG0001079	Praj.g_00635	Syar.g_02431
OG0001080	Praj.g_00641	Syar.g_02442
OG0001081	Praj.g_00643	Syar.g_02444
OG0001082	Praj.g_00644	Syar.g_02445
OG0001083	Praj.g_00649	Syar.g_02473
OG0001084	Praj.g_00650	Syar.g_02474
OG0001085	Praj.g_00660	Syar.g_01688
OG0001086	Praj.g_00661	Syar.g_01686
OG0001087	Praj.g_00681	Syar.g_02347
OG0001088	Praj.g_00682	Syar.g_00431
OG0001089	Praj.g_00690	Syar.g_01942
OG0001090	Praj.g_00699	Syar.g_01582
OG0001091	Praj.g_00701	Syar.g_01580
OG0001092	Praj.g_00702	Syar.g_01578
OG0001093	Praj.g_00707	Syar.g_01572
OG0001094	Praj.g_00763	Syar.g_02633
OG0001095	Praj.g_00782	Syar.g_02653
OG0001096	Praj.g_00797	Syar.g_02476
OG0001097	Praj.g_00817	Syar.g_01823
OG0001098	Praj.g_00835	Syar.g_01672
OG0001099	Praj.g_00872	Syar.g_00035
OG0001100	Praj.g_00879	Syar.g_01625
OG0001101	Praj.g_00881	Syar.g_01623
OG0001102	Praj.g_00884	Syar.g_01620
OG0001103	Praj.g_00886	Syar.g_01618
OG0001104	Praj.g_00749	Syar.g_02616
OG0001105	Praj.g_00753	Syar.g_02620
OG0001106	Praj.g_00934	Syar.g_02553
OG0001107	Praj.g_00944	Syar.g_02541
OG0001109	Praj.g_00949	Syar.g_02529
OG0001110	Praj.g_00951	Syar.g_02527
OG0001111	Praj.g_00952	Syar.g_02525
OG0001112	Praj.g_00953	Syar.g_02523
OG0001113	Praj.g_00954	Syar.g_02522
OG0001114	Praj.g_00955	Syar.g_02521
OG0001115	Praj.g_00957	Syar.g_02519
OG0001116	Praj.g_00958	Syar.g_02517
OG0001117	Praj.g_00959	Syar.g_02516
OG0001118	Praj.g_00960	Syar.g_02515
OG0001119	Praj.g_00961	Syar.g_02513
OG0001120	Praj.g_00963	Syar.g_02507
OG0001122	Praj.g_00993	Syar.g_01803
OG0001123	Praj.g_00997	Syar.g_01796
OG0001124	Praj.g_00999	Syar.g_01793
OG0001125	Praj.g_01001	Syar.g_01791
OG0001126	Praj.g_01012	Syar.g_01375
OG0001127	Praj.g_01013	Syar.g_01374
OG0001128	Praj.g_01016	Syar.g_01371
OG0001129	Praj.g_01017	Syar.g_01369
OG0001130	Praj.g_01018	Syar.g_01368
OG0001131	Praj.g_00852	Syar.g_02448
OG0001132	Praj.g_01063	Syar.g_00684
OG0001133	Praj.g_01040	Syar.g_02249
OG0001134	Praj.g_01832	Syar.g_02235
OG0001135	Praj.g_01835	Syar.g_02232
OG0001136	Praj.g_01463	Syar.g_01536
OG0001137	Praj.g_01452	Syar.g_01944
OG0001138	Praj.g_01432	Syar.g_01977
OG0001139	Praj.g_01430	Syar.g_01980
