Orthogroup	Prbf	Syar
OG0000552	Prbf.g_01809	Syar.g_02683
OG0000553	Prbf.g_01810	Syar.g_02679
OG0000554	Prbf.g_01815	Syar.g_02352
OG0000555	Prbf.g_01823	Syar.g_02336
OG0000556	Prbf.g_01825	Syar.g_02332
OG0000557	Prbf.g_01826	Syar.g_02328
OG0000558	Prbf.g_01828	Syar.g_02326
OG0000559	Prbf.g_01832	Syar.g_02322
OG0000560	Prbf.g_01835	Syar.g_02320
OG0000561	Prbf.g_01836	Syar.g_02319
OG0000562	Prbf.g_01837	Syar.g_02318
OG0000563	Prbf.g_01838	Syar.g_02317
OG0000564	Prbf.g_01839	Syar.g_02316
OG0000565	Prbf.g_01841	Syar.g_02312
OG0000566	Prbf.g_01845	Syar.g_02308
OG0000567	Prbf.g_01849	Syar.g_02304
OG0000568	Prbf.g_01850	Syar.g_02302
OG0000569	Prbf.g_01851	Syar.g_02301
OG0000570	Prbf.g_01852	Syar.g_02300
OG0000571	Prbf.g_01854	Syar.g_02298
OG0000572	Prbf.g_01868	Syar.g_02201
OG0000573	Prbf.g_01874	Syar.g_02191
OG0000574	Prbf.g_01875	Syar.g_02190
OG0000575	Prbf.g_01879	Syar.g_03180
OG0000576	Prbf.g_01881	Syar.g_02187
OG0000577	Prbf.g_01882	Syar.g_02186
OG0000578	Prbf.g_01883	Syar.g_02185
OG0000579	Prbf.g_01884	Syar.g_02184
OG0000580	Prbf.g_01885	Syar.g_02183
OG0000581	Prbf.g_01888	Syar.g_02175
OG0000582	Prbf.g_01891	Syar.g_02131
OG0000583	Prbf.g_01892	Syar.g_02132
OG0000584	Prbf.g_01893	Syar.g_02133
OG0000585	Prbf.g_01895	Syar.g_02170
OG0000586	Prbf.g_01896	Syar.g_02171
OG0000587	Prbf.g_01897	Syar.g_02173
OG0000588	Prbf.g_01901	Syar.g_02275
OG0000589	Prbf.g_01903	Syar.g_02261
OG0000590	Prbf.g_01904	Syar.g_02260
OG0000591	Prbf.g_01908	Syar.g_02246
OG0000592	Prbf.g_01909	Syar.g_02245
OG0000593	Prbf.g_00979	Syar.g_02414
OG0000594	Prbf.g_00980	Syar.g_02415
OG0000595	Prbf.g_00981	Syar.g_02416
OG0000596	Prbf.g_00985	Syar.g_02421
OG0000597	Prbf.g_00988	Syar.g_02424
OG0000598	Prbf.g_00989	Syar.g_02425
OG0000599	Prbf.g_00992	Syar.g_02428
OG0000600	Prbf.g_00993	Syar.g_02429
OG0000601	Prbf.g_00994	Syar.g_02430
OG0000602	Prbf.g_00996	Syar.g_02435
OG0000603	Prbf.g_00997	Syar.g_02436
OG0000604	Prbf.g_00998	Syar.g_02438
OG0000605	Prbf.g_00999	Syar.g_02440
OG0000606	Prbf.g_01002	Syar.g_02443
OG0000607	Prbf.g_01005	Syar.g_02446
OG0000608	Prbf.g_01006	Syar.g_02447
OG0000609	Prbf.g_01007	Syar.g_02470
OG0000610	Prbf.g_01013	Syar.g_01917
OG0000611	Prbf.g_01016	Syar.g_01914
OG0000612	Prbf.g_01017	Syar.g_01913
OG0000613	Prbf.g_01290	Syar.g_00712
OG0000614	Prbf.g_01269	Syar.g_02012, Syar.g_01344
OG0000615	Prbf.g_01258	Syar.g_02603
OG0000616	Prbf.g_00404	Syar.g_00454
OG0000617	Prbf.g_01033	Syar.g_01576
OG0000618	Prbf.g_01034	Syar.g_01575
OG0000619	Prbf.g_01035	Syar.g_01574
OG0000620	Prbf.g_01038	Syar.g_01569
OG0000621	Prbf.g_01039	Syar.g_01568
OG0000622	Prbf.g_01040	Syar.g_01566
OG0000623	Prbf.g_01041	Syar.g_01565
OG0000624	Prbf.g_01043	Syar.g_01564
OG0000625	Prbf.g_01044	Syar.g_01563
OG0000626	Prbf.g_01045	Syar.g_01562
OG0000627	Prbf.g_01046	Syar.g_01868
OG0000628	Prbf.g_01047	Syar.g_01869
OG0000629	Prbf.g_01048	Syar.g_01872
OG0000630	Prbf.g_01051	Syar.g_02586
OG0000631	Prbf.g_01144	Syar.g_02579
OG0000632	Prbf.g_01143	Syar.g_02578
OG0000633	Prbf.g_01142	Syar.g_02576
OG0000634	Prbf.g_01249	Syar.g_02635
OG0000635	Prbf.g_01248	Syar.g_02636
OG0000636	Prbf.g_01246	Syar.g_02638
OG0000637	Prbf.g_01244	Syar.g_02640
OG0000638	Prbf.g_01243	Syar.g_02641
OG0000639	Prbf.g_01242	Syar.g_02642
OG0000640	Prbf.g_01241	Syar.g_02643
OG0000641	Prbf.g_01237	Syar.g_02648
OG0000642	Prbf.g_01236	Syar.g_02649
OG0000643	Prbf.g_01235	Syar.g_02650
OG0000644	Prbf.g_01234	Syar.g_02651
OG0000645	Prbf.g_01233	Syar.g_02652
OG0000646	Prbf.g_01231	Syar.g_02655
OG0000647	Prbf.g_01229	Syar.g_02657
OG0000648	Prbf.g_01227	Syar.g_02659
OG0000649	Prbf.g_01226	Syar.g_02660
OG0000650	Prbf.g_01225	Syar.g_02661
OG0000651	Prbf.g_01224	Syar.g_02662
OG0000652	Prbf.g_01223	Syar.g_02663
OG0000653	Prbf.g_01221	Syar.g_02665
OG0000654	Prbf.g_01220	Syar.g_02666
OG0000655	Prbf.g_01219	Syar.g_02667
OG0000656	Prbf.g_01216	Syar.g_02479
OG0000657	Prbf.g_01208	Syar.g_01812
OG0000658	Prbf.g_01206	Syar.g_01815
OG0000659	Prbf.g_01205	Syar.g_01816
OG0000660	Prbf.g_01201	Syar.g_01820
OG0000661	Prbf.g_01199	Syar.g_03175, Syar.g_01822
OG0000662	Prbf.g_01197	Syar.g_01829
OG0000663	Prbf.g_01195	Syar.g_01832
OG0000664	Prbf.g_01194	Syar.g_01837
OG0000665	Prbf.g_01188	Syar.g_02774
OG0000666	Prbf.g_01187	Syar.g_01241
OG0000667	Prbf.g_01183	Syar.g_02346
OG0000668	Prbf.g_00838	Syar.g_01802
OG0000669	Prbf.g_01331	Syar.g_01627
OG0000670	Prbf.g_01328	Syar.g_01624
OG0000671	Prbf.g_01325	Syar.g_01622
OG0000672	Prbf.g_01322	Syar.g_01619
OG0000673	Prbf.g_01319	Syar.g_01615
OG0000674	Prbf.g_01317	Syar.g_01613
OG0000675	Prbf.g_01316	Syar.g_01612
OG0000676	Prbf.g_01314	Syar.g_01608
OG0000677	Prbf.g_01313	Syar.g_01607
OG0000678	Prbf.g_01311	Syar.g_02037
OG0000679	Prbf.g_01307	Syar.g_02606
OG0000680	Prbf.g_01306	Syar.g_02607
OG0000681	Prbf.g_01303	Syar.g_02610
OG0000682	Prbf.g_01302	Syar.g_02611
OG0000683	Prbf.g_01301	Syar.g_02612
OG0000684	Prbf.g_01299	Syar.g_02615
OG0000685	Prbf.g_01297	Syar.g_02617
OG0000686	Prbf.g_01296	Syar.g_02618
OG0000687	Prbf.g_01295	Syar.g_02619
OG0000688	Prbf.g_01021	Syar.g_02624
OG0000689	Prbf.g_01022	Syar.g_02626
OG0000690	Prbf.g_01023	Syar.g_02627
OG0000691	Prbf.g_01024	Syar.g_02628
OG0000692	Prbf.g_01026	Syar.g_02629
OG0000693	Prbf.g_01027	Syar.g_02631
OG0000694	Prbf.g_01028	Syar.g_02632
OG0000695	Prbf.g_01140	Syar.g_02573
OG0000696	Prbf.g_01139	Syar.g_02572
OG0000697	Prbf.g_01138	Syar.g_02570
OG0000698	Prbf.g_01135	Syar.g_02567
OG0000699	Prbf.g_01134	Syar.g_02566
OG0000700	Prbf.g_01133	Syar.g_02565
OG0000701	Prbf.g_01132	Syar.g_02564
OG0000702	Prbf.g_01130	Syar.g_02559
OG0000703	Prbf.g_01129	Syar.g_02557
OG0000704	Prbf.g_01127	Syar.g_02555
OG0000705	Prbf.g_01124	Syar.g_02547
OG0000706	Prbf.g_01123	Syar.g_02546
OG0000707	Prbf.g_01122	Syar.g_02545
OG0000708	Prbf.g_01120	Syar.g_02542
OG0000709	Prbf.g_01116	Syar.g_02534
OG0000710	Prbf.g_01113	Syar.g_02528
OG0000711	Prbf.g_01095	Syar.g_02499
OG0000712	Prbf.g_01094	Syar.g_02497
OG0000713	Prbf.g_01093	Syar.g_02496
OG0000714	Prbf.g_01092	Syar.g_02494
OG0000715	Prbf.g_01090	Syar.g_02492
OG0000716	Prbf.g_01088	Syar.g_02488
OG0000717	Prbf.g_01087	Syar.g_02487
OG0000718	Prbf.g_01083	Syar.g_02483
OG0000719	Prbf.g_01081	Syar.g_01804
OG0000720	Prbf.g_01069	Syar.g_01790
OG0000721	Prbf.g_01065	Syar.g_01788
OG0000722	Prbf.g_01064	Syar.g_01787
OG0000723	Prbf.g_01060	Syar.g_01560
OG0000724	Prbf.g_01165	Syar.g_01367, Syar.g_02120
OG0000725	Prbf.g_01171	Syar.g_01934
OG0000726	Prbf.g_01172	Syar.g_01935
OG0000727	Prbf.g_01173	Syar.g_01936
OG0000728	Prbf.g_01175	Syar.g_01938
OG0000729	Prbf.g_00048	Syar.g_00593
OG0000730	Prbf.g_00876	Syar.g_01115
OG0000731	Prbf.g_01684	Syar.g_01127
OG0000732	Prbf.g_00453	Syar.g_00522
OG0000733	Prbf.g_00787	Syar.g_02234
OG0000734	Prbf.g_00902	Syar.g_03128
OG0000735	Prbf.g_00904	Syar.g_01522
OG0000736	Prbf.g_00905	Syar.g_01523
OG0000737	Prbf.g_00906	Syar.g_01524
OG0000738	Prbf.g_00910	Syar.g_01530
OG0000739	Prbf.g_00911	Syar.g_01531
OG0000740	Prbf.g_00912	Syar.g_01532
OG0000741	Prbf.g_00914	Syar.g_01535
OG0000742	Prbf.g_00917	Syar.g_01538
OG0000743	Prbf.g_00919	Syar.g_01541
OG0000744	Prbf.g_00920	Syar.g_01542
OG0000745	Prbf.g_00921	Syar.g_01545
OG0000746	Prbf.g_00923	Syar.g_01549
OG0000747	Prbf.g_00924	Syar.g_01551
OG0000748	Prbf.g_00928	Syar.g_01945
OG0000749	Prbf.g_00929	Syar.g_01946
OG0000750	Prbf.g_00930	Syar.g_01947
OG0000751	Prbf.g_00933	Syar.g_01952
OG0000752	Prbf.g_00935	Syar.g_01954
OG0000753	Prbf.g_00937	Syar.g_01957
OG0000754	Prbf.g_00940	Syar.g_01963
OG0000755	Prbf.g_00946	Syar.g_01974
OG0000756	Prbf.g_00947	Syar.g_01975
OG0000757	Prbf.g_00954	Syar.g_01984
OG0000758	Prbf.g_00955	Syar.g_01985
OG0000759	Prbf.g_00956	Syar.g_01986
OG0000760	Prbf.g_00957	Syar.g_01987
OG0000761	Prbf.g_00958	Syar.g_01988
OG0000762	Prbf.g_00959	Syar.g_01992
OG0000763	Prbf.g_00961	Syar.g_01699
OG0000764	Prbf.g_00962	Syar.g_01700
OG0000765	Prbf.g_00970	Syar.g_01718
OG0000766	Prbf.g_00971	Syar.g_01719
OG0000767	Prbf.g_00973	Syar.g_01721
OG0000768	Prbf.g_00974	Syar.g_01722
OG0000769	Prbf.g_00976	Syar.g_01724
OG0000770	Prbf.g_01914	Syar.g_01727
OG0000771	Prbf.g_00253	Syar.g_01373
OG0000772	Prbf.g_00767	Syar.g_00746
OG0000773	Prbf.g_00035	Syar.g_02694
OG0000774	Prbf.g_00033	Syar.g_02771
OG0000775	Prbf.g_00031	Syar.g_02773
OG0000776	Prbf.g_00030	Syar.g_01755
OG0000777	Prbf.g_00029	Syar.g_01754
OG0000778	Prbf.g_00028	Syar.g_01753
OG0000779	Prbf.g_00024	Syar.g_02779
OG0000780	Prbf.g_00023	Syar.g_02781
OG0000781	Prbf.g_00019	Syar.g_02785
OG0000782	Prbf.g_00018	Syar.g_02786
OG0000783	Prbf.g_00017	Syar.g_02787
OG0000784	Prbf.g_00016	Syar.g_02788
OG0000785	Prbf.g_00014	Syar.g_02791
OG0000786	Prbf.g_00011	Syar.g_02795
OG0000787	Prbf.g_00010	Syar.g_02796
OG0000788	Prbf.g_01782	Syar.g_02331
OG0000789	Prbf.g_00256	Syar.g_02040
OG0000790	Prbf.g_00100	Syar.g_01456
OG0000791	Prbf.g_00102	Syar.g_01454
OG0000792	Prbf.g_00103	Syar.g_01453
OG0000793	Prbf.g_00106	Syar.g_01243
OG0000794	Prbf.g_00107	Syar.g_01242
OG0000795	Prbf.g_00108	Syar.g_01240
OG0000796	Prbf.g_00112	Syar.g_01236
OG0000797	Prbf.g_00113	Syar.g_01235
OG0000798	Prbf.g_00312	Syar.g_02701
OG0000799	Prbf.g_00140	Syar.g_02844
OG0000800	Prbf.g_00141	Syar.g_02843
OG0000801	Prbf.g_00142	Syar.g_02842
OG0000802	Prbf.g_00144	Syar.g_02825
OG0000803	Prbf.g_00146	Syar.g_02822
OG0000804	Prbf.g_00147	Syar.g_02819
OG0000805	Prbf.g_00149	Syar.g_02817
OG0000806	Prbf.g_00151	Syar.g_02815
OG0000807	Prbf.g_00152	Syar.g_02814
OG0000808	Prbf.g_00153	Syar.g_02813
OG0000809	Prbf.g_00155	Syar.g_02811
OG0000810	Prbf.g_00156	Syar.g_02810
OG0000811	Prbf.g_00160	Syar.g_02805
OG0000812	Prbf.g_00162	Syar.g_02803
OG0000813	Prbf.g_00163	Syar.g_02802
OG0000814	Prbf.g_00165	Syar.g_02800
OG0000815	Prbf.g_00166	Syar.g_02799
OG0000816	Prbf.g_00168	Syar.g_02797
OG0000817	Prbf.g_00169	Syar.g_02861
OG0000818	Prbf.g_00174	Syar.g_01418
OG0000819	Prbf.g_00175	Syar.g_01417
OG0000820	Prbf.g_00176	Syar.g_01416
OG0000821	Prbf.g_00180	Syar.g_01410
OG0000822	Prbf.g_00181	Syar.g_01408
OG0000823	Prbf.g_00182	Syar.g_01407
OG0000824	Prbf.g_00185	Syar.g_01402
OG0000825	Prbf.g_00186	Syar.g_01401
OG0000826	Prbf.g_00187	Syar.g_01400
OG0000827	Prbf.g_00188	Syar.g_01399
OG0000828	Prbf.g_00191	Syar.g_01396
OG0000829	Prbf.g_00192	Syar.g_01395
OG0000830	Prbf.g_00193	Syar.g_01394
OG0000831	Prbf.g_00195	Syar.g_01391
OG0000832	Prbf.g_00205	Syar.g_01213
OG0000833	Prbf.g_00214	Syar.g_02877
OG0000834	Prbf.g_00215	Syar.g_02878
OG0000835	Prbf.g_00216	Syar.g_02879
OG0000836	Prbf.g_00217	Syar.g_02881
OG0000837	Prbf.g_00218	Syar.g_02882
OG0000838	Prbf.g_00220	Syar.g_02886
OG0000839	Prbf.g_00221	Syar.g_02887
OG0000840	Prbf.g_00222	Syar.g_02888
OG0000841	Prbf.g_00223	Syar.g_02889
OG0000842	Prbf.g_00224	Syar.g_02890
OG0000843	Prbf.g_00225	Syar.g_02891
OG0000844	Prbf.g_00226	Syar.g_02893
OG0000845	Prbf.g_00227	Syar.g_02894
OG0000846	Prbf.g_00228	Syar.g_02895
OG0000847	Prbf.g_00229	Syar.g_02896
OG0000848	Prbf.g_00230	Syar.g_02898
OG0000849	Prbf.g_00231	Syar.g_02899
OG0000850	Prbf.g_00233	Syar.g_02902
OG0000851	Prbf.g_00234	Syar.g_02905
OG0000852	Prbf.g_00235	Syar.g_02906
OG0000853	Prbf.g_00241	Syar.g_02910
OG0000854	Prbf.g_00243	Syar.g_02912
OG0000855	Prbf.g_00244	Syar.g_02913
OG0000856	Prbf.g_01911	Syar.g_02243
OG0000857	Prbf.g_01230	Syar.g_02656
OG0000858	Prbf.g_00700	Syar.g_02920
OG0000859	Prbf.g_00699	Syar.g_02921
OG0000860	Prbf.g_00691	Syar.g_02931
OG0000861	Prbf.g_00690	Syar.g_02932
OG0000862	Prbf.g_00689	Syar.g_02942
OG0000863	Prbf.g_00687	Syar.g_02944
OG0000864	Prbf.g_00686	Syar.g_02945
OG0000865	Prbf.g_00685	Syar.g_02946
OG0000866	Prbf.g_00684	Syar.g_02947
OG0000867	Prbf.g_00683	Syar.g_02948
OG0000868	Prbf.g_00681	Syar.g_02950
OG0000869	Prbf.g_00678	Syar.g_02955
OG0000870	Prbf.g_00673	Syar.g_02960
OG0000871	Prbf.g_00672	Syar.g_02961
OG0000872	Prbf.g_00671	Syar.g_02967
OG0000873	Prbf.g_00668	Syar.g_02970
OG0000874	Prbf.g_00665	Syar.g_02974
OG0000875	Prbf.g_00664	Syar.g_02975
OG0000876	Prbf.g_00663	Syar.g_01828
OG0000877	Prbf.g_00661	Syar.g_02977
OG0000878	Prbf.g_00660	Syar.g_02978
OG0000879	Prbf.g_00659	Syar.g_02979
OG0000880	Prbf.g_00658	Syar.g_02980
OG0000881	Prbf.g_00654	Syar.g_02984
OG0000882	Prbf.g_00649	Syar.g_02989
OG0000883	Prbf.g_00647	Syar.g_02992
OG0000884	Prbf.g_00645	Syar.g_02994
OG0000885	Prbf.g_00644	Syar.g_02995
OG0000886	Prbf.g_00643	Syar.g_02996
OG0000887	Prbf.g_00642	Syar.g_02998
OG0000888	Prbf.g_00640	Syar.g_03000
OG0000889	Prbf.g_00638	Syar.g_03002
OG0000890	Prbf.g_00637	Syar.g_03005
OG0000891	Prbf.g_00636	Syar.g_03006
OG0000892	Prbf.g_00634	Syar.g_03008
OG0000893	Prbf.g_00630	Syar.g_00150
OG0000894	Prbf.g_00627	Syar.g_00145
OG0000895	Prbf.g_00623	Syar.g_00141
OG0000896	Prbf.g_00622	Syar.g_00140
OG0000897	Prbf.g_00620	Syar.g_00138
OG0000898	Prbf.g_00619	Syar.g_00137
OG0000899	Prbf.g_00618	Syar.g_00136
OG0000900	Prbf.g_00617	Syar.g_00135
OG0000901	Prbf.g_00614	Syar.g_00130
OG0000902	Prbf.g_00612	Syar.g_01013
OG0000903	Prbf.g_00608	Syar.g_01026
OG0000904	Prbf.g_00604	Syar.g_01021
OG0000905	Prbf.g_00610	Syar.g_01018
OG0000906	Prbf.g_00611	Syar.g_01015
OG0000907	Prbf.g_00601	Syar.g_01028
OG0000908	Prbf.g_00598	Syar.g_01031
OG0000909	Prbf.g_00597	Syar.g_01032
OG0000910	Prbf.g_00596	Syar.g_01033
OG0000911	Prbf.g_00594	Syar.g_01035
OG0000912	Prbf.g_00593	Syar.g_01036
OG0000913	Prbf.g_00592	Syar.g_01037
OG0000914	Prbf.g_00591	Syar.g_01038
OG0000915	Prbf.g_00590	Syar.g_01040
OG0000916	Prbf.g_00589	Syar.g_01041
OG0000917	Prbf.g_00588	Syar.g_01042
OG0000918	Prbf.g_00587	Syar.g_01043
OG0000919	Prbf.g_00586	Syar.g_01044
OG0000920	Prbf.g_00585	Syar.g_01045
OG0000921	Prbf.g_00584	Syar.g_01046
OG0000922	Prbf.g_00583	Syar.g_01047
OG0000923	Prbf.g_00579	Syar.g_01051
OG0000924	Prbf.g_00578	Syar.g_01052
OG0000925	Prbf.g_00577	Syar.g_01053
OG0000926	Prbf.g_00576	Syar.g_01054
OG0000927	Prbf.g_00574	Syar.g_01056
OG0000928	Prbf.g_00573	Syar.g_01057
OG0000929	Prbf.g_00572	Syar.g_01058
OG0000930	Prbf.g_00571	Syar.g_01059
OG0000931	Prbf.g_00570	Syar.g_01060
OG0000932	Prbf.g_00569	Syar.g_01061
OG0000933	Prbf.g_00565	Syar.g_01066
OG0000934	Prbf.g_00563	Syar.g_01068
OG0000935	Prbf.g_00562	Syar.g_01069
OG0000936	Prbf.g_00561	Syar.g_01070
OG0000937	Prbf.g_00560	Syar.g_01071
OG0000938	Prbf.g_00557	Syar.g_01074
OG0000939	Prbf.g_00556	Syar.g_01075
OG0000940	Prbf.g_00549	Syar.g_01081
OG0000941	Prbf.g_00547	Syar.g_01083
OG0000942	Prbf.g_00545	Syar.g_01085
OG0000943	Prbf.g_00544	Syar.g_01086
OG0000944	Prbf.g_00542	Syar.g_01088
OG0000945	Prbf.g_00541	Syar.g_01089
OG0000946	Prbf.g_00536	Syar.g_01095
OG0000947	Prbf.g_00534	Syar.g_01098
OG0000948	Prbf.g_00533	Syar.g_01099
OG0000949	Prbf.g_00530	Syar.g_00283
OG0000950	Prbf.g_00523	Syar.g_00661
OG0000951	Prbf.g_00519	Syar.g_00656
OG0000952	Prbf.g_00515	Syar.g_00651
OG0000953	Prbf.g_00511	Syar.g_00248
OG0000954	Prbf.g_00507	Syar.g_00258
OG0000955	Prbf.g_00506	Syar.g_00259
OG0000956	Prbf.g_00504	Syar.g_00261
OG0000957	Prbf.g_00498	Syar.g_00610
OG0000958	Prbf.g_00497	Syar.g_00609
OG0000959	Prbf.g_00493	Syar.g_00605
OG0000960	Prbf.g_00492	Syar.g_00604
OG0000961	Prbf.g_00488	Syar.g_00094
OG0000962	Prbf.g_00486	Syar.g_00594
OG0000963	Prbf.g_00482	Syar.g_00590
OG0000964	Prbf.g_00481	Syar.g_00589
OG0000965	Prbf.g_00480	Syar.g_00588
OG0000966	Prbf.g_00474	Syar.g_00549
OG0000967	Prbf.g_00470	Syar.g_00545
OG0000968	Prbf.g_00468	Syar.g_00542
OG0000969	Prbf.g_00467	Syar.g_00540
OG0000970	Prbf.g_00466	Syar.g_00539
OG0000971	Prbf.g_00465	Syar.g_00537
OG0000972	Prbf.g_00464	Syar.g_00536
OG0000973	Prbf.g_00463	Syar.g_00535
OG0000974	Prbf.g_00462	Syar.g_00534
OG0000975	Prbf.g_00461	Syar.g_00533
OG0000976	Prbf.g_00460	Syar.g_00532
OG0000977	Prbf.g_00459	Syar.g_00530
OG0000978	Prbf.g_00458	Syar.g_00529
OG0000979	Prbf.g_00456	Syar.g_00526
OG0000980	Prbf.g_00454	Syar.g_00523
OG0000981	Prbf.g_00451	Syar.g_00520
OG0000982	Prbf.g_00449	Syar.g_00331
OG0000983	Prbf.g_00448	Syar.g_00332
OG0000984	Prbf.g_00447	Syar.g_00333
OG0000985	Prbf.g_00444	Syar.g_00337
OG0000986	Prbf.g_00442	Syar.g_00344
OG0000987	Prbf.g_00441	Syar.g_00346
OG0000988	Prbf.g_00438	Syar.g_00352
OG0000989	Prbf.g_00434	Syar.g_00377
OG0000990	Prbf.g_00430	Syar.g_00697
OG0000991	Prbf.g_00429	Syar.g_00700
OG0000992	Prbf.g_00426	Syar.g_00704
OG0000993	Prbf.g_00425	Syar.g_00705
OG0000994	Prbf.g_00424	Syar.g_00708
OG0000995	Prbf.g_00420	Syar.g_03212, Syar.g_00624
OG0000996	Prbf.g_00419	Syar.g_00861
OG0000997	Prbf.g_00416	Syar.g_00437
OG0000998	Prbf.g_00414	Syar.g_00439
OG0000999	Prbf.g_00413	Syar.g_00440
OG0001000	Prbf.g_00410	Syar.g_00955, Syar.g_00444
OG0001001	Prbf.g_00407	Syar.g_00450
OG0001002	Prbf.g_00402	Syar.g_00457
OG0001003	Prbf.g_00401	Syar.g_00459
OG0001004	Prbf.g_00400	Syar.g_00460
OG0001005	Prbf.g_00399	Syar.g_00461
OG0001006	Prbf.g_00395	Syar.g_00468
OG0001007	Prbf.g_00393	Syar.g_00470
OG0001008	Prbf.g_01721	Syar.g_01178
OG0001009	Prbf.g_01349	Syar.g_00500
OG0001010	Prbf.g_01350	Syar.g_00501
OG0001011	Prbf.g_01352	Syar.g_00503
OG0001013	Prbf.g_01373	Syar.g_00906
OG0001014	Prbf.g_01376	Syar.g_00914
OG0001015	Prbf.g_01378	Syar.g_00915
OG0001017	Prbf.g_01404	Syar.g_03050
OG0001018	Prbf.g_01406	Syar.g_03052
OG0001019	Prbf.g_01415	Syar.g_03086
OG0001020	Prbf.g_01416	Syar.g_03092
OG0001021	Prbf.g_01417	Syar.g_03098
OG0001022	Prbf.g_01420	Syar.g_03102
OG0001023	Prbf.g_01421	Syar.g_03103
OG0001024	Prbf.g_01425	Syar.g_02276
OG0001025	Prbf.g_01432	Syar.g_03115
OG0001026	Prbf.g_01441	Syar.g_03131
OG0001027	Prbf.g_01442	Syar.g_00031
OG0001028	Prbf.g_01444	Syar.g_00034
OG0001029	Prbf.g_01445	Syar.g_00036
OG0001030	Prbf.g_01461	Syar.g_00058
OG0001031	Prbf.g_01521	Syar.g_00129
OG0001032	Prbf.g_01522	Syar.g_01011
OG0001033	Prbf.g_01543	Syar.g_00962
OG0001034	Prbf.g_01574	Syar.g_03022
OG0001035	Prbf.g_01594	Syar.g_00171
OG0001036	Prbf.g_01598	Syar.g_00193
OG0001037	Prbf.g_01599	Syar.g_00195
OG0001038	Prbf.g_01618	Syar.g_00223
OG0001039	Prbf.g_01621	Syar.g_00226
OG0001040	Prbf.g_01623	Syar.g_00229
OG0001041	Prbf.g_01628	Syar.g_00234
OG0001042	Prbf.g_01645	Syar.g_00831
OG0001043	Prbf.g_01646	Syar.g_00826
OG0001044	Prbf.g_01677	Syar.g_01117
OG0001045	Prbf.g_01686	Syar.g_01130
OG0001046	Prbf.g_00741	Syar.g_02514
OG0001047	Prbf.g_01723	Syar.g_01180
OG0001048	Prbf.g_01724	Syar.g_01181
OG0001049	Prbf.g_01726	Syar.g_02872
OG0001050	Prbf.g_01727	Syar.g_02871
OG0001051	Prbf.g_01728	Syar.g_02870
OG0001052	Prbf.g_01754	Syar.g_01269
OG0001053	Prbf.g_01766	Syar.g_01472
OG0001054	Prbf.g_01781	Syar.g_01492
OG0001055	Prbf.g_01800	Syar.g_01513
OG0001056	Prbf.g_01817	Syar.g_02349
OG0001057	Prbf.g_01822	Syar.g_02341
OG0001058	Prbf.g_01830	Syar.g_02324
OG0001059	Prbf.g_01834	Syar.g_00422
OG0001060	Prbf.g_01840	Syar.g_02315
OG0001061	Prbf.g_01855	Syar.g_02297
OG0001062	Prbf.g_01857	Syar.g_02294
OG0001063	Prbf.g_01859	Syar.g_02209
OG0001064	Prbf.g_01860	Syar.g_02208
OG0001065	Prbf.g_01861	Syar.g_02207
OG0001066	Prbf.g_01862	Syar.g_02206
OG0001067	Prbf.g_01863	Syar.g_02205
OG0001068	Prbf.g_01864	Syar.g_02204
OG0001069	Prbf.g_01865	Syar.g_02203
OG0001070	Prbf.g_01869	Syar.g_02200
OG0001071	Prbf.g_01870	Syar.g_02199
OG0001072	Prbf.g_01872	Syar.g_02195
OG0001073	Prbf.g_01886	Syar.g_02182
OG0001074	Prbf.g_01898	Syar.g_02031
OG0001075	Prbf.g_01899	Syar.g_02215
OG0001076	Prbf.g_01906	Syar.g_02253
OG0001077	Prbf.g_01912	Syar.g_02240
OG0001078	Prbf.g_00983	Syar.g_02419
OG0001079	Prbf.g_00995	Syar.g_02431
OG0001080	Prbf.g_01001	Syar.g_02442
OG0001081	Prbf.g_01003	Syar.g_02444
OG0001082	Prbf.g_01004	Syar.g_02445
OG0001083	Prbf.g_01009	Syar.g_02473
OG0001084	Prbf.g_01010	Syar.g_02474
OG0001085	Prbf.g_01293	Syar.g_01688
OG0001086	Prbf.g_01292	Syar.g_01686
OG0001087	Prbf.g_01274	Syar.g_02347
OG0001088	Prbf.g_01273	Syar.g_00431
OG0001089	Prbf.g_01262	Syar.g_01942
OG0001090	Prbf.g_01252	Syar.g_01582
OG0001091	Prbf.g_01030	Syar.g_01580
OG0001092	Prbf.g_01031	Syar.g_01578
OG0001093	Prbf.g_01036	Syar.g_01572
OG0001094	Prbf.g_01029	Syar.g_02633
OG0001095	Prbf.g_01232	Syar.g_02653
OG0001096	Prbf.g_01218	Syar.g_02476
OG0001097	Prbf.g_01198	Syar.g_01823
OG0001098	Prbf.g_01179	Syar.g_01672
OG0001099	Prbf.g_00833	Syar.g_00035
OG0001100	Prbf.g_01329	Syar.g_01625
OG0001101	Prbf.g_01326	Syar.g_01623
OG0001102	Prbf.g_01323	Syar.g_01620
OG0001103	Prbf.g_01321	Syar.g_01618
OG0001104	Prbf.g_01298	Syar.g_02616
OG0001105	Prbf.g_01294	Syar.g_02620
OG0001106	Prbf.g_01126	Syar.g_02553
OG0001107	Prbf.g_01119	Syar.g_02541
OG0001109	Prbf.g_01114	Syar.g_02529
OG0001110	Prbf.g_01112	Syar.g_02527
OG0001111	Prbf.g_01111	Syar.g_02525
