Orthogroup	Prbf	Syap
OG0000587	Prbf.g_01897	Syap.g_01523
OG0000588	Prbf.g_01901	Syap.g_00776
OG0000589	Prbf.g_01903	Syap.g_00941
OG0000590	Prbf.g_01904	Syap.g_00940
OG0000591	Prbf.g_01908	Syap.g_01289
OG0000592	Prbf.g_01909	Syap.g_01288
OG0000593	Prbf.g_00979	Syap.g_00890
OG0000594	Prbf.g_00980	Syap.g_00891
OG0000595	Prbf.g_00981	Syap.g_00892
OG0000596	Prbf.g_00985	Syap.g_00898
OG0000597	Prbf.g_00988	Syap.g_00903
OG0000598	Prbf.g_00989	Syap.g_00904
OG0000599	Prbf.g_00992	Syap.g_00908
OG0000600	Prbf.g_00993	Syap.g_00909
OG0000601	Prbf.g_00994	Syap.g_00910
OG0000602	Prbf.g_00996	Syap.g_00640
OG0000603	Prbf.g_00997	Syap.g_00641
OG0000604	Prbf.g_00998	Syap.g_02769
OG0000605	Prbf.g_00999	Syap.g_02501, Syap.g_02771
OG0000606	Prbf.g_01002	Syap.g_02506
OG0000607	Prbf.g_01005	Syap.g_00093
OG0000608	Prbf.g_01006	Syap.g_00094
OG0000609	Prbf.g_01007	Syap.g_00096
OG0000610	Prbf.g_01013	Syap.g_01963
OG0000611	Prbf.g_01016	Syap.g_01958
OG0000612	Prbf.g_01017	Syap.g_01957
OG0000613	Prbf.g_01290	Syap.g_02480
OG0000615	Prbf.g_01258	Syap.g_00154
OG0000616	Prbf.g_00404	Syap.g_00127
OG0000617	Prbf.g_01033	Syap.g_00513
OG0000618	Prbf.g_01034	Syap.g_00514
OG0000619	Prbf.g_01035	Syap.g_00515
OG0000620	Prbf.g_01038	Syap.g_00520
OG0000621	Prbf.g_01039	Syap.g_00521
OG0000622	Prbf.g_01040	Syap.g_00523
OG0000623	Prbf.g_01041	Syap.g_00526
OG0000624	Prbf.g_01043	Syap.g_00527
OG0000625	Prbf.g_01044	Syap.g_00528
OG0000626	Prbf.g_01045	Syap.g_00529
OG0000627	Prbf.g_01046	Syap.g_00848
OG0000628	Prbf.g_01047	Syap.g_00850
OG0000629	Prbf.g_01048	Syap.g_02334
OG0000630	Prbf.g_01051	Syap.g_02793
OG0000631	Prbf.g_01144	Syap.g_01724
OG0000632	Prbf.g_01143	Syap.g_01725
OG0000633	Prbf.g_01142	Syap.g_01726
OG0000634	Prbf.g_01249	Syap.g_00190
OG0000635	Prbf.g_01248	Syap.g_00191
OG0000636	Prbf.g_01246	Syap.g_00193
OG0000637	Prbf.g_01244	Syap.g_00195
OG0000638	Prbf.g_01243	Syap.g_00196
OG0000639	Prbf.g_01242	Syap.g_00197
OG0000640	Prbf.g_01241	Syap.g_00198
OG0000641	Prbf.g_01237	Syap.g_00203
OG0000642	Prbf.g_01236	Syap.g_02732
OG0000643	Prbf.g_01235	Syap.g_02731
OG0000644	Prbf.g_01234	Syap.g_02730
OG0000645	Prbf.g_01233	Syap.g_02726
OG0000646	Prbf.g_01231	Syap.g_02723
OG0000647	Prbf.g_01229	Syap.g_02721
OG0000648	Prbf.g_01227	Syap.g_02719
OG0000649	Prbf.g_01226	Syap.g_02718
OG0000650	Prbf.g_01225	Syap.g_02717
OG0000651	Prbf.g_01224	Syap.g_02716
OG0000652	Prbf.g_01223	Syap.g_02715
OG0000653	Prbf.g_01221	Syap.g_02713
OG0000654	Prbf.g_01220	Syap.g_02711
OG0000655	Prbf.g_01219	Syap.g_02710
OG0000656	Prbf.g_01216	Syap.g_02706
OG0000657	Prbf.g_01208	Syap.g_01845
OG0000658	Prbf.g_01206	Syap.g_01841
OG0000659	Prbf.g_01205	Syap.g_01840
OG0000660	Prbf.g_01201	Syap.g_01835
OG0000662	Prbf.g_01197	Syap.g_00823
OG0000663	Prbf.g_01195	Syap.g_00826
OG0000664	Prbf.g_01194	Syap.g_00828
OG0000665	Prbf.g_01188	Syap.g_02331
OG0000666	Prbf.g_01187	Syap.g_01573
OG0000667	Prbf.g_01183	Syap.g_01979
OG0000668	Prbf.g_00838	Syap.g_02765
OG0000669	Prbf.g_01331	Syap.g_02371
OG0000670	Prbf.g_01328	Syap.g_02368
OG0000671	Prbf.g_01325	Syap.g_01260
OG0000672	Prbf.g_01322	Syap.g_01257
OG0000673	Prbf.g_01319	Syap.g_01253
OG0000674	Prbf.g_01317	Syap.g_01251
OG0000675	Prbf.g_01316	Syap.g_01250
OG0000676	Prbf.g_01314	Syap.g_01248
OG0000677	Prbf.g_01313	Syap.g_01246
OG0000678	Prbf.g_01311	Syap.g_01239
OG0000679	Prbf.g_01307	Syap.g_00157
OG0000680	Prbf.g_01306	Syap.g_00158
OG0000681	Prbf.g_01303	Syap.g_00163
OG0000682	Prbf.g_01302	Syap.g_00165
OG0000683	Prbf.g_01301	Syap.g_00166
OG0000684	Prbf.g_01299	Syap.g_00169
OG0000685	Prbf.g_01297	Syap.g_00172
OG0000686	Prbf.g_01296	Syap.g_00173
OG0000687	Prbf.g_01295	Syap.g_00174
OG0000688	Prbf.g_01021	Syap.g_00178
OG0000689	Prbf.g_01022	Syap.g_00180
OG0000690	Prbf.g_01023	Syap.g_00181
OG0000691	Prbf.g_01024	Syap.g_00182
OG0000692	Prbf.g_01026	Syap.g_00184
OG0000693	Prbf.g_01027	Syap.g_00185
OG0000694	Prbf.g_01028	Syap.g_00186
OG0000695	Prbf.g_01140	Syap.g_01729
OG0000696	Prbf.g_01139	Syap.g_01730
OG0000697	Prbf.g_01138	Syap.g_01734
OG0000698	Prbf.g_01135	Syap.g_01737
OG0000699	Prbf.g_01134	Syap.g_01738
OG0000700	Prbf.g_01133	Syap.g_01739
OG0000701	Prbf.g_01132	Syap.g_01740
OG0000702	Prbf.g_01130	Syap.g_01747
OG0000703	Prbf.g_01129	Syap.g_01750
OG0000704	Prbf.g_01127	Syap.g_01753
OG0000705	Prbf.g_01124	Syap.g_02022
OG0000706	Prbf.g_01123	Syap.g_02020
OG0000707	Prbf.g_01122	Syap.g_02019
OG0000708	Prbf.g_01120	Syap.g_02016
OG0000709	Prbf.g_01116	Syap.g_00121
OG0000711	Prbf.g_01095	Syap.g_02686
OG0000712	Prbf.g_01094	Syap.g_02688
OG0000713	Prbf.g_01093	Syap.g_02689
OG0000714	Prbf.g_01092	Syap.g_02691
OG0000715	Prbf.g_01090	Syap.g_02693
OG0000716	Prbf.g_01088	Syap.g_02696
OG0000717	Prbf.g_01087	Syap.g_02697
OG0000718	Prbf.g_01083	Syap.g_02701
OG0000719	Prbf.g_01081	Syap.g_02767
OG0000720	Prbf.g_01069	Syap.g_02780
OG0000721	Prbf.g_01065	Syap.g_02782
OG0000722	Prbf.g_01064	Syap.g_02783
OG0000723	Prbf.g_01060	Syap.g_00532
OG0000725	Prbf.g_01171	Syap.g_01559
OG0000726	Prbf.g_01172	Syap.g_01560
OG0000727	Prbf.g_01173	Syap.g_01561
OG0000728	Prbf.g_01175	Syap.g_01564
OG0000729	Prbf.g_00048	Syap.g_01122
OG0000730	Prbf.g_00876	Syap.g_00572
OG0000731	Prbf.g_01684	Syap.g_00560
OG0000732	Prbf.g_00453	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prbf.g_00787	Syap.g_01971
OG0000734	Prbf.g_00902	Syap.g_02628
OG0000735	Prbf.g_00904	Syap.g_00244
OG0000736	Prbf.g_00905	Syap.g_00243
OG0000737	Prbf.g_00906	Syap.g_00242
OG0000738	Prbf.g_00910	Syap.g_00236
OG0000739	Prbf.g_00911	Syap.g_00235
OG0000740	Prbf.g_00912	Syap.g_00234
OG0000741	Prbf.g_00914	Syap.g_00231
OG0000742	Prbf.g_00917	Syap.g_00229
OG0000743	Prbf.g_00919	Syap.g_00226
OG0000744	Prbf.g_00920	Syap.g_00225
OG0000745	Prbf.g_00921	Syap.g_00222
OG0000746	Prbf.g_00923	Syap.g_00220
OG0000747	Prbf.g_00924	Syap.g_00219
OG0000748	Prbf.g_00928	Syap.g_00212
OG0000749	Prbf.g_00929	Syap.g_00211
OG0000750	Prbf.g_00930	Syap.g_00210
OG0000751	Prbf.g_00933	Syap.g_00205
OG0000752	Prbf.g_00935	Syap.g_01793
OG0000753	Prbf.g_00937	Syap.g_02775
OG0000754	Prbf.g_00940	Syap.g_01883
OG0000755	Prbf.g_00946	Syap.g_01893
OG0000757	Prbf.g_00954	Syap.g_00427
OG0000758	Prbf.g_00955	Syap.g_00428
OG0000759	Prbf.g_00956	Syap.g_00429
OG0000760	Prbf.g_00957	Syap.g_00430
OG0000761	Prbf.g_00958	Syap.g_00431
OG0000762	Prbf.g_00959	Syap.g_00434
OG0000763	Prbf.g_00961	Syap.g_02624
OG0000764	Prbf.g_00962	Syap.g_02623
OG0000765	Prbf.g_00970	Syap.g_02440
OG0000766	Prbf.g_00971	Syap.g_02439
OG0000767	Prbf.g_00973	Syap.g_02437
OG0000768	Prbf.g_00974	Syap.g_02436
OG0000769	Prbf.g_00976	Syap.g_02434
OG0000770	Prbf.g_01914	Syap.g_02431
OG0000772	Prbf.g_00767	Syap.g_02295
OG0000773	Prbf.g_00035	Syap.g_00885
OG0000774	Prbf.g_00033	Syap.g_01473
OG0000775	Prbf.g_00031	Syap.g_01475
OG0000776	Prbf.g_00030	Syap.g_01476
OG0000777	Prbf.g_00029	Syap.g_01478
OG0000778	Prbf.g_00028	Syap.g_01479
OG0000779	Prbf.g_00024	Syap.g_01494
OG0000780	Prbf.g_00023	Syap.g_01496
OG0000781	Prbf.g_00019	Syap.g_02609
OG0000782	Prbf.g_00018	Syap.g_02611
OG0000783	Prbf.g_00017	Syap.g_02612
OG0000784	Prbf.g_00016	Syap.g_02613
OG0000785	Prbf.g_00014	Syap.g_02281
OG0000786	Prbf.g_00011	Syap.g_02287
OG0000787	Prbf.g_00010	Syap.g_02288
OG0000788	Prbf.g_01782	Syap.g_01932
OG0000789	Prbf.g_00256	Syap.g_00372
OG0000791	Prbf.g_00102	Syap.g_02520
OG0000792	Prbf.g_00103	Syap.g_02519
OG0000793	Prbf.g_00106	Syap.g_02141
OG0000794	Prbf.g_00107	Syap.g_02200
OG0000795	Prbf.g_00108	Syap.g_02199
OG0000796	Prbf.g_00112	Syap.g_02448
OG0000797	Prbf.g_00113	Syap.g_02449
OG0000798	Prbf.g_00312	Syap.g_01269
OG0000799	Prbf.g_00140	Syap.g_02488
OG0000800	Prbf.g_00141	Syap.g_02487
OG0000801	Prbf.g_00142	Syap.g_02486
OG0000802	Prbf.g_00144	Syap.g_02659
OG0000803	Prbf.g_00146	Syap.g_02109
OG0000804	Prbf.g_00147	Syap.g_02113
OG0000805	Prbf.g_00149	Syap.g_02115
OG0000806	Prbf.g_00151	Syap.g_02117
OG0000807	Prbf.g_00152	Syap.g_02118
OG0000808	Prbf.g_00153	Syap.g_02119
OG0000809	Prbf.g_00155	Syap.g_02122
OG0000810	Prbf.g_00156	Syap.g_02124
OG0000811	Prbf.g_00160	Syap.g_02472
OG0000812	Prbf.g_00162	Syap.g_02474
OG0000813	Prbf.g_00163	Syap.g_02475
OG0000814	Prbf.g_00165	Syap.g_02753
OG0000815	Prbf.g_00166	Syap.g_02752
OG0000816	Prbf.g_00168	Syap.g_02289
OG0000817	Prbf.g_00169	Syap.g_02527
OG0000818	Prbf.g_00174	Syap.g_02001
OG0000819	Prbf.g_00175	Syap.g_02002
OG0000820	Prbf.g_00176	Syap.g_02003
OG0000821	Prbf.g_00180	Syap.g_02009
OG0000822	Prbf.g_00181	Syap.g_02011
OG0000824	Prbf.g_00185	Syap.g_00008
OG0000825	Prbf.g_00186	Syap.g_00009
OG0000826	Prbf.g_00187	Syap.g_00010
OG0000827	Prbf.g_00188	Syap.g_00011
OG0000828	Prbf.g_00191	Syap.g_00014
OG0000829	Prbf.g_00192	Syap.g_00015
OG0000830	Prbf.g_00193	Syap.g_00016
OG0000831	Prbf.g_00195	Syap.g_00019
OG0000832	Prbf.g_00205	Syap.g_00752
OG0000833	Prbf.g_00214	Syap.g_00021
OG0000834	Prbf.g_00215	Syap.g_00023
OG0000835	Prbf.g_00216	Syap.g_00024
OG0000836	Prbf.g_00217	Syap.g_00026
OG0000837	Prbf.g_00218	Syap.g_00027
OG0000838	Prbf.g_00220	Syap.g_00031
OG0000839	Prbf.g_00221	Syap.g_00032
OG0000840	Prbf.g_00222	Syap.g_00033
OG0000841	Prbf.g_00223	Syap.g_00034
OG0000842	Prbf.g_00224	Syap.g_00035
OG0000843	Prbf.g_00225	Syap.g_00036
OG0000844	Prbf.g_00226	Syap.g_00039
OG0000845	Prbf.g_00227	Syap.g_00040
OG0000846	Prbf.g_00228	Syap.g_00042
OG0000847	Prbf.g_00229	Syap.g_00043
OG0000848	Prbf.g_00230	Syap.g_00045
OG0000849	Prbf.g_00231	Syap.g_00046
OG0000850	Prbf.g_00233	Syap.g_00310
OG0000851	Prbf.g_00234	Syap.g_01214
OG0000852	Prbf.g_00235	Syap.g_01215
OG0000853	Prbf.g_00241	Syap.g_01219
OG0000854	Prbf.g_00243	Syap.g_01222
OG0000855	Prbf.g_00244	Syap.g_01223
OG0000856	Prbf.g_01911	Syap.g_01286
OG0000857	Prbf.g_01230	Syap.g_02722
OG0000858	Prbf.g_00700	Syap.g_00612
OG0000859	Prbf.g_00699	Syap.g_00613
OG0000860	Prbf.g_00691	Syap.g_00623
OG0000861	Prbf.g_00690	Syap.g_02789
OG0000862	Prbf.g_00689	Syap.g_01789
OG0000863	Prbf.g_00687	Syap.g_01784
OG0000864	Prbf.g_00686	Syap.g_01783
OG0000865	Prbf.g_00685	Syap.g_01781, Syap.g_01782
OG0000866	Prbf.g_00684	Syap.g_01780
OG0000867	Prbf.g_00683	Syap.g_01779
OG0000868	Prbf.g_00681	Syap.g_01775
OG0000869	Prbf.g_00678	Syap.g_01770
OG0000870	Prbf.g_00673	Syap.g_01401
OG0000871	Prbf.g_00672	Syap.g_01400
OG0000872	Prbf.g_00671	Syap.g_01394
OG0000873	Prbf.g_00668	Syap.g_01390
OG0000874	Prbf.g_00665	Syap.g_01388
OG0000875	Prbf.g_00664	Syap.g_01386
OG0000876	Prbf.g_00663	Syap.g_00822
OG0000877	Prbf.g_00661	Syap.g_01380
OG0000878	Prbf.g_00660	Syap.g_01378
OG0000879	Prbf.g_00659	Syap.g_01377
OG0000880	Prbf.g_00658	Syap.g_01376
OG0000882	Prbf.g_00649	Syap.g_01516
OG0000883	Prbf.g_00647	Syap.g_01511
OG0000884	Prbf.g_00645	Syap.g_01509
OG0000885	Prbf.g_00644	Syap.g_01508
OG0000886	Prbf.g_00643	Syap.g_01507
OG0000887	Prbf.g_00642	Syap.g_01506
OG0000888	Prbf.g_00640	Syap.g_01504
OG0000889	Prbf.g_00638	Syap.g_01502
OG0000890	Prbf.g_00637	Syap.g_01499
OG0000891	Prbf.g_00636	Syap.g_01498
OG0000892	Prbf.g_00634	Syap.g_02671
OG0000893	Prbf.g_00630	Syap.g_02497
OG0000894	Prbf.g_00627	Syap.g_02679
OG0000895	Prbf.g_00623	Syap.g_00546
OG0000896	Prbf.g_00622	Syap.g_00545
OG0000897	Prbf.g_00620	Syap.g_00543
OG0000898	Prbf.g_00619	Syap.g_00542
OG0000899	Prbf.g_00618	Syap.g_00541
OG0000900	Prbf.g_00617	Syap.g_00540
OG0000901	Prbf.g_00614	Syap.g_01930
OG0000902	Prbf.g_00612	Syap.g_01929
OG0000903	Prbf.g_00608	Syap.g_01916
OG0000904	Prbf.g_00604	Syap.g_01922
OG0000905	Prbf.g_00610	Syap.g_01925
OG0000906	Prbf.g_00611	Syap.g_01927
OG0000907	Prbf.g_00601	Syap.g_01914
OG0000908	Prbf.g_00598	Syap.g_01235
OG0000909	Prbf.g_00597	Syap.g_01236
OG0000910	Prbf.g_00596	Syap.g_01237
OG0000911	Prbf.g_00594	Syap.g_00511
OG0000912	Prbf.g_00593	Syap.g_00510
OG0000913	Prbf.g_00592	Syap.g_00509
OG0000914	Prbf.g_00591	Syap.g_00508
OG0000915	Prbf.g_00590	Syap.g_00506
OG0000916	Prbf.g_00589	Syap.g_00505
OG0000917	Prbf.g_00588	Syap.g_00504
OG0000918	Prbf.g_00587	Syap.g_00503
OG0000919	Prbf.g_00586	Syap.g_00502
OG0000920	Prbf.g_00585	Syap.g_00501
OG0000921	Prbf.g_00584	Syap.g_00500
OG0000922	Prbf.g_00583	Syap.g_00499
OG0000923	Prbf.g_00579	Syap.g_00495
OG0000924	Prbf.g_00578	Syap.g_00494
OG0000925	Prbf.g_00577	Syap.g_00493
OG0000926	Prbf.g_00576	Syap.g_00492
OG0000927	Prbf.g_00574	Syap.g_00490
OG0000928	Prbf.g_00573	Syap.g_00489
OG0000929	Prbf.g_00572	Syap.g_00488
OG0000930	Prbf.g_00571	Syap.g_00487
OG0000931	Prbf.g_00570	Syap.g_00486
OG0000932	Prbf.g_00569	Syap.g_00485
OG0000933	Prbf.g_00565	Syap.g_00479
OG0000934	Prbf.g_00563	Syap.g_00477
OG0000935	Prbf.g_00562	Syap.g_00476
OG0000936	Prbf.g_00561	Syap.g_00475
OG0000937	Prbf.g_00560	Syap.g_00474
OG0000938	Prbf.g_00557	Syap.g_00471
OG0000939	Prbf.g_00556	Syap.g_00469
OG0000940	Prbf.g_00549	Syap.g_00460
OG0000941	Prbf.g_00547	Syap.g_00458
OG0000942	Prbf.g_00545	Syap.g_00606
OG0000943	Prbf.g_00544	Syap.g_00604
OG0000944	Prbf.g_00542	Syap.g_00602
OG0000945	Prbf.g_00541	Syap.g_00601
OG0000946	Prbf.g_00536	Syap.g_00595
OG0000947	Prbf.g_00534	Syap.g_00591
OG0000948	Prbf.g_00533	Syap.g_00590
OG0000949	Prbf.g_00530	Syap.g_01051
OG0000950	Prbf.g_00523	Syap.g_01061
OG0000951	Prbf.g_00519	Syap.g_01070
OG0000952	Prbf.g_00515	Syap.g_01074
OG0000953	Prbf.g_00511	Syap.g_01078
OG0000954	Prbf.g_00507	Syap.g_01089
OG0000955	Prbf.g_00506	Syap.g_01090
OG0000956	Prbf.g_00504	Syap.g_01092
OG0000957	Prbf.g_00498	Syap.g_01109
OG0000958	Prbf.g_00497	Syap.g_01110
OG0000959	Prbf.g_00493	Syap.g_01114
OG0000960	Prbf.g_00492	Syap.g_01115
OG0000961	Prbf.g_00488	Syap.g_02170
OG0000962	Prbf.g_00486	Syap.g_01121
OG0000963	Prbf.g_00482	Syap.g_01124
OG0000964	Prbf.g_00481	Syap.g_01125
OG0000965	Prbf.g_00480	Syap.g_01126
OG0000966	Prbf.g_00474	Syap.g_01141
OG0000967	Prbf.g_00470	Syap.g_00633
OG0000968	Prbf.g_00468	Syap.g_00998
OG0000969	Prbf.g_00467	Syap.g_00996
OG0000970	Prbf.g_00466	Syap.g_00995
OG0000971	Prbf.g_00465	Syap.g_00993
OG0000972	Prbf.g_00464	Syap.g_00992
OG0000973	Prbf.g_00463	Syap.g_00991
OG0000974	Prbf.g_00462	Syap.g_00990
OG0000975	Prbf.g_00461	Syap.g_00989
OG0000976	Prbf.g_00460	Syap.g_00988
OG0000977	Prbf.g_00459	Syap.g_00986
OG0000978	Prbf.g_00458	Syap.g_00985
OG0000979	Prbf.g_00456	Syap.g_00980
OG0000980	Prbf.g_00454	Syap.g_00977
OG0000981	Prbf.g_00451	Syap.g_01812
OG0000982	Prbf.g_00449	Syap.g_00132
OG0000983	Prbf.g_00448	Syap.g_00134
OG0000984	Prbf.g_00447	Syap.g_00135
OG0000985	Prbf.g_00444	Syap.g_00140
OG0000986	Prbf.g_00442	Syap.g_01044
OG0000987	Prbf.g_00441	Syap.g_01033
OG0000988	Prbf.g_00438	Syap.g_01027
OG0000989	Prbf.g_00434	Syap.g_01011
OG0000990	Prbf.g_00430	Syap.g_02087
OG0000991	Prbf.g_00429	Syap.g_02091
OG0000992	Prbf.g_00426	Syap.g_02095
OG0000993	Prbf.g_00425	Syap.g_02097
OG0000994	Prbf.g_00424	Syap.g_02101
OG0000996	Prbf.g_00419	Syap.g_01817
OG0000997	Prbf.g_00416	Syap.g_02590
OG0000998	Prbf.g_00414	Syap.g_02591
OG0000999	Prbf.g_00413	Syap.g_02592
OG0001001	Prbf.g_00407	Syap.g_02605
OG0001002	Prbf.g_00402	Syap.g_00124
OG0001003	Prbf.g_00401	Syap.g_02310
OG0001004	Prbf.g_00400	Syap.g_02311
OG0001005	Prbf.g_00399	Syap.g_02312
OG0001006	Prbf.g_00395	Syap.g_00053
OG0001007	Prbf.g_00393	Syap.g_00055
OG0001008	Prbf.g_01721	Syap.g_02060
OG0001012	Prbf.g_01366	Syap.g_00371
OG0001013	Prbf.g_01373	Syap.g_01325
OG0001016	Prbf.g_01400	Syap.g_01695
OG0001033	Prbf.g_01543	Syap.g_00105
OG0001035	Prbf.g_01594	Syap.g_01594
OG0001038	Prbf.g_01618	Syap.g_01362
OG0001039	Prbf.g_01621	Syap.g_01359
OG0001040	Prbf.g_01623	Syap.g_01356
OG0001041	Prbf.g_01628	Syap.g_01352
OG0001043	Prbf.g_01646	Syap.g_01676
OG0001044	Prbf.g_01677	Syap.g_00571
OG0001053	Prbf.g_01766	Syap.g_02253
OG0001054	Prbf.g_01781	Syap.g_00274
OG0001055	Prbf.g_01800	Syap.g_00252
OG0001059	Prbf.g_01834	Syap.g_00306
OG0001060	Prbf.g_01840	Syap.g_00299
OG0001061	Prbf.g_01855	Syap.g_01309
OG0001062	Prbf.g_01857	Syap.g_01314
OG0001072	Prbf.g_01872	Syap.g_00441
OG0001073	Prbf.g_01886	Syap.g_00122, Syap.g_00455
OG0001078	Prbf.g_00983	Syap.g_00896
OG0001080	Prbf.g_01001	Syap.g_02505
OG0001085	Prbf.g_01293	Syap.g_01953
OG0001094	Prbf.g_01029	Syap.g_00187
OG0001095	Prbf.g_01232	Syap.g_02725
OG0001096	Prbf.g_01218	Syap.g_02709
OG0001100	Prbf.g_01329	Syap.g_02369
OG0001102	Prbf.g_01323	Syap.g_01258
OG0001103	Prbf.g_01321	Syap.g_01256
OG0001104	Prbf.g_01298	Syap.g_00171
OG0001105	Prbf.g_01294	Syap.g_00175
OG0001107	Prbf.g_01119	Syap.g_02015
OG0001108	Prbf.g_01115	Syap.g_00119
OG0001122	Prbf.g_01080	Syap.g_02766
OG0001123	Prbf.g_01074	Syap.g_01872
OG0001133	Prbf.g_00094	Syap.g_01292
OG0001136	Prbf.g_00915	Syap.g_00230
OG0001137	Prbf.g_00927	Syap.g_00213
OG0001140	Prbf.g_00951	Syap.g_02134
OG0001152	Prbf.g_00111	Syap.g_02447
OG0001154	Prbf.g_00190	Syap.g_00013
OG0001155	Prbf.g_00207	Syap.g_00750
OG0001160	Prbf.g_00239	Syap.g_01217
OG0001162	Prbf.g_00812	Syap.g_02366
OG0001163	Prbf.g_00702	Syap.g_00609
OG0001164	Prbf.g_00698	Syap.g_00614
OG0001165	Prbf.g_00695	Syap.g_00619
OG0001168	Prbf.g_00655	Syap.g_01372
OG0001171	Prbf.g_00641	Syap.g_01505
OG0001172	Prbf.g_00625	Syap.g_00547
OG0001177	Prbf.g_00605	Syap.g_01920
OG0001178	Prbf.g_00688	Syap.g_01786, Syap.g_01787
OG0001179	Prbf.g_00575	Syap.g_00491
OG0001180	Prbf.g_00552	Syap.g_00097, Syap.g_00465
OG0001181	Prbf.g_00548	Syap.g_00459
OG0001183	Prbf.g_00535	Syap.g_00594
OG0001185	Prbf.g_00501	Syap.g_01104
OG0001186	Prbf.g_00476	Syap.g_01140
OG0001187	Prbf.g_00473	Syap.g_01142
OG0001188	Prbf.g_00471	Syap.g_00634
OG0001189	Prbf.g_00455	Syap.g_00979
OG0001191	Prbf.g_00440	Syap.g_01030
OG0001192	Prbf.g_00435	Syap.g_01021
OG0001197	Prbf.g_00403	Syap.g_00126
OG0001198	Prbf.g_00396	Syap.g_00052
OG0001199	Prbf.g_01401	Syap.g_01696
OG0001200	Prbf.g_01403	Syap.g_01698
OG0001202	Prbf.g_01534	Syap.g_01613
OG0001203	Prbf.g_01576	Syap.g_01154
OG0001204	Prbf.g_01582	Syap.g_01577
OG0001214	Prbf.g_00984	Syap.g_00897
OG0001217	Prbf.g_00280	Syap.g_01464
OG0001218	Prbf.g_00855	Syap.g_00020
OG0001219	Prbf.g_01146	Syap.g_02794
OG0001221	Prbf.g_01309	Syap.g_01777
OG0001222	Prbf.g_01067	Syap.g_02027
OG0001224	Prbf.g_01166	Syap.g_01551
OG0001225	Prbf.g_01168	Syap.g_01553
OG0001226	Prbf.g_01921	Syap.g_02551
OG0001228	Prbf.g_00968	Syap.g_01063
OG0001229	Prbf.g_00856	Syap.g_00827
OG0001230	Prbf.g_00150	Syap.g_02116
OG0001231	Prbf.g_01706	Syap.g_00073
OG0001232	Prbf.g_00670	Syap.g_01393
OG0001235	Prbf.g_00609	Syap.g_01924
OG0001236	Prbf.g_00520	Syap.g_01069
OG0001237	Prbf.g_00516	Syap.g_01073
OG0001238	Prbf.g_00439	Syap.g_01028
OG0001239	Prbf.g_01398	Syap.g_01693, Syap.g_01692
OG0001242	Prbf.g_01449	Syap.g_02227, Syap.g_02229
OG0001243	Prbf.g_01456	Syap.g_02219
OG0001244	Prbf.g_01471	Syap.g_02192
OG0001248	Prbf.g_01277	Syap.g_00423
OG0001249	Prbf.g_01675	Syap.g_00575
OG0001250	Prbf.g_01202	Syap.g_01836
OG0001251	Prbf.g_00837	Syap.g_01549, Syap.g_01727
OG0001253	Prbf.g_01924	Syap.g_01969
OG0001255	Prbf.g_00900	Syap.g_02523
OG0001256	Prbf.g_00246	Syap.g_01225
OG0001258	Prbf.g_00697	Syap.g_00617
OG0001260	Prbf.g_00635	Syap.g_01497
OG0001261	Prbf.g_00567	Syap.g_00482
OG0001263	Prbf.g_01458	Syap.g_02216
OG0001265	Prbf.g_01448	Syap.g_02231
OG0001266	Prbf.g_01538	Syap.g_01618
OG0001267	Prbf.g_01620	Syap.g_01360
OG0001268	Prbf.g_01683	Syap.g_00563
OG0001270	Prbf.g_01718	Syap.g_02056
OG0001271	Prbf.g_01755	Syap.g_02759
OG0001272	Prbf.g_01769	Syap.g_02250
OG0001274	Prbf.g_01562	Syap.g_01897
OG0001275	Prbf.g_01089	Syap.g_02694
OG0001276	Prbf.g_01075	Syap.g_01873
OG0001277	Prbf.g_00417	Syap.g_01293
OG0001278	Prbf.g_00972	Syap.g_02438
OG0001279	Prbf.g_00339	Syap.g_02663
OG0001282	Prbf.g_00096	Syap.g_01701
OG0001284	Prbf.g_00232	Syap.g_00047
OG0001286	Prbf.g_00554	Syap.g_00467
OG0001287	Prbf.g_00494	Syap.g_00418
OG0001288	Prbf.g_00483	Syap.g_01123
OG0001289	Prbf.g_01413	Syap.g_02365
OG0001291	Prbf.g_01466	Syap.g_02207
OG0001292	Prbf.g_01587	Syap.g_01583
OG0001297	Prbf.g_01797	Syap.g_00255
OG0001299	Prbf.g_01015	Syap.g_01959
OG0001303	Prbf.g_00731	Syap.g_02795
OG0001304	Prbf.g_01062	Syap.g_00536
OG0001305	Prbf.g_01174	Syap.g_01562
OG0001306	Prbf.g_00903	Syap.g_00245
OG0001307	Prbf.g_00070	Syap.g_00403
OG0001308	Prbf.g_00167	Syap.g_02751, Syap.g_02750
OG0001310	Prbf.g_00680	Syap.g_01774
OG0001311	Prbf.g_01073	Syap.g_01871
OG0001312	Prbf.g_01137	Syap.g_01735
OG0001314	Prbf.g_00372	Syap.g_00330, Syap.g_00391
OG0001315	Prbf.g_00865	Syap.g_00596
OG0001318	Prbf.g_01596	Syap.g_01596, Syap.g_01597
OG0001319	Prbf.g_01613	Syap.g_02338
OG0001323	Prbf.g_01802	Syap.g_00757
OG0001332	Prbf.g_00203	Syap.g_01548
OG0001333	Prbf.g_00656	Syap.g_01373
OG0001337	Prbf.g_01670	Syap.g_00576
