Orthogroup	Prbf	Syat
OG0000584	Prbf.g_01893	Syat.g_03405
OG0000585	Prbf.g_01895	Syat.g_03408
OG0000586	Prbf.g_01896	Syat.g_03409
OG0000587	Prbf.g_01897	Syat.g_00001
OG0000588	Prbf.g_01901	Syat.g_00338
OG0000589	Prbf.g_01903	Syat.g_03318
OG0000590	Prbf.g_01904	Syat.g_03317
OG0000591	Prbf.g_01908	Syat.g_03308
OG0000592	Prbf.g_01909	Syat.g_03307
OG0000593	Prbf.g_00979	Syat.g_00113
OG0000594	Prbf.g_00980	Syat.g_00114
OG0000595	Prbf.g_00981	Syat.g_00115
OG0000596	Prbf.g_00985	Syat.g_00129
OG0000597	Prbf.g_00988	Syat.g_00132
OG0000598	Prbf.g_00989	Syat.g_00133
OG0000599	Prbf.g_00992	Syat.g_00381
OG0000600	Prbf.g_00993	Syat.g_00380
OG0000601	Prbf.g_00994	Syat.g_00379
OG0000602	Prbf.g_00996	Syat.g_00375
OG0000603	Prbf.g_00997	Syat.g_00374
OG0000604	Prbf.g_00998	Syat.g_00372
OG0000605	Prbf.g_00999	Syat.g_00370
OG0000606	Prbf.g_01002	Syat.g_00367
OG0000607	Prbf.g_01005	Syat.g_00364
OG0000608	Prbf.g_01006	Syat.g_00363
OG0000609	Prbf.g_01007	Syat.g_00344
OG0000610	Prbf.g_01013	Syat.g_00399
OG0000611	Prbf.g_01016	Syat.g_00402
OG0000612	Prbf.g_01017	Syat.g_00403
OG0000613	Prbf.g_01290	Syat.g_02129
OG0000614	Prbf.g_01269	Syat.g_01084
OG0000615	Prbf.g_01258	Syat.g_00442
OG0000616	Prbf.g_00404	Syat.g_02397
OG0000617	Prbf.g_01033	Syat.g_00665
OG0000618	Prbf.g_01034	Syat.g_00666
OG0000619	Prbf.g_01035	Syat.g_00667
OG0000620	Prbf.g_01038	Syat.g_02591
OG0000621	Prbf.g_01039	Syat.g_02590
OG0000622	Prbf.g_01040	Syat.g_02572
OG0000623	Prbf.g_01041	Syat.g_00672
OG0000624	Prbf.g_01043	Syat.g_00673
OG0000625	Prbf.g_01044	Syat.g_00674
OG0000626	Prbf.g_01045	Syat.g_00675
OG0000627	Prbf.g_01046	Syat.g_00641
OG0000628	Prbf.g_01047	Syat.g_00640
OG0000629	Prbf.g_01048	Syat.g_00637
OG0000630	Prbf.g_01051	Syat.g_00631
OG0000631	Prbf.g_01144	Syat.g_00624
OG0000632	Prbf.g_01143	Syat.g_00623
OG0000633	Prbf.g_01142	Syat.g_00622
OG0000634	Prbf.g_01249	Syat.g_00475
OG0000635	Prbf.g_01248	Syat.g_00476
OG0000636	Prbf.g_01246	Syat.g_00478
OG0000637	Prbf.g_01244	Syat.g_00480
OG0000638	Prbf.g_01243	Syat.g_00481
OG0000639	Prbf.g_01242	Syat.g_00482
OG0000640	Prbf.g_01241	Syat.g_00483
OG0000641	Prbf.g_01237	Syat.g_00488
OG0000642	Prbf.g_01236	Syat.g_00489
OG0000643	Prbf.g_01235	Syat.g_00494
OG0000644	Prbf.g_01234	Syat.g_00495
OG0000645	Prbf.g_01233	Syat.g_00496
OG0000646	Prbf.g_01231	Syat.g_00499
OG0000647	Prbf.g_01229	Syat.g_00501
OG0000648	Prbf.g_01227	Syat.g_00504
OG0000649	Prbf.g_01226	Syat.g_00505
OG0000650	Prbf.g_01225	Syat.g_00506
OG0000651	Prbf.g_01224	Syat.g_00507
OG0000652	Prbf.g_01223	Syat.g_00508
OG0000653	Prbf.g_01221	Syat.g_00510
OG0000654	Prbf.g_01220	Syat.g_00514
OG0000655	Prbf.g_01219	Syat.g_00515
OG0000656	Prbf.g_01216	Syat.g_00518
OG0000657	Prbf.g_01208	Syat.g_00720
OG0000658	Prbf.g_01206	Syat.g_00723
OG0000659	Prbf.g_01205	Syat.g_00724
OG0000660	Prbf.g_01201	Syat.g_00740
OG0000661	Prbf.g_01199	Syat.g_00742
OG0000662	Prbf.g_01197	Syat.g_00746
OG0000663	Prbf.g_01195	Syat.g_00749
OG0000664	Prbf.g_01194	Syat.g_00752
OG0000665	Prbf.g_01188	Syat.g_03302
OG0000666	Prbf.g_01187	Syat.g_01415
OG0000667	Prbf.g_01183	Syat.g_00958, Syat.g_03278
OG0000668	Prbf.g_00838	Syat.g_00710
OG0000669	Prbf.g_01331	Syat.g_00416
OG0000670	Prbf.g_01328	Syat.g_00419
OG0000671	Prbf.g_01325	Syat.g_00421
OG0000672	Prbf.g_01322	Syat.g_00424
OG0000673	Prbf.g_01319	Syat.g_00430
OG0000674	Prbf.g_01317	Syat.g_00432
OG0000675	Prbf.g_01316	Syat.g_00433
OG0000676	Prbf.g_01314	Syat.g_00436
OG0000677	Prbf.g_01313	Syat.g_00437
OG0000678	Prbf.g_01311	Syat.g_00439
OG0000679	Prbf.g_01307	Syat.g_00448
OG0000680	Prbf.g_01306	Syat.g_00449
OG0000681	Prbf.g_01303	Syat.g_00452
OG0000682	Prbf.g_01302	Syat.g_00453
OG0000683	Prbf.g_01301	Syat.g_00454
OG0000684	Prbf.g_01299	Syat.g_00457
OG0000685	Prbf.g_01297	Syat.g_02571
OG0000686	Prbf.g_01296	Syat.g_00459
OG0000687	Prbf.g_01295	Syat.g_00460
OG0000688	Prbf.g_01021	Syat.g_00463
OG0000689	Prbf.g_01022	Syat.g_00465
OG0000690	Prbf.g_01023	Syat.g_00466
OG0000691	Prbf.g_01024	Syat.g_00467
OG0000692	Prbf.g_01026	Syat.g_00469
OG0000693	Prbf.g_01027	Syat.g_00471
OG0000694	Prbf.g_01028	Syat.g_00472
OG0000695	Prbf.g_01140	Syat.g_00619
OG0000696	Prbf.g_01139	Syat.g_00618
OG0000697	Prbf.g_01138	Syat.g_00616
OG0000698	Prbf.g_01135	Syat.g_00613
OG0000699	Prbf.g_01134	Syat.g_00611
OG0000700	Prbf.g_01133	Syat.g_00610
OG0000701	Prbf.g_01132	Syat.g_00609
OG0000702	Prbf.g_01130	Syat.g_00606
OG0000703	Prbf.g_01129	Syat.g_00601
OG0000704	Prbf.g_01127	Syat.g_00599
OG0000705	Prbf.g_01124	Syat.g_00592
OG0000706	Prbf.g_01123	Syat.g_00591
OG0000707	Prbf.g_01122	Syat.g_00590
OG0000708	Prbf.g_01120	Syat.g_00587
OG0000709	Prbf.g_01116	Syat.g_00573
OG0000710	Prbf.g_01113	Syat.g_00567
OG0000711	Prbf.g_01095	Syat.g_00539
OG0000712	Prbf.g_01094	Syat.g_00537
OG0000713	Prbf.g_01093	Syat.g_00536
OG0000714	Prbf.g_01092	Syat.g_00532
OG0000715	Prbf.g_01090	Syat.g_00530
OG0000716	Prbf.g_01088	Syat.g_00527
OG0000717	Prbf.g_01087	Syat.g_00526
OG0000718	Prbf.g_01083	Syat.g_00522
OG0000719	Prbf.g_01081	Syat.g_00712
OG0000720	Prbf.g_01069	Syat.g_00699
OG0000721	Prbf.g_01065	Syat.g_00697
OG0000722	Prbf.g_01064	Syat.g_00696
OG0000723	Prbf.g_01060	Syat.g_00686
OG0000724	Prbf.g_01165	Syat.g_00782
OG0000725	Prbf.g_01171	Syat.g_00810
OG0000726	Prbf.g_01172	Syat.g_00811
OG0000727	Prbf.g_01173	Syat.g_00812
OG0000728	Prbf.g_01175	Syat.g_00814
OG0000729	Prbf.g_00048	Syat.g_02224
OG0000730	Prbf.g_00876	Syat.g_01617
OG0000731	Prbf.g_01684	Syat.g_01605
OG0000732	Prbf.g_00453	Syat.g_02290
OG0000733	Prbf.g_00787	Syat.g_03285
OG0000734	Prbf.g_00902	Syat.g_01579
OG0000735	Prbf.g_00904	Syat.g_03235
OG0000736	Prbf.g_00905	Syat.g_03236
OG0000737	Prbf.g_00906	Syat.g_03237
OG0000738	Prbf.g_00910	Syat.g_03251
OG0000739	Prbf.g_00911	Syat.g_03252
OG0000740	Prbf.g_00912	Syat.g_03253
OG0000741	Prbf.g_00914	Syat.g_03256
OG0000742	Prbf.g_00917	Syat.g_03259
OG0000743	Prbf.g_00919	Syat.g_03262
OG0000744	Prbf.g_00920	Syat.g_03263
OG0000745	Prbf.g_00921	Syat.g_03266
OG0000746	Prbf.g_00923	Syat.g_00314
OG0000747	Prbf.g_00924	Syat.g_00313
OG0000748	Prbf.g_00928	Syat.g_00305
OG0000749	Prbf.g_00929	Syat.g_00303
OG0000750	Prbf.g_00930	Syat.g_00302
OG0000751	Prbf.g_00933	Syat.g_00296
OG0000752	Prbf.g_00935	Syat.g_00294
OG0000753	Prbf.g_00937	Syat.g_00291
OG0000754	Prbf.g_00940	Syat.g_00250
OG0000755	Prbf.g_00946	Syat.g_00217
OG0000756	Prbf.g_00947	Syat.g_00216
OG0000757	Prbf.g_00954	Syat.g_00205
OG0000758	Prbf.g_00955	Syat.g_00204
OG0000759	Prbf.g_00956	Syat.g_00203
OG0000760	Prbf.g_00957	Syat.g_00202
OG0000761	Prbf.g_00958	Syat.g_00201
OG0000762	Prbf.g_00959	Syat.g_00199
OG0000763	Prbf.g_00961	Syat.g_00924
OG0000764	Prbf.g_00962	Syat.g_00923
OG0000765	Prbf.g_00970	Syat.g_00897
OG0000766	Prbf.g_00971	Syat.g_00896
OG0000767	Prbf.g_00973	Syat.g_00894
OG0000768	Prbf.g_00974	Syat.g_00893
OG0000769	Prbf.g_00976	Syat.g_00891
OG0000770	Prbf.g_01914	Syat.g_00886
OG0000771	Prbf.g_00253	Syat.g_00788
OG0000772	Prbf.g_00767	Syat.g_01768
OG0000773	Prbf.g_00035	Syat.g_01114
OG0000774	Prbf.g_00033	Syat.g_01146
OG0000775	Prbf.g_00031	Syat.g_01148
OG0000776	Prbf.g_00030	Syat.g_01149
OG0000777	Prbf.g_00029	Syat.g_01150
OG0000778	Prbf.g_00028	Syat.g_01151
OG0000779	Prbf.g_00024	Syat.g_01154
OG0000780	Prbf.g_00023	Syat.g_01157
OG0000781	Prbf.g_00019	Syat.g_01161
OG0000782	Prbf.g_00018	Syat.g_01162
OG0000783	Prbf.g_00017	Syat.g_01163
OG0000784	Prbf.g_00016	Syat.g_01164
OG0000785	Prbf.g_00014	Syat.g_01166
OG0000786	Prbf.g_00011	Syat.g_01170
OG0000787	Prbf.g_00010	Syat.g_01171
OG0000788	Prbf.g_01782	Syat.g_00087
OG0000789	Prbf.g_00256	Syat.g_00845
OG0000790	Prbf.g_00100	Syat.g_01300
OG0000791	Prbf.g_00102	Syat.g_01302
OG0000792	Prbf.g_00103	Syat.g_01303
OG0000793	Prbf.g_00106	Syat.g_01412
OG0000794	Prbf.g_00107	Syat.g_01414
OG0000795	Prbf.g_00108	Syat.g_01416
OG0000796	Prbf.g_00112	Syat.g_01422
OG0000797	Prbf.g_00113	Syat.g_01423
OG0000798	Prbf.g_00312	Syat.g_01214
OG0000799	Prbf.g_00140	Syat.g_01256
OG0000800	Prbf.g_00141	Syat.g_01255
OG0000801	Prbf.g_00142	Syat.g_01253
OG0000802	Prbf.g_00144	Syat.g_01245
OG0000803	Prbf.g_00146	Syat.g_01241
OG0000804	Prbf.g_00147	Syat.g_01238
OG0000805	Prbf.g_00149	Syat.g_01236
OG0000806	Prbf.g_00151	Syat.g_01234
OG0000807	Prbf.g_00152	Syat.g_01233
OG0000808	Prbf.g_00153	Syat.g_01232
OG0000809	Prbf.g_00155	Syat.g_01229
OG0000810	Prbf.g_00156	Syat.g_01228
OG0000811	Prbf.g_00160	Syat.g_01186
OG0000812	Prbf.g_00162	Syat.g_01182
OG0000813	Prbf.g_00163	Syat.g_01181
OG0000814	Prbf.g_00165	Syat.g_01179
OG0000815	Prbf.g_00166	Syat.g_01177
OG0000816	Prbf.g_00168	Syat.g_01175
OG0000817	Prbf.g_00169	Syat.g_01279
OG0000818	Prbf.g_00174	Syat.g_01325
OG0000819	Prbf.g_00175	Syat.g_01326
OG0000820	Prbf.g_00176	Syat.g_01327
OG0000821	Prbf.g_00180	Syat.g_01333
OG0000822	Prbf.g_00181	Syat.g_01335
OG0000823	Prbf.g_00182	Syat.g_01336
OG0000824	Prbf.g_00185	Syat.g_01342
OG0000825	Prbf.g_00186	Syat.g_01343
OG0000826	Prbf.g_00187	Syat.g_01344
OG0000827	Prbf.g_00188	Syat.g_01345
OG0000828	Prbf.g_00191	Syat.g_01348
OG0000829	Prbf.g_00192	Syat.g_01349
OG0000830	Prbf.g_00193	Syat.g_01350
OG0000831	Prbf.g_00195	Syat.g_01353
OG0000832	Prbf.g_00205	Syat.g_02982
OG0000833	Prbf.g_00214	Syat.g_03072
OG0000834	Prbf.g_00215	Syat.g_03073
OG0000835	Prbf.g_00216	Syat.g_03075
OG0000836	Prbf.g_00217	Syat.g_03078
OG0000837	Prbf.g_00218	Syat.g_03079
OG0000838	Prbf.g_00220	Syat.g_03083
OG0000839	Prbf.g_00221	Syat.g_03084
OG0000840	Prbf.g_00222	Syat.g_03085
OG0000841	Prbf.g_00223	Syat.g_03086
OG0000842	Prbf.g_00224	Syat.g_03087
OG0000843	Prbf.g_00225	Syat.g_03088
OG0000844	Prbf.g_00226	Syat.g_03090
OG0000845	Prbf.g_00227	Syat.g_03091
OG0000846	Prbf.g_00228	Syat.g_03092
OG0000847	Prbf.g_00229	Syat.g_03093
OG0000848	Prbf.g_00230	Syat.g_03095
OG0000849	Prbf.g_00231	Syat.g_03096
OG0000850	Prbf.g_00233	Syat.g_03098
OG0000851	Prbf.g_00234	Syat.g_03101
OG0000852	Prbf.g_00235	Syat.g_03102
OG0000853	Prbf.g_00241	Syat.g_03106
OG0000854	Prbf.g_00243	Syat.g_03108
OG0000855	Prbf.g_00244	Syat.g_03109
OG0000856	Prbf.g_01911	Syat.g_03305
OG0000857	Prbf.g_01230	Syat.g_00500
OG0000858	Prbf.g_00700	Syat.g_03114
OG0000859	Prbf.g_00699	Syat.g_03115
OG0000860	Prbf.g_00691	Syat.g_03126
OG0000861	Prbf.g_00690	Syat.g_03127
OG0000862	Prbf.g_00689	Syat.g_03136
OG0000863	Prbf.g_00687	Syat.g_03138
OG0000864	Prbf.g_00686	Syat.g_03139
OG0000865	Prbf.g_00685	Syat.g_03140
OG0000866	Prbf.g_00684	Syat.g_03141
OG0000867	Prbf.g_00683	Syat.g_03142
OG0000868	Prbf.g_00681	Syat.g_03067
OG0000869	Prbf.g_00678	Syat.g_03054
OG0000870	Prbf.g_00673	Syat.g_03049
OG0000871	Prbf.g_00672	Syat.g_03048
OG0000872	Prbf.g_00671	Syat.g_03042
OG0000873	Prbf.g_00668	Syat.g_03039
OG0000874	Prbf.g_00665	Syat.g_03037
OG0000875	Prbf.g_00664	Syat.g_03035
OG0000876	Prbf.g_00663	Syat.g_00745
OG0000877	Prbf.g_00661	Syat.g_03024
OG0000878	Prbf.g_00660	Syat.g_03023
OG0000879	Prbf.g_00659	Syat.g_03022
OG0000880	Prbf.g_00658	Syat.g_03021
OG0000881	Prbf.g_00654	Syat.g_03016
OG0000882	Prbf.g_00649	Syat.g_03011
OG0000883	Prbf.g_00647	Syat.g_03007
OG0000884	Prbf.g_00645	Syat.g_03005
OG0000885	Prbf.g_00644	Syat.g_03004
OG0000886	Prbf.g_00643	Syat.g_03003
OG0000887	Prbf.g_00642	Syat.g_03002
OG0000888	Prbf.g_00640	Syat.g_03000
OG0000889	Prbf.g_00638	Syat.g_02997
OG0000890	Prbf.g_00637	Syat.g_02994
OG0000891	Prbf.g_00636	Syat.g_02993
OG0000892	Prbf.g_00634	Syat.g_02992
OG0000893	Prbf.g_00630	Syat.g_01864
OG0000894	Prbf.g_00627	Syat.g_01860
OG0000895	Prbf.g_00623	Syat.g_01856
OG0000896	Prbf.g_00622	Syat.g_01855
OG0000897	Prbf.g_00620	Syat.g_01853
OG0000898	Prbf.g_00619	Syat.g_01852
OG0000899	Prbf.g_00618	Syat.g_01851
OG0000900	Prbf.g_00617	Syat.g_01850
OG0000901	Prbf.g_00614	Syat.g_01845
OG0000902	Prbf.g_00612	Syat.g_01843
OG0000903	Prbf.g_00608	Syat.g_01830
OG0000904	Prbf.g_00604	Syat.g_01834
OG0000905	Prbf.g_00610	Syat.g_01839
OG0000906	Prbf.g_00611	Syat.g_01841
OG0000907	Prbf.g_00601	Syat.g_01828
OG0000908	Prbf.g_00598	Syat.g_01825
OG0000909	Prbf.g_00597	Syat.g_01824
OG0000910	Prbf.g_00596	Syat.g_01823
OG0000911	Prbf.g_00594	Syat.g_01821
OG0000912	Prbf.g_00593	Syat.g_01820
OG0000913	Prbf.g_00592	Syat.g_01819
OG0000914	Prbf.g_00591	Syat.g_01818
OG0000915	Prbf.g_00590	Syat.g_01816
OG0000916	Prbf.g_00589	Syat.g_01815
OG0000917	Prbf.g_00588	Syat.g_01814
OG0000918	Prbf.g_00587	Syat.g_01813
OG0000919	Prbf.g_00586	Syat.g_01812
OG0000920	Prbf.g_00585	Syat.g_01811
OG0000921	Prbf.g_00584	Syat.g_01810
OG0000922	Prbf.g_00583	Syat.g_01809
OG0000923	Prbf.g_00579	Syat.g_01805
OG0000924	Prbf.g_00578	Syat.g_01804
OG0000925	Prbf.g_00577	Syat.g_01803
OG0000926	Prbf.g_00576	Syat.g_01802
OG0000927	Prbf.g_00574	Syat.g_01800
OG0000928	Prbf.g_00573	Syat.g_01799
OG0000929	Prbf.g_00572	Syat.g_01798
OG0000930	Prbf.g_00571	Syat.g_01797
OG0000931	Prbf.g_00570	Syat.g_01796
OG0000932	Prbf.g_00569	Syat.g_01794
OG0000933	Prbf.g_00565	Syat.g_01788
OG0000934	Prbf.g_00563	Syat.g_01786
OG0000935	Prbf.g_00562	Syat.g_01665
OG0000936	Prbf.g_00561	Syat.g_01664
OG0000937	Prbf.g_00560	Syat.g_01663
OG0000938	Prbf.g_00557	Syat.g_01659
OG0000939	Prbf.g_00556	Syat.g_01658
OG0000940	Prbf.g_00549	Syat.g_01651
OG0000941	Prbf.g_00547	Syat.g_01649
OG0000942	Prbf.g_00545	Syat.g_01647
OG0000943	Prbf.g_00544	Syat.g_01646
OG0000944	Prbf.g_00542	Syat.g_01644
OG0000945	Prbf.g_00541	Syat.g_01643
OG0000946	Prbf.g_00536	Syat.g_01633
OG0000947	Prbf.g_00534	Syat.g_01630
OG0000948	Prbf.g_00533	Syat.g_01629
OG0000949	Prbf.g_00530	Syat.g_02142
OG0000950	Prbf.g_00523	Syat.g_02152
OG0000951	Prbf.g_00519	Syat.g_02157
OG0000952	Prbf.g_00515	Syat.g_02162
OG0000953	Prbf.g_00511	Syat.g_02166
OG0000954	Prbf.g_00507	Syat.g_02187
OG0000955	Prbf.g_00506	Syat.g_02188
OG0000956	Prbf.g_00504	Syat.g_02191
OG0000957	Prbf.g_00498	Syat.g_02204
OG0000958	Prbf.g_00497	Syat.g_02205
OG0000959	Prbf.g_00493	Syat.g_02212
OG0000960	Prbf.g_00492	Syat.g_02213
OG0000961	Prbf.g_00488	Syat.g_02873
OG0000962	Prbf.g_00486	Syat.g_02223
OG0000963	Prbf.g_00482	Syat.g_02226
OG0000964	Prbf.g_00481	Syat.g_02227
OG0000965	Prbf.g_00480	Syat.g_02228
OG0000966	Prbf.g_00474	Syat.g_02259
OG0000967	Prbf.g_00470	Syat.g_02263
OG0000968	Prbf.g_00468	Syat.g_02269
OG0000969	Prbf.g_00467	Syat.g_02271
OG0000970	Prbf.g_00466	Syat.g_02272
OG0000971	Prbf.g_00465	Syat.g_02274
OG0000972	Prbf.g_00464	Syat.g_02275
OG0000973	Prbf.g_00463	Syat.g_02276
OG0000974	Prbf.g_00462	Syat.g_02277
OG0000975	Prbf.g_00461	Syat.g_02278
OG0000976	Prbf.g_00460	Syat.g_02279
OG0000977	Prbf.g_00459	Syat.g_02281
OG0000978	Prbf.g_00458	Syat.g_02283
OG0000979	Prbf.g_00456	Syat.g_02286
OG0000980	Prbf.g_00454	Syat.g_02289
OG0000981	Prbf.g_00451	Syat.g_02292
OG0000982	Prbf.g_00449	Syat.g_02691
OG0000983	Prbf.g_00448	Syat.g_02690
OG0000984	Prbf.g_00447	Syat.g_02689
OG0000985	Prbf.g_00444	Syat.g_02685
OG0000986	Prbf.g_00442	Syat.g_02680
OG0000987	Prbf.g_00441	Syat.g_02678
OG0000988	Prbf.g_00438	Syat.g_02672
OG0000989	Prbf.g_00434	Syat.g_02657
OG0000990	Prbf.g_00430	Syat.g_02500
OG0000991	Prbf.g_00429	Syat.g_02503
OG0000992	Prbf.g_00426	Syat.g_02507
OG0000993	Prbf.g_00425	Syat.g_02508
OG0000994	Prbf.g_00424	Syat.g_02512
OG0000995	Prbf.g_00420	Syat.g_02517
OG0000996	Prbf.g_00419	Syat.g_02446
OG0000997	Prbf.g_00416	Syat.g_02417
OG0000998	Prbf.g_00414	Syat.g_02415
OG0000999	Prbf.g_00413	Syat.g_02414
OG0001001	Prbf.g_00407	Syat.g_02400
OG0001002	Prbf.g_00402	Syat.g_02394
OG0001003	Prbf.g_00401	Syat.g_02392
OG0001004	Prbf.g_00400	Syat.g_02391
OG0001005	Prbf.g_00399	Syat.g_02390
OG0001006	Prbf.g_00395	Syat.g_02378
OG0001007	Prbf.g_00393	Syat.g_02376
OG0001008	Prbf.g_01721	Syat.g_02971
OG0001009	Prbf.g_01349	Syat.g_02311
OG0001010	Prbf.g_01350	Syat.g_02310
OG0001011	Prbf.g_01352	Syat.g_02308
OG0001012	Prbf.g_01366	Syat.g_01004
OG0001013	Prbf.g_01373	Syat.g_02716
OG0001014	Prbf.g_01376	Syat.g_02721
OG0001015	Prbf.g_01378	Syat.g_02722
OG0001016	Prbf.g_01400	Syat.g_01474
OG0001017	Prbf.g_01404	Syat.g_01480
OG0001018	Prbf.g_01406	Syat.g_01482
OG0001019	Prbf.g_01415	Syat.g_01532
OG0001020	Prbf.g_01416	Syat.g_01539
OG0001021	Prbf.g_01417	Syat.g_01552
OG0001022	Prbf.g_01420	Syat.g_01555
OG0001023	Prbf.g_01421	Syat.g_01556
OG0001024	Prbf.g_01425	Syat.g_01560
OG0001025	Prbf.g_01432	Syat.g_01566
OG0001026	Prbf.g_01441	Syat.g_01582
OG0001027	Prbf.g_01442	Syat.g_02947
OG0001028	Prbf.g_01444	Syat.g_02944
OG0001029	Prbf.g_01445	Syat.g_02942
OG0001030	Prbf.g_01461	Syat.g_02922
OG0001031	Prbf.g_01521	Syat.g_02836
OG0001032	Prbf.g_01522	Syat.g_02834
OG0001033	Prbf.g_01543	Syat.g_02784
OG0001034	Prbf.g_01574	Syat.g_01448
OG0001035	Prbf.g_01594	Syat.g_01885
OG0001036	Prbf.g_01598	Syat.g_01939
OG0001037	Prbf.g_01599	Syat.g_01941
OG0001038	Prbf.g_01618	Syat.g_02058
OG0001039	Prbf.g_01621	Syat.g_02061
OG0001040	Prbf.g_01623	Syat.g_02064
OG0001041	Prbf.g_01628	Syat.g_02070
OG0001042	Prbf.g_01645	Syat.g_02100
OG0001043	Prbf.g_01646	Syat.g_02103
OG0001044	Prbf.g_01677	Syat.g_01615
OG0001045	Prbf.g_01686	Syat.g_01602
OG0001046	Prbf.g_00741	Syat.g_00552
OG0001047	Prbf.g_01723	Syat.g_02973
OG0001048	Prbf.g_01724	Syat.g_02974
OG0001049	Prbf.g_01726	Syat.g_01290
OG0001050	Prbf.g_01727	Syat.g_01289
OG0001051	Prbf.g_01728	Syat.g_01288
OG0001052	Prbf.g_01754	Syat.g_01375
OG0001053	Prbf.g_01766	Syat.g_03173
OG0001054	Prbf.g_01781	Syat.g_03192
OG0001055	Prbf.g_01800	Syat.g_03224
OG0001056	Prbf.g_01817	Syat.g_03275
OG0001057	Prbf.g_01822	Syat.g_00102
OG0001058	Prbf.g_01830	Syat.g_00079
OG0001059	Prbf.g_01834	Syat.g_00075
OG0001061	Prbf.g_01855	Syat.g_00051
OG0001062	Prbf.g_01857	Syat.g_00048
OG0001063	Prbf.g_01859	Syat.g_00042
OG0001064	Prbf.g_01860	Syat.g_00041
OG0001065	Prbf.g_01861	Syat.g_00040
OG0001066	Prbf.g_01862	Syat.g_00039
OG0001067	Prbf.g_01863	Syat.g_00038
OG0001068	Prbf.g_01864	Syat.g_00037
OG0001069	Prbf.g_01865	Syat.g_00036
OG0001070	Prbf.g_01869	Syat.g_00032
OG0001071	Prbf.g_01870	Syat.g_00031
OG0001072	Prbf.g_01872	Syat.g_00028
OG0001073	Prbf.g_01886	Syat.g_00009
OG0001074	Prbf.g_01898	Syat.g_01015
OG0001075	Prbf.g_01899	Syat.g_01037
OG0001076	Prbf.g_01906	Syat.g_03315
OG0001077	Prbf.g_01912	Syat.g_03290
OG0001078	Prbf.g_00983	Syat.g_00118
OG0001079	Prbf.g_00995	Syat.g_00378
OG0001080	Prbf.g_01001	Syat.g_00368
OG0001081	Prbf.g_01003	Syat.g_00366
OG0001082	Prbf.g_01004	Syat.g_00365
OG0001083	Prbf.g_01009	Syat.g_00390
OG0001084	Prbf.g_01010	Syat.g_00391
OG0001085	Prbf.g_01293	Syat.g_00408
OG0001086	Prbf.g_01292	Syat.g_00410
OG0001087	Prbf.g_01274	Syat.g_03277
OG0001088	Prbf.g_01273	Syat.g_02496
OG0001089	Prbf.g_01262	Syat.g_00818
OG0001090	Prbf.g_01252	Syat.g_00659
OG0001091	Prbf.g_01030	Syat.g_00661
OG0001092	Prbf.g_01031	Syat.g_00663
OG0001093	Prbf.g_01036	Syat.g_00669
OG0001094	Prbf.g_01029	Syat.g_00473
OG0001095	Prbf.g_01232	Syat.g_00497
OG0001096	Prbf.g_01218	Syat.g_00516
OG0001097	Prbf.g_01198	Syat.g_00743
OG0001098	Prbf.g_01179	Syat.g_01672
OG0001099	Prbf.g_00833	Syat.g_02943
OG0001100	Prbf.g_01329	Syat.g_00418
OG0001101	Prbf.g_01326	Syat.g_00420
OG0001102	Prbf.g_01323	Syat.g_00423
OG0001103	Prbf.g_01321	Syat.g_00425
OG0001104	Prbf.g_01298	Syat.g_00458
OG0001105	Prbf.g_01294	Syat.g_00461
OG0001106	Prbf.g_01126	Syat.g_00598
OG0001107	Prbf.g_01119	Syat.g_00580
OG0001108	Prbf.g_01115	Syat.g_00570
OG0001109	Prbf.g_01114	Syat.g_00568
OG0001110	Prbf.g_01112	Syat.g_00566
OG0001111	Prbf.g_01111	Syat.g_00564
OG0001112	Prbf.g_01110	Syat.g_00562
OG0001113	Prbf.g_01109	Syat.g_00561
OG0001114	Prbf.g_01108	Syat.g_00560
OG0001115	Prbf.g_01106	Syat.g_00557
OG0001116	Prbf.g_01105	Syat.g_00555
OG0001117	Prbf.g_01104	Syat.g_00554
OG0001118	Prbf.g_01103	Syat.g_00553
OG0001119	Prbf.g_01102	Syat.g_00551
OG0001120	Prbf.g_01100	Syat.g_00546
OG0001122	Prbf.g_01080	Syat.g_00711
OG0001123	Prbf.g_01074	Syat.g_00704
OG0001124	Prbf.g_01072	Syat.g_00702
OG0001125	Prbf.g_01070	Syat.g_00700
OG0001126	Prbf.g_01159	Syat.g_00790
OG0001127	Prbf.g_01160	Syat.g_00789
OG0001128	Prbf.g_01162	Syat.g_00786
OG0001129	Prbf.g_01163	Syat.g_00784
OG0001130	Prbf.g_01164	Syat.g_00783
OG0001131	Prbf.g_01705	Syat.g_01674
OG0001132	Prbf.g_00296	Syat.g_00965
OG0001133	Prbf.g_00094	Syat.g_03311
OG0001136	Prbf.g_00915	Syat.g_03257
OG0001137	Prbf.g_00927	Syat.g_00306
OG0001138	Prbf.g_00948	Syat.g_00214
OG0001139	Prbf.g_00950	Syat.g_00209
OG0001140	Prbf.g_00951	Syat.g_00208
OG0001141	Prbf.g_00952	Syat.g_00207
OG0001142	Prbf.g_00953	Syat.g_00206
OG0001143	Prbf.g_00960	Syat.g_00925
OG0001144	Prbf.g_00965	Syat.g_00906
OG0001145	Prbf.g_00034	Syat.g_01117
OG0001146	Prbf.g_00022	Syat.g_01158
OG0001147	Prbf.g_00002	Syat.g_01368
