Orthogroup	Prbf	Syad
OG0000558	Prbf.g_01828	Syad.g_01013
OG0000559	Prbf.g_01832	Syad.g_01016
OG0000560	Prbf.g_01835	Syad.g_01019
OG0000561	Prbf.g_01836	Syad.g_01020
OG0000562	Prbf.g_01837	Syad.g_01021
OG0000563	Prbf.g_01838	Syad.g_01022
OG0000564	Prbf.g_01839	Syad.g_01023
OG0000565	Prbf.g_01841	Syad.g_01027
OG0000566	Prbf.g_01845	Syad.g_01031
OG0000567	Prbf.g_01849	Syad.g_01035
OG0000568	Prbf.g_01850	Syad.g_01040
OG0000569	Prbf.g_01851	Syad.g_01041
OG0000570	Prbf.g_01852	Syad.g_01042
OG0000571	Prbf.g_01854	Syad.g_01046
OG0000572	Prbf.g_01868	Syad.g_01064
OG0000573	Prbf.g_01874	Syad.g_01072
OG0000574	Prbf.g_01875	Syad.g_01077
OG0000575	Prbf.g_01879	Syad.g_01083
OG0000576	Prbf.g_01881	Syad.g_01085
OG0000577	Prbf.g_01882	Syad.g_01086
OG0000578	Prbf.g_01883	Syad.g_01087
OG0000579	Prbf.g_01884	Syad.g_01088
OG0000580	Prbf.g_01885	Syad.g_01089
OG0000581	Prbf.g_01888	Syad.g_01097
OG0000582	Prbf.g_01891	Syad.g_02206
OG0000583	Prbf.g_01892	Syad.g_02205
OG0000584	Prbf.g_01893	Syad.g_02204
OG0000585	Prbf.g_01895	Syad.g_02202
OG0000586	Prbf.g_01896	Syad.g_02201
OG0000587	Prbf.g_01897	Syad.g_02199
OG0000588	Prbf.g_01901	Syad.g_02183
OG0000589	Prbf.g_01903	Syad.g_02178
OG0000590	Prbf.g_01904	Syad.g_02177
OG0000591	Prbf.g_01908	Syad.g_02169
OG0000592	Prbf.g_01909	Syad.g_02168
OG0000593	Prbf.g_00979	Syad.g_02156
OG0000594	Prbf.g_00980	Syad.g_02155
OG0000595	Prbf.g_00981	Syad.g_02154
OG0000596	Prbf.g_00985	Syad.g_02149
OG0000597	Prbf.g_00988	Syad.g_02146
OG0000598	Prbf.g_00989	Syad.g_02145
OG0000599	Prbf.g_00992	Syad.g_02142
OG0000600	Prbf.g_00993	Syad.g_02141
OG0000601	Prbf.g_00994	Syad.g_02140
OG0000602	Prbf.g_00996	Syad.g_02135
OG0000603	Prbf.g_00997	Syad.g_02134
OG0000604	Prbf.g_00998	Syad.g_02131
OG0000605	Prbf.g_00999	Syad.g_02026
OG0000606	Prbf.g_01002	Syad.g_01567
OG0000607	Prbf.g_01005	Syad.g_01571
OG0000608	Prbf.g_01006	Syad.g_01572
OG0000609	Prbf.g_01007	Syad.g_01574
OG0000610	Prbf.g_01013	Syad.g_01589
OG0000611	Prbf.g_01016	Syad.g_01592
OG0000612	Prbf.g_01017	Syad.g_01593
OG0000613	Prbf.g_01290	Syad.g_00457
OG0000614	Prbf.g_01269	Syad.g_01340
OG0000615	Prbf.g_01258	Syad.g_01948
OG0000616	Prbf.g_00404	Syad.g_00145
OG0000617	Prbf.g_01033	Syad.g_01810
OG0000618	Prbf.g_01034	Syad.g_01809
OG0000619	Prbf.g_01035	Syad.g_01808
OG0000620	Prbf.g_01038	Syad.g_01803
OG0000621	Prbf.g_01039	Syad.g_01802
OG0000622	Prbf.g_01040	Syad.g_01801
OG0000623	Prbf.g_01041	Syad.g_01800
OG0000624	Prbf.g_01043	Syad.g_01798
OG0000625	Prbf.g_01044	Syad.g_01797
OG0000626	Prbf.g_01045	Syad.g_01796
OG0000627	Prbf.g_01046	Syad.g_01640
OG0000628	Prbf.g_01047	Syad.g_01641
OG0000629	Prbf.g_01048	Syad.g_01644
OG0000630	Prbf.g_01051	Syad.g_01648
OG0000631	Prbf.g_01144	Syad.g_01658
OG0000632	Prbf.g_01143	Syad.g_01659
OG0000633	Prbf.g_01142	Syad.g_01660
OG0000634	Prbf.g_01249	Syad.g_01893
OG0000635	Prbf.g_01248	Syad.g_01892
OG0000636	Prbf.g_01246	Syad.g_01890
OG0000637	Prbf.g_01244	Syad.g_01888
OG0000638	Prbf.g_01243	Syad.g_01887
OG0000639	Prbf.g_01242	Syad.g_01886
OG0000640	Prbf.g_01241	Syad.g_01885
OG0000641	Prbf.g_01237	Syad.g_01881
OG0000642	Prbf.g_01236	Syad.g_01880
OG0000643	Prbf.g_01235	Syad.g_01878
OG0000644	Prbf.g_01234	Syad.g_01877
OG0000645	Prbf.g_01233	Syad.g_01875
OG0000646	Prbf.g_01231	Syad.g_01872
OG0000647	Prbf.g_01229	Syad.g_01870
OG0000648	Prbf.g_01227	Syad.g_01860
OG0000649	Prbf.g_01226	Syad.g_01859
OG0000650	Prbf.g_01225	Syad.g_01858
OG0000651	Prbf.g_01224	Syad.g_01857
OG0000652	Prbf.g_01223	Syad.g_01856
OG0000653	Prbf.g_01221	Syad.g_01850
OG0000654	Prbf.g_01220	Syad.g_01849
OG0000655	Prbf.g_01219	Syad.g_01848
OG0000656	Prbf.g_01216	Syad.g_01845
OG0000657	Prbf.g_01208	Syad.g_01240
OG0000658	Prbf.g_01206	Syad.g_01231
OG0000659	Prbf.g_01205	Syad.g_01230
OG0000660	Prbf.g_01201	Syad.g_01226
OG0000661	Prbf.g_01199	Syad.g_01224
OG0000662	Prbf.g_01197	Syad.g_01222
OG0000663	Prbf.g_01195	Syad.g_01219
OG0000664	Prbf.g_01194	Syad.g_01209
OG0000665	Prbf.g_01188	Syad.g_02115
OG0000666	Prbf.g_01187	Syad.g_02027
OG0000667	Prbf.g_01183	Syad.g_00612
OG0000668	Prbf.g_00838	Syad.g_01688
OG0000669	Prbf.g_01331	Syad.g_01606
OG0000670	Prbf.g_01328	Syad.g_01609
OG0000671	Prbf.g_01325	Syad.g_01611
OG0000672	Prbf.g_01322	Syad.g_01615
OG0000673	Prbf.g_01319	Syad.g_01618
OG0000674	Prbf.g_01317	Syad.g_01620
OG0000675	Prbf.g_01316	Syad.g_01633
OG0000676	Prbf.g_01314	Syad.g_01635
OG0000677	Prbf.g_01313	Syad.g_01636
OG0000678	Prbf.g_01311	Syad.g_01957
OG0000679	Prbf.g_01307	Syad.g_01922
OG0000680	Prbf.g_01306	Syad.g_01921
OG0000681	Prbf.g_01303	Syad.g_01919
OG0000682	Prbf.g_01302	Syad.g_01918
OG0000683	Prbf.g_01301	Syad.g_01917
OG0000684	Prbf.g_01299	Syad.g_01912
OG0000685	Prbf.g_01297	Syad.g_01910
OG0000686	Prbf.g_01296	Syad.g_01909
OG0000687	Prbf.g_01295	Syad.g_01908
OG0000688	Prbf.g_01021	Syad.g_01904
OG0000689	Prbf.g_01022	Syad.g_01902
OG0000690	Prbf.g_01023	Syad.g_01901
OG0000691	Prbf.g_01024	Syad.g_01900
OG0000692	Prbf.g_01026	Syad.g_01899
OG0000693	Prbf.g_01027	Syad.g_01897
OG0000694	Prbf.g_01028	Syad.g_01896
OG0000695	Prbf.g_01140	Syad.g_01662
OG0000696	Prbf.g_01139	Syad.g_01663
OG0000697	Prbf.g_01138	Syad.g_01789
OG0000698	Prbf.g_01135	Syad.g_01786
OG0000699	Prbf.g_01134	Syad.g_01785
OG0000700	Prbf.g_01133	Syad.g_01784
OG0000701	Prbf.g_01132	Syad.g_01783
OG0000702	Prbf.g_01130	Syad.g_01775
OG0000703	Prbf.g_01129	Syad.g_01774
OG0000704	Prbf.g_01127	Syad.g_01772
OG0000705	Prbf.g_01124	Syad.g_01765
OG0000706	Prbf.g_01123	Syad.g_01764
OG0000707	Prbf.g_01122	Syad.g_01763
OG0000708	Prbf.g_01120	Syad.g_01760
OG0000709	Prbf.g_01116	Syad.g_01745
OG0000710	Prbf.g_01113	Syad.g_01738
OG0000711	Prbf.g_01095	Syad.g_01710
OG0000712	Prbf.g_01094	Syad.g_01708
OG0000713	Prbf.g_01093	Syad.g_01707
OG0000714	Prbf.g_01092	Syad.g_01705
OG0000715	Prbf.g_01090	Syad.g_01703
OG0000716	Prbf.g_01088	Syad.g_01697
OG0000717	Prbf.g_01087	Syad.g_01696
OG0000718	Prbf.g_01083	Syad.g_01692
OG0000719	Prbf.g_01081	Syad.g_01690
OG0000720	Prbf.g_01069	Syad.g_01677
OG0000721	Prbf.g_01065	Syad.g_01675
OG0000722	Prbf.g_01064	Syad.g_01674
OG0000723	Prbf.g_01060	Syad.g_01791
OG0000724	Prbf.g_01165	Syad.g_01284
OG0000725	Prbf.g_01171	Syad.g_01293
OG0000726	Prbf.g_01172	Syad.g_01294
OG0000727	Prbf.g_01173	Syad.g_01295
OG0000728	Prbf.g_01175	Syad.g_01297
OG0000729	Prbf.g_00048	Syad.g_00331
OG0000730	Prbf.g_00876	Syad.g_00758
OG0000731	Prbf.g_01684	Syad.g_00770
OG0000732	Prbf.g_00453	Syad.g_00214
OG0000733	Prbf.g_00787	Syad.g_00028
OG0000734	Prbf.g_00902	Syad.g_02809
OG0000735	Prbf.g_00904	Syad.g_01120
OG0000736	Prbf.g_00905	Syad.g_01121
OG0000737	Prbf.g_00906	Syad.g_01122
OG0000738	Prbf.g_00910	Syad.g_01127
OG0000739	Prbf.g_00911	Syad.g_01145
OG0000740	Prbf.g_00912	Syad.g_01146
OG0000741	Prbf.g_00914	Syad.g_01149
OG0000742	Prbf.g_00917	Syad.g_01151
OG0000743	Prbf.g_00919	Syad.g_01153
OG0000744	Prbf.g_00920	Syad.g_01154
OG0000745	Prbf.g_00921	Syad.g_01156
OG0000746	Prbf.g_00923	Syad.g_01158
OG0000747	Prbf.g_00924	Syad.g_01159
OG0000748	Prbf.g_00928	Syad.g_01170
OG0000749	Prbf.g_00929	Syad.g_01173
OG0000750	Prbf.g_00930	Syad.g_01174
OG0000751	Prbf.g_00933	Syad.g_01182
OG0000752	Prbf.g_00935	Syad.g_01184
OG0000753	Prbf.g_00937	Syad.g_01187
OG0000754	Prbf.g_00940	Syad.g_01516
OG0000755	Prbf.g_00946	Syad.g_01504
OG0000756	Prbf.g_00947	Syad.g_01498
OG0000757	Prbf.g_00954	Syad.g_01487
OG0000758	Prbf.g_00955	Syad.g_01486
OG0000759	Prbf.g_00956	Syad.g_01485
OG0000760	Prbf.g_00957	Syad.g_01484
OG0000761	Prbf.g_00958	Syad.g_01480
OG0000762	Prbf.g_00959	Syad.g_01474
OG0000763	Prbf.g_00961	Syad.g_01468
OG0000764	Prbf.g_00962	Syad.g_01467
OG0000765	Prbf.g_00970	Syad.g_01447
OG0000766	Prbf.g_00971	Syad.g_01446
OG0000767	Prbf.g_00973	Syad.g_01444
OG0000768	Prbf.g_00974	Syad.g_01443
OG0000769	Prbf.g_00976	Syad.g_01441
OG0000770	Prbf.g_01914	Syad.g_01437
OG0000771	Prbf.g_00253	Syad.g_01278
OG0000772	Prbf.g_00767	Syad.g_02078
OG0000773	Prbf.g_00035	Syad.g_01114
OG0000774	Prbf.g_00033	Syad.g_02396
OG0000775	Prbf.g_00031	Syad.g_02398
OG0000776	Prbf.g_00030	Syad.g_02399
OG0000777	Prbf.g_00029	Syad.g_02400
OG0000778	Prbf.g_00028	Syad.g_02401
OG0000779	Prbf.g_00024	Syad.g_02407
OG0000780	Prbf.g_00023	Syad.g_02411
OG0000781	Prbf.g_00019	Syad.g_02415
OG0000782	Prbf.g_00018	Syad.g_02416
OG0000783	Prbf.g_00017	Syad.g_02418
OG0000784	Prbf.g_00016	Syad.g_02419
OG0000785	Prbf.g_00014	Syad.g_02421
OG0000786	Prbf.g_00011	Syad.g_01101
OG0000787	Prbf.g_00010	Syad.g_01100
OG0000788	Prbf.g_01782	Syad.g_02139
OG0000789	Prbf.g_00256	Syad.g_01982
OG0000790	Prbf.g_00100	Syad.g_00886
OG0000791	Prbf.g_00102	Syad.g_00885
OG0000792	Prbf.g_00103	Syad.g_00884
OG0000793	Prbf.g_00106	Syad.g_00879
OG0000794	Prbf.g_00107	Syad.g_00878
OG0000795	Prbf.g_00108	Syad.g_00877
OG0000796	Prbf.g_00112	Syad.g_00871
OG0000797	Prbf.g_00113	Syad.g_00870
OG0000799	Prbf.g_00140	Syad.g_02243
OG0000800	Prbf.g_00141	Syad.g_02245
OG0000801	Prbf.g_00142	Syad.g_02246
OG0000802	Prbf.g_00144	Syad.g_02251
OG0000803	Prbf.g_00146	Syad.g_02255
OG0000804	Prbf.g_00147	Syad.g_02260
OG0000805	Prbf.g_00149	Syad.g_02266
OG0000806	Prbf.g_00151	Syad.g_02267
OG0000807	Prbf.g_00152	Syad.g_02269
OG0000808	Prbf.g_00153	Syad.g_02270
OG0000809	Prbf.g_00155	Syad.g_02273
OG0000810	Prbf.g_00156	Syad.g_02274
OG0000811	Prbf.g_00160	Syad.g_02283
OG0000812	Prbf.g_00162	Syad.g_02285
OG0000813	Prbf.g_00163	Syad.g_02286
OG0000814	Prbf.g_00165	Syad.g_02288
OG0000815	Prbf.g_00166	Syad.g_02289
OG0000816	Prbf.g_00168	Syad.g_02290
OG0000817	Prbf.g_00169	Syad.g_02291
OG0000818	Prbf.g_00174	Syad.g_02297
OG0000819	Prbf.g_00175	Syad.g_02298
OG0000820	Prbf.g_00176	Syad.g_02299
OG0000821	Prbf.g_00180	Syad.g_02305
OG0000822	Prbf.g_00181	Syad.g_02307
OG0000823	Prbf.g_00182	Syad.g_02308
OG0000824	Prbf.g_00185	Syad.g_02314
OG0000825	Prbf.g_00186	Syad.g_02315
OG0000826	Prbf.g_00187	Syad.g_02316
OG0000827	Prbf.g_00188	Syad.g_02317
OG0000828	Prbf.g_00191	Syad.g_02320
OG0000829	Prbf.g_00192	Syad.g_02321
OG0000830	Prbf.g_00193	Syad.g_02322
OG0000831	Prbf.g_00195	Syad.g_02325
OG0000832	Prbf.g_00205	Syad.g_02538
OG0000833	Prbf.g_00214	Syad.g_02550
OG0000834	Prbf.g_00215	Syad.g_02552
OG0000835	Prbf.g_00216	Syad.g_02553
OG0000836	Prbf.g_00217	Syad.g_02557
OG0000837	Prbf.g_00218	Syad.g_02561
OG0000838	Prbf.g_00220	Syad.g_02565
OG0000839	Prbf.g_00221	Syad.g_02566
OG0000840	Prbf.g_00222	Syad.g_02567
OG0000841	Prbf.g_00223	Syad.g_02568
OG0000842	Prbf.g_00224	Syad.g_02569
OG0000843	Prbf.g_00225	Syad.g_02570
OG0000844	Prbf.g_00226	Syad.g_02577
OG0000845	Prbf.g_00227	Syad.g_02578
OG0000846	Prbf.g_00228	Syad.g_02579
OG0000847	Prbf.g_00229	Syad.g_02580
OG0000848	Prbf.g_00230	Syad.g_02582
OG0000849	Prbf.g_00231	Syad.g_02583
OG0000850	Prbf.g_00233	Syad.g_02586
OG0000851	Prbf.g_00234	Syad.g_02592
OG0000852	Prbf.g_00235	Syad.g_02593
OG0000853	Prbf.g_00241	Syad.g_02597
OG0000854	Prbf.g_00243	Syad.g_02606
OG0000855	Prbf.g_00244	Syad.g_02607
OG0000856	Prbf.g_01911	Syad.g_02166
OG0000857	Prbf.g_01230	Syad.g_01871
OG0000858	Prbf.g_00700	Syad.g_02613
OG0000859	Prbf.g_00699	Syad.g_02614
OG0000860	Prbf.g_00691	Syad.g_02625
OG0000861	Prbf.g_00690	Syad.g_02626
OG0000862	Prbf.g_00689	Syad.g_02628
OG0000863	Prbf.g_00687	Syad.g_02631
OG0000864	Prbf.g_00686	Syad.g_02632
OG0000865	Prbf.g_00685	Syad.g_02633
OG0000866	Prbf.g_00684	Syad.g_02634
OG0000867	Prbf.g_00683	Syad.g_02635
OG0000868	Prbf.g_00681	Syad.g_02637
OG0000869	Prbf.g_00678	Syad.g_02643
OG0000870	Prbf.g_00673	Syad.g_02648
OG0000871	Prbf.g_00672	Syad.g_02649
OG0000872	Prbf.g_00671	Syad.g_02657
OG0000873	Prbf.g_00668	Syad.g_02660
OG0000874	Prbf.g_00665	Syad.g_02655
OG0000875	Prbf.g_00664	Syad.g_02662
OG0000876	Prbf.g_00663	Syad.g_03003
OG0000877	Prbf.g_00661	Syad.g_02480
OG0000878	Prbf.g_00660	Syad.g_02481
OG0000879	Prbf.g_00659	Syad.g_02482
OG0000880	Prbf.g_00658	Syad.g_02483
OG0000881	Prbf.g_00654	Syad.g_02489
OG0000882	Prbf.g_00649	Syad.g_02494
OG0000883	Prbf.g_00647	Syad.g_02497
OG0000884	Prbf.g_00645	Syad.g_02499
OG0000885	Prbf.g_00644	Syad.g_02500
OG0000886	Prbf.g_00643	Syad.g_02501
OG0000887	Prbf.g_00642	Syad.g_02502
OG0000888	Prbf.g_00640	Syad.g_02504
OG0000889	Prbf.g_00638	Syad.g_02506
OG0000890	Prbf.g_00637	Syad.g_02512
OG0000891	Prbf.g_00636	Syad.g_02513
OG0000892	Prbf.g_00634	Syad.g_02517
OG0000893	Prbf.g_00630	Syad.g_00589
OG0000894	Prbf.g_00627	Syad.g_00592
OG0000895	Prbf.g_00623	Syad.g_00596
OG0000896	Prbf.g_00622	Syad.g_00597
OG0000897	Prbf.g_00620	Syad.g_00599
OG0000898	Prbf.g_00619	Syad.g_00600
OG0000899	Prbf.g_00618	Syad.g_00601
OG0000900	Prbf.g_00617	Syad.g_00602
OG0000901	Prbf.g_00614	Syad.g_00607
OG0000902	Prbf.g_00612	Syad.g_00609
OG0000903	Prbf.g_00608	Syad.g_00645
OG0000904	Prbf.g_00604	Syad.g_00640
OG0000905	Prbf.g_00610	Syad.g_00632
OG0000906	Prbf.g_00611	Syad.g_00630
OG0000907	Prbf.g_00601	Syad.g_00648
OG0000908	Prbf.g_00598	Syad.g_00651
OG0000909	Prbf.g_00597	Syad.g_00652
OG0000910	Prbf.g_00596	Syad.g_00653
OG0000911	Prbf.g_00594	Syad.g_00655
OG0000912	Prbf.g_00593	Syad.g_00656
OG0000913	Prbf.g_00592	Syad.g_00657
OG0000914	Prbf.g_00591	Syad.g_00658
OG0000915	Prbf.g_00590	Syad.g_00660
OG0000916	Prbf.g_00589	Syad.g_00661
OG0000917	Prbf.g_00588	Syad.g_00662
OG0000918	Prbf.g_00587	Syad.g_00663
OG0000919	Prbf.g_00586	Syad.g_00664
OG0000920	Prbf.g_00585	Syad.g_00665
OG0000921	Prbf.g_00584	Syad.g_00666
OG0000922	Prbf.g_00583	Syad.g_00667
OG0000923	Prbf.g_00579	Syad.g_00671
OG0000924	Prbf.g_00578	Syad.g_00672
OG0000925	Prbf.g_00577	Syad.g_00673
OG0000926	Prbf.g_00576	Syad.g_00674
OG0000927	Prbf.g_00574	Syad.g_00676
OG0000928	Prbf.g_00573	Syad.g_00677
OG0000929	Prbf.g_00572	Syad.g_00678
OG0000930	Prbf.g_00571	Syad.g_00679
OG0000931	Prbf.g_00570	Syad.g_00680
OG0000932	Prbf.g_00569	Syad.g_00681
OG0000933	Prbf.g_00565	Syad.g_00687
OG0000934	Prbf.g_00563	Syad.g_00689
OG0000935	Prbf.g_00562	Syad.g_00690
OG0000936	Prbf.g_00561	Syad.g_00691
OG0000937	Prbf.g_00560	Syad.g_00692
OG0000938	Prbf.g_00557	Syad.g_00695
OG0000939	Prbf.g_00556	Syad.g_00696
OG0000940	Prbf.g_00549	Syad.g_00703
OG0000941	Prbf.g_00547	Syad.g_00705
OG0000942	Prbf.g_00545	Syad.g_00707
OG0000943	Prbf.g_00544	Syad.g_00708
OG0000944	Prbf.g_00542	Syad.g_00710
OG0000945	Prbf.g_00541	Syad.g_00711
OG0000946	Prbf.g_00536	Syad.g_00716
OG0000947	Prbf.g_00534	Syad.g_00719
OG0000948	Prbf.g_00533	Syad.g_00720
OG0000949	Prbf.g_00530	Syad.g_00432
OG0000950	Prbf.g_00523	Syad.g_00418
OG0000951	Prbf.g_00519	Syad.g_00411
OG0000952	Prbf.g_00515	Syad.g_00375
OG0000953	Prbf.g_00511	Syad.g_00369
OG0000954	Prbf.g_00507	Syad.g_00364
OG0000955	Prbf.g_00506	Syad.g_00363
OG0000956	Prbf.g_00504	Syad.g_00361
OG0000957	Prbf.g_00498	Syad.g_00350
OG0000958	Prbf.g_00497	Syad.g_00349
OG0000959	Prbf.g_00493	Syad.g_00345
OG0000960	Prbf.g_00492	Syad.g_00344
OG0000961	Prbf.g_00488	Syad.g_00335
OG0000962	Prbf.g_00486	Syad.g_00332
OG0000963	Prbf.g_00482	Syad.g_00325
OG0000964	Prbf.g_00481	Syad.g_00324
OG0000965	Prbf.g_00480	Syad.g_00323
OG0000966	Prbf.g_00474	Syad.g_00246
OG0000967	Prbf.g_00470	Syad.g_00234
OG0000968	Prbf.g_00468	Syad.g_00243
OG0000969	Prbf.g_00467	Syad.g_00240
OG0000970	Prbf.g_00466	Syad.g_00239
OG0000971	Prbf.g_00465	Syad.g_00229
OG0000972	Prbf.g_00464	Syad.g_00228
OG0000973	Prbf.g_00463	Syad.g_00227
OG0000974	Prbf.g_00462	Syad.g_00226
OG0000975	Prbf.g_00461	Syad.g_00225
OG0000976	Prbf.g_00460	Syad.g_00224
OG0000977	Prbf.g_00459	Syad.g_00222
OG0000978	Prbf.g_00458	Syad.g_00221
OG0000979	Prbf.g_00456	Syad.g_00218
OG0000980	Prbf.g_00454	Syad.g_00215
OG0000981	Prbf.g_00451	Syad.g_00212
OG0000982	Prbf.g_00449	Syad.g_03035
OG0000983	Prbf.g_00448	Syad.g_03036
OG0000984	Prbf.g_00447	Syad.g_03037
OG0000985	Prbf.g_00444	Syad.g_03039
OG0000986	Prbf.g_00442	Syad.g_03049
OG0000987	Prbf.g_00441	Syad.g_00002
OG0000988	Prbf.g_00438	Syad.g_00008
OG0000989	Prbf.g_00434	Syad.g_00020
OG0000990	Prbf.g_00430	Syad.g_00061
OG0000991	Prbf.g_00429	Syad.g_00064
OG0000992	Prbf.g_00426	Syad.g_00067
OG0000993	Prbf.g_00425	Syad.g_00069
OG0000994	Prbf.g_00424	Syad.g_00071
OG0000995	Prbf.g_00420	Syad.g_00077
OG0000996	Prbf.g_00419	Syad.g_00121
OG0000997	Prbf.g_00416	Syad.g_00128
OG0000998	Prbf.g_00414	Syad.g_00130
OG0000999	Prbf.g_00413	Syad.g_00131
OG0001000	Prbf.g_00410	Syad.g_00136
OG0001001	Prbf.g_00407	Syad.g_00141
OG0001002	Prbf.g_00402	Syad.g_00148
OG0001003	Prbf.g_00401	Syad.g_00150
OG0001004	Prbf.g_00400	Syad.g_00151
OG0001005	Prbf.g_00399	Syad.g_00152
OG0001006	Prbf.g_00395	Syad.g_00160
OG0001007	Prbf.g_00393	Syad.g_00162
OG0001008	Prbf.g_01721	Syad.g_02449
OG0001009	Prbf.g_01349	Syad.g_00194
OG0001010	Prbf.g_01350	Syad.g_00195
OG0001011	Prbf.g_01352	Syad.g_00196
OG0001012	Prbf.g_01366	Syad.g_03030
OG0001013	Prbf.g_01373	Syad.g_03011
OG0001014	Prbf.g_01376	Syad.g_03002
OG0001015	Prbf.g_01378	Syad.g_03001
OG0001016	Prbf.g_01400	Syad.g_02734
OG0001017	Prbf.g_01404	Syad.g_02740
OG0001018	Prbf.g_01406	Syad.g_02742
OG0001019	Prbf.g_01415	Syad.g_02771
OG0001020	Prbf.g_01416	Syad.g_02777
OG0001021	Prbf.g_01417	Syad.g_02781
OG0001022	Prbf.g_01420	Syad.g_02786
OG0001023	Prbf.g_01421	Syad.g_02787
OG0001024	Prbf.g_01425	Syad.g_02791
OG0001025	Prbf.g_01432	Syad.g_02798
OG0001026	Prbf.g_01441	Syad.g_02811
OG0001027	Prbf.g_01442	Syad.g_02817
OG0001028	Prbf.g_01444	Syad.g_02819
OG0001029	Prbf.g_01445	Syad.g_02821
OG0001030	Prbf.g_01461	Syad.g_02848
OG0001031	Prbf.g_01521	Syad.g_02925
OG0001032	Prbf.g_01522	Syad.g_02928
OG0001033	Prbf.g_01543	Syad.g_02956
OG0001034	Prbf.g_01574	Syad.g_00819
OG0001035	Prbf.g_01594	Syad.g_00559
OG0001036	Prbf.g_01598	Syad.g_00554
OG0001037	Prbf.g_01599	Syad.g_00552
OG0001039	Prbf.g_01621	Syad.g_00522
OG0001040	Prbf.g_01623	Syad.g_00519
OG0001041	Prbf.g_01628	Syad.g_00514
OG0001042	Prbf.g_01645	Syad.g_00485
OG0001043	Prbf.g_01646	Syad.g_00481
OG0001044	Prbf.g_01677	Syad.g_00760
OG0001045	Prbf.g_01686	Syad.g_00773
OG0001046	Prbf.g_00741	Syad.g_01722
OG0001047	Prbf.g_01723	Syad.g_02447
OG0001048	Prbf.g_01724	Syad.g_02446
OG0001049	Prbf.g_01726	Syad.g_02443
OG0001050	Prbf.g_01727	Syad.g_02442
OG0001051	Prbf.g_01728	Syad.g_02441
OG0001052	Prbf.g_01754	Syad.g_02357
OG0001054	Prbf.g_01781	Syad.g_00925
OG0001055	Prbf.g_01800	Syad.g_00946
OG0001056	Prbf.g_01817	Syad.g_00982
OG0001057	Prbf.g_01822	Syad.g_00996
OG0001058	Prbf.g_01830	Syad.g_01015
OG0001059	Prbf.g_01834	Syad.g_01018
OG0001060	Prbf.g_01840	Syad.g_01025
OG0001061	Prbf.g_01855	Syad.g_01047
OG0001062	Prbf.g_01857	Syad.g_01049
OG0001063	Prbf.g_01859	Syad.g_01056
OG0001064	Prbf.g_01860	Syad.g_01057
OG0001065	Prbf.g_01861	Syad.g_01058
OG0001066	Prbf.g_01862	Syad.g_01059
OG0001067	Prbf.g_01863	Syad.g_01060
OG0001068	Prbf.g_01864	Syad.g_01061
OG0001069	Prbf.g_01865	Syad.g_01062
OG0001070	Prbf.g_01869	Syad.g_01065
OG0001071	Prbf.g_01870	Syad.g_01066
OG0001072	Prbf.g_01872	Syad.g_01070
OG0001073	Prbf.g_01886	Syad.g_01090
OG0001074	Prbf.g_01898	Syad.g_02197
OG0001075	Prbf.g_01899	Syad.g_02196
OG0001076	Prbf.g_01906	Syad.g_02175
OG0001077	Prbf.g_01912	Syad.g_02164
OG0001078	Prbf.g_00983	Syad.g_02151
OG0001079	Prbf.g_00995	Syad.g_02138
OG0001080	Prbf.g_01001	Syad.g_02008
OG0001081	Prbf.g_01003	Syad.g_01568
OG0001082	Prbf.g_01004	Syad.g_01569
OG0001083	Prbf.g_01009	Syad.g_01578
OG0001084	Prbf.g_01010	Syad.g_01586
OG0001085	Prbf.g_01293	Syad.g_01596
OG0001086	Prbf.g_01292	Syad.g_01598
OG0001087	Prbf.g_01274	Syad.g_01372
OG0001088	Prbf.g_01273	Syad.g_01368
OG0001089	Prbf.g_01262	Syad.g_01302
OG0001090	Prbf.g_01252	Syad.g_01817
OG0001091	Prbf.g_01030	Syad.g_01815
OG0001092	Prbf.g_01031	Syad.g_01812
OG0001093	Prbf.g_01036	Syad.g_01806
OG0001094	Prbf.g_01029	Syad.g_01895
OG0001095	Prbf.g_01232	Syad.g_01874
OG0001096	Prbf.g_01218	Syad.g_01847
OG0001097	Prbf.g_01198	Syad.g_01223
OG0001098	Prbf.g_01179	Syad.g_02005, Syad.g_01995
OG0001099	Prbf.g_00833	Syad.g_02820
OG0001100	Prbf.g_01329	Syad.g_01608
OG0001101	Prbf.g_01326	Syad.g_01610
OG0001102	Prbf.g_01323	Syad.g_01613
OG0001103	Prbf.g_01321	Syad.g_01616
OG0001104	Prbf.g_01298	Syad.g_01911
OG0001105	Prbf.g_01294	Syad.g_01907
OG0001106	Prbf.g_01126	Syad.g_01771
OG0001107	Prbf.g_01119	Syad.g_01759
OG0001108	Prbf.g_01115	Syad.g_01744
OG0001109	Prbf.g_01114	Syad.g_01739
OG0001110	Prbf.g_01112	Syad.g_01737
OG0001111	Prbf.g_01111	Syad.g_01735
OG0001112	Prbf.g_01110	Syad.g_01733
OG0001113	Prbf.g_01109	Syad.g_01732
OG0001114	Prbf.g_01108	Syad.g_01731
OG0001115	Prbf.g_01106	Syad.g_01727
OG0001116	Prbf.g_01105	Syad.g_01725
OG0001117	Prbf.g_01104	Syad.g_01724
OG0001118	Prbf.g_01103	Syad.g_01723
OG0001119	Prbf.g_01102	Syad.g_01721
