Orthogroup	Prbf	Syab
OG0000562	Prbf.g_01837	Syab.g_02007
OG0000563	Prbf.g_01838	Syab.g_02006
OG0000564	Prbf.g_01839	Syab.g_02005
OG0000565	Prbf.g_01841	Syab.g_02001
OG0000566	Prbf.g_01845	Syab.g_01997
OG0000567	Prbf.g_01849	Syab.g_01993
OG0000568	Prbf.g_01850	Syab.g_01991
OG0000569	Prbf.g_01851	Syab.g_01990
OG0000570	Prbf.g_01852	Syab.g_01989
OG0000571	Prbf.g_01854	Syab.g_01986
OG0000572	Prbf.g_01868	Syab.g_01969
OG0000573	Prbf.g_01874	Syab.g_01960
OG0000574	Prbf.g_01875	Syab.g_01959
OG0000575	Prbf.g_01879	Syab.g_01954
OG0000576	Prbf.g_01881	Syab.g_01952
OG0000577	Prbf.g_01882	Syab.g_01951
OG0000578	Prbf.g_01883	Syab.g_01950
OG0000579	Prbf.g_01884	Syab.g_01949
OG0000580	Prbf.g_01885	Syab.g_01948
OG0000581	Prbf.g_01888	Syab.g_01934
OG0000582	Prbf.g_01891	Syab.g_01929
OG0000583	Prbf.g_01892	Syab.g_01928
OG0000584	Prbf.g_01893	Syab.g_01927
OG0000585	Prbf.g_01895	Syab.g_01924
OG0000586	Prbf.g_01896	Syab.g_01923
OG0000587	Prbf.g_01897	Syab.g_01921
OG0000588	Prbf.g_01901	Syab.g_01910
OG0000589	Prbf.g_01903	Syab.g_01899
OG0000590	Prbf.g_01904	Syab.g_01898
OG0000591	Prbf.g_01908	Syab.g_01892
OG0000592	Prbf.g_01909	Syab.g_01891
OG0000593	Prbf.g_00979	Syab.g_01877
OG0000594	Prbf.g_00980	Syab.g_01876
OG0000595	Prbf.g_00981	Syab.g_01875
OG0000596	Prbf.g_00985	Syab.g_01871
OG0000597	Prbf.g_00988	Syab.g_01868
OG0000598	Prbf.g_00989	Syab.g_01867
OG0000599	Prbf.g_00992	Syab.g_01860
OG0000600	Prbf.g_00993	Syab.g_01859
OG0000601	Prbf.g_00994	Syab.g_01858
OG0000602	Prbf.g_00996	Syab.g_01853
OG0000603	Prbf.g_00997	Syab.g_01852
OG0000604	Prbf.g_00998	Syab.g_01850
OG0000605	Prbf.g_00999	Syab.g_01758
OG0000606	Prbf.g_01002	Syab.g_01529
OG0000607	Prbf.g_01005	Syab.g_01533
OG0000608	Prbf.g_01006	Syab.g_01534
OG0000609	Prbf.g_01007	Syab.g_01536
OG0000610	Prbf.g_01013	Syab.g_01555
OG0000611	Prbf.g_01016	Syab.g_01558
OG0000612	Prbf.g_01017	Syab.g_01559
OG0000613	Prbf.g_01290	Syab.g_00228
OG0000614	Prbf.g_01269	Syab.g_01179
OG0000615	Prbf.g_01258	Syab.g_01605
OG0000616	Prbf.g_00404	Syab.g_02897
OG0000617	Prbf.g_01033	Syab.g_01274
OG0000618	Prbf.g_01034	Syab.g_01275
OG0000619	Prbf.g_01035	Syab.g_01662
OG0000620	Prbf.g_01038	Syab.g_01668
OG0000621	Prbf.g_01039	Syab.g_01669
OG0000622	Prbf.g_01040	Syab.g_01670
OG0000623	Prbf.g_01041	Syab.g_01671
OG0000624	Prbf.g_01043	Syab.g_01673
OG0000625	Prbf.g_01044	Syab.g_01674
OG0000626	Prbf.g_01045	Syab.g_01675
OG0000627	Prbf.g_01046	Syab.g_01438
OG0000628	Prbf.g_01047	Syab.g_01437
OG0000629	Prbf.g_01048	Syab.g_01434
OG0000630	Prbf.g_01051	Syab.g_01430
OG0000631	Prbf.g_01144	Syab.g_01421
OG0000632	Prbf.g_01143	Syab.g_01420
OG0000633	Prbf.g_01142	Syab.g_01419
OG0000634	Prbf.g_01249	Syab.g_01651
OG0000635	Prbf.g_01248	Syab.g_01656
OG0000636	Prbf.g_01246	Syab.g_01658
OG0000637	Prbf.g_01244	Syab.g_01660
OG0000638	Prbf.g_01243	Syab.g_01661
OG0000639	Prbf.g_01242	Syab.g_01276
OG0000640	Prbf.g_01241	Syab.g_01277
OG0000641	Prbf.g_01237	Syab.g_01281
OG0000642	Prbf.g_01236	Syab.g_01282
OG0000643	Prbf.g_01235	Syab.g_01283
OG0000644	Prbf.g_01234	Syab.g_01284
OG0000645	Prbf.g_01233	Syab.g_01286
OG0000646	Prbf.g_01231	Syab.g_01289
OG0000647	Prbf.g_01229	Syab.g_01291
OG0000648	Prbf.g_01227	Syab.g_01684
OG0000649	Prbf.g_01226	Syab.g_01685
OG0000650	Prbf.g_01225	Syab.g_01686
OG0000651	Prbf.g_01224	Syab.g_01687
OG0000652	Prbf.g_01223	Syab.g_01688
OG0000653	Prbf.g_01221	Syab.g_01690
OG0000654	Prbf.g_01220	Syab.g_01691
OG0000655	Prbf.g_01219	Syab.g_01692
OG0000656	Prbf.g_01216	Syab.g_01695
OG0000657	Prbf.g_01208	Syab.g_01706
OG0000658	Prbf.g_01206	Syab.g_01710
OG0000659	Prbf.g_01205	Syab.g_01711
OG0000660	Prbf.g_01201	Syab.g_01715
OG0000661	Prbf.g_01199	Syab.g_01717
OG0000662	Prbf.g_01197	Syab.g_01719
OG0000663	Prbf.g_01195	Syab.g_01722
OG0000664	Prbf.g_01194	Syab.g_01723
OG0000665	Prbf.g_01188	Syab.g_01829
OG0000666	Prbf.g_01187	Syab.g_01842
OG0000667	Prbf.g_01183	Syab.g_01548
OG0000668	Prbf.g_00838	Syab.g_01319
OG0000669	Prbf.g_01331	Syab.g_01642
OG0000670	Prbf.g_01328	Syab.g_02156
OG0000671	Prbf.g_01325	Syab.g_01638
OG0000672	Prbf.g_01322	Syab.g_01635
OG0000673	Prbf.g_01319	Syab.g_01632
OG0000674	Prbf.g_01317	Syab.g_01630
OG0000675	Prbf.g_01316	Syab.g_01629
OG0000676	Prbf.g_01314	Syab.g_01620
OG0000677	Prbf.g_01313	Syab.g_01619
OG0000678	Prbf.g_01311	Syab.g_01613
OG0000679	Prbf.g_01307	Syab.g_01601
OG0000680	Prbf.g_01306	Syab.g_01600
OG0000681	Prbf.g_01303	Syab.g_01597
OG0000682	Prbf.g_01302	Syab.g_01596
OG0000683	Prbf.g_01301	Syab.g_01595
OG0000684	Prbf.g_01299	Syab.g_01591
OG0000685	Prbf.g_01297	Syab.g_01589
OG0000686	Prbf.g_01296	Syab.g_01588
OG0000687	Prbf.g_01295	Syab.g_01586
OG0000688	Prbf.g_01021	Syab.g_01576
OG0000689	Prbf.g_01022	Syab.g_01574
OG0000690	Prbf.g_01023	Syab.g_01573
OG0000691	Prbf.g_01024	Syab.g_01572
OG0000692	Prbf.g_01026	Syab.g_01571
OG0000693	Prbf.g_01027	Syab.g_01569
OG0000694	Prbf.g_01028	Syab.g_01568
OG0000695	Prbf.g_01140	Syab.g_01417
OG0000696	Prbf.g_01139	Syab.g_01416
OG0000697	Prbf.g_01138	Syab.g_01415
OG0000698	Prbf.g_01135	Syab.g_01412
OG0000699	Prbf.g_01134	Syab.g_01411
OG0000700	Prbf.g_01133	Syab.g_01410
OG0000701	Prbf.g_01132	Syab.g_01409
OG0000702	Prbf.g_01130	Syab.g_01401
OG0000703	Prbf.g_01129	Syab.g_01400
OG0000704	Prbf.g_01127	Syab.g_01398
OG0000705	Prbf.g_01124	Syab.g_01391
OG0000706	Prbf.g_01123	Syab.g_01390
OG0000707	Prbf.g_01122	Syab.g_01389
OG0000708	Prbf.g_01120	Syab.g_01386
OG0000709	Prbf.g_01116	Syab.g_01378
OG0000710	Prbf.g_01113	Syab.g_01367
OG0000711	Prbf.g_01095	Syab.g_01340
OG0000712	Prbf.g_01094	Syab.g_01338
OG0000713	Prbf.g_01093	Syab.g_01337
OG0000714	Prbf.g_01092	Syab.g_01334
OG0000715	Prbf.g_01090	Syab.g_01332
OG0000716	Prbf.g_01088	Syab.g_01328
OG0000717	Prbf.g_01087	Syab.g_01327
OG0000718	Prbf.g_01083	Syab.g_01323
OG0000719	Prbf.g_01081	Syab.g_01321
OG0000720	Prbf.g_01069	Syab.g_01307
OG0000721	Prbf.g_01065	Syab.g_01305
OG0000722	Prbf.g_01064	Syab.g_01304
OG0000723	Prbf.g_01060	Syab.g_01678
OG0000724	Prbf.g_01165	Syab.g_01223
OG0000725	Prbf.g_01171	Syab.g_01207
OG0000726	Prbf.g_01172	Syab.g_01206
OG0000727	Prbf.g_01173	Syab.g_01205
OG0000728	Prbf.g_01175	Syab.g_01203
OG0000729	Prbf.g_00048	Syab.g_00097
OG0000730	Prbf.g_00876	Syab.g_00521
OG0000731	Prbf.g_01684	Syab.g_00531
OG0000732	Prbf.g_00453	Syab.g_00055
OG0000733	Prbf.g_00787	Syab.g_02798
OG0000734	Prbf.g_00902	Syab.g_02508
OG0000735	Prbf.g_00904	Syab.g_00942
OG0000736	Prbf.g_00905	Syab.g_00943
OG0000737	Prbf.g_00906	Syab.g_00944
OG0000738	Prbf.g_00910	Syab.g_00949
OG0000739	Prbf.g_00911	Syab.g_00961
OG0000740	Prbf.g_00912	Syab.g_00962
OG0000741	Prbf.g_00914	Syab.g_00965
OG0000742	Prbf.g_00917	Syab.g_00968
OG0000743	Prbf.g_00919	Syab.g_00970
OG0000744	Prbf.g_00920	Syab.g_00971
OG0000745	Prbf.g_00921	Syab.g_00973
OG0000746	Prbf.g_00923	Syab.g_00975
OG0000747	Prbf.g_00924	Syab.g_00976
OG0000748	Prbf.g_00928	Syab.g_00991
OG0000749	Prbf.g_00929	Syab.g_00992
OG0000750	Prbf.g_00930	Syab.g_00993
OG0000751	Prbf.g_00933	Syab.g_01002
OG0000752	Prbf.g_00935	Syab.g_01004
OG0000753	Prbf.g_00937	Syab.g_01007
OG0000754	Prbf.g_00940	Syab.g_01012
OG0000755	Prbf.g_00946	Syab.g_01021
OG0000756	Prbf.g_00947	Syab.g_01022
OG0000757	Prbf.g_00954	Syab.g_01029
OG0000758	Prbf.g_00955	Syab.g_01030
OG0000759	Prbf.g_00956	Syab.g_01031
OG0000760	Prbf.g_00957	Syab.g_01032
OG0000761	Prbf.g_00958	Syab.g_01034
OG0000762	Prbf.g_00959	Syab.g_01036
OG0000763	Prbf.g_00961	Syab.g_01038
OG0000764	Prbf.g_00962	Syab.g_01039
OG0000765	Prbf.g_00970	Syab.g_01154
OG0000766	Prbf.g_00971	Syab.g_01153
OG0000767	Prbf.g_00973	Syab.g_01151
OG0000768	Prbf.g_00974	Syab.g_01150
OG0000769	Prbf.g_00976	Syab.g_01148
OG0000770	Prbf.g_01914	Syab.g_01145
OG0000771	Prbf.g_00253	Syab.g_01229
OG0000772	Prbf.g_00767	Syab.g_00957
OG0000773	Prbf.g_00035	Syab.g_00931
OG0000774	Prbf.g_00033	Syab.g_00924
OG0000775	Prbf.g_00031	Syab.g_00922
OG0000776	Prbf.g_00030	Syab.g_00921
OG0000777	Prbf.g_00029	Syab.g_00920
OG0000778	Prbf.g_00028	Syab.g_00919
OG0000779	Prbf.g_00024	Syab.g_00913
OG0000780	Prbf.g_00023	Syab.g_00908
OG0000781	Prbf.g_00019	Syab.g_00904
OG0000782	Prbf.g_00018	Syab.g_00903
OG0000783	Prbf.g_00017	Syab.g_00902
OG0000784	Prbf.g_00016	Syab.g_00901
OG0000785	Prbf.g_00014	Syab.g_00899
OG0000786	Prbf.g_00011	Syab.g_00895
OG0000787	Prbf.g_00010	Syab.g_00894
OG0000788	Prbf.g_01782	Syab.g_01857
OG0000789	Prbf.g_00256	Syab.g_01835
OG0000790	Prbf.g_00100	Syab.g_02082
OG0000791	Prbf.g_00102	Syab.g_02080
OG0000792	Prbf.g_00103	Syab.g_02079
OG0000793	Prbf.g_00106	Syab.g_02074
OG0000794	Prbf.g_00107	Syab.g_02073
OG0000795	Prbf.g_00108	Syab.g_02072
OG0000796	Prbf.g_00112	Syab.g_02068
OG0000797	Prbf.g_00113	Syab.g_02067
OG0000799	Prbf.g_00140	Syab.g_00826
OG0000800	Prbf.g_00141	Syab.g_00821
OG0000801	Prbf.g_00142	Syab.g_00820
OG0000802	Prbf.g_00144	Syab.g_00816
OG0000803	Prbf.g_00146	Syab.g_00806
OG0000804	Prbf.g_00147	Syab.g_00802
OG0000805	Prbf.g_00149	Syab.g_00792
OG0000806	Prbf.g_00151	Syab.g_00790
OG0000807	Prbf.g_00152	Syab.g_00788
OG0000808	Prbf.g_00153	Syab.g_00783
OG0000809	Prbf.g_00155	Syab.g_00780
OG0000810	Prbf.g_00156	Syab.g_00779
OG0000811	Prbf.g_00160	Syab.g_00770
OG0000812	Prbf.g_00162	Syab.g_00768
OG0000813	Prbf.g_00163	Syab.g_00767
OG0000814	Prbf.g_00165	Syab.g_00765
OG0000815	Prbf.g_00166	Syab.g_00760
OG0000816	Prbf.g_00168	Syab.g_00758
OG0000817	Prbf.g_00169	Syab.g_00757
OG0000818	Prbf.g_00174	Syab.g_00751
OG0000819	Prbf.g_00175	Syab.g_00750
OG0000820	Prbf.g_00176	Syab.g_00749
OG0000821	Prbf.g_00180	Syab.g_00743
OG0000822	Prbf.g_00181	Syab.g_00741
OG0000823	Prbf.g_00182	Syab.g_00740
OG0000824	Prbf.g_00185	Syab.g_00735
OG0000825	Prbf.g_00186	Syab.g_00734
OG0000826	Prbf.g_00187	Syab.g_00733
OG0000827	Prbf.g_00188	Syab.g_00732
OG0000828	Prbf.g_00191	Syab.g_00729
OG0000829	Prbf.g_00192	Syab.g_00728
OG0000830	Prbf.g_00193	Syab.g_00727
OG0000831	Prbf.g_00195	Syab.g_00725
OG0000832	Prbf.g_00205	Syab.g_02169
OG0000833	Prbf.g_00214	Syab.g_02178
OG0000834	Prbf.g_00215	Syab.g_02181
OG0000835	Prbf.g_00216	Syab.g_02182
OG0000836	Prbf.g_00217	Syab.g_02185
OG0000837	Prbf.g_00218	Syab.g_02186
OG0000838	Prbf.g_00220	Syab.g_02190
OG0000839	Prbf.g_00221	Syab.g_02191
OG0000840	Prbf.g_00222	Syab.g_02192
OG0000841	Prbf.g_00223	Syab.g_02193
OG0000842	Prbf.g_00224	Syab.g_02194
OG0000843	Prbf.g_00225	Syab.g_02195
OG0000844	Prbf.g_00226	Syab.g_02197
OG0000845	Prbf.g_00227	Syab.g_02198
OG0000846	Prbf.g_00228	Syab.g_02199
OG0000847	Prbf.g_00229	Syab.g_02200
OG0000848	Prbf.g_00230	Syab.g_02202
OG0000849	Prbf.g_00231	Syab.g_02203
OG0000850	Prbf.g_00233	Syab.g_02212
OG0000851	Prbf.g_00234	Syab.g_02226
OG0000852	Prbf.g_00235	Syab.g_02227
OG0000853	Prbf.g_00241	Syab.g_02233
OG0000854	Prbf.g_00243	Syab.g_02235
OG0000855	Prbf.g_00244	Syab.g_02236
OG0000856	Prbf.g_01911	Syab.g_01889
OG0000857	Prbf.g_01230	Syab.g_01290
OG0000858	Prbf.g_00700	Syab.g_02244
OG0000859	Prbf.g_00699	Syab.g_02245
OG0000860	Prbf.g_00691	Syab.g_02258
OG0000861	Prbf.g_00690	Syab.g_02259
OG0000862	Prbf.g_00689	Syab.g_02261
OG0000863	Prbf.g_00687	Syab.g_02265
OG0000864	Prbf.g_00686	Syab.g_02266
OG0000865	Prbf.g_00685	Syab.g_02267
OG0000866	Prbf.g_00684	Syab.g_02268
OG0000867	Prbf.g_00683	Syab.g_02269
OG0000868	Prbf.g_00681	Syab.g_02287
OG0000869	Prbf.g_00678	Syab.g_02292
OG0000870	Prbf.g_00673	Syab.g_02297
OG0000871	Prbf.g_00672	Syab.g_02298
OG0000872	Prbf.g_00671	Syab.g_02305
OG0000873	Prbf.g_00668	Syab.g_02308
OG0000874	Prbf.g_00665	Syab.g_02311
OG0000875	Prbf.g_00664	Syab.g_02313
OG0000876	Prbf.g_00663	Syab.g_02315
OG0000877	Prbf.g_00661	Syab.g_02317
OG0000878	Prbf.g_00660	Syab.g_02318
OG0000879	Prbf.g_00659	Syab.g_02319
OG0000880	Prbf.g_00658	Syab.g_02320
OG0000881	Prbf.g_00654	Syab.g_02325
OG0000882	Prbf.g_00649	Syab.g_02330
OG0000883	Prbf.g_00647	Syab.g_02332
OG0000884	Prbf.g_00645	Syab.g_02334
OG0000885	Prbf.g_00644	Syab.g_02335
OG0000886	Prbf.g_00643	Syab.g_02336
OG0000887	Prbf.g_00642	Syab.g_02338
OG0000888	Prbf.g_00640	Syab.g_02340
OG0000889	Prbf.g_00638	Syab.g_02342
OG0000890	Prbf.g_00637	Syab.g_02348
OG0000891	Prbf.g_00636	Syab.g_02349
OG0000892	Prbf.g_00634	Syab.g_02353
OG0000893	Prbf.g_00630	Syab.g_00366
OG0000894	Prbf.g_00627	Syab.g_00369
OG0000895	Prbf.g_00623	Syab.g_00373
OG0000896	Prbf.g_00622	Syab.g_00374
OG0000897	Prbf.g_00620	Syab.g_00376
OG0000898	Prbf.g_00619	Syab.g_00377
OG0000899	Prbf.g_00618	Syab.g_00378
OG0000900	Prbf.g_00617	Syab.g_00379
OG0000901	Prbf.g_00614	Syab.g_00384
OG0000902	Prbf.g_00612	Syab.g_00386
OG0000903	Prbf.g_00608	Syab.g_00399
OG0000904	Prbf.g_00604	Syab.g_00395
OG0000905	Prbf.g_00610	Syab.g_00390
OG0000906	Prbf.g_00611	Syab.g_00388
OG0000907	Prbf.g_00601	Syab.g_00401
OG0000908	Prbf.g_00598	Syab.g_00404
OG0000909	Prbf.g_00597	Syab.g_00405
OG0000910	Prbf.g_00596	Syab.g_00406
OG0000911	Prbf.g_00594	Syab.g_00408
OG0000912	Prbf.g_00593	Syab.g_00409
OG0000913	Prbf.g_00592	Syab.g_00410
OG0000914	Prbf.g_00591	Syab.g_00411
OG0000915	Prbf.g_00590	Syab.g_00412
OG0000916	Prbf.g_00589	Syab.g_00413
OG0000917	Prbf.g_00588	Syab.g_00414
OG0000918	Prbf.g_00587	Syab.g_00415
OG0000919	Prbf.g_00586	Syab.g_00416
OG0000920	Prbf.g_00585	Syab.g_00417
OG0000921	Prbf.g_00584	Syab.g_00418
OG0000922	Prbf.g_00583	Syab.g_00419
OG0000923	Prbf.g_00579	Syab.g_00423
OG0000924	Prbf.g_00578	Syab.g_00424
OG0000925	Prbf.g_00577	Syab.g_00425
OG0000926	Prbf.g_00576	Syab.g_00426
OG0000927	Prbf.g_00574	Syab.g_00428
OG0000928	Prbf.g_00573	Syab.g_00429
OG0000929	Prbf.g_00572	Syab.g_00430
OG0000930	Prbf.g_00571	Syab.g_00431
OG0000931	Prbf.g_00570	Syab.g_00432
OG0000932	Prbf.g_00569	Syab.g_00433
OG0000933	Prbf.g_00565	Syab.g_00439
OG0000934	Prbf.g_00563	Syab.g_00441
OG0000935	Prbf.g_00562	Syab.g_00442
OG0000936	Prbf.g_00561	Syab.g_00443
OG0000937	Prbf.g_00560	Syab.g_00444
OG0000938	Prbf.g_00557	Syab.g_00447
OG0000939	Prbf.g_00556	Syab.g_00448
OG0000940	Prbf.g_00549	Syab.g_00456
OG0000941	Prbf.g_00547	Syab.g_00458
OG0000942	Prbf.g_00545	Syab.g_00460
OG0000943	Prbf.g_00544	Syab.g_00461
OG0000944	Prbf.g_00542	Syab.g_00463
OG0000945	Prbf.g_00541	Syab.g_00466
OG0000946	Prbf.g_00536	Syab.g_00473
OG0000947	Prbf.g_00534	Syab.g_00476
OG0000948	Prbf.g_00533	Syab.g_00477
OG0000949	Prbf.g_00530	Syab.g_00212
OG0000950	Prbf.g_00523	Syab.g_00204
OG0000951	Prbf.g_00519	Syab.g_00199
OG0000952	Prbf.g_00515	Syab.g_00191
OG0000953	Prbf.g_00511	Syab.g_00134
OG0000954	Prbf.g_00507	Syab.g_00129
OG0000955	Prbf.g_00506	Syab.g_00128
OG0000956	Prbf.g_00504	Syab.g_00126
OG0000957	Prbf.g_00498	Syab.g_00115
OG0000958	Prbf.g_00497	Syab.g_00114
OG0000959	Prbf.g_00493	Syab.g_00110
OG0000960	Prbf.g_00492	Syab.g_00109
OG0000961	Prbf.g_00488	Syab.g_00100
OG0000962	Prbf.g_00486	Syab.g_00098
OG0000963	Prbf.g_00482	Syab.g_00093
OG0000964	Prbf.g_00481	Syab.g_00092
OG0000965	Prbf.g_00480	Syab.g_00091
OG0000966	Prbf.g_00474	Syab.g_00082
OG0000967	Prbf.g_00470	Syab.g_00078
OG0000968	Prbf.g_00468	Syab.g_00075
OG0000969	Prbf.g_00467	Syab.g_00073
OG0000970	Prbf.g_00466	Syab.g_00072
OG0000971	Prbf.g_00465	Syab.g_00070
OG0000972	Prbf.g_00464	Syab.g_00069
OG0000973	Prbf.g_00463	Syab.g_00068
OG0000974	Prbf.g_00462	Syab.g_00067
OG0000975	Prbf.g_00461	Syab.g_00066
OG0000976	Prbf.g_00460	Syab.g_00065
OG0000977	Prbf.g_00459	Syab.g_00063
OG0000978	Prbf.g_00458	Syab.g_00062
OG0000979	Prbf.g_00456	Syab.g_00059
OG0000980	Prbf.g_00454	Syab.g_00056
OG0000981	Prbf.g_00451	Syab.g_00053
OG0000982	Prbf.g_00449	Syab.g_02756
OG0000983	Prbf.g_00448	Syab.g_02757
OG0000984	Prbf.g_00447	Syab.g_02758
OG0000985	Prbf.g_00444	Syab.g_02762
OG0000986	Prbf.g_00442	Syab.g_02764
OG0000987	Prbf.g_00441	Syab.g_02768
OG0000988	Prbf.g_00438	Syab.g_02774
OG0000989	Prbf.g_00434	Syab.g_02792
OG0000990	Prbf.g_00430	Syab.g_02811
OG0000991	Prbf.g_00429	Syab.g_02818
OG0000992	Prbf.g_00426	Syab.g_02821
OG0000993	Prbf.g_00425	Syab.g_02822
OG0000994	Prbf.g_00424	Syab.g_02826
OG0000995	Prbf.g_00420	Syab.g_02835
OG0000996	Prbf.g_00419	Syab.g_02866
OG0000997	Prbf.g_00416	Syab.g_02875
OG0000998	Prbf.g_00414	Syab.g_02877
OG0000999	Prbf.g_00413	Syab.g_02878
OG0001000	Prbf.g_00410	Syab.g_02881
OG0001001	Prbf.g_00407	Syab.g_02888
OG0001002	Prbf.g_00402	Syab.g_02900
OG0001003	Prbf.g_00401	Syab.g_02902
OG0001004	Prbf.g_00400	Syab.g_02903
OG0001005	Prbf.g_00399	Syab.g_02905
OG0001006	Prbf.g_00395	Syab.g_02912
OG0001007	Prbf.g_00393	Syab.g_02914
OG0001008	Prbf.g_01721	Syab.g_00584
OG0001009	Prbf.g_01349	Syab.g_00033
OG0001010	Prbf.g_01350	Syab.g_00034
OG0001011	Prbf.g_01352	Syab.g_00035
OG0001012	Prbf.g_01366	Syab.g_02752
OG0001013	Prbf.g_01373	Syab.g_02716
OG0001014	Prbf.g_01376	Syab.g_02712
OG0001015	Prbf.g_01378	Syab.g_02711
OG0001016	Prbf.g_01400	Syab.g_02439
OG0001017	Prbf.g_01404	Syab.g_02445
OG0001018	Prbf.g_01406	Syab.g_02447
OG0001019	Prbf.g_01415	Syab.g_02469
OG0001020	Prbf.g_01416	Syab.g_02477
OG0001021	Prbf.g_01417	Syab.g_02481
OG0001022	Prbf.g_01420	Syab.g_02485
OG0001023	Prbf.g_01421	Syab.g_02486
OG0001024	Prbf.g_01425	Syab.g_02490
OG0001025	Prbf.g_01432	Syab.g_02497
OG0001026	Prbf.g_01441	Syab.g_02510
OG0001027	Prbf.g_01442	Syab.g_02515
OG0001028	Prbf.g_01444	Syab.g_02517
OG0001029	Prbf.g_01445	Syab.g_02519
OG0001030	Prbf.g_01461	Syab.g_02540
OG0001031	Prbf.g_01521	Syab.g_02615
OG0001032	Prbf.g_01522	Syab.g_02617
OG0001033	Prbf.g_01543	Syab.g_02675
OG0001034	Prbf.g_01574	Syab.g_02370
OG0001035	Prbf.g_01594	Syab.g_00335
OG0001036	Prbf.g_01598	Syab.g_00327
OG0001037	Prbf.g_01599	Syab.g_00325
OG0001038	Prbf.g_01618	Syab.g_00297
OG0001039	Prbf.g_01621	Syab.g_00294
OG0001040	Prbf.g_01623	Syab.g_00291
OG0001041	Prbf.g_01628	Syab.g_00286
OG0001042	Prbf.g_01645	Syab.g_00254
OG0001043	Prbf.g_01646	Syab.g_00250
OG0001044	Prbf.g_01677	Syab.g_00522
OG0001045	Prbf.g_01686	Syab.g_00534
OG0001046	Prbf.g_00741	Syab.g_01352
OG0001047	Prbf.g_01723	Syab.g_00586
OG0001048	Prbf.g_01724	Syab.g_00587
OG0001049	Prbf.g_01726	Syab.g_00590
OG0001050	Prbf.g_01727	Syab.g_00591
OG0001051	Prbf.g_01728	Syab.g_00592
OG0001052	Prbf.g_01754	Syab.g_00693
OG0001053	Prbf.g_01766	Syab.g_02099
OG0001054	Prbf.g_01781	Syab.g_02118
OG0001055	Prbf.g_01800	Syab.g_02139
OG0001056	Prbf.g_01817	Syab.g_02036
OG0001057	Prbf.g_01822	Syab.g_00882
OG0001058	Prbf.g_01830	Syab.g_02014
OG0001059	Prbf.g_01834	Syab.g_02010
OG0001060	Prbf.g_01840	Syab.g_02003
OG0001061	Prbf.g_01855	Syab.g_01985
OG0001062	Prbf.g_01857	Syab.g_01983
OG0001063	Prbf.g_01859	Syab.g_01979
OG0001064	Prbf.g_01860	Syab.g_01978
OG0001065	Prbf.g_01861	Syab.g_01976
OG0001066	Prbf.g_01862	Syab.g_01975
OG0001067	Prbf.g_01863	Syab.g_01974
OG0001068	Prbf.g_01864	Syab.g_01973
OG0001069	Prbf.g_01865	Syab.g_01972
OG0001070	Prbf.g_01869	Syab.g_01968
OG0001071	Prbf.g_01870	Syab.g_01967
OG0001072	Prbf.g_01872	Syab.g_01962
OG0001073	Prbf.g_01886	Syab.g_01947
OG0001074	Prbf.g_01898	Syab.g_01815
OG0001075	Prbf.g_01899	Syab.g_01919
OG0001076	Prbf.g_01906	Syab.g_01897
OG0001077	Prbf.g_01912	Syab.g_01887
OG0001079	Prbf.g_00995	Syab.g_01856
OG0001080	Prbf.g_01001	Syab.g_01756
OG0001081	Prbf.g_01003	Syab.g_01530
OG0001082	Prbf.g_01004	Syab.g_01531
OG0001083	Prbf.g_01009	Syab.g_01540
OG0001084	Prbf.g_01010	Syab.g_01543
OG0001085	Prbf.g_01293	Syab.g_01563
OG0001086	Prbf.g_01292	Syab.g_01565
OG0001087	Prbf.g_01274	Syab.g_01167
OG0001088	Prbf.g_01273	Syab.g_01170
OG0001089	Prbf.g_01262	Syab.g_01198
OG0001090	Prbf.g_01252	Syab.g_01267
OG0001091	Prbf.g_01030	Syab.g_01270
OG0001092	Prbf.g_01031	Syab.g_01272
OG0001093	Prbf.g_01036	Syab.g_01664
OG0001094	Prbf.g_01029	Syab.g_01567
OG0001095	Prbf.g_01232	Syab.g_01287
OG0001096	Prbf.g_01218	Syab.g_01693
OG0001097	Prbf.g_01198	Syab.g_01718
OG0001098	Prbf.g_01179	Syab.g_01497
OG0001099	Prbf.g_00833	Syab.g_02518
OG0001100	Prbf.g_01329	Syab.g_01640
OG0001101	Prbf.g_01326	Syab.g_01639
OG0001102	Prbf.g_01323	Syab.g_01636
OG0001103	Prbf.g_01321	Syab.g_01634
OG0001104	Prbf.g_01298	Syab.g_01590
OG0001105	Prbf.g_01294	Syab.g_01585
OG0001106	Prbf.g_01126	Syab.g_01397
OG0001107	Prbf.g_01119	Syab.g_01385
OG0001108	Prbf.g_01115	Syab.g_01377
OG0001109	Prbf.g_01114	Syab.g_01368
OG0001110	Prbf.g_01112	Syab.g_01366
OG0001111	Prbf.g_01111	Syab.g_01364
OG0001112	Prbf.g_01110	Syab.g_01362
OG0001113	Prbf.g_01109	Syab.g_01593
OG0001114	Prbf.g_01108	Syab.g_01361
OG0001115	Prbf.g_01106	Syab.g_01357
OG0001116	Prbf.g_01105	Syab.g_01355
OG0001117	Prbf.g_01104	Syab.g_01354
OG0001118	Prbf.g_01103	Syab.g_01353
OG0001119	Prbf.g_01102	Syab.g_01351
OG0001120	Prbf.g_01100	Syab.g_01347
OG0001122	Prbf.g_01080	Syab.g_01320
OG0001123	Prbf.g_01074	Syab.g_01312
