Orthogroup	Prbf	Syag
OG0000566	Prbf.g_01845	Syag.g_00288
OG0000567	Prbf.g_01849	Syag.g_00292
OG0000568	Prbf.g_01850	Syag.g_00295
OG0000569	Prbf.g_01851	Syag.g_00296
OG0000570	Prbf.g_01852	Syag.g_00297
OG0000571	Prbf.g_01854	Syag.g_00301
OG0000572	Prbf.g_01868	Syag.g_00251, Syag.g_00320
OG0000573	Prbf.g_01874	Syag.g_00329
OG0000574	Prbf.g_01875	Syag.g_00330
OG0000575	Prbf.g_01879	Syag.g_00335
OG0000576	Prbf.g_01881	Syag.g_00337
OG0000577	Prbf.g_01882	Syag.g_00338
OG0000578	Prbf.g_01883	Syag.g_00339
OG0000579	Prbf.g_01884	Syag.g_00340
OG0000580	Prbf.g_01885	Syag.g_00341
OG0000581	Prbf.g_01888	Syag.g_00348
OG0000582	Prbf.g_01891	Syag.g_00353
OG0000583	Prbf.g_01892	Syag.g_00354
OG0000584	Prbf.g_01893	Syag.g_00355
OG0000585	Prbf.g_01895	Syag.g_00357
OG0000586	Prbf.g_01896	Syag.g_00358
OG0000587	Prbf.g_01897	Syag.g_00360
OG0000588	Prbf.g_01901	Syag.g_00371
OG0000589	Prbf.g_01903	Syag.g_00375
OG0000590	Prbf.g_01904	Syag.g_00376
OG0000591	Prbf.g_01908	Syag.g_00383
OG0000592	Prbf.g_01909	Syag.g_00384
OG0000593	Prbf.g_00979	Syag.g_00406
OG0000594	Prbf.g_00980	Syag.g_00407
OG0000595	Prbf.g_00981	Syag.g_00408
OG0000596	Prbf.g_00985	Syag.g_00413
OG0000597	Prbf.g_00988	Syag.g_00416
OG0000598	Prbf.g_00989	Syag.g_00417
OG0000599	Prbf.g_00992	Syag.g_00424
OG0000600	Prbf.g_00993	Syag.g_00425
OG0000601	Prbf.g_00994	Syag.g_00426
OG0000602	Prbf.g_00996	Syag.g_00431
OG0000603	Prbf.g_00997	Syag.g_00432
OG0000604	Prbf.g_00998	Syag.g_00434
OG0000605	Prbf.g_00999	Syag.g_00522
OG0000606	Prbf.g_01002	Syag.g_00550
OG0000607	Prbf.g_01005	Syag.g_00553
OG0000608	Prbf.g_01006	Syag.g_00554
OG0000609	Prbf.g_01007	Syag.g_00556
OG0000610	Prbf.g_01013	Syag.g_00580
OG0000611	Prbf.g_01016	Syag.g_00583
OG0000612	Prbf.g_01017	Syag.g_00584
OG0000613	Prbf.g_01290	Syag.g_02533
OG0000614	Prbf.g_01269	Syag.g_01004
OG0000615	Prbf.g_01258	Syag.g_00630
OG0000616	Prbf.g_00404	Syag.g_02255
OG0000617	Prbf.g_01033	Syag.g_00915
OG0000618	Prbf.g_01034	Syag.g_00914
OG0000619	Prbf.g_01035	Syag.g_00913
OG0000620	Prbf.g_01038	Syag.g_00906
OG0000621	Prbf.g_01039	Syag.g_00905
OG0000622	Prbf.g_01040	Syag.g_00904
OG0000623	Prbf.g_01041	Syag.g_00903
OG0000624	Prbf.g_01043	Syag.g_00901
OG0000625	Prbf.g_01044	Syag.g_00900
OG0000626	Prbf.g_01045	Syag.g_00899
OG0000627	Prbf.g_01046	Syag.g_00756
OG0000628	Prbf.g_01047	Syag.g_00757
OG0000629	Prbf.g_01048	Syag.g_00761
OG0000630	Prbf.g_01051	Syag.g_00765
OG0000631	Prbf.g_01144	Syag.g_00772
OG0000632	Prbf.g_01143	Syag.g_00773
OG0000633	Prbf.g_01142	Syag.g_00774
OG0000634	Prbf.g_01249	Syag.g_00663
OG0000635	Prbf.g_01248	Syag.g_00664
OG0000636	Prbf.g_01246	Syag.g_00666
OG0000637	Prbf.g_01244	Syag.g_00668
OG0000638	Prbf.g_01243	Syag.g_00669
OG0000639	Prbf.g_01242	Syag.g_00670
OG0000640	Prbf.g_01241	Syag.g_00671
OG0000641	Prbf.g_01237	Syag.g_00675
OG0000642	Prbf.g_01236	Syag.g_00676
OG0000643	Prbf.g_01235	Syag.g_00677
OG0000644	Prbf.g_01234	Syag.g_00678
OG0000645	Prbf.g_01233	Syag.g_00680
OG0000646	Prbf.g_01231	Syag.g_00683
OG0000647	Prbf.g_01229	Syag.g_00685
OG0000648	Prbf.g_01227	Syag.g_00694
OG0000649	Prbf.g_01226	Syag.g_00695
OG0000650	Prbf.g_01225	Syag.g_00696
OG0000651	Prbf.g_01224	Syag.g_00697
OG0000652	Prbf.g_01223	Syag.g_00698
OG0000653	Prbf.g_01221	Syag.g_00700
OG0000654	Prbf.g_01220	Syag.g_00701
OG0000655	Prbf.g_01219	Syag.g_00702
OG0000656	Prbf.g_01216	Syag.g_00705
OG0000657	Prbf.g_01208	Syag.g_00719
OG0000658	Prbf.g_01206	Syag.g_00721
OG0000659	Prbf.g_01205	Syag.g_00722
OG0000660	Prbf.g_01201	Syag.g_00726
OG0000661	Prbf.g_01199	Syag.g_00728
OG0000662	Prbf.g_01197	Syag.g_00730
OG0000663	Prbf.g_01195	Syag.g_00733
OG0000664	Prbf.g_01194	Syag.g_00734
OG0000665	Prbf.g_01188	Syag.g_00456
OG0000666	Prbf.g_01187	Syag.g_00445
OG0000667	Prbf.g_01183	Syag.g_00574
OG0000668	Prbf.g_00838	Syag.g_00868
OG0000669	Prbf.g_01331	Syag.g_00600
OG0000670	Prbf.g_01328	Syag.g_00399
OG0000671	Prbf.g_01325	Syag.g_00604
OG0000672	Prbf.g_01322	Syag.g_00607
OG0000673	Prbf.g_01319	Syag.g_00610
OG0000674	Prbf.g_01317	Syag.g_00612
OG0000675	Prbf.g_01316	Syag.g_00613
OG0000676	Prbf.g_01314	Syag.g_00615
OG0000677	Prbf.g_01313	Syag.g_00616
OG0000678	Prbf.g_01311	Syag.g_00622
OG0000679	Prbf.g_01307	Syag.g_00633
OG0000680	Prbf.g_01306	Syag.g_00634
OG0000681	Prbf.g_01303	Syag.g_00637
OG0000682	Prbf.g_01302	Syag.g_00638
OG0000683	Prbf.g_01301	Syag.g_00639
OG0000684	Prbf.g_01299	Syag.g_00641
OG0000685	Prbf.g_01297	Syag.g_00643
OG0000686	Prbf.g_01296	Syag.g_00644
OG0000687	Prbf.g_01295	Syag.g_00645
OG0000688	Prbf.g_01021	Syag.g_00651
OG0000689	Prbf.g_01022	Syag.g_00653
OG0000690	Prbf.g_01023	Syag.g_00654
OG0000691	Prbf.g_01024	Syag.g_00655
OG0000692	Prbf.g_01026	Syag.g_00656
OG0000693	Prbf.g_01027	Syag.g_00658
OG0000694	Prbf.g_01028	Syag.g_00659
OG0000695	Prbf.g_01140	Syag.g_00776
OG0000696	Prbf.g_01139	Syag.g_00777
OG0000697	Prbf.g_01138	Syag.g_00778
OG0000698	Prbf.g_01135	Syag.g_00781
OG0000699	Prbf.g_01134	Syag.g_00782
OG0000700	Prbf.g_01133	Syag.g_00783
OG0000701	Prbf.g_01132	Syag.g_00784
OG0000702	Prbf.g_01130	Syag.g_00792
OG0000703	Prbf.g_01129	Syag.g_00793
OG0000704	Prbf.g_01127	Syag.g_00795
OG0000705	Prbf.g_01124	Syag.g_00802
OG0000706	Prbf.g_01123	Syag.g_00803
OG0000707	Prbf.g_01122	Syag.g_00804
OG0000708	Prbf.g_01120	Syag.g_00807
OG0000709	Prbf.g_01116	Syag.g_00816
OG0000710	Prbf.g_01113	Syag.g_00820
OG0000711	Prbf.g_01095	Syag.g_00848
OG0000712	Prbf.g_01094	Syag.g_00850
OG0000713	Prbf.g_01093	Syag.g_00851
OG0000714	Prbf.g_01092	Syag.g_00853
OG0000715	Prbf.g_01090	Syag.g_00855
OG0000716	Prbf.g_01088	Syag.g_00859
OG0000717	Prbf.g_01087	Syag.g_00860
OG0000718	Prbf.g_01083	Syag.g_00864
OG0000719	Prbf.g_01081	Syag.g_00866
OG0000720	Prbf.g_01069	Syag.g_00880
OG0000721	Prbf.g_01065	Syag.g_00882
OG0000722	Prbf.g_01064	Syag.g_00883
OG0000723	Prbf.g_01060	Syag.g_00897
OG0000724	Prbf.g_01165	Syag.g_00967
OG0000725	Prbf.g_01171	Syag.g_00978
OG0000726	Prbf.g_01172	Syag.g_00979
OG0000727	Prbf.g_01173	Syag.g_00980
OG0000728	Prbf.g_01175	Syag.g_00982
OG0000729	Prbf.g_00048	Syag.g_02376
OG0000730	Prbf.g_00876	Syag.g_02840
OG0000731	Prbf.g_01684	Syag.g_02853
OG0000732	Prbf.g_00453	Syag.g_02331
OG0000733	Prbf.g_00787	Syag.g_00145
OG0000734	Prbf.g_00902	Syag.g_01892
OG0000735	Prbf.g_00904	Syag.g_01159
OG0000736	Prbf.g_00905	Syag.g_01158
OG0000737	Prbf.g_00906	Syag.g_01157
OG0000738	Prbf.g_00910	Syag.g_01152
OG0000739	Prbf.g_00911	Syag.g_01149
OG0000740	Prbf.g_00912	Syag.g_01148
OG0000741	Prbf.g_00914	Syag.g_01145
OG0000742	Prbf.g_00917	Syag.g_01142
OG0000743	Prbf.g_00919	Syag.g_01140
OG0000744	Prbf.g_00920	Syag.g_01139
OG0000745	Prbf.g_00921	Syag.g_01137
OG0000746	Prbf.g_00923	Syag.g_01135
OG0000747	Prbf.g_00924	Syag.g_01134
OG0000748	Prbf.g_00928	Syag.g_01122
OG0000749	Prbf.g_00929	Syag.g_01121
OG0000750	Prbf.g_00930	Syag.g_01120
OG0000751	Prbf.g_00933	Syag.g_01114
OG0000752	Prbf.g_00935	Syag.g_01112
OG0000753	Prbf.g_00937	Syag.g_01109
OG0000754	Prbf.g_00940	Syag.g_01103
OG0000755	Prbf.g_00946	Syag.g_01092
OG0000756	Prbf.g_00947	Syag.g_01091
OG0000757	Prbf.g_00954	Syag.g_01084
OG0000758	Prbf.g_00955	Syag.g_01083
OG0000759	Prbf.g_00956	Syag.g_01082
OG0000760	Prbf.g_00957	Syag.g_01081
OG0000761	Prbf.g_00958	Syag.g_01080
OG0000762	Prbf.g_00959	Syag.g_01078
OG0000763	Prbf.g_00961	Syag.g_01076
OG0000764	Prbf.g_00962	Syag.g_01075
OG0000765	Prbf.g_00970	Syag.g_01056
OG0000766	Prbf.g_00971	Syag.g_01055
OG0000767	Prbf.g_00973	Syag.g_01053
OG0000768	Prbf.g_00974	Syag.g_01052
OG0000769	Prbf.g_00976	Syag.g_01047
OG0000770	Prbf.g_01914	Syag.g_01043
OG0000771	Prbf.g_00253	Syag.g_00959
OG0000772	Prbf.g_00767	Syag.g_02043
OG0000773	Prbf.g_00035	Syag.g_01168
OG0000774	Prbf.g_00033	Syag.g_01182
OG0000775	Prbf.g_00031	Syag.g_01185
OG0000776	Prbf.g_00030	Syag.g_01186
OG0000777	Prbf.g_00029	Syag.g_01187
OG0000778	Prbf.g_00028	Syag.g_01188
OG0000779	Prbf.g_00024	Syag.g_01194
OG0000780	Prbf.g_00023	Syag.g_01217
OG0000781	Prbf.g_00019	Syag.g_01221
OG0000782	Prbf.g_00018	Syag.g_01222
OG0000783	Prbf.g_00017	Syag.g_01223
OG0000784	Prbf.g_00016	Syag.g_01224
OG0000785	Prbf.g_00014	Syag.g_01226
OG0000786	Prbf.g_00011	Syag.g_01235
OG0000787	Prbf.g_00010	Syag.g_01236
OG0000788	Prbf.g_01782	Syag.g_00427
OG0000789	Prbf.g_00256	Syag.g_00453
OG0000790	Prbf.g_00100	Syag.g_01542
OG0000791	Prbf.g_00102	Syag.g_01544
OG0000792	Prbf.g_00103	Syag.g_01545
OG0000793	Prbf.g_00106	Syag.g_01550
OG0000794	Prbf.g_00107	Syag.g_01551
OG0000795	Prbf.g_00108	Syag.g_01552
OG0000796	Prbf.g_00112	Syag.g_01556
OG0000797	Prbf.g_00113	Syag.g_01557
OG0000799	Prbf.g_00140	Syag.g_01278
OG0000800	Prbf.g_00141	Syag.g_01280
OG0000801	Prbf.g_00142	Syag.g_01285
OG0000802	Prbf.g_00144	Syag.g_01293
OG0000803	Prbf.g_00146	Syag.g_01321
OG0000804	Prbf.g_00147	Syag.g_01438
OG0000805	Prbf.g_00149	Syag.g_01433
OG0000806	Prbf.g_00151	Syag.g_01429
OG0000807	Prbf.g_00152	Syag.g_01428
OG0000808	Prbf.g_00153	Syag.g_01427
OG0000809	Prbf.g_00155	Syag.g_01423
OG0000810	Prbf.g_00156	Syag.g_01422
OG0000811	Prbf.g_00160	Syag.g_01413
OG0000812	Prbf.g_00162	Syag.g_01411
OG0000813	Prbf.g_00163	Syag.g_01410
OG0000814	Prbf.g_00165	Syag.g_01408
OG0000815	Prbf.g_00166	Syag.g_01407
OG0000816	Prbf.g_00168	Syag.g_01405
OG0000817	Prbf.g_00169	Syag.g_01404
OG0000818	Prbf.g_00174	Syag.g_01400
OG0000819	Prbf.g_00175	Syag.g_01399
OG0000820	Prbf.g_00176	Syag.g_01398
OG0000821	Prbf.g_00180	Syag.g_01388
OG0000822	Prbf.g_00181	Syag.g_01386
OG0000823	Prbf.g_00182	Syag.g_01385
OG0000824	Prbf.g_00185	Syag.g_01379
OG0000825	Prbf.g_00186	Syag.g_01378
OG0000826	Prbf.g_00187	Syag.g_01377
OG0000827	Prbf.g_00188	Syag.g_01376
OG0000828	Prbf.g_00191	Syag.g_01373
OG0000829	Prbf.g_00192	Syag.g_01372
OG0000830	Prbf.g_00193	Syag.g_01371
OG0000831	Prbf.g_00195	Syag.g_01367
OG0000832	Prbf.g_00205	Syag.g_01614
OG0000833	Prbf.g_00214	Syag.g_01628
OG0000834	Prbf.g_00215	Syag.g_01632
OG0000835	Prbf.g_00216	Syag.g_01633
OG0000836	Prbf.g_00217	Syag.g_01637
OG0000837	Prbf.g_00218	Syag.g_01638
OG0000838	Prbf.g_00220	Syag.g_01642
OG0000839	Prbf.g_00221	Syag.g_01643
OG0000840	Prbf.g_00222	Syag.g_01644
OG0000841	Prbf.g_00223	Syag.g_01645
OG0000842	Prbf.g_00224	Syag.g_01646
OG0000843	Prbf.g_00225	Syag.g_01647
OG0000844	Prbf.g_00226	Syag.g_01649
OG0000845	Prbf.g_00227	Syag.g_01650
OG0000846	Prbf.g_00228	Syag.g_01651
OG0000847	Prbf.g_00229	Syag.g_01652
OG0000848	Prbf.g_00230	Syag.g_01654
OG0000849	Prbf.g_00231	Syag.g_01655
OG0000850	Prbf.g_00233	Syag.g_01657
OG0000851	Prbf.g_00234	Syag.g_01663
OG0000852	Prbf.g_00235	Syag.g_01664
OG0000853	Prbf.g_00241	Syag.g_01668
OG0000854	Prbf.g_00243	Syag.g_01670
OG0000855	Prbf.g_00244	Syag.g_01671
OG0000856	Prbf.g_01911	Syag.g_00386
OG0000857	Prbf.g_01230	Syag.g_00684
OG0000858	Prbf.g_00700	Syag.g_01677
OG0000859	Prbf.g_00699	Syag.g_01678
OG0000860	Prbf.g_00691	Syag.g_01689
OG0000861	Prbf.g_00690	Syag.g_01690
OG0000862	Prbf.g_00689	Syag.g_01693
OG0000863	Prbf.g_00687	Syag.g_01695
OG0000864	Prbf.g_00686	Syag.g_01696
OG0000865	Prbf.g_00685	Syag.g_01697
OG0000866	Prbf.g_00684	Syag.g_01698
OG0000867	Prbf.g_00683	Syag.g_01699
OG0000868	Prbf.g_00681	Syag.g_01707
OG0000869	Prbf.g_00678	Syag.g_01711
OG0000870	Prbf.g_00673	Syag.g_01716
OG0000871	Prbf.g_00672	Syag.g_01717
OG0000872	Prbf.g_00671	Syag.g_01723
OG0000873	Prbf.g_00668	Syag.g_01726
OG0000874	Prbf.g_00665	Syag.g_01729
OG0000875	Prbf.g_00664	Syag.g_01731
OG0000876	Prbf.g_00663	Syag.g_01732
OG0000877	Prbf.g_00661	Syag.g_01734
OG0000878	Prbf.g_00660	Syag.g_01735
OG0000879	Prbf.g_00659	Syag.g_02356
OG0000880	Prbf.g_00658	Syag.g_01736
OG0000881	Prbf.g_00654	Syag.g_01741
OG0000882	Prbf.g_00649	Syag.g_01746
OG0000883	Prbf.g_00647	Syag.g_01749
OG0000884	Prbf.g_00645	Syag.g_01751
OG0000885	Prbf.g_00644	Syag.g_01752
OG0000886	Prbf.g_00643	Syag.g_01753
OG0000887	Prbf.g_00642	Syag.g_01754
OG0000888	Prbf.g_00640	Syag.g_01756
OG0000889	Prbf.g_00638	Syag.g_01758
OG0000890	Prbf.g_00637	Syag.g_01761
OG0000891	Prbf.g_00636	Syag.g_01762
OG0000892	Prbf.g_00634	Syag.g_01765
OG0000893	Prbf.g_00630	Syag.g_02688
OG0000894	Prbf.g_00627	Syag.g_02691
OG0000895	Prbf.g_00623	Syag.g_02695
OG0000896	Prbf.g_00622	Syag.g_02696
OG0000897	Prbf.g_00620	Syag.g_02699
OG0000898	Prbf.g_00619	Syag.g_02700
OG0000899	Prbf.g_00618	Syag.g_02701
OG0000900	Prbf.g_00617	Syag.g_02702
OG0000901	Prbf.g_00614	Syag.g_02707
OG0000902	Prbf.g_00612	Syag.g_02709
OG0000903	Prbf.g_00608	Syag.g_02724
OG0000904	Prbf.g_00604	Syag.g_02718
OG0000905	Prbf.g_00610	Syag.g_02714
OG0000906	Prbf.g_00611	Syag.g_02711
OG0000907	Prbf.g_00601	Syag.g_02727
OG0000908	Prbf.g_00598	Syag.g_02730
OG0000909	Prbf.g_00597	Syag.g_02731
OG0000910	Prbf.g_00596	Syag.g_02732
OG0000911	Prbf.g_00594	Syag.g_02734
OG0000912	Prbf.g_00593	Syag.g_02735
OG0000913	Prbf.g_00592	Syag.g_02736
OG0000914	Prbf.g_00591	Syag.g_02737
OG0000915	Prbf.g_00590	Syag.g_02739
OG0000916	Prbf.g_00589	Syag.g_02740
OG0000917	Prbf.g_00588	Syag.g_02741
OG0000918	Prbf.g_00587	Syag.g_02742
OG0000919	Prbf.g_00586	Syag.g_02743
OG0000920	Prbf.g_00585	Syag.g_02744
OG0000921	Prbf.g_00584	Syag.g_02745
OG0000922	Prbf.g_00583	Syag.g_02746
OG0000923	Prbf.g_00579	Syag.g_02750
OG0000924	Prbf.g_00578	Syag.g_02751
OG0000925	Prbf.g_00577	Syag.g_02752
OG0000926	Prbf.g_00576	Syag.g_02753
OG0000927	Prbf.g_00574	Syag.g_02755
OG0000928	Prbf.g_00573	Syag.g_02756
OG0000929	Prbf.g_00572	Syag.g_02757
OG0000930	Prbf.g_00571	Syag.g_02758
OG0000931	Prbf.g_00570	Syag.g_02759
OG0000932	Prbf.g_00569	Syag.g_02760
OG0000933	Prbf.g_00565	Syag.g_02766
OG0000934	Prbf.g_00563	Syag.g_02768
OG0000935	Prbf.g_00562	Syag.g_02769
OG0000936	Prbf.g_00561	Syag.g_02770
OG0000937	Prbf.g_00560	Syag.g_02771
OG0000938	Prbf.g_00557	Syag.g_02774
OG0000939	Prbf.g_00556	Syag.g_02775
OG0000940	Prbf.g_00549	Syag.g_02783
OG0000941	Prbf.g_00547	Syag.g_02785
OG0000942	Prbf.g_00545	Syag.g_02787
OG0000943	Prbf.g_00544	Syag.g_02788
OG0000944	Prbf.g_00542	Syag.g_02790
OG0000945	Prbf.g_00541	Syag.g_02792
OG0000946	Prbf.g_00536	Syag.g_02797
OG0000947	Prbf.g_00534	Syag.g_02801
OG0000948	Prbf.g_00533	Syag.g_02802
OG0000949	Prbf.g_00530	Syag.g_02449
OG0000950	Prbf.g_00523	Syag.g_02436
OG0000951	Prbf.g_00519	Syag.g_02431
OG0000952	Prbf.g_00515	Syag.g_02423
OG0000953	Prbf.g_00511	Syag.g_02415
OG0000954	Prbf.g_00507	Syag.g_02409
OG0000955	Prbf.g_00506	Syag.g_02408
OG0000956	Prbf.g_00504	Syag.g_02406
OG0000957	Prbf.g_00498	Syag.g_02395
OG0000958	Prbf.g_00497	Syag.g_02394
OG0000959	Prbf.g_00493	Syag.g_02389
OG0000960	Prbf.g_00492	Syag.g_02388
OG0000961	Prbf.g_00488	Syag.g_02379
OG0000962	Prbf.g_00486	Syag.g_02377
OG0000963	Prbf.g_00482	Syag.g_02372
OG0000964	Prbf.g_00481	Syag.g_02371
OG0000965	Prbf.g_00480	Syag.g_02370
OG0000966	Prbf.g_00474	Syag.g_02362
OG0000967	Prbf.g_00470	Syag.g_02358
OG0000968	Prbf.g_00468	Syag.g_02355
OG0000969	Prbf.g_00467	Syag.g_02354
OG0000970	Prbf.g_00466	Syag.g_02353
OG0000971	Prbf.g_00465	Syag.g_02348
OG0000972	Prbf.g_00464	Syag.g_02347
OG0000973	Prbf.g_00463	Syag.g_02346
OG0000974	Prbf.g_00462	Syag.g_02345
OG0000975	Prbf.g_00461	Syag.g_02344
OG0000976	Prbf.g_00460	Syag.g_02343
OG0000977	Prbf.g_00459	Syag.g_02340
OG0000978	Prbf.g_00458	Syag.g_02338
OG0000979	Prbf.g_00456	Syag.g_02335
OG0000980	Prbf.g_00454	Syag.g_02332
OG0000981	Prbf.g_00451	Syag.g_02329
OG0000982	Prbf.g_00449	Syag.g_02127
OG0000983	Prbf.g_00448	Syag.g_02128
OG0000984	Prbf.g_00447	Syag.g_02129
OG0000985	Prbf.g_00444	Syag.g_02133
OG0000986	Prbf.g_00442	Syag.g_02138
OG0000987	Prbf.g_00441	Syag.g_02140
OG0000988	Prbf.g_00438	Syag.g_02145
OG0000989	Prbf.g_00434	Syag.g_02156
OG0000990	Prbf.g_00430	Syag.g_02169
OG0000991	Prbf.g_00429	Syag.g_02174
OG0000992	Prbf.g_00426	Syag.g_02177
OG0000993	Prbf.g_00425	Syag.g_02178
OG0000994	Prbf.g_00424	Syag.g_02181
OG0000995	Prbf.g_00420	Syag.g_02187
OG0000996	Prbf.g_00419	Syag.g_02229
OG0000997	Prbf.g_00416	Syag.g_02239
OG0000998	Prbf.g_00414	Syag.g_02241
OG0000999	Prbf.g_00413	Syag.g_02242
OG0001000	Prbf.g_00410	Syag.g_02246
OG0001001	Prbf.g_00407	Syag.g_02251
OG0001002	Prbf.g_00402	Syag.g_02258
OG0001003	Prbf.g_00401	Syag.g_02260
OG0001004	Prbf.g_00400	Syag.g_02261
OG0001005	Prbf.g_00399	Syag.g_02263
OG0001006	Prbf.g_00395	Syag.g_02270
OG0001007	Prbf.g_00393	Syag.g_02272
OG0001008	Prbf.g_01721	Syag.g_00034
OG0001009	Prbf.g_01349	Syag.g_02304
OG0001010	Prbf.g_01350	Syag.g_02305
OG0001011	Prbf.g_01352	Syag.g_02307
OG0001012	Prbf.g_01366	Syag.g_02123
OG0001013	Prbf.g_01373	Syag.g_02098
OG0001014	Prbf.g_01376	Syag.g_02084
OG0001015	Prbf.g_01378	Syag.g_02083
OG0001016	Prbf.g_01400	Syag.g_01824
OG0001017	Prbf.g_01404	Syag.g_01830
OG0001018	Prbf.g_01406	Syag.g_01832
OG0001019	Prbf.g_01415	Syag.g_01854
OG0001020	Prbf.g_01416	Syag.g_01861
OG0001021	Prbf.g_01417	Syag.g_01865
OG0001022	Prbf.g_01420	Syag.g_01870
OG0001023	Prbf.g_01421	Syag.g_01871
OG0001024	Prbf.g_01425	Syag.g_01875
OG0001025	Prbf.g_01432	Syag.g_01882
OG0001026	Prbf.g_01441	Syag.g_01894
OG0001027	Prbf.g_01442	Syag.g_01902
OG0001028	Prbf.g_01444	Syag.g_01904
OG0001029	Prbf.g_01445	Syag.g_01906
OG0001030	Prbf.g_01461	Syag.g_01927
OG0001031	Prbf.g_01521	Syag.g_02000
OG0001032	Prbf.g_01522	Syag.g_02005
OG0001033	Prbf.g_01543	Syag.g_02048
OG0001034	Prbf.g_01574	Syag.g_01784
OG0001035	Prbf.g_01594	Syag.g_02635
OG0001036	Prbf.g_01598	Syag.g_02630
OG0001037	Prbf.g_01599	Syag.g_02628
OG0001038	Prbf.g_01618	Syag.g_02600
OG0001039	Prbf.g_01621	Syag.g_02597
OG0001040	Prbf.g_01623	Syag.g_02594
OG0001041	Prbf.g_01628	Syag.g_02589
OG0001042	Prbf.g_01645	Syag.g_02564
OG0001043	Prbf.g_01646	Syag.g_02560
OG0001044	Prbf.g_01677	Syag.g_02842
OG0001045	Prbf.g_01686	Syag.g_02856
OG0001046	Prbf.g_00741	Syag.g_00836
OG0001047	Prbf.g_01723	Syag.g_00036
OG0001048	Prbf.g_01724	Syag.g_00037
OG0001049	Prbf.g_01726	Syag.g_00040
OG0001050	Prbf.g_01727	Syag.g_00041
OG0001051	Prbf.g_01728	Syag.g_00042
OG0001052	Prbf.g_01754	Syag.g_01352
OG0001053	Prbf.g_01766	Syag.g_01525
OG0001054	Prbf.g_01781	Syag.g_01506
OG0001055	Prbf.g_01800	Syag.g_01485
OG0001056	Prbf.g_01817	Syag.g_01449
OG0001057	Prbf.g_01822	Syag.g_01241
OG0001058	Prbf.g_01830	Syag.g_00271
OG0001059	Prbf.g_01834	Syag.g_00275
OG0001060	Prbf.g_01840	Syag.g_00282
OG0001061	Prbf.g_01855	Syag.g_00302
OG0001062	Prbf.g_01857	Syag.g_00304
OG0001063	Prbf.g_01859	Syag.g_00310
OG0001064	Prbf.g_01860	Syag.g_00311
OG0001065	Prbf.g_01861	Syag.g_00312
OG0001066	Prbf.g_01862	Syag.g_00313
OG0001067	Prbf.g_01863	Syag.g_00314
OG0001068	Prbf.g_01864	Syag.g_00315
OG0001069	Prbf.g_01865	Syag.g_00317
OG0001070	Prbf.g_01869	Syag.g_00321
OG0001071	Prbf.g_01870	Syag.g_00322
OG0001072	Prbf.g_01872	Syag.g_00327
OG0001073	Prbf.g_01886	Syag.g_00342
OG0001074	Prbf.g_01898	Syag.g_00467
OG0001075	Prbf.g_01899	Syag.g_00362
OG0001076	Prbf.g_01906	Syag.g_00378
OG0001077	Prbf.g_01912	Syag.g_00388
OG0001078	Prbf.g_00983	Syag.g_00411
OG0001079	Prbf.g_00995	Syag.g_00428
OG0001080	Prbf.g_01001	Syag.g_00495
OG0001081	Prbf.g_01003	Syag.g_00551
OG0001082	Prbf.g_01004	Syag.g_00552
OG0001083	Prbf.g_01009	Syag.g_00565
OG0001084	Prbf.g_01010	Syag.g_00569
OG0001085	Prbf.g_01293	Syag.g_00592
OG0001086	Prbf.g_01292	Syag.g_00594
OG0001087	Prbf.g_01274	Syag.g_01018
OG0001088	Prbf.g_01273	Syag.g_01016
OG0001089	Prbf.g_01262	Syag.g_00986
OG0001090	Prbf.g_01252	Syag.g_00922
OG0001091	Prbf.g_01030	Syag.g_00919
OG0001092	Prbf.g_01031	Syag.g_00917
OG0001093	Prbf.g_01036	Syag.g_00910
OG0001094	Prbf.g_01029	Syag.g_00661
OG0001095	Prbf.g_01232	Syag.g_00681
OG0001096	Prbf.g_01218	Syag.g_00703
OG0001097	Prbf.g_01198	Syag.g_00729
OG0001098	Prbf.g_01179	Syag.g_00744
OG0001099	Prbf.g_00833	Syag.g_01905
OG0001101	Prbf.g_01326	Syag.g_00603
OG0001102	Prbf.g_01323	Syag.g_00606
OG0001103	Prbf.g_01321	Syag.g_00608
OG0001104	Prbf.g_01298	Syag.g_00642
OG0001105	Prbf.g_01294	Syag.g_00646
OG0001106	Prbf.g_01126	Syag.g_00796
OG0001107	Prbf.g_01119	Syag.g_00808
OG0001108	Prbf.g_01115	Syag.g_00817
OG0001109	Prbf.g_01114	Syag.g_00819
OG0001110	Prbf.g_01112	Syag.g_00821
OG0001111	Prbf.g_01111	Syag.g_00823
OG0001112	Prbf.g_01110	Syag.g_00825
OG0001113	Prbf.g_01109	Syag.g_00826
OG0001114	Prbf.g_01108	Syag.g_00827
OG0001115	Prbf.g_01106	Syag.g_00831
OG0001116	Prbf.g_01105	Syag.g_00833
OG0001117	Prbf.g_01104	Syag.g_00834
OG0001118	Prbf.g_01103	Syag.g_00835
OG0001119	Prbf.g_01102	Syag.g_00837
OG0001120	Prbf.g_01100	Syag.g_00841
OG0001122	Prbf.g_01080	Syag.g_00867
OG0001123	Prbf.g_01074	Syag.g_00875
OG0001124	Prbf.g_01072	Syag.g_00877
OG0001125	Prbf.g_01070	Syag.g_00879
OG0001126	Prbf.g_01159	Syag.g_00957
OG0001127	Prbf.g_01160	Syag.g_00958
