Orthogroup	Prbf	Prai
OG0000559	Prbf.g_01832	Prai.g_00579
OG0000560	Prbf.g_01835	Prai.g_00582
OG0000561	Prbf.g_01836	Prai.g_00583
OG0000562	Prbf.g_01837	Prai.g_00584
OG0000563	Prbf.g_01838	Prai.g_00585
OG0000564	Prbf.g_01839	Prai.g_00586
OG0000565	Prbf.g_01841	Prai.g_00589
OG0000566	Prbf.g_01845	Prai.g_00592
OG0000567	Prbf.g_01849	Prai.g_00596
OG0000568	Prbf.g_01850	Prai.g_00597
OG0000569	Prbf.g_01851	Prai.g_00598
OG0000570	Prbf.g_01852	Prai.g_00599
OG0000571	Prbf.g_01854	Prai.g_00601
OG0000572	Prbf.g_01868	Prai.g_00614
OG0000573	Prbf.g_01874	Prai.g_00620
OG0000574	Prbf.g_01875	Prai.g_00621
OG0000575	Prbf.g_01879	Prai.g_00625
OG0000576	Prbf.g_01881	Prai.g_00627
OG0000577	Prbf.g_01882	Prai.g_00628
OG0000578	Prbf.g_01883	Prai.g_00629
OG0000579	Prbf.g_01884	Prai.g_00630
OG0000580	Prbf.g_01885	Prai.g_00631
OG0000581	Prbf.g_01888	Prai.g_00633
OG0000582	Prbf.g_01891	Prai.g_00636
OG0000583	Prbf.g_01892	Prai.g_00637
OG0000584	Prbf.g_01893	Prai.g_00638
OG0000585	Prbf.g_01895	Prai.g_00640
OG0000586	Prbf.g_01896	Prai.g_00641
OG0000587	Prbf.g_01897	Prai.g_00642
OG0000588	Prbf.g_01901	Prai.g_00646
OG0000589	Prbf.g_01903	Prai.g_00650
OG0000590	Prbf.g_01904	Prai.g_00651
OG0000591	Prbf.g_01908	Prai.g_00654
OG0000592	Prbf.g_01909	Prai.g_00655
OG0000593	Prbf.g_00979	Prai.g_00661
OG0000594	Prbf.g_00980	Prai.g_00662
OG0000595	Prbf.g_00981	Prai.g_00663
OG0000596	Prbf.g_00985	Prai.g_00667
OG0000597	Prbf.g_00988	Prai.g_00669
OG0000598	Prbf.g_00989	Prai.g_00670
OG0000599	Prbf.g_00992	Prai.g_00673
OG0000600	Prbf.g_00993	Prai.g_00674
OG0000601	Prbf.g_00994	Prai.g_00675
OG0000602	Prbf.g_00996	Prai.g_00677
OG0000603	Prbf.g_00997	Prai.g_00678
OG0000604	Prbf.g_00998	Prai.g_00679
OG0000605	Prbf.g_00999	Prai.g_00680
OG0000606	Prbf.g_01002	Prai.g_00683
OG0000607	Prbf.g_01005	Prai.g_00686
OG0000608	Prbf.g_01006	Prai.g_00687
OG0000609	Prbf.g_01007	Prai.g_00688
OG0000610	Prbf.g_01013	Prai.g_00693
OG0000611	Prbf.g_01016	Prai.g_00696
OG0000612	Prbf.g_01017	Prai.g_00697
OG0000613	Prbf.g_01290	Prai.g_00702
OG0000614	Prbf.g_01269	Prai.g_00721
OG0000615	Prbf.g_01258	Prai.g_00729
OG0000616	Prbf.g_00404	Prai.g_00732
OG0000617	Prbf.g_01033	Prai.g_00754
OG0000618	Prbf.g_01034	Prai.g_00755
OG0000619	Prbf.g_01035	Prai.g_00756
OG0000620	Prbf.g_01038	Prai.g_00759
OG0000621	Prbf.g_01039	Prai.g_00760
OG0000622	Prbf.g_01040	Prai.g_00761
OG0000623	Prbf.g_01041	Prai.g_00762
OG0000624	Prbf.g_01043	Prai.g_00763
OG0000625	Prbf.g_01044	Prai.g_00764
OG0000626	Prbf.g_01045	Prai.g_00765
OG0000627	Prbf.g_01046	Prai.g_00766
OG0000628	Prbf.g_01047	Prai.g_00767
OG0000629	Prbf.g_01048	Prai.g_00768
OG0000630	Prbf.g_01051	Prai.g_00771
OG0000631	Prbf.g_01144	Prai.g_00857
OG0000632	Prbf.g_01143	Prai.g_00856
OG0000633	Prbf.g_01142	Prai.g_00855
OG0000634	Prbf.g_01249	Prai.g_00852
OG0000635	Prbf.g_01248	Prai.g_00851
OG0000636	Prbf.g_01246	Prai.g_00849
OG0000637	Prbf.g_01244	Prai.g_00847
OG0000638	Prbf.g_01243	Prai.g_00846
OG0000639	Prbf.g_01242	Prai.g_00845
OG0000640	Prbf.g_01241	Prai.g_00844
OG0000641	Prbf.g_01237	Prai.g_00839
OG0000642	Prbf.g_01236	Prai.g_00838
OG0000643	Prbf.g_01235	Prai.g_00837
OG0000644	Prbf.g_01234	Prai.g_00836
OG0000645	Prbf.g_01233	Prai.g_00835
OG0000646	Prbf.g_01231	Prai.g_00833
OG0000647	Prbf.g_01229	Prai.g_00832
OG0000648	Prbf.g_01227	Prai.g_00830
OG0000649	Prbf.g_01226	Prai.g_00829
OG0000650	Prbf.g_01225	Prai.g_00828
OG0000651	Prbf.g_01224	Prai.g_00827
OG0000652	Prbf.g_01223	Prai.g_00826
OG0000653	Prbf.g_01221	Prai.g_00824
OG0000654	Prbf.g_01220	Prai.g_00823
OG0000655	Prbf.g_01219	Prai.g_00822
OG0000656	Prbf.g_01216	Prai.g_00819
OG0000657	Prbf.g_01208	Prai.g_00811
OG0000658	Prbf.g_01206	Prai.g_00810
OG0000659	Prbf.g_01205	Prai.g_00809
OG0000660	Prbf.g_01201	Prai.g_00805
OG0000661	Prbf.g_01199	Prai.g_00803
OG0000662	Prbf.g_01197	Prai.g_00801
OG0000663	Prbf.g_01195	Prai.g_00799
OG0000664	Prbf.g_01194	Prai.g_00798
OG0000665	Prbf.g_01188	Prai.g_00794
OG0000666	Prbf.g_01187	Prai.g_00793
OG0000667	Prbf.g_01183	Prai.g_00789
OG0000668	Prbf.g_00838	Prai.g_01060
OG0000669	Prbf.g_01331	Prai.g_01054
OG0000670	Prbf.g_01328	Prai.g_01052
OG0000671	Prbf.g_01325	Prai.g_01050
OG0000672	Prbf.g_01322	Prai.g_01048
OG0000673	Prbf.g_01319	Prai.g_01045
OG0000674	Prbf.g_01317	Prai.g_01043
OG0000675	Prbf.g_01316	Prai.g_01042
OG0000676	Prbf.g_01314	Prai.g_01040
OG0000677	Prbf.g_01313	Prai.g_01039
OG0000678	Prbf.g_01311	Prai.g_01037
OG0000679	Prbf.g_01307	Prai.g_01033
OG0000680	Prbf.g_01306	Prai.g_01032
OG0000681	Prbf.g_01303	Prai.g_01030
OG0000682	Prbf.g_01302	Prai.g_01029
OG0000683	Prbf.g_01301	Prai.g_01028
OG0000684	Prbf.g_01299	Prai.g_01027
OG0000685	Prbf.g_01297	Prai.g_01025
OG0000686	Prbf.g_01296	Prai.g_01024
OG0000687	Prbf.g_01295	Prai.g_01023
OG0000688	Prbf.g_01021	Prai.g_01020
OG0000689	Prbf.g_01022	Prai.g_01019
OG0000690	Prbf.g_01023	Prai.g_01018
OG0000691	Prbf.g_01024	Prai.g_01017
OG0000692	Prbf.g_01026	Prai.g_01015
OG0000693	Prbf.g_01027	Prai.g_01014
OG0000694	Prbf.g_01028	Prai.g_01013
OG0000695	Prbf.g_01140	Prai.g_01011
OG0000696	Prbf.g_01139	Prai.g_01010
OG0000697	Prbf.g_01138	Prai.g_01009
OG0000698	Prbf.g_01135	Prai.g_01006
OG0000699	Prbf.g_01134	Prai.g_01005
OG0000700	Prbf.g_01133	Prai.g_01004
OG0000701	Prbf.g_01132	Prai.g_01003
OG0000702	Prbf.g_01130	Prai.g_01001
OG0000703	Prbf.g_01129	Prai.g_01000
OG0000704	Prbf.g_01127	Prai.g_00999
OG0000705	Prbf.g_01124	Prai.g_00995
OG0000706	Prbf.g_01123	Prai.g_00994
OG0000707	Prbf.g_01122	Prai.g_00993
OG0000708	Prbf.g_01120	Prai.g_00992
OG0000709	Prbf.g_01116	Prai.g_00988
OG0000710	Prbf.g_01113	Prai.g_00985
OG0000711	Prbf.g_01095	Prai.g_00968
OG0000712	Prbf.g_01094	Prai.g_00966
OG0000713	Prbf.g_01093	Prai.g_00965
OG0000714	Prbf.g_01092	Prai.g_00964
OG0000715	Prbf.g_01090	Prai.g_00962
OG0000716	Prbf.g_01088	Prai.g_00960
OG0000717	Prbf.g_01087	Prai.g_00959
OG0000718	Prbf.g_01083	Prai.g_00948
OG0000719	Prbf.g_01081	Prai.g_00946
OG0000720	Prbf.g_01069	Prai.g_00938
OG0000721	Prbf.g_01065	Prai.g_00936
OG0000722	Prbf.g_01064	Prai.g_00935
OG0000723	Prbf.g_01060	Prai.g_00932
OG0000724	Prbf.g_01165	Prai.g_00923
OG0000725	Prbf.g_01171	Prai.g_00917
OG0000726	Prbf.g_01172	Prai.g_00916
OG0000727	Prbf.g_01173	Prai.g_00915
OG0000728	Prbf.g_01175	Prai.g_00913
OG0000729	Prbf.g_00048	Prai.g_01109
OG0000730	Prbf.g_00876	Prai.g_01113
OG0000731	Prbf.g_01684	Prai.g_01117
OG0000732	Prbf.g_00453	Prai.g_01126
OG0000733	Prbf.g_00787	Prai.g_01144
OG0000734	Prbf.g_00902	Prai.g_01157
OG0000735	Prbf.g_00904	Prai.g_01159
OG0000736	Prbf.g_00905	Prai.g_01160
OG0000737	Prbf.g_00906	Prai.g_01161
OG0000738	Prbf.g_00910	Prai.g_01165
OG0000739	Prbf.g_00911	Prai.g_01166
OG0000740	Prbf.g_00912	Prai.g_01167
OG0000741	Prbf.g_00914	Prai.g_01168
OG0000742	Prbf.g_00917	Prai.g_01170
OG0000743	Prbf.g_00919	Prai.g_01172
OG0000744	Prbf.g_00920	Prai.g_01173
OG0000745	Prbf.g_00921	Prai.g_01174
OG0000746	Prbf.g_00923	Prai.g_01176
OG0000747	Prbf.g_00924	Prai.g_01177
OG0000748	Prbf.g_00928	Prai.g_01180
OG0000749	Prbf.g_00929	Prai.g_01181
OG0000750	Prbf.g_00930	Prai.g_01182
OG0000751	Prbf.g_00933	Prai.g_01184
OG0000752	Prbf.g_00935	Prai.g_01186
OG0000753	Prbf.g_00937	Prai.g_01189
OG0000754	Prbf.g_00940	Prai.g_01192
OG0000755	Prbf.g_00946	Prai.g_01196
OG0000756	Prbf.g_00947	Prai.g_01197
OG0000757	Prbf.g_00954	Prai.g_01204
OG0000758	Prbf.g_00955	Prai.g_01205
OG0000759	Prbf.g_00956	Prai.g_01206
OG0000760	Prbf.g_00957	Prai.g_01207
OG0000761	Prbf.g_00958	Prai.g_01208
OG0000762	Prbf.g_00959	Prai.g_01209
OG0000763	Prbf.g_00961	Prai.g_01211
OG0000764	Prbf.g_00962	Prai.g_01212
OG0000765	Prbf.g_00970	Prai.g_01221
OG0000766	Prbf.g_00971	Prai.g_01222
OG0000767	Prbf.g_00973	Prai.g_01224
OG0000768	Prbf.g_00974	Prai.g_01225
OG0000769	Prbf.g_00976	Prai.g_01227
OG0000770	Prbf.g_01914	Prai.g_01229
OG0000771	Prbf.g_00253	Prai.g_01238
OG0000772	Prbf.g_00767	Prai.g_01310
OG0000773	Prbf.g_00035	Prai.g_01325
OG0000774	Prbf.g_00033	Prai.g_01327
OG0000775	Prbf.g_00031	Prai.g_01330
OG0000776	Prbf.g_00030	Prai.g_01331
OG0000777	Prbf.g_00029	Prai.g_01332
OG0000778	Prbf.g_00028	Prai.g_01333
OG0000779	Prbf.g_00024	Prai.g_01337
OG0000780	Prbf.g_00023	Prai.g_01338
OG0000781	Prbf.g_00019	Prai.g_01341
OG0000782	Prbf.g_00018	Prai.g_01342
OG0000783	Prbf.g_00017	Prai.g_01343
OG0000784	Prbf.g_00016	Prai.g_01344
OG0000785	Prbf.g_00014	Prai.g_01346
OG0000786	Prbf.g_00011	Prai.g_01348
OG0000787	Prbf.g_00010	Prai.g_01349
OG0000788	Prbf.g_01782	Prai.g_01358
OG0000789	Prbf.g_00256	Prai.g_01360
OG0000790	Prbf.g_00100	Prai.g_01375
OG0000791	Prbf.g_00102	Prai.g_01377
OG0000792	Prbf.g_00103	Prai.g_01378
OG0000793	Prbf.g_00106	Prai.g_01381
OG0000794	Prbf.g_00107	Prai.g_01382
OG0000795	Prbf.g_00108	Prai.g_01383
OG0000796	Prbf.g_00112	Prai.g_01387
OG0000797	Prbf.g_00113	Prai.g_01388
OG0000798	Prbf.g_00312	Prai.g_01395
OG0000799	Prbf.g_00140	Prai.g_01445
OG0000800	Prbf.g_00141	Prai.g_01446
OG0000801	Prbf.g_00142	Prai.g_01447
OG0000802	Prbf.g_00144	Prai.g_01449
OG0000803	Prbf.g_00146	Prai.g_01451
OG0000804	Prbf.g_00147	Prai.g_01452
OG0000805	Prbf.g_00149	Prai.g_01454
OG0000806	Prbf.g_00151	Prai.g_01456
OG0000807	Prbf.g_00152	Prai.g_01457
OG0000808	Prbf.g_00153	Prai.g_01458
OG0000809	Prbf.g_00155	Prai.g_01461
OG0000810	Prbf.g_00156	Prai.g_01462
OG0000811	Prbf.g_00160	Prai.g_01466
OG0000812	Prbf.g_00162	Prai.g_01468
OG0000813	Prbf.g_00163	Prai.g_01469
OG0000814	Prbf.g_00165	Prai.g_01471
OG0000815	Prbf.g_00166	Prai.g_01472
OG0000816	Prbf.g_00168	Prai.g_01474
OG0000817	Prbf.g_00169	Prai.g_01475
OG0000818	Prbf.g_00174	Prai.g_01480
OG0000819	Prbf.g_00175	Prai.g_01481
OG0000820	Prbf.g_00176	Prai.g_01482
OG0000821	Prbf.g_00180	Prai.g_01485
OG0000822	Prbf.g_00181	Prai.g_01486
OG0000823	Prbf.g_00182	Prai.g_01487
OG0000824	Prbf.g_00185	Prai.g_01490
OG0000825	Prbf.g_00186	Prai.g_01491
OG0000826	Prbf.g_00187	Prai.g_01492
OG0000827	Prbf.g_00188	Prai.g_01493
OG0000828	Prbf.g_00191	Prai.g_01496
OG0000829	Prbf.g_00192	Prai.g_01497
OG0000830	Prbf.g_00193	Prai.g_01498
OG0000831	Prbf.g_00195	Prai.g_01500
OG0000832	Prbf.g_00205	Prai.g_01505
OG0000833	Prbf.g_00214	Prai.g_01514
OG0000834	Prbf.g_00215	Prai.g_01515
OG0000835	Prbf.g_00216	Prai.g_01516
OG0000836	Prbf.g_00217	Prai.g_01517
OG0000837	Prbf.g_00218	Prai.g_01518
OG0000838	Prbf.g_00220	Prai.g_01520
OG0000839	Prbf.g_00221	Prai.g_01521
OG0000840	Prbf.g_00222	Prai.g_01522
OG0000841	Prbf.g_00223	Prai.g_01523
OG0000842	Prbf.g_00224	Prai.g_01524
OG0000843	Prbf.g_00225	Prai.g_01525
OG0000844	Prbf.g_00226	Prai.g_01526
OG0000845	Prbf.g_00227	Prai.g_01527
OG0000846	Prbf.g_00228	Prai.g_01528
OG0000847	Prbf.g_00229	Prai.g_01529
OG0000848	Prbf.g_00230	Prai.g_01530
OG0000849	Prbf.g_00231	Prai.g_01531
OG0000850	Prbf.g_00233	Prai.g_01533
OG0000851	Prbf.g_00234	Prai.g_01534
OG0000852	Prbf.g_00235	Prai.g_01535
OG0000853	Prbf.g_00241	Prai.g_01539
OG0000854	Prbf.g_00243	Prai.g_01541
OG0000855	Prbf.g_00244	Prai.g_01542
OG0000856	Prbf.g_01911	Prai.g_01558
OG0000857	Prbf.g_01230	Prai.g_01597
OG0000858	Prbf.g_00700	Prai.g_01632
OG0000859	Prbf.g_00699	Prai.g_01633
OG0000860	Prbf.g_00691	Prai.g_01640
OG0000861	Prbf.g_00690	Prai.g_01641
OG0000862	Prbf.g_00689	Prai.g_01642
OG0000863	Prbf.g_00687	Prai.g_01644
OG0000864	Prbf.g_00686	Prai.g_01645
OG0000865	Prbf.g_00685	Prai.g_01646
OG0000866	Prbf.g_00684	Prai.g_01647
OG0000867	Prbf.g_00683	Prai.g_01648
OG0000868	Prbf.g_00681	Prai.g_01649
OG0000869	Prbf.g_00678	Prai.g_01653
OG0000870	Prbf.g_00673	Prai.g_01658
OG0000871	Prbf.g_00672	Prai.g_01659
OG0000872	Prbf.g_00671	Prai.g_01660
OG0000873	Prbf.g_00668	Prai.g_01663
OG0000874	Prbf.g_00665	Prai.g_01666
OG0000875	Prbf.g_00664	Prai.g_01667
OG0000876	Prbf.g_00663	Prai.g_01668
OG0000877	Prbf.g_00661	Prai.g_01670
OG0000878	Prbf.g_00660	Prai.g_01671
OG0000879	Prbf.g_00659	Prai.g_01672
OG0000880	Prbf.g_00658	Prai.g_01673
OG0000881	Prbf.g_00654	Prai.g_01677
OG0000882	Prbf.g_00649	Prai.g_01682
OG0000883	Prbf.g_00647	Prai.g_01683
OG0000884	Prbf.g_00645	Prai.g_01685
OG0000885	Prbf.g_00644	Prai.g_01686
OG0000886	Prbf.g_00643	Prai.g_01687
OG0000887	Prbf.g_00642	Prai.g_01688
OG0000888	Prbf.g_00640	Prai.g_01690
OG0000889	Prbf.g_00638	Prai.g_01692
OG0000890	Prbf.g_00637	Prai.g_01693
OG0000891	Prbf.g_00636	Prai.g_01694
OG0000892	Prbf.g_00634	Prai.g_01696
OG0000893	Prbf.g_00630	Prai.g_01701
OG0000894	Prbf.g_00627	Prai.g_01703
OG0000895	Prbf.g_00623	Prai.g_01706
OG0000896	Prbf.g_00622	Prai.g_01707
OG0000897	Prbf.g_00620	Prai.g_01709
OG0000898	Prbf.g_00619	Prai.g_01710
OG0000899	Prbf.g_00618	Prai.g_01711
OG0000900	Prbf.g_00617	Prai.g_01712
OG0000901	Prbf.g_00614	Prai.g_01715
OG0000902	Prbf.g_00612	Prai.g_01717
OG0000903	Prbf.g_00608	Prai.g_01720
OG0000904	Prbf.g_00604	Prai.g_01722
OG0000905	Prbf.g_00610	Prai.g_01727
OG0000906	Prbf.g_00611	Prai.g_01728
OG0000907	Prbf.g_00601	Prai.g_01734
OG0000908	Prbf.g_00598	Prai.g_01737
OG0000909	Prbf.g_00597	Prai.g_01738
OG0000910	Prbf.g_00596	Prai.g_01739
OG0000911	Prbf.g_00594	Prai.g_01741
OG0000912	Prbf.g_00593	Prai.g_01742
OG0000913	Prbf.g_00592	Prai.g_01743
OG0000914	Prbf.g_00591	Prai.g_01744
OG0000915	Prbf.g_00590	Prai.g_01746
OG0000916	Prbf.g_00589	Prai.g_01747
OG0000917	Prbf.g_00588	Prai.g_01748
OG0000918	Prbf.g_00587	Prai.g_01749
OG0000919	Prbf.g_00586	Prai.g_01750
OG0000920	Prbf.g_00585	Prai.g_01751
OG0000921	Prbf.g_00584	Prai.g_01752
OG0000922	Prbf.g_00583	Prai.g_01753
OG0000923	Prbf.g_00579	Prai.g_01757
OG0000924	Prbf.g_00578	Prai.g_01758
OG0000925	Prbf.g_00577	Prai.g_01759
OG0000926	Prbf.g_00576	Prai.g_01760
OG0000927	Prbf.g_00574	Prai.g_01762
OG0000928	Prbf.g_00573	Prai.g_01763
OG0000929	Prbf.g_00572	Prai.g_01764
OG0000930	Prbf.g_00571	Prai.g_01765
OG0000931	Prbf.g_00570	Prai.g_01766
OG0000932	Prbf.g_00569	Prai.g_01767
OG0000933	Prbf.g_00565	Prai.g_01776
OG0000934	Prbf.g_00563	Prai.g_01778
OG0000935	Prbf.g_00562	Prai.g_01779
OG0000936	Prbf.g_00561	Prai.g_01780
OG0000937	Prbf.g_00560	Prai.g_01781
OG0000938	Prbf.g_00557	Prai.g_01783
OG0000939	Prbf.g_00556	Prai.g_01784
OG0000940	Prbf.g_00549	Prai.g_01791
OG0000941	Prbf.g_00547	Prai.g_01793
OG0000942	Prbf.g_00545	Prai.g_01795
OG0000943	Prbf.g_00544	Prai.g_01796
OG0000944	Prbf.g_00542	Prai.g_01797
OG0000945	Prbf.g_00541	Prai.g_01798
OG0000946	Prbf.g_00536	Prai.g_01802
OG0000947	Prbf.g_00534	Prai.g_01804
OG0000948	Prbf.g_00533	Prai.g_01805
OG0000949	Prbf.g_00530	Prai.g_01808
OG0000950	Prbf.g_00523	Prai.g_01813
OG0000951	Prbf.g_00519	Prai.g_01817
OG0000952	Prbf.g_00515	Prai.g_01821
OG0000953	Prbf.g_00511	Prai.g_01824
OG0000954	Prbf.g_00507	Prai.g_01828
OG0000955	Prbf.g_00506	Prai.g_01829
OG0000956	Prbf.g_00504	Prai.g_01831
OG0000957	Prbf.g_00498	Prai.g_01836
OG0000958	Prbf.g_00497	Prai.g_01837
OG0000959	Prbf.g_00493	Prai.g_01841
OG0000960	Prbf.g_00492	Prai.g_01842
OG0000961	Prbf.g_00488	Prai.g_01844
OG0000962	Prbf.g_00486	Prai.g_01846
OG0000963	Prbf.g_00482	Prai.g_01850
OG0000964	Prbf.g_00481	Prai.g_01851
OG0000965	Prbf.g_00480	Prai.g_01852
OG0000966	Prbf.g_00474	Prai.g_01861
OG0000967	Prbf.g_00470	Prai.g_01865
OG0000968	Prbf.g_00468	Prai.g_01867
OG0000969	Prbf.g_00467	Prai.g_01868
OG0000970	Prbf.g_00466	Prai.g_01869
OG0000971	Prbf.g_00465	Prai.g_01870
OG0000972	Prbf.g_00464	Prai.g_01871
OG0000973	Prbf.g_00463	Prai.g_01872
OG0000974	Prbf.g_00462	Prai.g_01873
OG0000975	Prbf.g_00461	Prai.g_01874
OG0000976	Prbf.g_00460	Prai.g_01875
OG0000977	Prbf.g_00459	Prai.g_01876
OG0000978	Prbf.g_00458	Prai.g_01877
OG0000979	Prbf.g_00456	Prai.g_01880
OG0000980	Prbf.g_00454	Prai.g_01882
OG0000981	Prbf.g_00451	Prai.g_01884
OG0000982	Prbf.g_00449	Prai.g_01886
OG0000983	Prbf.g_00448	Prai.g_01887
OG0000984	Prbf.g_00447	Prai.g_01888
OG0000985	Prbf.g_00444	Prai.g_01891
OG0000986	Prbf.g_00442	Prai.g_01893
OG0000987	Prbf.g_00441	Prai.g_01894
OG0000988	Prbf.g_00438	Prai.g_01897
OG0000989	Prbf.g_00434	Prai.g_01900
OG0000990	Prbf.g_00430	Prai.g_01903
OG0000991	Prbf.g_00429	Prai.g_01904
OG0000992	Prbf.g_00426	Prai.g_01906
OG0000993	Prbf.g_00425	Prai.g_01907
OG0000994	Prbf.g_00424	Prai.g_01908
OG0000995	Prbf.g_00420	Prai.g_01912
OG0000996	Prbf.g_00419	Prai.g_01913
OG0000997	Prbf.g_00416	Prai.g_01914
OG0000998	Prbf.g_00414	Prai.g_01916
OG0000999	Prbf.g_00413	Prai.g_01917
OG0001000	Prbf.g_00410	Prai.g_01920
OG0001001	Prbf.g_00407	Prai.g_01922
OG0001002	Prbf.g_00402	Prai.g_01926
OG0001003	Prbf.g_00401	Prai.g_01928
OG0001004	Prbf.g_00400	Prai.g_01929
OG0001005	Prbf.g_00399	Prai.g_01930
OG0001006	Prbf.g_00395	Prai.g_01934
OG0001007	Prbf.g_00393	Prai.g_01936
OG0001008	Prbf.g_01721	Prai.g_00468
OG0001009	Prbf.g_01349	Prai.g_00027
OG0001010	Prbf.g_01350	Prai.g_00028
OG0001011	Prbf.g_01352	Prai.g_00029
OG0001012	Prbf.g_01366	Prai.g_00050
OG0001013	Prbf.g_01373	Prai.g_00055
OG0001014	Prbf.g_01376	Prai.g_00058
OG0001015	Prbf.g_01378	Prai.g_00059
OG0001016	Prbf.g_01400	Prai.g_00073
OG0001017	Prbf.g_01404	Prai.g_00077
OG0001018	Prbf.g_01406	Prai.g_00080
OG0001019	Prbf.g_01415	Prai.g_00089
OG0001020	Prbf.g_01416	Prai.g_00090
OG0001021	Prbf.g_01417	Prai.g_00091
OG0001022	Prbf.g_01420	Prai.g_00094
OG0001023	Prbf.g_01421	Prai.g_00095
OG0001024	Prbf.g_01425	Prai.g_00098
OG0001025	Prbf.g_01432	Prai.g_00104
OG0001026	Prbf.g_01441	Prai.g_00111
OG0001027	Prbf.g_01442	Prai.g_00112
OG0001028	Prbf.g_01444	Prai.g_00114
OG0001029	Prbf.g_01445	Prai.g_00115
OG0001030	Prbf.g_01461	Prai.g_00130
OG0001031	Prbf.g_01521	Prai.g_00197
OG0001032	Prbf.g_01522	Prai.g_00198
OG0001033	Prbf.g_01543	Prai.g_00219
OG0001034	Prbf.g_01574	Prai.g_00247
OG0001035	Prbf.g_01594	Prai.g_00267
OG0001036	Prbf.g_01598	Prai.g_00272
OG0001037	Prbf.g_01599	Prai.g_00273
OG0001038	Prbf.g_01618	Prai.g_00291
OG0001039	Prbf.g_01621	Prai.g_00294
OG0001040	Prbf.g_01623	Prai.g_00296
OG0001041	Prbf.g_01628	Prai.g_00300
OG0001042	Prbf.g_01645	Prai.g_00317
OG0001043	Prbf.g_01646	Prai.g_00318
OG0001045	Prbf.g_01686	Prai.g_00355
OG0001046	Prbf.g_00741	Prai.g_00390
OG0001047	Prbf.g_01723	Prai.g_00470
OG0001048	Prbf.g_01724	Prai.g_00471
OG0001049	Prbf.g_01726	Prai.g_00473
OG0001050	Prbf.g_01727	Prai.g_00474
OG0001051	Prbf.g_01728	Prai.g_00475
OG0001052	Prbf.g_01754	Prai.g_00501
OG0001053	Prbf.g_01766	Prai.g_00513
OG0001054	Prbf.g_01781	Prai.g_00528
OG0001055	Prbf.g_01800	Prai.g_00546
OG0001056	Prbf.g_01817	Prai.g_00564
OG0001057	Prbf.g_01822	Prai.g_00569
OG0001058	Prbf.g_01830	Prai.g_00577
OG0001059	Prbf.g_01834	Prai.g_00581
OG0001060	Prbf.g_01840	Prai.g_00588
OG0001061	Prbf.g_01855	Prai.g_00602
OG0001062	Prbf.g_01857	Prai.g_00604
OG0001063	Prbf.g_01859	Prai.g_00606
OG0001064	Prbf.g_01860	Prai.g_00607
OG0001065	Prbf.g_01861	Prai.g_00608
OG0001066	Prbf.g_01862	Prai.g_00609
OG0001067	Prbf.g_01863	Prai.g_00610
OG0001068	Prbf.g_01864	Prai.g_00611
OG0001069	Prbf.g_01865	Prai.g_00612
OG0001070	Prbf.g_01869	Prai.g_00615
OG0001071	Prbf.g_01870	Prai.g_00616
OG0001072	Prbf.g_01872	Prai.g_00618
OG0001073	Prbf.g_01886	Prai.g_00632
OG0001074	Prbf.g_01898	Prai.g_00643
OG0001075	Prbf.g_01899	Prai.g_00644
OG0001076	Prbf.g_01906	Prai.g_00653
OG0001077	Prbf.g_01912	Prai.g_00657
OG0001078	Prbf.g_00983	Prai.g_00665
OG0001079	Prbf.g_00995	Prai.g_00676
OG0001080	Prbf.g_01001	Prai.g_00682
OG0001081	Prbf.g_01003	Prai.g_00684
OG0001082	Prbf.g_01004	Prai.g_00685
OG0001083	Prbf.g_01009	Prai.g_00690
OG0001084	Prbf.g_01010	Prai.g_00691
OG0001085	Prbf.g_01293	Prai.g_00699
OG0001086	Prbf.g_01292	Prai.g_00700
OG0001087	Prbf.g_01274	Prai.g_00717
OG0001088	Prbf.g_01273	Prai.g_00718
OG0001089	Prbf.g_01262	Prai.g_00726
OG0001090	Prbf.g_01252	Prai.g_00749
OG0001091	Prbf.g_01030	Prai.g_00751
OG0001092	Prbf.g_01031	Prai.g_00752
OG0001093	Prbf.g_01036	Prai.g_00757
OG0001094	Prbf.g_01029	Prai.g_00854
OG0001095	Prbf.g_01232	Prai.g_00834
OG0001096	Prbf.g_01218	Prai.g_00821
OG0001097	Prbf.g_01198	Prai.g_00802
OG0001098	Prbf.g_01179	Prai.g_00787
OG0001099	Prbf.g_00833	Prai.g_01057
OG0001100	Prbf.g_01329	Prai.g_01053
OG0001101	Prbf.g_01326	Prai.g_01051
OG0001102	Prbf.g_01323	Prai.g_01049
OG0001103	Prbf.g_01321	Prai.g_01047
OG0001104	Prbf.g_01298	Prai.g_01026
OG0001105	Prbf.g_01294	Prai.g_01022
OG0001106	Prbf.g_01126	Prai.g_00998
OG0001107	Prbf.g_01119	Prai.g_00991
OG0001108	Prbf.g_01115	Prai.g_00987
OG0001109	Prbf.g_01114	Prai.g_00986
OG0001110	Prbf.g_01112	Prai.g_00984
OG0001111	Prbf.g_01111	Prai.g_00983
OG0001112	Prbf.g_01110	Prai.g_00982
OG0001113	Prbf.g_01109	Prai.g_00981
OG0001114	Prbf.g_01108	Prai.g_00980
OG0001115	Prbf.g_01106	Prai.g_00978
OG0001116	Prbf.g_01105	Prai.g_00977
OG0001117	Prbf.g_01104	Prai.g_00976
OG0001118	Prbf.g_01103	Prai.g_00975
