Orthogroup	Prbn	Prax
OG0000571	Prbn.g_00491	Prax.g_00083
OG0000572	Prbn.g_00489	Prax.g_00084
OG0000573	Prbn.g_00488	Prax.g_00085
OG0000574	Prbn.g_00487	Prax.g_00086
OG0000575	Prbn.g_00485	Prax.g_00087
OG0000576	Prbn.g_00484	Prax.g_00088
OG0000577	Prbn.g_00421	Prax.g_00089
OG0000578	Prbn.g_00422	Prax.g_00090
OG0000579	Prbn.g_00423	Prax.g_00091
OG0000580	Prbn.g_00424	Prax.g_00092
OG0000581	Prbn.g_00425	Prax.g_00093
OG0000582	Prbn.g_00426	Prax.g_00094
OG0000583	Prbn.g_00427	Prax.g_00095
OG0000584	Prbn.g_00429	Prax.g_00097
OG0000585	Prbn.g_00430	Prax.g_00098
OG0000586	Prbn.g_00432	Prax.g_00099
OG0000587	Prbn.g_00433	Prax.g_00100
OG0000588	Prbn.g_00434	Prax.g_00101
OG0000589	Prbn.g_00435	Prax.g_00102
OG0000590	Prbn.g_00436	Prax.g_00103
OG0000591	Prbn.g_00437	Prax.g_00104
OG0000592	Prbn.g_00438	Prax.g_00105
OG0000593	Prbn.g_00439	Prax.g_00106
OG0000594	Prbn.g_00440	Prax.g_00107
OG0000595	Prbn.g_00441	Prax.g_00108
OG0000596	Prbn.g_00442	Prax.g_00109
OG0000597	Prbn.g_00446	Prax.g_00113
OG0000598	Prbn.g_00447	Prax.g_00114
OG0000599	Prbn.g_00448	Prax.g_00115
OG0000600	Prbn.g_00449	Prax.g_00116
OG0000601	Prbn.g_00450	Prax.g_00117
OG0000602	Prbn.g_00834	Prax.g_00118
OG0000603	Prbn.g_00835	Prax.g_00119
OG0000604	Prbn.g_00836	Prax.g_00120
OG0000605	Prbn.g_00837	Prax.g_00121
OG0000606	Prbn.g_00838	Prax.g_00122
OG0000607	Prbn.g_00840	Prax.g_00123
OG0000608	Prbn.g_00841	Prax.g_00977
OG0000609	Prbn.g_00843	Prax.g_00975
OG0000610	Prbn.g_00844	Prax.g_00974
OG0000611	Prbn.g_01594	Prax.g_00972
OG0000612	Prbn.g_01593	Prax.g_00971
OG0000613	Prbn.g_01591	Prax.g_00969
OG0000614	Prbn.g_01585	Prax.g_00963
OG0000615	Prbn.g_01584	Prax.g_00962
OG0000616	Prbn.g_01583	Prax.g_00961
OG0000617	Prbn.g_01580	Prax.g_00959
OG0000618	Prbn.g_01579	Prax.g_00958
OG0000619	Prbn.g_01578	Prax.g_00957
OG0000620	Prbn.g_01576	Prax.g_00955
OG0000621	Prbn.g_01575	Prax.g_00954
OG0000622	Prbn.g_01574	Prax.g_00953
OG0000623	Prbn.g_01573	Prax.g_00952
OG0000624	Prbn.g_01570	Prax.g_00950
OG0000625	Prbn.g_01569	Prax.g_00949
OG0000626	Prbn.g_01568	Prax.g_00948
OG0000627	Prbn.g_01565	Prax.g_00947
OG0000628	Prbn.g_01564	Prax.g_00946
OG0000629	Prbn.g_01563	Prax.g_00945
OG0000630	Prbn.g_01561	Prax.g_00943
OG0000631	Prbn.g_01559	Prax.g_00942
OG0000632	Prbn.g_00905	Prax.g_00938
OG0000633	Prbn.g_01635	Prax.g_00937
OG0000634	Prbn.g_01553	Prax.g_00484
OG0000635	Prbn.g_00857	Prax.g_00482
OG0000636	Prbn.g_00858	Prax.g_00481
OG0000637	Prbn.g_00860	Prax.g_00479
OG0000638	Prbn.g_00861	Prax.g_00478
OG0000639	Prbn.g_00862	Prax.g_00477
OG0000640	Prbn.g_00863	Prax.g_00476
OG0000641	Prbn.g_00864	Prax.g_00475
OG0000642	Prbn.g_01947	Prax.g_00474
OG0000643	Prbn.g_01948	Prax.g_00473
OG0000644	Prbn.g_01950	Prax.g_00471
OG0000645	Prbn.g_01952	Prax.g_00470
OG0000646	Prbn.g_01345	Prax.g_00469
OG0000647	Prbn.g_01346	Prax.g_00468
OG0000648	Prbn.g_01347	Prax.g_00467
OG0000649	Prbn.g_01348	Prax.g_00466
OG0000650	Prbn.g_01349	Prax.g_00465
OG0000651	Prbn.g_01350	Prax.g_00464
OG0000652	Prbn.g_01352	Prax.g_00462
OG0000653	Prbn.g_01134	Prax.g_00430
OG0000654	Prbn.g_01023	Prax.g_00428
OG0000655	Prbn.g_00477	Prax.g_00418
OG0000656	Prbn.g_01100	Prax.g_00413
OG0000657	Prbn.g_00468	Prax.g_00409
OG0000658	Prbn.g_00469	Prax.g_00408
OG0000659	Prbn.g_00470	Prax.g_00407
OG0000660	Prbn.g_00102	Prax.g_00395
OG0000661	Prbn.g_01451	Prax.g_00386
OG0000662	Prbn.g_01447	Prax.g_00384
OG0000663	Prbn.g_01445	Prax.g_00382
OG0000664	Prbn.g_01444	Prax.g_00381
OG0000665	Prbn.g_01443	Prax.g_00380
OG0000666	Prbn.g_00856	Prax.g_00379
OG0000667	Prbn.g_01551	Prax.g_00378
OG0000668	Prbn.g_01550	Prax.g_00377
OG0000669	Prbn.g_01549	Prax.g_00376
OG0000670	Prbn.g_01547	Prax.g_00374
OG0000671	Prbn.g_01546	Prax.g_00373
OG0000672	Prbn.g_01545	Prax.g_00372
OG0000673	Prbn.g_01544	Prax.g_00371
OG0000674	Prbn.g_01543	Prax.g_00370
OG0000675	Prbn.g_01542	Prax.g_00369
OG0000676	Prbn.g_01540	Prax.g_00367
OG0000677	Prbn.g_01538	Prax.g_00365
OG0000678	Prbn.g_01537	Prax.g_00364
OG0000679	Prbn.g_01536	Prax.g_00363
OG0000680	Prbn.g_01535	Prax.g_00362
OG0000681	Prbn.g_01534	Prax.g_00361
OG0000682	Prbn.g_01533	Prax.g_00360
OG0000683	Prbn.g_01532	Prax.g_00359
OG0000684	Prbn.g_01530	Prax.g_00358
OG0000685	Prbn.g_01529	Prax.g_00357
OG0000686	Prbn.g_01528	Prax.g_00356
OG0000687	Prbn.g_01527	Prax.g_00355
OG0000688	Prbn.g_01526	Prax.g_00354
OG0000689	Prbn.g_01525	Prax.g_00353
OG0000690	Prbn.g_01524	Prax.g_00352
OG0000691	Prbn.g_01522	Prax.g_00350
OG0000692	Prbn.g_01521	Prax.g_00349
OG0000693	Prbn.g_01520	Prax.g_00348
OG0000694	Prbn.g_01519	Prax.g_00347
OG0000695	Prbn.g_01518	Prax.g_00346
OG0000696	Prbn.g_01517	Prax.g_00345
OG0000697	Prbn.g_01515	Prax.g_00343
OG0000698	Prbn.g_01514	Prax.g_00342
OG0000699	Prbn.g_01510	Prax.g_00338
OG0000700	Prbn.g_01509	Prax.g_00337
OG0000701	Prbn.g_01507	Prax.g_00336
OG0000702	Prbn.g_01506	Prax.g_00335
OG0000703	Prbn.g_01505	Prax.g_00334
OG0000704	Prbn.g_01504	Prax.g_00333
OG0000705	Prbn.g_01502	Prax.g_00331
OG0000706	Prbn.g_01501	Prax.g_00330
OG0000707	Prbn.g_01500	Prax.g_00329
OG0000708	Prbn.g_01499	Prax.g_00328
OG0000709	Prbn.g_01498	Prax.g_00327
OG0000710	Prbn.g_01497	Prax.g_00326
OG0000711	Prbn.g_01496	Prax.g_00325
OG0000712	Prbn.g_01495	Prax.g_00324
OG0000713	Prbn.g_01494	Prax.g_00323
OG0000714	Prbn.g_01490	Prax.g_00321
OG0000715	Prbn.g_01489	Prax.g_00320
OG0000716	Prbn.g_01488	Prax.g_00319
OG0000717	Prbn.g_01487	Prax.g_00318
OG0000718	Prbn.g_01486	Prax.g_00317
OG0000719	Prbn.g_01484	Prax.g_00315
OG0000720	Prbn.g_01480	Prax.g_00313
OG0000721	Prbn.g_01479	Prax.g_00312
OG0000722	Prbn.g_01930	Prax.g_00546
OG0000723	Prbn.g_01925	Prax.g_00550
OG0000724	Prbn.g_01632	Prax.g_00553
OG0000725	Prbn.g_01630	Prax.g_00554
OG0000726	Prbn.g_01629	Prax.g_00555
OG0000727	Prbn.g_01627	Prax.g_00556
OG0000728	Prbn.g_01626	Prax.g_00557
OG0000729	Prbn.g_01624	Prax.g_00558
OG0000730	Prbn.g_01623	Prax.g_00559
OG0000731	Prbn.g_01621	Prax.g_00561
OG0000732	Prbn.g_01620	Prax.g_00562
OG0000733	Prbn.g_01619	Prax.g_00563
OG0000734	Prbn.g_01618	Prax.g_00564
OG0000735	Prbn.g_01617	Prax.g_00565
OG0000736	Prbn.g_01615	Prax.g_00567
OG0000737	Prbn.g_01614	Prax.g_00568
OG0000738	Prbn.g_01612	Prax.g_00570
OG0000739	Prbn.g_01611	Prax.g_00571
OG0000740	Prbn.g_01610	Prax.g_00572
OG0000741	Prbn.g_01608	Prax.g_00574
OG0000742	Prbn.g_01607	Prax.g_00575
OG0000743	Prbn.g_01603	Prax.g_00579
OG0000744	Prbn.g_01602	Prax.g_00580
OG0000745	Prbn.g_01600	Prax.g_00582
OG0000746	Prbn.g_01599	Prax.g_00583
OG0000747	Prbn.g_01598	Prax.g_00584
OG0000748	Prbn.g_01597	Prax.g_00585
OG0000749	Prbn.g_01596	Prax.g_00586
OG0000750	Prbn.g_01595	Prax.g_00587
OG0000751	Prbn.g_00848	Prax.g_00589
OG0000752	Prbn.g_00849	Prax.g_00590
OG0000753	Prbn.g_00850	Prax.g_00591
OG0000754	Prbn.g_00851	Prax.g_00592
OG0000755	Prbn.g_00853	Prax.g_00594
OG0000756	Prbn.g_00854	Prax.g_00595
OG0000757	Prbn.g_00855	Prax.g_00596
OG0000758	Prbn.g_01442	Prax.g_00597
OG0000759	Prbn.g_01441	Prax.g_00598
OG0000760	Prbn.g_01440	Prax.g_00599
OG0000761	Prbn.g_01439	Prax.g_00600
OG0000762	Prbn.g_01437	Prax.g_00602
OG0000763	Prbn.g_01436	Prax.g_00603
OG0000764	Prbn.g_01435	Prax.g_00604
OG0000765	Prbn.g_01434	Prax.g_00605
OG0000766	Prbn.g_01433	Prax.g_00606
OG0000767	Prbn.g_01432	Prax.g_00607
OG0000768	Prbn.g_01431	Prax.g_00608
OG0000769	Prbn.g_01430	Prax.g_00609
OG0000770	Prbn.g_01428	Prax.g_00610
OG0000771	Prbn.g_01427	Prax.g_00611
OG0000772	Prbn.g_01368	Prax.g_00612
OG0000773	Prbn.g_01425	Prax.g_00614
OG0000774	Prbn.g_01424	Prax.g_00615
OG0000775	Prbn.g_01423	Prax.g_00616
OG0000776	Prbn.g_01421	Prax.g_00617
OG0000777	Prbn.g_01420	Prax.g_00618
OG0000778	Prbn.g_01419	Prax.g_00619
OG0000779	Prbn.g_01417	Prax.g_01130
OG0000780	Prbn.g_01416	Prax.g_01131
OG0000781	Prbn.g_01415	Prax.g_01132
OG0000782	Prbn.g_01413	Prax.g_01134
OG0000783	Prbn.g_01412	Prax.g_01135
OG0000784	Prbn.g_01411	Prax.g_01136
OG0000785	Prbn.g_01410	Prax.g_01137
OG0000786	Prbn.g_01409	Prax.g_01138
OG0000787	Prbn.g_01407	Prax.g_01140
OG0000788	Prbn.g_01406	Prax.g_01141
OG0000789	Prbn.g_01405	Prax.g_01142
OG0000790	Prbn.g_01404	Prax.g_01143
OG0000791	Prbn.g_01403	Prax.g_01144
OG0000792	Prbn.g_01123	Prax.g_01145
OG0000793	Prbn.g_01401	Prax.g_01146
OG0000794	Prbn.g_01400	Prax.g_01147
OG0000795	Prbn.g_01399	Prax.g_01148
OG0000796	Prbn.g_01396	Prax.g_01150
OG0000797	Prbn.g_01395	Prax.g_01152
OG0000798	Prbn.g_01394	Prax.g_01153
OG0000799	Prbn.g_01393	Prax.g_01154
OG0000800	Prbn.g_01392	Prax.g_01155
OG0000801	Prbn.g_01391	Prax.g_01156
OG0000802	Prbn.g_01389	Prax.g_01158
OG0000803	Prbn.g_01388	Prax.g_01159
OG0000804	Prbn.g_01384	Prax.g_01173
OG0000805	Prbn.g_01382	Prax.g_01175
OG0000806	Prbn.g_01381	Prax.g_01176
OG0000807	Prbn.g_01380	Prax.g_01177
OG0000808	Prbn.g_01379	Prax.g_01178
OG0000809	Prbn.g_01373	Prax.g_01182
OG0000810	Prbn.g_01371	Prax.g_01183
OG0000811	Prbn.g_01370	Prax.g_01184
OG0000812	Prbn.g_01369	Prax.g_01185
OG0000813	Prbn.g_01366	Prax.g_01186
OG0000814	Prbn.g_01365	Prax.g_01187
OG0000815	Prbn.g_01364	Prax.g_01188
OG0000816	Prbn.g_01361	Prax.g_01190
OG0000817	Prbn.g_01460	Prax.g_01193
OG0000818	Prbn.g_01461	Prax.g_01194
OG0000819	Prbn.g_01463	Prax.g_01196
OG0000820	Prbn.g_01464	Prax.g_01197
OG0000821	Prbn.g_01465	Prax.g_01198
OG0000822	Prbn.g_01466	Prax.g_01199
OG0000823	Prbn.g_01469	Prax.g_01202
OG0000824	Prbn.g_01470	Prax.g_01203
OG0000825	Prbn.g_01472	Prax.g_01205
OG0000826	Prbn.g_01473	Prax.g_01206
OG0000827	Prbn.g_01474	Prax.g_01207
OG0000828	Prbn.g_01476	Prax.g_01209
OG0000829	Prbn.g_00692	Prax.g_01235
OG0000830	Prbn.g_01039	Prax.g_01245
OG0000831	Prbn.g_01141	Prax.g_01248
OG0000832	Prbn.g_00473	Prax.g_01249
OG0000833	Prbn.g_01106	Prax.g_01256
OG0000834	Prbn.g_01147	Prax.g_00126
OG0000835	Prbn.g_00111	Prax.g_00130
OG0000836	Prbn.g_01120	Prax.g_00132
OG0000837	Prbn.g_01239	Prax.g_00146
OG0000838	Prbn.g_01651	Prax.g_00162
OG0000839	Prbn.g_01652	Prax.g_00163
OG0000840	Prbn.g_01028	Prax.g_00168
OG0000841	Prbn.g_01167	Prax.g_00181
OG0000842	Prbn.g_01173	Prax.g_00185
OG0000843	Prbn.g_01175	Prax.g_00187
OG0000844	Prbn.g_01176	Prax.g_00188
OG0000845	Prbn.g_01177	Prax.g_00189
OG0000846	Prbn.g_01178	Prax.g_00190
OG0000847	Prbn.g_01179	Prax.g_00191
OG0000848	Prbn.g_01180	Prax.g_00192
OG0000849	Prbn.g_01181	Prax.g_00193
OG0000850	Prbn.g_01182	Prax.g_00194
OG0000851	Prbn.g_01185	Prax.g_00196
OG0000852	Prbn.g_01188	Prax.g_00199
OG0000853	Prbn.g_01190	Prax.g_00201
OG0000854	Prbn.g_01191	Prax.g_00202
OG0000855	Prbn.g_01192	Prax.g_00203
OG0000856	Prbn.g_01193	Prax.g_00204
OG0000857	Prbn.g_01194	Prax.g_00205
OG0000858	Prbn.g_01197	Prax.g_00207
OG0000859	Prbn.g_01198	Prax.g_00208
OG0000860	Prbn.g_01199	Prax.g_00209
OG0000861	Prbn.g_01200	Prax.g_00210
OG0000862	Prbn.g_01201	Prax.g_00211
OG0000863	Prbn.g_01203	Prax.g_00212
OG0000864	Prbn.g_01204	Prax.g_00213
OG0000865	Prbn.g_01205	Prax.g_00214
OG0000866	Prbn.g_01206	Prax.g_00215
OG0000867	Prbn.g_01208	Prax.g_00218
OG0000868	Prbn.g_01210	Prax.g_00220
OG0000869	Prbn.g_01211	Prax.g_00221
OG0000870	Prbn.g_00387	Prax.g_00222
OG0000871	Prbn.g_00388	Prax.g_00223
OG0000872	Prbn.g_00390	Prax.g_00224
OG0000873	Prbn.g_00391	Prax.g_00225
OG0000874	Prbn.g_00392	Prax.g_00226
OG0000875	Prbn.g_00394	Prax.g_00227
OG0000876	Prbn.g_00396	Prax.g_00229
OG0000877	Prbn.g_00397	Prax.g_00230
OG0000878	Prbn.g_00398	Prax.g_00231
OG0000879	Prbn.g_00399	Prax.g_00232
OG0000880	Prbn.g_00400	Prax.g_00233
OG0000881	Prbn.g_00401	Prax.g_00234
OG0000882	Prbn.g_00402	Prax.g_00235
OG0000883	Prbn.g_00403	Prax.g_00236
OG0000884	Prbn.g_00404	Prax.g_00237
OG0000885	Prbn.g_00405	Prax.g_00238
OG0000886	Prbn.g_00406	Prax.g_00239
OG0000887	Prbn.g_00407	Prax.g_00240
OG0000888	Prbn.g_00408	Prax.g_00241
OG0000889	Prbn.g_00409	Prax.g_00242
OG0000890	Prbn.g_00410	Prax.g_00243
OG0000891	Prbn.g_00411	Prax.g_00244
OG0000892	Prbn.g_00412	Prax.g_00245
OG0000893	Prbn.g_00413	Prax.g_00246
OG0000894	Prbn.g_00414	Prax.g_00248
OG0000895	Prbn.g_00415	Prax.g_00249
OG0000896	Prbn.g_00417	Prax.g_00251
OG0000897	Prbn.g_00418	Prax.g_00252
OG0000898	Prbn.g_00419	Prax.g_00253
OG0000899	Prbn.g_00420	Prax.g_00254
OG0000900	Prbn.g_00483	Prax.g_00256
OG0000901	Prbn.g_01671	Prax.g_01928
OG0000902	Prbn.g_01095	Prax.g_01910
OG0000903	Prbn.g_01094	Prax.g_01909
OG0000904	Prbn.g_01093	Prax.g_01908
OG0000905	Prbn.g_01092	Prax.g_01907
OG0000906	Prbn.g_01091	Prax.g_01906
OG0000907	Prbn.g_01089	Prax.g_01904
OG0000908	Prbn.g_01088	Prax.g_01903
OG0000909	Prbn.g_01087	Prax.g_01902
OG0000910	Prbn.g_01086	Prax.g_01901
OG0000911	Prbn.g_01085	Prax.g_01900
OG0000912	Prbn.g_01082	Prax.g_01897
OG0000913	Prbn.g_01081	Prax.g_01896
OG0000914	Prbn.g_01080	Prax.g_01895
OG0000915	Prbn.g_01077	Prax.g_01893
OG0000916	Prbn.g_01076	Prax.g_01892
OG0000917	Prbn.g_01075	Prax.g_01891
OG0000918	Prbn.g_01074	Prax.g_01890
OG0000919	Prbn.g_01073	Prax.g_01889
OG0000920	Prbn.g_01072	Prax.g_01888
OG0000921	Prbn.g_01069	Prax.g_01886
OG0000922	Prbn.g_01068	Prax.g_01885
OG0000923	Prbn.g_01216	Prax.g_01881
OG0000924	Prbn.g_01215	Prax.g_01880
OG0000925	Prbn.g_01060	Prax.g_01877
OG0000926	Prbn.g_00615	Prax.g_01876
OG0000927	Prbn.g_01124	Prax.g_01875
OG0000928	Prbn.g_00883	Prax.g_01873
OG0000929	Prbn.g_01146	Prax.g_01871
OG0000930	Prbn.g_01164	Prax.g_01869
OG0000931	Prbn.g_01482	Prax.g_01868
OG0000932	Prbn.g_01127	Prax.g_01865
OG0000933	Prbn.g_01242	Prax.g_01861
OG0000934	Prbn.g_00153	Prax.g_01860
OG0000935	Prbn.g_00154	Prax.g_01859
OG0000936	Prbn.g_00155	Prax.g_01858
OG0000937	Prbn.g_00156	Prax.g_01857
OG0000938	Prbn.g_00157	Prax.g_01856
OG0000939	Prbn.g_00158	Prax.g_01855
OG0000940	Prbn.g_00159	Prax.g_01854
OG0000941	Prbn.g_00160	Prax.g_01853
OG0000942	Prbn.g_00161	Prax.g_01852
OG0000943	Prbn.g_00162	Prax.g_01851
OG0000944	Prbn.g_00163	Prax.g_01850
OG0000945	Prbn.g_00164	Prax.g_01849
OG0000946	Prbn.g_00165	Prax.g_01848
OG0000947	Prbn.g_00166	Prax.g_01847
OG0000948	Prbn.g_00167	Prax.g_01846
OG0000949	Prbn.g_00168	Prax.g_01845
OG0000950	Prbn.g_01014	Prax.g_01780
OG0000951	Prbn.g_00195	Prax.g_01751
OG0000952	Prbn.g_00196	Prax.g_01750
OG0000953	Prbn.g_00197	Prax.g_01749
OG0000954	Prbn.g_00198	Prax.g_01748
OG0000955	Prbn.g_00199	Prax.g_01747
OG0000956	Prbn.g_00201	Prax.g_01745
OG0000957	Prbn.g_00202	Prax.g_01744
OG0000958	Prbn.g_00203	Prax.g_01743
OG0000959	Prbn.g_00204	Prax.g_01742
OG0000960	Prbn.g_00205	Prax.g_01741
OG0000961	Prbn.g_00206	Prax.g_01740
OG0000962	Prbn.g_00207	Prax.g_01739
OG0000963	Prbn.g_00208	Prax.g_01738
OG0000964	Prbn.g_00209	Prax.g_01737
OG0000965	Prbn.g_00210	Prax.g_01735
OG0000966	Prbn.g_00211	Prax.g_01734
OG0000967	Prbn.g_00214	Prax.g_01726
OG0000968	Prbn.g_00215	Prax.g_01725
OG0000969	Prbn.g_00216	Prax.g_01724
OG0000970	Prbn.g_00217	Prax.g_01723
OG0000971	Prbn.g_00218	Prax.g_01722
OG0000972	Prbn.g_00219	Prax.g_01721
OG0000973	Prbn.g_00221	Prax.g_01719
OG0000974	Prbn.g_00222	Prax.g_01718
OG0000975	Prbn.g_00223	Prax.g_01717
OG0000976	Prbn.g_00224	Prax.g_01716
OG0000977	Prbn.g_00225	Prax.g_01715
OG0000978	Prbn.g_00226	Prax.g_01714
OG0000979	Prbn.g_00227	Prax.g_01713
OG0000980	Prbn.g_00228	Prax.g_01712
OG0000981	Prbn.g_00229	Prax.g_01711
OG0000982	Prbn.g_00230	Prax.g_01710
OG0000983	Prbn.g_00231	Prax.g_01709
OG0000984	Prbn.g_00235	Prax.g_01705
OG0000985	Prbn.g_00236	Prax.g_01704
OG0000986	Prbn.g_00237	Prax.g_01703
OG0000987	Prbn.g_00239	Prax.g_01701
OG0000988	Prbn.g_00240	Prax.g_01700
OG0000989	Prbn.g_00241	Prax.g_01699
OG0000990	Prbn.g_00242	Prax.g_01698
OG0000991	Prbn.g_00243	Prax.g_01697
OG0000992	Prbn.g_00244	Prax.g_01696
OG0000993	Prbn.g_00245	Prax.g_01695
OG0000994	Prbn.g_00246	Prax.g_01694
OG0000995	Prbn.g_00247	Prax.g_01693
OG0000996	Prbn.g_00248	Prax.g_01692
OG0000997	Prbn.g_00250	Prax.g_01690
OG0000998	Prbn.g_00256	Prax.g_01687
OG0000999	Prbn.g_00258	Prax.g_01685
OG0001000	Prbn.g_00260	Prax.g_01684
OG0001001	Prbn.g_00262	Prax.g_01683
OG0001002	Prbn.g_00264	Prax.g_01681
OG0001003	Prbn.g_00265	Prax.g_01680
OG0001004	Prbn.g_00266	Prax.g_01679
OG0001005	Prbn.g_00267	Prax.g_01678
OG0001006	Prbn.g_00269	Prax.g_01676
OG0001007	Prbn.g_00270	Prax.g_01675
OG0001008	Prbn.g_00271	Prax.g_01674
OG0001009	Prbn.g_00272	Prax.g_01673
OG0001010	Prbn.g_00273	Prax.g_01672
OG0001011	Prbn.g_00274	Prax.g_01671
OG0001012	Prbn.g_00275	Prax.g_01670
OG0001013	Prbn.g_00276	Prax.g_01669
OG0001014	Prbn.g_00277	Prax.g_01668
OG0001015	Prbn.g_00278	Prax.g_01667
OG0001016	Prbn.g_00279	Prax.g_01666
OG0001017	Prbn.g_00280	Prax.g_01665
OG0001018	Prbn.g_00281	Prax.g_01664
OG0001019	Prbn.g_00282	Prax.g_01663
OG0001020	Prbn.g_00283	Prax.g_01662
OG0001021	Prbn.g_00284	Prax.g_01661
OG0001022	Prbn.g_00285	Prax.g_01660
OG0001023	Prbn.g_00286	Prax.g_01659
OG0001024	Prbn.g_00288	Prax.g_01657
OG0001025	Prbn.g_00289	Prax.g_01656
OG0001026	Prbn.g_00904	Prax.g_01655
OG0001027	Prbn.g_00903	Prax.g_01654
OG0001028	Prbn.g_00900	Prax.g_01653
OG0001029	Prbn.g_00899	Prax.g_01652
OG0001030	Prbn.g_00896	Prax.g_01649
OG0001031	Prbn.g_00895	Prax.g_01648
OG0001032	Prbn.g_01688	Prax.g_01640
OG0001033	Prbn.g_00486	Prax.g_01633
OG0001034	Prbn.g_01531	Prax.g_01605
OG0001035	Prbn.g_01738	Prax.g_01565
OG0001036	Prbn.g_01739	Prax.g_01564
OG0001037	Prbn.g_01746	Prax.g_01558
OG0001038	Prbn.g_01747	Prax.g_01557
OG0001039	Prbn.g_01748	Prax.g_01556
OG0001040	Prbn.g_01749	Prax.g_01555
OG0001041	Prbn.g_01751	Prax.g_01553
OG0001042	Prbn.g_01752	Prax.g_01552
OG0001043	Prbn.g_01753	Prax.g_01551
OG0001044	Prbn.g_01754	Prax.g_01550
OG0001045	Prbn.g_01755	Prax.g_01549
OG0001046	Prbn.g_01757	Prax.g_01548
OG0001047	Prbn.g_01758	Prax.g_01547
OG0001048	Prbn.g_01759	Prax.g_01545
OG0001049	Prbn.g_01760	Prax.g_01544
OG0001050	Prbn.g_01761	Prax.g_01543
OG0001051	Prbn.g_01762	Prax.g_01542
OG0001052	Prbn.g_01763	Prax.g_01541
OG0001053	Prbn.g_01764	Prax.g_01540
OG0001054	Prbn.g_01765	Prax.g_01539
OG0001055	Prbn.g_01766	Prax.g_01538
OG0001056	Prbn.g_01767	Prax.g_01537
OG0001057	Prbn.g_01770	Prax.g_01535
OG0001058	Prbn.g_01771	Prax.g_01534
OG0001059	Prbn.g_01772	Prax.g_01533
OG0001060	Prbn.g_01773	Prax.g_01532
OG0001061	Prbn.g_01774	Prax.g_01531
OG0001062	Prbn.g_01775	Prax.g_01530
OG0001063	Prbn.g_01776	Prax.g_01529
OG0001064	Prbn.g_01777	Prax.g_01528
OG0001065	Prbn.g_01778	Prax.g_01527
OG0001066	Prbn.g_01779	Prax.g_01526
OG0001067	Prbn.g_01780	Prax.g_01525
OG0001068	Prbn.g_01781	Prax.g_01524
OG0001069	Prbn.g_01784	Prax.g_01521
OG0001070	Prbn.g_01786	Prax.g_01519
OG0001071	Prbn.g_01787	Prax.g_01518
OG0001072	Prbn.g_01788	Prax.g_01517
OG0001073	Prbn.g_01789	Prax.g_01516
OG0001074	Prbn.g_01790	Prax.g_01515
OG0001075	Prbn.g_01792	Prax.g_01513
OG0001076	Prbn.g_01794	Prax.g_01511
OG0001077	Prbn.g_01795	Prax.g_01510
OG0001078	Prbn.g_01796	Prax.g_01509
OG0001079	Prbn.g_01797	Prax.g_01508
OG0001080	Prbn.g_01798	Prax.g_01507
OG0001081	Prbn.g_01799	Prax.g_01506
OG0001082	Prbn.g_01800	Prax.g_01505
OG0001083	Prbn.g_01801	Prax.g_01504
OG0001084	Prbn.g_01802	Prax.g_01503
OG0001085	Prbn.g_01803	Prax.g_01502
OG0001086	Prbn.g_01809	Prax.g_01262
OG0001087	Prbn.g_01811	Prax.g_01263
OG0001088	Prbn.g_01812	Prax.g_01264
OG0001089	Prbn.g_01815	Prax.g_01266
OG0001090	Prbn.g_01816	Prax.g_01267
OG0001091	Prbn.g_01817	Prax.g_01268
OG0001092	Prbn.g_01818	Prax.g_01269
OG0001093	Prbn.g_01819	Prax.g_01270
OG0001094	Prbn.g_01820	Prax.g_01271
OG0001095	Prbn.g_01821	Prax.g_01272
OG0001096	Prbn.g_01822	Prax.g_01273
OG0001097	Prbn.g_01823	Prax.g_01274
OG0001098	Prbn.g_01824	Prax.g_01275
OG0001099	Prbn.g_01825	Prax.g_01276
OG0001100	Prbn.g_01826	Prax.g_01277
OG0001101	Prbn.g_01827	Prax.g_01278
OG0001102	Prbn.g_01831	Prax.g_01281
OG0001103	Prbn.g_01832	Prax.g_01282
OG0001104	Prbn.g_01835	Prax.g_01283
OG0001105	Prbn.g_01834	Prax.g_01285
OG0001106	Prbn.g_01830	Prax.g_01287
OG0001107	Prbn.g_01829	Prax.g_01288
OG0001108	Prbn.g_01828	Prax.g_01289
OG0001109	Prbn.g_01838	Prax.g_01296
OG0001110	Prbn.g_01840	Prax.g_01298
OG0001111	Prbn.g_01841	Prax.g_01299
OG0001112	Prbn.g_01842	Prax.g_01300
OG0001113	Prbn.g_01843	Prax.g_01301
OG0001114	Prbn.g_01844	Prax.g_01302
OG0001115	Prbn.g_01845	Prax.g_01303
OG0001116	Prbn.g_01846	Prax.g_01304
OG0001117	Prbn.g_01847	Prax.g_01305
OG0001118	Prbn.g_01848	Prax.g_01306
OG0001119	Prbn.g_01849	Prax.g_01307
OG0001120	Prbn.g_01850	Prax.g_01308
OG0001121	Prbn.g_01851	Prax.g_01309
OG0001122	Prbn.g_01852	Prax.g_01310
OG0001123	Prbn.g_01853	Prax.g_01311
OG0001124	Prbn.g_01854	Prax.g_01312
OG0001125	Prbn.g_01855	Prax.g_01313
OG0001126	Prbn.g_01856	Prax.g_01314
OG0001127	Prbn.g_01857	Prax.g_01315
OG0001128	Prbn.g_01858	Prax.g_01316
OG0001129	Prbn.g_01859	Prax.g_01317
