Orthogroup	Pray	Prbi
OG0000544	Pray.g_01145	Prbi.g_00620
OG0000545	Pray.g_01142	Prbi.g_00623
OG0000546	Pray.g_01141	Prbi.g_00624
OG0000547	Pray.g_01139	Prbi.g_00626
OG0000548	Pray.g_01138	Prbi.g_00627
OG0000549	Pray.g_01137	Prbi.g_00628
OG0000550	Pray.g_01136	Prbi.g_00629
OG0000551	Pray.g_01135	Prbi.g_00630
OG0000552	Pray.g_01134	Prbi.g_00631
OG0000553	Pray.g_01133	Prbi.g_00632
OG0000554	Pray.g_01132	Prbi.g_00634
OG0000555	Pray.g_01131	Prbi.g_00635
OG0000556	Pray.g_01130	Prbi.g_00636
OG0000557	Pray.g_01129	Prbi.g_00637
OG0000558	Pray.g_01128	Prbi.g_00638
OG0000559	Pray.g_01127	Prbi.g_00639
OG0000560	Pray.g_01125	Prbi.g_00641
OG0000561	Pray.g_01124	Prbi.g_00642
OG0000562	Pray.g_01123	Prbi.g_00643
OG0000563	Pray.g_01122	Prbi.g_00644
OG0000564	Pray.g_01121	Prbi.g_00645
OG0000565	Pray.g_01120	Prbi.g_00646
OG0000566	Pray.g_01119	Prbi.g_00647
OG0000567	Pray.g_01118	Prbi.g_00648
OG0000568	Pray.g_01117	Prbi.g_00649
OG0000569	Pray.g_01116	Prbi.g_00650
OG0000570	Pray.g_01115	Prbi.g_00651
OG0000571	Pray.g_01114	Prbi.g_00652
OG0000572	Pray.g_01113	Prbi.g_00653
OG0000573	Pray.g_01110	Prbi.g_00656
OG0000574	Pray.g_01109	Prbi.g_00657
OG0000575	Pray.g_01108	Prbi.g_00658
OG0000576	Pray.g_01107	Prbi.g_00659
OG0000577	Pray.g_01106	Prbi.g_00660
OG0000578	Pray.g_01105	Prbi.g_00661
OG0000579	Pray.g_01104	Prbi.g_00662
OG0000580	Pray.g_01103	Prbi.g_00663
OG0000581	Pray.g_01102	Prbi.g_00664
OG0000582	Pray.g_01101	Prbi.g_00665
OG0000583	Pray.g_01100	Prbi.g_00666
OG0000584	Pray.g_01099	Prbi.g_00667
OG0000585	Pray.g_01098	Prbi.g_00668
OG0000586	Pray.g_01096	Prbi.g_00670
OG0000587	Pray.g_01095	Prbi.g_00671
OG0000588	Pray.g_01093	Prbi.g_00673
OG0000589	Pray.g_01092	Prbi.g_00674
OG0000590	Pray.g_01090	Prbi.g_00676
OG0000591	Pray.g_01084	Prbi.g_00682
OG0000592	Pray.g_01083	Prbi.g_00683
OG0000593	Pray.g_01082	Prbi.g_00684
OG0000594	Pray.g_01080	Prbi.g_00686
OG0000595	Pray.g_01079	Prbi.g_00687
OG0000596	Pray.g_01078	Prbi.g_00688
OG0000597	Pray.g_01076	Prbi.g_00690
OG0000598	Pray.g_01075	Prbi.g_00691
OG0000599	Pray.g_01074	Prbi.g_00692
OG0000600	Pray.g_01073	Prbi.g_00693
OG0000601	Pray.g_01071	Prbi.g_00695
OG0000602	Pray.g_01070	Prbi.g_00696
OG0000603	Pray.g_01069	Prbi.g_00697
OG0000604	Pray.g_01068	Prbi.g_00698
OG0000605	Pray.g_01067	Prbi.g_00699
OG0000606	Pray.g_01066	Prbi.g_00700
OG0000607	Pray.g_01064	Prbi.g_00703
OG0000608	Pray.g_01063	Prbi.g_00704
OG0000609	Pray.g_01059	Prbi.g_00708
OG0000610	Pray.g_01058	Prbi.g_00709
OG0000611	Pray.g_01039	Prbi.g_00746
OG0000612	Pray.g_01038	Prbi.g_00747
OG0000613	Pray.g_01037	Prbi.g_00748
OG0000614	Pray.g_01036	Prbi.g_00749
OG0000615	Pray.g_01034	Prbi.g_00751
OG0000616	Pray.g_01033	Prbi.g_00752
OG0000617	Pray.g_01032	Prbi.g_00753
OG0000618	Pray.g_01031	Prbi.g_00754
OG0000619	Pray.g_01030	Prbi.g_00755
OG0000620	Pray.g_01029	Prbi.g_00756
OG0000621	Pray.g_01028	Prbi.g_00757
OG0000622	Pray.g_01027	Prbi.g_00758
OG0000623	Pray.g_01026	Prbi.g_00759
OG0000624	Pray.g_01025	Prbi.g_00760
OG0000625	Pray.g_00269	Prbi.g_00761
OG0000626	Pray.g_00270	Prbi.g_00762
OG0000627	Pray.g_00271	Prbi.g_00763
OG0000628	Pray.g_00272	Prbi.g_00764
OG0000629	Pray.g_00273	Prbi.g_00765
OG0000630	Pray.g_00274	Prbi.g_00766
OG0000631	Pray.g_00276	Prbi.g_00768
OG0000632	Pray.g_00289	Prbi.g_00788
OG0000633	Pray.g_00293	Prbi.g_00792
OG0000634	Pray.g_00306	Prbi.g_00807
OG0000635	Pray.g_00313	Prbi.g_00811
OG0000636	Pray.g_00314	Prbi.g_00812
OG0000637	Pray.g_00315	Prbi.g_00813
OG0000638	Pray.g_00326	Prbi.g_00825
OG0000639	Pray.g_00335	Prbi.g_00834
OG0000640	Pray.g_00337	Prbi.g_00835
OG0000641	Pray.g_00339	Prbi.g_00838
OG0000642	Pray.g_00340	Prbi.g_00839
OG0000643	Pray.g_00341	Prbi.g_00840
OG0000644	Pray.g_00342	Prbi.g_00841
OG0000645	Pray.g_00343	Prbi.g_00842
OG0000646	Pray.g_00344	Prbi.g_00843
OG0000647	Pray.g_00345	Prbi.g_00844
OG0000648	Pray.g_00347	Prbi.g_00846
OG0000649	Pray.g_00348	Prbi.g_00847
OG0000650	Pray.g_00349	Prbi.g_00848
OG0000651	Pray.g_00350	Prbi.g_00849
OG0000652	Pray.g_00351	Prbi.g_00850
OG0000653	Pray.g_00352	Prbi.g_00851
OG0000654	Pray.g_00354	Prbi.g_00853
OG0000655	Pray.g_00356	Prbi.g_00855
OG0000656	Pray.g_00357	Prbi.g_00856
OG0000657	Pray.g_00358	Prbi.g_00857
OG0000658	Pray.g_00359	Prbi.g_00858
OG0000659	Pray.g_00360	Prbi.g_00859
OG0000660	Pray.g_00361	Prbi.g_00860
OG0000661	Pray.g_00362	Prbi.g_00861
OG0000662	Pray.g_00363	Prbi.g_00862
OG0000663	Pray.g_00364	Prbi.g_00863
OG0000664	Pray.g_00365	Prbi.g_00864
OG0000665	Pray.g_00366	Prbi.g_00865
OG0000666	Pray.g_00367	Prbi.g_00866
OG0000667	Pray.g_00368	Prbi.g_00867
OG0000668	Pray.g_00369	Prbi.g_00868
OG0000669	Pray.g_00371	Prbi.g_00870
OG0000670	Pray.g_00372	Prbi.g_00871
OG0000671	Pray.g_00373	Prbi.g_00872
OG0000672	Pray.g_00374	Prbi.g_00873
OG0000673	Pray.g_00375	Prbi.g_00874
OG0000674	Pray.g_00376	Prbi.g_00875
OG0000675	Pray.g_00378	Prbi.g_00877
OG0000676	Pray.g_00379	Prbi.g_00878
OG0000677	Pray.g_00382	Prbi.g_00881
OG0000678	Pray.g_00384	Prbi.g_00883
OG0000679	Pray.g_00385	Prbi.g_00884
OG0000680	Pray.g_00386	Prbi.g_00885
OG0000681	Pray.g_00387	Prbi.g_00886
OG0000682	Pray.g_00388	Prbi.g_00887
OG0000683	Pray.g_00390	Prbi.g_00889
OG0000684	Pray.g_00391	Prbi.g_00890
OG0000685	Pray.g_00392	Prbi.g_00891
OG0000686	Pray.g_00393	Prbi.g_00892
OG0000687	Pray.g_00394	Prbi.g_00893
OG0000688	Pray.g_00395	Prbi.g_00894
OG0000689	Pray.g_00396	Prbi.g_00895
OG0000690	Pray.g_00397	Prbi.g_00896
OG0000691	Pray.g_00398	Prbi.g_00897
OG0000692	Pray.g_00400	Prbi.g_00899
OG0000693	Pray.g_00401	Prbi.g_00900
OG0000694	Pray.g_00402	Prbi.g_00901
OG0000695	Pray.g_00403	Prbi.g_00902
OG0000696	Pray.g_00404	Prbi.g_00903
OG0000697	Pray.g_00406	Prbi.g_00905
OG0000698	Pray.g_00408	Prbi.g_00907
OG0000699	Pray.g_00409	Prbi.g_00908
OG0000700	Pray.g_00436	Prbi.g_00934
OG0000701	Pray.g_00440	Prbi.g_00939
OG0000702	Pray.g_00443	Prbi.g_00942
OG0000703	Pray.g_00444	Prbi.g_00943
OG0000704	Pray.g_00445	Prbi.g_00944
OG0000705	Pray.g_00446	Prbi.g_00945
OG0000706	Pray.g_00447	Prbi.g_00946
OG0000707	Pray.g_00449	Prbi.g_00948
OG0000708	Pray.g_00450	Prbi.g_00949
OG0000709	Pray.g_00452	Prbi.g_00951
OG0000710	Pray.g_00453	Prbi.g_00952
OG0000711	Pray.g_00454	Prbi.g_00953
OG0000712	Pray.g_00455	Prbi.g_00954
OG0000713	Pray.g_00456	Prbi.g_00955
OG0000714	Pray.g_00458	Prbi.g_00957
OG0000715	Pray.g_00459	Prbi.g_00958
OG0000716	Pray.g_00461	Prbi.g_00960
OG0000717	Pray.g_00462	Prbi.g_00961
OG0000718	Pray.g_00463	Prbi.g_00962
OG0000719	Pray.g_00465	Prbi.g_00964
OG0000720	Pray.g_00466	Prbi.g_00965
OG0000721	Pray.g_00469	Prbi.g_00968
OG0000722	Pray.g_00470	Prbi.g_00969
OG0000723	Pray.g_00471	Prbi.g_00970
OG0000724	Pray.g_00473	Prbi.g_00971
OG0000725	Pray.g_00474	Prbi.g_00972
OG0000726	Pray.g_00475	Prbi.g_00973
OG0000727	Pray.g_00476	Prbi.g_00974
OG0000728	Pray.g_00477	Prbi.g_00975
OG0000729	Pray.g_00478	Prbi.g_00976
OG0000730	Pray.g_00479	Prbi.g_00977
OG0000731	Pray.g_00480	Prbi.g_00978
OG0000732	Pray.g_00481	Prbi.g_00979
OG0000733	Pray.g_00482	Prbi.g_00980
OG0000734	Pray.g_00483	Prbi.g_00981
OG0000735	Pray.g_00485	Prbi.g_00983
OG0000736	Pray.g_00486	Prbi.g_00984
OG0000737	Pray.g_00487	Prbi.g_00985
OG0000738	Pray.g_00488	Prbi.g_00986
OG0000739	Pray.g_00489	Prbi.g_00987
OG0000740	Pray.g_00490	Prbi.g_00988
OG0000741	Pray.g_00491	Prbi.g_00989
OG0000742	Pray.g_00493	Prbi.g_00991
OG0000743	Pray.g_00494	Prbi.g_00992
OG0000744	Pray.g_00495	Prbi.g_00993
OG0000745	Pray.g_00496	Prbi.g_00994
OG0000746	Pray.g_00497	Prbi.g_00995
OG0000747	Pray.g_00498	Prbi.g_00996
OG0000748	Pray.g_00499	Prbi.g_00997
OG0000749	Pray.g_00500	Prbi.g_00998
OG0000750	Pray.g_00501	Prbi.g_00999
OG0000751	Pray.g_00502	Prbi.g_01000
OG0000752	Pray.g_00503	Prbi.g_01001
OG0000753	Pray.g_00505	Prbi.g_01003
OG0000754	Pray.g_00506	Prbi.g_01004
OG0000755	Pray.g_00507	Prbi.g_01005
OG0000756	Pray.g_00508	Prbi.g_01006
OG0000757	Pray.g_00509	Prbi.g_01007
OG0000758	Pray.g_00510	Prbi.g_01008
OG0000759	Pray.g_00512	Prbi.g_01010
OG0000760	Pray.g_00513	Prbi.g_01011
OG0000761	Pray.g_00514	Prbi.g_01012
OG0000762	Pray.g_00516	Prbi.g_01014
OG0000763	Pray.g_00517	Prbi.g_01015
OG0000764	Pray.g_00518	Prbi.g_01016
OG0000765	Pray.g_00519	Prbi.g_01017
OG0000766	Pray.g_00520	Prbi.g_01018
OG0000767	Pray.g_00522	Prbi.g_01020
OG0000768	Pray.g_00523	Prbi.g_01021
OG0000769	Pray.g_00524	Prbi.g_01022
OG0000770	Pray.g_00525	Prbi.g_01023
OG0000771	Pray.g_00526	Prbi.g_01024
OG0000772	Pray.g_00527	Prbi.g_01025
OG0000773	Pray.g_00528	Prbi.g_01026
OG0000774	Pray.g_00529	Prbi.g_01027
OG0000775	Pray.g_00530	Prbi.g_01028
OG0000776	Pray.g_00532	Prbi.g_01030
OG0000777	Pray.g_00534	Prbi.g_01032
OG0000778	Pray.g_00535	Prbi.g_01033
OG0000779	Pray.g_00536	Prbi.g_01034
OG0000780	Pray.g_00538	Prbi.g_01036
OG0000781	Pray.g_00540	Prbi.g_01038
OG0000782	Pray.g_00541	Prbi.g_01039
OG0000783	Pray.g_00553	Prbi.g_01055
OG0000784	Pray.g_00555	Prbi.g_01057
OG0000785	Pray.g_00556	Prbi.g_01058
OG0000786	Pray.g_00557	Prbi.g_01059
OG0000787	Pray.g_00558	Prbi.g_01060
OG0000788	Pray.g_00562	Prbi.g_01064
OG0000789	Pray.g_00564	Prbi.g_01066
OG0000790	Pray.g_00565	Prbi.g_01067
OG0000791	Pray.g_00566	Prbi.g_01068
OG0000792	Pray.g_00567	Prbi.g_01069
OG0000793	Pray.g_00568	Prbi.g_01070
OG0000794	Pray.g_00570	Prbi.g_01072
OG0000795	Pray.g_00573	Prbi.g_01075
OG0000796	Pray.g_00574	Prbi.g_01076
OG0000797	Pray.g_00576	Prbi.g_01078
OG0000798	Pray.g_00577	Prbi.g_01079
OG0000799	Pray.g_00578	Prbi.g_01080
OG0000800	Pray.g_00579	Prbi.g_01081
OG0000801	Pray.g_00582	Prbi.g_01084
OG0000802	Pray.g_00583	Prbi.g_01085
OG0000803	Pray.g_00585	Prbi.g_01087
OG0000804	Pray.g_00586	Prbi.g_01088
OG0000805	Pray.g_00587	Prbi.g_01089
OG0000806	Pray.g_00589	Prbi.g_01091
OG0000807	Pray.g_00614	Prbi.g_01117
OG0000808	Pray.g_00623	Prbi.g_01127
OG0000809	Pray.g_00626	Prbi.g_01130
OG0000810	Pray.g_00627	Prbi.g_01131
OG0000811	Pray.g_00634	Prbi.g_01138
OG0000812	Pray.g_00132	Prbi.g_01142
OG0000813	Pray.g_00128	Prbi.g_01146
OG0000814	Pray.g_00126	Prbi.g_01148
OG0000815	Pray.g_00112	Prbi.g_01161
OG0000816	Pray.g_00096	Prbi.g_01175
OG0000817	Pray.g_00095	Prbi.g_01176
OG0000818	Pray.g_00090	Prbi.g_01181
OG0000819	Pray.g_00083	Prbi.g_01188
OG0000820	Pray.g_00079	Prbi.g_01192
OG0000821	Pray.g_00077	Prbi.g_01194
OG0000822	Pray.g_00076	Prbi.g_01195
OG0000823	Pray.g_00075	Prbi.g_01196
OG0000824	Pray.g_00074	Prbi.g_01197
OG0000825	Pray.g_00073	Prbi.g_01198
OG0000826	Pray.g_00072	Prbi.g_01199
OG0000827	Pray.g_00071	Prbi.g_01200
OG0000828	Pray.g_00070	Prbi.g_01201
OG0000829	Pray.g_00069	Prbi.g_01202
OG0000830	Pray.g_00068	Prbi.g_01203
OG0000831	Pray.g_00065	Prbi.g_01206
OG0000832	Pray.g_00063	Prbi.g_01208
OG0000833	Pray.g_00062	Prbi.g_01209
OG0000834	Pray.g_00060	Prbi.g_01210
OG0000835	Pray.g_00059	Prbi.g_01211
OG0000836	Pray.g_00058	Prbi.g_01212
OG0000837	Pray.g_00056	Prbi.g_01214
OG0000838	Pray.g_00055	Prbi.g_01215
OG0000839	Pray.g_00054	Prbi.g_01216
OG0000840	Pray.g_00053	Prbi.g_01217
OG0000841	Pray.g_00052	Prbi.g_01218
OG0000842	Pray.g_00051	Prbi.g_01219
OG0000843	Pray.g_00050	Prbi.g_01220
OG0000844	Pray.g_00049	Prbi.g_01221
OG0000845	Pray.g_00048	Prbi.g_01222
OG0000846	Pray.g_00045	Prbi.g_01225
OG0000847	Pray.g_00043	Prbi.g_01227
OG0000848	Pray.g_00042	Prbi.g_01228
OG0000849	Pray.g_00041	Prbi.g_01229
OG0000850	Pray.g_00040	Prbi.g_01230
OG0000851	Pray.g_00039	Prbi.g_01231
OG0000852	Pray.g_00037	Prbi.g_01233
OG0000853	Pray.g_00036	Prbi.g_01234
OG0000854	Pray.g_00034	Prbi.g_01236
OG0000855	Pray.g_00033	Prbi.g_01237
OG0000856	Pray.g_00032	Prbi.g_01238
OG0000857	Pray.g_00031	Prbi.g_01239
OG0000858	Pray.g_00030	Prbi.g_01240
OG0000859	Pray.g_00029	Prbi.g_01241
OG0000860	Pray.g_00028	Prbi.g_01242
OG0000861	Pray.g_00027	Prbi.g_01243
OG0000862	Pray.g_00026	Prbi.g_01244
OG0000863	Pray.g_00025	Prbi.g_01245
OG0000864	Pray.g_00024	Prbi.g_01246
OG0000865	Pray.g_00023	Prbi.g_01247
OG0000866	Pray.g_00022	Prbi.g_01248
OG0000867	Pray.g_00021	Prbi.g_01249
OG0000868	Pray.g_00020	Prbi.g_01250
OG0000869	Pray.g_00018	Prbi.g_01252
OG0000870	Pray.g_00017	Prbi.g_01253
OG0000871	Pray.g_00015	Prbi.g_01255
OG0000872	Pray.g_00014	Prbi.g_01256
OG0000873	Pray.g_00012	Prbi.g_01258
OG0000874	Pray.g_00011	Prbi.g_01259
OG0000875	Pray.g_00010	Prbi.g_01260
OG0000876	Pray.g_00009	Prbi.g_01261
OG0000877	Pray.g_00007	Prbi.g_01263
OG0000878	Pray.g_01895	Prbi.g_01363
OG0000879	Pray.g_01881	Prbi.g_01380
OG0000880	Pray.g_01880	Prbi.g_01381
OG0000881	Pray.g_01879	Prbi.g_01382
OG0000882	Pray.g_01878	Prbi.g_01383
OG0000883	Pray.g_01877	Prbi.g_01384
OG0000884	Pray.g_01875	Prbi.g_01386
OG0000885	Pray.g_01874	Prbi.g_01387
OG0000886	Pray.g_01873	Prbi.g_01388
OG0000887	Pray.g_01872	Prbi.g_01389
OG0000888	Pray.g_01871	Prbi.g_01390
OG0000889	Pray.g_01868	Prbi.g_01393
OG0000890	Pray.g_01867	Prbi.g_01394
OG0000891	Pray.g_01866	Prbi.g_01395
OG0000892	Pray.g_01864	Prbi.g_01397
OG0000893	Pray.g_01863	Prbi.g_01398
OG0000894	Pray.g_01862	Prbi.g_01399
OG0000895	Pray.g_01861	Prbi.g_01400
OG0000896	Pray.g_01860	Prbi.g_01401
OG0000897	Pray.g_01859	Prbi.g_01402
OG0000898	Pray.g_01857	Prbi.g_01404
OG0000899	Pray.g_01856	Prbi.g_01405
OG0000900	Pray.g_01847	Prbi.g_01421
OG0000901	Pray.g_01843	Prbi.g_01425
OG0000902	Pray.g_01842	Prbi.g_01426
OG0000903	Pray.g_01841	Prbi.g_01427
OG0000904	Pray.g_01839	Prbi.g_01429
OG0000905	Pray.g_01837	Prbi.g_01431
OG0000906	Pray.g_01835	Prbi.g_01433
OG0000907	Pray.g_01834	Prbi.g_01434
OG0000908	Pray.g_01831	Prbi.g_01437
OG0000909	Pray.g_01827	Prbi.g_01441
OG0000910	Pray.g_01826	Prbi.g_01442
OG0000911	Pray.g_01825	Prbi.g_01443
OG0000912	Pray.g_01824	Prbi.g_01444
OG0000913	Pray.g_01823	Prbi.g_01445
OG0000914	Pray.g_01822	Prbi.g_01446
OG0000915	Pray.g_01821	Prbi.g_01447
OG0000916	Pray.g_01820	Prbi.g_01448
OG0000917	Pray.g_01819	Prbi.g_01449
OG0000918	Pray.g_01818	Prbi.g_01450
OG0000919	Pray.g_01817	Prbi.g_01451
OG0000920	Pray.g_01816	Prbi.g_01452
OG0000921	Pray.g_01815	Prbi.g_01453
OG0000922	Pray.g_01814	Prbi.g_01454
OG0000923	Pray.g_01813	Prbi.g_01455
OG0000924	Pray.g_01812	Prbi.g_01456
OG0000925	Pray.g_01811	Prbi.g_01457
OG0000926	Pray.g_01787	Prbi.g_01489
OG0000927	Pray.g_01740	Prbi.g_01571
OG0000928	Pray.g_01739	Prbi.g_01572
OG0000929	Pray.g_01738	Prbi.g_01573
OG0000930	Pray.g_01737	Prbi.g_01574
OG0000931	Pray.g_01736	Prbi.g_01575
OG0000932	Pray.g_01734	Prbi.g_01577
OG0000933	Pray.g_01733	Prbi.g_01578
OG0000934	Pray.g_01732	Prbi.g_01579
OG0000935	Pray.g_01731	Prbi.g_01580
OG0000936	Pray.g_01730	Prbi.g_01581
OG0000937	Pray.g_01729	Prbi.g_01582
OG0000938	Pray.g_01728	Prbi.g_01583
OG0000939	Pray.g_01727	Prbi.g_01584
OG0000940	Pray.g_01726	Prbi.g_01585
OG0000941	Pray.g_01724	Prbi.g_01587
OG0000942	Pray.g_01723	Prbi.g_01588
OG0000943	Pray.g_01720	Prbi.g_01593
OG0000944	Pray.g_01719	Prbi.g_01594
OG0000945	Pray.g_01718	Prbi.g_01595
OG0000946	Pray.g_01717	Prbi.g_01596
OG0000947	Pray.g_01716	Prbi.g_01597
OG0000948	Pray.g_01715	Prbi.g_01598
OG0000949	Pray.g_01714	Prbi.g_01599
OG0000950	Pray.g_01713	Prbi.g_01600
OG0000951	Pray.g_01712	Prbi.g_01601
OG0000952	Pray.g_01711	Prbi.g_01602
OG0000953	Pray.g_01710	Prbi.g_01603
OG0000954	Pray.g_01709	Prbi.g_01604
OG0000955	Pray.g_01708	Prbi.g_01605
OG0000956	Pray.g_01707	Prbi.g_01606
OG0000957	Pray.g_01706	Prbi.g_01607
OG0000958	Pray.g_01705	Prbi.g_01608
OG0000959	Pray.g_01704	Prbi.g_01609
OG0000960	Pray.g_01703	Prbi.g_01610
OG0000961	Pray.g_01699	Prbi.g_01613
OG0000962	Pray.g_01698	Prbi.g_01614
OG0000963	Pray.g_01697	Prbi.g_01615
OG0000964	Pray.g_01695	Prbi.g_01617
OG0000965	Pray.g_01694	Prbi.g_01618
OG0000966	Pray.g_01693	Prbi.g_01619
OG0000967	Pray.g_01692	Prbi.g_01620
OG0000968	Pray.g_01691	Prbi.g_01621
OG0000969	Pray.g_01690	Prbi.g_01622
OG0000970	Pray.g_01689	Prbi.g_01623
OG0000971	Pray.g_01688	Prbi.g_01624
OG0000972	Pray.g_01687	Prbi.g_01625
OG0000973	Pray.g_01686	Prbi.g_01626
OG0000974	Pray.g_01684	Prbi.g_01628
OG0000975	Pray.g_01681	Prbi.g_01631
OG0000976	Pray.g_01679	Prbi.g_01633
OG0000977	Pray.g_01678	Prbi.g_01634
OG0000978	Pray.g_01677	Prbi.g_01635
OG0000979	Pray.g_01675	Prbi.g_01637
OG0000980	Pray.g_01674	Prbi.g_01638
OG0000981	Pray.g_01673	Prbi.g_01639
OG0000982	Pray.g_01672	Prbi.g_01640
OG0000983	Pray.g_01670	Prbi.g_01642
OG0000984	Pray.g_01669	Prbi.g_01643
OG0000985	Pray.g_01668	Prbi.g_01644
OG0000986	Pray.g_01667	Prbi.g_01645
OG0000987	Pray.g_01666	Prbi.g_01646
OG0000988	Pray.g_01665	Prbi.g_01647
OG0000989	Pray.g_01664	Prbi.g_01648
OG0000990	Pray.g_01663	Prbi.g_01649
OG0000991	Pray.g_01662	Prbi.g_01650
OG0000992	Pray.g_01661	Prbi.g_01651
OG0000993	Pray.g_01660	Prbi.g_01652
OG0000994	Pray.g_01659	Prbi.g_01653
OG0000995	Pray.g_01658	Prbi.g_01654
OG0000996	Pray.g_01657	Prbi.g_01655
OG0000997	Pray.g_01656	Prbi.g_01656
OG0000998	Pray.g_01655	Prbi.g_01657
OG0000999	Pray.g_01654	Prbi.g_01658
OG0001000	Pray.g_01653	Prbi.g_01659
OG0001001	Pray.g_01651	Prbi.g_01661
OG0001002	Pray.g_01650	Prbi.g_01662
OG0001003	Pray.g_01649	Prbi.g_01663
OG0001004	Pray.g_01648	Prbi.g_01664
OG0001005	Pray.g_01647	Prbi.g_01665
OG0001006	Pray.g_01646	Prbi.g_01666
OG0001007	Pray.g_01645	Prbi.g_01667
OG0001008	Pray.g_01643	Prbi.g_01669
OG0001009	Pray.g_01642	Prbi.g_01670
OG0001010	Pray.g_01634	Prbi.g_01678
OG0001011	Pray.g_01627	Prbi.g_01685
OG0001012	Pray.g_01600	Prbi.g_01711
OG0001013	Pray.g_01565	Prbi.g_01781
OG0001014	Pray.g_01564	Prbi.g_01782
OG0001015	Pray.g_01558	Prbi.g_01788
OG0001016	Pray.g_01557	Prbi.g_01789
OG0001017	Pray.g_01556	Prbi.g_01790
OG0001018	Pray.g_01555	Prbi.g_01791
OG0001019	Pray.g_01553	Prbi.g_01793
OG0001020	Pray.g_01552	Prbi.g_01794
OG0001021	Pray.g_01551	Prbi.g_01795
OG0001022	Pray.g_01550	Prbi.g_01796
OG0001023	Pray.g_01549	Prbi.g_01797
OG0001024	Pray.g_01548	Prbi.g_01798
OG0001025	Pray.g_01547	Prbi.g_01799
OG0001026	Pray.g_01545	Prbi.g_01801
OG0001027	Pray.g_01544	Prbi.g_01802
OG0001028	Pray.g_01543	Prbi.g_01803
OG0001029	Pray.g_01542	Prbi.g_01804
OG0001030	Pray.g_01541	Prbi.g_01805
OG0001031	Pray.g_01540	Prbi.g_01806
OG0001032	Pray.g_01539	Prbi.g_01807
OG0001033	Pray.g_01538	Prbi.g_01808
OG0001034	Pray.g_01537	Prbi.g_01809
OG0001035	Pray.g_01535	Prbi.g_01811
OG0001036	Pray.g_01534	Prbi.g_01812
OG0001037	Pray.g_01533	Prbi.g_01813
OG0001038	Pray.g_01532	Prbi.g_01814
OG0001039	Pray.g_01531	Prbi.g_01815
OG0001040	Pray.g_01530	Prbi.g_01816
OG0001041	Pray.g_01529	Prbi.g_01817
OG0001042	Pray.g_01528	Prbi.g_01818
OG0001043	Pray.g_01527	Prbi.g_01819
OG0001044	Pray.g_01526	Prbi.g_01820
OG0001045	Pray.g_01525	Prbi.g_01821
OG0001046	Pray.g_01524	Prbi.g_01822
OG0001047	Pray.g_01521	Prbi.g_01825
OG0001048	Pray.g_01519	Prbi.g_01827
OG0001049	Pray.g_01518	Prbi.g_01828
OG0001050	Pray.g_01517	Prbi.g_01829
OG0001051	Pray.g_01516	Prbi.g_01830
OG0001052	Pray.g_01515	Prbi.g_01831
OG0001053	Pray.g_01513	Prbi.g_01832
OG0001054	Pray.g_01512	Prbi.g_01834
OG0001055	Pray.g_01511	Prbi.g_01835
OG0001056	Pray.g_01510	Prbi.g_01836
OG0001057	Pray.g_01509	Prbi.g_01837
OG0001058	Pray.g_01508	Prbi.g_01838
OG0001059	Pray.g_01507	Prbi.g_01839
OG0001060	Pray.g_01506	Prbi.g_01840
OG0001061	Pray.g_01505	Prbi.g_01841
OG0001062	Pray.g_01504	Prbi.g_01842
OG0001063	Pray.g_01503	Prbi.g_01843
OG0001064	Pray.g_01229	Prbi.g_01845
OG0001065	Pray.g_01234	Prbi.g_01848
OG0001066	Pray.g_01235	Prbi.g_01849
OG0001067	Pray.g_01236	Prbi.g_01850
OG0001068	Pray.g_01238	Prbi.g_01852
OG0001069	Pray.g_01239	Prbi.g_01853
OG0001070	Pray.g_01240	Prbi.g_01854
OG0001071	Pray.g_01241	Prbi.g_01855
OG0001072	Pray.g_01242	Prbi.g_01856
OG0001073	Pray.g_01243	Prbi.g_01857
OG0001074	Pray.g_01244	Prbi.g_01858
OG0001075	Pray.g_01245	Prbi.g_01859
OG0001076	Pray.g_01246	Prbi.g_01860
OG0001077	Pray.g_01247	Prbi.g_01861
OG0001078	Pray.g_01248	Prbi.g_01863
OG0001079	Pray.g_01249	Prbi.g_01864
OG0001080	Pray.g_01250	Prbi.g_01865
OG0001081	Pray.g_01253	Prbi.g_01868
OG0001082	Pray.g_01254	Prbi.g_01869
OG0001083	Pray.g_01255	Prbi.g_01870
OG0001084	Pray.g_01257	Prbi.g_01872
OG0001085	Pray.g_01258	Prbi.g_01873
OG0001086	Pray.g_01259	Prbi.g_01874
OG0001087	Pray.g_01260	Prbi.g_01875
OG0001088	Pray.g_01261	Prbi.g_01876
OG0001089	Pray.g_01264	Prbi.g_01896
OG0001090	Pray.g_01266	Prbi.g_01898
OG0001091	Pray.g_01267	Prbi.g_01899
OG0001092	Pray.g_01268	Prbi.g_01900
OG0001093	Pray.g_01269	Prbi.g_01901
OG0001094	Pray.g_01270	Prbi.g_01902
OG0001095	Pray.g_01271	Prbi.g_01903
OG0001096	Pray.g_01272	Prbi.g_01904
OG0001097	Pray.g_01273	Prbi.g_01905
OG0001098	Pray.g_01274	Prbi.g_01906
OG0001099	Pray.g_01275	Prbi.g_01907
OG0001100	Pray.g_01276	Prbi.g_01908
OG0001101	Pray.g_01277	Prbi.g_01909
OG0001102	Pray.g_01278	Prbi.g_01910
