Orthogroup	Pray	Praj
OG0000568	Pray.g_01117	Praj.g_00634
OG0000569	Pray.g_01116	Praj.g_00635
OG0000570	Pray.g_01115	Praj.g_00636
OG0000571	Pray.g_01114	Praj.g_00637
OG0000572	Pray.g_01113	Praj.g_00638
OG0000573	Pray.g_01110	Praj.g_00641
OG0000574	Pray.g_01109	Praj.g_00642
OG0000575	Pray.g_01108	Praj.g_00643
OG0000576	Pray.g_01107	Praj.g_00644
OG0000577	Pray.g_01106	Praj.g_00645
OG0000578	Pray.g_01105	Praj.g_00646
OG0000579	Pray.g_01104	Praj.g_00647
OG0000580	Pray.g_01103	Praj.g_00648
OG0000581	Pray.g_01102	Praj.g_00649
OG0000582	Pray.g_01101	Praj.g_00650
OG0000583	Pray.g_01100	Praj.g_00651
OG0000584	Pray.g_01099	Praj.g_00653
OG0000585	Pray.g_01098	Praj.g_00654
OG0000586	Pray.g_01096	Praj.g_00656
OG0000587	Pray.g_01095	Praj.g_00657
OG0000588	Pray.g_01093	Praj.g_00660
OG0000589	Pray.g_01092	Praj.g_00661
OG0000590	Pray.g_01090	Praj.g_00663
OG0000591	Pray.g_01084	Praj.g_00671
OG0000592	Pray.g_01083	Praj.g_00672
OG0000593	Pray.g_01082	Praj.g_00673
OG0000594	Pray.g_01080	Praj.g_00676
OG0000595	Pray.g_01079	Praj.g_00677
OG0000596	Pray.g_01078	Praj.g_00678
OG0000597	Pray.g_01076	Praj.g_00680
OG0000598	Pray.g_01075	Praj.g_00681
OG0000599	Pray.g_01074	Praj.g_00682
OG0000600	Pray.g_01073	Praj.g_00683
OG0000601	Pray.g_01071	Praj.g_00686
OG0000602	Pray.g_01070	Praj.g_00687
OG0000603	Pray.g_01069	Praj.g_00688
OG0000604	Pray.g_01068	Praj.g_01396
OG0000605	Pray.g_01067	Praj.g_00689
OG0000606	Pray.g_01066	Praj.g_00690
OG0000607	Pray.g_01064	Praj.g_00692
OG0000608	Pray.g_01063	Praj.g_00693
OG0000609	Pray.g_01059	Praj.g_02137
OG0000610	Pray.g_01058	Praj.g_01218
OG0000611	Pray.g_01039	Praj.g_00699
OG0000612	Pray.g_01038	Praj.g_00700
OG0000613	Pray.g_01037	Praj.g_00701
OG0000614	Pray.g_01036	Praj.g_00702
OG0000615	Pray.g_01034	Praj.g_00704
OG0000616	Pray.g_01033	Praj.g_00705
OG0000617	Pray.g_01032	Praj.g_00706
OG0000618	Pray.g_01031	Praj.g_00707
OG0000619	Pray.g_01030	Praj.g_00708
OG0000620	Pray.g_01029	Praj.g_00709
OG0000621	Pray.g_01028	Praj.g_00710
OG0000622	Pray.g_01027	Praj.g_00711
OG0000623	Pray.g_01026	Praj.g_00712
OG0000624	Pray.g_01025	Praj.g_00714
OG0000625	Pray.g_00269	Praj.g_00715
OG0000626	Pray.g_00270	Praj.g_00716
OG0000627	Pray.g_00271	Praj.g_00718
OG0000628	Pray.g_00272	Praj.g_00719
OG0000629	Pray.g_00273	Praj.g_00720
OG0000630	Pray.g_00274	Praj.g_00721
OG0000631	Pray.g_00276	Praj.g_00723
OG0000632	Pray.g_00289	Praj.g_01134
OG0000633	Pray.g_00293	Praj.g_00091
OG0000634	Pray.g_00306	Praj.g_01054
OG0000635	Pray.g_00313	Praj.g_00938
OG0000636	Pray.g_00314	Praj.g_00937
OG0000637	Pray.g_00315	Praj.g_00936
OG0000638	Pray.g_00326	Praj.g_00373
OG0000639	Pray.g_00335	Praj.g_00913
OG0000640	Pray.g_00337	Praj.g_00915
OG0000641	Pray.g_00339	Praj.g_00917
OG0000642	Pray.g_00340	Praj.g_00918
OG0000643	Pray.g_00341	Praj.g_00919
OG0000644	Pray.g_00342	Praj.g_00763
OG0000645	Pray.g_00343	Praj.g_00764
OG0000646	Pray.g_00344	Praj.g_00765
OG0000647	Pray.g_00345	Praj.g_00766
OG0000648	Pray.g_00347	Praj.g_00768
OG0000649	Pray.g_00348	Praj.g_00769
OG0000650	Pray.g_00349	Praj.g_00770
OG0000651	Pray.g_00350	Praj.g_00771
OG0000652	Pray.g_00351	Praj.g_00772
OG0000653	Pray.g_00352	Praj.g_00773
OG0000654	Pray.g_00354	Praj.g_00775
OG0000655	Pray.g_00356	Praj.g_00777
OG0000656	Pray.g_00357	Praj.g_00778
OG0000657	Pray.g_00358	Praj.g_00779
OG0000658	Pray.g_00359	Praj.g_00780
OG0000659	Pray.g_00360	Praj.g_00781
OG0000660	Pray.g_00361	Praj.g_00782
OG0000661	Pray.g_00362	Praj.g_00784
OG0000662	Pray.g_00363	Praj.g_00786
OG0000663	Pray.g_00364	Praj.g_00787
OG0000664	Pray.g_00365	Praj.g_00788
OG0000665	Pray.g_00366	Praj.g_00789
OG0000666	Pray.g_00367	Praj.g_00790
OG0000667	Pray.g_00368	Praj.g_00791
OG0000668	Pray.g_00369	Praj.g_00792
OG0000669	Pray.g_00371	Praj.g_00794
OG0000670	Pray.g_00372	Praj.g_00795
OG0000671	Pray.g_00373	Praj.g_00796
OG0000672	Pray.g_00374	Praj.g_00797
OG0000673	Pray.g_00375	Praj.g_00798
OG0000674	Pray.g_00376	Praj.g_00799
OG0000675	Pray.g_00378	Praj.g_00801
OG0000676	Pray.g_00379	Praj.g_00802
OG0000677	Pray.g_00382	Praj.g_00804
OG0000678	Pray.g_00384	Praj.g_00806
OG0000679	Pray.g_00385	Praj.g_00808
OG0000680	Pray.g_00386	Praj.g_00809
OG0000681	Pray.g_00387	Praj.g_00810
OG0000682	Pray.g_00388	Praj.g_00811
OG0000683	Pray.g_00390	Praj.g_00814
OG0000684	Pray.g_00391	Praj.g_00815
OG0000685	Pray.g_00392	Praj.g_00816
OG0000686	Pray.g_00393	Praj.g_00817
OG0000687	Pray.g_00394	Praj.g_00818
OG0000688	Pray.g_00395	Praj.g_00819
OG0000689	Pray.g_00396	Praj.g_00820
OG0000690	Pray.g_00397	Praj.g_00821
OG0000691	Pray.g_00398	Praj.g_00822
OG0000692	Pray.g_00400	Praj.g_00825
OG0000693	Pray.g_00401	Praj.g_00826
OG0000694	Pray.g_00402	Praj.g_00827
OG0000695	Pray.g_00403	Praj.g_00828
OG0000696	Pray.g_00404	Praj.g_00829
OG0000697	Pray.g_00406	Praj.g_00831
OG0000698	Pray.g_00408	Praj.g_00835
OG0000699	Pray.g_00409	Praj.g_00836
OG0000700	Pray.g_00436	Praj.g_00869
OG0000701	Pray.g_00440	Praj.g_00872
OG0000702	Pray.g_00443	Praj.g_00877
OG0000703	Pray.g_00444	Praj.g_00879
OG0000704	Pray.g_00445	Praj.g_00880
OG0000705	Pray.g_00446	Praj.g_00881
OG0000706	Pray.g_00447	Praj.g_00882
OG0000707	Pray.g_00449	Praj.g_00884
OG0000708	Pray.g_00450	Praj.g_00885
OG0000709	Pray.g_00452	Praj.g_00887
OG0000710	Pray.g_00453	Praj.g_00888
OG0000711	Pray.g_00454	Praj.g_00889
OG0000712	Pray.g_00455	Praj.g_00890
OG0000713	Pray.g_00456	Praj.g_00891
OG0000714	Pray.g_00458	Praj.g_00893
OG0000715	Pray.g_00459	Praj.g_00894
OG0000716	Pray.g_00461	Praj.g_00897
OG0000717	Pray.g_00462	Praj.g_00898
OG0000718	Pray.g_00463	Praj.g_00899
OG0000719	Pray.g_00465	Praj.g_00901
OG0000720	Pray.g_00466	Praj.g_00902
OG0000721	Pray.g_00469	Praj.g_00905
OG0000722	Pray.g_00470	Praj.g_00906
OG0000723	Pray.g_00471	Praj.g_00907
OG0000724	Pray.g_00473	Praj.g_00748
OG0000725	Pray.g_00474	Praj.g_00749
OG0000726	Pray.g_00475	Praj.g_00750
OG0000727	Pray.g_00476	Praj.g_00751
OG0000728	Pray.g_00477	Praj.g_00752
OG0000729	Pray.g_00478	Praj.g_00753
OG0000730	Pray.g_00479	Praj.g_00754
OG0000731	Pray.g_00480	Praj.g_00755
OG0000732	Pray.g_00481	Praj.g_00756
OG0000733	Pray.g_00482	Praj.g_00757
OG0000734	Pray.g_00483	Praj.g_00758
OG0000735	Pray.g_00485	Praj.g_00760
OG0000736	Pray.g_00486	Praj.g_00761
OG0000737	Pray.g_00487	Praj.g_00762
OG0000738	Pray.g_00488	Praj.g_00920
OG0000739	Pray.g_00489	Praj.g_00921
OG0000740	Pray.g_00490	Praj.g_00922
OG0000741	Pray.g_00491	Praj.g_00923
OG0000742	Pray.g_00493	Praj.g_00925
OG0000743	Pray.g_00494	Praj.g_00926
OG0000744	Pray.g_00495	Praj.g_00927
OG0000745	Pray.g_00496	Praj.g_00928
OG0000746	Pray.g_00497	Praj.g_00929
OG0000747	Pray.g_00498	Praj.g_00930
OG0000748	Pray.g_00499	Praj.g_00931
OG0000749	Pray.g_00500	Praj.g_00932
OG0000750	Pray.g_00501	Praj.g_00933
OG0000751	Pray.g_00502	Praj.g_00934
OG0000752	Pray.g_00503	Praj.g_00847
OG0000753	Pray.g_00505	Praj.g_00939
OG0000754	Pray.g_00506	Praj.g_00940
OG0000755	Pray.g_00507	Praj.g_00941
OG0000756	Pray.g_00508	Praj.g_00943
OG0000757	Pray.g_00509	Praj.g_00944
OG0000758	Pray.g_00510	Praj.g_00945
OG0000759	Pray.g_00512	Praj.g_00947
OG0000760	Pray.g_00513	Praj.g_00948
OG0000761	Pray.g_00514	Praj.g_00949
OG0000762	Pray.g_00516	Praj.g_00951
OG0000763	Pray.g_00517	Praj.g_00952
OG0000764	Pray.g_00518	Praj.g_00953
OG0000765	Pray.g_00519	Praj.g_00954
OG0000766	Pray.g_00520	Praj.g_00955
OG0000767	Pray.g_00522	Praj.g_00957
OG0000768	Pray.g_00523	Praj.g_00958
OG0000769	Pray.g_00524	Praj.g_00959
OG0000770	Pray.g_00525	Praj.g_00960
OG0000771	Pray.g_00526	Praj.g_00961
OG0000772	Pray.g_00527	Praj.g_00085
OG0000773	Pray.g_00528	Praj.g_00963
OG0000774	Pray.g_00529	Praj.g_00964
OG0000775	Pray.g_00530	Praj.g_00965
OG0000776	Pray.g_00532	Praj.g_00966
OG0000777	Pray.g_00534	Praj.g_00968
OG0000778	Pray.g_00535	Praj.g_00969
OG0000779	Pray.g_00536	Praj.g_00970
OG0000780	Pray.g_00538	Praj.g_00972
OG0000781	Pray.g_00540	Praj.g_00973
OG0000782	Pray.g_00541	Praj.g_00974
OG0000783	Pray.g_00553	Praj.g_00991
OG0000784	Pray.g_00555	Praj.g_00992
OG0000785	Pray.g_00556	Praj.g_00993
OG0000786	Pray.g_00557	Praj.g_00994
OG0000787	Pray.g_00558	Praj.g_00995
OG0000788	Pray.g_00562	Praj.g_00999
OG0000789	Pray.g_00564	Praj.g_01002
OG0000790	Pray.g_00565	Praj.g_00846
OG0000791	Pray.g_00566	Praj.g_01003
OG0000792	Pray.g_00567	Praj.g_01004
OG0000793	Pray.g_00568	Praj.g_01005
OG0000794	Pray.g_00570	Praj.g_01008
OG0000795	Pray.g_00573	Praj.g_01012
OG0000796	Pray.g_00574	Praj.g_01013
OG0000797	Pray.g_00576	Praj.g_01016
OG0000798	Pray.g_00577	Praj.g_01017
OG0000799	Pray.g_00578	Praj.g_01018
OG0000800	Pray.g_00579	Praj.g_01019
OG0000801	Pray.g_00582	Praj.g_01022
OG0000802	Pray.g_00583	Praj.g_01023
OG0000803	Pray.g_00585	Praj.g_00845
OG0000804	Pray.g_00586	Praj.g_00844
OG0000805	Pray.g_00587	Praj.g_00843
OG0000806	Pray.g_00589	Praj.g_00841
OG0000807	Pray.g_00614	Praj.g_00852
OG0000808	Pray.g_00623	Praj.g_01063
OG0000809	Pray.g_00626	Praj.g_01045
OG0000810	Pray.g_00627	Praj.g_01728
OG0000811	Pray.g_00634	Praj.g_02022
OG0000812	Pray.g_00132	Praj.g_00378
OG0000813	Pray.g_00128	Praj.g_00386
OG0000814	Pray.g_00126	Praj.g_01725
OG0000815	Pray.g_00112	Praj.g_01040
OG0000816	Pray.g_00096	Praj.g_01833
OG0000817	Pray.g_00095	Praj.g_01834
OG0000818	Pray.g_00090	Praj.g_01083
OG0000819	Pray.g_00083	Praj.g_01482
OG0000820	Pray.g_00079	Praj.g_01476
OG0000821	Pray.g_00077	Praj.g_01474
OG0000822	Pray.g_00076	Praj.g_01473
OG0000823	Pray.g_00075	Praj.g_01472
OG0000824	Pray.g_00074	Praj.g_01471
OG0000825	Pray.g_00073	Praj.g_01470
OG0000826	Pray.g_00072	Praj.g_01469
OG0000827	Pray.g_00071	Praj.g_01468
OG0000828	Pray.g_00070	Praj.g_01467
OG0000829	Pray.g_00069	Praj.g_01466
OG0000830	Pray.g_00068	Praj.g_01464
OG0000831	Pray.g_00065	Praj.g_01462
OG0000832	Pray.g_00063	Praj.g_01460
OG0000833	Pray.g_00062	Praj.g_01459
OG0000834	Pray.g_00060	Praj.g_01458
OG0000835	Pray.g_00059	Praj.g_01457
OG0000836	Pray.g_00058	Praj.g_01456
OG0000837	Pray.g_00056	Praj.g_01453
OG0000838	Pray.g_00055	Praj.g_01452
OG0000839	Pray.g_00054	Praj.g_01451
OG0000840	Pray.g_00053	Praj.g_01450
OG0000841	Pray.g_00052	Praj.g_01449
OG0000842	Pray.g_00051	Praj.g_01447
OG0000843	Pray.g_00050	Praj.g_01446
OG0000844	Pray.g_00049	Praj.g_01445
OG0000845	Pray.g_00048	Praj.g_01444
OG0000846	Pray.g_00045	Praj.g_01442
OG0000847	Pray.g_00043	Praj.g_01440
OG0000848	Pray.g_00042	Praj.g_01438
OG0000849	Pray.g_00041	Praj.g_01437
OG0000850	Pray.g_00040	Praj.g_01436
OG0000851	Pray.g_00039	Praj.g_01434
OG0000852	Pray.g_00037	Praj.g_01432
OG0000853	Pray.g_00036	Praj.g_01430
OG0000854	Pray.g_00034	Praj.g_01428
OG0000855	Pray.g_00033	Praj.g_01427
OG0000856	Pray.g_00032	Praj.g_01426
OG0000857	Pray.g_00031	Praj.g_01425
OG0000858	Pray.g_00030	Praj.g_01424
OG0000859	Pray.g_00029	Praj.g_01423
OG0000860	Pray.g_00028	Praj.g_01422
OG0000861	Pray.g_00027	Praj.g_01421
OG0000862	Pray.g_00026	Praj.g_01420
OG0000863	Pray.g_00025	Praj.g_01419
OG0000864	Pray.g_00024	Praj.g_01418
OG0000865	Pray.g_00023	Praj.g_01417
OG0000866	Pray.g_00022	Praj.g_01416
OG0000867	Pray.g_00021	Praj.g_01415
OG0000868	Pray.g_00020	Praj.g_01414
OG0000869	Pray.g_00018	Praj.g_01411
OG0000870	Pray.g_00017	Praj.g_01410
OG0000871	Pray.g_00015	Praj.g_01409
OG0000872	Pray.g_00014	Praj.g_01408
OG0000873	Pray.g_00012	Praj.g_01407
OG0000874	Pray.g_00011	Praj.g_01406
OG0000875	Pray.g_00010	Praj.g_01405
OG0000876	Pray.g_00009	Praj.g_01404
OG0000877	Pray.g_00007	Praj.g_01403
OG0000878	Pray.g_01895	Praj.g_01246
OG0000879	Pray.g_01881	Praj.g_01517
OG0000880	Pray.g_01880	Praj.g_01518
OG0000881	Pray.g_01879	Praj.g_01519
OG0000882	Pray.g_01878	Praj.g_01520
OG0000883	Pray.g_01877	Praj.g_01522
OG0000884	Pray.g_01875	Praj.g_01523
OG0000885	Pray.g_01874	Praj.g_01524
OG0000886	Pray.g_01873	Praj.g_01525
OG0000887	Pray.g_01872	Praj.g_01526
OG0000888	Pray.g_01871	Praj.g_01527
OG0000889	Pray.g_01868	Praj.g_01530
OG0000890	Pray.g_01867	Praj.g_01531
OG0000891	Pray.g_01866	Praj.g_01532
OG0000892	Pray.g_01864	Praj.g_01534
OG0000893	Pray.g_01863	Praj.g_01535
OG0000894	Pray.g_01862	Praj.g_01536
OG0000895	Pray.g_01861	Praj.g_01537
OG0000896	Pray.g_01860	Praj.g_01538
OG0000897	Pray.g_01859	Praj.g_01539
OG0000898	Pray.g_01857	Praj.g_01542
OG0000899	Pray.g_01856	Praj.g_01543
OG0000900	Pray.g_01847	Praj.g_01546
OG0000901	Pray.g_01843	Praj.g_01550
OG0000902	Pray.g_01842	Praj.g_00732
OG0000903	Pray.g_01841	Praj.g_01484
OG0000904	Pray.g_01839	Praj.g_01011
OG0000905	Pray.g_01837	Praj.g_01734
OG0000906	Pray.g_01835	Praj.g_01573
OG0000907	Pray.g_01834	Praj.g_00833
OG0000908	Pray.g_01831	Praj.g_01160
OG0000909	Pray.g_01827	Praj.g_01577
OG0000910	Pray.g_01826	Praj.g_01578
OG0000911	Pray.g_01825	Praj.g_01579
OG0000912	Pray.g_01824	Praj.g_01580
OG0000913	Pray.g_01823	Praj.g_01581
OG0000914	Pray.g_01822	Praj.g_01582
OG0000915	Pray.g_01821	Praj.g_01583
OG0000916	Pray.g_01820	Praj.g_01584
OG0000917	Pray.g_01819	Praj.g_01585
OG0000918	Pray.g_01818	Praj.g_01586
OG0000919	Pray.g_01817	Praj.g_01587
OG0000920	Pray.g_01816	Praj.g_01588
OG0000921	Pray.g_01815	Praj.g_01589
OG0000922	Pray.g_01814	Praj.g_01590
OG0000923	Pray.g_01813	Praj.g_01591
OG0000924	Pray.g_01812	Praj.g_01592
OG0000925	Pray.g_01811	Praj.g_01593
OG0000926	Pray.g_01787	Praj.g_01995
OG0000927	Pray.g_01740	Praj.g_01613
OG0000928	Pray.g_01739	Praj.g_01614
OG0000929	Pray.g_01738	Praj.g_01615
OG0000930	Pray.g_01737	Praj.g_01616
OG0000931	Pray.g_01736	Praj.g_01617
OG0000932	Pray.g_01734	Praj.g_01619
OG0000933	Pray.g_01733	Praj.g_01620
OG0000934	Pray.g_01732	Praj.g_01621
OG0000935	Pray.g_01731	Praj.g_01622
OG0000936	Pray.g_01730	Praj.g_01623
OG0000937	Pray.g_01729	Praj.g_01624
OG0000938	Pray.g_01728	Praj.g_01625
OG0000939	Pray.g_01727	Praj.g_01626
OG0000940	Pray.g_01726	Praj.g_01628
OG0000941	Pray.g_01724	Praj.g_01630
OG0000942	Pray.g_01723	Praj.g_01631
OG0000943	Pray.g_01720	Praj.g_01634
OG0000944	Pray.g_01719	Praj.g_01635
OG0000945	Pray.g_01718	Praj.g_01636
OG0000946	Pray.g_01717	Praj.g_01637
OG0000947	Pray.g_01716	Praj.g_01638
OG0000948	Pray.g_01715	Praj.g_01639
OG0000949	Pray.g_01714	Praj.g_01640
OG0000950	Pray.g_01713	Praj.g_01641
OG0000951	Pray.g_01712	Praj.g_01642
OG0000952	Pray.g_01711	Praj.g_01643
OG0000953	Pray.g_01710	Praj.g_01644
OG0000954	Pray.g_01709	Praj.g_01645
OG0000955	Pray.g_01708	Praj.g_01646
OG0000956	Pray.g_01707	Praj.g_01647
OG0000957	Pray.g_01706	Praj.g_00454
OG0000958	Pray.g_01705	Praj.g_01648
OG0000959	Pray.g_01704	Praj.g_01649
OG0000960	Pray.g_01703	Praj.g_01650
OG0000961	Pray.g_01699	Praj.g_01653
OG0000962	Pray.g_01698	Praj.g_01654
OG0000963	Pray.g_01697	Praj.g_01655
OG0000964	Pray.g_01695	Praj.g_01657
OG0000965	Pray.g_01694	Praj.g_01658
OG0000966	Pray.g_01693	Praj.g_01659
OG0000967	Pray.g_01692	Praj.g_01660
OG0000968	Pray.g_01691	Praj.g_01661
OG0000969	Pray.g_01690	Praj.g_01662
OG0000970	Pray.g_01689	Praj.g_01663
OG0000971	Pray.g_01688	Praj.g_01664
OG0000972	Pray.g_01687	Praj.g_01665
OG0000973	Pray.g_01686	Praj.g_01666
OG0000974	Pray.g_01684	Praj.g_01668
OG0000975	Pray.g_01681	Praj.g_01674
OG0000976	Pray.g_01679	Praj.g_01677
OG0000977	Pray.g_01678	Praj.g_01678
OG0000978	Pray.g_01677	Praj.g_01679
OG0000979	Pray.g_01675	Praj.g_01681
OG0000980	Pray.g_01674	Praj.g_01682
OG0000981	Pray.g_01673	Praj.g_01683
OG0000982	Pray.g_01672	Praj.g_01684
OG0000983	Pray.g_01670	Praj.g_01686
OG0000984	Pray.g_01669	Praj.g_01687
OG0000985	Pray.g_01668	Praj.g_01688
OG0000986	Pray.g_01667	Praj.g_01690
OG0000987	Pray.g_01666	Praj.g_01691
OG0000988	Pray.g_01665	Praj.g_01692
OG0000989	Pray.g_01664	Praj.g_01693
OG0000990	Pray.g_01663	Praj.g_01694
OG0000991	Pray.g_01662	Praj.g_01695
OG0000992	Pray.g_01661	Praj.g_01696
OG0000993	Pray.g_01660	Praj.g_01697
OG0000994	Pray.g_01659	Praj.g_01698
OG0000995	Pray.g_01658	Praj.g_01699
OG0000996	Pray.g_01657	Praj.g_01700
OG0000997	Pray.g_01656	Praj.g_01701
OG0000998	Pray.g_01655	Praj.g_01702
OG0000999	Pray.g_01654	Praj.g_01703
OG0001000	Pray.g_01653	Praj.g_01704
OG0001001	Pray.g_01651	Praj.g_01706
OG0001002	Pray.g_01650	Praj.g_01707
OG0001003	Pray.g_01649	Praj.g_01708
OG0001004	Pray.g_01648	Praj.g_01709
OG0001005	Pray.g_01647	Praj.g_01711
OG0001006	Pray.g_01646	Praj.g_01712
OG0001007	Pray.g_01645	Praj.g_01713
OG0001008	Pray.g_01643	Praj.g_01715
OG0001009	Pray.g_01642	Praj.g_01716
OG0001010	Pray.g_01634	Praj.g_01499
OG0001011	Pray.g_01627	Praj.g_01599
OG0001012	Pray.g_01600	Praj.g_00785
OG0001013	Pray.g_01565	Praj.g_01763
OG0001014	Pray.g_01564	Praj.g_01764
OG0001015	Pray.g_01558	Praj.g_01769
OG0001016	Pray.g_01557	Praj.g_01770
OG0001017	Pray.g_01556	Praj.g_01771
OG0001018	Pray.g_01555	Praj.g_01772
OG0001019	Pray.g_01553	Praj.g_01773
OG0001020	Pray.g_01552	Praj.g_01774
OG0001021	Pray.g_01551	Praj.g_01775
OG0001022	Pray.g_01550	Praj.g_01776
OG0001023	Pray.g_01549	Praj.g_01777
OG0001024	Pray.g_01548	Praj.g_01778
OG0001025	Pray.g_01547	Praj.g_01779
OG0001026	Pray.g_01545	Praj.g_01780
OG0001027	Pray.g_01544	Praj.g_01781
OG0001028	Pray.g_01543	Praj.g_01782
OG0001029	Pray.g_01542	Praj.g_01783
OG0001030	Pray.g_01541	Praj.g_01784
OG0001031	Pray.g_01540	Praj.g_01785
OG0001032	Pray.g_01539	Praj.g_01786
OG0001033	Pray.g_01538	Praj.g_01787
OG0001034	Pray.g_01537	Praj.g_01788
OG0001035	Pray.g_01535	Praj.g_01790
OG0001036	Pray.g_01534	Praj.g_01791
OG0001037	Pray.g_01533	Praj.g_01792
OG0001038	Pray.g_01532	Praj.g_01793
OG0001039	Pray.g_01531	Praj.g_01794
OG0001040	Pray.g_01530	Praj.g_01796
OG0001041	Pray.g_01529	Praj.g_01797
OG0001042	Pray.g_01528	Praj.g_01798
OG0001043	Pray.g_01527	Praj.g_01799
OG0001044	Pray.g_01526	Praj.g_01800
OG0001045	Pray.g_01525	Praj.g_01801
OG0001046	Pray.g_01524	Praj.g_01802
OG0001047	Pray.g_01521	Praj.g_01804
OG0001048	Pray.g_01519	Praj.g_01806
OG0001049	Pray.g_01518	Praj.g_01807
OG0001050	Pray.g_01517	Praj.g_01808
OG0001051	Pray.g_01516	Praj.g_01809
OG0001052	Pray.g_01515	Praj.g_01810
OG0001053	Pray.g_01513	Praj.g_01812
OG0001054	Pray.g_01512	Praj.g_01814
OG0001055	Pray.g_01511	Praj.g_01815
OG0001056	Pray.g_01510	Praj.g_01816
OG0001057	Pray.g_01509	Praj.g_01817
OG0001058	Pray.g_01508	Praj.g_01818
OG0001059	Pray.g_01507	Praj.g_01819
OG0001060	Pray.g_01506	Praj.g_01820
OG0001061	Pray.g_01505	Praj.g_01821
OG0001062	Pray.g_01504	Praj.g_01822
OG0001063	Pray.g_01503	Praj.g_01823
OG0001064	Pray.g_01229	Praj.g_01825
OG0001065	Pray.g_01234	Praj.g_01868
OG0001066	Pray.g_01235	Praj.g_01870
OG0001067	Pray.g_01236	Praj.g_01871
OG0001068	Pray.g_01238	Praj.g_01873
OG0001069	Pray.g_01239	Praj.g_01874
OG0001070	Pray.g_01240	Praj.g_01875
OG0001071	Pray.g_01241	Praj.g_01876
OG0001072	Pray.g_01242	Praj.g_01877
OG0001073	Pray.g_01243	Praj.g_01878
OG0001074	Pray.g_01244	Praj.g_01879
OG0001075	Pray.g_01245	Praj.g_01880
OG0001076	Pray.g_01246	Praj.g_01881
OG0001077	Pray.g_01247	Praj.g_01882
OG0001078	Pray.g_01248	Praj.g_01883
OG0001079	Pray.g_01249	Praj.g_01884
OG0001080	Pray.g_01250	Praj.g_01885
OG0001081	Pray.g_01253	Praj.g_01894
OG0001082	Pray.g_01254	Praj.g_01893
OG0001083	Pray.g_01255	Praj.g_01889
OG0001084	Pray.g_01257	Praj.g_01891
OG0001085	Pray.g_01258	Praj.g_01892
OG0001086	Pray.g_01259	Praj.g_01888
OG0001087	Pray.g_01260	Praj.g_01887
OG0001088	Pray.g_01261	Praj.g_01886
OG0001089	Pray.g_01264	Praj.g_01909
OG0001090	Pray.g_01266	Praj.g_01911
OG0001091	Pray.g_01267	Praj.g_01912
OG0001092	Pray.g_01268	Praj.g_01913
OG0001093	Pray.g_01269	Praj.g_01914
OG0001094	Pray.g_01270	Praj.g_01915
OG0001095	Pray.g_01271	Praj.g_01916
OG0001096	Pray.g_01272	Praj.g_01917
OG0001097	Pray.g_01273	Praj.g_01918
OG0001098	Pray.g_01274	Praj.g_01919
OG0001099	Pray.g_01275	Praj.g_01920
OG0001100	Pray.g_01276	Praj.g_01921
OG0001101	Pray.g_01277	Praj.g_01922
OG0001102	Pray.g_01278	Praj.g_01923
OG0001103	Pray.g_01279	Praj.g_01924
OG0001104	Pray.g_01280	Praj.g_01925
OG0001105	Pray.g_01281	Praj.g_01926
OG0001106	Pray.g_01282	Praj.g_01927
OG0001107	Pray.g_01283	Praj.g_01928
OG0001108	Pray.g_01284	Praj.g_01929
OG0001109	Pray.g_01285	Praj.g_01930
OG0001110	Pray.g_01286	Praj.g_01931
OG0001111	Pray.g_01287	Praj.g_01932
OG0001112	Pray.g_01288	Praj.g_01933
OG0001113	Pray.g_01289	Praj.g_01934
OG0001114	Pray.g_01290	Praj.g_01935
OG0001115	Pray.g_01291	Praj.g_01936
OG0001116	Pray.g_01292	Praj.g_01937
OG0001117	Pray.g_01293	Praj.g_01938
OG0001118	Pray.g_01294	Praj.g_01939
OG0001119	Pray.g_01295	Praj.g_01940
OG0001120	Pray.g_01296	Praj.g_01941
OG0001121	Pray.g_01298	Praj.g_01943
OG0001122	Pray.g_01299	Praj.g_01944
OG0001123	Pray.g_01300	Praj.g_01945
OG0001124	Pray.g_01302	Praj.g_01947
OG0001125	Pray.g_01304	Praj.g_01949
OG0001126	Pray.g_01305	Praj.g_01950
OG0001127	Pray.g_01307	Praj.g_01953
OG0001128	Pray.g_01308	Praj.g_01954
OG0001129	Pray.g_01309	Praj.g_01955
OG0001130	Pray.g_01312	Praj.g_01958
OG0001131	Pray.g_01313	Praj.g_01959
OG0001132	Pray.g_01314	Praj.g_01960
OG0001133	Pray.g_01315	Praj.g_01961
OG0001134	Pray.g_01316	Praj.g_01962
OG0001135	Pray.g_01317	Praj.g_01963
OG0001136	Pray.g_01318	Praj.g_01964
OG0001137	Pray.g_01319	Praj.g_01965
OG0001138	Pray.g_01320	Praj.g_01966
OG0001139	Pray.g_01321	Praj.g_01968
OG0001140	Pray.g_01322	Praj.g_01969
OG0001141	Pray.g_01323	Praj.g_01970
OG0001142	Pray.g_01327	Praj.g_01975
OG0001143	Pray.g_01328	Praj.g_01976
OG0001144	Pray.g_01329	Praj.g_01977
OG0001145	Pray.g_01330	Praj.g_01978
OG0001146	Pray.g_01331	Praj.g_01979
OG0001147	Pray.g_01332	Praj.g_01980
OG0001148	Pray.g_01333	Praj.g_01981
OG0001149	Pray.g_01335	Praj.g_01982
