Orthogroup	Syar	Syas
OG0000568	Syar.g_02302	Syas.g_00810
OG0000569	Syar.g_02301	Syas.g_00811
OG0000570	Syar.g_02300	Syas.g_00812
OG0000571	Syar.g_02298	Syas.g_00815
OG0000572	Syar.g_02201	Syas.g_00839
OG0000573	Syar.g_02191	Syas.g_00952
OG0000574	Syar.g_02190	Syas.g_00951
OG0000575	Syar.g_03180	Syas.g_00848
OG0000576	Syar.g_02187	Syas.g_00850
OG0000577	Syar.g_02186	Syas.g_00851
OG0000578	Syar.g_02185	Syas.g_00852
OG0000579	Syar.g_02184	Syas.g_00853
OG0000580	Syar.g_02183	Syas.g_00854
OG0000581	Syar.g_02175	Syas.g_00861
OG0000582	Syar.g_02131	Syas.g_00873
OG0000583	Syar.g_02132	Syas.g_00872
OG0000584	Syar.g_02133	Syas.g_00871
OG0000585	Syar.g_02170	Syas.g_00868
OG0000586	Syar.g_02171	Syas.g_00867
OG0000587	Syar.g_02173	Syas.g_00865
OG0000588	Syar.g_02275	Syas.g_00960
OG0000589	Syar.g_02261	Syas.g_00121
OG0000590	Syar.g_02260	Syas.g_00120
OG0000591	Syar.g_02246	Syas.g_00106
OG0000592	Syar.g_02245	Syas.g_00105
OG0000593	Syar.g_02414	Syas.g_00750
OG0000594	Syar.g_02415	Syas.g_00749
OG0000595	Syar.g_02416	Syas.g_00748
OG0000596	Syar.g_02421	Syas.g_00743
OG0000597	Syar.g_02424	Syas.g_00740
OG0000598	Syar.g_02425	Syas.g_00739
OG0000599	Syar.g_02428	Syas.g_00732
OG0000600	Syar.g_02429	Syas.g_00731
OG0000601	Syar.g_02430	Syas.g_00730
OG0000602	Syar.g_02435	Syas.g_00725
OG0000603	Syar.g_02436	Syas.g_00724
OG0000604	Syar.g_02438	Syas.g_00721
OG0000605	Syar.g_02440	Syas.g_00719
OG0000606	Syar.g_02443	Syas.g_00716
OG0000607	Syar.g_02446	Syas.g_00713
OG0000608	Syar.g_02447	Syas.g_00712
OG0000609	Syar.g_02470	Syas.g_00710
OG0000610	Syar.g_01917	Syas.g_00702
OG0000611	Syar.g_01914	Syas.g_00699
OG0000612	Syar.g_01913	Syas.g_00698
OG0000613	Syar.g_00712	Syas.g_01825
OG0000614	Syar.g_02012	Syas.g_01044
OG0000615	Syar.g_02603	Syas.g_00650
OG0000616	Syar.g_00454	Syas.g_02011
OG0000617	Syar.g_01576	Syas.g_00180
OG0000618	Syar.g_01575	Syas.g_00181
OG0000619	Syar.g_01574	Syas.g_00182
OG0000620	Syar.g_01569	Syas.g_00188
OG0000621	Syar.g_01568	Syas.g_00189
OG0000622	Syar.g_01566	Syas.g_00190
OG0000623	Syar.g_01565	Syas.g_00191
OG0000624	Syar.g_01564	Syas.g_00192
OG0000625	Syar.g_01563	Syas.g_00193
OG0000626	Syar.g_01562	Syas.g_00194
OG0000627	Syar.g_01868	Syas.g_00372
OG0000628	Syar.g_01869	Syas.g_00373
OG0000629	Syar.g_01872	Syas.g_00376
OG0000630	Syar.g_02586	Syas.g_00397
OG0000631	Syar.g_02579	Syas.g_00405
OG0000632	Syar.g_02578	Syas.g_00406
OG0000633	Syar.g_02576	Syas.g_00407
OG0000634	Syar.g_02635	Syas.g_00600
OG0000635	Syar.g_02636	Syas.g_00599
OG0000636	Syar.g_02638	Syas.g_00597
OG0000637	Syar.g_02640	Syas.g_00595
OG0000638	Syar.g_02641	Syas.g_00594
OG0000639	Syar.g_02642	Syas.g_00593
OG0000640	Syar.g_02643	Syas.g_00592
OG0000641	Syar.g_02648	Syas.g_00587
OG0000642	Syar.g_02649	Syas.g_00586
OG0000643	Syar.g_02650	Syas.g_00585
OG0000644	Syar.g_02651	Syas.g_00584
OG0000645	Syar.g_02652	Syas.g_00583
OG0000646	Syar.g_02655	Syas.g_00580
OG0000647	Syar.g_02657	Syas.g_00578
OG0000648	Syar.g_02659	Syas.g_00576
OG0000649	Syar.g_02660	Syas.g_00575
OG0000650	Syar.g_02661	Syas.g_00574
OG0000651	Syar.g_02662	Syas.g_00573
OG0000652	Syar.g_02663	Syas.g_00572
OG0000653	Syar.g_02665	Syas.g_00570
OG0000654	Syar.g_02666	Syas.g_00569
OG0000655	Syar.g_02667	Syas.g_00568
OG0000656	Syar.g_02479	Syas.g_00565
OG0000657	Syar.g_01812	Syas.g_00232
OG0000658	Syar.g_01815	Syas.g_00235
OG0000659	Syar.g_01816	Syas.g_00236
OG0000660	Syar.g_01820	Syas.g_00240
OG0000661	Syar.g_01822	Syas.g_00242
OG0000662	Syar.g_01829	Syas.g_00281
OG0000663	Syar.g_01832	Syas.g_00284
OG0000664	Syar.g_01837	Syas.g_00287
OG0000665	Syar.g_02774	Syas.g_00385
OG0000666	Syar.g_01241	Syas.g_01362
OG0000667	Syar.g_02346	Syas.g_00088
OG0000668	Syar.g_01802	Syas.g_00221
OG0000669	Syar.g_01627	Syas.g_00684
OG0000670	Syar.g_01624	Syas.g_00681
OG0000671	Syar.g_01622	Syas.g_00679
OG0000672	Syar.g_01619	Syas.g_00676
OG0000673	Syar.g_01615	Syas.g_00673
OG0000674	Syar.g_01613	Syas.g_00671
OG0000675	Syar.g_01612	Syas.g_00670
OG0000676	Syar.g_01608	Syas.g_00668
OG0000677	Syar.g_01607	Syas.g_00667
OG0000678	Syar.g_02037	Syas.g_00660
OG0000679	Syar.g_02606	Syas.g_00629
OG0000680	Syar.g_02607	Syas.g_00628
OG0000681	Syar.g_02610	Syas.g_00625
OG0000682	Syar.g_02611	Syas.g_00624
OG0000683	Syar.g_02612	Syas.g_00623
OG0000684	Syar.g_02615	Syas.g_00621
OG0000685	Syar.g_02617	Syas.g_00187
OG0000686	Syar.g_02618	Syas.g_00619
OG0000687	Syar.g_02619	Syas.g_00618
OG0000688	Syar.g_02624	Syas.g_00612
OG0000689	Syar.g_02626	Syas.g_00610
OG0000690	Syar.g_02627	Syas.g_00609
OG0000691	Syar.g_02628	Syas.g_00608
OG0000692	Syar.g_02629	Syas.g_00606
OG0000693	Syar.g_02631	Syas.g_00604
OG0000694	Syar.g_02632	Syas.g_00603
OG0000695	Syar.g_02573	Syas.g_00410
OG0000696	Syar.g_02572	Syas.g_00411
OG0000697	Syar.g_02570	Syas.g_00413
OG0000698	Syar.g_02567	Syas.g_00417
OG0000699	Syar.g_02566	Syas.g_00419
OG0000700	Syar.g_02565	Syas.g_00420
OG0000701	Syar.g_02564	Syas.g_00421
OG0000702	Syar.g_02559	Syas.g_00437
OG0000703	Syar.g_02557	Syas.g_00438
OG0000704	Syar.g_02555	Syas.g_00446
OG0000705	Syar.g_02547	Syas.g_00453
OG0000706	Syar.g_02546	Syas.g_00454
OG0000707	Syar.g_02545	Syas.g_00455
OG0000708	Syar.g_02542	Syas.g_00458
OG0000709	Syar.g_02534	Syas.g_00466
OG0000710	Syar.g_02528	Syas.g_00497
OG0000711	Syar.g_02499	Syas.g_00546
OG0000712	Syar.g_02497	Syas.g_00548
OG0000713	Syar.g_02496	Syas.g_00549
OG0000714	Syar.g_02494	Syas.g_00551
OG0000715	Syar.g_02492	Syas.g_00553
OG0000716	Syar.g_02488	Syas.g_00556
OG0000717	Syar.g_02487	Syas.g_00557
OG0000718	Syar.g_02483	Syas.g_00561
OG0000719	Syar.g_01804	Syas.g_00223
OG0000720	Syar.g_01790	Syas.g_00209
OG0000721	Syar.g_01788	Syas.g_00207
OG0000722	Syar.g_01787	Syas.g_00206
OG0000723	Syar.g_01560	Syas.g_00196
OG0000724	Syar.g_01367, Syar.g_02120	Syas.g_00999
OG0000725	Syar.g_01934	Syas.g_01024
OG0000726	Syar.g_01935	Syas.g_01025
OG0000727	Syar.g_01936	Syas.g_01026
OG0000728	Syar.g_01938	Syas.g_01028
OG0000729	Syar.g_00593	Syas.g_02145
OG0000730	Syar.g_01115	Syas.g_01544
OG0000731	Syar.g_01127	Syas.g_01532
OG0000732	Syar.g_00522	Syas.g_02086
OG0000733	Syar.g_02234	Syas.g_00096
OG0000734	Syar.g_03128	Syas.g_02414
OG0000735	Syar.g_01522	Syas.g_01201
OG0000736	Syar.g_01523	Syas.g_01200
OG0000737	Syar.g_01524	Syas.g_01199
OG0000738	Syar.g_01530	Syas.g_01193
OG0000739	Syar.g_01531	Syas.g_01192
OG0000740	Syar.g_01532	Syas.g_01191
OG0000741	Syar.g_01535	Syas.g_01188
OG0000742	Syar.g_01538	Syas.g_01185
OG0000743	Syar.g_01541	Syas.g_01182
OG0000744	Syar.g_01542	Syas.g_01181
OG0000745	Syar.g_01545	Syas.g_01178
OG0000746	Syar.g_01549	Syas.g_01176
OG0000747	Syar.g_01551	Syas.g_01174
OG0000748	Syar.g_01945	Syas.g_01146
OG0000749	Syar.g_01946	Syas.g_01144
OG0000750	Syar.g_01947	Syas.g_01143
OG0000751	Syar.g_01952	Syas.g_01138
OG0000752	Syar.g_01954	Syas.g_01136
OG0000753	Syar.g_01957	Syas.g_01133
OG0000754	Syar.g_01963	Syas.g_01128
OG0000755	Syar.g_01974	Syas.g_01117
OG0000756	Syar.g_01975	Syas.g_01116
OG0000757	Syar.g_01984	Syas.g_01108
OG0000758	Syar.g_01985	Syas.g_01107
OG0000759	Syar.g_01986	Syas.g_01106
OG0000760	Syar.g_01987	Syas.g_01105
OG0000761	Syar.g_01988	Syas.g_01104
OG0000762	Syar.g_01992	Syas.g_01102
OG0000763	Syar.g_01699	Syas.g_01091
OG0000764	Syar.g_01700	Syas.g_01090
OG0000765	Syar.g_01718	Syas.g_01076
OG0000766	Syar.g_01719	Syas.g_01075
OG0000767	Syar.g_01721	Syas.g_01073
OG0000768	Syar.g_01722	Syas.g_01072
OG0000769	Syar.g_01724	Syas.g_01070
OG0000770	Syar.g_01727	Syas.g_01067
OG0000771	Syar.g_01373	Syas.g_00993
OG0000772	Syar.g_00746	Syas.g_01461
OG0000773	Syar.g_02694	Syas.g_00002
OG0000774	Syar.g_02771	Syas.g_02862
OG0000775	Syar.g_02773	Syas.g_02860
OG0000776	Syar.g_01755	Syas.g_02859
OG0000777	Syar.g_01754	Syas.g_02858
OG0000778	Syar.g_01753	Syas.g_02857
OG0000779	Syar.g_02779	Syas.g_02852
OG0000780	Syar.g_02781	Syas.g_02847
OG0000781	Syar.g_02785	Syas.g_02842
OG0000782	Syar.g_02786	Syas.g_02841
OG0000783	Syar.g_02787	Syas.g_02840
OG0000784	Syar.g_02788	Syas.g_02839
OG0000785	Syar.g_02791	Syas.g_02837
OG0000786	Syar.g_02795	Syas.g_02833
OG0000787	Syar.g_02796	Syas.g_02832
OG0000788	Syar.g_02331	Syas.g_00782
OG0000789	Syar.g_02040	Syas.g_01507
OG0000790	Syar.g_01456	Syas.g_01266
OG0000791	Syar.g_01454	Syas.g_01268
OG0000792	Syar.g_01453	Syas.g_01269
OG0000793	Syar.g_01243	Syas.g_01359
OG0000794	Syar.g_01242	Syas.g_01361
OG0000795	Syar.g_01240	Syas.g_01363
OG0000796	Syar.g_01236	Syas.g_01368
OG0000797	Syar.g_01235	Syas.g_01369
OG0000798	Syar.g_00222	Syas.g_01750
OG0000798	Syar.g_02701	Syas.g_02134
OG0000799	Syar.g_02844	Syas.g_02789
OG0000800	Syar.g_02843	Syas.g_02790
OG0000801	Syar.g_02842	Syas.g_02791
OG0000802	Syar.g_02825	Syas.g_02797
OG0000803	Syar.g_02822	Syas.g_02800
OG0000804	Syar.g_02819	Syas.g_02803
OG0000805	Syar.g_02817	Syas.g_02805
OG0000806	Syar.g_02815	Syas.g_02807
OG0000807	Syar.g_02814	Syas.g_02808
OG0000808	Syar.g_02813	Syas.g_02809
OG0000809	Syar.g_02811	Syas.g_02811
OG0000810	Syar.g_02810	Syas.g_02813
OG0000811	Syar.g_02805	Syas.g_02822
OG0000812	Syar.g_02803	Syas.g_02824
OG0000813	Syar.g_02802	Syas.g_02825
OG0000814	Syar.g_02800	Syas.g_02827
OG0000815	Syar.g_02799	Syas.g_02829
OG0000816	Syar.g_02797	Syas.g_02831
OG0000817	Syar.g_02861	Syas.g_02753
OG0000818	Syar.g_01418	Syas.g_01282
OG0000819	Syar.g_01417	Syas.g_01283
OG0000820	Syar.g_01416	Syas.g_01284
OG0000821	Syar.g_01410	Syas.g_01289
OG0000822	Syar.g_01408	Syas.g_01291
OG0000823	Syar.g_01407	Syas.g_01292
OG0000824	Syar.g_01402	Syas.g_01297
OG0000825	Syar.g_01401	Syas.g_01298
OG0000826	Syar.g_01400	Syas.g_01299
OG0000827	Syar.g_01399	Syas.g_01300
OG0000828	Syar.g_01396	Syas.g_01303
OG0000829	Syar.g_01395	Syas.g_01304
OG0000830	Syar.g_01394	Syas.g_01305
OG0000831	Syar.g_01391	Syas.g_01308
OG0000832	Syar.g_01213	Syas.g_01476
OG0000833	Syar.g_02877	Syas.g_02738
OG0000834	Syar.g_02878	Syas.g_02737
OG0000835	Syar.g_02879	Syas.g_02736
OG0000836	Syar.g_02881	Syas.g_02732
OG0000837	Syar.g_02882	Syas.g_02731
OG0000838	Syar.g_02886	Syas.g_02727
OG0000839	Syar.g_02887	Syas.g_02726
OG0000840	Syar.g_02888	Syas.g_02725
OG0000841	Syar.g_02889	Syas.g_02724
OG0000842	Syar.g_02890	Syas.g_02723
OG0000843	Syar.g_02891	Syas.g_02722
OG0000844	Syar.g_02893	Syas.g_02720
OG0000845	Syar.g_02894	Syas.g_02719
OG0000846	Syar.g_02895	Syas.g_02718
OG0000847	Syar.g_02896	Syas.g_02717
OG0000848	Syar.g_02898	Syas.g_02715
OG0000849	Syar.g_02899	Syas.g_02714
OG0000850	Syar.g_02902	Syas.g_02711
OG0000851	Syar.g_02905	Syas.g_02708
OG0000852	Syar.g_02906	Syas.g_02707
OG0000853	Syar.g_02910	Syas.g_02703
OG0000854	Syar.g_02912	Syas.g_02701
OG0000855	Syar.g_02913	Syas.g_02700
OG0000856	Syar.g_02243	Syas.g_00103
OG0000857	Syar.g_02656	Syas.g_00579
OG0000858	Syar.g_02920	Syas.g_02693
OG0000859	Syar.g_02921	Syas.g_02692
OG0000860	Syar.g_02931	Syas.g_02679
OG0000861	Syar.g_02932	Syas.g_02678
OG0000862	Syar.g_02942	Syas.g_02677
OG0000863	Syar.g_02944	Syas.g_02675
OG0000864	Syar.g_02945	Syas.g_02674
OG0000865	Syar.g_02946	Syas.g_02673
OG0000866	Syar.g_02947	Syas.g_02672
OG0000867	Syar.g_02948	Syas.g_02671
OG0000868	Syar.g_02950	Syas.g_02667
OG0000869	Syar.g_02955	Syas.g_02662
OG0000870	Syar.g_02960	Syas.g_02657
OG0000871	Syar.g_02961	Syas.g_02656
OG0000872	Syar.g_02967	Syas.g_02650
OG0000873	Syar.g_02970	Syas.g_02647
OG0000874	Syar.g_02974	Syas.g_02645
OG0000875	Syar.g_02975	Syas.g_02644
OG0000876	Syar.g_01828	Syas.g_00280
OG0000877	Syar.g_02977	Syas.g_02603
OG0000878	Syar.g_02978	Syas.g_02602
OG0000879	Syar.g_02979	Syas.g_02601
OG0000880	Syar.g_02980	Syas.g_02600
OG0000881	Syar.g_02984	Syas.g_02596
OG0000882	Syar.g_02989	Syas.g_02591
OG0000883	Syar.g_02992	Syas.g_02586
OG0000884	Syar.g_02994	Syas.g_02584
OG0000885	Syar.g_02995	Syas.g_02583
OG0000886	Syar.g_02996	Syas.g_02582
OG0000887	Syar.g_02998	Syas.g_02581
OG0000888	Syar.g_03000	Syas.g_02579
OG0000889	Syar.g_03002	Syas.g_02577
OG0000890	Syar.g_03005	Syas.g_02574
OG0000891	Syar.g_03006	Syas.g_02573
OG0000892	Syar.g_03008	Syas.g_02571
OG0000893	Syar.g_00150	Syas.g_01677
OG0000894	Syar.g_00145	Syas.g_01667
OG0000895	Syar.g_00141	Syas.g_01663
OG0000896	Syar.g_00140	Syas.g_01662
OG0000897	Syar.g_00138	Syas.g_01660
OG0000898	Syar.g_00137	Syas.g_01659
OG0000899	Syar.g_00136	Syas.g_01658
OG0000900	Syar.g_00135	Syas.g_01657
OG0000901	Syar.g_00130	Syas.g_01652
OG0000902	Syar.g_01013	Syas.g_01651
OG0000903	Syar.g_01026	Syas.g_01637
OG0000904	Syar.g_01021	Syas.g_01642
OG0000905	Syar.g_01018	Syas.g_01647
OG0000906	Syar.g_01015	Syas.g_01649
OG0000907	Syar.g_01028	Syas.g_01635
OG0000908	Syar.g_01031	Syas.g_01632
OG0000909	Syar.g_01032	Syas.g_01631
OG0000910	Syar.g_01033	Syas.g_01630
OG0000911	Syar.g_01035	Syas.g_01628
OG0000912	Syar.g_01036	Syas.g_01627
OG0000913	Syar.g_01037	Syas.g_01626
OG0000914	Syar.g_01038	Syas.g_01625
OG0000915	Syar.g_01040	Syas.g_01623
OG0000916	Syar.g_01041	Syas.g_01622
OG0000917	Syar.g_01042	Syas.g_01621
OG0000918	Syar.g_01043	Syas.g_01620
OG0000919	Syar.g_01044	Syas.g_01619
OG0000920	Syar.g_01045	Syas.g_01618
OG0000921	Syar.g_01046	Syas.g_01617
OG0000922	Syar.g_01047	Syas.g_01616
OG0000923	Syar.g_01051	Syas.g_01612
OG0000924	Syar.g_01052	Syas.g_01611
OG0000925	Syar.g_01053	Syas.g_01610
OG0000926	Syar.g_01054	Syas.g_01609
OG0000927	Syar.g_01056	Syas.g_01607
OG0000928	Syar.g_01057	Syas.g_01606
OG0000929	Syar.g_01058	Syas.g_01605
OG0000930	Syar.g_01059	Syas.g_01604
OG0000931	Syar.g_01060	Syas.g_01603
OG0000932	Syar.g_01061	Syas.g_01602
OG0000933	Syar.g_01066	Syas.g_01596
OG0000934	Syar.g_01068	Syas.g_01594
OG0000935	Syar.g_01069	Syas.g_01593
OG0000936	Syar.g_01070	Syas.g_01592
OG0000937	Syar.g_01071	Syas.g_01591
OG0000938	Syar.g_01074	Syas.g_01588
OG0000939	Syar.g_01075	Syas.g_01587
OG0000940	Syar.g_01081	Syas.g_01580
OG0000941	Syar.g_01083	Syas.g_01578
OG0000942	Syar.g_01085	Syas.g_01576
OG0000943	Syar.g_01086	Syas.g_01575
OG0000944	Syar.g_01088	Syas.g_01573
OG0000945	Syar.g_01089	Syas.g_01572
OG0000946	Syar.g_01095	Syas.g_01565
OG0000947	Syar.g_01098	Syas.g_01562
OG0000948	Syar.g_01099	Syas.g_01561
OG0000949	Syar.g_00283	Syas.g_02213
OG0000950	Syar.g_00661	Syas.g_02197
OG0000951	Syar.g_00656	Syas.g_02190
OG0000952	Syar.g_00651	Syas.g_02186
OG0000953	Syar.g_00248	Syas.g_02182
OG0000954	Syar.g_00258	Syas.g_02174
OG0000955	Syar.g_00259	Syas.g_02173
OG0000956	Syar.g_00261	Syas.g_02171
OG0000957	Syar.g_00610	Syas.g_02158
OG0000958	Syar.g_00609	Syas.g_02157
OG0000959	Syar.g_00605	Syas.g_02154
OG0000960	Syar.g_00604	Syas.g_02153
OG0000961	Syar.g_00094	Syas.g_02345
OG0000962	Syar.g_00594	Syas.g_02146
OG0000963	Syar.g_00590	Syas.g_02143
OG0000964	Syar.g_00589	Syas.g_02142
OG0000965	Syar.g_00588	Syas.g_02141
OG0000966	Syar.g_00549	Syas.g_02112
OG0000967	Syar.g_00545	Syas.g_02108
OG0000968	Syar.g_00542	Syas.g_02106
OG0000969	Syar.g_00540	Syas.g_02104
OG0000970	Syar.g_00539	Syas.g_02103
OG0000971	Syar.g_00537	Syas.g_02101
OG0000972	Syar.g_00536	Syas.g_02100
OG0000973	Syar.g_00535	Syas.g_02099
OG0000974	Syar.g_00534	Syas.g_02098
OG0000975	Syar.g_00533	Syas.g_02097
OG0000976	Syar.g_00532	Syas.g_02096
OG0000977	Syar.g_00530	Syas.g_02094
OG0000978	Syar.g_00529	Syas.g_02093
OG0000979	Syar.g_00526	Syas.g_02090
OG0000980	Syar.g_00523	Syas.g_02087
OG0000981	Syar.g_00520	Syas.g_02084
OG0000982	Syar.g_00331	Syas.g_01882
OG0000983	Syar.g_00332	Syas.g_01883
OG0000984	Syar.g_00333	Syas.g_01884
OG0000985	Syar.g_00337	Syas.g_01888
OG0000986	Syar.g_00344	Syas.g_01891
OG0000987	Syar.g_00346	Syas.g_01897
OG0000988	Syar.g_00352	Syas.g_01902
OG0000989	Syar.g_00377	Syas.g_01908
OG0000990	Syar.g_00697	Syas.g_01937
OG0000991	Syar.g_00700	Syas.g_01939
OG0000992	Syar.g_00704	Syas.g_01943
OG0000993	Syar.g_00705	Syas.g_01945
OG0000994	Syar.g_00708	Syas.g_01948
OG0000995	Syar.g_00624	Syas.g_01955
OG0000996	Syar.g_00861	Syas.g_01977
OG0000997	Syar.g_00437	Syas.g_01993
OG0000998	Syar.g_00439	Syas.g_01995
OG0000999	Syar.g_00440	Syas.g_01996
OG0001000	Syar.g_00955, Syar.g_00444	Syas.g_02000
OG0001001	Syar.g_00450	Syas.g_02006
OG0001002	Syar.g_00457	Syas.g_02014
OG0001003	Syar.g_00459	Syas.g_02016
OG0001004	Syar.g_00460	Syas.g_02017
OG0001005	Syar.g_00461	Syas.g_02018
OG0001006	Syar.g_00468	Syas.g_02032
OG0001007	Syar.g_00470	Syas.g_02034
OG0001008	Syar.g_01178	Syas.g_01496
OG0001009	Syar.g_00500	Syas.g_02065
OG0001010	Syar.g_00501	Syas.g_02066
OG0001011	Syar.g_00503	Syas.g_02068
OG0001013	Syar.g_00906	Syas.g_01866
OG0001014	Syar.g_00914	Syas.g_01857
OG0001015	Syar.g_00915	Syas.g_01856
OG0001017	Syar.g_03050	Syas.g_02511
OG0001018	Syar.g_03052	Syas.g_02509
OG0001019	Syar.g_03086	Syas.g_02469
OG0001020	Syar.g_03092	Syas.g_02443
OG0001021	Syar.g_03098	Syas.g_02437
OG0001022	Syar.g_03102	Syas.g_02434
OG0001023	Syar.g_03103	Syas.g_02433
OG0001024	Syar.g_02276	Syas.g_00135
OG0001025	Syar.g_03115	Syas.g_02424
OG0001026	Syar.g_03131	Syas.g_02412
OG0001027	Syar.g_00031	Syas.g_02408
OG0001028	Syar.g_00034	Syas.g_02405
OG0001029	Syar.g_00036	Syas.g_02403
OG0001030	Syar.g_00058	Syas.g_02384
OG0001031	Syar.g_00129	Syas.g_02293
OG0001032	Syar.g_01011	Syas.g_02290
OG0001033	Syar.g_00962	Syas.g_02239
OG0001034	Syar.g_03022	Syas.g_02556
OG0001035	Syar.g_00171	Syas.g_01704
OG0001036	Syar.g_00193	Syas.g_01709
OG0001037	Syar.g_00195	Syas.g_01711
OG0001038	Syar.g_00223	Syas.g_01751
OG0001039	Syar.g_00226	Syas.g_01754
OG0001041	Syar.g_00234	Syas.g_01761
OG0001042	Syar.g_00831	Syas.g_01821
OG0001043	Syar.g_00826	Syas.g_01817
OG0001044	Syar.g_01117	Syas.g_01542
OG0001045	Syar.g_01130	Syas.g_01529
OG0001046	Syar.g_02514	Syas.g_00532
OG0001047	Syar.g_01180	Syas.g_01494
OG0001048	Syar.g_01181	Syas.g_01493
OG0001049	Syar.g_02872	Syas.g_02742
OG0001050	Syar.g_02871	Syas.g_02743
OG0001051	Syar.g_02870	Syas.g_02744
OG0001052	Syar.g_01269	Syas.g_01337
OG0001053	Syar.g_01472	Syas.g_01250
OG0001054	Syar.g_01492	Syas.g_01231
OG0001055	Syar.g_01513	Syas.g_01210
OG0001056	Syar.g_02349	Syas.g_00068
OG0001057	Syar.g_02341	Syas.g_00763
OG0001058	Syar.g_02324	Syas.g_00787
OG0001059	Syar.g_00422	Syas.g_00791
OG0001060	Syar.g_02315	Syas.g_00797
OG0001061	Syar.g_02297	Syas.g_00816
OG0001062	Syar.g_02294	Syas.g_00819
OG0001063	Syar.g_02209	Syas.g_00830
OG0001064	Syar.g_02208	Syas.g_00831
OG0001065	Syar.g_02207	Syas.g_00832
OG0001066	Syar.g_02206	Syas.g_00833
OG0001067	Syar.g_02205	Syas.g_00834
OG0001068	Syar.g_02204	Syas.g_00835
OG0001069	Syar.g_02203	Syas.g_00836
OG0001070	Syar.g_02200	Syas.g_00840
OG0001071	Syar.g_02199	Syas.g_00841
OG0001072	Syar.g_02195	Syas.g_00844
OG0001073	Syar.g_02182	Syas.g_00855
OG0001074	Syar.g_02031	Syas.g_00157
OG0001075	Syar.g_02215	Syas.g_00163
OG0001076	Syar.g_02253	Syas.g_00113
OG0001077	Syar.g_02240	Syas.g_00101
OG0001078	Syar.g_02419	Syas.g_00745
OG0001079	Syar.g_02431	Syas.g_00729
OG0001080	Syar.g_02442	Syas.g_00717
OG0001081	Syar.g_02444	Syas.g_00715
OG0001082	Syar.g_02445	Syas.g_00714
OG0001083	Syar.g_02473	Syas.g_00707
OG0001084	Syar.g_02474	Syas.g_00706
OG0001085	Syar.g_01688	Syas.g_00693
OG0001086	Syar.g_01686	Syas.g_00691
OG0001087	Syar.g_02347	Syas.g_00071
OG0001088	Syar.g_00431	Syas.g_01060
OG0001089	Syar.g_01942	Syas.g_01039
OG0001090	Syar.g_01582	Syas.g_00980
OG0001091	Syar.g_01580	Syas.g_00979
OG0001092	Syar.g_01578	Syas.g_00178
OG0001093	Syar.g_01572	Syas.g_00184
OG0001095	Syar.g_02653	Syas.g_00582
OG0001097	Syar.g_01823	Syas.g_00243
OG0001098	Syar.g_01672	Syas.g_00880
OG0001099	Syar.g_00035	Syas.g_02404
OG0001100	Syar.g_01625	Syas.g_00682
OG0001101	Syar.g_01623	Syas.g_00680
OG0001102	Syar.g_01620	Syas.g_00677
OG0001103	Syar.g_01618	Syas.g_00675
OG0001104	Syar.g_02616	Syas.g_00620
OG0001105	Syar.g_02620	Syas.g_00617
OG0001106	Syar.g_02553	Syas.g_00447
OG0001107	Syar.g_02541	Syas.g_00459
OG0001109	Syar.g_02529	Syas.g_00496
OG0001110	Syar.g_02527	Syas.g_00498
OG0001111	Syar.g_02525	Syas.g_00500
OG0001112	Syar.g_02523	Syas.g_00503
OG0001113	Syar.g_02522	Syas.g_00504
OG0001114	Syar.g_02521	Syas.g_00505
OG0001115	Syar.g_02519	Syas.g_00527
OG0001116	Syar.g_02517	Syas.g_00529
OG0001117	Syar.g_02516	Syas.g_00530
OG0001118	Syar.g_02515	Syas.g_00531
OG0001119	Syar.g_02513	Syas.g_00533
OG0001120	Syar.g_02507	Syas.g_00539
OG0001122	Syar.g_01803	Syas.g_00222
OG0001123	Syar.g_01796	Syas.g_00214
OG0001124	Syar.g_01793	Syas.g_00212
OG0001125	Syar.g_01791	Syas.g_00210
OG0001126	Syar.g_01375	Syas.g_00991
OG0001127	Syar.g_01374	Syas.g_00992
OG0001128	Syar.g_01371	Syas.g_00995
OG0001129	Syar.g_01369	Syas.g_00997
OG0001130	Syar.g_01368	Syas.g_00998
OG0001131	Syar.g_02448	Syas.g_01401
OG0001132	Syar.g_00684	Syas.g_00525
OG0001133	Syar.g_02249	Syas.g_00109
OG0001136	Syar.g_01536	Syas.g_01187
OG0001138	Syar.g_01977	Syas.g_01114
OG0001139	Syar.g_01980	Syas.g_01112
OG0001140	Syar.g_01981	Syas.g_01111
OG0001141	Syar.g_01982	Syas.g_01110
OG0001142	Syar.g_01983	Syas.g_01109
OG0001143	Syar.g_01698	Syas.g_01092
OG0001144	Syar.g_01707	Syas.g_01084
OG0001145	Syar.g_02769	Syas.g_02867
OG0001146	Syar.g_02782	Syas.g_02846
OG0001147	Syar.g_01276	Syas.g_01329
OG0001148	Syar.g_01459	Syas.g_01263
OG0001149	Syar.g_01458	Syas.g_01264
OG0001150	Syar.g_01457	Syas.g_01265
OG0001151	Syar.g_01238	Syas.g_01366
OG0001152	Syar.g_01237	Syas.g_01367
OG0001153	Syar.g_01398	Syas.g_01301
OG0001154	Syar.g_01397	Syas.g_01302
OG0001155	Syar.g_01211	Syas.g_01478
OG0001156	Syar.g_01185	Syas.g_01489
OG0001157	Syar.g_01184	Syas.g_01490
