Orthogroup	Syar	Prbc
OG0000532	Syar.g_01477	Prbc.g_01546
OG0000533	Syar.g_01479	Prbc.g_01547
OG0000534	Syar.g_01480	Prbc.g_01548
OG0000535	Syar.g_01481	Prbc.g_01549
OG0000536	Syar.g_01482	Prbc.g_01550
OG0000537	Syar.g_01483	Prbc.g_01551
OG0000538	Syar.g_01496	Prbc.g_01580
OG0000539	Syar.g_01497	Prbc.g_01581
OG0000540	Syar.g_01498	Prbc.g_01582
OG0000541	Syar.g_01499	Prbc.g_01583
OG0000542	Syar.g_01502	Prbc.g_01585
OG0000543	Syar.g_01504	Prbc.g_01587
OG0000544	Syar.g_01505	Prbc.g_01588
OG0000545	Syar.g_01507	Prbc.g_01590
OG0000546	Syar.g_01509	Prbc.g_01593
OG0000547	Syar.g_01511	Prbc.g_01595
OG0000548	Syar.g_01512	Prbc.g_01596
OG0000549	Syar.g_02693	Prbc.g_01599
OG0000550	Syar.g_02689	Prbc.g_01603
OG0000551	Syar.g_02684	Prbc.g_01606
OG0000552	Syar.g_02683	Prbc.g_01607
OG0000553	Syar.g_02679	Prbc.g_01608
OG0000554	Syar.g_02352	Prbc.g_01613
OG0000555	Syar.g_02336	Prbc.g_01621
OG0000556	Syar.g_02332	Prbc.g_01623
OG0000557	Syar.g_02328	Prbc.g_01624
OG0000558	Syar.g_02326	Prbc.g_01627
OG0000559	Syar.g_02322	Prbc.g_01631
OG0000560	Syar.g_02320	Prbc.g_01634
OG0000561	Syar.g_02319	Prbc.g_01635
OG0000562	Syar.g_02318	Prbc.g_01636
OG0000563	Syar.g_02317	Prbc.g_01637
OG0000564	Syar.g_02316	Prbc.g_01638
OG0000565	Syar.g_02312	Prbc.g_01641
OG0000566	Syar.g_02308	Prbc.g_01643
OG0000567	Syar.g_02304	Prbc.g_01647
OG0000568	Syar.g_02302	Prbc.g_01648
OG0000569	Syar.g_02301	Prbc.g_01649
OG0000570	Syar.g_02300	Prbc.g_01650
OG0000571	Syar.g_02298	Prbc.g_01652
OG0000572	Syar.g_02201	Prbc.g_01663
OG0000573	Syar.g_02191	Prbc.g_01668
OG0000574	Syar.g_02190	Prbc.g_01670
OG0000575	Syar.g_03180	Prbc.g_01673
OG0000576	Syar.g_02187	Prbc.g_01675
OG0000577	Syar.g_02186	Prbc.g_01676
OG0000578	Syar.g_02185	Prbc.g_01677
OG0000579	Syar.g_02184	Prbc.g_01678
OG0000580	Syar.g_02183	Prbc.g_01679
OG0000581	Syar.g_02175	Prbc.g_01682
OG0000582	Syar.g_02131	Prbc.g_01685
OG0000583	Syar.g_02132	Prbc.g_01686
OG0000584	Syar.g_02133	Prbc.g_01687
OG0000585	Syar.g_02170	Prbc.g_01689
OG0000586	Syar.g_02171	Prbc.g_01690
OG0000587	Syar.g_02173	Prbc.g_01691
OG0000588	Syar.g_02275	Prbc.g_01695
OG0000589	Syar.g_02261	Prbc.g_01698
OG0000590	Syar.g_02260	Prbc.g_01699
OG0000591	Syar.g_02246	Prbc.g_01702
OG0000592	Syar.g_02245	Prbc.g_01703
OG0000593	Syar.g_02414	Prbc.g_01709
OG0000594	Syar.g_02415	Prbc.g_01710
OG0000595	Syar.g_02416	Prbc.g_01711
OG0000596	Syar.g_02421	Prbc.g_01715
OG0000597	Syar.g_02424	Prbc.g_01717
OG0000598	Syar.g_02425	Prbc.g_01718
OG0000599	Syar.g_02428	Prbc.g_01721
OG0000600	Syar.g_02429	Prbc.g_01722
OG0000601	Syar.g_02430	Prbc.g_01723
OG0000602	Syar.g_02435	Prbc.g_01725
OG0000603	Syar.g_02436	Prbc.g_01726
OG0000604	Syar.g_02438	Prbc.g_01727
OG0000605	Syar.g_02440	Prbc.g_01728
OG0000606	Syar.g_02443	Prbc.g_01731
OG0000607	Syar.g_02446	Prbc.g_01734
OG0000608	Syar.g_02447	Prbc.g_01735
OG0000609	Syar.g_02470	Prbc.g_01736
OG0000610	Syar.g_01917	Prbc.g_01742
OG0000611	Syar.g_01914	Prbc.g_01745
OG0000612	Syar.g_01913	Prbc.g_01746
OG0000613	Syar.g_00712	Prbc.g_01752
OG0000614	Syar.g_02012, Syar.g_01344	Prbc.g_01775
OG0000615	Syar.g_02603	Prbc.g_01782
OG0000616	Syar.g_00454	Prbc.g_01055
OG0000617	Syar.g_01576	Prbc.g_01793
OG0000618	Syar.g_01575	Prbc.g_01794
OG0000619	Syar.g_01574	Prbc.g_01795
OG0000620	Syar.g_01569	Prbc.g_01798
OG0000621	Syar.g_01568	Prbc.g_01799
OG0000622	Syar.g_01566	Prbc.g_01800
OG0000623	Syar.g_01565	Prbc.g_01801
OG0000624	Syar.g_01564	Prbc.g_01803
OG0000625	Syar.g_01563	Prbc.g_01804
OG0000626	Syar.g_01562	Prbc.g_01805
OG0000627	Syar.g_01868	Prbc.g_01807
OG0000628	Syar.g_01869	Prbc.g_01808
OG0000629	Syar.g_01872	Prbc.g_01809
OG0000630	Syar.g_02586	Prbc.g_01812
OG0000631	Syar.g_02579	Prbc.g_02007
OG0000632	Syar.g_02578	Prbc.g_02008
OG0000633	Syar.g_02576	Prbc.g_02009
OG0000634	Syar.g_02635	Prbc.g_01854
OG0000635	Syar.g_02636	Prbc.g_01855
OG0000636	Syar.g_02638	Prbc.g_01857
OG0000637	Syar.g_02640	Prbc.g_01859
OG0000638	Syar.g_02641	Prbc.g_01860
OG0000639	Syar.g_02642	Prbc.g_01861
OG0000640	Syar.g_02643	Prbc.g_01862
OG0000641	Syar.g_02648	Prbc.g_01866
OG0000642	Syar.g_02649	Prbc.g_01867
OG0000643	Syar.g_02650	Prbc.g_01868
OG0000644	Syar.g_02651	Prbc.g_01869
OG0000645	Syar.g_02652	Prbc.g_01870
OG0000646	Syar.g_02655	Prbc.g_01873
OG0000647	Syar.g_02657	Prbc.g_01875
OG0000648	Syar.g_02659	Prbc.g_01877
OG0000649	Syar.g_02660	Prbc.g_01878
OG0000650	Syar.g_02661	Prbc.g_01879
OG0000651	Syar.g_02662	Prbc.g_01880
OG0000652	Syar.g_02663	Prbc.g_01881
OG0000653	Syar.g_02665	Prbc.g_01883
OG0000654	Syar.g_02666	Prbc.g_01884
OG0000655	Syar.g_02667	Prbc.g_01885
OG0000656	Syar.g_02479	Prbc.g_01888
OG0000657	Syar.g_01812	Prbc.g_01895
OG0000658	Syar.g_01815	Prbc.g_01897
OG0000659	Syar.g_01816	Prbc.g_01898
OG0000660	Syar.g_01820	Prbc.g_01903
OG0000661	Syar.g_03175, Syar.g_01822	Prbc.g_01905
OG0000662	Syar.g_01829	Prbc.g_01907
OG0000663	Syar.g_01832	Prbc.g_01909
OG0000664	Syar.g_01837	Prbc.g_01910
OG0000665	Syar.g_02774	Prbc.g_01914
OG0000666	Syar.g_01241	Prbc.g_01915
OG0000667	Syar.g_02346	Prbc.g_01919
OG0000668	Syar.g_01802	Prbc.g_01959
OG0000669	Syar.g_01627	Prbc.g_01967
OG0000670	Syar.g_01624	Prbc.g_01970
OG0000671	Syar.g_01622	Prbc.g_01972
OG0000672	Syar.g_01619	Prbc.g_01975
OG0000673	Syar.g_01615	Prbc.g_01978
OG0000674	Syar.g_01613	Prbc.g_01980
OG0000675	Syar.g_01612	Prbc.g_01981
OG0000676	Syar.g_01608	Prbc.g_01983
OG0000677	Syar.g_01607	Prbc.g_01984
OG0000678	Syar.g_02037	Prbc.g_01987
OG0000679	Syar.g_02606	Prbc.g_01991
OG0000680	Syar.g_02607	Prbc.g_01992
OG0000681	Syar.g_02610	Prbc.g_01995
OG0000682	Syar.g_02611	Prbc.g_01996
OG0000683	Syar.g_02612	Prbc.g_01997
OG0000684	Syar.g_02615	Prbc.g_01837
OG0000685	Syar.g_02617	Prbc.g_01839
OG0000686	Syar.g_02618	Prbc.g_01840
OG0000687	Syar.g_02619	Prbc.g_01841
OG0000688	Syar.g_02624	Prbc.g_01844
OG0000689	Syar.g_02626	Prbc.g_01845
OG0000690	Syar.g_02627	Prbc.g_01846
OG0000691	Syar.g_02628	Prbc.g_01847
OG0000692	Syar.g_02629	Prbc.g_01849
OG0000693	Syar.g_02631	Prbc.g_01850
OG0000694	Syar.g_02632	Prbc.g_01851
OG0000695	Syar.g_02573	Prbc.g_02011
OG0000696	Syar.g_02572	Prbc.g_02012
OG0000697	Syar.g_02570	Prbc.g_02013
OG0000698	Syar.g_02567	Prbc.g_02016
OG0000699	Syar.g_02566	Prbc.g_02017
OG0000700	Syar.g_02565	Prbc.g_02018
OG0000701	Syar.g_02564	Prbc.g_02019
OG0000702	Syar.g_02559	Prbc.g_02021
OG0000703	Syar.g_02557	Prbc.g_02022
OG0000704	Syar.g_02555	Prbc.g_02023
OG0000705	Syar.g_02547	Prbc.g_02029
OG0000706	Syar.g_02546	Prbc.g_02030
OG0000707	Syar.g_02545	Prbc.g_02031
OG0000708	Syar.g_02542	Prbc.g_02033
OG0000709	Syar.g_02534	Prbc.g_02037
OG0000710	Syar.g_02528	Prbc.g_02040
OG0000711	Syar.g_02499	Prbc.g_02055
OG0000712	Syar.g_02497	Prbc.g_02057
OG0000713	Syar.g_02496	Prbc.g_02058
OG0000714	Syar.g_02494	Prbc.g_02059
OG0000715	Syar.g_02492	Prbc.g_02061
OG0000716	Syar.g_02488	Prbc.g_02062
OG0000717	Syar.g_02487	Prbc.g_02063
OG0000718	Syar.g_02483	Prbc.g_02079
OG0000719	Syar.g_01804	Prbc.g_02080
OG0000720	Syar.g_01790	Prbc.g_02091
OG0000721	Syar.g_01788	Prbc.g_02092
OG0000722	Syar.g_01787	Prbc.g_02093
OG0000723	Syar.g_01560	Prbc.g_02097
OG0000724	Syar.g_01367, Syar.g_02120	Prbc.g_02108
OG0000725	Syar.g_01934	Prbc.g_01934
OG0000726	Syar.g_01935	Prbc.g_01933
OG0000727	Syar.g_01936	Prbc.g_01932
OG0000728	Syar.g_01938	Prbc.g_01930
OG0000729	Syar.g_00593	Prbc.g_00201
OG0000730	Syar.g_01115	Prbc.g_01244
OG0000731	Syar.g_01127	Prbc.g_01252
OG0000732	Syar.g_00522	Prbc.g_00987
OG0000733	Syar.g_02234	Prbc.g_00897
OG0000734	Syar.g_03128	Prbc.g_01462
OG0000735	Syar.g_01522	Prbc.g_01460
OG0000736	Syar.g_01523	Prbc.g_01459
OG0000737	Syar.g_01524	Prbc.g_01458
OG0000738	Syar.g_01530	Prbc.g_01454
OG0000739	Syar.g_01531	Prbc.g_01453
OG0000740	Syar.g_01532	Prbc.g_01452
OG0000741	Syar.g_01535	Prbc.g_01450
OG0000742	Syar.g_01538	Prbc.g_01447
OG0000743	Syar.g_01541	Prbc.g_01445
OG0000744	Syar.g_01542	Prbc.g_01444
OG0000745	Syar.g_01545	Prbc.g_01442
OG0000746	Syar.g_01549	Prbc.g_01440
OG0000747	Syar.g_01551	Prbc.g_01439
OG0000748	Syar.g_01945	Prbc.g_01435
OG0000749	Syar.g_01946	Prbc.g_01434
OG0000750	Syar.g_01947	Prbc.g_01433
OG0000751	Syar.g_01952	Prbc.g_01430
OG0000752	Syar.g_01954	Prbc.g_01428
OG0000753	Syar.g_01957	Prbc.g_01426
OG0000754	Syar.g_01963	Prbc.g_01422
OG0000755	Syar.g_01974	Prbc.g_01418
OG0000756	Syar.g_01975	Prbc.g_01417
OG0000757	Syar.g_01984	Prbc.g_01410
OG0000758	Syar.g_01985	Prbc.g_01409
OG0000759	Syar.g_01986	Prbc.g_01408
OG0000760	Syar.g_01987	Prbc.g_01407
OG0000761	Syar.g_01988	Prbc.g_01406
OG0000762	Syar.g_01992	Prbc.g_01405
OG0000763	Syar.g_01699	Prbc.g_01403
OG0000764	Syar.g_01700	Prbc.g_01402
OG0000765	Syar.g_01718	Prbc.g_01394
OG0000766	Syar.g_01719	Prbc.g_01393
OG0000767	Syar.g_01721	Prbc.g_01392
OG0000768	Syar.g_01722	Prbc.g_01391
OG0000769	Syar.g_01724	Prbc.g_01389
OG0000770	Syar.g_01727	Prbc.g_01388
OG0000771	Syar.g_01373	Prbc.g_02103
OG0000772	Syar.g_00746	Prbc.g_01320
OG0000773	Syar.g_02694	Prbc.g_00557
OG0000774	Syar.g_02771	Prbc.g_00560
OG0000775	Syar.g_02773	Prbc.g_00561
OG0000776	Syar.g_01755	Prbc.g_00562
OG0000777	Syar.g_01754	Prbc.g_00563
OG0000778	Syar.g_01753	Prbc.g_00564
OG0000779	Syar.g_02779	Prbc.g_00568
OG0000780	Syar.g_02781	Prbc.g_00569
OG0000781	Syar.g_02785	Prbc.g_00571
OG0000782	Syar.g_02786	Prbc.g_00572
OG0000783	Syar.g_02787	Prbc.g_00573
OG0000784	Syar.g_02788	Prbc.g_00574
OG0000785	Syar.g_02791	Prbc.g_00576
OG0000786	Syar.g_02795	Prbc.g_00579
OG0000787	Syar.g_02796	Prbc.g_00580
OG0000788	Syar.g_02331	Prbc.g_01820
OG0000789	Syar.g_02040	Prbc.g_02100
OG0000790	Syar.g_01456	Prbc.g_00662
OG0000791	Syar.g_01454	Prbc.g_00664
OG0000792	Syar.g_01453	Prbc.g_00665
OG0000793	Syar.g_01243	Prbc.g_00668
OG0000794	Syar.g_01242	Prbc.g_00669
OG0000795	Syar.g_01240	Prbc.g_00670
OG0000796	Syar.g_01236	Prbc.g_00674
OG0000797	Syar.g_01235	Prbc.g_00675
OG0000799	Syar.g_02844	Prbc.g_00690
OG0000800	Syar.g_02843	Prbc.g_00691
OG0000801	Syar.g_02842	Prbc.g_00692
OG0000802	Syar.g_02825	Prbc.g_00694
OG0000803	Syar.g_02822	Prbc.g_00696
OG0000804	Syar.g_02819	Prbc.g_00697
OG0000805	Syar.g_02817	Prbc.g_00699
OG0000806	Syar.g_02815	Prbc.g_00701
OG0000807	Syar.g_02814	Prbc.g_00702
OG0000808	Syar.g_02813	Prbc.g_00703
OG0000809	Syar.g_02811	Prbc.g_00707
OG0000810	Syar.g_02810	Prbc.g_00708
OG0000811	Syar.g_02805	Prbc.g_00712
OG0000812	Syar.g_02803	Prbc.g_00714
OG0000813	Syar.g_02802	Prbc.g_00715
OG0000814	Syar.g_02800	Prbc.g_00717
OG0000815	Syar.g_02799	Prbc.g_00718
OG0000816	Syar.g_02797	Prbc.g_00720
OG0000817	Syar.g_02861	Prbc.g_00721
OG0000818	Syar.g_01418	Prbc.g_00725
OG0000819	Syar.g_01417	Prbc.g_00726
OG0000820	Syar.g_01416	Prbc.g_00727
OG0000821	Syar.g_01410	Prbc.g_00730
OG0000822	Syar.g_01408	Prbc.g_00731
OG0000823	Syar.g_00017, Syar.g_01407	Prbc.g_00732
OG0000824	Syar.g_01402	Prbc.g_00735
OG0000825	Syar.g_01401	Prbc.g_00736
OG0000826	Syar.g_01400	Prbc.g_00737
OG0000827	Syar.g_01399	Prbc.g_00738
OG0000828	Syar.g_01396	Prbc.g_00741
OG0000829	Syar.g_01395	Prbc.g_00742
OG0000830	Syar.g_01394	Prbc.g_00743
OG0000831	Syar.g_01391	Prbc.g_00745
OG0000832	Syar.g_01213	Prbc.g_00755
OG0000833	Syar.g_02877	Prbc.g_00763
OG0000834	Syar.g_02878	Prbc.g_00764
OG0000835	Syar.g_02879	Prbc.g_00765
OG0000836	Syar.g_02881	Prbc.g_00766
OG0000837	Syar.g_02882	Prbc.g_00767
OG0000838	Syar.g_02886	Prbc.g_00769
OG0000839	Syar.g_02887	Prbc.g_00770
OG0000840	Syar.g_02888	Prbc.g_00771
OG0000841	Syar.g_02889	Prbc.g_00772
OG0000842	Syar.g_02890	Prbc.g_00773
OG0000843	Syar.g_02891	Prbc.g_00774
OG0000844	Syar.g_02893	Prbc.g_00775
OG0000845	Syar.g_02894	Prbc.g_00776
OG0000846	Syar.g_02895	Prbc.g_00777
OG0000847	Syar.g_02896	Prbc.g_00778
OG0000848	Syar.g_02898	Prbc.g_00779
OG0000849	Syar.g_02899	Prbc.g_00780
OG0000850	Syar.g_02902	Prbc.g_00782
OG0000851	Syar.g_02905	Prbc.g_00783
OG0000852	Syar.g_02906	Prbc.g_00784
OG0000853	Syar.g_02910	Prbc.g_00789
OG0000854	Syar.g_02912	Prbc.g_00791
OG0000855	Syar.g_02913	Prbc.g_00792
OG0000856	Syar.g_02243	Prbc.g_00677
OG0000857	Syar.g_02656	Prbc.g_01874
OG0000858	Syar.g_02920	Prbc.g_00827
OG0000859	Syar.g_02921	Prbc.g_00828
OG0000860	Syar.g_02931	Prbc.g_00834
OG0000861	Syar.g_02932	Prbc.g_00835
OG0000862	Syar.g_02942	Prbc.g_00836
OG0000863	Syar.g_02944	Prbc.g_00837
OG0000864	Syar.g_02945	Prbc.g_00838
OG0000865	Syar.g_02946	Prbc.g_00839
OG0000866	Syar.g_02947	Prbc.g_00840
OG0000867	Syar.g_02948	Prbc.g_00841
OG0000868	Syar.g_02950	Prbc.g_00842
OG0000869	Syar.g_02955	Prbc.g_00845
OG0000870	Syar.g_02960	Prbc.g_00850
OG0000871	Syar.g_02961	Prbc.g_00851
OG0000872	Syar.g_02967	Prbc.g_00852
OG0000873	Syar.g_02970	Prbc.g_00855
OG0000874	Syar.g_02974	Prbc.g_00858
OG0000875	Syar.g_02975	Prbc.g_00860
OG0000876	Syar.g_01828	Prbc.g_00861
OG0000877	Syar.g_02977	Prbc.g_00863
OG0000878	Syar.g_02978	Prbc.g_00864
OG0000879	Syar.g_02979	Prbc.g_00865
OG0000880	Syar.g_02980	Prbc.g_00866
OG0000881	Syar.g_02984	Prbc.g_00869
OG0000882	Syar.g_02989	Prbc.g_00874
OG0000883	Syar.g_02992	Prbc.g_00876
OG0000884	Syar.g_02994	Prbc.g_00878
OG0000885	Syar.g_02995	Prbc.g_00879
OG0000886	Syar.g_02996	Prbc.g_00880
OG0000887	Syar.g_02998	Prbc.g_00881
OG0000888	Syar.g_03000	Prbc.g_00883
OG0000889	Syar.g_03002	Prbc.g_00885
OG0000890	Syar.g_03005	Prbc.g_00886
OG0000891	Syar.g_03006	Prbc.g_00887
OG0000892	Syar.g_03008	Prbc.g_00889
OG0000893	Syar.g_00150	Prbc.g_00933
OG0000894	Syar.g_00145	Prbc.g_00936
OG0000895	Syar.g_00141	Prbc.g_00939
OG0000896	Syar.g_00140	Prbc.g_00940
OG0000897	Syar.g_00138	Prbc.g_00942
OG0000898	Syar.g_00137	Prbc.g_00943
OG0000899	Syar.g_00136	Prbc.g_00944
OG0000900	Syar.g_00135	Prbc.g_00945
OG0000901	Syar.g_00130	Prbc.g_00948
OG0000902	Syar.g_01013	Prbc.g_00950
OG0000903	Syar.g_01026	Prbc.g_00960
OG0000904	Syar.g_01021	Prbc.g_00955
OG0000905	Syar.g_01018	Prbc.g_00952
OG0000906	Syar.g_01015	Prbc.g_00951
OG0000907	Syar.g_01028	Prbc.g_00327
OG0000908	Syar.g_01031	Prbc.g_00324
OG0000909	Syar.g_01032	Prbc.g_00323
OG0000910	Syar.g_01033	Prbc.g_00322
OG0000911	Syar.g_01035	Prbc.g_00320
OG0000912	Syar.g_01036	Prbc.g_00319
OG0000913	Syar.g_01037	Prbc.g_00318
OG0000914	Syar.g_01038	Prbc.g_00317
OG0000915	Syar.g_01040	Prbc.g_00316
OG0000916	Syar.g_01041	Prbc.g_00315
OG0000917	Syar.g_01042	Prbc.g_00314
OG0000918	Syar.g_01043	Prbc.g_00313
OG0000919	Syar.g_01044	Prbc.g_00312
OG0000920	Syar.g_01045	Prbc.g_00311
OG0000921	Syar.g_01046	Prbc.g_00310
OG0000922	Syar.g_01047	Prbc.g_00309
OG0000923	Syar.g_01051	Prbc.g_00305
OG0000924	Syar.g_01052	Prbc.g_00304
OG0000925	Syar.g_01053	Prbc.g_00303
OG0000926	Syar.g_01054	Prbc.g_00302
OG0000927	Syar.g_01056	Prbc.g_00300
OG0000928	Syar.g_01057	Prbc.g_00299
OG0000929	Syar.g_01058	Prbc.g_00298
OG0000930	Syar.g_01059	Prbc.g_00297
OG0000931	Syar.g_01060	Prbc.g_00296
OG0000932	Syar.g_01061	Prbc.g_00295
OG0000933	Syar.g_01066	Prbc.g_00291
OG0000934	Syar.g_01068	Prbc.g_00289
OG0000935	Syar.g_01069	Prbc.g_00288
OG0000936	Syar.g_01070	Prbc.g_00287
OG0000937	Syar.g_01071	Prbc.g_00286
OG0000938	Syar.g_01074	Prbc.g_00283
OG0000939	Syar.g_01075	Prbc.g_00282
OG0000940	Syar.g_01081	Prbc.g_00275
OG0000941	Syar.g_01083	Prbc.g_00273
OG0000942	Syar.g_01085	Prbc.g_00271
OG0000943	Syar.g_01086	Prbc.g_00270
OG0000944	Syar.g_01088	Prbc.g_00268
OG0000945	Syar.g_01089	Prbc.g_00267
OG0000946	Syar.g_01095	Prbc.g_00248
OG0000947	Syar.g_01098	Prbc.g_00246
OG0000948	Syar.g_01099	Prbc.g_00245
OG0000949	Syar.g_00283	Prbc.g_00242
OG0000950	Syar.g_00661	Prbc.g_00237
OG0000951	Syar.g_00656	Prbc.g_00233
OG0000952	Syar.g_00651	Prbc.g_00229
OG0000953	Syar.g_00248	Prbc.g_00225
OG0000954	Syar.g_00258	Prbc.g_00221
OG0000955	Syar.g_00259	Prbc.g_00220
OG0000956	Syar.g_00261	Prbc.g_00218
OG0000957	Syar.g_00610	Prbc.g_00213
OG0000958	Syar.g_00609	Prbc.g_00212
OG0000959	Syar.g_00605	Prbc.g_00208
OG0000960	Syar.g_00604	Prbc.g_00207
OG0000961	Syar.g_00094	Prbc.g_00204
OG0000962	Syar.g_00594	Prbc.g_00202
OG0000963	Syar.g_00590	Prbc.g_00197
OG0000964	Syar.g_00589	Prbc.g_00196
OG0000965	Syar.g_00588	Prbc.g_00195
OG0000966	Syar.g_00549	Prbc.g_00965
OG0000967	Syar.g_00545	Prbc.g_00969
OG0000968	Syar.g_00542	Prbc.g_00971
OG0000969	Syar.g_00540	Prbc.g_00972
OG0000970	Syar.g_00539	Prbc.g_00973
OG0000971	Syar.g_00537	Prbc.g_00974
OG0000972	Syar.g_00536	Prbc.g_00975
OG0000973	Syar.g_00535	Prbc.g_00976
OG0000974	Syar.g_00534	Prbc.g_00977
OG0000975	Syar.g_00533	Prbc.g_00978
OG0000976	Syar.g_00532	Prbc.g_00979
OG0000977	Syar.g_00530	Prbc.g_00980
OG0000978	Syar.g_00529	Prbc.g_00981
OG0000979	Syar.g_00526	Prbc.g_00984
OG0000980	Syar.g_00523	Prbc.g_00986
OG0000981	Syar.g_00520	Prbc.g_00989
OG0000982	Syar.g_00331	Prbc.g_00991
OG0000983	Syar.g_00332	Prbc.g_00992
OG0000984	Syar.g_00333	Prbc.g_00993
OG0000985	Syar.g_00337	Prbc.g_00996
OG0000986	Syar.g_00344	Prbc.g_00998
OG0000987	Syar.g_00346	Prbc.g_00999
OG0000988	Syar.g_00352	Prbc.g_01002
OG0000989	Syar.g_00377	Prbc.g_01006
OG0000990	Syar.g_00697	Prbc.g_01011
OG0000991	Syar.g_00700	Prbc.g_01012
OG0000992	Syar.g_00704	Prbc.g_01015
OG0000993	Syar.g_00705	Prbc.g_01016
OG0000994	Syar.g_00708	Prbc.g_01017
OG0000995	Syar.g_03212, Syar.g_00624	Prbc.g_01021
OG0000996	Syar.g_00861	Prbc.g_01022
OG0000997	Syar.g_00437	Prbc.g_01043
OG0000998	Syar.g_00439	Prbc.g_01045
OG0000999	Syar.g_00440	Prbc.g_01046
OG0001000	Syar.g_00955, Syar.g_00444	Prbc.g_01049
OG0001001	Syar.g_00450	Prbc.g_01052
OG0001002	Syar.g_00457	Prbc.g_01057
OG0001003	Syar.g_00459	Prbc.g_01060
OG0001004	Syar.g_00460	Prbc.g_01061
OG0001005	Syar.g_00461	Prbc.g_01062
OG0001006	Syar.g_00468	Prbc.g_01067
OG0001007	Syar.g_00470	Prbc.g_01069
OG0001008	Syar.g_01178, Syar.g_03274	Prbc.g_01498
OG0001009	Syar.g_00500	Prbc.g_01097
OG0001010	Syar.g_00501	Prbc.g_01098
OG0001011	Syar.g_00503	Prbc.g_01099
OG0001013	Syar.g_00906	Prbc.g_01126
OG0001014	Syar.g_00914	Prbc.g_01129
OG0001015	Syar.g_00915	Prbc.g_01130
OG0001017	Syar.g_03050	Prbc.g_00496
OG0001018	Syar.g_03052	Prbc.g_00493
OG0001019	Syar.g_03086	Prbc.g_00484
OG0001020	Syar.g_03092	Prbc.g_00483
OG0001021	Syar.g_03098	Prbc.g_00482
OG0001022	Syar.g_03102	Prbc.g_00479
OG0001023	Syar.g_03103	Prbc.g_00478
OG0001024	Syar.g_02276	Prbc.g_00475
OG0001025	Syar.g_03115	Prbc.g_00468
OG0001026	Syar.g_03131	Prbc.g_00460
OG0001027	Syar.g_00031	Prbc.g_00459
OG0001028	Syar.g_00034	Prbc.g_00457
OG0001029	Syar.g_00036	Prbc.g_00455
OG0001030	Syar.g_00058	Prbc.g_00439
OG0001031	Syar.g_00129	Prbc.g_00385
OG0001032	Syar.g_01011	Prbc.g_00384
OG0001033	Syar.g_00962	Prbc.g_00364
OG0001034	Syar.g_03022	Prbc.g_00334
OG0001035	Syar.g_00171	Prbc.g_01150
OG0001036	Syar.g_00193	Prbc.g_01154
OG0001037	Syar.g_00195	Prbc.g_01155
OG0001038	Syar.g_00223	Prbc.g_01171
OG0001039	Syar.g_00226	Prbc.g_01173
OG0001040	Syar.g_00229	Prbc.g_01176
OG0001041	Syar.g_00234	Prbc.g_01180
OG0001042	Syar.g_00831	Prbc.g_01196
OG0001043	Syar.g_00826	Prbc.g_01197
OG0001044	Syar.g_01117	Prbc.g_01245
OG0001045	Syar.g_01130	Prbc.g_01254
OG0001046	Syar.g_02514	Prbc.g_02168
OG0001047	Syar.g_01180	Prbc.g_01500
OG0001048	Syar.g_01181	Prbc.g_01501
OG0001049	Syar.g_02872	Prbc.g_01503
OG0001050	Syar.g_02871	Prbc.g_01504
OG0001051	Syar.g_02870	Prbc.g_01505
OG0001052	Syar.g_01269	Prbc.g_01531
OG0001053	Syar.g_01472	Prbc.g_01543
OG0001054	Syar.g_01492	Prbc.g_01557
OG0001055	Syar.g_01513	Prbc.g_01597
OG0001056	Syar.g_02349	Prbc.g_01615
OG0001057	Syar.g_02341	Prbc.g_01620
OG0001058	Syar.g_02324	Prbc.g_01629
OG0001059	Syar.g_00422	Prbc.g_01633
OG0001060	Syar.g_02315	Prbc.g_01640
OG0001061	Syar.g_02297	Prbc.g_01653
OG0001062	Syar.g_02294	Prbc.g_01655
OG0001063	Syar.g_02209	Prbc.g_01656
OG0001064	Syar.g_02208	Prbc.g_01657
OG0001065	Syar.g_02207	Prbc.g_01658
OG0001066	Syar.g_02206	Prbc.g_01659
OG0001067	Syar.g_02205	Prbc.g_01660
OG0001068	Syar.g_02204	Prbc.g_01661
OG0001069	Syar.g_02203	Prbc.g_01662
OG0001070	Syar.g_02200	Prbc.g_01664
OG0001071	Syar.g_02199	Prbc.g_01665
OG0001072	Syar.g_02195	Prbc.g_01666
OG0001073	Syar.g_02182	Prbc.g_01680
OG0001074	Syar.g_02031	Prbc.g_01692
OG0001075	Syar.g_02215	Prbc.g_01693
OG0001076	Syar.g_02253	Prbc.g_01700
OG0001077	Syar.g_02240	Prbc.g_01705
OG0001078	Syar.g_02419	Prbc.g_01713
OG0001079	Syar.g_02431	Prbc.g_01724
OG0001080	Syar.g_02442	Prbc.g_01730
OG0001081	Syar.g_02444	Prbc.g_01732
OG0001082	Syar.g_02445	Prbc.g_01733
OG0001083	Syar.g_02473	Prbc.g_01738
OG0001084	Syar.g_02474	Prbc.g_01739
OG0001085	Syar.g_01688	Prbc.g_01749
OG0001086	Syar.g_01686	Prbc.g_01750
OG0001087	Syar.g_02347	Prbc.g_01770
OG0001088	Syar.g_00431	Prbc.g_01771
OG0001089	Syar.g_01942	Prbc.g_01779
OG0001090	Syar.g_01582	Prbc.g_01788
