Orthogroup	Syar	Syaa
OG0000548	Syar.g_01512	Syaa.g_02011
OG0000549	Syar.g_02693	Syaa.g_02003
OG0000550	Syar.g_02689	Syaa.g_01998
OG0000551	Syar.g_02684	Syaa.g_01993
OG0000552	Syar.g_02683	Syaa.g_01992
OG0000553	Syar.g_02679	Syaa.g_01990
OG0000554	Syar.g_02352	Syaa.g_01979
OG0000555	Syar.g_02336	Syaa.g_01961
OG0000556	Syar.g_02332	Syaa.g_01957
OG0000557	Syar.g_02328	Syaa.g_01955
OG0000558	Syar.g_02326	Syaa.g_01953
OG0000559	Syar.g_02322	Syaa.g_01949
OG0000560	Syar.g_02320	Syaa.g_01946
OG0000561	Syar.g_02319	Syaa.g_01945
OG0000562	Syar.g_02318	Syaa.g_01944
OG0000563	Syar.g_02317	Syaa.g_01943
OG0000564	Syar.g_02316	Syaa.g_01942
OG0000565	Syar.g_02312	Syaa.g_01939
OG0000566	Syar.g_02308	Syaa.g_01935
OG0000567	Syar.g_02304	Syaa.g_01931
OG0000568	Syar.g_02302	Syaa.g_01928
OG0000569	Syar.g_02301	Syaa.g_01925
OG0000570	Syar.g_02300	Syaa.g_01924
OG0000571	Syar.g_02298	Syaa.g_01920
OG0000572	Syar.g_02201	Syaa.g_01904
OG0000573	Syar.g_02191	Syaa.g_01896
OG0000574	Syar.g_02190	Syaa.g_01895
OG0000575	Syar.g_03180	Syaa.g_01891
OG0000576	Syar.g_02187	Syaa.g_01889
OG0000577	Syar.g_02186	Syaa.g_01888
OG0000578	Syar.g_02185	Syaa.g_01887
OG0000579	Syar.g_02184	Syaa.g_01886
OG0000580	Syar.g_02183	Syaa.g_01885
OG0000581	Syar.g_02175	Syaa.g_01879
OG0000582	Syar.g_02131	Syaa.g_01687
OG0000583	Syar.g_02132	Syaa.g_01686
OG0000584	Syar.g_02133	Syaa.g_01685
OG0000585	Syar.g_02170	Syaa.g_01683
OG0000586	Syar.g_02171	Syaa.g_01682
OG0000587	Syar.g_02173	Syaa.g_01680
OG0000588	Syar.g_02275	Syaa.g_01666
OG0000589	Syar.g_02261	Syaa.g_01662
OG0000590	Syar.g_02260	Syaa.g_01661
OG0000591	Syar.g_02246	Syaa.g_01653
OG0000592	Syar.g_02245	Syaa.g_01652
OG0000593	Syar.g_02414	Syaa.g_01638
OG0000594	Syar.g_02415	Syaa.g_01637
OG0000595	Syar.g_02416	Syaa.g_01636
OG0000596	Syar.g_02421	Syaa.g_01630
OG0000597	Syar.g_02424	Syaa.g_01627
OG0000598	Syar.g_02425	Syaa.g_01626
OG0000599	Syar.g_02428	Syaa.g_01623
OG0000600	Syar.g_02429	Syaa.g_01622
OG0000601	Syar.g_02430	Syaa.g_01621
OG0000602	Syar.g_02435	Syaa.g_01616
OG0000603	Syar.g_02436	Syaa.g_01615
OG0000604	Syar.g_02438	Syaa.g_01612
OG0000605	Syar.g_02440	Syaa.g_01447
OG0000606	Syar.g_02443	Syaa.g_01055
OG0000607	Syar.g_02446	Syaa.g_01058
OG0000608	Syar.g_02447	Syaa.g_01059
OG0000609	Syar.g_02470	Syaa.g_01061
OG0000610	Syar.g_01917	Syaa.g_01068
OG0000611	Syar.g_01914	Syaa.g_01071
OG0000612	Syar.g_01913	Syaa.g_01072
OG0000613	Syar.g_00712	Syaa.g_00199
OG0000614	Syar.g_02012, Syar.g_01344	Syaa.g_00906
OG0000615	Syar.g_02603	Syaa.g_01113
OG0000616	Syar.g_00454	Syaa.g_02742
OG0000617	Syar.g_01576	Syaa.g_01244
OG0000618	Syar.g_01575	Syaa.g_01245
OG0000619	Syar.g_01574	Syaa.g_01246
OG0000620	Syar.g_01569	Syaa.g_01259
OG0000621	Syar.g_01568	Syaa.g_01260
OG0000622	Syar.g_01566	Syaa.g_01261
OG0000623	Syar.g_01565	Syaa.g_01262
OG0000624	Syar.g_01564	Syaa.g_01264
OG0000625	Syar.g_01563	Syaa.g_01265
OG0000626	Syar.g_01562	Syaa.g_01266
OG0000627	Syar.g_01868	Syaa.g_01414
OG0000628	Syar.g_01869	Syaa.g_01413
OG0000629	Syar.g_01872	Syaa.g_01410
OG0000630	Syar.g_02586	Syaa.g_01406
OG0000631	Syar.g_02579	Syaa.g_01400
OG0000632	Syar.g_02578	Syaa.g_01399
OG0000633	Syar.g_02576	Syaa.g_01397
OG0000634	Syar.g_02635	Syaa.g_01150
OG0000635	Syar.g_02636	Syaa.g_01151
OG0000636	Syar.g_02638	Syaa.g_01153
OG0000637	Syar.g_02640	Syaa.g_01155
OG0000638	Syar.g_02641	Syaa.g_01156
OG0000639	Syar.g_02642	Syaa.g_01157
OG0000640	Syar.g_02643	Syaa.g_01158
OG0000641	Syar.g_02648	Syaa.g_01162
OG0000642	Syar.g_02649	Syaa.g_01163
OG0000643	Syar.g_02650	Syaa.g_01165
OG0000644	Syar.g_02651	Syaa.g_01166
OG0000645	Syar.g_02652	Syaa.g_01184
OG0000646	Syar.g_02655	Syaa.g_01187
OG0000647	Syar.g_02657	Syaa.g_01189
OG0000648	Syar.g_02659	Syaa.g_01191
OG0000649	Syar.g_02660	Syaa.g_01192
OG0000650	Syar.g_02661	Syaa.g_01193
OG0000651	Syar.g_02662	Syaa.g_01194
OG0000652	Syar.g_02663	Syaa.g_01195
OG0000653	Syar.g_02665	Syaa.g_01197
OG0000654	Syar.g_02666	Syaa.g_01198
OG0000655	Syar.g_02667	Syaa.g_01199
OG0000656	Syar.g_02479	Syaa.g_01202
OG0000657	Syar.g_01812	Syaa.g_00838
OG0000658	Syar.g_01815	Syaa.g_00836
OG0000659	Syar.g_01816	Syaa.g_00835
OG0000660	Syar.g_01820	Syaa.g_00831
OG0000661	Syar.g_03175	Syaa.g_00829
OG0000662	Syar.g_01829	Syaa.g_00827
OG0000663	Syar.g_01832	Syaa.g_00824
OG0000664	Syar.g_01837	Syaa.g_00823
OG0000665	Syar.g_02774	Syaa.g_01442
OG0000666	Syar.g_01241	Syaa.g_01448
OG0000668	Syar.g_01802	Syaa.g_01300
OG0000669	Syar.g_01627	Syaa.g_01084
OG0000670	Syar.g_01624	Syaa.g_01087
OG0000671	Syar.g_01622	Syaa.g_01089
OG0000672	Syar.g_01619	Syaa.g_01092
OG0000673	Syar.g_01615	Syaa.g_01095
OG0000674	Syar.g_01613	Syaa.g_01097
OG0000675	Syar.g_01612	Syaa.g_01098
OG0000676	Syar.g_01608	Syaa.g_01100
OG0000677	Syar.g_01607	Syaa.g_01101
OG0000678	Syar.g_02037	Syaa.g_01106
OG0000679	Syar.g_02606	Syaa.g_01116
OG0000680	Syar.g_02607	Syaa.g_01117
OG0000681	Syar.g_02610	Syaa.g_01120
OG0000682	Syar.g_02611	Syaa.g_01121
OG0000683	Syar.g_02612	Syaa.g_01122
OG0000684	Syar.g_02615	Syaa.g_01132
OG0000685	Syar.g_02617	Syaa.g_01134
OG0000686	Syar.g_02618	Syaa.g_01135
OG0000687	Syar.g_02619	Syaa.g_01136
OG0000688	Syar.g_02624	Syaa.g_01140
OG0000689	Syar.g_02626	Syaa.g_01142
OG0000690	Syar.g_02627	Syaa.g_01143
OG0000691	Syar.g_02628	Syaa.g_01144
OG0000692	Syar.g_02629	Syaa.g_01145
OG0000693	Syar.g_02631	Syaa.g_01146
OG0000694	Syar.g_02632	Syaa.g_01147
OG0000695	Syar.g_02573	Syaa.g_01395
OG0000696	Syar.g_02572	Syaa.g_01394
OG0000697	Syar.g_02570	Syaa.g_01392
OG0000698	Syar.g_02567	Syaa.g_01389
OG0000699	Syar.g_02566	Syaa.g_01387
OG0000700	Syar.g_02565	Syaa.g_01386
OG0000701	Syar.g_02564	Syaa.g_01385
OG0000702	Syar.g_02559	Syaa.g_01376
OG0000703	Syar.g_02557	Syaa.g_01375
OG0000704	Syar.g_02555	Syaa.g_01373
OG0000705	Syar.g_02547	Syaa.g_01365
OG0000706	Syar.g_02546	Syaa.g_01364
OG0000707	Syar.g_02545	Syaa.g_01363
OG0000708	Syar.g_02542	Syaa.g_01360
OG0000709	Syar.g_02534	Syaa.g_01351
OG0000710	Syar.g_02528	Syaa.g_01348
OG0000711	Syar.g_02499	Syaa.g_01320
OG0000712	Syar.g_02497	Syaa.g_01318
OG0000713	Syar.g_02496	Syaa.g_01317
OG0000714	Syar.g_02494	Syaa.g_01315
OG0000715	Syar.g_02492	Syaa.g_01313
OG0000716	Syar.g_02488	Syaa.g_01309
OG0000717	Syar.g_02487	Syaa.g_01308
OG0000718	Syar.g_02483	Syaa.g_01304
OG0000719	Syar.g_01804	Syaa.g_01302
OG0000720	Syar.g_01790	Syaa.g_01289
OG0000721	Syar.g_01788	Syaa.g_01287
OG0000722	Syar.g_01787	Syaa.g_01286
OG0000723	Syar.g_01560	Syaa.g_01268
OG0000724	Syar.g_01367, Syar.g_02120	Syaa.g_00872
OG0000725	Syar.g_01934	Syaa.g_00882
OG0000726	Syar.g_01935	Syaa.g_00883
OG0000727	Syar.g_01936	Syaa.g_00884
OG0000728	Syar.g_01938	Syaa.g_00886
OG0000729	Syar.g_00593	Syaa.g_00100
OG0000730	Syar.g_01115	Syaa.g_02185
OG0000731	Syar.g_01127	Syaa.g_02173
OG0000732	Syar.g_00522	Syaa.g_00054
OG0000733	Syar.g_02234	Syaa.g_02621
OG0000734	Syar.g_03128	Syaa.g_02388
OG0000735	Syar.g_01522	Syaa.g_00754
OG0000736	Syar.g_01523	Syaa.g_00755
OG0000737	Syar.g_01524	Syaa.g_00756
OG0000738	Syar.g_01530	Syaa.g_00761
OG0000739	Syar.g_01531	Syaa.g_00762
OG0000740	Syar.g_01532	Syaa.g_00763
OG0000741	Syar.g_01535	Syaa.g_00766
OG0000742	Syar.g_01538	Syaa.g_00769
OG0000743	Syar.g_01541	Syaa.g_00771
OG0000744	Syar.g_01542	Syaa.g_00772
OG0000745	Syar.g_01545	Syaa.g_00774
OG0000746	Syar.g_01549	Syaa.g_00776
OG0000747	Syar.g_01551	Syaa.g_00777
OG0000748	Syar.g_01945	Syaa.g_00787
OG0000749	Syar.g_01946	Syaa.g_00789
OG0000750	Syar.g_01947	Syaa.g_00790
OG0000751	Syar.g_01952	Syaa.g_00797
OG0000752	Syar.g_01954	Syaa.g_00799
OG0000753	Syar.g_01957	Syaa.g_00802
OG0000754	Syar.g_01963	Syaa.g_01025
OG0000755	Syar.g_01974	Syaa.g_01005
OG0000756	Syar.g_01975	Syaa.g_01004
OG0000757	Syar.g_01984	Syaa.g_00996
OG0000758	Syar.g_01985	Syaa.g_00995
OG0000759	Syar.g_01986	Syaa.g_00994
OG0000760	Syar.g_01987	Syaa.g_00993
OG0000761	Syar.g_01988	Syaa.g_00992
OG0000762	Syar.g_01992	Syaa.g_00988
OG0000763	Syar.g_01699	Syaa.g_00986
OG0000764	Syar.g_01700	Syaa.g_00985
OG0000765	Syar.g_01718	Syaa.g_00968
OG0000766	Syar.g_01719	Syaa.g_00967
OG0000767	Syar.g_01721	Syaa.g_00965
OG0000768	Syar.g_01722	Syaa.g_00964
OG0000769	Syar.g_01724	Syaa.g_00962
OG0000770	Syar.g_01727	Syaa.g_00959
OG0000771	Syar.g_01373	Syaa.g_00866
OG0000772	Syar.g_00746	Syaa.g_01526
OG0000773	Syar.g_02694	Syaa.g_00749
OG0000774	Syar.g_02771	Syaa.g_00745
OG0000775	Syar.g_02773	Syaa.g_00742
OG0000776	Syar.g_01755	Syaa.g_00741
OG0000777	Syar.g_01754	Syaa.g_00740
OG0000778	Syar.g_01753	Syaa.g_00739
OG0000779	Syar.g_02779	Syaa.g_00733
OG0000780	Syar.g_02781	Syaa.g_00730
OG0000781	Syar.g_02785	Syaa.g_00726
OG0000782	Syar.g_02786	Syaa.g_00725
OG0000783	Syar.g_02787	Syaa.g_00724
OG0000784	Syar.g_02788	Syaa.g_00723
OG0000785	Syar.g_02791	Syaa.g_00721
OG0000786	Syar.g_02795	Syaa.g_01875
OG0000787	Syar.g_02796	Syaa.g_01876
OG0000788	Syar.g_02331	Syaa.g_01620
OG0000789	Syar.g_02040	Syaa.g_01434
OG0000790	Syar.g_01456	Syaa.g_02064
OG0000791	Syar.g_01454	Syaa.g_02066
OG0000792	Syar.g_01453	Syaa.g_02067
OG0000793	Syar.g_01243	Syaa.g_02072
OG0000794	Syar.g_01242	Syaa.g_02073
OG0000795	Syar.g_01240	Syaa.g_02074
OG0000796	Syar.g_01236	Syaa.g_02078
OG0000797	Syar.g_01235	Syaa.g_02079
OG0000798	Syar.g_00222	Syaa.g_00265
OG0000798	Syar.g_02701	Syaa.g_00494
OG0000799	Syar.g_02844	Syaa.g_01743
OG0000800	Syar.g_02843	Syaa.g_01747
OG0000801	Syar.g_02842	Syaa.g_01748
OG0000802	Syar.g_02825	Syaa.g_01753
OG0000803	Syar.g_02822	Syaa.g_01758
OG0000804	Syar.g_02819	Syaa.g_01761
OG0000805	Syar.g_02817	Syaa.g_01763
OG0000806	Syar.g_02815	Syaa.g_01765
OG0000807	Syar.g_02814	Syaa.g_01767
OG0000808	Syar.g_02813	Syaa.g_01768
OG0000809	Syar.g_02811	Syaa.g_01771
OG0000810	Syar.g_02810	Syaa.g_01772
OG0000811	Syar.g_02805	Syaa.g_01778
OG0000812	Syar.g_02803	Syaa.g_01780
OG0000813	Syar.g_02802	Syaa.g_01781
OG0000814	Syar.g_02800	Syaa.g_01783
OG0000815	Syar.g_02799	Syaa.g_01784
OG0000816	Syar.g_02797	Syaa.g_01785
OG0000817	Syar.g_02861	Syaa.g_01786
OG0000818	Syar.g_01418	Syaa.g_01792
OG0000819	Syar.g_01417	Syaa.g_01793
OG0000820	Syar.g_01416	Syaa.g_01794
OG0000821	Syar.g_01410	Syaa.g_01800
OG0000822	Syar.g_01408	Syaa.g_01802
OG0000823	Syar.g_01407	Syaa.g_01803
OG0000824	Syar.g_01402	Syaa.g_01807
OG0000825	Syar.g_01401	Syaa.g_01808
OG0000826	Syar.g_01400	Syaa.g_01809
OG0000827	Syar.g_01399	Syaa.g_01810
OG0000828	Syar.g_01396	Syaa.g_01813
OG0000829	Syar.g_01395	Syaa.g_01814
OG0000830	Syar.g_01394	Syaa.g_01815
OG0000831	Syar.g_01391	Syaa.g_01817
OG0000832	Syar.g_01213	Syaa.g_00627
OG0000833	Syar.g_02877	Syaa.g_00611
OG0000834	Syar.g_02878	Syaa.g_00608
OG0000835	Syar.g_02879	Syaa.g_00607
OG0000836	Syar.g_02881	Syaa.g_00603
OG0000837	Syar.g_02882	Syaa.g_00601
OG0000838	Syar.g_02886	Syaa.g_00597
OG0000839	Syar.g_02887	Syaa.g_00596
OG0000840	Syar.g_02888	Syaa.g_00595
OG0000841	Syar.g_02889	Syaa.g_00594
OG0000842	Syar.g_02890	Syaa.g_00593
OG0000843	Syar.g_02891	Syaa.g_00592
OG0000844	Syar.g_02893	Syaa.g_00590
OG0000845	Syar.g_02894	Syaa.g_00589
OG0000846	Syar.g_02895	Syaa.g_00588
OG0000847	Syar.g_02896	Syaa.g_00587
OG0000848	Syar.g_02898	Syaa.g_00585
OG0000849	Syar.g_02899	Syaa.g_00584
OG0000850	Syar.g_02902	Syaa.g_00582
OG0000851	Syar.g_02905	Syaa.g_00577
OG0000852	Syar.g_02906	Syaa.g_00576
OG0000853	Syar.g_02910	Syaa.g_00572
OG0000854	Syar.g_02912	Syaa.g_00570
OG0000855	Syar.g_02913	Syaa.g_00569
OG0000856	Syar.g_02243	Syaa.g_01650
OG0000857	Syar.g_02656	Syaa.g_01188
OG0000858	Syar.g_02920	Syaa.g_00563
OG0000859	Syar.g_02921	Syaa.g_00562
OG0000860	Syar.g_02931	Syaa.g_00549
OG0000861	Syar.g_02932	Syaa.g_00548
OG0000862	Syar.g_02942	Syaa.g_00547
OG0000863	Syar.g_02944	Syaa.g_00543
OG0000864	Syar.g_02945	Syaa.g_00542
OG0000865	Syar.g_02946	Syaa.g_00541
OG0000866	Syar.g_02947	Syaa.g_00540
OG0000867	Syar.g_02948	Syaa.g_00539
OG0000868	Syar.g_02950	Syaa.g_00536
OG0000869	Syar.g_02955	Syaa.g_00531
OG0000870	Syar.g_02960	Syaa.g_00526
OG0000871	Syar.g_02961	Syaa.g_00525
OG0000872	Syar.g_02967	Syaa.g_00511
OG0000873	Syar.g_02970	Syaa.g_00497
OG0000874	Syar.g_02974	Syaa.g_00519
OG0000875	Syar.g_02975	Syaa.g_00438
OG0000876	Syar.g_01828	Syaa.g_00682
OG0000877	Syar.g_02977	Syaa.g_00679
OG0000878	Syar.g_02978	Syaa.g_00678
OG0000879	Syar.g_02979	Syaa.g_00677
OG0000880	Syar.g_02980	Syaa.g_00676
OG0000881	Syar.g_02984	Syaa.g_00671
OG0000882	Syar.g_02989	Syaa.g_00666
OG0000883	Syar.g_02992	Syaa.g_00661
OG0000884	Syar.g_02994	Syaa.g_00659
OG0000885	Syar.g_02995	Syaa.g_00658
OG0000886	Syar.g_02996	Syaa.g_00657
OG0000887	Syar.g_02998	Syaa.g_00656
OG0000888	Syar.g_03000	Syaa.g_00654
OG0000889	Syar.g_03002	Syaa.g_00652
OG0000890	Syar.g_03005	Syaa.g_00644
OG0000891	Syar.g_03006	Syaa.g_00643
OG0000892	Syar.g_03008	Syaa.g_00640
OG0000893	Syar.g_00150	Syaa.g_02352
OG0000894	Syar.g_00145	Syaa.g_02349
OG0000895	Syar.g_00141	Syaa.g_02345
OG0000896	Syar.g_00140	Syaa.g_02344
OG0000897	Syar.g_00138	Syaa.g_02342
OG0000898	Syar.g_00137	Syaa.g_02341
OG0000899	Syar.g_00136	Syaa.g_02340
OG0000900	Syar.g_00135	Syaa.g_02339
OG0000901	Syar.g_00130	Syaa.g_02334
OG0000902	Syar.g_01013	Syaa.g_02332
OG0000903	Syar.g_01026	Syaa.g_02313
OG0000904	Syar.g_01021	Syaa.g_02318
OG0000905	Syar.g_01018	Syaa.g_02324
OG0000906	Syar.g_01015	Syaa.g_02327
OG0000907	Syar.g_01028	Syaa.g_02295
OG0000908	Syar.g_01031	Syaa.g_02292
OG0000909	Syar.g_01032	Syaa.g_02291
OG0000910	Syar.g_01033	Syaa.g_02290
OG0000911	Syar.g_01035	Syaa.g_02288
OG0000912	Syar.g_01036	Syaa.g_02287
OG0000913	Syar.g_01037	Syaa.g_02286
OG0000914	Syar.g_01038	Syaa.g_02285
OG0000915	Syar.g_01040	Syaa.g_02283
OG0000916	Syar.g_01041	Syaa.g_02282
OG0000917	Syar.g_01042	Syaa.g_02281
OG0000918	Syar.g_01043	Syaa.g_02280
OG0000919	Syar.g_01044	Syaa.g_02279
OG0000920	Syar.g_01045	Syaa.g_02278
OG0000921	Syar.g_01046	Syaa.g_02277
OG0000922	Syar.g_01047	Syaa.g_02276
OG0000923	Syar.g_01051	Syaa.g_02272
OG0000924	Syar.g_01052	Syaa.g_02271
OG0000925	Syar.g_01053	Syaa.g_02270
OG0000926	Syar.g_01054	Syaa.g_02269
OG0000927	Syar.g_01056	Syaa.g_02267
OG0000928	Syar.g_01057	Syaa.g_02266
OG0000929	Syar.g_01058	Syaa.g_02265
OG0000930	Syar.g_01059	Syaa.g_02264
OG0000931	Syar.g_01060	Syaa.g_02263
OG0000932	Syar.g_01061	Syaa.g_02262
OG0000933	Syar.g_01066	Syaa.g_02256
OG0000934	Syar.g_01068	Syaa.g_02254
OG0000935	Syar.g_01069	Syaa.g_02253
OG0000936	Syar.g_01070	Syaa.g_02252
OG0000937	Syar.g_01071	Syaa.g_02251
OG0000938	Syar.g_01074	Syaa.g_02248
OG0000939	Syar.g_01075	Syaa.g_02247
OG0000940	Syar.g_01081	Syaa.g_02240
OG0000941	Syar.g_01083	Syaa.g_02238
OG0000942	Syar.g_01085	Syaa.g_02236
OG0000943	Syar.g_01086	Syaa.g_02235
OG0000944	Syar.g_01088	Syaa.g_02233
OG0000945	Syar.g_01089	Syaa.g_02231
OG0000946	Syar.g_01095	Syaa.g_02225
OG0000947	Syar.g_01098	Syaa.g_02222
OG0000948	Syar.g_01099	Syaa.g_02221
OG0000949	Syar.g_00283	Syaa.g_00172
OG0000950	Syar.g_00661	Syaa.g_00159
OG0000951	Syar.g_00656	Syaa.g_00153
OG0000952	Syar.g_00651	Syaa.g_00149
OG0000953	Syar.g_00248	Syaa.g_00143
OG0000954	Syar.g_00258	Syaa.g_00138
OG0000955	Syar.g_00259	Syaa.g_00137
OG0000956	Syar.g_00261	Syaa.g_00135
OG0000957	Syar.g_00610	Syaa.g_00125
OG0000958	Syar.g_00609	Syaa.g_00124
OG0000959	Syar.g_00605	Syaa.g_00120
OG0000960	Syar.g_00604	Syaa.g_00119
OG0000961	Syar.g_00094	Syaa.g_00106
OG0000962	Syar.g_00594	Syaa.g_00102
OG0000963	Syar.g_00590	Syaa.g_00097
OG0000964	Syar.g_00589	Syaa.g_00096
OG0000965	Syar.g_00588	Syaa.g_00095
OG0000966	Syar.g_00549	Syaa.g_00083
OG0000967	Syar.g_00545	Syaa.g_00074
OG0000968	Syar.g_00542	Syaa.g_00078
OG0000969	Syar.g_00540	Syaa.g_00077
OG0000970	Syar.g_00539	Syaa.g_00076
OG0000971	Syar.g_00537	Syaa.g_00069
OG0000972	Syar.g_00536	Syaa.g_00068
OG0000973	Syar.g_00535	Syaa.g_00067
OG0000974	Syar.g_00534	Syaa.g_00066
OG0000975	Syar.g_00533	Syaa.g_00065
OG0000976	Syar.g_00532	Syaa.g_00064
OG0000977	Syar.g_00530	Syaa.g_00062
OG0000978	Syar.g_00529	Syaa.g_00061
OG0000979	Syar.g_00526	Syaa.g_00058
OG0000980	Syar.g_00523	Syaa.g_00055
OG0000981	Syar.g_00520	Syaa.g_00052
OG0000982	Syar.g_00331	Syaa.g_02593
OG0000983	Syar.g_00332	Syaa.g_02594
OG0000984	Syar.g_00333	Syaa.g_02595
OG0000985	Syar.g_00337	Syaa.g_02597
OG0000986	Syar.g_00344	Syaa.g_02601
OG0000987	Syar.g_00346	Syaa.g_02603
OG0000988	Syar.g_00352	Syaa.g_02608
OG0000989	Syar.g_00377	Syaa.g_02616
OG0000990	Syar.g_00697	Syaa.g_02647
OG0000991	Syar.g_00700	Syaa.g_02650
OG0000992	Syar.g_00704	Syaa.g_02653
OG0000993	Syar.g_00705	Syaa.g_02654
OG0000994	Syar.g_00708	Syaa.g_02657
OG0000995	Syar.g_03212, Syar.g_00624	Syaa.g_02662
OG0000996	Syar.g_00861	Syaa.g_02705
OG0000997	Syar.g_00437	Syaa.g_02725
OG0000998	Syar.g_00439	Syaa.g_02727
OG0000999	Syar.g_00440	Syaa.g_02728
OG0001000	Syar.g_00955, Syar.g_00444	Syaa.g_02732
OG0001001	Syar.g_00450	Syaa.g_02738
OG0001002	Syar.g_00457	Syaa.g_02745
OG0001003	Syar.g_00459	Syaa.g_02747
OG0001004	Syar.g_00460	Syaa.g_02748
OG0001005	Syar.g_00461	Syaa.g_02749
OG0001006	Syar.g_00468	Syaa.g_02756
OG0001007	Syar.g_00470	Syaa.g_02758
OG0001008	Syar.g_01178	Syaa.g_00704
OG0001009	Syar.g_00500	Syaa.g_00034
OG0001010	Syar.g_00501	Syaa.g_00035
OG0001011	Syar.g_00503	Syaa.g_00037
OG0001013	Syar.g_00906	Syaa.g_02576
OG0001014	Syar.g_00914	Syaa.g_02572
OG0001015	Syar.g_00915	Syaa.g_02571
OG0001017	Syar.g_03050	Syaa.g_00342
OG0001018	Syar.g_03052	Syaa.g_00340
OG0001019	Syar.g_03086	Syaa.g_00323
OG0001020	Syar.g_03092	Syaa.g_02355
OG0001021	Syar.g_03098	Syaa.g_02359
OG0001022	Syar.g_03102	Syaa.g_02365
OG0001023	Syar.g_03103	Syaa.g_02366
OG0001024	Syar.g_02276	Syaa.g_02370
OG0001025	Syar.g_03115	Syaa.g_02377
OG0001026	Syar.g_03131	Syaa.g_02390
OG0001027	Syar.g_00031	Syaa.g_02397
OG0001028	Syar.g_00034	Syaa.g_02399
OG0001029	Syar.g_00036	Syaa.g_02401
OG0001030	Syar.g_00058	Syaa.g_02422
OG0001031	Syar.g_00129	Syaa.g_02500
OG0001032	Syar.g_01011	Syaa.g_02502
OG0001033	Syar.g_00962	Syaa.g_02539
OG0001034	Syar.g_03022	Syaa.g_02108
OG0001035	Syar.g_00171	Syaa.g_00298
OG0001036	Syar.g_00193	Syaa.g_00293
OG0001037	Syar.g_00195	Syaa.g_00291
OG0001038	Syar.g_00223	Syaa.g_00264
OG0001039	Syar.g_00226	Syaa.g_00261
OG0001040	Syar.g_00229	Syaa.g_00258
OG0001041	Syar.g_00234	Syaa.g_00253
OG0001042	Syar.g_00831	Syaa.g_00227
OG0001043	Syar.g_00826	Syaa.g_00223
OG0001044	Syar.g_01117	Syaa.g_02183
OG0001045	Syar.g_01130	Syaa.g_02170
OG0001046	Syar.g_02514	Syaa.g_01332
OG0001047	Syar.g_01180	Syaa.g_00706
OG0001048	Syar.g_01181	Syaa.g_00707
OG0001049	Syar.g_02872	Syaa.g_00710
OG0001050	Syar.g_02871	Syaa.g_00711
OG0001051	Syar.g_02870	Syaa.g_00712
OG0001052	Syar.g_01269	Syaa.g_01846
OG0001053	Syar.g_01472	Syaa.g_02048
OG0001054	Syar.g_01492	Syaa.g_02031
OG0001055	Syar.g_01513	Syaa.g_02010
OG0001056	Syar.g_02349	Syaa.g_01975
OG0001057	Syar.g_02341	Syaa.g_01966
OG0001058	Syar.g_02324	Syaa.g_01951
OG0001059	Syar.g_00422	Syaa.g_01947
OG0001060	Syar.g_02315	Syaa.g_01941
OG0001061	Syar.g_02297	Syaa.g_01919
OG0001062	Syar.g_02294	Syaa.g_01917
OG0001063	Syar.g_02209	Syaa.g_01912
OG0001064	Syar.g_02208	Syaa.g_01911
OG0001065	Syar.g_02207	Syaa.g_01910
OG0001066	Syar.g_02206	Syaa.g_01909
OG0001067	Syar.g_02205	Syaa.g_01908
OG0001068	Syar.g_02204	Syaa.g_01907
OG0001069	Syar.g_02203	Syaa.g_01906
OG0001070	Syar.g_02200	Syaa.g_01903
OG0001071	Syar.g_02199	Syaa.g_01902
OG0001072	Syar.g_02195	Syaa.g_01898
OG0001073	Syar.g_02182	Syaa.g_01884
OG0001074	Syar.g_02031	Syaa.g_01678
OG0001075	Syar.g_02215	Syaa.g_01676
OG0001076	Syar.g_02253	Syaa.g_01659
OG0001077	Syar.g_02240	Syaa.g_01647
OG0001078	Syar.g_02419	Syaa.g_01632
OG0001079	Syar.g_02431	Syaa.g_01619
OG0001080	Syar.g_02442	Syaa.g_01443
OG0001081	Syar.g_02444	Syaa.g_01056
OG0001082	Syar.g_02445	Syaa.g_01057
OG0001083	Syar.g_02473	Syaa.g_01064
OG0001084	Syar.g_02474	Syaa.g_01065
OG0001085	Syar.g_01688	Syaa.g_01075
OG0001086	Syar.g_01686	Syaa.g_01077
OG0001087	Syar.g_02347	Syaa.g_00920
OG0001088	Syar.g_00431	Syaa.g_00916
OG0001089	Syar.g_01942	Syaa.g_00890
OG0001090	Syar.g_01582	Syaa.g_01237
OG0001091	Syar.g_01580	Syaa.g_01239
OG0001092	Syar.g_01578	Syaa.g_01242
OG0001093	Syar.g_01572	Syaa.g_01248
OG0001094	Syar.g_02633	Syaa.g_01148
OG0001095	Syar.g_02653	Syaa.g_01185
OG0001096	Syar.g_02476	Syaa.g_01200
OG0001097	Syar.g_01823	Syaa.g_00828
OG0001098	Syar.g_01672	Syaa.g_01441
OG0001099	Syar.g_00035	Syaa.g_02400
OG0001100	Syar.g_01625	Syaa.g_01086
OG0001101	Syar.g_01623	Syaa.g_01088
OG0001102	Syar.g_01620	Syaa.g_01091
OG0001103	Syar.g_01618	Syaa.g_01093
OG0001104	Syar.g_02616	Syaa.g_01133
OG0001105	Syar.g_02620	Syaa.g_01137
OG0001106	Syar.g_02553	Syaa.g_01372
