Orthogroup	Syar	Praj
OG0000556	Syar.g_02332	Praj.g_00535
OG0000557	Syar.g_02328	Praj.g_00536
OG0000558	Syar.g_02326	Praj.g_00538
OG0000559	Syar.g_02322	Praj.g_00542
OG0000560	Syar.g_02320	Praj.g_00545
OG0000561	Syar.g_02319	Praj.g_00546
OG0000562	Syar.g_02318	Praj.g_00547
OG0000563	Syar.g_02317	Praj.g_00548
OG0000564	Syar.g_02316	Praj.g_00549
OG0000565	Syar.g_02312	Praj.g_00552
OG0000566	Syar.g_02308	Praj.g_00554
OG0000567	Syar.g_02304	Praj.g_00558
OG0000568	Syar.g_02302	Praj.g_00559
OG0000569	Syar.g_02301	Praj.g_00560
OG0000570	Syar.g_02300	Praj.g_00561
OG0000571	Syar.g_02298	Praj.g_00563
OG0000572	Syar.g_02201	Praj.g_00574
OG0000573	Syar.g_02191	Praj.g_00579
OG0000574	Syar.g_02190	Praj.g_00581
OG0000575	Syar.g_03180	Praj.g_00584
OG0000576	Syar.g_02187	Praj.g_00586
OG0000577	Syar.g_02186	Praj.g_00587
OG0000578	Syar.g_02185	Praj.g_00588
OG0000579	Syar.g_02184	Praj.g_00589
OG0000580	Syar.g_02183	Praj.g_00590
OG0000581	Syar.g_02175	Praj.g_00593
OG0000582	Syar.g_02131	Praj.g_00596
OG0000583	Syar.g_02132	Praj.g_00597
OG0000584	Syar.g_02133	Praj.g_00598
OG0000585	Syar.g_02170	Praj.g_00600
OG0000586	Syar.g_02171	Praj.g_00601
OG0000587	Syar.g_02173	Praj.g_00602
OG0000588	Syar.g_02275	Praj.g_00606
OG0000589	Syar.g_02261	Praj.g_00609
OG0000590	Syar.g_02260	Praj.g_00610
OG0000591	Syar.g_02246	Praj.g_00613
OG0000592	Syar.g_02245	Praj.g_00614
OG0000593	Syar.g_02414	Praj.g_00620
OG0000594	Syar.g_02415	Praj.g_00621
OG0000595	Syar.g_02416	Praj.g_00622
OG0000596	Syar.g_02421	Praj.g_00626
OG0000597	Syar.g_02424	Praj.g_00628
OG0000598	Syar.g_02425	Praj.g_00629
OG0000599	Syar.g_02428	Praj.g_00632
OG0000600	Syar.g_02429	Praj.g_00633
OG0000601	Syar.g_02430	Praj.g_00634
OG0000602	Syar.g_02435	Praj.g_00636
OG0000603	Syar.g_02436	Praj.g_00637
OG0000604	Syar.g_02438	Praj.g_00638
OG0000605	Syar.g_02440	Praj.g_00639
OG0000606	Syar.g_02443	Praj.g_00642
OG0000607	Syar.g_02446	Praj.g_00645
OG0000608	Syar.g_02447	Praj.g_00646
OG0000609	Syar.g_02470	Praj.g_00647
OG0000610	Syar.g_01917	Praj.g_00653
OG0000611	Syar.g_01914	Praj.g_00656
OG0000612	Syar.g_01913	Praj.g_00657
OG0000613	Syar.g_00712	Praj.g_00663
OG0000614	Syar.g_02012, Syar.g_01344	Praj.g_00686
OG0000615	Syar.g_02603	Praj.g_00693
OG0000616	Syar.g_00454	Praj.g_02137
OG0000617	Syar.g_01576	Praj.g_00704
OG0000618	Syar.g_01575	Praj.g_00705
OG0000619	Syar.g_01574	Praj.g_00706
OG0000620	Syar.g_01569	Praj.g_00709
OG0000621	Syar.g_01568	Praj.g_00710
OG0000622	Syar.g_01566	Praj.g_00711
OG0000623	Syar.g_01565	Praj.g_00712
OG0000624	Syar.g_01564	Praj.g_00714
OG0000625	Syar.g_01563	Praj.g_00715
OG0000626	Syar.g_01562	Praj.g_00716
OG0000627	Syar.g_01868	Praj.g_00718
OG0000628	Syar.g_01869	Praj.g_00719
OG0000629	Syar.g_01872	Praj.g_00720
OG0000630	Syar.g_02586	Praj.g_00723
OG0000631	Syar.g_02579	Praj.g_00917
OG0000632	Syar.g_02578	Praj.g_00918
OG0000633	Syar.g_02576	Praj.g_00919
OG0000634	Syar.g_02635	Praj.g_00765
OG0000635	Syar.g_02636	Praj.g_00766
OG0000636	Syar.g_02638	Praj.g_00768
OG0000637	Syar.g_02640	Praj.g_00770
OG0000638	Syar.g_02641	Praj.g_00771
OG0000639	Syar.g_02642	Praj.g_00772
OG0000640	Syar.g_02643	Praj.g_00773
OG0000641	Syar.g_02648	Praj.g_00777
OG0000642	Syar.g_02649	Praj.g_00778
OG0000643	Syar.g_02650	Praj.g_00779
OG0000644	Syar.g_02651	Praj.g_00780
OG0000645	Syar.g_02652	Praj.g_00781
OG0000646	Syar.g_02655	Praj.g_00784
OG0000647	Syar.g_02657	Praj.g_00786
OG0000648	Syar.g_02659	Praj.g_00788
OG0000649	Syar.g_02660	Praj.g_00789
OG0000650	Syar.g_02661	Praj.g_00790
OG0000651	Syar.g_02662	Praj.g_00791
OG0000652	Syar.g_02663	Praj.g_00792
OG0000653	Syar.g_02665	Praj.g_00794
OG0000654	Syar.g_02666	Praj.g_00795
OG0000655	Syar.g_02667	Praj.g_00796
OG0000656	Syar.g_02479	Praj.g_00799
OG0000657	Syar.g_01812	Praj.g_00806
OG0000658	Syar.g_01815	Praj.g_00808
OG0000659	Syar.g_01816	Praj.g_00809
OG0000660	Syar.g_01820	Praj.g_00814
OG0000661	Syar.g_03175, Syar.g_01822	Praj.g_00816
OG0000662	Syar.g_01829	Praj.g_00818
OG0000663	Syar.g_01832	Praj.g_00820
OG0000664	Syar.g_01837	Praj.g_00821
OG0000665	Syar.g_02774	Praj.g_00826
OG0000666	Syar.g_01241	Praj.g_00827
OG0000667	Syar.g_02346	Praj.g_00831
OG0000668	Syar.g_01802	Praj.g_00869
OG0000669	Syar.g_01627	Praj.g_00877
OG0000670	Syar.g_01624	Praj.g_00880
OG0000671	Syar.g_01622	Praj.g_00882
OG0000672	Syar.g_01619	Praj.g_00885
OG0000673	Syar.g_01615	Praj.g_00888
OG0000674	Syar.g_01613	Praj.g_00890
OG0000675	Syar.g_01612	Praj.g_00891
OG0000676	Syar.g_01608	Praj.g_00893
OG0000677	Syar.g_01607	Praj.g_00894
OG0000678	Syar.g_02037	Praj.g_00897
OG0000679	Syar.g_02606	Praj.g_00901
OG0000680	Syar.g_02607	Praj.g_00902
OG0000681	Syar.g_02610	Praj.g_00905
OG0000682	Syar.g_02611	Praj.g_00906
OG0000683	Syar.g_02612	Praj.g_00907
OG0000684	Syar.g_02615	Praj.g_00748
OG0000685	Syar.g_02617	Praj.g_00750
OG0000686	Syar.g_02618	Praj.g_00751
OG0000687	Syar.g_02619	Praj.g_00752
OG0000688	Syar.g_02624	Praj.g_00755
OG0000689	Syar.g_02626	Praj.g_00756
OG0000690	Syar.g_02627	Praj.g_00757
OG0000691	Syar.g_02628	Praj.g_00758
OG0000692	Syar.g_02629	Praj.g_00760
OG0000693	Syar.g_02631	Praj.g_00761
OG0000694	Syar.g_02632	Praj.g_00762
OG0000695	Syar.g_02573	Praj.g_00921
OG0000696	Syar.g_02572	Praj.g_00922
OG0000697	Syar.g_02570	Praj.g_00923
OG0000698	Syar.g_02567	Praj.g_00926
OG0000699	Syar.g_02566	Praj.g_00927
OG0000700	Syar.g_02565	Praj.g_00928
OG0000701	Syar.g_02564	Praj.g_00929
OG0000702	Syar.g_02559	Praj.g_00931
OG0000703	Syar.g_02557	Praj.g_00932
OG0000704	Syar.g_02555	Praj.g_00933
OG0000705	Syar.g_02547	Praj.g_00939
OG0000706	Syar.g_02546	Praj.g_00940
OG0000707	Syar.g_02545	Praj.g_00941
OG0000708	Syar.g_02542	Praj.g_00943
OG0000709	Syar.g_02534	Praj.g_00947
OG0000710	Syar.g_02528	Praj.g_00950
OG0000711	Syar.g_02499	Praj.g_00966
OG0000712	Syar.g_02497	Praj.g_00968
OG0000713	Syar.g_02496	Praj.g_00969
OG0000714	Syar.g_02494	Praj.g_00970
OG0000715	Syar.g_02492	Praj.g_00972
OG0000716	Syar.g_02488	Praj.g_00973
OG0000717	Syar.g_02487	Praj.g_00974
OG0000718	Syar.g_02483	Praj.g_00991
OG0000719	Syar.g_01804	Praj.g_00992
OG0000720	Syar.g_01790	Praj.g_01002
OG0000721	Syar.g_01788	Praj.g_01003
OG0000722	Syar.g_01787	Praj.g_01004
OG0000723	Syar.g_01560	Praj.g_01008
OG0000724	Syar.g_01367, Syar.g_02120	Praj.g_01019
OG0000725	Syar.g_01934	Praj.g_00845
OG0000726	Syar.g_01935	Praj.g_00844
OG0000727	Syar.g_01936	Praj.g_00843
OG0000728	Syar.g_01938	Praj.g_00841
OG0000729	Syar.g_00593	Praj.g_02022
OG0000730	Syar.g_01115	Praj.g_00378
OG0000731	Syar.g_01127	Praj.g_00386
OG0000732	Syar.g_00522	Praj.g_02081
OG0000733	Syar.g_02234	Praj.g_01833
OG0000734	Syar.g_03128	Praj.g_01476
OG0000735	Syar.g_01522	Praj.g_01474
OG0000736	Syar.g_01523	Praj.g_01473
OG0000737	Syar.g_01524	Praj.g_01472
OG0000738	Syar.g_01530	Praj.g_01468
OG0000739	Syar.g_01531	Praj.g_01467
OG0000740	Syar.g_01532	Praj.g_01466
OG0000741	Syar.g_01535	Praj.g_01464
OG0000742	Syar.g_01538	Praj.g_01462
OG0000743	Syar.g_01541	Praj.g_01460
OG0000744	Syar.g_01542	Praj.g_01459
OG0000745	Syar.g_01545	Praj.g_01458
OG0000746	Syar.g_01549	Praj.g_01456
OG0000747	Syar.g_01551	Praj.g_01455
OG0000748	Syar.g_01945	Praj.g_01451
OG0000749	Syar.g_01946	Praj.g_01450
OG0000750	Syar.g_01947	Praj.g_01449
OG0000751	Syar.g_01952	Praj.g_01446
OG0000752	Syar.g_01954	Praj.g_01444
OG0000753	Syar.g_01957	Praj.g_01442
OG0000754	Syar.g_01963	Praj.g_01438
OG0000755	Syar.g_01974	Praj.g_01434
OG0000756	Syar.g_01975	Praj.g_01433
OG0000757	Syar.g_01984	Praj.g_01426
OG0000758	Syar.g_01985	Praj.g_01425
OG0000759	Syar.g_01986	Praj.g_01424
OG0000760	Syar.g_01987	Praj.g_01423
OG0000761	Syar.g_01988	Praj.g_01422
OG0000762	Syar.g_01992	Praj.g_01421
OG0000763	Syar.g_01699	Praj.g_01419
OG0000764	Syar.g_01700	Praj.g_01418
OG0000765	Syar.g_01718	Praj.g_01409
OG0000766	Syar.g_01719	Praj.g_01408
OG0000767	Syar.g_01721	Praj.g_01407
OG0000768	Syar.g_01722	Praj.g_01406
OG0000769	Syar.g_01724	Praj.g_01404
OG0000770	Syar.g_01727	Praj.g_01403
OG0000771	Syar.g_01373	Praj.g_01014
OG0000772	Syar.g_00746	Praj.g_01246
OG0000773	Syar.g_02694	Praj.g_01519
OG0000774	Syar.g_02771	Praj.g_01522
OG0000775	Syar.g_02773	Praj.g_01523
OG0000776	Syar.g_01755	Praj.g_01524
OG0000777	Syar.g_01754	Praj.g_01525
OG0000778	Syar.g_01753	Praj.g_01526
OG0000779	Syar.g_02779	Praj.g_01530
OG0000780	Syar.g_02781	Praj.g_01531
OG0000781	Syar.g_02785	Praj.g_01534
OG0000782	Syar.g_02786	Praj.g_01535
OG0000783	Syar.g_02787	Praj.g_01536
OG0000784	Syar.g_02788	Praj.g_01537
OG0000785	Syar.g_02791	Praj.g_01539
OG0000786	Syar.g_02795	Praj.g_01542
OG0000787	Syar.g_02796	Praj.g_01543
OG0000788	Syar.g_02331	Praj.g_00732
OG0000789	Syar.g_02040	Praj.g_01011
OG0000790	Syar.g_01456	Praj.g_01580
OG0000791	Syar.g_01454	Praj.g_01582
OG0000792	Syar.g_01453	Praj.g_01583
OG0000793	Syar.g_01243	Praj.g_01586
OG0000794	Syar.g_01242	Praj.g_01587
OG0000795	Syar.g_01240	Praj.g_01588
OG0000796	Syar.g_01236	Praj.g_01592
OG0000797	Syar.g_01235	Praj.g_01593
OG0000799	Syar.g_02844	Praj.g_01613
OG0000800	Syar.g_02843	Praj.g_01614
OG0000801	Syar.g_02842	Praj.g_01615
OG0000802	Syar.g_02825	Praj.g_01617
OG0000803	Syar.g_02822	Praj.g_01619
OG0000804	Syar.g_02819	Praj.g_01620
OG0000805	Syar.g_02817	Praj.g_01622
OG0000806	Syar.g_02815	Praj.g_01624
OG0000807	Syar.g_02814	Praj.g_01625
OG0000808	Syar.g_02813	Praj.g_01626
OG0000809	Syar.g_02811	Praj.g_01630
OG0000810	Syar.g_02810	Praj.g_01631
OG0000811	Syar.g_02805	Praj.g_01635
OG0000812	Syar.g_02803	Praj.g_01637
OG0000813	Syar.g_02802	Praj.g_01638
OG0000814	Syar.g_02800	Praj.g_01640
OG0000815	Syar.g_02799	Praj.g_01641
OG0000816	Syar.g_02797	Praj.g_01643
OG0000817	Syar.g_02861	Praj.g_01644
OG0000818	Syar.g_01418	Praj.g_01648
OG0000819	Syar.g_01417	Praj.g_01649
OG0000820	Syar.g_01416	Praj.g_01650
OG0000821	Syar.g_01410	Praj.g_01653
OG0000822	Syar.g_01408	Praj.g_01654
OG0000823	Syar.g_00017, Syar.g_01407	Praj.g_01655
OG0000824	Syar.g_01402	Praj.g_01658
OG0000825	Syar.g_01401	Praj.g_01659
OG0000826	Syar.g_01400	Praj.g_01660
OG0000827	Syar.g_01399	Praj.g_01661
OG0000828	Syar.g_01396	Praj.g_01664
OG0000829	Syar.g_01395	Praj.g_01665
OG0000830	Syar.g_01394	Praj.g_01666
OG0000831	Syar.g_01391	Praj.g_01668
OG0000832	Syar.g_01213	Praj.g_01678
OG0000833	Syar.g_02877	Praj.g_01686
OG0000834	Syar.g_02878	Praj.g_01687
OG0000835	Syar.g_02879	Praj.g_01688
OG0000836	Syar.g_02881	Praj.g_01690
OG0000837	Syar.g_02882	Praj.g_01691
OG0000838	Syar.g_02886	Praj.g_01693
OG0000839	Syar.g_02887	Praj.g_01694
OG0000840	Syar.g_02888	Praj.g_01695
OG0000841	Syar.g_02889	Praj.g_01696
OG0000842	Syar.g_02890	Praj.g_01697
OG0000843	Syar.g_02891	Praj.g_01698
OG0000844	Syar.g_02893	Praj.g_01699
OG0000845	Syar.g_02894	Praj.g_01700
OG0000846	Syar.g_02895	Praj.g_01701
OG0000847	Syar.g_02896	Praj.g_01702
OG0000848	Syar.g_02898	Praj.g_01703
OG0000849	Syar.g_02899	Praj.g_01704
OG0000850	Syar.g_02902	Praj.g_01706
OG0000851	Syar.g_02905	Praj.g_01707
OG0000852	Syar.g_02906	Praj.g_01708
OG0000853	Syar.g_02910	Praj.g_01713
OG0000854	Syar.g_02912	Praj.g_01715
OG0000855	Syar.g_02913	Praj.g_01716
OG0000856	Syar.g_02243	Praj.g_01599
OG0000857	Syar.g_02656	Praj.g_00785
OG0000858	Syar.g_02920	Praj.g_01763
OG0000859	Syar.g_02921	Praj.g_01764
OG0000860	Syar.g_02931	Praj.g_01770
OG0000861	Syar.g_02932	Praj.g_01771
OG0000862	Syar.g_02942	Praj.g_01772
OG0000863	Syar.g_02944	Praj.g_01773
OG0000864	Syar.g_02945	Praj.g_01774
OG0000865	Syar.g_02946	Praj.g_01775
OG0000866	Syar.g_02947	Praj.g_01776
OG0000867	Syar.g_02948	Praj.g_01777
OG0000868	Syar.g_02950	Praj.g_01778
OG0000869	Syar.g_02955	Praj.g_01781
OG0000870	Syar.g_02960	Praj.g_01786
OG0000871	Syar.g_02961	Praj.g_01787
OG0000872	Syar.g_02967	Praj.g_01788
OG0000873	Syar.g_02970	Praj.g_01791
OG0000874	Syar.g_02974	Praj.g_01794
OG0000875	Syar.g_02975	Praj.g_01796
OG0000876	Syar.g_01828	Praj.g_01797
OG0000877	Syar.g_02977	Praj.g_01799
OG0000878	Syar.g_02978	Praj.g_01800
OG0000879	Syar.g_02979	Praj.g_01801
OG0000880	Syar.g_02980	Praj.g_01802
OG0000881	Syar.g_02984	Praj.g_01805
OG0000882	Syar.g_02989	Praj.g_01810
OG0000883	Syar.g_02992	Praj.g_01812
OG0000884	Syar.g_02994	Praj.g_01814
OG0000885	Syar.g_02995	Praj.g_01815
OG0000886	Syar.g_02996	Praj.g_01816
OG0000887	Syar.g_02998	Praj.g_01817
OG0000888	Syar.g_03000	Praj.g_01819
OG0000889	Syar.g_03002	Praj.g_01821
OG0000890	Syar.g_03005	Praj.g_01822
OG0000891	Syar.g_03006	Praj.g_01823
OG0000892	Syar.g_03008	Praj.g_01825
OG0000893	Syar.g_00150	Praj.g_01868
OG0000894	Syar.g_00145	Praj.g_01871
OG0000895	Syar.g_00141	Praj.g_01874
OG0000896	Syar.g_00140	Praj.g_01875
OG0000897	Syar.g_00138	Praj.g_01877
OG0000898	Syar.g_00137	Praj.g_01878
OG0000899	Syar.g_00136	Praj.g_01879
OG0000900	Syar.g_00135	Praj.g_01880
OG0000901	Syar.g_00130	Praj.g_01883
OG0000902	Syar.g_01013	Praj.g_01885
OG0000903	Syar.g_01026	Praj.g_01894
OG0000904	Syar.g_01021	Praj.g_01889
OG0000905	Syar.g_01018	Praj.g_01887
OG0000906	Syar.g_01015	Praj.g_01886
OG0000907	Syar.g_01028	Praj.g_01909
OG0000908	Syar.g_01031	Praj.g_01912
OG0000909	Syar.g_01032	Praj.g_01913
OG0000910	Syar.g_01033	Praj.g_01914
OG0000911	Syar.g_01035	Praj.g_01916
OG0000912	Syar.g_01036	Praj.g_01917
OG0000913	Syar.g_01037	Praj.g_01918
OG0000914	Syar.g_01038	Praj.g_01919
OG0000915	Syar.g_01040	Praj.g_01920
OG0000916	Syar.g_01041	Praj.g_01921
OG0000917	Syar.g_01042	Praj.g_01922
OG0000918	Syar.g_01043	Praj.g_01923
OG0000919	Syar.g_01044	Praj.g_01924
OG0000920	Syar.g_01045	Praj.g_01925
OG0000921	Syar.g_01046	Praj.g_01926
OG0000922	Syar.g_01047	Praj.g_01927
OG0000923	Syar.g_01051	Praj.g_01931
OG0000924	Syar.g_01052	Praj.g_01932
OG0000925	Syar.g_01053	Praj.g_01933
OG0000926	Syar.g_01054	Praj.g_01934
OG0000927	Syar.g_01056	Praj.g_01936
OG0000928	Syar.g_01057	Praj.g_01937
OG0000929	Syar.g_01058	Praj.g_01938
OG0000930	Syar.g_01059	Praj.g_01939
OG0000931	Syar.g_01060	Praj.g_01940
OG0000932	Syar.g_01061	Praj.g_01941
OG0000933	Syar.g_01066	Praj.g_01945
OG0000934	Syar.g_01068	Praj.g_01947
OG0000935	Syar.g_01069	Praj.g_01948
OG0000936	Syar.g_01070	Praj.g_01949
OG0000937	Syar.g_01071	Praj.g_01950
OG0000938	Syar.g_01074	Praj.g_01953
OG0000939	Syar.g_01075	Praj.g_01954
OG0000940	Syar.g_01081	Praj.g_01961
OG0000941	Syar.g_01083	Praj.g_01963
OG0000942	Syar.g_01085	Praj.g_01965
OG0000943	Syar.g_01086	Praj.g_01966
OG0000944	Syar.g_01088	Praj.g_01968
OG0000945	Syar.g_01089	Praj.g_01969
OG0000946	Syar.g_01095	Praj.g_01975
OG0000947	Syar.g_01098	Praj.g_01977
OG0000948	Syar.g_01099	Praj.g_01978
OG0000949	Syar.g_00283	Praj.g_01981
OG0000950	Syar.g_00661	Praj.g_01986
OG0000951	Syar.g_00656	Praj.g_01990
OG0000952	Syar.g_00651	Praj.g_01994
OG0000953	Syar.g_00248	Praj.g_01998
OG0000954	Syar.g_00258	Praj.g_02002
OG0000955	Syar.g_00259	Praj.g_02003
OG0000956	Syar.g_00261	Praj.g_02005
OG0000957	Syar.g_00610	Praj.g_02010
OG0000958	Syar.g_00609	Praj.g_02011
OG0000959	Syar.g_00605	Praj.g_02015
OG0000960	Syar.g_00604	Praj.g_02016
OG0000961	Syar.g_00094	Praj.g_02019
OG0000962	Syar.g_00594	Praj.g_02021
OG0000963	Syar.g_00590	Praj.g_02026
OG0000964	Syar.g_00589	Praj.g_02027
OG0000965	Syar.g_00588	Praj.g_02028
OG0000966	Syar.g_00549	Praj.g_02059
OG0000967	Syar.g_00545	Praj.g_02063
OG0000968	Syar.g_00542	Praj.g_02065
OG0000969	Syar.g_00540	Praj.g_02066
OG0000970	Syar.g_00539	Praj.g_02067
OG0000971	Syar.g_00537	Praj.g_02068
OG0000972	Syar.g_00536	Praj.g_02069
OG0000973	Syar.g_00535	Praj.g_02070
OG0000974	Syar.g_00534	Praj.g_02071
OG0000975	Syar.g_00533	Praj.g_02072
OG0000976	Syar.g_00532	Praj.g_02073
OG0000977	Syar.g_00530	Praj.g_02074
OG0000978	Syar.g_00529	Praj.g_02075
OG0000979	Syar.g_00526	Praj.g_02078
OG0000980	Syar.g_00523	Praj.g_02080
OG0000981	Syar.g_00520	Praj.g_02083
OG0000982	Syar.g_00331	Praj.g_02085
OG0000983	Syar.g_00332	Praj.g_02086
OG0000984	Syar.g_00333	Praj.g_02087
OG0000985	Syar.g_00337	Praj.g_02090
OG0000986	Syar.g_00344	Praj.g_02092
OG0000987	Syar.g_00346	Praj.g_02093
OG0000988	Syar.g_00352	Praj.g_02096
OG0000989	Syar.g_00377	Praj.g_02100
OG0000990	Syar.g_00697	Praj.g_02105
OG0000991	Syar.g_00700	Praj.g_02106
OG0000992	Syar.g_00704	Praj.g_02109
OG0000993	Syar.g_00705	Praj.g_02110
OG0000994	Syar.g_00708	Praj.g_02111
OG0000995	Syar.g_03212, Syar.g_00624	Praj.g_02115
OG0000996	Syar.g_00861	Praj.g_02116
OG0000997	Syar.g_00437	Praj.g_02124
OG0000998	Syar.g_00439	Praj.g_02126
OG0000999	Syar.g_00440	Praj.g_02127
OG0001000	Syar.g_00955, Syar.g_00444	Praj.g_02130, Praj.g_02131
OG0001001	Syar.g_00450	Praj.g_02134
OG0001002	Syar.g_00457	Praj.g_02139
OG0001003	Syar.g_00459	Praj.g_02141
OG0001004	Syar.g_00460	Praj.g_02142
OG0001005	Syar.g_00461	Praj.g_02143
OG0001006	Syar.g_00468	Praj.g_02147
OG0001007	Syar.g_00470	Praj.g_02149
OG0001008	Syar.g_01178, Syar.g_03274	Praj.g_00431
OG0001009	Syar.g_00500	Praj.g_00027
OG0001010	Syar.g_00501	Praj.g_00028
OG0001011	Syar.g_00503	Praj.g_00029
OG0001013	Syar.g_00906	Praj.g_00052
OG0001014	Syar.g_00914	Praj.g_00055
OG0001015	Syar.g_00915	Praj.g_00056
OG0001017	Syar.g_03050	Praj.g_00115
OG0001018	Syar.g_03052	Praj.g_00118
OG0001019	Syar.g_03086	Praj.g_00127
OG0001020	Syar.g_03092	Praj.g_00128
OG0001021	Syar.g_03098	Praj.g_00129
OG0001022	Syar.g_03102	Praj.g_00132
OG0001023	Syar.g_03103	Praj.g_00133
OG0001024	Syar.g_02276	Praj.g_00136
OG0001025	Syar.g_03115	Praj.g_00143
OG0001026	Syar.g_03131	Praj.g_00151
OG0001027	Syar.g_00031	Praj.g_00152
OG0001028	Syar.g_00034	Praj.g_00154
OG0001029	Syar.g_00036	Praj.g_00156
OG0001030	Syar.g_00058	Praj.g_00172
OG0001031	Syar.g_00129	Praj.g_00226
OG0001032	Syar.g_01011	Praj.g_00227
OG0001033	Syar.g_00962	Praj.g_00247
OG0001034	Syar.g_03022	Praj.g_00276
OG0001035	Syar.g_00171	Praj.g_00293
OG0001036	Syar.g_00193	Praj.g_00297
OG0001037	Syar.g_00195	Praj.g_00298
OG0001038	Syar.g_00223	Praj.g_00314
OG0001039	Syar.g_00226	Praj.g_00316
OG0001040	Syar.g_00229	Praj.g_00319
OG0001041	Syar.g_00234	Praj.g_00323
OG0001042	Syar.g_00831	Praj.g_00339
OG0001043	Syar.g_00826	Praj.g_00340
OG0001044	Syar.g_01117	Praj.g_00379
OG0001045	Syar.g_01130	Praj.g_00388
OG0001046	Syar.g_02514	Praj.g_01081
OG0001047	Syar.g_01180	Praj.g_00433
OG0001048	Syar.g_01181	Praj.g_00434
OG0001049	Syar.g_02872	Praj.g_00436
OG0001050	Syar.g_02871	Praj.g_00437
OG0001051	Syar.g_02870	Praj.g_00438
OG0001052	Syar.g_01269	Praj.g_00464
OG0001053	Syar.g_01472	Praj.g_00476
OG0001054	Syar.g_01492	Praj.g_00490
OG0001055	Syar.g_01513	Praj.g_00509
OG0001056	Syar.g_02349	Praj.g_00527
OG0001057	Syar.g_02341	Praj.g_00532
OG0001058	Syar.g_02324	Praj.g_00540
OG0001059	Syar.g_00422	Praj.g_00544
OG0001060	Syar.g_02315	Praj.g_00551
OG0001061	Syar.g_02297	Praj.g_00564
OG0001062	Syar.g_02294	Praj.g_00566
OG0001063	Syar.g_02209	Praj.g_00567
OG0001064	Syar.g_02208	Praj.g_00568
OG0001065	Syar.g_02207	Praj.g_00569
OG0001066	Syar.g_02206	Praj.g_00570
OG0001067	Syar.g_02205	Praj.g_00571
OG0001068	Syar.g_02204	Praj.g_00572
OG0001069	Syar.g_02203	Praj.g_00573
OG0001070	Syar.g_02200	Praj.g_00575
OG0001071	Syar.g_02199	Praj.g_00576
OG0001072	Syar.g_02195	Praj.g_00577
OG0001073	Syar.g_02182	Praj.g_00591
OG0001074	Syar.g_02031	Praj.g_00603
OG0001075	Syar.g_02215	Praj.g_00604
OG0001076	Syar.g_02253	Praj.g_00611
OG0001077	Syar.g_02240	Praj.g_00616
OG0001078	Syar.g_02419	Praj.g_00624
OG0001079	Syar.g_02431	Praj.g_00635
OG0001080	Syar.g_02442	Praj.g_00641
OG0001081	Syar.g_02444	Praj.g_00643
OG0001082	Syar.g_02445	Praj.g_00644
OG0001083	Syar.g_02473	Praj.g_00649
OG0001084	Syar.g_02474	Praj.g_00650
OG0001085	Syar.g_01688	Praj.g_00660
OG0001086	Syar.g_01686	Praj.g_00661
OG0001087	Syar.g_02347	Praj.g_00681
OG0001088	Syar.g_00431	Praj.g_00682
OG0001089	Syar.g_01942	Praj.g_00690
OG0001090	Syar.g_01582	Praj.g_00699
OG0001091	Syar.g_01580	Praj.g_00701
OG0001092	Syar.g_01578	Praj.g_00702
OG0001093	Syar.g_01572	Praj.g_00707
OG0001094	Syar.g_02633	Praj.g_00763
OG0001095	Syar.g_02653	Praj.g_00782
OG0001096	Syar.g_02476	Praj.g_00797
OG0001097	Syar.g_01823	Praj.g_00817
OG0001098	Syar.g_01672	Praj.g_00835
OG0001099	Syar.g_00035	Praj.g_00872
OG0001100	Syar.g_01625	Praj.g_00879
OG0001101	Syar.g_01623	Praj.g_00881
OG0001102	Syar.g_01620	Praj.g_00884
OG0001103	Syar.g_01618	Praj.g_00886
OG0001104	Syar.g_02616	Praj.g_00749
OG0001105	Syar.g_02620	Praj.g_00753
OG0001106	Syar.g_02553	Praj.g_00934
OG0001107	Syar.g_02541	Praj.g_00944
OG0001109	Syar.g_02529	Praj.g_00949
OG0001110	Syar.g_02527	Praj.g_00951
OG0001111	Syar.g_02525	Praj.g_00952
OG0001112	Syar.g_02523	Praj.g_00953
OG0001113	Syar.g_02522	Praj.g_00954
OG0001114	Syar.g_02521	Praj.g_00955
OG0001115	Syar.g_02519	Praj.g_00957
OG0001116	Syar.g_02517	Praj.g_00958
OG0001117	Syar.g_02516	Praj.g_00959
OG0001118	Syar.g_02515	Praj.g_00960
OG0001119	Syar.g_02513	Praj.g_00961
OG0001120	Syar.g_02507	Praj.g_00963
OG0001122	Syar.g_01803	Praj.g_00993
OG0001123	Syar.g_01796	Praj.g_00997
OG0001124	Syar.g_01793	Praj.g_00999
OG0001125	Syar.g_01791	Praj.g_01001
OG0001126	Syar.g_01375	Praj.g_01012
OG0001127	Syar.g_01374	Praj.g_01013
OG0001128	Syar.g_01371	Praj.g_01016
OG0001129	Syar.g_01369	Praj.g_01017
OG0001130	Syar.g_01368	Praj.g_01018
OG0001131	Syar.g_02448	Praj.g_00852
OG0001132	Syar.g_00684	Praj.g_01063
OG0001133	Syar.g_02249	Praj.g_01040
OG0001134	Syar.g_02235	Praj.g_01832
OG0001135	Syar.g_02232	Praj.g_01835
OG0001136	Syar.g_01536	Praj.g_01463
OG0001137	Syar.g_01944	Praj.g_01452
OG0001138	Syar.g_01977	Praj.g_01432
OG0001139	Syar.g_01980	Praj.g_01430
