Orthogroup	Syar	Syah
OG0000584	Syar.g_02133	Syah.g_01977
OG0000585	Syar.g_02170	Syah.g_01975
OG0000586	Syar.g_02171	Syah.g_01974
OG0000587	Syar.g_02173	Syah.g_01972
OG0000588	Syar.g_02275	Syah.g_01966
OG0000589	Syar.g_02261	Syah.g_01962
OG0000590	Syar.g_02260	Syah.g_01961
OG0000591	Syar.g_02246	Syah.g_01954
OG0000592	Syar.g_02245	Syah.g_01953
OG0000593	Syar.g_02414	Syah.g_01939
OG0000594	Syar.g_02415	Syah.g_01938
OG0000595	Syar.g_02416	Syah.g_01937
OG0000596	Syar.g_02421	Syah.g_01932
OG0000597	Syar.g_02424	Syah.g_01929
OG0000598	Syar.g_02425	Syah.g_01928
OG0000599	Syar.g_02428	Syah.g_01925
OG0000600	Syar.g_02429	Syah.g_01924
OG0000601	Syar.g_02430	Syah.g_01923
OG0000602	Syar.g_02435	Syah.g_01917
OG0000603	Syar.g_02436	Syah.g_01916
OG0000604	Syar.g_02438	Syah.g_01913
OG0000605	Syar.g_02440	Syah.g_01825
OG0000606	Syar.g_02443	Syah.g_01485
OG0000607	Syar.g_02446	Syah.g_01489
OG0000608	Syar.g_02447	Syah.g_01490
OG0000609	Syar.g_02470	Syah.g_01492
OG0000610	Syar.g_01917	Syah.g_01499
OG0000611	Syar.g_01914	Syah.g_01502
OG0000612	Syar.g_01913	Syah.g_01503
OG0000613	Syar.g_00712	Syah.g_00147
OG0000614	Syar.g_02012, Syar.g_01344	Syah.g_02004
OG0000615	Syar.g_02603	Syah.g_01814
OG0000616	Syar.g_00454	Syah.g_00389
OG0000617	Syar.g_01576	Syah.g_01722
OG0000618	Syar.g_01575	Syah.g_01721
OG0000619	Syar.g_01574	Syah.g_01720
OG0000620	Syar.g_01569	Syah.g_01713
OG0000621	Syar.g_01568	Syah.g_01712
OG0000622	Syar.g_01566	Syah.g_01711
OG0000623	Syar.g_01565	Syah.g_01710
OG0000624	Syar.g_01564	Syah.g_01708
OG0000625	Syar.g_01563	Syah.g_01707
OG0000626	Syar.g_01562	Syah.g_01706
OG0000627	Syar.g_01868	Syah.g_01569
OG0000628	Syar.g_01869	Syah.g_01570
OG0000629	Syar.g_01872	Syah.g_01573
OG0000630	Syar.g_02586	Syah.g_01577
OG0000631	Syar.g_02579	Syah.g_01582
OG0000632	Syar.g_02578	Syah.g_01583
OG0000633	Syar.g_02576	Syah.g_01584
OG0000634	Syar.g_02635	Syah.g_01783
OG0000635	Syar.g_02636	Syah.g_01782
OG0000636	Syar.g_02638	Syah.g_01780
OG0000637	Syar.g_02640	Syah.g_01778
OG0000638	Syar.g_02641	Syah.g_01777
OG0000639	Syar.g_02642	Syah.g_01776
OG0000640	Syar.g_02643	Syah.g_01775
OG0000641	Syar.g_02648	Syah.g_01771
OG0000642	Syar.g_02649	Syah.g_01770
OG0000643	Syar.g_02650	Syah.g_01768
OG0000644	Syar.g_02651	Syah.g_01767
OG0000645	Syar.g_02652	Syah.g_01765
OG0000646	Syar.g_02655	Syah.g_01762
OG0000647	Syar.g_02657	Syah.g_01760
OG0000648	Syar.g_02659	Syah.g_01757
OG0000649	Syar.g_02660	Syah.g_01756
OG0000650	Syar.g_02661	Syah.g_01755
OG0000651	Syar.g_02662	Syah.g_01754
OG0000652	Syar.g_02663	Syah.g_01753
OG0000653	Syar.g_02665	Syah.g_01751
OG0000654	Syar.g_02666	Syah.g_01750
OG0000655	Syar.g_02667	Syah.g_01749
OG0000656	Syar.g_02479	Syah.g_01746
OG0000657	Syar.g_01812	Syah.g_02083
OG0000658	Syar.g_01815	Syah.g_02086
OG0000659	Syar.g_01816	Syah.g_02087
OG0000660	Syar.g_01820	Syah.g_02091
OG0000661	Syar.g_03175	Syah.g_02093
OG0000662	Syar.g_01829	Syah.g_02095
OG0000663	Syar.g_01832	Syah.g_02098
OG0000664	Syar.g_01837	Syah.g_02099
OG0000665	Syar.g_02774	Syah.g_01895
OG0000666	Syar.g_01241	Syah.g_01826
OG0000667	Syar.g_02346	Syah.g_00714
OG0000668	Syar.g_01802	Syah.g_01680
OG0000669	Syar.g_01627	Syah.g_01520
OG0000670	Syar.g_01624	Syah.g_02352
OG0000671	Syar.g_01622	Syah.g_01524
OG0000672	Syar.g_01619	Syah.g_01527
OG0000673	Syar.g_01615	Syah.g_01530
OG0000674	Syar.g_01613	Syah.g_01532
OG0000675	Syar.g_01612	Syah.g_01533
OG0000676	Syar.g_01608	Syah.g_01535
OG0000677	Syar.g_01607	Syah.g_01536
OG0000678	Syar.g_02037	Syah.g_01821
OG0000679	Syar.g_02606	Syah.g_01812
OG0000680	Syar.g_02607	Syah.g_01811
OG0000681	Syar.g_02610	Syah.g_01808
OG0000682	Syar.g_02611	Syah.g_01807
OG0000683	Syar.g_02612	Syah.g_01806
OG0000684	Syar.g_02615	Syah.g_01802
OG0000685	Syar.g_02617	Syah.g_01800
OG0000686	Syar.g_02618	Syah.g_01799
OG0000687	Syar.g_02619	Syah.g_01798
OG0000688	Syar.g_02624	Syah.g_01793
OG0000689	Syar.g_02626	Syah.g_01791
OG0000690	Syar.g_02627	Syah.g_01790
OG0000691	Syar.g_02628	Syah.g_01789
OG0000692	Syar.g_02629	Syah.g_01788
OG0000693	Syar.g_02631	Syah.g_01787
OG0000694	Syar.g_02632	Syah.g_01786
OG0000695	Syar.g_02573	Syah.g_01586
OG0000696	Syar.g_02572	Syah.g_01587
OG0000697	Syar.g_02570	Syah.g_01589
OG0000698	Syar.g_02567	Syah.g_01592
OG0000699	Syar.g_02566	Syah.g_01594
OG0000700	Syar.g_02565	Syah.g_01595
OG0000701	Syar.g_02564	Syah.g_01596
OG0000702	Syar.g_02559	Syah.g_01604
OG0000703	Syar.g_02557	Syah.g_01605
OG0000704	Syar.g_02555	Syah.g_01608
OG0000705	Syar.g_02547	Syah.g_01614
OG0000706	Syar.g_02546	Syah.g_01615
OG0000707	Syar.g_02545	Syah.g_01616
OG0000708	Syar.g_02542	Syah.g_01619
OG0000709	Syar.g_02534	Syah.g_01627
OG0000710	Syar.g_02528	Syah.g_01631
OG0000711	Syar.g_02499	Syah.g_01661
OG0000712	Syar.g_02497	Syah.g_01662
OG0000713	Syar.g_02496	Syah.g_01663
OG0000714	Syar.g_02494	Syah.g_01665
OG0000715	Syar.g_02492	Syah.g_01667
OG0000716	Syar.g_02488	Syah.g_01671
OG0000717	Syar.g_02487	Syah.g_01672
OG0000718	Syar.g_02483	Syah.g_01676
OG0000719	Syar.g_01804	Syah.g_01678
OG0000720	Syar.g_01790	Syah.g_01691
OG0000721	Syar.g_01788	Syah.g_01693
OG0000722	Syar.g_01787	Syah.g_01694
OG0000723	Syar.g_01560	Syah.g_01704
OG0000724	Syar.g_01367, Syar.g_02120	Syah.g_02036
OG0000725	Syar.g_01934	Syah.g_02027
OG0000726	Syar.g_01935	Syah.g_02026
OG0000727	Syar.g_01936	Syah.g_02025
OG0000728	Syar.g_01938	Syah.g_02023
OG0000729	Syar.g_00593	Syah.g_00263
OG0000730	Syar.g_01115	Syah.g_00855
OG0000731	Syar.g_01127	Syah.g_00867
OG0000732	Syar.g_00522	Syah.g_00319
OG0000733	Syar.g_02234	Syah.g_00473
OG0000734	Syar.g_03128	Syah.g_02545
OG0000735	Syar.g_01522	Syah.g_02178
OG0000736	Syar.g_01523	Syah.g_02177
OG0000737	Syar.g_01524	Syah.g_02176
OG0000738	Syar.g_01530	Syah.g_02170
OG0000739	Syar.g_01531	Syah.g_02165
OG0000740	Syar.g_01532	Syah.g_02164
OG0000741	Syar.g_01535	Syah.g_02161
OG0000742	Syar.g_01538	Syah.g_02159
OG0000743	Syar.g_01541	Syah.g_02157
OG0000744	Syar.g_01542	Syah.g_02156
OG0000745	Syar.g_01545	Syah.g_02154
OG0000746	Syar.g_01549	Syah.g_02151
OG0000747	Syar.g_01551	Syah.g_02150
OG0000748	Syar.g_01945	Syah.g_02140
OG0000749	Syar.g_01946	Syah.g_02138
OG0000750	Syar.g_01947	Syah.g_02137
OG0000751	Syar.g_01952	Syah.g_02130
OG0000752	Syar.g_01954	Syah.g_02128
OG0000753	Syar.g_01957	Syah.g_02125
OG0000754	Syar.g_01963	Syah.g_01431
OG0000755	Syar.g_01974	Syah.g_01423
OG0000756	Syar.g_01975	Syah.g_01422
OG0000757	Syar.g_01984	Syah.g_01415
OG0000758	Syar.g_01985	Syah.g_01414
OG0000759	Syar.g_01986	Syah.g_01413
OG0000760	Syar.g_01987	Syah.g_01412
OG0000761	Syar.g_01988	Syah.g_01411
OG0000762	Syar.g_01992	Syah.g_01409
OG0000763	Syar.g_01699	Syah.g_01407
OG0000764	Syar.g_01700	Syah.g_01406
OG0000765	Syar.g_01718	Syah.g_01392
OG0000766	Syar.g_01719	Syah.g_01391
OG0000767	Syar.g_01721	Syah.g_01389
OG0000768	Syar.g_01722	Syah.g_01388
OG0000769	Syar.g_01724	Syah.g_01386
OG0000770	Syar.g_01727	Syah.g_01383
OG0000771	Syar.g_01373	Syah.g_02042
OG0000772	Syar.g_00746	Syah.g_01351
OG0000773	Syar.g_02694	Syah.g_02187
OG0000774	Syar.g_02771	Syah.g_02191
OG0000775	Syar.g_02773	Syah.g_02193
OG0000776	Syar.g_01755	Syah.g_02194
OG0000777	Syar.g_01754	Syah.g_02195
OG0000778	Syar.g_01753	Syah.g_02196
OG0000779	Syar.g_02779	Syah.g_02201
OG0000780	Syar.g_02781	Syah.g_02205
OG0000781	Syar.g_02785	Syah.g_02209
OG0000782	Syar.g_02786	Syah.g_02210
OG0000783	Syar.g_02787	Syah.g_02211
OG0000784	Syar.g_02788	Syah.g_02212
OG0000785	Syar.g_02791	Syah.g_02214
OG0000786	Syar.g_02795	Syah.g_01171
OG0000787	Syar.g_02796	Syah.g_01170
OG0000788	Syar.g_02331	Syah.g_01922
OG0000789	Syar.g_02040	Syah.g_01556
OG0000790	Syar.g_01456	Syah.g_00981
OG0000791	Syar.g_01454	Syah.g_00980
OG0000792	Syar.g_01453	Syah.g_00979
OG0000793	Syar.g_01243	Syah.g_00974
OG0000794	Syar.g_01242	Syah.g_00973
OG0000795	Syar.g_01240	Syah.g_00972
OG0000796	Syar.g_01236	Syah.g_00968
OG0000797	Syar.g_01235	Syah.g_00967
OG0000798	Syar.g_00222	Syah.g_00627
OG0000799	Syar.g_02844	Syah.g_01326
OG0000800	Syar.g_02843	Syah.g_01325
OG0000801	Syar.g_02842	Syah.g_01324
OG0000802	Syar.g_02825	Syah.g_01320
OG0000803	Syar.g_02822	Syah.g_01315
OG0000804	Syar.g_02819	Syah.g_01312
OG0000805	Syar.g_02817	Syah.g_01303
OG0000806	Syar.g_02815	Syah.g_01301
OG0000807	Syar.g_02814	Syah.g_01299
OG0000808	Syar.g_02813	Syah.g_01298
OG0000809	Syar.g_02811	Syah.g_01295
OG0000810	Syar.g_02810	Syah.g_01294
OG0000811	Syar.g_02805	Syah.g_01286
OG0000812	Syar.g_02803	Syah.g_01284
OG0000813	Syar.g_02802	Syah.g_01283
OG0000814	Syar.g_02800	Syah.g_01281
OG0000815	Syar.g_02799	Syah.g_01280
OG0000816	Syar.g_02797	Syah.g_01279
OG0000817	Syar.g_02861	Syah.g_01278
OG0000818	Syar.g_01418	Syah.g_01272
OG0000819	Syar.g_01417	Syah.g_01271
OG0000820	Syar.g_01416	Syah.g_01270
OG0000821	Syar.g_01410	Syah.g_01265
OG0000822	Syar.g_01408	Syah.g_01263
OG0000823	Syar.g_01407	Syah.g_01262
OG0000824	Syar.g_01402	Syah.g_01258
OG0000825	Syar.g_01401	Syah.g_01257
OG0000826	Syar.g_01400	Syah.g_01256
OG0000827	Syar.g_01399	Syah.g_01254
OG0000828	Syar.g_01396	Syah.g_01251
OG0000829	Syar.g_01395	Syah.g_01250
OG0000830	Syar.g_01394	Syah.g_01249
OG0000831	Syar.g_01391	Syah.g_01247
OG0000832	Syar.g_01213	Syah.g_02311
OG0000833	Syar.g_02877	Syah.g_02322
OG0000834	Syar.g_02878	Syah.g_02324
OG0000835	Syar.g_02879	Syah.g_02325
OG0000836	Syar.g_02881	Syah.g_02329
OG0000837	Syar.g_02882	Syah.g_02330
OG0000838	Syar.g_02886	Syah.g_02334
OG0000839	Syar.g_02887	Syah.g_02335
OG0000840	Syar.g_02888	Syah.g_02336
OG0000841	Syar.g_02889	Syah.g_02337
OG0000842	Syar.g_02890	Syah.g_02338
OG0000843	Syar.g_02891	Syah.g_02339
OG0000844	Syar.g_02893	Syah.g_02341
OG0000845	Syar.g_02894	Syah.g_02342
OG0000846	Syar.g_02895	Syah.g_02343
OG0000847	Syar.g_02896	Syah.g_02344
OG0000848	Syar.g_02898	Syah.g_02346
OG0000849	Syar.g_02899	Syah.g_02347
OG0000850	Syar.g_02902	Syah.g_02349
OG0000851	Syar.g_02905	Syah.g_02359
OG0000852	Syar.g_02906	Syah.g_02360
OG0000853	Syar.g_02910	Syah.g_02364
OG0000854	Syar.g_02912	Syah.g_02366
OG0000855	Syar.g_02913	Syah.g_02367
OG0000856	Syar.g_02243	Syah.g_01951
OG0000857	Syar.g_02656	Syah.g_01761
OG0000858	Syar.g_02920	Syah.g_02373
OG0000859	Syar.g_02921	Syah.g_02374
OG0000860	Syar.g_02931	Syah.g_02386
OG0000861	Syar.g_02932	Syah.g_02387
OG0000862	Syar.g_02942	Syah.g_02389
OG0000863	Syar.g_02944	Syah.g_02391
OG0000864	Syar.g_02945	Syah.g_02392
OG0000865	Syar.g_02946	Syah.g_02396
OG0000866	Syar.g_02947	Syah.g_02397
OG0000867	Syar.g_02948	Syah.g_02398
OG0000868	Syar.g_02950	Syah.g_02401
OG0000869	Syar.g_02955	Syah.g_02406
OG0000870	Syar.g_02960	Syah.g_02411
OG0000871	Syar.g_02961	Syah.g_02412
OG0000872	Syar.g_02967	Syah.g_02421
OG0000873	Syar.g_02970	Syah.g_02424
OG0000874	Syar.g_02974	Syah.g_02420
OG0000875	Syar.g_02975	Syah.g_02426
OG0000876	Syar.g_01828	Syah.g_02250
OG0000877	Syar.g_02977	Syah.g_02254
OG0000878	Syar.g_02978	Syah.g_02255
OG0000879	Syar.g_02979	Syah.g_02256
OG0000880	Syar.g_02980	Syah.g_02257
OG0000881	Syar.g_02984	Syah.g_02262
OG0000882	Syar.g_02989	Syah.g_02267
OG0000883	Syar.g_02992	Syah.g_02270
OG0000884	Syar.g_02994	Syah.g_02272
OG0000885	Syar.g_02995	Syah.g_02273
OG0000886	Syar.g_02996	Syah.g_02274
OG0000887	Syar.g_02998	Syah.g_02275
OG0000888	Syar.g_03000	Syah.g_02277
OG0000889	Syar.g_03002	Syah.g_02279
OG0000890	Syar.g_03005	Syah.g_02284
OG0000891	Syar.g_03006	Syah.g_02285
OG0000892	Syar.g_03008	Syah.g_02288
OG0000893	Syar.g_00150	Syah.g_00684
OG0000894	Syar.g_00145	Syah.g_00690
OG0000895	Syar.g_00141	Syah.g_00694
OG0000896	Syar.g_00140	Syah.g_00695
OG0000897	Syar.g_00138	Syah.g_00697
OG0000898	Syar.g_00137	Syah.g_00698
OG0000899	Syar.g_00136	Syah.g_00699
OG0000900	Syar.g_00135	Syah.g_00700
OG0000901	Syar.g_00130	Syah.g_00705
OG0000902	Syar.g_01013	Syah.g_00707
OG0000903	Syar.g_01026	Syah.g_00739
OG0000904	Syar.g_01021	Syah.g_00734
OG0000905	Syar.g_01018	Syah.g_00731
OG0000906	Syar.g_01015	Syah.g_00729
OG0000907	Syar.g_01028	Syah.g_00741
OG0000908	Syar.g_01031	Syah.g_00744
OG0000909	Syar.g_01032	Syah.g_00745
OG0000910	Syar.g_01033	Syah.g_00746
OG0000911	Syar.g_01035	Syah.g_00748
OG0000912	Syar.g_01036	Syah.g_00749
OG0000913	Syar.g_01037	Syah.g_00750
OG0000914	Syar.g_01038	Syah.g_00751
OG0000915	Syar.g_01040	Syah.g_00752
OG0000916	Syar.g_01041	Syah.g_00753
OG0000917	Syar.g_01042	Syah.g_00754
OG0000918	Syar.g_01043	Syah.g_00755
OG0000919	Syar.g_01044	Syah.g_00756
OG0000920	Syar.g_01045	Syah.g_00757
OG0000921	Syar.g_01046	Syah.g_00758
OG0000922	Syar.g_01047	Syah.g_00759
OG0000923	Syar.g_01051	Syah.g_00763
OG0000924	Syar.g_01052	Syah.g_00764
OG0000925	Syar.g_01053	Syah.g_00765
OG0000926	Syar.g_01054	Syah.g_00766
OG0000927	Syar.g_01056	Syah.g_00768
OG0000928	Syar.g_01057	Syah.g_00769
OG0000929	Syar.g_01058	Syah.g_00770
OG0000930	Syar.g_01059	Syah.g_00771
OG0000931	Syar.g_01060	Syah.g_00772
OG0000932	Syar.g_01061	Syah.g_00773
OG0000933	Syar.g_01066	Syah.g_00778
OG0000934	Syar.g_01068	Syah.g_00780
OG0000935	Syar.g_01069	Syah.g_00781
OG0000936	Syar.g_01070	Syah.g_00782
OG0000937	Syar.g_01071	Syah.g_00783
OG0000938	Syar.g_01074	Syah.g_00787
OG0000939	Syar.g_01075	Syah.g_00788
OG0000940	Syar.g_01081	Syah.g_00795
OG0000941	Syar.g_01083	Syah.g_00797
OG0000942	Syar.g_01085	Syah.g_00799
OG0000943	Syar.g_01086	Syah.g_00800
OG0000944	Syar.g_01088	Syah.g_00802
OG0000945	Syar.g_01089	Syah.g_00804
OG0000946	Syar.g_01095	Syah.g_00809
OG0000947	Syar.g_01098	Syah.g_00812
OG0000948	Syar.g_01099	Syah.g_00813
OG0000949	Syar.g_00283	Syah.g_00173
OG0000950	Syar.g_00661	Syah.g_00184
OG0000951	Syar.g_00656	Syah.g_00190
OG0000952	Syar.g_00651	Syah.g_00202
OG0000953	Syar.g_00248	Syah.g_00207
OG0000954	Syar.g_00258	Syah.g_00233
OG0000955	Syar.g_00259	Syah.g_00234
OG0000956	Syar.g_00261	Syah.g_00236
OG0000957	Syar.g_00610	Syah.g_00248
OG0000958	Syar.g_00609	Syah.g_00249
OG0000959	Syar.g_00605	Syah.g_00253
OG0000960	Syar.g_00604	Syah.g_00254
OG0000961	Syar.g_00094	Syah.g_00259
OG0000962	Syar.g_00594	Syah.g_00262
OG0000963	Syar.g_00590	Syah.g_00267
OG0000964	Syar.g_00589	Syah.g_00268
OG0000965	Syar.g_00588	Syah.g_00269
OG0000966	Syar.g_00549	Syah.g_00288
OG0000967	Syar.g_00545	Syah.g_00300
OG0000968	Syar.g_00542	Syah.g_00295
OG0000969	Syar.g_00540	Syah.g_00297
OG0000970	Syar.g_00539	Syah.g_00298
OG0000971	Syar.g_00537	Syah.g_00303
OG0000972	Syar.g_00536	Syah.g_00304
OG0000973	Syar.g_00535	Syah.g_00305
OG0000974	Syar.g_00534	Syah.g_00306
OG0000975	Syar.g_00533	Syah.g_00307
OG0000976	Syar.g_00532	Syah.g_00308
OG0000977	Syar.g_00530	Syah.g_00310
OG0000978	Syar.g_00529	Syah.g_00312
OG0000979	Syar.g_00526	Syah.g_00315
OG0000980	Syar.g_00523	Syah.g_00318
OG0000981	Syar.g_00520	Syah.g_00321
OG0000982	Syar.g_00331	Syah.g_00511
OG0000983	Syar.g_00332	Syah.g_00510
OG0000984	Syar.g_00333	Syah.g_00509
OG0000985	Syar.g_00337	Syah.g_00505
OG0000986	Syar.g_00344	Syah.g_00496
OG0000987	Syar.g_00346	Syah.g_00494
OG0000988	Syar.g_00352	Syah.g_00489
OG0000989	Syar.g_00377	Syah.g_00481
OG0000990	Syar.g_00697	Syah.g_00466
OG0000991	Syar.g_00700	Syah.g_00462
OG0000992	Syar.g_00704	Syah.g_00460
OG0000993	Syar.g_00705	Syah.g_00459
OG0000994	Syar.g_00708	Syah.g_00457
OG0000995	Syar.g_00624	Syah.g_00452
OG0000996	Syar.g_00861	Syah.g_00412
OG0000997	Syar.g_00437	Syah.g_00403
OG0000998	Syar.g_00439	Syah.g_00401
OG0000999	Syar.g_00440	Syah.g_00400
OG0001000	Syar.g_00955, Syar.g_00444	Syah.g_00397
OG0001001	Syar.g_00450	Syah.g_00392
OG0001002	Syar.g_00457	Syah.g_00386
OG0001003	Syar.g_00459	Syah.g_00384
OG0001004	Syar.g_00460	Syah.g_00383
OG0001005	Syar.g_00461	Syah.g_00382
OG0001006	Syar.g_00468	Syah.g_00375
OG0001007	Syar.g_00470	Syah.g_00373
OG0001008	Syar.g_01178	Syah.g_02235
OG0001009	Syar.g_00500	Syah.g_00344
OG0001010	Syar.g_00501	Syah.g_00343
OG0001011	Syar.g_00503	Syah.g_00342
OG0001013	Syar.g_00906	Syah.g_00527
OG0001014	Syar.g_00914	Syah.g_00531
OG0001015	Syar.g_00915	Syah.g_00532
OG0001017	Syar.g_03050	Syah.g_02493
OG0001018	Syar.g_03052	Syah.g_02495
OG0001019	Syar.g_03086	Syah.g_02512
OG0001020	Syar.g_03092	Syah.g_02517
OG0001021	Syar.g_03098	Syah.g_02521
OG0001022	Syar.g_03102	Syah.g_02524
OG0001023	Syar.g_03103	Syah.g_02525
OG0001024	Syar.g_02276	Syah.g_02529
OG0001025	Syar.g_03115	Syah.g_02534
OG0001026	Syar.g_03131	Syah.g_02547
OG0001027	Syar.g_00031	Syah.g_00001
OG0001028	Syar.g_00034	Syah.g_00003
OG0001029	Syar.g_00036	Syah.g_00005
OG0001030	Syar.g_00058	Syah.g_00025
OG0001031	Syar.g_00129	Syah.g_00611
OG0001032	Syar.g_01011	Syah.g_00609
OG0001033	Syar.g_00962	Syah.g_00577
OG0001034	Syar.g_03022	Syah.g_00908
OG0001035	Syar.g_00171	Syah.g_00660
OG0001036	Syar.g_00193	Syah.g_00655
OG0001037	Syar.g_00195	Syah.g_00653
OG0001038	Syar.g_00223	Syah.g_00626
OG0001039	Syar.g_00226	Syah.g_00623
OG0001040	Syar.g_00229	Syah.g_00090
OG0001042	Syar.g_00831	Syah.g_00122
OG0001043	Syar.g_00826	Syah.g_00126
OG0001044	Syar.g_01117	Syah.g_00857
OG0001045	Syar.g_01130	Syah.g_00870
OG0001046	Syar.g_02514	Syah.g_01647
OG0001047	Syar.g_01180	Syah.g_02233
OG0001048	Syar.g_01181	Syah.g_02232
OG0001049	Syar.g_02872	Syah.g_02225
OG0001050	Syar.g_02871	Syah.g_02224
OG0001051	Syar.g_02870	Syah.g_02223
OG0001052	Syar.g_01269	Syah.g_01217
OG0001053	Syar.g_01472	Syah.g_01000
OG0001054	Syar.g_01492	Syah.g_01017
OG0001055	Syar.g_01513	Syah.g_01037
OG0001056	Syar.g_02349	Syah.g_01069
OG0001057	Syar.g_02341	Syah.g_01075
OG0001058	Syar.g_02324	Syah.g_01091
OG0001059	Syar.g_00422	Syah.g_01095
OG0001060	Syar.g_02315	Syah.g_01102
OG0001061	Syar.g_02297	Syah.g_01123
OG0001062	Syar.g_02294	Syah.g_01125
OG0001063	Syar.g_02209	Syah.g_01129
OG0001064	Syar.g_02208	Syah.g_01130
OG0001065	Syar.g_02207	Syah.g_01131
OG0001066	Syar.g_02206	Syah.g_01132
OG0001067	Syar.g_02205	Syah.g_01133
OG0001068	Syar.g_02204	Syah.g_01134
OG0001069	Syar.g_02203	Syah.g_01135
OG0001070	Syar.g_02200	Syah.g_01138
OG0001071	Syar.g_02199	Syah.g_01139
OG0001072	Syar.g_02195	Syah.g_01144
OG0001074	Syar.g_02031	Syah.g_01970
OG0001075	Syar.g_02215	Syah.g_01969
OG0001076	Syar.g_02253	Syah.g_01959
OG0001077	Syar.g_02240	Syah.g_01948
OG0001078	Syar.g_02419	Syah.g_01934
OG0001079	Syar.g_02431	Syah.g_01921
OG0001080	Syar.g_02442	Syah.g_01538
OG0001081	Syar.g_02444	Syah.g_01487
OG0001082	Syar.g_02445	Syah.g_01488
OG0001083	Syar.g_02473	Syah.g_01495
OG0001084	Syar.g_02474	Syah.g_01496
OG0001085	Syar.g_01688	Syah.g_01506
OG0001086	Syar.g_01686	Syah.g_01508
OG0001087	Syar.g_02347	Syah.g_01992
OG0001088	Syar.g_00431	Syah.g_01995
OG0001089	Syar.g_01942	Syah.g_02019
OG0001090	Syar.g_01582	Syah.g_01728
OG0001091	Syar.g_01580	Syah.g_01726
OG0001092	Syar.g_01578	Syah.g_01724
OG0001093	Syar.g_01572	Syah.g_01718
OG0001094	Syar.g_02633	Syah.g_01785
OG0001095	Syar.g_02653	Syah.g_01764
OG0001096	Syar.g_02476	Syah.g_01748
OG0001097	Syar.g_01823	Syah.g_02094
OG0001098	Syar.g_01672	Syah.g_01542
OG0001099	Syar.g_00035	Syah.g_00004
OG0001100	Syar.g_01625	Syah.g_01522
OG0001101	Syar.g_01623	Syah.g_01523
OG0001102	Syar.g_01620	Syah.g_01526
OG0001103	Syar.g_01618	Syah.g_01528
OG0001104	Syar.g_02616	Syah.g_01801
OG0001105	Syar.g_02620	Syah.g_01797
OG0001106	Syar.g_02553	Syah.g_01609
OG0001107	Syar.g_02541	Syah.g_01620
OG0001109	Syar.g_02529	Syah.g_01630
OG0001110	Syar.g_02527	Syah.g_01632
OG0001111	Syar.g_02525	Syah.g_01634
OG0001112	Syar.g_02523	Syah.g_01636
OG0001113	Syar.g_02522	Syah.g_01637
OG0001114	Syar.g_02521	Syah.g_01638
OG0001115	Syar.g_02519	Syah.g_01642
OG0001116	Syar.g_02517	Syah.g_01644
OG0001117	Syar.g_02516	Syah.g_01645
OG0001118	Syar.g_02515	Syah.g_01646
OG0001119	Syar.g_02513	Syah.g_01648
OG0001120	Syar.g_02507	Syah.g_01652
OG0001122	Syar.g_01803	Syah.g_01679
OG0001123	Syar.g_01796	Syah.g_01686
OG0001124	Syar.g_01793	Syah.g_01688
OG0001125	Syar.g_01791	Syah.g_01690
OG0001126	Syar.g_01375	Syah.g_02058
OG0001127	Syar.g_01374	Syah.g_02057
OG0001128	Syar.g_01371	Syah.g_02040
OG0001129	Syar.g_01369	Syah.g_02038
OG0001130	Syar.g_01368	Syah.g_02037
OG0001131	Syar.g_02448	Syah.g_01819
OG0001132	Syar.g_00684	Syah.g_01850
OG0001133	Syar.g_02249	Syah.g_01957
OG0001134	Syar.g_02235	Syah.g_01437
OG0001135	Syar.g_02232	Syah.g_01439
OG0001136	Syar.g_01536	Syah.g_02160
OG0001137	Syar.g_01944	Syah.g_02141
OG0001138	Syar.g_01977	Syah.g_01421
OG0001139	Syar.g_01980	Syah.g_01419
OG0001140	Syar.g_01981	Syah.g_01418
OG0001141	Syar.g_01982	Syah.g_01417
OG0001142	Syar.g_01983	Syah.g_01416
OG0001143	Syar.g_01698	Syah.g_01408
OG0001144	Syar.g_01707	Syah.g_01399
OG0001145	Syar.g_02769	Syah.g_02188
OG0001146	Syar.g_02782	Syah.g_02206
OG0001147	Syar.g_01276	Syah.g_01234
OG0001148	Syar.g_01459	Syah.g_00984
OG0001149	Syar.g_01458	Syah.g_00983
OG0001150	Syar.g_01457	Syah.g_00982
OG0001151	Syar.g_01238	Syah.g_00970
OG0001152	Syar.g_01237	Syah.g_00969
OG0001153	Syar.g_01398	Syah.g_01253
OG0001154	Syar.g_01397	Syah.g_01252
OG0001155	Syar.g_01211	Syah.g_02313
OG0001156	Syar.g_01185	Syah.g_02316
OG0001157	Syar.g_01184	Syah.g_02317
OG0001158	Syar.g_01183	Syah.g_02318
OG0001159	Syar.g_01182	Syah.g_02319
OG0001161	Syar.g_00382	Syah.g_00475
OG0001162	Syar.g_03081	Syah.g_01745
OG0001163	Syar.g_02917	Syah.g_02370
OG0001164	Syar.g_02922	Syah.g_02376
OG0001165	Syar.g_02927	Syah.g_02381
OG0001166	Syar.g_02959	Syah.g_02410
OG0001167	Syar.g_02982	Syah.g_02259
OG0001168	Syar.g_02983	Syah.g_02261
OG0001169	Syar.g_02985	Syah.g_02263
OG0001170	Syar.g_02987	Syah.g_02265
OG0001171	Syar.g_02999	Syah.g_02276
