Orthogroup	Syar	Syai
OG0000581	Syar.g_02175	Syai.g_00812
OG0000582	Syar.g_02131	Syai.g_01042
OG0000583	Syar.g_02132	Syai.g_01043
OG0000584	Syar.g_02133	Syai.g_01044
OG0000585	Syar.g_02170	Syai.g_01046
OG0000586	Syar.g_02171	Syai.g_01047
OG0000587	Syar.g_02173	Syai.g_01049
OG0000588	Syar.g_02275	Syai.g_01063
OG0000589	Syar.g_02261	Syai.g_01066
OG0000590	Syar.g_02260	Syai.g_01067
OG0000591	Syar.g_02246	Syai.g_01075
OG0000592	Syar.g_02245	Syai.g_01076
OG0000593	Syar.g_02414	Syai.g_01100
OG0000594	Syar.g_02415	Syai.g_01101
OG0000595	Syar.g_02416	Syai.g_01102
OG0000596	Syar.g_02421	Syai.g_01107
OG0000597	Syar.g_02424	Syai.g_01110
OG0000598	Syar.g_02425	Syai.g_01111
OG0000599	Syar.g_02428	Syai.g_01114
OG0000600	Syar.g_02429	Syai.g_01115
OG0000601	Syar.g_02430	Syai.g_01116
OG0000602	Syar.g_02435	Syai.g_01121
OG0000603	Syar.g_02436	Syai.g_01122
OG0000604	Syar.g_02438	Syai.g_01125
OG0000605	Syar.g_02440	Syai.g_01609
OG0000606	Syar.g_02443	Syai.g_01221
OG0000607	Syar.g_02446	Syai.g_01224
OG0000608	Syar.g_02447	Syai.g_01225
OG0000609	Syar.g_02470	Syai.g_01227
OG0000610	Syar.g_01917	Syai.g_01234
OG0000611	Syar.g_01914	Syai.g_01237
OG0000612	Syar.g_01913	Syai.g_01238
OG0000613	Syar.g_00712	Syai.g_00196
OG0000614	Syar.g_02012, Syar.g_01344	Syai.g_01981
OG0000615	Syar.g_02603	Syai.g_01286
OG0000616	Syar.g_00454	Syai.g_02914
OG0000617	Syar.g_01576	Syai.g_01393
OG0000618	Syar.g_01575	Syai.g_01394
OG0000619	Syar.g_01574	Syai.g_01395
OG0000620	Syar.g_01569	Syai.g_01402
OG0000621	Syar.g_01568	Syai.g_01403
OG0000622	Syar.g_01566	Syai.g_01404
OG0000623	Syar.g_01565	Syai.g_01405
OG0000624	Syar.g_01564	Syai.g_01407
OG0000625	Syar.g_01563	Syai.g_01408
OG0000626	Syar.g_01562	Syai.g_01409
OG0000627	Syar.g_01868	Syai.g_01575
OG0000628	Syar.g_01869	Syai.g_01573
OG0000629	Syar.g_01872	Syai.g_01570
OG0000630	Syar.g_02586	Syai.g_01566
OG0000631	Syar.g_02579	Syai.g_01557
OG0000632	Syar.g_02578	Syai.g_01556
OG0000633	Syar.g_02576	Syai.g_01555
OG0000634	Syar.g_02635	Syai.g_01317
OG0000635	Syar.g_02636	Syai.g_01318
OG0000636	Syar.g_02638	Syai.g_01320
OG0000637	Syar.g_02640	Syai.g_01322
OG0000638	Syar.g_02641	Syai.g_01323
OG0000639	Syar.g_02642	Syai.g_01324
OG0000640	Syar.g_02643	Syai.g_01325
OG0000641	Syar.g_02648	Syai.g_01329
OG0000642	Syar.g_02649	Syai.g_01330
OG0000643	Syar.g_02650	Syai.g_01349
OG0000644	Syar.g_02651	Syai.g_01350
OG0000645	Syar.g_02652	Syai.g_01352
OG0000646	Syar.g_02655	Syai.g_01355
OG0000647	Syar.g_02657	Syai.g_01357
OG0000648	Syar.g_02659	Syai.g_01362
OG0000649	Syar.g_02660	Syai.g_01363
OG0000650	Syar.g_02661	Syai.g_01364
OG0000651	Syar.g_02662	Syai.g_01365
OG0000652	Syar.g_02663	Syai.g_01366
OG0000653	Syar.g_02665	Syai.g_01368
OG0000654	Syar.g_02666	Syai.g_01369
OG0000655	Syar.g_02667	Syai.g_01370
OG0000656	Syar.g_02479	Syai.g_01373
OG0000657	Syar.g_01812	Syai.g_02045
OG0000658	Syar.g_01815	Syai.g_02049
OG0000659	Syar.g_01816	Syai.g_02050
OG0000660	Syar.g_01820	Syai.g_02054
OG0000661	Syar.g_03175	Syai.g_02056
OG0000662	Syar.g_01829	Syai.g_02058
OG0000663	Syar.g_01832	Syai.g_02061
OG0000664	Syar.g_01837	Syai.g_02062
OG0000665	Syar.g_02774	Syai.g_02431
OG0000666	Syar.g_01241	Syai.g_01610
OG0000667	Syar.g_02346	Syai.g_01724
OG0000668	Syar.g_01802	Syai.g_01436
OG0000669	Syar.g_01627	Syai.g_01251
OG0000670	Syar.g_01624	Syai.g_00561
OG0000671	Syar.g_01622	Syai.g_01255
OG0000672	Syar.g_01619	Syai.g_01259
OG0000673	Syar.g_01615	Syai.g_01262
OG0000674	Syar.g_01613	Syai.g_01264
OG0000675	Syar.g_01612	Syai.g_01265
OG0000676	Syar.g_01608	Syai.g_01275
OG0000677	Syar.g_01607	Syai.g_01276
OG0000678	Syar.g_02037	Syai.g_01279
OG0000679	Syar.g_02606	Syai.g_01288
OG0000680	Syar.g_02607	Syai.g_01289
OG0000681	Syar.g_02610	Syai.g_01292
OG0000682	Syar.g_02611	Syai.g_01293
OG0000683	Syar.g_02612	Syai.g_01294
OG0000684	Syar.g_02615	Syai.g_01299
OG0000685	Syar.g_02617	Syai.g_01301
OG0000686	Syar.g_02618	Syai.g_01302
OG0000687	Syar.g_02619	Syai.g_01303
OG0000688	Syar.g_02624	Syai.g_01307
OG0000689	Syar.g_02626	Syai.g_01309
OG0000690	Syar.g_02627	Syai.g_01310
OG0000691	Syar.g_02628	Syai.g_01311
OG0000692	Syar.g_02629	Syai.g_01312
OG0000693	Syar.g_02631	Syai.g_01313
OG0000694	Syar.g_02632	Syai.g_01314
OG0000695	Syar.g_02573	Syai.g_01553
OG0000696	Syar.g_02572	Syai.g_01552
OG0000697	Syar.g_02570	Syai.g_01550
OG0000698	Syar.g_02567	Syai.g_01547
OG0000699	Syar.g_02566	Syai.g_01545
OG0000700	Syar.g_02565	Syai.g_01544
OG0000701	Syar.g_02564	Syai.g_01543
OG0000702	Syar.g_02559	Syai.g_01521
OG0000703	Syar.g_02557	Syai.g_01520
OG0000704	Syar.g_02555	Syai.g_01518
OG0000705	Syar.g_02547	Syai.g_01511
OG0000706	Syar.g_02546	Syai.g_01510
OG0000707	Syar.g_02545	Syai.g_01509
OG0000708	Syar.g_02542	Syai.g_01506
OG0000709	Syar.g_02534	Syai.g_01497
OG0000710	Syar.g_02528	Syai.g_01487
OG0000711	Syar.g_02499	Syai.g_01456
OG0000712	Syar.g_02497	Syai.g_01454
OG0000713	Syar.g_02496	Syai.g_01453
OG0000714	Syar.g_02494	Syai.g_01451
OG0000715	Syar.g_02492	Syai.g_01449
OG0000716	Syar.g_02488	Syai.g_01445
OG0000717	Syar.g_02487	Syai.g_01444
OG0000718	Syar.g_02483	Syai.g_01440
OG0000719	Syar.g_01804	Syai.g_01438
OG0000720	Syar.g_01790	Syai.g_01425
OG0000721	Syar.g_01788	Syai.g_01423
OG0000722	Syar.g_01787	Syai.g_01422
OG0000723	Syar.g_01560	Syai.g_01411
OG0000724	Syar.g_01367, Syar.g_02120	Syai.g_02013
OG0000725	Syar.g_01934	Syai.g_02004
OG0000726	Syar.g_01935	Syai.g_02003
OG0000727	Syar.g_01936	Syai.g_02002
OG0000728	Syar.g_01938	Syai.g_02000
OG0000729	Syar.g_00593	Syai.g_00097
OG0000730	Syar.g_01115	Syai.g_00483
OG0000731	Syar.g_01127	Syai.g_00495
OG0000732	Syar.g_00522	Syai.g_00058
OG0000733	Syar.g_02234	Syai.g_02805
OG0000734	Syar.g_03128	Syai.g_02548
OG0000735	Syar.g_01522	Syai.g_02159
OG0000736	Syar.g_01523	Syai.g_02158
OG0000737	Syar.g_01524	Syai.g_02157
OG0000738	Syar.g_01530	Syai.g_02152
OG0000739	Syar.g_01531	Syai.g_02151
OG0000740	Syar.g_01532	Syai.g_02150
OG0000741	Syar.g_01535	Syai.g_02147
OG0000742	Syar.g_01538	Syai.g_02145
OG0000743	Syar.g_01541	Syai.g_02143
OG0000744	Syar.g_01542	Syai.g_02142
OG0000745	Syar.g_01545	Syai.g_02140
OG0000746	Syar.g_01549	Syai.g_02138
OG0000747	Syar.g_01551	Syai.g_02137
OG0000748	Syar.g_01945	Syai.g_02125
OG0000749	Syar.g_01946	Syai.g_02123
OG0000750	Syar.g_01947	Syai.g_02122
OG0000751	Syar.g_01952	Syai.g_02116
OG0000752	Syar.g_01954	Syai.g_02114
OG0000753	Syar.g_01957	Syai.g_02111
OG0000754	Syar.g_01963	Syai.g_01750
OG0000755	Syar.g_01974	Syai.g_01760
OG0000756	Syar.g_01975	Syai.g_01761
OG0000757	Syar.g_01984	Syai.g_01769
OG0000758	Syar.g_01985	Syai.g_01770
OG0000759	Syar.g_01986	Syai.g_01771
OG0000760	Syar.g_01987	Syai.g_01772
OG0000761	Syar.g_01988	Syai.g_01775
OG0000762	Syar.g_01992	Syai.g_01777
OG0000763	Syar.g_01699	Syai.g_01779
OG0000764	Syar.g_01700	Syai.g_01780
OG0000765	Syar.g_01718	Syai.g_01797
OG0000766	Syar.g_01719	Syai.g_01798
OG0000767	Syar.g_01721	Syai.g_01800
OG0000768	Syar.g_01722	Syai.g_01801
OG0000769	Syar.g_01724	Syai.g_01803
OG0000770	Syar.g_01727	Syai.g_01822
OG0000771	Syar.g_01373	Syai.g_02019
OG0000772	Syar.g_00746	Syai.g_01639
OG0000773	Syar.g_02694	Syai.g_02164
OG0000774	Syar.g_02771	Syai.g_02168
OG0000775	Syar.g_02773	Syai.g_02172
OG0000776	Syar.g_01755	Syai.g_02173
OG0000777	Syar.g_01754	Syai.g_02174
OG0000778	Syar.g_01753	Syai.g_02175
OG0000779	Syar.g_02779	Syai.g_02181
OG0000780	Syar.g_02781	Syai.g_02184
OG0000781	Syar.g_02785	Syai.g_02188
OG0000782	Syar.g_02786	Syai.g_02189
OG0000783	Syar.g_02787	Syai.g_02190
OG0000784	Syar.g_02788	Syai.g_02191
OG0000785	Syar.g_02791	Syai.g_02193
OG0000786	Syar.g_02795	Syai.g_00816
OG0000787	Syar.g_02796	Syai.g_00815
OG0000788	Syar.g_02331	Syai.g_01117
OG0000789	Syar.g_02040	Syai.g_01596
OG0000790	Syar.g_01456	Syai.g_00623
OG0000791	Syar.g_01454	Syai.g_00621
OG0000792	Syar.g_01453	Syai.g_00620
OG0000793	Syar.g_01243	Syai.g_00615
OG0000794	Syar.g_01242	Syai.g_00614
OG0000795	Syar.g_01240	Syai.g_00613
OG0000796	Syar.g_01236	Syai.g_00609
OG0000797	Syar.g_01235	Syai.g_00608
OG0000798	Syar.g_00222	Syai.g_00262
OG0000799	Syar.g_02844	Syai.g_00996
OG0000800	Syar.g_02843	Syai.g_00993
OG0000801	Syar.g_02842	Syai.g_00992
OG0000802	Syar.g_02825	Syai.g_00988
OG0000803	Syar.g_02822	Syai.g_00983
OG0000804	Syar.g_02819	Syai.g_00980
OG0000805	Syar.g_02817	Syai.g_00965
OG0000806	Syar.g_02815	Syai.g_00963
OG0000807	Syar.g_02814	Syai.g_00961
OG0000808	Syar.g_02813	Syai.g_00960
OG0000809	Syar.g_02811	Syai.g_00957
OG0000810	Syar.g_02810	Syai.g_00956
OG0000811	Syar.g_02805	Syai.g_00950
OG0000812	Syar.g_02803	Syai.g_00948
OG0000813	Syar.g_02802	Syai.g_00947
OG0000814	Syar.g_02800	Syai.g_00945
OG0000815	Syar.g_02799	Syai.g_00944
OG0000816	Syar.g_02797	Syai.g_00942
OG0000817	Syar.g_02861	Syai.g_00941
OG0000818	Syar.g_01418	Syai.g_00935
OG0000819	Syar.g_01417	Syai.g_00934
OG0000820	Syar.g_01416	Syai.g_00933
OG0000821	Syar.g_01410	Syai.g_00916
OG0000822	Syar.g_01408	Syai.g_00914
OG0000823	Syar.g_01407	Syai.g_00913
OG0000824	Syar.g_01402	Syai.g_00907
OG0000825	Syar.g_01401	Syai.g_00906
OG0000826	Syar.g_01400	Syai.g_00905
OG0000827	Syar.g_01399	Syai.g_00904
OG0000828	Syar.g_01396	Syai.g_00900
OG0000829	Syar.g_01395	Syai.g_00899
OG0000830	Syar.g_01394	Syai.g_00898
OG0000831	Syar.g_01391	Syai.g_00896
OG0000832	Syar.g_01213	Syai.g_02296
OG0000833	Syar.g_02877	Syai.g_02305
OG0000834	Syar.g_02878	Syai.g_02307
OG0000835	Syar.g_02879	Syai.g_02308
OG0000836	Syar.g_02881	Syai.g_02312
OG0000837	Syar.g_02882	Syai.g_02313
OG0000838	Syar.g_02886	Syai.g_02323
OG0000839	Syar.g_02887	Syai.g_02324
OG0000840	Syar.g_02888	Syai.g_02325
OG0000841	Syar.g_02889	Syai.g_02326
OG0000842	Syar.g_02890	Syai.g_02327
OG0000843	Syar.g_02891	Syai.g_02328
OG0000844	Syar.g_02893	Syai.g_02330
OG0000845	Syar.g_02894	Syai.g_02331
OG0000846	Syar.g_02895	Syai.g_02332
OG0000847	Syar.g_02896	Syai.g_02333
OG0000848	Syar.g_02898	Syai.g_02335
OG0000849	Syar.g_02899	Syai.g_02336
OG0000850	Syar.g_02902	Syai.g_02339
OG0000851	Syar.g_02905	Syai.g_02352
OG0000852	Syar.g_02906	Syai.g_02353
OG0000853	Syar.g_02910	Syai.g_02357
OG0000854	Syar.g_02912	Syai.g_02359
OG0000855	Syar.g_02913	Syai.g_02360
OG0000856	Syar.g_02243	Syai.g_01078
OG0000857	Syar.g_02656	Syai.g_01356
OG0000858	Syar.g_02920	Syai.g_02366
OG0000859	Syar.g_02921	Syai.g_02367
OG0000860	Syar.g_02931	Syai.g_02380
OG0000861	Syar.g_02932	Syai.g_02381
OG0000862	Syar.g_02942	Syai.g_02382
OG0000863	Syar.g_02944	Syai.g_02385
OG0000864	Syar.g_02945	Syai.g_02386
OG0000865	Syar.g_02946	Syai.g_02387
OG0000866	Syar.g_02947	Syai.g_02388
OG0000867	Syar.g_02948	Syai.g_02389
OG0000868	Syar.g_02950	Syai.g_02392
OG0000869	Syar.g_02955	Syai.g_02396
OG0000870	Syar.g_02960	Syai.g_02401
OG0000871	Syar.g_02961	Syai.g_02402
OG0000872	Syar.g_02967	Syai.g_02409
OG0000873	Syar.g_02970	Syai.g_02412
OG0000874	Syar.g_02974	Syai.g_02408
OG0000875	Syar.g_02975	Syai.g_02416
OG0000876	Syar.g_01828	Syai.g_02243
OG0000877	Syar.g_02977	Syai.g_02250
OG0000878	Syar.g_02978	Syai.g_02251
OG0000879	Syar.g_02979	Syai.g_02252
OG0000880	Syar.g_02980	Syai.g_02253
OG0000881	Syar.g_02984	Syai.g_02257
OG0000882	Syar.g_02989	Syai.g_02262
OG0000883	Syar.g_02992	Syai.g_02264
OG0000884	Syar.g_02994	Syai.g_02266
OG0000885	Syar.g_02995	Syai.g_02267
OG0000886	Syar.g_02996	Syai.g_02268
OG0000887	Syar.g_02998	Syai.g_02269
OG0000888	Syar.g_03000	Syai.g_02271
OG0000889	Syar.g_03002	Syai.g_02273
OG0000890	Syar.g_03005	Syai.g_02279
OG0000891	Syar.g_03006	Syai.g_02280
OG0000892	Syar.g_03008	Syai.g_02282
OG0000893	Syar.g_00150	Syai.g_00318
OG0000894	Syar.g_00145	Syai.g_00321
OG0000895	Syar.g_00141	Syai.g_00325
OG0000896	Syar.g_00140	Syai.g_00326
OG0000897	Syar.g_00138	Syai.g_00328
OG0000898	Syar.g_00137	Syai.g_00329
OG0000899	Syar.g_00136	Syai.g_00330
OG0000900	Syar.g_00135	Syai.g_00331
OG0000901	Syar.g_00130	Syai.g_00336
OG0000902	Syar.g_01013	Syai.g_00338
OG0000903	Syar.g_01026	Syai.g_00353
OG0000904	Syar.g_01021	Syai.g_00348
OG0000905	Syar.g_01018	Syai.g_00342
OG0000906	Syar.g_01015	Syai.g_00340
OG0000907	Syar.g_01028	Syai.g_00358
OG0000908	Syar.g_01031	Syai.g_00361
OG0000909	Syar.g_01032	Syai.g_00362
OG0000910	Syar.g_01033	Syai.g_00363
OG0000911	Syar.g_01035	Syai.g_00365
OG0000912	Syar.g_01036	Syai.g_00366
OG0000913	Syar.g_01037	Syai.g_00367
OG0000914	Syar.g_01038	Syai.g_00368
OG0000915	Syar.g_01040	Syai.g_00370
OG0000916	Syar.g_01041	Syai.g_00371
OG0000917	Syar.g_01042	Syai.g_00372
OG0000918	Syar.g_01043	Syai.g_00373
OG0000919	Syar.g_01044	Syai.g_00374
OG0000920	Syar.g_01045	Syai.g_00375
OG0000921	Syar.g_01046	Syai.g_00376
OG0000922	Syar.g_01047	Syai.g_00377
OG0000923	Syar.g_01051	Syai.g_00381
OG0000924	Syar.g_01052	Syai.g_00382
OG0000925	Syar.g_01053	Syai.g_00383
OG0000926	Syar.g_01054	Syai.g_00384
OG0000927	Syar.g_01056	Syai.g_00386
OG0000928	Syar.g_01057	Syai.g_00387
OG0000929	Syar.g_01058	Syai.g_00388
OG0000930	Syar.g_01059	Syai.g_00389
OG0000931	Syar.g_01060	Syai.g_00390
OG0000932	Syar.g_01061	Syai.g_00391
OG0000933	Syar.g_01066	Syai.g_00397
OG0000934	Syar.g_01068	Syai.g_00399
OG0000935	Syar.g_01069	Syai.g_00400
OG0000936	Syar.g_01070	Syai.g_00401
OG0000937	Syar.g_01071	Syai.g_00402
OG0000938	Syar.g_01074	Syai.g_00405
OG0000939	Syar.g_01075	Syai.g_00406
OG0000940	Syar.g_01081	Syai.g_00413
OG0000941	Syar.g_01083	Syai.g_00415
OG0000942	Syar.g_01085	Syai.g_00417
OG0000943	Syar.g_01086	Syai.g_00418
OG0000944	Syar.g_01088	Syai.g_00420
OG0000945	Syar.g_01089	Syai.g_00422
OG0000946	Syar.g_01095	Syai.g_00428
OG0000947	Syar.g_01098	Syai.g_00431
OG0000948	Syar.g_01099	Syai.g_00432
OG0000949	Syar.g_00283	Syai.g_00174
OG0000950	Syar.g_00661	Syai.g_00163
OG0000951	Syar.g_00656	Syai.g_00158
OG0000952	Syar.g_00651	Syai.g_00136
OG0000953	Syar.g_00248	Syai.g_00132
OG0000954	Syar.g_00258	Syai.g_00127
OG0000955	Syar.g_00259	Syai.g_00126
OG0000956	Syar.g_00261	Syai.g_00124
OG0000957	Syar.g_00610	Syai.g_00113
OG0000958	Syar.g_00609	Syai.g_00112
OG0000959	Syar.g_00605	Syai.g_00108
OG0000960	Syar.g_00604	Syai.g_00107
OG0000961	Syar.g_00094	Syai.g_00100
OG0000962	Syar.g_00594	Syai.g_00098
OG0000963	Syar.g_00590	Syai.g_00094
OG0000964	Syar.g_00589	Syai.g_00093
OG0000965	Syar.g_00588	Syai.g_00092
OG0000966	Syar.g_00549	Syai.g_00082
OG0000967	Syar.g_00545	Syai.g_00077
OG0000968	Syar.g_00542	Syai.g_00085
OG0000969	Syar.g_00540	Syai.g_00080
OG0000970	Syar.g_00539	Syai.g_00079
OG0000971	Syar.g_00537	Syai.g_00074
OG0000972	Syar.g_00536	Syai.g_00073
OG0000973	Syar.g_00535	Syai.g_00072
OG0000974	Syar.g_00534	Syai.g_00071
OG0000975	Syar.g_00533	Syai.g_00070
OG0000976	Syar.g_00532	Syai.g_00069
OG0000977	Syar.g_00530	Syai.g_00067
OG0000978	Syar.g_00529	Syai.g_00065
OG0000979	Syar.g_00526	Syai.g_00062
OG0000980	Syar.g_00523	Syai.g_00059
OG0000981	Syar.g_00520	Syai.g_00056
OG0000982	Syar.g_00331	Syai.g_02777
OG0000983	Syar.g_00332	Syai.g_02778
OG0000984	Syar.g_00333	Syai.g_02779
OG0000985	Syar.g_00337	Syai.g_02781
OG0000986	Syar.g_00344	Syai.g_02784
OG0000987	Syar.g_00346	Syai.g_02786
OG0000988	Syar.g_00352	Syai.g_02790
OG0000989	Syar.g_00377	Syai.g_02797
OG0000990	Syar.g_00697	Syai.g_02825
OG0000991	Syar.g_00700	Syai.g_02827
OG0000992	Syar.g_00704	Syai.g_02830
OG0000993	Syar.g_00705	Syai.g_02831
OG0000994	Syar.g_00708	Syai.g_02834
OG0000995	Syar.g_00624	Syai.g_02840
OG0000996	Syar.g_00861	Syai.g_02891
OG0000997	Syar.g_00437	Syai.g_02900
OG0000998	Syar.g_00439	Syai.g_02902
OG0000999	Syar.g_00440	Syai.g_02903
OG0001000	Syar.g_00955, Syar.g_00444	Syai.g_02906
OG0001001	Syar.g_00450	Syai.g_02911
OG0001002	Syar.g_00457	Syai.g_02918
OG0001003	Syar.g_00459	Syai.g_02919
OG0001004	Syar.g_00460	Syai.g_02920
OG0001005	Syar.g_00461	Syai.g_02921
OG0001006	Syar.g_00468	Syai.g_02931
OG0001007	Syar.g_00470	Syai.g_02933
OG0001008	Syar.g_01178	Syai.g_02227
OG0001009	Syar.g_00500	Syai.g_00034
OG0001010	Syar.g_00501	Syai.g_00035
OG0001011	Syar.g_00503	Syai.g_00037
OG0001013	Syar.g_00906	Syai.g_02750
OG0001014	Syar.g_00914	Syai.g_02726
OG0001015	Syar.g_00915	Syai.g_02725
OG0001017	Syar.g_03050	Syai.g_02485
OG0001018	Syar.g_03052	Syai.g_02487
OG0001019	Syar.g_03086	Syai.g_02508
OG0001020	Syar.g_03092	Syai.g_02516
OG0001021	Syar.g_03098	Syai.g_02523
OG0001022	Syar.g_03102	Syai.g_02528
OG0001023	Syar.g_03103	Syai.g_02529
OG0001024	Syar.g_02276	Syai.g_02533
OG0001025	Syar.g_03115	Syai.g_02540
OG0001026	Syar.g_03131	Syai.g_02550
OG0001027	Syar.g_00031	Syai.g_02555
OG0001028	Syar.g_00034	Syai.g_02557
OG0001029	Syar.g_00036	Syai.g_02559
OG0001030	Syar.g_00058	Syai.g_02580
OG0001031	Syar.g_00129	Syai.g_02656
OG0001032	Syar.g_01011	Syai.g_02658
OG0001033	Syar.g_00962	Syai.g_02685
OG0001034	Syar.g_03022	Syai.g_00537
OG0001035	Syar.g_00171	Syai.g_00295
OG0001036	Syar.g_00193	Syai.g_00290
OG0001037	Syar.g_00195	Syai.g_00288
OG0001038	Syar.g_00223	Syai.g_00261
OG0001039	Syar.g_00226	Syai.g_00258
OG0001040	Syar.g_00229	Syai.g_00255
OG0001041	Syar.g_00234	Syai.g_00250
OG0001042	Syar.g_00831	Syai.g_00225
OG0001043	Syar.g_00826	Syai.g_00221
OG0001044	Syar.g_01117	Syai.g_00485
OG0001045	Syar.g_01130	Syai.g_00498
OG0001046	Syar.g_02514	Syai.g_01471
OG0001047	Syar.g_01180	Syai.g_02225
OG0001048	Syar.g_01181	Syai.g_02224
OG0001049	Syar.g_02872	Syai.g_02215
OG0001050	Syar.g_02871	Syai.g_02214
OG0001051	Syar.g_02870	Syai.g_02213
OG0001052	Syar.g_01269	Syai.g_00861
OG0001053	Syar.g_01472	Syai.g_00641
OG0001054	Syar.g_01492	Syai.g_00658
OG0001055	Syar.g_01513	Syai.g_00679
OG0001056	Syar.g_02349	Syai.g_00713
OG0001057	Syar.g_02341	Syai.g_00721
OG0001058	Syar.g_02324	Syai.g_00734
OG0001059	Syar.g_00422	Syai.g_00738
OG0001060	Syar.g_02315	Syai.g_00744
OG0001061	Syar.g_02297	Syai.g_00765
OG0001062	Syar.g_02294	Syai.g_00767
OG0001063	Syar.g_02209	Syai.g_00774
OG0001064	Syar.g_02208	Syai.g_00775
OG0001065	Syar.g_02207	Syai.g_00776
OG0001066	Syar.g_02206	Syai.g_00777
OG0001067	Syar.g_02205	Syai.g_00778
OG0001068	Syar.g_02204	Syai.g_00779
OG0001069	Syar.g_02203	Syai.g_00780
OG0001070	Syar.g_02200	Syai.g_00783
OG0001071	Syar.g_02199	Syai.g_00784
OG0001072	Syar.g_02195	Syai.g_00788
OG0001073	Syar.g_02182	Syai.g_00807
OG0001074	Syar.g_02031	Syai.g_01051
OG0001075	Syar.g_02215	Syai.g_01053
OG0001076	Syar.g_02253	Syai.g_01069
OG0001077	Syar.g_02240	Syai.g_01081
OG0001078	Syar.g_02419	Syai.g_01105
OG0001079	Syar.g_02431	Syai.g_01118
OG0001080	Syar.g_02442	Syai.g_01606
OG0001081	Syar.g_02444	Syai.g_01222
OG0001082	Syar.g_02445	Syai.g_01223
OG0001083	Syar.g_02473	Syai.g_01230
OG0001084	Syar.g_02474	Syai.g_01231
OG0001085	Syar.g_01688	Syai.g_01241
OG0001086	Syar.g_01686	Syai.g_01243
OG0001087	Syar.g_02347	Syai.g_01953
OG0001088	Syar.g_00431	Syai.g_01957
OG0001089	Syar.g_01942	Syai.g_01996
OG0001090	Syar.g_01582	Syai.g_01387
OG0001091	Syar.g_01580	Syai.g_01389
OG0001092	Syar.g_01578	Syai.g_01391
OG0001093	Syar.g_01572	Syai.g_01397
OG0001094	Syar.g_02633	Syai.g_01315
OG0001096	Syar.g_02476	Syai.g_01371
OG0001097	Syar.g_01823	Syai.g_02057
OG0001098	Syar.g_01672	Syai.g_01603
OG0001099	Syar.g_00035	Syai.g_02558
OG0001100	Syar.g_01625	Syai.g_01253
OG0001101	Syar.g_01623	Syai.g_01254
OG0001102	Syar.g_01620	Syai.g_01257
OG0001103	Syar.g_01618	Syai.g_01260
OG0001104	Syar.g_02616	Syai.g_01300
OG0001105	Syar.g_02620	Syai.g_01304
OG0001106	Syar.g_02553	Syai.g_01517
OG0001107	Syar.g_02541	Syai.g_01505
OG0001109	Syar.g_02529	Syai.g_01488
OG0001110	Syar.g_02527	Syai.g_01486
OG0001111	Syar.g_02525	Syai.g_01484
OG0001112	Syar.g_02523	Syai.g_01482
OG0001113	Syar.g_02522	Syai.g_01481
OG0001114	Syar.g_02521	Syai.g_01480
OG0001115	Syar.g_02519	Syai.g_01476
OG0001116	Syar.g_02517	Syai.g_01474
OG0001117	Syar.g_02516	Syai.g_01473
OG0001118	Syar.g_02515	Syai.g_01472
OG0001119	Syar.g_02513	Syai.g_01470
OG0001120	Syar.g_02507	Syai.g_01466
OG0001122	Syar.g_01803	Syai.g_01437
OG0001123	Syar.g_01796	Syai.g_01430
OG0001124	Syar.g_01793	Syai.g_01428
OG0001125	Syar.g_01791	Syai.g_01426
OG0001126	Syar.g_01375	Syai.g_02021
OG0001127	Syar.g_01374	Syai.g_02020
OG0001128	Syar.g_01371	Syai.g_02017
OG0001129	Syar.g_01369	Syai.g_02015
OG0001130	Syar.g_01368	Syai.g_02014
OG0001131	Syar.g_02448	Syai.g_01281
OG0001132	Syar.g_00684	Syai.g_01620
OG0001133	Syar.g_02249	Syai.g_01072
OG0001134	Syar.g_02235	Syai.g_01745
OG0001135	Syar.g_02232	Syai.g_01742
OG0001136	Syar.g_01536	Syai.g_02146
OG0001137	Syar.g_01944	Syai.g_02126
OG0001138	Syar.g_01977	Syai.g_01763
OG0001139	Syar.g_01980	Syai.g_01765
OG0001140	Syar.g_01981	Syai.g_01766
OG0001141	Syar.g_01982	Syai.g_01767
OG0001142	Syar.g_01983	Syai.g_01768
OG0001143	Syar.g_01698	Syai.g_01778
OG0001144	Syar.g_01707	Syai.g_01788
OG0001145	Syar.g_02769	Syai.g_02165
OG0001146	Syar.g_02782	Syai.g_02185
OG0001147	Syar.g_01276	Syai.g_00869
OG0001148	Syar.g_01459	Syai.g_00626
OG0001149	Syar.g_01458	Syai.g_00625
OG0001150	Syar.g_01457	Syai.g_00624
OG0001151	Syar.g_01238	Syai.g_00611
OG0001152	Syar.g_01237	Syai.g_00610
OG0001153	Syar.g_01398	Syai.g_00903
OG0001154	Syar.g_01397	Syai.g_00901
OG0001155	Syar.g_01211	Syai.g_02298
OG0001156	Syar.g_01185	Syai.g_02301
OG0001157	Syar.g_01184	Syai.g_02302
OG0001158	Syar.g_01183	Syai.g_02303
OG0001159	Syar.g_01182	Syai.g_02304
OG0001160	Syar.g_02908	Syai.g_02355
OG0001161	Syar.g_00382	Syai.g_02803
OG0001162	Syar.g_03081	Syai.g_01374
OG0001163	Syar.g_02917	Syai.g_02363
OG0001164	Syar.g_02922	Syai.g_02369
OG0001165	Syar.g_02927	Syai.g_02374
OG0001166	Syar.g_02959	Syai.g_02400
