Orthogroup	Syar	Syap
OG0000571	Syar.g_02298	Syap.g_01307
OG0000573	Syar.g_02191	Syap.g_00765
OG0000574	Syar.g_02190	Syap.g_00759
OG0000575	Syar.g_03180	Syap.g_00445
OG0000576	Syar.g_02187	Syap.g_00450
OG0000577	Syar.g_02186	Syap.g_00451
OG0000578	Syar.g_02185	Syap.g_00452
OG0000579	Syar.g_02184	Syap.g_00453
OG0000580	Syar.g_02183	Syap.g_00454
OG0000581	Syar.g_02175	Syap.g_01521
OG0000582	Syar.g_02131	Syap.g_01533
OG0000583	Syar.g_02132	Syap.g_01532
OG0000584	Syar.g_02133	Syap.g_01530
OG0000585	Syar.g_02170	Syap.g_01526
OG0000586	Syar.g_02171	Syap.g_01525
OG0000587	Syar.g_02173	Syap.g_01523
OG0000588	Syar.g_02275	Syap.g_00776
OG0000589	Syar.g_02261	Syap.g_00941
OG0000590	Syar.g_02260	Syap.g_00940
OG0000591	Syar.g_02246	Syap.g_01289
OG0000592	Syar.g_02245	Syap.g_01288
OG0000593	Syar.g_02414	Syap.g_00890
OG0000594	Syar.g_02415	Syap.g_00891
OG0000595	Syar.g_02416	Syap.g_00892
OG0000596	Syar.g_02421	Syap.g_00898
OG0000597	Syar.g_02424	Syap.g_00903
OG0000598	Syar.g_02425	Syap.g_00904
OG0000599	Syar.g_02428	Syap.g_00908
OG0000600	Syar.g_02429	Syap.g_00909
OG0000601	Syar.g_02430	Syap.g_00910
OG0000602	Syar.g_02435	Syap.g_00640
OG0000603	Syar.g_02436	Syap.g_00641
OG0000604	Syar.g_02438	Syap.g_02769
OG0000605	Syar.g_02440	Syap.g_02501, Syap.g_02771
OG0000606	Syar.g_02443	Syap.g_02506
OG0000607	Syar.g_02446	Syap.g_00093
OG0000608	Syar.g_02447	Syap.g_00094
OG0000609	Syar.g_02470	Syap.g_00096
OG0000610	Syar.g_01917	Syap.g_01963
OG0000611	Syar.g_01914	Syap.g_01958
OG0000612	Syar.g_01913	Syap.g_01957
OG0000613	Syar.g_00712	Syap.g_02480
OG0000615	Syar.g_02603	Syap.g_00154
OG0000616	Syar.g_00454	Syap.g_00127
OG0000617	Syar.g_01576	Syap.g_00513
OG0000618	Syar.g_01575	Syap.g_00514
OG0000619	Syar.g_01574	Syap.g_00515
OG0000620	Syar.g_01569	Syap.g_00520
OG0000621	Syar.g_01568	Syap.g_00521
OG0000622	Syar.g_01566	Syap.g_00523
OG0000623	Syar.g_01565	Syap.g_00526
OG0000624	Syar.g_01564	Syap.g_00527
OG0000625	Syar.g_01563	Syap.g_00528
OG0000626	Syar.g_01562	Syap.g_00529
OG0000627	Syar.g_01868	Syap.g_00848
OG0000628	Syar.g_01869	Syap.g_00850
OG0000629	Syar.g_01872	Syap.g_02334
OG0000630	Syar.g_02586	Syap.g_02793
OG0000631	Syar.g_02579	Syap.g_01724
OG0000632	Syar.g_02578	Syap.g_01725
OG0000633	Syar.g_02576	Syap.g_01726
OG0000634	Syar.g_02635	Syap.g_00190
OG0000635	Syar.g_02636	Syap.g_00191
OG0000636	Syar.g_02638	Syap.g_00193
OG0000637	Syar.g_02640	Syap.g_00195
OG0000638	Syar.g_02641	Syap.g_00196
OG0000639	Syar.g_02642	Syap.g_00197
OG0000640	Syar.g_02643	Syap.g_00198
OG0000641	Syar.g_02648	Syap.g_00203
OG0000642	Syar.g_02649	Syap.g_02732
OG0000643	Syar.g_02650	Syap.g_02731
OG0000644	Syar.g_02651	Syap.g_02730
OG0000645	Syar.g_02652	Syap.g_02726
OG0000646	Syar.g_02655	Syap.g_02723
OG0000647	Syar.g_02657	Syap.g_02721
OG0000648	Syar.g_02659	Syap.g_02719
OG0000649	Syar.g_02660	Syap.g_02718
OG0000650	Syar.g_02661	Syap.g_02717
OG0000651	Syar.g_02662	Syap.g_02716
OG0000652	Syar.g_02663	Syap.g_02715
OG0000653	Syar.g_02665	Syap.g_02713
OG0000654	Syar.g_02666	Syap.g_02711
OG0000655	Syar.g_02667	Syap.g_02710
OG0000656	Syar.g_02479	Syap.g_02706
OG0000657	Syar.g_01812	Syap.g_01845
OG0000658	Syar.g_01815	Syap.g_01841
OG0000659	Syar.g_01816	Syap.g_01840
OG0000660	Syar.g_01820	Syap.g_01835
OG0000662	Syar.g_01829	Syap.g_00823
OG0000663	Syar.g_01832	Syap.g_00826
OG0000664	Syar.g_01837	Syap.g_00828
OG0000665	Syar.g_02774	Syap.g_02331
OG0000666	Syar.g_01241	Syap.g_01573
OG0000667	Syar.g_02346	Syap.g_01979
OG0000668	Syar.g_01802	Syap.g_02765
OG0000669	Syar.g_01627	Syap.g_02371
OG0000670	Syar.g_01624	Syap.g_02368
OG0000671	Syar.g_01622	Syap.g_01260
OG0000672	Syar.g_01619	Syap.g_01257
OG0000673	Syar.g_01615	Syap.g_01253
OG0000674	Syar.g_01613	Syap.g_01251
OG0000675	Syar.g_01612	Syap.g_01250
OG0000676	Syar.g_01608	Syap.g_01248
OG0000677	Syar.g_01607	Syap.g_01246
OG0000678	Syar.g_02037	Syap.g_01239
OG0000679	Syar.g_02606	Syap.g_00157
OG0000680	Syar.g_02607	Syap.g_00158
OG0000681	Syar.g_02610	Syap.g_00163
OG0000682	Syar.g_02611	Syap.g_00165
OG0000683	Syar.g_02612	Syap.g_00166
OG0000684	Syar.g_02615	Syap.g_00169
OG0000685	Syar.g_02617	Syap.g_00172
OG0000686	Syar.g_02618	Syap.g_00173
OG0000687	Syar.g_02619	Syap.g_00174
OG0000688	Syar.g_02624	Syap.g_00178
OG0000689	Syar.g_02626	Syap.g_00180
OG0000690	Syar.g_02627	Syap.g_00181
OG0000691	Syar.g_02628	Syap.g_00182
OG0000692	Syar.g_02629	Syap.g_00184
OG0000693	Syar.g_02631	Syap.g_00185
OG0000694	Syar.g_02632	Syap.g_00186
OG0000695	Syar.g_02573	Syap.g_01729
OG0000696	Syar.g_02572	Syap.g_01730
OG0000697	Syar.g_02570	Syap.g_01734
OG0000698	Syar.g_02567	Syap.g_01737
OG0000699	Syar.g_02566	Syap.g_01738
OG0000700	Syar.g_02565	Syap.g_01739
OG0000701	Syar.g_02564	Syap.g_01740
OG0000702	Syar.g_02559	Syap.g_01747
OG0000703	Syar.g_02557	Syap.g_01750
OG0000704	Syar.g_02555	Syap.g_01753
OG0000705	Syar.g_02547	Syap.g_02022
OG0000706	Syar.g_02546	Syap.g_02020
OG0000707	Syar.g_02545	Syap.g_02019
OG0000708	Syar.g_02542	Syap.g_02016
OG0000709	Syar.g_02534	Syap.g_00121
OG0000711	Syar.g_02499	Syap.g_02686
OG0000712	Syar.g_02497	Syap.g_02688
OG0000713	Syar.g_02496	Syap.g_02689
OG0000714	Syar.g_02494	Syap.g_02691
OG0000715	Syar.g_02492	Syap.g_02693
OG0000716	Syar.g_02488	Syap.g_02696
OG0000717	Syar.g_02487	Syap.g_02697
OG0000718	Syar.g_02483	Syap.g_02701
OG0000719	Syar.g_01804	Syap.g_02767
OG0000720	Syar.g_01790	Syap.g_02780
OG0000721	Syar.g_01788	Syap.g_02782
OG0000722	Syar.g_01787	Syap.g_02783
OG0000723	Syar.g_01560	Syap.g_00532
OG0000725	Syar.g_01934	Syap.g_01559
OG0000726	Syar.g_01935	Syap.g_01560
OG0000727	Syar.g_01936	Syap.g_01561
OG0000728	Syar.g_01938	Syap.g_01564
OG0000729	Syar.g_00593	Syap.g_01122
OG0000730	Syar.g_01115	Syap.g_00572
OG0000731	Syar.g_01127	Syap.g_00560
OG0000732	Syar.g_00522	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syar.g_02234	Syap.g_01971
OG0000734	Syar.g_03128	Syap.g_02628
OG0000735	Syar.g_01522	Syap.g_00244
OG0000736	Syar.g_01523	Syap.g_00243
OG0000737	Syar.g_01524	Syap.g_00242
OG0000738	Syar.g_01530	Syap.g_00236
OG0000739	Syar.g_01531	Syap.g_00235
OG0000740	Syar.g_01532	Syap.g_00234
OG0000741	Syar.g_01535	Syap.g_00231
OG0000742	Syar.g_01538	Syap.g_00229
OG0000743	Syar.g_01541	Syap.g_00226
OG0000744	Syar.g_01542	Syap.g_00225
OG0000745	Syar.g_01545	Syap.g_00222
OG0000746	Syar.g_01549	Syap.g_00220
OG0000747	Syar.g_01551	Syap.g_00219
OG0000748	Syar.g_01945	Syap.g_00212
OG0000749	Syar.g_01946	Syap.g_00211
OG0000750	Syar.g_01947	Syap.g_00210
OG0000751	Syar.g_01952	Syap.g_00205
OG0000752	Syar.g_01954	Syap.g_01793
OG0000753	Syar.g_01957	Syap.g_02775
OG0000754	Syar.g_01963	Syap.g_01883
OG0000755	Syar.g_01974	Syap.g_01893
OG0000757	Syar.g_01984	Syap.g_00427
OG0000758	Syar.g_01985	Syap.g_00428
OG0000759	Syar.g_01986	Syap.g_00429
OG0000760	Syar.g_01987	Syap.g_00430
OG0000761	Syar.g_01988	Syap.g_00431
OG0000762	Syar.g_01992	Syap.g_00434
OG0000763	Syar.g_01699	Syap.g_02624
OG0000764	Syar.g_01700	Syap.g_02623
OG0000765	Syar.g_01718	Syap.g_02440
OG0000766	Syar.g_01719	Syap.g_02439
OG0000767	Syar.g_01721	Syap.g_02437
OG0000768	Syar.g_01722	Syap.g_02436
OG0000769	Syar.g_01724	Syap.g_02434
OG0000770	Syar.g_01727	Syap.g_02431
OG0000772	Syar.g_00746	Syap.g_02295
OG0000773	Syar.g_02694	Syap.g_00885
OG0000774	Syar.g_02771	Syap.g_01473
OG0000775	Syar.g_02773	Syap.g_01475
OG0000776	Syar.g_01755	Syap.g_01476
OG0000777	Syar.g_01754	Syap.g_01478
OG0000778	Syar.g_01753	Syap.g_01479
OG0000779	Syar.g_02779	Syap.g_01494
OG0000780	Syar.g_02781	Syap.g_01496
OG0000781	Syar.g_02785	Syap.g_02609
OG0000782	Syar.g_02786	Syap.g_02611
OG0000783	Syar.g_02787	Syap.g_02612
OG0000784	Syar.g_02788	Syap.g_02613
OG0000785	Syar.g_02791	Syap.g_02281
OG0000786	Syar.g_02795	Syap.g_02287
OG0000787	Syar.g_02796	Syap.g_02288
OG0000788	Syar.g_02331	Syap.g_01932
OG0000789	Syar.g_02040	Syap.g_00372
OG0000791	Syar.g_01454	Syap.g_02520
OG0000792	Syar.g_01453	Syap.g_02519
OG0000793	Syar.g_01243	Syap.g_02141
OG0000794	Syar.g_01242	Syap.g_02200
OG0000795	Syar.g_01240	Syap.g_02199
OG0000796	Syar.g_01236	Syap.g_02448
OG0000797	Syar.g_01235	Syap.g_02449
OG0000798	Syar.g_00222	Syap.g_01363
OG0000798	Syar.g_02701	Syap.g_01269
OG0000799	Syar.g_02844	Syap.g_02488
OG0000800	Syar.g_02843	Syap.g_02487
OG0000801	Syar.g_02842	Syap.g_02486
OG0000802	Syar.g_02825	Syap.g_02659
OG0000803	Syar.g_02822	Syap.g_02109
OG0000804	Syar.g_02819	Syap.g_02113
OG0000805	Syar.g_02817	Syap.g_02115
OG0000806	Syar.g_02815	Syap.g_02117
OG0000807	Syar.g_02814	Syap.g_02118
OG0000808	Syar.g_02813	Syap.g_02119
OG0000809	Syar.g_02811	Syap.g_02122
OG0000810	Syar.g_02810	Syap.g_02124
OG0000811	Syar.g_02805	Syap.g_02472
OG0000812	Syar.g_02803	Syap.g_02474
OG0000813	Syar.g_02802	Syap.g_02475
OG0000814	Syar.g_02800	Syap.g_02753
OG0000815	Syar.g_02799	Syap.g_02752
OG0000816	Syar.g_02797	Syap.g_02289
OG0000817	Syar.g_02861	Syap.g_02527
OG0000818	Syar.g_01418	Syap.g_02001
OG0000819	Syar.g_01417	Syap.g_02002
OG0000820	Syar.g_01416	Syap.g_02003
OG0000821	Syar.g_01410	Syap.g_02009
OG0000822	Syar.g_01408	Syap.g_02011
OG0000824	Syar.g_01402	Syap.g_00008
OG0000825	Syar.g_01401	Syap.g_00009
OG0000826	Syar.g_01400	Syap.g_00010
OG0000827	Syar.g_01399	Syap.g_00011
OG0000828	Syar.g_01396	Syap.g_00014
OG0000829	Syar.g_01395	Syap.g_00015
OG0000830	Syar.g_01394	Syap.g_00016
OG0000831	Syar.g_01391	Syap.g_00019
OG0000832	Syar.g_01213	Syap.g_00752
OG0000833	Syar.g_02877	Syap.g_00021
OG0000834	Syar.g_02878	Syap.g_00023
OG0000835	Syar.g_02879	Syap.g_00024
OG0000836	Syar.g_02881	Syap.g_00026
OG0000837	Syar.g_02882	Syap.g_00027
OG0000838	Syar.g_02886	Syap.g_00031
OG0000839	Syar.g_02887	Syap.g_00032
OG0000840	Syar.g_02888	Syap.g_00033
OG0000841	Syar.g_02889	Syap.g_00034
OG0000842	Syar.g_02890	Syap.g_00035
OG0000843	Syar.g_02891	Syap.g_00036
OG0000844	Syar.g_02893	Syap.g_00039
OG0000845	Syar.g_02894	Syap.g_00040
OG0000846	Syar.g_02895	Syap.g_00042
OG0000847	Syar.g_02896	Syap.g_00043
OG0000848	Syar.g_02898	Syap.g_00045
OG0000849	Syar.g_02899	Syap.g_00046
OG0000850	Syar.g_02902	Syap.g_00310
OG0000851	Syar.g_02905	Syap.g_01214
OG0000852	Syar.g_02906	Syap.g_01215
OG0000853	Syar.g_02910	Syap.g_01219
OG0000854	Syar.g_02912	Syap.g_01222
OG0000855	Syar.g_02913	Syap.g_01223
OG0000856	Syar.g_02243	Syap.g_01286
OG0000857	Syar.g_02656	Syap.g_02722
OG0000858	Syar.g_02920	Syap.g_00612
OG0000859	Syar.g_02921	Syap.g_00613
OG0000860	Syar.g_02931	Syap.g_00623
OG0000861	Syar.g_02932	Syap.g_02789
OG0000862	Syar.g_02942	Syap.g_01789
OG0000863	Syar.g_02944	Syap.g_01784
OG0000864	Syar.g_02945	Syap.g_01783
OG0000865	Syar.g_02946	Syap.g_01781, Syap.g_01782
OG0000866	Syar.g_02947	Syap.g_01780
OG0000867	Syar.g_02948	Syap.g_01779
OG0000868	Syar.g_02950	Syap.g_01775
OG0000869	Syar.g_02955	Syap.g_01770
OG0000870	Syar.g_02960	Syap.g_01401
OG0000871	Syar.g_02961	Syap.g_01400
OG0000872	Syar.g_02967	Syap.g_01394
OG0000873	Syar.g_02970	Syap.g_01390
OG0000874	Syar.g_02974	Syap.g_01388
OG0000875	Syar.g_02975	Syap.g_01386
OG0000876	Syar.g_01828	Syap.g_00822
OG0000877	Syar.g_02977	Syap.g_01380
OG0000878	Syar.g_02978	Syap.g_01378
OG0000879	Syar.g_02979	Syap.g_01377
OG0000880	Syar.g_02980	Syap.g_01376
OG0000882	Syar.g_02989	Syap.g_01516
OG0000883	Syar.g_02992	Syap.g_01511
OG0000884	Syar.g_02994	Syap.g_01509
OG0000885	Syar.g_02995	Syap.g_01508
OG0000886	Syar.g_02996	Syap.g_01507
OG0000887	Syar.g_02998	Syap.g_01506
OG0000888	Syar.g_03000	Syap.g_01504
OG0000889	Syar.g_03002	Syap.g_01502
OG0000890	Syar.g_03005	Syap.g_01499
OG0000891	Syar.g_03006	Syap.g_01498
OG0000892	Syar.g_03008	Syap.g_02671
OG0000893	Syar.g_00150	Syap.g_02497
OG0000894	Syar.g_00145	Syap.g_02679
OG0000895	Syar.g_00141	Syap.g_00546
OG0000896	Syar.g_00140	Syap.g_00545
OG0000897	Syar.g_00138	Syap.g_00543
OG0000898	Syar.g_00137	Syap.g_00542
OG0000899	Syar.g_00136	Syap.g_00541
OG0000900	Syar.g_00135	Syap.g_00540
OG0000901	Syar.g_00130	Syap.g_01930
OG0000902	Syar.g_01013	Syap.g_01929
OG0000903	Syar.g_01026	Syap.g_01916
OG0000904	Syar.g_01021	Syap.g_01922
OG0000905	Syar.g_01018	Syap.g_01925
OG0000906	Syar.g_01015	Syap.g_01927
OG0000907	Syar.g_01028	Syap.g_01914
OG0000908	Syar.g_01031	Syap.g_01235
OG0000909	Syar.g_01032	Syap.g_01236
OG0000910	Syar.g_01033	Syap.g_01237
OG0000911	Syar.g_01035	Syap.g_00511
OG0000912	Syar.g_01036	Syap.g_00510
OG0000913	Syar.g_01037	Syap.g_00509
OG0000914	Syar.g_01038	Syap.g_00508
OG0000915	Syar.g_01040	Syap.g_00506
OG0000916	Syar.g_01041	Syap.g_00505
OG0000917	Syar.g_01042	Syap.g_00504
OG0000918	Syar.g_01043	Syap.g_00503
OG0000919	Syar.g_01044	Syap.g_00502
OG0000920	Syar.g_01045	Syap.g_00501
OG0000921	Syar.g_01046	Syap.g_00500
OG0000922	Syar.g_01047	Syap.g_00499
OG0000923	Syar.g_01051	Syap.g_00495
OG0000924	Syar.g_01052	Syap.g_00494
OG0000925	Syar.g_01053	Syap.g_00493
OG0000926	Syar.g_01054	Syap.g_00492
OG0000927	Syar.g_01056	Syap.g_00490
OG0000928	Syar.g_01057	Syap.g_00489
OG0000929	Syar.g_01058	Syap.g_00488
OG0000930	Syar.g_01059	Syap.g_00487
OG0000931	Syar.g_01060	Syap.g_00486
OG0000932	Syar.g_01061	Syap.g_00485
OG0000933	Syar.g_01066	Syap.g_00479
OG0000934	Syar.g_01068	Syap.g_00477
OG0000935	Syar.g_01069	Syap.g_00476
OG0000936	Syar.g_01070	Syap.g_00475
OG0000937	Syar.g_01071	Syap.g_00474
OG0000938	Syar.g_01074	Syap.g_00471
OG0000939	Syar.g_01075	Syap.g_00469
OG0000940	Syar.g_01081	Syap.g_00460
OG0000941	Syar.g_01083	Syap.g_00458
OG0000942	Syar.g_01085	Syap.g_00606
OG0000943	Syar.g_01086	Syap.g_00604
OG0000944	Syar.g_01088	Syap.g_00602
OG0000945	Syar.g_01089	Syap.g_00601
OG0000946	Syar.g_01095	Syap.g_00595
OG0000947	Syar.g_01098	Syap.g_00591
OG0000948	Syar.g_01099	Syap.g_00590
OG0000949	Syar.g_00283	Syap.g_01051
OG0000950	Syar.g_00661	Syap.g_01061
OG0000951	Syar.g_00656	Syap.g_01070
OG0000952	Syar.g_00651	Syap.g_01074
OG0000953	Syar.g_00248	Syap.g_01078
OG0000954	Syar.g_00258	Syap.g_01089
OG0000955	Syar.g_00259	Syap.g_01090
OG0000956	Syar.g_00261	Syap.g_01092
OG0000957	Syar.g_00610	Syap.g_01109
OG0000958	Syar.g_00609	Syap.g_01110
OG0000959	Syar.g_00605	Syap.g_01114
OG0000960	Syar.g_00604	Syap.g_01115
OG0000961	Syar.g_00094	Syap.g_02170
OG0000962	Syar.g_00594	Syap.g_01121
OG0000963	Syar.g_00590	Syap.g_01124
OG0000964	Syar.g_00589	Syap.g_01125
OG0000965	Syar.g_00588	Syap.g_01126
OG0000966	Syar.g_00549	Syap.g_01141
OG0000967	Syar.g_00545	Syap.g_00633
OG0000968	Syar.g_00542	Syap.g_00998
OG0000969	Syar.g_00540	Syap.g_00996
OG0000970	Syar.g_00539	Syap.g_00995
OG0000971	Syar.g_00537	Syap.g_00993
OG0000972	Syar.g_00536	Syap.g_00992
OG0000973	Syar.g_00535	Syap.g_00991
OG0000974	Syar.g_00534	Syap.g_00990
OG0000975	Syar.g_00533	Syap.g_00989
OG0000976	Syar.g_00532	Syap.g_00988
OG0000977	Syar.g_00530	Syap.g_00986
OG0000978	Syar.g_00529	Syap.g_00985
OG0000979	Syar.g_00526	Syap.g_00980
OG0000980	Syar.g_00523	Syap.g_00977
OG0000981	Syar.g_00520	Syap.g_01812
OG0000982	Syar.g_00331	Syap.g_00132
OG0000983	Syar.g_00332	Syap.g_00134
OG0000984	Syar.g_00333	Syap.g_00135
OG0000985	Syar.g_00337	Syap.g_00140
OG0000986	Syar.g_00344	Syap.g_01044
OG0000987	Syar.g_00346	Syap.g_01033
OG0000988	Syar.g_00352	Syap.g_01027
OG0000989	Syar.g_00377	Syap.g_01011
OG0000990	Syar.g_00697	Syap.g_02087
OG0000991	Syar.g_00700	Syap.g_02091
OG0000992	Syar.g_00704	Syap.g_02095
OG0000993	Syar.g_00705	Syap.g_02097
OG0000994	Syar.g_00708	Syap.g_02101
OG0000996	Syar.g_00861	Syap.g_01817
OG0000997	Syar.g_00437	Syap.g_02590
OG0000998	Syar.g_00439	Syap.g_02591
OG0000999	Syar.g_00440	Syap.g_02592
OG0001001	Syar.g_00450	Syap.g_02605
OG0001002	Syar.g_00457	Syap.g_00124
OG0001003	Syar.g_00459	Syap.g_02310
OG0001004	Syar.g_00460	Syap.g_02311
OG0001005	Syar.g_00461	Syap.g_02312
OG0001006	Syar.g_00468	Syap.g_00053
OG0001007	Syar.g_00470	Syap.g_00055
OG0001008	Syar.g_01178	Syap.g_02060
OG0001013	Syar.g_00906	Syap.g_01325
OG0001033	Syar.g_00962	Syap.g_00105
OG0001035	Syar.g_00171	Syap.g_01594
OG0001038	Syar.g_00223	Syap.g_01362
OG0001039	Syar.g_00226	Syap.g_01359
OG0001040	Syar.g_00229	Syap.g_01356
OG0001041	Syar.g_00234	Syap.g_01352
OG0001043	Syar.g_00826	Syap.g_01676
OG0001044	Syar.g_01117	Syap.g_00571
OG0001053	Syar.g_01472	Syap.g_02253
OG0001054	Syar.g_01492	Syap.g_00274
OG0001055	Syar.g_01513	Syap.g_00252
OG0001059	Syar.g_00422	Syap.g_00306
OG0001060	Syar.g_02315	Syap.g_00299
OG0001061	Syar.g_02297	Syap.g_01309
OG0001062	Syar.g_02294	Syap.g_01314
OG0001072	Syar.g_02195	Syap.g_00441
OG0001073	Syar.g_02182	Syap.g_00122, Syap.g_00455
OG0001078	Syar.g_02419	Syap.g_00896
OG0001080	Syar.g_02442	Syap.g_02505
OG0001085	Syar.g_01688	Syap.g_01953
OG0001094	Syar.g_02633	Syap.g_00187
OG0001095	Syar.g_02653	Syap.g_02725
OG0001096	Syar.g_02476	Syap.g_02709
OG0001100	Syar.g_01625	Syap.g_02369
OG0001102	Syar.g_01620	Syap.g_01258
OG0001103	Syar.g_01618	Syap.g_01256
OG0001104	Syar.g_02616	Syap.g_00171
OG0001105	Syar.g_02620	Syap.g_00175
OG0001107	Syar.g_02541	Syap.g_02015
OG0001122	Syar.g_01803	Syap.g_02766
OG0001123	Syar.g_01796	Syap.g_01872
OG0001133	Syar.g_02249	Syap.g_01292
OG0001136	Syar.g_01536	Syap.g_00230
OG0001137	Syar.g_01944	Syap.g_00213
OG0001140	Syar.g_01981	Syap.g_02134
OG0001152	Syar.g_01237	Syap.g_02447
OG0001154	Syar.g_01397	Syap.g_00013
OG0001155	Syar.g_01211	Syap.g_00750
OG0001160	Syar.g_02908	Syap.g_01217
OG0001162	Syar.g_03081	Syap.g_02366
OG0001163	Syar.g_02917	Syap.g_00609
OG0001164	Syar.g_02922	Syap.g_00614
OG0001165	Syar.g_02927	Syap.g_00619
OG0001168	Syar.g_02983	Syap.g_01372
OG0001171	Syar.g_02999	Syap.g_01505
OG0001172	Syar.g_00143	Syap.g_00547
OG0001177	Syar.g_01023	Syap.g_01920
OG0001178	Syar.g_02943	Syap.g_01786, Syap.g_01787
OG0001179	Syar.g_01055	Syap.g_00491
OG0001181	Syar.g_01082	Syap.g_00459
OG0001183	Syar.g_01096	Syap.g_00594
OG0001185	Syar.g_00614	Syap.g_01104
OG0001186	Syar.g_00562	Syap.g_01140
OG0001187	Syar.g_00548	Syap.g_01142
OG0001188	Syar.g_00546	Syap.g_00634
OG0001189	Syar.g_00525	Syap.g_00979
OG0001191	Syar.g_00349	Syap.g_01030
OG0001192	Syar.g_00356	Syap.g_01021
OG0001197	Syar.g_00455	Syap.g_00126
OG0001198	Syar.g_00467	Syap.g_00052
OG0001199	Syar.g_03045	Syap.g_01696
OG0001200	Syar.g_03047	Syap.g_01698
OG0001202	Syar.g_00991	Syap.g_01613
OG0001203	Syar.g_03021	Syap.g_01154
OG0001204	Syar.g_00154	Syap.g_01577
OG0001214	Syar.g_02420	Syap.g_00897
OG0001217	Syar.g_02852	Syap.g_01464
OG0001218	Syar.g_01388	Syap.g_00020
OG0001219	Syar.g_02585	Syap.g_02794
OG0001222	Syar.g_02552	Syap.g_02027
OG0001224	Syar.g_01361	Syap.g_01551
OG0001225	Syar.g_01929	Syap.g_01553
OG0001226	Syar.g_03054	Syap.g_02551
OG0001230	Syar.g_02816	Syap.g_02116
OG0001231	Syar.g_00485	Syap.g_00073
OG0001232	Syar.g_02968	Syap.g_01393
OG0001235	Syar.g_01019	Syap.g_01924
OG0001236	Syar.g_00657	Syap.g_01069
OG0001237	Syar.g_00652	Syap.g_01073
OG0001238	Syar.g_00351	Syap.g_01028
OG0001239	Syar.g_03043	Syap.g_01692
OG0001242	Syar.g_00043	Syap.g_02227, Syap.g_02229
OG0001243	Syar.g_00051	Syap.g_02219
OG0001244	Syar.g_00075	Syap.g_02192
OG0001246	Syar.g_01910	Syap.g_00267
OG0001248	Syar.g_02059	Syap.g_00423
OG0001249	Syar.g_01113	Syap.g_00575
OG0001250	Syar.g_01819	Syap.g_01836
OG0001251	Syar.g_02575	Syap.g_01727
OG0001253	Syar.g_02015	Syap.g_01969
OG0001255	Syar.g_01746	Syap.g_02523
OG0001256	Syar.g_02915	Syap.g_01225
OG0001257	Syar.g_00807	Syap.g_00374, Syap.g_00373
OG0001258	Syar.g_02925	Syap.g_00617
OG0001260	Syar.g_03007	Syap.g_01497
OG0001262	Syar.g_00527	Syap.g_00981
OG0001263	Syar.g_00054	Syap.g_02216
OG0001265	Syar.g_00041	Syap.g_02231
OG0001266	Syar.g_00987	Syap.g_01618
OG0001267	Syar.g_00225	Syap.g_01360
OG0001268	Syar.g_01124	Syap.g_00563
OG0001270	Syar.g_01175	Syap.g_02056
OG0001271	Syar.g_01270	Syap.g_02759
OG0001272	Syar.g_01475	Syap.g_02250
OG0001274	Syar.g_00929	Syap.g_01897
OG0001275	Syar.g_02490	Syap.g_02694
OG0001276	Syar.g_01797	Syap.g_01873
OG0001277	Syar.g_02250	Syap.g_01293
OG0001278	Syar.g_01720	Syap.g_02438
OG0001279	Syar.g_02841	Syap.g_02663
OG0001282	Syar.g_01351	Syap.g_01701
OG0001284	Syar.g_02900	Syap.g_00047
OG0001286	Syar.g_01077	Syap.g_00467
OG0001287	Syar.g_00606	Syap.g_00418
OG0001288	Syar.g_00591	Syap.g_01123
OG0001289	Syar.g_03080	Syap.g_02365
OG0001291	Syar.g_00064	Syap.g_02207
OG0001292	Syar.g_00160	Syap.g_01583
OG0001297	Syar.g_01510	Syap.g_00255
OG0001299	Syar.g_01915	Syap.g_01959
OG0001303	Syar.g_02583	Syap.g_02795
OG0001304	Syar.g_01557	Syap.g_00536
OG0001305	Syar.g_01937	Syap.g_01562
OG0001306	Syar.g_01521	Syap.g_00245
OG0001307	Syar.g_02591	Syap.g_00403
OG0001308	Syar.g_02798	Syap.g_02751, Syap.g_02750
OG0001310	Syar.g_02951	Syap.g_01774
OG0001311	Syar.g_01795	Syap.g_01871
OG0001312	Syar.g_02569	Syap.g_01735
OG0001315	Syar.g_01094	Syap.g_00596
OG0001318	Syar.g_00186	Syap.g_01596, Syap.g_01597
OG0001319	Syar.g_00215	Syap.g_02338
OG0001326	Syar.g_00632	Syap.g_02646
OG0001336	Syar.g_00448	Syap.g_02602
OG0001337	Syar.g_01112	Syap.g_00576
OG0001345	Syar.g_01958	Syap.g_01877, Syap.g_02776
OG0001346	Syar.g_02778	Syap.g_01484
OG0001347	Syar.g_00565	Syap.g_02536
OG0001348	Syar.g_02259	Syap.g_00938
OG0001349	Syar.g_02764	Syap.g_01264, Syap.g_00851
OG0001351	Syar.g_01420	Syap.g_01996
OG0001353	Syar.g_01809	Syap.g_01849
OG0001358	Syar.g_02262	Syap.g_00942
OG0001360	Syar.g_01961	Syap.g_01881, Syap.g_02778
OG0001361	Syar.g_01955	Syap.g_01792
OG0001364	Syar.g_00284	Syap.g_01052
OG0001365	Syar.g_00335	Syap.g_00138
OG0001366	Syar.g_02962	Syap.g_01399
OG0001371	Syar.g_03059	Syap.g_02544
