Orthogroup	Syar	Syak
OG0000563	Syar.g_02317	Syak.g_02675
OG0000564	Syar.g_02316	Syak.g_02676
OG0000565	Syar.g_02312	Syak.g_02679
OG0000566	Syar.g_02308	Syak.g_02683
OG0000567	Syar.g_02304	Syak.g_02687
OG0000568	Syar.g_02302	Syak.g_02690
OG0000569	Syar.g_02301	Syak.g_02691
OG0000570	Syar.g_02300	Syak.g_02692
OG0000571	Syar.g_02298	Syak.g_02696
OG0000572	Syar.g_02201	Syak.g_02713
OG0000573	Syar.g_02191	Syak.g_02723
OG0000574	Syar.g_02190	Syak.g_02724
OG0000575	Syar.g_03180	Syak.g_02729
OG0000576	Syar.g_02187	Syak.g_02731
OG0000577	Syar.g_02186	Syak.g_02732
OG0000578	Syar.g_02185	Syak.g_02733
OG0000579	Syar.g_02184	Syak.g_02734
OG0000580	Syar.g_02183	Syak.g_02735
OG0000581	Syar.g_02175	Syak.g_02742
OG0000582	Syar.g_02131	Syak.g_02748
OG0000583	Syar.g_02132	Syak.g_02749
OG0000584	Syar.g_02133	Syak.g_02750
OG0000585	Syar.g_02170	Syak.g_02753
OG0000586	Syar.g_02171	Syak.g_02754
OG0000587	Syar.g_02173	Syak.g_02756
OG0000588	Syar.g_02275	Syak.g_00004
OG0000589	Syar.g_02261	Syak.g_00008
OG0000590	Syar.g_02260	Syak.g_00009
OG0000591	Syar.g_02246	Syak.g_00017
OG0000592	Syar.g_02245	Syak.g_00018
OG0000593	Syar.g_02414	Syak.g_00031
OG0000594	Syar.g_02415	Syak.g_00032
OG0000595	Syar.g_02416	Syak.g_00033
OG0000596	Syar.g_02421	Syak.g_00038
OG0000597	Syar.g_02424	Syak.g_00041
OG0000598	Syar.g_02425	Syak.g_00042
OG0000599	Syar.g_02428	Syak.g_00045
OG0000600	Syar.g_02429	Syak.g_00046
OG0000601	Syar.g_02430	Syak.g_00047
OG0000602	Syar.g_02435	Syak.g_00053
OG0000603	Syar.g_02436	Syak.g_00054
OG0000604	Syar.g_02438	Syak.g_00056
OG0000605	Syar.g_02440	Syak.g_00259
OG0000606	Syar.g_02443	Syak.g_00326
OG0000607	Syar.g_02446	Syak.g_00329
OG0000608	Syar.g_02447	Syak.g_00330
OG0000609	Syar.g_02470	Syak.g_00332
OG0000610	Syar.g_01917	Syak.g_00347
OG0000611	Syar.g_01914	Syak.g_00350
OG0000612	Syar.g_01913	Syak.g_00351
OG0000613	Syar.g_00712	Syak.g_01525
OG0000614	Syar.g_02012, Syar.g_01344	Syak.g_00705
OG0000615	Syar.g_02603	Syak.g_00393
OG0000616	Syar.g_00454	Syak.g_01810
OG0000617	Syar.g_01576	Syak.g_00799
OG0000618	Syar.g_01575	Syak.g_00798
OG0000619	Syar.g_01574	Syak.g_00797
OG0000620	Syar.g_01569	Syak.g_00779
OG0000621	Syar.g_01568	Syak.g_00780
OG0000622	Syar.g_01566	Syak.g_00781
OG0000623	Syar.g_01565	Syak.g_00782
OG0000624	Syar.g_01564	Syak.g_00784
OG0000625	Syar.g_01563	Syak.g_00785
OG0000626	Syar.g_01562	Syak.g_00786
OG0000627	Syar.g_01868	Syak.g_00561
OG0000628	Syar.g_01869	Syak.g_00560
OG0000629	Syar.g_01872	Syak.g_00556
OG0000630	Syar.g_02586	Syak.g_00552
OG0000631	Syar.g_02579	Syak.g_00545
OG0000632	Syar.g_02578	Syak.g_00544
OG0000633	Syar.g_02576	Syak.g_00542
OG0000634	Syar.g_02635	Syak.g_00430
OG0000635	Syar.g_02636	Syak.g_00431
OG0000636	Syar.g_02638	Syak.g_00433
OG0000637	Syar.g_02640	Syak.g_00435
OG0000638	Syar.g_02641	Syak.g_00436
OG0000639	Syar.g_02642	Syak.g_00437
OG0000640	Syar.g_02643	Syak.g_00438
OG0000641	Syar.g_02648	Syak.g_00442
OG0000642	Syar.g_02649	Syak.g_00443
OG0000643	Syar.g_02650	Syak.g_00444
OG0000644	Syar.g_02651	Syak.g_00445
OG0000645	Syar.g_02652	Syak.g_00447
OG0000646	Syar.g_02655	Syak.g_00450
OG0000647	Syar.g_02657	Syak.g_00452
OG0000648	Syar.g_02659	Syak.g_00456
OG0000649	Syar.g_02660	Syak.g_00457
OG0000650	Syar.g_02661	Syak.g_00458
OG0000651	Syar.g_02662	Syak.g_00459
OG0000652	Syar.g_02663	Syak.g_00460
OG0000653	Syar.g_02665	Syak.g_00462
OG0000654	Syar.g_02666	Syak.g_00625
OG0000655	Syar.g_02667	Syak.g_00624
OG0000656	Syar.g_02479	Syak.g_00621
OG0000657	Syar.g_01812	Syak.g_00609
OG0000658	Syar.g_01815	Syak.g_00606
OG0000659	Syar.g_01816	Syak.g_00605
OG0000660	Syar.g_01820	Syak.g_00601
OG0000661	Syar.g_03175, Syar.g_01822	Syak.g_00599
OG0000662	Syar.g_01829	Syak.g_00597
OG0000663	Syar.g_01832	Syak.g_00594
OG0000664	Syar.g_01837	Syak.g_00593
OG0000665	Syar.g_02774	Syak.g_00086
OG0000666	Syar.g_01241	Syak.g_00078
OG0000667	Syar.g_02346	Syak.g_00340
OG0000668	Syar.g_01802	Syak.g_00643
OG0000669	Syar.g_01627	Syak.g_00363
OG0000670	Syar.g_01624	Syak.g_00366
OG0000671	Syar.g_01622	Syak.g_00368
OG0000672	Syar.g_01619	Syak.g_00371
OG0000673	Syar.g_01615	Syak.g_00374
OG0000674	Syar.g_01613	Syak.g_00376
OG0000675	Syar.g_01612	Syak.g_00377
OG0000676	Syar.g_01608	Syak.g_00379
OG0000677	Syar.g_01607	Syak.g_00380
OG0000678	Syar.g_02037	Syak.g_00386
OG0000679	Syar.g_02606	Syak.g_00397
OG0000680	Syar.g_02607	Syak.g_00398
OG0000681	Syar.g_02610	Syak.g_00401
OG0000682	Syar.g_02611	Syak.g_00402
OG0000683	Syar.g_02612	Syak.g_00403
OG0000684	Syar.g_02615	Syak.g_00409
OG0000685	Syar.g_02617	Syak.g_00411
OG0000686	Syar.g_02618	Syak.g_00412
OG0000687	Syar.g_02619	Syak.g_00413
OG0000688	Syar.g_02624	Syak.g_00418
OG0000689	Syar.g_02626	Syak.g_00421
OG0000690	Syar.g_02627	Syak.g_00422
OG0000691	Syar.g_02628	Syak.g_00423
OG0000692	Syar.g_02629	Syak.g_00424
OG0000693	Syar.g_02631	Syak.g_00426
OG0000694	Syar.g_02632	Syak.g_00427
OG0000695	Syar.g_02573	Syak.g_00540
OG0000696	Syar.g_02572	Syak.g_00539
OG0000697	Syar.g_02570	Syak.g_00538
OG0000698	Syar.g_02567	Syak.g_00535
OG0000699	Syar.g_02566	Syak.g_00534
OG0000700	Syar.g_02565	Syak.g_00533
OG0000701	Syar.g_02564	Syak.g_00532
OG0000702	Syar.g_02559	Syak.g_00522
OG0000703	Syar.g_02557	Syak.g_00521
OG0000704	Syar.g_02555	Syak.g_00519
OG0000705	Syar.g_02547	Syak.g_00511
OG0000706	Syar.g_02546	Syak.g_00510
OG0000707	Syar.g_02545	Syak.g_00509
OG0000708	Syar.g_02542	Syak.g_00506
OG0000709	Syar.g_02534	Syak.g_00498
OG0000710	Syar.g_02528	Syak.g_00494
OG0000711	Syar.g_02499	Syak.g_00466
OG0000712	Syar.g_02497	Syak.g_00464
OG0000713	Syar.g_02496	Syak.g_00463
OG0000714	Syar.g_02494	Syak.g_00629
OG0000715	Syar.g_02492	Syak.g_00631
OG0000716	Syar.g_02488	Syak.g_00635
OG0000717	Syar.g_02487	Syak.g_00636
OG0000718	Syar.g_02483	Syak.g_00640
OG0000719	Syar.g_01804	Syak.g_00642
OG0000720	Syar.g_01790	Syak.g_00655
OG0000721	Syar.g_01788	Syak.g_00657
OG0000722	Syar.g_01787	Syak.g_00658
OG0000723	Syar.g_01560	Syak.g_00790
OG0000724	Syar.g_01367, Syar.g_02120	Syak.g_00749
OG0000725	Syar.g_01934	Syak.g_00731
OG0000726	Syar.g_01935	Syak.g_00730
OG0000727	Syar.g_01936	Syak.g_00729
OG0000728	Syar.g_01938	Syak.g_00727
OG0000729	Syar.g_00593	Syak.g_01683
OG0000730	Syar.g_01115	Syak.g_01248
OG0000731	Syar.g_01127	Syak.g_01237
OG0000732	Syar.g_00522	Syak.g_01739
OG0000733	Syar.g_02234	Syak.g_01905
OG0000734	Syar.g_03128	Syak.g_02184
OG0000735	Syar.g_01522	Syak.g_00914
OG0000736	Syar.g_01523	Syak.g_00913
OG0000737	Syar.g_01524	Syak.g_00912
OG0000738	Syar.g_01530	Syak.g_00907
OG0000739	Syar.g_01531	Syak.g_00906
OG0000740	Syar.g_01532	Syak.g_00905
OG0000741	Syar.g_01535	Syak.g_00902
OG0000742	Syar.g_01538	Syak.g_00899
OG0000743	Syar.g_01541	Syak.g_00897
OG0000744	Syar.g_01542	Syak.g_00896
OG0000745	Syar.g_01545	Syak.g_00894
OG0000746	Syar.g_01549	Syak.g_00892
OG0000747	Syar.g_01551	Syak.g_00891
OG0000748	Syar.g_01945	Syak.g_00875
OG0000749	Syar.g_01946	Syak.g_00874
OG0000750	Syar.g_01947	Syak.g_00873
OG0000751	Syar.g_01952	Syak.g_00862
OG0000752	Syar.g_01954	Syak.g_00860
OG0000753	Syar.g_01957	Syak.g_00857
OG0000754	Syar.g_01963	Syak.g_00852
OG0000755	Syar.g_01974	Syak.g_00841
OG0000756	Syar.g_01975	Syak.g_00840
OG0000757	Syar.g_01984	Syak.g_00833
OG0000758	Syar.g_01985	Syak.g_00832
OG0000759	Syar.g_01986	Syak.g_00831
OG0000760	Syar.g_01987	Syak.g_00830
OG0000761	Syar.g_01988	Syak.g_00829
OG0000762	Syar.g_01992	Syak.g_00827
OG0000763	Syar.g_01699	Syak.g_00825
OG0000764	Syar.g_01700	Syak.g_00824
OG0000765	Syar.g_01718	Syak.g_00669
OG0000766	Syar.g_01719	Syak.g_00670
OG0000767	Syar.g_01721	Syak.g_00672
OG0000768	Syar.g_01722	Syak.g_00673
OG0000769	Syar.g_01724	Syak.g_00675
OG0000770	Syar.g_01727	Syak.g_00678
OG0000771	Syar.g_01373	Syak.g_00755
OG0000772	Syar.g_00746	Syak.g_02048
OG0000773	Syar.g_02694	Syak.g_00921
OG0000774	Syar.g_02771	Syak.g_00926
OG0000775	Syar.g_02773	Syak.g_00929
OG0000776	Syar.g_01755	Syak.g_00930
OG0000777	Syar.g_01754	Syak.g_00931
OG0000778	Syar.g_01753	Syak.g_00932
OG0000779	Syar.g_02779	Syak.g_00938
OG0000780	Syar.g_02781	Syak.g_00942
OG0000781	Syar.g_02785	Syak.g_00946
OG0000782	Syar.g_02786	Syak.g_00947
OG0000783	Syar.g_02787	Syak.g_00948
OG0000784	Syar.g_02788	Syak.g_00949
OG0000785	Syar.g_02791	Syak.g_00951
OG0000786	Syar.g_02795	Syak.g_00956
OG0000787	Syar.g_02796	Syak.g_00957
OG0000788	Syar.g_02331	Syak.g_00048
OG0000789	Syar.g_02040	Syak.g_00085
OG0000790	Syar.g_01456	Syak.g_02560
OG0000791	Syar.g_01454	Syak.g_02558
OG0000792	Syar.g_01453	Syak.g_02557
OG0000793	Syar.g_01243	Syak.g_02552
OG0000794	Syar.g_01242	Syak.g_02551
OG0000795	Syar.g_01240	Syak.g_02550
OG0000796	Syar.g_01236	Syak.g_02547
OG0000797	Syar.g_01235	Syak.g_02546
OG0000798	Syar.g_00222	Syak.g_01456
OG0000799	Syar.g_02844	Syak.g_00981
OG0000800	Syar.g_02843	Syak.g_00989
OG0000801	Syar.g_02842	Syak.g_00990
OG0000802	Syar.g_02825	Syak.g_00995
OG0000803	Syar.g_02822	Syak.g_01021
OG0000804	Syar.g_02819	Syak.g_01026
OG0000805	Syar.g_02817	Syak.g_01029
OG0000806	Syar.g_02815	Syak.g_01031
OG0000807	Syar.g_02814	Syak.g_01033
OG0000808	Syar.g_02813	Syak.g_01034
OG0000809	Syar.g_02811	Syak.g_01038
OG0000810	Syar.g_02810	Syak.g_01039
OG0000811	Syar.g_02805	Syak.g_01045
OG0000812	Syar.g_02803	Syak.g_01047
OG0000813	Syar.g_02802	Syak.g_01048
OG0000814	Syar.g_02800	Syak.g_01051
OG0000815	Syar.g_02799	Syak.g_01053
OG0000816	Syar.g_02797	Syak.g_01055
OG0000817	Syar.g_02861	Syak.g_01056
OG0000818	Syar.g_01418	Syak.g_01060
OG0000819	Syar.g_01417	Syak.g_01064
OG0000820	Syar.g_01416	Syak.g_01065
OG0000821	Syar.g_01410	Syak.g_01071
OG0000822	Syar.g_01408	Syak.g_01073
OG0000823	Syar.g_00017, Syar.g_01407	Syak.g_01074
OG0000824	Syar.g_01402	Syak.g_01080
OG0000825	Syar.g_01401	Syak.g_01081
OG0000826	Syar.g_01400	Syak.g_01082
OG0000827	Syar.g_01399	Syak.g_01083
OG0000828	Syar.g_01396	Syak.g_01086
OG0000829	Syar.g_01395	Syak.g_01087
OG0000830	Syar.g_01394	Syak.g_01088
OG0000831	Syar.g_01391	Syak.g_01091
OG0000832	Syar.g_01213	Syak.g_02482
OG0000833	Syar.g_02877	Syak.g_02473
OG0000834	Syar.g_02878	Syak.g_02470
OG0000835	Syar.g_02879	Syak.g_02469
OG0000836	Syar.g_02881	Syak.g_02466
OG0000837	Syar.g_02882	Syak.g_02465
OG0000838	Syar.g_02886	Syak.g_02461
OG0000839	Syar.g_02887	Syak.g_02460
OG0000840	Syar.g_02888	Syak.g_02459
OG0000841	Syar.g_02889	Syak.g_02458
OG0000842	Syar.g_02890	Syak.g_02457
OG0000843	Syar.g_02891	Syak.g_02456
OG0000844	Syar.g_02893	Syak.g_02454
OG0000845	Syar.g_02894	Syak.g_02453
OG0000846	Syar.g_02895	Syak.g_02452
OG0000847	Syar.g_02896	Syak.g_02451
OG0000848	Syar.g_02898	Syak.g_02449
OG0000849	Syar.g_02899	Syak.g_02448
OG0000850	Syar.g_02902	Syak.g_02445
OG0000851	Syar.g_02905	Syak.g_02440
OG0000852	Syar.g_02906	Syak.g_02439
OG0000853	Syar.g_02910	Syak.g_02435
OG0000854	Syar.g_02912	Syak.g_02433
OG0000855	Syar.g_02913	Syak.g_02432
OG0000856	Syar.g_02243	Syak.g_00021
OG0000857	Syar.g_02656	Syak.g_00451
OG0000858	Syar.g_02920	Syak.g_02426
OG0000859	Syar.g_02921	Syak.g_02425
OG0000860	Syar.g_02931	Syak.g_02414
OG0000861	Syar.g_02932	Syak.g_02413
OG0000862	Syar.g_02942	Syak.g_02412
OG0000863	Syar.g_02944	Syak.g_02409
OG0000864	Syar.g_02945	Syak.g_02408
OG0000865	Syar.g_02946	Syak.g_02407
OG0000866	Syar.g_02947	Syak.g_02406
OG0000867	Syar.g_02948	Syak.g_02405
OG0000868	Syar.g_02950	Syak.g_02402
OG0000869	Syar.g_02955	Syak.g_02398
OG0000870	Syar.g_02960	Syak.g_02393
OG0000871	Syar.g_02961	Syak.g_02392
OG0000872	Syar.g_02967	Syak.g_02386
OG0000873	Syar.g_02970	Syak.g_02383
OG0000874	Syar.g_02974	Syak.g_02379
OG0000875	Syar.g_02975	Syak.g_02377
OG0000876	Syar.g_01828	Syak.g_02375
OG0000877	Syar.g_02977	Syak.g_02372
OG0000878	Syar.g_02978	Syak.g_02371
OG0000879	Syar.g_02979	Syak.g_02370
OG0000880	Syar.g_02980	Syak.g_02369
OG0000881	Syar.g_02984	Syak.g_02363
OG0000882	Syar.g_02989	Syak.g_02358
OG0000883	Syar.g_02992	Syak.g_02355
OG0000884	Syar.g_02994	Syak.g_02353
OG0000885	Syar.g_02995	Syak.g_02352
OG0000886	Syar.g_02996	Syak.g_02351
OG0000887	Syar.g_02998	Syak.g_02350
OG0000888	Syar.g_03000	Syak.g_02348
OG0000889	Syar.g_03002	Syak.g_02346
OG0000890	Syar.g_03005	Syak.g_02334
OG0000891	Syar.g_03006	Syak.g_02333
OG0000892	Syar.g_03008	Syak.g_02329
OG0000893	Syar.g_00150	Syak.g_01393
OG0000894	Syar.g_00145	Syak.g_01390
OG0000895	Syar.g_00141	Syak.g_01386
OG0000896	Syar.g_00140	Syak.g_01385
OG0000897	Syar.g_00138	Syak.g_01383
OG0000898	Syar.g_00137	Syak.g_01382
OG0000899	Syar.g_00136	Syak.g_01381
OG0000900	Syar.g_00135	Syak.g_01380
OG0000901	Syar.g_00130	Syak.g_01375
OG0000902	Syar.g_01013	Syak.g_01368
OG0000903	Syar.g_01026	Syak.g_01353
OG0000904	Syar.g_01021	Syak.g_01358
OG0000905	Syar.g_01018	Syak.g_01363
OG0000906	Syar.g_01015	Syak.g_01366
OG0000907	Syar.g_01028	Syak.g_01351
OG0000908	Syar.g_01031	Syak.g_01348
OG0000909	Syar.g_01032	Syak.g_01347
OG0000910	Syar.g_01033	Syak.g_01346
OG0000911	Syar.g_01035	Syak.g_01344
OG0000912	Syar.g_01036	Syak.g_01343
OG0000913	Syar.g_01037	Syak.g_01342
OG0000914	Syar.g_01038	Syak.g_01341
OG0000915	Syar.g_01040	Syak.g_01339
OG0000916	Syar.g_01041	Syak.g_01338
OG0000917	Syar.g_01042	Syak.g_01337
OG0000918	Syar.g_01043	Syak.g_01336
OG0000919	Syar.g_01044	Syak.g_01335
OG0000920	Syar.g_01045	Syak.g_01334
OG0000921	Syar.g_01046	Syak.g_01333
OG0000922	Syar.g_01047	Syak.g_01332
OG0000923	Syar.g_01051	Syak.g_01328
OG0000924	Syar.g_01052	Syak.g_01327
OG0000925	Syar.g_01053	Syak.g_01326
OG0000926	Syar.g_01054	Syak.g_01325
OG0000927	Syar.g_01056	Syak.g_01323
OG0000928	Syar.g_01057	Syak.g_01322
OG0000929	Syar.g_01058	Syak.g_01321
OG0000930	Syar.g_01059	Syak.g_01320
OG0000931	Syar.g_01060	Syak.g_01319
OG0000932	Syar.g_01061	Syak.g_01318
OG0000933	Syar.g_01066	Syak.g_01312
OG0000934	Syar.g_01068	Syak.g_01310
OG0000935	Syar.g_01069	Syak.g_01309
OG0000936	Syar.g_01070	Syak.g_01308
OG0000937	Syar.g_01071	Syak.g_01307
OG0000938	Syar.g_01074	Syak.g_01304
OG0000939	Syar.g_01075	Syak.g_01303
OG0000940	Syar.g_01081	Syak.g_01297
OG0000941	Syar.g_01083	Syak.g_01295
OG0000942	Syar.g_01085	Syak.g_01293
OG0000943	Syar.g_01086	Syak.g_01292
OG0000944	Syar.g_01088	Syak.g_01290
OG0000945	Syar.g_01089	Syak.g_01288
OG0000946	Syar.g_01095	Syak.g_01283
OG0000947	Syar.g_01098	Syak.g_01280
OG0000948	Syar.g_01099	Syak.g_01279
OG0000949	Syar.g_00283	Syak.g_01551
OG0000950	Syar.g_00661	Syak.g_01562
OG0000951	Syar.g_00656	Syak.g_01569
OG0000952	Syar.g_00651	Syak.g_01574
OG0000953	Syar.g_00248	Syak.g_01627
OG0000954	Syar.g_00258	Syak.g_01633
OG0000955	Syar.g_00259	Syak.g_01634
OG0000956	Syar.g_00261	Syak.g_01636
OG0000957	Syar.g_00610	Syak.g_01648
OG0000958	Syar.g_00609	Syak.g_01649
OG0000959	Syar.g_00605	Syak.g_01653
OG0000960	Syar.g_00604	Syak.g_01654
OG0000961	Syar.g_00094	Syak.g_01679
OG0000962	Syar.g_00594	Syak.g_01682
OG0000963	Syar.g_00590	Syak.g_01687
OG0000964	Syar.g_00589	Syak.g_01688
OG0000965	Syar.g_00588	Syak.g_01689
OG0000966	Syar.g_00549	Syak.g_01711
OG0000967	Syar.g_00545	Syak.g_01715
OG0000968	Syar.g_00542	Syak.g_01719
OG0000969	Syar.g_00540	Syak.g_01721
OG0000970	Syar.g_00539	Syak.g_01722
OG0000971	Syar.g_00537	Syak.g_01724
OG0000972	Syar.g_00536	Syak.g_01725
OG0000973	Syar.g_00535	Syak.g_01726
OG0000974	Syar.g_00534	Syak.g_01727
OG0000975	Syar.g_00533	Syak.g_01728
OG0000976	Syar.g_00532	Syak.g_01729
OG0000977	Syar.g_00530	Syak.g_01731
OG0000978	Syar.g_00529	Syak.g_01732
OG0000979	Syar.g_00526	Syak.g_01735
OG0000980	Syar.g_00523	Syak.g_01738
OG0000981	Syar.g_00520	Syak.g_01741
OG0000982	Syar.g_00331	Syak.g_01941
OG0000983	Syar.g_00332	Syak.g_01940
OG0000984	Syar.g_00333	Syak.g_01939
OG0000985	Syar.g_00337	Syak.g_01935
OG0000986	Syar.g_00344	Syak.g_01933
OG0000987	Syar.g_00346	Syak.g_01931
OG0000988	Syar.g_00352	Syak.g_01925
OG0000989	Syar.g_00377	Syak.g_01912
OG0000990	Syar.g_00697	Syak.g_01900
OG0000991	Syar.g_00700	Syak.g_01896
OG0000992	Syar.g_00704	Syak.g_01893
OG0000993	Syar.g_00705	Syak.g_01892
OG0000994	Syar.g_00708	Syak.g_01889
OG0000995	Syar.g_03212, Syar.g_00624	Syak.g_01880
OG0000996	Syar.g_00861	Syak.g_01839
OG0000997	Syar.g_00437	Syak.g_01828
OG0000998	Syar.g_00439	Syak.g_01826
OG0000999	Syar.g_00440	Syak.g_01825
OG0001000	Syar.g_00955, Syar.g_00444	Syak.g_01821
OG0001001	Syar.g_00450	Syak.g_01814
OG0001002	Syar.g_00457	Syak.g_01807
OG0001003	Syar.g_00459	Syak.g_01806
OG0001004	Syar.g_00460	Syak.g_01805
OG0001005	Syar.g_00461	Syak.g_01804
OG0001006	Syar.g_00468	Syak.g_01797
OG0001007	Syar.g_00470	Syak.g_01795
OG0001008	Syar.g_01178, Syar.g_03274	Syak.g_01190
OG0001009	Syar.g_00500	Syak.g_01762
OG0001010	Syar.g_00501	Syak.g_01761
OG0001011	Syar.g_00503	Syak.g_01759
OG0001013	Syar.g_00906	Syak.g_01969
OG0001014	Syar.g_00914	Syak.g_01975
OG0001015	Syar.g_00915	Syak.g_01976
OG0001017	Syar.g_03050	Syak.g_02244
OG0001018	Syar.g_03052	Syak.g_02242
OG0001019	Syar.g_03086	Syak.g_02218
OG0001020	Syar.g_03092	Syak.g_02214
OG0001021	Syar.g_03098	Syak.g_02210
OG0001022	Syar.g_03102	Syak.g_02205
OG0001023	Syar.g_03103	Syak.g_02204
OG0001024	Syar.g_02276	Syak.g_02201
OG0001025	Syar.g_03115	Syak.g_02195
OG0001026	Syar.g_03131	Syak.g_02182
OG0001027	Syar.g_00031	Syak.g_02178
OG0001028	Syar.g_00034	Syak.g_02176
OG0001029	Syar.g_00036	Syak.g_02174
OG0001030	Syar.g_00058	Syak.g_02153
OG0001031	Syar.g_00129	Syak.g_02079
OG0001032	Syar.g_01011	Syak.g_02077
OG0001033	Syar.g_00962	Syak.g_02037
OG0001034	Syar.g_03022	Syak.g_02305
OG0001035	Syar.g_00171	Syak.g_01422
OG0001036	Syar.g_00193	Syak.g_01427
OG0001037	Syar.g_00195	Syak.g_01429
OG0001038	Syar.g_00223	Syak.g_01457
OG0001039	Syar.g_00226	Syak.g_01460
OG0001040	Syar.g_00229	Syak.g_01463
OG0001041	Syar.g_00234	Syak.g_01468
OG0001042	Syar.g_00831	Syak.g_01500
OG0001043	Syar.g_00826	Syak.g_01504
OG0001044	Syar.g_01117	Syak.g_01247
OG0001045	Syar.g_01130	Syak.g_01234
OG0001046	Syar.g_02514	Syak.g_00479
OG0001047	Syar.g_01180	Syak.g_01188
OG0001048	Syar.g_01181	Syak.g_01187
OG0001049	Syar.g_02872	Syak.g_01184
OG0001050	Syar.g_02871	Syak.g_01183
OG0001051	Syar.g_02870	Syak.g_01182
OG0001052	Syar.g_01269	Syak.g_01122
OG0001053	Syar.g_01472	Syak.g_02577
OG0001054	Syar.g_01492	Syak.g_02596
OG0001055	Syar.g_01513	Syak.g_02617
OG0001056	Syar.g_02349	Syak.g_02645
OG0001057	Syar.g_02341	Syak.g_00964
OG0001058	Syar.g_02324	Syak.g_02668
OG0001060	Syar.g_02315	Syak.g_02677
OG0001061	Syar.g_02297	Syak.g_02697
OG0001062	Syar.g_02294	Syak.g_02699
OG0001063	Syar.g_02209	Syak.g_02704
OG0001064	Syar.g_02208	Syak.g_02705
OG0001065	Syar.g_02207	Syak.g_02706
OG0001066	Syar.g_02206	Syak.g_02707
OG0001067	Syar.g_02205	Syak.g_02708
OG0001068	Syar.g_02204	Syak.g_02709
OG0001069	Syar.g_02203	Syak.g_02710
OG0001070	Syar.g_02200	Syak.g_02714
OG0001071	Syar.g_02199	Syak.g_02715
OG0001072	Syar.g_02195	Syak.g_02721
OG0001073	Syar.g_02182	Syak.g_02736
OG0001074	Syar.g_02031	Syak.g_00098
OG0001075	Syar.g_02215	Syak.g_02760
OG0001076	Syar.g_02253	Syak.g_00011
OG0001077	Syar.g_02240	Syak.g_00024
OG0001078	Syar.g_02419	Syak.g_00036
OG0001079	Syar.g_02431	Syak.g_00049
OG0001080	Syar.g_02442	Syak.g_00264
OG0001081	Syar.g_02444	Syak.g_00327
OG0001082	Syar.g_02445	Syak.g_00328
OG0001083	Syar.g_02473	Syak.g_00336
OG0001084	Syar.g_02474	Syak.g_00337
OG0001085	Syar.g_01688	Syak.g_00354
OG0001086	Syar.g_01686	Syak.g_00356
OG0001087	Syar.g_02347	Syak.g_00691
OG0001088	Syar.g_00431	Syak.g_00694
OG0001089	Syar.g_01942	Syak.g_00722
OG0001090	Syar.g_01582	Syak.g_00806
OG0001091	Syar.g_01580	Syak.g_00804
OG0001092	Syar.g_01578	Syak.g_00801
OG0001093	Syar.g_01572	Syak.g_00794
OG0001094	Syar.g_02633	Syak.g_00428
OG0001095	Syar.g_02653	Syak.g_00448
OG0001096	Syar.g_02476	Syak.g_00623
OG0001097	Syar.g_01823	Syak.g_00598
OG0001098	Syar.g_01672	Syak.g_00578
OG0001099	Syar.g_00035	Syak.g_02175
OG0001100	Syar.g_01625	Syak.g_00365
OG0001101	Syar.g_01623	Syak.g_00367
OG0001102	Syar.g_01620	Syak.g_00370
OG0001103	Syar.g_01618	Syak.g_00372
OG0001104	Syar.g_02616	Syak.g_00410
OG0001105	Syar.g_02620	Syak.g_00414
OG0001106	Syar.g_02553	Syak.g_00518
OG0001107	Syar.g_02541	Syak.g_00505
OG0001109	Syar.g_02529	Syak.g_00495
OG0001110	Syar.g_02527	Syak.g_00493
OG0001111	Syar.g_02525	Syak.g_00491
OG0001112	Syar.g_02523	Syak.g_00489
OG0001113	Syar.g_02522	Syak.g_00406
OG0001114	Syar.g_02521	Syak.g_00488
OG0001115	Syar.g_02519	Syak.g_00484
OG0001116	Syar.g_02517	Syak.g_00482
OG0001117	Syar.g_02516	Syak.g_00481
OG0001118	Syar.g_02515	Syak.g_00480
OG0001119	Syar.g_02513	Syak.g_00478
OG0001120	Syar.g_02507	Syak.g_00474
OG0001123	Syar.g_01796	Syak.g_00650
OG0001124	Syar.g_01793	Syak.g_00652
OG0001125	Syar.g_01791	Syak.g_00654
OG0001126	Syar.g_01375	Syak.g_00757
OG0001127	Syar.g_01374	Syak.g_00756
OG0001128	Syar.g_01371	Syak.g_00753
OG0001129	Syar.g_01369	Syak.g_00751
OG0001130	Syar.g_01368	Syak.g_00750
OG0001131	Syar.g_02448	Syak.g_00389
OG0001132	Syar.g_00684	Syak.g_00120
OG0001133	Syar.g_02249	Syak.g_00014
OG0001134	Syar.g_02235	Syak.g_00273
OG0001135	Syar.g_02232	Syak.g_00274
OG0001136	Syar.g_01536	Syak.g_00901
OG0001137	Syar.g_01944	Syak.g_00876
OG0001138	Syar.g_01977	Syak.g_00839
OG0001139	Syar.g_01980	Syak.g_00837
OG0001140	Syar.g_01981	Syak.g_00836
OG0001141	Syar.g_01982	Syak.g_00835
OG0001142	Syar.g_01983	Syak.g_00834
OG0001143	Syar.g_01698	Syak.g_00826
OG0001144	Syar.g_01707	Syak.g_00815
OG0001145	Syar.g_02769	Syak.g_00922
OG0001146	Syar.g_02782	Syak.g_00943
OG0001147	Syar.g_01276	Syak.g_01113
OG0001148	Syar.g_01459	Syak.g_02563
