Orthogroup	Syar	Praa
OG0000561	Syar.g_02319	Praa.g_00556
OG0000562	Syar.g_02318	Praa.g_00557
OG0000563	Syar.g_02317	Praa.g_00558
OG0000564	Syar.g_02316	Praa.g_00559
OG0000565	Syar.g_02312	Praa.g_00562
OG0000566	Syar.g_02308	Praa.g_00564
OG0000567	Syar.g_02304	Praa.g_00568
OG0000568	Syar.g_02302	Praa.g_00569
OG0000569	Syar.g_02301	Praa.g_00570
OG0000570	Syar.g_02300	Praa.g_00571
OG0000571	Syar.g_02298	Praa.g_00573
OG0000572	Syar.g_02201	Praa.g_00586
OG0000573	Syar.g_02191	Praa.g_00592
OG0000574	Syar.g_02190	Praa.g_00593
OG0000575	Syar.g_03180	Praa.g_00597
OG0000576	Syar.g_02187	Praa.g_00599
OG0000577	Syar.g_02186	Praa.g_00600
OG0000578	Syar.g_02185	Praa.g_00601
OG0000579	Syar.g_02184	Praa.g_00602
OG0000580	Syar.g_02183	Praa.g_00603
OG0000581	Syar.g_02175	Praa.g_00605
OG0000582	Syar.g_02131	Praa.g_00608
OG0000583	Syar.g_02132	Praa.g_00609
OG0000584	Syar.g_02133	Praa.g_00610
OG0000585	Syar.g_02170	Praa.g_00612
OG0000586	Syar.g_02171	Praa.g_00613
OG0000587	Syar.g_02173	Praa.g_00614
OG0000588	Syar.g_02275	Praa.g_00618
OG0000589	Syar.g_02261	Praa.g_00621
OG0000590	Syar.g_02260	Praa.g_00622
OG0000591	Syar.g_02246	Praa.g_00625
OG0000592	Syar.g_02245	Praa.g_00626
OG0000593	Syar.g_02414	Praa.g_00632
OG0000594	Syar.g_02415	Praa.g_00633
OG0000595	Syar.g_02416	Praa.g_00634
OG0000596	Syar.g_02421	Praa.g_00638
OG0000597	Syar.g_02424	Praa.g_00640
OG0000598	Syar.g_02425	Praa.g_00641
OG0000599	Syar.g_02428	Praa.g_00644
OG0000600	Syar.g_02429	Praa.g_00645
OG0000601	Syar.g_02430	Praa.g_00646
OG0000602	Syar.g_02435	Praa.g_00648
OG0000603	Syar.g_02436	Praa.g_00649
OG0000604	Syar.g_02438	Praa.g_00650
OG0000605	Syar.g_02440	Praa.g_00651
OG0000606	Syar.g_02443	Praa.g_00654
OG0000607	Syar.g_02446	Praa.g_00657
OG0000608	Syar.g_02447	Praa.g_00658
OG0000609	Syar.g_02470	Praa.g_00659
OG0000610	Syar.g_01917	Praa.g_00664
OG0000611	Syar.g_01914	Praa.g_00667
OG0000612	Syar.g_01913	Praa.g_00668
OG0000613	Syar.g_00712	Praa.g_00673
OG0000614	Syar.g_02012, Syar.g_01344	Praa.g_00692
OG0000615	Syar.g_02603	Praa.g_00700
OG0000616	Syar.g_00454	Praa.g_00704
OG0000617	Syar.g_01576	Praa.g_00717
OG0000618	Syar.g_01575	Praa.g_00718
OG0000619	Syar.g_01574	Praa.g_00719
OG0000620	Syar.g_01569	Praa.g_00722
OG0000621	Syar.g_01568	Praa.g_00723
OG0000622	Syar.g_01566	Praa.g_00724
OG0000623	Syar.g_01565	Praa.g_00725
OG0000624	Syar.g_01564	Praa.g_00726
OG0000625	Syar.g_01563	Praa.g_00727
OG0000626	Syar.g_01562	Praa.g_00728
OG0000627	Syar.g_01868	Praa.g_00729
OG0000628	Syar.g_01869	Praa.g_00730
OG0000629	Syar.g_01872	Praa.g_00731
OG0000630	Syar.g_02586	Praa.g_00734
OG0000631	Syar.g_02579	Praa.g_00794
OG0000632	Syar.g_02578	Praa.g_00795
OG0000633	Syar.g_02576	Praa.g_00796
OG0000634	Syar.g_02635	Praa.g_00799
OG0000635	Syar.g_02636	Praa.g_00800
OG0000636	Syar.g_02638	Praa.g_00802
OG0000637	Syar.g_02640	Praa.g_00804
OG0000638	Syar.g_02641	Praa.g_00805
OG0000639	Syar.g_02642	Praa.g_00806
OG0000640	Syar.g_02643	Praa.g_00807
OG0000641	Syar.g_02648	Praa.g_00812
OG0000642	Syar.g_02649	Praa.g_00813
OG0000643	Syar.g_02650	Praa.g_00814
OG0000644	Syar.g_02651	Praa.g_00815
OG0000645	Syar.g_02652	Praa.g_00816
OG0000646	Syar.g_02655	Praa.g_00818
OG0000647	Syar.g_02657	Praa.g_00819
OG0000648	Syar.g_02659	Praa.g_00821
OG0000649	Syar.g_02660	Praa.g_00822
OG0000650	Syar.g_02661	Praa.g_00823
OG0000651	Syar.g_02662	Praa.g_00824
OG0000652	Syar.g_02663	Praa.g_00825
OG0000653	Syar.g_02665	Praa.g_00827
OG0000654	Syar.g_02666	Praa.g_00828
OG0000655	Syar.g_02667	Praa.g_00829
OG0000656	Syar.g_02479	Praa.g_00832
OG0000657	Syar.g_01812	Praa.g_00840
OG0000658	Syar.g_01815	Praa.g_00841
OG0000659	Syar.g_01816	Praa.g_00842
OG0000660	Syar.g_01820	Praa.g_00846
OG0000661	Syar.g_03175, Syar.g_01822	Praa.g_00848
OG0000662	Syar.g_01829	Praa.g_00850
OG0000663	Syar.g_01832	Praa.g_00852
OG0000664	Syar.g_01837	Praa.g_00853
OG0000665	Syar.g_02774	Praa.g_00857
OG0000666	Syar.g_01241	Praa.g_00858
OG0000667	Syar.g_02346	Praa.g_00862
OG0000668	Syar.g_01802	Praa.g_00892
OG0000669	Syar.g_01627	Praa.g_00899
OG0000670	Syar.g_01624	Praa.g_00901
OG0000671	Syar.g_01622	Praa.g_00903
OG0000672	Syar.g_01619	Praa.g_00905
OG0000673	Syar.g_01615	Praa.g_00908
OG0000674	Syar.g_01613	Praa.g_00910
OG0000675	Syar.g_01612	Praa.g_00911
OG0000676	Syar.g_01608	Praa.g_00913
OG0000677	Syar.g_01607	Praa.g_00914
OG0000678	Syar.g_02037	Praa.g_00916
OG0000679	Syar.g_02606	Praa.g_00920
OG0000680	Syar.g_02607	Praa.g_00921
OG0000681	Syar.g_02610	Praa.g_00923
OG0000682	Syar.g_02611	Praa.g_00924
OG0000683	Syar.g_02612	Praa.g_00925
OG0000684	Syar.g_02615	Praa.g_00926
OG0000685	Syar.g_02617	Praa.g_00928
OG0000686	Syar.g_02618	Praa.g_00929
OG0000687	Syar.g_02619	Praa.g_00930
OG0000688	Syar.g_02624	Praa.g_00933
OG0000689	Syar.g_02626	Praa.g_00934
OG0000690	Syar.g_02627	Praa.g_00935
OG0000691	Syar.g_02628	Praa.g_00936
OG0000692	Syar.g_02629	Praa.g_00938
OG0000693	Syar.g_02631	Praa.g_00939
OG0000694	Syar.g_02632	Praa.g_00940
OG0000695	Syar.g_02573	Praa.g_00942
OG0000696	Syar.g_02572	Praa.g_00943
OG0000697	Syar.g_02570	Praa.g_00944
OG0000698	Syar.g_02567	Praa.g_00947
OG0000699	Syar.g_02566	Praa.g_00948
OG0000700	Syar.g_02565	Praa.g_00949
OG0000701	Syar.g_02564	Praa.g_00950
OG0000702	Syar.g_02559	Praa.g_00952
OG0000703	Syar.g_02557	Praa.g_00953
OG0000704	Syar.g_02555	Praa.g_00954
OG0000705	Syar.g_02547	Praa.g_00958
OG0000706	Syar.g_02546	Praa.g_00959
OG0000707	Syar.g_02545	Praa.g_00960
OG0000708	Syar.g_02542	Praa.g_00961
OG0000709	Syar.g_02534	Praa.g_00965
OG0000710	Syar.g_02528	Praa.g_00968
OG0000711	Syar.g_02499	Praa.g_00985
OG0000712	Syar.g_02497	Praa.g_00987
OG0000713	Syar.g_02496	Praa.g_00988
OG0000714	Syar.g_02494	Praa.g_00989
OG0000715	Syar.g_02492	Praa.g_00991
OG0000716	Syar.g_02488	Praa.g_00993
OG0000717	Syar.g_02487	Praa.g_00994
OG0000718	Syar.g_02483	Praa.g_01008
OG0000719	Syar.g_01804	Praa.g_01010
OG0000720	Syar.g_01790	Praa.g_01019
OG0000721	Syar.g_01788	Praa.g_01021
OG0000722	Syar.g_01787	Praa.g_01022
OG0000723	Syar.g_01560	Praa.g_01025
OG0000724	Syar.g_01367, Syar.g_02120	Praa.g_01034
OG0000725	Syar.g_01934	Praa.g_01040
OG0000726	Syar.g_01935	Praa.g_01041
OG0000727	Syar.g_01936	Praa.g_01042
OG0000728	Syar.g_01938	Praa.g_01044
OG0000729	Syar.g_00593	Praa.g_01091
OG0000730	Syar.g_01115	Praa.g_01095
OG0000731	Syar.g_01127	Praa.g_01099
OG0000732	Syar.g_00522	Praa.g_01109
OG0000733	Syar.g_02234	Praa.g_01128
OG0000734	Syar.g_03128	Praa.g_01145
OG0000735	Syar.g_01522	Praa.g_01147
OG0000736	Syar.g_01523	Praa.g_01148
OG0000737	Syar.g_01524	Praa.g_01149
OG0000738	Syar.g_01530	Praa.g_01153
OG0000739	Syar.g_01531	Praa.g_01154
OG0000740	Syar.g_01532	Praa.g_01155
OG0000741	Syar.g_01535	Praa.g_01156
OG0000742	Syar.g_01538	Praa.g_01158
OG0000743	Syar.g_01541	Praa.g_01160
OG0000744	Syar.g_01542	Praa.g_01161
OG0000745	Syar.g_01545	Praa.g_01162
OG0000746	Syar.g_01549	Praa.g_01164
OG0000747	Syar.g_01551	Praa.g_01165
OG0000748	Syar.g_01945	Praa.g_01168
OG0000749	Syar.g_01946	Praa.g_01169
OG0000750	Syar.g_01947	Praa.g_01170
OG0000751	Syar.g_01952	Praa.g_01172
OG0000752	Syar.g_01954	Praa.g_01174
OG0000753	Syar.g_01957	Praa.g_01177
OG0000754	Syar.g_01963	Praa.g_01180
OG0000755	Syar.g_01974	Praa.g_01183
OG0000756	Syar.g_01975	Praa.g_01184
OG0000757	Syar.g_01984	Praa.g_01190
OG0000758	Syar.g_01985	Praa.g_01191
OG0000759	Syar.g_01986	Praa.g_01192
OG0000760	Syar.g_01987	Praa.g_01193
OG0000761	Syar.g_01988	Praa.g_01194
OG0000762	Syar.g_01992	Praa.g_01195
OG0000763	Syar.g_01699	Praa.g_01197
OG0000764	Syar.g_01700	Praa.g_01198
OG0000765	Syar.g_01718	Praa.g_01207
OG0000766	Syar.g_01719	Praa.g_01208
OG0000767	Syar.g_01721	Praa.g_01210
OG0000768	Syar.g_01722	Praa.g_01211
OG0000769	Syar.g_01724	Praa.g_01213
OG0000770	Syar.g_01727	Praa.g_01215
OG0000771	Syar.g_01373	Praa.g_01224
OG0000772	Syar.g_00746	Praa.g_01290
OG0000773	Syar.g_02694	Praa.g_01309
OG0000774	Syar.g_02771	Praa.g_01311
OG0000775	Syar.g_02773	Praa.g_01313
OG0000776	Syar.g_01755	Praa.g_01314
OG0000777	Syar.g_01754	Praa.g_01315
OG0000778	Syar.g_01753	Praa.g_01316
OG0000779	Syar.g_02779	Praa.g_01320
OG0000780	Syar.g_02781	Praa.g_01321
OG0000781	Syar.g_02785	Praa.g_01324
OG0000782	Syar.g_02786	Praa.g_01325
OG0000783	Syar.g_02787	Praa.g_01326
OG0000784	Syar.g_02788	Praa.g_01327
OG0000785	Syar.g_02791	Praa.g_01329
OG0000786	Syar.g_02795	Praa.g_01331
OG0000787	Syar.g_02796	Praa.g_01332
OG0000788	Syar.g_02331	Praa.g_01353
OG0000789	Syar.g_02040	Praa.g_01356
OG0000790	Syar.g_01456	Praa.g_01371
OG0000791	Syar.g_01454	Praa.g_01373
OG0000792	Syar.g_01453	Praa.g_01374
OG0000793	Syar.g_01243	Praa.g_01377
OG0000794	Syar.g_01242	Praa.g_01378
OG0000795	Syar.g_01240	Praa.g_01379
OG0000796	Syar.g_01236	Praa.g_01383
OG0000797	Syar.g_01235	Praa.g_01384
OG0000798	Syar.g_00222	Praa.g_01393
OG0000798	Syar.g_02701	Praa.g_01412
OG0000799	Syar.g_02844	Praa.g_01458
OG0000800	Syar.g_02843	Praa.g_01459
OG0000801	Syar.g_02842	Praa.g_01460
OG0000802	Syar.g_02825	Praa.g_01462
OG0000803	Syar.g_02822	Praa.g_01464
OG0000804	Syar.g_02819	Praa.g_01465
OG0000805	Syar.g_02817	Praa.g_01467
OG0000806	Syar.g_02815	Praa.g_01469
OG0000807	Syar.g_02814	Praa.g_01470
OG0000808	Syar.g_02813	Praa.g_01471
OG0000809	Syar.g_02811	Praa.g_01474
OG0000810	Syar.g_02810	Praa.g_01475
OG0000811	Syar.g_02805	Praa.g_01479
OG0000812	Syar.g_02803	Praa.g_01481
OG0000813	Syar.g_02802	Praa.g_01482
OG0000814	Syar.g_02800	Praa.g_01484
OG0000815	Syar.g_02799	Praa.g_01485
OG0000816	Syar.g_02797	Praa.g_01487
OG0000817	Syar.g_02861	Praa.g_01488
OG0000818	Syar.g_01418	Praa.g_01493
OG0000819	Syar.g_01417	Praa.g_01494
OG0000820	Syar.g_01416	Praa.g_01495
OG0000821	Syar.g_01410	Praa.g_01499
OG0000822	Syar.g_01408	Praa.g_01500
OG0000823	Syar.g_00017, Syar.g_01407	Praa.g_01501
OG0000824	Syar.g_01402	Praa.g_01504
OG0000825	Syar.g_01401	Praa.g_01505
OG0000826	Syar.g_01400	Praa.g_01506
OG0000827	Syar.g_01399	Praa.g_01507
OG0000828	Syar.g_01396	Praa.g_01510
OG0000829	Syar.g_01395	Praa.g_01511
OG0000830	Syar.g_01394	Praa.g_01512
OG0000831	Syar.g_01391	Praa.g_01514
OG0000832	Syar.g_01213	Praa.g_01520
OG0000833	Syar.g_02877	Praa.g_01528
OG0000834	Syar.g_02878	Praa.g_01529
OG0000835	Syar.g_02879	Praa.g_01530
OG0000836	Syar.g_02881	Praa.g_01531
OG0000837	Syar.g_02882	Praa.g_01532
OG0000838	Syar.g_02886	Praa.g_01534
OG0000839	Syar.g_02887	Praa.g_01535
OG0000840	Syar.g_02888	Praa.g_01536
OG0000841	Syar.g_02889	Praa.g_01537
OG0000842	Syar.g_02890	Praa.g_01538
OG0000843	Syar.g_02891	Praa.g_01539
OG0000844	Syar.g_02893	Praa.g_01541
OG0000845	Syar.g_02894	Praa.g_01542
OG0000846	Syar.g_02895	Praa.g_01543
OG0000847	Syar.g_02896	Praa.g_01544
OG0000848	Syar.g_02898	Praa.g_01545
OG0000849	Syar.g_02899	Praa.g_01546
OG0000850	Syar.g_02902	Praa.g_01548
OG0000851	Syar.g_02905	Praa.g_01549
OG0000852	Syar.g_02906	Praa.g_01550
OG0000853	Syar.g_02910	Praa.g_01554
OG0000854	Syar.g_02912	Praa.g_01556
OG0000855	Syar.g_02913	Praa.g_01557
OG0000856	Syar.g_02243	Praa.g_01572
OG0000857	Syar.g_02656	Praa.g_01600
OG0000858	Syar.g_02920	Praa.g_01629
OG0000859	Syar.g_02921	Praa.g_01630
OG0000860	Syar.g_02931	Praa.g_01637
OG0000861	Syar.g_02932	Praa.g_01638
OG0000862	Syar.g_02942	Praa.g_01639
OG0000863	Syar.g_02944	Praa.g_01641
OG0000864	Syar.g_02945	Praa.g_01642
OG0000865	Syar.g_02946	Praa.g_01643
OG0000866	Syar.g_02947	Praa.g_01644
OG0000867	Syar.g_02948	Praa.g_01645
OG0000868	Syar.g_02950	Praa.g_01646
OG0000869	Syar.g_02955	Praa.g_01650
OG0000870	Syar.g_02960	Praa.g_01655
OG0000871	Syar.g_02961	Praa.g_01656
OG0000872	Syar.g_02967	Praa.g_01657
OG0000873	Syar.g_02970	Praa.g_01660
OG0000874	Syar.g_02974	Praa.g_01663
OG0000875	Syar.g_02975	Praa.g_01665
OG0000876	Syar.g_01828	Praa.g_01666
OG0000877	Syar.g_02977	Praa.g_01668
OG0000878	Syar.g_02978	Praa.g_01669
OG0000879	Syar.g_02979	Praa.g_01670
OG0000880	Syar.g_02980	Praa.g_01671
OG0000881	Syar.g_02984	Praa.g_01675
OG0000882	Syar.g_02989	Praa.g_01680
OG0000883	Syar.g_02992	Praa.g_01682
OG0000884	Syar.g_02994	Praa.g_01684
OG0000885	Syar.g_02995	Praa.g_01685
OG0000886	Syar.g_02996	Praa.g_01686
OG0000887	Syar.g_02998	Praa.g_01687
OG0000888	Syar.g_03000	Praa.g_01689
OG0000889	Syar.g_03002	Praa.g_01691
OG0000890	Syar.g_03005	Praa.g_01692
OG0000891	Syar.g_03006	Praa.g_01693
OG0000892	Syar.g_03008	Praa.g_01695
OG0000893	Syar.g_00150	Praa.g_01699
OG0000894	Syar.g_00145	Praa.g_01701
OG0000895	Syar.g_00141	Praa.g_01704
OG0000896	Syar.g_00140	Praa.g_01705
OG0000897	Syar.g_00138	Praa.g_01707
OG0000898	Syar.g_00137	Praa.g_01708
OG0000899	Syar.g_00136	Praa.g_01709
OG0000900	Syar.g_00135	Praa.g_01710
OG0000901	Syar.g_00130	Praa.g_01713
OG0000902	Syar.g_01013	Praa.g_01715
OG0000903	Syar.g_01026	Praa.g_01718
OG0000904	Syar.g_01021	Praa.g_01720
OG0000905	Syar.g_01018	Praa.g_01725
OG0000906	Syar.g_01015	Praa.g_01726
OG0000907	Syar.g_01028	Praa.g_01733
OG0000908	Syar.g_01031	Praa.g_01736
OG0000909	Syar.g_01032	Praa.g_01737
OG0000910	Syar.g_01033	Praa.g_01738
OG0000911	Syar.g_01035	Praa.g_01740
OG0000912	Syar.g_01036	Praa.g_01741
OG0000913	Syar.g_01037	Praa.g_01742
OG0000914	Syar.g_01038	Praa.g_01743
OG0000915	Syar.g_01040	Praa.g_01744
OG0000916	Syar.g_01041	Praa.g_01745
OG0000917	Syar.g_01042	Praa.g_01746
OG0000918	Syar.g_01043	Praa.g_01747
OG0000919	Syar.g_01044	Praa.g_01748
OG0000920	Syar.g_01045	Praa.g_01749
OG0000921	Syar.g_01046	Praa.g_01750
OG0000922	Syar.g_01047	Praa.g_01751
OG0000923	Syar.g_01051	Praa.g_01755
OG0000924	Syar.g_01052	Praa.g_01756
OG0000925	Syar.g_01053	Praa.g_01757
OG0000926	Syar.g_01054	Praa.g_01758
OG0000927	Syar.g_01056	Praa.g_01760
OG0000928	Syar.g_01057	Praa.g_01761
OG0000929	Syar.g_01058	Praa.g_01762
OG0000930	Syar.g_01059	Praa.g_01763
OG0000931	Syar.g_01060	Praa.g_01764
OG0000932	Syar.g_01061	Praa.g_01765
OG0000933	Syar.g_01066	Praa.g_01769
OG0000934	Syar.g_01068	Praa.g_01771
OG0000935	Syar.g_01069	Praa.g_01772
OG0000936	Syar.g_01070	Praa.g_01773
OG0000937	Syar.g_01071	Praa.g_01774
OG0000938	Syar.g_01074	Praa.g_01776
OG0000939	Syar.g_01075	Praa.g_01777
OG0000940	Syar.g_01081	Praa.g_01784
OG0000941	Syar.g_01083	Praa.g_01786
OG0000942	Syar.g_01085	Praa.g_01788
OG0000943	Syar.g_01086	Praa.g_01789
OG0000944	Syar.g_01088	Praa.g_01790
OG0000945	Syar.g_01089	Praa.g_01791
OG0000946	Syar.g_01095	Praa.g_01796
OG0000947	Syar.g_01098	Praa.g_01798
OG0000948	Syar.g_01099	Praa.g_01799
OG0000949	Syar.g_00283	Praa.g_01802
OG0000950	Syar.g_00661	Praa.g_01807
OG0000951	Syar.g_00656	Praa.g_01811
OG0000952	Syar.g_00651	Praa.g_01815
OG0000953	Syar.g_00248	Praa.g_01818
OG0000954	Syar.g_00258	Praa.g_01822
OG0000955	Syar.g_00259	Praa.g_01823
OG0000956	Syar.g_00261	Praa.g_01825
OG0000957	Syar.g_00610	Praa.g_01830
OG0000958	Syar.g_00609	Praa.g_01831
OG0000959	Syar.g_00605	Praa.g_01835
OG0000960	Syar.g_00604	Praa.g_01836
OG0000961	Syar.g_00094	Praa.g_01838
OG0000962	Syar.g_00594	Praa.g_01840
OG0000963	Syar.g_00590	Praa.g_01844
OG0000964	Syar.g_00589	Praa.g_01845
OG0000965	Syar.g_00588	Praa.g_01846
OG0000966	Syar.g_00549	Praa.g_01853
OG0000967	Syar.g_00545	Praa.g_01858
OG0000968	Syar.g_00542	Praa.g_01860
OG0000969	Syar.g_00540	Praa.g_01861
OG0000970	Syar.g_00539	Praa.g_01862
OG0000971	Syar.g_00537	Praa.g_01863
OG0000972	Syar.g_00536	Praa.g_01864
OG0000973	Syar.g_00535	Praa.g_01865
OG0000974	Syar.g_00534	Praa.g_01866
OG0000975	Syar.g_00533	Praa.g_01867
OG0000976	Syar.g_00532	Praa.g_01868
OG0000977	Syar.g_00530	Praa.g_01869
OG0000978	Syar.g_00529	Praa.g_01870
OG0000979	Syar.g_00526	Praa.g_01873
OG0000980	Syar.g_00523	Praa.g_01875
OG0000981	Syar.g_00520	Praa.g_01877
OG0000982	Syar.g_00331	Praa.g_01879
OG0000983	Syar.g_00332	Praa.g_01880
OG0000984	Syar.g_00333	Praa.g_01881
OG0000985	Syar.g_00337	Praa.g_01884
OG0000986	Syar.g_00344	Praa.g_01886
OG0000987	Syar.g_00346	Praa.g_01887
OG0000988	Syar.g_00352	Praa.g_01890
OG0000989	Syar.g_00377	Praa.g_01893
OG0000990	Syar.g_00697	Praa.g_01896
OG0000991	Syar.g_00700	Praa.g_01897
OG0000992	Syar.g_00704	Praa.g_01899
OG0000993	Syar.g_00705	Praa.g_01900
OG0000994	Syar.g_00708	Praa.g_01901
OG0000995	Syar.g_03212, Syar.g_00624	Praa.g_01905
OG0000996	Syar.g_00861	Praa.g_01906
OG0000997	Syar.g_00437	Praa.g_01907
OG0000998	Syar.g_00439	Praa.g_01909
OG0000999	Syar.g_00440	Praa.g_01910
OG0001000	Syar.g_00955, Syar.g_00444	Praa.g_01913
OG0001001	Syar.g_00450	Praa.g_01915
OG0001002	Syar.g_00457	Praa.g_01919
OG0001003	Syar.g_00459	Praa.g_01920
OG0001004	Syar.g_00460	Praa.g_01921
OG0001005	Syar.g_00461	Praa.g_01922
OG0001006	Syar.g_00468	Praa.g_01926
OG0001007	Syar.g_00470	Praa.g_01928
OG0001009	Syar.g_00500	Praa.g_00027
OG0001010	Syar.g_00501	Praa.g_00028
OG0001011	Syar.g_00503	Praa.g_00029
OG0001013	Syar.g_00906	Praa.g_00048
OG0001014	Syar.g_00914	Praa.g_00051
OG0001015	Syar.g_00915	Praa.g_00052
OG0001017	Syar.g_03050	Praa.g_00077
OG0001018	Syar.g_03052	Praa.g_00080
OG0001019	Syar.g_03086	Praa.g_00089
OG0001020	Syar.g_03092	Praa.g_00090
OG0001021	Syar.g_03098	Praa.g_00091
OG0001022	Syar.g_03102	Praa.g_00094
OG0001023	Syar.g_03103	Praa.g_00095
OG0001024	Syar.g_02276	Praa.g_00098
OG0001025	Syar.g_03115	Praa.g_00104
OG0001026	Syar.g_03131	Praa.g_00111
OG0001027	Syar.g_00031	Praa.g_00112
OG0001028	Syar.g_00034	Praa.g_00114
OG0001029	Syar.g_00036	Praa.g_00115
OG0001030	Syar.g_00058	Praa.g_00130
OG0001031	Syar.g_00129	Praa.g_00186
OG0001032	Syar.g_01011	Praa.g_00187
OG0001033	Syar.g_00962	Praa.g_00208
OG0001034	Syar.g_03022	Praa.g_00236
OG0001035	Syar.g_00171	Praa.g_00254
OG0001036	Syar.g_00193	Praa.g_00259
OG0001037	Syar.g_00195	Praa.g_00260
OG0001038	Syar.g_00223	Praa.g_00278
OG0001039	Syar.g_00226	Praa.g_00281
OG0001040	Syar.g_00229	Praa.g_00283
OG0001041	Syar.g_00234	Praa.g_00287
OG0001042	Syar.g_00831	Praa.g_00304
OG0001043	Syar.g_00826	Praa.g_00305
OG0001044	Syar.g_01117	Praa.g_00333
OG0001045	Syar.g_01130	Praa.g_00341
OG0001046	Syar.g_02514	Praa.g_00378
OG0001047	Syar.g_01180	Praa.g_00438
OG0001048	Syar.g_01181	Praa.g_00439
OG0001049	Syar.g_02872	Praa.g_00441
OG0001050	Syar.g_02871	Praa.g_00442
OG0001051	Syar.g_02870	Praa.g_00443
OG0001052	Syar.g_01269	Praa.g_00471
OG0001053	Syar.g_01472	Praa.g_00483
OG0001054	Syar.g_01492	Praa.g_00498
OG0001055	Syar.g_01513	Praa.g_00517
OG0001056	Syar.g_02349	Praa.g_00536
OG0001057	Syar.g_02341	Praa.g_00541
OG0001058	Syar.g_02324	Praa.g_00550
OG0001059	Syar.g_00422	Praa.g_00554
OG0001060	Syar.g_02315	Praa.g_00561
OG0001061	Syar.g_02297	Praa.g_00574
OG0001062	Syar.g_02294	Praa.g_00576
OG0001063	Syar.g_02209	Praa.g_00578
OG0001064	Syar.g_02208	Praa.g_00579
OG0001065	Syar.g_02207	Praa.g_00580
OG0001066	Syar.g_02206	Praa.g_00581
OG0001067	Syar.g_02205	Praa.g_00582
OG0001068	Syar.g_02204	Praa.g_00583
OG0001069	Syar.g_02203	Praa.g_00584
OG0001070	Syar.g_02200	Praa.g_00587
OG0001071	Syar.g_02199	Praa.g_00588
OG0001072	Syar.g_02195	Praa.g_00590
OG0001073	Syar.g_02182	Praa.g_00604
OG0001074	Syar.g_02031	Praa.g_00615
OG0001075	Syar.g_02215	Praa.g_00616
OG0001076	Syar.g_02253	Praa.g_00624
OG0001077	Syar.g_02240	Praa.g_00628
OG0001078	Syar.g_02419	Praa.g_00636
OG0001079	Syar.g_02431	Praa.g_00647
OG0001080	Syar.g_02442	Praa.g_00653
OG0001081	Syar.g_02444	Praa.g_00655
OG0001082	Syar.g_02445	Praa.g_00656
OG0001083	Syar.g_02473	Praa.g_00661
OG0001084	Syar.g_02474	Praa.g_00662
OG0001085	Syar.g_01688	Praa.g_00670
OG0001086	Syar.g_01686	Praa.g_00671
OG0001087	Syar.g_02347	Praa.g_00688
OG0001088	Syar.g_00431	Praa.g_00689
OG0001089	Syar.g_01942	Praa.g_00697
OG0001090	Syar.g_01582	Praa.g_00712
OG0001091	Syar.g_01580	Praa.g_00714
OG0001092	Syar.g_01578	Praa.g_00715
OG0001093	Syar.g_01572	Praa.g_00720
OG0001094	Syar.g_02633	Praa.g_00797
OG0001095	Syar.g_02653	Praa.g_00817
OG0001096	Syar.g_02476	Praa.g_00830
OG0001097	Syar.g_01823	Praa.g_00849
OG0001098	Syar.g_01672	Praa.g_00864
OG0001099	Syar.g_00035	Praa.g_00896
OG0001100	Syar.g_01625	Praa.g_00900
OG0001101	Syar.g_01623	Praa.g_00902
OG0001102	Syar.g_01620	Praa.g_00904
OG0001103	Syar.g_01618	Praa.g_00906
OG0001104	Syar.g_02616	Praa.g_00927
OG0001105	Syar.g_02620	Praa.g_00931
OG0001106	Syar.g_02553	Praa.g_00955
OG0001107	Syar.g_02541	Praa.g_00962
OG0001109	Syar.g_02529	Praa.g_00967
OG0001110	Syar.g_02527	Praa.g_00969
OG0001111	Syar.g_02525	Praa.g_00970
OG0001112	Syar.g_02523	Praa.g_00971
OG0001113	Syar.g_02522	Praa.g_00972
OG0001114	Syar.g_02521	Praa.g_00973
OG0001115	Syar.g_02519	Praa.g_00975
OG0001116	Syar.g_02517	Praa.g_00976
OG0001117	Syar.g_02516	Praa.g_00977
OG0001118	Syar.g_02515	Praa.g_00978
OG0001119	Syar.g_02513	Praa.g_00979
OG0001120	Syar.g_02507	Praa.g_00981
OG0001122	Syar.g_01803	Praa.g_01011
OG0001123	Syar.g_01796	Praa.g_01015
OG0001124	Syar.g_01793	Praa.g_01017
OG0001125	Syar.g_01791	Praa.g_01018
OG0001126	Syar.g_01375	Praa.g_01028
OG0001127	Syar.g_01374	Praa.g_01029
OG0001128	Syar.g_01371	Praa.g_01031
OG0001129	Syar.g_01369	Praa.g_01032
OG0001130	Syar.g_01368	Praa.g_01033
OG0001131	Syar.g_02448	Praa.g_01070
OG0001132	Syar.g_00684	Praa.g_01080
OG0001133	Syar.g_02249	Praa.g_01115
OG0001134	Syar.g_02235	Praa.g_01127
OG0001135	Syar.g_02232	Praa.g_01130
OG0001136	Syar.g_01536	Praa.g_01157
OG0001137	Syar.g_01944	Praa.g_01167
OG0001138	Syar.g_01977	Praa.g_01185
OG0001139	Syar.g_01980	Praa.g_01186
OG0001140	Syar.g_01981	Praa.g_01187
OG0001141	Syar.g_01982	Praa.g_01188
OG0001142	Syar.g_01983	Praa.g_01189
OG0001143	Syar.g_01698	Praa.g_01196
OG0001144	Syar.g_01707	Praa.g_01201
