Orthogroup	Prad	Syak
OG0000581	Prad.g_01394	Syak.g_02742
OG0000582	Prad.g_01397	Syak.g_02748
OG0000583	Prad.g_01398	Syak.g_02749
OG0000584	Prad.g_01399	Syak.g_02750
OG0000585	Prad.g_01401	Syak.g_02753
OG0000586	Prad.g_01402	Syak.g_02754
OG0000587	Prad.g_01403	Syak.g_02756
OG0000588	Prad.g_01407	Syak.g_00004
OG0000589	Prad.g_01410	Syak.g_00008
OG0000590	Prad.g_01411	Syak.g_00009
OG0000591	Prad.g_01414	Syak.g_00017
OG0000592	Prad.g_01415	Syak.g_00018
OG0000593	Prad.g_01421	Syak.g_00031
OG0000594	Prad.g_01422	Syak.g_00032
OG0000595	Prad.g_01423	Syak.g_00033
OG0000596	Prad.g_01427	Syak.g_00038
OG0000597	Prad.g_01429	Syak.g_00041
OG0000598	Prad.g_01430	Syak.g_00042
OG0000599	Prad.g_01433	Syak.g_00045
OG0000600	Prad.g_01219	Syak.g_00046
OG0000601	Prad.g_01220	Syak.g_00047
OG0000602	Prad.g_01222	Syak.g_00053
OG0000603	Prad.g_01223	Syak.g_00054
OG0000604	Prad.g_01224	Syak.g_00056
OG0000605	Prad.g_01225	Syak.g_00259
OG0000606	Prad.g_01228	Syak.g_00326
OG0000607	Prad.g_01231	Syak.g_00329
OG0000608	Prad.g_01232	Syak.g_00330
OG0000609	Prad.g_01233	Syak.g_00332
OG0000610	Prad.g_01238	Syak.g_00347
OG0000611	Prad.g_01241	Syak.g_00350
OG0000612	Prad.g_01242	Syak.g_00351
OG0000613	Prad.g_01247	Syak.g_01525
OG0000614	Prad.g_01266	Syak.g_00705
OG0000615	Prad.g_01274	Syak.g_00393
OG0000616	Prad.g_01278	Syak.g_01810
OG0000617	Prad.g_01055	Syak.g_00799
OG0000618	Prad.g_01056	Syak.g_00798
OG0000619	Prad.g_01057	Syak.g_00797
OG0000620	Prad.g_01060	Syak.g_00779
OG0000621	Prad.g_01061	Syak.g_00780
OG0000622	Prad.g_01062	Syak.g_00781
OG0000623	Prad.g_01063	Syak.g_00782
OG0000624	Prad.g_01064	Syak.g_00784
OG0000625	Prad.g_01065	Syak.g_00785
OG0000626	Prad.g_01066	Syak.g_00786
OG0000627	Prad.g_01067	Syak.g_00561
OG0000628	Prad.g_01068	Syak.g_00560
OG0000629	Prad.g_01069	Syak.g_00556
OG0000630	Prad.g_01072	Syak.g_00552
OG0000631	Prad.g_01137	Syak.g_00545
OG0000632	Prad.g_01138	Syak.g_00544
OG0000633	Prad.g_01139	Syak.g_00542
OG0000634	Prad.g_01142	Syak.g_00430
OG0000635	Prad.g_01143	Syak.g_00431
OG0000636	Prad.g_01145	Syak.g_00433
OG0000637	Prad.g_01147	Syak.g_00435
OG0000638	Prad.g_01148	Syak.g_00436
OG0000639	Prad.g_01149	Syak.g_00437
OG0000640	Prad.g_01150	Syak.g_00438
OG0000641	Prad.g_01154	Syak.g_00442
OG0000642	Prad.g_01155	Syak.g_00443
OG0000643	Prad.g_01156	Syak.g_00444
OG0000644	Prad.g_01157	Syak.g_00445
OG0000645	Prad.g_01158	Syak.g_00447
OG0000646	Prad.g_01160	Syak.g_00450
OG0000647	Prad.g_01161	Syak.g_00452
OG0000648	Prad.g_01163	Syak.g_00456
OG0000649	Prad.g_01164	Syak.g_00457
OG0000650	Prad.g_01165	Syak.g_00458
OG0000651	Prad.g_01166	Syak.g_00459
OG0000652	Prad.g_01167	Syak.g_00460
OG0000653	Prad.g_01169	Syak.g_00462
OG0000654	Prad.g_01170	Syak.g_00625
OG0000655	Prad.g_01171	Syak.g_00624
OG0000656	Prad.g_01174	Syak.g_00621
OG0000657	Prad.g_01182	Syak.g_00609
OG0000658	Prad.g_01183	Syak.g_00606
OG0000659	Prad.g_01184	Syak.g_00605
OG0000660	Prad.g_00306	Syak.g_00601
OG0000661	Prad.g_00304	Syak.g_00599
OG0000662	Prad.g_00302	Syak.g_00597
OG0000663	Prad.g_00300	Syak.g_00594
OG0000664	Prad.g_00299	Syak.g_00593
OG0000665	Prad.g_00295	Syak.g_00086
OG0000666	Prad.g_00294	Syak.g_00078
OG0000667	Prad.g_00290	Syak.g_00340
OG0000668	Prad.g_00260	Syak.g_00643
OG0000669	Prad.g_00253	Syak.g_00363
OG0000670	Prad.g_00251	Syak.g_00366
OG0000671	Prad.g_00249	Syak.g_00368
OG0000672	Prad.g_00247	Syak.g_00371
OG0000673	Prad.g_00244	Syak.g_00374
OG0000674	Prad.g_00242	Syak.g_00376
OG0000675	Prad.g_00241	Syak.g_00377
OG0000676	Prad.g_00239	Syak.g_00379
OG0000677	Prad.g_00238	Syak.g_00380
OG0000678	Prad.g_00236	Syak.g_00386
OG0000679	Prad.g_00232	Syak.g_00397
OG0000680	Prad.g_00231	Syak.g_00398
OG0000681	Prad.g_00228	Syak.g_00401
OG0000682	Prad.g_00227	Syak.g_00402
OG0000683	Prad.g_00226	Syak.g_00403
OG0000684	Prad.g_00224	Syak.g_00409
OG0000685	Prad.g_00222	Syak.g_00411
OG0000686	Prad.g_00221	Syak.g_00412
OG0000687	Prad.g_00220	Syak.g_00413
OG0000688	Prad.g_00217	Syak.g_00418
OG0000689	Prad.g_00216	Syak.g_00421
OG0000690	Prad.g_00215	Syak.g_00422
OG0000691	Prad.g_00214	Syak.g_00423
OG0000692	Prad.g_00212	Syak.g_00424
OG0000693	Prad.g_00211	Syak.g_00426
OG0000694	Prad.g_00210	Syak.g_00427
OG0000695	Prad.g_00208	Syak.g_00540
OG0000696	Prad.g_00207	Syak.g_00539
OG0000697	Prad.g_00206	Syak.g_00538
OG0000698	Prad.g_00203	Syak.g_00535
OG0000699	Prad.g_00202	Syak.g_00534
OG0000700	Prad.g_00201	Syak.g_00533
OG0000701	Prad.g_00200	Syak.g_00532
OG0000702	Prad.g_00198	Syak.g_00522
OG0000703	Prad.g_00197	Syak.g_00521
OG0000704	Prad.g_00196	Syak.g_00519
OG0000705	Prad.g_00192	Syak.g_00511
OG0000706	Prad.g_00191	Syak.g_00510
OG0000707	Prad.g_00190	Syak.g_00509
OG0000708	Prad.g_00189	Syak.g_00506
OG0000709	Prad.g_00185	Syak.g_00498
OG0000710	Prad.g_00182	Syak.g_00494
OG0000711	Prad.g_00165	Syak.g_00466
OG0000712	Prad.g_00163	Syak.g_00464
OG0000713	Prad.g_00162	Syak.g_00463
OG0000714	Prad.g_00161	Syak.g_00629
OG0000715	Prad.g_00159	Syak.g_00631
OG0000716	Prad.g_00157	Syak.g_00635
OG0000717	Prad.g_00156	Syak.g_00636
OG0000718	Prad.g_00144	Syak.g_00640
OG0000719	Prad.g_00142	Syak.g_00642
OG0000720	Prad.g_01039	Syak.g_00655
OG0000721	Prad.g_01037	Syak.g_00657
OG0000722	Prad.g_01036	Syak.g_00658
OG0000723	Prad.g_01033	Syak.g_00790
OG0000724	Prad.g_01023	Syak.g_00749
OG0000725	Prad.g_01017	Syak.g_00731
OG0000726	Prad.g_01016	Syak.g_00730
OG0000727	Prad.g_01015	Syak.g_00729
OG0000728	Prad.g_01013	Syak.g_00727
OG0000729	Prad.g_00970	Syak.g_01683
OG0000730	Prad.g_00635	Syak.g_01248
OG0000731	Prad.g_00639	Syak.g_01237
OG0000732	Prad.g_00649	Syak.g_01739
OG0000733	Prad.g_01988	Syak.g_01905
OG0000734	Prad.g_01511	Syak.g_02184
OG0000735	Prad.g_01509	Syak.g_00914
OG0000736	Prad.g_01508	Syak.g_00913
OG0000737	Prad.g_01507	Syak.g_00912
OG0000738	Prad.g_01503	Syak.g_00907
OG0000739	Prad.g_01502	Syak.g_00906
OG0000740	Prad.g_01501	Syak.g_00905
OG0000741	Prad.g_01500	Syak.g_00902
OG0000742	Prad.g_01497	Syak.g_00899
OG0000743	Prad.g_01495	Syak.g_00897
OG0000744	Prad.g_01494	Syak.g_00896
OG0000745	Prad.g_01493	Syak.g_00894
OG0000746	Prad.g_01491	Syak.g_00892
OG0000747	Prad.g_01490	Syak.g_00891
OG0000748	Prad.g_01487	Syak.g_00875
OG0000749	Prad.g_01486	Syak.g_00874
OG0000750	Prad.g_01485	Syak.g_00873
OG0000751	Prad.g_01483	Syak.g_00862
OG0000752	Prad.g_01481	Syak.g_00860
OG0000753	Prad.g_01478	Syak.g_00857
OG0000754	Prad.g_01475	Syak.g_00852
OG0000755	Prad.g_01472	Syak.g_00841
OG0000756	Prad.g_01470, Prad.g_01471	Syak.g_00840
OG0000757	Prad.g_01464	Syak.g_00833
OG0000758	Prad.g_01463	Syak.g_00832
OG0000759	Prad.g_01462	Syak.g_00831
OG0000760	Prad.g_01461	Syak.g_00830
OG0000761	Prad.g_01460	Syak.g_00829
OG0000762	Prad.g_01459	Syak.g_00827
OG0000763	Prad.g_01457	Syak.g_00825
OG0000764	Prad.g_01456	Syak.g_00824
OG0000765	Prad.g_01447	Syak.g_00669
OG0000766	Prad.g_01446	Syak.g_00670
OG0000767	Prad.g_01444	Syak.g_00672
OG0000768	Prad.g_01443	Syak.g_00673
OG0000769	Prad.g_01441	Syak.g_00675
OG0000770	Prad.g_01439	Syak.g_00678
OG0000771	Prad.g_00076	Syak.g_00755
OG0000772	Prad.g_00341	Syak.g_02048
OG0000773	Prad.g_00361	Syak.g_00921
OG0000774	Prad.g_00363	Syak.g_00926
OG0000775	Prad.g_00365	Syak.g_00929
OG0000776	Prad.g_00366	Syak.g_00930
OG0000777	Prad.g_00631	Syak.g_00931
OG0000778	Prad.g_00630	Syak.g_00932
OG0000779	Prad.g_00626	Syak.g_00938
OG0000780	Prad.g_00625	Syak.g_00942
OG0000781	Prad.g_00622	Syak.g_00946
OG0000782	Prad.g_00621	Syak.g_00947
OG0000783	Prad.g_00620	Syak.g_00948
OG0000784	Prad.g_00619	Syak.g_00949
OG0000785	Prad.g_00617	Syak.g_00951
OG0000786	Prad.g_00615	Syak.g_00956
OG0000787	Prad.g_00614	Syak.g_00957
OG0000788	Prad.g_00607	Syak.g_00048
OG0000789	Prad.g_00604	Syak.g_00085
OG0000790	Prad.g_00589	Syak.g_02560
OG0000791	Prad.g_00587	Syak.g_02558
OG0000792	Prad.g_00586	Syak.g_02557
OG0000793	Prad.g_00583	Syak.g_02552
OG0000794	Prad.g_00582	Syak.g_02551
OG0000795	Prad.g_00581	Syak.g_02550
OG0000796	Prad.g_00577	Syak.g_02547
OG0000797	Prad.g_00576	Syak.g_02546
OG0000799	Prad.g_00533	Syak.g_00981
OG0000800	Prad.g_00532	Syak.g_00989
OG0000801	Prad.g_00531	Syak.g_00990
OG0000802	Prad.g_00529	Syak.g_00995
OG0000803	Prad.g_00527	Syak.g_01021
OG0000804	Prad.g_00526	Syak.g_01026
OG0000805	Prad.g_00524	Syak.g_01029
OG0000806	Prad.g_00522	Syak.g_01031
OG0000807	Prad.g_00521	Syak.g_01033
OG0000808	Prad.g_00520	Syak.g_01034
OG0000809	Prad.g_00517	Syak.g_01038
OG0000810	Prad.g_00516	Syak.g_01039
OG0000811	Prad.g_00512	Syak.g_01045
OG0000812	Prad.g_00510	Syak.g_01047
OG0000813	Prad.g_00509	Syak.g_01048
OG0000814	Prad.g_00507	Syak.g_01051
OG0000815	Prad.g_00506	Syak.g_01053
OG0000816	Prad.g_00504	Syak.g_01055
OG0000817	Prad.g_00503	Syak.g_01056
OG0000818	Prad.g_00498	Syak.g_01060
OG0000819	Prad.g_00497	Syak.g_01064
OG0000820	Prad.g_00496	Syak.g_01065
OG0000821	Prad.g_00491	Syak.g_01071
OG0000822	Prad.g_00490	Syak.g_01073
OG0000823	Prad.g_00489	Syak.g_01074
OG0000824	Prad.g_00486	Syak.g_01080
OG0000825	Prad.g_00485	Syak.g_01081
OG0000826	Prad.g_00484	Syak.g_01082
OG0000827	Prad.g_00483	Syak.g_01083
OG0000828	Prad.g_00480	Syak.g_01086
OG0000829	Prad.g_00479	Syak.g_01087
OG0000830	Prad.g_00478	Syak.g_01088
OG0000831	Prad.g_00476	Syak.g_01091
OG0000832	Prad.g_00470	Syak.g_02482
OG0000833	Prad.g_00462	Syak.g_02473
OG0000834	Prad.g_00461	Syak.g_02470
OG0000835	Prad.g_00460	Syak.g_02469
OG0000836	Prad.g_00459	Syak.g_02466
OG0000837	Prad.g_00458	Syak.g_02465
OG0000838	Prad.g_00456	Syak.g_02461
OG0000839	Prad.g_00455	Syak.g_02460
OG0000840	Prad.g_00454	Syak.g_02459
OG0000841	Prad.g_00453	Syak.g_02458
OG0000842	Prad.g_00452	Syak.g_02457
OG0000843	Prad.g_00451	Syak.g_02456
OG0000844	Prad.g_00450	Syak.g_02454
OG0000845	Prad.g_00449	Syak.g_02453
OG0000846	Prad.g_00448	Syak.g_02452
OG0000847	Prad.g_00447	Syak.g_02451
OG0000848	Prad.g_00446	Syak.g_02449
OG0000849	Prad.g_00445	Syak.g_02448
OG0000850	Prad.g_00443	Syak.g_02445
OG0000851	Prad.g_00442	Syak.g_02440
OG0000852	Prad.g_00441	Syak.g_02439
OG0000853	Prad.g_00437	Syak.g_02435
OG0000854	Prad.g_00435	Syak.g_02433
OG0000855	Prad.g_00434	Syak.g_02432
OG0000856	Prad.g_00419	Syak.g_00021
OG0000857	Prad.g_00388	Syak.g_00451
OG0000858	Prad.g_00947	Syak.g_02426
OG0000859	Prad.g_00946	Syak.g_02425
OG0000860	Prad.g_00939	Syak.g_02414
OG0000861	Prad.g_00938	Syak.g_02413
OG0000862	Prad.g_00937	Syak.g_02412
OG0000863	Prad.g_00935	Syak.g_02409
OG0000864	Prad.g_00934	Syak.g_02408
OG0000865	Prad.g_00933	Syak.g_02407
OG0000866	Prad.g_00932	Syak.g_02406
OG0000867	Prad.g_00931	Syak.g_02405
OG0000868	Prad.g_00930	Syak.g_02402
OG0000869	Prad.g_00926	Syak.g_02398
OG0000870	Prad.g_00921	Syak.g_02393
OG0000871	Prad.g_00920	Syak.g_02392
OG0000872	Prad.g_00919	Syak.g_02386
OG0000873	Prad.g_00916	Syak.g_02383
OG0000874	Prad.g_00913	Syak.g_02379
OG0000875	Prad.g_00912	Syak.g_02377
OG0000876	Prad.g_00911	Syak.g_02375
OG0000877	Prad.g_00909	Syak.g_02372
OG0000878	Prad.g_00908	Syak.g_02371
OG0000879	Prad.g_00907	Syak.g_02370
OG0000880	Prad.g_00906	Syak.g_02369
OG0000881	Prad.g_00902	Syak.g_02363
OG0000882	Prad.g_00897	Syak.g_02358
OG0000883	Prad.g_00895	Syak.g_02355
OG0000884	Prad.g_00893	Syak.g_02353
OG0000885	Prad.g_00892	Syak.g_02352
OG0000886	Prad.g_00891	Syak.g_02351
OG0000887	Prad.g_00890	Syak.g_02350
OG0000888	Prad.g_00888	Syak.g_02348
OG0000889	Prad.g_00886	Syak.g_02346
OG0000890	Prad.g_00885	Syak.g_02334
OG0000891	Prad.g_00884	Syak.g_02333
OG0000892	Prad.g_00882	Syak.g_02329
OG0000893	Prad.g_00879	Syak.g_01393
OG0000894	Prad.g_00877	Syak.g_01390
OG0000895	Prad.g_00874	Syak.g_01386
OG0000896	Prad.g_00873	Syak.g_01385
OG0000897	Prad.g_00871	Syak.g_01383
OG0000898	Prad.g_00870	Syak.g_01382
OG0000899	Prad.g_00869	Syak.g_01381
OG0000900	Prad.g_00868	Syak.g_01380
OG0000901	Prad.g_00865	Syak.g_01375
OG0000902	Prad.g_00863	Syak.g_01368
OG0000903	Prad.g_00860	Syak.g_01353
OG0000904	Prad.g_00858	Syak.g_01358
OG0000905	Prad.g_00853	Syak.g_01363
OG0000906	Prad.g_00852	Syak.g_01366
OG0000907	Prad.g_00849	Syak.g_01351
OG0000908	Prad.g_00846	Syak.g_01348
OG0000909	Prad.g_00845	Syak.g_01347
OG0000910	Prad.g_00844	Syak.g_01346
OG0000911	Prad.g_00842	Syak.g_01344
OG0000912	Prad.g_00841	Syak.g_01343
OG0000913	Prad.g_00840	Syak.g_01342
OG0000914	Prad.g_00839	Syak.g_01341
OG0000915	Prad.g_00838	Syak.g_01339
OG0000916	Prad.g_00837	Syak.g_01338
OG0000917	Prad.g_00836	Syak.g_01337
OG0000918	Prad.g_00835	Syak.g_01336
OG0000919	Prad.g_00834	Syak.g_01335
OG0000920	Prad.g_00833	Syak.g_01334
OG0000921	Prad.g_00832	Syak.g_01333
OG0000922	Prad.g_00831	Syak.g_01332
OG0000923	Prad.g_00827	Syak.g_01328
OG0000924	Prad.g_00826	Syak.g_01327
OG0000925	Prad.g_00825	Syak.g_01326
OG0000926	Prad.g_00824	Syak.g_01325
OG0000927	Prad.g_00822	Syak.g_01323
OG0000928	Prad.g_00821	Syak.g_01322
OG0000929	Prad.g_00820	Syak.g_01321
OG0000930	Prad.g_00819	Syak.g_01320
OG0000931	Prad.g_00818	Syak.g_01319
OG0000932	Prad.g_00817	Syak.g_01318
OG0000933	Prad.g_00813	Syak.g_01312
OG0000934	Prad.g_00811	Syak.g_01310
OG0000935	Prad.g_00810	Syak.g_01309
OG0000936	Prad.g_00809	Syak.g_01308
OG0000937	Prad.g_00808	Syak.g_01307
OG0000938	Prad.g_00806	Syak.g_01304
OG0000939	Prad.g_00805	Syak.g_01303
OG0000940	Prad.g_00798	Syak.g_01297
OG0000941	Prad.g_00796	Syak.g_01295
OG0000942	Prad.g_00794	Syak.g_01293
OG0000943	Prad.g_00793	Syak.g_01292
OG0000944	Prad.g_00792	Syak.g_01290
OG0000945	Prad.g_00791	Syak.g_01288
OG0000946	Prad.g_00787	Syak.g_01283
OG0000947	Prad.g_00785	Syak.g_01280
OG0000948	Prad.g_00784	Syak.g_01279
OG0000949	Prad.g_00781	Syak.g_01551
OG0000950	Prad.g_00776	Syak.g_01562
OG0000951	Prad.g_00772	Syak.g_01569
OG0000952	Prad.g_00768	Syak.g_01574
OG0000953	Prad.g_00765	Syak.g_01627
OG0000954	Prad.g_01641	Syak.g_01633
OG0000955	Prad.g_01640	Syak.g_01634
OG0000956	Prad.g_01638	Syak.g_01636
OG0000957	Prad.g_01633	Syak.g_01648
OG0000958	Prad.g_01632	Syak.g_01649
OG0000959	Prad.g_01628	Syak.g_01653
OG0000960	Prad.g_01627	Syak.g_01654
OG0000961	Prad.g_01625	Syak.g_01679
OG0000962	Prad.g_01623	Syak.g_01682
OG0000963	Prad.g_01620	Syak.g_01687
OG0000964	Prad.g_01619	Syak.g_01688
OG0000965	Prad.g_01618	Syak.g_01689
OG0000966	Prad.g_01611	Syak.g_01711
OG0000967	Prad.g_01607	Syak.g_01715
OG0000968	Prad.g_01605	Syak.g_01719
OG0000969	Prad.g_01604	Syak.g_01721
OG0000970	Prad.g_01603	Syak.g_01722
OG0000971	Prad.g_01602	Syak.g_01724
OG0000972	Prad.g_01601	Syak.g_01725
OG0000973	Prad.g_01600	Syak.g_01726
OG0000974	Prad.g_01599	Syak.g_01727
OG0000975	Prad.g_01598	Syak.g_01728
OG0000976	Prad.g_01597	Syak.g_01729
OG0000977	Prad.g_01596	Syak.g_01731
OG0000978	Prad.g_01595	Syak.g_01732
OG0000979	Prad.g_01592	Syak.g_01735
OG0000980	Prad.g_01590	Syak.g_01738
OG0000981	Prad.g_01588	Syak.g_01741
OG0000982	Prad.g_01586	Syak.g_01941
OG0000983	Prad.g_01585	Syak.g_01940
OG0000984	Prad.g_01584	Syak.g_01939
OG0000985	Prad.g_01581	Syak.g_01935
OG0000986	Prad.g_01579	Syak.g_01933
OG0000987	Prad.g_01578	Syak.g_01931
OG0000988	Prad.g_01575	Syak.g_01925
OG0000989	Prad.g_01571	Syak.g_01912
OG0000990	Prad.g_01568	Syak.g_01900
OG0000991	Prad.g_01567	Syak.g_01896
OG0000992	Prad.g_01565	Syak.g_01893
OG0000993	Prad.g_01564	Syak.g_01892
OG0000994	Prad.g_01563	Syak.g_01889
OG0000995	Prad.g_01559	Syak.g_01880
OG0000996	Prad.g_01558	Syak.g_01839
OG0000997	Prad.g_01557	Syak.g_01828
OG0000998	Prad.g_01555	Syak.g_01826
OG0000999	Prad.g_01554	Syak.g_01825
OG0001000	Prad.g_01551	Syak.g_01821
OG0001001	Prad.g_01549	Syak.g_01814
OG0001002	Prad.g_01545	Syak.g_01807
OG0001003	Prad.g_01544	Syak.g_01806
OG0001004	Prad.g_01543	Syak.g_01805
OG0001005	Prad.g_01542	Syak.g_01804
OG0001006	Prad.g_01538	Syak.g_01797
OG0001007	Prad.g_01536	Syak.g_01795
OG0001008	Prad.g_00070	Syak.g_01190
OG0001009	Prad.g_01959	Syak.g_01762
OG0001010	Prad.g_01958	Syak.g_01761
OG0001011	Prad.g_01957	Syak.g_01759
OG0001012	Prad.g_01944	Syak.g_01946
OG0001013	Prad.g_01938	Syak.g_01969
OG0001014	Prad.g_01935	Syak.g_01975
OG0001015	Prad.g_01934	Syak.g_01976
OG0001016	Prad.g_01920	Syak.g_02250
OG0001017	Prad.g_01916	Syak.g_02244
OG0001018	Prad.g_01913	Syak.g_02242
OG0001019	Prad.g_01904	Syak.g_02218
OG0001020	Prad.g_01903	Syak.g_02214
OG0001021	Prad.g_01902	Syak.g_02210
OG0001022	Prad.g_01899	Syak.g_02205
OG0001023	Prad.g_01898	Syak.g_02204
OG0001024	Prad.g_01895	Syak.g_02201
OG0001025	Prad.g_01889	Syak.g_02195
OG0001026	Prad.g_01882	Syak.g_02182
OG0001027	Prad.g_01881	Syak.g_02178
OG0001028	Prad.g_01879	Syak.g_02176
OG0001029	Prad.g_01878	Syak.g_02174
OG0001030	Prad.g_01863	Syak.g_02153
OG0001031	Prad.g_01805	Syak.g_02079
OG0001032	Prad.g_01804	Syak.g_02077
OG0001033	Prad.g_01783	Syak.g_02037
OG0001034	Prad.g_01755	Syak.g_02305
OG0001035	Prad.g_01737	Syak.g_01422
OG0001036	Prad.g_01732	Syak.g_01427
OG0001037	Prad.g_01731	Syak.g_01429
OG0001038	Prad.g_01713	Syak.g_01457
OG0001039	Prad.g_01710	Syak.g_01460
OG0001040	Prad.g_01708	Syak.g_01463
OG0001041	Prad.g_01704	Syak.g_01468
OG0001042	Prad.g_01687	Syak.g_01500
OG0001043	Prad.g_01686	Syak.g_01504
OG0001044	Prad.g_01658	Syak.g_01247
OG0001045	Prad.g_01649	Syak.g_01234
OG0001046	Prad.g_00730	Syak.g_00479
OG0001047	Prad.g_00068	Syak.g_01188
OG0001048	Prad.g_00067	Syak.g_01187
OG0001049	Prad.g_00065	Syak.g_01184
OG0001050	Prad.g_00064	Syak.g_01183
OG0001051	Prad.g_00063	Syak.g_01182
OG0001052	Prad.g_00036	Syak.g_01122
OG0001053	Prad.g_00024	Syak.g_02577
OG0001054	Prad.g_00131	Syak.g_02596
OG0001055	Prad.g_00112	Syak.g_02617
OG0001056	Prad.g_00093	Syak.g_02645
OG0001057	Prad.g_01331	Syak.g_00964
OG0001058	Prad.g_01339	Syak.g_02668
OG0001060	Prad.g_01350	Syak.g_02677
OG0001061	Prad.g_01363	Syak.g_02697
OG0001062	Prad.g_01365	Syak.g_02699
OG0001063	Prad.g_01367	Syak.g_02704
OG0001064	Prad.g_01368	Syak.g_02705
OG0001065	Prad.g_01369	Syak.g_02706
OG0001066	Prad.g_01370	Syak.g_02707
OG0001067	Prad.g_01371	Syak.g_02708
OG0001068	Prad.g_01372	Syak.g_02709
OG0001069	Prad.g_01373	Syak.g_02710
OG0001070	Prad.g_01376	Syak.g_02714
OG0001071	Prad.g_01377	Syak.g_02715
OG0001072	Prad.g_01379	Syak.g_02721
OG0001073	Prad.g_01393	Syak.g_02736
OG0001074	Prad.g_01404	Syak.g_00098
OG0001075	Prad.g_01405	Syak.g_02760
OG0001076	Prad.g_01413	Syak.g_00011
OG0001077	Prad.g_01417	Syak.g_00024
OG0001078	Prad.g_01425	Syak.g_00036
OG0001079	Prad.g_01221	Syak.g_00049
OG0001080	Prad.g_01227	Syak.g_00264
OG0001081	Prad.g_01229	Syak.g_00327
OG0001082	Prad.g_01230	Syak.g_00328
OG0001083	Prad.g_01235	Syak.g_00336
OG0001084	Prad.g_01236	Syak.g_00337
OG0001085	Prad.g_01244	Syak.g_00354
OG0001086	Prad.g_01245	Syak.g_00356
OG0001087	Prad.g_01262	Syak.g_00691
OG0001088	Prad.g_01263	Syak.g_00694
OG0001089	Prad.g_01271	Syak.g_00722
OG0001090	Prad.g_01050	Syak.g_00806
OG0001091	Prad.g_01052	Syak.g_00804
OG0001092	Prad.g_01053	Syak.g_00801
OG0001093	Prad.g_01058	Syak.g_00794
OG0001094	Prad.g_01140	Syak.g_00428
OG0001095	Prad.g_01159	Syak.g_00448
OG0001096	Prad.g_01172	Syak.g_00623
OG0001097	Prad.g_00303	Syak.g_00598
OG0001098	Prad.g_00288	Syak.g_00578
OG0001099	Prad.g_00256	Syak.g_02175
OG0001100	Prad.g_00252	Syak.g_00365
OG0001101	Prad.g_00250	Syak.g_00367
OG0001102	Prad.g_00248	Syak.g_00370
OG0001103	Prad.g_00246	Syak.g_00372
OG0001104	Prad.g_00223	Syak.g_00410
OG0001105	Prad.g_00219	Syak.g_00414
OG0001106	Prad.g_00195	Syak.g_00518
OG0001107	Prad.g_00188	Syak.g_00505
OG0001108	Prad.g_00184	Syak.g_00497
OG0001109	Prad.g_00183	Syak.g_00495
OG0001110	Prad.g_00181	Syak.g_00493
OG0001111	Prad.g_00180	Syak.g_00491
OG0001112	Prad.g_00179	Syak.g_00489
OG0001113	Prad.g_00178	Syak.g_00406
OG0001114	Prad.g_00177	Syak.g_00488
OG0001115	Prad.g_00175	Syak.g_00484
OG0001116	Prad.g_00174	Syak.g_00482
OG0001117	Prad.g_00173	Syak.g_00481
OG0001118	Prad.g_00172	Syak.g_00480
OG0001119	Prad.g_00171	Syak.g_00478
OG0001120	Prad.g_00169	Syak.g_00474
OG0001121	Prad.g_01991, Prad.g_00166	Syak.g_00114
OG0001123	Prad.g_00137	Syak.g_00650
OG0001124	Prad.g_00135	Syak.g_00652
OG0001125	Prad.g_00134	Syak.g_00654
OG0001126	Prad.g_01030	Syak.g_00757
OG0001127	Prad.g_01029	Syak.g_00756
OG0001128	Prad.g_01026	Syak.g_00753
OG0001129	Prad.g_01025	Syak.g_00751
OG0001130	Prad.g_01024	Syak.g_00750
OG0001131	Prad.g_00990	Syak.g_00389
OG0001132	Prad.g_00981	Syak.g_00120
OG0001133	Prad.g_00655	Syak.g_00014
OG0001134	Prad.g_01989	Syak.g_00273
OG0001135	Prad.g_01526	Syak.g_00274
OG0001136	Prad.g_01499	Syak.g_00901
OG0001137	Prad.g_01488	Syak.g_00876
OG0001138	Prad.g_01469	Syak.g_00839
OG0001139	Prad.g_01468	Syak.g_00837
OG0001140	Prad.g_01467	Syak.g_00836
OG0001141	Prad.g_01466	Syak.g_00835
OG0001142	Prad.g_01465	Syak.g_00834
OG0001143	Prad.g_01458	Syak.g_00826
OG0001144	Prad.g_01453	Syak.g_00815
OG0001145	Prad.g_00362	Syak.g_00922
OG0001146	Prad.g_00624	Syak.g_00943
OG0001147	Prad.g_00608	Syak.g_01113
OG0001148	Prad.g_00592	Syak.g_02563
OG0001149	Prad.g_00591	Syak.g_02562
OG0001150	Prad.g_00590	Syak.g_02561
OG0001151	Prad.g_00579	Syak.g_02548
OG0001153	Prad.g_00482	Syak.g_01084
OG0001154	Prad.g_00481	Syak.g_01085
OG0001155	Prad.g_00469	Syak.g_02480
OG0001156	Prad.g_00466	Syak.g_02477
OG0001157	Prad.g_00465	Syak.g_02476
OG0001158	Prad.g_00464	Syak.g_02475
OG0001159	Prad.g_00463	Syak.g_02474
OG0001160	Prad.g_00439	Syak.g_02437
OG0001161	Prad.g_00426	Syak.g_01906
OG0001162	Prad.g_00415	Syak.g_00959
OG0001163	Prad.g_00949	Syak.g_02429
OG0001164	Prad.g_00945	Syak.g_02423
OG0001165	Prad.g_00942	Syak.g_02418
