Orthogroup	Prad	Syan
OG0000577	Prad.g_01389	Syan.g_01008
OG0000578	Prad.g_01390	Syan.g_01009
OG0000579	Prad.g_01391	Syan.g_01010
OG0000580	Prad.g_01392	Syan.g_01011
OG0000581	Prad.g_01394	Syan.g_01018
OG0000582	Prad.g_01397	Syan.g_01030
OG0000583	Prad.g_01398	Syan.g_01029
OG0000584	Prad.g_01399	Syan.g_01028
OG0000585	Prad.g_01401	Syan.g_01024
OG0000586	Prad.g_01402	Syan.g_01022
OG0000587	Prad.g_01403	Syan.g_01020
OG0000588	Prad.g_01407	Syan.g_00215
OG0000589	Prad.g_01410	Syan.g_00016
OG0000590	Prad.g_01411	Syan.g_00015
OG0000591	Prad.g_01414	Syan.g_00003
OG0000592	Prad.g_01415	Syan.g_00002
OG0000593	Prad.g_01421	Syan.g_00820
OG0000594	Prad.g_01422	Syan.g_00819
OG0000595	Prad.g_01423	Syan.g_00818
OG0000596	Prad.g_01427	Syan.g_00813
OG0000597	Prad.g_01429	Syan.g_00810
OG0000598	Prad.g_01430	Syan.g_00809
OG0000599	Prad.g_01433	Syan.g_00802
OG0000600	Prad.g_01219	Syan.g_00801
OG0000601	Prad.g_01220	Syan.g_00800
OG0000602	Prad.g_01222	Syan.g_00796
OG0000603	Prad.g_01223	Syan.g_00795
OG0000604	Prad.g_01224	Syan.g_00792
OG0000605	Prad.g_01225	Syan.g_00783
OG0000606	Prad.g_01228	Syan.g_00780
OG0000607	Prad.g_01231	Syan.g_00777
OG0000608	Prad.g_01232	Syan.g_00776
OG0000609	Prad.g_01233	Syan.g_00774
OG0000610	Prad.g_01238	Syan.g_00766
OG0000611	Prad.g_01241	Syan.g_00763
OG0000612	Prad.g_01242	Syan.g_00762
OG0000613	Prad.g_01247	Syan.g_01965
OG0000614	Prad.g_01266	Syan.g_00184
OG0000615	Prad.g_01274	Syan.g_00728
OG0000616	Prad.g_01278	Syan.g_01694
OG0000617	Prad.g_01055	Syan.g_00324
OG0000618	Prad.g_01056	Syan.g_00325
OG0000619	Prad.g_01057	Syan.g_00326
OG0000620	Prad.g_01060	Syan.g_00331
OG0000621	Prad.g_01061	Syan.g_00332
OG0000622	Prad.g_01062	Syan.g_00334
OG0000623	Prad.g_01063	Syan.g_00335
OG0000624	Prad.g_01064	Syan.g_00337
OG0000625	Prad.g_01065	Syan.g_00338
OG0000626	Prad.g_01066	Syan.g_00339
OG0000627	Prad.g_01067	Syan.g_00465
OG0000628	Prad.g_01068	Syan.g_00466
OG0000629	Prad.g_01069	Syan.g_00469
OG0000630	Prad.g_01072	Syan.g_00474
OG0000631	Prad.g_01137	Syan.g_00484
OG0000632	Prad.g_01138	Syan.g_00485
OG0000633	Prad.g_01139	Syan.g_00489
OG0000634	Prad.g_01142	Syan.g_00694
OG0000635	Prad.g_01143	Syan.g_00693
OG0000636	Prad.g_01145	Syan.g_00691
OG0000637	Prad.g_01147	Syan.g_00689
OG0000638	Prad.g_01148	Syan.g_00688
OG0000639	Prad.g_01149	Syan.g_00687
OG0000640	Prad.g_01150	Syan.g_00686
OG0000641	Prad.g_01154	Syan.g_00682
OG0000642	Prad.g_01155	Syan.g_00681
OG0000643	Prad.g_01156	Syan.g_00679
OG0000644	Prad.g_01157	Syan.g_00678
OG0000645	Prad.g_01158	Syan.g_00676
OG0000646	Prad.g_01160	Syan.g_00673
OG0000647	Prad.g_01161	Syan.g_00671
OG0000648	Prad.g_01163	Syan.g_00669
OG0000649	Prad.g_01164	Syan.g_00668
OG0000650	Prad.g_01165	Syan.g_00667
OG0000651	Prad.g_01166	Syan.g_00666
OG0000652	Prad.g_01167	Syan.g_00665
OG0000653	Prad.g_01169	Syan.g_00663
OG0000654	Prad.g_01170	Syan.g_00661
OG0000655	Prad.g_01171	Syan.g_00660
OG0000656	Prad.g_01174	Syan.g_00656
OG0000657	Prad.g_01182	Syan.g_00375
OG0000658	Prad.g_01183	Syan.g_00378
OG0000659	Prad.g_01184	Syan.g_00379
OG0000660	Prad.g_00306	Syan.g_00383
OG0000661	Prad.g_00304	Syan.g_00385
OG0000662	Prad.g_00302	Syan.g_00392
OG0000663	Prad.g_00300	Syan.g_00395
OG0000664	Prad.g_00299	Syan.g_00397
OG0000665	Prad.g_00295	Syan.g_00788
OG0000666	Prad.g_00294	Syan.g_02100
OG0000667	Prad.g_00290	Syan.g_00044
OG0000668	Prad.g_00260	Syan.g_00365
OG0000669	Prad.g_00253	Syan.g_00751
OG0000670	Prad.g_00251	Syan.g_00748
OG0000671	Prad.g_00249	Syan.g_00746
OG0000672	Prad.g_00247	Syan.g_00743
OG0000673	Prad.g_00244	Syan.g_00740
OG0000674	Prad.g_00242	Syan.g_00738
OG0000675	Prad.g_00241	Syan.g_00737
OG0000676	Prad.g_00239	Syan.g_00735
OG0000677	Prad.g_00238	Syan.g_00734
OG0000678	Prad.g_00236	Syan.g_00732
OG0000679	Prad.g_00232	Syan.g_00724
OG0000680	Prad.g_00231	Syan.g_00723
OG0000681	Prad.g_00228	Syan.g_00720
OG0000682	Prad.g_00227	Syan.g_00719
OG0000683	Prad.g_00226	Syan.g_00718
OG0000684	Prad.g_00224	Syan.g_00715
OG0000685	Prad.g_00222	Syan.g_00713
OG0000686	Prad.g_00221	Syan.g_00712
OG0000687	Prad.g_00220	Syan.g_00711
OG0000688	Prad.g_00217	Syan.g_00706
OG0000689	Prad.g_00216	Syan.g_00704
OG0000690	Prad.g_00215	Syan.g_00703
OG0000691	Prad.g_00214	Syan.g_00702
OG0000692	Prad.g_00212	Syan.g_00700
OG0000693	Prad.g_00211	Syan.g_00698
OG0000694	Prad.g_00210	Syan.g_00697
OG0000695	Prad.g_00208	Syan.g_00492
OG0000696	Prad.g_00207	Syan.g_00493
OG0000697	Prad.g_00206	Syan.g_00495
OG0000698	Prad.g_00203	Syan.g_00498
OG0000699	Prad.g_00202	Syan.g_00500
OG0000700	Prad.g_00201	Syan.g_00501
OG0000701	Prad.g_00200	Syan.g_00502
OG0000702	Prad.g_00198	Syan.g_00534
OG0000703	Prad.g_00197	Syan.g_00546
OG0000704	Prad.g_00196	Syan.g_00550
OG0000705	Prad.g_00192	Syan.g_00557
OG0000706	Prad.g_00191	Syan.g_00558
OG0000707	Prad.g_00190	Syan.g_00559
OG0000708	Prad.g_00189	Syan.g_00562
OG0000709	Prad.g_00185	Syan.g_00570
OG0000710	Prad.g_00182	Syan.g_00574
OG0000711	Prad.g_00165	Syan.g_00607
OG0000712	Prad.g_00163	Syan.g_00609
OG0000713	Prad.g_00162	Syan.g_00610
OG0000714	Prad.g_00161	Syan.g_00624
OG0000715	Prad.g_00159	Syan.g_00626
OG0000716	Prad.g_00157	Syan.g_00630
OG0000717	Prad.g_00156	Syan.g_00631
OG0000718	Prad.g_00144	Syan.g_00651
OG0000719	Prad.g_00142	Syan.g_00367
OG0000720	Prad.g_01039	Syan.g_00354
OG0000721	Prad.g_01037	Syan.g_00352
OG0000722	Prad.g_01036	Syan.g_00351
OG0000723	Prad.g_01033	Syan.g_00341
OG0000724	Prad.g_01023	Syan.g_00299
OG0000725	Prad.g_01017	Syan.g_00194
OG0000726	Prad.g_01016	Syan.g_00193
OG0000727	Prad.g_01015	Syan.g_00192
OG0000728	Prad.g_01013	Syan.g_00190
OG0000729	Prad.g_00970	Syan.g_01885
OG0000730	Prad.g_00635	Syan.g_02147
OG0000731	Prad.g_00639	Syan.g_02135
OG0000732	Prad.g_00649	Syan.g_01726
OG0000733	Prad.g_01988	Syan.g_01147
OG0000734	Prad.g_01511	Syan.g_02982
OG0000735	Prad.g_01509	Syan.g_02713
OG0000736	Prad.g_01508	Syan.g_02712
OG0000737	Prad.g_01507	Syan.g_02711
OG0000738	Prad.g_01503	Syan.g_02705
OG0000739	Prad.g_01502	Syan.g_02704
OG0000740	Prad.g_01501	Syan.g_02703
OG0000741	Prad.g_01500	Syan.g_02700
OG0000742	Prad.g_01497	Syan.g_02697
OG0000743	Prad.g_01495	Syan.g_02694
OG0000744	Prad.g_01494	Syan.g_02693
OG0000745	Prad.g_01493	Syan.g_02690
OG0000746	Prad.g_01491	Syan.g_02687
OG0000747	Prad.g_01490	Syan.g_02685
OG0000748	Prad.g_01487	Syan.g_02669
OG0000749	Prad.g_01486	Syan.g_02668
OG0000750	Prad.g_01485	Syan.g_02667
OG0000751	Prad.g_01483	Syan.g_02661
OG0000752	Prad.g_01481	Syan.g_02659
OG0000753	Prad.g_01478	Syan.g_02656
OG0000754	Prad.g_01475	Syan.g_02650
OG0000755	Prad.g_01472	Syan.g_02641
OG0000756	Prad.g_01470, Prad.g_01471	Syan.g_02640
OG0000757	Prad.g_01464	Syan.g_02623
OG0000758	Prad.g_01463	Syan.g_02622
OG0000759	Prad.g_01462	Syan.g_02621
OG0000760	Prad.g_01461	Syan.g_02620
OG0000761	Prad.g_01460	Syan.g_02619
OG0000762	Prad.g_01459	Syan.g_02617
OG0000763	Prad.g_01457	Syan.g_02615
OG0000764	Prad.g_01456	Syan.g_02614
OG0000765	Prad.g_01447	Syan.g_02587
OG0000766	Prad.g_01446	Syan.g_02586
OG0000767	Prad.g_01444	Syan.g_02584
OG0000768	Prad.g_01443	Syan.g_02583
OG0000769	Prad.g_01441	Syan.g_02581
OG0000770	Prad.g_01439	Syan.g_02561
OG0000771	Prad.g_00076	Syan.g_00305
OG0000772	Prad.g_00341	Syan.g_00436
OG0000773	Prad.g_00361	Syan.g_01199
OG0000774	Prad.g_00363	Syan.g_01205
OG0000775	Prad.g_00365	Syan.g_01207
OG0000776	Prad.g_00366	Syan.g_01208
OG0000777	Prad.g_00631	Syan.g_01209
OG0000778	Prad.g_00630	Syan.g_01210
OG0000779	Prad.g_00626	Syan.g_01215
OG0000780	Prad.g_00625	Syan.g_01218
OG0000781	Prad.g_00622	Syan.g_01222
OG0000782	Prad.g_00621	Syan.g_01223
OG0000783	Prad.g_00620	Syan.g_01224
OG0000784	Prad.g_00619	Syan.g_01225
OG0000785	Prad.g_00617	Syan.g_01228
OG0000786	Prad.g_00615	Syan.g_01243
OG0000787	Prad.g_00614	Syan.g_01244
OG0000788	Prad.g_00607	Syan.g_00843
OG0000789	Prad.g_00604	Syan.g_00075
OG0000790	Prad.g_00589	Syan.g_02778
OG0000791	Prad.g_00587	Syan.g_02780
OG0000792	Prad.g_00586	Syan.g_02781
OG0000793	Prad.g_00583	Syan.g_02879
OG0000794	Prad.g_00582	Syan.g_02881
OG0000795	Prad.g_00581	Syan.g_02882
OG0000796	Prad.g_00577	Syan.g_02886
OG0000797	Prad.g_00576	Syan.g_02888
OG0000799	Prad.g_00533	Syan.g_01310
OG0000800	Prad.g_00532	Syan.g_01308
OG0000801	Prad.g_00531	Syan.g_01307
OG0000802	Prad.g_00529	Syan.g_01303
OG0000803	Prad.g_00527	Syan.g_01294
OG0000804	Prad.g_00526	Syan.g_01291
OG0000805	Prad.g_00524	Syan.g_01289
OG0000806	Prad.g_00522	Syan.g_01287
OG0000807	Prad.g_00521	Syan.g_01286
OG0000808	Prad.g_00520	Syan.g_01285
OG0000809	Prad.g_00517	Syan.g_01281
OG0000810	Prad.g_00516	Syan.g_01280
OG0000811	Prad.g_00512	Syan.g_01272
OG0000812	Prad.g_00510	Syan.g_01270
OG0000813	Prad.g_00509	Syan.g_01269
OG0000814	Prad.g_00507	Syan.g_01267
OG0000815	Prad.g_00506	Syan.g_01249
OG0000816	Prad.g_00504	Syan.g_01247
OG0000817	Prad.g_00503	Syan.g_01328
OG0000818	Prad.g_00498	Syan.g_02807
OG0000819	Prad.g_00497	Syan.g_02808
OG0000820	Prad.g_00496	Syan.g_02809
OG0000821	Prad.g_00491	Syan.g_02815
OG0000822	Prad.g_00490	Syan.g_02817
OG0000823	Prad.g_00489	Syan.g_02818
OG0000824	Prad.g_00486	Syan.g_02824
OG0000825	Prad.g_00485	Syan.g_02825
OG0000826	Prad.g_00484	Syan.g_02826
OG0000827	Prad.g_00483	Syan.g_02827
OG0000828	Prad.g_00480	Syan.g_02830
OG0000829	Prad.g_00479	Syan.g_02831
OG0000830	Prad.g_00478	Syan.g_02832
OG0000831	Prad.g_00476	Syan.g_02834
OG0000832	Prad.g_00470	Syan.g_02408
OG0000833	Prad.g_00462	Syan.g_01343
OG0000834	Prad.g_00461	Syan.g_01345
OG0000835	Prad.g_00460	Syan.g_01346
OG0000836	Prad.g_00459	Syan.g_01349
OG0000837	Prad.g_00458	Syan.g_01351
OG0000838	Prad.g_00456	Syan.g_01355
OG0000839	Prad.g_00455	Syan.g_01356
OG0000840	Prad.g_00454	Syan.g_01357
OG0000841	Prad.g_00453	Syan.g_01358
OG0000842	Prad.g_00452	Syan.g_01359
OG0000843	Prad.g_00451	Syan.g_01360
OG0000844	Prad.g_00450	Syan.g_01362
OG0000845	Prad.g_00449	Syan.g_01363
OG0000846	Prad.g_00448	Syan.g_01364
OG0000847	Prad.g_00447	Syan.g_01365
OG0000848	Prad.g_00446	Syan.g_01367
OG0000849	Prad.g_00445	Syan.g_01368
OG0000850	Prad.g_00443	Syan.g_01371
OG0000851	Prad.g_00442	Syan.g_01374
OG0000852	Prad.g_00441	Syan.g_01375
OG0000853	Prad.g_00437	Syan.g_01379
OG0000854	Prad.g_00435	Syan.g_01381
OG0000855	Prad.g_00434	Syan.g_01382
OG0000856	Prad.g_00419	Syan.g_01136
OG0000857	Prad.g_00388	Syan.g_00672
OG0000858	Prad.g_00947	Syan.g_01389
OG0000859	Prad.g_00946	Syan.g_01390
OG0000860	Prad.g_00939	Syan.g_01402
OG0000861	Prad.g_00938	Syan.g_01403
OG0000862	Prad.g_00937	Syan.g_01412
OG0000863	Prad.g_00935	Syan.g_01414
OG0000864	Prad.g_00934	Syan.g_00969
OG0000865	Prad.g_00933	Syan.g_01415
OG0000866	Prad.g_00932	Syan.g_01416
OG0000867	Prad.g_00931	Syan.g_01417
OG0000868	Prad.g_00930	Syan.g_01421
OG0000869	Prad.g_00926	Syan.g_01426
OG0000870	Prad.g_00921	Syan.g_01431
OG0000871	Prad.g_00920	Syan.g_01432
OG0000872	Prad.g_00919	Syan.g_01438
OG0000873	Prad.g_00916	Syan.g_01441
OG0000874	Prad.g_00913	Syan.g_01443
OG0000875	Prad.g_00912	Syan.g_01445
OG0000876	Prad.g_00911	Syan.g_00391
OG0000877	Prad.g_00909	Syan.g_01449
OG0000878	Prad.g_00908	Syan.g_01450
OG0000879	Prad.g_00907	Syan.g_01451
OG0000880	Prad.g_00906	Syan.g_01452
OG0000881	Prad.g_00902	Syan.g_01457
OG0000882	Prad.g_00897	Syan.g_01462
OG0000883	Prad.g_00895	Syan.g_01464
OG0000884	Prad.g_00893	Syan.g_01466
OG0000885	Prad.g_00892	Syan.g_01467
OG0000886	Prad.g_00891	Syan.g_01468
OG0000887	Prad.g_00890	Syan.g_01469
OG0000888	Prad.g_00888	Syan.g_01471
OG0000889	Prad.g_00886	Syan.g_01473
OG0000890	Prad.g_00885	Syan.g_01476
OG0000891	Prad.g_00884	Syan.g_01477
OG0000892	Prad.g_00882	Syan.g_01480
OG0000893	Prad.g_00879	Syan.g_02103
OG0000894	Prad.g_00877	Syan.g_02108
OG0000895	Prad.g_00874	Syan.g_02112
OG0000896	Prad.g_00873	Syan.g_02113
OG0000897	Prad.g_00871	Syan.g_02115
OG0000898	Prad.g_00870	Syan.g_02116
OG0000899	Prad.g_00869	Syan.g_02117
OG0000900	Prad.g_00868	Syan.g_02118
OG0000901	Prad.g_00865	Syan.g_02123
OG0000902	Prad.g_00863	Syan.g_02125
OG0000903	Prad.g_00860	Syan.g_02252
OG0000904	Prad.g_00858	Syan.g_02258
OG0000905	Prad.g_00853	Syan.g_02129
OG0000906	Prad.g_00852	Syan.g_02127
OG0000907	Prad.g_00849	Syan.g_02245
OG0000908	Prad.g_00846	Syan.g_02242
OG0000909	Prad.g_00845	Syan.g_02241
OG0000910	Prad.g_00844	Syan.g_02240
OG0000911	Prad.g_00842	Syan.g_02238
OG0000912	Prad.g_00841	Syan.g_02237
OG0000913	Prad.g_00840	Syan.g_02236
OG0000914	Prad.g_00839	Syan.g_02235
OG0000915	Prad.g_00838	Syan.g_02233
OG0000916	Prad.g_00837	Syan.g_02232
OG0000917	Prad.g_00836	Syan.g_02231
OG0000918	Prad.g_00835	Syan.g_02230
OG0000919	Prad.g_00834	Syan.g_02229
OG0000920	Prad.g_00833	Syan.g_02228
OG0000921	Prad.g_00832	Syan.g_02227
OG0000922	Prad.g_00831	Syan.g_02226
OG0000923	Prad.g_00827	Syan.g_02222
OG0000924	Prad.g_00826	Syan.g_02221
OG0000925	Prad.g_00825	Syan.g_02220
OG0000926	Prad.g_00824	Syan.g_02219
OG0000927	Prad.g_00822	Syan.g_02217
OG0000928	Prad.g_00821	Syan.g_02216
OG0000929	Prad.g_00820	Syan.g_02215
OG0000930	Prad.g_00819	Syan.g_02214
OG0000931	Prad.g_00818	Syan.g_02213
OG0000932	Prad.g_00817	Syan.g_02212
OG0000933	Prad.g_00813	Syan.g_02206
OG0000934	Prad.g_00811	Syan.g_02204
OG0000935	Prad.g_00810	Syan.g_02203
OG0000936	Prad.g_00809	Syan.g_02202
OG0000937	Prad.g_00808	Syan.g_02201
OG0000938	Prad.g_00806	Syan.g_02198
OG0000939	Prad.g_00805	Syan.g_02197
OG0000940	Prad.g_00798	Syan.g_02188
OG0000941	Prad.g_00796	Syan.g_02186
OG0000942	Prad.g_00794	Syan.g_02184
OG0000943	Prad.g_00793	Syan.g_02183
OG0000944	Prad.g_00792	Syan.g_02181
OG0000945	Prad.g_00791	Syan.g_02180
OG0000946	Prad.g_00787	Syan.g_02167
OG0000947	Prad.g_00785	Syan.g_02164
OG0000948	Prad.g_00784	Syan.g_02163
OG0000949	Prad.g_00781	Syan.g_01951
OG0000950	Prad.g_00776	Syan.g_01940
OG0000951	Prad.g_00772	Syan.g_01932
OG0000952	Prad.g_00768	Syan.g_01927
OG0000953	Prad.g_00765	Syan.g_01922
OG0000954	Prad.g_01641	Syan.g_01916
OG0000955	Prad.g_01640	Syan.g_01915
OG0000956	Prad.g_01638	Syan.g_01913
OG0000957	Prad.g_01633	Syan.g_01898
OG0000958	Prad.g_01632	Syan.g_01897
OG0000959	Prad.g_01628	Syan.g_01893
OG0000960	Prad.g_01627	Syan.g_01892
OG0000961	Prad.g_01625	Syan.g_03024
OG0000962	Prad.g_01623	Syan.g_01887
OG0000963	Prad.g_01620	Syan.g_01881
OG0000964	Prad.g_01619	Syan.g_01880
OG0000965	Prad.g_01618	Syan.g_01879
OG0000966	Prad.g_01611	Syan.g_01812
OG0000967	Prad.g_01607	Syan.g_01804
OG0000968	Prad.g_01605	Syan.g_01706
OG0000969	Prad.g_01604	Syan.g_01708
OG0000970	Prad.g_01603	Syan.g_01709
OG0000971	Prad.g_01602	Syan.g_01711
OG0000972	Prad.g_01601	Syan.g_01712
OG0000973	Prad.g_01600	Syan.g_01713
OG0000974	Prad.g_01599	Syan.g_01714
OG0000975	Prad.g_01598	Syan.g_01715
OG0000976	Prad.g_01597	Syan.g_01716
OG0000977	Prad.g_01596	Syan.g_01718
OG0000978	Prad.g_01595	Syan.g_01719
OG0000979	Prad.g_01592	Syan.g_01722
OG0000980	Prad.g_01590	Syan.g_01725
OG0000981	Prad.g_01588	Syan.g_01728
OG0000982	Prad.g_01586	Syan.g_01566
OG0000983	Prad.g_01585	Syan.g_01567
OG0000984	Prad.g_01584	Syan.g_01568
OG0000985	Prad.g_01581	Syan.g_01572
OG0000986	Prad.g_01579	Syan.g_01574
OG0000987	Prad.g_01578	Syan.g_01576
OG0000988	Prad.g_01575	Syan.g_01581
OG0000989	Prad.g_01571	Syan.g_01587
OG0000990	Prad.g_01568	Syan.g_01615
OG0000991	Prad.g_01567	Syan.g_01618
OG0000992	Prad.g_01565	Syan.g_01622
OG0000993	Prad.g_01564	Syan.g_01623
OG0000994	Prad.g_01563	Syan.g_01625
OG0000995	Prad.g_01559	Syan.g_01629
OG0000996	Prad.g_01558	Syan.g_01653
OG0000997	Prad.g_01557	Syan.g_01677
OG0000998	Prad.g_01555	Syan.g_01679
OG0000999	Prad.g_01554	Syan.g_01680
OG0001000	Prad.g_01551	Syan.g_01684
OG0001001	Prad.g_01549	Syan.g_01690
OG0001002	Prad.g_01545	Syan.g_01697
OG0001003	Prad.g_01544	Syan.g_01699
OG0001004	Prad.g_01543	Syan.g_01700
OG0001005	Prad.g_01542	Syan.g_01701
OG0001006	Prad.g_01538	Syan.g_01794
OG0001007	Prad.g_01536	Syan.g_01796
OG0001008	Prad.g_00070	Syan.g_02397
OG0001009	Prad.g_01959	Syan.g_01748
OG0001010	Prad.g_01958	Syan.g_01747
OG0001011	Prad.g_01957	Syan.g_01745
OG0001012	Prad.g_01944	Syan.g_00281
OG0001013	Prad.g_01938	Syan.g_01542
OG0001014	Prad.g_01935	Syan.g_01535
OG0001015	Prad.g_01934	Syan.g_01534
OG0001016	Prad.g_01920	Syan.g_02912
OG0001017	Prad.g_01916	Syan.g_02918
OG0001018	Prad.g_01913	Syan.g_02920
OG0001019	Prad.g_01904	Syan.g_02947
OG0001020	Prad.g_01903	Syan.g_02951
OG0001021	Prad.g_01902	Syan.g_02958
OG0001022	Prad.g_01899	Syan.g_02964
OG0001023	Prad.g_01898	Syan.g_02965
OG0001024	Prad.g_01895	Syan.g_00968
OG0001025	Prad.g_01889	Syan.g_02971
OG0001026	Prad.g_01882	Syan.g_02984
OG0001027	Prad.g_01881	Syan.g_02308
OG0001028	Prad.g_01879	Syan.g_02305
OG0001029	Prad.g_01878	Syan.g_02303
OG0001030	Prad.g_01863	Syan.g_02281
OG0001031	Prad.g_01805	Syan.g_03060
OG0001032	Prad.g_01804	Syan.g_03063
OG0001033	Prad.g_01783	Syan.g_00970
OG0001034	Prad.g_01755	Syan.g_02425
OG0001035	Prad.g_01737	Syan.g_02062
OG0001036	Prad.g_01732	Syan.g_02056
OG0001037	Prad.g_01731	Syan.g_02054
OG0001038	Prad.g_01713	Syan.g_02025
OG0001039	Prad.g_01710	Syan.g_02022
OG0001040	Prad.g_01708	Syan.g_02019
OG0001041	Prad.g_01704	Syan.g_02015
OG0001042	Prad.g_01687	Syan.g_01992
OG0001043	Prad.g_01686	Syan.g_01988
OG0001044	Prad.g_01658	Syan.g_02145
OG0001045	Prad.g_01649	Syan.g_02132
OG0001046	Prad.g_00730	Syan.g_00591
OG0001047	Prad.g_00068	Syan.g_02399
OG0001048	Prad.g_00067	Syan.g_02400
OG0001049	Prad.g_00065	Syan.g_01340
OG0001050	Prad.g_00064	Syan.g_01339
OG0001051	Prad.g_00063	Syan.g_01338
OG0001052	Prad.g_00036	Syan.g_02850
OG0001053	Prad.g_00024	Syan.g_02761
OG0001054	Prad.g_00131	Syan.g_02742
OG0001055	Prad.g_00112	Syan.g_02721
OG0001056	Prad.g_00093	Syan.g_01161
OG0001057	Prad.g_01331	Syan.g_00832
OG0001058	Prad.g_01339	Syan.g_00851
OG0001059	Prad.g_01343	Syan.g_00855
OG0001060	Prad.g_01350	Syan.g_00861
OG0001061	Prad.g_01363	Syan.g_00880
OG0001063	Prad.g_01367	Syan.g_00945
OG0001064	Prad.g_01368	Syan.g_00946
OG0001065	Prad.g_01369	Syan.g_00947
OG0001066	Prad.g_01370	Syan.g_00948
OG0001067	Prad.g_01371	Syan.g_00949
OG0001068	Prad.g_01372	Syan.g_00950
OG0001069	Prad.g_01373	Syan.g_00951
OG0001070	Prad.g_01376	Syan.g_00955
OG0001071	Prad.g_01377	Syan.g_00956
OG0001072	Prad.g_01379	Syan.g_00960
OG0001073	Prad.g_01393	Syan.g_01012
OG0001074	Prad.g_01404	Syan.g_00202
OG0001075	Prad.g_01405	Syan.g_00200
OG0001076	Prad.g_01413	Syan.g_00012
OG0001077	Prad.g_01417	Syan.g_01140
OG0001078	Prad.g_01425	Syan.g_00815
OG0001079	Prad.g_01221	Syan.g_00799
OG0001080	Prad.g_01227	Syan.g_00781
OG0001081	Prad.g_01229	Syan.g_00779
OG0001082	Prad.g_01230	Syan.g_00778
OG0001083	Prad.g_01235	Syan.g_00771
OG0001084	Prad.g_01236	Syan.g_00770
OG0001086	Prad.g_01245	Syan.g_00757
OG0001087	Prad.g_01262	Syan.g_01159
OG0001088	Prad.g_01263	Syan.g_02688
OG0001089	Prad.g_01271	Syan.g_00185
OG0001090	Prad.g_01050	Syan.g_00317
OG0001091	Prad.g_01052	Syan.g_00320
OG0001092	Prad.g_01053	Syan.g_00322
OG0001093	Prad.g_01058	Syan.g_00328
OG0001094	Prad.g_01140	Syan.g_00696
OG0001095	Prad.g_01159	Syan.g_00675
OG0001096	Prad.g_01172	Syan.g_00659
OG0001097	Prad.g_00303	Syan.g_00386
OG0001099	Prad.g_00256	Syan.g_02304
OG0001100	Prad.g_00252	Syan.g_00749
OG0001101	Prad.g_00250	Syan.g_00747
OG0001102	Prad.g_00248	Syan.g_00744
OG0001103	Prad.g_00246	Syan.g_00742
OG0001104	Prad.g_00223	Syan.g_00714
OG0001106	Prad.g_00195	Syan.g_00551
OG0001107	Prad.g_00188	Syan.g_00563
OG0001108	Prad.g_00184	Syan.g_00571
OG0001109	Prad.g_00183	Syan.g_00573
OG0001110	Prad.g_00181	Syan.g_00575
OG0001111	Prad.g_00180	Syan.g_00577
OG0001112	Prad.g_00179	Syan.g_00579
OG0001113	Prad.g_00178	Syan.g_00580
OG0001114	Prad.g_00177	Syan.g_00581
OG0001115	Prad.g_00175	Syan.g_00586
OG0001116	Prad.g_00174	Syan.g_00588
OG0001117	Prad.g_00173	Syan.g_00589
OG0001118	Prad.g_00172	Syan.g_00590
OG0001119	Prad.g_00171	Syan.g_00592
OG0001120	Prad.g_00169	Syan.g_00597
OG0001122	Prad.g_00141	Syan.g_00366
OG0001123	Prad.g_00137	Syan.g_00359
OG0001124	Prad.g_00135	Syan.g_00357
OG0001125	Prad.g_00134	Syan.g_00355
OG0001126	Prad.g_01030	Syan.g_00307
OG0001127	Prad.g_01029	Syan.g_00306
OG0001128	Prad.g_01026	Syan.g_00303
OG0001129	Prad.g_01025	Syan.g_00301
OG0001130	Prad.g_01024	Syan.g_00300
OG0001131	Prad.g_00990	Syan.g_00079
OG0001132	Prad.g_00981	Syan.g_00100
OG0001133	Prad.g_00655	Syan.g_00006
OG0001134	Prad.g_01989	Syan.g_01146
OG0001135	Prad.g_01526	Syan.g_02542, Syan.g_01150
OG0001136	Prad.g_01499	Syan.g_02699
OG0001137	Prad.g_01488	Syan.g_02670
OG0001138	Prad.g_01469	Syan.g_02638
OG0001139	Prad.g_01468	Syan.g_02636
OG0001140	Prad.g_01467	Syan.g_02635
OG0001141	Prad.g_01466	Syan.g_02625
OG0001142	Prad.g_01465	Syan.g_02624
OG0001143	Prad.g_01458	Syan.g_02616
OG0001144	Prad.g_01453	Syan.g_02596
OG0001145	Prad.g_00362	Syan.g_01200
OG0001146	Prad.g_00624	Syan.g_01219
OG0001147	Prad.g_00608	Syan.g_02842
OG0001148	Prad.g_00592	Syan.g_02775
OG0001149	Prad.g_00591	Syan.g_02776
OG0001150	Prad.g_00590	Syan.g_02777
OG0001151	Prad.g_00579	Syan.g_02884
OG0001152	Prad.g_00578	Syan.g_02885
OG0001153	Prad.g_00482	Syan.g_02828
OG0001154	Prad.g_00481	Syan.g_02829
OG0001156	Prad.g_00466	Syan.g_02404
OG0001157	Prad.g_00465	Syan.g_02403
OG0001158	Prad.g_00464	Syan.g_02402
OG0001159	Prad.g_00463	Syan.g_02401
OG0001160	Prad.g_00439	Syan.g_01377
OG0001161	Prad.g_00426	Syan.g_01594
OG0001162	Prad.g_00415	Syan.g_02943
OG0001163	Prad.g_00949	Syan.g_01385
OG0001164	Prad.g_00945	Syan.g_01392
