Orthogroup	Pram	Prar
OG0000583	Pram.g_01047	Prar.g_01493
OG0000584	Pram.g_01045	Prar.g_01494
OG0000585	Pram.g_01044	Prar.g_01495
OG0000586	Pram.g_01042	Prar.g_01497
OG0000587	Pram.g_01041	Prar.g_01498
OG0000588	Pram.g_00760	Prar.g_01500
OG0000589	Pram.g_00761	Prar.g_01501
OG0000590	Pram.g_00763	Prar.g_01503
OG0000591	Pram.g_00769	Prar.g_01509
OG0000592	Pram.g_00770	Prar.g_01510
OG0000593	Pram.g_00771	Prar.g_01511
OG0000594	Pram.g_00774	Prar.g_01513
OG0000595	Pram.g_00775	Prar.g_01514
OG0000596	Pram.g_00776	Prar.g_01515
OG0000597	Pram.g_00778	Prar.g_01517
OG0000598	Pram.g_00779	Prar.g_01518
OG0000599	Pram.g_00780	Prar.g_01519
OG0000600	Pram.g_00781	Prar.g_01520
OG0000601	Pram.g_00784	Prar.g_01522
OG0000602	Pram.g_00785	Prar.g_01523
OG0000603	Pram.g_00786	Prar.g_01524
OG0000604	Pram.g_00789	Prar.g_01525
OG0000605	Pram.g_00790	Prar.g_01526
OG0000606	Pram.g_00791	Prar.g_01527
OG0000607	Pram.g_00793	Prar.g_01529
OG0000608	Pram.g_00795	Prar.g_01530
OG0000609	Pram.g_01927	Prar.g_01534
OG0000610	Pram.g_00720	Prar.g_01535
OG0000611	Pram.g_00802	Prar.g_01600
OG0000612	Pram.g_00803	Prar.g_01601
OG0000613	Pram.g_01027	Prar.g_01602
OG0000614	Pram.g_01026	Prar.g_01603
OG0000615	Pram.g_01024	Prar.g_01605
OG0000616	Pram.g_01023	Prar.g_01606
OG0000617	Pram.g_01022	Prar.g_01607
OG0000618	Pram.g_01021	Prar.g_01608
OG0000619	Pram.g_01020	Prar.g_01609
OG0000620	Pram.g_01019	Prar.g_01610
OG0000621	Pram.g_01018	Prar.g_01611
OG0000622	Pram.g_01017	Prar.g_01612
OG0000623	Pram.g_01016	Prar.g_01613
OG0000624	Pram.g_01014	Prar.g_01614
OG0000625	Pram.g_01013	Prar.g_01615
OG0000626	Pram.g_01012	Prar.g_01616
OG0000627	Pram.g_01011	Prar.g_01617
OG0000628	Pram.g_01010	Prar.g_01618
OG0000629	Pram.g_01008	Prar.g_01619
OG0000630	Pram.g_01007	Prar.g_01620
OG0000631	Pram.g_01005	Prar.g_01622
OG0000632	Pram.g_01004	Prar.g_01634
OG0000633	Pram.g_01539	Prar.g_01638
OG0000634	Pram.g_01534	Prar.g_01651
OG0000635	Pram.g_00935	Prar.g_01652
OG0000636	Pram.g_00934	Prar.g_01653
OG0000637	Pram.g_00933	Prar.g_01654
OG0000638	Pram.g_00325	Prar.g_01661
OG0000639	Pram.g_00908	Prar.g_01670
OG0000640	Pram.g_00911	Prar.g_01672
OG0000641	Pram.g_00913	Prar.g_01675
OG0000642	Pram.g_00914	Prar.g_01676
OG0000643	Pram.g_00915	Prar.g_01677
OG0000644	Pram.g_01028	Prar.g_01678
OG0000645	Pram.g_00804	Prar.g_01679
OG0000646	Pram.g_00805	Prar.g_01680
OG0000647	Pram.g_00806	Prar.g_01681
OG0000648	Pram.g_00808	Prar.g_01683
OG0000649	Pram.g_00809	Prar.g_01684
OG0000650	Pram.g_00810	Prar.g_01685
OG0000651	Pram.g_00811	Prar.g_01686
OG0000652	Pram.g_00812	Prar.g_01687
OG0000653	Pram.g_00813	Prar.g_01688
OG0000654	Pram.g_00815	Prar.g_01690
OG0000655	Pram.g_00817	Prar.g_01692
OG0000656	Pram.g_00818	Prar.g_01693
OG0000657	Pram.g_00819	Prar.g_01694
OG0000658	Pram.g_00820	Prar.g_01695
OG0000659	Pram.g_00821	Prar.g_01696
OG0000660	Pram.g_00822	Prar.g_01697
OG0000661	Pram.g_00823	Prar.g_01698
OG0000662	Pram.g_00825	Prar.g_01699
OG0000663	Pram.g_00826	Prar.g_01700
OG0000664	Pram.g_00827	Prar.g_01701
OG0000665	Pram.g_00828	Prar.g_01702
OG0000666	Pram.g_00829	Prar.g_01703
OG0000667	Pram.g_00830	Prar.g_01704
OG0000668	Pram.g_00831	Prar.g_01705
OG0000669	Pram.g_00833	Prar.g_01707
OG0000670	Pram.g_00834	Prar.g_01708
OG0000671	Pram.g_00835	Prar.g_01709
OG0000672	Pram.g_00836	Prar.g_01710
OG0000673	Pram.g_00837	Prar.g_01711
OG0000674	Pram.g_00838	Prar.g_01712
OG0000675	Pram.g_00839	Prar.g_01714
OG0000676	Pram.g_00840	Prar.g_01715
OG0000677	Pram.g_00843	Prar.g_01717
OG0000678	Pram.g_00845	Prar.g_01719
OG0000679	Pram.g_00847	Prar.g_01720
OG0000680	Pram.g_00848	Prar.g_01721
OG0000681	Pram.g_00849	Prar.g_01722
OG0000682	Pram.g_00850	Prar.g_01723
OG0000683	Pram.g_00852	Prar.g_01725
OG0000684	Pram.g_00853	Prar.g_01726
OG0000685	Pram.g_00854	Prar.g_01727
OG0000686	Pram.g_00855	Prar.g_01728
OG0000687	Pram.g_00857	Prar.g_01729
OG0000688	Pram.g_00858	Prar.g_01730
OG0000689	Pram.g_00859	Prar.g_01731
OG0000690	Pram.g_00860	Prar.g_01732
OG0000691	Pram.g_00861	Prar.g_01733
OG0000692	Pram.g_00865	Prar.g_01735
OG0000693	Pram.g_00866	Prar.g_01736
OG0000694	Pram.g_00867	Prar.g_01737
OG0000695	Pram.g_00868	Prar.g_01738
OG0000696	Pram.g_00870	Prar.g_01740
OG0000697	Pram.g_00872	Prar.g_01742
OG0000698	Pram.g_00876	Prar.g_01744
OG0000699	Pram.g_00877	Prar.g_01745
OG0000700	Pram.g_00713	Prar.g_01759
OG0000701	Pram.g_00717	Prar.g_01764
OG0000702	Pram.g_00724	Prar.g_01767
OG0000703	Pram.g_00726	Prar.g_01768
OG0000704	Pram.g_00727	Prar.g_01769
OG0000705	Pram.g_00728	Prar.g_01770
OG0000706	Pram.g_00729	Prar.g_01771
OG0000707	Pram.g_00731	Prar.g_01773
OG0000708	Pram.g_00732	Prar.g_01774
OG0000709	Pram.g_00734	Prar.g_01776
OG0000710	Pram.g_00735	Prar.g_01777
OG0000711	Pram.g_00736	Prar.g_01778
OG0000712	Pram.g_00737	Prar.g_01779
OG0000713	Pram.g_00738	Prar.g_01780
OG0000714	Pram.g_00740	Prar.g_01782
OG0000715	Pram.g_00741	Prar.g_01783
OG0000716	Pram.g_00743	Prar.g_01785
OG0000717	Pram.g_00744	Prar.g_01786
OG0000718	Pram.g_00745	Prar.g_01787
OG0000719	Pram.g_00747	Prar.g_01789
OG0000720	Pram.g_00748	Prar.g_01790
OG0000721	Pram.g_00751	Prar.g_01792
OG0000722	Pram.g_00752	Prar.g_01793
OG0000723	Pram.g_00753	Prar.g_01794
OG0000724	Pram.g_00754	Prar.g_01795
OG0000725	Pram.g_00755	Prar.g_01796
OG0000726	Pram.g_00756	Prar.g_01797
OG0000727	Pram.g_00757	Prar.g_01798
OG0000728	Pram.g_00758	Prar.g_01799
OG0000729	Pram.g_00759	Prar.g_01800
OG0000730	Pram.g_01038	Prar.g_01801
OG0000731	Pram.g_01036	Prar.g_01802
OG0000732	Pram.g_01035	Prar.g_01803
OG0000733	Pram.g_01034	Prar.g_01804
OG0000734	Pram.g_01033	Prar.g_01805
OG0000735	Pram.g_01031	Prar.g_01807
OG0000736	Pram.g_01030	Prar.g_01808
OG0000737	Pram.g_01029	Prar.g_01809
OG0000738	Pram.g_00916	Prar.g_01810
OG0000739	Pram.g_00917	Prar.g_01811
OG0000740	Pram.g_00918	Prar.g_01812
OG0000741	Pram.g_00919	Prar.g_01813
OG0000742	Pram.g_00921	Prar.g_01815
OG0000743	Pram.g_00922	Prar.g_01816
OG0000744	Pram.g_00923	Prar.g_01817
OG0000745	Pram.g_00924	Prar.g_01818
OG0000746	Pram.g_00925	Prar.g_01819
OG0000747	Pram.g_00926	Prar.g_01820
OG0000748	Pram.g_00927	Prar.g_01821
OG0000749	Pram.g_00928	Prar.g_01822
OG0000750	Pram.g_00930	Prar.g_01823
OG0000751	Pram.g_00931	Prar.g_01824
OG0000752	Pram.g_00988	Prar.g_01825
OG0000753	Pram.g_00936	Prar.g_01827
OG0000754	Pram.g_00937	Prar.g_01828
OG0000755	Pram.g_00938	Prar.g_01829
OG0000756	Pram.g_00940	Prar.g_01830
OG0000757	Pram.g_00941	Prar.g_01831
OG0000758	Pram.g_00942	Prar.g_01832
OG0000759	Pram.g_00944	Prar.g_01834
OG0000760	Pram.g_00945	Prar.g_01835
OG0000761	Pram.g_00946	Prar.g_01836
OG0000762	Pram.g_00948	Prar.g_01838
OG0000763	Pram.g_00949	Prar.g_01839
OG0000764	Pram.g_00950	Prar.g_01840
OG0000765	Pram.g_00951	Prar.g_01841
OG0000766	Pram.g_00952	Prar.g_01842
OG0000767	Pram.g_00954	Prar.g_01844
OG0000768	Pram.g_00955	Prar.g_01845
OG0000769	Pram.g_00956	Prar.g_01846
OG0000770	Pram.g_00957	Prar.g_01847
OG0000771	Pram.g_00958	Prar.g_01848
OG0000772	Pram.g_01199	Prar.g_01849
OG0000773	Pram.g_00959	Prar.g_01850
OG0000774	Pram.g_00960	Prar.g_01851
OG0000775	Pram.g_00961	Prar.g_01852
OG0000776	Pram.g_00963	Prar.g_01853
OG0000777	Pram.g_00964	Prar.g_01855
OG0000778	Pram.g_00965	Prar.g_01856
OG0000779	Pram.g_00966	Prar.g_01857
OG0000780	Pram.g_00968	Prar.g_01859
OG0000781	Pram.g_00970	Prar.g_01861
OG0000782	Pram.g_00971	Prar.g_01862
OG0000783	Pram.g_00973	Prar.g_01873
OG0000784	Pram.g_00975	Prar.g_01875
OG0000785	Pram.g_00976	Prar.g_01876
OG0000786	Pram.g_00977	Prar.g_01877
OG0000787	Pram.g_00978	Prar.g_01878
OG0000788	Pram.g_00983	Prar.g_01882
OG0000789	Pram.g_00986	Prar.g_01884
OG0000790	Pram.g_00987	Prar.g_01885
OG0000791	Pram.g_00990	Prar.g_01886
OG0000792	Pram.g_00991	Prar.g_01887
OG0000793	Pram.g_00992	Prar.g_01888
OG0000794	Pram.g_00995	Prar.g_01890
OG0000795	Pram.g_00899	Prar.g_01893
OG0000796	Pram.g_00898	Prar.g_01894
OG0000797	Pram.g_00896	Prar.g_01896
OG0000798	Pram.g_00895	Prar.g_01897
OG0000799	Pram.g_00894	Prar.g_01898
OG0000800	Pram.g_00893	Prar.g_01899
OG0000801	Pram.g_00890	Prar.g_01902
OG0000802	Pram.g_00889	Prar.g_01903
OG0000803	Pram.g_00887	Prar.g_01905
OG0000804	Pram.g_00886	Prar.g_01906
OG0000805	Pram.g_00885	Prar.g_01907
OG0000806	Pram.g_00883	Prar.g_01909
OG0000807	Pram.g_00356	Prar.g_01935
OG0000808	Pram.g_00683	Prar.g_01944
OG0000809	Pram.g_01188	Prar.g_01947
OG0000810	Pram.g_00579	Prar.g_01948
OG0000811	Pram.g_01208	Prar.g_01955
OG0000812	Pram.g_01182	Prar.g_01324
OG0000813	Pram.g_00335	Prar.g_01320
OG0000814	Pram.g_01201	Prar.g_01318
OG0000815	Pram.g_01469	Prar.g_01309
OG0000816	Pram.g_01547	Prar.g_01295
OG0000817	Pram.g_01548	Prar.g_01294
OG0000818	Pram.g_00690	Prar.g_01289
OG0000819	Pram.g_01162	Prar.g_01282
OG0000820	Pram.g_01156	Prar.g_01278
OG0000821	Pram.g_01154	Prar.g_01276
OG0000822	Pram.g_01153	Prar.g_01275
OG0000823	Pram.g_01152	Prar.g_01274
OG0000824	Pram.g_01151	Prar.g_01273
OG0000825	Pram.g_01150	Prar.g_01272
OG0000826	Pram.g_01149	Prar.g_01271
OG0000827	Pram.g_01148	Prar.g_01270
OG0000828	Pram.g_01147	Prar.g_01269
OG0000829	Pram.g_01146	Prar.g_01268
OG0000830	Pram.g_01144	Prar.g_01267
OG0000831	Pram.g_01141	Prar.g_01264
OG0000832	Pram.g_01139	Prar.g_01262
OG0000833	Pram.g_01137	Prar.g_01261
OG0000834	Pram.g_01136	Prar.g_01260
OG0000835	Pram.g_01135	Prar.g_01259
OG0000836	Pram.g_01134	Prar.g_01258
OG0000837	Pram.g_01131	Prar.g_01256
OG0000838	Pram.g_01130	Prar.g_01255
OG0000839	Pram.g_01129	Prar.g_01254
OG0000840	Pram.g_01128	Prar.g_01253
OG0000841	Pram.g_01127	Prar.g_01252
OG0000842	Pram.g_01125	Prar.g_01251
OG0000843	Pram.g_01124	Prar.g_01250
OG0000844	Pram.g_01123	Prar.g_01249
OG0000845	Pram.g_01122	Prar.g_01248
OG0000846	Pram.g_01119	Prar.g_01245
OG0000847	Pram.g_01118	Prar.g_01243
OG0000848	Pram.g_01117	Prar.g_01242
OG0000849	Pram.g_01114	Prar.g_01241
OG0000850	Pram.g_01113	Prar.g_01240
OG0000851	Pram.g_01111	Prar.g_01239
OG0000852	Pram.g_01109	Prar.g_01237
OG0000853	Pram.g_01107	Prar.g_01236
OG0000854	Pram.g_01105	Prar.g_01234
OG0000855	Pram.g_01104	Prar.g_01233
OG0000856	Pram.g_01103	Prar.g_01232
OG0000857	Pram.g_01102	Prar.g_01231
OG0000858	Pram.g_01101	Prar.g_01230
OG0000859	Pram.g_01100	Prar.g_01229
OG0000860	Pram.g_01099	Prar.g_01228
OG0000861	Pram.g_01098	Prar.g_01227
OG0000862	Pram.g_01097	Prar.g_01226
OG0000863	Pram.g_01096	Prar.g_01225
OG0000864	Pram.g_01095	Prar.g_01224
OG0000865	Pram.g_01094	Prar.g_01223
OG0000866	Pram.g_01093	Prar.g_01222
OG0000867	Pram.g_01092	Prar.g_01221
OG0000868	Pram.g_01091	Prar.g_01220
OG0000869	Pram.g_01089	Prar.g_01218
OG0000870	Pram.g_01088	Prar.g_01217
OG0000871	Pram.g_01087	Prar.g_01215
OG0000872	Pram.g_01086	Prar.g_01214
OG0000873	Pram.g_01084	Prar.g_01212
OG0000874	Pram.g_01083	Prar.g_01211
OG0000875	Pram.g_01082	Prar.g_01210
OG0000876	Pram.g_01081	Prar.g_01209
OG0000877	Pram.g_00570	Prar.g_01207
OG0000878	Pram.g_01569	Prar.g_00976
OG0000879	Pram.g_01219	Prar.g_00966
OG0000880	Pram.g_01220	Prar.g_00965
OG0000881	Pram.g_01221	Prar.g_00964
OG0000882	Pram.g_01222	Prar.g_00963
OG0000883	Pram.g_01223	Prar.g_00962
OG0000884	Pram.g_01225	Prar.g_00960
OG0000885	Pram.g_01226	Prar.g_00959
OG0000886	Pram.g_01227	Prar.g_00958
OG0000887	Pram.g_01228	Prar.g_00957
OG0000888	Pram.g_01229	Prar.g_00956
OG0000889	Pram.g_01232	Prar.g_00953
OG0000890	Pram.g_01233	Prar.g_00952
OG0000891	Pram.g_01234	Prar.g_00951
OG0000892	Pram.g_01236	Prar.g_00949
OG0000893	Pram.g_01237	Prar.g_00948
OG0000894	Pram.g_01238	Prar.g_00947
OG0000895	Pram.g_01239	Prar.g_00946
OG0000896	Pram.g_01240	Prar.g_00945
OG0000897	Pram.g_01241	Prar.g_00944
OG0000898	Pram.g_01244	Prar.g_00942
OG0000899	Pram.g_01245	Prar.g_00941
OG0000900	Pram.g_01478	Prar.g_00929
OG0000901	Pram.g_01475	Prar.g_00925
OG0000902	Pram.g_01271	Prar.g_00924
OG0000903	Pram.g_01198	Prar.g_00923
OG0000904	Pram.g_01281	Prar.g_00921
OG0000905	Pram.g_01183	Prar.g_00919
OG0000906	Pram.g_01165	Prar.g_00917
OG0000907	Pram.g_00874	Prar.g_00916
OG0000908	Pram.g_01542	Prar.g_00913
OG0000909	Pram.g_01466	Prar.g_00909
OG0000910	Pram.g_01465	Prar.g_00908
OG0000911	Pram.g_01464	Prar.g_00907
OG0000912	Pram.g_01463	Prar.g_00906
OG0000913	Pram.g_01462	Prar.g_00905
OG0000914	Pram.g_01461	Prar.g_00904
OG0000915	Pram.g_01460	Prar.g_00903
OG0000916	Pram.g_01458	Prar.g_00902
OG0000917	Pram.g_01457	Prar.g_00901
OG0000918	Pram.g_01456	Prar.g_00900
OG0000919	Pram.g_01455	Prar.g_00899
OG0000920	Pram.g_01454	Prar.g_00898
OG0000921	Pram.g_01453	Prar.g_00897
OG0000922	Pram.g_01452	Prar.g_00896
OG0000923	Pram.g_01451	Prar.g_00895
OG0000924	Pram.g_01450	Prar.g_00894
OG0000925	Pram.g_01449	Prar.g_00893
OG0000926	Pram.g_01815	Prar.g_00375
OG0000927	Pram.g_01398	Prar.g_00357
OG0000928	Pram.g_01397	Prar.g_00356
OG0000929	Pram.g_01396	Prar.g_00355
OG0000930	Pram.g_01395	Prar.g_00354
OG0000931	Pram.g_01394	Prar.g_00353
OG0000932	Pram.g_01392	Prar.g_00351
OG0000933	Pram.g_01391	Prar.g_00350
OG0000934	Pram.g_01390	Prar.g_00349
OG0000935	Pram.g_01389	Prar.g_00348
OG0000936	Pram.g_01388	Prar.g_00347
OG0000937	Pram.g_01387	Prar.g_00346
OG0000938	Pram.g_01386	Prar.g_00345
OG0000939	Pram.g_01385	Prar.g_00344
OG0000940	Pram.g_01384	Prar.g_00343
OG0000941	Pram.g_01383	Prar.g_00341
OG0000942	Pram.g_01382	Prar.g_00340
OG0000943	Pram.g_01376	Prar.g_00337
OG0000944	Pram.g_01375	Prar.g_00336
OG0000945	Pram.g_01374	Prar.g_00335
OG0000946	Pram.g_01373	Prar.g_00842
OG0000947	Pram.g_01372	Prar.g_00841
OG0000948	Pram.g_01371	Prar.g_00840
OG0000949	Pram.g_01370	Prar.g_00839
OG0000950	Pram.g_01369	Prar.g_00838
OG0000951	Pram.g_01368	Prar.g_00837
OG0000952	Pram.g_01367	Prar.g_00836
OG0000953	Pram.g_01366	Prar.g_00835
OG0000954	Pram.g_01365	Prar.g_00834
OG0000955	Pram.g_01364	Prar.g_00833
OG0000956	Pram.g_01363	Prar.g_00832
OG0000957	Pram.g_01362	Prar.g_00831
OG0000958	Pram.g_01361	Prar.g_00830
OG0000959	Pram.g_01360	Prar.g_00829
OG0000960	Pram.g_01359	Prar.g_00828
OG0000961	Pram.g_01355	Prar.g_00824
OG0000962	Pram.g_01354	Prar.g_00823
OG0000963	Pram.g_01353	Prar.g_00822
OG0000964	Pram.g_01351	Prar.g_00820
OG0000965	Pram.g_01350	Prar.g_00819
OG0000966	Pram.g_01349	Prar.g_00818
OG0000967	Pram.g_01348	Prar.g_00817
OG0000968	Pram.g_01347	Prar.g_00816
OG0000969	Pram.g_01346	Prar.g_00815
OG0000970	Pram.g_01345	Prar.g_00814
OG0000971	Pram.g_01344	Prar.g_00813
OG0000972	Pram.g_01343	Prar.g_00812
OG0000973	Pram.g_01342	Prar.g_00811
OG0000974	Pram.g_01340	Prar.g_00809
OG0000975	Pram.g_01333	Prar.g_00806
OG0000976	Pram.g_01331	Prar.g_00804
OG0000977	Pram.g_01330	Prar.g_00803
OG0000978	Pram.g_01328	Prar.g_00802
OG0000979	Pram.g_01326	Prar.g_00800
OG0000980	Pram.g_01325	Prar.g_00799
OG0000981	Pram.g_01324	Prar.g_00798
OG0000982	Pram.g_01323	Prar.g_00797
OG0000983	Pram.g_01321	Prar.g_00795
OG0000984	Pram.g_01320	Prar.g_00794
OG0000985	Pram.g_01319	Prar.g_00793
OG0000986	Pram.g_01318	Prar.g_00792
OG0000987	Pram.g_01317	Prar.g_00791
OG0000988	Pram.g_01315	Prar.g_00790
OG0000989	Pram.g_01314	Prar.g_00789
OG0000990	Pram.g_01313	Prar.g_00788
OG0000991	Pram.g_01312	Prar.g_00787
OG0000992	Pram.g_01311	Prar.g_00786
OG0000993	Pram.g_01310	Prar.g_00785
OG0000994	Pram.g_01309	Prar.g_00784
OG0000995	Pram.g_01308	Prar.g_00783
OG0000996	Pram.g_01307	Prar.g_00782
OG0000997	Pram.g_01306	Prar.g_00781
OG0000998	Pram.g_01305	Prar.g_00780
OG0000999	Pram.g_01304	Prar.g_00779
OG0001000	Pram.g_01303	Prar.g_00778
OG0001001	Pram.g_01301	Prar.g_00776
OG0001002	Pram.g_01300	Prar.g_00775
OG0001003	Pram.g_01299	Prar.g_00774
OG0001004	Pram.g_01298	Prar.g_00773
OG0001005	Pram.g_01296	Prar.g_00772
OG0001006	Pram.g_01295	Prar.g_00771
OG0001007	Pram.g_01294	Prar.g_00770
OG0001008	Pram.g_01292	Prar.g_00768
OG0001009	Pram.g_01291	Prar.g_00767
OG0001010	Pram.g_01577	Prar.g_00760
OG0001011	Pram.g_00567	Prar.g_00753
OG0001012	Pram.g_00824	Prar.g_00725
OG0001013	Pram.g_01625	Prar.g_01149
OG0001014	Pram.g_01626	Prar.g_01148
OG0001015	Pram.g_01633	Prar.g_01142
OG0001016	Pram.g_01634	Prar.g_01141
OG0001017	Pram.g_01635	Prar.g_01140
OG0001018	Pram.g_01636	Prar.g_01139
OG0001019	Pram.g_01638	Prar.g_01137
OG0001020	Pram.g_01639	Prar.g_01136
OG0001021	Pram.g_01640	Prar.g_01135
OG0001022	Pram.g_01641	Prar.g_01134
OG0001023	Pram.g_01642	Prar.g_01133
OG0001024	Pram.g_01644	Prar.g_01132
OG0001025	Pram.g_01645	Prar.g_01131
OG0001026	Pram.g_01646	Prar.g_01129
OG0001027	Pram.g_01647	Prar.g_01128
OG0001028	Pram.g_01648	Prar.g_01127
OG0001029	Pram.g_01649	Prar.g_01126
OG0001030	Pram.g_01650	Prar.g_01125
OG0001031	Pram.g_01651	Prar.g_01124
OG0001032	Pram.g_01652	Prar.g_01123
OG0001033	Pram.g_01653	Prar.g_01122
OG0001034	Pram.g_01654	Prar.g_01121
OG0001035	Pram.g_01656	Prar.g_01964
OG0001036	Pram.g_01657	Prar.g_01965
OG0001037	Pram.g_01658	Prar.g_01966
OG0001038	Pram.g_01659	Prar.g_01967
OG0001039	Pram.g_01660	Prar.g_01968
OG0001040	Pram.g_01662	Prar.g_01969
OG0001041	Pram.g_01663	Prar.g_01970
OG0001042	Pram.g_01664	Prar.g_01971
OG0001043	Pram.g_01665	Prar.g_01963
OG0001044	Pram.g_01666	Prar.g_01962
OG0001045	Pram.g_01667	Prar.g_01961
OG0001046	Pram.g_01668	Prar.g_01960
OG0001047	Pram.g_01671	Prar.g_01957
OG0001048	Pram.g_01673	Prar.g_00596
OG0001049	Pram.g_01674	Prar.g_00597
OG0001050	Pram.g_01675	Prar.g_00598
OG0001051	Pram.g_01676	Prar.g_00599
OG0001052	Pram.g_01677	Prar.g_00600
OG0001053	Pram.g_01679	Prar.g_00601
OG0001054	Pram.g_01681	Prar.g_00603
OG0001055	Pram.g_01682	Prar.g_00604
OG0001056	Pram.g_01683	Prar.g_00605
OG0001057	Pram.g_01684	Prar.g_00606
OG0001058	Pram.g_01685	Prar.g_00607
OG0001059	Pram.g_01686	Prar.g_00608
OG0001060	Pram.g_01687	Prar.g_00609
OG0001061	Pram.g_01688	Prar.g_00610
OG0001062	Pram.g_01689	Prar.g_00611
OG0001063	Pram.g_01690	Prar.g_00612
OG0001064	Pram.g_01691	Prar.g_01119
OG0001065	Pram.g_01695	Prar.g_01114
OG0001066	Pram.g_01697	Prar.g_01113
OG0001067	Pram.g_01698	Prar.g_01112
OG0001068	Pram.g_01701	Prar.g_01110
OG0001069	Pram.g_01702	Prar.g_01109
OG0001070	Pram.g_01703	Prar.g_01108
OG0001071	Pram.g_01704	Prar.g_01107
OG0001072	Pram.g_01705	Prar.g_01106
OG0001073	Pram.g_01706	Prar.g_01105
OG0001074	Pram.g_01707	Prar.g_01104
OG0001075	Pram.g_01708	Prar.g_01103
OG0001076	Pram.g_01709	Prar.g_01102
OG0001077	Pram.g_01710	Prar.g_01101
OG0001078	Pram.g_01711	Prar.g_01100
OG0001079	Pram.g_01712	Prar.g_01099
OG0001080	Pram.g_01713	Prar.g_01098
OG0001081	Pram.g_01717	Prar.g_01095
OG0001082	Pram.g_01718	Prar.g_01094
OG0001083	Pram.g_01722	Prar.g_01093
OG0001084	Pram.g_01720	Prar.g_01091
OG0001085	Pram.g_01719	Prar.g_01090
OG0001086	Pram.g_01716	Prar.g_01089
OG0001087	Pram.g_01715	Prar.g_01088
OG0001088	Pram.g_01714	Prar.g_01087
OG0001089	Pram.g_01727	Prar.g_01069
OG0001090	Pram.g_01729	Prar.g_01067
OG0001091	Pram.g_01730	Prar.g_01066
OG0001092	Pram.g_01731	Prar.g_01065
OG0001093	Pram.g_01732	Prar.g_01064
OG0001094	Pram.g_01733	Prar.g_01063
OG0001095	Pram.g_01734	Prar.g_01062
OG0001096	Pram.g_01735	Prar.g_01061
OG0001097	Pram.g_01736	Prar.g_01060
OG0001098	Pram.g_01737	Prar.g_01059
OG0001099	Pram.g_01738	Prar.g_01058
OG0001100	Pram.g_01739	Prar.g_01057
OG0001101	Pram.g_01740	Prar.g_01056
OG0001102	Pram.g_01741	Prar.g_01055
OG0001103	Pram.g_01742	Prar.g_01054
OG0001104	Pram.g_01743	Prar.g_01053
OG0001105	Pram.g_01744	Prar.g_01052
OG0001106	Pram.g_01745	Prar.g_01051
OG0001107	Pram.g_01746	Prar.g_01050
OG0001108	Pram.g_01747	Prar.g_01049
OG0001109	Pram.g_01748	Prar.g_01048
OG0001110	Pram.g_01749	Prar.g_01047
OG0001111	Pram.g_01750	Prar.g_01046
OG0001112	Pram.g_01751	Prar.g_01045
OG0001113	Pram.g_01752	Prar.g_01044
OG0001114	Pram.g_01753	Prar.g_01043
OG0001115	Pram.g_01754	Prar.g_01042
OG0001116	Pram.g_01755	Prar.g_01041
OG0001117	Pram.g_01756	Prar.g_01040
OG0001118	Pram.g_01757	Prar.g_01039
OG0001119	Pram.g_01758	Prar.g_01038
OG0001120	Pram.g_01759	Prar.g_01037
OG0001121	Pram.g_01761	Prar.g_01035
OG0001122	Pram.g_01762	Prar.g_01034
OG0001123	Pram.g_01763	Prar.g_01033
OG0001124	Pram.g_01765	Prar.g_01031
OG0001125	Pram.g_01767	Prar.g_01029
OG0001126	Pram.g_01768	Prar.g_01028
OG0001127	Pram.g_01771	Prar.g_01026
OG0001128	Pram.g_01772	Prar.g_01025
OG0001129	Pram.g_01773	Prar.g_01024
OG0001130	Pram.g_01776	Prar.g_01022
OG0001131	Pram.g_01777	Prar.g_01021
OG0001132	Pram.g_01778	Prar.g_01020
OG0001133	Pram.g_01779	Prar.g_01019
OG0001134	Pram.g_01780	Prar.g_01018
OG0001135	Pram.g_01781	Prar.g_01017
OG0001136	Pram.g_01782	Prar.g_01016
OG0001137	Pram.g_01783	Prar.g_01015
OG0001138	Pram.g_01784	Prar.g_01014
OG0001139	Pram.g_01786	Prar.g_01013
OG0001140	Pram.g_01787	Prar.g_01012
OG0001141	Pram.g_01788	Prar.g_01011
OG0001142	Pram.g_01793	Prar.g_00617
OG0001143	Pram.g_01794	Prar.g_00618
OG0001144	Pram.g_01795	Prar.g_00619
OG0001145	Pram.g_01796	Prar.g_00620
OG0001146	Pram.g_01797	Prar.g_00621
OG0001147	Pram.g_01798	Prar.g_00622
OG0001148	Pram.g_01799	Prar.g_00623
OG0001149	Pram.g_01801	Prar.g_00625
OG0001150	Pram.g_01802	Prar.g_00626
OG0001151	Pram.g_01806	Prar.g_00628
OG0001152	Pram.g_01807	Prar.g_00629
OG0001153	Pram.g_01808	Prar.g_00630
OG0001154	Pram.g_01810	Prar.g_00632
OG0001155	Pram.g_01812	Prar.g_00634
OG0001156	Pram.g_01814	Prar.g_00636
OG0001157	Pram.g_01816	Prar.g_00637
OG0001158	Pram.g_01818	Prar.g_00639
OG0001159	Pram.g_01819	Prar.g_00640
OG0001160	Pram.g_01820	Prar.g_00641
OG0001161	Pram.g_01821	Prar.g_00642
OG0001162	Pram.g_01822	Prar.g_00643
OG0001163	Pram.g_01823	Prar.g_00644
OG0001164	Pram.g_01824	Prar.g_00645
