Orthogroup	Pram	Prbl
OG0000571	Pram.g_01061	Prbl.g_01663
OG0000572	Pram.g_01060	Prbl.g_01664
OG0000573	Pram.g_01057	Prbl.g_01041
OG0000574	Pram.g_01056	Prbl.g_01032
OG0000575	Pram.g_01055	Prbl.g_01031
OG0000576	Pram.g_01054	Prbl.g_01030
OG0000577	Pram.g_01053	Prbl.g_01412
OG0000578	Pram.g_01052	Prbl.g_01411
OG0000579	Pram.g_01051	Prbl.g_01409
OG0000580	Pram.g_01050	Prbl.g_01406
OG0000581	Pram.g_01049	Prbl.g_01405
OG0000582	Pram.g_01048	Prbl.g_01404
OG0000583	Pram.g_01047	Prbl.g_01403
OG0000584	Pram.g_01045	Prbl.g_01401
OG0000585	Pram.g_01044	Prbl.g_01400
OG0000586	Pram.g_01042	Prbl.g_01398
OG0000587	Pram.g_01041	Prbl.g_01397
OG0000588	Pram.g_00760	Prbl.g_01394
OG0000589	Pram.g_00761	Prbl.g_01392
OG0000590	Pram.g_00763	Prbl.g_00891
OG0000591	Pram.g_00769	Prbl.g_01915
OG0000592	Pram.g_00770	Prbl.g_00027
OG0000593	Pram.g_00771	Prbl.g_01242
OG0000594	Pram.g_00774	Prbl.g_02295
OG0000595	Pram.g_00775	Prbl.g_01046
OG0000596	Pram.g_00776	Prbl.g_01869
OG0000597	Pram.g_00778	Prbl.g_01847
OG0000598	Pram.g_00779	Prbl.g_01853
OG0000599	Pram.g_00780	Prbl.g_01857
OG0000600	Pram.g_00781	Prbl.g_01858
OG0000601	Pram.g_00784	Prbl.g_01872
OG0000602	Pram.g_00785	Prbl.g_01873
OG0000603	Pram.g_00786	Prbl.g_01874
OG0000604	Pram.g_00789	Prbl.g_00021
OG0000605	Pram.g_00790	Prbl.g_00022
OG0000606	Pram.g_00791	Prbl.g_00024
OG0000607	Pram.g_00793	Prbl.g_00026
OG0000608	Pram.g_00795	Prbl.g_02373
OG0000609	Pram.g_01927	Prbl.g_02137
OG0000610	Pram.g_00720	Prbl.g_00120
OG0000611	Pram.g_00802	Prbl.g_02565
OG0000612	Pram.g_00803	Prbl.g_02564
OG0000613	Pram.g_01027	Prbl.g_02563
OG0000614	Pram.g_01026	Prbl.g_02562
OG0000615	Pram.g_01024	Prbl.g_02561
OG0000616	Pram.g_01023	Prbl.g_02560
OG0000617	Pram.g_01022	Prbl.g_02559
OG0000618	Pram.g_01021	Prbl.g_02558
OG0000619	Pram.g_01020	Prbl.g_02556
OG0000620	Pram.g_01019	Prbl.g_02555
OG0000621	Pram.g_01018	Prbl.g_02554
OG0000622	Pram.g_01017	Prbl.g_02553
OG0000623	Pram.g_01016	Prbl.g_02552
OG0000624	Pram.g_01014	Prbl.g_02551
OG0000625	Pram.g_01013	Prbl.g_02550
OG0000626	Pram.g_01012	Prbl.g_02549
OG0000627	Pram.g_01011	Prbl.g_02426
OG0000628	Pram.g_01010	Prbl.g_02427
OG0000629	Pram.g_01008	Prbl.g_02430
OG0000630	Pram.g_01007	Prbl.g_02431
OG0000631	Pram.g_01005	Prbl.g_02434
OG0000632	Pram.g_01004	Prbl.g_00040
OG0000633	Pram.g_01539	Prbl.g_01904
OG0000634	Pram.g_01534	Prbl.g_00534
OG0000635	Pram.g_00935	Prbl.g_02470
OG0000636	Pram.g_00934	Prbl.g_02469
OG0000637	Pram.g_00933	Prbl.g_02468
OG0000638	Pram.g_00325	Prbl.g_01195
OG0000639	Pram.g_00908	Prbl.g_01930
OG0000640	Pram.g_00911	Prbl.g_02435
OG0000641	Pram.g_00913	Prbl.g_02440
OG0000642	Pram.g_00914	Prbl.g_02441
OG0000643	Pram.g_00915	Prbl.g_02442
OG0000644	Pram.g_01028	Prbl.g_02341
OG0000645	Pram.g_00804	Prbl.g_02340
OG0000646	Pram.g_00805	Prbl.g_02339
OG0000647	Pram.g_00806	Prbl.g_02338
OG0000648	Pram.g_00808	Prbl.g_02336
OG0000649	Pram.g_00809	Prbl.g_02335
OG0000650	Pram.g_00810	Prbl.g_02334
OG0000651	Pram.g_00811	Prbl.g_02333
OG0000652	Pram.g_00812	Prbl.g_02332
OG0000653	Pram.g_00813	Prbl.g_02331
OG0000654	Pram.g_00815	Prbl.g_02329
OG0000655	Pram.g_00817	Prbl.g_02327
OG0000656	Pram.g_00818	Prbl.g_02326
OG0000657	Pram.g_00819	Prbl.g_02325
OG0000658	Pram.g_00820	Prbl.g_02324
OG0000659	Pram.g_00821	Prbl.g_02323
OG0000660	Pram.g_00822	Prbl.g_02322
OG0000661	Pram.g_00823	Prbl.g_02320
OG0000662	Pram.g_00825	Prbl.g_02317
OG0000663	Pram.g_00826	Prbl.g_02316
OG0000664	Pram.g_00827	Prbl.g_02315
OG0000665	Pram.g_00828	Prbl.g_02314
OG0000666	Pram.g_00829	Prbl.g_02313
OG0000667	Pram.g_00830	Prbl.g_02312
OG0000668	Pram.g_00831	Prbl.g_02311
OG0000669	Pram.g_00833	Prbl.g_02309
OG0000670	Pram.g_00834	Prbl.g_02308
OG0000671	Pram.g_00835	Prbl.g_02307
OG0000672	Pram.g_00836	Prbl.g_02306
OG0000673	Pram.g_00837	Prbl.g_02305
OG0000674	Pram.g_00838	Prbl.g_02304
OG0000675	Pram.g_00839	Prbl.g_01534
OG0000676	Pram.g_00840	Prbl.g_01535
OG0000677	Pram.g_00843	Prbl.g_01538
OG0000678	Pram.g_00845	Prbl.g_01540
OG0000679	Pram.g_00847	Prbl.g_01542
OG0000680	Pram.g_00848	Prbl.g_01543
OG0000681	Pram.g_00849	Prbl.g_01544
OG0000682	Pram.g_00850	Prbl.g_01545
OG0000683	Pram.g_00852	Prbl.g_01547
OG0000684	Pram.g_00853	Prbl.g_01548
OG0000685	Pram.g_00854	Prbl.g_01549
OG0000686	Pram.g_00855	Prbl.g_01550
OG0000687	Pram.g_00857	Prbl.g_01551
OG0000688	Pram.g_00858	Prbl.g_01552
OG0000689	Pram.g_00859	Prbl.g_01554
OG0000690	Pram.g_00860	Prbl.g_01555
OG0000691	Pram.g_00861	Prbl.g_01556
OG0000692	Pram.g_00865	Prbl.g_01567
OG0000693	Pram.g_00866	Prbl.g_01568
OG0000694	Pram.g_00867	Prbl.g_01571
OG0000695	Pram.g_00868	Prbl.g_01576
OG0000696	Pram.g_00870	Prbl.g_01577
OG0000697	Pram.g_00872	Prbl.g_01579
OG0000698	Pram.g_00876	Prbl.g_02423
OG0000699	Pram.g_00877	Prbl.g_02546
OG0000700	Pram.g_00713	Prbl.g_02530
OG0000701	Pram.g_00717	Prbl.g_01329
OG0000702	Pram.g_00724	Prbl.g_01588
OG0000703	Pram.g_00726	Prbl.g_02414
OG0000704	Pram.g_00727	Prbl.g_01078
OG0000705	Pram.g_00728	Prbl.g_02413
OG0000706	Pram.g_00729	Prbl.g_02412
OG0000707	Pram.g_00731	Prbl.g_02410
OG0000708	Pram.g_00732	Prbl.g_02409
OG0000709	Pram.g_00734	Prbl.g_02407
OG0000710	Pram.g_00735	Prbl.g_02406
OG0000711	Pram.g_00736	Prbl.g_02405
OG0000712	Pram.g_00737	Prbl.g_02404
OG0000713	Pram.g_00738	Prbl.g_02403
OG0000714	Pram.g_00740	Prbl.g_02395
OG0000715	Pram.g_00741	Prbl.g_02393
OG0000716	Pram.g_00743	Prbl.g_02388
OG0000717	Pram.g_00744	Prbl.g_02386
OG0000718	Pram.g_00745	Prbl.g_02383
OG0000719	Pram.g_00747	Prbl.g_02368
OG0000720	Pram.g_00748	Prbl.g_02367
OG0000721	Pram.g_00751	Prbl.g_02365
OG0000722	Pram.g_00752	Prbl.g_02364
OG0000723	Pram.g_00753	Prbl.g_02363
OG0000724	Pram.g_00754	Prbl.g_02350
OG0000725	Pram.g_00755	Prbl.g_02351
OG0000726	Pram.g_00756	Prbl.g_02352
OG0000727	Pram.g_00757	Prbl.g_02353
OG0000728	Pram.g_00758	Prbl.g_02354
OG0000729	Pram.g_00759	Prbl.g_02356
OG0000730	Pram.g_01038	Prbl.g_02359
OG0000731	Pram.g_01036	Prbl.g_02348
OG0000732	Pram.g_01035	Prbl.g_02347
OG0000733	Pram.g_01034	Prbl.g_02346
OG0000734	Pram.g_01033	Prbl.g_02345
OG0000735	Pram.g_01031	Prbl.g_02344
OG0000736	Pram.g_01030	Prbl.g_02343
OG0000737	Pram.g_01029	Prbl.g_02342
OG0000738	Pram.g_00916	Prbl.g_02443
OG0000739	Pram.g_00917	Prbl.g_02444
OG0000740	Pram.g_00918	Prbl.g_02445
OG0000741	Pram.g_00919	Prbl.g_02447
OG0000742	Pram.g_00921	Prbl.g_02449
OG0000743	Pram.g_00922	Prbl.g_02450
OG0000744	Pram.g_00923	Prbl.g_02452
OG0000745	Pram.g_00924	Prbl.g_02453
OG0000746	Pram.g_00925	Prbl.g_02454
OG0000747	Pram.g_00926	Prbl.g_01688
OG0000748	Pram.g_00927	Prbl.g_02462
OG0000749	Pram.g_00928	Prbl.g_02463
OG0000750	Pram.g_00930	Prbl.g_02465
OG0000751	Pram.g_00931	Prbl.g_02466
OG0000752	Pram.g_00988	Prbl.g_02210
OG0000753	Pram.g_00936	Prbl.g_02471
OG0000754	Pram.g_00937	Prbl.g_02472
OG0000755	Pram.g_00938	Prbl.g_02473
OG0000756	Pram.g_00940	Prbl.g_02475
OG0000757	Pram.g_00941	Prbl.g_02476
OG0000758	Pram.g_00942	Prbl.g_02477
OG0000759	Pram.g_00944	Prbl.g_02482
OG0000760	Pram.g_00945	Prbl.g_02483
OG0000761	Pram.g_00946	Prbl.g_02485
OG0000762	Pram.g_00948	Prbl.g_02487
OG0000763	Pram.g_00949	Prbl.g_02489
OG0000764	Pram.g_00950	Prbl.g_02491
OG0000765	Pram.g_00951	Prbl.g_02492
OG0000766	Pram.g_00952	Prbl.g_02493
OG0000767	Pram.g_00954	Prbl.g_02495
OG0000768	Pram.g_00955	Prbl.g_02496
OG0000769	Pram.g_00956	Prbl.g_02497
OG0000770	Pram.g_00957	Prbl.g_02498
OG0000771	Pram.g_00958	Prbl.g_02499
OG0000772	Pram.g_01199	Prbl.g_02608
OG0000773	Pram.g_00959	Prbl.g_02501
OG0000774	Pram.g_00960	Prbl.g_02503
OG0000775	Pram.g_00961	Prbl.g_02505
OG0000776	Pram.g_00963	Prbl.g_02508
OG0000777	Pram.g_00964	Prbl.g_02509
OG0000778	Pram.g_00965	Prbl.g_02510
OG0000779	Pram.g_00966	Prbl.g_02514
OG0000780	Pram.g_00968	Prbl.g_02516
OG0000781	Pram.g_00970	Prbl.g_02520
OG0000782	Pram.g_00971	Prbl.g_02521
OG0000783	Pram.g_00973	Prbl.g_02526
OG0000784	Pram.g_00975	Prbl.g_02528
OG0000785	Pram.g_00976	Prbl.g_02529
OG0000786	Pram.g_00977	Prbl.g_02531
OG0000787	Pram.g_00978	Prbl.g_02532
OG0000788	Pram.g_00983	Prbl.g_02538
OG0000789	Pram.g_00986	Prbl.g_02541
OG0000790	Pram.g_00987	Prbl.g_02209
OG0000791	Pram.g_00990	Prbl.g_02542
OG0000792	Pram.g_00991	Prbl.g_02543
OG0000793	Pram.g_00992	Prbl.g_02544
OG0000794	Pram.g_00995	Prbl.g_02547
OG0000795	Pram.g_00899	Prbl.g_00939
OG0000796	Pram.g_00898	Prbl.g_00938
OG0000797	Pram.g_00896	Prbl.g_00935
OG0000798	Pram.g_00895	Prbl.g_00934
OG0000799	Pram.g_00894	Prbl.g_00933
OG0000800	Pram.g_00893	Prbl.g_00932
OG0000801	Pram.g_00890	Prbl.g_00929
OG0000802	Pram.g_00889	Prbl.g_00928
OG0000803	Pram.g_00887	Prbl.g_00925
OG0000804	Pram.g_00886	Prbl.g_00924
OG0000805	Pram.g_00885	Prbl.g_00923
OG0000806	Pram.g_00883	Prbl.g_00922
OG0000807	Pram.g_00356	Prbl.g_02575
OG0000808	Pram.g_00683	Prbl.g_01603
OG0000809	Pram.g_01188	Prbl.g_00472
OG0000810	Pram.g_00579	Prbl.g_01686
OG0000811	Pram.g_01208	Prbl.g_02062
OG0000812	Pram.g_01182	Prbl.g_01199
OG0000813	Pram.g_00335	Prbl.g_01208
OG0000814	Pram.g_01201	Prbl.g_00687
OG0000815	Pram.g_01469	Prbl.g_01621
OG0000816	Pram.g_01547	Prbl.g_02197
OG0000817	Pram.g_01548	Prbl.g_02203
OG0000818	Pram.g_00690	Prbl.g_01931
OG0000819	Pram.g_01162	Prbl.g_00694
OG0000820	Pram.g_01156	Prbl.g_00545
OG0000821	Pram.g_01154	Prbl.g_02066
OG0000822	Pram.g_01153	Prbl.g_02067
OG0000823	Pram.g_01152	Prbl.g_02068
OG0000824	Pram.g_01151	Prbl.g_02069
OG0000825	Pram.g_01150	Prbl.g_02071
OG0000826	Pram.g_01149	Prbl.g_02072
OG0000827	Pram.g_01148	Prbl.g_02075
OG0000828	Pram.g_01147	Prbl.g_02077
OG0000829	Pram.g_01146	Prbl.g_02078
OG0000830	Pram.g_01144	Prbl.g_02081
OG0000831	Pram.g_01141	Prbl.g_02083
OG0000832	Pram.g_01139	Prbl.g_02085
OG0000833	Pram.g_01137	Prbl.g_02086
OG0000834	Pram.g_01136	Prbl.g_02088
OG0000835	Pram.g_01135	Prbl.g_02089
OG0000836	Pram.g_01134	Prbl.g_02090
OG0000837	Pram.g_01131	Prbl.g_02100
OG0000838	Pram.g_01130	Prbl.g_02102
OG0000839	Pram.g_01129	Prbl.g_02103
OG0000840	Pram.g_01128	Prbl.g_02104
OG0000841	Pram.g_01127	Prbl.g_02105
OG0000842	Pram.g_01125	Prbl.g_00178
OG0000843	Pram.g_01124	Prbl.g_00179
OG0000844	Pram.g_01123	Prbl.g_00180
OG0000845	Pram.g_01122	Prbl.g_00181
OG0000846	Pram.g_01119	Prbl.g_00184
OG0000847	Pram.g_01118	Prbl.g_00185
OG0000848	Pram.g_01117	Prbl.g_01379
OG0000849	Pram.g_01114	Prbl.g_01382
OG0000850	Pram.g_01113	Prbl.g_01383
OG0000851	Pram.g_01111	Prbl.g_01120
OG0000852	Pram.g_01109	Prbl.g_01118
OG0000853	Pram.g_01107	Prbl.g_01116
OG0000854	Pram.g_01105	Prbl.g_01114
OG0000855	Pram.g_01104	Prbl.g_01113
OG0000856	Pram.g_01103	Prbl.g_01112
OG0000857	Pram.g_01102	Prbl.g_01111
OG0000858	Pram.g_01101	Prbl.g_01110
OG0000859	Pram.g_01100	Prbl.g_01109
OG0000860	Pram.g_01099	Prbl.g_01108
OG0000861	Pram.g_01098	Prbl.g_01377
OG0000862	Pram.g_01097	Prbl.g_01376
OG0000863	Pram.g_01096	Prbl.g_01375
OG0000864	Pram.g_01095	Prbl.g_01374
OG0000865	Pram.g_01094	Prbl.g_01372
OG0000866	Pram.g_01093	Prbl.g_02579
OG0000867	Pram.g_01092	Prbl.g_02580
OG0000868	Pram.g_01091	Prbl.g_02582
OG0000869	Pram.g_01089	Prbl.g_02585
OG0000870	Pram.g_01088	Prbl.g_02586
OG0000871	Pram.g_01087	Prbl.g_02590
OG0000872	Pram.g_01086	Prbl.g_02591
OG0000873	Pram.g_01084	Prbl.g_02593
OG0000874	Pram.g_01083	Prbl.g_02594
OG0000875	Pram.g_01082	Prbl.g_00187
OG0000876	Pram.g_01081	Prbl.g_00186
OG0000877	Pram.g_00570	Prbl.g_01103
OG0000878	Pram.g_01569	Prbl.g_00461
OG0000879	Pram.g_01219	Prbl.g_00115
OG0000880	Pram.g_01220	Prbl.g_00114
OG0000881	Pram.g_01221	Prbl.g_00113
OG0000882	Pram.g_01222	Prbl.g_01711
OG0000883	Pram.g_01223	Prbl.g_01713
OG0000884	Pram.g_01225	Prbl.g_01715
OG0000885	Pram.g_01226	Prbl.g_01716
OG0000886	Pram.g_01227	Prbl.g_01717
OG0000887	Pram.g_01228	Prbl.g_01718
OG0000888	Pram.g_01229	Prbl.g_01719
OG0000889	Pram.g_01232	Prbl.g_01723
OG0000890	Pram.g_01233	Prbl.g_01726
OG0000891	Pram.g_01234	Prbl.g_01727
OG0000892	Pram.g_01236	Prbl.g_01730
OG0000893	Pram.g_01237	Prbl.g_01731
OG0000894	Pram.g_01238	Prbl.g_01732
OG0000895	Pram.g_01239	Prbl.g_01733
OG0000896	Pram.g_01240	Prbl.g_01734
OG0000897	Pram.g_01241	Prbl.g_01735
OG0000898	Pram.g_01244	Prbl.g_01738
OG0000899	Pram.g_01245	Prbl.g_01739
OG0000900	Pram.g_01478	Prbl.g_00722
OG0000901	Pram.g_01475	Prbl.g_01333
OG0000902	Pram.g_01271	Prbl.g_00658
OG0000903	Pram.g_01198	Prbl.g_01572
OG0000904	Pram.g_01281	Prbl.g_01695
OG0000905	Pram.g_01183	Prbl.g_00926
OG0000906	Pram.g_01165	Prbl.g_02577
OG0000907	Pram.g_00874	Prbl.g_01586
OG0000908	Pram.g_01542	Prbl.g_00409
OG0000909	Pram.g_01466	Prbl.g_00501
OG0000910	Pram.g_01465	Prbl.g_00500
OG0000911	Pram.g_01464	Prbl.g_00499
OG0000912	Pram.g_01463	Prbl.g_00498
OG0000913	Pram.g_01462	Prbl.g_00497
OG0000914	Pram.g_01461	Prbl.g_00496
OG0000915	Pram.g_01460	Prbl.g_00495
OG0000916	Pram.g_01458	Prbl.g_00494
OG0000917	Pram.g_01457	Prbl.g_00492
OG0000918	Pram.g_01456	Prbl.g_00491
OG0000919	Pram.g_01455	Prbl.g_00490
OG0000920	Pram.g_01454	Prbl.g_00489
OG0000921	Pram.g_01453	Prbl.g_00488
OG0000922	Pram.g_01452	Prbl.g_00487
OG0000923	Pram.g_01451	Prbl.g_00486
OG0000924	Pram.g_01450	Prbl.g_00485
OG0000925	Pram.g_01449	Prbl.g_00484
OG0000926	Pram.g_01815	Prbl.g_00843
OG0000927	Pram.g_01398	Prbl.g_00152
OG0000928	Pram.g_01397	Prbl.g_00153
OG0000929	Pram.g_01396	Prbl.g_00154
OG0000930	Pram.g_01395	Prbl.g_00160
OG0000931	Pram.g_01394	Prbl.g_00161
OG0000932	Pram.g_01392	Prbl.g_00257
OG0000933	Pram.g_01391	Prbl.g_00255
OG0000934	Pram.g_01390	Prbl.g_00254
OG0000935	Pram.g_01389	Prbl.g_00253
OG0000936	Pram.g_01388	Prbl.g_00252
OG0000937	Pram.g_01387	Prbl.g_00251
OG0000938	Pram.g_01386	Prbl.g_00249
OG0000939	Pram.g_01385	Prbl.g_00248
OG0000940	Pram.g_01384	Prbl.g_00246
OG0000941	Pram.g_01383	Prbl.g_00244
OG0000942	Pram.g_01382	Prbl.g_00243
OG0000943	Pram.g_01376	Prbl.g_00240
OG0000944	Pram.g_01375	Prbl.g_00231
OG0000945	Pram.g_01374	Prbl.g_00230
OG0000946	Pram.g_01373	Prbl.g_00229
OG0000947	Pram.g_01372	Prbl.g_00228
OG0000948	Pram.g_01371	Prbl.g_00227
OG0000949	Pram.g_01370	Prbl.g_00226
OG0000950	Pram.g_01369	Prbl.g_00225
OG0000951	Pram.g_01368	Prbl.g_00224
OG0000952	Pram.g_01367	Prbl.g_00223
OG0000953	Pram.g_01366	Prbl.g_00222
OG0000954	Pram.g_01365	Prbl.g_00221
OG0000955	Pram.g_01364	Prbl.g_00220
OG0000956	Pram.g_01363	Prbl.g_00219
OG0000957	Pram.g_01362	Prbl.g_00218
OG0000958	Pram.g_01361	Prbl.g_00684
OG0000959	Pram.g_01360	Prbl.g_00685
OG0000960	Pram.g_01359	Prbl.g_00686
OG0000961	Pram.g_01355	Prbl.g_00693
OG0000962	Pram.g_01354	Prbl.g_00695
OG0000963	Pram.g_01353	Prbl.g_00696
OG0000964	Pram.g_01351	Prbl.g_00699
OG0000965	Pram.g_01350	Prbl.g_00700
OG0000966	Pram.g_01349	Prbl.g_00701
OG0000967	Pram.g_01348	Prbl.g_00702
OG0000968	Pram.g_01347	Prbl.g_00703
OG0000969	Pram.g_01346	Prbl.g_00704
OG0000970	Pram.g_01345	Prbl.g_00705
OG0000971	Pram.g_01344	Prbl.g_00706
OG0000972	Pram.g_01343	Prbl.g_00707
OG0000973	Pram.g_01342	Prbl.g_00708
OG0000974	Pram.g_01340	Prbl.g_00710
OG0000975	Pram.g_01333	Prbl.g_01086
OG0000976	Pram.g_01331	Prbl.g_00466
OG0000977	Pram.g_01330	Prbl.g_00456
OG0000978	Pram.g_01328	Prbl.g_00454
OG0000979	Pram.g_01326	Prbl.g_00452
OG0000980	Pram.g_01325	Prbl.g_00451
OG0000981	Pram.g_01324	Prbl.g_01604
OG0000982	Pram.g_01323	Prbl.g_00450
OG0000983	Pram.g_01321	Prbl.g_00448
OG0000984	Pram.g_01320	Prbl.g_00447
OG0000985	Pram.g_01319	Prbl.g_00446
OG0000986	Pram.g_01318	Prbl.g_00444
OG0000987	Pram.g_01317	Prbl.g_00443
OG0000988	Pram.g_01315	Prbl.g_00441
OG0000989	Pram.g_01314	Prbl.g_00440
OG0000990	Pram.g_01313	Prbl.g_00439
OG0000991	Pram.g_01312	Prbl.g_00438
OG0000992	Pram.g_01311	Prbl.g_00437
OG0000993	Pram.g_01310	Prbl.g_00436
OG0000994	Pram.g_01309	Prbl.g_00435
OG0000995	Pram.g_01308	Prbl.g_00433
OG0000996	Pram.g_01307	Prbl.g_00432
OG0000997	Pram.g_01306	Prbl.g_00431
OG0000998	Pram.g_01305	Prbl.g_00430
OG0000999	Pram.g_01304	Prbl.g_00429
OG0001000	Pram.g_01303	Prbl.g_00428
OG0001001	Pram.g_01301	Prbl.g_00427
OG0001002	Pram.g_01300	Prbl.g_00423
OG0001003	Pram.g_01299	Prbl.g_00422
OG0001004	Pram.g_01298	Prbl.g_01914
OG0001005	Pram.g_01296	Prbl.g_00420
OG0001006	Pram.g_01295	Prbl.g_00419
OG0001007	Pram.g_01294	Prbl.g_00418
OG0001008	Pram.g_01292	Prbl.g_00416
OG0001009	Pram.g_01291	Prbl.g_00415
OG0001010	Pram.g_01577	Prbl.g_01601
OG0001011	Pram.g_00567	Prbl.g_01627
OG0001012	Pram.g_00824	Prbl.g_02318
OG0001013	Pram.g_01625	Prbl.g_00404
OG0001014	Pram.g_01626	Prbl.g_00403
OG0001015	Pram.g_01633	Prbl.g_00393
OG0001016	Pram.g_01634	Prbl.g_00392
OG0001017	Pram.g_01635	Prbl.g_00391
OG0001018	Pram.g_01636	Prbl.g_00389
OG0001019	Pram.g_01638	Prbl.g_00385
OG0001020	Pram.g_01639	Prbl.g_00383
OG0001021	Pram.g_01640	Prbl.g_00382
OG0001022	Pram.g_01641	Prbl.g_00381
OG0001023	Pram.g_01642	Prbl.g_00380
OG0001024	Pram.g_01644	Prbl.g_00378
OG0001025	Pram.g_01645	Prbl.g_00377
OG0001026	Pram.g_01646	Prbl.g_00376
OG0001027	Pram.g_01647	Prbl.g_00375
OG0001028	Pram.g_01648	Prbl.g_00374
OG0001029	Pram.g_01649	Prbl.g_00373
OG0001030	Pram.g_01650	Prbl.g_00372
OG0001031	Pram.g_01651	Prbl.g_00371
OG0001032	Pram.g_01652	Prbl.g_00370
OG0001033	Pram.g_01653	Prbl.g_00369
OG0001034	Pram.g_01654	Prbl.g_00367
OG0001035	Pram.g_01656	Prbl.g_00365
OG0001036	Pram.g_01657	Prbl.g_00364
OG0001037	Pram.g_01658	Prbl.g_00362
OG0001038	Pram.g_01659	Prbl.g_00361
OG0001039	Pram.g_01660	Prbl.g_00360
OG0001040	Pram.g_01662	Prbl.g_00359
OG0001041	Pram.g_01663	Prbl.g_00358
OG0001042	Pram.g_01664	Prbl.g_00356
OG0001043	Pram.g_01665	Prbl.g_00355
OG0001044	Pram.g_01666	Prbl.g_00354
OG0001045	Pram.g_01667	Prbl.g_00353
OG0001046	Pram.g_01668	Prbl.g_00352
OG0001047	Pram.g_01671	Prbl.g_00348
OG0001048	Pram.g_01673	Prbl.g_00346
OG0001049	Pram.g_01674	Prbl.g_00345
OG0001050	Pram.g_01675	Prbl.g_00344
OG0001051	Pram.g_01676	Prbl.g_00343
OG0001052	Pram.g_01677	Prbl.g_00342
OG0001053	Pram.g_01679	Prbl.g_00340
OG0001054	Pram.g_01681	Prbl.g_00338
OG0001055	Pram.g_01682	Prbl.g_00337
OG0001056	Pram.g_01683	Prbl.g_00336
OG0001057	Pram.g_01684	Prbl.g_00335
OG0001058	Pram.g_01685	Prbl.g_00334
OG0001059	Pram.g_01686	Prbl.g_00333
OG0001060	Pram.g_01687	Prbl.g_00332
OG0001061	Pram.g_01688	Prbl.g_00331
OG0001062	Pram.g_01689	Prbl.g_00317
OG0001063	Pram.g_01690	Prbl.g_00316
OG0001064	Pram.g_01691	Prbl.g_02620
OG0001065	Pram.g_01695	Prbl.g_02680
OG0001066	Pram.g_01697	Prbl.g_02683
OG0001067	Pram.g_01698	Prbl.g_02684
OG0001068	Pram.g_01701	Prbl.g_01062
OG0001069	Pram.g_01702	Prbl.g_01061
OG0001070	Pram.g_01703	Prbl.g_01060
OG0001071	Pram.g_01704	Prbl.g_01059
OG0001072	Pram.g_01705	Prbl.g_01058
OG0001073	Pram.g_01706	Prbl.g_01057
OG0001074	Pram.g_01707	Prbl.g_01056
OG0001075	Pram.g_01708	Prbl.g_01055
OG0001076	Pram.g_01709	Prbl.g_01054
OG0001077	Pram.g_01710	Prbl.g_01053
OG0001078	Pram.g_01711	Prbl.g_01051
OG0001079	Pram.g_01712	Prbl.g_01050
OG0001080	Pram.g_01713	Prbl.g_01049
OG0001081	Pram.g_01717	Prbl.g_00954
OG0001082	Pram.g_01718	Prbl.g_00953
OG0001083	Pram.g_01722	Prbl.g_00949
OG0001084	Pram.g_01720	Prbl.g_00951
OG0001085	Pram.g_01719	Prbl.g_00952
OG0001086	Pram.g_01716	Prbl.g_00948
OG0001087	Pram.g_01715	Prbl.g_00947
OG0001088	Pram.g_01714	Prbl.g_01045
OG0001089	Pram.g_01727	Prbl.g_00956
OG0001090	Pram.g_01729	Prbl.g_00958
OG0001091	Pram.g_01730	Prbl.g_00959
OG0001092	Pram.g_01731	Prbl.g_00960
OG0001093	Pram.g_01732	Prbl.g_00961
OG0001094	Pram.g_01733	Prbl.g_00962
OG0001095	Pram.g_01734	Prbl.g_00963
OG0001096	Pram.g_01735	Prbl.g_00964
OG0001097	Pram.g_01736	Prbl.g_00965
OG0001098	Pram.g_01737	Prbl.g_00966
OG0001099	Pram.g_01738	Prbl.g_00967
OG0001100	Pram.g_01739	Prbl.g_00968
OG0001101	Pram.g_01740	Prbl.g_00969
OG0001102	Pram.g_01741	Prbl.g_00970
OG0001103	Pram.g_01742	Prbl.g_00971
OG0001104	Pram.g_01743	Prbl.g_00972
OG0001105	Pram.g_01744	Prbl.g_00973
OG0001106	Pram.g_01745	Prbl.g_00974
OG0001107	Pram.g_01746	Prbl.g_00975
OG0001108	Pram.g_01747	Prbl.g_00976
OG0001109	Pram.g_01748	Prbl.g_00977
OG0001110	Pram.g_01749	Prbl.g_00978
OG0001111	Pram.g_01750	Prbl.g_00979
OG0001112	Pram.g_01751	Prbl.g_00980
OG0001113	Pram.g_01752	Prbl.g_00981
OG0001114	Pram.g_01753	Prbl.g_00982
OG0001115	Pram.g_01754	Prbl.g_00983
OG0001116	Pram.g_01755	Prbl.g_00984
OG0001117	Pram.g_01756	Prbl.g_00985
OG0001118	Pram.g_01757	Prbl.g_00986
OG0001119	Pram.g_01758	Prbl.g_00987
OG0001120	Pram.g_01759	Prbl.g_00988
OG0001121	Pram.g_01761	Prbl.g_00991
OG0001122	Pram.g_01762	Prbl.g_00992
OG0001123	Pram.g_01763	Prbl.g_00993
OG0001124	Pram.g_01765	Prbl.g_00995
OG0001125	Pram.g_01767	Prbl.g_00997
OG0001126	Pram.g_01768	Prbl.g_00998
OG0001127	Pram.g_01771	Prbl.g_01127
OG0001128	Pram.g_01772	Prbl.g_01128
OG0001129	Pram.g_01773	Prbl.g_01131
