Orthogroup	Pram	Prbd
OG0000566	Pram.g_01066	Prbd.g_00600
OG0000567	Pram.g_01065	Prbd.g_00599
OG0000568	Pram.g_01064	Prbd.g_00598
OG0000569	Pram.g_01063	Prbd.g_00597
OG0000570	Pram.g_01062	Prbd.g_00596
OG0000571	Pram.g_01061	Prbd.g_00595
OG0000572	Pram.g_01060	Prbd.g_00594
OG0000573	Pram.g_01057	Prbd.g_00591
OG0000574	Pram.g_01056	Prbd.g_00590
OG0000575	Pram.g_01055	Prbd.g_00589
OG0000576	Pram.g_01054	Prbd.g_00588
OG0000577	Pram.g_01053	Prbd.g_00587
OG0000578	Pram.g_01052	Prbd.g_00586
OG0000579	Pram.g_01051	Prbd.g_00585
OG0000580	Pram.g_01050	Prbd.g_00584
OG0000581	Pram.g_01049	Prbd.g_00583
OG0000582	Pram.g_01048	Prbd.g_00582
OG0000583	Pram.g_01047	Prbd.g_00581
OG0000584	Pram.g_01045	Prbd.g_00580
OG0000585	Pram.g_01044	Prbd.g_00579
OG0000586	Pram.g_01042	Prbd.g_00577
OG0000587	Pram.g_01041	Prbd.g_00576
OG0000588	Pram.g_00760	Prbd.g_00574
OG0000589	Pram.g_00761	Prbd.g_00573
OG0000590	Pram.g_00763	Prbd.g_00571
OG0000591	Pram.g_00769	Prbd.g_00565
OG0000592	Pram.g_00770	Prbd.g_00564
OG0000593	Pram.g_00771	Prbd.g_00563
OG0000594	Pram.g_00774	Prbd.g_00561
OG0000595	Pram.g_00775	Prbd.g_00560
OG0000596	Pram.g_00776	Prbd.g_00559
OG0000597	Pram.g_00778	Prbd.g_00557
OG0000598	Pram.g_00779	Prbd.g_00556
OG0000599	Pram.g_00780	Prbd.g_00555
OG0000600	Pram.g_00781	Prbd.g_00554
OG0000601	Pram.g_00784	Prbd.g_00552
OG0000602	Pram.g_00785	Prbd.g_00551
OG0000603	Pram.g_00786	Prbd.g_00550
OG0000604	Pram.g_00789	Prbd.g_00549
OG0000605	Pram.g_00790	Prbd.g_00548
OG0000606	Pram.g_00791	Prbd.g_00547
OG0000607	Pram.g_00793	Prbd.g_00545
OG0000608	Pram.g_00795	Prbd.g_00544
OG0000609	Pram.g_01927	Prbd.g_00540
OG0000610	Pram.g_00720	Prbd.g_00539
OG0000611	Pram.g_00802	Prbd.g_00008
OG0000612	Pram.g_00803	Prbd.g_00009
OG0000613	Pram.g_01027	Prbd.g_00010
OG0000614	Pram.g_01026	Prbd.g_00011
OG0000615	Pram.g_01024	Prbd.g_00013
OG0000616	Pram.g_01023	Prbd.g_00014
OG0000617	Pram.g_01022	Prbd.g_00015
OG0000618	Pram.g_01021	Prbd.g_00016
OG0000619	Pram.g_01020	Prbd.g_00017
OG0000620	Pram.g_01019	Prbd.g_00018
OG0000621	Pram.g_01018	Prbd.g_00019
OG0000622	Pram.g_01017	Prbd.g_00020
OG0000623	Pram.g_01016	Prbd.g_00021
OG0000624	Pram.g_01014	Prbd.g_00022
OG0000625	Pram.g_01013	Prbd.g_00023
OG0000626	Pram.g_01012	Prbd.g_00024
OG0000627	Pram.g_01011	Prbd.g_00025
OG0000628	Pram.g_01010	Prbd.g_00026
OG0000629	Pram.g_01008	Prbd.g_00027
OG0000630	Pram.g_01007	Prbd.g_00028
OG0000631	Pram.g_01005	Prbd.g_00030
OG0000632	Pram.g_01004	Prbd.g_00045
OG0000633	Pram.g_01539	Prbd.g_00049
OG0000634	Pram.g_01534	Prbd.g_00062
OG0000635	Pram.g_00935	Prbd.g_00066
OG0000636	Pram.g_00934	Prbd.g_00067
OG0000637	Pram.g_00933	Prbd.g_00068
OG0000638	Pram.g_00325	Prbd.g_00080
OG0000639	Pram.g_00908	Prbd.g_00089
OG0000640	Pram.g_00911	Prbd.g_00091
OG0000641	Pram.g_00913	Prbd.g_00093
OG0000642	Pram.g_00914	Prbd.g_00094
OG0000643	Pram.g_00915	Prbd.g_00095
OG0000644	Pram.g_01028	Prbd.g_00096
OG0000645	Pram.g_00804	Prbd.g_00097
OG0000646	Pram.g_00805	Prbd.g_00098
OG0000647	Pram.g_00806	Prbd.g_00099
OG0000648	Pram.g_00808	Prbd.g_00101
OG0000649	Pram.g_00809	Prbd.g_00102
OG0000650	Pram.g_00810	Prbd.g_00103
OG0000651	Pram.g_00811	Prbd.g_00104
OG0000652	Pram.g_00812	Prbd.g_00105
OG0000653	Pram.g_00813	Prbd.g_00106
OG0000654	Pram.g_00815	Prbd.g_00108
OG0000655	Pram.g_00817	Prbd.g_00110
OG0000656	Pram.g_00818	Prbd.g_00111
OG0000657	Pram.g_00819	Prbd.g_00112
OG0000658	Pram.g_00820	Prbd.g_00113
OG0000659	Pram.g_00821	Prbd.g_00114
OG0000660	Pram.g_00822	Prbd.g_00115
OG0000661	Pram.g_00823	Prbd.g_00116
OG0000662	Pram.g_00825	Prbd.g_00117
OG0000663	Pram.g_00826	Prbd.g_00118
OG0000664	Pram.g_00827	Prbd.g_00119
OG0000665	Pram.g_00828	Prbd.g_00120
OG0000666	Pram.g_00829	Prbd.g_00121
OG0000667	Pram.g_00830	Prbd.g_00122
OG0000668	Pram.g_00831	Prbd.g_00123
OG0000669	Pram.g_00833	Prbd.g_00125
OG0000670	Pram.g_00834	Prbd.g_00126
OG0000671	Pram.g_00835	Prbd.g_00127
OG0000672	Pram.g_00836	Prbd.g_00128
OG0000673	Pram.g_00837	Prbd.g_00129
OG0000674	Pram.g_00838	Prbd.g_00130
OG0000675	Pram.g_00839	Prbd.g_00132
OG0000676	Pram.g_00840	Prbd.g_00133
OG0000677	Pram.g_00843	Prbd.g_00136
OG0000678	Pram.g_00845	Prbd.g_00138
OG0000679	Pram.g_00847	Prbd.g_00139
OG0000680	Pram.g_00848	Prbd.g_00140
OG0000681	Pram.g_00849	Prbd.g_00141
OG0000682	Pram.g_00850	Prbd.g_00142
OG0000683	Pram.g_00852	Prbd.g_00144
OG0000684	Pram.g_00853	Prbd.g_00145
OG0000685	Pram.g_00854	Prbd.g_00146
OG0000686	Pram.g_00855	Prbd.g_00147
OG0000687	Pram.g_00857	Prbd.g_00148
OG0000688	Pram.g_00858	Prbd.g_00149
OG0000689	Pram.g_00859	Prbd.g_00150
OG0000690	Pram.g_00860	Prbd.g_00151
OG0000691	Pram.g_00861	Prbd.g_00152
OG0000692	Pram.g_00865	Prbd.g_00154
OG0000693	Pram.g_00866	Prbd.g_00155
OG0000694	Pram.g_00867	Prbd.g_00156
OG0000695	Pram.g_00868	Prbd.g_00157
OG0000696	Pram.g_00870	Prbd.g_00158
OG0000697	Pram.g_00872	Prbd.g_00160
OG0000698	Pram.g_00876	Prbd.g_00162
OG0000699	Pram.g_00877	Prbd.g_00163
OG0000700	Pram.g_00713	Prbd.g_00190
OG0000701	Pram.g_00717	Prbd.g_00194
OG0000702	Pram.g_00724	Prbd.g_00197
OG0000703	Pram.g_00726	Prbd.g_00198
OG0000704	Pram.g_00727	Prbd.g_00199
OG0000705	Pram.g_00728	Prbd.g_00200
OG0000706	Pram.g_00729	Prbd.g_00201
OG0000707	Pram.g_00731	Prbd.g_00203
OG0000708	Pram.g_00732	Prbd.g_00204
OG0000709	Pram.g_00734	Prbd.g_00206
OG0000710	Pram.g_00735	Prbd.g_00207
OG0000711	Pram.g_00736	Prbd.g_00208
OG0000712	Pram.g_00737	Prbd.g_00209
OG0000713	Pram.g_00738	Prbd.g_00210
OG0000714	Pram.g_00740	Prbd.g_00212
OG0000715	Pram.g_00741	Prbd.g_00213
OG0000716	Pram.g_00743	Prbd.g_00215
OG0000717	Pram.g_00744	Prbd.g_00216
OG0000718	Pram.g_00745	Prbd.g_00217
OG0000719	Pram.g_00747	Prbd.g_00219
OG0000720	Pram.g_00748	Prbd.g_00220
OG0000721	Pram.g_00751	Prbd.g_00222
OG0000722	Pram.g_00752	Prbd.g_00223
OG0000723	Pram.g_00753	Prbd.g_00224
OG0000724	Pram.g_00754	Prbd.g_00226
OG0000725	Pram.g_00755	Prbd.g_00227
OG0000726	Pram.g_00756	Prbd.g_00228
OG0000727	Pram.g_00757	Prbd.g_00229
OG0000728	Pram.g_00758	Prbd.g_00230
OG0000729	Pram.g_00759	Prbd.g_00231
OG0000730	Pram.g_01038	Prbd.g_00232
OG0000731	Pram.g_01036	Prbd.g_00233
OG0000732	Pram.g_01035	Prbd.g_00234
OG0000733	Pram.g_01034	Prbd.g_00235
OG0000734	Pram.g_01033	Prbd.g_00236
OG0000735	Pram.g_01031	Prbd.g_00238
OG0000736	Pram.g_01030	Prbd.g_00239
OG0000737	Pram.g_01029	Prbd.g_00240
OG0000738	Pram.g_00916	Prbd.g_00241
OG0000739	Pram.g_00917	Prbd.g_00242
OG0000740	Pram.g_00918	Prbd.g_00243
OG0000741	Pram.g_00919	Prbd.g_00244
OG0000742	Pram.g_00921	Prbd.g_00246
OG0000743	Pram.g_00922	Prbd.g_00247
OG0000744	Pram.g_00923	Prbd.g_00248
OG0000745	Pram.g_00924	Prbd.g_00249
OG0000746	Pram.g_00925	Prbd.g_00250
OG0000747	Pram.g_00926	Prbd.g_00251
OG0000748	Pram.g_00927	Prbd.g_00252
OG0000749	Pram.g_00928	Prbd.g_00253
OG0000750	Pram.g_00930	Prbd.g_00254
OG0000751	Pram.g_00931	Prbd.g_00255
OG0000752	Pram.g_00988	Prbd.g_00256
OG0000753	Pram.g_00936	Prbd.g_00258
OG0000754	Pram.g_00937	Prbd.g_00259
OG0000755	Pram.g_00938	Prbd.g_00260
OG0000756	Pram.g_00940	Prbd.g_00261
OG0000757	Pram.g_00941	Prbd.g_00262
OG0000758	Pram.g_00942	Prbd.g_00263
OG0000759	Pram.g_00944	Prbd.g_00265
OG0000760	Pram.g_00945	Prbd.g_00266
OG0000761	Pram.g_00946	Prbd.g_00267
OG0000762	Pram.g_00948	Prbd.g_00269
OG0000763	Pram.g_00949	Prbd.g_00270
OG0000764	Pram.g_00950	Prbd.g_00271
OG0000765	Pram.g_00951	Prbd.g_00272
OG0000766	Pram.g_00952	Prbd.g_00273
OG0000767	Pram.g_00954	Prbd.g_00275
OG0000768	Pram.g_00955	Prbd.g_00276
OG0000769	Pram.g_00956	Prbd.g_00277
OG0000770	Pram.g_00957	Prbd.g_00278
OG0000771	Pram.g_00958	Prbd.g_00279
OG0000772	Pram.g_01199	Prbd.g_00280
OG0000773	Pram.g_00959	Prbd.g_00281
OG0000774	Pram.g_00960	Prbd.g_00282
OG0000775	Pram.g_00961	Prbd.g_00283
OG0000776	Pram.g_00963	Prbd.g_00285
OG0000777	Pram.g_00964	Prbd.g_00287
OG0000778	Pram.g_00965	Prbd.g_00288
OG0000779	Pram.g_00966	Prbd.g_00289
OG0000780	Pram.g_00968	Prbd.g_00291
OG0000781	Pram.g_00970	Prbd.g_00293
OG0000782	Pram.g_00971	Prbd.g_00294
OG0000783	Pram.g_00973	Prbd.g_00309
OG0000784	Pram.g_00975	Prbd.g_00311
OG0000785	Pram.g_00976	Prbd.g_00312
OG0000786	Pram.g_00977	Prbd.g_00313
OG0000787	Pram.g_00978	Prbd.g_00314
OG0000788	Pram.g_00983	Prbd.g_00318
OG0000789	Pram.g_00986	Prbd.g_00320
OG0000790	Pram.g_00987	Prbd.g_00321
OG0000791	Pram.g_00990	Prbd.g_00322
OG0000792	Pram.g_00991	Prbd.g_00323
OG0000793	Pram.g_00992	Prbd.g_00324
OG0000794	Pram.g_00995	Prbd.g_00326
OG0000795	Pram.g_00899	Prbd.g_00329
OG0000796	Pram.g_00898	Prbd.g_00330
OG0000797	Pram.g_00896	Prbd.g_00332
OG0000798	Pram.g_00895	Prbd.g_00333
OG0000799	Pram.g_00894	Prbd.g_00334
OG0000800	Pram.g_00893	Prbd.g_00335
OG0000801	Pram.g_00890	Prbd.g_00338
OG0000802	Pram.g_00889	Prbd.g_00339
OG0000803	Pram.g_00887	Prbd.g_00341
OG0000804	Pram.g_00886	Prbd.g_00342
OG0000805	Pram.g_00885	Prbd.g_00343
OG0000806	Pram.g_00883	Prbd.g_00345
OG0000807	Pram.g_00356	Prbd.g_00370
OG0000808	Pram.g_00683	Prbd.g_00380
OG0000809	Pram.g_01188	Prbd.g_00383
OG0000810	Pram.g_00579	Prbd.g_00384
OG0000811	Pram.g_01208	Prbd.g_00391
OG0000812	Pram.g_01182	Prbd.g_00395
OG0000813	Pram.g_00335	Prbd.g_00399
OG0000814	Pram.g_01201	Prbd.g_00401
OG0000815	Pram.g_01469	Prbd.g_00414
OG0000816	Pram.g_01547	Prbd.g_00428
OG0000817	Pram.g_01548	Prbd.g_00429
OG0000818	Pram.g_00690	Prbd.g_00434
OG0000819	Pram.g_01162	Prbd.g_00449
OG0000820	Pram.g_01156	Prbd.g_00453
OG0000821	Pram.g_01154	Prbd.g_00455
OG0000822	Pram.g_01153	Prbd.g_00456
OG0000823	Pram.g_01152	Prbd.g_00457
OG0000824	Pram.g_01151	Prbd.g_00458
OG0000825	Pram.g_01150	Prbd.g_00459
OG0000826	Pram.g_01149	Prbd.g_00460
OG0000827	Pram.g_01148	Prbd.g_00461
OG0000828	Pram.g_01147	Prbd.g_00462
OG0000829	Pram.g_01146	Prbd.g_00463
OG0000830	Pram.g_01144	Prbd.g_00464
OG0000831	Pram.g_01141	Prbd.g_00467
OG0000832	Pram.g_01139	Prbd.g_00469
OG0000833	Pram.g_01137	Prbd.g_00470
OG0000834	Pram.g_01136	Prbd.g_00471
OG0000835	Pram.g_01135	Prbd.g_00472
OG0000836	Pram.g_01134	Prbd.g_00473
OG0000837	Pram.g_01131	Prbd.g_00475
OG0000838	Pram.g_01130	Prbd.g_00476
OG0000839	Pram.g_01129	Prbd.g_00477
OG0000840	Pram.g_01128	Prbd.g_00478
OG0000841	Pram.g_01127	Prbd.g_00479
OG0000842	Pram.g_01125	Prbd.g_00480
OG0000843	Pram.g_01124	Prbd.g_00481
OG0000844	Pram.g_01123	Prbd.g_00482
OG0000845	Pram.g_01122	Prbd.g_00483
OG0000846	Pram.g_01119	Prbd.g_00486
OG0000847	Pram.g_01118	Prbd.g_00488
OG0000848	Pram.g_01117	Prbd.g_00489
OG0000849	Pram.g_01114	Prbd.g_00490
OG0000850	Pram.g_01113	Prbd.g_00491
OG0000851	Pram.g_01111	Prbd.g_00492
OG0000852	Pram.g_01109	Prbd.g_00494
OG0000853	Pram.g_01107	Prbd.g_00495
OG0000854	Pram.g_01105	Prbd.g_00497
OG0000855	Pram.g_01104	Prbd.g_00498
OG0000856	Pram.g_01103	Prbd.g_00499
OG0000857	Pram.g_01102	Prbd.g_00500
OG0000858	Pram.g_01101	Prbd.g_00501
OG0000859	Pram.g_01100	Prbd.g_00502
OG0000860	Pram.g_01099	Prbd.g_00503
OG0000861	Pram.g_01098	Prbd.g_00504
OG0000862	Pram.g_01097	Prbd.g_00505
OG0000863	Pram.g_01096	Prbd.g_00506
OG0000864	Pram.g_01095	Prbd.g_00507
OG0000865	Pram.g_01094	Prbd.g_00508
OG0000866	Pram.g_01093	Prbd.g_00509
OG0000867	Pram.g_01092	Prbd.g_00510
OG0000868	Pram.g_01091	Prbd.g_00511
OG0000869	Pram.g_01089	Prbd.g_00513
OG0000870	Pram.g_01088	Prbd.g_00514
OG0000871	Pram.g_01087	Prbd.g_00516
OG0000872	Pram.g_01086	Prbd.g_00517
OG0000873	Pram.g_01084	Prbd.g_00519
OG0000874	Pram.g_01083	Prbd.g_00520
OG0000875	Pram.g_01082	Prbd.g_00521
OG0000876	Pram.g_01081	Prbd.g_00522
OG0000877	Pram.g_00570	Prbd.g_00524
OG0000878	Pram.g_01569	Prbd.g_01858
OG0000879	Pram.g_01219	Prbd.g_01812
OG0000880	Pram.g_01220	Prbd.g_01811
OG0000881	Pram.g_01221	Prbd.g_01810
OG0000882	Pram.g_01222	Prbd.g_01809
OG0000883	Pram.g_01223	Prbd.g_01808
OG0000884	Pram.g_01225	Prbd.g_01806
OG0000885	Pram.g_01226	Prbd.g_01805
OG0000886	Pram.g_01227	Prbd.g_01804
OG0000887	Pram.g_01228	Prbd.g_01803
OG0000888	Pram.g_01229	Prbd.g_01802
OG0000889	Pram.g_01232	Prbd.g_01799
OG0000890	Pram.g_01233	Prbd.g_01798
OG0000891	Pram.g_01234	Prbd.g_01797
OG0000892	Pram.g_01236	Prbd.g_01795
OG0000893	Pram.g_01237	Prbd.g_01794
OG0000894	Pram.g_01238	Prbd.g_01793
OG0000895	Pram.g_01239	Prbd.g_01792
OG0000896	Pram.g_01240	Prbd.g_01791
OG0000897	Pram.g_01241	Prbd.g_01790
OG0000898	Pram.g_01244	Prbd.g_01788
OG0000899	Pram.g_01245	Prbd.g_01787
OG0000900	Pram.g_01478	Prbd.g_01782
OG0000901	Pram.g_01475	Prbd.g_01778
OG0000902	Pram.g_01271	Prbd.g_01777
OG0000903	Pram.g_01198	Prbd.g_01776
OG0000904	Pram.g_01281	Prbd.g_01774
OG0000905	Pram.g_01183	Prbd.g_01772
OG0000906	Pram.g_01165	Prbd.g_01770
OG0000907	Pram.g_00874	Prbd.g_01769
OG0000908	Pram.g_01542	Prbd.g_01766
OG0000909	Pram.g_01466	Prbd.g_01762
OG0000910	Pram.g_01465	Prbd.g_01761
OG0000911	Pram.g_01464	Prbd.g_01760
OG0000912	Pram.g_01463	Prbd.g_01759
OG0000913	Pram.g_01462	Prbd.g_01758
OG0000914	Pram.g_01461	Prbd.g_01757
OG0000915	Pram.g_01460	Prbd.g_01756
OG0000916	Pram.g_01458	Prbd.g_01755
OG0000917	Pram.g_01457	Prbd.g_01754
OG0000918	Pram.g_01456	Prbd.g_01753
OG0000919	Pram.g_01455	Prbd.g_01752
OG0000920	Pram.g_01454	Prbd.g_01751
OG0000921	Pram.g_01453	Prbd.g_01750
OG0000922	Pram.g_01452	Prbd.g_01749
OG0000923	Pram.g_01451	Prbd.g_01748
OG0000924	Pram.g_01450	Prbd.g_01747
OG0000925	Pram.g_01449	Prbd.g_01746
OG0000926	Pram.g_01815	Prbd.g_01736
OG0000927	Pram.g_01398	Prbd.g_01707
OG0000928	Pram.g_01397	Prbd.g_01706
OG0000929	Pram.g_01396	Prbd.g_01705
OG0000930	Pram.g_01395	Prbd.g_01704
OG0000931	Pram.g_01394	Prbd.g_01703
OG0000932	Pram.g_01392	Prbd.g_01701
OG0000933	Pram.g_01391	Prbd.g_01700
OG0000934	Pram.g_01390	Prbd.g_01699
OG0000935	Pram.g_01389	Prbd.g_01698
OG0000936	Pram.g_01388	Prbd.g_01697
OG0000937	Pram.g_01387	Prbd.g_01696
OG0000938	Pram.g_01386	Prbd.g_01695
OG0000939	Pram.g_01385	Prbd.g_01694
OG0000940	Pram.g_01384	Prbd.g_01693
OG0000941	Pram.g_01383	Prbd.g_01691
OG0000942	Pram.g_01382	Prbd.g_01690
OG0000943	Pram.g_01376	Prbd.g_01687
OG0000944	Pram.g_01375	Prbd.g_01686
OG0000945	Pram.g_01374	Prbd.g_01685
OG0000946	Pram.g_01373	Prbd.g_01684
OG0000947	Pram.g_01372	Prbd.g_01683
OG0000948	Pram.g_01371	Prbd.g_01682
OG0000949	Pram.g_01370	Prbd.g_01681
OG0000950	Pram.g_01369	Prbd.g_01680
OG0000951	Pram.g_01368	Prbd.g_01679
OG0000952	Pram.g_01367	Prbd.g_01678
OG0000953	Pram.g_01366	Prbd.g_01677
OG0000954	Pram.g_01365	Prbd.g_01676
OG0000955	Pram.g_01364	Prbd.g_01675
OG0000956	Pram.g_01363	Prbd.g_01674
OG0000957	Pram.g_01362	Prbd.g_01673
OG0000958	Pram.g_01361	Prbd.g_01672
OG0000959	Pram.g_01360	Prbd.g_01671
OG0000960	Pram.g_01359	Prbd.g_01670
OG0000961	Pram.g_01355	Prbd.g_01666
OG0000962	Pram.g_01354	Prbd.g_01665
OG0000963	Pram.g_01353	Prbd.g_01664
OG0000964	Pram.g_01351	Prbd.g_01662
OG0000965	Pram.g_01350	Prbd.g_01661
OG0000966	Pram.g_01349	Prbd.g_01660
OG0000967	Pram.g_01348	Prbd.g_01659
OG0000968	Pram.g_01347	Prbd.g_01658
OG0000969	Pram.g_01346	Prbd.g_01657
OG0000970	Pram.g_01345	Prbd.g_01656
OG0000971	Pram.g_01344	Prbd.g_01655
OG0000972	Pram.g_01343	Prbd.g_01654
OG0000973	Pram.g_01342	Prbd.g_01653
OG0000974	Pram.g_01340	Prbd.g_01651
OG0000975	Pram.g_01333	Prbd.g_01648
OG0000976	Pram.g_01331	Prbd.g_01646
OG0000977	Pram.g_01330	Prbd.g_01645
OG0000978	Pram.g_01328	Prbd.g_01644
OG0000979	Pram.g_01326	Prbd.g_01642
OG0000980	Pram.g_01325	Prbd.g_01641
OG0000981	Pram.g_01324	Prbd.g_01640
OG0000982	Pram.g_01323	Prbd.g_01639
OG0000983	Pram.g_01321	Prbd.g_01637
OG0000984	Pram.g_01320	Prbd.g_01636
OG0000985	Pram.g_01319	Prbd.g_01635
OG0000986	Pram.g_01318	Prbd.g_01634
OG0000987	Pram.g_01317	Prbd.g_01633
OG0000988	Pram.g_01315	Prbd.g_01632
OG0000989	Pram.g_01314	Prbd.g_01631
OG0000990	Pram.g_01313	Prbd.g_01630
OG0000991	Pram.g_01312	Prbd.g_01629
OG0000992	Pram.g_01311	Prbd.g_01628
OG0000993	Pram.g_01310	Prbd.g_01627
OG0000994	Pram.g_01309	Prbd.g_01626
OG0000995	Pram.g_01308	Prbd.g_01625
OG0000996	Pram.g_01307	Prbd.g_01624
OG0000997	Pram.g_01306	Prbd.g_01623
OG0000998	Pram.g_01305	Prbd.g_01622
OG0000999	Pram.g_01304	Prbd.g_01621
OG0001000	Pram.g_01303	Prbd.g_01620
OG0001001	Pram.g_01301	Prbd.g_01617
OG0001002	Pram.g_01300	Prbd.g_01616
OG0001003	Pram.g_01299	Prbd.g_01615
OG0001004	Pram.g_01298	Prbd.g_01614
OG0001005	Pram.g_01296	Prbd.g_01613
OG0001006	Pram.g_01295	Prbd.g_01612
OG0001007	Pram.g_01294	Prbd.g_01611
OG0001008	Pram.g_01292	Prbd.g_01609
OG0001009	Pram.g_01291	Prbd.g_01608
OG0001010	Pram.g_01577	Prbd.g_01600
OG0001011	Pram.g_00567	Prbd.g_01593
OG0001012	Pram.g_00824	Prbd.g_01566
OG0001013	Pram.g_01625	Prbd.g_01531
OG0001014	Pram.g_01626	Prbd.g_01530
OG0001015	Pram.g_01633	Prbd.g_01524
OG0001016	Pram.g_01634	Prbd.g_01523
OG0001017	Pram.g_01635	Prbd.g_01522
OG0001018	Pram.g_01636	Prbd.g_01521
OG0001019	Pram.g_01638	Prbd.g_01519
OG0001020	Pram.g_01639	Prbd.g_01518
OG0001021	Pram.g_01640	Prbd.g_01517
OG0001022	Pram.g_01641	Prbd.g_01516
OG0001023	Pram.g_01642	Prbd.g_01515
OG0001024	Pram.g_01644	Prbd.g_01514
OG0001025	Pram.g_01645	Prbd.g_01513
OG0001026	Pram.g_01646	Prbd.g_01511
OG0001027	Pram.g_01647	Prbd.g_01510
OG0001028	Pram.g_01648	Prbd.g_01509
OG0001029	Pram.g_01649	Prbd.g_01508
OG0001030	Pram.g_01650	Prbd.g_01507
OG0001031	Pram.g_01651	Prbd.g_01506
OG0001032	Pram.g_01652	Prbd.g_01505
OG0001033	Pram.g_01653	Prbd.g_01504
OG0001034	Pram.g_01654	Prbd.g_01503
OG0001035	Pram.g_01656	Prbd.g_01501
OG0001036	Pram.g_01657	Prbd.g_01500
OG0001037	Pram.g_01658	Prbd.g_01499
OG0001038	Pram.g_01659	Prbd.g_01498
OG0001039	Pram.g_01660	Prbd.g_01497
OG0001040	Pram.g_01662	Prbd.g_01496
OG0001041	Pram.g_01663	Prbd.g_01495
OG0001042	Pram.g_01664	Prbd.g_01494
OG0001043	Pram.g_01665	Prbd.g_01493
OG0001044	Pram.g_01666	Prbd.g_01492
OG0001045	Pram.g_01667	Prbd.g_01491
OG0001046	Pram.g_01668	Prbd.g_01490
OG0001047	Pram.g_01671	Prbd.g_01487
OG0001048	Pram.g_01673	Prbd.g_01485
OG0001049	Pram.g_01674	Prbd.g_01484
OG0001050	Pram.g_01675	Prbd.g_01483
OG0001051	Pram.g_01676	Prbd.g_01482
OG0001052	Pram.g_01677	Prbd.g_01481
OG0001053	Pram.g_01679	Prbd.g_01479
OG0001054	Pram.g_01681	Prbd.g_01477
OG0001055	Pram.g_01682	Prbd.g_01476
OG0001056	Pram.g_01683	Prbd.g_01475
OG0001057	Pram.g_01684	Prbd.g_01474
OG0001058	Pram.g_01685	Prbd.g_01473
OG0001059	Pram.g_01686	Prbd.g_01472
OG0001060	Pram.g_01687	Prbd.g_01471
OG0001061	Pram.g_01688	Prbd.g_01470
OG0001062	Pram.g_01689	Prbd.g_01469
OG0001063	Pram.g_01690	Prbd.g_01468
OG0001064	Pram.g_01691	Prbd.g_01466
OG0001065	Pram.g_01695	Prbd.g_01463
OG0001066	Pram.g_01697	Prbd.g_01462
OG0001067	Pram.g_01698	Prbd.g_01461
OG0001068	Pram.g_01701	Prbd.g_01459
OG0001069	Pram.g_01702	Prbd.g_01458
OG0001070	Pram.g_01703	Prbd.g_01457
OG0001071	Pram.g_01704	Prbd.g_01456
OG0001072	Pram.g_01705	Prbd.g_01455
OG0001073	Pram.g_01706	Prbd.g_01454
OG0001074	Pram.g_01707	Prbd.g_01453
OG0001075	Pram.g_01708	Prbd.g_01452
OG0001076	Pram.g_01709	Prbd.g_01451
OG0001077	Pram.g_01710	Prbd.g_01450
OG0001078	Pram.g_01711	Prbd.g_01449
OG0001079	Pram.g_01712	Prbd.g_01448
OG0001080	Pram.g_01713	Prbd.g_01447
OG0001081	Pram.g_01717	Prbd.g_01444
OG0001082	Pram.g_01718	Prbd.g_01443
OG0001083	Pram.g_01722	Prbd.g_01442
OG0001084	Pram.g_01720	Prbd.g_01440
OG0001085	Pram.g_01719	Prbd.g_01439
OG0001086	Pram.g_01716	Prbd.g_01438
OG0001087	Pram.g_01715	Prbd.g_01437
OG0001088	Pram.g_01714	Prbd.g_01436
OG0001089	Pram.g_01727	Prbd.g_01433
OG0001090	Pram.g_01729	Prbd.g_01431
OG0001091	Pram.g_01730	Prbd.g_01430
OG0001092	Pram.g_01731	Prbd.g_01429
OG0001093	Pram.g_01732	Prbd.g_01428
OG0001094	Pram.g_01733	Prbd.g_01427
OG0001095	Pram.g_01734	Prbd.g_01426
OG0001096	Pram.g_01735	Prbd.g_01425
OG0001097	Pram.g_01736	Prbd.g_01424
OG0001098	Pram.g_01737	Prbd.g_01423
OG0001099	Pram.g_01738	Prbd.g_01422
OG0001100	Pram.g_01739	Prbd.g_01421
OG0001101	Pram.g_01740	Prbd.g_01420
OG0001102	Pram.g_01741	Prbd.g_01419
OG0001103	Pram.g_01742	Prbd.g_01418
OG0001104	Pram.g_01743	Prbd.g_01417
OG0001105	Pram.g_01744	Prbd.g_01416
OG0001106	Pram.g_01745	Prbd.g_01415
OG0001107	Pram.g_01746	Prbd.g_01414
OG0001108	Pram.g_01747	Prbd.g_01413
OG0001109	Pram.g_01748	Prbd.g_01412
OG0001110	Pram.g_01749	Prbd.g_01411
OG0001111	Pram.g_01750	Prbd.g_01410
OG0001112	Pram.g_01751	Prbd.g_01409
OG0001113	Pram.g_01752	Prbd.g_01408
OG0001114	Pram.g_01753	Prbd.g_01407
OG0001115	Pram.g_01754	Prbd.g_01406
OG0001116	Pram.g_01755	Prbd.g_01405
OG0001117	Pram.g_01756	Prbd.g_01404
OG0001118	Pram.g_01757	Prbd.g_01403
OG0001119	Pram.g_01758	Prbd.g_01402
OG0001120	Pram.g_01759	Prbd.g_01401
OG0001121	Pram.g_01761	Prbd.g_01399
OG0001122	Pram.g_01762	Prbd.g_01398
OG0001123	Pram.g_01763	Prbd.g_01397
OG0001124	Pram.g_01765	Prbd.g_01395
