Orthogroup	Pram	Praq
OG0000586	Pram.g_01042	Praq.g_00796
OG0000587	Pram.g_01041	Praq.g_00797
OG0000588	Pram.g_00760	Praq.g_00799
OG0000589	Pram.g_00761	Praq.g_00800
OG0000590	Pram.g_00763	Praq.g_00802
OG0000591	Pram.g_00769	Praq.g_00808
OG0000592	Pram.g_00770	Praq.g_00809
OG0000593	Pram.g_00771	Praq.g_00810
OG0000594	Pram.g_00774	Praq.g_00812
OG0000595	Pram.g_00775	Praq.g_00813
OG0000596	Pram.g_00776	Praq.g_00814
OG0000597	Pram.g_00778	Praq.g_00816
OG0000598	Pram.g_00779	Praq.g_00817
OG0000599	Pram.g_00780	Praq.g_00818
OG0000600	Pram.g_00781	Praq.g_00819
OG0000601	Pram.g_00784	Praq.g_00821
OG0000602	Pram.g_00785	Praq.g_00822
OG0000603	Pram.g_00786	Praq.g_00823
OG0000604	Pram.g_00789	Praq.g_00824
OG0000605	Pram.g_00790	Praq.g_00825
OG0000606	Pram.g_00791	Praq.g_00826
OG0000607	Pram.g_00793	Praq.g_00828
OG0000608	Pram.g_00795	Praq.g_00829
OG0000609	Pram.g_01927	Praq.g_00833
OG0000610	Pram.g_00720	Praq.g_00834
OG0000611	Pram.g_00802	Praq.g_00584
OG0000612	Pram.g_00803	Praq.g_00585
OG0000613	Pram.g_01027	Praq.g_00586
OG0000614	Pram.g_01026	Praq.g_00587
OG0000615	Pram.g_01024	Praq.g_00589
OG0000616	Pram.g_01023	Praq.g_00590
OG0000617	Pram.g_01022	Praq.g_00591
OG0000618	Pram.g_01021	Praq.g_00592
OG0000619	Pram.g_01020	Praq.g_00593
OG0000620	Pram.g_01019	Praq.g_00594
OG0000621	Pram.g_01018	Praq.g_00595
OG0000622	Pram.g_01017	Praq.g_00596
OG0000623	Pram.g_01016	Praq.g_00597
OG0000624	Pram.g_01014	Praq.g_00598
OG0000625	Pram.g_01013	Praq.g_00599
OG0000626	Pram.g_01012	Praq.g_00600
OG0000627	Pram.g_01011	Praq.g_00601
OG0000628	Pram.g_01010	Praq.g_00602
OG0000629	Pram.g_01008	Praq.g_00603
OG0000630	Pram.g_01007	Praq.g_00604
OG0000631	Pram.g_01005	Praq.g_00606
OG0000632	Pram.g_01004	Praq.g_00618
OG0000633	Pram.g_01539	Praq.g_00622
OG0000634	Pram.g_01534	Praq.g_00637
OG0000635	Pram.g_00935	Praq.g_00638
OG0000636	Pram.g_00934	Praq.g_00639
OG0000637	Pram.g_00933	Praq.g_00640
OG0000638	Pram.g_00325	Praq.g_00647
OG0000639	Pram.g_00908	Praq.g_00656
OG0000640	Pram.g_00911	Praq.g_00658
OG0000641	Pram.g_00913	Praq.g_00661
OG0000642	Pram.g_00914	Praq.g_00662
OG0000643	Pram.g_00915	Praq.g_00663
OG0000644	Pram.g_01028	Praq.g_00664
OG0000645	Pram.g_00804	Praq.g_00665
OG0000646	Pram.g_00805	Praq.g_00666
OG0000647	Pram.g_00806	Praq.g_00667
OG0000648	Pram.g_00808	Praq.g_00669
OG0000649	Pram.g_00809	Praq.g_00670
OG0000650	Pram.g_00810	Praq.g_00671
OG0000651	Pram.g_00811	Praq.g_00672
OG0000652	Pram.g_00812	Praq.g_00673
OG0000653	Pram.g_00813	Praq.g_00674
OG0000654	Pram.g_00815	Praq.g_00676
OG0000655	Pram.g_00817	Praq.g_00678
OG0000656	Pram.g_00818	Praq.g_01407
OG0000657	Pram.g_00819	Praq.g_01408
OG0000658	Pram.g_00820	Praq.g_01409
OG0000659	Pram.g_00821	Praq.g_01410
OG0000660	Pram.g_00822	Praq.g_01411
OG0000661	Pram.g_00823	Praq.g_01412
OG0000662	Pram.g_00825	Praq.g_01413
OG0000663	Pram.g_00826	Praq.g_01414
OG0000664	Pram.g_00827	Praq.g_01415
OG0000665	Pram.g_00828	Praq.g_01416
OG0000666	Pram.g_00829	Praq.g_01417
OG0000667	Pram.g_00830	Praq.g_01418
OG0000668	Pram.g_00831	Praq.g_01419
OG0000669	Pram.g_00833	Praq.g_01421
OG0000670	Pram.g_00834	Praq.g_01422
OG0000671	Pram.g_00835	Praq.g_01423
OG0000672	Pram.g_00836	Praq.g_01424
OG0000673	Pram.g_00837	Praq.g_01425
OG0000674	Pram.g_00838	Praq.g_01426
OG0000675	Pram.g_00839	Praq.g_01428
OG0000676	Pram.g_00840	Praq.g_01429
OG0000677	Pram.g_00843	Praq.g_01431
OG0000678	Pram.g_00845	Praq.g_01433
OG0000679	Pram.g_00847	Praq.g_01434
OG0000680	Pram.g_00848	Praq.g_01435
OG0000681	Pram.g_00849	Praq.g_01436
OG0000682	Pram.g_00850	Praq.g_01437
OG0000683	Pram.g_00852	Praq.g_01439
OG0000684	Pram.g_00853	Praq.g_01440
OG0000685	Pram.g_00854	Praq.g_01441
OG0000686	Pram.g_00855	Praq.g_01442
OG0000687	Pram.g_00857	Praq.g_01443
OG0000688	Pram.g_00858	Praq.g_01444
OG0000689	Pram.g_00859	Praq.g_01445
OG0000690	Pram.g_00860	Praq.g_01446
OG0000691	Pram.g_00861	Praq.g_01447
OG0000692	Pram.g_00865	Praq.g_01449
OG0000693	Pram.g_00866	Praq.g_01450
OG0000694	Pram.g_00867	Praq.g_01451
OG0000695	Pram.g_00868	Praq.g_01452
OG0000696	Pram.g_00870	Praq.g_01454
OG0000697	Pram.g_00872	Praq.g_01456
OG0000698	Pram.g_00876	Praq.g_01458
OG0000699	Pram.g_00877	Praq.g_01459
OG0000700	Pram.g_00713	Praq.g_01473
OG0000701	Pram.g_00717	Praq.g_01478
OG0000702	Pram.g_00724	Praq.g_01481
OG0000703	Pram.g_00726	Praq.g_01482
OG0000704	Pram.g_00727	Praq.g_01483
OG0000705	Pram.g_00728	Praq.g_01484
OG0000706	Pram.g_00729	Praq.g_01485
OG0000707	Pram.g_00731	Praq.g_01487
OG0000708	Pram.g_00732	Praq.g_01488
OG0000709	Pram.g_00734	Praq.g_01490
OG0000710	Pram.g_00735	Praq.g_01491
OG0000711	Pram.g_00736	Praq.g_01492
OG0000712	Pram.g_00737	Praq.g_01493
OG0000713	Pram.g_00738	Praq.g_01494
OG0000714	Pram.g_00740	Praq.g_01496
OG0000715	Pram.g_00741	Praq.g_01497
OG0000716	Pram.g_00743	Praq.g_01499
OG0000717	Pram.g_00744	Praq.g_01500
OG0000718	Pram.g_00745	Praq.g_01501
OG0000719	Pram.g_00747	Praq.g_01503
OG0000720	Pram.g_00748	Praq.g_01504
OG0000721	Pram.g_00751	Praq.g_01506
OG0000722	Pram.g_00752	Praq.g_01507
OG0000723	Pram.g_00753	Praq.g_01508
OG0000724	Pram.g_00754	Praq.g_01510
OG0000725	Pram.g_00755	Praq.g_01511
OG0000726	Pram.g_00756	Praq.g_01512
OG0000727	Pram.g_00757	Praq.g_01513
OG0000728	Pram.g_00758	Praq.g_01514
OG0000729	Pram.g_00759	Praq.g_01515
OG0000730	Pram.g_01038	Praq.g_01516
OG0000731	Pram.g_01036	Praq.g_01517
OG0000732	Pram.g_01035	Praq.g_01518
OG0000733	Pram.g_01034	Praq.g_01519
OG0000734	Pram.g_01033	Praq.g_01520
OG0000735	Pram.g_01031	Praq.g_01522
OG0000736	Pram.g_01030	Praq.g_01523
OG0000737	Pram.g_01029	Praq.g_01524
OG0000738	Pram.g_00916	Praq.g_01525
OG0000739	Pram.g_00917	Praq.g_01526
OG0000740	Pram.g_00918	Praq.g_01527
OG0000741	Pram.g_00919	Praq.g_01528
OG0000742	Pram.g_00921	Praq.g_01530
OG0000743	Pram.g_00922	Praq.g_01531
OG0000744	Pram.g_00923	Praq.g_01532
OG0000745	Pram.g_00924	Praq.g_01533
OG0000746	Pram.g_00925	Praq.g_01534
OG0000747	Pram.g_00926	Praq.g_01535
OG0000748	Pram.g_00927	Praq.g_01536
OG0000749	Pram.g_00928	Praq.g_01537
OG0000750	Pram.g_00930	Praq.g_01538
OG0000751	Pram.g_00931	Praq.g_01539
OG0000752	Pram.g_00988	Praq.g_01540
OG0000753	Pram.g_00936	Praq.g_01542
OG0000754	Pram.g_00937	Praq.g_01543
OG0000755	Pram.g_00938	Praq.g_01544
OG0000756	Pram.g_00940	Praq.g_01545
OG0000757	Pram.g_00941	Praq.g_01546
OG0000758	Pram.g_00942	Praq.g_01547
OG0000759	Pram.g_00944	Praq.g_01549
OG0000760	Pram.g_00945	Praq.g_01550
OG0000761	Pram.g_00946	Praq.g_01551
OG0000762	Pram.g_00948	Praq.g_01553
OG0000763	Pram.g_00949	Praq.g_01554
OG0000764	Pram.g_00950	Praq.g_01555
OG0000765	Pram.g_00951	Praq.g_01556
OG0000766	Pram.g_00952	Praq.g_01557
OG0000767	Pram.g_00954	Praq.g_01559
OG0000768	Pram.g_00955	Praq.g_01560
OG0000769	Pram.g_00956	Praq.g_01561
OG0000770	Pram.g_00957	Praq.g_01562
OG0000771	Pram.g_00958	Praq.g_01563
OG0000772	Pram.g_01199	Praq.g_01564
OG0000773	Pram.g_00959	Praq.g_01565
OG0000774	Pram.g_00960	Praq.g_01566
OG0000775	Pram.g_00961	Praq.g_01567
OG0000776	Pram.g_00963	Praq.g_01568
OG0000777	Pram.g_00964	Praq.g_01570
OG0000778	Pram.g_00965	Praq.g_01571
OG0000779	Pram.g_00966	Praq.g_01572
OG0000780	Pram.g_00968	Praq.g_01574
OG0000781	Pram.g_00970	Praq.g_01576
OG0000782	Pram.g_00971	Praq.g_01577
OG0000783	Pram.g_00973	Praq.g_01588
OG0000784	Pram.g_00975	Praq.g_01590
OG0000785	Pram.g_00976	Praq.g_01591
OG0000786	Pram.g_00977	Praq.g_01592
OG0000787	Pram.g_00978	Praq.g_01593
OG0000788	Pram.g_00983	Praq.g_01597
OG0000789	Pram.g_00986	Praq.g_01599
OG0000790	Pram.g_00987	Praq.g_01600
OG0000791	Pram.g_00990	Praq.g_01601
OG0000792	Pram.g_00991	Praq.g_01602
OG0000793	Pram.g_00992	Praq.g_01603
OG0000794	Pram.g_00995	Praq.g_01605
OG0000795	Pram.g_00899	Praq.g_01608
OG0000796	Pram.g_00898	Praq.g_01609
OG0000797	Pram.g_00896	Praq.g_01611
OG0000798	Pram.g_00895	Praq.g_01612
OG0000799	Pram.g_00894	Praq.g_01613
OG0000800	Pram.g_00893	Praq.g_01614
OG0000801	Pram.g_00890	Praq.g_01617
OG0000802	Pram.g_00889	Praq.g_01618
OG0000803	Pram.g_00887	Praq.g_01620
OG0000804	Pram.g_00886	Praq.g_01621
OG0000805	Pram.g_00885	Praq.g_01622
OG0000806	Pram.g_00883	Praq.g_01624
OG0000807	Pram.g_00356	Praq.g_01649
OG0000808	Pram.g_00683	Praq.g_01658
OG0000809	Pram.g_01188	Praq.g_01661
OG0000810	Pram.g_00579	Praq.g_01662
OG0000811	Pram.g_01208	Praq.g_01669
OG0000812	Pram.g_01182	Praq.g_01273
OG0000813	Pram.g_00335	Praq.g_01276
OG0000814	Pram.g_01201	Praq.g_01278
OG0000815	Pram.g_01469	Praq.g_01287
OG0000816	Pram.g_01547	Praq.g_01301
OG0000817	Pram.g_01548	Praq.g_01302
OG0000818	Pram.g_00690	Praq.g_01307
OG0000819	Pram.g_01162	Praq.g_01314
OG0000820	Pram.g_01156	Praq.g_01318
OG0000821	Pram.g_01154	Praq.g_01320
OG0000822	Pram.g_01153	Praq.g_01321
OG0000823	Pram.g_01152	Praq.g_01322
OG0000824	Pram.g_01151	Praq.g_01323
OG0000825	Pram.g_01150	Praq.g_01324
OG0000826	Pram.g_01149	Praq.g_01325
OG0000827	Pram.g_01148	Praq.g_01326
OG0000828	Pram.g_01147	Praq.g_01327
OG0000829	Pram.g_01146	Praq.g_01328
OG0000830	Pram.g_01144	Praq.g_01329
OG0000831	Pram.g_01141	Praq.g_01332
OG0000832	Pram.g_01139	Praq.g_01334
OG0000833	Pram.g_01137	Praq.g_01335
OG0000834	Pram.g_01136	Praq.g_01336
OG0000835	Pram.g_01135	Praq.g_01337
OG0000836	Pram.g_01134	Praq.g_01338
OG0000837	Pram.g_01131	Praq.g_01340
OG0000838	Pram.g_01130	Praq.g_01341
OG0000839	Pram.g_01129	Praq.g_01342
OG0000840	Pram.g_01128	Praq.g_01343
OG0000841	Pram.g_01127	Praq.g_01344
OG0000842	Pram.g_01125	Praq.g_01345
OG0000843	Pram.g_01124	Praq.g_01346
OG0000844	Pram.g_01123	Praq.g_01347
OG0000845	Pram.g_01122	Praq.g_01348
OG0000846	Pram.g_01119	Praq.g_01351
OG0000847	Pram.g_01118	Praq.g_01353
OG0000848	Pram.g_01117	Praq.g_01354
OG0000849	Pram.g_01114	Praq.g_01355
OG0000850	Pram.g_01113	Praq.g_01356
OG0000851	Pram.g_01111	Praq.g_01357
OG0000852	Pram.g_01109	Praq.g_01359
OG0000853	Pram.g_01107	Praq.g_01360
OG0000854	Pram.g_01105	Praq.g_01362
OG0000855	Pram.g_01104	Praq.g_01363
OG0000856	Pram.g_01103	Praq.g_01364
OG0000857	Pram.g_01102	Praq.g_01365
OG0000858	Pram.g_01101	Praq.g_01366
OG0000859	Pram.g_01100	Praq.g_01367
OG0000860	Pram.g_01099	Praq.g_01368
OG0000861	Pram.g_01098	Praq.g_01369
OG0000862	Pram.g_01097	Praq.g_01370
OG0000863	Pram.g_01096	Praq.g_01371
OG0000864	Pram.g_01095	Praq.g_01372
OG0000865	Pram.g_01094	Praq.g_01373
OG0000866	Pram.g_01093	Praq.g_01374
OG0000867	Pram.g_01092	Praq.g_01375
OG0000868	Pram.g_01091	Praq.g_01376
OG0000869	Pram.g_01089	Praq.g_01378
OG0000870	Pram.g_01088	Praq.g_01379
OG0000871	Pram.g_01087	Praq.g_01381
OG0000872	Pram.g_01086	Praq.g_01382
OG0000873	Pram.g_01084	Praq.g_01384
OG0000874	Pram.g_01083	Praq.g_01385
OG0000875	Pram.g_01082	Praq.g_01386
OG0000876	Pram.g_01081	Praq.g_01387
OG0000877	Pram.g_00570	Praq.g_01389
OG0000878	Pram.g_01569	Praq.g_00112
OG0000879	Pram.g_01219	Praq.g_00122
OG0000880	Pram.g_01220	Praq.g_00123
OG0000881	Pram.g_01221	Praq.g_00124
OG0000882	Pram.g_01222	Praq.g_00125
OG0000883	Pram.g_01223	Praq.g_00126
OG0000884	Pram.g_01225	Praq.g_00128
OG0000885	Pram.g_01226	Praq.g_00129
OG0000886	Pram.g_01227	Praq.g_00130
OG0000887	Pram.g_01228	Praq.g_00131
OG0000888	Pram.g_01229	Praq.g_00132
OG0000889	Pram.g_01232	Praq.g_00135
OG0000890	Pram.g_01233	Praq.g_00136
OG0000891	Pram.g_01234	Praq.g_00137
OG0000892	Pram.g_01236	Praq.g_00139
OG0000893	Pram.g_01237	Praq.g_00140
OG0000894	Pram.g_01238	Praq.g_00141
OG0000895	Pram.g_01239	Praq.g_00142
OG0000896	Pram.g_01240	Praq.g_00143
OG0000897	Pram.g_01241	Praq.g_00144
OG0000898	Pram.g_01244	Praq.g_00146
OG0000899	Pram.g_01245	Praq.g_00147
OG0000900	Pram.g_01478	Praq.g_00157
OG0000901	Pram.g_01475	Praq.g_00161
OG0000902	Pram.g_01271	Praq.g_00162
OG0000903	Pram.g_01198	Praq.g_00163
OG0000904	Pram.g_01281	Praq.g_00165
OG0000905	Pram.g_01183	Praq.g_00167
OG0000906	Pram.g_01165	Praq.g_00169
OG0000907	Pram.g_00874	Praq.g_00170
OG0000908	Pram.g_01542	Praq.g_00173
OG0000909	Pram.g_01466	Praq.g_00179
OG0000910	Pram.g_01465	Praq.g_00180
OG0000911	Pram.g_01464	Praq.g_00181
OG0000912	Pram.g_01463	Praq.g_00182
OG0000913	Pram.g_01462	Praq.g_00183
OG0000914	Pram.g_01461	Praq.g_00184
OG0000915	Pram.g_01460	Praq.g_00185
OG0000916	Pram.g_01458	Praq.g_00186
OG0000917	Pram.g_01457	Praq.g_00187
OG0000918	Pram.g_01456	Praq.g_00188
OG0000919	Pram.g_01455	Praq.g_00189
OG0000920	Pram.g_01454	Praq.g_00190
OG0000921	Pram.g_01453	Praq.g_00191
OG0000922	Pram.g_01452	Praq.g_00192
OG0000923	Pram.g_01451	Praq.g_00193
OG0000924	Pram.g_01450	Praq.g_00194
OG0000925	Pram.g_01449	Praq.g_00195
OG0000926	Pram.g_01815	Praq.g_00258
OG0000927	Pram.g_01398	Praq.g_00276
OG0000928	Pram.g_01397	Praq.g_00277
OG0000929	Pram.g_01396	Praq.g_00278
OG0000930	Pram.g_01395	Praq.g_00279
OG0000931	Pram.g_01394	Praq.g_00280
OG0000932	Pram.g_01392	Praq.g_00282
OG0000933	Pram.g_01391	Praq.g_00283
OG0000934	Pram.g_01390	Praq.g_00284
OG0000935	Pram.g_01389	Praq.g_00285
OG0000936	Pram.g_01388	Praq.g_00286
OG0000937	Pram.g_01387	Praq.g_00287
OG0000938	Pram.g_01386	Praq.g_00288
OG0000939	Pram.g_01385	Praq.g_00289
OG0000940	Pram.g_01384	Praq.g_00290
OG0000941	Pram.g_01383	Praq.g_00292
OG0000942	Pram.g_01382	Praq.g_00293
OG0000943	Pram.g_01376	Praq.g_00296
OG0000944	Pram.g_01375	Praq.g_00297
OG0000945	Pram.g_01374	Praq.g_00298
OG0000946	Pram.g_01373	Praq.g_00299
OG0000947	Pram.g_01372	Praq.g_00300
OG0000948	Pram.g_01371	Praq.g_00301
OG0000949	Pram.g_01370	Praq.g_00302
OG0000950	Pram.g_01369	Praq.g_00303
OG0000951	Pram.g_01368	Praq.g_00304
OG0000952	Pram.g_01367	Praq.g_00305
OG0000953	Pram.g_01366	Praq.g_00306
OG0000954	Pram.g_01365	Praq.g_00307
OG0000955	Pram.g_01364	Praq.g_00308
OG0000956	Pram.g_01363	Praq.g_00309
OG0000957	Pram.g_01362	Praq.g_00310
OG0000958	Pram.g_01361	Praq.g_00311
OG0000959	Pram.g_01360	Praq.g_00312
OG0000960	Pram.g_01359	Praq.g_00313
OG0000961	Pram.g_01355	Praq.g_00317
OG0000962	Pram.g_01354	Praq.g_00318
OG0000963	Pram.g_01353	Praq.g_00319
OG0000964	Pram.g_01351	Praq.g_00321
OG0000965	Pram.g_01350	Praq.g_00322
OG0000966	Pram.g_01349	Praq.g_00323
OG0000967	Pram.g_01348	Praq.g_00324
OG0000968	Pram.g_01347	Praq.g_00325
OG0000969	Pram.g_01346	Praq.g_00326
OG0000970	Pram.g_01345	Praq.g_00327
OG0000971	Pram.g_01344	Praq.g_00328
OG0000972	Pram.g_01343	Praq.g_00329
OG0000973	Pram.g_01342	Praq.g_00330
OG0000974	Pram.g_01340	Praq.g_00332
OG0000975	Pram.g_01333	Praq.g_00335
OG0000976	Pram.g_01331	Praq.g_00337
OG0000977	Pram.g_01330	Praq.g_00338
OG0000978	Pram.g_01328	Praq.g_00339
OG0000979	Pram.g_01326	Praq.g_00341
OG0000980	Pram.g_01325	Praq.g_00342
OG0000981	Pram.g_01324	Praq.g_00343
OG0000982	Pram.g_01323	Praq.g_00344
OG0000983	Pram.g_01321	Praq.g_00346
OG0000984	Pram.g_01320	Praq.g_00347
OG0000985	Pram.g_01319	Praq.g_00348
OG0000986	Pram.g_01318	Praq.g_00349
OG0000987	Pram.g_01317	Praq.g_00350
OG0000988	Pram.g_01315	Praq.g_00351
OG0000989	Pram.g_01314	Praq.g_00352
OG0000990	Pram.g_01313	Praq.g_00353
OG0000991	Pram.g_01312	Praq.g_00354
OG0000992	Pram.g_01311	Praq.g_00355
OG0000993	Pram.g_01310	Praq.g_00356
OG0000994	Pram.g_01309	Praq.g_00357
OG0000995	Pram.g_01308	Praq.g_00358
OG0000996	Pram.g_01307	Praq.g_00359
OG0000997	Pram.g_01306	Praq.g_00360
OG0000998	Pram.g_01305	Praq.g_00361
OG0000999	Pram.g_01304	Praq.g_00362
OG0001000	Pram.g_01303	Praq.g_00363
OG0001001	Pram.g_01301	Praq.g_00365
OG0001002	Pram.g_01300	Praq.g_00366
OG0001003	Pram.g_01299	Praq.g_00367
OG0001004	Pram.g_01298	Praq.g_00368
OG0001005	Pram.g_01296	Praq.g_00369
OG0001006	Pram.g_01295	Praq.g_00370
OG0001007	Pram.g_01294	Praq.g_00371
OG0001008	Pram.g_01292	Praq.g_00373
OG0001009	Pram.g_01291	Praq.g_00374
OG0001010	Pram.g_01577	Praq.g_00382
OG0001011	Pram.g_00567	Praq.g_00001
OG0001012	Pram.g_00824	Praq.g_00030
OG0001013	Pram.g_01625	Praq.g_01953
OG0001014	Pram.g_01626	Praq.g_01952
OG0001015	Pram.g_01633	Praq.g_00496
OG0001016	Pram.g_01634	Praq.g_00495
OG0001017	Pram.g_01635	Praq.g_00494
OG0001018	Pram.g_01636	Praq.g_00493
OG0001019	Pram.g_01638	Praq.g_00491
OG0001020	Pram.g_01639	Praq.g_00490
OG0001021	Pram.g_01640	Praq.g_00489
OG0001022	Pram.g_01641	Praq.g_00488
OG0001023	Pram.g_01642	Praq.g_00487
OG0001024	Pram.g_01644	Praq.g_00486
OG0001025	Pram.g_01645	Praq.g_00485
OG0001026	Pram.g_01646	Praq.g_00483
OG0001027	Pram.g_01647	Praq.g_00482
OG0001028	Pram.g_01648	Praq.g_00481
OG0001029	Pram.g_01649	Praq.g_00480
OG0001030	Pram.g_01650	Praq.g_00479
OG0001031	Pram.g_01651	Praq.g_00478
OG0001032	Pram.g_01652	Praq.g_00477
OG0001033	Pram.g_01653	Praq.g_00476
OG0001034	Pram.g_01654	Praq.g_00475
OG0001035	Pram.g_01656	Praq.g_00473
OG0001036	Pram.g_01657	Praq.g_00472
OG0001037	Pram.g_01658	Praq.g_00471
OG0001038	Pram.g_01659	Praq.g_00470
OG0001039	Pram.g_01660	Praq.g_00469
OG0001040	Pram.g_01662	Praq.g_00468
OG0001041	Pram.g_01663	Praq.g_00467
OG0001042	Pram.g_01664	Praq.g_00466
OG0001043	Pram.g_01665	Praq.g_00465
OG0001044	Pram.g_01666	Praq.g_00464
OG0001045	Pram.g_01667	Praq.g_00463
OG0001046	Pram.g_01668	Praq.g_00462
OG0001047	Pram.g_01671	Praq.g_00459
OG0001048	Pram.g_01673	Praq.g_00457
OG0001049	Pram.g_01674	Praq.g_00456
OG0001050	Pram.g_01675	Praq.g_00455
OG0001051	Pram.g_01676	Praq.g_00454
OG0001052	Pram.g_01677	Praq.g_00453
OG0001053	Pram.g_01679	Praq.g_00452
OG0001054	Pram.g_01681	Praq.g_00450
OG0001055	Pram.g_01682	Praq.g_00449
OG0001056	Pram.g_01683	Praq.g_00448
OG0001057	Pram.g_01684	Praq.g_00447
OG0001058	Pram.g_01685	Praq.g_00446
OG0001059	Pram.g_01686	Praq.g_00445
OG0001060	Pram.g_01687	Praq.g_00444
OG0001061	Pram.g_01688	Praq.g_00443
OG0001062	Pram.g_01689	Praq.g_00442
OG0001063	Pram.g_01690	Praq.g_00441
OG0001064	Pram.g_01691	Praq.g_00956
OG0001065	Pram.g_01695	Praq.g_00951
OG0001066	Pram.g_01697	Praq.g_00950
OG0001067	Pram.g_01698	Praq.g_00949
OG0001068	Pram.g_01701	Praq.g_00947
OG0001069	Pram.g_01702	Praq.g_00946
OG0001070	Pram.g_01703	Praq.g_00945
OG0001071	Pram.g_01704	Praq.g_00944
OG0001072	Pram.g_01705	Praq.g_00943
OG0001073	Pram.g_01706	Praq.g_00942
OG0001074	Pram.g_01707	Praq.g_00941
OG0001075	Pram.g_01708	Praq.g_00940
OG0001076	Pram.g_01709	Praq.g_00939
OG0001077	Pram.g_01710	Praq.g_00938
OG0001078	Pram.g_01711	Praq.g_00937
OG0001079	Pram.g_01712	Praq.g_00936
OG0001080	Pram.g_01713	Praq.g_00935
OG0001081	Pram.g_01717	Praq.g_00932
OG0001082	Pram.g_01718	Praq.g_00931
OG0001083	Pram.g_01722	Praq.g_00930
OG0001084	Pram.g_01720	Praq.g_00928
OG0001085	Pram.g_01719	Praq.g_00927
OG0001086	Pram.g_01716	Praq.g_00926
OG0001087	Pram.g_01715	Praq.g_00925
OG0001088	Pram.g_01714	Praq.g_00924
OG0001089	Pram.g_01727	Praq.g_00921
OG0001090	Pram.g_01729	Praq.g_00919
OG0001091	Pram.g_01730	Praq.g_00918
OG0001092	Pram.g_01731	Praq.g_00917
OG0001093	Pram.g_01732	Praq.g_00916
OG0001094	Pram.g_01733	Praq.g_00915
OG0001095	Pram.g_01734	Praq.g_00914
OG0001096	Pram.g_01735	Praq.g_00913
OG0001097	Pram.g_01736	Praq.g_00912
OG0001098	Pram.g_01737	Praq.g_00911
OG0001099	Pram.g_01738	Praq.g_00910
OG0001100	Pram.g_01739	Praq.g_00909
OG0001101	Pram.g_01740	Praq.g_00908
OG0001102	Pram.g_01741	Praq.g_00907
OG0001103	Pram.g_01742	Praq.g_00906
OG0001104	Pram.g_01743	Praq.g_00905
OG0001105	Pram.g_01744	Praq.g_00904
OG0001106	Pram.g_01745	Praq.g_00903
OG0001107	Pram.g_01746	Praq.g_00902
OG0001108	Pram.g_01747	Praq.g_00901
OG0001109	Pram.g_01748	Praq.g_00900
OG0001110	Pram.g_01749	Praq.g_00899
OG0001111	Pram.g_01750	Praq.g_00898
OG0001112	Pram.g_01751	Praq.g_00897
OG0001113	Pram.g_01752	Praq.g_00896
OG0001114	Pram.g_01753	Praq.g_00895
OG0001115	Pram.g_01754	Praq.g_00894
OG0001116	Pram.g_01755	Praq.g_00893
OG0001117	Pram.g_01756	Praq.g_00892
OG0001118	Pram.g_01757	Praq.g_00891
OG0001119	Pram.g_01758	Praq.g_00890
OG0001120	Pram.g_01759	Praq.g_00889
OG0001121	Pram.g_01761	Praq.g_00887
OG0001122	Pram.g_01762	Praq.g_00886
OG0001123	Pram.g_01763	Praq.g_00885
OG0001124	Pram.g_01765	Praq.g_00883
OG0001125	Pram.g_01767	Praq.g_00881
OG0001126	Pram.g_01768	Praq.g_00880
OG0001127	Pram.g_01771	Praq.g_00878
OG0001128	Pram.g_01772	Praq.g_00877
OG0001129	Pram.g_01773	Praq.g_00876
OG0001130	Pram.g_01776	Praq.g_00874
OG0001131	Pram.g_01777	Praq.g_00873
OG0001132	Pram.g_01778	Praq.g_00872
OG0001133	Pram.g_01779	Praq.g_00871
OG0001134	Pram.g_01780	Praq.g_00870
OG0001135	Pram.g_01781	Praq.g_00869
OG0001136	Pram.g_01782	Praq.g_00868
OG0001137	Pram.g_01783	Praq.g_00867
OG0001138	Pram.g_01784	Praq.g_00866
OG0001139	Pram.g_01786	Praq.g_00865
OG0001140	Pram.g_01787	Praq.g_00864
OG0001141	Pram.g_01788	Praq.g_00863
OG0001142	Pram.g_01793	Praq.g_00727
OG0001143	Pram.g_01794	Praq.g_00728
OG0001144	Pram.g_01795	Praq.g_00729
OG0001145	Pram.g_01796	Praq.g_00730
OG0001146	Pram.g_01797	Praq.g_00731
OG0001147	Pram.g_01798	Praq.g_00732
OG0001148	Pram.g_01799	Praq.g_00733
OG0001149	Pram.g_01801	Praq.g_00735
OG0001150	Pram.g_01802	Praq.g_00736
OG0001151	Pram.g_01806	Praq.g_00738
OG0001152	Pram.g_01807	Praq.g_00739
OG0001153	Pram.g_01808	Praq.g_00740
OG0001154	Pram.g_01810	Praq.g_00742
OG0001155	Pram.g_01812	Praq.g_00744
OG0001156	Pram.g_01814	Praq.g_00746
OG0001157	Pram.g_01816	Praq.g_00747
OG0001158	Pram.g_01818	Praq.g_00749
OG0001159	Pram.g_01819	Praq.g_00750
OG0001160	Pram.g_01820	Praq.g_00751
OG0001161	Pram.g_01821	Praq.g_00752
OG0001162	Pram.g_01822	Praq.g_00753
OG0001163	Pram.g_01823	Praq.g_00754
OG0001164	Pram.g_01824	Praq.g_00755
OG0001165	Pram.g_01825	Praq.g_00756
OG0001166	Pram.g_01826	Praq.g_00757
OG0001167	Pram.g_01828	Praq.g_00758
